
[00:00:00.000 --> 00:00:10.920]  如果你看看,今天在越南地方的時候可能第一個想到的就是約旦河西岸的政治分佈
[00:08:32.040 --> 00:08:34.040]  所以我的主張是
[00:08:34.040 --> 00:08:38.040]  與其是將這些現代的問題套入去理解聖經的時候
[00:08:38.040 --> 00:08:42.040]  不如我們首先用這個比較傳統研究古代文學的方法
[00:08:42.040 --> 00:08:45.040]  看一下這個文化鬥爭的角度
[00:08:45.040 --> 00:08:50.040]  可能更加能夠幫助我們進入古代的世界
[00:08:50.040 --> 00:08:54.040]  今天我想從這個角度和大家去了解一下
[00:08:54.040 --> 00:08:57.040]  藥豬牙的形象 有幾個基本的問題
[00:08:57.040 --> 00:09:03.040]  首先我們先看《七》 《七仔書》是七之寶座
[00:09:03.040 --> 00:09:05.040]  我發現有一個字眼
[00:09:05.040 --> 00:09:09.040]  現在你後方的書就發現有這個字眼
[00:09:09.040 --> 00:09:11.040]  是保護自己的字眼
[00:09:11.040 --> 00:09:16.040]  這個象徵性的故事元素
[00:09:16.040 --> 00:09:19.040]  去了解這個歷史的事件
[00:09:19.040 --> 00:09:22.040]  其實是一個很明顯的意義
[00:09:22.040 --> 00:09:25.040]  坦白來說就是聖結
[00:09:25.040 --> 00:09:28.040]  聖結是十日共盛
[00:09:28.040 --> 00:09:31.040]  成聖是人的人生目的
[00:09:31.040 --> 00:09:35.040]  後伏就是將於外去消滅的惡法
[00:09:35.040 --> 00:09:39.040]  所以《七》 《七仔書》和《七之寶座》所表達的
[00:09:39.040 --> 00:09:43.040]  是神據傳言聖結的一個要求
[00:09:43.040 --> 00:09:47.040]  第二 我們也在這個元尼多的故事當中
[00:09:47.040 --> 00:09:52.040]  看一下拉合 阿光和希伊娜的故事
[00:09:52.040 --> 00:09:56.040]  我們現在一起看 在他們的故事當中
[00:09:56.040 --> 00:10:02.040]  我們看到人類如何透過信仰 信服 回應神的誠意
[00:10:02.040 --> 00:10:06.040]  的要求和誠誠的抵抗
[00:10:06.040 --> 00:10:12.040]  第三 我們也看到聖結在新約的意思
[00:10:12.040 --> 00:10:17.040]  特別是我們來想 城市宣佈的意義是什麼
[00:10:17.040 --> 00:10:19.040]  我們雖然生活在二十一世紀
[00:10:19.040 --> 00:10:21.040]  我們其實和古日一樣
[00:10:21.040 --> 00:10:25.040]  是受到各樣金錢權力和正義的誘惑
[00:10:25.040 --> 00:10:28.040]  聖結是我們需要思想的題目
[00:10:28.040 --> 00:10:32.040]  因為聖結是受到日本人成聖是人的目的
[00:10:32.040 --> 00:10:35.040]  後伏是將於外消滅
[00:10:35.040 --> 00:10:38.040]  所以我們可以讀一下這個
[00:10:38.040 --> 00:10:41.040]  擁吻這個《七》這個故事
[00:10:41.040 --> 00:10:46.040]  《七》 《七仔書》 吹響七志豪華
[00:10:46.040 --> 00:10:51.040]  他們帶領這個儀式的人圍繞耶利歌
[00:10:51.040 --> 00:10:56.040]  最初還圍繞著《奇異公城狀七傳》
[00:10:56.040 --> 00:10:59.040]  其實如果大家是家長
[00:10:59.040 --> 00:11:02.040]  家長是一個很高期心 帶領的小朋友
[00:11:02.040 --> 00:11:08.040]  可能是講藏錢的聖經故事的粉絲
[00:11:08.040 --> 00:11:13.040]  他們都會問 七字有什麼數字
[00:11:13.040 --> 00:11:17.040]  特別是在大聖經裡面看到的七字
[00:11:17.040 --> 00:11:19.040]  而且七日是很特別的
[00:11:19.040 --> 00:11:22.040]  後群六教是受到天地
[00:11:22.040 --> 00:11:24.040]  第三日有聖諒
[00:11:24.040 --> 00:11:26.040]  所以我們真的需要思想
[00:11:26.040 --> 00:11:29.040]  如果我們聽到七日的儀式
[00:11:29.040 --> 00:11:31.040]  是有什麼意思呢
[00:11:31.040 --> 00:11:35.040]  我相信七日的概念
[00:11:35.040 --> 00:11:37.040]  對當時的儀式的人
[00:11:37.040 --> 00:11:41.040]  是一個特別重要的合議
[00:11:41.040 --> 00:11:45.040]  當時埃及上來的儀式的人
[00:11:45.040 --> 00:11:46.040]  一提到七日
[00:11:46.040 --> 00:11:48.040]  他最有可能想到的
[00:11:48.040 --> 00:11:52.040]  就是每年內期七日的除膠節
[00:11:52.040 --> 00:11:56.040]  在《齋战地》第23章裡面摩西教堂
[00:11:56.040 --> 00:12:00.040]  他們每年都要過除膠節
[00:12:00.040 --> 00:12:04.040]  這個除膠節 收割節 還有收藏節
[00:12:04.040 --> 00:12:07.040]  是一年三大的節期
[00:12:07.040 --> 00:12:12.040]  除了用無膠頸作名
[00:12:12.040 --> 00:12:15.040]  食物之王不應該做任何事情
[00:12:15.040 --> 00:12:17.040]  你們要紀念這天
[00:12:17.040 --> 00:12:20.040]  世世代代守者 危而禍禍之節日
[00:12:20.040 --> 00:12:22.040]  作為你們永遠的鼎勵
[00:12:22.040 --> 00:12:24.040]  你們要吃無膠頸七日
[00:12:24.040 --> 00:12:26.040]  第一日要搞「烤蟲尾」
[00:12:26.040 --> 00:12:27.040]  「滅家中垂墟」
[00:12:27.040 --> 00:12:30.040]  第一日 無第七日
[00:12:30.040 --> 00:12:32.040]  任何吃無膠節物的
[00:12:32.040 --> 00:12:34.040]  必同儀式儀式的剪綵
[00:12:34.040 --> 00:12:37.040]  第一日 當日聖會
[00:12:37.040 --> 00:12:39.040]  第七日 也當日聖會
[00:12:39.040 --> 00:12:41.040]  在這兩日任何工作都可做
[00:12:41.040 --> 00:12:43.040]  只能預備個人的食物
[00:12:43.040 --> 00:12:46.040]  且是唯一可做的工作
[00:12:46.040 --> 00:12:48.040]  為甚麼要吃無膠頸呢
[00:12:48.040 --> 00:12:50.040]  因為烤是群來的
[00:12:50.040 --> 00:12:52.040]  象徵是不大
[00:12:52.040 --> 00:12:56.040]  只是吃無膠頸就是維持熱情
[00:12:56.040 --> 00:12:59.040]  這個 守除膠節
[00:12:59.040 --> 00:13:01.040]  是要提醒意識而言
[00:13:01.040 --> 00:13:03.040]  神是不能夠容許
[00:13:03.040 --> 00:13:07.040]  不能夠容忍不潔淨的食物
[00:13:07.040 --> 00:13:10.040]  而且 今早我吃了一些
[00:13:10.040 --> 00:13:12.040]  這個腸臟肉包餅
[00:13:12.040 --> 00:13:15.040]  用這個餅包
[00:13:15.040 --> 00:13:17.040]  很多功夫的努力
[00:13:17.040 --> 00:13:20.040]  但是這個
[00:13:20.040 --> 00:13:22.040]  這個腸臟才是要提醒的
[00:13:22.040 --> 00:13:25.040]  不要讓你的腸臟爆裂
[00:13:25.040 --> 00:13:28.040]  那麼 七日中午
[00:13:28.040 --> 00:13:30.040]  其實意思是甚麼
[00:13:30.040 --> 00:13:33.040]  不要依靠自己的努力
[00:13:33.040 --> 00:13:35.040]  不要只給自己求助
[00:13:35.040 --> 00:13:37.040]  而是要提醒自己
[00:13:37.040 --> 00:13:39.040]  相信神的保守
[00:13:39.040 --> 00:13:41.040]  以及公認
[00:13:41.040 --> 00:13:44.040]  我們看耶利公聖這個故事
[00:13:44.040 --> 00:13:46.040]  是跟這個無膠節
[00:13:46.040 --> 00:13:48.040]  有很多很內容的地方
[00:13:48.040 --> 00:13:50.040]  故事圍繞的
[00:13:50.040 --> 00:13:52.040]  就是成聖和信心
[00:13:52.040 --> 00:13:54.040]  這兩個的實學主題
[00:13:54.040 --> 00:13:56.040]  那就是成聖的意義
[00:13:56.040 --> 00:14:00.040]  這位耶利哥是將一個墮落的文明
[00:14:00.040 --> 00:14:02.040]  重新去鑄地清除
[00:14:02.040 --> 00:14:05.040]  這個故事的主題是甚麼
[00:14:05.040 --> 00:14:08.040]  就是耶利哥墮落的文明
[00:14:08.040 --> 00:14:11.040]  就是神要全面的效應
[00:14:11.040 --> 00:14:13.040]  但是 成聖要怎麼做呢
[00:14:13.040 --> 00:14:16.040]  神要 意思是要學會的
[00:14:16.040 --> 00:14:18.040]  不是靠自己
[00:14:18.040 --> 00:14:20.040]  不是靠自己的保力
[00:14:20.040 --> 00:14:22.040]  是要依靠神的
[00:14:22.040 --> 00:14:24.040]  所以不是靠他自己的量
[00:14:24.040 --> 00:14:26.040]  而是依靠他當真
[00:14:26.040 --> 00:14:28.040]  所以神說
[00:14:28.040 --> 00:14:30.040]  你不知道要做甚麼
[00:14:30.040 --> 00:14:32.040]  要整個出入國
[00:14:32.040 --> 00:14:34.040]  沒有一雙券
[00:14:34.040 --> 00:14:37.040]  將完工作 完全首先是靠神
[00:14:37.040 --> 00:14:40.040]  我們來看三章記載
[00:14:40.040 --> 00:14:42.040]  最教之七日
[00:14:42.040 --> 00:14:44.040]  要將火祭燃燒給我
[00:14:44.040 --> 00:14:46.040]  把一切依偎隨意
[00:14:46.040 --> 00:14:50.040]  在這個耶利哥的故事裏面
[00:14:50.040 --> 00:14:52.040]  我們看到很相同的結果
[00:14:52.040 --> 00:14:55.040]  在第七日 祂繞成十字之後
[00:14:55.040 --> 00:14:57.040]  聖上倒塔以後
[00:14:57.040 --> 00:14:59.040]  以色列就進去耶利哥
[00:14:59.040 --> 00:15:02.040]  祂真的隨意了所有的耶利哥
[00:15:02.040 --> 00:15:04.040]  不留一個活口
[00:15:04.040 --> 00:15:06.040]  因為神要毀滅的是
[00:15:06.040 --> 00:15:09.040]  整個的耶利哥文明
[00:15:09.040 --> 00:15:11.040]  起哂地第29章
[00:15:11.040 --> 00:15:12.040]  我昨天說到
[00:15:12.040 --> 00:15:14.040]  如果用我一個七日的規矩
[00:15:14.040 --> 00:15:16.040]  是和祭司的繼承
[00:15:16.040 --> 00:15:18.040]  和我立法是有關的
[00:15:18.040 --> 00:15:21.040]  當祭司繼承聖徒的時候
[00:15:21.040 --> 00:15:22.040]  會遺棄七日呢
[00:15:22.040 --> 00:15:25.040]  在穿過駕馳的聖結的祭司
[00:15:25.040 --> 00:15:27.040]  和其他分別是
[00:15:27.040 --> 00:15:29.040]  政府都不能吃的祭物
[00:15:29.040 --> 00:15:31.040]  遺棄七日這個安立
[00:15:31.040 --> 00:15:33.040]  聖職的建制
[00:15:33.040 --> 00:15:35.040]  所以古代的宗宗想像
[00:15:35.040 --> 00:15:36.040]  是同一樣的
[00:15:36.040 --> 00:15:37.040]  是要成聖的
[00:15:37.040 --> 00:15:39.040]  因為祭司依附著
[00:15:39.040 --> 00:15:41.040]  這個替百姓贖罪
[00:15:41.040 --> 00:15:43.040]  成為聖結的造人
[00:15:43.040 --> 00:15:45.040]  所以祂們必須隔外
[00:15:45.040 --> 00:15:46.040]  去留上自己
[00:15:46.040 --> 00:15:49.040]  是否到達這個聖結的標準
[00:15:49.040 --> 00:15:51.040]  在耶利波這個故事中
[00:15:51.040 --> 00:15:53.040]  七個的祭司
[00:15:53.040 --> 00:15:55.040]  圍繞耶利波七日
[00:15:55.040 --> 00:15:57.040]  其實是扮演一個
[00:15:57.040 --> 00:15:59.040]  很關鍵性的角色
[00:15:59.040 --> 00:16:02.040]  因為跟在這七個的祭司後面
[00:16:02.040 --> 00:16:06.040]  當你聽到這七支號角的時候
[00:16:06.040 --> 00:16:08.040]  表達的是什麼呢
[00:16:08.040 --> 00:16:09.040]  你想想他叫什麼
[00:16:09.040 --> 00:16:11.040]  他叫國際神的華語
[00:16:11.040 --> 00:16:12.040]  那是真理嘛
[00:16:12.040 --> 00:16:14.040]  國聲響現耶利波
[00:16:14.040 --> 00:16:16.040]  是要警告神的真理
[00:16:16.040 --> 00:16:19.040]  神的真理 神的華語要來臨
[00:16:19.040 --> 00:16:21.040]  大家要準備
[00:16:21.040 --> 00:16:22.040]  在七日
[00:16:22.040 --> 00:16:24.040]  第七輪的國聲響現
[00:16:24.040 --> 00:16:27.040]  就是真理被張揚的時候
[00:16:27.040 --> 00:16:29.040]  對促成的人來說
[00:16:29.040 --> 00:16:31.040]  第七日是聖利的日子
[00:16:31.040 --> 00:16:33.040]  但是對抵抗神的人來說
[00:16:33.040 --> 00:16:36.040]  第七日就是審判的日子
[00:16:36.040 --> 00:16:37.040]  所以聖經
[00:16:37.040 --> 00:16:38.040]  在啟示錄
[00:16:38.040 --> 00:16:40.040]  有很大的部分
[00:16:40.040 --> 00:16:42.040]  是圍繞七個號角的
[00:16:42.040 --> 00:16:44.040]  二章是各個故事
[00:16:44.040 --> 00:16:47.040]  很多的學者認為
[00:16:47.040 --> 00:16:49.040]  啟示錄反映的是
[00:16:49.040 --> 00:16:51.040]  第二個聖母的自己
[00:16:51.040 --> 00:16:52.040]  猶太人
[00:16:52.040 --> 00:16:54.040]  對很多這些的依仗
[00:16:54.040 --> 00:16:56.040]  尤其是號角這些依仗的理解
[00:16:56.040 --> 00:16:59.040]  啟示錄第十一章的元素
[00:16:59.040 --> 00:17:01.040]  在七個的號角
[00:17:01.040 --> 00:17:02.040]  吹響的時候
[00:17:02.040 --> 00:17:04.040]  就標註著
[00:17:04.040 --> 00:17:06.040]  耶和華的日子來臨
[00:17:06.040 --> 00:17:07.040]  地有上半
[00:17:07.040 --> 00:17:08.040]  也都是由上至下
[00:17:08.040 --> 00:17:09.040]  第十五節
[00:17:09.040 --> 00:17:10.040]  第七節
[00:17:10.040 --> 00:17:11.040]  天上上下
[00:17:11.040 --> 00:17:12.040]  大聲喊說
[00:17:12.040 --> 00:17:14.040]  世上的國已成了我們的主
[00:17:14.040 --> 00:17:17.040]  和他所立的基督的國
[00:17:17.040 --> 00:17:18.040]  他要著皇
[00:17:18.040 --> 00:17:20.040]  直到榮榮圓圓
[00:17:20.040 --> 00:17:21.040]  在聖殿前
[00:17:21.040 --> 00:17:23.040]  坐在自己座位上的
[00:17:23.040 --> 00:17:24.040]  二十四位長老
[00:17:24.040 --> 00:17:25.040]  都俯伏在地上
[00:17:25.040 --> 00:17:27.040]  敬拜神說
[00:17:27.040 --> 00:17:28.040]  君在
[00:17:28.040 --> 00:17:29.040]  悉在的主
[00:17:29.040 --> 00:17:31.040]  尊任的神下
[00:17:31.040 --> 00:17:32.040]  我們感謝你
[00:17:32.040 --> 00:17:34.040]  因你執掌大權國王了
[00:17:34.040 --> 00:17:35.040]  我光復路
[00:17:35.040 --> 00:17:36.040]  你的憤怒
[00:17:36.040 --> 00:17:37.040]  倫道了
[00:17:37.040 --> 00:17:39.040]  審判死人的時候也到了
[00:17:39.040 --> 00:17:40.040]  你的復仁
[00:17:40.040 --> 00:17:42.040]  眾善之
[00:17:42.040 --> 00:17:43.040]  眾聖徒
[00:17:43.040 --> 00:17:44.040]  和敬畏里面的人
[00:17:44.040 --> 00:17:45.040]  年大
[00:17:45.040 --> 00:17:46.040]  大小
[00:17:46.040 --> 00:17:48.040]  都得賞詞的時候
[00:17:48.040 --> 00:17:49.040]  到了
[00:17:49.040 --> 00:17:50.040]  你毀滅
[00:17:50.040 --> 00:17:51.040]  假聲毀滅
[00:17:51.040 --> 00:17:52.040]  大地政的時候
[00:17:52.040 --> 00:17:53.040]  也到了
[00:17:53.040 --> 00:17:54.040]  與其神
[00:17:54.040 --> 00:17:55.040]  天上的聖所
[00:17:55.040 --> 00:17:56.040]  開了
[00:17:56.040 --> 00:17:57.040]  在他聖所中
[00:17:57.040 --> 00:17:59.040]  他的腳位出現了
[00:17:59.040 --> 00:18:00.040]  最後有
[00:18:00.040 --> 00:18:01.040]  閃電
[00:18:01.040 --> 00:18:02.040]  響聲
[00:18:02.040 --> 00:18:03.040]  雷光
[00:18:03.040 --> 00:18:04.040]  地震
[00:18:04.040 --> 00:18:05.040]  大驚嚇
[00:18:05.040 --> 00:18:09.040]  對古代的讀者來說
[00:18:09.040 --> 00:18:11.040]  《耶利歌》的故事
[00:18:11.040 --> 00:18:13.040]  可以理解為
[00:18:13.040 --> 00:18:14.040]  《啟示錄》講的
[00:18:14.040 --> 00:18:15.040]  第七支號召
[00:18:15.040 --> 00:18:16.040]  的形象
[00:18:16.040 --> 00:18:18.040]  是一個預言
[00:18:18.040 --> 00:18:21.040]  在《耶利歌》的故事當中
[00:18:21.040 --> 00:18:22.040]  以色列人
[00:18:22.040 --> 00:18:23.040]  是
[00:18:23.040 --> 00:18:24.040]  第七
[00:18:24.040 --> 00:18:25.040]  大星的
[00:18:25.040 --> 00:18:26.040]  盤旋
[00:18:26.040 --> 00:18:27.040]  在《啟示錄》
[00:18:27.040 --> 00:18:28.040]  第三章
[00:18:28.040 --> 00:18:29.040]  甚至裡面
[00:18:29.040 --> 00:18:30.040]  響聲
[00:18:30.040 --> 00:18:31.040]  是來自天上
[00:18:31.040 --> 00:18:32.040]  派來的天使
[00:18:32.040 --> 00:18:33.040]  然後怎麼樣
[00:18:33.040 --> 00:18:35.040]  天上的聖所
[00:18:35.040 --> 00:18:36.040]  來打開
[00:18:36.040 --> 00:18:38.040]  約在外面
[00:18:38.040 --> 00:18:40.040]  打開約會這個字
[00:18:40.040 --> 00:18:41.040]  你樓上看一下
[00:18:41.040 --> 00:18:42.040]  心裡出現了楊氏
[00:18:42.040 --> 00:18:43.040]  不只在這裡
[00:18:43.040 --> 00:18:44.040]  《啟示錄》
[00:18:44.040 --> 00:18:45.040]  另一次是
[00:18:45.040 --> 00:18:47.040]  《美國希伯論書》
[00:18:47.040 --> 00:18:48.040]  《耶利歌》
[00:18:48.040 --> 00:18:49.040]  的人是怎樣
[00:18:49.040 --> 00:18:50.040]  《耶利歌》人
[00:18:50.040 --> 00:18:51.040]  其實從來
[00:18:51.040 --> 00:18:52.040]  沒見過約會過
[00:18:52.040 --> 00:18:55.040]  但是當那個城城堡塔
[00:18:55.040 --> 00:18:57.040]  他們見到約會的時候
[00:18:57.040 --> 00:18:59.040]  為時已晚
[00:18:59.040 --> 00:19:00.040]  因為他們
[00:19:00.040 --> 00:19:01.040]  當他們認識
[00:19:01.040 --> 00:19:02.040]  真理的時候
[00:19:02.040 --> 00:19:03.040]  其實他們
[00:19:03.040 --> 00:19:06.040]  挺心痛的時候
[00:19:06.040 --> 00:19:08.040]  這個古羅
[00:19:08.040 --> 00:19:09.040]  寫這個貼紙
[00:19:09.040 --> 00:19:10.040]  寫這個貼紙
[00:19:10.040 --> 00:19:11.040]  給我來
[00:19:11.040 --> 00:19:13.040]  這個貼紙的時候
[00:19:13.040 --> 00:19:14.040]  也都為這個
[00:19:14.040 --> 00:19:15.040]  主要的日子
[00:19:15.040 --> 00:19:16.040]  而配對一個
[00:19:16.040 --> 00:19:17.040]  很類似的
[00:19:17.040 --> 00:19:19.040]  元素的圖表
[00:19:19.040 --> 00:19:20.040]  因為
[00:19:20.040 --> 00:19:22.040]  照習近平的法
[00:19:22.040 --> 00:19:24.040]  天使上的呼聲一叫
[00:19:24.040 --> 00:19:26.040]  神的號角一吹
[00:19:26.040 --> 00:19:28.040]  與其親自從天降
[00:19:28.040 --> 00:19:29.040]  那在基督裡
[00:19:29.040 --> 00:19:30.040]  死了的人
[00:19:30.040 --> 00:19:31.040]  必先復活
[00:19:31.040 --> 00:19:32.040]  而在我們的生活上
[00:19:32.040 --> 00:19:33.040]  還存留的人
[00:19:33.040 --> 00:19:36.040]  必和他們一套被提到民旅
[00:19:36.040 --> 00:19:38.040]  在空中與子彰會
[00:19:38.040 --> 00:19:39.040]  所以我們就要
[00:19:39.040 --> 00:19:42.040]  和主領元同在
[00:19:42.040 --> 00:19:43.040]  所以
