
[00:00:00.000 --> 00:00:03.120]  好 今天講的題目是甚麼呢
[00:04:06.240 --> 00:04:08.000]  嘩!看天色不對的時候
[00:04:08.000 --> 00:04:08.680]  你都不會出海
[00:04:08.680 --> 00:04:10.920]  但是耶穌在當晚的時候
[00:04:10.920 --> 00:04:13.440]  其實本來是一個很風平浪靜的時候
[00:04:13.440 --> 00:04:15.840]  但開一刻的時候
[00:04:15.840 --> 00:04:17.000]  聖經又記載
[00:04:17.000 --> 00:04:20.160]  是忽然起了暴風
[00:04:20.160 --> 00:04:23.240]  忽然的意思是甚麼呢
[00:04:23.240 --> 00:04:25.680]  忽然的意思就是突如其來
[00:04:25.680 --> 00:04:27.040]  突如其來
[00:04:27.040 --> 00:04:30.440]  是突如其來一個襲擊
[00:04:30.440 --> 00:04:32.440]  是你預計不到的
[00:04:32.440 --> 00:04:34.680]  是你預計不到的
[00:04:34.680 --> 00:04:37.360]  人生很多時候真的很難去預計
[00:04:37.360 --> 00:04:38.760]  是不是
[00:04:38.760 --> 00:04:45.360]  我們看見十年前911的突襲
[00:04:45.360 --> 00:04:47.200]  十年之後
[00:04:47.200 --> 00:04:49.560]  早兩個星期
[00:04:49.560 --> 00:04:55.720]  波士頓馬拉松那個突襲
[00:04:55.720 --> 00:04:58.000]  當這些跑手
[00:04:58.000 --> 00:05:00.560]  去跑呀跑
[00:05:00.560 --> 00:05:02.800]  其實是混雜了世界各地的跑手
[00:05:02.800 --> 00:05:04.800]  他想都沒有想過
[00:05:04.800 --> 00:05:07.520]  當他差不多跑到終點的時候
[00:05:07.520 --> 00:05:09.880]  竟然就發生爆炸
[00:05:09.880 --> 00:05:11.040]  是令到甚麼呢
[00:05:11.040 --> 00:05:15.280]  令到超過一百的傷亡
[00:05:15.280 --> 00:05:19.480]  有三個人我們知道是死了
[00:05:19.480 --> 00:05:22.160]  這些突如其來的襲擊
[00:05:22.160 --> 00:05:26.760]  是沒有辦法能夠預計得到
[00:05:26.760 --> 00:05:28.680]  同樣這些門徒
[00:05:28.680 --> 00:05:30.360]  他沒有辦法預計得到
[00:05:30.360 --> 00:05:34.320]  這些突如其來的風暴
[00:05:34.320 --> 00:05:37.400]  我們看看耶穌的反應
[00:05:37.400 --> 00:05:40.560]  我們看當我們讀經文的時候
[00:05:40.560 --> 00:05:43.680]  37、38字裡面有兩個很極端的反應
[00:05:43.680 --> 00:05:45.400]  耶穌的反應是怎樣呢
[00:05:45.400 --> 00:05:51.160]  耶穌就是睡在船尾的枕頭睡覺
[00:05:51.160 --> 00:05:52.280]  你可能有兩個解釋
[00:05:52.280 --> 00:05:54.680]  第一 為甚麼會睡覺呢
[00:05:54.680 --> 00:05:56.200]  很累呀
[00:05:56.200 --> 00:05:57.920]  可能你睡不夠
[00:05:57.920 --> 00:05:59.760]  你今早來你現在都睡覺
[00:05:59.760 --> 00:06:00.960]  很累呀
[00:06:00.960 --> 00:06:01.960]  睡不夠
[00:06:01.960 --> 00:06:03.400]  耶穌很累睡覺
[00:06:03.400 --> 00:06:05.200]  第二
[00:06:05.200 --> 00:06:06.240]  就是甚麼呢
[00:06:06.240 --> 00:06:07.640]  你都解釋到
[00:06:07.640 --> 00:06:09.600]  就算在這麼大的風浪裡面
[00:06:09.600 --> 00:06:12.920]  耶穌心裡面都有一個平安
[00:06:12.920 --> 00:06:16.240]  這兩個解釋都有人去解釋
[00:06:16.240 --> 00:06:18.440]  但我們留意門徒是怎樣
[00:06:18.440 --> 00:06:20.320]  反應是怎樣呢
[00:06:20.320 --> 00:06:21.920]  門徒的反應是怎樣
[00:06:21.920 --> 00:06:23.600]  很害怕
[00:06:23.600 --> 00:06:30.960]  其實當日波士頓馬拉松發生事件的時候
[00:06:30.960 --> 00:06:33.040]  你看看鏡頭
[00:06:33.040 --> 00:06:34.760]  那些被訪問的人
[00:06:34.760 --> 00:06:36.080]  目擊者
[00:06:36.080 --> 00:06:39.160]  他那種害怕都令你感受到
[00:06:39.160 --> 00:06:42.800]  如果你在現場你都會很害怕
[00:06:42.800 --> 00:06:44.320]  很自然的反應
[00:06:44.320 --> 00:06:47.840]  門徒突然間起風浪
[00:06:47.840 --> 00:06:52.680]  他們第一個反應都是很害怕
[00:06:52.680 --> 00:06:55.600]  我們知道馬克福音的記載裡面
[00:06:55.600 --> 00:06:56.800]  不單是第四章記載
[00:06:56.800 --> 00:06:57.720]  第八章
[00:06:57.720 --> 00:07:01.400]  路加福音和馬太福音第八章都同樣有記載
[00:07:01.400 --> 00:07:02.880]  那裡多了一點
[00:07:02.880 --> 00:07:03.920]  它說了甚麼呢
[00:07:03.920 --> 00:07:07.120]  它就說那些船滿了水就要淹了
[00:07:07.120 --> 00:07:09.080]  甚是危險
[00:07:09.080 --> 00:07:12.160]  是很危險
[00:07:12.160 --> 00:07:14.720]  所以難怪他們會害怕
[00:07:14.720 --> 00:07:17.000]  就算出海幾十年
[00:07:17.000 --> 00:07:21.680]  我們當中有一些老的漁民
[00:07:21.680 --> 00:07:23.280]  我和他聊天的時候
[00:07:23.280 --> 00:07:25.400]  他都會告訴我
[00:07:25.400 --> 00:07:27.880]  他說當我們出海的時候
[00:07:27.880 --> 00:07:32.040]  如果遇上了十級以上的風暴的時候
[00:07:32.040 --> 00:07:32.760]  他們都很害怕
[00:07:32.760 --> 00:07:35.680]  我說其實有多少級的呢
[00:07:35.680 --> 00:07:37.600]  他說有十七級
[00:07:37.600 --> 00:07:39.200]  他說如果十級以上的時候
[00:07:39.200 --> 00:07:42.240]  其實就很危險了
[00:07:42.240 --> 00:07:46.600]  我說那在海中你們可以做甚麼呢
[00:07:46.600 --> 00:07:49.720]  他說甚麼都不可以做
[00:07:49.720 --> 00:07:51.560]  他說唯一一樣東西可以做的是甚麼
[00:07:51.560 --> 00:07:53.160]  對於他們來說
[00:07:53.160 --> 00:07:54.040]  沒錯
[00:07:54.040 --> 00:07:54.960]  祈禱
[00:07:54.960 --> 00:07:57.640]  祈禱求神去幫助他們
[00:07:57.640 --> 00:08:00.160]  來拯救他們
[00:08:00.160 --> 00:08:01.200]  好像你們這班門徒那樣
[00:08:01.200 --> 00:08:02.520]  叫醒耶穌
[00:08:02.520 --> 00:08:06.080]  叫醒耶穌
[00:08:06.080 --> 00:08:11.360]  我想起我們早幾年有一套片
[00:08:11.360 --> 00:08:15.360]  是李香琴和李思琦做的
[00:08:15.360 --> 00:08:19.160]  有一句當時大家都經常說的一句話是甚麼呢
[00:08:19.160 --> 00:08:20.960]  不用怕
[00:08:20.960 --> 00:08:22.120]  接著是甚麼
[00:08:22.120 --> 00:08:24.240]  媽媽在大廳
[00:08:24.240 --> 00:08:26.720]  是不是
[00:08:26.720 --> 00:08:31.320]  我和三哥說笑
[00:08:31.320 --> 00:08:32.400]  當你們祈禱的時候
[00:08:32.400 --> 00:08:33.760]  你們還有甚麼心態呢
[00:08:33.760 --> 00:08:34.520]  他說是啊
[00:08:34.520 --> 00:08:35.720]  就好像這樣
[00:08:35.720 --> 00:08:37.240]  告訴自己不用怕
[00:08:37.240 --> 00:08:38.560]  耶穌在船上
[00:08:38.560 --> 00:08:39.840]  耶穌就在這裏
[00:08:39.840 --> 00:08:40.720]  叫醒了耶穌
[00:08:40.720 --> 00:08:42.000]  耶穌就在這裏
[00:08:42.000 --> 00:08:43.440]  其實我們知道
[00:08:43.440 --> 00:08:45.120]  耶穌有沒有睡過覺呢
[00:08:45.120 --> 00:08:46.480]  我們的意思是
[00:08:46.480 --> 00:08:49.360]  是不是在我們人生的風浪裏面
[00:08:49.360 --> 00:08:50.400]  耶穌是真的睡覺呢
[00:08:50.400 --> 00:08:53.080]  聖經說耶穌是從不打頓的
[00:08:53.080 --> 00:08:53.840]  祂不會睡覺
[00:08:53.840 --> 00:08:55.160]  甚至連黑眼睛睡覺
[00:08:55.160 --> 00:08:56.080]  好像我們現在中間的人
[00:08:56.080 --> 00:08:56.680]  黑眼睛睡覺
[00:08:56.680 --> 00:08:58.360]  祂都不會
[00:08:58.360 --> 00:08:58.720]  是不是
[00:08:58.720 --> 00:09:00.280]  祂不會的
[00:09:00.280 --> 00:09:02.400]  所以在當中裏面
[00:09:02.400 --> 00:09:05.200]  我們知道
[00:09:05.200 --> 00:09:06.720]  耶穌在這裏
[00:09:06.720 --> 00:09:08.880]  當我們遇風浪的時候
[00:09:08.880 --> 00:09:11.240]  是啊我們會怕
[00:09:11.240 --> 00:09:12.760]  甚至說真的
[00:09:12.760 --> 00:09:15.320]  我們會有一點點埋怨
[00:09:15.320 --> 00:09:16.760]  因為在這裏說
[00:09:16.760 --> 00:09:18.200]  他說
[00:09:18.200 --> 00:09:19.640]  耶穌叫醒了之後
[00:09:19.640 --> 00:09:21.280]  夫子啊
[00:09:21.280 --> 00:09:22.000]  我們喪命
[00:09:22.000 --> 00:09:23.800]  即是我們死了
[00:09:23.800 --> 00:09:25.280]  你不顧嗎
[00:09:25.280 --> 00:09:26.640]  有一點點埋怨
[00:09:26.640 --> 00:09:27.760]  你不理我們嗎
[00:09:27.760 --> 00:09:28.720]  你不理我們
[00:09:28.720 --> 00:09:30.840]  我們快要死了
[00:09:30.840 --> 00:09:32.120]  很多時候
[00:09:32.120 --> 00:09:35.520]  我們都會遇著風暴的時候
[00:09:35.520 --> 00:09:36.880]  人生的風浪的時候
[00:09:36.880 --> 00:09:38.040]  有時候我們不單止怕
[00:09:38.040 --> 00:09:40.720]  我們都真的會有一些埋怨
[00:09:40.720 --> 00:09:42.920]  風暴會隨時的來到
[00:09:42.920 --> 00:09:44.600]  是我們說是
[00:09:44.600 --> 00:09:47.040]  你沒得預料的有些事情
[00:09:47.040 --> 00:09:50.080]  例如
[00:09:50.080 --> 00:09:52.680]  我們中間有些人
[00:09:52.680 --> 00:09:54.000]  或者他自己
[00:09:54.000 --> 00:09:56.520]  或者他的家人
[00:09:56.520 --> 00:09:58.040]  在很短的時間裏面
[00:09:58.040 --> 00:09:59.600]  你想都想不到
[00:09:59.600 --> 00:10:02.760]  就患了重病
[00:10:02.760 --> 00:10:08.160]  可能甚至說沒得醫的重病
[00:10:08.160 --> 00:10:10.160]  我們中間裏面
[00:10:10.160 --> 00:10:14.080]  剛剛才發生
[00:10:14.080 --> 00:10:15.760]  我星期二、周五早上見到他
[00:10:15.760 --> 00:10:16.680]  星期三
[00:10:16.680 --> 00:10:17.520]  通常我們
[00:10:17.520 --> 00:10:19.000]  星期二他來祖套會
[00:10:19.000 --> 00:10:23.120]  星期三來長青的裝備
[00:10:23.120 --> 00:10:24.400]  星期四長青崇拜
[00:10:24.400 --> 00:10:25.160]  星期五少祖
[00:10:25.160 --> 00:10:30.160]  差不多每天都有機會見到他
[00:10:30.160 --> 00:10:31.800]  聽到他進了醫院
[00:10:31.800 --> 00:10:34.360]  發燒進了醫院
[00:10:34.360 --> 00:10:42.840]  跟手就說被證實患上肺癌
[00:10:42.840 --> 00:10:45.120]  家人是很難的
[00:10:45.120 --> 00:10:46.480]  來到去
[00:10:46.480 --> 00:10:50.680]  去在這麼短的時間去接受
[00:10:50.680 --> 00:10:51.640]  是預料不到的
[00:10:51.640 --> 00:10:52.840]  弟兄姊妹
[00:10:52.840 --> 00:10:54.040]  是預料不到
[00:10:54.040 --> 00:10:55.640]  很多時候在我們人生裏面
[00:10:55.640 --> 00:10:58.480]  很多事都是忽然
[00:10:58.480 --> 00:11:01.960]  突如其來這樣發生
[00:11:01.960 --> 00:11:05.520]  有聽到有組員說
[00:11:05.520 --> 00:11:09.400]  因為家人的財務問題
[00:11:09.400 --> 00:11:11.360]  有人是因為
[00:11:11.360 --> 00:11:12.920]  一些財務不懂得安排
[00:11:12.920 --> 00:11:14.800]  或者一些人是因為
[00:11:14.800 --> 00:11:16.800]  好賭
[00:11:16.800 --> 00:11:20.040]  是欠下人幾百萬
[00:11:20.040 --> 00:11:22.920]  整個家庭突然間
[00:11:22.920 --> 00:11:24.800]  就遇上這個突如其來的風暴
[00:11:24.800 --> 00:11:30.440]  不知道怎樣去面對
[00:11:30.440 --> 00:11:32.480]  我們又聽到
[00:11:32.480 --> 00:11:36.800]  有姐妹跟我們說
[00:11:36.800 --> 00:11:40.200]  她突然間才發覺到
[00:11:40.200 --> 00:11:43.600]  她的丈夫有第三者
[00:11:43.600 --> 00:11:49.240]  她沒有辦法接受這個事實
[00:11:49.240 --> 00:11:53.040]  落在一個極大的憂慮
[00:11:53.040 --> 00:11:56.600]  驚慌的裏面
[00:11:56.600 --> 00:11:59.400]  甚至有少少埋怨神
[00:11:59.400 --> 00:12:02.240]  神啊
[00:12:02.240 --> 00:12:04.160]  祢不再理我了嗎
[00:12:04.160 --> 00:12:07.120]  祢不再顧我了嗎
[00:12:07.120 --> 00:12:09.120]  這個都好像是
[00:12:09.120 --> 00:12:12.120]  很多在我們周圍
[00:12:12.120 --> 00:12:13.720]  或者在我們自己裏面
[00:12:13.720 --> 00:12:18.480]  都發生的事
[00:12:18.480 --> 00:12:21.760]  人生這個突如其來的風暴
[00:12:21.760 --> 00:12:24.680]  有時我們都會很難去解釋
[00:12:24.680 --> 00:12:28.080]  不過我想跟大家做一個見證
[00:12:28.080 --> 00:12:31.200]  有時我們遇著風暴的時候
[00:12:31.200 --> 00:12:35.120]  我們同樣在這個風暴裏面
[00:12:35.120 --> 00:12:37.240]  在這些風浪裏面
[00:12:37.240 --> 00:12:42.880]  同樣會得著一些的祝福
[00:12:42.880 --> 00:12:44.920]  我大約在半年前
[00:12:44.920 --> 00:12:48.880]  有一個很愛主的姐妹
[00:12:48.880 --> 00:12:51.840]  Dr. Chung
[00:12:51.840 --> 00:12:53.640]  她就說陳牧師
[00:12:53.640 --> 00:12:56.040]  你作為一個牧師
[00:12:56.040 --> 00:12:58.160]  我想送一樣東西給你
[00:12:58.160 --> 00:13:02.680]  我送一個叫量子新心靈的檢查給你
[00:13:02.680 --> 00:13:07.560]  是講到一個牧者面對一些的壓力
[00:13:07.560 --> 00:13:09.680]  要自己要治
[00:13:09.680 --> 00:13:13.240]  我就多謝她一個的饋贈
[00:13:13.240 --> 00:13:17.560]  於是我去做這個量子的檢查
[00:13:17.560 --> 00:13:20.800]  貼貼貼 頭貼到尾
[00:13:20.800 --> 00:13:23.000]  她就說你放鬆
[00:13:23.000 --> 00:13:25.640]  半個小時就可以了
[00:13:25.640 --> 00:13:27.520]  我做了這個檢查之後
[00:13:27.520 --> 00:13:28.400]  因為時間關係
[00:13:28.400 --> 00:13:30.120]  我都沒有時間再約到
[00:13:30.120 --> 00:13:32.920]  和她怎樣去看這個報告
[00:13:32.920 --> 00:13:34.280]  總之她給了我之後就說
[00:13:34.280 --> 00:13:36.600]  OK 大致都OK的了
[00:13:36.600 --> 00:13:38.360]  我就其實基本上
[00:13:38.360 --> 00:13:39.920]  抹一抹之後就扔了
[00:13:39.920 --> 00:13:44.040]  但最近我就拿起來看
[00:13:44.040 --> 00:13:47.200]  當我看的時候
[00:13:47.200 --> 00:13:48.880]  我有一個驚喜
[00:13:48.880 --> 00:13:50.080]  有一個驚訝
[00:13:50.080 --> 00:13:52.520]  先講驚訝
[00:13:52.520 --> 00:13:54.400]  其實在一個測試裏面
[00:13:54.400 --> 00:13:55.440]  就講到一些壓力
[00:13:55.440 --> 00:13:56.520]  一些的年齡
[00:13:56.520 --> 00:13:59.120]  我看到
[00:13:59.120 --> 00:14:03.680]  它是指出在某一個年齡裏面
[00:14:03.680 --> 00:14:05.920]  你是遇到一個極大的壓力
[00:14:05.920 --> 00:14:08.680]  我看的時候我驚訝
[00:14:08.680 --> 00:14:12.000]  真的 只是正負一年左右
[00:14:12.000 --> 00:14:13.880]  是指出我在人生裏面
[00:14:13.880 --> 00:14:21.320]  遇到幾個很大的風暴
[00:14:21.320 --> 00:14:23.520]  接著我看下去的時候
[00:14:23.520 --> 00:14:25.720]  我又有一個驚喜
[00:14:25.720 --> 00:14:27.360]  我就是發覺
[00:14:27.360 --> 00:14:29.000]  原來在我的指數裏面
[00:14:29.000 --> 00:14:31.880]  其中一樣比較正面的就是
[00:14:31.880 --> 00:14:36.800]  原來我的喜樂指數是最高分
[00:14:36.800 --> 00:14:40.640]  其實如果認識我的人都知道
[00:14:40.640 --> 00:14:42.160]  很多時候別人寫給我
[00:14:42.160 --> 00:14:43.840]  有些甚麼東西是欣賞
[00:14:43.840 --> 00:14:46.080]  或者覺得陳牧師你有的
[00:14:46.080 --> 00:14:48.840]  很多時候都有這個喜樂的指數
[00:14:48.840 --> 00:14:51.080]  但原來是最高分
[00:14:51.080 --> 00:14:54.800]  我去看的時候我就發覺
[00:14:54.800 --> 00:14:56.560]  我為甚麼在過去的日子裏面
[00:14:56.560 --> 00:14:58.480]  這些風浪
[00:14:58.480 --> 00:15:03.560]  我可以能夠安然的度過
[00:15:03.560 --> 00:15:04.120]  就是甚麼
[00:15:04.120 --> 00:15:05.840]  原來神一早
[00:15:05.840 --> 00:15:07.120]  已經將這個特別
[00:15:07.120 --> 00:15:09.560]  在我九七年的時候特別明顯
[00:15:09.560 --> 00:15:13.440]  就是將那種喜樂的心來賜下
[00:15:13.440 --> 00:15:14.880]  喜樂其實就是甚麼呢
[00:15:14.880 --> 00:15:19.120]  就是抱著感恩的心
[00:15:19.120 --> 00:15:22.080]  在我這個人生的風暴裏面
[00:15:22.080 --> 00:15:26.920]  我發覺原來神好奇妙
[00:15:26.920 --> 00:15:28.800]  當我們要去面對的時候
[00:15:28.800 --> 00:15:31.920]  原來神早早已經給了我們一些東西
[00:15:31.920 --> 00:15:33.000]  是給我們怎樣
[00:15:33.000 --> 00:15:34.280]  好像聖經所說
[00:15:34.280 --> 00:15:35.440]  是能夠怎樣
[00:15:35.440 --> 00:15:39.880]  不會叫我們能夠不受得住
[00:15:39.880 --> 00:15:41.560]  我為此我去感恩
[00:15:41.560 --> 00:15:46.040]  我發覺原來神是這麼奇妙
[00:15:46.040 --> 00:15:49.440]  當你來面對這些風浪的時候
[00:15:49.440 --> 00:15:53.280]  神原來已經一早給了你一些所謂能力
[00:15:53.280 --> 00:15:55.960]  或者一些免疫的能力給你
[00:15:55.960 --> 00:15:58.760]  人奶有些免疫能力的
[00:15:58.760 --> 00:15:59.960]  就是很奇妙
[00:15:59.960 --> 00:16:01.720]  很奇妙
[00:16:01.720 --> 00:16:04.640]  所以當我們面對風浪的時候
[00:16:04.640 --> 00:16:09.360]  我們或許真的心裏面有些擔心
[00:16:09.360 --> 00:16:10.480]  我們會害怕
[00:16:10.480 --> 00:16:11.960]  我們甚至會埋怨神
[00:16:11.960 --> 00:16:19.360]  「神啊,你還是不是理我的呢?」
[00:16:19.360 --> 00:16:21.440]  求主幫助我們
[00:16:21.440 --> 00:16:23.040]  我們叫醒神
[00:16:23.040 --> 00:16:24.960]  不是因為神叫醒了耶穌
[00:16:24.960 --> 00:16:26.720]  不是因為耶穌睡了
[00:16:26.720 --> 00:16:31.000]  是要在我們的心裏面要知道
[00:16:31.000 --> 00:16:32.800]  要我們自己的心裏面知道
[00:16:32.800 --> 00:16:35.400]  耶穌是醒的,和我們一起的
[00:16:35.400 --> 00:16:41.120]  祂會和我們一起渡過這個人生的風浪
[00:16:41.120 --> 00:16:48.080]  我記得自從我自己癌症經歷了之後
[00:16:48.080 --> 00:16:50.720]  我就有一句金句常常在我口裏面的
[00:16:50.720 --> 00:16:54.600]  就是「喜樂的心,乃是良藥」
[00:16:54.600 --> 00:16:58.480]  「憂傷的靈,洗骨枯幹」
[00:16:58.480 --> 00:17:01.640]  我們經常貪病都會用
[00:17:01.640 --> 00:17:04.720]  「這些是錢買不到的,是錢買不到的」
[00:17:04.720 --> 00:17:11.080]  這種最名貴的藥在耶穌那裏來
[00:17:11.080 --> 00:17:14.080]  在我最艱難的時候
[00:17:14.080 --> 00:17:15.720]  靠著禱告
[00:17:15.720 --> 00:17:17.600]  靠著神的說話
[00:17:17.600 --> 00:17:21.040]  靠著一些詩歌
[00:17:21.040 --> 00:17:22.920]  當時裏面其實也有一首詩歌
[00:17:22.920 --> 00:17:24.840]  我經常都唱
[00:17:24.840 --> 00:17:27.240]  有一首兒歌來的,在最後那裏
[00:17:27.240 --> 00:17:29.680]  這首叫做「有主在船中」
[00:17:29.680 --> 00:17:37.280]  我想作者也是為了平靜風浪的神蹟來作的
[00:17:37.280 --> 00:17:38.840]  「有主在船中」
[00:17:38.840 --> 00:17:39.680]  這首歌說
[00:17:39.680 --> 00:17:42.960]  「有主在我船中,我能笑於暴風」
[00:17:42.960 --> 00:17:45.240]  「笑於暴風,笑於暴風」
[00:17:45.240 --> 00:17:48.520]  「有主在我船中,我能笑於暴風」
[00:17:48.520 --> 00:17:51.320]  「直到安底彼岸」
[00:17:51.320 --> 00:17:52.320]  「直到」
[00:17:52.320 --> 00:17:56.080]  「駛進向前進,駛進向前進」
[00:17:56.080 --> 00:17:59.240]  「有主在我船中,我能笑於暴風」
[00:17:59.240 --> 00:18:01.720]  「直到安底彼岸」
[00:18:01.720 --> 00:18:03.080]  是一首兒歌來的
[00:18:03.080 --> 00:18:03.920]  其實你發覺
[00:18:03.920 --> 00:18:06.720]  以前的兒歌不是很合音的
[00:18:06.720 --> 00:18:09.080]  不過就很容易記住
[00:18:09.080 --> 00:18:11.400]  這首歌我相信有很多人都懂得
[00:18:11.400 --> 00:18:12.840]  可以跟我一起唱,好嗎?
[00:18:12.840 --> 00:18:14.760]  不用琴的
