
[00:00:00.000 --> 00:00:04.840]  好 今早想和大家去看另一個書信
[00:02:52.640 --> 00:02:54.520]  其實在第一世紀的時候
[00:02:54.520 --> 00:03:02.800]  以弗所都提了一個黨 叫做尼哥拉黨
[00:03:02.800 --> 00:03:06.280]  在第一世紀的時候 以弗所教會都提過
[00:03:06.280 --> 00:03:10.280]  就是在當時裏面 神稱讚他們
[00:03:10.280 --> 00:03:19.120]  因為對尼哥拉黨是一個厭惡 也是神所厭惡的
[00:03:19.120 --> 00:03:22.480]  今天其實我們都要講這個問題
[00:03:22.480 --> 00:03:28.240]  來到別加摩教會 神再一次的來講
[00:03:28.240 --> 00:03:34.920]  這個尼哥拉黨 他們的主張
[00:03:34.920 --> 00:03:39.880]  特別是向世俗妥協的主張 又再一次猖狂起來
[00:03:39.880 --> 00:03:44.080]  所以被神提醒他們
[00:03:44.080 --> 00:03:49.920]  我為什麼會來講別加摩的教會呢?
[00:03:49.920 --> 00:03:54.400]  在遺跡的保存裏面
[00:03:54.400 --> 00:04:00.400]  當中以弗所和別加摩保存得較為好
[00:04:00.400 --> 00:04:09.080]  我有幸三年前暑假的時候 我去了七教會
[00:04:09.080 --> 00:04:15.520]  當中就是別加摩的舊城 他們在山上
[00:04:15.520 --> 00:04:25.440]  在中間裏面 我們看到 上一次游牧師講了以弗所
[00:04:25.440 --> 00:04:30.680]  以弗所也是保存得比較完整的位置在裏面
[00:04:30.680 --> 00:04:36.160]  別加摩是另外一個 現在去旅行的時候都會去參觀的
[00:04:36.160 --> 00:04:40.320]  當中裏面 我們看一看別加摩這三個字
[00:04:40.320 --> 00:04:43.880]  這間教會的意思是什麼呢?
[00:04:43.880 --> 00:04:48.480]  別加摩是結婚和聯結的一個意思
[00:04:48.480 --> 00:04:54.040]  大家很容易明白 結婚和聯結
[00:04:54.040 --> 00:04:58.480]  就是和世界世俗的一個聯結
[00:04:58.480 --> 00:05:02.240]  在中間裏面就會有妥協的出現
[00:05:02.240 --> 00:05:07.040]  我剛才講過 別加摩這間教會
[00:05:07.040 --> 00:05:12.880]  當耶穌基督怎樣去宣稱和這間教會講說話
[00:05:12.880 --> 00:05:15.480]  在中間裏面 第十二節裏面
[00:05:15.480 --> 00:05:22.360]  我們看到「那有兩人離間的說」
[00:05:22.360 --> 00:05:25.080]  耶穌基督在這間教會講的時候
[00:05:25.080 --> 00:05:33.880]  他用了一個宣稱 就是兩人的離間
[00:05:33.880 --> 00:05:37.800]  按照希伯來書和以弗所書裏面講到
[00:05:37.800 --> 00:05:40.480]  這個兩人的離間代表什麼呢?
[00:05:40.480 --> 00:05:44.760]  是代表神的話 神的道
[00:05:44.760 --> 00:05:48.560]  我們記得希伯來書裏面講什麼呢?
[00:05:48.560 --> 00:05:53.360]  他就說 神的道是活潑的 是大有功效的
[00:05:53.360 --> 00:05:55.760]  比一切兩人的劍更快
[00:05:55.760 --> 00:06:01.920]  甚至魂與靈 骨節與骨頭水都能夠刺入 剖開
[00:06:01.920 --> 00:06:05.440]  連心中的意念和主義都能夠辨明
[00:06:05.440 --> 00:06:09.960]  一會兒我們在主的應許上 勸勉裏面
[00:06:09.960 --> 00:06:14.960]  我再回來講一講 為什麼神要用這樣的自稱
[00:06:14.960 --> 00:06:17.760]  來和別加摩教會講
[00:06:17.760 --> 00:06:22.440]  我們也看看 今天到底給別加摩教會的信息
[00:06:22.440 --> 00:06:25.040]  對我們有什麼提醒呢?
[00:06:25.040 --> 00:06:27.400]  對今天的教會有什麼提醒呢?
[00:06:27.400 --> 00:06:31.760]  好 我就講過 別加摩的教會
[00:06:31.760 --> 00:06:36.440]  他們是一個在當時裏面
[00:06:36.440 --> 00:06:43.880]  是和世界妥協這種主義抬頭起來
[00:06:43.880 --> 00:06:46.680]  當我們去了解別加摩教會的時候
[00:06:46.680 --> 00:06:49.400]  我們同樣要了解一下它的背景
[00:06:49.400 --> 00:06:51.360]  所以當我們了解了它的背景的時候
[00:06:51.360 --> 00:06:53.880]  我們明白為什麼神要責備他們
[00:06:53.880 --> 00:06:56.600]  為什麼要稱讚他們
[00:06:56.600 --> 00:06:58.480]  別加摩的教會裏面
[00:06:58.480 --> 00:07:01.120]  在當時我們看的地圖裏面
[00:07:01.120 --> 00:07:02.600]  我們叫做小亞細亞
[00:07:02.600 --> 00:07:05.400]  下面 上去上去那個地圖
[00:07:05.400 --> 00:07:07.200]  上去再上去那個地圖
[00:07:07.200 --> 00:07:08.120]  再上去
[00:07:08.120 --> 00:07:11.920]  這個地圖裏面 我們發覺
[00:07:11.920 --> 00:07:14.880]  在當時這個
[00:07:14.880 --> 00:07:18.120]  別加摩是小亞細亞一個文化
[00:07:18.120 --> 00:07:21.040]  政治和宗教的中心
[00:07:21.040 --> 00:07:27.040]  當時二邦的廟宇林立很多
[00:07:27.040 --> 00:07:34.360]  我們看一看引賢那張圖
[00:07:34.360 --> 00:07:38.160]  這個引賢那張
[00:07:38.160 --> 00:07:39.240]  引賢 引賢
[00:07:39.240 --> 00:07:40.200]  沒錯了
[00:07:40.200 --> 00:07:41.400]  這幅圖是什麼呢?
[00:07:41.400 --> 00:07:43.920]  這是當時一個很著名的神廟
[00:07:43.920 --> 00:07:45.680]  雅典娜的神廟
[00:07:45.680 --> 00:07:47.160]  雅典娜的神廟
[00:07:47.160 --> 00:07:49.040]  宙斯的神廟
[00:07:49.040 --> 00:07:52.000]  其實在當時裏面非常著名
[00:07:52.000 --> 00:07:56.120]  並且在這個別加摩裏面
[00:07:56.120 --> 00:08:01.800]  是第一座為在生的該殺來建的廟
[00:08:01.800 --> 00:08:04.160]  所以你發覺真是在當中裏面
[00:08:04.160 --> 00:08:06.400]  滿天神佛
[00:08:06.400 --> 00:08:11.360]  在這種異教的流行裏面
[00:08:11.360 --> 00:08:13.640]  偶像四處的林立裏面
[00:08:13.640 --> 00:08:17.520]  當時酬神的宴會很普通
[00:08:17.520 --> 00:08:21.680]  其實要堅持信仰真是不容易
[00:08:21.680 --> 00:08:24.880]  因為整個社會都是這樣
[00:08:24.880 --> 00:08:28.000]  在當中裏面我們看到
[00:08:28.000 --> 00:08:29.320]  雖然是這樣
[00:08:29.320 --> 00:08:31.120]  神開始的時候
[00:08:31.120 --> 00:08:36.320]  都先對這個別加摩的教會有一個稱讚
[00:08:36.320 --> 00:08:38.480]  我們看一看這個稱讚
[00:08:38.480 --> 00:08:40.120]  當我們知道它的背景之後
[00:08:40.120 --> 00:08:42.360]  我們就較容易明白
[00:08:42.360 --> 00:08:47.680]  為甚麼要稱讚這個安提柏的人
[00:08:47.680 --> 00:08:51.680]  我們讀一讀這個經文
[00:08:51.680 --> 00:08:53.520]  我知道你的居所
[00:08:53.520 --> 00:08:56.640]  就是有撒旦座位之處
[00:08:56.640 --> 00:08:58.800]  當我忠心的見證人
[00:08:58.800 --> 00:09:00.880]  安提柏在你們中間
[00:09:00.880 --> 00:09:04.400]  撒旦所住的地方被殺之時
[00:09:04.400 --> 00:09:06.360]  你還堅守我的命
[00:09:06.360 --> 00:09:08.480]  沒有棄絕我的道
[00:09:08.480 --> 00:09:10.520]  在這裏我們發覺
[00:09:10.520 --> 00:09:12.760]  就是這個安提柏
[00:09:12.760 --> 00:09:17.240]  主稱讚他作為一個忠心的見證人
[00:09:17.240 --> 00:09:18.680]  堅守所信的道
[00:09:18.680 --> 00:09:20.680]  因為安提柏是甚麼呢
[00:09:20.680 --> 00:09:22.000]  好,我們明白
[00:09:22.000 --> 00:09:24.080]  就是當時他是甚麼呢
[00:09:24.080 --> 00:09:25.880]  他是不願意
[00:09:25.880 --> 00:09:34.760]  他不願意來參與拜別神
[00:09:34.760 --> 00:09:37.240]  向世界妥協
[00:09:37.240 --> 00:09:41.000]  拜這個皇帝
[00:09:41.000 --> 00:09:43.000]  他為主來避殺
[00:09:43.000 --> 00:09:44.760]  我們稱為殉道
[00:09:44.760 --> 00:09:47.440]  他堅持一些不合真理的事
[00:09:47.440 --> 00:09:48.480]  他不做
[00:09:48.480 --> 00:09:49.760]  在當時裏面
[00:09:49.760 --> 00:09:51.520]  我們知道
[00:09:51.520 --> 00:09:54.680]  這個為甚麼在聖經裏面說到
[00:09:54.680 --> 00:09:57.480]  在別家摩裏面有撒旦的座位
[00:09:57.480 --> 00:09:58.640]  因為怎樣呢
[00:09:58.640 --> 00:10:01.120]  根本周圍裏面你都發覺
[00:10:01.120 --> 00:10:03.040]  無論是神廟
[00:10:03.040 --> 00:10:07.840]  無論是要拜皇帝,跪拜皇帝
[00:10:07.840 --> 00:10:09.760]  是在他們中間裏面
[00:10:09.760 --> 00:10:15.400]  所以當安提柏堅持不妥協的時候
[00:10:15.400 --> 00:10:16.680]  只有換你是甚麼呢
[00:10:16.680 --> 00:10:17.600]  要不你就拜
[00:10:17.600 --> 00:10:18.440]  要不你就死
[00:10:18.440 --> 00:10:22.160]  在當時裏面只可以有這樣的選擇
[00:10:22.160 --> 00:10:23.520]  我們發覺
[00:10:23.520 --> 00:10:26.600]  這個安提柏
[00:10:26.600 --> 00:10:28.560]  他為主要殉道
[00:10:28.560 --> 00:10:32.000]  我們不知道當時初期教會裏面有多少人
[00:10:32.000 --> 00:10:34.680]  在特別別家摩的教會裏面
[00:10:34.680 --> 00:10:37.440]  但是起碼這個安提柏
[00:10:37.440 --> 00:10:40.040]  在其他的書信裏面沒有出現過這個人
[00:10:40.040 --> 00:10:41.400]  所以他都很有福
[00:10:41.400 --> 00:10:43.960]  是被記載在聖經裏面
[00:10:43.960 --> 00:10:45.400]  他為主的命
[00:10:45.400 --> 00:10:50.080]  來堅守主自己的道
[00:10:50.080 --> 00:10:54.680]  今天我們有沒有容讓我們的教會
[00:10:54.680 --> 00:10:56.560]  有一些不合真理的事
[00:10:56.560 --> 00:10:59.200]  在我們中間呢
[00:10:59.200 --> 00:11:02.560]  今天主的教會
[00:11:02.560 --> 00:11:04.440]  我們要留心
[00:11:04.440 --> 00:11:07.880]  有沒有撒旦的座位在中間呢
[00:11:07.880 --> 00:11:10.400]  今天需要我們來留意
[00:11:10.400 --> 00:11:14.160]  我們留意到主去稱讚
[00:11:14.160 --> 00:11:18.160]  先來稱讚這個安提柏
[00:11:18.160 --> 00:11:24.120]  他為主來堅守這個道
[00:11:24.120 --> 00:11:26.880]  其實我們看一看
[00:11:26.880 --> 00:11:28.680]  一個稱讚
[00:11:28.680 --> 00:11:33.080]  給我們一個提醒
[00:11:33.080 --> 00:11:35.000]  當我們要責備之前
[00:11:35.000 --> 00:11:37.200]  其實稱讚都很重要
[00:11:37.200 --> 00:11:39.160]  當我們想一想
[00:11:39.160 --> 00:11:41.760]  有時我們對一些人有責備的時候
[00:11:41.760 --> 00:11:45.720]  原來那個稱讚都是非常重要
[00:11:45.720 --> 00:11:46.760]  我不講責備了
[00:11:46.760 --> 00:11:47.640]  我們教會裏面
[00:11:47.640 --> 00:11:49.200]  我們很多弟兄姊妹
[00:11:49.200 --> 00:11:50.240]  我們先來講一下
[00:11:50.240 --> 00:11:53.320]  真是值得欣賞的地方
[00:11:53.320 --> 00:11:55.040]  我很欣賞今天Eric
[00:11:55.040 --> 00:11:56.800]  其實和他打powerpoint的Eric
[00:11:56.800 --> 00:11:58.280]  我們真的要稱讚一下他
[00:11:58.280 --> 00:11:59.520]  其實他感冒了幾天
[00:11:59.520 --> 00:12:01.480]  今天就戴著口罩回來
[00:12:01.480 --> 00:12:03.400]  和我們打powerpoint
[00:12:03.400 --> 00:12:08.880]  我覺得非常之欣賞弟兄姊妹那種心
[00:12:08.880 --> 00:12:11.560]  其實打powerpoint真是不容易的
[00:12:11.560 --> 00:12:13.520]  可能BST在後面
[00:12:13.520 --> 00:12:15.560]  你知不知道他們幾點回來
[00:12:15.560 --> 00:12:16.880]  七點三就要回來
[00:12:16.880 --> 00:12:17.760]  我們九點回來
[00:12:17.760 --> 00:12:19.720]  我們都會覺得很早
[00:12:19.720 --> 00:12:20.920]  但對於他們來說
[00:12:20.920 --> 00:12:22.440]  整個BST的團隊
[00:12:22.440 --> 00:12:24.280]  七點三要回來
[00:12:24.280 --> 00:12:26.080]  BST團隊真的不要
[00:12:26.080 --> 00:12:27.560]  我們心裏覺得
[00:12:27.560 --> 00:12:30.480]  嘩 為甚麼今天放那套印尼片放不到
[00:12:30.480 --> 00:12:34.080]  我們不知道其實有很多原因
[00:12:34.080 --> 00:12:39.160]  我們發覺BST他們在我們中間的服侍
[00:12:39.160 --> 00:12:40.200]  是很重要
[00:12:40.200 --> 00:12:42.880]  其實很多時候他們怎樣
[00:12:42.880 --> 00:12:46.040]  我們經常說這個吃力不討好的位置
[00:12:46.040 --> 00:12:46.800]  是不是
[00:12:46.800 --> 00:12:48.560]  有甚麼錯漏
[00:12:48.560 --> 00:12:49.560]  我們就會覺得
[00:12:49.560 --> 00:12:50.760]  哎呀 為甚麼會這樣
[00:12:50.760 --> 00:12:52.240]  好 我們不會覺得有問題
[00:12:52.240 --> 00:12:54.160]  因為覺得好像是必然的事
[00:12:54.160 --> 00:12:56.920]  但如果其實每一個坐在BST的位置的人
[00:12:56.920 --> 00:12:58.080]  他們都會告訴你
[00:12:58.080 --> 00:12:59.000]  是極之艱難
[00:12:59.000 --> 00:13:00.080]  連我們的同工
[00:13:00.080 --> 00:13:02.320]  上上都說是極之艱難的一件事
[00:13:02.320 --> 00:13:04.200]  所以我們都帶著感恩心
[00:13:04.200 --> 00:13:06.920]  去欣賞他們為我們的服侍
[00:13:06.920 --> 00:13:08.240]  不單止是這樣
[00:13:08.240 --> 00:13:09.720]  我們在我們中間
[00:13:09.720 --> 00:13:12.160]  我們有我們的祈禱隊
[00:13:12.160 --> 00:13:15.320]  都是要做一個小時就要回來在我們中間
[00:13:15.320 --> 00:13:18.480]  我們發覺原來我們每一次的服侍裏面
[00:13:18.480 --> 00:13:19.400]  我們都有很多人
[00:13:19.400 --> 00:13:21.160]  我們真的值得去欣賞
[00:13:21.160 --> 00:13:22.360]  我們的兒童導師
[00:13:22.360 --> 00:13:25.400]  因為十一點鐘他們要來教新婚仔
[00:13:25.400 --> 00:13:28.600]  所以他們一定會回祖堂來到我們的中間等等
[00:13:28.600 --> 00:13:30.120]  我們發覺
[00:13:30.120 --> 00:13:31.600]  我們的接待等等
[00:13:31.600 --> 00:13:33.680]  全部都在我們中間一起去服侍
[00:13:33.680 --> 00:13:37.720]  剛才我們講到我們的NCD的報告
[00:13:37.720 --> 00:13:41.400]  我們的侍奉是我們教會的一個強項
[00:13:41.400 --> 00:13:43.440]  大家是很樂意去參與
[00:13:43.440 --> 00:13:44.400]  因為我們發覺
[00:13:44.400 --> 00:13:45.920]  我們能夠這樣去服侍
[00:13:45.920 --> 00:13:47.840]  是一件美事
[00:13:47.840 --> 00:13:49.280]  忠心的服侍
[00:13:49.280 --> 00:13:51.600]  神必定的來稱讚我們
[00:13:51.600 --> 00:13:53.640]  讓我們都能夠帶著這樣的心
[00:13:53.640 --> 00:13:57.280]  來繼續堅持我們這一種的服侍
[00:13:57.280 --> 00:14:02.480]  當我們講完耶穌對別加摩教會
[00:14:02.480 --> 00:14:05.120]  這個殉道者一個稱讚
[00:14:05.120 --> 00:14:06.400]  他們的持守
[00:14:06.400 --> 00:14:07.440]  他們的信仰
[00:14:07.440 --> 00:14:09.360]  下來我們看一看主的責備
[00:14:09.360 --> 00:14:11.200]  到底責備些甚麼呢
[00:14:11.200 --> 00:14:12.280]  到底責備甚麼呢
[00:14:12.280 --> 00:14:13.400]  在當中裏面
[00:14:13.400 --> 00:14:14.520]  我們發覺
[00:14:14.520 --> 00:14:16.640]  有兩點指出來
[00:14:16.640 --> 00:14:18.480]  服從了巴蘭的教訓
[00:14:18.480 --> 00:14:21.680]  服從了尼哥拉黨的教訓
[00:14:21.680 --> 00:14:25.280]  到底巴蘭和尼哥拉黨的教訓是甚麼呢
[00:14:25.280 --> 00:14:26.520]  有識經學者說
[00:14:26.520 --> 00:14:28.080]  可能是同義詞
[00:14:28.080 --> 00:14:31.200]  我看來其實是講出甚麼呢
[00:14:31.200 --> 00:14:33.000]  正如我們最初所講
[00:14:33.000 --> 00:14:35.240]  別加摩的意思是甚麼呢
[00:14:35.240 --> 00:14:37.680]  是與世界來連結
[00:14:37.680 --> 00:14:40.680]  以至向世俗來妥協
[00:14:40.680 --> 00:14:44.200]  巴蘭的教訓和尼哥拉黨的教訓
[00:14:44.200 --> 00:14:46.600]  同樣有這個意思在裏面
[00:14:46.600 --> 00:14:49.120]  我們先讀一讀經文
[00:14:49.120 --> 00:14:51.440]  我們一起來讀下一章經文
[00:14:52.160 --> 00:14:53.440]  OK 預備起
[00:14:53.440 --> 00:14:56.080]  然而有幾件事我要責備你
[00:14:56.080 --> 00:15:00.440]  因為在那裏有人服從了巴蘭的教訓
[00:15:00.440 --> 00:15:03.200]  這巴蘭曾教導巴蘭
[00:15:03.200 --> 00:15:06.680]  將半腳石放在以色列的面前
[00:15:06.680 --> 00:15:09.720]  叫他們吃祭物之物
[00:15:09.720 --> 00:15:11.400]  行奸淫的事
[00:15:11.400 --> 00:15:16.680]  你那裏有人照樣服從了尼哥拉黨
[00:15:16.680 --> 00:15:18.680]  一黨的人的教訓
[00:15:20.040 --> 00:15:22.040]  這一個巴蘭
[00:15:22.040 --> 00:15:25.920]  巴蘭這個故事很特別
[00:15:25.920 --> 00:15:28.040]  當你看的時候
[00:15:28.040 --> 00:15:30.040]  特別大家慢慢回去看
[00:15:30.040 --> 00:15:34.160]  在文數記第22章至第25章
[00:15:34.160 --> 00:15:35.360]  當你看的時候
[00:15:35.360 --> 00:15:37.040]  這個故事你看下去的時候
[00:15:37.040 --> 00:15:39.560]  你初初覺得巴蘭是一個甚麼呢
[00:15:39.560 --> 00:15:41.640]  是一個很敬畏神的人
[00:15:41.640 --> 00:15:44.040]  有甚麼事都要問一下神
[00:15:44.040 --> 00:15:48.320]  但是當你看到32章
[00:15:48.320 --> 00:15:49.720]  原來有個答案
[00:15:49.720 --> 00:15:51.720]  這個巴蘭
[00:15:51.720 --> 00:15:56.400]  聖經稱我們是一個貪財的先知
[00:15:56.400 --> 00:15:58.240]  一個貪財的先知
[00:15:58.240 --> 00:15:59.600]  在講甚麼呢
[00:15:59.600 --> 00:16:01.040]  簡單來說
[00:16:01.040 --> 00:16:05.080]  當時以色列打仗
[00:16:05.080 --> 00:16:08.560]  嘩 越打越勇
[00:16:08.560 --> 00:16:11.640]  嘩 摩訶王就很害怕
[00:16:11.640 --> 00:16:15.800]  於是他為了避免被打敗
[00:16:15.800 --> 00:16:21.560]  他就知道原來只要以色列人受咒助
[00:16:21.560 --> 00:16:22.800]  神不幫他們
[00:16:22.800 --> 00:16:25.720]  他們就不能打勝仗
[00:16:25.720 --> 00:16:31.160]  他們這個皇帝
[00:16:31.160 --> 00:16:32.600]  巴辣王
[00:16:32.600 --> 00:16:34.600]  巴辣
[00:16:34.600 --> 00:16:36.200]  辣呀辣個辣字
[00:16:36.200 --> 00:16:37.400]  巴辣王
[00:16:37.400 --> 00:16:45.040]  他就用錢收買了先知巴蘭
[00:16:45.040 --> 00:16:50.120]  就叫他來咒助以色列人
[00:16:50.120 --> 00:16:52.120]  當我們看下去就知道
[00:16:52.120 --> 00:16:55.600]  他三次咒助就變成了祝福
[00:16:55.600 --> 00:16:58.600]  因為你知道神根本不會
[00:16:58.600 --> 00:17:02.440]  捨不得你來咒助自己的子民
[00:17:02.440 --> 00:17:06.240]  這個巴蘭
[00:17:06.240 --> 00:17:08.760]  因為向金錢妥協
[00:17:08.760 --> 00:17:10.440]  想得到這些錢
[00:17:10.440 --> 00:17:12.240]  他雖然咒助不到
[00:17:12.240 --> 00:17:15.160]  他就去找這個巴辣王
[00:17:15.160 --> 00:17:18.120]  就說我向你獻一個計
[00:17:18.120 --> 00:17:20.120]  獻一個計是什麼呢
[00:17:20.120 --> 00:17:24.600]  他說你叫你國中的女子
[00:17:24.600 --> 00:17:30.400]  去引誘以色列的藍丁
[00:17:30.400 --> 00:17:33.360]  當你引誘他們
[00:17:33.360 --> 00:17:36.680]  你就說是犯奸淫的罪
[00:17:36.680 --> 00:17:43.640]  並且叫這些以色列人
[00:17:43.640 --> 00:17:46.400]  甚至去拜他們的神
[00:17:46.400 --> 00:17:47.680]  拜偶像
[00:17:47.680 --> 00:17:53.880]  一起在一些酬神的宴會裏面
[00:17:53.880 --> 00:17:56.000]  一起吃這些祭物
[00:17:56.000 --> 00:17:58.280]  不單止是拜
[00:17:58.280 --> 00:18:00.880]  是參與其中
[00:18:00.880 --> 00:18:03.480]  他就說如果是這樣的話
[00:18:03.480 --> 00:18:08.680]  你不用我咒助神自然會咒助他們
[00:18:08.680 --> 00:18:11.400]  因為他們犯罪
[00:18:11.400 --> 00:18:15.440]  果然真是如是
[00:18:15.440 --> 00:18:23.880]  在中間為何耶穌基督要引用巴蘭教訓呢
[00:18:23.880 --> 00:18:32.200]  因為要指出當時的別加摩教會
[00:18:32.200 --> 00:18:34.560]  他們同樣在這樣的情況裏面
[00:18:34.560 --> 00:18:39.080]  他們發覺沒什麼要緊
[00:18:39.080 --> 00:18:43.320]  來參與這些外邦神的拜祭
[00:18:43.320 --> 00:18:45.320]  他們一些酬神的宴會
[00:18:45.320 --> 00:18:47.320]  或者是敬拜君王
[00:18:47.320 --> 00:18:52.160]  他們覺得沒什麼要緊
[00:18:52.160 --> 00:18:54.680]  所以在當中
[00:18:54.680 --> 00:18:57.920]  耶穌基督就藉著約翰去責備
[00:18:57.920 --> 00:19:04.000]  你記不記得巴蘭當時洗禮以色列人
[00:19:04.000 --> 00:19:06.720]  陷在罪惡裏面受到刑罰
[00:19:06.720 --> 00:19:09.000]  所以他要責備他們
[00:19:09.000 --> 00:19:10.840]  你們同樣今天
[00:19:10.840 --> 00:19:14.240]  當你們這樣在這個世界裏面
[00:19:14.240 --> 00:19:16.920]  妥協拜祭
[00:19:16.920 --> 00:19:19.920]  參與這些酬神的宴會
[00:19:19.920 --> 00:19:21.520]  或者拜君主
[00:19:21.520 --> 00:19:22.520]  跪拜君主
[00:19:22.520 --> 00:19:25.680]  這個同樣在屬靈上
[00:19:25.680 --> 00:19:31.560]  犯了奸淫的罪
[00:19:31.560 --> 00:19:35.800]  在尼哥拉黨這個鼓吹
[00:19:35.800 --> 00:19:39.840]  當時鼓吹一個信仰的自由底下
[00:19:39.840 --> 00:19:41.440]  他們發覺
[00:19:41.440 --> 00:19:45.720]  這樣就可以避免受迫害
[00:19:45.720 --> 00:19:53.400]  他們覺得是一個絕頂聰明的方法
[00:19:53.400 --> 00:19:59.480]  在當時裏面就出現了這些似是而非的道理在中間
[00:19:59.480 --> 00:20:06.200]  把一些歪理好像變成一個真理一樣
[00:20:06.200 --> 00:20:09.960]  而尼哥拉黨這些教訓
[00:20:09.960 --> 00:20:12.920]  是因為投人心之所想所好
[00:20:12.920 --> 00:20:20.000]  是極受歡迎
[00:20:20.000 --> 00:20:21.920]  我們知道
[00:20:21.920 --> 00:20:23.960]  在今天裏面很多時候
[00:20:23.960 --> 00:20:29.280]  我們都很容易跌入這些試探裏面
[00:20:29.280 --> 00:20:33.000]  很容易與世界來妥協
[00:20:33.000 --> 00:20:37.080]  向試探來妥協
[00:20:37.080 --> 00:20:38.680]  我們舉個例子
[00:20:38.680 --> 00:20:39.640]  我們舉個例子
[00:20:39.640 --> 00:20:41.760]  我們在中間裏面
[00:20:41.760 --> 00:20:50.760]  我們知道同性戀這個問題在我們中間
[00:20:50.760 --> 00:20:54.360]  有很多特別講到同性戀的時候
[00:20:54.360 --> 00:21:00.120]  我們知道現在經常美其名說這是性傾向
[00:21:00.120 --> 00:21:02.320]  這是一個人權
[00:21:02.320 --> 00:21:05.360]  人的自由
[00:21:05.360 --> 00:21:06.320]  高舉
[00:21:06.320 --> 00:21:07.920]  人人應該平等
[00:21:07.920 --> 00:21:10.240]  應該去接納他們
[00:21:10.240 --> 00:21:13.240]  社會要共融
[00:21:13.240 --> 00:21:14.200]  很可惜
[00:21:14.200 --> 00:21:20.880]  連我們基督徒的高官都接納了這樣的講法
[00:21:20.880 --> 00:21:22.800]  但是大家要知道
[00:21:22.800 --> 00:21:25.560]  按照羅馬書第一章裏面
[00:21:25.560 --> 00:21:29.080]  去講到這個體同性戀是甚麼一件事呢
