
[00:00:00.000 --> 00:00:02.900]  我們先開始的時候,我們一起祈禱
[00:02:02.580 --> 00:02:07.300]  就說這個人接待罪人又和他吃飯
[00:02:07.300 --> 00:02:12.060]  所以耶穌就用比喻和他們說話
[00:02:12.060 --> 00:02:15.860]  稅吏是當時幫羅馬政府做事的
[00:02:15.860 --> 00:02:19.700]  而他們做事的手法有時都好像很不公
[00:02:19.700 --> 00:02:21.700]  和比較貪心
[00:02:21.700 --> 00:02:24.980]  所以覺得他們會欺壓猶太人
[00:02:24.980 --> 00:02:27.260]  所以猶太人都是恨惡他們
[00:02:27.260 --> 00:02:28.380]  鄙視他們
[00:02:28.380 --> 00:02:31.180]  覺得他們出賣猶太人
[00:02:31.180 --> 00:02:34.180]  而罪人可以指是有罪
[00:02:34.180 --> 00:02:35.620]  不合乎道德的人
[00:02:35.620 --> 00:02:39.380]  但亦都可以指是不屬於猶太群體
[00:02:39.380 --> 00:02:42.540]  所以他們自然是不會遵守猶太的律法
[00:02:42.540 --> 00:02:46.300]  所以這些外人被認為是不義
[00:02:46.300 --> 00:02:50.180]  同樣是被猶太人所厭惡的
[00:02:50.180 --> 00:02:54.740]  所以那些口盡是律法的法理錯人和文士
[00:02:54.740 --> 00:02:56.060]  就自然覺得
[00:02:56.060 --> 00:02:59.860]  哇 耶穌怎麼會和這些人在一起
[00:02:59.860 --> 00:03:03.860]  所以耶穌就用以下這兩個比喻去回應他們
[00:03:03.860 --> 00:03:05.380]  我們一起看看
[00:03:05.380 --> 00:03:07.980]  第一個比喻就說到有一個人
[00:03:07.980 --> 00:03:10.060]  他有一百隻羊
[00:03:10.060 --> 00:03:14.260]  哎呀 但是失落了其中一隻
[00:03:14.260 --> 00:03:17.540]  如果有一百隻羊失落了一隻的時候
[00:03:17.540 --> 00:03:20.980]  那麼你會怎樣?
[00:03:20.980 --> 00:03:24.260]  哎呀 真是不知怎算好 是不是?
[00:03:24.260 --> 00:03:26.140]  是呀 可能會很激氣
[00:03:26.140 --> 00:03:27.820]  然後想 搞錯呀
[00:03:27.820 --> 00:03:30.900]  為什麼那隻羊不是跟著我們的呢?
[00:03:30.900 --> 00:03:33.580]  不過當時的牧羊人
[00:03:33.580 --> 00:03:35.380]  主人怎麼做呢?
[00:03:35.380 --> 00:03:39.540]  他竟然將那九十九隻羊留在曠野
[00:03:39.540 --> 00:03:42.260]  去找那隻失去的羊
[00:03:42.260 --> 00:03:44.420]  直至找到為止
[00:03:44.420 --> 00:03:46.020]  而當他找到的時候
[00:03:46.020 --> 00:03:49.460]  就很開心地將那隻羊搭在肩膀上
[00:03:49.460 --> 00:03:51.460]  帶牠回家
[00:03:51.460 --> 00:03:52.660]  不僅如此
[00:03:52.660 --> 00:03:55.100]  羊的主人更加開心得忍不住
[00:03:55.100 --> 00:03:59.020]  將這份喜悅分享給他的朋友和鄰居
[00:03:59.020 --> 00:04:00.260]  大家想一想
[00:04:00.260 --> 00:04:05.500]  這隻失去的羊和那群羊的比例是多少?
[00:04:05.500 --> 00:04:07.660]  一比九十九
[00:04:07.660 --> 00:04:13.020]  一般人都是覺得那九十九隻重要很多
[00:04:13.020 --> 00:04:16.100]  如果論經濟的價值來說
[00:04:16.100 --> 00:04:19.260]  怎麼可以為了一隻羊而冒險呢?
[00:04:19.260 --> 00:04:20.780]  一來未必找到
[00:04:20.780 --> 00:04:25.100]  二來那九十九隻羊就沒有人理會
[00:04:25.100 --> 00:04:28.340]  他們都會需要主人的
[00:04:28.340 --> 00:04:30.460]  不過我們看到
[00:04:30.460 --> 00:04:33.740]  當牧羊人找到那隻失羊的時候
[00:04:33.740 --> 00:04:36.780]  他將牠搭在肩膀上的時候
[00:04:36.780 --> 00:04:38.420]  所表達的意義
[00:04:38.420 --> 00:04:42.740]  其實真的不是從經濟的價值去看到的
[00:04:42.740 --> 00:04:45.460]  而是超越了層次
[00:04:45.460 --> 00:04:48.140]  就是一個愛的關係
[00:04:48.140 --> 00:04:51.420]  在《馬太福音》第十八章十至十節
[00:04:51.420 --> 00:04:55.260]  其實同樣耶穌也說過這個失羊的比喻
[00:04:55.260 --> 00:04:58.140]  祂在開頭有一句說話這樣說
[00:04:58.140 --> 00:04:59.620]  「你們要小心
[00:04:59.620 --> 00:05:03.460]  不可輕看這些小子中的一個」
[00:05:03.460 --> 00:05:05.500]  「小子中的一個」意思是
[00:05:05.500 --> 00:05:07.980]  一個微不足道的人
[00:05:07.980 --> 00:05:09.060]  所以
[00:05:09.060 --> 00:05:11.020]  如果在這個比喻裏面
[00:05:11.020 --> 00:05:13.380]  羊是代表人的話
[00:05:13.380 --> 00:05:15.380]  在耶穌的教導裏面
[00:05:15.380 --> 00:05:16.980]  祂要告訴我們
[00:05:16.980 --> 00:05:18.780]  上帝對人類的愛
[00:05:18.780 --> 00:05:21.900]  不是用數目去換取的
[00:05:21.900 --> 00:05:25.780]  當人注意看重那九十九的時候
[00:05:25.780 --> 00:05:30.220]  上帝是用更多的心血
[00:05:30.220 --> 00:05:33.860]  去看顧那隻微不足道的那個
[00:05:33.860 --> 00:05:38.540]  因為上帝看重每一個的生命
[00:05:38.540 --> 00:05:40.140]  我們看回經文
[00:05:40.140 --> 00:05:41.980]  第七節就這樣說
[00:05:41.980 --> 00:05:43.580]  一個罪人悔改
[00:05:43.580 --> 00:05:46.820]  在天上也要這樣為他歡喜
[00:05:46.820 --> 00:05:51.380]  比為九十九個不用悔改的義人歡喜還大呢?
[00:05:51.380 --> 00:05:55.460]  這一節可以說是這個失羊
[00:05:55.460 --> 00:05:59.100]  找回這隻失羊比喻裏面一個很重要的一節
[00:05:59.100 --> 00:06:02.060]  亦都是作者所要表達的訊息
[00:06:02.060 --> 00:06:02.980]  原來
[00:06:02.980 --> 00:06:04.300]  九十九隻羊
[00:06:04.300 --> 00:06:06.780]  原本已經令到人們很安慰
[00:06:06.780 --> 00:06:08.340]  很歡樂的了
[00:06:08.340 --> 00:06:09.340]  但是
[00:06:09.340 --> 00:06:12.500]  迷失了的那隻羊找回的時候
[00:06:12.500 --> 00:06:14.620]  就會將原先的快樂
[00:06:14.620 --> 00:06:16.420]  更加加進去
[00:06:16.420 --> 00:06:19.340]  令到它成為更歡樂
[00:06:19.340 --> 00:06:22.820]  一個圓滿無缺的美景
[00:06:22.820 --> 00:06:25.180]  耶穌就是用這個比喻
[00:06:25.180 --> 00:06:29.940]  去反問那些法利賽人和民事
[00:06:29.940 --> 00:06:34.580]  羊的主人尚且都用心去找一隻失落的羊
[00:06:34.580 --> 00:06:36.900]  何況是人呢?
[00:06:36.900 --> 00:06:38.740]  在耶穌的眼裏面
[00:06:38.740 --> 00:06:42.540]  這些的罪人
[00:06:42.540 --> 00:06:44.500]  比起那些羊
[00:06:44.500 --> 00:06:47.500]  是更加貴重無比的
[00:06:47.500 --> 00:06:50.340]  而上帝看我們都是這樣的
[00:06:50.340 --> 00:06:53.300]  我們有時都可能會走失
[00:06:53.300 --> 00:06:56.380]  有時我們可能在眾多人之中
[00:06:56.380 --> 00:06:58.580]  並不是一個喜眼的一個
[00:06:58.580 --> 00:07:02.820]  但是上帝都看我們生命是寶貴的
[00:07:02.820 --> 00:07:04.140]  甚至有時
[00:07:04.140 --> 00:07:05.940]  祂會使用我們
[00:07:05.940 --> 00:07:08.260]  讓我們成為祂的肩膀
[00:07:08.260 --> 00:07:12.340]  帶回那些走失了的羊回來
[00:07:12.340 --> 00:07:19.820]  我以前在一間做中國福音事工的機構裏面工作
[00:07:19.820 --> 00:07:21.260]  在2010年
[00:07:21.260 --> 00:07:22.460]  不知道大家有沒有印象
[00:07:22.460 --> 00:07:25.220]  當時青海大地震
[00:07:25.220 --> 00:07:27.340]  我就和機構的一些同工
[00:07:27.340 --> 00:07:31.220]  去到青海做一些震災和福音的工作
[00:07:31.220 --> 00:07:33.940]  當時我在那裏認識了一個年輕人
[00:07:33.940 --> 00:07:35.260]  他叫做阿扎
[00:07:35.260 --> 00:07:39.700]  全名是扎登拉爾
[00:07:39.700 --> 00:07:40.540]  西藏的名字
[00:07:40.540 --> 00:07:42.380]  因為他是一個西藏人
[00:07:42.380 --> 00:07:47.700]  他當時也是來幫忙福音工作的
[00:07:47.700 --> 00:07:49.660]  他很特別的
[00:07:49.660 --> 00:07:52.060]  他說他年輕的時候
[00:07:52.060 --> 00:07:54.300]  是一個很壞
[00:07:54.300 --> 00:07:57.700]  打家劫舍和販毒的人
[00:07:57.700 --> 00:08:01.780]  有一年他因為販毒的時候
[00:08:01.780 --> 00:08:04.780]  就和另一個黑幫爭地盤
[00:08:04.780 --> 00:08:08.580]  誰知就被對方用火燒他
[00:08:08.580 --> 00:08:10.940]  令他被送入醫院
[00:08:10.940 --> 00:08:12.860]  雖然他救了一條命
[00:08:12.860 --> 00:08:16.780]  但是臉部的所有皮膚都被燒傷
[00:08:16.780 --> 00:08:20.420]  他給我看過他以前還沒有燒傷的樣子
[00:08:20.420 --> 00:08:23.060]  其實真的很帥
[00:08:23.060 --> 00:08:25.060]  但是他燒傷了之後
[00:08:25.060 --> 00:08:27.700]  樣子已經是很不同了
[00:08:27.700 --> 00:08:29.820]  他覺得毀容很痛苦
[00:08:29.820 --> 00:08:31.580]  生不如死
[00:08:31.580 --> 00:08:35.060]  剛好那時候有一個基督徒的阿姨
[00:08:35.060 --> 00:08:38.940]  她經常在醫院做一些探訪的工作
[00:08:38.940 --> 00:08:41.620]  她去探望阿扎
[00:08:41.620 --> 00:08:44.860]  那個阿姨其實知道阿扎的過去
[00:08:44.860 --> 00:08:46.260]  但是她沒有嫌棄他
[00:08:46.260 --> 00:08:49.020]  而且還煲湯給他喝
[00:08:49.020 --> 00:08:50.700]  阿扎就問那個阿姨
[00:08:50.700 --> 00:08:52.580]  為什麼會對他這麼好呢
[00:08:52.580 --> 00:08:53.540]  我這麼壞
[00:08:53.540 --> 00:08:55.980]  以前害過這麼多的人
[00:08:55.980 --> 00:08:57.700]  我家人都不理我
[00:08:57.700 --> 00:08:59.740]  為什麼你會這樣做呢
[00:08:59.740 --> 00:09:01.460]  這個阿姨就說
[00:09:01.460 --> 00:09:04.340]  我不是懂很多東西的
[00:09:04.340 --> 00:09:05.740]  不過我只知道
[00:09:05.740 --> 00:09:07.540]  耶穌很愛我
[00:09:07.540 --> 00:09:09.620]  祂也愛你
[00:09:09.620 --> 00:09:12.780]  阿扎聽到這番話他很感動
[00:09:12.780 --> 00:09:16.140]  他感受到對方不是同情他
[00:09:16.140 --> 00:09:18.540]  而是在接納他
[00:09:18.540 --> 00:09:20.740]  而這番話
[00:09:20.740 --> 00:09:23.100]  彷彿成為很大的力量
[00:09:23.100 --> 00:09:26.020]  成為了他復原的力量
[00:09:26.020 --> 00:09:27.980]  所以他復原了之後
[00:09:27.980 --> 00:09:32.540]  他離開了他過去打家劫舍、販毒的日子
[00:09:32.540 --> 00:09:34.060]  他加入了教會
[00:09:34.060 --> 00:09:35.820]  參與福音工作
[00:09:35.820 --> 00:09:40.980]  所以那時我和他就遇上了
[00:09:40.980 --> 00:09:45.980]  那個阿姨知道上帝很愛阿姨她自己
[00:09:45.980 --> 00:09:48.340]  她也沒有輕看自己是一個
[00:09:48.340 --> 00:09:51.020]  不懂事、微不足道的人
[00:09:51.020 --> 00:09:54.180]  而自覺於她能夠用同樣的眼光
[00:09:54.180 --> 00:09:55.820]  去看身邊的人
[00:09:55.820 --> 00:10:00.260]  並且珍惜被神使用的機會
[00:10:00.260 --> 00:10:01.780]  弟兄姊妹
[00:10:01.780 --> 00:10:06.620]  要知道人對生命最淺達的事
[00:10:06.620 --> 00:10:10.260]  莫過於將人的生命價值化
[00:10:10.260 --> 00:10:12.780]  事實上社會普遍的現象
[00:10:12.780 --> 00:10:16.980]  就是以人收入的多寡去衡量人的貴賤
[00:10:16.980 --> 00:10:21.180]  人如果不能重視生命本身的價值
[00:10:21.180 --> 00:10:26.740]  就不會珍惜人與人之間生命互動的可貴
[00:10:26.740 --> 00:10:29.780]  而教育和教會的存在
[00:10:29.780 --> 00:10:32.180]  其中很重要的一個目的
[00:10:32.180 --> 00:10:35.460]  就是將人的生命給予肯定
[00:10:35.460 --> 00:10:37.820]  這個肯定生命的價值
[00:10:37.820 --> 00:10:41.340]  不應該從數字和物質去衡量
[00:10:41.340 --> 00:10:45.060]  而是從愛惜生命的存在去實踐
[00:10:45.060 --> 00:10:47.380]  才會體會出來的
[00:10:47.380 --> 00:10:50.300]  所以我們既要學習知識
[00:10:50.300 --> 00:10:53.060]  更加應該學習怎樣愛惜自己
[00:10:53.060 --> 00:10:55.260]  接納和尊重他人
[00:10:55.260 --> 00:10:57.740]  特別是那些與我們不同的人
[00:10:57.740 --> 00:11:00.980]  因為我們與別人的生命價值
[00:11:00.980 --> 00:11:03.700]  都是同樣寶貴的
[00:11:03.700 --> 00:11:07.780]  好,接著我們就要看第二個比喻
[00:11:07.780 --> 00:11:11.100]  這個比喻其實與失揚的比喻很相似
[00:11:11.100 --> 00:11:14.380]  還有之後有一個大兒子小兒子的比喻
[00:11:14.380 --> 00:11:15.940]  都很相似
[00:11:15.940 --> 00:11:20.140]  那是不是重要的事要講三次呢?
[00:11:20.140 --> 00:11:21.980]  原來他們雖然相似
[00:11:21.980 --> 00:11:24.380]  但表達的東西是很不同的
[00:11:24.380 --> 00:11:26.700]  我們又看一下
[00:11:26.700 --> 00:11:30.580]  這個比喻講到一個婦人有十塊錢
[00:11:30.580 --> 00:11:33.900]  哎呀,她又失落了一塊
[00:11:33.900 --> 00:11:35.940]  這裡所講的一塊錢
[00:11:35.940 --> 00:11:40.540]  就相等於當時一個工人的一天工資
[00:11:40.540 --> 00:11:44.380]  所以婦人並不有錢
[00:11:44.380 --> 00:11:46.220]  於是她為了這個錢
[00:11:46.220 --> 00:11:49.020]  大費周章地點上燈
[00:11:49.020 --> 00:11:53.420]  打掃屋子,細細地去找
[00:11:53.420 --> 00:11:58.660]  這三個動詞強調了婦人鍥而不捨地尋找
[00:11:58.660 --> 00:12:00.100]  可能你都會說
[00:12:00.100 --> 00:12:02.460]  開燈就馬上看到了
[00:12:02.460 --> 00:12:04.660]  但是那裡說,有沒有開燈?
[00:12:04.660 --> 00:12:08.140]  沒有的,當時是點燈的
[00:12:08.140 --> 00:12:12.060]  所以點燈是會令到牆壁和地面
[00:12:12.060 --> 00:12:13.900]  分到黑黑的
[00:12:13.900 --> 00:12:16.340]  而且古時那些銀幣
[00:12:16.340 --> 00:12:18.900]  你用著用著搓著搓著
[00:12:18.900 --> 00:12:21.700]  就會變成黑漆漆的
[00:12:21.700 --> 00:12:23.460]  所以黑漆漆的銀幣
[00:12:23.460 --> 00:12:25.700]  掉在黑漆漆的地上
[00:12:25.700 --> 00:12:28.260]  又在一間黑漆漆的屋子裡
[00:12:28.260 --> 00:12:30.020]  你覺得容易找嗎?
[00:12:30.020 --> 00:12:31.420]  不容易的
[00:12:31.420 --> 00:12:34.220]  所以為什麼這裡說要點燈
[00:12:34.220 --> 00:12:35.980]  打掃房子,細細地找
[00:12:35.980 --> 00:12:39.220]  就是說要找這個錢的確不容易
[00:12:39.220 --> 00:12:41.820]  但是婦人都沒有放棄
[00:12:41.820 --> 00:12:45.380]  她都很努力地尋找
[00:12:45.380 --> 00:12:47.620]  雖然在人看來
[00:12:47.620 --> 00:12:49.980]  這些可能不是很重要的東西
[00:12:49.980 --> 00:12:51.780]  只是很輕微的東西
[00:12:51.780 --> 00:12:53.740]  但是對於這個婦人來說
[00:12:53.740 --> 00:12:56.900]  哇,一塊錢很珍貴的
[00:12:56.900 --> 00:12:59.860]  代表她生命的血汗代價
[00:12:59.860 --> 00:13:02.540]  難怪當她找到回來之後
[00:13:02.540 --> 00:13:05.100]  她就馬上邀請朋友和鄰居
[00:13:05.100 --> 00:13:06.780]  和她一起歡樂
[00:13:06.780 --> 00:13:08.420]  因為那份喜悅
[00:13:08.420 --> 00:13:13.020]  令她情不自禁地歡喜快樂
[00:13:13.020 --> 00:13:16.900]  啊,這個婦人鍥而不捨地找這塊錢
[00:13:16.900 --> 00:13:19.220]  又代表了什麼呢?
[00:13:19.220 --> 00:13:21.540]  好了,如果剛才的比喻
[00:13:21.540 --> 00:13:23.740]  就是失羊的比喻
[00:13:23.740 --> 00:13:26.740]  講到羊有沒有腳的?
[00:13:26.740 --> 00:13:28.820]  有,羊有腳的
[00:13:28.820 --> 00:13:30.260]  所以走失了
[00:13:30.260 --> 00:13:33.060]  可能是羊自己走失的
[00:13:33.060 --> 00:13:35.180]  但是錢有沒有腳的?
[00:13:35.180 --> 00:13:36.540]  沒有腳的
[00:13:36.540 --> 00:13:40.020]  那掉了一塊錢是誰的責任呢?
[00:13:40.020 --> 00:13:42.100]  是不是婦人的責任呢?
[00:13:42.100 --> 00:13:44.580]  如果婦人是代表上帝的話
[00:13:44.580 --> 00:13:47.580]  難道上帝弄不見我們?
[00:13:47.580 --> 00:13:50.300]  那我們就要找一找線索了
[00:13:50.300 --> 00:13:54.100]  我們看回《路加福音》15章1至2節
[00:13:54.100 --> 00:13:55.540]  它這樣說
[00:13:55.540 --> 00:14:00.580]  許多稅吏和罪人都哀求耶穌要聽他講道
[00:14:00.580 --> 00:14:01.860]  咦?
[00:14:01.860 --> 00:14:05.140]  原來如果第一個失羊的比喻
[00:14:05.140 --> 00:14:08.180]  耶穌在回應法利塞人和民事
[00:14:08.180 --> 00:14:10.700]  為什麼耶穌要接待罪人
[00:14:10.700 --> 00:14:15.180]  是因為上帝恨任何人都寶貴的話呢?
[00:14:15.180 --> 00:14:16.060]  這樣
[00:14:16.060 --> 00:14:20.900]  第二個比喻就是在說給法利塞人和民事聽
[00:14:20.900 --> 00:14:22.620]  你看看
[00:14:22.620 --> 00:14:27.660]  稅吏和罪人都看得見什麼是寶貴的
[00:14:27.660 --> 00:14:32.580]  他們哀求耶穌要聽耶穌講道
[00:14:32.580 --> 00:14:37.020]  正如在詩篇119篇72節這樣說
[00:14:37.020 --> 00:14:40.500]  上帝祢口中的律法與我有益
[00:14:40.500 --> 00:14:43.660]  勝於千萬金銀
[00:14:43.660 --> 00:14:47.220]  那個婦人對短暫的金銀
[00:14:47.220 --> 00:14:50.220]  那個銀幣都那麼著緊
[00:14:50.220 --> 00:14:52.060]  何況與生命
[00:14:52.060 --> 00:14:55.620]  永生生命有關的事情
[00:14:55.620 --> 00:14:57.940]  上帝話語的寶貴
[00:14:57.940 --> 00:15:01.660]  不是更值得我們鍥而不捨地追求嗎?
[00:15:01.660 --> 00:15:03.940]  稅吏和罪人都明白
[00:15:03.940 --> 00:15:06.340]  所以他們哀求耶穌
[00:15:06.340 --> 00:15:09.420]  珍惜聽耶穌講道
[00:15:09.420 --> 00:15:14.740]  正如詩篇119篇10至11節這樣說
[00:15:14.740 --> 00:15:17.100]  我曾一心尋求祢
[00:15:17.100 --> 00:15:20.300]  求祢不要使我偏離祢的命令
[00:15:20.300 --> 00:15:23.140]  我將祢的話藏在心裡
[00:15:23.140 --> 00:15:26.220]  免得我得罪祢
[00:15:26.220 --> 00:15:28.620]  一個真正悔改的人
[00:15:28.620 --> 00:15:31.140]  他們會渴慕上帝的話語
[00:15:31.140 --> 00:15:34.180]  因為他們希望生命有改變
[00:15:34.180 --> 00:15:38.220]  而這也是上帝為他們而歡喜的事
[00:15:38.220 --> 00:15:39.660]  不過諷刺的是
[00:15:39.660 --> 00:15:41.940]  本來應該最熟悉上帝心意的
[00:15:41.940 --> 00:15:43.540]  法利賽人和民士
[00:15:43.540 --> 00:15:46.220]  竟然沒有為這些事情高興
[00:15:46.220 --> 00:15:47.060]  相反
[00:15:47.060 --> 00:15:52.260]  他們也沒有將專注放在上帝的道上
[00:15:52.260 --> 00:15:54.460]  甚麼阻攔了他們呢?
[00:15:54.460 --> 00:15:58.700]  可能是他們滿足於他們那九塊錢
[00:15:58.700 --> 00:16:00.140]  覺得這樣就夠了
[00:16:00.140 --> 00:16:04.020]  沒有鍥而不捨地去找失落的那一塊
[00:16:04.020 --> 00:16:06.460]  甚至他們自己都不明白
[00:16:06.460 --> 00:16:09.380]  自己缺少了甚麼
[00:16:09.380 --> 00:16:12.300]  我們會不會也是這樣呢?
[00:16:12.300 --> 00:16:14.540]  有一個故事是這樣的
[00:16:14.540 --> 00:16:15.420]  有一天
[00:16:15.420 --> 00:16:17.980]  天使進入動物園
[00:16:17.980 --> 00:16:21.100]  準備幫動物變美
[00:16:21.100 --> 00:16:22.860]  天使對他們說
[00:16:22.860 --> 00:16:28.180]  「你們逐個說說你們要改善的地方吧」
[00:16:28.180 --> 00:16:28.940]  於是
[00:16:28.940 --> 00:16:31.540]  猴子就先開口
[00:16:31.540 --> 00:16:32.580]  「嘰嘰」
[00:16:32.580 --> 00:16:35.700]  「我不覺得自己有甚麼不好」
[00:16:35.700 --> 00:16:37.420]  「不過我看到大象」
[00:16:37.420 --> 00:16:40.020]  「嘩,牠就真的要整整牠了」
[00:16:40.020 --> 00:16:42.420]  「你看牠的鼻子多醜啊」
[00:16:42.420 --> 00:16:43.580]  「嘰嘰」
[00:16:43.580 --> 00:16:45.420]  大象當然是不服氣
[00:16:45.420 --> 00:16:50.540]  「吓?我這些肥頭大耳有體面的」
[00:16:50.540 --> 00:16:54.260]  「反而馬師兄每天拉長臉」
[00:16:54.260 --> 00:16:56.460]  「令人看見都不舒服」
[00:16:56.460 --> 00:16:58.860]  「他才需要整啊」
[00:16:58.860 --> 00:17:01.580]  馬聽到當然很生氣
[00:17:01.580 --> 00:17:05.180]  「吓?我這些臉都不知多清瘦啊」
[00:17:05.180 --> 00:17:06.580]  「令死覺啊」
[00:17:06.580 --> 00:17:09.700]  「而且我起碼有條頸啊」
[00:17:09.700 --> 00:17:11.020]  「你看看朱小姐」
[00:17:11.020 --> 00:17:13.660]  「沒有頸啊」
[00:17:13.660 --> 00:17:15.980]  朱小姐馬上還擊
[00:17:15.980 --> 00:17:17.780]  「老實說」
[00:17:17.780 --> 00:17:21.300]  「我們中間其實馬騮的樣子是最怪的」
[00:17:21.300 --> 00:17:24.060]  「無論如何都是他先整的」
[00:17:24.060 --> 00:17:25.060]  好了
[00:17:25.060 --> 00:17:30.060]  天使很耐心地聽完他們所有的動物說完之後
[00:17:30.060 --> 00:17:31.380]  她就說
[00:17:31.380 --> 00:17:32.660]  「嗯」
[00:17:32.660 --> 00:17:36.260]  「既然你們每一個都覺得自己無需要的話」
[00:17:36.260 --> 00:17:39.140]  「那我就走了」
[00:17:39.140 --> 00:17:42.940]  我們可能覺得這個故事很有趣很好笑
[00:17:42.940 --> 00:17:45.660]  但可能我們都是其中一個
[00:17:45.660 --> 00:17:48.620]  覺得自己生命無需要改變
[00:17:48.620 --> 00:17:50.660]  無需要成長
[00:17:50.660 --> 00:17:53.700]  正如法利賽人和民事一樣
[00:17:53.700 --> 00:17:56.580]  一直專注在別人的問題上
[00:17:56.580 --> 00:17:59.660]  以致他們視野狹窄
[00:17:59.660 --> 00:18:02.220]  看不到生命更重要的價值
[00:18:02.220 --> 00:18:03.780]  更重要的事
[00:18:03.780 --> 00:18:07.580]  看不到甚麼是上帝歡喜的事
[00:18:07.580 --> 00:18:08.580]  其實
[00:18:08.580 --> 00:18:10.900]  能夠認識自己的價值
[00:18:10.900 --> 00:18:13.980]  同樣也要認識自己的限制
[00:18:13.980 --> 00:18:17.180]  以致我們能夠尋找到適當的領域
[00:18:17.180 --> 00:18:18.780]  好好發揮自己
[00:18:18.780 --> 00:18:23.100]  也讓我們明白我們彼此都有不足
[00:18:23.100 --> 00:18:25.940]  所以我們需要彼此的
[00:18:25.940 --> 00:18:30.700]  而幫助我們生命有成長的
[00:18:30.700 --> 00:18:32.860]  讓我們去辨別是非
[00:18:32.860 --> 00:18:34.700]  能夠追求真理的
[00:18:34.700 --> 00:18:39.100]  就是莫過於藉著創造我們天父所說的話
[00:18:39.100 --> 00:18:43.060]  所以我們也要努力地點上燈
[00:18:43.060 --> 00:18:44.380]  打掃房子
[00:18:44.380 --> 00:18:45.620]  細細地找
[00:18:45.620 --> 00:18:47.580]  直到找到為止
[00:18:47.580 --> 00:18:49.660]  並且尋找上帝的道
[00:18:49.660 --> 00:18:51.380]  不單只是聽
[00:18:51.380 --> 00:18:53.780]  更加是要實踐出來
[00:18:53.780 --> 00:18:54.540]  這樣
[00:18:54.540 --> 00:18:56.580]  當有人點上燈
[00:18:56.580 --> 00:19:01.220]  打掃房子細細地尋找上帝的愛的時候
[00:19:01.220 --> 00:19:03.540]  他就在你和我身上
[00:19:03.540 --> 00:19:05.060]  找得到了
[00:19:05.060 --> 00:19:06.860]  當有人點上燈
[00:19:06.860 --> 00:19:08.060]  打掃房子
[00:19:08.060 --> 00:19:11.140]  細細地尋找上帝的憐憫的時候
[00:19:11.140 --> 00:19:11.900]  咦
[00:19:11.900 --> 00:19:15.580]  他又能夠在教會的這個地方找得到
[00:19:15.580 --> 00:19:17.780]  當有人點上燈
[00:19:17.780 --> 00:19:19.220]  打掃房子
