
[00:00:00.000 --> 00:00:05.200]  教會更新的總幹事胡志偉牧師
[00:03:43.200 --> 00:03:45.200]  帶給外邦人
[00:03:45.200 --> 00:03:48.200]  帶給不同階層的人
[00:03:48.200 --> 00:03:56.200]  是因為他能夠超越自己的中產文化
[00:03:56.200 --> 00:03:59.200]  他超越他自己的中產文化
[00:03:59.200 --> 00:04:02.200]  在哥倫多前書第九章裡面
[00:04:02.200 --> 00:04:06.200]  他講了兩個很重要的信息
[00:04:06.200 --> 00:04:09.200]  就是權利和自由
[00:04:09.200 --> 00:04:14.200]  他不讓權利去凌駕福音
[00:04:14.200 --> 00:04:19.200]  他不讓他自己的自由去凌駕福音
[00:04:19.200 --> 00:04:23.200]  當我們作為一間福音派的教會
[00:04:23.200 --> 00:04:28.200]  我們希望可以有效地去做傳福音的工作
[00:04:28.200 --> 00:04:32.200]  會不會我們能夠在保羅的身上
[00:04:32.200 --> 00:04:34.200]  去看到
[00:04:34.200 --> 00:04:40.200]  怎樣我們能夠去超越權利和自由
[00:04:40.200 --> 00:04:47.200]  以致我們可以有效地將福音帶給我們身邊的人
[00:04:47.200 --> 00:04:50.200]  我想邀請大家翻開聖經
[00:04:50.200 --> 00:04:52.200]  雖然我讀經讀了其中幾節經文
[00:04:52.200 --> 00:04:56.200]  我想邀請大家翻開哥倫多前書第九章
[00:04:56.200 --> 00:05:15.200]  看看這張聖經裡面怎樣來幫助我們
[00:05:15.200 --> 00:05:17.200]  雖然已經讀了
[00:05:17.200 --> 00:05:43.200]  我想和大家再看第一節
[00:05:43.200 --> 00:05:50.200]  請大家看第一節
[00:05:50.200 --> 00:05:54.200]  第三節
[00:05:54.200 --> 00:05:56.200]  保羅其實在第九章
[00:05:56.200 --> 00:06:05.200]  是為自己的身份和權利去做一個申訴和辯護
[00:06:05.200 --> 00:06:07.200]  辯護是這樣的
[00:06:07.200 --> 00:06:08.200]  在第一節
[00:06:08.200 --> 00:06:11.200]  他說我不是自由的嗎
[00:06:11.200 --> 00:06:13.200]  剛才陳姑娘講得很溫柔
[00:06:13.200 --> 00:06:15.200]  如果我了解保羅的性格
[00:06:15.200 --> 00:06:17.200]  他應該會很激動
[00:06:17.200 --> 00:06:19.200]  我不是自由的嗎
[00:06:19.200 --> 00:06:21.200]  我不是使徒嗎
[00:06:21.200 --> 00:06:24.200]  我不是已經見過主耶穌嗎
[00:06:24.200 --> 00:06:30.200]  你們不是都是我在主裡面的作供而信了主嗎
[00:06:30.200 --> 00:06:34.200]  假如我在別人面前
[00:06:34.200 --> 00:06:35.200]  我不是使徒
[00:06:35.200 --> 00:06:42.200]  但我在你們這些信主的人面前我應該都是使徒
[00:06:42.200 --> 00:06:43.200]  第三節
[00:06:43.200 --> 00:06:46.200]  他說我對那些盤問我的人
[00:06:46.200 --> 00:06:49.200]  就是這樣去分數
[00:06:49.200 --> 00:06:52.200]  我要去分數
[00:06:52.200 --> 00:06:56.200]  即是說我要去為我自己去辯明
[00:06:56.200 --> 00:07:00.200]  我作為使徒的身份和權利
[00:07:00.200 --> 00:07:07.200]  我要去辯明我作為使徒的自由權利
[00:07:07.200 --> 00:07:10.200]  他有什麼權利呢
[00:07:10.200 --> 00:07:13.200]  在第四節至第六節
[00:07:13.200 --> 00:07:16.200]  他說他有三個權利
[00:07:16.200 --> 00:07:32.200]  那三個權利就是他可以去收他自己的
[00:07:32.200 --> 00:07:42.200]  那三個權利第一
[00:07:42.200 --> 00:07:44.200]  他可以分享食物
[00:07:44.200 --> 00:07:46.200]  第二他可以結婚
[00:07:46.200 --> 00:07:48.200]  帶著太太一起去報道
[00:07:48.200 --> 00:07:53.200]  第三他可以接受教會的供養
[00:07:53.200 --> 00:07:55.200]  再說一次
[00:07:55.200 --> 00:07:56.200]  聖經這樣說
[00:07:56.200 --> 00:08:02.200]  他說我用一個比較新的譯本
[00:08:02.200 --> 00:08:05.200]  他說難道在傳道人當中
[00:08:05.200 --> 00:08:13.200]  只是我沒有權利去接受弟兄姊妹供應我生活的需要嗎
[00:08:13.200 --> 00:08:22.200]  我沒有權利好像主的弟弟們
[00:08:22.200 --> 00:08:25.200]  即是主耶穌的弟弟和彼得
[00:08:25.200 --> 00:08:27.200]  和其他的使徒一樣
[00:08:27.200 --> 00:08:29.200]  取信主的姊妹為妻
[00:08:29.200 --> 00:08:31.200]  一同出入工作
[00:08:31.200 --> 00:08:33.200]  接受款待嗎
[00:08:33.200 --> 00:08:37.200]  難道只有我和巴拿巴
[00:08:37.200 --> 00:08:39.200]  要自食其力
[00:08:39.200 --> 00:08:42.200]  其他的使徒就可以去接受教會的供養嗎
[00:08:42.200 --> 00:08:48.200]  他是說他自己作為一個使徒
[00:08:48.200 --> 00:08:50.200]  他可以享受到的一些權利
[00:08:50.200 --> 00:08:54.200]  他是有的
[00:08:54.200 --> 00:08:58.200]  聖經也有說了一些理據
[00:08:58.200 --> 00:08:59.200]  他自己說了
[00:08:59.200 --> 00:09:00.200]  不過我們不再讀了
[00:09:00.200 --> 00:09:01.200]  他有
[00:09:01.200 --> 00:09:05.200]  但是他選擇放棄這些權利
[00:09:05.200 --> 00:09:07.200]  第十二節
[00:09:07.200 --> 00:09:12.200]  他說倘若別人尚且有權要求你們去供應他們
[00:09:12.200 --> 00:09:16.200]  何況我們這些這麼前線的
[00:09:16.200 --> 00:09:18.200]  又去東去西
[00:09:18.200 --> 00:09:20.200]  去為主奔跑
[00:09:20.200 --> 00:09:21.200]  傳福那樣的人
[00:09:21.200 --> 00:09:25.200]  難道我更加沒有這樣的權利來享受這些嗎
[00:09:25.200 --> 00:09:31.200]  但是可視我們從來沒有用過這份權利
[00:09:31.200 --> 00:09:33.200]  我們寧可吃虧
[00:09:33.200 --> 00:09:34.200]  忍耐下去
[00:09:34.200 --> 00:09:38.200]  免得妨礙你們去接納基督的福音
[00:09:38.200 --> 00:09:43.200]  這是他自己的選擇
[00:09:43.200 --> 00:09:47.200]  這是保羅他自己的選擇
[00:09:47.200 --> 00:09:48.200]  第十五節
[00:09:48.200 --> 00:09:51.200]  我完全沒有使用這個權利
[00:09:51.200 --> 00:09:54.200]  向你們索取分文
[00:09:54.200 --> 00:09:56.200]  我現今在信上
[00:09:56.200 --> 00:09:57.200]  即是在講信那裏
[00:09:57.200 --> 00:09:59.200]  談這些事
[00:09:59.200 --> 00:10:02.200]  並非要暗示你們要去供養我
[00:10:02.200 --> 00:10:03.200]  要給錢我
[00:10:03.200 --> 00:10:05.200]  我不是暗示這樣
[00:10:05.200 --> 00:10:06.200]  我寧可餓死
[00:10:06.200 --> 00:10:10.200]  也不肯在我這份綱領上
[00:10:10.200 --> 00:10:13.200]  即是在傳福音這件事上
[00:10:13.200 --> 00:10:17.200]  來去只是紙上談兵
[00:10:17.200 --> 00:10:20.200]  我希望大家都跟到我想講的
[00:10:20.200 --> 00:10:21.200]  在聖經裏面
[00:10:21.200 --> 00:10:22.200]  只是讀聖經而已
[00:10:22.200 --> 00:10:25.200]  我有這樣的權利
[00:10:25.200 --> 00:10:27.200]  我可以接受供養
[00:10:27.200 --> 00:10:29.200]  可以結婚等等
[00:10:29.200 --> 00:10:31.200]  是大家都有
[00:10:31.200 --> 00:10:34.200]  每一個使徒都有的
[00:10:34.200 --> 00:10:35.200]  但是我選擇
[00:10:35.200 --> 00:10:37.200]  我不要這些權利
[00:10:37.200 --> 00:10:39.200]  我放棄這些權利
[00:10:39.200 --> 00:10:43.200]  原因就是
[00:10:43.200 --> 00:10:44.200]  我放棄這些權利
[00:10:44.200 --> 00:10:45.200]  有什麼好處呢
[00:10:45.200 --> 00:10:47.200]  有什麼報酬呢
[00:10:47.200 --> 00:10:50.200]  就是有機會去傳福音
[00:10:50.200 --> 00:10:54.200]  任何人都不需要給錢
[00:10:54.200 --> 00:10:56.200]  因此我傳福音的時候
[00:10:56.200 --> 00:11:03.200]  從來不要求自己有應得的權利
[00:11:03.200 --> 00:11:11.200]  這是保羅他自己的心態
[00:11:11.200 --> 00:11:19.200]  他能夠成功將福音傳給不同的人
[00:11:19.200 --> 00:11:22.200]  是因為他從來沒有為自己去想
[00:11:22.200 --> 00:11:24.200]  我要得到什麼
[00:11:24.200 --> 00:11:27.200]  甚至他自己應得的他都放棄
[00:11:27.200 --> 00:11:30.200]  我不要被人告訴
[00:11:30.200 --> 00:11:33.200]  我是為了錢而去傳福音
[00:11:33.200 --> 00:11:35.200]  為什麼他會這樣說呢
[00:11:35.200 --> 00:11:39.200]  因為當時在希臘的文化裏面
[00:11:39.200 --> 00:11:40.200]  你站出來講道
[00:11:40.200 --> 00:11:43.200]  去講哲學的思想
[00:11:43.200 --> 00:11:44.200]  講神學的思想
[00:11:44.200 --> 00:11:47.200]  甚至我們是在講福音
[00:11:47.200 --> 00:11:49.200]  講聖經的道理
[00:11:49.200 --> 00:11:51.200]  很多有學識的人士
[00:11:51.200 --> 00:11:53.200]  他站出來講完之後
[00:11:53.200 --> 00:11:58.200]  是可以收錢的
[00:11:58.200 --> 00:11:59.200]  保羅他是一個中產
[00:11:59.200 --> 00:12:01.200]  是一個知識份子
[00:12:01.200 --> 00:12:04.200]  他站出來宣講而收錢
[00:12:04.200 --> 00:12:09.200]  是很合理的
[00:12:09.200 --> 00:12:10.200]  保羅就是說
[00:12:10.200 --> 00:12:15.200]  我不想這樣去令到福音的價值
[00:12:15.200 --> 00:12:19.200]  那個價值是貶低了
[00:12:19.200 --> 00:12:22.200]  如果我站出來去跟猶太人說
[00:12:22.200 --> 00:12:24.200]  耶穌基督的福音
[00:12:24.200 --> 00:12:27.200]  怎樣去應驗了舊約先知的應驗
[00:12:27.200 --> 00:12:28.200]  怎樣有價值
[00:12:28.200 --> 00:12:29.200]  我講完之後
[00:12:29.200 --> 00:12:30.200]  我收回十塊錢
[00:12:30.200 --> 00:12:31.200]  收回二十塊錢
[00:12:31.200 --> 00:12:32.200]  那些人就說
[00:12:32.200 --> 00:12:33.200]  你只是在講哲學
[00:12:33.200 --> 00:12:34.200]  在收錢
[00:12:34.200 --> 00:12:36.200]  我不想這樣
[00:12:36.200 --> 00:12:41.200]  這個就是保羅的自己
[00:12:41.200 --> 00:12:42.200]  耶穌基督的福音
[00:12:42.200 --> 00:12:44.200]  是一份免費的禮物
[00:12:44.200 --> 00:12:48.200]  他是想講這件事
[00:12:48.200 --> 00:12:52.200]  是一份白白的恩典
[00:12:52.200 --> 00:12:53.200]  所以
[00:12:53.200 --> 00:12:57.200]  我寧可我自己籌錢
[00:12:57.200 --> 00:13:00.200]  我自己去找到我自己的生活
[00:13:00.200 --> 00:13:03.200]  即是說我要即帳拍
[00:13:03.200 --> 00:13:05.200]  當然在聖經裏面我們知道
[00:13:05.200 --> 00:13:09.200]  其實保羅他都有接受到
[00:13:09.200 --> 00:13:12.200]  某些教會的一些支持
[00:13:12.200 --> 00:13:14.200]  不過如果今天我去到
[00:13:14.200 --> 00:13:17.200]  撒基灣慈善會講道的時候
[00:13:17.200 --> 00:13:20.200]  我不會接受燒朝朕的支持
[00:13:20.200 --> 00:13:22.200]  我會接受可能是
[00:13:22.200 --> 00:13:26.200]  旺角的教會的支持
[00:13:26.200 --> 00:13:28.200]  我不要讓這裏的人告訴我
[00:13:28.200 --> 00:13:31.200]  我是為了錢來去講道
[00:13:31.200 --> 00:13:40.200]  這個是當時保羅的心態
[00:13:40.200 --> 00:13:42.200]  怎樣才能夠有效地
[00:13:42.200 --> 00:13:45.200]  讓人得到福音的好處呢
[00:13:45.200 --> 00:13:48.200]  會不會我們都可以像保羅一樣
[00:13:48.200 --> 00:13:50.200]  為了福音的緣故
[00:13:50.200 --> 00:13:54.200]  稍微去放下一些我們自己的特權
[00:13:54.200 --> 00:13:58.200]  放下一些我們自己的權利呢
[00:13:58.200 --> 00:14:00.200]  今天我們每一個人
[00:14:00.200 --> 00:14:05.200]  都在講我們自己的權利
[00:14:05.200 --> 00:14:10.200]  我應該要有的
[00:14:10.200 --> 00:14:12.200]  新一代的子女
[00:14:12.200 --> 00:14:17.200]  她覺得爸爸媽媽養我是應該的
[00:14:17.200 --> 00:14:18.200]  我沒有錢買樓
[00:14:18.200 --> 00:14:22.200]  她應該幫我付首期
[00:14:22.200 --> 00:14:24.200]  真是新聞是這樣講的
[00:14:24.200 --> 00:14:27.200]  不是我作出來的
[00:14:27.200 --> 00:14:30.200]  為什麼那些獨居的長者
[00:14:30.200 --> 00:14:32.200]  才有權利去
[00:14:32.200 --> 00:14:34.200]  首先去申請到公屋呢
[00:14:34.200 --> 00:14:35.200]  我這些年輕人
[00:14:35.200 --> 00:14:37.200]  為什麼不可以有權利
[00:14:37.200 --> 00:14:39.200]  去申請到公屋呢
[00:14:39.200 --> 00:14:42.200]  權利嘛 是不是
[00:14:42.200 --> 00:14:44.200]  很難解決的問題
[00:14:44.200 --> 00:14:50.200]  哪一個有權哪一個無權
[00:14:50.200 --> 00:14:54.200]  這個是中產文化
[00:14:54.200 --> 00:14:56.200]  我知道我有權利
[00:14:56.200 --> 00:14:58.200]  去得到這些的好處
[00:14:58.200 --> 00:15:01.200]  為什麼我要放棄呢
[00:15:01.200 --> 00:15:02.200]  如果我放棄了
[00:15:02.200 --> 00:15:06.200]  別人就會結業
[00:15:06.200 --> 00:15:09.200]  最近我上幾個月前
[00:15:09.200 --> 00:15:15.200]  我聽到有一個朋友的朋友
[00:15:15.200 --> 00:15:21.200]  他去一間浸信會參加崇拜
[00:15:21.200 --> 00:15:25.200]  他就坐在座位上
[00:15:25.200 --> 00:15:26.200]  他坐在那裡
[00:15:26.200 --> 00:15:28.200]  坐在椅子上
[00:15:28.200 --> 00:15:34.200]  後來有一個會友就來到
[00:15:34.200 --> 00:15:36.200]  就趕了他走
[00:15:36.200 --> 00:15:38.200]  這個位是我坐的
[00:15:38.200 --> 00:15:39.200]  我坐開的
[00:15:39.200 --> 00:15:44.200]  你坐在別處吧
[00:15:44.200 --> 00:15:49.200]  令到這個朋友的朋友
[00:15:49.200 --> 00:15:54.200]  對於那間教會有點反感
[00:15:54.200 --> 00:15:56.200]  這個位我坐開的
[00:15:56.200 --> 00:15:59.200]  你坐在別處吧
[00:15:59.200 --> 00:16:00.200]  這個位是我坐開的
[00:16:00.200 --> 00:16:02.200]  我有權坐在這裡的
[00:16:02.200 --> 00:16:03.200]  我回到教會幾十年了
[00:16:03.200 --> 00:16:06.200]  你剛剛才來
[00:16:06.200 --> 00:16:07.200]  誰有權坐
[00:16:07.200 --> 00:16:10.200]  當然我有權坐
[00:16:10.200 --> 00:16:14.200]  這個是不是我們的心態呢
[00:16:14.200 --> 00:16:16.200]  是不是因為我信了主
[00:16:16.200 --> 00:16:17.200]  信了久一點
[00:16:17.200 --> 00:16:19.200]  是不是因為我回到這間教會
[00:16:19.200 --> 00:16:20.200]  回了久一點
[00:16:20.200 --> 00:16:22.200]  是不是因為我奉獻奉了多一點
[00:16:22.200 --> 00:16:23.200]  所以我在這間教會
[00:16:23.200 --> 00:16:27.200]  我應該有權利去享受到這些東西
[00:16:27.200 --> 00:16:30.200]  而你沒有
[00:16:30.200 --> 00:16:32.200]  如果這個是我們的心態的話
[00:16:32.200 --> 00:16:35.200]  我們永遠不能夠讓別人
[00:16:35.200 --> 00:16:43.200]  去回到教會和信耶穌
[00:16:43.200 --> 00:16:46.200]  傳福音不只是開報道會
[00:16:46.200 --> 00:16:48.200]  不只是派彈匠
[00:16:48.200 --> 00:16:51.200]  而是基督徒生命的見證
[00:16:51.200 --> 00:16:53.200]  回到教會
[00:16:53.200 --> 00:16:57.200]  或者可能我們都願意放棄我們的權利
[00:16:57.200 --> 00:17:00.200]  離開了教會之後
[00:17:00.200 --> 00:17:03.200]  去飲茶的時候
[00:17:03.200 --> 00:17:06.200]  如果你開車你泊位的時候
[00:17:06.200 --> 00:17:07.200]  去到公司的時候
[00:17:07.200 --> 00:17:10.200]  我們怎樣來到去
[00:17:10.200 --> 00:17:12.200]  為了福音的緣故
[00:17:12.200 --> 00:17:16.200]  而可以去稍微放下
[00:17:16.200 --> 00:17:18.200]  我們自己的權利呢
[00:17:18.200 --> 00:17:22.200]  有一位修女
[00:17:22.200 --> 00:17:23.200]  她在土耳其
[00:17:23.200 --> 00:17:25.200]  特蓮西亞
[00:17:25.200 --> 00:17:26.200]  在埃及
[00:17:26.200 --> 00:17:27.200]  在窮人當中
[00:17:27.200 --> 00:17:30.200]  服務了超過六十年
[00:17:30.200 --> 00:17:32.200]  她八十四歲
[00:17:32.200 --> 00:17:33.200]  八十五歲
[00:17:33.200 --> 00:17:34.200]  退休
[00:17:34.200 --> 00:17:36.200]  回到她自己的國家法國
[00:17:36.200 --> 00:17:42.200]  一個非常富裕的地方
[00:17:42.200 --> 00:17:44.200]  她體會到
[00:17:44.200 --> 00:17:47.200]  生活在富裕地區的人
[00:17:47.200 --> 00:17:53.200]  不一定比貧窮的人快樂
[00:17:53.200 --> 00:17:57.200]  她認為
[00:17:57.200 --> 00:17:59.200]  富裕國家的人不快樂
[00:17:59.200 --> 00:18:03.200]  是因為他們心靈非常空虛
[00:18:03.200 --> 00:18:07.200]  她有一個這樣的主張
[00:18:07.200 --> 00:18:09.200]  她說
[00:18:09.200 --> 00:18:13.200]  當人如果可以放棄富裕
[00:18:13.200 --> 00:18:15.200]  和自私的生活
[00:18:15.200 --> 00:18:18.200]  全心全意去幫助那些窮人
[00:18:18.200 --> 00:18:22.200]  去那種為他人著想的生活的時候
[00:18:22.200 --> 00:18:25.200]  他就快樂得多了
[00:18:25.200 --> 00:18:26.200]  他們的快樂
[00:18:26.200 --> 00:18:30.200]  不是因為他們放棄了富裕
[00:18:30.200 --> 00:18:35.200]  而是因為他們不再去想到他自己
[00:18:35.200 --> 00:18:36.200]  一旦一個人
[00:18:36.200 --> 00:18:38.200]  不將自己的幸福
[00:18:38.200 --> 00:18:40.200]  去看得這麼重要的時候
[00:18:40.200 --> 00:18:43.200]  而去關心那些窮人的福利的時候
[00:18:43.200 --> 00:18:49.200]  他們就會開心了
[00:18:49.200 --> 00:18:51.200]  人的快樂
[00:18:51.200 --> 00:18:54.200]  是因為我們不將自己的幸福
[00:18:54.200 --> 00:18:58.200]  看得太過重要
[00:18:58.200 --> 00:19:00.200]  同樣一個人
[00:19:00.200 --> 00:19:02.200]  如果不將自己的權利
[00:19:02.200 --> 00:19:04.200]  去看得這麼重要
[00:19:04.200 --> 00:19:09.200]  而去關心別人的權利的時候
[00:19:09.200 --> 00:19:11.200]  也會更加快樂
[00:19:11.200 --> 00:19:15.200]  也會更加有效去傳播音的工作
[00:19:15.200 --> 00:19:16.200]  孔子說
[00:19:16.200 --> 00:19:23.200]  不患人之不知己 患不知人也
[00:19:23.200 --> 00:19:27.200]  我們不是去擔心
[00:19:27.200 --> 00:19:31.200]  別人不懂得去欣賞我自己
[00:19:31.200 --> 00:19:32.200]  患即是擔心
[00:19:32.200 --> 00:19:33.200]  我們不是擔心
[00:19:33.200 --> 00:19:37.200]  別人不懂得去欣賞我自己
[00:19:37.200 --> 00:19:38.200]  我們要去擔心
[00:19:38.200 --> 00:19:43.200]  就是我們不懂得去欣賞別人
[00:19:43.200 --> 00:19:45.200]  這個是儒家思想
[00:19:45.200 --> 00:19:47.200]  己所不欲勿施於人
[00:19:47.200 --> 00:19:49.200]  也是差不多
[00:19:49.200 --> 00:19:51.200]  我們不要只是擔心
[00:19:51.200 --> 00:19:53.200]  別人不知道我這麼厲害
[00:19:53.200 --> 00:19:54.200]  別人不知道我賺這麼多錢
[00:19:54.200 --> 00:19:56.200]  別人不知道我穿著名牌
[00:19:56.200 --> 00:19:58.200]  如果我們只是擔心這些的話
[00:19:58.200 --> 00:20:02.200]  我們是不會快樂的
[00:20:02.200 --> 00:20:03.200]  反過來
[00:20:03.200 --> 00:20:06.200]  如果我們多一點去擔心自己
[00:20:06.200 --> 00:20:10.200]  我會不會去看不到這個人的好處呢
[00:20:10.200 --> 00:20:14.200]  我會不會去看差了這個人呢
[00:20:14.200 --> 00:20:16.200]  我會不會忽略了這個人呢
[00:20:16.200 --> 00:20:18.200]  我會不會看低了這個人呢
[00:20:18.200 --> 00:20:21.200]  如果我們經常這樣的時候
[00:20:21.200 --> 00:20:24.200]  我們不單止過得更加快樂
[00:20:24.200 --> 00:20:29.200]  我們更加可以很有效地去傳播音
[00:20:29.200 --> 00:20:33.200]  權利是不可以凌駕於福音之上
[00:20:33.200 --> 00:20:35.200]  這個是保羅的見證
[00:20:35.200 --> 00:20:36.200]  第二方面
[00:20:36.200 --> 00:20:42.200]  自由不可以凌駕於福音之上
[00:20:42.200 --> 00:20:47.200]  1789年發過大革命的宣言
[00:20:47.200 --> 00:20:51.200]  就是自由平等博愛
[00:20:51.200 --> 00:20:53.200]  當然這個自由的宣言
[00:20:53.200 --> 00:20:57.200]  有人說是在1776年
[00:20:57.200 --> 00:21:00.200]  美國的獨立宣言裡面
[00:21:00.200 --> 00:21:03.200]  衍生出來的
[00:21:03.200 --> 00:21:05.200]  我們是有言論的自由
[00:21:05.200 --> 00:21:06.200]  有宗教的自由
[00:21:06.200 --> 00:21:08.200]  有生存的自由
[00:21:08.200 --> 00:21:12.200]  有追求幸福的自由
[00:21:12.200 --> 00:21:16.200]  保羅都知道
[00:21:16.200 --> 00:21:19.200]  因為在聖經裡面我們有
[00:21:19.200 --> 00:21:22.200]  但是保羅他為了福音的緣故
[00:21:22.200 --> 00:21:27.200]  他願意去放棄他自己的自由
[00:21:27.200 --> 00:21:32.200]  在第十九節他這樣說的
[00:21:32.200 --> 00:21:34.200]  他說我雖是自由的
[00:21:34.200 --> 00:21:36.200]  無人管轄
[00:21:36.200 --> 00:21:39.200]  然而我甘心作了眾人的僕人
[00:21:39.200 --> 00:21:43.200]  為要多得人
[00:21:43.200 --> 00:21:45.200]  在第一節他說
[00:21:45.200 --> 00:21:51.200]  我不是自由的
[00:21:51.200 --> 00:21:52.200]  我們生活在香港
[00:21:52.200 --> 00:21:56.200]  我們每一個都是自由的人
[00:21:56.200 --> 00:21:59.200]  雖然大家覺得香港人的自由
[00:21:59.200 --> 00:22:01.200]  越來越被剝削了
[00:22:01.200 --> 00:22:04.200]  但是我們仍然都是一個
[00:22:04.200 --> 00:22:11.200]  非常自由的國家當中的地方
[00:22:11.200 --> 00:22:13.200]  但是保羅他說
[00:22:13.200 --> 00:22:16.200]  我雖是自由的人
[00:22:16.200 --> 00:22:22.200]  但是我要成為眾人的僕人
[00:22:22.200 --> 00:22:28.200]  我要做一個僕人
[00:22:28.200 --> 00:22:34.200]  就是聽人指的一個人
[00:22:34.200 --> 00:22:36.200]  他怎麼做呢
[00:22:36.200 --> 00:22:38.200]  有四類的人
[00:22:38.200 --> 00:22:39.200]  他說向猶太人
[00:22:39.200 --> 00:22:40.200]  我就做猶太人
[00:22:40.200 --> 00:22:42.200]  向律法以下的人
[00:22:42.200 --> 00:22:45.200]  我就做律法以下的人
[00:22:45.200 --> 00:22:46.200]  沒有律法的人
[00:22:46.200 --> 00:22:49.200]  我就做沒有律法的人
[00:22:49.200 --> 00:22:50.200]  軟弱的人
[00:22:50.200 --> 00:22:57.200]  我就做軟弱的人
[00:22:57.200 --> 00:22:59.200]  向猶太人
[00:22:59.200 --> 00:23:01.200]  他就做猶太人
[00:23:01.200 --> 00:23:04.200]  當然他自己本身也是猶太人
[00:23:04.200 --> 00:23:06.200]  很容易做
[00:23:06.200 --> 00:23:08.200]  你是猶太人
[00:23:08.200 --> 00:23:10.200]  你說希伯來文
[00:23:10.200 --> 00:23:12.200]  我就說希伯來文
[00:23:12.200 --> 00:23:14.200]  你是說阿蘭文
[00:23:14.200 --> 00:23:15.200]  我都可以
[00:23:15.200 --> 00:23:18.200]  如果你是說希臘話的猶太人
[00:23:18.200 --> 00:23:19.200]  我都可以
[00:23:19.200 --> 00:23:21.200]  你拿起舊約聖經
[00:23:21.200 --> 00:23:22.200]  我都很熟
[00:23:22.200 --> 00:23:26.200]  所以他一定可以做到猶太人
[00:23:26.200 --> 00:23:30.200]  向律法以下的人
[00:23:30.200 --> 00:23:35.200]  我就做律法以下的人
[00:23:35.200 --> 00:23:37.200]  這裡有很多書可以聽
[00:23:37.200 --> 00:23:43.200]  就是指那些歸順了猶太教的外邦人
