
[00:00:00.000 --> 00:00:03.340]  今天我要跟各位來分享的訊息是
[00:06:23.020 --> 00:06:25.220]  手腳也快快
[00:06:25.220 --> 00:06:28.460]  看到了就怕慢了一步 是吧
[00:06:28.460 --> 00:06:31.460]  我以前也做過房地產
[00:06:31.460 --> 00:06:32.460]  我是broker
[00:06:32.460 --> 00:06:34.420]  我還開過房地產公司
[00:06:34.420 --> 00:06:37.360]  林寧是我的agent
[00:06:37.360 --> 00:06:40.060]  所以我們兩個呢
[00:06:40.060 --> 00:06:43.660]  這個一個周末都忙得很
[00:06:43.660 --> 00:06:47.640]  然後看房子帶人看房子
[00:06:47.640 --> 00:06:50.900]  還賣了幾棟房子
[00:06:50.900 --> 00:06:55.140]  那麼後來發現還是
[00:06:55.140 --> 00:06:57.320]  做工賺的錢多
[00:06:57.320 --> 00:07:01.020]  當然因為我可能不很成功吧
[00:07:01.020 --> 00:07:02.420]  不管怎麼樣
[00:07:02.420 --> 00:07:04.020]  我們就秀秀
[00:07:04.020 --> 00:07:06.020]  到處看
[00:07:06.020 --> 00:07:08.060]  開車子眼睛看的就是
[00:07:08.060 --> 00:07:10.320]  看到for sale by owner
[00:07:10.320 --> 00:07:12.100]  那個owner自己在賣的房子
[00:07:12.100 --> 00:07:14.400]  那我們眼睛可驚了
[00:07:14.400 --> 00:07:17.200]  一看到馬上就轉進去
[00:07:17.200 --> 00:07:18.860]  就去找owner談
[00:07:18.860 --> 00:07:20.500]  我幫你來賣
[00:07:20.500 --> 00:07:22.700]  或者我有客人
[00:07:22.700 --> 00:07:23.780]  即使是沒有客人
[00:07:23.780 --> 00:07:26.740]  也抓兩個朋友去看一下
[00:07:26.740 --> 00:07:28.480]  手腳快得很
[00:07:28.480 --> 00:07:29.440]  對不對
[00:07:29.440 --> 00:07:30.820]  我們生命中
[00:07:30.820 --> 00:07:34.820]  我都說像這兩個小老鼠一樣
[00:07:34.820 --> 00:07:36.980]  而亨哈二將呢
[00:07:36.980 --> 00:07:41.720]  能夠持守我們一切的所有
[00:07:41.720 --> 00:07:44.420]  那個事情是這樣子的
[00:07:44.420 --> 00:07:46.720]  有一天呢
[00:07:46.720 --> 00:07:48.300]  他們在努諾站
[00:07:48.300 --> 00:07:51.060]  找到大量的努諾
[00:07:51.060 --> 00:07:53.100]  是不是
[00:07:53.100 --> 00:07:56.480]  但是不知道怎麼搞的
[00:07:56.480 --> 00:08:00.840]  moved被偷了被搬走了
[00:08:00.840 --> 00:08:04.140]  所以秀秀一塊塊
[00:08:04.140 --> 00:08:06.980]  就立即去搜索尋找
[00:08:06.980 --> 00:08:09.960]  看看這個東西到底是被誰
[00:08:09.960 --> 00:08:11.320]  他這個有的翻譯說
[00:08:11.320 --> 00:08:12.360]  被偷走
[00:08:12.360 --> 00:08:14.120]  被誰偷去了
[00:08:14.120 --> 00:08:16.060]  或者是
[00:08:16.060 --> 00:08:17.960]  who moved
[00:08:17.960 --> 00:08:22.060]  誰把他搬走等等
[00:08:22.060 --> 00:08:25.300]  而亨亨與哈哈
[00:08:25.300 --> 00:08:29.380]  卻是沒有辦法去面對這個現實
[00:08:29.380 --> 00:08:32.680]  而他們就陷入了過度的分析
[00:08:32.680 --> 00:08:35.080]  與情緒之中
[00:08:35.080 --> 00:08:36.680]  會不會
[00:08:36.680 --> 00:08:38.420]  當你失掉了工作
[00:08:38.420 --> 00:08:39.820]  你會不會
[00:08:39.820 --> 00:08:43.820]  或者是你跟配偶中間起了窩錯
[00:08:43.820 --> 00:08:44.780]  你會不會覺得說
[00:08:44.780 --> 00:08:48.360]  我是不是做了什麼事情不對的呢
[00:08:48.360 --> 00:08:49.320]  或者是
[00:08:49.320 --> 00:08:51.660]  我是不是有哪邊需要改進
[00:08:51.660 --> 00:08:53.460]  這都很好
[00:08:53.460 --> 00:08:57.360]  但是願意我們不要在面對現實的時候
[00:08:57.360 --> 00:09:00.860]  陷入過度的分析之中
[00:09:00.860 --> 00:09:03.880]  你看約伯記你就很明顯就看出來
[00:09:03.880 --> 00:09:05.000]  是不是
[00:09:05.000 --> 00:09:07.980]  約伯也沒有做錯什麼事情
[00:09:07.980 --> 00:09:11.620]  但是當神讓這個事情
[00:09:11.620 --> 00:09:15.220]  我不願意說是神把它加在你身上
[00:09:15.220 --> 00:09:18.660]  當神讓這個事情發生
[00:09:18.660 --> 00:09:23.060]  Alao這個事情發生的時候
[00:09:23.060 --> 00:09:27.500]  你的生命就陷在中間去了
[00:09:27.500 --> 00:09:32.360]  我常常喜歡舉的一個比喻是這個樣子
[00:09:32.360 --> 00:09:36.300]  如果我們看耶路撒冷城
[00:09:36.300 --> 00:09:40.980]  它的上面右邊有羊門
[00:09:40.980 --> 00:09:43.780]  這個羊進進出出的
[00:09:43.780 --> 00:09:45.340]  外面有草地
[00:09:45.340 --> 00:09:46.680]  都是從那邊走
[00:09:46.680 --> 00:09:48.080]  還有魚門
[00:09:48.080 --> 00:09:49.580]  這驢夫從那邊走
[00:09:49.580 --> 00:09:53.160]  魚門外面有大塊的石頭給他們塞網的
[00:09:53.160 --> 00:09:56.100]  還有這個門還有那個門
[00:09:56.100 --> 00:10:01.000]  最南邊下面有一個叫做憤場門
[00:10:01.000 --> 00:10:03.060]  Dump gate
[00:10:03.060 --> 00:10:05.240]  顧名思義就是
[00:10:05.240 --> 00:10:09.000]  糞便垃圾屎屍都從那邊過來了
[00:10:09.000 --> 00:10:10.540]  都從那邊出城
[00:10:10.540 --> 00:10:13.180]  而外面就是新任之谷
[00:10:13.180 --> 00:10:16.480]  那邊就常常燒屎屍操垃圾
[00:10:16.480 --> 00:10:21.980]  還有各式各樣的東西就往那邊倒
[00:10:21.980 --> 00:10:24.120]  所以新任之谷是
[00:10:24.120 --> 00:10:29.960]  猶太人在這個四篇二十三篇
[00:10:29.960 --> 00:10:32.720]  那個大衛說是死因的幽谷
[00:10:32.720 --> 00:10:35.040]  他們就認為那是死因的幽谷
[00:10:35.040 --> 00:10:37.060]  而那是新任之谷
[00:10:37.060 --> 00:10:37.940]  你知道嗎
[00:10:37.940 --> 00:10:42.840]  既然燒屎屍既然人魚稀少燒到烏煙瘴氣了
[00:10:42.840 --> 00:10:45.080]  那豺狼火爆都很多了
[00:10:45.080 --> 00:10:46.080]  是不是
[00:10:46.080 --> 00:10:50.280]  但是只要你經過那邊
[00:10:50.280 --> 00:10:52.640]  就是新任之谷
[00:10:52.640 --> 00:10:56.760]  那個原始的水草
[00:10:56.760 --> 00:10:59.420]  所以四篇二十三篇有人說
[00:10:59.420 --> 00:11:02.500]  它是發生在新任之谷
[00:11:02.500 --> 00:11:04.300]  行過死因的幽谷
[00:11:04.300 --> 00:11:07.100]  但是牧羊人走在前面
[00:11:07.100 --> 00:11:08.500]  那個羊就怕了
[00:11:08.500 --> 00:11:10.100]  不敢走了
[00:11:10.100 --> 00:11:13.100]  所以牧羊人就登高一呼
[00:11:13.100 --> 00:11:16.280]  一手竿一手杖
[00:11:16.280 --> 00:11:19.580]  這個杖是要跟豺狼火爆打架的
[00:11:19.580 --> 00:11:21.980]  竿是要把它拉回來
[00:11:21.980 --> 00:11:24.520]  小羊掉到山澗山谷
[00:11:24.520 --> 00:11:27.220]  山溝裡面把它拉起來
[00:11:27.220 --> 00:11:30.760]  那牠登高一呼
[00:11:30.760 --> 00:11:32.360]  羊就跟上來了
[00:11:32.360 --> 00:11:34.120]  他們好怕
[00:11:34.120 --> 00:11:38.560]  所以原來說我的羊認識我的聲音
[00:11:38.560 --> 00:11:42.560]  我也認識羊的聲音
[00:11:42.560 --> 00:11:44.700]  當晚上他們回來的時候
[00:11:44.700 --> 00:11:50.900]  大戶人家有專用的羊圈
[00:11:50.900 --> 00:11:52.040]  牛棚
[00:11:52.040 --> 00:11:54.020]  但小戶人家沒有怎麼樣
[00:11:54.020 --> 00:11:57.120]  就放到公共的羊圈裡面去
[00:11:57.120 --> 00:11:58.080]  早上來的時候
[00:11:58.080 --> 00:12:00.280]  牠就 喲喲喲喲
[00:12:00.280 --> 00:12:01.920]  牠的羊就出來了
[00:12:01.920 --> 00:12:03.420]  就跟著牠走
[00:12:03.420 --> 00:12:07.360]  所以我的羊認得我的聲音
[00:12:07.360 --> 00:12:10.460]  但是當哼哼哈哈
[00:12:10.460 --> 00:12:14.640]  他們可能是還不認識豬吧
[00:12:14.640 --> 00:12:17.760]  他們面對沒有辦法突破的現實的時候
[00:12:17.760 --> 00:12:19.600]  陷入負荷的分析
[00:12:19.600 --> 00:12:21.540]  有情緒之中
[00:12:21.540 --> 00:12:22.840]  最常見的這種情況
[00:12:22.840 --> 00:12:25.340]  就是夫妻吵架的時候就會這樣
[00:12:25.340 --> 00:12:26.840]  就是各種理由都有了
[00:12:26.840 --> 00:12:30.120]  吵來吵去情緒都是在那邊帶頭了
[00:12:30.120 --> 00:12:31.780]  但是
[00:12:31.780 --> 00:12:33.320]  您知道嗎
[00:12:33.320 --> 00:12:35.280]  當這個女弱失去的時候
[00:12:35.280 --> 00:12:36.620]  當你失去工作的時候
[00:12:36.620 --> 00:12:38.520]  當你失去身體健康的時候
[00:12:38.520 --> 00:12:40.260]  當你失去你的另外一半
[00:12:40.260 --> 00:12:42.800]  當你失去你的財產的時候
[00:12:42.800 --> 00:12:46.000]  你要怎麼辦
[00:12:46.000 --> 00:12:47.960]  我們是不希望能夠
[00:12:47.960 --> 00:12:51.560]  沒有辦法面對現實
[00:12:51.560 --> 00:12:54.840]  我們是不希望說陷入過度的分析
[00:12:54.840 --> 00:12:58.780]  或者是不知道該怎麼辦
[00:12:58.780 --> 00:13:00.940]  努力
[00:13:00.940 --> 00:13:04.940]  有很多人是講說奶酪都可以
[00:13:04.940 --> 00:13:10.580]  他是隱喻人嚮往的成功
[00:13:10.580 --> 00:13:12.900]  我們希望你成功 對不對
[00:13:12.900 --> 00:13:16.400]  秀秀他秀出市場的變化
[00:13:16.400 --> 00:13:21.140]  快快在這本書上說他是一個行動派
[00:13:21.140 --> 00:13:23.300]  他重視行動的績效
[00:13:23.300 --> 00:13:25.160]  他的動作快
[00:13:25.160 --> 00:13:27.940]  他不是光講話他付諸行動的
[00:13:27.940 --> 00:13:29.700]  哼哼
[00:13:29.700 --> 00:13:32.080]  他是一個害怕改變
[00:13:32.080 --> 00:13:34.540]  並且固守成規的人
[00:13:34.540 --> 00:13:36.740]  這書上是這樣子的形容他們
[00:13:36.740 --> 00:13:40.180]  而哈哈是一個害怕改變
[00:13:40.180 --> 00:13:42.980]  但願意接納新觀點
[00:13:42.980 --> 00:13:46.260]  並改變自己的行為
[00:13:46.260 --> 00:13:48.220]  如果這四個個性
[00:13:48.220 --> 00:13:51.160]  您覺得你是什麼個性
[00:13:51.160 --> 00:13:55.460]  你是不是能夠很敏銳的
[00:13:55.460 --> 00:13:57.560]  發現四周環境的變化
[00:13:57.560 --> 00:14:00.740]  或者市場的變化呢
[00:14:00.740 --> 00:14:06.700]  還是你很快的就能夠做出反應的行動來呢
[00:14:06.700 --> 00:14:08.640]  還是你想哼哼一樣我就
[00:14:08.640 --> 00:14:11.080]  我就不要動我就不要變
[00:14:11.080 --> 00:14:12.820]  我固守成規
[00:14:12.820 --> 00:14:16.580]  一靜一動不如一靜
[00:14:16.580 --> 00:14:18.580]  或者是像哈哈一樣
[00:14:18.580 --> 00:14:21.120]  雖然我不太喜歡改變
[00:14:21.120 --> 00:14:23.460]  但是我願意接納新觀點
[00:14:23.460 --> 00:14:27.400]  並改變行為
[00:14:27.400 --> 00:14:29.200]  我基本上我是
[00:14:29.200 --> 00:14:32.660]  當然我們都有混合的個性
[00:14:32.660 --> 00:14:37.240]  我基本上我是秀秀型的人物
[00:14:37.240 --> 00:14:40.280]  我太太就喜歡講我就是
[00:14:40.280 --> 00:14:45.580]  我做工作就是為了換下一個工作
[00:14:45.580 --> 00:14:47.080]  所以我做了很多工作
[00:14:47.080 --> 00:14:49.580]  兩三年我就一定要換
[00:14:49.580 --> 00:14:51.820]  那薪水也是跑得很快
[00:14:51.820 --> 00:14:54.660]  那我不是要鼓勵大家這樣
[00:14:54.660 --> 00:14:56.320]  我的意思是說
[00:14:56.320 --> 00:14:58.920]  我們不要太秀秀
[00:14:58.920 --> 00:15:02.460]  那麼一定要讓我們看到這個怎麼變
[00:15:02.460 --> 00:15:05.100]  一定要讓我們看哪家公司好
[00:15:05.100 --> 00:15:10.600]  哪家哪個東西好賺錢等等
[00:15:10.600 --> 00:15:15.040]  而且又行動跟得上
[00:15:15.040 --> 00:15:17.880]  但是有的時候我們害怕
[00:15:17.880 --> 00:15:20.080]  所以當我們在成功的時候
[00:15:20.080 --> 00:15:22.880]  也要有居安思危的想法
[00:15:22.880 --> 00:15:26.880]  也要有面對錯誤的勇氣
[00:15:26.880 --> 00:15:30.660]  我不相信沒有人沒有犯過錯
[00:15:30.660 --> 00:15:33.000]  只不過是大錯小錯
[00:15:33.000 --> 00:15:35.000]  而且每一個錯誤
[00:15:35.000 --> 00:15:37.760]  如果說我們能夠適時的改正它
[00:15:37.760 --> 00:15:39.540]  那錯誤就到此為止
[00:15:39.540 --> 00:15:42.440]  有的時候錯誤就是一再的錯下去
[00:15:42.440 --> 00:15:45.540]  不是嗎
[00:15:45.540 --> 00:15:47.880]  像我以前
[00:15:47.880 --> 00:15:53.040]  我是不是乖寶寶
[00:15:53.040 --> 00:15:55.740]  神是憐憫我
[00:15:55.740 --> 00:15:59.880]  願意在我還有力氣的時候
[00:15:59.880 --> 00:16:02.920]  讓我出來服侍他
[00:16:02.920 --> 00:16:05.520]  那麼我家人很多
[00:16:05.520 --> 00:16:09.120]  我有的時候講說我一家都是人
[00:16:09.120 --> 00:16:10.300]  我還那天
[00:16:10.300 --> 00:16:11.460]  昨天還講說
[00:16:11.460 --> 00:16:13.540]  我在家裡面已經吃飯的時候
[00:16:13.540 --> 00:16:15.440]  早餐不吃快一點
[00:16:15.440 --> 00:16:17.640]  晚餐都沒了
[00:16:17.640 --> 00:16:19.540]  我家七個小孩
[00:16:19.540 --> 00:16:20.600]  我爸也是公務員
[00:16:20.600 --> 00:16:25.820]  所以那些資源很少
[00:16:25.820 --> 00:16:28.920]  但是我很感謝
[00:16:28.920 --> 00:16:32.720]  我有一個非常美好的童年
[00:16:32.720 --> 00:16:34.160]  什麼叫美好的童年
[00:16:34.160 --> 00:16:36.160]  不是大魚大肉
[00:16:36.160 --> 00:16:39.260]  不是什麼
[00:16:39.260 --> 00:16:42.660]  美好的童年
[00:16:42.660 --> 00:16:47.000]  上樹抓鳥下海撈魚
[00:16:47.000 --> 00:16:49.640]  也就是撈魚撈到人家那個水場
[00:16:49.640 --> 00:16:51.040]  那個大的蓄水池
[00:16:51.040 --> 00:16:52.880]  這邊進水那邊
[00:16:52.880 --> 00:16:56.340]  那邊大馬達把那個水吸去
[00:16:56.340 --> 00:16:58.980]  那工人就來趕我們
[00:16:58.980 --> 00:17:02.820]  我們叫他叫壞工人
[00:17:02.820 --> 00:17:04.980]  每次都趕我們
[00:17:04.980 --> 00:17:08.300]  那時候沒有想到有任何危險
[00:17:08.300 --> 00:17:10.800]  水層層間的那邊蓄水池吸過去
[00:17:10.800 --> 00:17:13.100]  然後就攪拌
[00:17:13.100 --> 00:17:14.800]  我媽在那邊游泳
[00:17:14.800 --> 00:17:16.240]  一路走過來
[00:17:16.240 --> 00:17:19.900]  我也有一個朋友也在那邊被淹死
[00:17:19.900 --> 00:17:24.240]  但是我很感謝神
[00:17:24.240 --> 00:17:26.440]  當我們成功的時候
[00:17:26.440 --> 00:17:28.640]  我們也要居安思危
[00:17:28.640 --> 00:17:30.880]  我們要面對錯誤的勇氣
[00:17:30.880 --> 00:17:33.280]  我不認為我以前做的是對的
[00:17:33.280 --> 00:17:36.620]  而我現在也沒有所謂成功不成功
[00:17:36.620 --> 00:17:38.420]  我們做神的事情
[00:17:38.420 --> 00:17:41.820]  我們神 神成功就可以了對不對
[00:17:41.820 --> 00:17:43.320]  我不需要成功
[00:17:43.320 --> 00:17:47.240]  你不需要看到我 你只需要看到神
[00:17:47.240 --> 00:17:51.240]  乳酪是隱喻人想法的成功
[00:17:51.240 --> 00:17:53.000]  我們都像秀秀塊塊一樣
[00:17:53.000 --> 00:17:55.940]  聞到就趕快去找
[00:17:55.940 --> 00:18:02.120]  那麼乳酪也是我們維持生命的必需品
[00:18:02.120 --> 00:18:06.180]  按照這些講
[00:18:06.180 --> 00:18:11.180]  乳酪它最主要的成分是
[00:18:11.180 --> 00:18:13.320]  乳酪又叫優格
[00:18:13.320 --> 00:18:15.220]  它是一種乳製品
[00:18:15.220 --> 00:18:22.640]  它裡面含有一種叫做乳酸菌發酵產品
[00:18:22.640 --> 00:18:23.300]  所以有的時候
[00:18:23.300 --> 00:18:25.800]  乳酪一不當心它就會怎麼樣
[00:18:25.800 --> 00:18:27.500]  壞了
[00:18:27.500 --> 00:18:30.180]  但是如果說你當心的話
[00:18:30.180 --> 00:18:33.140]  你做成優格非常好吃
[00:18:33.140 --> 00:18:34.240]  是不是
[00:18:34.240 --> 00:18:37.320]  而優格這個字是土耳其字
[00:18:37.320 --> 00:18:39.080]  它傳到中國來
[00:18:39.080 --> 00:18:42.320]  中國人我們現在是中國古人大概沒有吧
[00:18:42.320 --> 00:18:43.180]  是不是
[00:18:43.180 --> 00:18:46.560]  現在我們也偶爾也會吃個優格
[00:18:46.560 --> 00:18:47.720]  是不是
[00:18:47.720 --> 00:18:54.040]  但是有基本上市面上有希臘乳酪
[00:18:54.040 --> 00:18:57.540]  還有這個frozen yogurt
[00:18:57.540 --> 00:18:59.340]  凍的乳酪
[00:18:59.340 --> 00:19:02.100]  這都是很好吃的東西
[00:19:02.100 --> 00:19:09.140]  哈拉路亞 所以我們是永恆生命的源頭
[00:19:09.140 --> 00:19:12.680]  如果你把它看成是主的話
[00:19:12.680 --> 00:19:14.620]  是不是
[00:19:14.620 --> 00:19:17.380]  有一個小故事是說
[00:19:17.380 --> 00:19:22.220]  有一家人他們從山上接山泉
[00:19:22.220 --> 00:19:25.800]  所以有那個主管子一路接下來
[00:19:25.800 --> 00:19:28.800]  我是一輩子住在大都市
[00:19:28.800 --> 00:19:31.560]  我不太理解
[00:19:31.560 --> 00:19:32.960]  但不管怎麼樣
[00:19:32.960 --> 00:19:38.180]  他們的水都是用主管子接山泉水下來
[00:19:38.180 --> 00:19:42.540]  有一天忽然間沒水了
[00:19:42.540 --> 00:19:43.480]  對不對
[00:19:43.480 --> 00:19:47.880]  我們都市主管的人水龍頭一打開就有水
[00:19:47.880 --> 00:19:49.020]  但是他沒水了
[00:19:49.020 --> 00:19:51.480]  結果他就跑到山泉上面去
[00:19:51.480 --> 00:19:53.620]  但有泉水一路追下來
[00:19:53.620 --> 00:19:57.720]  才發現管子主管子裡面
[00:19:57.720 --> 00:20:01.360]  被一隻癩蛤蟆塞住了
[00:20:01.360 --> 00:20:01.900]  你知道嗎
[00:20:01.900 --> 00:20:03.840]  癩蛤蟆他會跑到山泉裡面
[00:20:03.840 --> 00:20:07.500]  跑到鑽到主管子裡面去
[00:20:07.500 --> 00:20:11.540]  所以我們生命中永恆生命的源頭
[00:20:11.540 --> 00:20:12.540]  我們常常喜歡說
[00:20:12.540 --> 00:20:16.280]  我們要像栽在溪水旁
[00:20:16.280 --> 00:20:18.580]  所以我們可以不停地都溪水裡面
[00:20:18.580 --> 00:20:20.720]  吸收養分水分
[00:20:20.720 --> 00:20:22.080]  同樣的
[00:20:22.080 --> 00:20:24.060]  如果乳酪是生命的源頭
[00:20:24.060 --> 00:20:26.380]  或者是泉水管子
