
[00:00:00.000 --> 00:00:02.500]  今天和大家講到的題目叫做
[00:05:02.580 --> 00:05:05.460]  我都被你欺控了
[00:05:05.460 --> 00:05:07.620]  一個這樣的埋怨
[00:05:07.620 --> 00:05:10.420]  信錯了耶和華
[00:05:12.140 --> 00:05:17.780]  我們要問問當日耶和華怎樣去欺控或者欺騙耶利米呢?
[00:05:17.780 --> 00:05:20.380]  在耶利米書第一章這樣說
[00:05:20.380 --> 00:05:23.460]  他說當時耶路撒冷城還未被擄
[00:05:23.460 --> 00:05:26.660]  耶和華的話就臨到耶利米
[00:05:26.660 --> 00:05:32.740]  他說:我尚未將你造在母腹中就已經認識你
[00:05:32.740 --> 00:05:34.700]  你未出母胎
[00:05:34.700 --> 00:05:36.860]  我已將你分別為性
[00:05:36.860 --> 00:05:39.300]  派你作列國的先知
[00:05:39.660 --> 00:05:42.780]  一早已經選定了你,你未出世已經選好了你
[00:05:42.780 --> 00:05:44.100]  然後再說
[00:05:44.100 --> 00:05:45.860]  你不要怕他們
[00:05:45.860 --> 00:05:48.140]  因為我與你同在
[00:05:48.140 --> 00:05:51.020]  要拯救你,這是耶和華說的
[00:05:51.020 --> 00:05:52.820]  不需要怕
[00:05:52.820 --> 00:05:54.580]  因為我與你同在
[00:05:54.580 --> 00:05:55.940]  你做先知不要怕
[00:05:55.940 --> 00:06:03.340]  給了很重要的一個安慰、一個肯定、一個應許給耶利米
[00:06:03.340 --> 00:06:07.900]  但是耶利米做先知答應了
[00:06:07.900 --> 00:06:09.700]  但是後來發覺
[00:06:09.700 --> 00:06:11.980]  我好像被騙了
[00:06:11.980 --> 00:06:13.780]  被騙上賊船一樣
[00:06:13.780 --> 00:06:18.060]  在我們剛才所讀的二十章剛剛開始的時候
[00:06:18.060 --> 00:06:22.900]  耶利米就是按照耶和華的吩咐去講預言
[00:06:22.900 --> 00:06:25.540]  當他講完預言之後
[00:06:25.540 --> 00:06:31.820]  就被聖殿的總管祭司巴斯胡爾毆打他
[00:06:33.220 --> 00:06:39.500]  然後就把耶利米鎖在聖殿北面的彼雅門那裡
[00:06:39.500 --> 00:06:46.380]  雖然第二天我們看到耶利米其實繼續向巴斯胡爾
[00:06:46.380 --> 00:06:48.860]  去宣講耶和華的話
[00:06:48.860 --> 00:06:51.780]  在二章三到六節那裡繼續這樣講
[00:06:51.780 --> 00:06:55.620]  但是由我們所讀的第七節開始
[00:06:55.620 --> 00:07:00.940]  我們馬上就看到耶利米立刻向耶和華去表達不滿
[00:07:01.220 --> 00:07:06.460]  「我終日成為笑柄,人人都戲弄我。」
[00:07:06.460 --> 00:07:10.620]  耶利米相信這個先知的積分
[00:07:10.620 --> 00:07:15.140]  是對他來說現在變成了一個很大的羞辱
[00:07:15.140 --> 00:07:18.180]  在八到十節的時候
[00:07:18.180 --> 00:07:21.060]  耶利米就否白他自己的內心世界
[00:07:21.060 --> 00:07:24.060]  他說「我每逢講話的時候,我哀嘆
[00:07:24.060 --> 00:07:26.660]  我喊叫有暴力和毀滅
[00:07:27.340 --> 00:07:32.460]  因為耶和華的話終日成了我的凌辱和羈辭
[00:07:32.460 --> 00:07:35.260]  我聽見許多的誹謗
[00:07:35.260 --> 00:07:37.420]  四處都是驚嚇
[00:07:37.420 --> 00:07:40.940]  連我知己朋友都看著我跌倒。」
[00:07:40.940 --> 00:07:46.220]  耶利米說「我恨不得不再提耶和華了
[00:07:46.220 --> 00:07:48.340]  不再奉祂的明講論了。」
[00:07:48.340 --> 00:07:52.820]  我們看到耶利米那種內心的掙扎
[00:07:52.820 --> 00:07:56.940]  他覺得面對一個這樣的世界
[00:07:56.940 --> 00:07:58.340]  這樣的外在環境
[00:07:58.340 --> 00:08:00.340]  很想得到一種解脫
[00:08:00.340 --> 00:08:03.460]  就是不再做先知
[00:08:03.460 --> 00:08:05.140]  不再講耶和華的說話了
[00:08:05.140 --> 00:08:09.220]  但是他內心又面對很大的那種的爭戰
[00:08:09.220 --> 00:08:12.020]  在第九節下半部他這樣說
[00:08:12.020 --> 00:08:17.580]  「我心裡便覺得似乎有燒著的火
[00:08:17.580 --> 00:08:19.580]  悶在我的骨中
[00:08:19.580 --> 00:08:21.860]  我忍受不住,不能自禁
[00:08:21.860 --> 00:08:26.060]  不想做,但是內心有一團火在燃燒著
[00:08:26.500 --> 00:08:29.180]  他面對的是那個外在的世界
[00:08:29.180 --> 00:08:31.180]  那個外在的環境
[00:08:31.180 --> 00:08:34.020]  而耶利米的形容是暴力
[00:08:34.020 --> 00:08:35.020]  是毀滅
[00:08:35.020 --> 00:08:35.780]  是凌辱
[00:08:35.780 --> 00:08:36.580]  是羈斥
[00:08:36.580 --> 00:08:37.500]  是毀謗
[00:08:37.500 --> 00:08:38.700]  和驚嚇
[00:08:38.700 --> 00:08:42.660]  他覺得我真的想劈炮
[00:08:42.660 --> 00:08:44.100]  不想再做了
[00:08:44.100 --> 00:08:48.220]  但是他內心又有另一團火在燃燒著
[00:08:48.220 --> 00:08:51.860]  他在一種這樣的拉扯掙扎裏面
[00:08:51.860 --> 00:08:54.100]  迫使他再去反思到底
[00:08:54.100 --> 00:08:56.100]  照明是甚麼一回事
[00:08:57.500 --> 00:08:58.860]  在這種拉扯裏面
[00:08:58.860 --> 00:09:00.060]  耶利米如何選擇呢?
[00:09:00.060 --> 00:09:01.260]  我們看到他說
[00:09:01.260 --> 00:09:03.980]  「我最後仍然是忍受不住
[00:09:03.980 --> 00:09:05.580]  我不能夠自禁
[00:09:05.580 --> 00:09:08.580]  我要繼續去為耶和華發聲」
[00:09:08.580 --> 00:09:11.860]  如果是這樣的時候
[00:09:11.860 --> 00:09:14.300]  他如何再一次去面對那個
[00:09:14.300 --> 00:09:16.300]  不似預期的世界呢?
[00:09:16.300 --> 00:09:23.660]  似乎耶利米只能夠再回想
[00:09:23.660 --> 00:09:26.340]  昔日耶和華的英許
[00:09:26.660 --> 00:09:27.900]  就是「同在」
[00:09:27.900 --> 00:09:30.380]  在第十一節我們看到
[00:09:30.380 --> 00:09:31.380]  「不風一轉」
[00:09:31.380 --> 00:09:32.500]  他就說
[00:09:32.500 --> 00:09:35.060]  「然而耶和華與我同在
[00:09:35.060 --> 00:09:37.380]  好像可怕的勇士」
[00:09:37.380 --> 00:09:41.420]  他用「可怕的勇士」去形容耶和華
[00:09:41.420 --> 00:09:45.500]  這個「可怕」是對著那班迫害他的人去說的
[00:09:45.500 --> 00:09:47.780]  因為他相信
[00:09:47.780 --> 00:09:49.620]  耶和華會與我同在
[00:09:49.620 --> 00:09:52.660]  所以你們這班迫害我的人
[00:09:52.660 --> 00:09:54.100]  你們會蒙羞的
[00:09:54.860 --> 00:09:57.380]  而他繼續再形容耶和華
[00:09:57.380 --> 00:09:59.540]  是一位考驗異人
[00:09:59.540 --> 00:10:03.820]  察看人肺腑心腸的萬鈞之耶和華
[00:10:03.820 --> 00:10:06.140]  所以沒錯
[00:10:06.140 --> 00:10:09.460]  耶利米很清楚自己正在面對痛苦
[00:10:09.460 --> 00:10:11.260]  正在面對掙扎
[00:10:11.260 --> 00:10:14.340]  但他知道耶和華是明白的
[00:10:14.340 --> 00:10:15.500]  他知道的
[00:10:15.500 --> 00:10:18.340]  然後他最後發出了讚美
[00:10:18.340 --> 00:10:21.860]  總之我們讀到這裡的時候
[00:10:21.860 --> 00:10:23.180]  表面上看來
[00:10:23.740 --> 00:10:26.500]  耶利米在經文裡面表達出來的是
[00:10:26.500 --> 00:10:28.140]  不滿、埋怨
[00:10:28.140 --> 00:10:32.220]  然後他變成了信靠和讚美
[00:10:32.220 --> 00:10:35.700]  我們看起來覺得很戲劇化
[00:10:35.700 --> 00:10:39.500]  為何短短的幾節會變得這麼快呢?
[00:10:39.500 --> 00:10:42.340]  如果我們同樣是
[00:10:42.340 --> 00:10:43.940]  好像耶利米一樣
[00:10:43.940 --> 00:10:46.020]  正在經歷那種掙扎
[00:10:46.020 --> 00:10:47.900]  那種發覺這個世界
[00:10:47.900 --> 00:10:49.820]  不像我們原來的想像
[00:10:52.100 --> 00:10:54.700]  我們當然不能夠
[00:10:54.700 --> 00:10:56.940]  很機械、公式化地去
[00:10:56.940 --> 00:10:59.180]  應用這段經文在我們的身上
[00:10:59.180 --> 00:11:01.980]  我們需要的是
[00:11:01.980 --> 00:11:04.660]  仍然真實地去面對
[00:11:04.660 --> 00:11:07.140]  裡面那種張力和拉扯
[00:11:07.140 --> 00:11:09.740]  當我們再看下去
[00:11:09.740 --> 00:11:10.980]  我們沒有讀到
[00:11:10.980 --> 00:11:12.900]  在十四到十八節的時候
[00:11:12.900 --> 00:11:14.700]  我們看到的是其實
[00:11:14.700 --> 00:11:17.340]  即使發出讚美之後的耶利米
[00:11:17.340 --> 00:11:21.340]  他繼續在詛咒自己的生日
[00:11:22.700 --> 00:11:24.980]  他認為自己死了好過了
[00:11:24.980 --> 00:11:26.580]  生不如死
[00:11:26.580 --> 00:11:32.500]  所以即使他肯定耶和華的同在
[00:11:32.500 --> 00:11:33.740]  耶和華的信實
[00:11:33.740 --> 00:11:39.620]  但是一切沒有馬上改變到
[00:11:39.620 --> 00:11:41.500]  那種外在的環境
[00:11:41.500 --> 00:11:43.580]  那個世界沒有變
[00:11:43.580 --> 00:11:46.060]  仍然是一個不似預期的世界
[00:11:46.060 --> 00:11:50.340]  仍然是耶利米繼續真實地去面對暴力
[00:11:50.340 --> 00:11:54.620]  毀滅欺凌、羈斥、毀謗和驚嚇
[00:11:54.620 --> 00:11:57.980]  但即使是這樣
[00:11:57.980 --> 00:12:00.740]  耶利米說我選擇
[00:12:00.740 --> 00:12:03.180]  我繼續堅持我的照明
[00:12:03.180 --> 00:12:06.020]  繼續去承受
[00:12:06.020 --> 00:12:12.100]  我繼續堅持照明而來的各種考驗和挑戰
[00:12:12.100 --> 00:12:15.540]  而讓耶利米可以繼續堅持下去的
[00:12:15.540 --> 00:12:18.940]  是去抓緊耶和華的同在
[00:12:19.700 --> 00:12:21.500]  那位萬鈞的耶和華
[00:12:21.500 --> 00:12:26.300]  耶利米好像在輕和重之間做選擇
[00:12:26.300 --> 00:12:28.900]  劈炮不做很輕鬆
[00:12:28.900 --> 00:12:31.980]  但是他做先知的時候
[00:12:31.980 --> 00:12:33.580]  又面對那份沉重
[00:12:33.580 --> 00:12:36.660]  那份很多很多的拉扯
[00:12:36.660 --> 00:12:40.180]  但他繼續說我堅持下去
[00:12:40.180 --> 00:12:43.380]  這個其實不是他的選擇
[00:12:43.380 --> 00:12:44.380]  而是他的堅持
[00:12:44.380 --> 00:12:47.260]  接下來在第二十一章
[00:12:47.260 --> 00:12:50.820]  我們看到耶和華的話又再一次臨到耶利米
[00:12:50.820 --> 00:12:52.740]  耶利米就遵命
[00:12:52.740 --> 00:12:57.340]  繼續去宣講耶路撒冷將會被毀的預言
[00:12:57.340 --> 00:13:01.900]  兄弟姐妹我們面對一個不似預期的世界
[00:13:01.900 --> 00:13:04.300]  先知都曾經想過放棄
[00:13:04.300 --> 00:13:06.700]  他想放棄這個照明
[00:13:06.700 --> 00:13:08.580]  或者我們可以說
[00:13:08.580 --> 00:13:12.020]  比放棄照明來得更加徹底的
[00:13:12.020 --> 00:13:15.260]  可以說是改變了自己
[00:13:16.140 --> 00:13:18.940]  完全跟這個世界去認同
[00:13:18.940 --> 00:13:22.380]  羅馬書第六章的經課
[00:13:22.380 --> 00:13:25.860]  保羅在處理基督徒的生活
[00:13:25.860 --> 00:13:30.420]  特別是基督徒怎樣繼續去面對罪的問題
[00:13:30.420 --> 00:13:32.420]  在第五章
[00:13:32.420 --> 00:13:35.060]  保羅處理了恩訊稱義的問題
[00:13:35.060 --> 00:13:37.860]  然後在第六章一開始的時候
[00:13:37.860 --> 00:13:39.820]  保羅就問
[00:13:39.820 --> 00:13:43.820]  他說如果恩訊稱義是恩典
[00:13:44.900 --> 00:13:47.460]  那麼基督徒是否可以繼續犯罪呢?
[00:13:47.460 --> 00:13:51.420]  我們是否可以繼續活在罪裡面
[00:13:51.420 --> 00:13:52.660]  去證明
[00:13:52.660 --> 00:13:54.860]  恩典是偉大的
[00:13:54.860 --> 00:13:57.300]  上帝的恩典是偉大的
[00:13:57.300 --> 00:13:58.460]  繼續寬恕我
[00:13:58.460 --> 00:14:01.020]  對於這個問題
[00:14:01.020 --> 00:14:03.580]  保羅的回答並不是說
[00:14:03.580 --> 00:14:05.260]  感謝主,真是好了
[00:14:05.260 --> 00:14:09.580]  保羅是斬釘切鐵地說
[00:14:09.580 --> 00:14:11.060]  斷乎不可
[00:14:11.060 --> 00:14:13.300]  絕對不可以
[00:14:14.700 --> 00:14:17.620]  為什麼保羅要拋出這個問題
[00:14:17.620 --> 00:14:21.500]  我們繼續犯罪去證明
[00:14:21.500 --> 00:14:24.500]  恩典是偉大的這個問題呢?
[00:14:24.500 --> 00:14:27.580]  是不是真的有基督徒這樣做呢?
[00:14:27.580 --> 00:14:30.140]  還是其實
[00:14:30.140 --> 00:14:32.220]  真實的情況是
[00:14:32.220 --> 00:14:35.820]  基督徒繼續面對罪惡的誘惑
[00:14:35.820 --> 00:14:37.100]  跌倒
[00:14:37.100 --> 00:14:40.460]  無法擺脫活在罪裡面的生活
[00:14:40.460 --> 00:14:44.580]  然後他們很想找一個更好的理由
[00:14:45.540 --> 00:14:46.180]  去
[00:14:46.180 --> 00:14:51.140]  去為自己去開脫
[00:14:51.140 --> 00:14:54.660]  我們看到原來保羅在處理的
[00:14:54.660 --> 00:14:57.820]  同樣是一個理想和現實之間的
[00:14:57.820 --> 00:14:59.180]  差距的問題
[00:14:59.180 --> 00:15:00.900]  現實是犯罪
[00:15:00.900 --> 00:15:03.140]  理想是救恩
[00:15:03.140 --> 00:15:06.100]  基督徒如何避免繼續
[00:15:06.100 --> 00:15:08.140]  陷在罪惡裡面呢?
[00:15:08.140 --> 00:15:11.220]  如果我們真的擺脫不了罪的時候
[00:15:11.500 --> 00:15:15.020]  是不是我們不如索性接納自己活在罪裡面
[00:15:15.020 --> 00:15:18.540]  這個是不是更加符合現實呢?
[00:15:18.540 --> 00:15:22.540]  然後我們繼續用上帝做理由去為自己站台
[00:15:22.540 --> 00:15:24.540]  上帝有恩典的
[00:15:24.540 --> 00:15:25.620]  我們感謝主
[00:15:25.620 --> 00:15:27.900]  是不是更加無懈可擊呢?
[00:15:27.900 --> 00:15:30.860]  沒錯,這種說法
[00:15:30.860 --> 00:15:35.420]  表面上好像是高舉或者肯定救恩和恩典
[00:15:35.420 --> 00:15:39.500]  但實際上保羅說這個是我們向罪去降服的
[00:15:39.980 --> 00:15:42.620]  我們會繼續成為罪的奴隸
[00:15:42.620 --> 00:15:48.140]  我們完全和這個罪惡的世界去認同
[00:15:48.140 --> 00:15:53.620]  保羅說我們每一個基督徒必須要肯定自己的身份
[00:15:53.620 --> 00:15:57.900]  這個是我們立志過的新生活的基礎
[00:15:57.900 --> 00:16:00.500]  每一個基督徒我們的生命
[00:16:00.500 --> 00:16:02.820]  要和耶穌基督連在一起
[00:16:02.820 --> 00:16:06.340]  我們每一個基督徒
[00:16:06.340 --> 00:16:08.220]  我們藉著洗禮
[00:16:08.900 --> 00:16:10.900]  我們已經歸入基督的死
[00:16:10.900 --> 00:16:13.660]  我們和基督一同埋葬
[00:16:13.660 --> 00:16:16.940]  然後成為了向罪死了的人
[00:16:16.940 --> 00:16:20.540]  如果我們說和基督同死
[00:16:20.540 --> 00:16:22.940]  同埋葬是已經發生了
[00:16:22.940 --> 00:16:25.220]  接下來保羅就說
[00:16:25.220 --> 00:16:28.780]  我們要繼續面對那個仍然未完全實現的
[00:16:28.780 --> 00:16:31.460]  就是和基督一同的復活
[00:16:31.460 --> 00:16:34.660]  這是一個將來的榮耀
[00:16:34.660 --> 00:16:37.700]  然後我們盼望這個將來的榮耀
[00:16:38.180 --> 00:16:41.500]  繼續去支撐著我們當下每一天的生活
[00:16:41.500 --> 00:16:44.420]  每一天去面對著罪惡的生活
[00:16:44.420 --> 00:16:46.980]  因為這份盼望
[00:16:46.980 --> 00:16:50.900]  我們可以宣告那個舊的我已經死了
[00:16:50.900 --> 00:16:54.380]  我們不會再做罪的奴隸
[00:16:54.380 --> 00:16:57.380]  我們的生命是可以
[00:16:57.380 --> 00:17:00.660]  去擺脫罪惡權勢的克制
[00:17:00.660 --> 00:17:05.580]  每一個基督徒的生命我們可以和基督同活
[00:17:06.500 --> 00:17:08.300]  在耶穌基督裏面
[00:17:08.300 --> 00:17:10.780]  保羅說我們是對上帝活的
[00:17:10.780 --> 00:17:13.940]  這個對著上帝活的意思其實是說
[00:17:13.940 --> 00:17:16.700]  我們每一個人的生命要向上帝負責
[00:17:16.700 --> 00:17:20.620]  我們不是讓罪惡成為我們的主人
[00:17:20.620 --> 00:17:23.260]  我們的主人是上主是上帝
[00:17:23.260 --> 00:17:28.020]  前一陣子因為疫情的緣故
[00:17:28.020 --> 00:17:30.740]  有時煲了很多劇
[00:17:30.740 --> 00:17:32.260]  不知道大家是否都是這樣
[00:17:34.380 --> 00:17:37.260]  其中看了一套台灣的電視劇
[00:17:37.260 --> 00:17:38.940]  《我們與惡的距離》
[00:17:38.940 --> 00:17:41.460]  其實很好看
[00:17:41.460 --> 00:17:45.580]  很深刻的是裏面說了關於人性真實的一面
[00:17:45.580 --> 00:17:48.020]  那位導演叫林君陽
[00:17:48.020 --> 00:17:49.900]  他接受訪問的時候是這樣說的
[00:17:49.900 --> 00:17:52.380]  我們每一個人都以為自己是好人
[00:17:52.380 --> 00:17:54.860]  但其實我們很多時候
[00:17:54.860 --> 00:17:57.380]  都有惡念而不自知
[00:17:57.380 --> 00:18:01.660]  有些人的惡念會展現出來
[00:18:03.020 --> 00:18:05.980]  但有些人的惡念是沒有的
[00:18:05.980 --> 00:18:09.980]  每個人的善念和惡念
[00:18:09.980 --> 00:18:13.860]  就主導了我們活在這個世界的面貌
[00:18:13.860 --> 00:18:16.660]  我相信我們作為基督徒
[00:18:16.660 --> 00:18:20.460]  我們應該對這位導演所說的話
[00:18:20.460 --> 00:18:21.740]  有很深的體會
[00:18:21.740 --> 00:18:25.100]  沒錯,我們的確活在一個罪惡的世界裏面
[00:18:25.100 --> 00:18:26.740]  我們作為基督徒
[00:18:26.740 --> 00:18:30.180]  我們很清楚知道我們絕對不是善的化身
[00:18:30.940 --> 00:18:34.500]  我們更加真實地去醒覺到罪惡的真實的一面
[00:18:34.500 --> 00:18:37.900]  就在這種善和惡的拉扯
[00:18:37.900 --> 00:18:39.940]  那種掙扎裏面
[00:18:39.940 --> 00:18:42.020]  但我們說我們仍然立志
[00:18:42.020 --> 00:18:44.620]  我們要做一個追求善的人
[00:18:44.620 --> 00:18:48.460]  保羅後來他真的說感謝主
[00:18:48.460 --> 00:18:52.300]  但當保羅說感謝主這句話之前
[00:18:52.300 --> 00:18:55.300]  其實他在《羅馬書》七章十八節那裏說
[00:18:55.300 --> 00:18:57.700]  他說「我立志為善
[00:18:58.380 --> 00:19:01.700]  由得我,只是行出來,由不得我」
[00:19:01.700 --> 00:19:03.580]  那種掙扎
[00:19:03.580 --> 00:19:06.180]  很想做好、做善,但做不到出來
[00:19:06.180 --> 00:19:09.180]  然後保羅說「我真苦啊
[00:19:09.180 --> 00:19:13.740]  誰可以救我脫離這個必死的身體呢?」
[00:19:13.740 --> 00:19:16.660]  接著保羅才說
[00:19:16.660 --> 00:19:20.180]  「感謝上帝,感謝主
[00:19:20.180 --> 00:19:23.500]  靠著我們的主耶穌基督就可以」
[00:19:25.220 --> 00:19:28.820]  那句感謝主是發自那種對生命的掙扎
[00:19:28.820 --> 00:19:30.900]  然後被上主的救恩
[00:19:30.900 --> 00:19:34.580]  去經歷那種改變、那種接納
[00:19:34.580 --> 00:19:36.620]  然後去發出來的
[00:19:36.620 --> 00:19:39.260]  沒錯,我們的確會體會到
[00:19:39.260 --> 00:19:43.140]  我們跟善和上帝的距離是很遠的
[00:19:43.140 --> 00:19:46.620]  我們跟惡之間的距離是很近的
[00:19:46.620 --> 00:19:52.020]  我們的出路是在於恩典
[00:19:52.020 --> 00:19:54.580]  恩順清兒的恩典
[00:19:55.380 --> 00:19:58.020]  唯有靠著基督的救恩
[00:19:58.020 --> 00:20:00.340]  我們才能夠面對我們自己
[00:20:00.340 --> 00:20:03.620]  我們仍然活在一個罪惡的世界裡
[00:20:03.620 --> 00:20:06.500]  我們仍然面對罪的誘惑
[00:20:06.500 --> 00:20:08.740]  我們會跌倒、要軟弱
[00:20:08.740 --> 00:20:11.580]  但我們要認清自己的身份
[00:20:11.580 --> 00:20:15.020]  我們不再是罪的奴隸
[00:20:15.020 --> 00:20:19.020]  我們的生命已經被主的補血救贖
[00:20:19.020 --> 00:20:21.460]  我們的生命要向上帝負責
[00:20:21.460 --> 00:20:24.540]  我們要跟主同活
[00:20:25.340 --> 00:20:28.540]  我們沒錯仍然在面對善和惡的交戰
[00:20:28.540 --> 00:20:30.380]  但我們要感恩
[00:20:30.380 --> 00:20:32.740]  因為我們可以倚靠上帝的力量
[00:20:32.740 --> 00:20:35.420]  幫助我們去克性罪惡
[00:20:35.420 --> 00:20:37.340]  去面對自己
[00:20:37.340 --> 00:20:40.340]  去盼望那個將來的榮耀
[00:20:40.340 --> 00:20:43.700]  沒錯,我們就是在面對一種這樣的理想
[00:20:43.700 --> 00:20:45.500]  和現實之間的矛盾
[00:20:45.500 --> 00:20:49.620]  我們活在一個原來不像我們所想像的
[00:20:49.620 --> 00:20:51.220]  預期的世界裡
