
[00:00:00.000 --> 00:00:03.900]  給予祝福是一件很重要的事
[00:04:12.200 --> 00:04:14.200]  我們可以廣泛一點去看
[00:04:14.200 --> 00:04:17.200]  就是社會上很多不公義
[00:04:17.200 --> 00:04:18.200]  很多問題
[00:04:18.200 --> 00:04:20.200]  領袖們一塌糊塗
[00:04:20.200 --> 00:04:21.200]  污衣彈刀
[00:04:21.200 --> 00:04:23.200]  整個國家很多暴力
[00:04:23.200 --> 00:04:28.200]  很多奇怪罪的事件發生
[00:04:28.200 --> 00:04:29.200]  但是在聖經這裡
[00:04:29.200 --> 00:04:33.200]  譯作罪孽這個孽字
[00:04:33.200 --> 00:04:34.200]  是什麼意思?
[00:04:34.200 --> 00:04:38.200]  有人知道孽字是什麼意思嗎?
[00:04:38.200 --> 00:04:40.200]  孽債聽過沒有?
[00:04:40.200 --> 00:04:42.200]  孽緣聽過沒有?
[00:04:42.200 --> 00:04:45.200]  風流孽緣
[00:04:45.200 --> 00:04:49.200]  風流一夜生出來的叫什麼?
[00:04:49.200 --> 00:04:52.200]  這個字不是這麼好聽吧?
[00:04:52.200 --> 00:04:55.200]  如果你在中國大陸做總經理
[00:04:55.200 --> 00:04:58.200]  他們不是經常叫你什麼種什麼種的?
[00:04:58.200 --> 00:04:59.200]  是不是?
[00:04:59.200 --> 00:05:03.200]  這裡有沒有人姓習的?
[00:05:03.200 --> 00:05:04.200]  如果你是姓習的
[00:05:04.200 --> 00:05:06.200]  你早上回去你會覺得很羞辱
[00:05:06.200 --> 00:05:10.200]  習總 習總 習總 習總
[00:05:10.200 --> 00:05:12.200]  當然了
[00:05:12.200 --> 00:05:13.200]  國內不是說廣東話
[00:05:13.200 --> 00:05:15.200]  是說國語的
[00:05:15.200 --> 00:05:16.200]  習字英文
[00:05:16.200 --> 00:05:18.200]  國語是什麼?
[00:05:18.200 --> 00:05:19.200]  更壞
[00:05:19.200 --> 00:05:21.200]  史總 史總 史總
[00:05:21.200 --> 00:05:22.200]  當然了
[00:05:22.200 --> 00:05:23.200]  我們是廣東人
[00:05:23.200 --> 00:05:25.200]  史總不會想這些的
[00:05:25.200 --> 00:05:27.200]  有沒有人姓葉?
[00:05:27.200 --> 00:05:28.200]  這裡說葉
[00:05:28.200 --> 00:05:29.200]  有沒有人姓葉?
[00:05:29.200 --> 00:05:30.200]  葉不要緊
[00:05:30.200 --> 00:05:32.200]  你在中國大陸做老總
[00:05:32.200 --> 00:05:35.200]  葉國瑜叫什麼?
[00:05:35.200 --> 00:05:37.200]  葉國瑜怎麼說?
[00:05:37.200 --> 00:05:41.200]  葉總 葉總 朝朝被人叫葉總
[00:05:41.200 --> 00:05:42.200]  你真厲害
[00:05:42.200 --> 00:05:43.200]  這個葉字
[00:05:43.200 --> 00:05:46.200]  國語不是讀葉的
[00:05:46.200 --> 00:05:48.200]  這個葉是最葉的葉
[00:05:48.200 --> 00:05:50.200]  有沒有人認識?
[00:05:50.200 --> 00:05:51.200]  瑪麗亞
[00:05:51.200 --> 00:05:52.200]  教我們煲冬瓜
[00:05:52.200 --> 00:05:54.200]  今天不是教煲冬瓜
[00:05:54.200 --> 00:05:56.200]  ne
[00:05:56.200 --> 00:05:58.200]  ne
[00:05:58.200 --> 00:06:00.200]  ne就是那些
[00:06:00.200 --> 00:06:01.200]  這個ne
[00:06:01.200 --> 00:06:03.200]  如果是說到那種邪惡
[00:06:03.200 --> 00:06:08.200]  那種風流的不是
[00:06:08.200 --> 00:06:09.200]  他們就會覺得
[00:06:09.200 --> 00:06:11.200]  這裡說的自己的罪孽
[00:06:11.200 --> 00:06:13.200]  是說第十三章
[00:06:13.200 --> 00:06:15.200]  第十三章的第一節
[00:06:15.200 --> 00:06:16.200]  它這裡怎麼說呢?
[00:06:16.200 --> 00:06:19.200]  它說從前以法年一說話
[00:06:19.200 --> 00:06:22.200]  人都戰驚
[00:06:22.200 --> 00:06:25.200]  他原在以色列中居高位
[00:06:25.200 --> 00:06:26.200]  後來
[00:06:26.200 --> 00:06:30.200]  但後來他在侍奉巴力犯了罪
[00:06:30.200 --> 00:06:32.200]  就死了
[00:06:32.200 --> 00:06:34.200]  這個罪孽
[00:06:34.200 --> 00:06:37.200]  聖經學者就覺得是說這個
[00:06:37.200 --> 00:06:39.200]  我們說過很多次了
[00:06:39.200 --> 00:06:41.200]  侍奉巴力這件事情
[00:06:41.200 --> 00:06:42.200]  侍奉巴力這件事情
[00:06:42.200 --> 00:06:44.200]  而這個騙譽
[00:06:44.200 --> 00:06:46.200]  或者還沒說這個騙譽之前
[00:06:46.200 --> 00:06:48.200]  它這裡說以前以法年一說話
[00:06:48.200 --> 00:06:50.200]  人就戰驚
[00:06:50.200 --> 00:06:53.200]  以法年就是代表以色列北角
[00:06:53.200 --> 00:06:54.200]  為什麼會用以法年
[00:06:54.200 --> 00:06:56.200]  去代表以色列的北角呢?
[00:06:56.200 --> 00:06:57.200]  就是他分了南北之後
[00:06:57.200 --> 00:06:59.200]  為什麼會代表北角呢?
[00:06:59.200 --> 00:07:02.200]  因為以法年的開國功臣
[00:07:02.200 --> 00:07:03.200]  所謂功臣
[00:07:03.200 --> 00:07:05.200]  那個叫做耶羅波安
[00:07:05.200 --> 00:07:09.200]  耶羅波安就是以法年支派的人
[00:07:09.200 --> 00:07:10.200]  所以
[00:07:10.200 --> 00:07:13.200]  他原在以色列居高位
[00:07:13.200 --> 00:07:16.200]  這個他當然不是說耶羅波安
[00:07:16.200 --> 00:07:18.200]  是說整個支派
[00:07:18.200 --> 00:07:21.200]  就是在北角最大的支派
[00:07:21.200 --> 00:07:22.200]  但後來這個支派
[00:07:22.200 --> 00:07:25.200]  侍奉巴力犯了罪
[00:07:25.200 --> 00:07:26.200]  就死了
[00:07:26.200 --> 00:07:27.200]  聖經就這麼說
[00:07:27.200 --> 00:07:29.200]  我們說回這個騙譽
[00:07:29.200 --> 00:07:30.200]  侍奉巴力
[00:07:30.200 --> 00:07:34.200]  侍奉巴力在舊約聖經出現過很多次
[00:07:34.200 --> 00:07:36.200]  不單只是舊約聖經
[00:07:36.200 --> 00:07:39.200]  在以色列人的歷史舞台當中
[00:07:39.200 --> 00:07:40.200]  都出現過無數次
[00:07:40.200 --> 00:07:43.200]  而每次他一出現這個騙譽
[00:07:43.200 --> 00:07:44.200]  侍奉巴力
[00:07:44.200 --> 00:07:46.200]  都有一個效應
[00:07:46.200 --> 00:07:48.200]  在以色列人的歷史裡面
[00:07:48.200 --> 00:07:50.200]  就是這個巴力效應
[00:07:50.200 --> 00:07:52.200]  就好像大時代的丁蟹的效應
[00:07:52.200 --> 00:07:53.200]  一出
[00:07:53.200 --> 00:07:55.200]  大家就知道是什麼事了
[00:07:55.200 --> 00:07:58.200]  他這個效應也一模一樣
[00:07:58.200 --> 00:08:01.200]  影響的不是當時的什麼股市
[00:08:01.200 --> 00:08:03.200]  但是影響的
[00:08:03.200 --> 00:08:07.200]  我們看到當侍奉巴力這件事一出現
[00:08:07.200 --> 00:08:12.200]  以色列人的靈命指數就大跌了
[00:08:12.200 --> 00:08:14.200]  我有兩個圖表
[00:08:14.200 --> 00:08:18.200]  都是說這個以色列人的靈命指數
[00:08:18.200 --> 00:08:19.200]  你猜一下
[00:08:19.200 --> 00:08:22.200]  以色列人的靈命指數
[00:08:22.200 --> 00:08:25.200]  是左邊那個還是右邊那個呢
[00:08:25.200 --> 00:08:26.200]  拜託
[00:08:26.200 --> 00:08:31.200]  巴力是什麼神來的
[00:08:31.200 --> 00:08:35.200]  巴力就是加南人的神
[00:08:35.200 --> 00:08:37.200]  這個以色列人
[00:08:37.200 --> 00:08:39.200]  還沒去巴南之前
[00:08:39.200 --> 00:08:42.200]  他們的靈命指數都OK的
[00:08:42.200 --> 00:08:46.200]  但是一進到加南
[00:08:46.200 --> 00:08:49.200]  靈命指數就開始大跌
[00:08:49.200 --> 00:08:51.200]  大跌
[00:08:51.200 --> 00:08:52.200]  最混亂
[00:08:52.200 --> 00:08:53.200]  進了加南之後
[00:08:53.200 --> 00:08:57.200]  我們叫什麼時期呢
[00:08:57.200 --> 00:08:59.200]  時蝨時期
[00:08:59.200 --> 00:09:00.200]  一進去就時蝨
[00:09:00.200 --> 00:09:01.200]  一時蝨的時候
[00:09:01.200 --> 00:09:05.200]  時蝨就不斷敬拜巴力
[00:09:05.200 --> 00:09:08.200]  靈命就不斷下跌
[00:09:08.200 --> 00:09:09.200]  下跌得很厲害
[00:09:09.200 --> 00:09:12.200]  但是跌到某一個位置
[00:09:12.200 --> 00:09:16.200]  最後那個時蝨是誰呢
[00:09:16.200 --> 00:09:19.200]  最後的時蝨是薩姆爾
[00:09:19.200 --> 00:09:20.200]  我繼續說下去
[00:09:20.200 --> 00:09:22.200]  但是現在這裏
[00:09:22.200 --> 00:09:25.200]  你覺得以色列人的靈命
[00:09:25.200 --> 00:09:27.200]  即是巴力效應是右邊那種
[00:09:27.200 --> 00:09:30.200]  是我右邊還是我左邊呢
[00:09:30.200 --> 00:09:32.200]  是我左邊是不是
[00:09:32.200 --> 00:09:33.200]  右邊那個不是
[00:09:33.200 --> 00:09:35.200]  右邊那個你知道是什麼
[00:09:35.200 --> 00:09:38.200]  S&P500嘛
[00:09:38.200 --> 00:09:40.200]  薩姆爾是最後
[00:09:40.200 --> 00:09:42.200]  總之薩姆爾
[00:09:42.200 --> 00:09:46.200]  那時候就把巴力這件事
[00:09:46.200 --> 00:09:48.200]  剷除了
[00:09:48.200 --> 00:09:51.200]  以致他在薩姆爾
[00:09:51.200 --> 00:09:53.200]  和大衛的時代
[00:09:53.200 --> 00:09:55.200]  他的靈命是升上去的
[00:09:55.200 --> 00:09:57.200]  是一直升上去的
[00:09:57.200 --> 00:09:59.200]  但是當然好景不常
[00:09:59.200 --> 00:10:00.200]  好景不常就是
[00:10:00.200 --> 00:10:02.200]  上次梁牧師也提到
[00:10:02.200 --> 00:10:04.200]  所羅門就娶了一些
[00:10:04.200 --> 00:10:05.200]  外邦的女子
[00:10:05.200 --> 00:10:06.200]  在他年老的時候
[00:10:06.200 --> 00:10:07.200]  而這些外邦女子
[00:10:07.200 --> 00:10:10.200]  是敬拜巴力的
[00:10:10.200 --> 00:10:12.200]  以致巴力就在這個
[00:10:12.200 --> 00:10:13.200]  以色列人出現
[00:10:13.200 --> 00:10:17.200]  然後國家又分裂了
[00:10:17.200 --> 00:10:19.200]  那你見到其實最右邊
[00:10:19.200 --> 00:10:20.200]  即是這邊
[00:10:20.200 --> 00:10:22.200]  那個是直插的
[00:10:22.200 --> 00:10:23.200]  直插
[00:10:23.200 --> 00:10:24.200]  那個是什麼事
[00:10:24.200 --> 00:10:26.200]  為什麼會直插呢
[00:10:26.200 --> 00:10:28.200]  有沒有人知道是什麼事
[00:10:28.200 --> 00:10:29.200]  國家分裂了
[00:10:29.200 --> 00:10:32.200]  就是二法聯 北角
[00:10:32.200 --> 00:10:34.200]  直插那段期間
[00:10:34.200 --> 00:10:36.200]  那個王叫做阿哈
[00:10:36.200 --> 00:10:39.200]  和耶洗別
[00:10:39.200 --> 00:10:44.200]  耶洗別是西頓王的女兒
[00:10:44.200 --> 00:10:46.200]  西頓王的名字叫做葛巴力
[00:10:46.200 --> 00:10:49.200]  因為他是巴力的粉絲
[00:10:49.200 --> 00:10:52.200]  他的女兒就敬拜巴力
[00:10:52.200 --> 00:10:54.200]  而在那段時間你又記得
[00:10:54.200 --> 00:10:55.200]  你看回聖經就知道了
[00:10:55.200 --> 00:10:58.200]  他追殺這個伊利亞
[00:10:58.200 --> 00:11:00.200]  即是在那裡
[00:11:00.200 --> 00:11:01.200]  在北角分開了
[00:11:01.200 --> 00:11:02.200]  他是北角直插的
[00:11:02.200 --> 00:11:04.200]  那個以色列的靈命
[00:11:04.200 --> 00:11:05.200]  可以說是
[00:11:05.200 --> 00:11:07.200]  簡直跌穿了
[00:11:07.200 --> 00:11:11.200]  跌穿了一開始的時候
[00:11:11.200 --> 00:11:15.200]  這個以色列人的靈命指數
[00:11:15.200 --> 00:11:17.200]  我們看到他最後
[00:11:17.200 --> 00:11:19.200]  就好像剛才那段經文所說
[00:11:19.200 --> 00:11:23.200]  二法聯本來是居高位
[00:11:23.200 --> 00:11:27.200]  但是因為侍奉巴力犯罪
[00:11:27.200 --> 00:11:28.200]  就死了
[00:11:28.200 --> 00:11:31.200]  國家就亡了
[00:11:31.200 --> 00:11:34.200]  當我去看回整個舊約
[00:11:34.200 --> 00:11:35.200]  當巴力
[00:11:35.200 --> 00:11:37.200]  侍奉巴力這件事一出現的時候
[00:11:37.200 --> 00:11:39.200]  他們的靈命一跌的時候
[00:11:39.200 --> 00:11:40.200]  對我們每一個人
[00:11:40.200 --> 00:11:42.200]  其實都有很多的反思
[00:11:42.200 --> 00:11:44.200]  那個反思是什麼呢
[00:11:44.200 --> 00:11:45.200]  就是你每一個人
[00:11:45.200 --> 00:11:47.200]  都有你自己的靈命指數
[00:11:47.200 --> 00:11:49.200]  無論你想住多久
[00:11:49.200 --> 00:11:52.200]  譬如我這些信主不算很久
[00:11:52.200 --> 00:11:55.200]  即是大概三十年左右
[00:11:55.200 --> 00:11:58.200]  我也有我的循環
[00:11:58.200 --> 00:12:01.200]  我也在想我的循環是怎樣的
[00:12:01.200 --> 00:12:04.200]  其實你有你的循環
[00:12:04.200 --> 00:12:05.200]  我也有的
[00:12:05.200 --> 00:12:07.200]  不過不知道現在能否看到
[00:12:07.200 --> 00:12:09.200]  我也說一下我的循環
[00:12:09.200 --> 00:12:11.200]  我的循環就是
[00:12:11.200 --> 00:12:13.200]  其實一開始我信主
[00:12:13.200 --> 00:12:15.200]  都挺好的
[00:12:15.200 --> 00:12:16.200]  挺熱心的
[00:12:16.200 --> 00:12:19.200]  我是一個挺熱心的基督徒
[00:12:19.200 --> 00:12:23.200]  很多弟兄姊妹都看好我
[00:12:23.200 --> 00:12:25.200]  我是升的
[00:12:25.200 --> 00:12:30.200]  突然間就跌了
[00:12:30.200 --> 00:12:33.200]  什麼原因跌了呢
[00:12:33.200 --> 00:12:35.200]  是不是因為認識了師母呢
[00:12:35.200 --> 00:12:36.200]  即是一拍拖
[00:12:36.200 --> 00:12:39.200]  你也知道基督徒的靈命是跌的
[00:12:39.200 --> 00:12:40.200]  反而不是
[00:12:40.200 --> 00:12:41.200]  我拍拖之後
[00:12:41.200 --> 00:12:43.200]  我是再升一級的
[00:12:43.200 --> 00:12:45.200]  挺好的
[00:12:45.200 --> 00:12:48.200]  真的我也強烈跌了一次
[00:12:48.200 --> 00:12:50.200]  就是我生了小朋友之後
[00:12:50.200 --> 00:12:53.200]  嘭嘭地生了兩個出來
[00:12:53.200 --> 00:12:54.200]  生完之後
[00:12:54.200 --> 00:12:56.200]  我覺得我自己的靈命開始
[00:12:56.200 --> 00:12:58.200]  不斷下跌
[00:12:58.200 --> 00:12:59.200]  倒退
[00:12:59.200 --> 00:13:01.200]  有些破產的感覺
[00:13:01.200 --> 00:13:04.200]  然後下面一直上上下下
[00:13:04.200 --> 00:13:06.200]  搞了很多年
[00:13:06.200 --> 00:13:07.200]  一直在搞很多年
[00:13:07.200 --> 00:13:10.200]  直到後來上帝
[00:13:10.200 --> 00:13:12.200]  去到很底了
[00:13:12.200 --> 00:13:13.200]  我都跌穿了
[00:13:13.200 --> 00:13:18.200]  跌穿了之前那個起點位
[00:13:18.200 --> 00:13:20.200]  接著上帝呼喚我
[00:13:20.200 --> 00:13:22.200]  叫我上來
[00:13:22.200 --> 00:13:24.200]  在那裡我要急轉彎
[00:13:24.200 --> 00:13:25.200]  接著讀了神學
[00:13:25.200 --> 00:13:29.200]  我看回我自己靈命的循環
[00:13:29.200 --> 00:13:31.200]  是跟這個以色列人不一樣
[00:13:31.200 --> 00:13:33.200]  但是其實我自己在上帝面前
[00:13:33.200 --> 00:13:34.200]  都去想一想
[00:13:34.200 --> 00:13:39.200]  有什麼效應讓我跌下去呢
[00:13:39.200 --> 00:13:41.200]  我不知道你的效應是什麼
[00:13:41.200 --> 00:13:43.200]  你的巴力效應是什麼
[00:13:43.200 --> 00:13:45.200]  我知道我下次的效應是什麼
[00:13:45.200 --> 00:13:49.200]  如果根據以前這個經驗的話
[00:13:49.200 --> 00:13:52.200]  我應該不會再生小朋友了
[00:13:52.200 --> 00:13:53.200]  可能有個孫子
[00:13:53.200 --> 00:13:54.200]  有個孫子的時候
[00:13:54.200 --> 00:13:56.200]  可能我又跌下去
[00:13:56.200 --> 00:13:57.200]  就是那些小孩子
[00:13:57.200 --> 00:13:59.200]  搞得我全部跌下去
[00:13:59.200 --> 00:14:00.200]  我經常賴他們
[00:14:00.200 --> 00:14:02.200]  這樣是不對的
[00:14:02.200 --> 00:14:05.200]  其實不單止我
[00:14:05.200 --> 00:14:06.200]  我相信
[00:14:06.200 --> 00:14:08.200]  很多弟兄
[00:14:08.200 --> 00:14:09.200]  很多姐妹都會
[00:14:09.200 --> 00:14:12.200]  隨著人生的季節的轉變
[00:14:12.200 --> 00:14:14.200]  總是會容易有時候感冒
[00:14:14.200 --> 00:14:18.200]  靈命會感冒
[00:14:18.200 --> 00:14:19.200]  我一個弟兄他也是
[00:14:19.200 --> 00:14:22.200]  他後來由單身變成有家室
[00:14:22.200 --> 00:14:24.200]  有兒女
[00:14:24.200 --> 00:14:25.200]  他也覺得自己
[00:14:25.200 --> 00:14:27.200]  好像那些以色列人一樣
[00:14:27.200 --> 00:14:28.200]  因為你看到這個以色列人
[00:14:28.200 --> 00:14:29.200]  最後那裡
[00:14:29.200 --> 00:14:31.200]  他跌穿了之後其實是什麼
[00:14:31.200 --> 00:14:32.200]  他亡國
[00:14:32.200 --> 00:14:33.200]  他是避老
[00:14:33.200 --> 00:14:34.200]  避老
[00:14:34.200 --> 00:14:37.200]  他覺得自己都好像避老一樣
[00:14:37.200 --> 00:14:40.200]  他覺得他的生命好像避老了
[00:14:40.200 --> 00:14:42.200]  直到他認識一個人
[00:14:42.200 --> 00:14:44.200]  那個人是誰呢
[00:14:44.200 --> 00:14:47.200]  是以色列人
[00:14:47.200 --> 00:14:49.200]  那個以色列人的鼻子很大
[00:14:49.200 --> 00:14:52.200]  這個以色列人叫做
[00:14:52.200 --> 00:14:53.200]  我不知道他叫什麼名字
[00:14:53.200 --> 00:14:55.200]  但是他好像現在那個總理
[00:14:55.200 --> 00:14:56.200]  那個總理叫做
[00:14:56.200 --> 00:14:59.200]  內塔尼亞胡
[00:14:59.200 --> 00:15:00.200]  之前那個總理
[00:15:00.200 --> 00:15:01.200]  不是現今那個
[00:15:01.200 --> 00:15:02.200]  就是那個內塔尼亞胡
[00:15:02.200 --> 00:15:04.200]  做了很久的總理
[00:15:04.200 --> 00:15:06.200]  他就問那個以色列朋友
[00:15:06.200 --> 00:15:12.200]  你是哪一個以色列支派
[00:15:12.200 --> 00:15:14.200]  那個人就告訴他
[00:15:14.200 --> 00:15:15.200]  你猜一下
[00:15:15.200 --> 00:15:17.200]  你猜一下是哪一個支派
[00:15:17.200 --> 00:15:19.200]  他猜了
[00:15:19.200 --> 00:15:20.200]  就是劉便
[00:15:20.200 --> 00:15:22.200]  你也認識12支派的
[00:15:22.200 --> 00:15:23.200]  可不可以說幾個出來
[00:15:23.200 --> 00:15:25.200]  劉便
[00:15:25.200 --> 00:15:26.200]  他說不是劉便
[00:15:26.200 --> 00:15:29.200]  那是不是西面
[00:15:29.200 --> 00:15:30.200]  不是西面
[00:15:30.200 --> 00:15:32.200]  他說了很多
[00:15:32.200 --> 00:15:34.200]  說多了12個
[00:15:34.200 --> 00:15:36.200]  但是都不中
[00:15:36.200 --> 00:15:38.200]  那是什麼原因呢
[00:15:38.200 --> 00:15:40.200]  什麼原因呢
[00:15:40.200 --> 00:15:41.200]  因為原來他不認識
[00:15:41.200 --> 00:15:44.200]  那些12支派的英文
[00:15:44.200 --> 00:15:45.200]  有問很熟悉的
[00:15:45.200 --> 00:15:47.200]  那些12支派的英文怎麼說
[00:15:47.200 --> 00:15:49.200]  劉便怎麼說
[00:15:49.200 --> 00:15:51.200]  他說劉便
[00:15:51.200 --> 00:15:54.200]  劉便當然不是
[00:15:54.200 --> 00:15:57.200]  是Ruben
[00:15:57.200 --> 00:15:58.200]  那他問
[00:15:58.200 --> 00:16:01.200]  那是不是西面
[00:16:01.200 --> 00:16:02.200]  他怎麼說呢
[00:16:02.200 --> 00:16:04.200]  他說是不是西面
[00:16:04.200 --> 00:16:06.200]  西面
[00:16:06.200 --> 00:16:08.200]  西面不是西面
[00:16:08.200 --> 00:16:09.200]  是Simeon
[00:16:09.200 --> 00:16:11.200]  是Simeon
[00:16:11.200 --> 00:16:12.200]  Simeon
[00:16:12.200 --> 00:16:13.200]  這裡有嗎
[00:16:13.200 --> 00:16:15.200]  我就感謝上帝
[00:16:15.200 --> 00:16:17.200]  然後他就隨便
[00:16:17.200 --> 00:16:18.200]  是不是馬來西亞
[00:16:18.200 --> 00:16:19.200]  隨便吧
[00:16:19.200 --> 00:16:21.200]  馬來西亞一點
[00:16:21.200 --> 00:16:22.200]  馬來西亞
[00:16:22.200 --> 00:16:23.200]  馬來西亞不是
[00:16:23.200 --> 00:16:25.200]  是什麼
[00:16:25.200 --> 00:16:26.200]  馬來西亞
[00:16:26.200 --> 00:16:27.200]  無論如何
[00:16:27.200 --> 00:16:28.200]  其實我們
[00:16:28.200 --> 00:16:30.200]  雖然我們是廣東人
[00:16:30.200 --> 00:16:32.200]  說廣州話
[00:16:32.200 --> 00:16:35.200]  但是英文我們都要學一下
[00:16:35.200 --> 00:16:36.200]  劉便
[00:16:36.200 --> 00:16:37.200]  通常呢
[00:16:37.200 --> 00:16:39.200]  這些我都讀得不對
[00:16:39.200 --> 00:16:40.200]  那怎麼樣呢
[00:16:40.200 --> 00:16:41.200]  我們通常都說
[00:16:41.200 --> 00:16:43.200]  我叫Wayne Siri
[00:16:43.200 --> 00:16:46.200]  我叫Wayne Siri
