
[00:00:00.000 --> 00:00:03.000]  各位來賓 主禮的弟兄姊妹 平安
[00:01:38.640 --> 00:01:43.440]  就是由阿伯拉罕一路講到去
[00:01:43.440 --> 00:01:50.640]  提到一代傳一代 去到大衛那個年代有14代
[00:01:50.640 --> 00:01:56.920]  由大衛去到以色列人 猶太人被擄去巴比倫又有14代
[00:01:56.920 --> 00:01:59.840]  接著又有另外那14代
[00:01:59.840 --> 00:02:05.360]  就來到主耶穌基督那個年代了
[00:02:05.360 --> 00:02:08.800]  中間有42個 14乘3 42個
[00:02:08.800 --> 00:02:13.680]  這個家譜裏面記載了42個男士
[00:02:13.680 --> 00:02:19.120]  又有4個女士 4個婦女
[00:02:19.120 --> 00:02:26.640]  這4個人物當中都彰顯了上帝的慈愛
[00:02:26.640 --> 00:02:31.320]  這個慈愛就是滿有因典 奇妙的因典
[00:02:31.320 --> 00:02:35.840]  神席著這些人 當中家譜上所提到的46人
[00:02:35.840 --> 00:02:43.520]  他們有猶太人 又有外邦人 又有男有女
[00:02:43.520 --> 00:02:48.120]  又有一幫聖經被稱為合神心意的兒人
[00:02:48.120 --> 00:02:52.680]  又有一些嚴重犯罪的作惡多端的罪人
[00:02:52.680 --> 00:02:55.480]  其實神的奇妙計劃真的很奇妙
[00:02:55.480 --> 00:03:02.000]  因為神往往藉著這幫不同背景的人
[00:03:02.000 --> 00:03:04.320]  去完成祂的計劃
[00:03:04.320 --> 00:03:08.880]  但是我們看到這個家譜裏面都指出了
[00:03:08.880 --> 00:03:11.840]  主耶穌基督就是大衛的子孫
[00:03:11.840 --> 00:03:19.480]  就是受告者尼塞亞 就是基督
[00:03:19.480 --> 00:03:22.240]  所以這個故事一開頭的時候
[00:03:22.240 --> 00:03:27.040]  在第16節那裏都提到有個很特別的經文
[00:03:27.040 --> 00:03:34.200]  我可以提到這個基督是從瑪利亞所生
[00:03:34.200 --> 00:03:36.800]  18節那裏又重複地提到
[00:03:36.800 --> 00:03:42.800]  他在主耶穌基督降生的時候 他的母親就是瑪利亞
[00:03:42.800 --> 00:03:48.560]  瑪利亞當時就已經是許配給了約瑟
[00:03:48.560 --> 00:03:52.320]  他還沒有迎娶回來的時候 他就懷了孕
[00:03:52.320 --> 00:03:54.080]  是聖靈懷了孕
[00:03:54.080 --> 00:04:00.240]  這個時候令到約瑟非常困難
[00:04:00.240 --> 00:04:04.120]  因為根據當時的文化背景
[00:04:04.120 --> 00:04:08.720]  當時的婚禮 他們很小的時候
[00:04:08.720 --> 00:04:14.120]  他的父母就在他兩夫婦孩童的時候
[00:04:14.120 --> 00:04:16.520]  已經定親了 跟他定親了
[00:04:16.520 --> 00:04:20.440]  這個男孩子跟這個女孩子已經定親
[00:04:20.440 --> 00:04:22.640]  將來會成為夫婦
[00:04:22.640 --> 00:04:26.920]  但是當他長大一點的時候
[00:04:26.920 --> 00:04:33.360]  就進入了從定親這個階段到定婚這個階段
[00:04:33.360 --> 00:04:39.920]  他們的女方就可以解除定親的時候那個約
[00:04:39.920 --> 00:04:42.000]  給他們一個機會就退出
[00:04:42.000 --> 00:04:46.440]  但是如果一定了婚 就有一年的期間
[00:04:46.440 --> 00:04:52.360]  他們一年之後就會成婚 就會結婚
[00:04:52.360 --> 00:04:56.000]  正式地完成這個婚姻的步驟
[00:04:56.000 --> 00:04:59.000]  這個故事就是發生在當時
[00:04:59.000 --> 00:05:02.960]  他們剛剛已經定了婚 去到第二個階段
[00:05:02.960 --> 00:05:07.920]  我們心裡看到 約瑟當然是很興奮
[00:05:07.920 --> 00:05:13.360]  有一個妻子 我們有婚姻出現了
[00:05:13.360 --> 00:05:16.640]  好像我們現在的時候 我們定婚的時候
[00:05:16.640 --> 00:05:21.360]  接著就會有結婚的典禮一樣
[00:05:21.360 --> 00:05:24.560]  這個情況是一個非常興奮的事情
[00:05:24.560 --> 00:05:28.280]  但是他有一個困難 當瑪麗亞告訴他
[00:05:28.280 --> 00:05:31.200]  他自己懷了孕的時候
[00:05:33.680 --> 00:05:38.080]  這個所謂的好像晴天霹靂一樣
[00:05:38.080 --> 00:05:42.040]  瑪麗亞自己知道自己懷了孕 他都很害怕
[00:05:42.040 --> 00:05:45.120]  我們在《路加福音》那裡提到
[00:05:45.120 --> 00:05:48.000]  瑪麗亞的天使跟他說 不要怕
[00:05:48.000 --> 00:05:51.040]  在第一章30至35節
[00:05:51.040 --> 00:05:54.800]  天使跟瑪麗亞對他的說話 叫他不要怕
[00:05:54.800 --> 00:05:59.200]  因為他被揀選了聖靈懷孕
[00:05:59.200 --> 00:06:02.160]  他會生一個兒子出來
[00:06:02.160 --> 00:06:06.640]  當瑪麗亞跟約瑟分享這件事情的時候
[00:06:06.640 --> 00:06:10.640]  約瑟有個困難在當中
[00:06:10.640 --> 00:06:12.880]  他不知道怎麼算好
[00:06:12.880 --> 00:06:17.480]  因為知道這個明明是個喜事
[00:06:17.480 --> 00:06:22.720]  為什麼未婚妻就會懷了孕呢?
[00:06:22.720 --> 00:06:30.560]  明明這個兒子 這個嬰孩就不是自己的孩子
[00:06:30.560 --> 00:06:35.160]  他怎麼可以接受這件事情呢?
[00:06:35.160 --> 00:06:45.000]  所以他暗暗的想休了瑪麗亞
[00:06:45.000 --> 00:06:47.760]  他不想傷害到她
[00:06:47.760 --> 00:06:51.800]  因為根據當時的習俗 猶太人的習俗
[00:06:51.800 --> 00:06:57.840]  這個是在訂婚期間懷孕的
[00:06:57.840 --> 00:07:01.400]  就是一個淫婦的行為
[00:07:01.400 --> 00:07:05.600]  就會在生命的舊約的教導就說
[00:07:05.600 --> 00:07:10.000]  就會將他在城門上用石頭打死
[00:07:10.000 --> 00:07:13.200]  約瑟就不忍心看到這個情況出現
[00:07:13.200 --> 00:07:16.200]  所以就會在暗暗裡面深想
[00:07:16.200 --> 00:07:18.440]  好不好將他休了
[00:07:18.440 --> 00:07:22.040]  不要在眾人面前將他羞辱
[00:07:22.040 --> 00:07:24.920]  這個是非常大的掙扎
[00:07:24.920 --> 00:07:26.840]  明明是一件喜事
[00:07:26.840 --> 00:07:32.520]  為什麼會變成一件這麼悲痛的事情呢?
[00:07:32.520 --> 00:07:35.960]  但是這一刻 他就神
[00:07:35.960 --> 00:07:38.520]  就再次派他的天使、他的使者
[00:07:38.520 --> 00:07:41.920]  在約瑟的夢中去顯現
[00:07:41.920 --> 00:07:45.280]  跟他這麼說 大衛的至孫約瑟
[00:07:45.280 --> 00:07:49.640]  不要怕 儘管娶你的妻子瑪麗亞回來
[00:07:49.640 --> 00:07:53.640]  因為她所懷的人是從聖靈而來的
[00:07:53.640 --> 00:07:56.400]  雖然不是從你而來 從約瑟而來
[00:07:56.400 --> 00:08:01.200]  但這個是神的兒子 是從聖靈而來
[00:08:01.200 --> 00:08:03.480]  這裏是強調了
[00:08:03.480 --> 00:08:08.120]  同女懷孕所生的主耶穌基督的降生
[00:08:08.120 --> 00:08:11.600]  這個是不是約瑟所生的兒子?
[00:08:11.600 --> 00:08:15.240]  約瑟是瑪麗亞的丈夫
[00:08:15.240 --> 00:08:17.920]  就好像在第16節所提到
[00:08:17.920 --> 00:08:22.040]  主耶穌基督是從瑪麗亞所生
[00:08:22.040 --> 00:08:25.880]  瑪麗亞的丈夫是約瑟
[00:08:25.880 --> 00:08:28.320]  這個不是約瑟所生的兒子
[00:08:28.320 --> 00:08:30.120]  這個是神的兒子
[00:08:30.120 --> 00:08:35.520]  瑪麗亞和約瑟都是大衛家的家譜裏面
[00:08:35.520 --> 00:08:38.120]  我們可以從《路加夫音》三章的時候
[00:08:38.120 --> 00:08:41.360]  看到瑪麗亞的家譜和約瑟的家譜
[00:08:41.360 --> 00:08:43.440]  有時我們讀經的時候
[00:08:43.440 --> 00:08:46.040]  為什麼這兩個家譜又不同的呢?
[00:08:46.040 --> 00:08:48.440]  是不是聖經出錯了呢?其實不是
[00:08:48.440 --> 00:08:51.600]  一個是瑪麗亞的家譜 一個是約瑟的家譜
[00:08:51.600 --> 00:08:57.840]  它們都是出於猶大那裏出來的
[00:08:57.840 --> 00:09:00.360]  猶大的後裔
[00:09:00.360 --> 00:09:03.080]  所以聖經那裏都提到
[00:09:03.080 --> 00:09:07.520]  這個尼塞亞就是由猶大家而出
[00:09:07.520 --> 00:09:11.400]  我們在《創世紀》三章第15節的時候
[00:09:11.400 --> 00:09:14.200]  我們都看到尼塞亞
[00:09:14.200 --> 00:09:17.480]  預表了尼塞亞是女子所生
[00:09:17.480 --> 00:09:19.560]  22章18節那裏提到
[00:09:19.560 --> 00:09:22.880]  這個尼塞亞是阿伯拉罕的後裔
[00:09:22.880 --> 00:09:26.680]  去到49章的時候
[00:09:26.680 --> 00:09:29.480]  當猶大接受祝福的時候
[00:09:29.480 --> 00:09:34.120]  都提到猶大的支派會出一個尼塞亞
[00:09:34.120 --> 00:09:37.360]  這個受告者是拯救以色列民
[00:09:37.360 --> 00:09:40.720]  所以這裏的夢裏面就清楚提到
[00:09:40.720 --> 00:09:45.720]  原來這個就是尼塞亞的預表
[00:09:45.720 --> 00:09:49.240]  天使叫約瑟千萬不要怕
[00:09:49.240 --> 00:09:58.080]  不用怕 你儘管去繼續去完成
[00:09:58.080 --> 00:10:02.040]  這是神的旨意在當中
[00:10:02.040 --> 00:10:05.960]  說馬尼亞將會生一個兒子
[00:10:05.960 --> 00:10:11.520]  這個兒子約瑟你要給他起名為耶穌
[00:10:11.520 --> 00:10:16.080]  因為這個兒子 這個神的兒子
[00:10:16.080 --> 00:10:19.720]  就是拯救百姓
[00:10:19.720 --> 00:10:25.240]  在從罪惡中拯救出來這位的人
[00:10:25.240 --> 00:10:32.240]  就是拯救出來的人的使命在當中
[00:10:32.240 --> 00:10:39.040]  他們當時猶太人活在困苦壓迫之下
[00:10:39.040 --> 00:10:41.280]  眼前好像無公義一樣
[00:10:41.280 --> 00:10:44.480]  我們看到他在羅馬政權之下
[00:10:44.480 --> 00:10:51.000]  在希律王的統治 他們被受壓迫
[00:10:51.000 --> 00:10:54.880]  他們這樣的罪 在這些環境裏面
[00:10:54.880 --> 00:10:58.080]  人人所犯的罪 就算他們自己
[00:10:58.080 --> 00:11:00.760]  我們人所犯的罪 都是藉著
[00:11:00.760 --> 00:11:04.720]  主耶穌基督而得到成就 釋放出來
[00:11:04.720 --> 00:11:08.040]  我們看回詩篇的時候
[00:11:08.040 --> 00:11:11.040]  詩篇130篇第8節那裏提到
[00:11:11.040 --> 00:11:16.320]  「他必救贖以色列 脫離一切的罪孽」
[00:11:16.320 --> 00:11:21.120]  這個主耶穌基督的降生 是救恩的開始
[00:11:21.120 --> 00:11:23.760]  我們知道主耶穌基督的降生
[00:11:23.760 --> 00:11:26.440]  是來為我們的罪而受死
[00:11:26.440 --> 00:11:30.520]  使我們從罪中拯救出來
[00:11:30.520 --> 00:11:37.160]  所以約瑟啊 你要為你的兒子起名為耶穌
[00:11:37.160 --> 00:11:38.880]  天使就這樣跟他說
[00:11:38.880 --> 00:11:47.360]  這一切的事情 是為要應驗主直先之所說的話
[00:11:47.360 --> 00:11:52.400]  神藉著以塞亞在主耶穌降生之前
[00:11:52.400 --> 00:11:54.840]  大約七、八年 已經應許了
[00:11:54.840 --> 00:12:00.880]  說「必有同女懷人生子 人要稱他為爾瑪萊尼」
[00:12:00.880 --> 00:12:04.640]  意思就是神與我們同在
[00:12:04.640 --> 00:12:06.960]  這個是何等大的奇妙呢?
[00:12:06.960 --> 00:12:12.240]  因為大家都知道 神居然寫尊降貴的來到我們當中
[00:12:12.240 --> 00:12:15.520]  道成肉身 住在我們中間
[00:12:15.520 --> 00:12:18.160]  這個是何等奇妙的事情
[00:12:18.160 --> 00:12:25.120]  爾瑪萊尼 神與我們同在
[00:12:25.120 --> 00:12:31.120]  這個就是應驗了同女懷人生子爾瑪萊尼的預言
[00:12:31.120 --> 00:12:37.200]  這個成就了以塞亞先知所說的話
[00:12:37.200 --> 00:12:41.760]  當約瑟發完夢 醒來的時候 他怎麼做呢?
[00:12:41.760 --> 00:12:49.120]  他聽得清楚 聽到這個是神藉著天使在夢中跟他說話
[00:12:49.120 --> 00:12:52.680]  他當然明白 《舊約聖經》是一個疑人
[00:12:52.680 --> 00:12:57.480]  他是遵從主耶穌基督的 遵從耶和華神的教導
[00:12:57.480 --> 00:12:59.920]  是跟從神的一個疑人
[00:12:59.920 --> 00:13:03.200]  他一定是熟讀《聖經》的
[00:13:03.200 --> 00:13:05.400]  他就聽到這個的吩咐
[00:13:05.400 --> 00:13:14.880]  他就知道了一定要娶妻子瑪利亞過來
[00:13:14.880 --> 00:13:20.240]  但是他明白到 這個是神的計劃
[00:13:20.240 --> 00:13:25.280]  他娶了回來 直到主耶穌基督出生的時候
[00:13:25.280 --> 00:13:27.040]  他都沒有去同房
[00:13:27.040 --> 00:13:32.520]  直到主耶穌基督出來的時候 他就把這個嬰孩起名為耶穌
[00:13:32.520 --> 00:13:39.160]  跟從天使的命令
[00:13:39.160 --> 00:13:42.520]  耶穌是一個希臘文
[00:13:42.520 --> 00:13:51.120]  猶太文就是約書亞 耶和華是救恩的意思
[00:13:51.120 --> 00:13:54.080]  當我們看到這裡的時候
[00:13:54.080 --> 00:13:58.560]  這個故事其實真是一個神蹟
[00:13:58.560 --> 00:14:04.520]  神居然藉著瑪利亞 道成肉身
[00:14:04.520 --> 00:14:06.960]  主耶穌基督降生了
[00:14:06.960 --> 00:14:13.920]  祂的身份是猶太人所等待的尼徐亞 受高者等待的王
[00:14:13.920 --> 00:14:20.360]  祂是大衛之派所出來的 是正式的君王身份
[00:14:20.360 --> 00:14:24.520]  但是祂跟其他加普宗裏面的君王的身份
[00:14:24.520 --> 00:14:28.240]  加普宗裏面的人物是非常不同的
[00:14:28.240 --> 00:14:32.680]  因為祂藉著聖靈懷孕 祂是神的兒子
[00:14:32.680 --> 00:14:35.080]  祂是君王 祂是神的兒子
[00:14:35.080 --> 00:14:38.720]  還有祂是住在我們中間的
[00:14:38.720 --> 00:14:41.680]  祂道成肉身之後 住在我們當中
[00:14:41.680 --> 00:14:47.600]  使我們能夠去認識祂 認識我們的神
[00:14:47.600 --> 00:14:51.680]  所以在這個主耶穌基督的身份當中
[00:14:51.680 --> 00:14:54.880]  我們可以有兩個的回應
[00:14:54.880 --> 00:14:57.400]  我們真的要認定主耶穌基督
[00:14:57.400 --> 00:15:02.040]  是引導我們走出困苦的救助
[00:15:02.040 --> 00:15:06.120]  就好像我們蓋房子一樣
[00:15:06.120 --> 00:15:09.520]  工作人員下面都有個安全網
[00:15:09.520 --> 00:15:13.600]  我們的安全感從哪裡來呢?
[00:15:13.600 --> 00:15:16.480]  我們的安全感 我們在困難當中
[00:15:16.480 --> 00:15:18.480]  我們現在在疫情當中
[00:15:18.480 --> 00:15:20.680]  這個是我們有疫苗可以打的
[00:15:20.680 --> 00:15:22.880]  這個是很奇妙的事情
[00:15:22.880 --> 00:15:26.800]  我們的安全感 有疫苗感到安全
[00:15:26.800 --> 00:15:29.960]  但是我們的生命裏面
[00:15:29.960 --> 00:15:32.680]  一個永恆不變的安全網
[00:15:32.680 --> 00:15:36.000]  我們的安全感來自哪裡呢?
[00:15:36.000 --> 00:15:38.880]  是不是我們的房屋
[00:15:38.880 --> 00:15:42.480]  有多少棟收租的樓宇呢?
[00:15:42.480 --> 00:15:44.160]  有多少的儲蓄
[00:15:44.160 --> 00:15:47.200]  又或者有多好的一份政府工
[00:15:47.200 --> 00:15:49.200]  或者一頓鐵飯碗呢?
[00:15:49.200 --> 00:15:52.960]  其實我們每個人的生活裏面
[00:15:52.960 --> 00:15:59.960]  都有感覺到一些需要來填補的
[00:15:59.960 --> 00:16:02.800]  就算老人家一樣 都有一些平安鐘
[00:16:02.800 --> 00:16:05.000]  有什麼事就可以喊救命
[00:16:05.000 --> 00:16:10.440]  這個就是我們的安全感是來自哪裡呢?
[00:16:10.440 --> 00:16:13.160]  就是來自主耶穌基督
[00:16:13.160 --> 00:16:17.480]  主耶穌基督在這個故事告訴我們
[00:16:17.480 --> 00:16:19.480]  主耶穌基督來的意思
[00:16:19.480 --> 00:16:24.440]  來的目的就是把我們從困苦中拯救出來
[00:16:24.440 --> 00:16:27.480]  我們真的要認定這個真理
[00:16:27.480 --> 00:16:34.840]  我們要明白到很多時候我們的家庭裏面
[00:16:34.840 --> 00:16:37.720]  我們往往有很多的困難
[00:16:37.720 --> 00:16:43.040]  職場上面 雖然兩夫婦都可能是基督徒
[00:16:43.040 --> 00:16:45.560]  但是都會有爭執的時候
[00:16:45.560 --> 00:16:48.320]  疫情更加令到這個情況加劇
[00:16:48.320 --> 00:16:50.800]  經濟有壓力
[00:16:50.800 --> 00:16:53.920]  兩夫婦留在家裏工作
[00:16:53.920 --> 00:16:57.160]  無論經濟壓力 相處有磨擦都好
[00:16:57.160 --> 00:17:01.240]  都會導致我們有很大的互相爭拗
[00:17:01.240 --> 00:17:05.520]  互相在抨擊大家
[00:17:05.520 --> 00:17:07.120]  就算在職場上面都有
[00:17:07.120 --> 00:17:10.480]  在網上工作會有很多的誤會
[00:17:10.480 --> 00:17:14.520]  基督徒的同事也好 非基督徒也好
[00:17:14.520 --> 00:17:17.960]  我們都要雙方在困難當中
[00:17:17.960 --> 00:17:21.120]  雙方都要一起回到神的面前
[00:17:21.120 --> 00:17:25.160]  我們藉著禱告去尋求神的心意
[00:17:25.160 --> 00:17:28.080]  我們接下來這一年的新的一年
[00:17:28.080 --> 00:17:31.440]  我鼓勵在座的弟兄姊妹
[00:17:31.440 --> 00:17:33.960]  我們一起去納智
[00:17:33.960 --> 00:17:35.960]  有個讀經的計劃 好不好?
[00:17:35.960 --> 00:17:38.840]  我們有透過禱告 透過讀經
[00:17:38.840 --> 00:17:42.360]  查經 靈修 去明白神的心意
[00:17:42.360 --> 00:17:45.920]  因為神就是主耶穌基督
[00:17:45.920 --> 00:17:50.320]  就是引領我們走出困苦的救主
[00:17:50.320 --> 00:17:55.240]  在約翰福音第七章這樣對我們說
[00:17:55.240 --> 00:17:56.640]  主耶穌這樣說
[00:17:56.640 --> 00:18:00.800]  你們若認識我 也就認識我的父
[00:18:00.800 --> 00:18:03.240]  從今以後你們認識他
[00:18:03.240 --> 00:18:05.240]  並且已經看見他
[00:18:05.240 --> 00:18:08.560]  我們認識耶穌 就認識我們的神
[00:18:08.560 --> 00:18:10.040]  你要求父
[00:18:10.040 --> 00:18:14.440]  祂就會另外派你一位保衛師
[00:18:14.440 --> 00:18:15.960]  這個就是聖靈
[00:18:15.960 --> 00:18:20.400]  叫祂永遠與你們同在
[00:18:20.400 --> 00:18:24.360]  神 主耶穌基督已經降生
[00:18:24.360 --> 00:18:26.880]  為我們罪受死 拯救了我們
[00:18:26.880 --> 00:18:28.400]  祂已經回到天家了
[00:18:28.400 --> 00:18:31.560]  去到天父神的旁邊
[00:18:31.560 --> 00:18:35.240]  祂同時又派了一個聖靈 一個保衛師
[00:18:35.240 --> 00:18:37.920]  在我們繼續這樣去藉著聖靈
[00:18:37.920 --> 00:18:39.760]  與我們同在
[00:18:39.760 --> 00:18:42.680]  所以我們一定要透過禱告
[00:18:42.680 --> 00:18:45.600]  透過認識 讀經 靈修 去繼續認識神
[00:18:45.600 --> 00:18:49.160]  我們當中有冒到的朋友
[00:18:49.160 --> 00:18:51.400]  今天是一個很特別的安排
[00:18:51.400 --> 00:18:52.400]  是神的安排
[00:18:52.400 --> 00:18:54.960]  來到我們當中一起去聽
[00:18:54.960 --> 00:18:57.840]  這個耶穌降生的故事
[00:18:57.840 --> 00:19:02.520]  求神你真是 求神你憐憫你們
[00:19:02.520 --> 00:19:04.040]  使你們明白
[00:19:04.040 --> 00:19:08.920]  雖然我們好像虐待一個人的疑人也好
[00:19:08.920 --> 00:19:11.920]  做事對得起天 對得起地
[00:19:11.920 --> 00:19:18.120]  我們很多時候自稱為一個疑人
[00:19:18.120 --> 00:19:23.120]  但是我們心裡面有一種缺陷的地方
[00:19:23.120 --> 00:19:26.120]  我們往往可能會靠自己的能力
[00:19:26.120 --> 00:19:33.160]  但是我們不能夠完全符合神的要求
[00:19:33.160 --> 00:19:36.440]  只有藉著主耶穌基督
[00:19:36.440 --> 00:19:43.200]  使我們能夠在神面前坦然無懼
[00:19:43.200 --> 00:19:49.160]  我們不能達到神的標準的時候
[00:19:49.160 --> 00:19:50.520]  我們所犯的罪
[00:19:50.520 --> 00:19:53.680]  藉著主耶穌基督的補血為我們洗淨
[00:19:53.680 --> 00:19:57.080]  所以聖誕節是一個救恩的開始
[00:19:57.080 --> 00:20:00.600]  我盼望今天這個聖誕節的期間
[00:20:00.600 --> 00:20:03.440]  成為你得到重生的機會
[00:20:03.440 --> 00:20:06.840]  是你成為一個宿命上的生日
[00:20:06.840 --> 00:20:13.120]  我們為此而為你禱告
[00:20:13.120 --> 00:20:14.600]  《約翰福音》繼續這樣說
[00:20:14.600 --> 00:20:17.680]  這個聖靈使我們認識真理
[00:20:17.680 --> 00:20:24.320]  就是「因祂常在,你們同在,也要在你們裡面」
[00:20:24.320 --> 00:20:27.640]  如果你接受到主耶穌基督的救恩的話
[00:20:27.640 --> 00:20:31.360]  基督的福音的信息的話 聖靈就會來到你當中
[00:20:31.360 --> 00:20:35.280]  來到你心裡面 就會一直成為你的保衛線
[00:20:35.280 --> 00:20:43.200]  一直引導你 變成你走出困苦的救主
[00:20:43.200 --> 00:20:46.240]  我們看第二個重點就是
[00:20:46.240 --> 00:20:51.400]  我們既然認定了耶穌是引領我們走出困苦的救主
[00:20:51.400 --> 00:20:59.000]  我們進一步就是要願意遵從祂吩咐我們的去過生活
[00:20:59.000 --> 00:21:04.800]  我們在座的弟兄姊妹
[00:21:04.800 --> 00:21:10.720]  你願不願意跟從神的話語去過生活呢?
[00:21:10.720 --> 00:21:15.080]  願不願意被神的道 祂的真理
[00:21:15.080 --> 00:21:17.760]  被祂改變我們的生命呢?
[00:21:17.760 --> 00:21:20.080]  改變我們的生活態度
[00:21:20.080 --> 00:21:24.560]  改變我們的心態 做事、處事的心態
[00:21:24.560 --> 00:21:28.080]  我們每個人與生俱來就有缺陷
[00:21:28.080 --> 00:21:34.200]  思想上面、感情上面 有個人的性格
[00:21:34.200 --> 00:21:40.840]  但是往往都未必能夠去合乎神的心意
[00:21:40.840 --> 00:21:44.120]  我們兩夫婦的話 成為夫婦
[00:21:44.120 --> 00:21:46.160]  有妻子、有配偶的時候
[00:21:46.160 --> 00:21:51.280]  神就安排了另一半給我們 大家去磨合、結合
[00:21:51.280 --> 00:21:54.280]  站在一起 一同去侍奉神
[00:21:54.280 --> 00:21:58.120]  一同去過聖潔的生活 去榮耀主
[00:21:58.120 --> 00:21:59.560]  榮耀主耶穌基督
[00:21:59.560 --> 00:22:00.920]  我們在生活上面
[00:22:00.920 --> 00:22:04.760]  真的要與配偶一同去榮耀神
[00:22:04.760 --> 00:22:09.320]  我們當中可能有配偶過身了
[00:22:09.320 --> 00:22:10.840]  又或者有單身的
[00:22:10.840 --> 00:22:14.160]  但是神依然都會與你同在的
[00:22:14.160 --> 00:22:16.920]  因為這個是神的英雄
[00:22:16.920 --> 00:22:19.720]  因為是聖靈與大家同在
[00:22:19.720 --> 00:22:23.840]  你願不願意繼續被神去塑造我們呢?
[00:22:23.840 --> 00:22:25.920]  改變我們以前的舊我
[00:22:25.920 --> 00:22:28.520]  還有一些情慾上的壞習慣
[00:22:28.520 --> 00:22:31.600]  或者是肉體上的壞習慣
[00:22:31.600 --> 00:22:33.440]  我們的不完美
[00:22:33.440 --> 00:22:35.560]  我們真的要跟隨神的話語
[00:22:35.560 --> 00:22:38.160]  去過一個更新的生活
[00:22:38.160 --> 00:22:40.080]  過一個不同的生活
[00:22:40.080 --> 00:22:41.600]  好像藥室那樣
[00:22:41.600 --> 00:22:43.240]  藥室聽到神的話語
[00:22:43.240 --> 00:22:44.680]  透過天使跟祂說
[00:22:44.680 --> 00:22:46.400]  祂就去遵從了
[00:22:46.400 --> 00:22:48.560]  祂沒有猶豫
[00:22:48.560 --> 00:22:49.640]  沒有猶豫說
[00:22:49.640 --> 00:22:51.120]  哎呀 究竟我聽到了
[00:22:51.120 --> 00:22:52.600]  聽到祂的聲音了
[00:22:52.600 --> 00:22:55.920]  祂結果真的娶了瑪利亞回來
[00:22:55.920 --> 00:22:58.480]  接受了祂 成為祂的妻子
[00:22:58.480 --> 00:23:00.360]  主耶穌基督由此而降生
[00:23:00.360 --> 00:23:03.800]  而祝福到人群
[00:23:03.800 --> 00:23:05.920]  這個就好像走火圖一樣
[00:23:05.920 --> 00:23:08.680]  當你在這個困難當中
[00:23:08.680 --> 00:23:10.800]  在那個屬靈爭戰當中
[00:23:10.800 --> 00:23:14.520]  我們在尋找出路 一片很迷茫的時候
[00:23:14.520 --> 00:23:16.120]  跟家人在吵架
[00:23:16.120 --> 00:23:17.840]  跟同事在紛爭
[00:23:17.840 --> 00:23:20.320]  跟教會的弟兄姊妹又不和
[00:23:20.320 --> 00:23:21.800]  這種種種的原因
[00:23:21.800 --> 00:23:23.280]  無論情況都好
[00:23:23.280 --> 00:23:25.240]  神就藉著神的話語
[00:23:25.240 --> 00:23:27.840]  給了一個走火圖來
[00:23:27.840 --> 00:23:30.520]  你願不願意去用這個走火圖
[00:23:30.520 --> 00:23:32.440]  神的真理 耶穌的說話
[00:23:32.440 --> 00:23:36.440]  去走出這個困境呢?
[00:23:36.440 --> 00:23:41.280]  我鼓勵當中的夫妻
[00:23:41.280 --> 00:23:44.160]  能夠一同去
[00:23:44.160 --> 00:23:46.240]  更加一同去認識神
[00:23:46.240 --> 00:23:48.560]  一同去跟從神的話語
[00:23:48.560 --> 00:23:51.280]  大家的關係就會得到改善
[00:23:51.280 --> 00:23:54.360]  兩個人的距離就會得到越來越近
[00:23:54.360 --> 00:23:55.760]  越來越明白
