
[00:00:00.000 --> 00:00:02.000]  各位電影節目早安
[00:01:28.000 --> 00:01:30.000]  我們又在發展量子電腦
[00:01:30.000 --> 00:01:32.000]  速度快到
[00:01:32.000 --> 00:01:34.000]  嚇死人
[00:01:34.000 --> 00:01:36.000]  但是這麼有智慧的人
[00:01:36.000 --> 00:01:38.000]  就被一個沒有智慧的病毒
[00:01:38.000 --> 00:01:40.000]  搞了一年多
[00:01:40.000 --> 00:01:42.000]  究竟未來這半年
[00:01:42.000 --> 00:01:44.000]  如何生活我們都還不知道
[00:01:44.000 --> 00:01:46.000]  很多新常態出現
[00:01:46.000 --> 00:01:48.000]  所以我們只能夠謙卑
[00:01:48.000 --> 00:01:50.000]  在上帝的面前
[00:01:50.000 --> 00:01:52.000]  我有些更新
[00:01:52.000 --> 00:01:54.000]  有些新的變化
[00:01:54.000 --> 00:01:56.000]  就是
[00:01:56.000 --> 00:01:58.000]  我二月份開始
[00:01:58.000 --> 00:02:00.000]  逢星期三晚在香港電台
[00:02:00.000 --> 00:02:02.000]  第一台的
[00:02:02.000 --> 00:02:04.000]  廣東廣西的節目
[00:02:04.000 --> 00:02:06.000]  我負責做主持
[00:02:06.000 --> 00:02:08.000]  主題我是講心靈世界
[00:02:08.000 --> 00:02:10.000]  跟其他主持人所講的
[00:02:10.000 --> 00:02:12.000]  不一樣
[00:02:12.000 --> 00:02:14.000]  因為我覺得
[00:02:14.000 --> 00:02:16.000]  面對疫情這麼嚴重的情況下
[00:02:16.000 --> 00:02:18.000]  香港人也好
[00:02:18.000 --> 00:02:20.000]  世界各地也好
[00:02:20.000 --> 00:02:22.000]  情緒出事
[00:02:22.000 --> 00:02:24.000]  希望藉著一個節目
[00:02:24.000 --> 00:02:26.000]  可以幫到一些人
[00:02:26.000 --> 00:02:28.000]  如果你有興趣
[00:02:28.000 --> 00:02:30.000]  或者今天你上網
[00:02:30.000 --> 00:02:32.000]  你是新朋友
[00:02:32.000 --> 00:02:34.000]  你對教教未必很深的認識
[00:02:34.000 --> 00:02:36.000]  都鼓勵你可以上網聽
[00:02:36.000 --> 00:02:38.000]  還有今天鼓勵你
[00:02:38.000 --> 00:02:40.000]  繼續邀請朋友參加
[00:02:40.000 --> 00:02:42.000]  剛才你們的
[00:02:42.000 --> 00:02:44.000]  教務同工都邀請了
[00:02:44.000 --> 00:02:46.000]  我鼓勵你現在先上來看的話
[00:02:46.000 --> 00:02:48.000]  因為online我們很方便
[00:02:48.000 --> 00:02:50.000]  你現在馬上邀請你的朋友
[00:02:50.000 --> 00:02:52.000]  給他連結
[00:02:52.000 --> 00:02:54.000]  他就馬上可以按上來
[00:02:54.000 --> 00:02:56.000]  online的崇拜好處
[00:02:56.000 --> 00:02:58.000]  就是大家很方便
[00:02:58.000 --> 00:03:00.000]  壞處實在太方便
[00:03:00.000 --> 00:03:02.000]  有些頂姐妹可能剛剛睡醒
[00:03:02.000 --> 00:03:04.000]  在床上看也不一定
[00:03:04.000 --> 00:03:06.000]  因為看完之後又再睡
[00:03:06.000 --> 00:03:08.000]  這種生活是以前無法想像
[00:03:08.000 --> 00:03:10.000]  無論如何
[00:03:10.000 --> 00:03:12.000]  按上來的頂姐妹
[00:03:12.000 --> 00:03:14.000]  都為你感恩
[00:03:14.000 --> 00:03:16.000]  因為不簡單
[00:03:16.000 --> 00:03:18.000]  亦都聽到
[00:03:18.000 --> 00:03:20.000]  有教會
[00:03:20.000 --> 00:03:22.000]  倒閉了
[00:03:22.000 --> 00:03:24.000]  這段期間在香港
[00:03:24.000 --> 00:03:26.000]  在馬來西亞就更加嚴重
[00:03:26.000 --> 00:03:28.000]  歐洲就很嚴重
[00:03:28.000 --> 00:03:30.000]  機構都遇到很大的經濟問題
[00:03:30.000 --> 00:03:32.000]  所以
[00:03:32.000 --> 00:03:34.000]  頂姐妹在這段時間
[00:03:34.000 --> 00:03:36.000]  鼓勵你
[00:03:36.000 --> 00:03:38.000]  過往我們呼籲的時候
[00:03:38.000 --> 00:03:40.000]  我鼓勵你
[00:03:40.000 --> 00:03:42.000]  去奉獻
[00:03:42.000 --> 00:03:44.000]  但現在不呼籲的時候
[00:03:44.000 --> 00:03:46.000]  我鼓勵你繼續奉獻
[00:03:46.000 --> 00:03:48.000]  奉獻不是我們有的時候才做
[00:03:48.000 --> 00:03:50.000]  在我們
[00:03:50.000 --> 00:03:52.000]  不是很豐足的時候
[00:03:52.000 --> 00:03:54.000]  我們都繼續做
[00:03:54.000 --> 00:03:56.000]  讓我們能夠去到上帝的面前
[00:03:56.000 --> 00:03:58.000]  用金錢去表達
[00:03:58.000 --> 00:04:00.000]  我們對他的愛
[00:04:00.000 --> 00:04:02.000]  上帝不需要這些錢
[00:04:02.000 --> 00:04:04.000]  好像現在很多父母
[00:04:04.000 --> 00:04:06.000]  不需要子女拿家用回來
[00:04:06.000 --> 00:04:08.000]  但子女拿回來
[00:04:08.000 --> 00:04:10.000]  你會很開心
[00:04:10.000 --> 00:04:12.000]  我們這一代實在是
[00:04:12.000 --> 00:04:14.000]  壞孩子
[00:04:14.000 --> 00:04:16.000]  教育都很嚴重
[00:04:16.000 --> 00:04:18.000]  我們不會叫他進屋叫人
[00:04:18.000 --> 00:04:20.000]  我們不用給家用
[00:04:20.000 --> 00:04:22.000]  還要貼錢給他
[00:04:22.000 --> 00:04:24.000]  所以他是無後顧之憂
[00:04:24.000 --> 00:04:26.000]  現在的青年人上班
[00:04:26.000 --> 00:04:28.000]  上一陣子就不上班
[00:04:28.000 --> 00:04:30.000]  因為上班辛苦
[00:04:30.000 --> 00:04:32.000]  媽媽跟他說這麼辛苦不用上班
[00:04:32.000 --> 00:04:34.000]  我給家用你
[00:04:34.000 --> 00:04:36.000]  媽媽給家用子女
[00:04:36.000 --> 00:04:38.000]  你是想像不到的
[00:04:38.000 --> 00:04:40.000]  各位父母
[00:04:40.000 --> 00:04:42.000]  我們這一代很大的就座
[00:04:42.000 --> 00:04:44.000]  很大的就座
[00:04:44.000 --> 00:04:46.000]  這個很大的就座就是
[00:04:46.000 --> 00:04:48.000]  他不懂得負責任
[00:04:48.000 --> 00:04:50.000]  不是錢的問題
[00:04:50.000 --> 00:04:52.000]  是責任的問題
[00:04:52.000 --> 00:04:54.000]  是一個責任的問題
[00:04:54.000 --> 00:04:56.000]  當不想負責任的時候
[00:04:56.000 --> 00:04:58.000]  他就做什麼都不需要負責任
[00:04:58.000 --> 00:05:00.000]  他的成就就會很低
[00:05:00.000 --> 00:05:02.000]  因為一個有責任感的人
[00:05:02.000 --> 00:05:04.000]  才能夠
[00:05:04.000 --> 00:05:06.000]  真正有成就
[00:05:06.000 --> 00:05:08.000]  我們今天說的難得有情人的原因
[00:05:08.000 --> 00:05:10.000]  你就發覺
[00:05:10.000 --> 00:05:12.000]  這個世界越來越多人沒有責任感
[00:05:12.000 --> 00:05:14.000]  今天來明天去
[00:05:14.000 --> 00:05:16.000]  我們在一個
[00:05:16.000 --> 00:05:18.000]  知識型的社會裏面
[00:05:18.000 --> 00:05:20.000]  我們學問越多
[00:05:20.000 --> 00:05:22.000]  我們對人的研究越多
[00:05:22.000 --> 00:05:24.000]  我們以為了解人越多
[00:05:24.000 --> 00:05:26.000]  但越發掘下去
[00:05:26.000 --> 00:05:28.000]  就發覺人是很複雜
[00:05:28.000 --> 00:05:30.000]  人不是我們想像中那麼簡單
[00:05:30.000 --> 00:05:32.000]  例如我們最古舊的
[00:05:32.000 --> 00:05:34.000]  我們中國人
[00:05:34.000 --> 00:05:36.000]  我們剛剛過了農曆年
[00:05:36.000 --> 00:05:38.000]  我們聽到很多人說
[00:05:38.000 --> 00:05:40.000]  十二生肖
[00:05:40.000 --> 00:05:42.000]  基督徒怎麼看十二生肖
[00:05:42.000 --> 00:05:44.000]  希臘人又將人
[00:05:44.000 --> 00:05:46.000]  分了十二類
[00:05:46.000 --> 00:05:48.000]  叫十二星座
[00:05:48.000 --> 00:05:50.000]  怎麼看十二星座
[00:05:50.000 --> 00:05:52.000]  如果不是一個占卜
[00:05:52.000 --> 00:05:54.000]  運程的理解
[00:05:54.000 --> 00:05:56.000]  他將人分了類
[00:05:56.000 --> 00:05:58.000]  分了類是江湖四海
[00:05:58.000 --> 00:06:00.000]  突然關係近了
[00:06:00.000 --> 00:06:02.000]  我屬牛的
[00:06:02.000 --> 00:06:04.000]  你也屬牛的
[00:06:04.000 --> 00:06:06.000]  相差十二年
[00:06:06.000 --> 00:06:08.000]  因為有這樣的共同話題
[00:06:08.000 --> 00:06:10.000]  大家就拉近了
[00:06:10.000 --> 00:06:12.000]  我姓林的 你姓林的
[00:06:12.000 --> 00:06:14.000]  又拉近了
[00:06:14.000 --> 00:06:16.000]  我們福建人又拉近了
[00:06:16.000 --> 00:06:18.000]  因為華人太多
[00:06:18.000 --> 00:06:20.000]  我們民族太多
[00:06:20.000 --> 00:06:22.000]  要拉近距離
[00:06:22.000 --> 00:06:24.000]  是不容易的
[00:06:24.000 --> 00:06:26.000]  現在就更加要說
[00:06:26.000 --> 00:06:28.000]  香港人
[00:06:28.000 --> 00:06:30.000]  香港人現在很難定義
[00:06:30.000 --> 00:06:32.000]  因為
[00:06:32.000 --> 00:06:34.000]  我接觸了很多拿三顆星的
[00:06:34.000 --> 00:06:36.000]  還是在說普通話
[00:06:36.000 --> 00:06:38.000]  你突然間
[00:06:38.000 --> 00:06:40.000]  原來說普通話
[00:06:40.000 --> 00:06:42.000]  是香港人
[00:06:42.000 --> 00:06:44.000]  又突然間
[00:06:44.000 --> 00:06:46.000]  你要擴闊了你的定義
[00:06:46.000 --> 00:06:48.000]  我們除了十二星座
[00:06:48.000 --> 00:06:50.000]  十二生肖之外
[00:06:50.000 --> 00:06:52.000]  近代心理學就會將人
[00:06:52.000 --> 00:06:54.000]  開始分內向
[00:06:54.000 --> 00:06:56.000]  和外向型
[00:06:56.000 --> 00:06:58.000]  跟著很多書告訴你
[00:06:58.000 --> 00:07:00.000]  外向人應該適合做什麼工作
[00:07:00.000 --> 00:07:02.000]  內向適合做什麼工作
[00:07:02.000 --> 00:07:04.000]  你的成就是什麼
[00:07:04.000 --> 00:07:06.000]  你的強項是什麼 你的弱項是什麼
[00:07:06.000 --> 00:07:08.000]  但某程度都是
[00:07:08.000 --> 00:07:10.000]  越來越多的事情告訴我
[00:07:10.000 --> 00:07:12.000]  有很多工作
[00:07:12.000 --> 00:07:14.000]  是不一定要
[00:07:14.000 --> 00:07:16.000]  內向才適合做
[00:07:16.000 --> 00:07:18.000]  有很多工作不一定外向才適合做
[00:07:18.000 --> 00:07:20.000]  反而有另一些東西
[00:07:20.000 --> 00:07:22.000]  影響了你在工作
[00:07:22.000 --> 00:07:24.000]  上面的表現
[00:07:24.000 --> 00:07:26.000]  例如最近很流行
[00:07:26.000 --> 00:07:28.000]  有兩本書
[00:07:28.000 --> 00:07:30.000]  提到一個
[00:07:30.000 --> 00:07:32.000]  Mindset
[00:07:32.000 --> 00:07:34.000]  你的思維
[00:07:34.000 --> 00:07:36.000]  是一個Growth Mindset
[00:07:36.000 --> 00:07:38.000]  一個成長的思維還是一個不成長的思維
[00:07:38.000 --> 00:07:40.000]  這個和你內向
[00:07:40.000 --> 00:07:42.000]  外向無關
[00:07:42.000 --> 00:07:44.000]  如果你是一個外向的人
[00:07:44.000 --> 00:07:46.000]  但你一個負面的思維
[00:07:46.000 --> 00:07:48.000]  你很難有成就
[00:07:48.000 --> 00:07:50.000]  你看什麼都灰灰暗暗
[00:07:50.000 --> 00:07:52.000]  無論你移民與否
[00:07:52.000 --> 00:07:54.000]  你走不走也好
[00:07:54.000 --> 00:07:56.000]  你走也好留也好
[00:07:56.000 --> 00:07:58.000]  最大影響
[00:07:58.000 --> 00:08:00.000]  不是你走或留
[00:08:00.000 --> 00:08:02.000]  是你的人負面
[00:08:02.000 --> 00:08:04.000]  還是積極
[00:08:04.000 --> 00:08:06.000]  你是內向還是外向
[00:08:06.000 --> 00:08:08.000]  當然你移民到英國
[00:08:08.000 --> 00:08:10.000]  如果你是外向型
[00:08:10.000 --> 00:08:12.000]  你就找到做運動一流
[00:08:12.000 --> 00:08:14.000]  但問題是
[00:08:14.000 --> 00:08:16.000]  英國的天氣很灰暗
[00:08:16.000 --> 00:08:18.000]  全年
[00:08:18.000 --> 00:08:20.000]  因為我女兒在英國讀書
[00:08:20.000 --> 00:08:22.000]  我去探望她兩次
[00:08:22.000 --> 00:08:24.000]  我才了解英國天氣
[00:08:24.000 --> 00:08:26.000]  她們穿光色外套
[00:08:26.000 --> 00:08:28.000]  因為天氣太冷
[00:08:28.000 --> 00:08:30.000]  我們買了一件羽絨給我女兒
[00:08:30.000 --> 00:08:32.000]  我女兒不穿
[00:08:32.000 --> 00:08:34.000]  她說這裡沒有人穿羽絨
[00:08:34.000 --> 00:08:36.000]  穿羽絨出去很古怪
[00:08:36.000 --> 00:08:38.000]  我明白
[00:08:38.000 --> 00:08:40.000]  冷的穿什麼
[00:08:40.000 --> 00:08:42.000]  她們會穿自己冷的衣服
[00:08:42.000 --> 00:08:44.000]  不要買羽絨給我
[00:08:44.000 --> 00:08:46.000]  你是外向還是內向
[00:08:46.000 --> 00:08:48.000]  你內向到英國的時候
[00:08:48.000 --> 00:08:50.000]  你會覺得很享受
[00:08:50.000 --> 00:08:52.000]  在一個小村落
[00:08:52.000 --> 00:08:54.000]  住在一間屋
[00:08:54.000 --> 00:08:56.000]  晚上看星星
[00:08:56.000 --> 00:08:58.000]  如果看到的話
[00:08:58.000 --> 00:09:00.000]  白天看太陽
[00:09:00.000 --> 00:09:02.000]  通常都看不到
[00:09:02.000 --> 00:09:04.000]  因為在英國
[00:09:04.000 --> 00:09:06.000]  一有太陽 人們就會發瘋
[00:09:06.000 --> 00:09:08.000]  任何約會都會取消
[00:09:08.000 --> 00:09:10.000]  就衝出去海灘
[00:09:10.000 --> 00:09:12.000]  曬太陽
[00:09:12.000 --> 00:09:14.000]  一有太陽
[00:09:14.000 --> 00:09:16.000]  就曬命
[00:09:16.000 --> 00:09:18.000]  我們香港人不是
[00:09:18.000 --> 00:09:20.000]  香港人就是常常曬命
[00:09:20.000 --> 00:09:22.000]  每天都有太陽
[00:09:22.000 --> 00:09:24.000]  所以內向和外向
[00:09:24.000 --> 00:09:26.000]  重點都不影響
[00:09:26.000 --> 00:09:28.000]  你的成就與否
[00:09:28.000 --> 00:09:30.000]  我們看到
[00:09:30.000 --> 00:09:32.000]  理性和感性
[00:09:32.000 --> 00:09:34.000]  這裡我需要解釋一下
[00:09:34.000 --> 00:09:36.000]  我們會覺得
[00:09:36.000 --> 00:09:38.000]  很多時候
[00:09:38.000 --> 00:09:40.000]  在商業社會裡面
[00:09:40.000 --> 00:09:42.000]  大部分人都是理性
[00:09:42.000 --> 00:09:44.000]  因為我們說話需要邏輯
[00:09:44.000 --> 00:09:46.000]  表達能力要高
[00:09:46.000 --> 00:09:48.000]  思維要很好
[00:09:48.000 --> 00:09:50.000]  我們經常靠開會生存
[00:09:50.000 --> 00:09:52.000]  一個商業社會
[00:09:52.000 --> 00:09:54.000]  大家都靠開會
[00:09:54.000 --> 00:09:56.000]  Zoom就很辛苦
[00:09:56.000 --> 00:09:58.000]  我覺得時代雜誌
[00:09:58.000 --> 00:10:00.000]  應該選的字就是Zoom
[00:10:00.000 --> 00:10:02.000]  我們就Zoom
[00:10:02.000 --> 00:10:04.000]  Zoom不停
[00:10:04.000 --> 00:10:06.000]  現在的會是不能休息
[00:10:06.000 --> 00:10:08.000]  以前一天有三個會都好
[00:10:08.000 --> 00:10:10.000]  Zoom就沒有
[00:10:10.000 --> 00:10:12.000]  一結束就接第二個
[00:10:12.000 --> 00:10:14.000]  接會接會
[00:10:14.000 --> 00:10:16.000]  理性和感性
[00:10:16.000 --> 00:10:18.000]  有什麼回事呢
[00:10:18.000 --> 00:10:20.000]  很多人搞錯了
[00:10:20.000 --> 00:10:22.000]  我們經常說
[00:10:22.000 --> 00:10:24.000]  我很理性
[00:10:24.000 --> 00:10:26.000]  常常說我很理性的人
[00:10:26.000 --> 00:10:28.000]  有沒有發覺有些人常常說自己理性
[00:10:28.000 --> 00:10:30.000]  其實常常說自己沒有理性的人
[00:10:30.000 --> 00:10:32.000]  很理性的人
[00:10:32.000 --> 00:10:34.000]  是不理性的
[00:10:34.000 --> 00:10:38.000]  上網看的人或現場的人
[00:10:38.000 --> 00:10:40.000]  都知道
[00:10:40.000 --> 00:10:42.000]  女士如果說自己漂亮
[00:10:44.000 --> 00:10:46.000]  通常都不是很漂亮
[00:10:46.000 --> 00:10:48.000]  如果女士說
[00:10:48.000 --> 00:10:50.000]  漂亮是不重要的
[00:10:50.000 --> 00:10:52.000]  通常都是漂亮的
[00:10:52.000 --> 00:10:54.000]  男士就很清楚
[00:10:54.000 --> 00:10:56.000]  錢不是很重要的
[00:10:56.000 --> 00:10:58.000]  通常是有錢的
[00:10:58.000 --> 00:11:00.000]  露宿者不會說這句說話
[00:11:00.000 --> 00:11:02.000]  你明白嗎
[00:11:02.000 --> 00:11:04.000]  你說我很理性
[00:11:04.000 --> 00:11:06.000]  常常說自己很理性的人
[00:11:06.000 --> 00:11:08.000]  你留意一下
[00:11:08.000 --> 00:11:10.000]  基本上是不理性的
[00:11:10.000 --> 00:11:12.000]  理性和感性怎麼分呢
[00:11:12.000 --> 00:11:14.000]  表達能力
[00:11:14.000 --> 00:11:16.000]  邏輯思維
[00:11:16.000 --> 00:11:18.000]  最後決定的時候
[00:11:18.000 --> 00:11:20.000]  他用什麼決定
[00:11:20.000 --> 00:11:22.000]  你跟他說一大餐
[00:11:22.000 --> 00:11:24.000]  解釋所有的東西
[00:11:24.000 --> 00:11:26.000]  你跟他說基督教是什麼
[00:11:26.000 --> 00:11:28.000]  邏輯思維是什麼
[00:11:28.000 --> 00:11:30.000]  解釋所有的問題
[00:11:30.000 --> 00:11:32.000]  他最後決定還是不相信的
[00:11:32.000 --> 00:11:34.000]  為什麼
[00:11:34.000 --> 00:11:36.000]  他用感性來決定
[00:11:36.000 --> 00:11:38.000]  我感覺不好
[00:11:38.000 --> 00:11:40.000]  你跟他說服
[00:11:40.000 --> 00:11:42.000]  我經常研究吃東西
[00:11:42.000 --> 00:11:44.000]  我不是研究煮東西
[00:11:44.000 --> 00:11:46.000]  我研究吃東西
[00:11:46.000 --> 00:11:48.000]  你會發覺吃東西很主觀
[00:11:48.000 --> 00:11:52.000]  你不要相信別人說好吃
[00:11:52.000 --> 00:11:54.000]  別人說好吃
[00:11:54.000 --> 00:11:56.000]  那些不一定適合你吃
[00:11:56.000 --> 00:11:58.000]  吃東西很主觀
[00:11:58.000 --> 00:12:00.000]  吃東西沒有理性的
[00:12:00.000 --> 00:12:02.000]  我跟你分析
[00:12:02.000 --> 00:12:04.000]  我19年
[00:12:04.000 --> 00:12:06.000]  我最後一次去旅行
[00:12:06.000 --> 00:12:08.000]  19年
[00:12:08.000 --> 00:12:10.000]  19年11月
[00:12:10.000 --> 00:12:12.000]  我太太和我女兒生日
[00:12:12.000 --> 00:12:14.000]  我們去了成都
[00:12:14.000 --> 00:12:16.000]  8年沒有去成都
[00:12:16.000 --> 00:12:18.000]  9年沒有去成都
[00:12:18.000 --> 00:12:20.000]  19年再去
[00:12:20.000 --> 00:12:22.000]  我去的時候
[00:12:22.000 --> 00:12:24.000]  成都是震災
[00:12:24.000 --> 00:12:26.000]  發覺8年
[00:12:26.000 --> 00:12:28.000]  成都變化太大
[00:12:28.000 --> 00:12:30.000]  我以前去成都
[00:12:30.000 --> 00:12:32.000]  去了8次是震災
[00:12:32.000 --> 00:12:34.000]  沒有機會吃他本地的東西
[00:12:34.000 --> 00:12:36.000]  有一個姊妹
[00:12:36.000 --> 00:12:38.000]  接待我
[00:12:38.000 --> 00:12:40.000]  我太太和我女兒一起
[00:12:40.000 --> 00:12:42.000]  我說
[00:12:42.000 --> 00:12:46.000]  我們去吃兔頭
[00:12:46.000 --> 00:12:48.000]  兔頭
[00:12:48.000 --> 00:12:50.000]  廣播通話
[00:12:50.000 --> 00:12:52.000]  我完全聽不明白
[00:12:52.000 --> 00:12:54.000]  什麼兔頭
[00:12:54.000 --> 00:12:56.000]  很著名的
[00:12:56.000 --> 00:12:58.000]  好好好
[00:12:58.000 --> 00:13:00.000]  聽不明白當然要說好
[00:13:00.000 --> 00:13:02.000]  好好好
[00:13:02.000 --> 00:13:04.000]  我太太說吃什麼
[00:13:04.000 --> 00:13:06.000]  怎知有兔頭
[00:13:06.000 --> 00:13:08.000]  不知是什麼
[00:13:08.000 --> 00:13:10.000]  去到店舖
[00:13:10.000 --> 00:13:12.000]  見到門口有些不對勁
[00:13:12.000 --> 00:13:14.000]  入到一坐下
[00:13:14.000 --> 00:13:16.000]  那個兔頭一來我們嚇到傻了
[00:13:16.000 --> 00:13:18.000]  是白兔的頭
[00:13:18.000 --> 00:13:20.000]  是成都
[00:13:20.000 --> 00:13:22.000]  出名的名菜
[00:13:22.000 --> 00:13:24.000]  兔頭
[00:13:24.000 --> 00:13:26.000]  牙還見到
[00:13:26.000 --> 00:13:28.000]  我太太一拿著
[00:13:28.000 --> 00:13:30.000]  在叫
[00:13:30.000 --> 00:13:32.000]  什麼
[00:13:32.000 --> 00:13:34.000]  很著名的兔頭
[00:13:34.000 --> 00:13:36.000]  吃吧
[00:13:36.000 --> 00:13:38.000]  吃東西很主觀
[00:13:38.000 --> 00:13:40.000]  我說服你
[00:13:40.000 --> 00:13:42.000]  這裡的人都吃兔頭
[00:13:42.000 --> 00:13:44.000]  很出名的
[00:13:44.000 --> 00:13:46.000]  說服不了
[00:13:46.000 --> 00:13:48.000]  記住吃東西是不理性的
[00:13:48.000 --> 00:13:50.000]  你喜歡吃辣
[00:13:50.000 --> 00:13:52.000]  是不理性的
[00:13:52.000 --> 00:13:54.000]  喜歡吃酸不理性的
[00:13:54.000 --> 00:13:56.000]  受到你成長身體的文化影響
[00:13:56.000 --> 00:13:58.000]  最後決定
[00:13:58.000 --> 00:14:00.000]  你和他說一大餐
[00:14:00.000 --> 00:14:02.000]  解釋完之後
[00:14:02.000 --> 00:14:04.000]  他都不肯接受
[00:14:04.000 --> 00:14:06.000]  用感性去決定
[00:14:06.000 --> 00:14:08.000]  他是一個感性的人
[00:14:08.000 --> 00:14:10.000]  如果你和他
[00:14:10.000 --> 00:14:12.000]  沒怎麼說
[00:14:12.000 --> 00:14:14.000]  但他最後決定
[00:14:14.000 --> 00:14:16.000]  好像很有理性的
[00:14:16.000 --> 00:14:18.000]  說完之後
[00:14:18.000 --> 00:14:20.000]  他都是用感性決定
[00:14:20.000 --> 00:14:22.000]  他就是感性的人
[00:14:22.000 --> 00:14:24.000]  他理性決定的
[00:14:24.000 --> 00:14:26.000]  他就是理性
[00:14:26.000 --> 00:14:28.000]  所以理性和感性不是他的表達方法
[00:14:28.000 --> 00:14:30.000]  不是他的邏輯思維
[00:14:30.000 --> 00:14:32.000]  他用什麼決定才是最重要的
[00:14:32.000 --> 00:14:34.000]  這個世界
[00:14:34.000 --> 00:14:36.000]  我們被香港教育影響了
[00:14:36.000 --> 00:14:38.000]  我們一去到高中
[00:14:38.000 --> 00:14:40.000]  我們就決定行理
[00:14:40.000 --> 00:14:42.000]  行理科文科
[00:14:42.000 --> 00:14:44.000]  影響了很多人
[00:14:44.000 --> 00:14:46.000]  通識
[00:14:46.000 --> 00:14:48.000]  我一早
[00:14:48.000 --> 00:14:50.000]  我都不是今天說的
[00:14:50.000 --> 00:14:52.000]  通識就令到大家通通都不懂
[00:14:52.000 --> 00:14:54.000]  這是很頭痛的問題
[00:14:54.000 --> 00:14:56.000]  都不牽涉政治的問題
[00:14:56.000 --> 00:14:58.000]  是很頭痛的問題
[00:14:58.000 --> 00:15:00.000]  我們知道究竟
[00:15:00.000 --> 00:15:02.000]  我們的分析能力在哪裡
[00:15:02.000 --> 00:15:04.000]  當我們
[00:15:04.000 --> 00:15:06.000]  充滿了
[00:15:06.000 --> 00:15:08.000]  說我們很理性
[00:15:08.000 --> 00:15:10.000]  我是很理性
[00:15:10.000 --> 00:15:12.000]  凡是說自己很理性的人
[00:15:12.000 --> 00:15:14.000]  憑什麼證明你很理性
[00:15:14.000 --> 00:15:16.000]  第一 你一定拍不成拖
[00:15:16.000 --> 00:15:18.000]  即是說你今天結不到婚
[00:15:18.000 --> 00:15:20.000]  結到婚的人
[00:15:20.000 --> 00:15:22.000]  已經是不理性
[00:15:22.000 --> 00:15:24.000]  拍到拖的人已經不理性
[00:15:24.000 --> 00:15:26.000]  你明白嗎
[00:15:26.000 --> 00:15:28.000]  你今天說我很理性
[00:15:28.000 --> 00:15:30.000]  但你結了婚 證明你不是很理性
[00:15:30.000 --> 00:15:32.000]  個個都是迷迷糊糊的
[00:15:32.000 --> 00:15:34.000]  簽了一張紙
[00:15:34.000 --> 00:15:36.000]  第二
[00:15:36.000 --> 00:15:38.000]  如果真的很理性
[00:15:38.000 --> 00:15:40.000]  你不會生下一代
[00:15:40.000 --> 00:15:42.000]  即是你不會有小孩
[00:15:42.000 --> 00:15:44.000]  有小孩已經是不理性
