
[00:00:00.000 --> 00:00:01.700]  去年母親節崇拜的時候
[00:01:38.900 --> 00:01:42.200]  又有「小雅閣和約西的母親瑪利亞」
[00:01:42.200 --> 00:01:44.200]  並有「撒羅米」
[00:01:44.200 --> 00:01:46.100]  就是耶穌在加利利的時候
[00:01:46.100 --> 00:01:48.100]  跟隨祂、服侍祂的那些人
[00:01:48.100 --> 00:01:50.800]  還有和耶穌上耶路撒冷去的那些婦女
[00:01:50.800 --> 00:01:53.100]  都在那裡看著
[00:01:53.100 --> 00:01:55.300]  為什麼要強調這群婦女一直在看著呢?
[00:01:55.300 --> 00:01:56.300]  如果大家還有印象
[00:01:56.300 --> 00:01:58.200]  當耶穌被捉拿的時候
[00:01:58.200 --> 00:01:59.900]  門徒去了哪裡?
[00:01:59.900 --> 00:02:02.100]  門徒是四散的
[00:02:02.100 --> 00:02:04.300]  當耶穌被拉去刑場的時候
[00:02:04.300 --> 00:02:05.900]  門徒在哪裡?
[00:02:05.900 --> 00:02:08.400]  都看不見祂的蹤影
[00:02:08.400 --> 00:02:11.100]  當耶穌被釘在十字架上的時候
[00:02:11.100 --> 00:02:12.500]  門徒在哪裡?
[00:02:12.500 --> 00:02:13.600]  曾經沒有記載他們
[00:02:13.600 --> 00:02:17.200]  但是偏偏記載著有一群婦女
[00:02:17.200 --> 00:02:19.800]  有「莫大拉的瑪利亞」粉
[00:02:19.800 --> 00:02:22.000]  一直在觀看
[00:02:22.000 --> 00:02:26.300]  去到馬方第十六章四十六,四十七節
[00:02:26.300 --> 00:02:28.000]  耶穌被埋葬了
[00:02:28.000 --> 00:02:30.100]  埋葬的工作不是女人做的
[00:02:30.100 --> 00:02:31.400]  是男人做的
[00:02:31.400 --> 00:02:34.300]  其中有一個人叫「約瑟」
[00:02:34.300 --> 00:02:38.400]  他請求了官長給他耶穌的遺體
[00:02:38.400 --> 00:02:40.100]  然後他就買了細麻布
[00:02:40.100 --> 00:02:41.400]  將耶穌取下來
[00:02:41.400 --> 00:02:42.900]  用細麻布裹好
[00:02:42.900 --> 00:02:44.900]  安放在盆石中
[00:02:44.900 --> 00:02:47.000]  鑿出來的墳墓裡面
[00:02:47.000 --> 00:02:51.500]  又滾過一塊石頭來擋住墳門
[00:02:51.500 --> 00:02:55.600]  「莫大拉的瑪利亞」和「約瑟的母親瑪利亞」
[00:02:55.600 --> 00:02:59.700]  都看見祂安放的地方
[00:02:59.700 --> 00:03:01.100]  這群婦女
[00:03:01.100 --> 00:03:03.700]  是一群默默跟隨著耶穌的婦女
[00:03:03.700 --> 00:03:07.400]  「莫大拉的瑪利亞」就是其中一分子
[00:03:07.400 --> 00:03:09.300]  她們很深信耶穌
[00:03:09.300 --> 00:03:11.600]  她們都深愛耶穌
[00:03:11.600 --> 00:03:13.400]  當看見耶穌被釘死
[00:03:13.400 --> 00:03:15.400]  又看見耶穌被埋葬之後
[00:03:15.400 --> 00:03:17.700]  她們很想來到墳墓
[00:03:17.700 --> 00:03:19.400]  親自向耶穌致意
[00:03:19.400 --> 00:03:21.200]  特別是按照猶太人的規矩
[00:03:21.200 --> 00:03:22.400]  人離世之後
[00:03:22.400 --> 00:03:25.200]  就用香膏來高沒祂的身體
[00:03:25.200 --> 00:03:27.300]  所以《四福音》繼續記載
[00:03:27.300 --> 00:03:28.300]  記載什麼呢?
[00:03:28.300 --> 00:03:31.500]  在七天的第一天清早
[00:03:31.500 --> 00:03:35.400]  婦女就來到墳墓的面前
[00:03:35.400 --> 00:03:36.800]  《馬福音》第十六章一節
[00:03:36.800 --> 00:03:38.000]  過了安息日
[00:03:38.000 --> 00:03:40.700]  「莫大拉的瑪利亞」和「亞瑟的母親瑪利亞」
[00:03:40.700 --> 00:03:42.000]  並撒糯米
[00:03:42.000 --> 00:03:46.800]  買了香膏要去膏耶穌的身體
[00:03:46.800 --> 00:03:49.600]  「莫大拉的瑪利亞」和其他婦女一起
[00:03:49.600 --> 00:03:51.800]  來到高沒耶穌的身體
[00:03:51.800 --> 00:03:54.400]  就是這群默默跟隨著耶穌的婦女
[00:03:54.400 --> 00:03:56.700]  不放過每一個機會
[00:03:56.700 --> 00:03:58.000]  接著我們看到
[00:03:58.000 --> 00:03:59.300]  在高沒耶穌身體的時候
[00:03:59.300 --> 00:04:01.400]  《馬福音》第十六章九節告訴我們
[00:04:01.400 --> 00:04:04.200]  原來「莫大拉的瑪利亞」
[00:04:04.200 --> 00:04:07.400]  是第一個看見耶穌復活的人
[00:04:07.400 --> 00:04:09.500]  其實不只是她
[00:04:09.500 --> 00:04:10.800]  耶穌復活的時候
[00:04:10.800 --> 00:04:15.500]  第一批向人顯現的就是那群婦女
[00:04:15.500 --> 00:04:17.300]  《馬福音》第十六章九節
[00:04:17.300 --> 00:04:18.800]  七天的第一天清早
[00:04:18.800 --> 00:04:20.100]  耶穌復活了
[00:04:20.100 --> 00:04:26.400]  就先向「莫大拉的瑪利亞」顯現
[00:04:26.400 --> 00:04:30.700]  是一群婦女見證著耶穌的復活
[00:04:30.700 --> 00:04:32.000]  《馬福音》這一節的經文
[00:04:32.000 --> 00:04:34.400]  稍後我會再看
[00:04:34.400 --> 00:04:38.400]  耶穌向「莫大拉的瑪利亞」顯現
[00:04:38.400 --> 00:04:41.200]  和向其他婦女顯現的過程
[00:04:41.200 --> 00:04:44.500]  《約翰福音》是記載得較為詳細的
[00:04:44.500 --> 00:04:48.100]  所以我選擇了《約翰福音》這段經文
[00:04:48.100 --> 00:04:51.000]  剛才我們讀過的第一節和第二節
[00:04:51.000 --> 00:04:52.200]  約翰告訴我們
[00:04:52.200 --> 00:04:53.400]  七天的第一天清早
[00:04:53.400 --> 00:04:54.900]  天還黑的時候
[00:04:54.900 --> 00:04:57.600]  「莫大拉的瑪利亞」來到墳墓
[00:04:57.600 --> 00:04:59.400]  她發現甚麼呢?
[00:04:59.400 --> 00:05:01.100]  在墳墓門外
[00:05:01.100 --> 00:05:03.500]  那塊石頭被挪開了
[00:05:03.500 --> 00:05:05.000]  石頭挪開了有甚麼特別呢?
[00:05:05.000 --> 00:05:05.700]  那不就更好
[00:05:05.700 --> 00:05:07.000]  她高目耶穌的身體
[00:05:07.000 --> 00:05:08.900]  不用自己那麼勞苦
[00:05:08.900 --> 00:05:10.900]  推開那塊石頭
[00:05:10.900 --> 00:05:12.800]  但原來第二節告訴她
[00:05:12.800 --> 00:05:18.900]  她跑去見西門彼得和耶穌所愛的門徒
[00:05:18.900 --> 00:05:19.700]  沒有說名字
[00:05:19.700 --> 00:05:20.800]  但我們知道
[00:05:20.800 --> 00:05:22.600]  研究證據人告訴她
[00:05:22.600 --> 00:05:25.300]  《約翰福音》的作者史圖約翰
[00:05:25.300 --> 00:05:26.000]  跟他們說
[00:05:26.000 --> 00:05:30.600]  有人將主從墳墓挪走了
[00:05:30.600 --> 00:05:32.200]  挪開了 移開了
[00:05:32.200 --> 00:05:33.700]  我們不知道放在哪裏
[00:05:33.700 --> 00:05:34.700]  意思是
[00:05:34.700 --> 00:05:36.700]  「莫大拉的瑪利亞」來到墳墓面前
[00:05:36.700 --> 00:05:38.400]  本來想高目耶穌的身體
[00:05:38.400 --> 00:05:41.600]  但不見了耶穌的屍首
[00:05:41.600 --> 00:05:42.800]  門徒聽了
[00:05:42.800 --> 00:05:44.900]  第三至十節
[00:05:44.900 --> 00:05:46.400]  門徒怎樣做呢?
[00:05:46.400 --> 00:05:49.000]  門徒都跑去墳墓
[00:05:49.000 --> 00:05:50.700]  看看發生甚麼事
[00:05:50.700 --> 00:05:53.000]  彼得和門徒約翰
[00:05:53.000 --> 00:05:55.000]  出來去墳墓
[00:05:55.000 --> 00:05:57.700]  兩個人一起跑
[00:05:57.700 --> 00:06:01.400]  門徒約翰比彼得跑得更快
[00:06:01.400 --> 00:06:03.200]  先去到墳墓
[00:06:03.200 --> 00:06:03.900]  去到墳墓
[00:06:03.900 --> 00:06:06.200]  他就蹲下看看墳墓
[00:06:06.200 --> 00:06:07.200]  看見細麻布
[00:06:07.200 --> 00:06:10.200]  即是包著耶穌的屍首的細麻布還在
[00:06:10.200 --> 00:06:12.000]  不過約翰沒有進去
[00:06:12.000 --> 00:06:13.800]  接著彼得也趕上了
[00:06:13.800 --> 00:06:14.600]  跑到來
[00:06:14.600 --> 00:06:15.800]  按照彼得的性格
[00:06:15.800 --> 00:06:17.200]  他當然親身進去
[00:06:17.200 --> 00:06:18.400]  看看發生甚麼事
[00:06:18.400 --> 00:06:19.800]  他進了墳墓
[00:06:19.800 --> 00:06:21.600]  看見細麻布真的在
[00:06:21.600 --> 00:06:23.600]  包著耶穌的屍首的細麻布
[00:06:23.600 --> 00:06:26.000]  還有包著耶穌面的
[00:06:26.000 --> 00:06:27.300]  果頭巾
[00:06:27.300 --> 00:06:31.000]  包著面的那塊毛巾
[00:06:31.000 --> 00:06:32.300]  沒有和細麻布一起
[00:06:32.300 --> 00:06:34.300]  分開了放
[00:06:34.300 --> 00:06:35.400]  彼得看到
[00:06:35.400 --> 00:06:36.000]  第八節
[00:06:36.000 --> 00:06:37.400]  先到墳墓的門徒
[00:06:37.400 --> 00:06:38.600]  即是約翰
[00:06:38.600 --> 00:06:39.600]  本來在門外
[00:06:39.600 --> 00:06:41.000]  他也跑進去看
[00:06:41.000 --> 00:06:42.600]  看見就相信
[00:06:42.600 --> 00:06:43.100]  不過留意
[00:06:43.100 --> 00:06:44.600]  看見就相信
[00:06:44.600 --> 00:06:47.600]  相信甚麼
[00:06:47.600 --> 00:06:49.800]  相信甚麼
[00:06:49.800 --> 00:06:51.600]  相信耶穌復活了
[00:06:51.600 --> 00:06:53.000]  我們想的當然是這樣
[00:06:53.000 --> 00:06:53.600]  第九節
[00:06:53.600 --> 00:06:54.600]  他告訴我們
[00:06:54.600 --> 00:06:57.000]  因為他們還不明白聖經的意思
[00:06:57.000 --> 00:06:58.800]  就是耶穌必要從死裡復活
[00:06:58.800 --> 00:07:03.000]  於是兩個門徒回到自己的地方
[00:07:03.000 --> 00:07:04.600]  回到自己住的地方
[00:07:04.600 --> 00:07:06.000]  這裡相信甚麼呢
[00:07:06.000 --> 00:07:07.600]  很明顯不是信耶穌復活
[00:07:07.600 --> 00:07:09.200]  因為他們未明白意思
[00:07:09.200 --> 00:07:11.200]  那他相信甚麼
[00:07:11.200 --> 00:07:14.400]  相信莫大拉的瑪利亞所說
[00:07:14.400 --> 00:07:20.400]  耶穌的屍首不見了
[00:07:20.400 --> 00:07:22.800]  墳墓那塊石頭挪開了
[00:07:22.800 --> 00:07:25.200]  耶穌的屍首不見了
[00:07:25.200 --> 00:07:27.400]  他們起初當然不相信這些婦女所說
[00:07:27.400 --> 00:07:29.000]  不過他們親自跑來看
[00:07:29.000 --> 00:07:29.800]  看見了
[00:07:29.800 --> 00:07:30.600]  進去看
[00:07:30.600 --> 00:07:32.200]  真的不見了
[00:07:32.200 --> 00:07:33.600]  他就相信了
[00:07:33.600 --> 00:07:36.600]  記得這裡說相信的意思是這樣
[00:07:36.600 --> 00:07:38.400]  這兩個門徒就回去了
[00:07:38.400 --> 00:07:40.000]  回到自己的地方
[00:07:40.000 --> 00:07:41.800]  但鏡頭一轉
[00:07:41.800 --> 00:07:43.600]  又回到瑪利亞
[00:07:43.600 --> 00:07:45.200]  莫大拉的瑪利亞
[00:07:45.200 --> 00:07:46.800]  在這個時候做了甚麼呢
[00:07:46.800 --> 00:07:48.400]  十一至十四節告訴我們
[00:07:48.400 --> 00:07:54.800]  她站在墳墓外哭
[00:07:54.800 --> 00:07:55.400]  十一節
[00:07:55.400 --> 00:08:00.600]  瑪利亞卻站在墳墓外哭
[00:08:00.600 --> 00:08:03.800]  哭的時候低頭往墳墓裡看
[00:08:03.800 --> 00:08:05.800]  再看看裡面
[00:08:05.800 --> 00:08:08.000]  然後看到甚麼呢
[00:08:08.000 --> 00:08:10.400]  看到兩個天使
[00:08:10.400 --> 00:08:11.400]  穿著白衣
[00:08:11.400 --> 00:08:15.200]  當然她當時不知道是天使
[00:08:15.200 --> 00:08:17.400]  只知道兩個人穿著白色衣服
[00:08:17.400 --> 00:08:19.400]  在安放耶穌身體的地方坐著
[00:08:19.400 --> 00:08:20.800]  一個在頭 一個在腳
[00:08:20.800 --> 00:08:22.200]  有兩個人坐著
[00:08:22.200 --> 00:08:24.800]  天使就對莫大拉的瑪利亞說
[00:08:24.800 --> 00:08:28.800]  「夫人 你為甚麼哭」
[00:08:28.800 --> 00:08:30.400]  接著莫大拉的瑪利亞說
[00:08:30.400 --> 00:08:32.200]  「因為有人將我主」
[00:08:32.200 --> 00:08:33.800]  即是耶穌的身體
[00:08:33.800 --> 00:08:35.200]  「拿走了」
[00:08:35.200 --> 00:08:36.600]  「移開了」
[00:08:36.600 --> 00:08:39.000]  「我不知道放在哪裡」
[00:08:39.000 --> 00:08:40.000]  說完這番話
[00:08:40.000 --> 00:08:41.800]  瑪利亞自己轉身
[00:08:41.800 --> 00:08:43.600]  看見耶穌站在那裡
[00:08:43.600 --> 00:08:44.800]  不過作者告訴她
[00:08:44.800 --> 00:08:46.400]  她不知道是耶穌
[00:08:46.400 --> 00:08:48.200]  她只看見一個人
[00:08:48.200 --> 00:08:51.200]  耶穌就跟天使問她的那番話一樣
[00:08:51.200 --> 00:08:55.000]  「夫人 你為甚麼哭」
[00:08:55.000 --> 00:08:56.600]  並且再問
[00:08:56.600 --> 00:08:59.000]  「你找誰」
[00:08:59.000 --> 00:09:01.200]  莫大拉的瑪利亞以為這個人是誰
[00:09:01.200 --> 00:09:02.200]  她不知道是耶穌
[00:09:02.200 --> 00:09:03.400]  以為是一個看完的
[00:09:03.400 --> 00:09:06.600]  當時的人應該有一個墳墓
[00:09:06.600 --> 00:09:08.000]  這是一個新墳墓 未用過的
[00:09:08.000 --> 00:09:09.200]  不過也有看完的人
[00:09:09.200 --> 00:09:11.200]  好像花王那樣
[00:09:11.200 --> 00:09:12.200]  管理原地的人
[00:09:12.200 --> 00:09:14.000]  她以為是一個這樣的人
[00:09:14.000 --> 00:09:14.800]  就跟她說
[00:09:14.800 --> 00:09:17.000]  「先生 或者阿sir」
[00:09:17.000 --> 00:09:19.200]  「如果你將耶穌的身體」
[00:09:19.200 --> 00:09:21.000]  「拿開了 移開了」
[00:09:21.000 --> 00:09:21.800]  「放在哪裡」
[00:09:21.800 --> 00:09:24.200]  「請告訴我」
[00:09:24.200 --> 00:09:27.200]  「我去找祂」
[00:09:27.200 --> 00:09:29.600]  這是第十五節說的
[00:09:29.600 --> 00:09:31.000]  第十五節是記載了
[00:09:31.000 --> 00:09:35.400]  瑪利亞跟耶穌的對話
[00:09:35.400 --> 00:09:37.200]  但瑪利亞不知道那個人是耶穌
[00:09:37.200 --> 00:09:39.400]  以為是一個看完的人
[00:09:39.400 --> 00:09:42.400]  莫大拉的瑪利亞看不見耶穌的身體
[00:09:42.400 --> 00:09:43.600]  為甚麼那麼傷心
[00:09:43.600 --> 00:09:44.800]  為甚麼那麼緊張
[00:09:44.800 --> 00:09:46.800]  很想找回祂呢
[00:09:46.800 --> 00:09:50.400]  剛才我引述過《馬考方》第十六章九節
[00:09:50.400 --> 00:09:52.200]  說耶穌復活之後
[00:09:52.200 --> 00:09:54.000]  第一個顯現的對象就是
[00:09:54.000 --> 00:09:55.600]  莫大拉瑪利亞
[00:09:55.600 --> 00:09:56.800]  後面能否看到
[00:09:56.800 --> 00:10:01.800]  包括耶穌從她身上
[00:10:01.800 --> 00:10:06.000]  趕出七個鬼
[00:10:06.000 --> 00:10:08.000]  交代這個莫大拉瑪利亞
[00:10:08.000 --> 00:10:10.800]  交代莫大拉瑪利亞的經歷
[00:10:10.800 --> 00:10:14.000]  原來她曾經是一個被鬼附的人
[00:10:14.000 --> 00:10:16.200]  各位姐妹你有沒有見過
[00:10:16.200 --> 00:10:17.800]  一些人被鬼附的
[00:10:17.800 --> 00:10:19.600]  鬼上身 有沒有
[00:10:19.600 --> 00:10:22.200]  我想我們九成半的人
[00:10:22.200 --> 00:10:24.000]  都沒有見過
[00:10:24.000 --> 00:10:25.400]  很少見
[00:10:25.400 --> 00:10:26.800]  在耶穌的年代有
[00:10:26.800 --> 00:10:29.600]  不止莫大拉的瑪利亞
[00:10:29.600 --> 00:10:32.600]  趕鬼入豬群那件事蹟
[00:10:32.600 --> 00:10:34.800]  又知道有一個人
[00:10:34.800 --> 00:10:36.000]  被鬼附著
[00:10:36.000 --> 00:10:38.800]  被鬼附著的人有些表現
[00:10:38.800 --> 00:10:41.600]  是跟平時不同的
[00:10:41.600 --> 00:10:43.600]  今年上半年
[00:10:43.600 --> 00:10:44.400]  不知為甚麼
[00:10:44.400 --> 00:10:46.000]  我們的頂姐妹
[00:10:46.000 --> 00:10:47.800]  和頂姐妹認識的人
[00:10:47.800 --> 00:10:51.400]  都有被鬼附的事情發生
[00:10:51.400 --> 00:10:52.800]  被鬼附
[00:10:52.800 --> 00:10:57.000]  怎知我們過去嘗試
[00:10:57.000 --> 00:10:58.800]  或者有些人就想
[00:10:58.800 --> 00:11:00.200]  她究竟是精神病
[00:11:00.200 --> 00:11:01.400]  還是被鬼附
[00:11:01.400 --> 00:11:03.400]  上次陳力行傳道
[00:11:03.400 --> 00:11:05.200]  講過一篇訊息
[00:11:05.200 --> 00:11:08.600]  就是講被鬼附
[00:11:08.600 --> 00:11:10.800]  不要混淆
[00:11:10.800 --> 00:11:14.400]  精神病有精神病的原因和病徵
[00:11:14.400 --> 00:11:15.600]  被鬼附是不同的
[00:11:15.600 --> 00:11:17.600]  但有時真的很難分
[00:11:17.600 --> 00:11:18.200]  怎樣分呢
[00:11:18.200 --> 00:11:19.200]  聖經教導我們
[00:11:19.200 --> 00:11:21.800]  用陳的說話來驗證
[00:11:21.800 --> 00:11:22.800]  問祂
[00:11:22.800 --> 00:11:23.800]  奉耶穌基督的名
[00:11:23.800 --> 00:11:24.800]  問祂裡面的靈
[00:11:24.800 --> 00:11:28.400]  是否承認耶穌是神的兒子
[00:11:28.400 --> 00:11:30.400]  道成肉身
[00:11:30.400 --> 00:11:33.800]  是否承認耶穌是祂的救主等等
[00:11:33.800 --> 00:11:35.200]  一路來問
[00:11:35.200 --> 00:11:38.600]  凡是靈認耶穌的
[00:11:38.600 --> 00:11:40.800]  這個靈是出自耶穌
[00:11:40.800 --> 00:11:41.800]  出自上帝
[00:11:41.800 --> 00:11:43.400]  如果靈不認
[00:11:43.400 --> 00:11:45.600]  就知道不是了
[00:11:45.600 --> 00:11:49.200]  我們一路做驗證
[00:11:49.200 --> 00:11:50.200]  家人告訴我們
[00:11:50.200 --> 00:11:51.400]  祂平時不是這樣的
[00:11:51.400 --> 00:11:54.200]  我們都見著祂平時不是這樣的
[00:11:54.200 --> 00:11:58.000]  瑪利亞究竟發生了什麼事呢
[00:11:58.000 --> 00:12:00.200]  在電影裡面
[00:12:00.200 --> 00:12:04.000]  好像用第一身來講述自己的見證一樣
[00:12:04.000 --> 00:12:06.400]  我曾經被七隻污鬼
[00:12:06.400 --> 00:12:08.400]  惡鬼附身
[00:12:08.400 --> 00:12:09.400]  他們控制著我
[00:12:09.400 --> 00:12:12.000]  令我失去尊嚴和自主
[00:12:12.000 --> 00:12:13.800]  他們將我和人群分開
[00:12:13.800 --> 00:12:14.200]  為什麼
[00:12:14.200 --> 00:12:17.800]  因為人看到祂的舉動很不尋常
[00:12:17.800 --> 00:12:19.400]  所以會遠離祂
[00:12:19.400 --> 00:12:22.600]  沒有人再和我一起
[00:12:22.600 --> 00:12:24.400]  我孤立無援
[00:12:24.400 --> 00:12:26.800]  不過自從耶穌
[00:12:26.800 --> 00:12:30.200]  從我身上趕出那七隻污鬼之後
[00:12:30.200 --> 00:12:31.200]  我重獲自由
[00:12:31.200 --> 00:12:32.600]  重獲尊嚴
[00:12:32.600 --> 00:12:35.200]  我恢復自己和自己的連結
[00:12:35.200 --> 00:12:36.600]  有感情
[00:12:36.600 --> 00:12:38.600]  有關係
[00:12:38.600 --> 00:12:39.200]  並且自此之後
[00:12:39.200 --> 00:12:41.000]  我可以跟隨耶穌
[00:12:41.000 --> 00:12:42.000]  找到很多同伴
[00:12:42.000 --> 00:12:44.400]  有很多婦女和祂一起
[00:12:44.400 --> 00:12:45.600]  祂又接受愛
[00:12:45.600 --> 00:12:46.600]  又付出愛
[00:12:46.600 --> 00:12:50.200]  祂服侍耶穌也服侍耶穌的門徒
[00:12:50.200 --> 00:12:53.200]  祂找到生存的意義
[00:12:53.200 --> 00:12:55.000]  好像我們的姐妹一樣
[00:12:55.000 --> 00:12:56.200]  受困擾
[00:12:56.200 --> 00:12:59.200]  雖然沒有聖經所說的那麼嚴重
[00:12:59.200 --> 00:13:01.600]  我們的姐妹遲些找祂講見證
[00:13:01.600 --> 00:13:04.800]  祂身上有五隻鬼來扶著
[00:13:04.800 --> 00:13:06.200]  很多弟兄姐妹就引起疑問
[00:13:06.200 --> 00:13:09.800]  我們信了主也會被鬼附身嗎
[00:13:09.800 --> 00:13:11.600]  有機會再和大家探究
[00:13:11.600 --> 00:13:11.800]  是的
[00:13:11.800 --> 00:13:15.400]  如果我們開放去接觸
[00:13:15.400 --> 00:13:16.400]  是會的
[00:13:16.400 --> 00:13:17.400]  要很小心
[00:13:17.400 --> 00:13:21.200]  今天有很多靈界的事物
[00:13:21.200 --> 00:13:22.200]  我們開放
[00:13:22.200 --> 00:13:23.400]  我們倒空
[00:13:23.400 --> 00:13:25.800]  否則一路來對祈禱
[00:13:25.800 --> 00:13:27.600]  是聖靈充滿
[00:13:27.600 --> 00:13:29.400]  靈界的事物
[00:13:29.400 --> 00:13:31.800]  就來干擾我們
[00:13:31.800 --> 00:13:35.600]  瑪利亞經歷過耶穌的拯救
[00:13:35.600 --> 00:13:37.800]  她經歷過耶穌的幫助
[00:13:37.800 --> 00:13:40.600]  她將祂從一個被捆綁的人
[00:13:40.600 --> 00:13:41.400]  失去自由
[00:13:41.400 --> 00:13:43.000]  失去尊嚴的人那裡
[00:13:43.000 --> 00:13:45.200]  恢復回來
[00:13:45.200 --> 00:13:46.600]  所以耶穌對她來說
[00:13:46.600 --> 00:13:49.000]  不只是上帝那麼簡單
[00:13:49.000 --> 00:13:51.200]  不只是神的兒子那麼簡單
[00:13:51.200 --> 00:13:53.400]  甚至不只是祂的老師那麼簡單
[00:13:53.400 --> 00:13:57.200]  是祂的救命恩人
[00:13:57.200 --> 00:13:59.200]  撒哈迦奧古斯丁
[00:13:59.200 --> 00:14:00.200]  稱瑪利亞
[00:14:00.200 --> 00:14:01.200]  莫大拉的瑪利亞
[00:14:01.200 --> 00:14:03.200]  做使徒中的使徒
[00:14:03.200 --> 00:14:05.200]  因為關於她的傳說
[00:14:05.200 --> 00:14:08.200]  比任何一位聖人都要多
[00:14:08.200 --> 00:14:10.600]  所以有很多關於瑪利亞的傳說
[00:14:10.600 --> 00:14:11.400]  為什麼要強調
[00:14:11.400 --> 00:14:13.000]  她是莫大拉的瑪利亞
[00:14:13.000 --> 00:14:14.600]  莫大拉是一個什麼地方
[00:14:14.600 --> 00:14:16.800]  原來莫大拉是一個
[00:14:16.800 --> 00:14:21.000]  可以說是一個淫亂的地方
[00:14:21.000 --> 00:14:22.600]  沒有一個女子出生在
[00:14:22.600 --> 00:14:25.400]  莫大拉的地方是一個好人
[00:14:25.400 --> 00:14:27.600]  所以天主教教會
[00:14:27.600 --> 00:14:29.200]  曾經將莫大拉的瑪利亞
[00:14:29.200 --> 00:14:31.600]  定性為一個妓女
[00:14:31.600 --> 00:14:37.800]  在聖經裡的確有一位妓女
[00:14:37.800 --> 00:14:40.800]  她很親近耶穌
[00:14:40.800 --> 00:14:44.800]  所以將耶穌與妓女的關係拉得很近
[00:14:44.800 --> 00:14:47.600]  甚至將耶穌與莫大拉瑪利亞
[00:14:47.600 --> 00:14:49.400]  是否另外有關係
[00:14:49.400 --> 00:14:50.600]  有很多的傳說
[00:14:50.600 --> 00:14:52.400]  不過後來天主教
[00:14:52.400 --> 00:14:55.800]  為莫大拉的瑪利亞平反
[00:14:55.800 --> 00:14:58.000]  她為什麼會被人誤會
[00:14:58.000 --> 00:14:59.400]  就是因為她被鬼附
[00:14:59.400 --> 00:15:03.200]  她過的生活好像不是她自己的生活
[00:15:03.200 --> 00:15:05.600]  有人來誤會她
[00:15:05.600 --> 00:15:06.600]  就是因為她淫亂
[00:15:06.600 --> 00:15:07.400]  所以她搞成這樣
[00:15:07.400 --> 00:15:08.800]  搞到自己癲癲喪喪
[00:15:08.800 --> 00:15:10.200]  其實她是被鬼附
[00:15:10.200 --> 00:15:13.200]  但當耶穌將她身上的鬼趕出來之後
[00:15:13.200 --> 00:15:15.200]  她就沒事了
[00:15:15.200 --> 00:15:19.200]  她就成為一個我們今天所說的正常人
[00:15:19.200 --> 00:15:21.000]  莫大拉的瑪利亞
[00:15:21.000 --> 00:15:25.400]  所以當她找不到耶穌的屍首的時候
[00:15:25.400 --> 00:15:27.000]  你可以想像她是多麼傷心
[00:15:27.000 --> 00:15:27.800]  多麼難過
[00:15:27.800 --> 00:15:29.000]  因為這位耶穌
