
[00:00:00.000 --> 00:00:03.000]  好,各位explorer早晨
[00:01:46.000 --> 00:01:49.000]  OK,Batman成為少數族裔
[00:01:49.000 --> 00:01:51.000]  不如我也問問你們為什麼
[00:01:51.000 --> 00:01:52.000]  為什麼你會看Batman?
[00:01:52.000 --> 00:01:54.000]  懷舊嘛
[00:01:54.000 --> 00:01:58.000]  好,聽到嗎?
[00:01:58.000 --> 00:02:00.000]  誰想看Dr. Strange?
[00:02:00.000 --> 00:02:02.000]  Pierre,叫出來
[00:02:02.000 --> 00:02:05.000]  為什麼你們那個區域
[00:02:05.000 --> 00:02:06.000]  或者Jetta
[00:02:06.000 --> 00:02:08.000]  為什麼你會看Dr. Strange?
[00:02:08.000 --> 00:02:10.000]  你已經看過了嗎?
[00:02:10.000 --> 00:02:12.000]  還沒有,不過你會選擇
[00:02:12.000 --> 00:02:16.000]  OK
[00:02:16.000 --> 00:02:18.000]  好,下一條,我們再看一看
[00:02:18.000 --> 00:02:20.000]  我們先看看
[00:02:20.000 --> 00:02:22.000]  好,如果疫情之後
[00:02:22.000 --> 00:02:23.000]  你可以去旅行
[00:02:23.000 --> 00:02:27.000]  究竟你會選擇日本還是韓國呢?
[00:02:27.000 --> 00:02:30.000]  好,給你五秒去想一想
[00:02:30.000 --> 00:02:31.000]  不要說Why not both
[00:02:31.000 --> 00:02:32.000]  我知道大家有錢
[00:02:32.000 --> 00:02:34.000]  不過有先後次序的
[00:02:34.000 --> 00:02:38.000]  好,日本的舉手
[00:02:38.000 --> 00:02:39.000]  稍後問你
[00:02:39.000 --> 00:02:42.000]  日本,為什麼去日本?
[00:02:42.000 --> 00:02:43.000]  問一些女生
[00:02:43.000 --> 00:02:47.000]  OK
[00:02:47.000 --> 00:02:49.000]  因為一直都比較常去
[00:02:49.000 --> 00:02:51.000]  OK,因為很喜歡
[00:02:51.000 --> 00:02:53.000]  誰會講日文?
[00:02:53.000 --> 00:02:55.000]  我們中間也有幾個會講日文
[00:02:55.000 --> 00:02:57.000]  有幾個,喜歡看動漫那些
[00:02:57.000 --> 00:02:59.000]  誰想去韓國?
[00:02:59.000 --> 00:03:01.000]  我不問大家,放心
[00:03:01.000 --> 00:03:03.000]  OK,會少一點
[00:03:03.000 --> 00:03:05.000]  好,再來
[00:03:05.000 --> 00:03:07.000]  當你平日不舒服的時候
[00:03:07.000 --> 00:03:09.000]  你通常會看中醫還是西醫?
[00:03:09.000 --> 00:03:13.000]  好,中醫的舉手
[00:03:13.000 --> 00:03:15.000]  好,放下手
[00:03:15.000 --> 00:03:16.000]  其他是西醫
[00:03:16.000 --> 00:03:17.000]  我想問問你
[00:03:17.000 --> 00:03:19.000]  你那些比較特別
[00:03:19.000 --> 00:03:21.000]  你會怎樣?
[00:03:21.000 --> 00:03:22.000]  你剛才說什麼?
[00:03:22.000 --> 00:03:25.000]  直接買藥吃
[00:03:25.000 --> 00:03:28.000]  省一點錢
[00:03:28.000 --> 00:03:29.000]  OK,自己買藥吃
[00:03:29.000 --> 00:03:30.000]  就是逼你痛那些
[00:03:30.000 --> 00:03:31.000]  疫情當中
[00:03:31.000 --> 00:03:34.000]  我們全部都要留著貨
[00:03:34.000 --> 00:03:35.000]  好,時間關係
[00:03:35.000 --> 00:03:37.000]  我給大家看一看
[00:03:37.000 --> 00:03:40.000]  這題有人想答嗎?
[00:03:40.000 --> 00:03:41.000]  在困難的時候
[00:03:41.000 --> 00:03:44.000]  你會選擇爸爸還是媽媽呢?
[00:03:44.000 --> 00:03:46.000]  看看這裡有沒有父母
[00:03:46.000 --> 00:03:48.000]  應該沒有了
[00:03:48.000 --> 00:03:50.000]  瑪麗莎剛才
[00:03:50.000 --> 00:03:53.000]  是,Erica
[00:03:53.000 --> 00:03:56.000]  糟了,說笑而已
[00:03:56.000 --> 00:03:57.000]  我們不回答這題
[00:03:57.000 --> 00:03:58.000]  時間關係
[00:03:58.000 --> 00:03:59.000]  不過我想說
[00:03:59.000 --> 00:04:01.000]  以上這幾題的題目
[00:04:01.000 --> 00:04:04.000]  有沒有對和錯的?
[00:04:04.000 --> 00:04:07.000]  有沒有?
[00:04:07.000 --> 00:04:09.000]  在生活上的事情
[00:04:09.000 --> 00:04:12.000]  其實很多東西都沒有對錯
[00:04:12.000 --> 00:04:13.000]  我想說
[00:04:13.000 --> 00:04:15.000]  剛才除了Iceberg之外
[00:04:15.000 --> 00:04:17.000]  就是一個小小的統計
[00:04:17.000 --> 00:04:19.000]  不過我們很可惜的是
[00:04:19.000 --> 00:04:22.000]  人往往在這些生活的事情上
[00:04:22.000 --> 00:04:24.000]  一些小事上
[00:04:24.000 --> 00:04:25.000]  會起衝突
[00:04:25.000 --> 00:04:27.000]  認不認同?
[00:04:27.000 --> 00:04:29.000]  在一些短短的意見不合
[00:04:29.000 --> 00:04:31.000]  或者在生活的瑣碎的事情
[00:04:31.000 --> 00:04:33.000]  往往會帶給我們人際關係上
[00:04:33.000 --> 00:04:35.000]  會起到一些衝突
[00:04:35.000 --> 00:04:37.000]  沒錯,所以小問題
[00:04:37.000 --> 00:04:39.000]  可以帶來一些大的衝突
[00:04:39.000 --> 00:04:42.000]  正如我在網上再按一下
[00:04:42.000 --> 00:04:45.000]  我就會見到一些這樣的圖
[00:04:45.000 --> 00:04:47.000]  它說一對情侶之間
[00:04:47.000 --> 00:04:49.000]  都可以因為芫茜這個物體
[00:04:49.000 --> 00:04:51.000]  這樣的物體而起衝突
[00:04:51.000 --> 00:04:54.000]  搞到甚至要分手的邊緣
[00:04:54.000 --> 00:04:56.000]  你看右下角那裡
[00:04:56.000 --> 00:04:58.000]  八大威,我也不太懂
[00:04:58.000 --> 00:05:00.000]  我也覺得這個芫茜是一個很恐怖
[00:05:00.000 --> 00:05:02.000]  很邪惡的物體
[00:05:02.000 --> 00:05:04.000]  但是這個狀況
[00:05:04.000 --> 00:05:06.000]  就和我們今天所看的經文
[00:05:06.000 --> 00:05:08.000]  的背景很相近
[00:05:08.000 --> 00:05:10.000]  即使在教會裡面
[00:05:10.000 --> 00:05:12.000]  人都可以因為一些瑣碎的事情
[00:05:12.000 --> 00:05:15.000]  而起紛爭,而起衝突
[00:05:15.000 --> 00:05:18.000]  在我們今天所看的羅馬書的十四章
[00:05:18.000 --> 00:05:20.000]  正正就是在說
[00:05:20.000 --> 00:05:23.000]  當時的羅馬教會裡面有兩幫人
[00:05:23.000 --> 00:05:26.000]  是因為著一些小事而起衝突
[00:05:26.000 --> 00:05:28.000]  而這個導火線
[00:05:28.000 --> 00:05:30.000]  它是因為食物
[00:05:30.000 --> 00:05:32.000]  它是因為食物的緣故
[00:05:32.000 --> 00:05:34.000]  搞到保羅要出聲
[00:05:34.000 --> 00:05:35.000]  要說他們
[00:05:35.000 --> 00:05:37.000]  讓我們一起聽一聽
[00:05:37.000 --> 00:05:39.000]  羅馬書十四章一節二節
[00:05:39.000 --> 00:05:42.000]  謝謝觀眾
[00:05:42.000 --> 00:05:44.000]  五毫米,謝謝
[00:05:44.000 --> 00:05:46.000]  信心軟弱的
[00:05:46.000 --> 00:05:48.000]  你們要接納不同的意見
[00:05:48.000 --> 00:05:50.000]  不要爭論
[00:05:50.000 --> 00:05:52.000]  有人信什麼都可吃
[00:05:52.000 --> 00:05:54.000]  但那軟弱的
[00:05:54.000 --> 00:05:56.000]  只吃蔬菜
[00:05:56.000 --> 00:05:58.000]  好,謝謝
[00:05:58.000 --> 00:06:00.000]  好,我們從經文那裡看到
[00:06:00.000 --> 00:06:02.000]  這裡分開了兩批人
[00:06:02.000 --> 00:06:05.000]  一個就叫做信心軟弱的
[00:06:05.000 --> 00:06:06.000]  是不是
[00:06:06.000 --> 00:06:08.000]  這一邊自然就是什麼
[00:06:08.000 --> 00:06:10.000]  就是信心堅強一點
[00:06:10.000 --> 00:06:12.000]  信心堅固的
[00:06:12.000 --> 00:06:14.000]  但是他們兩幫人
[00:06:14.000 --> 00:06:16.000]  他是因為一件事
[00:06:16.000 --> 00:06:18.000]  就是因為食物的緣故而吵起來
[00:06:18.000 --> 00:06:20.000]  信心軟弱的人
[00:06:20.000 --> 00:06:21.000]  他說什麼
[00:06:21.000 --> 00:06:22.000]  他不敢吃肉
[00:06:22.000 --> 00:06:23.000]  只吃蔬菜
[00:06:23.000 --> 00:06:25.000]  信心堅強的人
[00:06:25.000 --> 00:06:27.000]  他是什麼都可以吃
[00:06:27.000 --> 00:06:28.000]  就是會吃肉
[00:06:28.000 --> 00:06:30.000]  不是只吃蔬菜
[00:06:30.000 --> 00:06:32.000]  好了,為什麼會有這樣的分別呢
[00:06:32.000 --> 00:06:34.000]  為什麼會這樣呢
[00:06:34.000 --> 00:06:37.000]  其實這裡背後有段故事
[00:06:37.000 --> 00:06:39.000]  原來這兩幫人就分別是
[00:06:39.000 --> 00:06:40.000]  是什麼
[00:06:40.000 --> 00:06:42.000]  猶太族裔的基督徒
[00:06:42.000 --> 00:06:43.000]  和
[00:06:43.000 --> 00:06:44.000]  是什麼
[00:06:44.000 --> 00:06:45.000]  不是猶太人的基督徒
[00:06:45.000 --> 00:06:46.000]  就是外邦的基督徒
[00:06:46.000 --> 00:06:48.000]  我們經常都會聽
[00:06:48.000 --> 00:06:49.000]  讀了羅馬書這麼久
[00:06:49.000 --> 00:06:51.000]  我們經常都會聽有這兩批人
[00:06:51.000 --> 00:06:53.000]  話說原來在第一世紀
[00:06:53.000 --> 00:06:55.000]  的羅馬裡面
[00:06:55.000 --> 00:06:58.000]  大概有四到五萬的猶太人
[00:06:58.000 --> 00:07:00.000]  所以在本來
[00:07:00.000 --> 00:07:01.000]  那個羅馬城裡面
[00:07:01.000 --> 00:07:04.000]  大部分本來都是猶太人
[00:07:04.000 --> 00:07:07.000]  不過在主後的49年
[00:07:07.000 --> 00:07:09.000]  即是49年世紀
[00:07:09.000 --> 00:07:10.000]  當時的羅馬皇帝
[00:07:10.000 --> 00:07:12.000]  叫做格魯雕
[00:07:12.000 --> 00:07:13.000]  很有趣
[00:07:13.000 --> 00:07:15.000]  我也不知道原文是什麼
[00:07:15.000 --> 00:07:17.000]  下令要驅逐那些猶太人
[00:07:17.000 --> 00:07:19.000]  要離開羅馬
[00:07:19.000 --> 00:07:21.000]  要驅逐這些Jews
[00:07:21.000 --> 00:07:22.000]  離開羅馬
[00:07:22.000 --> 00:07:24.000]  以致當時的羅馬教會裡面
[00:07:24.000 --> 00:07:26.000]  外邦人的比例
[00:07:26.000 --> 00:07:28.000]  就漸漸上升
[00:07:28.000 --> 00:07:30.000]  即是同一間教會裡面
[00:07:30.000 --> 00:07:32.000]  就越來越多的外邦人
[00:07:32.000 --> 00:07:34.000]  外邦的基督徒
[00:07:34.000 --> 00:07:36.000]  不過到了後來
[00:07:36.000 --> 00:07:38.000]  當這個皇帝叫做格魯雕
[00:07:38.000 --> 00:07:39.000]  死了之後
[00:07:39.000 --> 00:07:41.000]  那些流散了的猶太人
[00:07:41.000 --> 00:07:43.000]  就可以回到羅馬
[00:07:43.000 --> 00:07:45.000]  但是那些猶太人
[00:07:45.000 --> 00:07:46.000]  你知道就已經
[00:07:46.000 --> 00:07:47.000]  越來越少了
[00:07:47.000 --> 00:07:48.000]  越來越少了
[00:07:48.000 --> 00:07:49.000]  所以他們之間
[00:07:49.000 --> 00:07:51.000]  就產生了很多的張力
[00:07:51.000 --> 00:07:52.000]  產生了很多的問題
[00:07:52.000 --> 00:07:54.000]  和紛爭
[00:07:54.000 --> 00:07:56.000]  譬如說我們可以想像得到
[00:07:56.000 --> 00:07:59.000]  當兩班人一起吃飯的時候
[00:07:59.000 --> 00:08:01.000]  我們都要面對一起吃飯
[00:08:01.000 --> 00:08:03.000]  我們都要面對一起吃飯
[00:08:03.000 --> 00:08:05.000]  那些猶太人會怎樣說
[00:08:05.000 --> 00:08:07.000]  那些猶太的基督徒說
[00:08:07.000 --> 00:08:09.000]  就會和那班的其他
[00:08:09.000 --> 00:08:11.000]  不是猶太人的說
[00:08:11.000 --> 00:08:13.000]  我們的上帝
[00:08:13.000 --> 00:08:15.000]  藉著摩西跟我們說
[00:08:15.000 --> 00:08:17.000]  怎樣說
[00:08:17.000 --> 00:08:19.000]  我們不可以吃豬
[00:08:19.000 --> 00:08:21.000]  難道你們不知道嗎
[00:08:21.000 --> 00:08:22.000]  不乾淨的
[00:08:22.000 --> 00:08:23.000]  是不熱的
[00:08:23.000 --> 00:08:25.000]  而且你不知道
[00:08:25.000 --> 00:08:26.000]  你根本就不知道
[00:08:26.000 --> 00:08:28.000]  我在外面買回來的豬肉
[00:08:28.000 --> 00:08:30.000]  我們可能的父母都是這樣說
[00:08:30.000 --> 00:08:32.000]  都是乾不乾淨的
[00:08:32.000 --> 00:08:34.000]  有沒有拜祭過其他的神
[00:08:34.000 --> 00:08:36.000]  因為當時很流行的
[00:08:36.000 --> 00:08:38.000]  所以他們不吃豬
[00:08:38.000 --> 00:08:39.000]  不吃肉
[00:08:39.000 --> 00:08:40.000]  應該這樣說
[00:08:40.000 --> 00:08:41.000]  不吃肉
[00:08:41.000 --> 00:08:43.000]  好 另一批人又怎樣
[00:08:43.000 --> 00:08:44.000]  那些外邦的信徒
[00:08:44.000 --> 00:08:46.000]  那些基督徒就說
[00:08:46.000 --> 00:08:47.000]  你們這麼迂腐
[00:08:47.000 --> 00:08:49.000]  律法主義
[00:08:49.000 --> 00:08:52.000]  我們藉著主耶穌的保血
[00:08:52.000 --> 00:08:53.000]  我們已經得著自由了
[00:08:53.000 --> 00:08:55.000]  我們是free man
[00:08:55.000 --> 00:08:56.000]  我們吃什麼都可以
[00:08:56.000 --> 00:08:58.000]  所以 是不是
[00:08:58.000 --> 00:09:00.000]  這樣想很正常
[00:09:00.000 --> 00:09:03.000]  連上帝當時都是跟彼得說的
[00:09:03.000 --> 00:09:05.000]  大家可以看《試圖行傳》第十章
[00:09:05.000 --> 00:09:07.000]  他也是這樣領受回來的
[00:09:07.000 --> 00:09:09.000]  所以我們這幫人
[00:09:09.000 --> 00:09:11.000]  我們不再應該用舊的律法
[00:09:11.000 --> 00:09:13.000]  去綁著自己
[00:09:13.000 --> 00:09:14.000]  吃肉而已
[00:09:14.000 --> 00:09:16.000]  不用怕
[00:09:16.000 --> 00:09:19.000]  所以大家可以想像得到
[00:09:19.000 --> 00:09:21.000]  這個狀況對於教會來說
[00:09:21.000 --> 00:09:22.000]  只是吃而已
[00:09:22.000 --> 00:09:24.000]  就帶來很大的問題
[00:09:24.000 --> 00:09:25.000]  是不是
[00:09:25.000 --> 00:09:27.000]  特別在一起吃飯的時候
[00:09:27.000 --> 00:09:28.000]  那我又想問一下大家
[00:09:28.000 --> 00:09:29.000]  如果是你
[00:09:29.000 --> 00:09:30.000]  你要處理
[00:09:30.000 --> 00:09:32.000]  或者見證著這些所謂的衝突和分裂
[00:09:32.000 --> 00:09:34.000]  你會怎麼做
[00:09:34.000 --> 00:09:37.000]  你會怎麼做
[00:09:37.000 --> 00:09:38.000]  有沒有人有想法
[00:09:38.000 --> 00:09:41.000]  可以說出來
[00:09:41.000 --> 00:09:43.000]  好 大聲一點 Jasper
[00:09:43.000 --> 00:09:45.000]  兩樣都吃
[00:09:45.000 --> 00:09:46.000]  就是另一邊
[00:09:46.000 --> 00:09:47.000]  就是另一邊
[00:09:47.000 --> 00:09:49.000]  吃完肉 吃菜那樣
[00:09:49.000 --> 00:09:50.000]  就是不是吃他們的人
[00:09:50.000 --> 00:09:51.000]  是不是 我相信
[00:09:51.000 --> 00:09:53.000]  OK 就是吃一盤吃菜
[00:09:53.000 --> 00:09:54.000]  OK 還有
[00:09:54.000 --> 00:09:55.000]  有沒有其他
[00:09:55.000 --> 00:09:56.000]  分桌子吃
[00:09:56.000 --> 00:09:57.000]  有沒有人這樣想
[00:09:57.000 --> 00:09:58.000]  分開桌子吃就可以了
[00:09:58.000 --> 00:10:00.000]  OK 分兩盤人
[00:10:00.000 --> 00:10:01.000]  一個吃六點至七點
[00:10:01.000 --> 00:10:02.000]  好像我們訂桌子那樣
[00:10:02.000 --> 00:10:04.000]  一個吃七點至八點
[00:10:04.000 --> 00:10:06.000]  對了 很大的問題
[00:10:06.000 --> 00:10:07.000]  這個簡直就好像
[00:10:07.000 --> 00:10:09.000]  我們的終極的IQ題
[00:10:09.000 --> 00:10:10.000]  是不是
[00:10:10.000 --> 00:10:11.000]  究竟
[00:10:11.000 --> 00:10:12.000]  OK 你的女朋友
[00:10:12.000 --> 00:10:13.000]  和你媽媽一起掉下水
[00:10:13.000 --> 00:10:15.000]  究竟你救誰
[00:10:15.000 --> 00:10:17.000]  這個就是一個終極的奧秘
[00:10:17.000 --> 00:10:18.000]  是不是
[00:10:18.000 --> 00:10:19.000]  我們不知道
[00:10:19.000 --> 00:10:21.000]  究竟怎麼幫她
[00:10:21.000 --> 00:10:23.000]  怎麼做
[00:10:23.000 --> 00:10:24.000]  不過我們不知道
[00:10:24.000 --> 00:10:25.000]  大家有沒有聽到
[00:10:25.000 --> 00:10:26.000]  其實最近
[00:10:26.000 --> 00:10:28.000]  當很多的香港人
[00:10:28.000 --> 00:10:29.000]  或者華人
[00:10:29.000 --> 00:10:32.000]  去到移民到外國的當中
[00:10:32.000 --> 00:10:33.000]  當地的華人教會
[00:10:33.000 --> 00:10:35.000]  都出現很多這樣的狀況
[00:10:35.000 --> 00:10:36.000]  是不是
[00:10:36.000 --> 00:10:37.000]  當中有很多的記憶圖
[00:10:37.000 --> 00:10:38.000]  去到華人教會
[00:10:38.000 --> 00:10:39.000]  他們和當時
[00:10:39.000 --> 00:10:41.000]  本地的那幫英國
[00:10:41.000 --> 00:10:42.000]  例如英國
[00:10:42.000 --> 00:10:43.000]  的記憶圖
[00:10:43.000 --> 00:10:45.000]  其實都很多的衝突
[00:10:45.000 --> 00:10:47.000]  很難去到相處
[00:10:47.000 --> 00:10:48.000]  我都是聽回來
[00:10:48.000 --> 00:10:49.000]  因為大家的背景
[00:10:49.000 --> 00:10:51.000]  和經歷都不一樣
[00:10:51.000 --> 00:10:53.000]  好了 所以教會
[00:10:53.000 --> 00:10:55.000]  因為吃東西的緣故
[00:10:55.000 --> 00:10:56.000]  而產生衝突
[00:10:56.000 --> 00:10:59.000]  是不是一件出奇的事
[00:10:59.000 --> 00:11:02.000]  其實都不是
[00:11:02.000 --> 00:11:04.000]  好了 所以回到經文那裡
[00:11:04.000 --> 00:11:05.000]  保羅究竟面對著
[00:11:05.000 --> 00:11:07.000]  雙方的攻擊 評擊
[00:11:07.000 --> 00:11:08.000]  甚至指責
[00:11:08.000 --> 00:11:10.000]  他怎樣去面對
[00:11:10.000 --> 00:11:12.000]  他怎樣去處理
[00:11:12.000 --> 00:11:13.000]  所以他在第一
[00:11:13.000 --> 00:11:14.000]  去到第十二節
[00:11:14.000 --> 00:11:16.000]  就說了有幾個原則
[00:11:16.000 --> 00:11:19.000]  藉此都提醒今天的我們
[00:11:19.000 --> 00:11:20.000]  當教會
[00:11:20.000 --> 00:11:22.000]  面對著弟兄姊妹之間
[00:11:22.000 --> 00:11:23.000]  一些小衝突
[00:11:23.000 --> 00:11:25.000]  尤其是那些
[00:11:25.000 --> 00:11:27.000]  那些叫做非黑即白
[00:11:27.000 --> 00:11:28.000]  即不是有
[00:11:28.000 --> 00:11:30.000]  絕對的答案的事情上
[00:11:30.000 --> 00:11:32.000]  我們應該怎樣面對呢
[00:11:32.000 --> 00:11:34.000]  應該怎樣面對呢
[00:11:34.000 --> 00:11:35.000]  好 我聽
[00:11:35.000 --> 00:11:37.000]  請VN讀第三節
[00:11:37.000 --> 00:11:39.000]  幫我讀第三節
[00:11:39.000 --> 00:11:41.000]  吃的人不可輕看
[00:11:41.000 --> 00:11:42.000]  不吃的人
[00:11:42.000 --> 00:11:43.000]  不吃的人
[00:11:43.000 --> 00:11:45.000]  也不可評斷
[00:11:45.000 --> 00:11:46.000]  吃的人
[00:11:46.000 --> 00:11:49.000]  因為神已經接納他了
[00:11:49.000 --> 00:11:50.000]  你是誰
[00:11:50.000 --> 00:11:52.000]  時間關係 我只讀第三節
[00:11:52.000 --> 00:11:53.000]  好 謝謝
[00:11:53.000 --> 00:11:54.000]  好 第一點
[00:11:54.000 --> 00:11:55.000]  保羅說
[00:11:55.000 --> 00:11:58.000]  兩者都是蒙神月立的
[00:11:58.000 --> 00:11:59.000]  OK
[00:11:59.000 --> 00:12:01.000]  兩邊都是蒙神月立
[00:12:01.000 --> 00:12:02.000]  我們先聽聽
[00:12:02.000 --> 00:12:03.000]  究竟是為甚麼呢
[00:12:03.000 --> 00:12:04.000]  他說對於那些
[00:12:04.000 --> 00:12:06.000]  覺得可以吃東西的人
[00:12:06.000 --> 00:12:07.000]  甚麼都吃的人
[00:12:07.000 --> 00:12:08.000]  即是這邊
[00:12:08.000 --> 00:12:09.000]  外邦人
[00:12:09.000 --> 00:12:10.000]  外邦的信徒
[00:12:10.000 --> 00:12:11.000]  應該說
[00:12:11.000 --> 00:12:13.000]  他說你不要輕看他們
[00:12:13.000 --> 00:12:14.000]  即是不要
[00:12:14.000 --> 00:12:15.000]  看不起那些
[00:12:15.000 --> 00:12:16.000]  沒有信心的人
[00:12:16.000 --> 00:12:17.000]  OK
[00:12:17.000 --> 00:12:18.000]  他的意思就是說
[00:12:18.000 --> 00:12:20.000]  他覺得有些緣故他們不吃
[00:12:20.000 --> 00:12:21.000]  是嗎
[00:12:21.000 --> 00:12:22.000]  他說你不要輕看他們
[00:12:22.000 --> 00:12:24.000]  同樣對於這班不吃肉的人
[00:12:24.000 --> 00:12:26.000]  你不要去批評他們
[00:12:26.000 --> 00:12:29.000]  即是你不要背後說他們是非
[00:12:29.000 --> 00:12:31.000]  這班所謂信心大一點的人
[00:12:31.000 --> 00:12:33.000]  覺得自己有自由去吃東西的人
[00:12:33.000 --> 00:12:34.000]  OK
[00:12:34.000 --> 00:12:35.000]  你不要輕看他們
[00:12:35.000 --> 00:12:36.000]  你不要批評他們
[00:12:36.000 --> 00:12:38.000]  原因是因為
[00:12:38.000 --> 00:12:41.000]  上帝已經接納了他們
[00:12:41.000 --> 00:12:42.000]  意思是說
[00:12:42.000 --> 00:12:44.000]  無論你吃也好
[00:12:44.000 --> 00:12:46.000]  不吃也好
[00:12:46.000 --> 00:12:48.000]  上帝都會越納
[00:12:48.000 --> 00:12:51.000]  即不是那個行為的問題
[00:12:51.000 --> 00:12:52.000]  很神奇
[00:12:52.000 --> 00:12:55.000]  原來保羅要在這裏去調整
[00:12:55.000 --> 00:12:58.000]  先去解決我們內心的心態
[00:12:58.000 --> 00:13:00.000]  對於雙方的心態
[00:13:00.000 --> 00:13:02.000]  我們要先去處理得好
[00:13:02.000 --> 00:13:04.000]  兩者都是蒙上帝的越納
[00:13:04.000 --> 00:13:05.000]  這個是第一點
[00:13:05.000 --> 00:13:06.000]  好
[00:13:06.000 --> 00:13:07.000]  第二點
[00:13:07.000 --> 00:13:09.000]  他說兩者都是為主所作的
[00:13:09.000 --> 00:13:10.000]  我們先去看看
[00:13:10.000 --> 00:13:11.000]  聽一聽
[00:13:11.000 --> 00:13:12.000]  第五到第六節
[00:13:12.000 --> 00:13:13.000]  謝謝Bian
[00:13:14.000 --> 00:13:16.000]  第五到第六節
[00:13:16.000 --> 00:13:25.000]  有人看這日比那日強
[00:13:25.000 --> 00:13:27.000]  有人看日日都事一樣
[00:13:27.000 --> 00:13:31.000]  只要各人要在自己的心意上堅定
[00:13:31.000 --> 00:13:34.000]  守日子的人是為主守的
[00:13:34.000 --> 00:13:37.000]  吃的人是為主吃的
[00:13:37.000 --> 00:13:38.000]  因他感謝神
[00:13:38.000 --> 00:13:41.000]  不吃的人是為主不吃的
[00:13:41.000 --> 00:13:43.000]  他也感謝神
[00:13:44.000 --> 00:13:45.000]  謝謝
[00:13:45.000 --> 00:13:48.000]  保羅這裏又講了一個例子
[00:13:48.000 --> 00:13:51.000]  就是猶太人守安息日的例子
[00:13:51.000 --> 00:13:55.000]  有些人說猶太人要堅持守星期六
[00:13:55.000 --> 00:13:58.000]  不過當時亦都有另一批人說
[00:13:58.000 --> 00:13:59.000]  他們可以守星期日
[00:13:59.000 --> 00:14:01.000]  好像我們現在這樣
[00:14:01.000 --> 00:14:03.000]  但是無論你是守星期六
[00:14:03.000 --> 00:14:05.000]  即是當時的Sabbath
[00:14:05.000 --> 00:14:06.000]  即是安息日是星期六
[00:14:06.000 --> 00:14:07.000]  計算一下時間
[00:14:07.000 --> 00:14:09.000]  有人說守星期日的主日
[00:14:09.000 --> 00:14:11.000]  不過重點是
[00:14:11.000 --> 00:14:14.000]  兩邊都是為主守的
[00:14:14.000 --> 00:14:16.000]  為主守的
[00:14:16.000 --> 00:14:18.000]  吃東西又怎樣計算
[00:14:18.000 --> 00:14:20.000]  吃東西又怎樣計算
[00:14:20.000 --> 00:14:24.000]  保羅說雖然兩者在行為上是有分別
[00:14:24.000 --> 00:14:26.000]  一個吃肉一個不吃肉
[00:14:26.000 --> 00:14:30.000]  但是雙方同樣都是為了榮耀神而做的
[00:14:30.000 --> 00:14:31.000]  信心大的人
