
[00:00:00.000 --> 00:00:02.640]  好 第一節目讓我們在聆聽主導議先
[00:01:47.080 --> 00:01:52.360]  倘若有一天當你搭著飛機去某一個地方的時候
[00:01:52.360 --> 00:01:55.200]  突然機長跟你說
[00:01:55.200 --> 00:01:59.680]  請大家戴上這個氧氣罩
[00:01:59.680 --> 00:02:02.120]  然後扣緊安全帶
[00:02:02.120 --> 00:02:06.440]  然後因為那架飛機有少少問題
[00:02:06.440 --> 00:02:09.040]  你會覺得怎樣呢那一刻
[00:02:09.040 --> 00:02:12.440]  我記得在好幾年前的時候
[00:02:12.440 --> 00:02:15.840]  我曾經試過有一次搭長途飛機
[00:02:16.760 --> 00:02:17.960]  飛的時候
[00:02:17.960 --> 00:02:21.640]  突然間全架飛機裡
[00:02:21.640 --> 00:02:23.920]  就響起一個警號說
[00:02:23.920 --> 00:02:27.720]  大家馬上回去座位扣緊安全帶
[00:02:27.720 --> 00:02:30.320]  然後那架飛機不斷地拋
[00:02:30.320 --> 00:02:33.160]  因為原來有一個很急的氣流
[00:02:33.160 --> 00:02:35.200]  突然間飛機要穿越
[00:02:35.200 --> 00:02:38.640]  那一刻我的感覺
[00:02:38.640 --> 00:02:44.160]  真的比坐過山車有過之而無不及
[00:02:45.000 --> 00:02:50.240]  因為你在那一刻完全是無助的狀態
[00:02:50.240 --> 00:02:53.400]  飛機可以說它喜歡怎樣飛就怎樣飛
[00:02:53.400 --> 00:02:54.960]  怎樣拋就怎樣拋
[00:02:54.960 --> 00:02:58.680]  我覺得加上那次我又不是很舒服
[00:02:58.680 --> 00:03:01.160]  就成頭了
[00:03:01.160 --> 00:03:03.440]  冷汗就這樣飆出來
[00:03:03.440 --> 00:03:09.600]  當這個情況超出了你自己的控制狀態的時候
[00:03:09.600 --> 00:03:13.000]  其實人是不是真的這麼有能力呢
[00:03:14.320 --> 00:03:19.040]  人越來越趨向於年老化
[00:03:19.040 --> 00:03:21.040]  在這個世界的裏面
[00:03:21.040 --> 00:03:25.840]  我們發覺到人的壽命又好像越來越長
[00:03:25.840 --> 00:03:30.400]  但是健康狀況又不是特別見得好的時候
[00:03:30.400 --> 00:03:38.040]  最近我就發覺有很多為了面對人口老化的服務
[00:03:38.040 --> 00:03:40.120]  開始應運而生
[00:03:40.720 --> 00:03:45.560]  其實我看到的一個報道
[00:03:45.560 --> 00:03:52.680]  就是談及到在日本和台灣的裏面
[00:03:52.680 --> 00:03:54.640]  有一個機構
[00:03:54.640 --> 00:03:58.520]  這個機構沒有什麼特別宗教背景
[00:03:58.520 --> 00:04:05.440]  這個機構是舉辦了一個課程
[00:04:05.440 --> 00:04:08.000]  或者叫做體驗班
[00:04:08.320 --> 00:04:11.200]  叫做死亡體驗工作坊
[00:04:11.200 --> 00:04:12.800]  不知道大家有沒有聽過
[00:04:12.800 --> 00:04:16.480]  這個工作坊主要是做什麼呢
[00:04:16.480 --> 00:04:20.880]  其實最主要的是要幫助現在的人口
[00:04:20.880 --> 00:04:23.640]  因為越來越多的是老年化
[00:04:23.640 --> 00:04:26.000]  都不知道什麼時候死
[00:04:26.000 --> 00:04:30.080]  人的壽命又越來越長
[00:04:30.080 --> 00:04:33.320]  但是身體又越來越差
[00:04:33.320 --> 00:04:37.840]  那你怎樣去預備你的死亡呢
[00:04:37.840 --> 00:04:42.040]  人沒有辦法去否定終有一死這個現象
[00:04:42.040 --> 00:04:46.120]  這個問題我很早很年輕的時候
[00:04:46.120 --> 00:04:47.760]  已經想過特別
[00:04:47.760 --> 00:04:50.880]  我很記得當我來到加拿大
[00:04:50.880 --> 00:04:54.520]  自己一人讀大學的時候留學
[00:04:54.520 --> 00:04:59.120]  有一天我睡在家裡的床
[00:04:59.120 --> 00:05:00.640]  我那時候租一間房
[00:05:00.640 --> 00:05:02.560]  有感冒
[00:05:02.560 --> 00:05:04.960]  睡在那裡的時候我就想
[00:05:04.960 --> 00:05:06.640]  如果我睡在那裡
[00:05:06.800 --> 00:05:08.600]  死了又有誰知道呢
[00:05:08.600 --> 00:05:13.360]  就讓我想起了生命的問題
[00:05:13.360 --> 00:05:17.880]  這個預備班死亡體驗工作坊
[00:05:17.880 --> 00:05:21.080]  主要是帶領一些仍然在生的人
[00:05:21.080 --> 00:05:22.480]  去嘗試去體驗
[00:05:22.480 --> 00:05:25.280]  當你去死那天的時候
[00:05:25.280 --> 00:05:28.320]  你那個人生的經歷是怎麼樣
[00:05:28.320 --> 00:05:32.880]  然後從而去啟發這些參與者
[00:05:32.880 --> 00:05:34.760]  去更積極
[00:05:34.760 --> 00:05:37.720]  或者用一個什麼正確的態度
[00:05:37.720 --> 00:05:41.560]  去繼續活著他仍然有的日子
[00:05:41.560 --> 00:05:45.000]  我覺得這個工作坊很有趣
[00:05:45.000 --> 00:05:49.080]  一方面人好像沒什麼能力
[00:05:49.080 --> 00:05:51.840]  管理我們自己的死亡
[00:05:51.840 --> 00:05:54.040]  但是同時間
[00:05:54.040 --> 00:05:58.040]  也好像可以預備如何迎見我們的死亡
[00:05:58.040 --> 00:06:01.120]  當這兩者拼在一起的時候
[00:06:01.120 --> 00:06:04.680]  我就覺得基督的信仰很有意義
[00:06:05.480 --> 00:06:07.480]  上帝針對人
[00:06:07.480 --> 00:06:11.320]  其實是針對人會死的這件事
[00:06:11.320 --> 00:06:13.040]  在上個主日的裡面
[00:06:13.040 --> 00:06:16.080]  我要跟大家說過的一件事就是
[00:06:16.080 --> 00:06:18.400]  耶穌基督的拯救
[00:06:18.400 --> 00:06:21.400]  或者耶穌基督整個的核心
[00:06:21.400 --> 00:06:23.880]  好像一個補丹一樣
[00:06:23.880 --> 00:06:25.520]  這個補丹補什麼東西
[00:06:25.520 --> 00:06:27.640]  不是補什麼所有東西
[00:06:27.640 --> 00:06:29.120]  包括你的工作
[00:06:29.120 --> 00:06:31.240]  或者你要出去開車
[00:06:31.240 --> 00:06:31.840]  不是
[00:06:31.840 --> 00:06:33.720]  最主要的核心
[00:06:33.720 --> 00:06:36.920]  是要保障你在永恆的裡面
[00:06:36.920 --> 00:06:38.920]  不是死亡
[00:06:38.920 --> 00:06:41.840]  所以簡單來講
[00:06:41.840 --> 00:06:44.840]  耶穌整個的工作
[00:06:44.840 --> 00:06:48.920]  或者在救恩上面的宗旨
[00:06:48.920 --> 00:06:50.040]  是些什麼東西
[00:06:50.040 --> 00:06:52.400]  耶穌是處理這個問題
[00:06:52.400 --> 00:06:53.720]  但是
[00:06:53.720 --> 00:06:56.640]  當我們回顧今時今日的人
[00:06:56.640 --> 00:06:59.840]  當自以為自己可以人定勝天
[00:06:59.840 --> 00:07:02.280]  甚至自以為自己的能力
[00:07:02.280 --> 00:07:04.840]  是非常之浩大的時候
[00:07:04.840 --> 00:07:07.520]  其實死亡仍然是
[00:07:07.520 --> 00:07:10.000]  out of your control
[00:07:10.000 --> 00:07:15.160]  完全是出了你能夠管理的情況
[00:07:15.160 --> 00:07:17.720]  更重要的一件事就是
[00:07:17.720 --> 00:07:20.960]  今天有一些教會
[00:07:20.960 --> 00:07:22.320]  甚至以為
[00:07:22.320 --> 00:07:24.320]  可以透過基督徒
[00:07:24.320 --> 00:07:27.200]  在這個世界所做的事情
[00:07:27.200 --> 00:07:29.880]  就能夠扭轉這個世界
[00:07:29.880 --> 00:07:33.120]  那個罪惡的可怕的現象
[00:07:33.120 --> 00:07:37.200]  這種思維
[00:07:37.200 --> 00:07:38.480]  我們稱之為一種
[00:07:38.480 --> 00:07:40.080]  我們叫做
[00:07:40.080 --> 00:07:41.840]  不是積極
[00:07:41.840 --> 00:07:42.600]  是一種
[00:07:42.600 --> 00:07:45.200]  很有夢想的一種處理方法
[00:07:45.200 --> 00:07:48.120]  而且是完全超出了聖經裡面的啟示
[00:07:48.120 --> 00:07:49.600]  因為在聖經當中
[00:07:49.600 --> 00:07:54.320]  特別在馬太福音第23章第38節裡面
[00:07:54.320 --> 00:07:56.840]  耶穌其實很清楚講到
[00:07:56.840 --> 00:07:59.760]  就算地上你做多少事情也好
[00:07:59.760 --> 00:08:03.400]  這個世界始終都會有一天被廢去
[00:08:03.400 --> 00:08:06.800]  所以祂用了這個聖殿做了一個例子
[00:08:06.800 --> 00:08:11.520]  祂說這個聖殿必變成方長
[00:08:11.520 --> 00:08:13.440]  也可以這麼說
[00:08:13.440 --> 00:08:14.600]  變得方樑
[00:08:14.600 --> 00:08:18.800]  再沒有一塊任何的石頭在聖殿上面
[00:08:18.800 --> 00:08:21.160]  重疊著另一塊石頭
[00:08:21.160 --> 00:08:24.560]  意思這個聖殿終有一天會被毀滅
[00:08:24.560 --> 00:08:25.680]  信徒
[00:08:25.680 --> 00:08:28.320]  特別當時耶穌的門徒以為
[00:08:28.320 --> 00:08:32.400]  可以和耶穌一起成為一個很好的夥伴
[00:08:32.400 --> 00:08:35.200]  把持著耶穌基督的很好的力量
[00:08:35.200 --> 00:08:41.800]  可以和當時的猶太人公會重奪宗教的話語權
[00:08:41.800 --> 00:08:44.600]  或者甚至重建以色列國
[00:08:44.600 --> 00:08:48.560]  但是耶穌卻沒有這個念頭在祂當中
[00:08:48.560 --> 00:08:51.440]  甚至耶穌在第23 24章裡面
[00:08:51.440 --> 00:08:54.160]  多次談論到給這幫門徒知道
[00:08:54.160 --> 00:08:57.280]  你們這個想法是不切實際的
[00:08:58.720 --> 00:09:00.720]  所以
[00:09:00.720 --> 00:09:02.640]  耶穌說這麼多話
[00:09:02.640 --> 00:09:04.520]  其實目的是什麼呢?
[00:09:04.520 --> 00:09:08.200]  是希望門徒明白到
[00:09:08.200 --> 00:09:11.360]  在未來這個日子之下
[00:09:11.360 --> 00:09:14.040]  是你們所有都未能夠預知
[00:09:14.040 --> 00:09:16.960]  究竟情況是怎樣的
[00:09:16.960 --> 00:09:18.280]  不過
[00:09:18.280 --> 00:09:22.720]  我們卻在一個很優待的位置
[00:09:22.720 --> 00:09:27.040]  就是因為我們有一位能夠全知的神
[00:09:27.040 --> 00:09:30.120]  為了我們這幫無知的人
[00:09:30.120 --> 00:09:35.960]  來做了很多的預備和設計
[00:09:35.960 --> 00:09:38.120]  而我們作為信徒的
[00:09:38.120 --> 00:09:40.640]  縱使在一個無知之下
[00:09:40.640 --> 00:09:45.000]  我們仍然怎樣去依靠這位全知的神
[00:09:45.000 --> 00:09:47.600]  來作好預備
[00:09:47.600 --> 00:09:53.160]  回到上帝整個拯救的計劃裡面
[00:09:53.160 --> 00:09:56.000]  讓我們能夠歸回上帝
[00:09:56.000 --> 00:10:00.000]  這反而就是耶穌在整段啟示
[00:10:00.000 --> 00:10:02.520]  或者在祂的工作裡面
[00:10:02.520 --> 00:10:06.880]  要告訴當時的門徒知道
[00:10:06.880 --> 00:10:09.000]  而在這個過程當中
[00:10:09.000 --> 00:10:11.720]  耶穌已經多次跟這幫門徒說了
[00:10:11.720 --> 00:10:15.520]  在這個末時的時候
[00:10:15.520 --> 00:10:18.720]  你們會很容易被欺騙
[00:10:18.720 --> 00:10:24.440]  所以你們必須要作好最高度的戒備
[00:10:24.440 --> 00:10:29.600]  去防止被騙的可能性
[00:10:29.600 --> 00:10:33.200]  因此當我們看到
[00:10:33.200 --> 00:10:35.840]  來到今天我們剛剛所看到的
[00:10:35.840 --> 00:10:41.040]  從馬太福音第24章第36節的經文
[00:10:41.040 --> 00:10:44.520]  耶穌再次回到這個題目
[00:10:44.520 --> 00:10:46.360]  一方面耶穌提出了一點
[00:10:46.360 --> 00:10:49.920]  就是信耶穌其實那個焦點
[00:10:49.920 --> 00:10:53.960]  不只是經常說回到天堂
[00:10:53.960 --> 00:10:55.160]  今天很多的教會
[00:10:55.160 --> 00:10:59.200]  經常都用這個作為一個招來的題目
[00:10:59.200 --> 00:11:03.040]  「返天堂入天堂」
[00:11:03.040 --> 00:11:06.680]  我在這裡多說一點點
[00:11:06.680 --> 00:11:11.280]  屬神的志文返天堂是天經地義的事
[00:11:11.280 --> 00:11:17.760]  但是不是為了入天堂而信耶穌
[00:11:17.760 --> 00:11:21.120]  信耶穌的人是跟上帝修和
[00:11:21.120 --> 00:11:27.200]  那份原有神人之間的關係
[00:11:27.200 --> 00:11:33.440]  因此信耶穌的焦點不是說入天堂
[00:11:33.440 --> 00:11:39.800]  而是怎樣專注在與神的關係修和之後
[00:11:39.800 --> 00:11:42.560]  那個原有神人之間的關係
[00:11:42.560 --> 00:11:46.480]  那份原有的關係的美麗
[00:11:46.480 --> 00:11:50.200]  我們應該關心一下這一點
[00:11:50.200 --> 00:11:51.400]  但是很可惜的是
[00:11:51.400 --> 00:11:55.800]  今天的信徒很多都說著入天堂
[00:11:55.800 --> 00:11:57.920]  但是又還沒有入
[00:11:57.920 --> 00:11:59.440]  還沒有入
[00:11:59.440 --> 00:12:01.720]  我們知道終有一死
[00:12:01.720 --> 00:12:04.000]  不過還沒有死
[00:12:04.000 --> 00:12:09.440]  於是他的態度是怎樣的
[00:12:09.440 --> 00:12:13.640]  隨隨便便先過了
[00:12:13.640 --> 00:12:17.680]  到時入的那一刻才拿一張護照
[00:12:17.680 --> 00:12:21.400]  或者拿一張受浸證書
[00:12:21.400 --> 00:12:26.160]  受了浸就可以入了
[00:12:26.160 --> 00:12:28.400]  所謂天堂入牆圈
[00:12:28.400 --> 00:12:30.120]  就是這種傳導方式
[00:12:30.120 --> 00:12:35.160]  鼓吹這種錯誤的觀念
[00:12:35.160 --> 00:12:37.400]  耶穌反而強調的
[00:12:37.400 --> 00:12:40.600]  在這個未進入天國
[00:12:40.600 --> 00:12:44.520]  生天生地的情況的空間時間
[00:12:44.520 --> 00:12:48.000]  信徒不應該的生活是和稀泥的生活
[00:12:48.000 --> 00:12:51.200]  反而是要很積極地
[00:12:51.200 --> 00:12:54.640]  謹慎地去留意著
[00:12:54.640 --> 00:12:58.480]  每一刻不要在這個時間
[00:12:58.480 --> 00:13:00.800]  有任何的機會自己跌倒
[00:13:00.800 --> 00:13:02.480]  也不要在這個時間
[00:13:02.480 --> 00:13:05.320]  放棄應該要承擔的
[00:13:05.320 --> 00:13:08.840]  信徒應有的責任
[00:13:08.840 --> 00:13:11.000]  什麼責任
[00:13:11.000 --> 00:13:14.360]  今天會詳細講
[00:13:14.360 --> 00:13:16.120]  透過今天這個題目
[00:13:16.120 --> 00:13:20.480]  《不能全知之下的角色靈命的預備》
[00:13:20.480 --> 00:13:21.240]  我分兩講
[00:13:21.240 --> 00:13:23.520]  跟大家講這段聖經
[00:13:23.520 --> 00:13:25.200]  我們去看看
[00:13:25.200 --> 00:13:29.440]  上帝怎樣在這段期間
[00:13:29.440 --> 00:13:33.760]  去再次藉著耶穌的啟示
[00:13:33.760 --> 00:13:36.200]  兼顧我們每一個信徒
[00:13:36.200 --> 00:13:38.400]  去能夠在這個時代裡面
[00:13:38.400 --> 00:13:42.120]  密求求其其過
[00:13:42.120 --> 00:13:44.840]  甚至不是回到教會
[00:13:44.840 --> 00:13:47.000]  只是享受一下玩一下
[00:13:47.000 --> 00:13:48.320]  唱一下歌
[00:13:48.320 --> 00:13:50.480]  開心一下感覺良好
[00:13:50.480 --> 00:13:51.800]  然後就走
[00:13:51.800 --> 00:13:53.160]  不是
[00:13:53.160 --> 00:13:54.240]  在這個時間
[00:13:54.240 --> 00:13:55.760]  我們做些什麼呢
[00:13:55.760 --> 00:13:58.840]  我們應該抱著什麼態度而活呢
[00:13:58.840 --> 00:14:01.280]  這是一個很重要的題目
[00:14:01.280 --> 00:14:03.680]  我們一起回到這段聖經去看看
[00:14:03.680 --> 00:14:08.360]  我們讀到從第三十六節到四十四節
[00:14:08.360 --> 00:14:10.800]  不過今天我會專注跟大家一起去看的
[00:14:10.800 --> 00:14:15.200]  就是從第三十六節到第四十一節這個部分
[00:14:15.200 --> 00:14:17.000]  我會分開兩點的
[00:14:17.000 --> 00:14:18.440]  我們一起打開這段聖經
[00:14:18.440 --> 00:14:21.200]  我們再次一起讀一下好不好
[00:14:21.200 --> 00:14:23.520]  找到之後我們一起讀
[00:14:23.520 --> 00:14:26.440]  但那日子那時辰
[00:14:26.440 --> 00:14:28.200]  沒有人知道
[00:14:28.200 --> 00:14:31.440]  連天上的事者也不知道
[00:14:31.440 --> 00:14:33.080]  子也不知道
[00:14:33.080 --> 00:14:35.040]  唯獨父知道
[00:14:35.040 --> 00:14:37.160]  羅亞的日子怎樣
[00:14:37.160 --> 00:14:39.680]  人子降臨也要怎樣
[00:14:39.680 --> 00:14:42.240]  當洪水以前的日子
[00:14:42.240 --> 00:14:45.080]  人照常吃喝家取
[00:14:45.080 --> 00:14:48.200]  直到羅亞進方舟的那日
[00:14:48.200 --> 00:14:50.880]  不知不覺洪水來了
[00:14:50.880 --> 00:14:53.320]  把他們全都沖去
[00:14:53.320 --> 00:14:56.040]  人子降臨也要怎樣
[00:14:56.040 --> 00:14:58.720]  那時兩個人在田裡
[00:14:58.720 --> 00:15:00.080]  取去一個
[00:15:00.080 --> 00:15:01.400]  撇下一個
[00:15:01.400 --> 00:15:03.400]  兩個女人推磨
[00:15:03.400 --> 00:15:04.600]  取去一個
[00:15:04.600 --> 00:15:05.920]  撇下一個
[00:15:05.920 --> 00:15:08.360]  所以你們要警醒
[00:15:08.360 --> 00:15:12.360]  因為不知道你們的主是哪一天來到
[00:15:12.360 --> 00:15:16.360]  家主若知道幾天有賊來
[00:15:16.360 --> 00:15:18.160]  就必警醒
[00:15:18.160 --> 00:15:20.840]  不容人挖透房屋
[00:15:20.840 --> 00:15:23.200]  者是你們所知道的
[00:15:23.200 --> 00:15:25.840]  所以你們也要預備
[00:15:25.840 --> 00:15:28.360]  因為你們想不到的時候
[00:15:28.360 --> 00:15:31.280]  人子就來了
[00:15:31.280 --> 00:15:33.960]  在上文我們說了這麼多什麼呢
[00:15:33.960 --> 00:15:38.840]  在上文我們學習過怎樣辨認出
[00:15:38.840 --> 00:15:44.480]  罪惡的世界終會有結束的一日子
[00:15:44.480 --> 00:15:48.560]  現在我們進入了這個結束的過程
[00:15:48.560 --> 00:15:49.440]  我們要知道
[00:15:49.440 --> 00:15:53.160]  耶穌必定會回來結束它
[00:15:53.160 --> 00:15:55.200]  所以上一課我們說到
[00:15:55.200 --> 00:16:00.840]  耶穌回來的必然性確定性
[00:16:00.840 --> 00:16:02.240]  而我們今天作為信徒
[00:16:02.240 --> 00:16:04.920]  在一個滿有罪惡
[00:16:04.920 --> 00:16:07.680]  使人厭煩的世界裡
[00:16:07.680 --> 00:16:12.280]  我們不應該向罪去苟同或妥協
[00:16:12.280 --> 00:16:15.360]  反而我們要力爭上游
[00:16:15.360 --> 00:16:18.080]  將上主的真理
[00:16:18.080 --> 00:16:19.440]  將他詮釋
[00:16:19.440 --> 00:16:22.520]  一方面我們自己可以認清清楚
[00:16:22.520 --> 00:16:26.120]  另一方面也讓我們作為一個
[00:16:26.120 --> 00:16:29.080]  冒愧的選民的身份
[00:16:29.080 --> 00:16:31.680]  這是上文我們說到的
[00:16:31.680 --> 00:16:35.000]  說到作為一個冒愧的選民身份
[00:16:35.000 --> 00:16:36.680]  其實簡單一點來說
[00:16:36.680 --> 00:16:45.240]  就是說做回神原本做人應有的樣式
[00:16:45.240 --> 00:16:47.800]  但是當我們去看見
[00:16:47.800 --> 00:16:51.080]  在這個末時的時候
[00:16:51.080 --> 00:16:53.160]  這個末時很多的東西
[00:16:53.160 --> 00:16:56.840]  在不斷騷擾著我們
[00:16:56.840 --> 00:16:59.840]  希望我們真的和這個世界
[00:16:59.840 --> 00:17:01.320]  不要這麼堅持
[00:17:01.320 --> 00:17:04.280]  原本這個人原本有的樣式
[00:17:04.280 --> 00:17:07.480]  今天這個人究竟是不是人原本的樣式
[00:17:07.480 --> 00:17:10.840]  我想這個答案我留給你自己去回答
[00:17:10.840 --> 00:17:13.480]  不過你會發覺在現在有很多事情
[00:17:13.480 --> 00:17:18.280]  真是你想不到會發生的事情
[00:17:18.280 --> 00:17:21.680]  真是它都會發生出來的
[00:17:21.680 --> 00:17:23.920]  我不敢說哪一處遠
[00:17:23.920 --> 00:17:29.960]  就算說在多倫多最近這兩個多星期
[00:17:29.960 --> 00:17:33.120]  突然之間有個女士失蹤
[00:17:33.120 --> 00:17:34.320]  有個華人女士
[00:17:34.320 --> 00:17:35.920]  知不知道這宗新聞
[00:17:35.920 --> 00:17:38.760]  知不知道發生了什麼事
[00:17:38.760 --> 00:17:40.160]  被殺了是吧
[00:17:40.160 --> 00:17:42.160]  殺了在哪裏
[00:17:42.160 --> 00:17:44.160]  武勞工這麼遠
[00:17:44.160 --> 00:17:47.040]  那裏你有沒有去過
[00:17:47.040 --> 00:17:47.960]  是
[00:17:47.960 --> 00:17:51.800]  好像很熟悉Petal
[00:17:51.800 --> 00:17:53.560]  去到這麼遠
[00:17:53.560 --> 00:17:56.040]  去到那裏做什麼
[00:17:56.040 --> 00:18:01.360]  聽聞他去那裏做一些交易買賣
[00:18:01.360 --> 00:18:03.160]  樓宇買賣
[00:18:03.160 --> 00:18:05.720]  但是就是這樣被人殺了
[00:18:05.720 --> 00:18:07.520]  是不是在那裏被殺呢
[00:18:07.520 --> 00:18:09.960]  現在還在查
[00:18:09.960 --> 00:18:14.080]  但是聽聞在這種狀態之下
[00:18:14.080 --> 00:18:22.080]  為了錢就要去殺人呢
[00:18:22.080 --> 00:18:24.840]  匪夷所思這個世界
[00:18:24.840 --> 00:18:26.720]  是不是得罪了他們
[00:18:26.720 --> 00:18:29.960]  那幾個殺他的人呢
[00:18:29.960 --> 00:18:33.280]  還是處心積慮要去殺他呢
[00:18:33.280 --> 00:18:35.400]  還是真是想謀財害命呢
[00:18:35.400 --> 00:18:36.960]  還是不覺意呢
[00:18:36.960 --> 00:18:38.520]  我們根本不知道怎樣
[00:18:38.520 --> 00:18:40.840]  但是人性是可以很扭曲的
[00:18:40.840 --> 00:18:42.640]  在今時今日
[00:18:42.640 --> 00:18:45.760]  我們會在一個沒有信的狀態
[00:18:45.760 --> 00:18:53.760]  就算立了一個約定也好
[00:18:53.760 --> 00:18:54.880]  立了約也好
[00:18:54.880 --> 00:18:58.400]  也可以去破壞約的
[00:18:58.400 --> 00:19:02.640]  我們今天就是會在一個這樣的世代裏面
[00:19:02.640 --> 00:19:04.240]  所以你想知道一個人
[00:19:04.240 --> 00:19:06.800]  或者一個地方的世界
[00:19:06.800 --> 00:19:08.320]  那些人究竟有沒有上帝
[00:19:08.320 --> 00:19:09.680]  很簡單的
[00:19:09.680 --> 00:19:12.920]  你看看他對於約的堅持
[00:19:12.920 --> 00:19:13.920]  他守不守約
[00:19:13.920 --> 00:19:15.840]  你就可以明白到
[00:19:15.840 --> 00:19:19.240]  那些人是有沒有神的生命在裏面
[00:19:19.240 --> 00:19:22.600]  如果一個人沒有神的生命在裏面
[00:19:22.600 --> 00:19:26.000]  那這些是不是人呢
[00:19:26.000 --> 00:19:30.200]  今天基督徒其實在這個世界裏面
[00:19:30.200 --> 00:19:31.680]  其實應該活在一個
[00:19:31.680 --> 00:19:40.000]  有神原本做人的樣式的一個很好的見證
[00:19:40.000 --> 00:19:41.480]  但是教會又如何呢
[00:19:41.480 --> 00:19:44.360]  教會是不是守約的呢
[00:19:44.360 --> 00:19:53.400]  還是今天的教會又跌入了一個稀世盜名的狀態呢
[00:19:53.400 --> 00:19:56.320]  在這種種種背景之下
[00:19:56.320 --> 00:19:59.120]  耶穌於是乎就跟那些門徒說
[00:19:59.120 --> 00:20:00.640]  在末時的時候
[00:20:00.640 --> 00:20:04.680]  你們很容易會被欺騙
[00:20:04.680 --> 00:20:07.120]  而欺騙你的手段
[00:20:07.120 --> 00:20:09.600]  其實除了利益之外
[00:20:09.600 --> 00:20:13.880]  最好的做法就是恐嚇
[00:20:13.880 --> 00:20:16.200]  搞到這個世界亂
[00:20:16.200 --> 00:20:17.400]  越亂越好
[00:20:17.400 --> 00:20:21.480]  於是乎在聖經裏面同樣的第24章當中
[00:20:21.480 --> 00:20:25.960]  就有很多人在這裏傳打仗
[00:20:25.960 --> 00:20:29.640]  你明不明白為何會有這樣的現象
[00:20:29.640 --> 00:20:33.720]  傳這些叫做危言聳聽的說話
[00:20:33.720 --> 00:20:39.600]  就能夠打散人原本要堅持的原則
[00:20:39.600 --> 00:20:44.080]  甚至人原本應有的樣式
[00:20:44.080 --> 00:20:47.400]  害怕
[00:20:47.400 --> 00:20:49.200]  害怕是甚麼原因呢
[00:20:49.200 --> 00:20:52.480]  因為你沒有掌握
[00:20:52.480 --> 00:20:54.680]  剛才我在引言裏面已經說了
[00:20:54.680 --> 00:20:56.800]  坐飛機如果突然有氣流
[00:20:56.800 --> 00:20:59.360]  你是否說我可以沒有問題
[00:20:59.360 --> 00:21:02.000]  不用在飛機上阻礙我
[00:21:02.000 --> 00:21:07.200]  到你說
[00:21:07.200 --> 00:21:11.000]  當人缺乏了掌控的時候
[00:21:11.000 --> 00:21:14.000]  甚至在不知情的情況之下
[00:21:14.000 --> 00:21:15.480]  就會有驚慌
[00:21:15.480 --> 00:21:18.600]  驚慌就很容易被欺騙
[00:21:18.600 --> 00:21:20.440]  在欺騙之下
[00:21:20.440 --> 00:21:25.320]  你就很容易隨波逐流
[00:21:25.320 --> 00:21:30.720]  所以當我們回到今天看的這段聖經的時候
[00:21:30.720 --> 00:21:32.520]  我們就開始看見
[00:21:32.520 --> 00:21:38.160]  耶穌談論到在無知的狀態之下
[00:21:38.160 --> 00:21:42.640]  我們會面對怎樣的情況
[00:21:42.640 --> 00:21:46.000]  第一部份我們一起看第36節
[00:21:46.000 --> 00:21:47.880]  第36節我給了一個副題
[00:21:47.880 --> 00:21:50.840]  它叫做父神在全知之下
