
[00:00:00.000 --> 00:00:08.560]  今天我要跟大家來繼續來分享教會,在教會四宮中的三個的步驟。
[00:02:50.520 --> 00:02:59.520]  路加福音十四章二十五節,講到主耶穌在福寺的裏面,二十五節,有極多的人和耶穌同行。
[00:02:59.520 --> 00:03:09.520]  在當中主耶穌看到有一個人羣,這些人羣要認識耶穌,但是卻沒有很深入的認識耶穌的使命跟祂的生命。
[00:03:09.520 --> 00:03:17.520]  當中的人羈擁在耶穌的旁邊,有一些人的確是爲着義字來看耶穌,
[00:03:17.520 --> 00:03:29.520]  有一些是因着愁苦來看耶穌,有一些是因爲耶穌基督的這個掌論讓他們覺得很有這種的刻目的感覺來見耶穌。
[00:03:29.520 --> 00:03:36.520]  但是主耶穌卻轉過身來對着他們來說,這個他們大概是門徒。
[00:03:36.520 --> 00:03:47.520]  那麼對着他們來說,主耶穌往下就講到一個非常重要的事情,就是關於門徒訓練,門徒的事情。
[00:03:47.520 --> 00:03:59.520]  人,第二十六節,人到我這裏來,若不愛我甚過愛自己的父母、妻子、兒女、弟兄、姐妹和自己的生命,
[00:03:59.520 --> 00:04:12.520]  則不能作我的門徒,二十七節講到代價,凡不被作自己的實相跟從我的,也不能作我的門徒。
[00:04:12.520 --> 00:04:22.520]  二十八節到三十二節就講到兩個的例子,生活中的例子,第一個講到一個人要蓋房子,第二十八節,
[00:04:22.520 --> 00:04:33.520]  你們哪一個要蓋一個房子,不先作下計算發費,能蓋成不能嗎?恐怕安了地基,不能成功。
[00:04:33.520 --> 00:04:50.520]  看見的人都笑話他說,這個人開了工卻不能完工,意思就是說,沒有一個人蓋房子以先,不先計劃考慮,考慮成本,考慮代價。
[00:04:50.520 --> 00:05:04.520]  第二個例子,是講到一個王去征戰,一個王出去與別的王打仗,豈不先作下作量,能用一萬兵去抵哪領兩萬兵的來攻打他的嗎?
[00:05:04.520 --> 00:05:18.520]  若是不能,就趁敵人還遠的時候,派使者去求和習的條款。裏面講到這兩個例子,都讓我們看見代價的重要。
[00:05:18.520 --> 00:05:36.520]  下面三十三節裏面做了一個很簡單的結論,講到你們無論什麼的人,若不撇下一切所有,這個不是講到撇下一點,是撇下一切所有的,就不能做我的門徒。
[00:05:36.520 --> 00:05:57.520]  下面講到當一個信徒沒有被裝備成爲門徒的時候,就好像岩石是味道的一樣,三十五節,話用在田裏,話堆在糞裏,都不合時,只好叼在外面,有耳可聽的就應當聽。
[00:05:57.520 --> 00:06:15.520]  今天我們知道有一個很重要的事情,這個事情就是教會需要爲下一代來做出準備,這個是所有教會在成長中要想到的問題,沒有一個父母不爲小孩子的將來打算。
[00:06:15.520 --> 00:06:35.520]  同時間在教會面對着成長的關鍵的裏面,也需要去考慮教會如何承接大使命,教會里面沒有整全對教會使命傳遞的瞭解,就很容易產生出一種的危機。
[00:06:35.520 --> 00:06:55.520]  當教會失去了福音不談時機價,不談代價,當教會失去真正的慰養訓練,不讓年輕的能夠準備自己擔當將來的福事,當教會失去了傳福音的使命感覺的時候,教會就正在危機的裏面。
[00:06:55.520 --> 00:07:03.520]  憑信徒沒有被裝備成爲真的門徒,教會就沒有可以動員的工人完成神的使命。
[00:07:03.520 --> 00:07:17.520]  所以今天在2014年新年的時候,我就不跟大家講一些太客氣的話,講到今年怎麼樣蒙福,太太怎麼樣可以減肥,我小孩子要進什麼大學。
[00:07:17.520 --> 00:07:30.520]  讓我們好好的在教會生活裏面提到主耶穌最關注的事情,就是教會如何真正的成爲有使命能夠爲主做見證的教會。
[00:07:30.520 --> 00:07:43.520]  所以應做這個需要,所以今天我特別以這個的話題這個的分享,來跟大家來分享一下做門徒的四個基本的條件。
[00:07:43.520 --> 00:07:51.520]  我盼望今天不管我們對門徒有多少的瞭解,最想我希望大家能夠帶四個字回家,四個字。
[00:07:51.520 --> 00:08:05.520]  希望這四個字能夠卡在你的心底當中,成爲你這一年在神的面前不住思想的話題,也成爲你禱告中的操念。
[00:08:05.520 --> 00:08:11.520]  第一個字,就是完全的僞身於愛主的道路中。
[00:08:11.520 --> 00:08:21.520]  剛纔念過的經文第26節裏面,人到我這裏來若不愛我勝過,原文是講到恨的意思。
[00:08:21.520 --> 00:08:28.520]  自己的父母、妻子、兒女、弟兄姊妹和自己的聖命就不能做我的門徒。
[00:08:28.520 --> 00:08:36.520]  這個字原文真的是用恨這個字,但是在新約用的時候,這個意思不是恨的意思。
[00:08:36.520 --> 00:08:47.520]  是講到用一個比較誇張的方法來表露出上帝與我們的關係,跟我們與人的關係的這個距離。
[00:08:47.520 --> 00:08:52.520]  所以只可以用一個強烈的表達方法,恨的方法來表達。
[00:08:52.520 --> 00:09:08.520]  所以不能夠恨你的弟兄、恨你的父母或者你的兄姐的意思,其實就是說我們要在神的面前能夠清楚的分別出我們對神愛的關係,
[00:09:08.520 --> 00:09:15.520]  是不能夠摻雜在我們與人的這個關係的裏面。
[00:09:15.520 --> 00:09:29.520]  神給我們一種不能夠分割的這種忠誠的關係,是上座神,只是上座神也在需要的時候把我們這個忠誠放在首位。
[00:09:29.520 --> 00:09:33.520]  這個是這個經文當中的意思。
[00:09:33.520 --> 00:09:44.520]  Max Lacado,一個很出名的美國的作家,曾經在他的一本書裏面寫了這樣子的一句話。
[00:09:44.520 --> 00:09:51.520]  他說當人要結束他的生命的時候,對他來說什麼是最可貴的?
[00:09:51.520 --> 00:10:01.520]  他說沒有一個人看到他銀行的這個賬目快要離開世界的時候會覺得心滿意足,
[00:10:01.520 --> 00:10:18.520]  也沒有一個人會看着他家裏面擺放的過去有的公司給他的獎狀,大學給他的學位,而心裏面可以覺得我可以安穩的離開世界。
[00:10:18.520 --> 00:10:34.520]  他說Max Lacado這樣講,他說沒有一個人不先考慮他在人生當中曾經建立過的這個關係的優先,來評估他是否準備了進到天國。
[00:10:34.520 --> 00:10:44.520]  我相信這個作家這個弟兄寫得非常的清楚,透切的來講到我們人生中關係的重要。
[00:10:44.520 --> 00:10:50.520]  你跟我在人生裏面有一些關係是不能選擇的,但是有很多的關係是可以選擇的。
[00:10:50.520 --> 00:10:55.520]  其中一個的關係就是因着神的呼喚我們成爲神國的兒女。
[00:10:55.520 --> 00:11:08.520]  這裏講到與神的一個關係作爲門徒的第一個條件,就是要完全尾聲在這個愛主的關係上面,完全的擺上纔有完全的商信。
[00:11:08.520 --> 00:11:19.520]  在周約路德記裏面有一個非常清楚的例子說明一個跟隨耶穌的人,他與主的關係是怎麼樣。
[00:11:19.520 --> 00:11:36.520]  這個人叫做路德,他生長的背景很複雜,他是一個外邦人,過去的文化背景都是拜摩壓的偶像,然而隨着婚姻的緣故,進到猶太的文化裏面。
[00:11:36.520 --> 00:12:02.520]  在其中他看到家庭的裏面,在十年裏面公公去世了,他的家裏面的兩個兒子去世了,所以路德經歷到沒有丈夫的憂愁。
[00:12:02.520 --> 00:12:29.520]  就在那個時候,拿爾米婆婆因爲想到這兩個的兒婦的需要,所以就向他們說,你離開我吧,或許在年輕的時候你能夠再次的找到幸福,能夠在另外一個婚姻生活能夠得着滿足,所以就勸導他們離開這個年老的拿爾米。
[00:12:29.520 --> 00:12:51.520]  然而在當中有一個大爾弗,爾爾巴就連連的不捨得離開這個師父,但是路德卻在經文聖經裏面記載他在婆婆的面前講了這兩句話,深深地表露出一個跟隨耶穌的人,他的生命是怎麼樣。
[00:12:51.520 --> 00:13:13.520]  路德說,不要催我回去不跟隨你,你往哪裏去我也往哪裏去,你在哪裏住熟我也在哪裏住熟,你的國就是我的國,你的上帝就是我的上帝,你在哪裏死我也在哪裏死,也撞在哪裏,除非死能使我傷離。
[00:13:13.520 --> 00:13:39.520]  看到這個姊妹有這樣子強烈的一種反應,就讓我們看見原來一個外邦的人,一個移民的女孩子,一個坐落在苦難中的少年的婦女,竟然願意把她的生命放在她的婆婆的裏面,放在她婆婆所敬拜的上帝的裏面。
[00:13:39.520 --> 00:13:51.520]  這種完全線上相近的生命,就是一個跟隨主耶穌的門徒的生命,用簡單的言語來說,就是這樣子。
[00:13:51.520 --> 00:14:18.520]  我唯有愛耶穌,我的愛單給耶穌,就只有耶穌可以得罪我的愛,用簡單的言語來說,就是我只向一位來跪拜,我只向那爲我而死,也爲我而活的耶穌來活,這個就是門徒生命當中特有的特徑。
[00:14:18.520 --> 00:14:40.520]  今天我們作爲信主的兒女,我們信主不一定自然就成爲門徒,爲什麼?因爲相信主這個字很廣泛,我可以向耶穌醫治我,但是我可以同時間拒絕耶穌在我生命當中的主權。
[00:14:40.520 --> 00:15:08.520]  我可以相信上帝的話有智慧,也不代表一定我能夠在神的話語中享福,唯有一個跟隨耶穌的人才是一個門徒,就只有一個門徒能夠表達他與上帝之間的關係,這個就是一條心跟着主耶穌的道理。
[00:15:08.520 --> 00:15:31.520]  所以在主耶穌復患,跟隨他的人常常都告訴他,你不能服侍瑪拿也服侍我,有一些人在辭義的時候主耶穌說,你回去吧,你若是跟隨我的話,你就盡心盡意盡力地愛我。
[00:15:31.520 --> 00:15:48.520]  戴德升就是這樣的一個人,戴德升在幼年的時候,因爲有神的感動,放下了一切,五十一年進到中國來傳福音,聽說帶領了十二萬五千人來信主。
[00:15:48.520 --> 00:16:13.520]  在他走過這個道路中,不是沒有艱難,其中一個神要教他學習的功課,就是讓他來相信神是傳輩的神,神的話語從不改變,神的愛也從不凋棄他,神的全能也是安穩在天。
[00:16:13.520 --> 00:16:23.520]  所以在幼年的時候戴德升就經歷過這種的體會,以至到他以後的時候是帶着信心來走上宣教的道路。
[00:16:23.520 --> 00:16:46.520]  他在幼年的時候,神曾經告訴他,我來做工的時候,你就不用人的方法來做神的工作,所以有一回他要付房東租的費用,
[00:16:46.520 --> 00:17:06.520]  結果在整整兩個禮拜的當中,他在等候他的老闆是個醫生給他發放這個薪水,這個老闆是很好的基督徒,但是常常在財務的事情都是很健忘的。
[00:17:06.520 --> 00:17:30.520]  所以到了星期六的晚上,戴德升要向女房東付房租的時候,神就特別感動了戴德升,他說你不要向老闆這個醫生來提出他沒有付你的月薪,你單單在等候。
[00:17:30.520 --> 00:17:38.520]  結果在當天,戴德升就在神的面前,很多的掙扎,很多的禱告。
[00:17:38.520 --> 00:17:53.520]  就在星期六的晚上五點鐘的時候,這個醫生結束了他的工作,忽然間就在那個當中順便地提了一句,他說戴德升啊,我這一期的工資有沒有付給你?
[00:17:53.520 --> 00:18:06.520]  就在那個時候,戴德升就想到,原來神是要這樣子來提醒他,說神做壞事,不是我們用人的計劃來成就的。
[00:18:06.520 --> 00:18:10.520]  所以就告訴他,他說已經有兩個禮拜沒有付我薪水。
[00:18:10.520 --> 00:18:24.520]  這個醫生跟他說,對不起,戴德升,今天中午的時候,我已經把我所有的錢放在銀行的裏面,所以今天晚上是沒有什麼錢可以給你做工資。
[00:18:24.520 --> 00:18:27.520]  他說最壞的要等到星期一。
[00:18:27.520 --> 00:18:32.520]  所以就在那下馬的當中,戴德升又經歷到另外一種性性的操念。
[00:18:32.520 --> 00:18:42.520]  原先不是說神已經開路嗎?那爲什麼這個醫生卻在那個下午的時候,把所有的錢放在銀行的裏面?
[00:18:42.520 --> 00:19:00.520]  所以在深深失望的時候,在這個僱主,這個醫生不知道的時候,戴德升又回到他的房間裏面切切地禱告,把他的心意都傳告訴了耶穌,如同今天我們看QT的這個哈拿的一樣。
[00:19:00.520 --> 00:19:14.520]  結果到晚上十點鐘的時候,這個醫生竟然出現在他的門前,一邊笑着一邊跟他說,你知道嗎,今天實在發生一個特別奇妙的事情。
[00:19:14.520 --> 00:19:28.520]  他說我一個相當富有的病客,竟然今天感覺到有一種很大的約束感,他說要快快地把這個藥的費用先給這個醫生。
[00:19:28.520 --> 00:19:41.520]  他說奇怪的就是,這個病者往往都不給我現金的,往往都是寫支票的,但是當天晚上,不知道爲什麼緣故,他就給他鈔票。
[00:19:41.520 --> 00:20:03.520]  所以當這個醫生要離開的時候,他轉頭就拿了幾個鈔票給戴德升,他說這樣好了,倒不如就把這個鈔票給你,給你上兩個禮拜的薪水,也把以後兩個禮拜的薪水先給你。
[00:20:03.520 --> 00:20:16.520]  戴德升因做這個的經歷,就開始發現到一個絕對跟隨上帝的人,需要的條件就是絕對的順服。
[00:20:16.520 --> 00:20:35.520]  他後來說,14個小時,兩個禱告,三倍的回報,這個豈不是一個更大熟悉的功課,因爲這一種的幫助,戴德升開始信心開會,中國內地會就是這樣子出現。
[00:20:35.520 --> 00:20:50.520]  今天在我們跟隨主耶穌的道路中,最難學習的尾聲就是順服。兩個美國的牧師講了兩句話,提醒我們今天怎麼樣看基督徒的生活。
[00:20:50.520 --> 00:21:15.520]  Dallas Wheeler他說,今天的基督徒是一個缺少順服的門徒。這個德國的牧師潘霍華,因爲爲主戰利,後來殉道的牧師,他說,基督教沒有順服,就如同基督教沒有耶穌的一樣。
[00:21:15.520 --> 00:21:30.520]  什麼叫順服?順服就是說,願神在你生命當中行走的時候,縱然需要付出代價,你都願意,這個叫做順從。
[00:21:30.520 --> 00:21:50.520]  所以門徒的生命跟隨耶穌的生命裏面,是要背上、付上十佳的代價。所以剛纔跟大家看到這兩個的例子,建房子的例子,打仗的例子,都同樣的說明一個事情。
[00:21:50.520 --> 00:22:11.520]  若是我們接受神真理的教導,我們實實在在的生命就是這樣子。我們所需要度過我們的人生,需要經歷過他話語當中的調整,我們就應該學會完完全全的順服在他的指引中。
[00:22:11.520 --> 00:22:23.520]  一嘛,你就在神的面前開始,從開頭到末了,跟隨耶穌。不然的話,你就不要開始。
[00:22:23.520 --> 00:22:34.520]  今天我們在華人教會,在美國教會里面,常常有很大的掙扎,因爲在華人教會里面,不常講到絕對的順服跟完全的僞身。
[00:22:34.520 --> 00:22:46.520]  所以三十三節對我們來說,是很難去接受的。你們無論什麼人,若不撇下一切所有的,就不能做我的門徒。
[00:22:46.520 --> 00:23:06.520]  這個正是戴德生在跟隨主耶穌往中國宣教當中的體會。他爲了要把這個經費,傳起來,買船票,去中國傳福音,他就放下了他與巴巴住的優越的環境。
[00:23:06.520 --> 00:23:18.520]  如果是我今天問大家,Sacramento區最好的區在什麼?你大概曉得吧。如果是我問大家,Sacramento區最壞的區在什麼地方?你大概也會曉得。
[00:23:18.520 --> 00:23:45.520]  就是那些有時候警察來,玻璃上面有一個洞的,在販毒的這些地方。戴德生是因爲要往中國的道路,他就放下了他父親,他父親是一個藥劑師,放下了他最上好的地區,他就搬到一個地方,這個地方叫做Drainage。
[00:23:45.520 --> 00:24:07.520]  什麼叫Drainage?這是在海邊旁邊的一個地方,兩棟的房子,當中他們就把垃圾放在兩棟房子的中間,但是這個垃圾是沒有人收的,當海水來的時候就把這個垃圾卷出去,卷不出去的就成爲他們家當中的味道。
[00:24:07.520 --> 00:24:34.520]  戴德生是這樣子住在那個環境的裏面,他戒除了喝牛奶,喫肉的這種享受,他買一個最便宜的麪包,在進去學醫學的時候,一天走七公里的路去上學,然後在回來的當中再買另外一個麪包來維持他的一生。
[00:24:34.520 --> 00:24:52.520]  所以戴德生在從小的時候身體不健康的原因是因爲他爲着中國靈魂的緣故放下了一切,一個願意爲生給神的人,他與神的關係就是獨一的關係。
[00:24:52.520 --> 00:25:15.520]  親愛的弟兄姊妹,你有沒有想過,你是嫁給耶穌的,所以在這個關係當中不能有第三者,不能有第三者,你就只有耶穌,如同軍隊上座這個的將軍效忠的一樣。
[00:25:15.520 --> 00:25:35.520]  田伯塞後書第二章第四節,當中有一個更好的版本翻譯是這樣子,他說凡是當兵的沒有一個會讓日常事物來困住他自己,這是爲要使那招兵的人得着喜樂。
[00:25:35.520 --> 00:25:51.520]  親愛的弟兄姊妹,你跟神之間的關係是一個絕對的關係,不能夠有任何的衝突,也不能夠在當中有分開的時候,這個是門徒的第一個要素。
[00:25:51.520 --> 00:26:14.520]  第二個,門徒要爲主做見證,請看使徒行傳的第一章第八節,這裏大家很認識這個經文,但聖靈葬靈在你們的身上,你們必得着能力,要在幾個地方,耶路撒冷,猶大傳地,撒瑪利亞,直到地底做我的見證。
[00:26:14.520 --> 00:26:29.520]  所以基督徒的任務就是爲主做見證,那麼最大的見證是什麼?我告訴你在這個經文之前,有一個很重要的見證,這個見證就是聖福神話語的見證。
[00:26:29.520 --> 00:26:47.520]  這120個人是聽着神的吩咐,留在耶路撒冷,才經歷到耶路撒冷五旬節當中的福興。所以今天我們講的我們怎麼樣做見證,也不是我們所說的俗靈四定律。
[00:26:47.520 --> 00:27:11.520]  其實很簡單來說,什麼叫做基督徒的見證?就是講論你如何順服在神話語的第一個事情。我再講一次,見證不是別人的故事,見證不是俗靈的四定律,乃是講論你如何順服在神話語的這個經歷,這個就是見證。
[00:27:11.520 --> 00:27:28.520]  其實我們生命當中有很多很多的見證,有些人說很怕做見證,其實你是怕耶穌,你是怕耶穌在你生命當中的工作,你是懼怕耶穌在你生命當中的主權。
[00:27:28.520 --> 00:27:42.520]  所以今天我們要看到一個更美的一個的見證,就是在你如何順服在神話語上面。當你要建房子,當你要打仗,你想到是什麼?
[00:27:42.520 --> 00:28:00.520]  想到神已經把這個的古良的這個智慧給你,告訴你不能打,不能見,你就開始透過這個順服來見證神。今天我們容易接受神所給我們的喜樂,但很難去接受神給我們的哀痛。
[00:28:00.520 --> 00:28:14.520]  我們如何見證尋求神在你生命內時當中的做工,沒有一個的事情神不能夠讓你所做的成爲一個美麗的服飾。
[00:28:14.520 --> 00:28:33.520]  我星期三的時候我去看神的話語,當中看到希伯來書最後有一句話說你要向衆人行善,所以那個時候我心裏面說我做牧師已經向很多人行善,但是神在當中就給我一種感動,
[00:28:33.520 --> 00:28:49.520]  我說在周圍的人裏面有哪一些人心裏面還沒有經歷過神對他的這種慈愛,所以我就想到聚精裏面幫助一個太太,那個太太在一個事件當中需要很大的安慰,
[00:28:49.520 --> 00:29:03.520]  那麼她有一個嬰孩,很小的嬰孩,那我就在當中我就想,我後來就跟QT的小組分享,我說你給我一個機會,明天我就做一個行善的事情。
[00:29:03.520 --> 00:29:22.520]  那天我就送給她一個經文,就給她一個紅包,那個紅包裏面放一些新年的錢,那麼到了星期四遇見她的時候,我就跟這個剛姓祖的太太說,我說太太我要給你一個東西,她說是什麼,我就給她,
[00:29:22.520 --> 00:29:40.520]  那麼當場有一些弟兄姊妹在旁,我就給她,她領到以後心裏面很,突然間就心裏面湧出一種難以講出來的感受,她說我是孤零零的一個人,我在這裏沒有家人,我也落在一個很困難的環境裏面,
[00:29:40.520 --> 00:29:57.520]  我在這個時候沒有人去財務當中來支持我,我還有個小孩子,她說今天收到的禮物是我出生的嬰孩第一個的禮物,而竟然這個禮物是出於牧師的手。
[00:29:57.520 --> 00:30:14.520]  那我不知道在這個很小的事情當中對她有什麼的幫助,但是我相信當我把這個的事情放在順服神的這個生活道路的當中,我相信對這個的姊妹有信心的幫助。
[00:30:14.520 --> 00:30:34.520]  隨着聖靈的感動,我們所看見所聽見的不能不說,你就把這個見證說出來。今天我們很多時候都有很多的壓抑感,特別是在佈道會里面,我們常常要找人去做見證,有些人說我沒有好的見證,或者我不敢去做見證,
[00:30:34.520 --> 00:30:53.520]  有些人就說下年好了,其實弟兄姊妹,其實我們每天都可以做見證,是透過什麼?透過這個福音靈在我們的裏面,透過神的話語在我們當中的這種的感動,我們就說明了我們如何順服神就是一種的見證。
[00:30:53.520 --> 00:31:13.520]  親愛的弟兄姊妹,見證不難,我們只是沒有超念而已。今天作爲一個真的門徒,你生命中要時刻超念這個門徒的見證,因爲活着的就是主耶穌在你裏面,所談論的事情應該就是這一方面的見證。
[00:31:13.520 --> 00:31:35.520]  作爲一個門徒,第三個條件就是捉住心意的僕人。馬太福音20章27到28節說:誰願爲首的,就必做你們的僕人。正如人子來,不是要受人的服侍,乃是要服侍人,而且要捨命做多人的俗駕。
[00:31:35.520 --> 00:31:46.520]  此時,當我們經歷到神的恩典,我們自然就會願意來跟隨神,自然就願意來刻目耶穌所做的事情。
[00:31:46.520 --> 00:32:09.520]  有哪一個喜歡鋼琴的人,他的小孩子一天到晚看到媽媽那一種的喜樂,不愛慕鋼琴?同樣的,當我們刻目在主耶穌的懷裏面,自然就發現主耶穌所愛慕的乃是透過生命來服侍天父,我們這些跟隨耶穌的人難道也看不到這個嗎?
[00:32:09.520 --> 00:32:18.520]  所以今天沒有一個指口讓我們說不服侍神的,除非你跟神的關係有問題。
[00:32:18.520 --> 00:32:24.520]  小的、大的、短期的、長期的離不開這個關係的表達。
[00:32:24.520 --> 00:32:31.520]  你有看到一個媽媽生病的時候跟小孩子說:我今天生病了,早餐你不要管我,我不會給你做的。
[00:32:31.520 --> 00:32:36.520]  沒有吧?有沒有?沒有嗎?我相信沒有。
[00:32:36.520 --> 00:32:41.520]  你與神的這個永恆的關係就結出永恆的果實。
[00:32:41.520 --> 00:32:45.520]  所以一個普通的工作就是服侍。
[00:32:45.520 --> 00:32:53.520]  我們今天太多人願意出頭,但是沒有一種服侍的精神。
[00:32:53.520 --> 00:32:56.520]  我們需要挽回做門徒的這個精神。
[00:32:56.520 --> 00:33:12.520]  我很欣賞一個教會,一個教會每個禮拜六禱告結束了以後,他們的教會的長職同工離開了這個禱告的場所,就開始做衛生工作。
[00:33:12.520 --> 00:33:23.520]  每個禮拜六,沒有人要求他們,但是自然他們經過了禱告,經過神話語的課目,他們就願意這樣走動。
[00:33:23.520 --> 00:33:27.520]  有些走到洗手間,有些走到園町裏面。
[00:33:27.520 --> 00:33:40.520]  有很多時候我看到這個教會里面,這些長老執事,就是結束禱告以後,就到了車上打開他的trunk,就把他的清潔的工具拿出來,就開始來清潔教會。
[00:33:40.520 --> 00:33:51.520]  爲什麼?因爲他覺得教會不是一個墜席的地方,是永生神的兒子在當中得榮耀的地方,所以每個地方都是乾乾淨淨。
[00:33:51.520 --> 00:34:03.520]  我不知道大家有沒有留意到,我們換了地毯以後,有些時候我們喫飯,總是有些小孩子走的時候,會有一些的食物留在那個地毯。
[00:34:03.520 --> 00:34:13.520]  我每次看到的時候,我不會覺得小孩子在當中故意這樣做,但是我看到,若是我眼中看到,我都撿起來,我用手撿起來。
[00:34:13.520 --> 00:34:25.520]  爲什麼?因爲我覺得教會就是榮美的家,一個垃圾都不應該容許在殿堂裏面,因爲神的榮耀,神的彰顯就在這個地方。
[00:34:25.520 --> 00:34:35.520]  我相信,不是物質的一個教會,是靈的教會,你用神的眼光來看教會,你的福祉就很不一樣。
[00:34:35.520 --> 00:34:44.520]  我是因爲這個緣故,我得着一個祕訣,這個祕訣就是,我幼年的時候,福祉的時候,纔看到有一個加拿大的宣教士,
[00:34:44.520 --> 00:34:56.520]  他們那個時候來到香港去做傳福音的工作,在路口跟人家用廣東話來講信息,在旁的人都笑他,
[00:34:56.520 --> 00:35:09.520]  他說你講的不是廣東話,不知道你講些什麼,但是他還是每天抱着他的那個小孩子,那個時候有四個小孩子,最小的還是嬰孩的一般抱着他,就在那邊笑眉眉的每天這樣子。
[00:35:09.520 --> 00:35:22.520]  然後到教會開始第一年的大清小的運動的時候,他是第一個跑到男生的洗手間去洗擦、清理這個衛生間,
[00:35:22.520 --> 00:35:34.520]  是沒有人要告訴他的,是他甘願的。我是第二個走進去,他已經在那邊洗擦了,給我很大的對福祉的瞭解。
[00:35:34.520 --> 00:35:39.520]  今天福祉的工作就是一個福祉主人的工作。
[00:35:39.520 --> 00:35:56.520]  主耶穌到過什麼地方?主耶穌到過這個人家拒絕的這個扎勒山,這個豬簍地,耶穌就這樣子來服侍我們,難道沒有一個地方你是不能夠去嗎?
[00:35:56.520 --> 00:36:10.520]  若是主耶穌能夠到一個貧窮的家庭裏面,爲一道生病的人禱告,今天耶穌在哪裏,你的福祉應該在哪裏,因爲耶穌的福祉就是普人的福祉。
[00:36:10.520 --> 00:36:36.520]  在接下來五章十二節裏面,這句話很美麗,他說我們要勸你們要敬重那一些在你們中間,這些人是什麼人?是爲你們勞苦的人,是那一些在主裏面自理你們的人,是那一些願意用愛心勸戒你們的人,你們要特別地敬重他們,原來透過一個普人的福祉才帶來自理。
[00:36:36.520 --> 00:36:56.520]  今天鼓勵大家用耶穌的眼光來看福祉,不一定在講臺裏面纔是福祉,其實很小的事情都可以福祉,有些時候人心靈當中很大的這種困擾,你在旁邊爲祂禱告,這是一個很美的福祉,因爲耶穌在哪裏。
[00:36:56.520 --> 00:37:21.520]  今天不要輕看你在教會的福祉,也不要單是在教會里面坐軟了一個座位以後就離開,不管是我們的午餐,不管是菜團,不管是負責剩餐的,不管是當中默默爲教會的牧者禱告的,都是福祉,是因爲你好像普人一樣的福祉,就自理別人。
[00:37:21.520 --> 00:37:30.520]  第四個,最後一個,門徒的第四個條件就是基督的品格在我們裏面出現。
[00:37:30.520 --> 00:37:58.520]  加拿大書五章二十二節,他說聖靈所結的果子是仁義、喜樂、和平、忍耐、恩慈、良善、信實、溫柔、潔淨,這九項的俗靈果實跟能力都沒有關係。意思是說,當我們要跟隨主耶穌的時候,是否有些時候我們偏差了,我們覺得我操練我的能力就等於是服侍神呢?
[00:37:58.520 --> 00:38:17.520]  神說,不是,是你的生命開始與耶穌交往的時候,當你在生命裏面看見主耶穌的地位開始被高舉的時候,原來主耶穌的領導進到你裏面,就開始了改變你生命中的對事物的看法。
