
[00:00:00.000 --> 00:00:04.000]  我們知道,基督徒在世上基本上只有兩個很大的目的。
[00:08:36.000 --> 00:08:39.000]  成為一個獨立的國家,然後去振興這個國家,
[00:08:39.000 --> 00:08:44.000]  他們覺得他們這個使命的任務的範圍就是猶太人,
[00:08:44.000 --> 00:08:47.000]  可是剛好耶穌在猶太人當中也做了很多事情,
[00:08:47.000 --> 00:08:50.000]  可是當耶穌做的事情越來越大的時候,
[00:08:50.000 --> 00:08:55.000]  耶穌知道蘇達遭封,猶太人開始不滿意了,特別是法利塞人,
[00:08:55.000 --> 00:09:01.000]  所以在第三章講到有個猶太人的官,跟這個薩馬利亞婦人剛好一個鮮明的對比,
[00:09:01.000 --> 00:09:05.000]  那是一個官,正統血統,對就業非常熟悉,
[00:09:05.000 --> 00:09:08.000]  他單獨晚上來見耶穌,那個官叫尼戈狄姆,
[00:09:08.000 --> 00:09:12.000]  可是那個人見完耶穌之後,耶穌跟他講一堆東西,他聽不懂,
[00:09:12.000 --> 00:09:17.000]  就沒想到到了第四章,耶穌要特別去單獨見一個人,
[00:09:17.000 --> 00:09:21.000]  薩馬利亞婦人,這個婦人居然信了耶穌,
[00:09:21.000 --> 00:09:26.000]  所以門徒沒想到為什麼他想像中說,
[00:09:26.000 --> 00:09:30.000]  耶穌來那一群應該預備好要接受耶穌的人,
[00:09:30.000 --> 00:09:34.000]  正統血統的猶太人,對就業聖經這麼的理解,
[00:09:34.000 --> 00:09:38.000]  一直在等救主出現,道德水準也頗高,
[00:09:38.000 --> 00:09:45.000]  那群覺得應該他們看到耶穌的時候會蜂擁而上,擁他做王,
[00:09:45.000 --> 00:09:51.000]  誰知那群人偏偏最反對耶穌,反而耶穌帶他們說,
[00:09:51.000 --> 00:09:55.000]  我帶你們去看另外一個合場,已經成熟了,
[00:09:55.000 --> 00:10:00.000]  薩馬利亞,他們永遠想不到為什麼是薩馬利亞,
[00:10:00.000 --> 00:10:03.000]  所以他們買完外賣回來,看到耶穌跟那個人對話,
[00:10:03.000 --> 00:10:06.000]  就說他為什麼找那個婦人在聊天,
[00:10:06.000 --> 00:10:10.000]  我們不是從來都不跟薩馬利亞人交往的嗎,
[00:10:10.000 --> 00:10:15.000]  他們沒想到,耶穌說我們使命的範圍一下子擴大了,
[00:10:15.000 --> 00:10:20.000]  從你本來以為的耶路撒冷猶太人,突然轉到了另一個地區,
[00:10:20.000 --> 00:10:25.000]  那個地區是你從來都看不起的,你覺得那群人應該不ready,
[00:10:25.000 --> 00:10:29.000]  這就是第一點,我們要完成這個任務,
[00:10:29.000 --> 00:10:33.000]  需要了解這個任務的範圍到底是哪裡,
[00:10:33.000 --> 00:10:37.000]  有時候我們對我們的福音的對象,
[00:10:37.000 --> 00:10:41.000]  我們要把神的愛帶給那些人,那群人到底是誰,
[00:10:41.000 --> 00:10:45.000]  我們有時候會有一些誤判,誤判的就以為說,
[00:10:45.000 --> 00:10:49.000]  那沒我的事啊,我的合場大概只有身邊幾個朋友,
[00:10:49.000 --> 00:10:53.000]  我試過邀請他的,他不來嘛,那我完事,那沒我的事,
[00:10:53.000 --> 00:10:58.000]  有時候你有沒有想過,或許是因為你對你福音,
[00:10:58.000 --> 00:11:02.000]  神認為已經ready的那幫人,你有一個誤判,
[00:11:02.000 --> 00:11:08.000]  你以為是那幾個,神說不是喔,或許你沒有想到的旁邊,
[00:11:08.000 --> 00:11:12.000]  就有一群人,他們已經預備好,他們就是那個成熟的合場,
[00:11:12.000 --> 00:11:16.000]  所以完成任務第一個點是,我們對任務的對象,
[00:11:16.000 --> 00:11:20.000]  需要開始重新思考,或許不是你認為的那一堆人,
[00:11:20.000 --> 00:11:25.000]  我在福音工作做這麼多年,我才發現我常常都有這種誤判,
[00:11:25.000 --> 00:11:30.000]  我常常以為那群人會接受耶穌的,偏偏那群人沒有預備好,
[00:11:30.000 --> 00:11:36.000]  那群我覺得不ready的就ready了,我常被別人騙,
[00:11:36.000 --> 00:11:42.000]  你知道以前很多年前有個學生,據說這個人在校園裡面,
[00:11:42.000 --> 00:11:45.000]  每次你看到他,我們有同學每次看到他,
[00:11:45.000 --> 00:11:48.000]  他都還沒來得及開口邀請他來教會,
[00:11:48.000 --> 00:11:52.000]  他已經主動的跟你說,教會對不對,我太喜歡教會了,
[00:11:52.000 --> 00:11:57.000]  我這個禮拜一定來,可是兩年一次都沒出現過,
[00:11:57.000 --> 00:12:01.000]  他就這樣忽悠了我兩年時間,
[00:12:01.000 --> 00:12:04.000]  很多年前有個學生剛認識,他請我吃飯,
[00:12:04.000 --> 00:12:09.000]  吃飯的時候他跟我講,你知道基督教可是世界上最好的宗教,
[00:12:09.000 --> 00:12:15.000]  我太喜歡了,吹得這個基督教好像天上有地上無的一樣,
[00:12:15.000 --> 00:12:18.000]  可是自從吃完那頓飯之後,再也沒出現過,
[00:12:18.000 --> 00:12:22.000]  我又被忽悠了一次,我遇到太多,
[00:12:22.000 --> 00:12:30.000]  我以為這個人應該是很喜歡耶穌,結果從來沒出現過,
[00:12:30.000 --> 00:12:35.000]  有些我覺得這個人應該很討厭,應該不會來教會,
[00:12:35.000 --> 00:12:40.000]  偏偏他又出現,對我們福音對象的誤判,
[00:12:40.000 --> 00:12:44.000]  有時候讓我們沒有辦法做成福音的工作,
[00:12:44.000 --> 00:12:47.000]  所以我們需要來到神面重新思考,
[00:12:47.000 --> 00:12:55.000]  到底神你要我看到的那些人,好不好不要再憑我的眼光去判斷到底誰ready,誰不ready,
[00:12:55.000 --> 00:12:58.000]  我記得Lee Strobel也講過一個很小的故事,
[00:12:58.000 --> 00:13:03.000]  有個人想要傳福音,他心目中的對象就是他身邊一個很好的同事,
[00:13:03.000 --> 00:13:06.000]  跟他關係很好,他一直想像要傳福音,
[00:13:06.000 --> 00:13:10.000]  結果後來經過很長一段時間禱告,終於有一次的復活節,
[00:13:10.000 --> 00:13:15.000]  他鼓起了勇氣說,這次經過很長時間的禱告,我要請他回教會,
[00:13:15.000 --> 00:13:19.000]  結果他就跑過去,有一天快下班的時候,大家都走了,
[00:13:19.000 --> 00:13:22.000]  只有他跟他同事兩個人,他就過去跟他同事講說,
[00:13:22.000 --> 00:13:26.000]  這個禮拜復活節我們教會有個特別的活動,
[00:13:26.000 --> 00:13:29.000]  你知道人生應該是怎麼樣,講很多一大堆了,
[00:13:29.000 --> 00:13:35.000]  講完之後那同事說我不去,他覺得沒有意思就走了,
[00:13:35.000 --> 00:13:37.000]  結果後來你發現發生什麼事呢?
[00:13:37.000 --> 00:13:43.000]  就是原來他跟那個同事講說,你應該去教會的時候講那一堆話,
[00:13:43.000 --> 00:13:49.000]  那個同事沒聽進去,可是在那同事的旁邊有個清潔工,
[00:13:49.000 --> 00:13:54.000]  當時他蹲下地來弄東西,可是他沒看到,他就講話,
[00:13:54.000 --> 00:13:59.000]  那個清潔工聽進去了,清潔工就覺得我應該也是時候去教會了,
[00:13:59.000 --> 00:14:03.000]  結果他去教會認識了神,後來很多年之後再告訴他說,
[00:14:03.000 --> 00:14:07.000]  你還記得很多年前那個晚上,你去邀你同事去教會,
[00:14:07.000 --> 00:14:12.000]  結果他沒聽到,我聽到了,有時候我們以為我們的福音對象是這個,
[00:14:12.000 --> 00:14:18.000]  但神或許說不是,其實是這個,有時候我們弄錯了,
[00:14:18.000 --> 00:14:24.000]  所以當神說其實這個合場很大,很多成熟了,你們可以去傳福音了,
[00:14:24.000 --> 00:14:28.000]  我們覺得沒有啊,是因為你把眼光放錯地方,
[00:14:28.000 --> 00:14:32.000]  我們通常把我們眼光放在我們前面那塊一小塊的荒地,
[00:14:32.000 --> 00:14:35.000]  說沒有啊,什麼莊稼都沒有,說什麼呢?
[00:14:35.000 --> 00:14:40.000]  你以為只有你身邊的室友,那幾個朋友就是你傳福音的對象,
[00:14:40.000 --> 00:14:44.000]  當他們不ready的時候,你就覺得這合場沒有了,我身邊沒有合場,
[00:14:44.000 --> 00:14:49.000]  可是當主耶穌說搞不好你的合場,當你轉過身看的時候,
[00:14:49.000 --> 00:14:55.000]  你會看到一片很大的合場,我們這幾年每年都會請一個,
[00:14:55.000 --> 00:14:58.000]  宣教約的時候就會請一個講員叫姜牧師,
[00:14:58.000 --> 00:15:05.000]  那麼他負責,他是台灣的山地人,台灣山地人就是所謂台灣的小數民族,
[00:15:05.000 --> 00:15:08.000]  那麼他信主之後,神就帶領他去一個地方,
[00:15:08.000 --> 00:15:12.000]  他本來以為說我小數民族嗎?我在台灣嗎?
[00:15:12.000 --> 00:15:14.000]  我當然是做台灣小數民族的工作啊,
[00:15:14.000 --> 00:15:19.000]  可是他在台灣發現,他做小數民族工作一點果消都沒有,
[00:15:19.000 --> 00:15:25.000]  到後來神就提醒他說,或許你的合場不是這裡,你以為是這裡,
[00:15:25.000 --> 00:15:31.000]  後來神就帶領他去一個地方,他就老遠離開台灣,去到了湖南省,
[00:15:31.000 --> 00:15:35.000]  而且到了湖南省之後,神帶領他去一條很難走的山路,
[00:15:35.000 --> 00:15:39.000]  走很遠很遠的地方,去到一個很遙遠的山莊,
[00:15:39.000 --> 00:15:44.000]  叫獨龍村,去到那個地方,他帶起了第一個福星,
[00:15:44.000 --> 00:15:48.000]  他沒想到隔那麼遠的地方有一個合場,
[00:15:48.000 --> 00:15:53.000]  神說那個合場已經熟了,你去收割,不是你現在這個合場,
[00:15:53.000 --> 00:15:59.000]  很多時候我們就是這樣,當你覺得我的合場是身邊我已經邀請過的人,
[00:15:59.000 --> 00:16:05.000]  他也沒反應,你就覺得that's it,有時候這是你對範圍,
[00:16:05.000 --> 00:16:10.000]  對象的範圍有個誤判,所以才會有這種的事情發生,
[00:16:10.000 --> 00:16:13.000]  所以求生幫助我們第一個是給我們提醒,
[00:16:13.000 --> 00:16:16.000]  原來我們不需要定定在只有一個地方,
[00:16:16.000 --> 00:16:20.000]  神會開啟另外一個合場,讓我們重新去考量,
[00:16:20.000 --> 00:16:24.000]  第二個就是除了範圍以外,我們還要考慮一下,
[00:16:24.000 --> 00:16:28.000]  這個使命的時機呢,時間也很重要,
[00:16:28.000 --> 00:16:31.000]  第一個對象重要,時機也很重要,
[00:16:31.000 --> 00:16:36.000]  所以是當三十五節耶穌說,你們說再過四個月才是收割的時候,
[00:16:36.000 --> 00:16:39.000]  但是我告訴你們,你們看到這邊田地,
[00:16:39.000 --> 00:16:42.000]  他說已經成熟了,可以收割了,
[00:16:42.000 --> 00:16:47.000]  在時間方面其實我也真的,以前也被忽悠過很多次了,
[00:16:47.000 --> 00:16:51.000]  那些我以為他時機成熟的,就還沒成熟,
[00:16:51.000 --> 00:17:01.000]  我最近大概兩個禮拜前,我去Stanford醫院去看一個老人家,
[00:17:01.000 --> 00:17:06.000]  因為有一個禮拜五晚上,有一個人他已經開車走了,
[00:17:06.000 --> 00:17:09.000]  他走的時候看到我在辦公室,
[00:17:09.000 --> 00:17:12.000]  可是他走的時候,他本來回家就算了,
[00:17:12.000 --> 00:17:15.000]  走到半路實在受不了,又U-turn回來,
[00:17:15.000 --> 00:17:18.000]  因為他看到我在辦公室,說我今天一定要找PJ,
[00:17:18.000 --> 00:17:21.000]  他就過來找我,他就告訴我說,
[00:17:21.000 --> 00:17:27.000]  我的老丈人,七十幾歲,現在進了醫院,腿不好,弄了很久,
[00:17:27.000 --> 00:17:30.000]  最後請教了Stanford的最高權威的醫生,
[00:17:30.000 --> 00:17:33.000]  醫生說也不行,得切,
[00:17:33.000 --> 00:17:36.000]  那麼他說你可不可以去看看他,
[00:17:36.000 --> 00:17:39.000]  他順便要告訴我他老症的狀況,
[00:17:39.000 --> 00:17:44.000]  他說我老丈人就很討厭教會,很反感基督徒,
[00:17:44.000 --> 00:17:46.000]  他跟我講那麼一句話,
[00:17:46.000 --> 00:17:49.000]  我說那我就去唄,那禮拜天有空嗎,
[00:17:49.000 --> 00:17:52.000]  禮拜天下午完了聚會,我就說那禮拜天我去,
[00:17:52.000 --> 00:17:56.000]  那禮拜天我就去看到老丈人,去Stanford,
[00:17:56.000 --> 00:17:57.000]  我最近也不知道為什麼,
[00:17:57.000 --> 00:18:01.000]  以前Stanford看病的時候是有個學生腿被切了,
[00:18:01.000 --> 00:18:05.000]  今年年頭的時候我去醫院看病,也是一個學生,
[00:18:05.000 --> 00:18:07.000]  醫生說你再不開刀腿就要切了,
[00:18:07.000 --> 00:18:10.000]  我兩個禮拜前去看也是切腿,
[00:18:10.000 --> 00:18:13.000]  我每次去醫院看病都跟切腿有關係,
[00:18:13.000 --> 00:18:17.000]  我就去看他,我去的時候就剛好有個弟兄載我一起去,
[00:18:17.000 --> 00:18:19.000]  他說我昨天跟太太吵架,
[00:18:19.000 --> 00:18:21.000]  我就載你去路上我們聊聊,
[00:18:21.000 --> 00:18:24.000]  我說好那就聊,載著我去醫院,
[00:18:24.000 --> 00:18:26.000]  去到醫院的時候我們就進去,
[00:18:26.000 --> 00:18:28.000]  我就預備了一個小冊子,
[00:18:28.000 --> 00:18:32.000]  就介紹基督教到底信什麼,很簡單的冊子,
[00:18:32.000 --> 00:18:38.000]  那因為我覺得,禮拜五他告訴我他老丈人是很討厭基督徒的,
[00:18:38.000 --> 00:18:41.000]  那我就覺得這個人應該時機還沒成熟,
[00:18:41.000 --> 00:18:45.000]  所以我就打算這個冊子送給他就好了,
[00:18:45.000 --> 00:18:49.000]  因為我不想說他很討厭的時候跟他講說你要信主,
[00:18:49.000 --> 00:18:51.000]  那我就放在我聊聊,
[00:18:51.000 --> 00:18:54.000]  他是一青島人,在美國住二十幾年,
[00:18:54.000 --> 00:18:57.000]  是San Francisco州立大學的英語老師,
[00:18:57.000 --> 00:18:59.000]  那麼我就放給他,
[00:18:59.000 --> 00:19:03.000]  就說老伯伯送你一本小書,
[00:19:03.000 --> 00:19:05.000]  有空的時候你讀一讀,
[00:19:05.000 --> 00:19:07.000]  有什麼問題再問我,
[00:19:07.000 --> 00:19:09.000]  我就放,就想走,
[00:19:09.000 --> 00:19:12.000]  放完想走的時候我旁邊的弟兄就拍我說,
[00:19:12.000 --> 00:19:14.000]  你看他床頭寫一張紙,
[00:19:14.000 --> 00:19:16.000]  我看他床頭寫一張紙說,
[00:19:16.000 --> 00:19:21.000]  說這老人家眼睛不好,讀不了,
[00:19:21.000 --> 00:19:25.000]  所以他就拍我說不如你坐下讀給他聽吧,
[00:19:25.000 --> 00:19:31.000]  我就想起說禮拜五他女婿告訴我他老丈人很討厭這個,
[00:19:31.000 --> 00:19:35.000]  那我沒辦法,我就讀給他聽,
[00:19:35.000 --> 00:19:38.000]  可是我沒想到我認真讀給他聽,
[00:19:38.000 --> 00:19:40.000]  每一個point我都讀完就問他說有沒有問題,
[00:19:40.000 --> 00:19:41.000]  他說沒問題,
[00:19:41.000 --> 00:19:45.000]  我讀完我問他說你要不要做基督徒啊,
[00:19:45.000 --> 00:19:48.000]  我沒想到他說要,
[00:19:48.000 --> 00:19:52.000]  我一直以為這個人是很討厭教會的,
[00:19:52.000 --> 00:19:56.000]  這個人是還時機沒到,
[00:19:56.000 --> 00:20:01.000]  我沒想到這個人突然間說我那天我想要信主,
[00:20:01.000 --> 00:20:04.000]  我又再一次被忽悠了,
[00:20:04.000 --> 00:20:06.000]  我一直以為我看對人,
[00:20:06.000 --> 00:20:09.000]  我一直以為我捕捉到一個對的時機,
[00:20:09.000 --> 00:20:11.000]  可是每次我都錯,
[00:20:11.000 --> 00:20:14.000]  話又回到了那個獨龍村,
[00:20:14.000 --> 00:20:17.000]  當年他說加木斯去獨龍村的時候,
[00:20:17.000 --> 00:20:20.000]  他有這樣的一種的顧慮說,
[00:20:20.000 --> 00:20:23.000]  那個真的是了不勝擔的地方,
[00:20:23.000 --> 00:20:26.000]  他說沒聽過那地方也沒聽過那民族,
[00:20:26.000 --> 00:20:29.000]  說到底他們是什麼族人,
[00:20:29.000 --> 00:20:31.000]  他們時機成熟了嗎,
[00:20:31.000 --> 00:20:34.000]  我老遠跑來一趟也沒意思,
[00:20:34.000 --> 00:20:38.000]  結果你知道他去的時候發生一件事,
[00:20:38.000 --> 00:20:41.000]  那個迎接他的是個老先生,
[00:20:41.000 --> 00:20:43.000]  那老先生跟他說,
[00:20:43.000 --> 00:20:46.000]  他說我們這條村很少人能夠來得到,
[00:20:46.000 --> 00:20:49.000]  因為真的長途跋涉很難走,
[00:20:49.000 --> 00:20:51.000]  他說幾十年前,
[00:20:51.000 --> 00:20:53.000]  在他是小孩的時候,
[00:20:53.000 --> 00:20:58.000]  曾經有一次有一個外國的宣教士來過咱們村,
[00:20:58.000 --> 00:21:00.000]  跟我講了有關耶穌的事情,
[00:21:00.000 --> 00:21:02.000]  當時我還小,
[00:21:02.000 --> 00:21:04.000]  可是我聽了就很有興趣,
[00:21:04.000 --> 00:21:05.000]  想知道這耶穌是誰,
[00:21:05.000 --> 00:21:06.000]  我想要信他,
[00:21:06.000 --> 00:21:09.000]  可是後來整村的人都不理那個人,
[00:21:09.000 --> 00:21:10.000]  就外國宣教士,
[00:21:10.000 --> 00:21:11.000]  可能很早以前,
[00:21:11.000 --> 00:21:13.000]  那就把他趕走了,
[00:21:13.000 --> 00:21:14.000]  就走了,
[00:21:14.000 --> 00:21:17.000]  他說我等了這幾十年,
[00:21:17.000 --> 00:21:20.000]  有沒有再有一個人過來,
[00:21:20.000 --> 00:21:22.000]  把耶穌的故事告訴我,
[00:21:22.000 --> 00:21:23.000]  他到底是誰,
[00:21:23.000 --> 00:21:25.000]  他說我等了一輩子,
[00:21:25.000 --> 00:21:28.000]  等到今天你出現,
[00:21:28.000 --> 00:21:30.000]  那加木斯才知道說,
[00:21:30.000 --> 00:21:32.000]  拜神帶領他去這麼遙遠的地方,
[00:21:32.000 --> 00:21:33.000]  一個河場,
[00:21:33.000 --> 00:21:37.000]  神說那邊已經成熟了,
[00:21:37.000 --> 00:21:40.000]  我們身邊或許很多的河場,
[00:21:40.000 --> 00:21:41.000]  你沒看到,
[00:21:41.000 --> 00:21:44.000]  可能很多人已經等很久說,
