
[00:00:00.000 --> 00:00:01.740]  各位電視節目平安
[00:01:43.300 --> 00:01:46.340]  聖靈就感動他們
[00:01:46.340 --> 00:01:53.720]  要他們打發巴拿巴和保羅出去海外傳道
[00:01:53.720 --> 00:01:58.340]  於是他們就安守在這兩個人的頭上
[00:01:58.340 --> 00:02:01.860]  然後就猜他們出去
[00:02:01.860 --> 00:02:04.820]  於是這兩個人受了猜險之後
[00:02:04.820 --> 00:02:07.540]  就開始出去了
[00:02:07.540 --> 00:02:15.060]  他們就帶著一個使命
[00:02:15.060 --> 00:02:19.900]  他們要做什麼呢?
[00:02:19.900 --> 00:02:23.460]  就是做神派他們的工作
[00:02:23.460 --> 00:02:27.380]  於是他們首先去了塞浦路斯
[00:02:27.380 --> 00:02:31.940]  塞浦路斯是希臘以南的一個島
[00:02:31.940 --> 00:02:36.540]  到了一個城市叫做撒拉米
[00:02:36.540 --> 00:02:41.020]  就在那個會堂裏面來到港島
[00:02:41.020 --> 00:02:47.060]  他們要走遍整個島一直去到柏弗
[00:02:47.060 --> 00:02:53.180]  再從柏弗開船去到龐菲利亞的別家
[00:02:53.180 --> 00:02:58.300]  然後去到比西底的安提岸
[00:02:58.300 --> 00:03:04.020]  所以第十三章就講到他們開始這個行程
[00:03:04.020 --> 00:03:07.900]  坐船去了一些島那裏
[00:03:07.900 --> 00:03:11.820]  那個島很大的 走遍整個島
[00:03:11.820 --> 00:03:15.620]  一直去不同的城市那裏傳福音
[00:03:15.620 --> 00:03:18.180]  到了第十四章
[00:03:18.180 --> 00:03:23.580]  他們就往以哥廉去
[00:03:23.580 --> 00:03:26.180]  結果就被人逼迫
[00:03:26.180 --> 00:03:29.140]  因為那裏的人想趕他們走
[00:03:29.140 --> 00:03:37.460]  於是他們就去到呂高尼的路斯德和特比的地方
[00:03:37.460 --> 00:03:43.820]  然後最後再回去敘利亞的安提岸
[00:03:43.820 --> 00:03:49.580]  於是他們就選立了一些的長老
[00:03:49.580 --> 00:03:52.780]  巴拿巴和保羅很細心
[00:03:52.780 --> 00:03:57.580]  他們去到每一個地方有人信主就建立教會
[00:03:57.580 --> 00:04:01.380]  但是建立教會沒有人來到帶教會
[00:04:01.380 --> 00:04:04.780]  教會很容易就出現問題
[00:04:04.780 --> 00:04:10.500]  於是他們就在信徒當中選一些有好的根基
[00:04:10.500 --> 00:04:14.060]  有好的明星 被聖靈充滿的人
[00:04:14.060 --> 00:04:17.980]  然後就立他們成為教會的長老
[00:04:17.980 --> 00:04:20.700]  負責管理的工作
[00:04:20.700 --> 00:04:25.940]  於是教會就這樣逐步逐步成長
[00:04:25.940 --> 00:04:31.820]  於是我們見到巴拿巴和保羅很好心機
[00:04:31.820 --> 00:04:35.820]  他們不僅是傳福音殺種 殺完種之後
[00:04:35.820 --> 00:04:38.420]  希望這些種能夠成長
[00:04:38.420 --> 00:04:43.060]  所以他們很多時候回去探望這些教會
[00:04:43.060 --> 00:04:47.740]  他們有一個目的是甚麼 兼顧信徒
[00:04:47.740 --> 00:04:50.580]  因為信徒見到你們走了之後
[00:04:50.580 --> 00:04:53.980]  可能開始有些害怕 我們行不行的
[00:04:53.980 --> 00:04:57.660]  會不會有人來搞我們 會不會有些異端來了
[00:04:57.660 --> 00:05:03.020]  很多時候初期教會就碰到這些困擾
[00:05:03.020 --> 00:05:08.700]  有些人傳一些好像不一樣的道理
[00:05:08.700 --> 00:05:11.140]  他們懂不懂得分辨呢?
[00:05:11.140 --> 00:05:15.700]  怎樣去選擇真正的真道呢?
[00:05:15.700 --> 00:05:21.340]  不要被那些異教之風搖動 飄來飄去
[00:05:21.340 --> 00:05:25.740]  所以保羅後來寫信給這些教會
[00:05:25.740 --> 00:05:33.340]  都是提醒這些教會要在真道上站立得穩固
[00:05:33.340 --> 00:05:35.060]  所以各位弟兄姊妹
[00:05:35.060 --> 00:05:37.340]  今天我們信了耶穌之後
[00:05:37.340 --> 00:05:41.340]  我們都要建立我們基督徒的生命
[00:05:41.340 --> 00:05:44.540]  要在聖經上面紮根
[00:05:44.540 --> 00:05:48.580]  必須要好好讀經
[00:05:48.580 --> 00:05:53.660]  因為我們的基礎是在神的「哇」那裏建立的
[00:05:53.660 --> 00:05:57.380]  由四福音開始讀《史唐傳》
[00:05:57.380 --> 00:05:59.740]  然後讀保羅書信
[00:05:59.740 --> 00:06:03.220]  沒錯 有些保羅書信比較深的
[00:06:03.220 --> 00:06:06.700]  你讀那些你容易明白的書卷
[00:06:06.700 --> 00:06:11.300]  然後慢慢去明白神的真理
[00:06:11.300 --> 00:06:16.260]  讓神的真理在你裏面生根建造
[00:06:16.260 --> 00:06:21.820]  紮根更深 讓我們站立得穩固
[00:06:21.820 --> 00:06:24.340]  所以各位弟兄姊妹 我很鼓勵大家
[00:06:24.340 --> 00:06:28.940]  必須要上主日學 學習真道
[00:06:28.940 --> 00:06:32.260]  而且你可以參加一些茶經班
[00:06:32.260 --> 00:06:36.700]  很多什麼生命之道、BSF
[00:06:36.700 --> 00:06:39.700]  很多不同的小組茶經班
[00:06:39.700 --> 00:06:45.340]  讓我們在神的話語上面打好基礎
[00:06:45.340 --> 00:06:48.140]  然後《史唐傳》第十五章
[00:06:48.140 --> 00:06:51.540]  就講到耶路撒冷的回憶
[00:06:51.540 --> 00:06:58.260]  他們就揀選了巴薩巴的猶大和西拉
[00:06:58.260 --> 00:07:00.980]  兩個人是領袖
[00:07:00.980 --> 00:07:06.820]  於是保羅和巴拿巴就去到耶路撒冷
[00:07:06.820 --> 00:07:11.380]  向他們解釋到底最近發生什麼事
[00:07:11.380 --> 00:07:15.740]  他們怎樣要求這些外邦人
[00:07:15.740 --> 00:07:20.420]  他們很清楚向外邦人表示
[00:07:20.420 --> 00:07:24.780]  有血的食物是不能吃的
[00:07:24.780 --> 00:07:28.060]  還有他們要守安息日
[00:07:28.060 --> 00:07:32.220]  要禁戒不要有淫亂的事
[00:07:32.220 --> 00:07:39.020]  而且他們必須要跟著聖經的真理而行
[00:07:39.020 --> 00:07:41.420]  但是可惜到後來
[00:07:41.420 --> 00:07:46.740]  巴拿巴和保羅終於分道揚鑣
[00:07:46.740 --> 00:07:47.820]  為什麼呢?
[00:07:47.820 --> 00:07:56.180]  因為巴拿巴很想帶一個叫做稱呼約翰的馬可
[00:07:56.180 --> 00:08:02.860]  帶這個年輕人和他去第二次宣教行程
[00:08:02.860 --> 00:08:08.500]  但是保羅就覺得這個稱呼約翰的馬可
[00:08:08.500 --> 00:08:12.020]  是曾經離開真道
[00:08:12.020 --> 00:08:14.580]  於是他就覺得不應該帶他
[00:08:14.580 --> 00:08:17.300]  於是兩個人就起了爭論
[00:08:17.300 --> 00:08:21.740]  一個說帶一個說不帶
[00:08:21.740 --> 00:08:25.020]  甚至他們就分開了
[00:08:25.020 --> 00:08:29.540]  巴拿巴就帶著稱呼馬可的約翰去
[00:08:29.540 --> 00:08:35.300]  保羅就選擇了西拉做他的同伴
[00:08:35.300 --> 00:08:39.620]  保羅、西拉就繼續傳福音
[00:08:39.620 --> 00:08:44.620]  巴拿巴和馬可又繼續傳福音
[00:08:44.620 --> 00:08:50.060]  這位馬可雖然他曾經短暫離開
[00:08:50.060 --> 00:08:51.860]  但是我們很開心
[00:08:51.860 --> 00:08:54.380]  在後來保羅的書信裏面
[00:08:54.380 --> 00:09:02.380]  他終於說這個馬可在全道的事上與我有益
[00:09:02.380 --> 00:09:05.780]  馬可終於悔改了
[00:09:05.780 --> 00:09:10.580]  保羅又接納了這位同工
[00:09:10.580 --> 00:09:14.900]  沒錯我們有時教會裏面的一些領袖
[00:09:14.900 --> 00:09:18.500]  會因為一些事產生不同的意見
[00:09:18.500 --> 00:09:23.100]  但是我們必須要在主裏面是合一的
[00:09:23.100 --> 00:09:25.260]  是彼此和睦的
[00:09:25.260 --> 00:09:27.860]  是互相合作的
[00:09:27.860 --> 00:09:30.620]  必須要彼此建立
[00:09:30.620 --> 00:09:32.980]  不可以因為這些爭執
[00:09:32.980 --> 00:09:38.180]  令到我們破壞了我們之間的關係
[00:09:38.180 --> 00:09:44.620]  所以各位在教會裏面保守合而為一的心
[00:09:44.620 --> 00:09:47.220]  是可等的重要
[00:09:47.220 --> 00:09:49.700]  我見過很多的教會
[00:09:49.700 --> 00:09:51.460]  因為一些的紛爭
[00:09:51.460 --> 00:09:53.300]  教會分裂
[00:09:53.300 --> 00:09:58.020]  甚至有批人走了去開另一間的教會
[00:09:58.020 --> 00:10:03.620]  因此這些事是大大羞辱主的命
[00:10:03.620 --> 00:10:05.660]  求主保守我們
[00:10:05.660 --> 00:10:10.020]  常常在主裏面我們是彼此相愛
[00:10:10.020 --> 00:10:11.820]  合而為一
[00:10:11.820 --> 00:10:14.900]  放下自己的意見
[00:10:14.900 --> 00:10:17.620]  高舉神的旨意
[00:10:17.620 --> 00:10:21.300]  讓我們學習互相的信服
[00:10:21.300 --> 00:10:23.580]  彼此的怨念
[00:10:23.580 --> 00:10:25.620]  彼此相愛
[00:10:25.620 --> 00:10:31.220]  在聖經裏面出現過很多個彼此
[00:10:31.220 --> 00:10:32.980]  One and other
[00:10:32.980 --> 00:10:35.340]  Love one and other
[00:10:35.340 --> 00:10:38.500]  Bear one and other's burden
[00:10:38.500 --> 00:10:41.220]  Pray for one and other
[00:10:41.220 --> 00:10:43.260]  彼此代禱
[00:10:43.260 --> 00:10:47.180]  彼此承擔
[00:10:47.180 --> 00:10:49.340]  彼此代求
[00:10:49.340 --> 00:10:51.140]  彼此和睦
[00:10:51.140 --> 00:10:53.260]  彼此相愛
[00:10:53.260 --> 00:10:57.620]  所以我們需要學習聖經裏面的彼此
[00:10:57.620 --> 00:11:00.580]  讓我們真正在主裏面
[00:11:00.580 --> 00:11:02.500]  我們互相結緣
[00:11:02.500 --> 00:11:08.220]  我們一同成長成為合神心意的教會
[00:11:08.220 --> 00:11:09.820]  求主祝福我們
[00:11:09.820 --> 00:11:14.420]  讓我們每一間教會都是得神喜悅的
[00:11:14.420 --> 00:11:16.660]  都是見聖神的
[00:11:16.660 --> 00:11:21.260]  都是在地上為主發光的教會
[00:11:21.260 --> 00:11:23.860]  願神賜福給各位
