
[00:00:00.000 --> 00:00:05.000]  過去兩個星期,我們講到的是《我是誰》這個講道系列
[00:05:58.000 --> 00:06:03.000]  可以這樣說,當主耶穌仍然在世的時候
[00:06:03.000 --> 00:06:10.000]  其實祂已經幫助祂的跟隨者去實踐這個大使命
[00:06:10.000 --> 00:06:20.000]  在這七十個人被差派的故事裏面,其實我們可以有很多關於神差派我們去工作的命令上
[00:06:20.000 --> 00:06:26.000]  我們可以學到很多的功課,讓我們一同來看看究竟有什麼功課我們可以學到
[00:06:26.000 --> 00:06:34.000]  我們看第一節,我們看到主耶穌差派這七十個人是怎樣?
[00:06:34.000 --> 00:06:37.000]  是兩個兩個這樣來差派
[00:06:37.000 --> 00:06:42.000]  就是告訴我們什麼?就是告訴我們福音侍功從來都不是單打獨鬥
[00:06:42.000 --> 00:06:46.000]  從來都是一個對宮的侍功的方式
[00:06:46.000 --> 00:06:54.000]  所以每一個基督徒都需要怎樣?需要參與投入一個地方教會
[00:06:54.000 --> 00:06:58.000]  為什麼?因為在一個地方教會裏面,我們有弟兄姊妹
[00:06:58.000 --> 00:07:05.000]  我們有生命的同行者可以怎樣?可以互相守望,互相提醒,互相安慰,互相鼓勵
[00:07:05.000 --> 00:07:11.000]  這是很重要的,所以當人、基督徒離開了教會的時候
[00:07:11.000 --> 00:07:16.000]  你會發覺很難成長,也很難結果指的
[00:07:16.000 --> 00:07:25.000]  也是這個原因,所以聖靈是被賜予給所有真正的信徒
[00:07:25.000 --> 00:07:32.000]  不同的恩賜,以致我們能夠各盡其職建立教會
[00:07:32.000 --> 00:07:37.000]  如果我們再看第二節的時候,主耶穌就跟別人說
[00:07:37.000 --> 00:07:43.000]  你要求莊稼的主打發工人去收他的莊稼
[00:07:43.000 --> 00:07:51.000]  就是說福音的工作從來都不是單是人的工作,而是神的工作
[00:07:51.000 --> 00:07:56.000]  收莊稼的工人是由神所挑選和差派
[00:07:56.000 --> 00:08:01.000]  而不是人按照自己的意思來挑選和差派
[00:08:01.000 --> 00:08:07.000]  我們再看第三節,第三節告訴我們,當我們進入這個世界來做福音的工作的時候
[00:08:07.000 --> 00:08:13.000]  這個形容詞真的挺可怕的,它說什麼?如同羊羔進入狼群
[00:08:13.000 --> 00:08:18.000]  就是說當我們傳福音的時候,你要有一個心理準備
[00:08:18.000 --> 00:08:22.000]  是有挑戰的,是有困難的,甚至可能有危險的
[00:08:22.000 --> 00:08:27.000]  當然我們在這個世代,活在澳洲這個自由的世界
[00:08:27.000 --> 00:08:31.000]  對宗教完全沒有什麼很嚴厲的監管
[00:08:31.000 --> 00:08:35.000]  我們感覺不到有什麼傳福音上面的困難
[00:08:35.000 --> 00:08:40.000]  最多都是有時候吃一口檸檬,被人拒絕
[00:08:40.000 --> 00:08:43.000]  但是如果我們再看整個教會的發展歷史的時候
[00:08:43.000 --> 00:08:48.000]  你會發覺不同的世代,很多時候當他們傳福音的時候
[00:08:48.000 --> 00:08:54.000]  是要付上生命的代價,要冒很多生命的危險
[00:08:54.000 --> 00:08:58.000]  所以當我們傳福音的時候,這段經文告訴我們
[00:08:58.000 --> 00:09:02.000]  我們要有一個心理準備,當我們傳福音的時候是付代價
[00:09:02.000 --> 00:09:08.000]  無論你說精神上面,金錢上面,還是財幹
[00:09:08.000 --> 00:09:12.000]  我們都需要有一個心理準備,是要付代價
[00:09:12.000 --> 00:09:16.000]  然後主耶穌提醒他們說,你們不要戴錢囊,不要戴口袋
[00:09:16.000 --> 00:09:19.000]  連鞋子都不要戴,哇,搞什麼東西
[00:09:19.000 --> 00:09:23.000]  意思就是說,當我們被差派做福音工作的時候
[00:09:23.000 --> 00:09:30.000]  神是會看顧,神是會照顧,供應我們生活上面的需要
[00:09:30.000 --> 00:09:32.000]  如果我們認定神就是我們的老闆
[00:09:32.000 --> 00:09:37.000]  既然神差派得我們的時候,神必定供應
[00:09:37.000 --> 00:09:41.000]  然後主耶穌是說,路上也不要問人的安
[00:09:41.000 --> 00:09:45.000]  意思就是說,我們在福音的工作上面一定要專注
[00:09:45.000 --> 00:09:51.000]  不要讓一些和福音無關的事情,主導了我們福音的工作
[00:09:51.000 --> 00:09:58.000]  福音的工作就是我們將從神而來的平安,真正的平安
[00:09:58.000 --> 00:10:03.000]  帶進去一個沒有平安的世代裡面,這就是福音的工作
[00:10:03.000 --> 00:10:07.000]  所以主耶穌說,你無論去到哪一家,進去那一家的時候會怎樣
[00:10:07.000 --> 00:10:15.000]  願這一家平安,平安,就是福音的一個很重要的訊息
[00:10:15.000 --> 00:10:20.000]  不過同一個時間,主耶穌也提醒這些被差派的人
[00:10:20.000 --> 00:10:24.000]  每一個傳方的時候,你不要以為每一個傳方之後你都會信耶穌
[00:10:24.000 --> 00:10:33.000]  因為有很多這些仍然是未準備好收割的莊稼
[00:10:33.000 --> 00:10:39.000]  因為在麥田上面,不是所有都是麥子,有些是野草,有些是敗子
[00:10:39.000 --> 00:10:44.000]  所以主耶穌在這裡提醒我們,當我們被差派的時候
[00:10:44.000 --> 00:10:49.000]  我們的責任是盡我們的能力,來傳福音
[00:10:49.000 --> 00:10:52.000]  復恩的果效,交給神
[00:10:52.000 --> 00:10:57.000]  所以不要期望,我們傳福音的時候,一定有人信耶穌
[00:10:57.000 --> 00:11:01.000]  沒有人信耶穌的時候,也沒有人信,我當然沒有這方面的恩賜
[00:11:01.000 --> 00:11:05.000]  不要傳,錯,神要我們傳福音
[00:11:05.000 --> 00:11:08.000]  復恩的果效,由神負責
[00:11:08.000 --> 00:11:12.000]  重點就是說,我們每一個真心相信耶穌基督的人
[00:11:12.000 --> 00:11:16.000]  都會從神領受一個,我們所謂屬靈的恩賜
[00:11:16.000 --> 00:11:20.000]  連這個屬靈的恩賜,就是裝備我們每一個人來服侍神
[00:11:20.000 --> 00:11:22.000]  以及建立教會
[00:11:22.000 --> 00:11:25.000]  其中一個建立教會,一個最重要的工作
[00:11:25.000 --> 00:11:28.000]  就是將福音傳到地極
[00:11:28.000 --> 00:11:33.000]  這個就是主耶穌升天之前,給過我們的一個責任
[00:11:33.000 --> 00:11:36.000]  一個使命
[00:11:36.000 --> 00:11:40.000]  如果說,得著永生
[00:11:40.000 --> 00:11:45.000]  是從神而來,給過我們一個權利的時候
[00:11:45.000 --> 00:11:50.000]  大家都知道,權利必有義務,必有責任
[00:11:50.000 --> 00:11:54.000]  而建立教會,分享福音,就是我們的責任
[00:11:54.000 --> 00:11:57.000]  而這個責任,很奇怪
[00:11:57.000 --> 00:12:04.000]  同一個時間,也是我們在神面前領受更多恩典的途徑
[00:12:04.000 --> 00:12:08.000]  所以神讓我們擔當這個責任
[00:12:08.000 --> 00:12:14.000]  從另外一個角度看,讓我們得著更豐盛的生命
[00:12:14.000 --> 00:12:17.000]  讓我們得著更多的恩典
[00:12:17.000 --> 00:12:20.000]  好了,七十個人
[00:12:20.000 --> 00:12:23.000]  愛員工回來了
[00:12:23.000 --> 00:12:27.000]  正經告訴他們,這七十個人歡歡喜喜地回來
[00:12:27.000 --> 00:12:31.000]  他們說什麼?他們說,嘩,很厲害,因為你這麼明
[00:12:31.000 --> 00:12:33.000]  連鬼都服了我們
[00:12:33.000 --> 00:12:37.000]  而主耶穌的答覆,也是確認了這個事實
[00:12:37.000 --> 00:12:41.000]  因為主耶穌說,我曾看見撒旦從天上墜落
[00:12:41.000 --> 00:12:44.000]  像閃電一樣
[00:12:44.000 --> 00:12:48.000]  很明顯,這七十個全方的人
[00:12:48.000 --> 00:12:52.000]  能夠將撒旦從天上擊落
[00:12:52.000 --> 00:12:54.000]  很明顯不是因為自己的能力
[00:12:54.000 --> 00:12:59.000]  是因為他們依靠神,以及因為他們對宮的精神
[00:12:59.000 --> 00:13:05.000]  不過我們也要很認真去看待這七十個人回來的成功
[00:13:05.000 --> 00:13:07.000]  為什麼呢?
[00:13:07.000 --> 00:13:10.000]  事實就是,我們看回歷史的時候
[00:13:10.000 --> 00:13:12.000]  從亞當夏娃開始
[00:13:12.000 --> 00:13:17.000]  當亞當夏娃在伊甸園面對撒旦的引誘的時候
[00:13:17.000 --> 00:13:19.000]  他們有沒有成功?
[00:13:19.000 --> 00:13:20.000]  他們跌倒了
[00:13:20.000 --> 00:13:25.000]  最後因為他們的跌倒,因此進入世界
[00:13:25.000 --> 00:13:28.000]  我們再看人類的歷史
[00:13:28.000 --> 00:13:34.000]  大衛王當他面對撒旦的引誘的時候
[00:13:34.000 --> 00:13:35.000]  他又跌倒了
[00:13:35.000 --> 00:13:41.000]  最後因為他的跌倒,犯下姦淫和謀殺的罪
[00:13:41.000 --> 00:13:43.000]  看使徒比多
[00:13:43.000 --> 00:13:47.000]  使徒比多也是面對撒旦的引誘,也失腳
[00:13:47.000 --> 00:13:48.000]  他的失腳是怎樣的?
[00:13:48.000 --> 00:13:52.000]  他的失腳帶來三次的不認主
[00:13:52.000 --> 00:13:55.000]  所以從人類的歷史,我們看到
[00:13:55.000 --> 00:13:57.000]  當人依靠自己的能力
[00:13:57.000 --> 00:14:02.000]  嘗試去對抗撒旦的攻擊與誘惑的時候
[00:14:02.000 --> 00:14:05.000]  通常結果都是怎樣?都是失腳
[00:14:05.000 --> 00:14:08.000]  因為人根本沒有這樣的能力
[00:14:08.350 --> 00:14:10.930]  來抗衡撒旦的攻擊
[00:14:10.930 --> 00:14:12.930]  或者撒旦的引誘
[00:14:12.930 --> 00:14:16.690]  但是當我們依靠我們的天父上帝
[00:14:16.690 --> 00:14:19.690]  依靠我們耶穌基督的時候
[00:14:19.690 --> 00:14:24.690]  也都靠著弟兄姊妹那個同心合意的時候
[00:14:24.690 --> 00:14:28.690]  我們就能夠屢戰屢勝
[00:14:28.690 --> 00:14:31.190]  撒旦的攻擊和誘惑
[00:14:31.190 --> 00:14:32.190]  不是一次
[00:14:32.190 --> 00:14:34.190]  而是每一次
[00:14:34.190 --> 00:14:36.190]  都能夠將撒旦
[00:14:36.190 --> 00:14:39.190]  從祂的座位上擊下來
[00:14:39.190 --> 00:14:42.190]  所以我們要依靠耶穌基督
[00:14:42.190 --> 00:14:45.190]  去戰勝撒旦
[00:14:45.190 --> 00:14:47.190]  在我們生命裏面的工作
[00:14:47.190 --> 00:14:50.190]  我們再看下去看第十九節
[00:14:50.190 --> 00:14:53.190]  耶穌說我已經賜給你們權柄
[00:14:53.190 --> 00:14:56.190]  可以踐踏蛇和蠍子
[00:14:56.190 --> 00:14:59.190]  有勝過仇敵一切的能力
[00:14:59.190 --> 00:15:03.190]  斷沒有什麼能害你們的
[00:15:03.190 --> 00:15:05.190]  大家留意這裏所說的耶穌
[00:15:05.190 --> 00:15:08.190]  並不是說我們看到蛇和蠍子的時候
[00:15:08.190 --> 00:15:09.190]  就可以用腳踩牠
[00:15:09.190 --> 00:15:10.190]  用手捉牠
[00:15:10.190 --> 00:15:12.190]  當然大家有沒有看過那些紀錄片
[00:15:12.190 --> 00:15:14.190]  我真的看到有些紀錄圖
[00:15:14.190 --> 00:15:17.190]  祈願圖之下徒手去捉蛇
[00:15:17.190 --> 00:15:21.190]  來顯示神與他們同在
[00:15:21.190 --> 00:15:24.190]  我不知道他們的信心來自哪裏
[00:15:24.190 --> 00:15:25.190]  但是對我來說
[00:15:25.190 --> 00:15:28.190]  這段經文不是從字面來解釋
[00:15:28.190 --> 00:15:30.190]  明顯蛇和蠍子是一個比喻
[00:15:30.190 --> 00:15:31.190]  比喻什麼呢
[00:15:31.190 --> 00:15:34.190]  比喻罪惡的權勢
[00:15:34.190 --> 00:15:37.190]  這一句經文的意思就是說
[00:15:37.190 --> 00:15:40.190]  其實神已經賜了我們權柄
[00:15:40.190 --> 00:15:43.190]  去勝過罪惡的勢力
[00:15:43.190 --> 00:15:47.190]  所以真心相信耶穌基督的人
[00:15:47.190 --> 00:15:51.190]  撒旦是沒有能力傷害到我們
[00:15:51.190 --> 00:15:53.190]  心裏面有聖靈的信徒
[00:15:53.190 --> 00:15:54.190]  當然
[00:15:54.190 --> 00:15:57.190]  如果我們有聖靈在我們心裏面
[00:15:57.190 --> 00:15:59.190]  我們仍然主動的去
[00:15:59.190 --> 00:16:04.190]  去搞撒旦的時候是另一回事
[00:16:04.190 --> 00:16:08.190]  但是每一個真心信耶穌的人
[00:16:08.190 --> 00:16:09.190]  撒旦是沒有能力
[00:16:09.190 --> 00:16:12.190]  沒有權柄去傷害我們
[00:16:12.190 --> 00:16:14.190]  所以主耶穌說
[00:16:14.190 --> 00:16:18.190]  不要因鬼伏了你們就歡喜
[00:16:18.190 --> 00:16:23.190]  因為撒旦已經從天上被擊落
[00:16:23.190 --> 00:16:27.190]  所以當我們用神所賜予的權柄
[00:16:27.190 --> 00:16:29.190]  去做福音的工作的時候
[00:16:29.190 --> 00:16:32.190]  鬼伏了我們
[00:16:32.190 --> 00:16:34.190]  持應當的
[00:16:34.190 --> 00:16:36.190]  相反來說
[00:16:36.190 --> 00:16:37.190]  相反來說
[00:16:37.190 --> 00:16:43.190]  我們要因為我們的名被記錄在天上而歡喜
[00:16:43.190 --> 00:16:46.190]  我要跟外面的電單車鬥大聲
[00:16:46.190 --> 00:16:49.190]  留意這個希臘原文
[00:16:49.190 --> 00:16:50.190]  記錄
[00:16:50.190 --> 00:16:53.190]  我們的名字被記錄在天上
[00:16:53.190 --> 00:16:55.190]  這個記錄這個動詞
[00:16:55.190 --> 00:16:58.190]  在原文是一個完成式
[00:16:58.190 --> 00:16:59.190]  是一個perfect tense
[00:16:59.190 --> 00:17:00.190]  什麼意思
[00:17:00.190 --> 00:17:03.190]  希臘文裏面的完成式的意思就是說
[00:17:03.190 --> 00:17:04.190]  在這裏來說
[00:17:04.190 --> 00:17:05.190]  就是說
[00:17:05.190 --> 00:17:07.190]  真實信徒的名字
[00:17:07.190 --> 00:17:10.190]  已經記錄在天上
[00:17:10.190 --> 00:17:11.190]  而這個已經
[00:17:11.190 --> 00:17:12.190]  這個狀態
[00:17:12.190 --> 00:17:14.190]  和它的有效性
[00:17:14.190 --> 00:17:16.190]  是一路延續下去的
[00:17:16.190 --> 00:17:17.190]  是不會改變的
[00:17:17.190 --> 00:17:19.190]  這個就是完成式的意思
[00:17:19.190 --> 00:17:22.190]  所以我們基督徒
[00:17:22.190 --> 00:17:25.190]  如果真心相信耶穌基督的時候
[00:17:25.190 --> 00:17:27.190]  如果今天我們的名字
[00:17:27.190 --> 00:17:30.190]  是記在天上的生命冊上的時候
[00:17:30.190 --> 00:17:32.190]  這個事實永不改變
[00:17:32.190 --> 00:17:33.190]  所以主要就是說
[00:17:33.190 --> 00:17:34.190]  沒有人
[00:17:34.190 --> 00:17:36.190]  沒有任何的事物
[00:17:36.190 --> 00:17:39.190]  能夠將屬於祂的人
[00:17:39.190 --> 00:17:41.190]  從父神的手裏面奪去
[00:17:41.190 --> 00:17:42.190]  意思就是這樣
[00:17:42.190 --> 00:17:45.190]  所以基督徒真正的喜樂
[00:17:45.190 --> 00:17:48.190]  並不是來自我們做過什麼
[00:17:48.190 --> 00:17:51.190]  或者我們擁有什麼屬靈的恩典
[00:17:51.190 --> 00:17:54.190]  權柄、恩賜並不如此
[00:17:54.190 --> 00:17:56.190]  基督徒真正的喜樂是來自什麼
[00:17:56.190 --> 00:18:01.190]  來自神為我們做了什麼
[00:18:01.190 --> 00:18:03.190]  當然
[00:18:03.190 --> 00:18:07.190]  如果我們能夠醫病趕鬼
[00:18:07.190 --> 00:18:09.190]  傳香的時候滿有果子
[00:18:09.190 --> 00:18:12.190]  當然我們會興奮到不得了
[00:18:12.190 --> 00:18:13.190]  沒錯的
[00:18:13.190 --> 00:18:15.190]  當我們有侍功的果效的時候
[00:18:15.190 --> 00:18:17.190]  我們當然會很開心
[00:18:17.190 --> 00:18:18.190]  很雀躍
[00:18:18.190 --> 00:18:19.190]  這個雀躍是沒錯的
[00:18:19.190 --> 00:18:25.190]  但是如果我們過分過長地
[00:18:25.190 --> 00:18:28.190]  陶醉在這個喜樂
[00:18:28.190 --> 00:18:29.190]  這種興奮
[00:18:29.190 --> 00:18:31.190]  這種成功的感覺裏面的時候
[00:18:31.190 --> 00:18:32.190]  我告訴大家
[00:18:32.190 --> 00:18:33.190]  這種興奮
[00:18:33.190 --> 00:18:34.190]  這種喜樂
[00:18:34.190 --> 00:18:37.190]  慢慢變成我們靈魂的毒藥
[00:18:37.190 --> 00:18:38.190]  為什麼
[00:18:38.190 --> 00:18:41.190]  因為這個興奮
[00:18:41.190 --> 00:18:43.190]  將屬於神的榮耀
[00:18:43.190 --> 00:18:46.190]  慢慢變成我們的榮耀
[00:18:46.190 --> 00:18:48.190]  看看我多不客氣
[00:18:48.190 --> 00:18:50.190]  所以大家要很小心
[00:18:50.190 --> 00:18:51.190]  所以大家要很小心
[00:18:51.190 --> 00:18:54.190]  我們要認定清楚
[00:18:54.190 --> 00:18:58.190]  我們只不過是神的差派者
[00:18:58.190 --> 00:19:00.190]  我們是神的工人
[00:19:00.190 --> 00:19:01.190]  大家記不記得
[00:19:01.190 --> 00:19:05.190]  主耶穌寄了一個很嚴厲的提醒
[00:19:05.190 --> 00:19:06.190]  一個警告
[00:19:06.190 --> 00:19:08.190]  祂說到當天
[00:19:08.190 --> 00:19:09.190]  當主耶穌再回來的時候
[00:19:09.190 --> 00:19:11.190]  有人會跟耶穌說
[00:19:11.190 --> 00:19:12.190]  主啊主啊
[00:19:12.190 --> 00:19:14.190]  我曾經奉祢的名傳道
[00:19:14.190 --> 00:19:16.190]  奉祢的名趕鬼
[00:19:16.190 --> 00:19:18.190]  祢的名行有很多異人
[00:19:18.190 --> 00:19:19.190]  耶穌跟這幫人說
[00:19:19.190 --> 00:19:21.190]  我從來都不認識你們
[00:19:21.190 --> 00:19:25.190]  你們這些作惡的人離開我吧
[00:19:25.190 --> 00:19:26.190]  很嚴厲的一個提醒
[00:19:26.190 --> 00:19:31.190]  究竟在說什麼呢
[00:19:31.190 --> 00:19:32.190]  如果沒有了一個
[00:19:32.190 --> 00:19:35.190]  真實跟耶穌基督的關係
[00:19:35.190 --> 00:19:38.190]  沒有了真正的信心
[00:19:38.190 --> 00:19:42.190]  所有屬靈上的成就都是枉然的
[00:19:42.190 --> 00:19:43.190]  相反
[00:19:43.190 --> 00:19:45.190]  如果我們的信心是真實
[00:19:45.190 --> 00:19:48.190]  神已經將我們的名字
[00:19:48.190 --> 00:19:50.190]  記在天上的時候
[00:19:50.190 --> 00:19:51.190]  世上沒有人
[00:19:51.190 --> 00:19:52.190]  沒有事物
[00:19:52.190 --> 00:19:54.190]  能夠改變這個事實
[00:19:54.190 --> 00:19:57.190]  這就是我們喜樂的原因
[00:19:57.190 --> 00:19:58.190]  是不是
[00:19:58.190 --> 00:19:59.190]  所以
[00:19:59.190 --> 00:20:01.190]  無論這個世界發生什麼事情
[00:20:01.190 --> 00:20:02.190]  都不會將我們
[00:20:02.190 --> 00:20:05.190]  在神裡面的喜樂
[00:20:05.190 --> 00:20:08.190]  拿走
[00:20:08.190 --> 00:20:10.190]  基督徒的生命
[00:20:10.190 --> 00:20:12.190]  基督徒的喜樂
[00:20:12.190 --> 00:20:15.190]  並不在乎環境
[00:20:15.190 --> 00:20:16.190]  好了
[00:20:16.190 --> 00:20:17.190]  說到這裡的時候
[00:20:17.190 --> 00:20:19.190]  不知道大家會不會覺得
[00:20:19.190 --> 00:20:23.190]  你和我都有被差派出去
[00:20:23.190 --> 00:20:28.190]  做這個福音的修葛的工作呢
[00:20:28.190 --> 00:20:32.190]  好像這七十個福音的工人一樣
[00:20:32.190 --> 00:20:34.190]  也許很多人都會說
[00:20:34.190 --> 00:20:35.190]  不是啊
[00:20:35.190 --> 00:20:37.190]  這七十個人被差派出去的時候
[00:20:37.190 --> 00:20:39.190]  豈不是在說宣教士嗎
[00:20:39.190 --> 00:20:43.190]  豈不是在說傳道目者嗎
[00:20:43.190 --> 00:20:44.190]  當然了
[00:20:44.190 --> 00:20:45.190]  如果我們單看這個故事
[00:20:45.190 --> 00:20:46.190]  似乎這裡所說的
[00:20:46.190 --> 00:20:49.190]  真的是一些福音前線的工作者
[00:20:49.190 --> 00:20:52.190]  就好像宣教士、牧師等等
[00:20:52.190 --> 00:20:53.190]  不過
[00:20:53.190 --> 00:20:54.190]  我經常都跟大家說
[00:20:54.190 --> 00:20:56.190]  當我們看一段經文的時候
[00:20:56.190 --> 00:20:57.190]  我們不可以抽離
[00:20:57.190 --> 00:20:59.190]  聖經整體的教訓
[00:20:59.190 --> 00:21:01.190]  如果我們看整體聖經的教訓
[00:21:01.190 --> 00:21:03.190]  整個大圖畫的時候
[00:21:03.190 --> 00:21:05.190]  聖經說得很清楚
[00:21:05.190 --> 00:21:08.190]  福音的工作
[00:21:08.190 --> 00:21:11.190]  不是單是修葛
[00:21:11.190 --> 00:21:12.190]  福音的工作
[00:21:12.190 --> 00:21:15.190]  不是只是修葛的
[00:21:15.190 --> 00:21:16.190]  大家都知道
[00:21:16.190 --> 00:21:18.190]  上個星期我們都有報告
[00:21:18.190 --> 00:21:19.190]  我們這個月
[00:21:19.190 --> 00:21:22.190]  我們這個月是什麼月份
[00:21:22.190 --> 00:21:24.190]  是提醒大家家暴
[00:21:24.190 --> 00:21:27.190]  我們要關心家暴
[00:21:27.190 --> 00:21:29.190]  不知道大家怎麼理解家暴
[00:21:29.190 --> 00:21:31.190]  什麼叫家暴
[00:21:31.190 --> 00:21:34.190]  家暴就是家庭暴力
[00:21:34.190 --> 00:21:36.190]  家暴大家想起什麼
