
[00:00:00.000 --> 00:00:02.000]  大英姐妹復活節快樂
[00:07:40.000 --> 00:07:42.000]  所以當我們討論耶穌復活的時候
[00:07:42.000 --> 00:07:44.000]  它就顯示了末日的來臨
[00:07:44.000 --> 00:07:53.000]  很多人都會有這樣的觀念
[00:07:53.000 --> 00:07:55.000]  就是一件事發生
[00:07:55.000 --> 00:07:57.000]  前面的一件事發生完
[00:07:57.000 --> 00:07:58.000]  後面的一件事又發生
[00:07:58.000 --> 00:08:04.000]  用一張紙來表達
[00:08:04.000 --> 00:08:06.000]  譬如如果時間好像是一條線
[00:08:06.000 --> 00:08:07.000]  就是這樣
[00:08:10.000 --> 00:08:12.000]  但聖經卻不是這樣看時間
[00:08:12.000 --> 00:08:18.000]  如果這一點是耶穌的
[00:08:18.000 --> 00:08:20.000]  最後那一點就是
[00:08:20.000 --> 00:08:22.000]  末世耶穌復活的事情呢
[00:08:22.000 --> 00:08:30.000]  在末世的時候發生
[00:08:30.000 --> 00:08:35.000]  聖經說到耶穌復活的時候
[00:08:35.000 --> 00:08:40.000]  在末世的時候發生
[00:08:40.000 --> 00:08:43.000]  聖經是這樣把它摺疊起來
[00:08:43.000 --> 00:08:49.000]  所以在這一點
[00:08:49.000 --> 00:08:52.000]  耶穌的復活和末世的復活的事件
[00:08:52.000 --> 00:08:54.000]  其實就好像是摺疊起來一樣
[00:08:54.000 --> 00:09:03.000]  所以耶穌的復活
[00:09:03.000 --> 00:09:07.000]  帶來了聖經中末世的進程
[00:09:07.000 --> 00:09:17.000]  所以無怪乎在使徒行傳第二章的時候
[00:09:17.000 --> 00:09:21.000]  使徒來宣講耶穌復活的時候
[00:09:21.000 --> 00:09:24.000]  也都說那個就是應驗了
[00:09:24.000 --> 00:09:31.000]  舊約先知約與書聖靈降臨的復活的開始
[00:09:34.000 --> 00:09:36.000]  他們參考了喬教的宗教
[00:09:36.000 --> 00:09:38.000]  講述了聖靈復活的起源
[00:09:38.000 --> 00:09:50.000]  就像我們剛才所說的聖經
[00:09:50.000 --> 00:09:52.000]  當耶穌復活時
[00:09:52.000 --> 00:09:55.000]  其他人也復活了
[00:10:04.000 --> 00:10:06.000]  所以保羅也說
[00:10:06.000 --> 00:10:09.000]  耶穌就是復活的初熟的果子
[00:10:09.000 --> 00:10:18.000]  初熟的果子
[00:10:18.000 --> 00:10:20.000]  你就知道在一棵樹裡
[00:10:20.000 --> 00:10:22.000]  第一個先熟的果子
[00:10:22.000 --> 00:10:24.000]  其他根源都會一樣
[00:10:24.000 --> 00:10:30.000]  所以耶穌的復活
[00:10:30.000 --> 00:10:34.000]  就引進了末世的進程
[00:10:34.000 --> 00:10:43.000]  所以耶穌的復活
[00:10:43.000 --> 00:10:46.000]  不只是二千年前發生的一件事件
[00:10:46.000 --> 00:10:53.000]  其實以聖經的角度來看
[00:10:53.000 --> 00:10:56.000]  我們每一個人都已經活在末世
[00:11:01.000 --> 00:11:03.000]  我們每個人都活在末世的時候
[00:11:03.000 --> 00:11:07.000]  我們怎樣去面對生活
[00:11:07.000 --> 00:11:09.000]  這個是聖經所關注
[00:11:09.000 --> 00:11:19.000]  通常你知道關於末世的討論的時候
[00:11:19.000 --> 00:11:21.000]  通常都有兩種人
[00:11:21.000 --> 00:11:29.000]  有一種人就很喜歡看末世的事情
[00:11:29.000 --> 00:11:31.000]  好像追科幻小說那樣
[00:11:31.000 --> 00:11:40.000]  他們就很喜歡聊
[00:11:40.000 --> 00:11:42.000]  很喜歡說說聽聽
[00:11:42.000 --> 00:11:43.000]  道聽途說那樣
[00:11:43.000 --> 00:11:51.000]  但是也不會真正改變任何的生活態度
[00:11:51.000 --> 00:11:56.000]  因為你看科幻小說那樣
[00:11:56.000 --> 00:11:58.000]  你真的很期待你不會有任何改變
[00:12:00.000 --> 00:12:02.000]  但是也有另一種人
[00:12:02.000 --> 00:12:10.000]  有一種人我稱為是一些厭世的狂熱分子
[00:12:10.000 --> 00:12:18.000]  他們就推敲著末世有什麼事情發生
[00:12:18.000 --> 00:12:20.000]  什麼時候什麼月什麼日
[00:12:20.000 --> 00:12:22.000]  在哪裡有什麼事件
[00:12:30.000 --> 00:12:36.000]  而這些人也很容易不相信邪教的時候
[00:12:36.000 --> 00:12:39.000]  你可能也聽過一些故事
[00:12:39.000 --> 00:12:42.000]  他們變賣了家當
[00:12:42.000 --> 00:12:44.000]  某年某月某日在哪裡
[00:12:44.000 --> 00:12:45.000]  等他們的救主來臨
[00:12:45.000 --> 00:12:47.000]  做出這些種種極端的行為
[00:12:58.000 --> 00:13:00.000]  但是有第三種
[00:13:00.000 --> 00:13:06.000]  就是聖經那裡所說的那一種
[00:13:06.000 --> 00:13:12.000]  我稱他為聖經教導的末世狂熱者
[00:13:12.000 --> 00:13:20.000]  因為聖經的重點
[00:13:20.000 --> 00:13:23.000]  講的末世的重點根本就不是強調
[00:13:23.000 --> 00:13:26.000]  是何時何地發生什麼事
[00:13:29.000 --> 00:13:32.000]  因為在聖經來說
[00:13:32.000 --> 00:13:35.000]  末世在耶穌復活的時候已經開始了
[00:13:35.000 --> 00:13:42.000]  反而聖經教導我們
[00:13:42.000 --> 00:13:45.000]  末世不只是用來茶餘飯後
[00:13:45.000 --> 00:13:48.000]  去滿足自己好奇心
[00:13:55.000 --> 00:13:59.000]  對於末世的思想應該佔據我們的思想
[00:13:59.000 --> 00:14:02.000]  也都主宰著我們的行為
[00:14:02.000 --> 00:14:11.000]  聖經那裡所說的末世的重點就是
[00:14:11.000 --> 00:14:14.000]  神的救贖已經開始了
[00:14:14.000 --> 00:14:22.000]  神已經來臨救贖已經實現的時候
[00:14:22.000 --> 00:14:25.000]  我們在一班蒙救贖的人活在末世
[00:14:25.000 --> 00:14:28.000]  我們要如何行事為人呢
[00:14:28.000 --> 00:14:38.000]  我們如何行事為人與蒙照的恩相稱呢
[00:14:38.000 --> 00:14:45.000]  正如保羅在《羅馬書》第十三章
[00:14:45.000 --> 00:14:47.000]  第十一至到第十二節所說
[00:14:47.000 --> 00:14:50.000]  現今就是趁早睡醒的時候
[00:14:50.000 --> 00:14:53.000]  我們得救現今比初信的時候更重要
[00:14:53.000 --> 00:14:56.000]  黑夜已深白晝將近
[00:14:56.000 --> 00:14:59.000]  我們就當脫去暗會的行為
[00:14:59.000 --> 00:15:02.000]  帶上光明的兵器
[00:15:17.000 --> 00:15:20.000]  所以既然在末世的時候我們行事為人
[00:15:20.000 --> 00:15:23.000]  就好像走在白晝而不是在黑夜
[00:15:23.000 --> 00:15:25.000]  而我們要遠離罪惡
[00:15:25.000 --> 00:15:27.000]  遵行神旨而生活
[00:15:27.000 --> 00:15:40.000]  第二點的時候既然末世的時代
[00:15:40.000 --> 00:15:42.000]  已經開始的時候
[00:15:42.000 --> 00:15:45.000]  我們不是一個人單獨的面對
[00:15:47.000 --> 00:15:50.000]  我們是進入了一個末世聖徒的群體
[00:15:50.000 --> 00:15:57.000]  我們是一同在末世的當中推進了神的計劃
[00:15:57.000 --> 00:16:04.000]  我們一同完成神的旨意和享受神的同在
[00:16:04.000 --> 00:16:10.000]  所以教會的生活基本上就是一個末世的團契
[00:16:14.000 --> 00:16:17.000]  我們一起在末世的時代
[00:16:17.000 --> 00:16:20.000]  去等候著神自己
[00:16:20.000 --> 00:16:23.000]  享受著我們和神的同在
[00:16:23.000 --> 00:16:26.000]  和大卿姊妹的同在
[00:16:26.000 --> 00:16:36.000]  第三個就是既然在末世黑暗的時代
[00:16:36.000 --> 00:16:39.000]  我們是用攀岸來做動力
[00:16:45.000 --> 00:16:48.000]  在聖經中說
[00:16:48.000 --> 00:16:51.000]  死的毒鉤在復活的當中已經被清除
[00:16:51.000 --> 00:16:57.000]  我們再不懼怕死亡和罪惡的權勢
[00:16:57.000 --> 00:17:03.000]  就像哥倫多後書第四章第十七至十八節所說
[00:17:03.000 --> 00:17:06.000]  我們這至暫至興的苦楚
[00:17:06.000 --> 00:17:09.000]  要為我們成就極重無比永遠的榮耀
[00:17:09.000 --> 00:17:12.000]  因為我們不是顧念所見的
[00:17:12.000 --> 00:17:15.000]  因為所見的是暫時的
[00:17:15.000 --> 00:17:18.000]  所不見的是永遠的
[00:17:18.000 --> 00:17:39.000]  末世是有苦難的
[00:17:39.000 --> 00:17:42.000]  今世的苦難是短暫和會過去
[00:17:42.000 --> 00:17:48.000]  這個世界的紛紛亂亂
[00:17:48.000 --> 00:17:51.000]  我們可以憑著攀岸來向前
[00:17:51.000 --> 00:18:00.000]  在古代的時候
[00:18:00.000 --> 00:18:03.000]  那些船隻當然沒有現在的GPS導航
[00:18:06.000 --> 00:18:09.000]  但是在這個漆黑的海洋當中
[00:18:09.000 --> 00:18:12.000]  他們怎樣繼續向前呢
[00:18:12.000 --> 00:18:18.000]  他們就是望著天上的星星
[00:18:18.000 --> 00:18:21.000]  在漆黑的海洋
[00:18:21.000 --> 00:18:24.000]  甚至漆黑的天上
[00:18:24.000 --> 00:18:27.000]  有一點點星星的光輝
[00:18:27.000 --> 00:18:30.000]  就是帶領著他們不至於迷失方向
[00:18:33.000 --> 00:18:36.000]  我們活在這個末世的時代
[00:18:36.000 --> 00:18:39.000]  盼望就是我們的指引
[00:18:39.000 --> 00:18:42.000]  我們盼望著神的國的終極來臨
[00:18:42.000 --> 00:18:48.000]  我們即使遇到困難
[00:18:48.000 --> 00:18:51.000]  我們不會灰心
[00:18:51.000 --> 00:18:54.000]  反而我們努力不懈的
[00:18:54.000 --> 00:18:57.000]  在堅忍之中完成神的旨意
[00:19:00.000 --> 00:19:03.000]  在末世的來臨的時候
[00:19:03.000 --> 00:19:06.000]  也是引進了聖靈降臨的角度
[00:19:06.000 --> 00:19:12.000]  當我們和罪惡和這個世界爭戰的時候
[00:19:12.000 --> 00:19:15.000]  我們不只是依靠自己的能幹和才能
[00:19:15.000 --> 00:19:24.000]  就好像在《薩卡利亞書》這樣說
[00:19:24.000 --> 00:19:27.000]  不是依靠勢力 不是依靠才能
[00:19:27.000 --> 00:19:30.000]  而是依靠神的靈方能成事
[00:19:30.000 --> 00:19:38.000]  這個末世的時代
[00:19:38.000 --> 00:19:41.000]  誘惑和衝擊可能是多方面的
[00:19:41.000 --> 00:19:49.000]  壓迫或者攻擊可能是突如其來的
[00:19:49.000 --> 00:19:56.000]  但是我們不是和血氣的爭戰
[00:19:58.000 --> 00:20:01.000]  我們也不是靠著自己
[00:20:01.000 --> 00:20:07.000]  我們是依靠神的智慧和恩典
[00:20:07.000 --> 00:20:13.000]  我們每天依靠聖靈的帶領
[00:20:13.000 --> 00:20:16.000]  成為我們的指導
[00:20:16.000 --> 00:20:21.000]  因為聖靈就是在末世當中
[00:20:21.000 --> 00:20:24.000]  我們人生的導師
[00:20:27.000 --> 00:20:30.000]  所以我們靠著聖靈的引領
[00:20:30.000 --> 00:20:33.000]  直到救贖、圓勝 最終進入神的國
[00:20:33.000 --> 00:20:44.000]  直到救贖、圓勝
[00:20:44.000 --> 00:20:48.000]  願神的名得到榮耀
[00:20:48.000 --> 00:20:53.000]  我們知道我們的主是活著的主
[00:20:55.000 --> 00:20:58.000]  我們活著的世代雖然是黑暗
[00:20:58.000 --> 00:21:03.000]  但是祂是復活的光明
[00:21:03.000 --> 00:21:08.000]  而祂就是我們今生
[00:21:08.000 --> 00:21:11.000]  在這個黑暗世代當中
[00:21:11.000 --> 00:21:14.000]  我們仍然可以向前的盼望和力量
[00:21:14.000 --> 00:21:21.000]  我們一起低頭禱告
[00:21:22.000 --> 00:21:25.000]  我們多謝祢 因為祢救贖我們
[00:21:25.000 --> 00:21:28.000]  祢也差遣祢的兒子耶穌基督
[00:21:28.000 --> 00:21:31.000]  為我們死了十字架
[00:21:31.000 --> 00:21:34.000]  因為耶穌基督的死亦都是祂復活
[00:21:34.000 --> 00:21:37.000]  帶來了我們知道將來
[00:21:37.000 --> 00:21:40.000]  就是在一切歷史的終結的時候
[00:21:40.000 --> 00:21:43.000]  祢會回來
[00:21:43.000 --> 00:21:46.000]  祢會完成救贖
[00:21:46.000 --> 00:21:49.000]  祢也會公義地清除罪惡
[00:21:49.000 --> 00:21:52.000]  而這一切我們知道
[00:21:52.000 --> 00:21:55.000]  藉著耶穌的復活
[00:21:55.000 --> 00:21:58.000]  已經好像預演的帶進了歷史
[00:21:58.000 --> 00:22:01.000]  也都告訴我們
[00:22:01.000 --> 00:22:04.000]  現在我們雖然在末世的黑暗當中
[00:22:04.000 --> 00:22:07.000]  但是我們可以預先來到上神的恩典
[00:22:07.000 --> 00:22:10.000]  我們多謝祢
[00:22:10.000 --> 00:22:13.000]  我們求祢帶領我們
[00:22:13.000 --> 00:22:16.000]  我們今天將復活節的慶祝
[00:22:16.000 --> 00:22:19.000]  我們多謝祢 祢救贖祢的兒子
[00:22:19.000 --> 00:22:22.000]  祂死了 但祂也復活了
[00:22:22.000 --> 00:22:25.000]  因為耶穌基督的復活
[00:22:25.000 --> 00:22:28.000]  祢保證我們
[00:22:28.000 --> 00:22:31.000]  即使我們在終結的時候
[00:22:31.000 --> 00:22:34.000]  也保證我們會復活
[00:22:34.000 --> 00:22:37.000]  祢會獲得勝利
[00:22:37.000 --> 00:22:40.000]  復活會成功
[00:22:40.000 --> 00:22:43.000]  我們現在可以感受祢的寶貴
[00:22:43.000 --> 00:22:46.000]  我們能感受到祢的寶貴
[00:22:46.000 --> 00:22:49.000]  我們能感受到祢的寶貴
[00:22:49.000 --> 00:22:52.000]  我們能感受到祢的寶貴
[00:22:52.000 --> 00:22:55.000]  我們能感受到祢的寶貴
[00:22:55.000 --> 00:22:58.000]  我們能感受到祢的寶貴
[00:22:58.000 --> 00:23:01.000]  我們能感受到祢的寶貴
[00:23:01.000 --> 00:23:04.000]  我們能感受到祢的寶貴
[00:23:04.000 --> 00:23:07.000]  我們能感受到祢的寶貴
[00:23:07.000 --> 00:23:10.000]  我們能感受到祢的寶貴
[00:23:10.000 --> 00:23:13.000]  我們能感受到祢的寶貴
[00:23:13.000 --> 00:23:16.000]  我們能感受到祢的寶貴
[00:23:16.000 --> 00:23:19.000]  我們能感受到祢的寶貴
