
[00:00:00.000 --> 00:00:04.100]  各位弟兄姊妹 主律便平安
[00:03:07.200 --> 00:03:11.700]  再之後用五年的時間去適應 去過渡
[00:03:11.700 --> 00:03:14.900]  將教會的體制
[00:03:14.900 --> 00:03:19.600]  財務 甚至資產完全合一
[00:03:19.600 --> 00:03:22.300]  那時是1975年的事
[00:03:22.300 --> 00:03:25.800]  來到現在是四十多年
[00:03:25.800 --> 00:03:30.400]  相對於中華基督教會在一百年前
[00:03:30.400 --> 00:03:32.500]  即是1918年
[00:03:32.500 --> 00:03:36.800]  已經在南京初二去聯合
[00:03:36.800 --> 00:03:42.800]  長老會 倫敦會和公理會
[00:03:42.800 --> 00:03:49.600]  當然 中國內地當時只是展開一場一場的政治運動
[00:03:49.600 --> 00:03:55.000]  甚至後來有所謂非基督教的運動
[00:03:55.000 --> 00:03:59.700]  促使貴教會的先賢領袖
[00:03:59.700 --> 00:04:03.100]  加速聯合的實際行動
[00:04:03.100 --> 00:04:06.000]  今天我們看回這些歷史
[00:04:06.000 --> 00:04:09.300]  兩個宗派 前人的努力
[00:04:09.300 --> 00:04:12.900]  放下成見 互相適應
[00:04:12.900 --> 00:04:17.700]  以上帝國的好處為最優先
[00:04:17.700 --> 00:04:23.300]  我們今天說成為一個合一美好的見證
[00:04:23.300 --> 00:04:27.400]  很多時教會在面對一些衝擊危機的時候
[00:04:27.400 --> 00:04:31.400]  它會更加團結 互相倚靠
[00:04:31.400 --> 00:04:35.800]  並且更加熱切地倚靠上帝
[00:04:35.800 --> 00:04:41.000]  情況就好像仕途保羅寫信給爾忽所的信徒
[00:04:41.000 --> 00:04:43.000]  他們所面對的警況
[00:04:43.000 --> 00:04:49.600]  其實和一百年前國內的教會有多相似
[00:04:49.600 --> 00:04:52.700]  剛剛淑媚姐妹讀出爾忽所書
[00:04:52.700 --> 00:05:01.200]  這封約莫在主後五十多到六十一二年寫成的書信
[00:05:01.200 --> 00:05:06.000]  當時的保羅 大家知道他身在獄中
[00:05:06.000 --> 00:05:11.800]  他記掛著這間位於一個海港
[00:05:11.800 --> 00:05:16.400]  很繁忙的商業樞紐的地方
[00:05:16.400 --> 00:05:20.300]  又有自治權的爾忽所教會
[00:05:20.300 --> 00:05:24.800]  不過這裡的教會有很多不同的宗教
[00:05:24.800 --> 00:05:30.200]  或者應該說這個地方有很多不同的宗教
[00:05:30.200 --> 00:05:33.600]  而成立了不久的教會
[00:05:33.600 --> 00:05:38.700]  卻面對著教會內外不同程度的衝擊
[00:05:38.700 --> 00:05:45.100]  特別是當我們看爾忽所書後一點點年代的提摩泰前後書
[00:05:45.100 --> 00:05:47.500]  我們了解到爾忽所教會
[00:05:47.500 --> 00:05:52.900]  開始被羅馬政府視為一些搞亂社會
[00:05:52.900 --> 00:06:01.200]  有可能影響危害政權的一些極端的猶太教徒
[00:06:01.200 --> 00:06:05.100]  當時沒有什麼基督教徒
[00:06:05.100 --> 00:06:08.200]  開始對他們進行一些監控
[00:06:08.200 --> 00:06:13.000]  一些壓力給爾忽所這個地方的教會
[00:06:13.000 --> 00:06:14.900]  而爾忽所教會之內
[00:06:14.900 --> 00:06:19.600]  又有一些保羅形容為假教師的
[00:06:19.600 --> 00:06:23.900]  這班人傳說的一些似是而非的教義
[00:06:23.900 --> 00:06:28.400]  推銷要守著某一些的宗教條例
[00:06:28.400 --> 00:06:30.800]  好像禁戒某一些的食物
[00:06:30.800 --> 00:06:33.600]  才可以得救
[00:06:33.600 --> 00:06:37.000]  這些行為高過信心
[00:06:37.000 --> 00:06:40.400]  又混雜了很多不同哲學的思想
[00:06:40.400 --> 00:06:45.800]  又說要純正猶太人的血統等等等等這些問題
[00:06:45.800 --> 00:06:51.200]  令這班初代教會的信徒有些無所適從的感覺
[00:06:51.200 --> 00:06:55.000]  好像對呀 跟著去吧
[00:06:55.000 --> 00:06:58.400]  保羅透過爾忽所書這封公開的書信
[00:06:58.400 --> 00:07:01.900]  去激勵這班初代教會的信徒
[00:07:01.900 --> 00:07:04.100]  務必要合一
[00:07:04.100 --> 00:07:08.500]  包括和耶穌基督在生命上合而為一
[00:07:08.500 --> 00:07:11.300]  在教會的生活之中要實踐合一
[00:07:11.300 --> 00:07:13.300]  有好的見證
[00:07:13.300 --> 00:07:19.200]  使這班教會可以真真正正地榮耀上帝
[00:07:19.200 --> 00:07:21.800]  爾忽所書的信息相當豐富
[00:07:21.800 --> 00:07:24.800]  我只是抽了第四章的一個段落
[00:07:24.800 --> 00:07:28.100]  和大家一起思想 一起學習
[00:07:28.100 --> 00:07:33.600]  如果你願意 我們打開新約聖經296頁
[00:07:33.600 --> 00:07:39.600]  我們先看第十四節 較為尾的部分
[00:07:39.600 --> 00:07:44.400]  保羅知道爾忽所教會面對著一些危機
[00:07:44.400 --> 00:07:45.800]  他這樣說
[00:07:45.800 --> 00:07:49.300]  這樣我們不再作小孩子
[00:07:49.300 --> 00:07:54.700]  中了人的詭計和欺騙的法術
[00:07:54.700 --> 00:08:01.300]  被一切邪說之風搖動 飄來飄去
[00:08:01.300 --> 00:08:06.500]  剛剛說到教會之內有所謂假教師的出現
[00:08:06.500 --> 00:08:09.800]  藉著解釋聖經的教義
[00:08:09.800 --> 00:08:15.500]  去迷惑靈命上淺和信心不足的信徒
[00:08:15.500 --> 00:08:19.700]  去跟隨這些假師傅
[00:08:19.700 --> 00:08:23.800]  離開信正的信仰
[00:08:23.800 --> 00:08:28.400]  我們以為這些事只是發生在初代的教會
[00:08:28.400 --> 00:08:34.700]  其實這些迷惑信徒的事 時有發生
[00:08:34.700 --> 00:08:36.500]  今天仍然在發生
[00:08:36.500 --> 00:08:39.500]  我自己的堂會在大概四五個月之前
[00:08:39.500 --> 00:08:41.500]  發現有個別的信徒
[00:08:41.500 --> 00:08:46.200]  邀請其他的姊妹去他家查聖經
[00:08:46.200 --> 00:08:49.500]  本來都沒有甚麼特別情況
[00:08:49.500 --> 00:08:52.800]  但被邀請的姊妹去到他家才知道
[00:08:52.800 --> 00:08:58.800]  原來有兩位不是我們教會的女士帶領查經
[00:08:58.800 --> 00:09:02.000]  而最大的疑點
[00:09:02.000 --> 00:09:07.200]  就是被邀請的人
[00:09:07.200 --> 00:09:13.500]  叫他們不要告訴教會的同工之徒
[00:09:13.500 --> 00:09:15.300]  當我們知道這些情況
[00:09:15.300 --> 00:09:18.100]  我們想了解多些
[00:09:18.100 --> 00:09:20.700]  跟這些所謂的當事人去聊天
[00:09:20.700 --> 00:09:23.600]  很多的推辭 很多的否認
[00:09:23.600 --> 00:09:26.200]  拒絕我們的探訪
[00:09:26.200 --> 00:09:29.400]  用藉口 甚至乎謊言
[00:09:29.400 --> 00:09:35.100]  這些當事人有幾個是我們的婦女
[00:09:35.100 --> 00:09:40.500]  特別向基層的家庭動弓
[00:09:40.500 --> 00:09:41.900]  我們急謀對策
[00:09:41.900 --> 00:09:44.700]  在崇拜之中公開講這件事
[00:09:44.700 --> 00:09:46.200]  有些是教導
[00:09:46.200 --> 00:09:52.000]  我們請關注這些新興宗派的機構
[00:09:52.000 --> 00:09:54.300]  來教會辦講座
[00:09:54.300 --> 00:09:57.900]  我們現在仍然留意這件事的發展
[00:09:57.900 --> 00:10:03.400]  很恐怕有更多人被吸引離開我們的教會
[00:10:03.400 --> 00:10:07.000]  甚至造成教會的分裂的情況
[00:10:07.000 --> 00:10:09.100]  加強聖經的教導
[00:10:09.100 --> 00:10:12.700]  我們更新了我們的祈禱會
[00:10:12.700 --> 00:10:14.600]  加強牧區的網絡
[00:10:14.600 --> 00:10:18.100]  所有這些不是我們只是同工的事
[00:10:18.100 --> 00:10:21.500]  也是一班領袖 一班信徒的事
[00:10:21.500 --> 00:10:27.000]  每一個人被提醒在他們自己的崗位裡發揮
[00:10:27.000 --> 00:10:32.100]  發揮他們個人的位份 一些恩賜
[00:10:32.100 --> 00:10:34.700]  就好像保羅提醒以弗所信徒
[00:10:34.700 --> 00:10:39.200]  好好發揮自己從上帝所領受的各種恩賜
[00:10:39.200 --> 00:10:40.900]  那裡第十一節這樣講
[00:10:40.900 --> 00:10:43.900]  大家都很熟悉的這段經文
[00:10:43.900 --> 00:10:46.700]  他所賜的有使徒有先知
[00:10:46.700 --> 00:10:50.600]  有傳福音有牧者和教師
[00:10:50.600 --> 00:10:55.000]  這些特定的恩賜要來做什麼呢
[00:10:55.000 --> 00:10:57.400]  保羅自己回答的問題
[00:10:57.400 --> 00:11:01.400]  為要裝備聖徒做侍奉的工作
[00:11:01.400 --> 00:11:03.400]  建立基督的身體
[00:11:03.400 --> 00:11:07.700]  直等到我們眾人在信仰上同歸於一
[00:11:07.700 --> 00:11:10.300]  認識上帝的兒子
[00:11:10.300 --> 00:11:12.600]  得以長大成人
[00:11:12.600 --> 00:11:17.100]  達到基督完全長成的新娘
[00:11:17.100 --> 00:11:18.900]  保羅在這裡提醒我們
[00:11:18.900 --> 00:11:21.300]  我們領受的恩賜
[00:11:21.300 --> 00:11:24.500]  絕對不是為個人而設
[00:11:24.500 --> 00:11:26.900]  讓自己有比其他人優勝
[00:11:26.900 --> 00:11:29.200]  或者厲害一點的感覺
[00:11:29.200 --> 00:11:35.000]  而是要和其他教會之內的信徒有關
[00:11:35.000 --> 00:11:35.800]  怎樣有關呢
[00:11:35.800 --> 00:11:39.800]  是要裝備 預備其他的信徒
[00:11:39.800 --> 00:11:42.900]  使他們可以得到詛咒
[00:11:42.900 --> 00:11:45.000]  一個信仰的群體
[00:11:45.000 --> 00:11:49.000]  當中不同的人 信主的連日
[00:11:49.000 --> 00:11:53.200]  各有不同 是很正常的事
[00:11:53.200 --> 00:11:57.200]  我們每個人對理解聖經的程度的深淺
[00:11:57.200 --> 00:11:59.600]  亦都會不同
[00:11:59.600 --> 00:12:02.900]  甚至各人對上帝的恩典的領受
[00:12:02.900 --> 00:12:05.200]  回應 信心的大小
[00:12:05.200 --> 00:12:07.800]  都可以有差異
[00:12:07.800 --> 00:12:10.900]  但是我們不可能因為這些的不同
[00:12:10.900 --> 00:12:12.200]  這些的差異
[00:12:12.200 --> 00:12:14.500]  而去排斥其他的人
[00:12:14.500 --> 00:12:16.200]  相反我們要自己
[00:12:16.200 --> 00:12:19.900]  將自己的恩賜去運用出來
[00:12:19.900 --> 00:12:20.800]  使眾人
[00:12:20.800 --> 00:12:25.500]  好像保羅所說 信仰同歸於一
[00:12:25.500 --> 00:12:30.000]  真切認識接納耶穌基督為救主
[00:12:30.000 --> 00:12:32.000]  有一個信仰堅實
[00:12:32.000 --> 00:12:35.500]  又成長又成熟的生命
[00:12:35.500 --> 00:12:37.500]  原來教會的合一
[00:12:37.500 --> 00:12:40.100]  是由我們每一個人做起
[00:12:40.100 --> 00:12:43.000]  我們每一個人都有獨特的恩賜
[00:12:43.000 --> 00:12:45.500]  所有這些恩賜要運用出來
[00:12:45.500 --> 00:12:48.600]  要發揮 並且要配搭
[00:12:48.600 --> 00:12:51.700]  要造就其他的信徒
[00:12:51.700 --> 00:12:54.300]  其他人的事 是他的軟弱
[00:12:54.300 --> 00:12:57.200]  是我的事 是我的軟弱
[00:12:57.200 --> 00:12:58.800]  更加這個合一
[00:12:58.800 --> 00:13:01.400]  是可以抵禦不同程度的衝擊
[00:13:01.400 --> 00:13:05.100]  和企圖分裂教會
[00:13:05.100 --> 00:13:08.500]  這個意思
[00:13:08.500 --> 00:13:10.400]  我剛才說到自己的堂會
[00:13:10.400 --> 00:13:14.800]  受到一些很可能是異端教派的滲透
[00:13:14.800 --> 00:13:18.000]  想從中帶走我們一些的信徒
[00:13:18.000 --> 00:13:21.800]  轉信他們的宗教
[00:13:21.800 --> 00:13:24.100]  當我們將事件公佈
[00:13:24.100 --> 00:13:26.600]  起初有些婦女不明白
[00:13:26.600 --> 00:13:29.200]  教會為什麼要這樣說
[00:13:29.200 --> 00:13:33.000]  他們其實都很好的人
[00:13:33.000 --> 00:13:35.000]  他們很熱切讀聖經
[00:13:35.000 --> 00:13:39.800]  教會不要這麼絕
[00:13:39.800 --> 00:13:42.800]  不過有另一些堅持信仰
[00:13:42.800 --> 00:13:45.100]  和教睦同工去配搭
[00:13:45.100 --> 00:13:48.000]  一起處理的弟兄姊妹
[00:13:48.000 --> 00:13:52.100]  並不是太多的弟兄姊妹去解釋
[00:13:52.100 --> 00:13:55.600]  一起用禱告守望教會
[00:13:55.600 --> 00:13:58.700]  期望危機早日化解
[00:13:58.700 --> 00:14:01.600]  或者是走錯了的
[00:14:01.600 --> 00:14:04.800]  早日能夠悔改
[00:14:04.800 --> 00:14:07.700]  再次被我們接納
[00:14:07.700 --> 00:14:09.400]  我們現在的關顧網絡
[00:14:09.400 --> 00:14:13.000]  比之前強化了
[00:14:13.000 --> 00:14:15.300]  保羅提醒已不鎖的信徒
[00:14:15.300 --> 00:14:17.900]  要將恩賜運用配搭
[00:14:17.900 --> 00:14:21.200]  以至可以建立合一的教會之外
[00:14:21.200 --> 00:14:24.200]  他進一步提醒信徒之間的相處
[00:14:24.200 --> 00:14:26.900]  有一個很重要的元素
[00:14:26.900 --> 00:14:29.700]  經文第十五節
[00:14:29.700 --> 00:14:35.400]  我們反而要用愛心說誠實話
[00:14:35.400 --> 00:14:38.300]  各方面向著基督長進
[00:14:38.300 --> 00:14:41.700]  憐於元首基督
[00:14:41.700 --> 00:14:45.500]  其實保羅不單止提醒我們
[00:14:45.500 --> 00:14:49.600]  留意說話,小心洩透
[00:14:49.600 --> 00:14:54.500]  他更想我們用愛心和誠實
[00:14:54.500 --> 00:14:59.100]  誠實,NLSV的聖經是
[00:14:59.100 --> 00:15:04.100]  The truth,說誠實話
[00:15:04.100 --> 00:15:07.600]  在英文的聖經是speaking the truth
[00:15:07.600 --> 00:15:11.800]  直譯是講真理,講真話
[00:15:11.800 --> 00:15:14.300]  弟兄姊妹有沒有想到
[00:15:14.300 --> 00:15:16.800]  我們和其他信徒交往的時候
[00:15:16.800 --> 00:15:22.000]  不講真話,結果會是怎樣呢?
[00:15:22.000 --> 00:15:25.200]  很多時候在職場上的弟兄姊妹
[00:15:25.200 --> 00:15:29.800]  他們回來後很頹廢
[00:15:29.800 --> 00:15:30.800]  跟我們分享
[00:15:30.800 --> 00:15:34.900]  他不是說公司給他們很多工作
[00:15:34.900 --> 00:15:37.100]  做得不開心
[00:15:37.100 --> 00:15:39.700]  做不完這些事情
[00:15:39.700 --> 00:15:42.300]  撕不掉所謂的 deadline 死線
[00:15:42.300 --> 00:15:44.700]  頂多老闆會說你
[00:15:44.700 --> 00:15:47.300]  說你工作能力有問題
[00:15:47.300 --> 00:15:49.300]  這些說話只會傷到你的身體
[00:15:49.300 --> 00:15:52.800]  傷不到你的心
[00:15:52.800 --> 00:15:54.200]  但我們這些職青
[00:15:54.200 --> 00:15:57.500]  最難忍受,最覺得困難的
[00:15:57.500 --> 00:16:02.500]  就是嘗試要求自己講大話
[00:16:02.500 --> 00:16:06.400]  有時不要講全部真話
[00:16:06.400 --> 00:16:09.800]  或者不要講事實的全部
[00:16:09.800 --> 00:16:13.600]  當弟兄姊妹試過一次
[00:16:13.600 --> 00:16:17.600]  跟老闆的說話去講大話之後
[00:16:17.600 --> 00:16:23.200]  下次他就叫你在文件上寫一些假資料
[00:16:23.200 --> 00:16:26.400]  開一份假的合約
[00:16:26.400 --> 00:16:28.600]  做一些假的單出來
[00:16:28.600 --> 00:16:32.700]  交一些假的財務文件
[00:16:32.700 --> 00:16:34.200]  結果怎樣呢?
[00:16:34.200 --> 00:16:41.000]  涉及刑事訴訟被起訴要坐牢
[00:16:41.000 --> 00:16:45.800]  這真是傷心的老闆要求
[00:16:45.800 --> 00:16:49.400]  我自己也有去監獄探訪
[00:16:49.400 --> 00:16:50.400]  讀神學的時候
[00:16:50.400 --> 00:16:56.000]  也跟凱傑一起去探訪石壁的弟兄
[00:16:56.000 --> 00:16:58.600]  石壁是一間高度設防的監獄
[00:16:58.600 --> 00:17:02.500]  因為有終身刑期的囚友在當中
[00:17:02.500 --> 00:17:05.400]  我們在宗教室大為唱詩歌
[00:17:05.400 --> 00:17:07.200]  去講見證之餘
[00:17:07.200 --> 00:17:10.400]  我們會分組跟他們聊天
[00:17:10.400 --> 00:17:12.800]  有一次跟一位很斯文
[00:17:12.800 --> 00:17:16.600]  戴金絲眼鏡的囚友聊天
[00:17:16.600 --> 00:17:17.800]  為何會這樣呢?
[00:17:17.800 --> 00:17:21.400]  我以為坐牢的人很粗魯
[00:17:21.400 --> 00:17:23.200]  或者刻骨勒骨等等
[00:17:23.200 --> 00:17:25.400]  因為做粗重功夫等等
[00:17:25.400 --> 00:17:27.700]  又會紋身
[00:17:27.700 --> 00:17:34.800]  那次我對這位斯文的囚友聊天之後
[00:17:34.800 --> 00:17:37.200]  對我很大的改觀
[00:17:37.200 --> 00:17:41.400]  原來他是在銀行工作的
[00:17:41.400 --> 00:17:43.100]  犯了商業罪案
[00:17:43.100 --> 00:17:47.900]  就是做假文件而入獄
[00:17:47.900 --> 00:17:50.500]  我立刻有一個很大的感動
[00:17:50.500 --> 00:17:53.600]  他說的話很明白
[00:17:53.600 --> 00:17:56.600]  因為在那時候讀神學之前的幾年
[00:17:56.600 --> 00:17:59.200]  我自己也在銀行工作
[00:17:59.200 --> 00:18:01.100]  如果老闆叫我講一個謊話
[00:18:01.100 --> 00:18:03.800]  做一張假文件
[00:18:03.800 --> 00:18:06.600]  而我又接受的話
[00:18:06.600 --> 00:18:12.000]  可能被人去監獄探訪的是我
[00:18:12.000 --> 00:18:17.000]  事實上我跟那位囚友那時坐在一起
[00:18:17.000 --> 00:18:19.600]  只是衣服不同
[00:18:19.600 --> 00:18:21.500]  我罪惡
[00:18:21.500 --> 00:18:24.500]  有一個很大的反思
[00:18:24.500 --> 00:18:27.500]  製造一份假文件是罪
[00:18:27.500 --> 00:18:30.200]  講一個謊話其實也是罪
[00:18:30.200 --> 00:18:33.900]  在商業社會裏面做假文件引致入獄
[00:18:33.900 --> 00:18:35.300]  在教會之中
[00:18:35.300 --> 00:18:38.100]  如果我們不講真話
[00:18:38.100 --> 00:18:41.600]  結果會是怎樣呢?
[00:18:41.600 --> 00:18:44.800]  今日香港社會已經有一個很大的危機
[00:18:44.800 --> 00:18:46.500]  這個危機
[00:18:46.500 --> 00:18:49.400]  三個字叫做講謊話
[00:18:49.400 --> 00:18:52.100]  或者兩個字叫做假
[00:18:52.100 --> 00:18:54.700]  大家記不記得幾年前
[00:18:54.700 --> 00:18:58.500]  兩個特首候選人在電視台公開辯論的時候
[00:18:58.500 --> 00:19:02.600]  其中一方說對方講謊話
[00:19:02.600 --> 00:19:06.700]  之後他當然否認
[00:19:06.700 --> 00:19:13.200]  不過揭發的是當選特首的家裏有僭建
[00:19:13.200 --> 00:19:14.100]  近兩個星期
[00:19:14.100 --> 00:19:18.100]  律政司司長的大宅僭建事件被揭發
[00:19:18.100 --> 00:19:23.100]  之前也有議員的個人學歷懷疑造假
[00:19:23.100 --> 00:19:24.600]  弟兄姊妹我們的確是一個
[00:19:24.600 --> 00:19:28.900]  受著這些造假講謊話的風氣裏面生活
[00:19:28.900 --> 00:19:30.500]  影響著我們
[00:19:30.500 --> 00:19:33.100]  我們會不會習以為常
[00:19:33.100 --> 00:19:35.100]  因為我們工作需要
[00:19:35.100 --> 00:19:37.800]  因為政府的官員都是這樣
[00:19:37.800 --> 00:19:41.700]  自己都變了
[00:19:41.700 --> 00:19:46.400]  甚至在教會裏面都不講真話
[00:19:46.400 --> 00:19:49.820]  對其他的弟兄姊妹缺乏所
[00:19:49.820 --> 00:19:51.300]  誠實
[00:19:51.300 --> 00:19:54.200]  以為騙到人就是自己的厲害
[00:19:54.200 --> 00:19:59.200]  誰知正在破壞教會的合一
[00:19:59.200 --> 00:20:02.800]  沾污了上帝的聖潔
[00:20:02.800 --> 00:20:06.000]  保羅用人的身體去做比喻
[00:20:06.000 --> 00:20:07.300]  他說每一個肢體
[00:20:07.300 --> 00:20:10.200]  每一個關節都連在一起
[00:20:10.200 --> 00:20:12.200]  有一個關節
[00:20:12.200 --> 00:20:14.600]  不論大小這個關節
[00:20:14.600 --> 00:20:16.900]  都有它的功用
[00:20:16.900 --> 00:20:20.800]  倘若一個關節不正常運作
[00:20:20.800 --> 00:20:25.300]  結果會全個身體被影響
[00:20:25.300 --> 00:20:29.500]  小則卡住卡住不暢順
[00:20:29.500 --> 00:20:35.100]  大則可以令整個肢體癱瘓
[00:20:35.100 --> 00:20:38.300]  動都動不了
[00:20:38.300 --> 00:20:40.800]  弟兄姊妹用愛心說誠實話
[00:20:40.800 --> 00:20:43.800]  是基督徒整全合一的肢體
[00:20:43.800 --> 00:20:46.800]  一個最基本的功夫
[00:20:46.800 --> 00:20:49.300]  如果我們的肢體之間
[00:20:49.300 --> 00:20:52.200]  連這個基本功夫都做不到的話
[00:20:52.200 --> 00:20:55.500]  我們的教會的分裂
[00:20:55.500 --> 00:21:00.300]  是容易過易
[00:21:00.300 --> 00:21:02.600]  似乎避不了
[00:21:02.600 --> 00:21:04.800]  相反如果我們每一個肢體
[00:21:04.800 --> 00:21:07.500]  都本著真心誠意
[00:21:07.500 --> 00:21:10.900]  和其他的肢體去交往
[00:21:10.900 --> 00:21:16.400]  外來的衝擊都不會那麼容易激動我們的教會
[00:21:16.400 --> 00:21:19.400]  在運用恩賜建立教會
[00:21:19.400 --> 00:21:24.300]  又用誠實愛心去維繫整個教會
[00:21:24.300 --> 00:21:26.400]  保羅亦都預先提出了
[00:21:26.400 --> 00:21:27.900]  所有這些功夫
[00:21:27.900 --> 00:21:31.400]  無必要竭盡所能
[00:21:31.400 --> 00:21:35.800]  即是盡一切辦法去堅守合一
[00:21:35.800 --> 00:21:40.200]  這個本來就是上帝的心意
[00:21:40.200 --> 00:21:42.200]  我們回頭看
[00:21:42.200 --> 00:21:46.400]  以弗所書四章的二和第三節
[00:21:46.400 --> 00:21:48.000]  保羅這樣吩咐我們
[00:21:48.000 --> 00:21:50.600]  凡事謙虛 溫柔 忍耐
[00:21:50.600 --> 00:21:53.500]  用愛心互相寬容
[00:21:53.500 --> 00:21:56.300]  以和平彼此聯繫
[00:21:56.300 --> 00:22:00.300]  竭力保守聖靈所賜的合一
[00:22:00.300 --> 00:22:02.600]  竭力保守
[00:22:02.600 --> 00:22:04.200]  全躺在身上
[00:22:04.200 --> 00:22:05.800]  用盡方法
[00:22:05.800 --> 00:22:09.000]  毫不保留地付出
[00:22:09.000 --> 00:22:13.100]  教會我們明白是一群被上帝呼召出來
[00:22:13.100 --> 00:22:16.800]  有特別使命的一個信仰群體
[00:22:16.800 --> 00:22:18.500]  亦都代表著耶穌基督
[00:22:18.500 --> 00:22:22.600]  在世界上去開展上帝的國度
[00:22:22.600 --> 00:22:24.400]  這個群體
[00:22:24.400 --> 00:22:27.000]  又是一個敬拜的群體
[00:22:27.000 --> 00:22:28.400]  所做的事
[00:22:28.400 --> 00:22:31.200]  全部是要榮耀上帝
[00:22:31.200 --> 00:22:34.400]  假若教會不能夠榮耀上帝的話
[00:22:34.400 --> 00:22:36.100]  一個教會
[00:22:36.100 --> 00:22:41.600]  可以說成為一個沒有基督的教會
[00:22:41.600 --> 00:22:43.600]  和任何的聯誼會
[00:22:43.600 --> 00:22:47.300]  任何的會所沒有甚麼分別
[00:22:47.300 --> 00:22:49.100]  這裡經文第二第三節說到
[00:22:49.100 --> 00:22:50.500]  教會群體之中
[00:22:50.500 --> 00:22:52.300]  互相的交往
[00:22:52.300 --> 00:22:54.300]  對待的原則
[00:22:54.300 --> 00:22:56.500]  我們要問一下我們自己
[00:22:56.500 --> 00:23:01.000]  能不能夠以謙虛的態度去待人接物
[00:23:01.000 --> 00:23:04.500]  並且溫柔 忍耐 和平等等
[00:23:04.500 --> 00:23:09.100]  去互相對待
[00:23:09.100 --> 00:23:11.100]  我們都無謂欺騙自己
[00:23:11.100 --> 00:23:13.100]  有些團友
[00:23:13.100 --> 00:23:15.700]  有些領袖
[00:23:15.700 --> 00:23:18.000]  的確很難忍受
[00:23:18.000 --> 00:23:19.000]  勉為其難
[00:23:19.000 --> 00:23:21.600]  都不想和他開會聊天
[00:23:21.600 --> 00:23:23.400]  我希望不是大家的情況
[00:23:23.400 --> 00:23:25.500]  是我自己的情況
[00:23:25.500 --> 00:23:27.700]  不過很無奈我是被選中了
[00:23:27.700 --> 00:23:30.900]  勉為其難
