
[00:00:00.000 --> 00:00:02.760]  天國人間的系列是甚麼呢?
[00:04:24.240 --> 00:04:26.240]  我們不需要比較
[00:04:26.240 --> 00:04:29.240]  主耶穌藉著這個比喻告訴我們
[00:04:29.240 --> 00:04:31.240]  無論給了你什麼
[00:04:31.240 --> 00:04:36.240]  你都要盡情的發揮出來
[00:04:36.240 --> 00:04:40.240]  不是求你所沒有的
[00:04:40.240 --> 00:04:42.240]  這個可能是原木求魚
[00:04:42.240 --> 00:04:47.240]  而是將你所有的好好的發揮出來
[00:04:47.240 --> 00:04:49.240]  那個重點就是
[00:04:49.240 --> 00:04:51.240]  那個有一千的
[00:04:51.240 --> 00:04:55.240]  你仍然需要謹慎的去善用
[00:04:55.240 --> 00:04:57.240]  忠心的去運用
[00:04:57.240 --> 00:05:01.240]  如果你嫌少就很糟糕
[00:05:01.240 --> 00:05:07.240]  所以那個五千的倍增
[00:05:07.240 --> 00:05:11.240]  二千的倍增
[00:05:11.240 --> 00:05:13.240]  一千的倍增
[00:05:13.240 --> 00:05:15.240]  他覺得很少
[00:05:15.240 --> 00:05:17.240]  很懼怕
[00:05:17.240 --> 00:05:21.240]  然後就埋在地裏
[00:05:21.240 --> 00:05:25.240]  埋在地裏的結果是什麼呢
[00:05:25.240 --> 00:05:29.240]  仍然是在那一千的裏面
[00:05:29.240 --> 00:05:34.240]  完全發揮不了應有的作用
[00:05:34.240 --> 00:05:38.240]  所以如果我們看這個比喻的時間
[00:05:38.240 --> 00:05:41.240]  聖經的一段就很清楚告訴我們
[00:05:41.240 --> 00:05:43.240]  我們要進取
[00:05:43.240 --> 00:05:45.240]  我們要交仗
[00:05:45.240 --> 00:05:48.240]  我們要忠心
[00:05:48.240 --> 00:05:51.240]  可能我們要有些冒險
[00:05:51.240 --> 00:05:57.240]  就成為這個比喻裏面幾個的關鍵詞
[00:05:57.240 --> 00:05:58.240]  我要進取
[00:05:58.240 --> 00:06:00.240]  我要勇
[00:06:00.240 --> 00:06:02.240]  最終我要交仗
[00:06:02.240 --> 00:06:04.240]  我要忠心
[00:06:04.240 --> 00:06:07.240]  我甚至要冒險
[00:06:07.240 --> 00:06:13.240]  敢於面對主耶穌給我們的一切的恩賜和財綱和機會
[00:06:13.240 --> 00:06:15.240]  我們就盡情發揮
[00:06:15.240 --> 00:06:19.240]  由一堂崇拜變成兩堂崇拜
[00:06:19.240 --> 00:06:20.240]  結果是什麼呢
[00:06:20.240 --> 00:06:22.240]  我們沒有兩個師班
[00:06:22.240 --> 00:06:26.240]  所以一個師班就只會唱五堂
[00:06:26.240 --> 00:06:28.240]  想不想早堂有師班
[00:06:28.240 --> 00:06:31.240]  早堂的弟兄姊妹你回得這麼長
[00:06:31.240 --> 00:06:32.240]  我們想form師班
[00:06:32.240 --> 00:06:34.240]  早堂的弟兄姊妹
[00:06:34.240 --> 00:06:40.240]  去結集一班的弟兄姊妹去有師班
[00:06:40.240 --> 00:06:43.240]  當我在生活裏面
[00:06:43.240 --> 00:06:45.240]  我們經歷原來教會
[00:06:45.240 --> 00:06:47.240]  我們要改變
[00:06:47.240 --> 00:06:49.240]  香港教會最大的問題是什麼呢
[00:06:49.240 --> 00:06:52.240]  以為我們自己都得過一千
[00:06:52.240 --> 00:06:54.240]  我們真的得一千
[00:06:54.240 --> 00:06:56.240]  香港最大的問題是什麼
[00:06:56.240 --> 00:06:57.240]  不同馬來西亞
[00:06:57.240 --> 00:06:59.240]  不同大陸
[00:06:59.240 --> 00:07:01.240]  地大物薄
[00:07:01.240 --> 00:07:04.240]  地很便宜
[00:07:04.240 --> 00:07:05.240]  又或者
[00:07:05.240 --> 00:07:10.240]  西區的地價都不及在大埔
[00:07:10.240 --> 00:07:12.240]  大埔都好一點
[00:07:12.240 --> 00:07:14.240]  我們兩千萬
[00:07:14.240 --> 00:07:17.240]  買了幾千呎在很高的地方
[00:07:17.240 --> 00:07:18.240]  你知不知道大埔
[00:07:18.240 --> 00:07:19.240]  他們也是礦頭
[00:07:19.240 --> 00:07:21.240]  他們幾千萬
[00:07:21.240 --> 00:07:24.240]  買了很多萬呎的地方
[00:07:24.240 --> 00:07:26.240]  很多萬呎
[00:07:26.240 --> 00:07:28.240]  我就很羨慕
[00:07:28.240 --> 00:07:30.240]  羨慕來做什麼呢
[00:07:30.240 --> 00:07:32.240]  我們唯有怎樣
[00:07:32.240 --> 00:07:36.240]  善用我們這一千
[00:07:36.240 --> 00:07:38.240]  不同時間換取空間
[00:07:38.240 --> 00:07:40.240]  原來教會最浪費的是什麼
[00:07:40.240 --> 00:07:42.240]  最浪費的就是地方
[00:07:42.240 --> 00:07:44.240]  禮拜六禮拜日用
[00:07:44.240 --> 00:07:46.240]  一至五都不用
[00:07:46.240 --> 00:07:49.240]  一至五都不用
[00:07:49.240 --> 00:07:51.240]  一至五都不用
[00:07:51.240 --> 00:07:52.240]  你說我們浪費了多少地方
[00:07:52.240 --> 00:07:53.240]  弟兄姊妹
[00:07:53.240 --> 00:07:55.240]  我們有沒有思想這個問題
[00:07:55.240 --> 00:07:58.240]  所以當我們分堂崇拜的時候
[00:07:58.240 --> 00:08:01.240]  用時間換取空間
[00:08:01.240 --> 00:08:03.240]  明白這個概念嗎
[00:08:03.240 --> 00:08:05.240]  就是說我們分開兩段時間
[00:08:05.240 --> 00:08:07.240]  我們就將空間使用
[00:08:07.240 --> 00:08:10.240]  雙倍了
[00:08:10.240 --> 00:08:12.240]  用時間換取空間
[00:08:12.240 --> 00:08:14.240]  我們就有很大機會
[00:08:14.240 --> 00:08:17.240]  有沒有想過教會可以成為一個7-11的教會
[00:08:17.240 --> 00:08:20.240]  24小時的教會
[00:08:20.240 --> 00:08:22.240]  任何時間進來都有聚會
[00:08:22.240 --> 00:08:26.240]  每天都可以有敬拜
[00:08:26.240 --> 00:08:28.240]  不知道
[00:08:28.240 --> 00:08:30.240]  我不要想那麼多
[00:08:30.240 --> 00:08:32.240]  想太多
[00:08:32.240 --> 00:08:34.240]  想太多不行
[00:08:34.240 --> 00:08:36.240]  現在我們想第二堂崇拜
[00:08:36.240 --> 00:08:38.240]  我們想第二堂
[00:08:38.240 --> 00:08:40.240]  千里之行
[00:08:40.240 --> 00:08:42.240]  始終都是想前面那一步
[00:08:42.240 --> 00:08:44.240]  神要我們怎樣走
[00:08:44.240 --> 00:08:45.240]  弟兄姊妹
[00:08:45.240 --> 00:08:47.240]  我們準備好了沒有
[00:08:47.240 --> 00:08:49.240]  我們得著主耶穌所託的
[00:08:49.240 --> 00:08:51.240]  我們就是這個地方
[00:08:51.240 --> 00:08:53.240]  我們就接納不同
[00:08:53.240 --> 00:08:56.240]  是上面很大的國安教會去比較
[00:08:56.240 --> 00:08:58.240]  不要和一座座堂的教會比較
[00:08:58.240 --> 00:09:00.240]  我們只是接納
[00:09:00.240 --> 00:09:01.240]  我們今天
[00:09:01.240 --> 00:09:03.240]  神就讓我們聚會這個地方
[00:09:03.240 --> 00:09:05.240]  兩千多尺
[00:09:05.240 --> 00:09:07.240]  我們就很好的善用
[00:09:07.240 --> 00:09:10.240]  在我們生活裡面
[00:09:10.240 --> 00:09:13.240]  我們有時候都懼怕改變
[00:09:13.240 --> 00:09:15.240]  不想去改變
[00:09:15.240 --> 00:09:19.240]  就在一個安全的環境裡面
[00:09:21.240 --> 00:09:24.240]  這個叫溫水煮蛙
[00:09:24.240 --> 00:09:26.240]  知不知道
[00:09:26.240 --> 00:09:29.240]  Danger in comfort zone
[00:09:29.240 --> 00:09:31.240]  在一個安全的環境裡面
[00:09:31.240 --> 00:09:33.240]  我們就很危險
[00:09:33.240 --> 00:09:35.240]  這個故事是什麼呢
[00:09:35.240 --> 00:09:37.240]  溫水煮蛙
[00:09:37.240 --> 00:09:39.240]  有些人聽過
[00:09:39.240 --> 00:09:41.240]  如果你一鍋熱水
[00:09:41.240 --> 00:09:43.240]  放一隻青蛙進去
[00:09:43.240 --> 00:09:46.240]  它很快因為熱
[00:09:46.240 --> 00:09:48.240]  它就跳走了
[00:09:48.240 --> 00:09:50.240]  很快掙扎就跳走了
[00:09:50.240 --> 00:09:53.240]  溫水煮蛙就慢慢煮你
[00:09:53.240 --> 00:09:56.240]  給你一鍋水
[00:09:56.240 --> 00:09:58.240]  然後等你下去
[00:09:58.240 --> 00:09:59.240]  慢慢加火
[00:09:59.240 --> 00:10:01.240]  很舒服
[00:10:01.240 --> 00:10:04.240]  最後就煮熟了青蛙
[00:10:04.240 --> 00:10:08.240]  這個就是溫水煮蛙的效應
[00:10:08.240 --> 00:10:11.240]  等於我們面對一個環境
[00:10:11.240 --> 00:10:14.240]  如果不去尋求改變的時候
[00:10:14.240 --> 00:10:18.240]  我們就面對一個很重要的困難
[00:10:18.240 --> 00:10:20.240]  忠心良善是什麼呢
[00:10:20.240 --> 00:10:22.240]  今天我們所得到的一切
[00:10:22.240 --> 00:10:24.240]  無論我們從個人的恩賜財幹
[00:10:24.240 --> 00:10:26.240]  我們整體的教會
[00:10:26.240 --> 00:10:27.240]  我們今天所擁有的
[00:10:27.240 --> 00:10:29.240]  我們都要好好發揮
[00:10:29.240 --> 00:10:33.240]  就很在乎你和我的態度和心智
[00:10:33.240 --> 00:10:37.240]  你和我在神面前是不是忠心
[00:10:37.240 --> 00:10:39.240]  是不是良善
[00:10:39.240 --> 00:10:43.240]  是不是願意進取
[00:10:43.240 --> 00:10:45.240]  聖經第一段
[00:10:45.240 --> 00:10:46.240]  讀到這裡
[00:10:46.240 --> 00:10:49.240]  然後去到第十九節
[00:10:49.240 --> 00:10:52.240]  第十九節
[00:10:52.240 --> 00:10:56.240]  領一千的埋在地裡
[00:10:56.240 --> 00:10:57.240]  過了很久
[00:10:57.240 --> 00:10:58.240]  這一節
[00:10:58.240 --> 00:11:00.240]  過了很久
[00:11:00.240 --> 00:11:04.240]  那些僕人的主人來
[00:11:04.240 --> 00:11:06.240]  和他們算賬
[00:11:06.240 --> 00:11:09.240]  這個字我喜歡和諧本的翻譯
[00:11:09.240 --> 00:11:12.240]  和他們算賬
[00:11:12.240 --> 00:11:14.240]  其實就是交代
[00:11:14.240 --> 00:11:16.240]  不過我們說要和別人交代
[00:11:16.240 --> 00:11:17.240]  就是說我給你
[00:11:17.240 --> 00:11:19.240]  然後你代我保管
[00:11:19.240 --> 00:11:21.240]  然後你們要去好好的善用
[00:11:21.240 --> 00:11:22.240]  託管
[00:11:22.240 --> 00:11:23.240]  保管
[00:11:23.240 --> 00:11:26.240]  原來我們和神都是這個關係
[00:11:26.240 --> 00:11:28.240]  今天你和我擁有的一切
[00:11:28.240 --> 00:11:29.240]  我們都是託管
[00:11:29.240 --> 00:11:32.240]  最終我們要去交賬
[00:11:32.240 --> 00:11:36.240]  神要和我們算賬
[00:11:36.240 --> 00:11:38.240]  和你算賬
[00:11:38.240 --> 00:11:41.240]  我們都要站在神的審判裡面
[00:11:41.240 --> 00:11:45.240]  祂和我們要去計算
[00:11:45.240 --> 00:11:47.240]  和這個五千講
[00:11:47.240 --> 00:11:49.240]  二十節
[00:11:49.240 --> 00:11:50.240]  五千的很好
[00:11:50.240 --> 00:11:51.240]  賺了
[00:11:51.240 --> 00:11:53.240]  我賺了五千
[00:11:53.240 --> 00:11:55.240]  和二千講
[00:11:55.240 --> 00:11:58.240]  你又賺了兩千
[00:11:58.240 --> 00:12:00.240]  但是同一個的評語
[00:12:00.240 --> 00:12:01.240]  對兩個
[00:12:01.240 --> 00:12:03.240]  二十三節
[00:12:03.240 --> 00:12:04.240]  祂說好
[00:12:04.240 --> 00:12:06.240]  你又是良善又忠心的僕人
[00:12:06.240 --> 00:12:09.240]  你在不多的事上有忠心
[00:12:09.240 --> 00:12:11.240]  不多的事上有忠心
[00:12:11.240 --> 00:12:13.240]  我要將許多的事情
[00:12:13.240 --> 00:12:14.240]  派你管理
[00:12:14.240 --> 00:12:15.240]  然後進來
[00:12:15.240 --> 00:12:17.240]  享受你主人的快樂
[00:12:17.240 --> 00:12:19.240]  五千、兩千
[00:12:19.240 --> 00:12:21.240]  當他們倍增的時候
[00:12:21.240 --> 00:12:24.240]  沒有因為他們賺取五千或者兩千
[00:12:24.240 --> 00:12:27.240]  有不同的比較或者評語
[00:12:27.240 --> 00:12:28.240]  同一個評語
[00:12:28.240 --> 00:12:32.240]  就是說你又良善又忠心
[00:12:32.240 --> 00:12:33.240]  弟兄姊妹
[00:12:33.240 --> 00:12:35.240]  其實今天你和我擁有的
[00:12:35.240 --> 00:12:37.240]  都是從神而來
[00:12:37.240 --> 00:12:40.240]  我們就不要問我們擁有多少
[00:12:40.240 --> 00:12:42.240]  而是我們的態度
[00:12:42.240 --> 00:12:43.240]  在神裡面
[00:12:43.240 --> 00:12:45.240]  我們要忠心、良善的好好管理
[00:12:45.240 --> 00:12:47.240]  今天你和我的一起
[00:12:47.240 --> 00:12:49.240]  忠心、勤力
[00:12:49.240 --> 00:12:51.240]  你成長
[00:12:51.240 --> 00:12:54.240]  你和我在神裡面
[00:12:54.240 --> 00:12:57.240]  要反省、要更新
[00:12:57.240 --> 00:12:58.240]  在心態裡面
[00:12:58.240 --> 00:13:00.240]  不是一成不變
[00:13:00.240 --> 00:13:01.240]  不是拿了五千
[00:13:01.240 --> 00:13:02.240]  我就收起那五千
[00:13:02.240 --> 00:13:04.240]  或者拿一千收起那一千
[00:13:04.240 --> 00:13:07.240]  我在這裡
[00:13:07.240 --> 00:13:10.240]  就在那個安全感底下
[00:13:10.240 --> 00:13:11.240]  不敢去善用
[00:13:11.240 --> 00:13:12.240]  不敢去運用
[00:13:12.240 --> 00:13:14.240]  不敢去投資
[00:13:14.240 --> 00:13:16.240]  良善是什麼呢?
[00:13:16.240 --> 00:13:18.240]  就是你和我在個人的操守上面
[00:13:18.240 --> 00:13:20.240]  品性裡面
[00:13:20.240 --> 00:13:23.240]  我們要專一的對得準神
[00:13:23.240 --> 00:13:25.240]  在我們的生命質素裡面
[00:13:25.240 --> 00:13:26.240]  我們要知道
[00:13:26.240 --> 00:13:28.240]  我們屬於主
[00:13:28.240 --> 00:13:30.240]  獨人對主人
[00:13:30.240 --> 00:13:31.240]  在當時來說
[00:13:31.240 --> 00:13:35.240]  是一個很重要的一個從屬關係
[00:13:35.240 --> 00:13:36.240]  獨人自己本身
[00:13:36.240 --> 00:13:37.240]  是沒有他自己的
[00:13:37.240 --> 00:13:38.240]  嚴格來說
[00:13:38.240 --> 00:13:40.240]  他是屬於主人
[00:13:40.240 --> 00:13:42.240]  今天你和我的生命一樣
[00:13:42.240 --> 00:13:43.240]  在神裡面
[00:13:43.240 --> 00:13:46.240]  你和我都是屬於主耶穌
[00:13:46.240 --> 00:13:49.240]  就容讓你和我都一樣
[00:13:49.240 --> 00:13:50.240]  在神裡面
[00:13:50.240 --> 00:13:53.240]  好好去運用
[00:13:53.240 --> 00:13:57.240]  那個拿一千的怎麼樣呢?
[00:13:57.240 --> 00:13:58.240]  主啊
[00:13:58.240 --> 00:14:01.240]  我知道你是忍心的
[00:14:01.240 --> 00:14:02.240]  沒有種的地方
[00:14:02.240 --> 00:14:03.240]  你要收割
[00:14:03.240 --> 00:14:04.240]  沒有散的地方
[00:14:04.240 --> 00:14:07.240]  你要聚斂
[00:14:07.240 --> 00:14:09.240]  我就害怕
[00:14:09.240 --> 00:14:12.240]  去將一千賣在地裡
[00:14:12.240 --> 00:14:13.240]  你看
[00:14:13.240 --> 00:14:14.240]  你給我一千
[00:14:14.240 --> 00:14:16.240]  我還給你
[00:14:16.240 --> 00:14:22.240]  這個不是主人的期望
[00:14:22.240 --> 00:14:23.240]  拿一千的
[00:14:23.240 --> 00:14:25.240]  他面對主人的時候
[00:14:25.240 --> 00:14:28.240]  只是說你是忍心
[00:14:28.240 --> 00:14:31.240]  在那裡防衛
[00:14:31.240 --> 00:14:33.240]  在那裡埋怨
[00:14:33.240 --> 00:14:35.240]  弟兄姊妹
[00:14:35.240 --> 00:14:40.240]  有沒有覺得西區浸信會是那裡有一千的?
[00:14:40.240 --> 00:14:45.240]  我們看我們自己有多少
[00:14:45.240 --> 00:14:47.240]  如果我們和大大教會比較
[00:14:47.240 --> 00:14:49.240]  我們真是一千的
[00:14:49.240 --> 00:14:51.240]  香港有些大大教會
[00:14:51.240 --> 00:14:53.240]  我們浸信會裡面
[00:14:53.240 --> 00:14:54.240]  最大的教會就是九龍城了
[00:14:54.240 --> 00:14:57.240]  他們有兩萬會友
[00:14:57.240 --> 00:15:00.240]  兩萬這麼多?
[00:15:00.240 --> 00:15:01.240]  是啊
[00:15:01.240 --> 00:15:02.240]  兩萬
[00:15:02.240 --> 00:15:06.240]  那我們呢
[00:15:06.240 --> 00:15:08.240]  會證明察有三百多
[00:15:08.240 --> 00:15:10.240]  經常回來聚會就是這裡
[00:15:10.240 --> 00:15:13.240]  二百人
[00:15:13.240 --> 00:15:16.240]  然後我們是
[00:15:16.240 --> 00:15:20.240]  在我們的教會發展裡面
[00:15:20.240 --> 00:15:21.240]  五十年都是這樣
[00:15:21.240 --> 00:15:24.240]  我們就是這麼上下
[00:15:24.240 --> 00:15:26.240]  但是你知道有些教會
[00:15:26.240 --> 00:15:27.240]  歷史比我們短
[00:15:27.240 --> 00:15:28.240]  比我們淺
[00:15:28.240 --> 00:15:30.240]  已經發展得很大很快
[00:15:30.240 --> 00:15:32.240]  當然這些是講歷史
[00:15:32.240 --> 00:15:34.240]  講不同的處境
[00:15:34.240 --> 00:15:36.240]  我們不要講
[00:15:36.240 --> 00:15:38.240]  我們要看前面
[00:15:38.240 --> 00:15:40.240]  神究竟要我們怎樣
[00:15:40.240 --> 00:15:44.240]  主人要那個瀑人祭去中心
[00:15:44.240 --> 00:15:47.240]  沒有散的地方
[00:15:47.240 --> 00:15:49.240]  要去敘念
[00:15:49.240 --> 00:15:52.240]  甚至可以說從沒有都要變有
[00:15:52.240 --> 00:15:53.240]  換言之
[00:15:53.240 --> 00:15:57.240]  主人在一些情況裡面
[00:15:57.240 --> 00:16:00.240]  似乎很不近人情
[00:16:00.240 --> 00:16:03.240]  這個是一千個瀑人
[00:16:03.240 --> 00:16:05.240]  他心裡面害怕
[00:16:05.240 --> 00:16:08.240]  合理自己的行為
[00:16:08.240 --> 00:16:10.240]  看啊主人
[00:16:10.240 --> 00:16:12.240]  你的銀子在這裡
[00:16:12.240 --> 00:16:15.240]  仍然是那一千
[00:16:15.240 --> 00:16:16.240]  沒有任何的努力
[00:16:16.240 --> 00:16:18.240]  沒有任何的改變
[00:16:18.240 --> 00:16:20.240]  不花任何的心思
[00:16:20.240 --> 00:16:23.240]  當然沒有付出任何的努力
[00:16:23.240 --> 00:16:27.240]  就不得到任何的報酬
[00:16:27.240 --> 00:16:28.240]  弟兄姊妹
[00:16:28.240 --> 00:16:34.240]  今天在我們的世界裡面是怎樣呢
[00:16:34.240 --> 00:16:36.240]  這是下一篇
[00:16:36.240 --> 00:16:41.240]  這個世界正在變
[00:16:41.240 --> 00:16:43.240]  下一篇我們就講變
[00:16:43.240 --> 00:16:45.240]  這個世界正在變
[00:16:45.240 --> 00:16:47.240]  我們是不是可以在我們的信仰
[00:16:47.240 --> 00:16:49.240]  在我們的生活裡面
[00:16:49.240 --> 00:16:51.240]  面對世界周圍不同的改變
[00:16:51.240 --> 00:16:54.240]  我們可以一成不變呢
[00:16:54.240 --> 00:16:58.240]  我們只可以埋藏收起呢
[00:16:58.240 --> 00:17:01.240]  不行
[00:17:01.240 --> 00:17:02.240]  弟兄姊妹
[00:17:02.240 --> 00:17:05.240]  你的錢是不是放在枕頭底
[00:17:05.240 --> 00:17:06.240]  或者罐頭
[00:17:06.240 --> 00:17:10.240]  找個麥裝著的
[00:17:10.240 --> 00:17:12.240]  以前上一輩會的
[00:17:12.240 --> 00:17:14.240]  放在那個麥裡
[00:17:14.240 --> 00:17:15.240]  現在都OK的
[00:17:15.240 --> 00:17:20.240]  因為一千元一年多少利息
[00:17:20.240 --> 00:17:23.240]  在銀行
[00:17:23.240 --> 00:17:25.240]  近乎沒有利息
[00:17:25.240 --> 00:17:27.240]  應該好像是0.01
[00:17:27.240 --> 00:17:29.240]  我沒有記錯
[00:17:29.240 --> 00:17:32.240]  一百元都有一年有一毫
[00:17:32.240 --> 00:17:34.240]  一毫還是一元
[00:17:34.240 --> 00:17:35.240]  一元
[00:17:35.240 --> 00:17:37.240]  近乎沒有利息
[00:17:37.240 --> 00:17:43.240]  所以你放在家裡和銀行沒什麼分別
[00:17:43.240 --> 00:17:45.240]  但你說這個是環境
[00:17:45.240 --> 00:17:49.240]  那你會不會進取一點
[00:17:49.240 --> 00:17:51.240]  進取得太多你又害怕
[00:17:51.240 --> 00:17:53.240]  幾十厘那些
[00:17:53.240 --> 00:17:55.240]  掛在銀行門口
[00:17:55.240 --> 00:17:57.240]  你今天最高利息是幾十厘那些
[00:17:57.240 --> 00:17:59.240]  你去不去
[00:17:59.240 --> 00:18:02.240]  主人對那個人說
[00:18:02.240 --> 00:18:04.240]  你給兌換銀錢的人
[00:18:04.240 --> 00:18:06.240]  你都可以賺到一些利息
[00:18:06.240 --> 00:18:08.240]  但是他不是
[00:18:08.240 --> 00:18:10.240]  完全埋藏
[00:18:10.240 --> 00:18:12.240]  其實這個比喻
[00:18:12.240 --> 00:18:14.240]  他有的東西
[00:18:14.240 --> 00:18:16.240]  他的財幹完全不用
[00:18:16.240 --> 00:18:18.240]  丁子梅
[00:18:18.240 --> 00:18:22.240]  聖經這一段就讓我們去反省
[00:18:22.240 --> 00:18:24.240]  那個主人
[00:18:24.240 --> 00:18:28.240]  對頭兩個僕人的評語是什麼
[00:18:28.240 --> 00:18:32.240]  你在不多的事中心
[00:18:32.240 --> 00:18:38.240]  你得到的少的擁有
[00:18:38.240 --> 00:18:40.240]  你中心
