
[00:00:00.000 --> 00:00:02.160]  今天這個題目
[00:04:55.240 --> 00:04:58.840]  祂要我們的生命越來越像耶穌基督
[00:04:58.840 --> 00:05:00.920]  直到基督在我們裡面
[00:05:00.920 --> 00:05:02.440]  滿有長大成人
[00:05:02.440 --> 00:05:04.680]  滿有基督長成的聲量
[00:05:04.680 --> 00:05:06.960]  是不是
[00:05:06.960 --> 00:05:09.480]  所以我們的生命要不斷地長進
[00:05:09.480 --> 00:05:12.560]  不斷地追求的
[00:05:12.560 --> 00:05:14.280]  同時神也教徒給我們工作
[00:05:14.280 --> 00:05:15.680]  教課給我們侍奉
[00:05:15.680 --> 00:05:17.840]  所以我們信了祖之後就開始侍奉
[00:05:17.840 --> 00:05:20.360]  我們門徒信念 Pre-DT 的最後一課是什麼
[00:05:20.360 --> 00:05:22.440]  請告訴我
[00:05:22.440 --> 00:05:25.800]  就是在講侍奉
[00:05:25.800 --> 00:05:27.280]  是不是
[00:05:27.280 --> 00:05:29.080]  你上完 Pre-DT 你DT也上完了
[00:05:29.080 --> 00:05:30.760]  你上完LT也都上完了
[00:05:30.760 --> 00:05:32.440]  上完之後還是不侍奉
[00:05:32.440 --> 00:05:33.520]  白上了
[00:05:33.520 --> 00:05:36.720]  你浪費了兩年光陰
[00:05:36.720 --> 00:05:38.040]  所以一定要侍奉
[00:05:38.040 --> 00:05:39.040]  基督徒不侍奉
[00:05:39.040 --> 00:05:42.240]  他的生命也不會成長
[00:05:42.240 --> 00:05:43.160]  但是這個侍奉
[00:05:43.160 --> 00:05:45.680]  我們過去總以為是做主席啦
[00:05:45.680 --> 00:05:47.080]  做招待
[00:05:47.080 --> 00:05:48.440]  這個才叫做侍奉
[00:05:48.440 --> 00:05:51.040]  其實整個神的心裡面
[00:05:51.040 --> 00:05:53.560]  最重要的侍奉是什麼
[00:05:53.560 --> 00:05:56.480]  就是做主的見證人
[00:05:56.480 --> 00:05:57.920]  傳福音
[00:05:57.920 --> 00:05:58.480]  代理人
[00:05:58.480 --> 00:05:59.200]  信耶穌
[00:05:59.200 --> 00:06:00.560]  做主的門徒
[00:06:00.560 --> 00:06:03.160]  大使命
[00:06:03.160 --> 00:06:05.720]  好了 那我今天還是要focus在
[00:06:05.720 --> 00:06:07.520]  生命要更像基督
[00:06:07.520 --> 00:06:08.360]  是不是
[00:06:08.360 --> 00:06:11.200]  好 現在看看你旁邊的人
[00:06:11.200 --> 00:06:15.680]  有沒有像一點基督啊
[00:06:15.680 --> 00:06:17.920]  有沒有來了林良良做聚會之後
[00:06:17.920 --> 00:06:20.000]  臉上的榮光漸漸多了
[00:06:20.000 --> 00:06:22.680]  有沒有
[00:06:22.680 --> 00:06:25.680]  哎呀 本來是怒氣沖天啊
[00:06:25.680 --> 00:06:31.520]  剛跟太太吵完架
[00:06:31.520 --> 00:06:32.720]  但是呢
[00:06:32.720 --> 00:06:33.760]  哎呀 一來到這邊
[00:06:33.760 --> 00:06:37.080]  敬拜的詩歌一唱起來怎麼樣
[00:06:37.080 --> 00:06:38.840]  心裡都開了
[00:06:38.840 --> 00:06:39.720]  是不是
[00:06:39.720 --> 00:06:41.800]  怨恨沒了
[00:06:41.800 --> 00:06:43.840]  開始覺得實在對不起了
[00:06:43.840 --> 00:06:46.160]  剛才趕快偷偷打個電話跟太太
[00:06:46.160 --> 00:06:47.840]  或者就在旁邊跟她說
[00:06:47.840 --> 00:06:49.080]  太太 對不起
[00:06:49.080 --> 00:06:50.120]  有沒有
[00:06:50.120 --> 00:06:51.080]  我是在暗示你
[00:06:51.080 --> 00:06:55.800]  如果還沒有做的趕快做
[00:06:55.800 --> 00:06:57.120]  否則的話
[00:06:57.120 --> 00:07:00.360]  你信了耶穌之後
[00:07:00.360 --> 00:07:01.960]  你不知不覺的
[00:07:01.960 --> 00:07:04.320]  你就變成法律善言
[00:07:04.320 --> 00:07:06.560]  能說不能行
[00:07:06.560 --> 00:07:08.000]  聽了很多道理
[00:07:08.000 --> 00:07:10.240]  但是沒有去行
[00:07:10.240 --> 00:07:11.880]  是不是
[00:07:11.880 --> 00:07:14.600]  所以我們的生命要越來越像基督
[00:07:14.600 --> 00:07:16.040]  所以保祿說怎麼樣子
[00:07:16.040 --> 00:07:18.520]  生命才會越來越像基督呢
[00:07:18.520 --> 00:07:22.760]  第一件事情就是要先死
[00:07:22.760 --> 00:07:24.760]  我們前面已經講過一次
[00:07:24.760 --> 00:07:26.120]  遺囑同死
[00:07:26.120 --> 00:07:28.160]  今天又要再講死
[00:07:28.160 --> 00:07:32.880]  穆斯到底要死幾次 請告訴我
[00:07:32.880 --> 00:07:42.000]  要死幾次
[00:07:42.000 --> 00:07:44.240]  首先我們要看見
[00:07:44.240 --> 00:07:48.720]  為什麼要死
[00:07:48.720 --> 00:07:49.720]  一件事情
[00:07:49.720 --> 00:07:51.560]  如果你知道它的原因
[00:07:51.560 --> 00:07:52.920]  知道它的重要性
[00:07:52.920 --> 00:07:54.120]  你才會想去做
[00:07:54.120 --> 00:07:58.960]  對不對
[00:07:58.960 --> 00:08:06.560]  所以為什麼我們要致死我們的救人呢
[00:08:06.560 --> 00:08:07.720]  聖經裡面在這個地方
[00:08:07.720 --> 00:08:10.680]  這一段經文裡面講了幾個詞
[00:08:10.680 --> 00:08:13.760]  第一個就是講到致死
[00:08:13.760 --> 00:08:15.720]  然後你看下面說什麼
[00:08:15.720 --> 00:08:19.880]  說他說我們要棄絕
[00:08:19.880 --> 00:08:21.480]  再過來說什麼呢
[00:08:21.480 --> 00:08:25.560]  講到說要致死
[00:08:25.560 --> 00:08:27.280]  可是我們今天只講到這裡
[00:08:27.280 --> 00:08:28.400]  第九節
[00:08:28.400 --> 00:08:29.760]  到了第十節的時候
[00:08:29.760 --> 00:08:31.280]  他就講到說脫去救人
[00:08:31.280 --> 00:08:33.040]  第十節就提到什麼
[00:08:33.040 --> 00:08:34.760]  要穿上新人
[00:08:34.760 --> 00:08:37.400]  所以那是我們下次要講的
[00:08:37.400 --> 00:08:44.200]  所以脫去
[00:08:44.200 --> 00:08:45.640]  保祿用了一個形容詞
[00:08:45.640 --> 00:08:48.320]  好像是脫去
[00:08:48.320 --> 00:08:50.160]  脫去衣服
[00:08:50.160 --> 00:08:51.840]  這是表明說
[00:08:51.840 --> 00:08:53.880]  我們要把我們的救人脫去
[00:08:53.880 --> 00:08:55.120]  好像脫衣服一樣
[00:08:55.120 --> 00:08:58.160]  我今天本想找一件舊一點的西裝
[00:08:58.160 --> 00:08:59.400]  後來怕說穿上來
[00:08:59.400 --> 00:09:00.480]  大家會覺得很奇怪
[00:09:00.480 --> 00:09:04.560]  牧師怎麼穿一個這麼舊的西裝
[00:09:04.560 --> 00:09:06.400]  這個就是保祿的意思
[00:09:06.400 --> 00:09:08.320]  脫去
[00:09:08.320 --> 00:09:09.600]  然後呢
[00:09:09.600 --> 00:09:11.680]  穿上
[00:09:11.680 --> 00:09:14.320]  脫去跟穿上這兩件事情
[00:09:14.320 --> 00:09:16.920]  是要同時做的
[00:09:16.920 --> 00:09:19.760]  不是說我一直脫一直就脫
[00:09:19.760 --> 00:09:21.600]  而是脫去了
[00:09:21.600 --> 00:09:24.240]  然後要穿上
[00:09:24.240 --> 00:09:26.720]  實際上我今天特別專注在講
[00:09:26.720 --> 00:09:27.920]  脫去救人
[00:09:27.920 --> 00:09:30.840]  也就是致死救人
[00:09:30.840 --> 00:09:35.600]  那麼首先我們要來問一件事情
[00:09:35.600 --> 00:09:37.800]  為什麼我們要致死我們的救人
[00:09:37.800 --> 00:09:43.240]  為什麼我們要脫去救人
[00:09:43.240 --> 00:09:45.160]  第六節這裡告訴我們說
[00:09:45.160 --> 00:09:46.640]  剛才我們讀的這裡
[00:09:46.640 --> 00:09:49.960]  他說因為這些事
[00:09:49.960 --> 00:09:55.880]  神的憤怒並臨到那臂力之子
[00:09:55.880 --> 00:09:57.320]  所以保祿在這裡講說
[00:09:57.320 --> 00:09:59.720]  神的憤怒
[00:09:59.720 --> 00:10:01.320]  現在為什麼
[00:10:01.320 --> 00:10:03.560]  我們對舊約時代的人來講
[00:10:03.560 --> 00:10:06.080]  神的憤怒他們很清楚
[00:10:06.080 --> 00:10:08.000]  我覺得對新約時代的人
[00:10:08.000 --> 00:10:09.040]  我們不太了解
[00:10:09.040 --> 00:10:10.160]  神會憤怒
[00:10:10.160 --> 00:10:10.720]  是不是
[00:10:10.720 --> 00:10:12.520]  在你想到新耶穌
[00:10:12.520 --> 00:10:15.240]  你想到的是什麼
[00:10:15.240 --> 00:10:16.320]  當你想到耶穌的時候
[00:10:16.320 --> 00:10:18.040]  你想到的是什麼
[00:10:18.040 --> 00:10:19.120]  想到什麼
[00:10:19.120 --> 00:10:20.720]  致死之駕
[00:10:20.720 --> 00:10:23.120]  好偉大的愛 是不是
[00:10:23.120 --> 00:10:23.800]  但請問
[00:10:23.800 --> 00:10:27.000]  耶穌有沒有發過脾氣
[00:10:27.000 --> 00:10:29.960]  有沒有
[00:10:29.960 --> 00:10:31.080]  有沒有 有
[00:10:31.080 --> 00:10:32.600]  耶穌有一次在聖殿的時候
[00:10:32.600 --> 00:10:34.440]  看到那些賣牛羊鴿子的
[00:10:34.440 --> 00:10:36.400]  在聖殿裡面在那邊做買賣
[00:10:36.400 --> 00:10:36.880]  是不是
[00:10:36.880 --> 00:10:38.080]  耶穌非常的生氣
[00:10:38.080 --> 00:10:40.000]  耶穌拿起鞭子來怎麼樣
[00:10:40.000 --> 00:10:40.680]  你們能想像
[00:10:40.680 --> 00:10:42.000]  耶穌拿鞭子的樣樣
[00:10:42.000 --> 00:10:44.600]  跟那個釘在石架上面的耶穌
[00:10:44.600 --> 00:10:45.640]  你能想像這樣子
[00:10:45.640 --> 00:10:48.520]  能夠對稱在一起嗎
[00:10:48.520 --> 00:10:50.360]  但是現在又怎麼樣
[00:10:50.360 --> 00:10:53.240]  神要讓我們看見一件事情
[00:10:53.240 --> 00:10:55.560]  這一位神
[00:10:55.560 --> 00:10:57.600]  祂對於那些罪惡的事情
[00:10:57.600 --> 00:10:59.560]  祂對那些不公不義的事情
[00:10:59.560 --> 00:11:05.400]  神是有憤怒的
[00:11:05.400 --> 00:11:06.040]  所以不是說
[00:11:06.040 --> 00:11:09.480]  今天我們活在新約的恩典時代
[00:11:09.480 --> 00:11:14.880]  我們就對神的憤怒可以清滿
[00:11:14.880 --> 00:11:16.520]  在舊約的時候
[00:11:16.520 --> 00:11:20.120]  哥林多前書第十章裡面講到
[00:11:20.120 --> 00:11:22.240]  講他引用舊約的故事裡面
[00:11:22.240 --> 00:11:23.160]  他講到說
[00:11:23.160 --> 00:11:25.280]  他說以色列人他們當中
[00:11:25.280 --> 00:11:27.920]  這些人都是神所不喜歡的人
[00:11:27.920 --> 00:11:30.280]  所以他們就倒閉在曠野裡面
[00:11:30.280 --> 00:11:31.720]  這些以色列人
[00:11:31.720 --> 00:11:33.000]  他們為什麼倒閉在曠野
[00:11:33.000 --> 00:11:33.720]  請告訴我
[00:11:33.720 --> 00:11:38.680]  進入迦蘭地的有幾個人
[00:11:38.680 --> 00:11:40.080]  當初跟摩西一起
[00:11:40.080 --> 00:11:42.600]  從這個埃及出來的
[00:11:42.600 --> 00:11:49.840]  最後誰進去迦蘭了
[00:11:49.840 --> 00:11:50.720]  只有兩個人
[00:11:50.720 --> 00:11:52.280]  哪兩個人
[00:11:52.280 --> 00:11:55.240]  約書亞跟迦勒
[00:11:55.240 --> 00:11:58.720]  那麼這些人為什麼通通倒閉呢
[00:11:58.720 --> 00:12:01.080]  在哥林多前書第十章
[00:12:01.080 --> 00:12:02.080]  第一節到十一節裡面
[00:12:02.080 --> 00:12:03.720]  他講到一些原因
[00:12:03.720 --> 00:12:07.920]  他說他們當中的人都是貪戀惡事
[00:12:07.920 --> 00:12:10.440]  還有拜偶像
[00:12:10.440 --> 00:12:12.840]  還有姦淫
[00:12:12.840 --> 00:12:20.280]  所以他們一天就倒閉了兩萬三千人
[00:12:20.280 --> 00:12:22.200]  以色列人
[00:12:22.200 --> 00:12:24.080]  這個是歷史上面的見解
[00:12:24.080 --> 00:12:25.680]  把我特別提出來
[00:12:25.680 --> 00:12:27.520]  當作是我們的見解
[00:12:27.520 --> 00:12:29.480]  他要讓我們看見一件事情
[00:12:29.480 --> 00:12:33.720]  神的憤怒會臨到那些
[00:12:33.720 --> 00:12:35.760]  這些行惡的人
[00:12:35.760 --> 00:12:37.640]  了解意思嗎
[00:12:37.640 --> 00:12:38.440]  但是又怎麼樣
[00:12:38.440 --> 00:12:39.400]  請你告訴我
[00:12:39.400 --> 00:12:43.720]  你會不會貪戀惡事
[00:12:43.720 --> 00:12:48.120]  會不會
[00:12:48.120 --> 00:12:51.520]  你知道什麼叫貪戀惡事嗎
[00:12:51.520 --> 00:12:53.400]  什麼叫貪戀惡事嗎
[00:12:53.400 --> 00:12:55.160]  其實這裡面
[00:12:55.160 --> 00:12:57.320]  他沒有講出來
[00:12:57.320 --> 00:13:00.760]  以色列人在曠野當中聲音說
[00:13:00.760 --> 00:13:04.080]  他們十次的發怨言
[00:13:04.080 --> 00:13:06.200]  好 要講發怨言的話
[00:13:06.200 --> 00:13:08.800]  那可能我們就會比較有概念了
[00:13:08.800 --> 00:13:10.840]  請問你會不會發怨言
[00:13:10.840 --> 00:13:11.840]  英文叫做complaint
[00:13:11.840 --> 00:13:13.640]  你會不會complaint
[00:13:13.640 --> 00:13:15.760]  會不會
[00:13:15.760 --> 00:13:18.360]  今天沒有中飯吃
[00:13:18.360 --> 00:13:20.960]  或今天中飯不太好吃
[00:13:20.960 --> 00:13:23.720]  或者今天敬拜談怎麼樣
[00:13:23.720 --> 00:13:25.240]  今天牧師講到怎麼樣
[00:13:25.240 --> 00:13:25.880]  會不會complaint
[00:13:25.880 --> 00:13:29.320]  會不會
[00:13:29.320 --> 00:13:31.360]  不會的舉手
[00:13:31.360 --> 00:13:36.640]  感謝戰媒組有幾位
[00:13:36.640 --> 00:13:39.440]  你確認我不是說
[00:13:39.440 --> 00:13:42.680]  只是針對牧師跟敬拜談
[00:13:42.680 --> 00:13:46.560]  你一輩子都沒有complaint過嗎
[00:13:46.560 --> 00:13:47.680]  有沒有
[00:13:47.680 --> 00:13:49.240]  再問一下
[00:13:49.240 --> 00:13:52.880]  醫生當中你都不complaint的舉手
[00:13:52.880 --> 00:13:56.120]  有這樣子的人我要特別為你禱告
[00:13:56.120 --> 00:14:00.120]  我覺得你可能太假冒為善了
[00:14:00.120 --> 00:14:02.880]  I'm serious 對不對
[00:14:02.880 --> 00:14:05.240]  會不會complaint
[00:14:05.240 --> 00:14:10.280]  昨天天氣熱不熱
[00:14:10.280 --> 00:14:13.400]  我們省給表情熱
[00:14:13.400 --> 00:14:15.640]  天氣熱了complaint 是不是
[00:14:15.640 --> 00:14:22.600]  老公你為什麼不開冷氣
[00:14:22.600 --> 00:14:25.640]  現在就是夫妻之間 家庭之間
[00:14:25.640 --> 00:14:27.560]  你常常一些小事情就在那邊抓狂
[00:14:27.560 --> 00:14:30.160]  有沒有 就complaint了 是不是
[00:14:30.160 --> 00:14:32.360]  今天太太弄了那些菜
[00:14:32.360 --> 00:14:34.440]  你吃起來實在是覺得俗然無味
[00:14:34.440 --> 00:14:36.720]  怎麼樣
[00:14:36.720 --> 00:14:39.800]  complaint一下
[00:14:39.800 --> 00:14:45.520]  但是以色列人發怨言就死在曠野
[00:14:45.520 --> 00:14:47.080]  現在又怎麼樣
[00:14:47.080 --> 00:14:48.600]  太厲害了吧
[00:14:48.600 --> 00:14:52.360]  上帝你太嚴肅了吧
[00:14:52.360 --> 00:14:54.520]  如果今天傳福音跟別人這樣講的話
[00:14:54.520 --> 00:14:57.080]  千萬不要這樣講好不好
[00:14:57.080 --> 00:14:59.360]  這次叫智慧
[00:14:59.360 --> 00:15:01.560]  因為他不懂那麼多神學
[00:15:01.560 --> 00:15:02.760]  你一下子就跟他講說
[00:15:02.760 --> 00:15:04.720]  我告訴你 聖經裡面告訴我們
[00:15:04.720 --> 00:15:07.760]  這神很嚴厲很可怕的
[00:15:07.760 --> 00:15:11.040]  你對住在一起的那些同性戀的人
[00:15:11.040 --> 00:15:12.760]  一開始講說你們要悔改
[00:15:12.760 --> 00:15:16.880]  不悔改的話你就要死
[00:15:16.880 --> 00:15:19.600]  所以這不是我要講的意思
[00:15:19.600 --> 00:15:21.160]  但是千秋神話我要讓我們
[00:15:21.160 --> 00:15:22.720]  特別我們今天新的主的
[00:15:22.720 --> 00:15:25.200]  在新約時代基督都知道一件事情
[00:15:25.200 --> 00:15:28.080]  這位神他是烈火
[00:15:28.080 --> 00:15:30.280]  這是聖經上說的
[00:15:30.280 --> 00:15:32.320]  他是親慢不得的
[00:15:32.320 --> 00:15:34.000]  他說因著這些事
[00:15:34.000 --> 00:15:38.680]  神的憤怒必臨到他們
[00:15:38.680 --> 00:15:40.280]  不僅僅是在舊約的時候如此
[00:15:40.280 --> 00:15:42.280]  新約的時候也出現一件事情
[00:15:42.280 --> 00:15:43.520]  非常經典的
[00:15:43.520 --> 00:15:44.840]  大家還記得嗎
[00:15:44.840 --> 00:15:50.520]  亞拉里亞 沙菲拉有沒有
[00:15:50.520 --> 00:15:51.560]  聖經上講了說
[00:15:51.560 --> 00:15:54.080]  他們當時候是共產社會
[00:15:54.080 --> 00:15:56.560]  真正的共產社會
[00:15:56.560 --> 00:15:59.240]  所有的人把他們的錢財通通
[00:15:59.240 --> 00:16:00.280]  房子都賣了
[00:16:00.280 --> 00:16:03.320]  大家一起共同生活好不好
[00:16:03.320 --> 00:16:05.280]  所以共產黨就是從這學的
[00:16:05.280 --> 00:16:07.000]  你知道嗎
[00:16:07.000 --> 00:16:10.200]  他是用人的方法
[00:16:10.200 --> 00:16:14.120]  他不是用聖靈的感動
[00:16:14.120 --> 00:16:16.240]  當時候聖靈工作到一個地步
[00:16:16.240 --> 00:16:17.720]  大家真的是愛主
[00:16:17.720 --> 00:16:21.120]  把所有的錢財通通奉獻出來了
[00:16:21.120 --> 00:16:24.120]  結果亞拉里亞 沙菲拉也奉獻了
[00:16:24.120 --> 00:16:25.480]  好不好
[00:16:25.480 --> 00:16:26.960]  聖經上說什麼
[00:16:26.960 --> 00:16:31.680]  但是他們私自留下了幾分
[00:16:31.680 --> 00:16:35.480]  我不曉得這個幾分倒計多少分
[00:16:35.480 --> 00:16:38.160]  How many percent
[00:16:38.160 --> 00:16:39.600]  Maybe it's ten percent
[00:16:39.600 --> 00:16:42.440]  Maybe it's twenty percent
[00:16:42.440 --> 00:16:45.480]  他賣了一百萬一棟的房子
[00:16:45.480 --> 00:16:47.360]  他留下了十萬塊
[00:16:47.360 --> 00:16:48.640]  留下了二十萬
[00:16:48.640 --> 00:16:49.720]  他心想說
[00:16:49.720 --> 00:16:53.240]  好歹有一點零花錢嘛
[00:16:53.240 --> 00:16:54.360]  這有沒有過
[00:16:54.360 --> 00:16:56.400]  過不過分
[00:16:56.400 --> 00:16:57.480]  一點都不過分
[00:16:57.480 --> 00:16:59.840]  在我們來講太不過分了是不是
[00:16:59.840 --> 00:17:01.720]  你把房子賣了之後
[00:17:01.720 --> 00:17:03.800]  請問你會說
[00:17:03.800 --> 00:17:09.160]  我應該交稅給國稅局的
[00:17:09.160 --> 00:17:12.280]  歡喜快樂交給他
[00:17:12.280 --> 00:17:13.320]  還是你想說
[00:17:13.320 --> 00:17:16.720]  會計師有沒有什麼可以結稅的
[00:17:16.720 --> 00:17:18.200]  是不是
[00:17:18.200 --> 00:17:19.840]  譬如說
[00:17:19.840 --> 00:17:24.520]  當作donation給自己的兒子
[00:17:24.520 --> 00:17:25.720]  我只是讓你知道說
[00:17:25.720 --> 00:17:27.840]  現在很多的一些人有些方法
[00:17:27.840 --> 00:17:29.280]  對不對
[00:17:29.280 --> 00:17:31.000]  但見到沒有
[00:17:31.000 --> 00:17:33.440]  當時大家奉獻就是奉獻了
[00:17:33.440 --> 00:17:35.480]  沒有說自己在留下幾分的
[00:17:35.480 --> 00:17:40.240]  所以聖經上形容他們是七孔聖靈
[00:17:40.240 --> 00:17:43.240]  看到沒有
[00:17:43.240 --> 00:17:45.160]  丟著沒
[00:17:45.160 --> 00:17:47.520]  你從這一個你可以看見
[00:17:47.520 --> 00:17:55.320]  我們的神是何等的公益聖潔
[00:17:55.320 --> 00:17:59.960]  祂斷不以有罪的為無罪
[00:17:59.960 --> 00:18:04.840]  祂清清楚楚知道我們的心是異類想法
[00:18:04.840 --> 00:18:07.560]  所以這一對夫婦
[00:18:07.560 --> 00:18:09.840]  當場怎麼樣
[00:18:09.840 --> 00:18:12.160]  就是了
[00:18:12.160 --> 00:18:13.360]  很多人在讀這段事情
[00:18:13.360 --> 00:18:16.200]  信主多年的有時候也會覺得說
[00:18:16.200 --> 00:18:18.200]  上帝需要這樣做嗎
[00:18:18.200 --> 00:18:19.560]  需要這樣做嗎
[00:18:19.560 --> 00:18:21.720]  親愛的牛仔妹
[00:18:21.720 --> 00:18:24.320]  不要對神的話懷疑
[00:18:24.320 --> 00:18:27.400]  今天神會不會這樣做呢
