
[00:00:00.000 --> 00:00:05.000]  今年教會的主題就是做門徒訓練
[00:05:09.000 --> 00:05:11.000]  又不看目錄
[00:05:11.000 --> 00:05:13.000]  就看最後的結論
[00:05:13.000 --> 00:05:16.000]  你看到這句我就省了一百元
[00:05:16.000 --> 00:05:17.000]  是不是
[00:05:17.000 --> 00:05:24.000]  但是如果你說一般沒有神和沒有信仰的這些人
[00:05:24.000 --> 00:05:26.000]  他都說命運是這樣的話
[00:05:26.000 --> 00:05:29.000]  其實聖經亦都是教導我們
[00:05:29.000 --> 00:05:32.000]  命運本身是平衡上但很公平
[00:05:32.000 --> 00:05:34.000]  你以為你很慘
[00:05:34.000 --> 00:05:38.000]  但是別人的慘處是比你更厲害
[00:05:38.000 --> 00:05:40.000]  不過不同形式
[00:05:40.000 --> 00:05:43.000]  所以我們從好處
[00:05:43.000 --> 00:05:45.000]  從你現有的東西
[00:05:45.000 --> 00:05:46.000]  你去著眼
[00:05:46.000 --> 00:05:48.000]  你就能夠經歷幸福
[00:05:48.000 --> 00:05:51.000]  一幅圖畫有黑有白
[00:05:51.000 --> 00:05:53.000]  如果你的著眼點在黑
[00:05:53.000 --> 00:05:55.000]  那整幅圖畫就黑了
[00:05:55.000 --> 00:05:58.000]  如果你著眼點在白色的部分的話
[00:05:58.000 --> 00:06:03.000]  你發現到慢慢這幅圖畫是很光明很燦爛
[00:06:03.000 --> 00:06:11.000]  黑色的部分只成為這些白色光明燦爛部分的點綴
[00:06:11.000 --> 00:06:14.000]  另外我們今天這段經文
[00:06:14.000 --> 00:06:17.000]  剛才說給我們兩個向導
[00:06:17.000 --> 00:06:20.000]  原來要跟隨耶穌基督
[00:06:20.000 --> 00:06:27.000]  我們必須要將前行的一些攔阻我們的東西放下
[00:06:27.000 --> 00:06:29.000]  希伯來書講到
[00:06:29.000 --> 00:06:34.000]  我們要將各樣容易纏繞我們的罪
[00:06:34.000 --> 00:06:37.000]  這些重擔包袱放下
[00:06:37.000 --> 00:06:42.000]  要定睛望著耶穌基督奔跑前的目標
[00:06:42.000 --> 00:06:45.000]  待會兒散會你從這裡走出去
[00:06:45.000 --> 00:06:47.000]  大概一兩分鐘
[00:06:47.000 --> 00:06:50.000]  就算你很慢地踮腳
[00:06:50.000 --> 00:06:54.000]  但是有些人可以走半個小時才走到出門口
[00:06:54.000 --> 00:06:56.000]  你走到這邊的時候
[00:06:56.000 --> 00:06:59.000]  左邊這位姐妹又跟你拿著褲子又寒暄幾句
[00:06:59.000 --> 00:07:02.000]  右邊這個弟兄又跟你拿著褲子又寒暄幾句
[00:07:02.000 --> 00:07:04.000]  zigzag zigzag這樣
[00:07:04.000 --> 00:07:06.000]  每一步停十五分鐘
[00:07:06.000 --> 00:07:08.000]  你整個小時都還沒出門口
[00:07:08.000 --> 00:07:10.000]  定睛的意思就是說
[00:07:10.000 --> 00:07:14.000]  你知道你的時間光陰有限
[00:07:14.000 --> 00:07:16.000]  你要去那個目標
[00:07:16.000 --> 00:07:18.000]  有很多的東西你就放下
[00:07:18.000 --> 00:07:20.000]  hi hello
[00:07:20.000 --> 00:07:21.000]  遲些再跟你談
[00:07:21.000 --> 00:07:23.000]  我要去那個地方
[00:07:23.000 --> 00:07:27.000]  門道訓練究竟是什麼一回事呢?
[00:07:27.000 --> 00:07:31.000]  其實門道訓練是一個信仰學習的過程
[00:07:31.000 --> 00:07:34.000]  從教育的程序來講
[00:07:34.000 --> 00:07:36.000]  門道訓練信仰這件事
[00:07:36.000 --> 00:07:38.000]  是和一加一等於二
[00:07:38.000 --> 00:07:41.000]  或者背一個化學的方程式
[00:07:41.000 --> 00:07:42.000]  是有所不同
[00:07:42.000 --> 00:07:46.000]  它是學一種你能夠做到出來
[00:07:46.000 --> 00:07:49.000]  能夠經歷到實踐到的東西
[00:07:49.000 --> 00:07:53.000]  就好像學電腦學游泳一樣
[00:07:53.000 --> 00:07:55.000]  你上了很多個電腦課
[00:07:55.000 --> 00:07:57.000]  你連私人密碼都不認識的話
[00:07:57.000 --> 00:07:59.000]  你怎樣能夠進到裡面
[00:07:59.000 --> 00:08:01.000]  開到那個窗口
[00:08:01.000 --> 00:08:03.000]  然後用到那些軟件呢?
[00:08:03.000 --> 00:08:06.000]  你在那個模擬駕駛室
[00:08:06.000 --> 00:08:08.000]  飛機你都懂得駕駛
[00:08:08.000 --> 00:08:11.000]  747 7677什麼7
[00:08:11.000 --> 00:08:12.000]  都懂得駕駛
[00:08:12.000 --> 00:08:14.000]  但是你上到飛機
[00:08:14.000 --> 00:08:17.000]  完全是另外一回事
[00:08:17.000 --> 00:08:18.000]  你學了很多堂
[00:08:18.000 --> 00:08:22.000]  是口講課堂的游泳
[00:08:22.000 --> 00:08:24.000]  但是水都還沒碰的話
[00:08:24.000 --> 00:08:25.000]  還怕水
[00:08:25.000 --> 00:08:29.000]  你怎樣能夠說你學會呢?
[00:08:29.000 --> 00:08:31.000]  所以在教育裡面有一句話
[00:08:31.000 --> 00:08:33.000]  If you say you learn it
[00:08:33.000 --> 00:08:34.000]  and you know it
[00:08:34.000 --> 00:08:36.000]  Please do it
[00:08:36.000 --> 00:08:38.000]  and show it to me
[00:08:38.000 --> 00:08:41.000]  假如說你已經懂得這東西
[00:08:41.000 --> 00:08:42.000]  學會了這東西
[00:08:42.000 --> 00:08:44.000]  請你做一次給我看
[00:08:44.000 --> 00:08:48.000]  告訴我你真的學會了
[00:08:48.000 --> 00:08:51.000]  信仰的經歷需要體驗
[00:08:51.000 --> 00:08:54.000]  信仰的教學也需要實踐
[00:08:54.000 --> 00:08:58.000]  還有門道分明其實是教我們
[00:08:58.000 --> 00:09:01.000]  怎樣將我們信仰的焦點
[00:09:01.000 --> 00:09:03.000]  集中在我們信仰的對象
[00:09:03.000 --> 00:09:05.000]  我們信仰的核心
[00:09:05.000 --> 00:09:07.000]  我們信仰的源頭
[00:09:07.000 --> 00:09:10.000]  和我們的榜範就是耶穌基督
[00:09:10.000 --> 00:09:11.000]  必無旁騖
[00:09:11.000 --> 00:09:14.000]  不見一人獨見耶穌
[00:09:14.000 --> 00:09:17.000]  我們追求就是追求耶穌基督
[00:09:17.000 --> 00:09:19.000]  無論新約無論舊約
[00:09:19.000 --> 00:09:21.000]  都是以耶穌基督為核心
[00:09:21.000 --> 00:09:24.000]  舊約預言耶穌基督就是彌賽亞
[00:09:24.000 --> 00:09:26.000]  新約給我們看
[00:09:26.000 --> 00:09:29.000]  而耶穌基督就是到時候的真理
[00:09:29.000 --> 00:09:34.000]  祂將永恆的救贖帶來這個世界
[00:09:34.000 --> 00:09:37.000]  一般門道訓練都有兩個特色
[00:09:37.000 --> 00:09:40.000]  一個特色就是要有一個教師
[00:09:40.000 --> 00:09:41.000]  導師
[00:09:41.000 --> 00:09:43.000]  有一個mentor
[00:09:43.000 --> 00:09:44.000]  他不單止告訴你
[00:09:44.000 --> 00:09:47.000]  他示範做一次給你看
[00:09:47.000 --> 00:09:49.000]  我們很感謝神
[00:09:49.000 --> 00:09:51.000]  教會現時有這麼多區目
[00:09:51.000 --> 00:09:54.000]  假如你未參加牧區的話
[00:09:54.000 --> 00:09:59.000]  大家列除表裡面有一張表
[00:09:59.000 --> 00:10:02.000]  就是沉陽運動那張表
[00:10:02.000 --> 00:10:07.000]  沉陽運動就是要將你這隻潛水艇浮上來
[00:10:07.000 --> 00:10:09.000]  然後用你的
[00:10:09.000 --> 00:10:11.000]  一會兒我都希望
[00:10:11.000 --> 00:10:14.000]  我記得叫你做這件事
[00:10:14.000 --> 00:10:17.000]  我們有這麼多區目
[00:10:17.000 --> 00:10:19.000]  特別很多區目都有
[00:10:19.000 --> 00:10:23.000]  他自己工作人生的不同經驗閱歷
[00:10:23.000 --> 00:10:25.000]  再蒙照
[00:10:25.000 --> 00:10:28.000]  放下他的東西去讀神學
[00:10:28.000 --> 00:10:30.000]  因此他信仰不單止有知識
[00:10:30.000 --> 00:10:32.000]  亦都有經歷
[00:10:32.000 --> 00:10:34.000]  能夠在不同的牧區裡面
[00:10:34.000 --> 00:10:36.000]  作為你們的導師
[00:10:36.000 --> 00:10:38.000]  以及示範給你看
[00:10:38.000 --> 00:10:40.000]  信仰是怎樣
[00:10:40.000 --> 00:10:42.000]  保羅說你們要效法我
[00:10:42.000 --> 00:10:44.000]  就像我效法基督一樣
[00:10:44.000 --> 00:10:47.000]  保羅他沒有叫那些人效法他
[00:10:47.000 --> 00:10:48.000]  他就是終極
[00:10:48.000 --> 00:10:49.000]  不是
[00:10:49.000 --> 00:10:51.000]  保羅都要效法耶穌基督
[00:10:51.000 --> 00:10:54.000]  區目怎樣效法耶穌基督
[00:10:54.000 --> 00:10:56.000]  他示範給大家去看
[00:10:56.000 --> 00:10:58.000]  我們去效法
[00:10:58.000 --> 00:11:00.000]  以及通過區目的示範
[00:11:00.000 --> 00:11:02.000]  我們學習耶穌基督
[00:11:02.000 --> 00:11:05.000]  怎樣去看生活上每一樣東西
[00:11:05.000 --> 00:11:08.000]  他怎樣教導我們
[00:11:08.000 --> 00:11:09.000]  是與眾不同
[00:11:09.000 --> 00:11:11.000]  與別不同
[00:11:11.000 --> 00:11:14.000]  今年上半年我會講六個題目
[00:11:14.000 --> 00:11:16.000]  都是和時節有關係
[00:11:16.000 --> 00:11:20.000]  譬如說在一月
[00:11:20.000 --> 00:11:22.000]  因為一年開始
[00:11:22.000 --> 00:11:24.000]  我們就去看看耶穌和聖經
[00:11:24.000 --> 00:11:26.000]  怎樣去教導我們
[00:11:26.000 --> 00:11:28.000]  看時間
[00:11:28.000 --> 00:11:29.000]  掌握時間
[00:11:29.000 --> 00:11:30.000]  運用時間
[00:11:30.000 --> 00:11:32.000]  下個月我就想到
[00:11:32.000 --> 00:11:35.000]  因為接近農曆年尾
[00:11:35.000 --> 00:11:38.000]  和農曆年初
[00:11:38.000 --> 00:11:40.000]  我就會看看
[00:11:40.000 --> 00:11:42.000]  耶穌教導我們怎樣去看
[00:11:42.000 --> 00:11:44.000]  傳統的習俗
[00:11:44.000 --> 00:11:48.000]  他說他來不是要廢掉律法
[00:11:48.000 --> 00:11:50.000]  而是要承傳
[00:11:50.000 --> 00:11:51.000]  下個月
[00:11:51.000 --> 00:11:55.000]  所以我們這上半年
[00:11:55.000 --> 00:11:58.000]  每個月一個的題目
[00:11:58.000 --> 00:12:01.000]  是要講一些比較生活化的
[00:12:01.000 --> 00:12:04.000]  門徒訓練的要素
[00:12:04.000 --> 00:12:06.000]  以耶穌成為榜樣
[00:12:06.000 --> 00:12:09.000]  以及以聖經其他的教導
[00:12:09.000 --> 00:12:12.000]  作為輔助
[00:12:12.000 --> 00:12:14.000]  耶穌有時候對一些東西
[00:12:14.000 --> 00:12:16.000]  有直接教導
[00:12:16.000 --> 00:12:20.000]  有時候只能夠間接去看
[00:12:20.000 --> 00:12:23.000]  他對這件事情的看法
[00:12:23.000 --> 00:12:27.000]  因為畢竟耶穌是二千年前的歷史人物
[00:12:27.000 --> 00:12:31.000]  他不可能知道我們今天的生活情境
[00:12:31.000 --> 00:12:36.000]  但是原則上我們都可以來應用
[00:12:36.000 --> 00:12:39.000]  耶穌在時間上
[00:12:39.000 --> 00:12:43.000]  剛才那段經文和一些經文提醒我們
[00:12:43.000 --> 00:12:46.000]  手扶著泥向後看
[00:12:46.000 --> 00:12:49.000]  不配進神國
[00:12:49.000 --> 00:12:52.000]  耶穌教導我們一定要向時間的前面來看
[00:12:52.000 --> 00:12:55.000]  以及預先做準備
[00:12:55.000 --> 00:12:58.000]  另外一段經文就在路加呼音那裡
[00:12:58.000 --> 00:13:03.000]  凡不背著至經十字架跟隨我的也不能作我的門徒
[00:13:03.000 --> 00:13:07.000]  有哪一個蓋一座樓不先坐下
[00:13:07.000 --> 00:13:11.000]  計算花費能蓋成不蓋成
[00:13:11.000 --> 00:13:14.000]  這兩段經文教我們向前看
[00:13:14.000 --> 00:13:16.000]  以及預先計劃
[00:13:16.000 --> 00:13:19.000]  我這兩天有一點感冒
[00:13:19.000 --> 00:13:23.000]  昨天在家裡睡了一整天
[00:13:23.000 --> 00:13:27.000]  有一點發燒 有一點咳嗽
[00:13:27.000 --> 00:13:30.000]  我感恩已經講了三堂
[00:13:30.000 --> 00:13:35.000]  我希望這一堂的聲音都能夠支撐下去
[00:13:35.000 --> 00:13:37.000]  昨晚吃了一些咳水
[00:13:37.000 --> 00:13:39.000]  咳水可能有提神作用
[00:13:39.000 --> 00:13:42.000]  到三點鐘還睡不著
[00:13:42.000 --> 00:13:45.000]  還是昨天睡了一整天睡不著
[00:13:45.000 --> 00:13:49.000]  我就開著第十五台看看壯世電視
[00:13:49.000 --> 00:13:53.000]  看到某間神學院的聖經講師
[00:13:53.000 --> 00:13:59.000]  在講舊約大衛點算人數那段經文
[00:13:59.000 --> 00:14:01.000]  他說大衛這麼成功
[00:14:01.000 --> 00:14:03.000]  他也有他的軟弱
[00:14:03.000 --> 00:14:06.000]  用了三個例子
[00:14:06.000 --> 00:14:11.000]  有三個神學院的院長都出問題
[00:14:11.000 --> 00:14:14.000]  神學院長都是德高望重
[00:14:14.000 --> 00:14:16.000]  又有學識智慧
[00:14:16.000 --> 00:14:18.000]  我不敢講這些例子
[00:14:18.000 --> 00:14:19.000]  不過他又很大膽
[00:14:19.000 --> 00:14:22.000]  可能半夜三點覺得沒什麼人看
[00:14:22.000 --> 00:14:25.000]  講了三個例子我都認識
[00:14:25.000 --> 00:14:28.000]  其中一個就是在溫哥華
[00:14:28.000 --> 00:14:31.000]  教會超時沒有補水
[00:14:31.000 --> 00:14:34.000]  是不是故宮來的
[00:14:34.000 --> 00:14:39.000]  他說這些人教很多人
[00:14:39.000 --> 00:14:46.000]  但是到他生命在一個決斷點的時候
[00:14:46.000 --> 00:14:48.000]  他缺乏智慧
[00:14:48.000 --> 00:14:50.000]  他模糊了
[00:14:50.000 --> 00:14:55.000]  因此他就會做一些不合乎神心意的事
[00:14:55.000 --> 00:15:02.000]  所以他說我們不要沉醉在過往的成功裡面
[00:15:02.000 --> 00:15:04.000]  做耶穌基督的門徒
[00:15:04.000 --> 00:15:07.000]  你不要管過往為主做過多少事
[00:15:07.000 --> 00:15:08.000]  成就多少事
[00:15:08.000 --> 00:15:11.000]  你一定永遠要向前看
[00:15:11.000 --> 00:15:14.000]  保羅說要忘記背後努力前面
[00:15:14.000 --> 00:15:18.000]  同樣如果我們不沉醉於過往的成就
[00:15:18.000 --> 00:15:26.000]  我們也不要經常緬懷過去的失敗痛苦的回憶
[00:15:26.000 --> 00:15:29.000]  兩樣東西都叫我們過足不前
[00:15:29.000 --> 00:15:31.000]  時間未經歷的時候
[00:15:31.000 --> 00:15:35.000]  永遠是機會是可能性
[00:15:35.000 --> 00:15:38.000]  時間過去之後都未定型
[00:15:38.000 --> 00:15:39.000]  雖然中國人有一句話
[00:15:39.000 --> 00:15:41.000]  蓋棺論定
[00:15:41.000 --> 00:15:44.000]  但是不到你人生最後
[00:15:44.000 --> 00:15:47.000]  你究竟過往的經驗是愉快
[00:15:47.000 --> 00:15:48.000]  是成功
[00:15:48.000 --> 00:15:49.000]  是失敗
[00:15:49.000 --> 00:15:50.000]  都未知
[00:15:50.000 --> 00:15:53.000]  有些人一生人做了很多的事
[00:15:53.000 --> 00:15:54.000]  不好的事
[00:15:54.000 --> 00:15:57.000]  到他人生剩下幾年的時候
[00:15:57.000 --> 00:16:03.000]  他做一些事扭轉了他過往做錯的
[00:16:03.000 --> 00:16:06.000]  但是是失敗的事
[00:16:06.000 --> 00:16:09.000]  昨晚又是睡不著的時候
[00:16:09.000 --> 00:16:12.000]  又看到一部舊的片
[00:16:12.000 --> 00:16:16.000]  好像是郭富城
[00:16:16.000 --> 00:16:22.000]  郭富城他媽媽被一個毒販殺死了
[00:16:22.000 --> 00:16:25.000]  當時同謀的有一批人
[00:16:25.000 --> 00:16:29.000]  到最後他要追出殺去父母的元兇
[00:16:29.000 --> 00:16:32.000]  追到這個毒販又被他抓住
[00:16:32.000 --> 00:16:34.000]  最後要槍決他的時候
[00:16:34.000 --> 00:16:37.000]  就有人射到這個毒販
[00:16:37.000 --> 00:16:43.000]  那個原來是有份參與殺死他爸爸的其中一個人
[00:16:43.000 --> 00:16:45.000]  他講了一句話
[00:16:45.000 --> 00:16:48.000]  我當時救不到你爸爸
[00:16:48.000 --> 00:16:52.000]  但我不要錯過第二次機會
[00:16:52.000 --> 00:16:54.000]  這個就是時間
[00:16:54.000 --> 00:17:02.000]  這個就是我們怎樣將未有的時間轉變成為救贖
[00:17:02.000 --> 00:17:08.000]  和改變過去時間裡面經歷的一種做法
[00:17:08.000 --> 00:17:12.000]  如果我們不去計算好的話
[00:17:12.000 --> 00:17:15.000]  我們很多時候就會起爛尾樓
[00:17:15.000 --> 00:17:17.000]  半途而廢
[00:17:17.000 --> 00:17:18.000]  很多的事
[00:17:18.000 --> 00:17:21.000]  你投入的資金等等的事都不能夠達成
[00:17:21.000 --> 00:17:24.000]  我一次去內蒙古旅行
[00:17:24.000 --> 00:17:26.000]  有一個市很漂亮
[00:17:26.000 --> 00:17:30.000]  這個市所有的辦公室都有人用
[00:17:30.000 --> 00:17:33.000]  所有的住宅都有人用
[00:17:33.000 --> 00:17:38.000]  它比美國紐約的Fifth Avenue那個地方漂亮
[00:17:38.000 --> 00:17:41.000]  誰知道整個鬼城
[00:17:41.000 --> 00:17:42.000]  Ghost town
[00:17:42.000 --> 00:17:43.000]  為什麼
[00:17:43.000 --> 00:17:45.000]  爛尾
[00:17:45.000 --> 00:17:47.000]  很多發展的人
[00:17:47.000 --> 00:17:50.000]  他沒有想到國家會宏觀調控
[00:17:50.000 --> 00:17:53.000]  很多融資的人以為拿到錢來建
[00:17:53.000 --> 00:17:55.000]  原來收緊信貸的時候
[00:17:55.000 --> 00:17:56.000]  沒有錢建
[00:17:56.000 --> 00:17:59.000]  投入的資金都沒有
[00:17:59.000 --> 00:18:02.000]  所以每個人都要計算
[00:18:02.000 --> 00:18:05.000]  計算他能不能夠付出這個代價
[00:18:05.000 --> 00:18:07.000]  能不能夠完成
[00:18:07.000 --> 00:18:11.000]  起樓和做耶穌基督的門徒是兩回事
[00:18:11.000 --> 00:18:16.000]  但是耶穌講我們的生命工程就好像起樓
[00:18:16.000 --> 00:18:20.000]  他說凡聽見祂的話就去行的人
[00:18:20.000 --> 00:18:24.000]  好比一個聰明人將房子建造在盤石上
[00:18:24.000 --> 00:18:27.000]  人生裏面的風吹雨打
[00:18:27.000 --> 00:18:30.000]  房子總不倒塌
[00:18:30.000 --> 00:18:32.000]  跟隨耶穌也是一樣
[00:18:32.000 --> 00:18:34.000]  有一個少年的官
[00:18:34.000 --> 00:18:38.000]  又聰明又有錢又有權力地位
[00:18:38.000 --> 00:18:41.000]  又律法上做了所有的事
[00:18:41.000 --> 00:18:44.000]  他見到耶穌遠遠走過去
[00:18:44.000 --> 00:18:46.000]  跪下捧著祂
[00:18:46.000 --> 00:18:49.000]  他說良善的夫子如何能夠獲得永生
[00:18:49.000 --> 00:18:51.000]  耶穌問他律法裏面的事
[00:18:51.000 --> 00:18:53.000]  你做到沒有
[00:18:53.000 --> 00:18:55.000]  他說我做足了
[00:18:55.000 --> 00:18:58.000]  耶穌點證了他的死亡
[00:18:58.000 --> 00:19:01.000]  你變了所有周濟窮人
[00:19:01.000 --> 00:19:03.000]  然後來跟隨我
[00:19:03.000 --> 00:19:05.000]  他本來很厲害
[00:19:05.000 --> 00:19:07.000]  已經99%
[00:19:07.000 --> 00:19:09.000]  但是就差這一點
[00:19:09.000 --> 00:19:12.000]  他不能夠完成
[00:19:12.000 --> 00:19:16.000]  作為耶穌基督的一個門徒
[00:19:16.000 --> 00:19:19.000]  耶穌也教導我們
[00:19:19.000 --> 00:19:21.000]  價值的取向
[00:19:21.000 --> 00:19:24.000]  是影響我們對時間的認識
[00:19:24.000 --> 00:19:26.000]  掌握和運用
[00:19:26.000 --> 00:19:28.000]  很多人用他的時間
[00:19:28.000 --> 00:19:30.000]  特別是在前半生
[00:19:30.000 --> 00:19:32.000]  來換取金錢
[00:19:32.000 --> 00:19:34.000]  這些金錢帶不走
[00:19:34.000 --> 00:19:37.000]  或者是這些
[00:19:37.000 --> 00:19:41.000]  會耗費他的健康關係
[00:19:41.000 --> 00:19:44.000]  到他人生下半生下坡的時候
[00:19:44.000 --> 00:19:46.000]  他就用金錢
[00:19:46.000 --> 00:19:49.000]  來希望換取時間
[00:19:49.000 --> 00:19:52.000]  我認識一個患癌症的人
[00:19:52.000 --> 00:19:54.000]  他就
[00:19:54.000 --> 00:19:56.000]  中醫西醫都說
[00:19:56.000 --> 00:19:58.000]  你不用做什麼了
[00:19:58.000 --> 00:20:00.000]  就是第四期的末期
[00:20:00.000 --> 00:20:02.000]  通常醫生告訴你
[00:20:02.000 --> 00:20:04.000]  你喜歡吃什麼就吃什麼
[00:20:04.000 --> 00:20:06.000]  你喜歡去哪裡就去哪裡
[00:20:06.000 --> 00:20:08.000]  這是很可怕的一件事
[00:20:08.000 --> 00:20:11.000]  他最後見什麼都不行
[00:20:11.000 --> 00:20:15.000]  就相信四川成都有個神醫
[00:20:15.000 --> 00:20:18.000]  被人介紹去看
[00:20:18.000 --> 00:20:21.000]  就拿一劑中藥來吃
[00:20:21.000 --> 00:20:24.000]  你猜一劑中藥可以多少錢呢?
[00:20:24.000 --> 00:20:26.000]  你猜猜
[00:20:26.000 --> 00:20:30.000]  一劑中藥可以貴到多少錢呢?
[00:20:30.000 --> 00:20:33.000]  你聽過二十五萬嗎?
[00:20:33.000 --> 00:20:35.000]  二十五萬一劑
