
[00:00:00.000 --> 00:00:03.520]  在一月份的講道當中,我是提及
[00:13:28.400 --> 00:13:35.400]  但是這個已經被寬恕的僕人是不願意去寬容
[00:13:35.400 --> 00:13:41.400]  他抽著這個同伴的喉嚨對他說,你將所欠的還我
[00:13:42.400 --> 00:13:50.400]  於是就將欠債紙交給他,你快點立即還,他站在權力上訴諸法律的行動
[00:13:50.400 --> 00:13:55.400]  將這個同伴監在監獄裡面
[00:13:55.400 --> 00:14:05.400]  看見這一幕,你們應該不會驚訝的,應該都不會驚奇的,是不是?
[00:14:06.400 --> 00:14:14.400]  儘管我們很多時候都會做錯,但是我們希望別人原諒我們,原諒我吧,原諒我吧
[00:14:14.400 --> 00:14:20.400]  不過我們不是很想原諒別人的,原諒別人可以嗎?
[00:14:20.400 --> 00:14:23.400]  要我們原諒我們的敵人可以嗎?
[00:14:23.400 --> 00:14:28.400]  我們總是抓住不放,抱著我們心中的不平
[00:14:29.400 --> 00:14:36.400]  我們腦海裡面有一本素寶,記滿了我們面對所經歷的羞辱和痛苦
[00:14:36.400 --> 00:14:40.400]  我們是要報復
[00:14:40.400 --> 00:14:46.400]  所以我們聽見人家叫我們去寬恕那個人的時候
[00:14:46.400 --> 00:14:50.400]  我們不禁心裡自問,不知道他在說什麼
[00:14:50.400 --> 00:14:57.400]  他有沒有看過郵箱裡面那些欺凌我的惡毒的電郵
[00:14:58.400 --> 00:15:01.400]  他有沒有在網上被人欺凌過
[00:15:01.400 --> 00:15:04.400]  他有沒有見過我的老闆,他有沒有見過我的同事
[00:15:04.400 --> 00:15:10.400]  他有沒有認識我爸爸,他認識我媽媽,他有沒有跟我妹妹相處過
[00:15:10.400 --> 00:15:17.400]  所以我們面對我們的敵人的方法是什麼呢?
[00:15:17.400 --> 00:15:21.400]  我們喜歡的方法是平衡
[00:15:21.400 --> 00:15:25.400]  我們要醫治我們創傷的方法是什麼呢?
[00:15:26.400 --> 00:15:28.400]  是平衡
[00:15:28.400 --> 00:15:34.400]  意思就是說,我受了苦,你也要受苦
[00:15:34.400 --> 00:15:37.400]  你要付上沉重的代價
[00:15:37.400 --> 00:15:42.400]  但是當我們繼續看耶穌基督的比喻的時候
[00:15:42.400 --> 00:15:48.400]  我們看見當國王聽見這位僕人領受了這麼大的恩典之後
[00:15:48.400 --> 00:15:53.400]  他不願意給他同伴一點兒的恩惠的時候
[00:15:54.400 --> 00:15:56.400]  主人就叫僕人來
[00:15:56.400 --> 00:16:01.400]  主人就說,你這惡奴才
[00:16:01.400 --> 00:16:06.400]  你要求我,我就把你所欠的都免了
[00:16:06.400 --> 00:16:12.400]  你不應當連戳你的同伴,就讓我連戳你媽
[00:16:12.400 --> 00:16:17.400]  十八章三十三節連戳出現了兩次
[00:16:17.400 --> 00:16:23.400]  所以一節經文的重點就是說,要施憐憫
[00:16:24.400 --> 00:16:28.400]  既然第一個僕人已經領受了憐憫
[00:16:28.400 --> 00:16:33.400]  他應該要效法主人去憐憫其他的人
[00:16:33.400 --> 00:16:37.400]  現在憐憫是什麼呢?寫著當憐憫
[00:16:37.400 --> 00:16:43.400]  意思就是應該,必然,不是一個非可有,可無的選擇
[00:16:43.400 --> 00:16:46.400]  是一個必然的選擇
[00:16:46.400 --> 00:16:49.400]  所以比喻的基本信息就是說
[00:16:49.400 --> 00:16:53.400]  當我們經歷到神的連戳的時候
[00:16:54.400 --> 00:16:58.400]  我們必須向人展現這種連戳
[00:16:58.400 --> 00:17:07.400]  最終王不單止將第一個的僕人送在監牢裡面
[00:17:07.400 --> 00:17:11.400]  還將他交給掌刑的人
[00:17:11.400 --> 00:17:17.400]  要去施刑罰,直至他還清所有的債
[00:17:17.400 --> 00:17:22.400]  當我們看見一切的時候,你覺得會不會驚訝?
[00:17:23.400 --> 00:17:28.400]  你會不會說,不公平,真的嗎?
[00:17:28.400 --> 00:17:31.400]  這個比喻是真的嗎?合理的嗎?
[00:17:31.400 --> 00:17:37.400]  我們這次不要樹倒,我們就是要進入監牢
[00:17:37.400 --> 00:17:40.400]  我們不可以有第二次機會嗎?
[00:17:40.400 --> 00:17:44.400]  難道神都會展開復仇之旅嗎?
[00:17:45.400 --> 00:17:53.400]  弟兄姊妹們,我們要知道耶穌基督的比喻是真實的
[00:17:53.400 --> 00:17:56.400]  雖然真是令我們費解
[00:17:56.400 --> 00:18:03.400]  但祂是想說出天國的奧秘和奇妙
[00:18:03.400 --> 00:18:08.400]  所以在比喻當中,耶穌基督就是打開我們有限的智慧
[00:18:08.400 --> 00:18:13.400]  讓我們能夠想像並且進入神奇妙的世界當中
[00:18:14.400 --> 00:18:19.400]  所以耶穌基督指出的是那些不能夠寬容他人的人
[00:18:19.400 --> 00:18:25.400]  毫無疑問,他們會經歷靈魂的折磨
[00:18:25.400 --> 00:18:30.400]  相反,如果經歷了神的連續的人
[00:18:30.400 --> 00:18:34.400]  又已經被赦免了一千萬銀子的人
[00:18:34.400 --> 00:18:39.400]  又去寬容那些欠了你十兩銀子的人
[00:18:40.400 --> 00:18:46.400]  這些人是可以繼續享受神那種滿有愛和憐憫的生活
[00:18:46.400 --> 00:18:52.400]  是活在一個由天國道理所造造的奇妙的世界
[00:18:52.400 --> 00:18:57.400]  在神的愛,在神的大能的裏面
[00:18:57.400 --> 00:19:03.400]  我有一個朋友在四十年前認識了另一位先生
[00:19:03.400 --> 00:19:06.400]  他很欣賞這位先生的才華
[00:19:06.400 --> 00:19:09.400]  他們曾經同工過一段時間
[00:19:10.400 --> 00:19:15.400]  後來這位先生在外國留學和做工
[00:19:15.400 --> 00:19:20.400]  不過他沒有跟我朋友說他在那裏也是做工的
[00:19:20.400 --> 00:19:23.400]  所以我朋友知道他在那裏讀書
[00:19:23.400 --> 00:19:29.400]  他知道之後覺得這位先生不誠實
[00:19:29.400 --> 00:19:31.400]  他很不喜歡
[00:19:31.400 --> 00:19:37.400]  四十年來他仍然為此憤恨
[00:19:38.400 --> 00:19:42.400]  每幾年他會在網上點名提一提這位先生
[00:19:42.400 --> 00:19:47.400]  在十年前,在網頁那裏
[00:19:47.400 --> 00:19:52.400]  我見到我朋友又再公開點名批評這位先生
[00:19:52.400 --> 00:19:57.400]  那時我心裏想,已經三十年了
[00:19:57.400 --> 00:20:00.400]  三十年這位先生有沒有改變呢?
[00:20:00.400 --> 00:20:04.400]  有沒有蒙恩呢?有沒有悔悟呢?
[00:20:05.400 --> 00:20:09.400]  我的朋友有沒有跟這位先生見面,知道他的情況呢?
[00:20:09.400 --> 00:20:14.400]  他仍然假設這位先生沒有悔悟
[00:20:14.400 --> 00:20:19.400]  而這位先生他好像沒有說出真相
[00:20:19.400 --> 00:20:26.400]  這些事情是否仍然值得在網上繼續點名批評呢?
[00:20:26.400 --> 00:20:33.400]  我見到人的怨恨可以存放幾十年了
[00:20:34.400 --> 00:20:38.400]  我另一個朋友提到他跟媽媽的關係
[00:20:38.400 --> 00:20:42.400]  我獲得他的批准可以在這裏討論
[00:20:42.400 --> 00:20:50.400]  他亦在其他場景提及他跟媽媽的故事
[00:20:50.400 --> 00:20:54.400]  在2011年5月初
[00:20:54.400 --> 00:20:57.400]  一個星期五的早上
[00:20:58.400 --> 00:21:07.400]  他接受一間大學頒發給他榮譽博士的學位
[00:21:07.400 --> 00:21:09.400]  他買了一件禮服
[00:21:09.400 --> 00:21:16.400]  回到原生的家庭給父母、兩個妹妹和其他家人看
[00:21:16.400 --> 00:21:19.400]  他拿這件禮服出來的時候
[00:21:19.400 --> 00:21:23.400]  媽媽坐在沙發上就爆了
[00:21:24.400 --> 00:21:31.400]  媽媽說這個被寵壞的人永遠都是「我我我」
[00:21:31.400 --> 00:21:35.400]  你經常以為自己比別人聰明
[00:21:35.400 --> 00:21:39.400]  所有人當然停在那裏
[00:21:39.400 --> 00:21:42.400]  我的朋友就跟過往一樣
[00:21:42.400 --> 00:21:46.400]  放棄了回應和反擊
[00:21:46.400 --> 00:21:49.400]  站在媽媽的前面
[00:21:50.400 --> 00:21:54.400]  他想起十歲的時候
[00:21:54.400 --> 00:21:58.400]  他拿著A+作品給媽媽看的時候
[00:21:58.400 --> 00:22:00.400]  媽媽就撕爛了他
[00:22:00.400 --> 00:22:03.400]  媽媽會扯他的頭髮
[00:22:03.400 --> 00:22:06.400]  媽媽有些時候會大聲地罵他
[00:22:06.400 --> 00:22:10.400]  媽媽會用指甲去刺他的皮膚
[00:22:10.400 --> 00:22:15.400]  他知道媽媽是一個很憤恨的人
[00:22:15.400 --> 00:22:17.400]  不能夠寬容人的人
[00:22:18.400 --> 00:22:21.400]  他的怨恨是可以持續很多年的
[00:22:21.400 --> 00:22:24.400]  一旦你做了一些事情他不喜歡的話
[00:22:24.400 --> 00:22:26.400]  他就會生氣
[00:22:26.400 --> 00:22:28.400]  如果他認為你傷害他的話
[00:22:28.400 --> 00:22:30.400]  他不會原諒你
[00:22:30.400 --> 00:22:33.400]  在他生命裏面是一個報復的名單
[00:22:33.400 --> 00:22:38.400]  是說出那些應該受懲罰的壞人
[00:22:38.400 --> 00:22:43.400]  他們應該要接受甚麼的報復
[00:22:43.400 --> 00:22:46.400]  後來經過一段日子
[00:22:47.400 --> 00:22:49.400]  我朋友那時候已經五十多歲了
[00:22:49.400 --> 00:22:51.400]  他也是愛媽媽的
[00:22:51.400 --> 00:22:54.400]  雖然和媽媽的關係很艱難
[00:22:54.400 --> 00:22:58.400]  他也會去探望媽媽
[00:22:58.400 --> 00:23:00.400]  和媽媽喝咖啡
[00:23:00.400 --> 00:23:03.400]  有一天媽媽的心情很好
[00:23:03.400 --> 00:23:06.400]  所以媽媽就和他聊故事
[00:23:06.400 --> 00:23:09.400]  聊一些惡人的故事
[00:23:09.400 --> 00:23:11.400]  到了某個時候
[00:23:11.400 --> 00:23:13.400]  我朋友就大膽地問他媽媽
[00:23:14.400 --> 00:23:17.400]  那麼多惡人你會不會其中的一個
[00:23:17.400 --> 00:23:19.400]  都在名單上呢
[00:23:19.400 --> 00:23:23.400]  媽媽回答說我有啊
[00:23:23.400 --> 00:23:25.400]  我朋友就說
[00:23:25.400 --> 00:23:29.400]  媽媽你會不會憐憫那些惡人啊
[00:23:29.400 --> 00:23:32.400]  媽媽回答說不會
[00:23:32.400 --> 00:23:34.400]  我不會憐憫他們
[00:23:34.400 --> 00:23:36.400]  我也不會憐憫自己
[00:23:36.400 --> 00:23:39.400]  我不會改變我腦海當中的名單
[00:23:39.400 --> 00:23:42.400]  我不想失去我的記錄
[00:23:43.400 --> 00:23:45.400]  這就是媽媽的本性
[00:23:45.400 --> 00:23:49.400]  媽媽的帳簿裡的債務
[00:23:49.400 --> 00:23:54.400]  不斷地折磨這位母親
[00:23:54.400 --> 00:23:57.400]  這個故事讓我想起
[00:23:57.400 --> 00:24:03.400]  另外一位神學家所談及的一幅圖畫
[00:24:03.400 --> 00:24:06.400]  他叫做Howard Thurman
[00:24:06.400 --> 00:24:10.400]  他寫了一段文字我想和大家分享
[00:24:11.400 --> 00:24:18.400]  他說在我們每個人裡都有一片內在的海
[00:24:18.400 --> 00:24:22.400]  在那片海上有一個島
[00:24:22.400 --> 00:24:26.400]  在那島上有一座殿堂
[00:24:26.400 --> 00:24:30.400]  在那殿堂裡有一座祭壇
[00:24:30.400 --> 00:24:35.400]  在那祭壇上燃燒著一團火焰
[00:24:35.400 --> 00:24:40.400]  我們每個人都被召喚去踏上旅程
[00:24:41.400 --> 00:24:43.400]  找到我們內在的海
[00:24:43.400 --> 00:24:45.400]  找到我們內在的島
[00:24:45.400 --> 00:24:47.400]  發現那座殿堂
[00:24:47.400 --> 00:24:52.400]  並在殿堂的祭壇前遇見生命的神
[00:24:52.400 --> 00:24:55.400]  不過他繼續說
[00:24:55.400 --> 00:25:01.400]  他說當人去尋找心靈的海島嶼的時候
[00:25:01.400 --> 00:25:09.400]  發覺這個島嶼已經被很多很多的錯誤去淹沒
[00:25:10.400 --> 00:25:11.400]  這些錯誤是什麼呢?
[00:25:11.400 --> 00:25:13.400]  是別人對我們的傷害
[00:25:13.400 --> 00:25:15.400]  我們對別人的傷害
[00:25:15.400 --> 00:25:18.400]  這個世界對我們的傷害
[00:25:18.400 --> 00:25:21.400]  所以在看那島的時候
[00:25:21.400 --> 00:25:23.400]  Thurman就說
[00:25:23.400 --> 00:25:27.400]  人發現裡面有很多的雜物
[00:25:27.400 --> 00:25:34.400]  這些雜物同樣埋藏著遮蓋著那個祭壇
[00:25:34.400 --> 00:25:37.400]  人於是要找那個祭壇
[00:25:38.400 --> 00:25:40.400]  就將這些雜物移開
[00:25:40.400 --> 00:25:44.400]  不過當人要拿走這些雜物的時候
[00:25:44.400 --> 00:25:47.400]  人又覺得不捨得
[00:25:47.400 --> 00:25:50.400]  因為這些雜物是我們熟悉的
[00:25:50.400 --> 00:25:54.400]  這些雜物是告訴我們我是誰
[00:25:54.400 --> 00:25:58.400]  這些雜物是我自身的現身
[00:25:58.400 --> 00:26:00.400]  沒有了這些雜物
[00:26:00.400 --> 00:26:02.400]  我自己都不知道我是誰
[00:26:03.400 --> 00:26:08.400]  再者就是說這些雜物當中所埋藏著的那種憤恨
[00:26:08.400 --> 00:26:10.400]  那種仇恨
[00:26:10.400 --> 00:26:16.400]  是一種力量來幫助我們對抗另外世界的邪惡
[00:26:16.400 --> 00:26:20.400]  以致我們繼續有力量去保護自己
[00:26:20.400 --> 00:26:23.400]  以致我們能夠感覺到安全
[00:26:23.400 --> 00:26:26.400]  不過Thurman就說
[00:26:27.400 --> 00:26:35.400]  這些雜物當中的憤怒仇恨是沒有幫助我們抗衡這個世界的邪惡
[00:26:35.400 --> 00:26:38.400]  他們只是殺害我們
[00:26:38.400 --> 00:26:41.400]  最終毀滅我們
[00:26:41.400 --> 00:26:45.400]  面對這些生命的現實
[00:26:45.400 --> 00:26:48.400]  以我們恐懼的情況
[00:26:48.400 --> 00:26:52.400]  Thurman說我們要去選擇
[00:26:52.400 --> 00:26:55.400]  選擇會不會尋找那個祭壇
[00:26:56.400 --> 00:26:58.400]  邁向神的恩典
[00:26:58.400 --> 00:27:02.400]  他意思是唯有當我們繼續尋找這個祭壇
[00:27:02.400 --> 00:27:05.400]  移走這些雜物和仇恨的時候
[00:27:05.400 --> 00:27:08.400]  我們才能夠經歷到神的恩惠
[00:27:08.400 --> 00:27:12.400]  只有這樣的話我們的生命才能夠被改革
[00:27:12.400 --> 00:27:16.400]  繼續經歷神那種無限的恩惠
[00:27:16.400 --> 00:27:22.400]  而不是在憤怒憤恨
[00:27:22.400 --> 00:27:25.400]  當人能夠移走的時候
[00:27:26.400 --> 00:27:29.400]  這就是寬恕
[00:27:29.400 --> 00:27:33.400]  寬恕能夠移走那些雜物
[00:27:33.400 --> 00:27:37.400]  使我們再有自由去愛人
[00:27:37.400 --> 00:27:40.400]  能夠接受愛
[00:27:40.400 --> 00:27:42.400]  所以Thurman就說
[00:27:42.400 --> 00:27:44.400]  在那祭壇前
[00:27:44.400 --> 00:27:48.400]  你靈魂最深的意圖赤裸的呈現
[00:27:48.400 --> 00:27:51.400]  在那祭壇前你聽到神的聲音
[00:27:51.400 --> 00:27:53.400]  提升你的靈魂
[00:27:53.400 --> 00:27:55.400]  赦免你的罪
[00:27:56.400 --> 00:27:57.400]  赦免你的承諾
[00:27:57.400 --> 00:27:59.400]  是的
[00:27:59.400 --> 00:28:01.400]  好像Thurman所說
[00:28:01.400 --> 00:28:04.400]  當我們能夠找到我們生命的祭壇
[00:28:04.400 --> 00:28:07.400]  沒錯,你和我有缺點
[00:28:07.400 --> 00:28:10.400]  你和我也有卑劣的念頭
[00:28:10.400 --> 00:28:14.400]  你和我也有憤恨,有怨恨
[00:28:14.400 --> 00:28:18.400]  這一切都會被挪走
[00:28:18.400 --> 00:28:22.400]  我們永遠在永生神的愛當中
[00:28:23.400 --> 00:28:26.400]  我們能夠去寬恕其他的人
