
[00:00:00.000 --> 00:00:03.000]  這個節目講到心靈的生活
[00:04:05.000 --> 00:04:06.000]  沒有一個中心
[00:04:06.000 --> 00:04:07.000]  那你實行的話
[00:04:07.000 --> 00:04:12.000]  可能是按照自己的意思隨便去做
[00:04:12.000 --> 00:04:16.000]  但是聖經常常是把教訓放在前面
[00:04:16.000 --> 00:04:19.000]  但是單單有教訓沒有實行
[00:04:19.000 --> 00:04:23.000]  這樣的教訓對我們的生命也沒有好處
[00:04:23.000 --> 00:04:26.000]  所以有了教訓還要實行
[00:04:26.000 --> 00:04:29.000]  所以等到最後這一章的話
[00:04:29.000 --> 00:04:32.000]  就講到信心的實行
[00:04:32.000 --> 00:04:33.000]  就在生活中間
[00:04:33.000 --> 00:04:35.000]  在我們的行事為人
[00:04:35.000 --> 00:04:38.000]  在我們各方面具體來
[00:04:38.000 --> 00:04:41.000]  怎麼把信心能活出來
[00:04:41.000 --> 00:04:44.000]  這是信心的生活
[00:04:44.000 --> 00:04:47.000]  所以第一個就給我們看到
[00:04:47.000 --> 00:04:53.000]  就是要長存弟兄相愛的心
[00:04:53.000 --> 00:04:56.000]  為什麼要弟兄相愛呢
[00:04:56.000 --> 00:04:59.000]  這是主耶穌給我們的
[00:04:59.000 --> 00:05:00.000]  告訴我們
[00:05:00.000 --> 00:05:06.000]  兩條誡命中的一個主要的誡命的一條
[00:05:06.000 --> 00:05:10.000]  在滿漢不應第22章
[00:05:10.000 --> 00:05:12.000]  主耶穌就講到了
[00:05:12.000 --> 00:05:15.000]  有律法師來試探他
[00:05:15.000 --> 00:05:17.000]  問他在聖經中間
[00:05:17.000 --> 00:05:19.000]  哪一條誡命是最大的
[00:05:19.000 --> 00:05:21.000]  因為在律法書裡頭
[00:05:21.000 --> 00:05:23.000]  有很多神的話
[00:05:23.000 --> 00:05:25.000]  都是神的誡命
[00:05:25.000 --> 00:05:27.000]  一共有613條誡命
[00:05:27.000 --> 00:05:30.000]  那麼到底哪一條是最重要呢
[00:05:30.000 --> 00:05:33.000]  我們既然不能夠每一條都守住
[00:05:33.000 --> 00:05:35.000]  哪一條最要呢
[00:05:35.000 --> 00:05:38.000]  那麼主耶穌就跟他們講了
[00:05:38.000 --> 00:05:43.000]  你要敬心、敬性、敬利、愛主你的神
[00:05:43.000 --> 00:05:47.000]  這是誡命中最主要的
[00:05:47.000 --> 00:05:49.000]  其次也要相仿
[00:05:49.000 --> 00:05:51.000]  就是要愛人如己
[00:05:51.000 --> 00:05:54.000]  所以主耶穌就回答他們的問題
[00:05:54.000 --> 00:05:57.000]  就把基督徒生活中間
[00:05:57.000 --> 00:06:00.000]  一個最重要的方面
[00:06:00.000 --> 00:06:02.000]  就是要愛神
[00:06:02.000 --> 00:06:04.000]  第一我們要愛神
[00:06:04.000 --> 00:06:06.000]  第二我們要彼此相愛
[00:06:06.000 --> 00:06:08.000]  愛人如己
[00:06:08.000 --> 00:06:10.000]  你怎麼愛自己
[00:06:10.000 --> 00:06:12.000]  你也要怎樣的愛別人
[00:06:12.000 --> 00:06:17.000]  那麼這個就講到這兩條誡命
[00:06:17.000 --> 00:06:18.000]  再有一個呢
[00:06:18.000 --> 00:06:21.000]  第二個原因就是愛弟兄
[00:06:21.000 --> 00:06:25.000]  是我們在主裡面做門徒的依據
[00:06:25.000 --> 00:06:31.000]  在約翰福音第43章34節到35節就說到
[00:06:31.000 --> 00:06:34.000]  主耶穌在他臨別以前
[00:06:34.000 --> 00:06:36.000]  是他最後的一個晚上
[00:06:36.000 --> 00:06:38.000]  跟門徒講話的時候
[00:06:38.000 --> 00:06:40.000]  他就告訴門徒說
[00:06:40.000 --> 00:06:44.000]  你們若有彼此相愛的心
[00:06:44.000 --> 00:06:50.000]  眾人因此就認出你們是我的門徒了
[00:06:50.000 --> 00:06:53.000]  你們說我是耶穌的門徒
[00:06:53.000 --> 00:06:54.000]  我是耶穌的門徒
[00:06:54.000 --> 00:06:56.000]  你有什麼表現呢
[00:06:56.000 --> 00:06:58.000]  那你們能夠彼此相愛
[00:06:58.000 --> 00:07:00.000]  超過世界上的人
[00:07:00.000 --> 00:07:04.000]  為了自己的利益而這麼去愛別人
[00:07:04.000 --> 00:07:06.000]  這樣的情況呢
[00:07:06.000 --> 00:07:08.000]  那才能夠區別出來
[00:07:08.000 --> 00:07:12.000]  看出來這樣的人就是基督徒
[00:07:12.000 --> 00:07:15.000]  因為他能夠彼此相愛
[00:07:15.000 --> 00:07:21.000]  第三個呢能夠促進這個信徒
[00:07:21.000 --> 00:07:26.000]  能夠對弟兄的義務的成全
[00:07:26.000 --> 00:07:33.000]  這個是在羅馬書13章第8節到第10節所說的
[00:07:33.000 --> 00:07:37.000]  保羅在13章這一段聖經裡頭
[00:07:37.000 --> 00:07:39.000]  就提醒弟兄姊妹
[00:07:39.000 --> 00:07:42.000]  他說凡事都不可虧欠人
[00:07:42.000 --> 00:07:46.000]  唯有彼此相愛要常以為虧欠
[00:07:46.000 --> 00:07:48.000]  我們不能虧欠人
[00:07:48.000 --> 00:07:51.000]  在錢台上我們不能虧欠人
[00:07:51.000 --> 00:07:53.000]  我們不能夠佔別人的便宜
[00:07:53.000 --> 00:07:58.000]  所以一切的事情都不能叫對方受到損失
[00:07:58.000 --> 00:08:01.000]  但是呢最重要的
[00:08:01.000 --> 00:08:05.000]  你不能虧欠人的就是彼此相愛
[00:08:05.000 --> 00:08:09.000]  你不能夠在彼此相愛的事情上面
[00:08:09.000 --> 00:08:11.000]  你虧欠了別人
[00:08:11.000 --> 00:08:13.000]  對不起別人
[00:08:13.000 --> 00:08:15.000]  那這樣的話呢
[00:08:15.000 --> 00:08:16.000]  眾人呢
[00:08:16.000 --> 00:08:18.000]  這樣的話呢
[00:08:18.000 --> 00:08:19.000]  這個人呢
[00:08:19.000 --> 00:08:23.000]  因為你愛別人的話
[00:08:23.000 --> 00:08:25.000]  你就完全的濾髮了
[00:08:25.000 --> 00:08:27.000]  所以我們這個
[00:08:27.000 --> 00:08:29.000]  聖經的話告訴我們
[00:08:29.000 --> 00:08:33.000]  你要說我們不是就業的信徒
[00:08:33.000 --> 00:08:35.000]  我們不需要守濾髮了
[00:08:35.000 --> 00:08:37.000]  但是在濾髮中間呢
[00:08:37.000 --> 00:08:38.000]  這彼此相愛
[00:08:38.000 --> 00:08:41.000]  愛人呢這個方面呢
[00:08:41.000 --> 00:08:42.000]  還是要的
[00:08:42.000 --> 00:08:45.000]  當你能夠這樣的彼此相愛呢
[00:08:45.000 --> 00:08:47.000]  你就完全的濾髮了
[00:08:47.000 --> 00:08:51.000]  你就達到濾髮的要求了
[00:08:51.000 --> 00:08:55.000]  第四個
[00:08:55.000 --> 00:08:58.000]  愛弟兄不是人的天性
[00:08:58.000 --> 00:09:01.000]  愛我們自己親生的骨肉
[00:09:01.000 --> 00:09:04.000]  可能是很自然就有了
[00:09:04.000 --> 00:09:07.000]  愛你的哥哥愛你的弟弟愛你的妹妹
[00:09:07.000 --> 00:09:09.000]  可能比較自然些
[00:09:09.000 --> 00:09:11.000]  但是你要愛別人
[00:09:11.000 --> 00:09:15.000]  愛我們不是我們親生的骨肉的話
[00:09:15.000 --> 00:09:17.000]  這不是你的天性
[00:09:17.000 --> 00:09:19.000]  因為人
[00:09:19.000 --> 00:09:21.000]  各方面的人都不同
[00:09:21.000 --> 00:09:23.000]  有的人很可愛
[00:09:23.000 --> 00:09:25.000]  有的人就不可愛
[00:09:25.000 --> 00:09:27.000]  可愛的人呢
[00:09:27.000 --> 00:09:29.000]  你很容易愛他
[00:09:29.000 --> 00:09:31.000]  不可愛的人呢
[00:09:31.000 --> 00:09:34.000]  自然的你就不太容易去愛他
[00:09:34.000 --> 00:09:36.000]  但是聖經告訴我們
[00:09:36.000 --> 00:09:38.000]  弟兄彼此相愛
[00:09:38.000 --> 00:09:41.000]  就不能夠分哪個是你喜歡
[00:09:41.000 --> 00:09:43.000]  哪個是你不喜歡
[00:09:43.000 --> 00:09:45.000]  哪個跟你性格合的
[00:09:45.000 --> 00:09:47.000]  哪個跟你性格不合的
[00:09:47.000 --> 00:09:48.000]  在族裡頭
[00:09:48.000 --> 00:09:51.000]  我們雖然性格都不同
[00:09:51.000 --> 00:09:53.000]  我們的脾氣也不同
[00:09:53.000 --> 00:09:54.000]  愛好也不同
[00:09:54.000 --> 00:09:55.000]  但是呢
[00:09:55.000 --> 00:09:57.000]  我們在族裡頭呢
[00:09:57.000 --> 00:09:59.000]  我們要彼此相愛
[00:09:59.000 --> 00:10:03.000]  這就是超過人的天性
[00:10:03.000 --> 00:10:05.000]  當我們能夠這樣學的話
[00:10:05.000 --> 00:10:08.000]  生命呢就漸漸的長進了
[00:10:08.000 --> 00:10:11.000]  如果我們只能愛我們喜歡的人
[00:10:11.000 --> 00:10:13.000]  跟我們一樣的人
[00:10:13.000 --> 00:10:15.000]  那你就學不到功課
[00:10:15.000 --> 00:10:19.000]  生命呢就停留在原來的地步
[00:10:19.000 --> 00:10:24.000]  在抗日戰爭的時候
[00:10:24.000 --> 00:10:27.000]  因為被日本人佔領了
[00:10:27.000 --> 00:10:31.000]  所以在一些地方的來往
[00:10:31.000 --> 00:10:34.000]  弟兄姊妹的來往就不光顧了
[00:10:34.000 --> 00:10:38.000]  在浙江的有個地方呢
[00:10:38.000 --> 00:10:41.000]  因為有來往不方便
[00:10:41.000 --> 00:10:43.000]  就是彼此呢
[00:10:43.000 --> 00:10:45.000]  幾個地方的弟兄姊妹呢
[00:10:45.000 --> 00:10:48.000]  都不太知道信息的
[00:10:48.000 --> 00:10:50.000]  到底他們還活著不活著
[00:10:50.000 --> 00:10:53.000]  到底他們有什麼難處都不知道
[00:10:53.000 --> 00:10:55.000]  所以有一個教會的
[00:10:55.000 --> 00:10:57.000]  幾個弟兄商量呢
[00:10:57.000 --> 00:11:00.000]  他說我們要去看看
[00:11:00.000 --> 00:11:02.000]  別的地方一個教會的情形
[00:11:02.000 --> 00:11:03.000]  看他怎麼樣
[00:11:03.000 --> 00:11:04.000]  但當時的話
[00:11:04.000 --> 00:11:05.000]  交通不方便
[00:11:05.000 --> 00:11:08.000]  還有有各方面的封鎖
[00:11:08.000 --> 00:11:10.000]  來往都很不方便
[00:11:10.000 --> 00:11:12.000]  他們就冒著生命的危險
[00:11:12.000 --> 00:11:14.000]  走了幾天的路
[00:11:14.000 --> 00:11:18.000]  才能找到另外一個地方的教會
[00:11:18.000 --> 00:11:20.000]  看到他們都還平安
[00:11:20.000 --> 00:11:21.000]  都蒙主的保守
[00:11:21.000 --> 00:11:23.000]  他們就心裡頭就很歡喜
[00:11:23.000 --> 00:11:25.000]  就回來跟教會說
[00:11:25.000 --> 00:11:28.000]  他們都蒙主的看顧
[00:11:28.000 --> 00:11:30.000]  他們都平安
[00:11:30.000 --> 00:11:31.000]  這就是說
[00:11:31.000 --> 00:11:33.000]  能夠這樣的付代價
[00:11:33.000 --> 00:11:36.000]  去關心別的弟兄姊妹的
[00:11:36.000 --> 00:11:40.000]  這是足所喜悅的
[00:11:40.000 --> 00:11:41.000]  第五個呢
[00:11:41.000 --> 00:11:43.000]  我們可以看見呢
[00:11:43.000 --> 00:11:46.000]  為什麼要弟兄彼此相愛
[00:11:46.000 --> 00:11:52.000]  特別是在這種局勢比較艱難的時候
[00:11:52.000 --> 00:11:57.000]  人的心的愛心會漸漸冷淡
[00:11:57.000 --> 00:12:03.000]  在馬太福音二十四章主耶穌就說到
[00:12:03.000 --> 00:12:05.000]  末世的預兆
[00:12:05.000 --> 00:12:07.000]  我們可以看到末世預兆
[00:12:07.000 --> 00:12:10.000]  我們很容易領會的就是說
[00:12:10.000 --> 00:12:12.000]  有天災人禍
[00:12:12.000 --> 00:12:13.000]  有地震
[00:12:13.000 --> 00:12:15.000]  有民攻打民
[00:12:15.000 --> 00:12:16.000]  國攻打國
[00:12:16.000 --> 00:12:18.000]  各地都有饑荒
[00:12:18.000 --> 00:12:21.000]  都有這些疾病
[00:12:21.000 --> 00:12:23.000]  這些我們比較容易
[00:12:23.000 --> 00:12:26.000]  但耶穌在這個二十四章裡頭
[00:12:26.000 --> 00:12:28.000]  跟門徒所說的話
[00:12:28.000 --> 00:12:29.000]  提醒門徒
[00:12:29.000 --> 00:12:31.000]  警告門徒的
[00:12:31.000 --> 00:12:33.000]  就是說在這個末世的時候
[00:12:33.000 --> 00:12:37.000]  人的愛心會漸漸冷淡
[00:12:37.000 --> 00:12:39.000]  這個我們現在有時候也就會看到
[00:12:39.000 --> 00:12:42.000]  一些報紙上報道
[00:12:42.000 --> 00:12:44.000]  一個人受了傷
[00:12:44.000 --> 00:12:45.000]  或者有困難
[00:12:45.000 --> 00:12:47.000]  倒在地上
[00:12:47.000 --> 00:12:48.000]  在國內的時候
[00:12:48.000 --> 00:12:51.000]  這情況沒有人敢去扶他
[00:12:51.000 --> 00:12:52.000]  為什麼呢
[00:12:52.000 --> 00:12:55.000]  怕惹起麻煩
[00:12:55.000 --> 00:12:59.000]  就他被這個車壓著了
[00:12:59.000 --> 00:13:00.000]  人也不停下來
[00:13:00.000 --> 00:13:02.000]  第二次還把他再壓一下
[00:13:02.000 --> 00:13:06.000]  所以你看到人的愛心漸漸冷淡
[00:13:06.000 --> 00:13:08.000]  這是非常可怕
[00:13:08.000 --> 00:13:09.000]  比一個人
[00:13:09.000 --> 00:13:11.000]  比一個社會貧窮
[00:13:11.000 --> 00:13:14.000]  沒有東西吃還要可怕
[00:13:14.000 --> 00:13:17.000]  人的愛心漸漸冷淡
[00:13:17.000 --> 00:13:20.000]  那我們就注意這方面
[00:13:20.000 --> 00:13:23.000]  我們要不讓我們的愛心冷淡
[00:13:23.000 --> 00:13:26.000]  我們就要彼此相愛
[00:13:26.000 --> 00:13:29.000]  在啟示錄第二章
[00:13:29.000 --> 00:13:32.000]  有看到主耶穌
[00:13:32.000 --> 00:13:34.000]  給七個教會的信
[00:13:34.000 --> 00:13:37.000]  第一個給教會的信
[00:13:37.000 --> 00:13:41.000]  就是給彝夫所教會
[00:13:41.000 --> 00:13:44.000]  給彝夫所教會的信
[00:13:44.000 --> 00:13:46.000]  彝夫所教會很好
[00:13:46.000 --> 00:13:48.000]  他有勞苦
[00:13:48.000 --> 00:13:50.000]  他有做了很多工作
[00:13:50.000 --> 00:13:53.000]  他也知道哪個是假的使徒
[00:13:53.000 --> 00:13:55.000]  都能分辨真理
[00:13:55.000 --> 00:13:56.000]  都很清楚
[00:13:56.000 --> 00:13:58.000]  但是主耶穌責備他
[00:13:58.000 --> 00:14:01.000]  他說有一件事我要責備你們
[00:14:01.000 --> 00:14:05.000]  就是你們把起初的愛心丟起來
[00:14:05.000 --> 00:14:06.000]  起初的愛心就是
[00:14:06.000 --> 00:14:09.000]  向著神 向著人
[00:14:09.000 --> 00:14:11.000]  最好的愛心
[00:14:11.000 --> 00:14:13.000]  所以這個是漠視教會
[00:14:13.000 --> 00:14:16.000]  也是一種的危險
[00:14:16.000 --> 00:14:19.000]  這個愛心會漸漸冷淡
[00:14:19.000 --> 00:14:22.000]  因為愛一個弟兄愛一個姊妹
[00:14:22.000 --> 00:14:24.000]  或者愛這些人
[00:14:24.000 --> 00:14:26.000]  結果他把你出賣了
[00:14:26.000 --> 00:14:30.000]  他在背後有什麼誹謗
[00:14:30.000 --> 00:14:32.000]  你覺得怎麼辦
[00:14:32.000 --> 00:14:34.000]  這個不能愛
[00:14:34.000 --> 00:14:36.000]  所以就慢慢的
[00:14:36.000 --> 00:14:41.000]  你覺得別人損害損傷你
[00:14:41.000 --> 00:14:44.000]  那麼你就不敢去接觸弟兄姊妹了
[00:14:44.000 --> 00:14:47.000]  慢慢的你的愛心冷淡了
[00:14:47.000 --> 00:14:50.000]  那也可能為了真理的緣故
[00:14:50.000 --> 00:14:51.000]  所謂的真理
[00:14:51.000 --> 00:14:53.000]  其實這個真理呢
[00:14:53.000 --> 00:14:56.000]  可能不是太重要的教訓
[00:14:56.000 --> 00:14:58.000]  彼此不能夠一致的話
[00:14:58.000 --> 00:15:01.000]  那麼就看起來就像
[00:15:01.000 --> 00:15:04.000]  不認識的陌生人一樣的
[00:15:04.000 --> 00:15:05.000]  可以說
[00:15:05.000 --> 00:15:07.000]  比如說因為這些情況
[00:15:07.000 --> 00:15:09.000]  就這兩方面的人
[00:15:09.000 --> 00:15:12.000]  在街上相遇的時候
[00:15:12.000 --> 00:15:14.000]  本來是認識的
[00:15:14.000 --> 00:15:17.000]  到現在都可以不用他照顧
[00:15:17.000 --> 00:15:20.000]  就看看就過去
[00:15:20.000 --> 00:15:21.000]  跟陌生人一樣
[00:15:21.000 --> 00:15:24.000]  就這麼愛心漸漸的冷淡
[00:15:24.000 --> 00:15:27.000]  所以我們要在這方面呢
[00:15:27.000 --> 00:15:29.000]  是要來學習的
[00:15:29.000 --> 00:15:34.000]  如果我們不能夠弟兄彼此相愛的話
[00:15:34.000 --> 00:15:36.000]  我們怎麼能夠去愛
[00:15:36.000 --> 00:15:38.000]  還沒有幸福的人呢
[00:15:38.000 --> 00:15:40.000]  就更困難了
[00:15:40.000 --> 00:15:41.000]  所以講到
[00:15:41.000 --> 00:15:47.000]  這個地方提到弟兄要彼此相愛
[00:15:47.000 --> 00:15:50.000]  怎樣的實行弟兄相愛呢
[00:15:50.000 --> 00:15:53.000]  在這個聖經裡頭就提到
[00:15:53.000 --> 00:15:58.000]  第一個用愛心接待客旅
[00:15:58.000 --> 00:16:01.000]  不要忘記用愛心接待客旅
[00:16:01.000 --> 00:16:04.000]  因為成庸有接待客旅的
[00:16:04.000 --> 00:16:08.000]  不知不覺就接待了前世
[00:16:08.000 --> 00:16:11.000]  這客旅就是當時過路人
[00:16:11.000 --> 00:16:14.000]  當時的話沒有什麼旅館
[00:16:14.000 --> 00:16:16.000]  所以人出來的話
[00:16:16.000 --> 00:16:17.000]  到一個地方
[00:16:17.000 --> 00:16:21.000]  他要去找一個地方住
[00:16:21.000 --> 00:16:24.000]  人家也不認識他
[00:16:24.000 --> 00:16:28.000]  但他們要找地方住
[00:16:28.000 --> 00:16:29.000]  為了主的工作
[00:16:29.000 --> 00:16:32.000]  要出來到各個地方去服侍
[00:16:32.000 --> 00:16:34.000]  他們要經過一些地方
[00:16:34.000 --> 00:16:36.000]  要有地方住
[00:16:36.000 --> 00:16:39.000]  那麼就需要有人接待他們
[00:16:39.000 --> 00:16:42.000]  讓他們能夠休息
[00:16:42.000 --> 00:16:44.000]  能夠得到這個飯食
[00:16:44.000 --> 00:16:47.000]  然後繼續的再往前行
[00:16:47.000 --> 00:16:49.000]  接待客旅不太容易
[00:16:49.000 --> 00:16:51.000]  接待自己的親戚朋友
[00:16:51.000 --> 00:16:54.000]  還比較容易一些
[00:16:54.000 --> 00:16:55.000]  當然在北美的話
[00:16:55.000 --> 00:16:58.000]  接待人的話是很難的
[00:16:58.000 --> 00:17:00.000]  因為我們都有自己的權子
[00:17:00.000 --> 00:17:02.000]  我們有自己的習慣
[00:17:02.000 --> 00:17:04.000]  不太容易
[00:17:04.000 --> 00:17:06.000]  但是這裡告訴我們
[00:17:06.000 --> 00:17:07.000]  不要忘記
[00:17:07.000 --> 00:17:11.000]  不要忘了用愛心接待客旅
[00:17:11.000 --> 00:17:13.000]  那麼你接待他
[00:17:13.000 --> 00:17:14.000]  接待主的僕人
[00:17:14.000 --> 00:17:16.000]  接待弟兄姊妹路過
[00:17:16.000 --> 00:17:19.000]  你就是接待了主
[00:17:19.000 --> 00:17:22.000]  在《創世紀》裡頭記載
[00:17:22.000 --> 00:17:26.000]  亞伯拉罕因為接待了過路的人
[00:17:26.000 --> 00:17:28.000]  有三個他不認識的人
[00:17:28.000 --> 00:17:30.000]  經過他的帳篷
[00:17:30.000 --> 00:17:32.000]  他就請他們停下來
[00:17:32.000 --> 00:17:35.000]  給他們準備飯食
[00:17:35.000 --> 00:17:37.000]  接待他們
[00:17:37.000 --> 00:17:39.000]  後來就知道
[00:17:39.000 --> 00:17:41.000]  這三個陌生人中間
[00:17:41.000 --> 00:17:43.000]  他們是天使
[00:17:43.000 --> 00:17:47.000]  其中有一位是耶和華
[00:17:47.000 --> 00:17:52.000]  神的來到他們中間
[00:17:52.000 --> 00:17:54.000]  不知不覺他也不知道
[00:17:54.000 --> 00:17:55.000]  他就因為有一個
[00:17:55.000 --> 00:17:57.000]  接待客旅的心
[00:17:57.000 --> 00:18:00.000]  就蒙了大的福
[00:18:00.000 --> 00:18:04.000]  所以今天我們各地都有旅館
[00:18:04.000 --> 00:18:05.000]  就是在公路上
[00:18:05.000 --> 00:18:06.000]  也有很多小的旅館
[00:18:06.000 --> 00:18:08.000]  你都可以找地方住
[00:18:08.000 --> 00:18:12.000]  但當時的話是比較困難的
[00:18:12.000 --> 00:18:15.000]  但是在原則上都一樣的
[00:18:15.000 --> 00:18:19.000]  接待就是對別人關心
[00:18:19.000 --> 00:18:21.000]  不一定你要接待他家裡住
[00:18:21.000 --> 00:18:23.000]  但是你他有什麼困難
[00:18:23.000 --> 00:18:25.000]  你能關心他的話
[00:18:25.000 --> 00:18:28.000]  你就相當於你是接待了他
[00:18:28.000 --> 00:18:30.000]  幫助他 為他禱告
[00:18:30.000 --> 00:18:32.000]  這就是弟兄姊妹
[00:18:32.000 --> 00:18:37.000]  彼此關心的一個原則
[00:18:37.000 --> 00:18:39.000]  下面有提到說
[00:18:39.000 --> 00:18:42.000]  我們要紀念被捆綁的人
[00:18:42.000 --> 00:18:45.000]  好像與他們同受捆綁
[00:18:45.000 --> 00:18:47.000]  就是說你要紀念那些
[00:18:47.000 --> 00:18:50.000]  因若信仰而受到逼迫
[00:18:50.000 --> 00:18:53.000]  受到苦害的人
[00:18:53.000 --> 00:18:55.000]  當時的基督徒
[00:18:55.000 --> 00:18:59.000]  受到羅馬政權的逼迫
[00:18:59.000 --> 00:19:01.000]  我們看到第十一章的話
[00:19:01.000 --> 00:19:04.000]  就是有一些人家產被充公了
[00:19:04.000 --> 00:19:07.000]  有一些人被處死了
[00:19:07.000 --> 00:19:12.000]  被刑罰或者是被戲弄
[00:19:12.000 --> 00:19:17.000]  被關起來監禁
[00:19:17.000 --> 00:19:20.000]  走到好像無家可歸
[00:19:20.000 --> 00:19:24.000]  當時有這種很厲害的情形
[00:19:24.000 --> 00:19:26.000]  所以在第十一章說
[00:19:26.000 --> 00:19:29.000]  這些人漂流無定
[00:19:29.000 --> 00:19:33.000]  本是世界上不配有的人
[00:19:33.000 --> 00:19:37.000]  世界容納不下他們
