
[00:00:00.000 --> 00:00:04.800]  弟子們,接續著上三日,過去的三日
[00:01:22.800 --> 00:01:25.000]  這裡是最初幾天前
[00:01:25.000 --> 00:01:30.200]  保羅拿著文件很厲害地去大馬士革的時候
[00:01:30.200 --> 00:01:32.800]  忽然之間,嘩!有光
[00:01:32.800 --> 00:01:34.600]  照著,快要近大馬式
[00:01:34.600 --> 00:01:36.400]  可能在趕路,比較晚了
[00:01:36.400 --> 00:01:37.400]  所以光特別光
[00:01:37.400 --> 00:01:41.800]  嘩!接著主說
[00:01:41.800 --> 00:01:43.800]  「Sir,你是哪位?」
[00:01:43.800 --> 00:01:45.400]  「我就是你背後的耶穌」
[00:01:45.400 --> 00:01:47.400]  「然後你現在起身」
[00:01:47.400 --> 00:01:49.600]  「不要躺在地上,不要伏在地上」
[00:01:49.600 --> 00:01:51.400]  「起身,入聖」
[00:01:51.400 --> 00:01:53.200]  「有什麼發生我會告訴你」
[00:01:53.200 --> 00:01:56.400]  於是那些人就牽著他入了聖
[00:01:56.400 --> 00:01:58.400]  他入了聖做什麼呢?
[00:01:58.400 --> 00:02:00.800]  他看不到東西
[00:02:00.800 --> 00:02:03.200]  瞎了,暫時瞎了
[00:02:03.200 --> 00:02:04.400]  可能太忙了
[00:02:04.400 --> 00:02:06.600]  竟不能看見是神令他看不到的
[00:02:06.600 --> 00:02:09.200]  那些人就拉著他的手進去了
[00:02:09.200 --> 00:02:10.800]  那他之後做什麼呢?
[00:02:10.800 --> 00:02:15.600]  他三日不能看見,也不吃,也不喝
[00:02:15.600 --> 00:02:17.800]  「哎呀!好害怕啊!不准他記」
[00:02:17.800 --> 00:02:18.800]  不是
[00:02:18.800 --> 00:02:21.000]  其實他是嘩!有大光照我
[00:02:21.000 --> 00:02:23.800]  然後說「Sir,你是哪位?」
[00:02:23.800 --> 00:02:25.600]  「我就是你背後的耶穌」
[00:02:25.600 --> 00:02:30.000]  「啊!糟了!以前原來錯得那麼厲害」
[00:02:30.000 --> 00:02:33.200]  「哎呀!我還喜悅這個試題犯被害」
[00:02:33.200 --> 00:02:34.600]  「哎呀!我也有份殺他」
[00:02:34.600 --> 00:02:35.600]  其實是間接
[00:02:35.600 --> 00:02:37.400]  不過聰明人就出口
[00:02:37.400 --> 00:02:38.600]  笨人就出手
[00:02:38.600 --> 00:02:39.800]  聰明人就看衣服
[00:02:39.800 --> 00:02:41.200]  笨人就扔石
[00:02:41.200 --> 00:02:45.200]  「哎呀!糟了!我做了那麼多這麼差的事」
[00:02:45.200 --> 00:02:49.200]  「原來主耶穌是真實的,怎麼辦?」
[00:02:49.200 --> 00:02:52.400]  那他看不見那三日裡面最好做什麼呢?
[00:02:52.400 --> 00:02:53.800]  也不吃,也不喝
[00:02:53.800 --> 00:02:56.200]  其實他就在祈禱
[00:02:56.200 --> 00:02:57.800]  因為剛才他說
[00:02:57.800 --> 00:03:01.200]  主耶穌叫阿拿利亞去找素羅
[00:03:01.200 --> 00:03:04.000]  他正在禱告
[00:03:04.000 --> 00:03:10.400]  因此素羅進城裡面有三日三夜禁食祈禱
[00:03:10.400 --> 00:03:11.800]  這個要學了
[00:03:11.800 --> 00:03:14.000]  三日三夜禁食禱告
[00:03:14.000 --> 00:03:16.000]  不吃不喝
[00:03:16.000 --> 00:03:17.400]  三日
[00:03:17.400 --> 00:03:20.000]  阿拿利亞就去了
[00:03:20.000 --> 00:03:23.400]  進入那家把手案在素羅身上
[00:03:23.400 --> 00:03:25.600]  阿拿利亞聽到
[00:03:25.600 --> 00:03:27.200]  主耶穌淒他
[00:03:27.200 --> 00:03:28.000]  他真的起身了
[00:03:28.000 --> 00:03:28.600]  不過他說
[00:03:28.600 --> 00:03:32.400]  「主啊!我聽到祂殺害很多刁婆」
[00:03:32.400 --> 00:03:34.000]  「令人多多受苦」
[00:03:34.000 --> 00:03:35.800]  「是不是真的可以?」
[00:03:35.800 --> 00:03:37.600]  這個心裡面想問一個問題
[00:03:37.600 --> 00:03:40.800]  主說「你儘管去吧!去!去!」
[00:03:40.800 --> 00:03:43.600]  「是我揀選的器皿來的」
[00:03:43.600 --> 00:03:46.400]  「我會指示的,你去就可以了」
[00:03:46.400 --> 00:03:48.200]  「我去探望祂吧」
[00:03:48.200 --> 00:03:50.400]  阿拿利亞就去
[00:03:50.400 --> 00:03:52.400]  「就」這個字要紅色
[00:03:52.400 --> 00:03:53.600]  為什麼呢?阿拿利亞好聽話
[00:03:53.600 --> 00:03:55.200]  阿拿利亞真是好東西
[00:03:55.200 --> 00:03:56.200]  好聽話
[00:03:56.200 --> 00:04:00.000]  「去」這個字其實是but或者then
[00:04:00.000 --> 00:04:01.800]  阿拿利亞就去
[00:04:01.800 --> 00:04:04.000]  希臘文是the,de
[00:04:04.000 --> 00:04:05.000]  de這個字
[00:04:05.000 --> 00:04:07.800]  英文就是but或者then
[00:04:07.800 --> 00:04:09.000]  就去了
[00:04:09.000 --> 00:04:10.000]  之後
[00:04:10.000 --> 00:04:12.400]  阿拿利亞聽到「去」就起身去
[00:04:12.400 --> 00:04:15.600]  進入那家把手案在素羅身上
[00:04:15.600 --> 00:04:18.400]  因為他在意象裡面是看到自己進來屋
[00:04:18.400 --> 00:04:20.600]  是案在素羅身上的
[00:04:20.600 --> 00:04:22.600]  他就照樣進去
[00:04:22.600 --> 00:04:25.000]  把手案在素羅身上
[00:04:25.000 --> 00:04:27.200]  案手表示什麼呢?
[00:04:27.200 --> 00:04:28.400]  聯合
[00:04:28.400 --> 00:04:31.000]  「你是我自己人來的」
[00:04:31.000 --> 00:04:32.400]  說這句話
[00:04:32.400 --> 00:04:34.600]  「兄弟素羅」
[00:04:34.600 --> 00:04:37.200]  這個就是我今天的主題
[00:04:37.200 --> 00:04:40.200]  他叫素羅做「兄弟」
[00:04:40.200 --> 00:04:41.600]  「兄弟素羅」
[00:04:41.600 --> 00:04:43.200]  嘩!真是好東西
[00:04:43.200 --> 00:04:45.400]  阿拿利亞真是好東西
[00:04:45.400 --> 00:04:47.600]  「兄弟」呢
[00:04:47.600 --> 00:04:48.600]  「Are their voice」
[00:04:48.600 --> 00:04:50.000]  「Are their voice」呢
[00:04:50.000 --> 00:04:52.600]  是包兄包弟的意思
[00:04:52.600 --> 00:04:54.000]  真是兄弟
[00:04:54.000 --> 00:04:56.200]  在家裡包兄包弟
[00:04:56.200 --> 00:04:59.000]  你和他同姓嗎?同在家裡嗎?
[00:04:59.000 --> 00:05:02.200]  不過現在主內一家兄弟
[00:05:02.200 --> 00:05:04.000]  這樣就「兄弟」
[00:05:04.000 --> 00:05:06.000]  「素羅兄弟」
[00:05:06.000 --> 00:05:07.800]  「我的兄弟素羅」
[00:05:07.800 --> 00:05:08.600]  即是說
[00:05:08.600 --> 00:05:12.000]  「素羅,我是主耶穌派我來」
[00:05:12.000 --> 00:05:14.800]  「我們知道你是真心信主」
[00:05:14.800 --> 00:05:18.000]  「我們現在已經是兄弟一樣」
[00:05:18.000 --> 00:05:19.600]  他一進來就沒有盤子
[00:05:19.600 --> 00:05:21.800]  「喂!素羅你真的假?」
[00:05:21.800 --> 00:05:23.000]  「你不要臥底」
[00:05:23.000 --> 00:05:24.400]  「我都猜到你了」
[00:05:24.400 --> 00:05:27.000]  「你不要以為我們不知道」
[00:05:27.000 --> 00:05:29.000]  「你在耶路撒冷做了那麼多事」
[00:05:29.000 --> 00:05:31.600]  「我們這個最尊敬的執事之一」
[00:05:31.600 --> 00:05:33.800]  「史提反都被你害死」
[00:05:33.800 --> 00:05:34.800]  「你現在拿文件來」
[00:05:34.800 --> 00:05:35.800]  「你是不是很了不起」
[00:05:35.800 --> 00:05:37.400]  「大家看不到東西了」
[00:05:37.400 --> 00:05:38.400]  即是說
[00:05:38.400 --> 00:05:41.000]  「走錯路了」
[00:05:41.000 --> 00:05:42.800]  「你錯了」
[00:05:42.800 --> 00:05:45.000]  現在他不是
[00:05:45.000 --> 00:05:46.600]  他沒有這個隔閡
[00:05:46.600 --> 00:05:47.800]  他一進來就知道
[00:05:47.800 --> 00:05:49.800]  主已經接受了他
[00:05:49.800 --> 00:05:51.000]  所以他一叫
[00:05:51.000 --> 00:05:52.600]  就是主的心意
[00:05:52.600 --> 00:05:54.000]  一樣的看法
[00:05:54.000 --> 00:05:55.400]  和主耶穌一樣的看法
[00:05:55.400 --> 00:05:57.000]  是屬於自己人
[00:05:57.000 --> 00:05:59.400]  「兄弟素羅」
[00:05:59.400 --> 00:06:01.400]  「Are the voice」
[00:06:01.400 --> 00:06:03.200]  「在你來的路上」
[00:06:03.200 --> 00:06:06.000]  「向你顯現的主耶穌」
[00:06:06.000 --> 00:06:07.200]  「就是耶穌」
[00:06:07.200 --> 00:06:09.000]  「打發我來」
[00:06:09.000 --> 00:06:09.800]  「叫你能看見」
[00:06:09.800 --> 00:06:11.400]  「有被使人充滿」
[00:06:11.400 --> 00:06:13.600]  你留意一件事情
[00:06:13.600 --> 00:06:15.600]  「兄弟素羅」
[00:06:15.600 --> 00:06:18.600]  「你來緊大馬士革的時候」
[00:06:18.600 --> 00:06:21.400]  「向你顯現的主」
[00:06:21.400 --> 00:06:23.400]  「就是耶穌」
[00:06:23.400 --> 00:06:24.200]  這個「就是」
[00:06:24.200 --> 00:06:25.200]  你見到藍色字
[00:06:25.200 --> 00:06:27.400]  即是說希利文是沒有的
[00:06:27.400 --> 00:06:30.400]  應該是連這個「撇」都沒有的
[00:06:30.400 --> 00:06:32.000]  「就是在你來的路上」
[00:06:32.000 --> 00:06:35.200]  「向你顯現的主耶穌」
[00:06:35.200 --> 00:06:37.400]  「打發我來」
[00:06:37.400 --> 00:06:39.200]  不是向你顯現的主
[00:06:39.200 --> 00:06:40.400]  你不知道是誰呢
[00:06:40.400 --> 00:06:42.200]  你還要問「Sir」
[00:06:42.200 --> 00:06:43.400]  你是誰呢
[00:06:43.400 --> 00:06:44.400]  不是的
[00:06:44.400 --> 00:06:45.600]  它只是說
[00:06:45.600 --> 00:06:46.800]  「在你路上」
[00:06:46.800 --> 00:06:50.400]  「向你顯現的主耶穌」
[00:06:50.400 --> 00:06:51.400]  「就是耶穌」是沒有的
[00:06:51.400 --> 00:06:52.600]  「就是」的字
[00:06:52.600 --> 00:06:53.800]  「在你路上」
[00:06:53.800 --> 00:06:55.400]  「向你顯現的主耶穌」
[00:06:55.400 --> 00:06:58.400]  「是打發我來」
[00:06:58.400 --> 00:06:59.800]  「打發我來」是有事做的
[00:06:59.800 --> 00:07:01.400]  就是「叫你能看見」
[00:07:01.400 --> 00:07:03.600]  「有被使人充滿」
[00:07:03.600 --> 00:07:06.800]  所以大家特別留意「打發」這個字
[00:07:06.800 --> 00:07:08.200]  「打發」
[00:07:08.200 --> 00:07:11.600]  「Apostle」
[00:07:11.600 --> 00:07:13.400]  大家會認識英文這個字
[00:07:13.400 --> 00:07:16.800]  「使徒」叫什麼呢
[00:07:16.800 --> 00:07:19.600]  「Apostle」
[00:07:19.600 --> 00:07:21.200]  有沒有發覺這個字是一樣的
[00:07:21.200 --> 00:07:23.800]  「Apostle」
[00:07:23.800 --> 00:07:26.000]  其實「Apostle」的意思就是
[00:07:26.000 --> 00:07:30.400]  英文就是「被差遣者」
[00:07:30.400 --> 00:07:31.400]  「被差遣者」
[00:07:31.400 --> 00:07:32.600]  「使徒」的意思就是
[00:07:32.600 --> 00:07:34.200]  「被差遣者」
[00:07:34.200 --> 00:07:37.400]  有一個任務給這個門徒
[00:07:37.400 --> 00:07:40.200]  他被差遣出去做一些事情
[00:07:40.200 --> 00:07:41.400]  我們將他稱為
[00:07:41.400 --> 00:07:42.600]  中文叫「使徒」
[00:07:42.600 --> 00:07:43.600]  是一個「Apostle」
[00:07:43.600 --> 00:07:46.000]  是一個特別的「位分」
[00:07:46.000 --> 00:07:48.000]  特別的「職分」
[00:07:48.000 --> 00:07:51.000]  其實就是「被打發者」
[00:07:51.000 --> 00:07:53.200]  「打發」「Apostle」
[00:07:53.200 --> 00:07:54.200]  就是「差遣我」
[00:07:54.200 --> 00:07:55.600]  因此
[00:07:55.600 --> 00:07:57.600]  如果嚴格地說
[00:07:57.600 --> 00:07:59.200]  或者不是嚴格
[00:07:59.200 --> 00:08:01.800]  或者用這個字義來說
[00:08:01.800 --> 00:08:05.200]  講寬一點
[00:08:05.200 --> 00:08:07.800]  所有被差遣的人
[00:08:07.800 --> 00:08:09.800]  都是「Apostle」
[00:08:09.800 --> 00:08:11.400]  都是被差遣
[00:08:11.400 --> 00:08:13.800]  用這個希臘文的字是一樣的
[00:08:13.800 --> 00:08:15.800]  起碼是一樣的字根
[00:08:15.800 --> 00:08:17.800]  都是被差遣者
[00:08:17.800 --> 00:08:20.400]  阿娜尼亞是不是「使徒」
[00:08:20.400 --> 00:08:22.400]  如果她用這個字也算是
[00:08:22.400 --> 00:08:26.400]  是被打發出去找數羅那個人
[00:08:26.400 --> 00:08:28.800]  而由於數羅正正式式
[00:08:28.800 --> 00:08:30.200]  是被他帶領了之後
[00:08:30.200 --> 00:08:32.200]  他做了很多事情
[00:08:32.200 --> 00:08:35.400]  以後整個基督教歷史改寫了
[00:08:35.400 --> 00:08:37.800]  都是阿娜尼亞這個
[00:08:37.800 --> 00:08:42.600]  不見經傳的大馬士革
[00:08:42.600 --> 00:08:45.000]  基督徒所引領出來的
[00:08:45.000 --> 00:08:46.400]  這麼厲害的
[00:08:46.400 --> 00:08:49.400]  就是好像一個「使徒」
[00:08:49.400 --> 00:08:50.600]  其實很多人都是這樣
[00:08:50.600 --> 00:08:52.200]  今天你也可能是一個「使徒」
[00:08:52.200 --> 00:08:55.000]  就是你帶領了哪個人信主之後
[00:08:55.000 --> 00:08:57.600]  他帶領了全家人信主
[00:08:57.600 --> 00:08:58.800]  是嗎?我不知道
[00:08:58.800 --> 00:09:00.400]  因為他都沒有來我那間教會
[00:09:00.400 --> 00:09:02.000]  他原來去了另一間教會
[00:09:02.000 --> 00:09:03.600]  然後很大發熱心
[00:09:03.600 --> 00:09:05.200]  帶領了全家人信主
[00:09:05.200 --> 00:09:07.200]  現在還在教主去學
[00:09:07.200 --> 00:09:09.600]  嘩!你不知道的
[00:09:09.600 --> 00:09:12.200]  因為主打發差遣你
[00:09:12.200 --> 00:09:13.400]  打發即是差遣
[00:09:13.400 --> 00:09:15.000]  Apostle
[00:09:15.000 --> 00:09:16.000]  差遣你
[00:09:16.000 --> 00:09:17.600]  你都成為一個「使徒」
[00:09:17.600 --> 00:09:19.000]  那不是只有十二使徒嗎?
[00:09:19.000 --> 00:09:20.800]  不是,有很多的
[00:09:20.800 --> 00:09:23.000]  主差遣他
[00:09:23.000 --> 00:09:24.000]  差遣我來
[00:09:24.000 --> 00:09:26.000]  是要叫你能看見
[00:09:26.000 --> 00:09:28.000]  所以主是會差遣你
[00:09:28.000 --> 00:09:30.000]  去令到別人看見
[00:09:30.000 --> 00:09:32.200]  而且又被聖靈充滿
[00:09:32.200 --> 00:09:34.800]  不是我按手將聖靈過給他
[00:09:34.800 --> 00:09:36.400]  而是我帶他信主
[00:09:36.400 --> 00:09:39.000]  令他看見福音
[00:09:39.000 --> 00:09:41.000]  又知道聖靈的工作
[00:09:41.000 --> 00:09:44.000]  然後他將自己委身在聖靈那裡
[00:09:44.000 --> 00:09:45.000]  信服聖靈
[00:09:45.000 --> 00:09:47.200]  他被聖靈充滿
[00:09:47.200 --> 00:09:50.200]  是主打發我來的
[00:09:50.200 --> 00:09:52.000]  多好!就是這樣
[00:09:52.000 --> 00:09:54.200]  他帶領了掃羅
[00:09:54.200 --> 00:09:56.000]  在路上遇見你
[00:09:56.000 --> 00:09:59.800]  顯現那個主耶穌打發我來
[00:09:59.800 --> 00:10:01.000]  因此由於他打發我來
[00:10:01.000 --> 00:10:03.000]  我知道你是已經真心信主
[00:10:03.000 --> 00:10:04.000]  等候他的
[00:10:04.000 --> 00:10:06.000]  所以兄弟掃羅
[00:10:06.000 --> 00:10:08.000]  他沒有懷疑他
[00:10:08.000 --> 00:10:10.000]  他自然叫兄弟掃羅
[00:10:10.000 --> 00:10:13.000]  哇!亞勒利亞真是厲害
[00:10:13.000 --> 00:10:15.000]  有時我再讀這篇經文
[00:10:15.000 --> 00:10:17.000]  向大家特別推薦亞勒利亞
[00:10:17.000 --> 00:10:19.000]  他那個等候的心
[00:10:19.000 --> 00:10:20.000]  敬憐的心
[00:10:20.000 --> 00:10:22.000]  被差遣的心
[00:10:22.000 --> 00:10:24.000]  對主尊敬的心
[00:10:24.000 --> 00:10:26.000]  和叫他馬上去的心
[00:10:26.000 --> 00:10:29.000]  而且是信服跟了
[00:10:29.000 --> 00:10:33.000]  知道掃羅已經真心跟隨主
[00:10:33.000 --> 00:10:35.000]  他就兄弟掃羅
[00:10:35.000 --> 00:10:37.000]  哇!而且亞勒利亞原來很厲害
[00:10:37.000 --> 00:10:39.000]  講說話厲不厲害
[00:10:39.000 --> 00:10:42.000]  一句就已經講完要講的東西了
[00:10:42.000 --> 00:10:43.000]  兄弟掃羅
[00:10:43.000 --> 00:10:44.000]  你來路上
[00:10:44.000 --> 00:10:46.000]  向你顯現的主耶穌打發我來
[00:10:46.000 --> 00:10:48.000]  叫你看到
[00:10:48.000 --> 00:10:50.000]  又被聖靈充滿
[00:10:50.000 --> 00:10:53.000]  於是掃羅的眼睛上面
[00:10:53.000 --> 00:10:55.000]  好像有鱗片這樣掉下來
[00:10:55.000 --> 00:10:57.000]  本來有些東西遮住
[00:10:57.000 --> 00:10:59.000]  但是能夠看到
[00:10:59.000 --> 00:11:01.000]  於是他就受洗
[00:11:01.000 --> 00:11:02.000]  那誰讓他受洗呢?
[00:11:02.000 --> 00:11:05.000]  亞勒利亞為掃羅受洗
[00:11:05.000 --> 00:11:08.000]  哇!亞勒利亞真是有福氣了
[00:11:08.000 --> 00:11:11.000]  他吃過飯就健壯了
[00:11:11.000 --> 00:11:13.000]  三天沒有吃飯
[00:11:13.000 --> 00:11:14.000]  手軟腳軟
[00:11:14.000 --> 00:11:16.000]  禁食禱告
[00:11:16.000 --> 00:11:17.000]  就為他洗禮
[00:11:17.000 --> 00:11:18.000]  洗完禮
[00:11:18.000 --> 00:11:21.000]  這是浸禮還是什麼呢?
[00:11:21.000 --> 00:11:23.000]  不知道
[00:11:23.000 --> 00:11:26.000]  因為可能未必有河流去浸禮
[00:11:26.000 --> 00:11:27.000]  可能是沙水也不一定
[00:11:27.000 --> 00:11:28.000]  不知道
[00:11:28.000 --> 00:11:31.000]  總之是為他洗了禮
[00:11:31.000 --> 00:11:34.000]  然後掃羅就明白了
[00:11:34.000 --> 00:11:38.000]  吃飯就健壯了
[00:11:38.000 --> 00:11:40.000]  今天的金句就是
[00:11:40.000 --> 00:11:42.000]  亞勒利亞一聽到
[00:11:42.000 --> 00:11:45.000]  原來主有心意
[00:11:45.000 --> 00:11:47.000]  好,就去
[00:11:47.000 --> 00:11:49.000]  一叫他就去
[00:11:49.000 --> 00:11:50.000]  而且他講得很厲害
[00:11:50.000 --> 00:11:51.000]  他接受了
[00:11:51.000 --> 00:11:52.000]  兄弟掃羅
[00:11:52.000 --> 00:11:54.000]  不是募奸盜掃羅
[00:11:54.000 --> 00:11:56.000]  不要欺騙我
[00:11:56.000 --> 00:11:58.000]  兄弟掃羅
[00:11:58.000 --> 00:12:01.000]  向你顯現的主耶穌
[00:12:01.000 --> 00:12:02.000]  打發我們
[00:12:02.000 --> 00:12:03.000]  叫你看到
[00:12:03.000 --> 00:12:04.000]  又被聖靈充滿
[00:12:04.000 --> 00:12:06.000]  主打發他
[00:12:06.000 --> 00:12:09.000]  你也會是一個使徒
[00:12:09.000 --> 00:12:12.000]  因為主打發你去做一些事
[00:12:12.000 --> 00:12:14.000]  你把它做好就是了
[00:12:14.000 --> 00:12:16.000]  我們一起禱告吧
[00:12:16.000 --> 00:12:18.000]  求主幫助我們
[00:12:18.000 --> 00:12:20.000]  讓我們可以
[00:12:20.000 --> 00:12:23.000]  更多地學習亞勒利亞
[00:12:23.000 --> 00:12:25.000]  讓我們的耳朵
[00:12:25.000 --> 00:12:28.000]  時時都豎起聽你的聲音
[00:12:28.000 --> 00:12:29.000]  你對我們說
[00:12:29.000 --> 00:12:30.000]  我們馬上就說
[00:12:30.000 --> 00:12:31.000]  我在這裡
[00:12:31.000 --> 00:12:32.000]  叫我做的事
[00:12:32.000 --> 00:12:33.000]  縱使有疑問
[00:12:33.000 --> 00:12:34.000]  我都會和你問
[00:12:34.000 --> 00:12:36.000]  不過你既然講得出
[00:12:36.000 --> 00:12:38.000]  我就會跟著去做
[00:12:38.000 --> 00:12:39.000]  他就預備好
[00:12:39.000 --> 00:12:42.000]  去講最合適的說話
[00:12:42.000 --> 00:12:44.000]  相信都是聖靈感動他的
[00:12:44.000 --> 00:12:45.000]  兄弟掃羅
[00:12:45.000 --> 00:12:47.000]  得罪了弟兄
[00:12:47.000 --> 00:12:49.000]  然後就帶了他
[00:12:49.000 --> 00:12:50.000]  正式的洗禮
[00:12:50.000 --> 00:12:53.000]  開始眼睛進一步看見
[00:12:53.000 --> 00:12:56.000]  知道真是主耶穌
[00:12:56.000 --> 00:12:57.000]  讚美主
[00:12:57.000 --> 00:12:58.000]  求祢幫助我們
[00:12:58.000 --> 00:13:01.000]  有祂這樣的馴服與智慧
[00:13:01.000 --> 00:13:02.000]  祝福我們
[00:13:02.000 --> 00:13:03.000]  主我們見到掃羅
[00:13:03.000 --> 00:13:05.000]  他都很好
[00:13:05.000 --> 00:13:07.000]  當他知道自己走錯路的時候
[00:13:07.000 --> 00:13:08.000]  他不敢再怠慢
[00:13:08.000 --> 00:13:10.000]  他就禁食禱告三日
[00:13:10.000 --> 00:13:12.000]  等候主
[00:13:12.000 --> 00:13:14.000]  見到主有恩惠憐憫
[00:13:14.000 --> 00:13:16.000]  臨到他的身上
[00:13:16.000 --> 00:13:17.000]  求主祝福
[00:13:17.000 --> 00:13:19.000]  讓我們看到這兩個人
[00:13:19.000 --> 00:13:21.000]  都是蒙大恩
[00:13:21.000 --> 00:13:24.000]  而且是被上帝大大使用的人
[00:13:24.000 --> 00:13:25.000]  是因為他們信服
[00:13:25.000 --> 00:13:26.000]  他們等候
[00:13:26.000 --> 00:13:29.000]  因為他們照著主的話去作供
[00:13:29.000 --> 00:13:31.000]  求主聽我們祈禱
[00:13:31.000 --> 00:13:33.000]  讓我們都有這樣的信服
[00:13:33.000 --> 00:13:34.000]  誰聽禱告
[00:13:34.000 --> 00:13:36.000]  奉靠耶穌基督的名字
[00:13:36.000 --> 00:13:37.000]  阿門
