
[00:00:00.000 --> 00:00:04.020]  經文第一章第八節 主神說
[00:03:54.800 --> 00:03:56.900]  是關於耶穌基督
[00:03:56.900 --> 00:03:58.300]  祂說祂是什麼呢
[00:03:58.300 --> 00:04:01.500]  一章十七節是啟示錄的第一章十七節
[00:04:01.500 --> 00:04:04.000]  就是形容祂是首先的 末後的
[00:04:04.000 --> 00:04:05.600]  整節經文是怎麼樣的呢
[00:04:05.600 --> 00:04:07.000]  其實我給了大家的
[00:04:07.000 --> 00:04:10.300]  在這個副頁裡面印的表的上面那裡
[00:04:10.300 --> 00:04:13.000]  是有啟示錄一章第十七節的經文
[00:04:13.000 --> 00:04:15.800]  看得到嗎 因為要不然很難的
[00:04:15.800 --> 00:04:18.800]  我一直講 講完一輪
[00:04:18.800 --> 00:04:21.100]  是的 但是那個經文怎麼說呢
[00:04:21.100 --> 00:04:23.100]  我讀給大家聽
[00:04:23.100 --> 00:04:28.200]  「我看見了他 就撲倒在他腳前像死人一樣
[00:04:28.200 --> 00:04:30.800]  他用右手按著我說」
[00:04:30.800 --> 00:04:32.500]  這個「他」是誰來的呢
[00:04:32.500 --> 00:04:36.500]  「不要怕 我是首先的 是末後的」
[00:04:36.500 --> 00:04:40.500]  這個就說「不要怕 我是首先的 末後的」
[00:04:40.500 --> 00:04:42.100]  說這個話的人
[00:04:42.100 --> 00:04:45.100]  看回這個經文一章十七節的上文下理
[00:04:45.100 --> 00:04:47.400]  我們知道就是耶穌基督
[00:04:47.400 --> 00:04:48.700]  所以這個表列了出來
[00:04:48.700 --> 00:04:51.600]  大家是很容易一目了然的
[00:04:51.600 --> 00:04:53.800]  就是一章第八節是形容神
[00:04:53.800 --> 00:04:56.300]  就是「我是Alpha 是Omega」
[00:04:56.300 --> 00:04:59.700]  但是形容耶穌基督在一個啟示錄一章十七節
[00:04:59.700 --> 00:05:02.300]  祂說「我是首先的 末後的」
[00:05:02.300 --> 00:05:04.600]  好了 到了第二十一章第六節
[00:05:04.600 --> 00:05:06.900]  去到啟示錄尾二那一章
[00:05:06.900 --> 00:05:08.900]  那裡就是形容神的
[00:05:08.900 --> 00:05:10.200]  形容神又怎麼說呢
[00:05:10.200 --> 00:05:12.900]  又是形容說「我是Alpha 是Omega」
[00:05:12.900 --> 00:05:14.200]  是consistent的
[00:05:14.200 --> 00:05:17.300]  就是一貫的 貫徹的
[00:05:17.300 --> 00:05:18.900]  但是又加多了一些料
[00:05:18.900 --> 00:05:20.000]  加多了什麼料呢
[00:05:20.000 --> 00:05:22.000]  「我是初 我是終」
[00:05:22.000 --> 00:05:24.700]  「我是最初 我是那個終結」
[00:05:24.700 --> 00:05:27.300]  那整句聖經是怎麼樣的呢
[00:05:27.300 --> 00:05:28.600]  我又給了大家的
[00:05:28.600 --> 00:05:29.800]  看下去整句聖經
[00:05:29.800 --> 00:05:32.800]  「祂又對我說 成了
[00:05:32.800 --> 00:05:35.600]  我是阿拉伯 我是俄門亞
[00:05:35.600 --> 00:05:38.800]  我是開始 我是終結
[00:05:38.800 --> 00:05:44.800]  我要把生命的泉水白白賜給那口渴的人渴
[00:05:44.800 --> 00:05:46.500]  祂又對我說 成了」
[00:05:46.500 --> 00:05:48.800]  「成了」這句話
[00:05:48.800 --> 00:05:52.400]  就是耶穌在十字架上說的「成了」
[00:05:52.400 --> 00:05:53.500]  那裡的「成了」
[00:05:53.500 --> 00:05:56.000]  耶穌說是成就了救恩
[00:05:56.000 --> 00:05:58.400]  不是說世界大局成了
[00:05:58.400 --> 00:05:59.100]  不是那件事
[00:05:59.100 --> 00:06:00.100]  但是這裡
[00:06:00.100 --> 00:06:01.500]  當天父神說
[00:06:01.500 --> 00:06:04.000]  就是「成了 一切都完成了」
[00:06:04.000 --> 00:06:06.200]  去到啟示錄尾二那一章
[00:06:06.200 --> 00:06:09.900]  就是說整件事已經成就了
[00:06:09.900 --> 00:06:10.600]  就是怎麼樣呢
[00:06:10.600 --> 00:06:12.200]  就是又再一次形容了
[00:06:12.200 --> 00:06:14.500]  「我就是阿拉伯 我就是俄門亞
[00:06:14.500 --> 00:06:15.800]  我是Alpha Omega」
[00:06:15.800 --> 00:06:17.000]  所以跟一章第八節
[00:06:17.000 --> 00:06:18.000]  Consistent的
[00:06:18.000 --> 00:06:19.900]  神在第一章第八節
[00:06:19.900 --> 00:06:21.300]  在啟示錄二十一章第六節
[00:06:21.300 --> 00:06:23.900]  都說自己是阿拉伯 是俄門亞
[00:06:23.900 --> 00:06:25.800]  但是祂加多了一樣東西給我們知道
[00:06:25.800 --> 00:06:27.300]  「我是初 我是終」
[00:06:27.300 --> 00:06:29.100]  其實都是一樣的意思
[00:06:29.100 --> 00:06:30.300]  最初 最終
[00:06:30.300 --> 00:06:31.700]  Alpha Omega
[00:06:31.700 --> 00:06:33.300]  我是色彩金座 幽冥座
[00:06:33.300 --> 00:06:34.200]  好了
[00:06:34.200 --> 00:06:36.400]  但是重要的地方
[00:06:36.400 --> 00:06:40.300]  就去到第二十二章第十三節
[00:06:40.300 --> 00:06:42.100]  第二十二章第十三節
[00:06:42.100 --> 00:06:43.800]  祂說什麼呢
[00:06:43.800 --> 00:06:45.400]  就是說耶穌基督
[00:06:45.400 --> 00:06:47.100]  說耶穌基督的時候
[00:06:47.100 --> 00:06:50.000]  祂說「我是阿拉伯 是俄門亞
[00:06:50.000 --> 00:06:52.300]  又是首先的 是末後的
[00:06:52.300 --> 00:06:54.200]  我是初 我是終」
[00:06:54.200 --> 00:06:56.400]  大家看到什麼呢
[00:06:56.400 --> 00:06:58.300]  一章十七節
[00:06:58.300 --> 00:07:00.900]  基督說自己是首先的 末後的
[00:07:00.900 --> 00:07:02.500]  對不對
[00:07:02.500 --> 00:07:05.300]  去到第二十二章第十三節
[00:07:05.300 --> 00:07:08.300]  基督又稱自己是首先的 末後的
[00:07:08.300 --> 00:07:09.600]  用這個稱呼的
[00:07:09.600 --> 00:07:11.000]  Consistent的
[00:07:11.000 --> 00:07:12.900]  但是你會不會留意到
[00:07:12.900 --> 00:07:15.300]  為什麼說到天父神的時候
[00:07:15.300 --> 00:07:18.300]  沒有提到祂是首先的 末後的
[00:07:18.300 --> 00:07:19.200]  為什麼沒有的
[00:07:19.200 --> 00:07:20.300]  是不是
[00:07:20.300 --> 00:07:21.800]  是沒有提的
[00:07:21.800 --> 00:07:23.800]  為什麼會這樣呢
[00:07:23.800 --> 00:07:27.900]  是不是天父不是首先 末後呢
[00:07:27.900 --> 00:07:29.600]  有原因的
[00:07:29.600 --> 00:07:31.700]  我們再看下面
[00:07:31.700 --> 00:07:33.800]  接著第二十一章的第六節
[00:07:33.800 --> 00:07:36.100]  是不是說神是初 是終
[00:07:36.100 --> 00:07:37.800]  但是原來耶穌基督
[00:07:37.800 --> 00:07:40.400]  也是稱為初 是終
[00:07:40.400 --> 00:07:42.200]  我們看回第二十二章十三節
[00:07:42.200 --> 00:07:43.300]  整句的經文是什麼
[00:07:43.300 --> 00:07:46.100]  「我是阿拉伯 我是俄門亞」
[00:07:46.100 --> 00:07:47.500]  我用讀的「亞」字
[00:07:47.500 --> 00:07:49.800]  「我是首先的 我是末後的」
[00:07:49.800 --> 00:07:51.600]  這個形容天父是沒有的
[00:07:51.600 --> 00:07:54.300]  接著「我是開始 我是終結」
[00:07:54.300 --> 00:07:55.800]  「我是始 我是終」
[00:07:55.800 --> 00:07:56.900]  換言之
[00:07:56.900 --> 00:07:58.600]  如果我們用這個表來看
[00:07:58.600 --> 00:07:59.900]  一目了然的
[00:07:59.900 --> 00:08:02.900]  就是說耶穌基督是有齊的
[00:08:02.900 --> 00:08:03.600]  是不是
[00:08:03.600 --> 00:08:06.900]  反而天父還少了一些東西
[00:08:06.900 --> 00:08:09.000]  耶穌基督是有齊的
[00:08:09.000 --> 00:08:12.000]  阿拉伯 俄門亞 首先的 末後的 初 終
[00:08:12.000 --> 00:08:13.100]  天父呢
[00:08:13.100 --> 00:08:15.700]  一章八節 阿拉伯 俄門亞
[00:08:15.700 --> 00:08:18.400]  沒有首先 末後的
[00:08:18.400 --> 00:08:19.600]  二十一章六節
[00:08:19.600 --> 00:08:21.800]  阿拉伯 俄門亞 有初 有終
[00:08:21.800 --> 00:08:23.600]  沒有首先 末後的
[00:08:23.600 --> 00:08:25.400]  為什麼會這樣呢
[00:08:25.400 --> 00:08:27.300]  原來有原因的
[00:08:27.300 --> 00:08:30.200]  正如我今天跟大家講的這篇信息
[00:08:30.200 --> 00:08:31.900]  我是倒轉來說的
[00:08:31.900 --> 00:08:33.800]  所以我們看E那一點
[00:08:33.800 --> 00:08:34.900]  ABCDE那一點
[00:08:34.900 --> 00:08:35.800]  看得到嗎
[00:08:35.800 --> 00:08:37.000]  就是這個表上面
[00:08:37.000 --> 00:08:38.300]  給大家副頁
[00:08:38.300 --> 00:08:39.600]  這裡沒有了
[00:08:39.600 --> 00:08:42.200]  因為有它在這裡也不要緊
[00:08:42.200 --> 00:08:45.900]  如果你看我給大家副頁的E那裡
[00:08:45.900 --> 00:08:48.300]  就是耶和華 神和主耶穌
[00:08:48.300 --> 00:08:51.000]  都是首先的 末後的
[00:08:51.000 --> 00:08:52.300]  大家看不看到這裡
[00:08:52.300 --> 00:08:53.900]  找回那個經文
[00:08:53.900 --> 00:08:56.600]  找回這個A5紙
[00:08:56.600 --> 00:08:57.700]  最後那部分
[00:08:57.700 --> 00:08:58.900]  表上面那裡
[00:08:58.900 --> 00:09:02.300]  寫著耶和華 神和主耶穌
[00:09:02.300 --> 00:09:04.800]  都是首先的 末後的
[00:09:04.800 --> 00:09:06.700]  如果從啟示錄
[00:09:06.700 --> 00:09:10.600]  耶和華 神沒有提到它是首先是末後的
[00:09:10.600 --> 00:09:12.600]  但是如果你看回在舊約裡面
[00:09:12.600 --> 00:09:14.400]  有三節的聖經
[00:09:14.400 --> 00:09:17.300]  在以塞瓦書第41章第4節
[00:09:17.300 --> 00:09:19.200]  第44章第6節
[00:09:19.200 --> 00:09:20.800]  第48章第12節
[00:09:20.800 --> 00:09:22.200]  大家找到那個經文嗎
[00:09:22.200 --> 00:09:22.800]  找到了嗎
[00:09:22.800 --> 00:09:24.500]  我列制給大家
[00:09:24.500 --> 00:09:27.200]  因為這樣才不用大家回去找
[00:09:27.200 --> 00:09:28.900]  如果只是給你經節
[00:09:28.900 --> 00:09:30.900]  十之其九你不會回去翻
[00:09:30.900 --> 00:09:33.200]  所以為了方便大家
[00:09:33.200 --> 00:09:35.100]  我們就列出所有經文給大家
[00:09:35.100 --> 00:09:37.000]  還有你回去慢慢可以喜歡
[00:09:37.000 --> 00:09:38.700]  從頭到尾看一下它
[00:09:38.700 --> 00:09:40.200]  日後你自己可以
[00:09:40.200 --> 00:09:42.300]  跟一個小組查經查這個題目
[00:09:42.300 --> 00:09:43.500]  給你所有材料
[00:09:43.500 --> 00:09:44.900]  你再做一些功夫
[00:09:44.900 --> 00:09:47.200]  自己又可以再加一些東西進去
[00:09:47.200 --> 00:09:49.200]  我們看看以塞瓦書第41章第4節
[00:09:49.200 --> 00:09:49.900]  它怎麼說
[00:09:49.900 --> 00:09:51.300]  誰造成這事
[00:09:51.300 --> 00:09:54.100]  從起初宣召歷代
[00:09:54.100 --> 00:09:55.700]  就是耶和華
[00:09:55.700 --> 00:09:59.300]  我是首先的也與末後的同在
[00:09:59.300 --> 00:10:00.700]  所以耶和華自己
[00:10:00.700 --> 00:10:03.000]  神自己宣告
[00:10:03.000 --> 00:10:05.000]  祂就是那個首先末後的
[00:10:05.000 --> 00:10:07.500]  所以雖然在啟示錄那裡沒有寫這個出來
[00:10:07.500 --> 00:10:09.300]  但是在舊約裡面
[00:10:09.300 --> 00:10:10.600]  祂已經宣告了這個
[00:10:10.600 --> 00:10:12.400]  祂自己是首先的末後的
[00:10:12.400 --> 00:10:15.000]  這樣的身份
[00:10:15.000 --> 00:10:17.100]  在以塞瓦書第44章第6節
[00:10:17.100 --> 00:10:18.800]  耶和華以色列的君王
[00:10:18.800 --> 00:10:20.800]  以色列的救贖主
[00:10:20.800 --> 00:10:22.100]  其實你想一下
[00:10:22.100 --> 00:10:22.900]  救贖主
[00:10:22.900 --> 00:10:24.100]  如果我今天問你
[00:10:24.100 --> 00:10:25.700]  基督教誰是救贖主
[00:10:25.700 --> 00:10:27.100]  你會怎麼回答我
[00:10:27.100 --> 00:10:29.800]  十之其九會說誰
[00:10:29.800 --> 00:10:31.200]  是耶穌基督
[00:10:31.200 --> 00:10:33.000]  但是原來在舊約裡面
[00:10:33.000 --> 00:10:34.000]  祂形容了
[00:10:34.000 --> 00:10:36.000]  就是以色列的救贖主
[00:10:36.000 --> 00:10:38.300]  是形容耶和華神的
[00:10:38.300 --> 00:10:39.600]  祂們的角色
[00:10:39.600 --> 00:10:41.400]  是同一個
[00:10:41.400 --> 00:10:42.900]  扮演同一個角色
[00:10:42.900 --> 00:10:45.600]  所以聖父、聖子、聖靈三位一體的神
[00:10:45.600 --> 00:10:47.000]  這個真理
[00:10:47.000 --> 00:10:48.600]  不是一節經文、兩節經文
[00:10:48.600 --> 00:10:49.600]  看得出來的
[00:10:49.600 --> 00:10:51.000]  是從整體的
[00:10:51.000 --> 00:10:52.900]  從舊約到新約來看的時候
[00:10:52.900 --> 00:10:54.000]  我們會發現到
[00:10:54.000 --> 00:10:56.100]  這個聖父、聖子、聖靈
[00:10:56.100 --> 00:11:00.400]  這個核心的信仰的教義
[00:11:00.400 --> 00:11:03.000]  是很多地方都出現了出來的
[00:11:03.000 --> 00:11:04.300]  接著他就說
[00:11:04.300 --> 00:11:05.400]  以色列的救贖主
[00:11:05.400 --> 00:11:07.000]  萬君的耶和華
[00:11:07.000 --> 00:11:07.700]  如此說
[00:11:07.700 --> 00:11:08.800]  我是首先的
[00:11:08.800 --> 00:11:09.900]  也是末後的
[00:11:09.900 --> 00:11:11.400]  除我以外
[00:11:11.400 --> 00:11:12.900]  再沒有別臣
[00:11:12.900 --> 00:11:13.700]  除我以外
[00:11:13.700 --> 00:11:15.500]  再沒有別臣
[00:11:15.500 --> 00:11:16.100]  好了
[00:11:16.100 --> 00:11:18.600]  去到以塞瓦書第48章第12節
[00:11:18.600 --> 00:11:21.400]  瓦國我所選照的以色列
[00:11:21.400 --> 00:11:22.600]  當聽從我
[00:11:22.600 --> 00:11:24.700]  其實瓦國就是以色列
[00:11:24.700 --> 00:11:25.700]  因為瓦國
[00:11:25.700 --> 00:11:27.500]  阿伯拉罕生以塞
[00:11:27.500 --> 00:11:28.700]  以塞就生瓦國
[00:11:28.700 --> 00:11:30.600]  瓦國改了名叫以色列
[00:11:30.600 --> 00:11:32.900]  神改了名叫以色列
[00:11:32.900 --> 00:11:35.000]  所以瓦國就是以色列
[00:11:35.000 --> 00:11:37.500]  瓦國我所選照的以色列
[00:11:37.500 --> 00:11:38.600]  當聽從我
[00:11:38.600 --> 00:11:40.000]  我是耶和華
[00:11:40.000 --> 00:11:41.100]  我是首先的
[00:11:41.100 --> 00:11:42.100]  也是末後的
[00:11:42.100 --> 00:11:45.000]  所以從這裡的經文來講
[00:11:45.000 --> 00:11:46.700]  我就想讓大家知道
[00:11:46.700 --> 00:11:49.800]  原來我們的耶和華神和主耶穌基督
[00:11:49.800 --> 00:11:51.200]  都是首先的
[00:11:51.200 --> 00:11:52.400]  都是末後的
[00:11:52.400 --> 00:11:54.600]  我想問問大家
[00:11:54.600 --> 00:11:58.400]  如果祂們兩個不是同一樣
[00:11:58.400 --> 00:11:59.500]  是同一位神
[00:11:59.500 --> 00:12:01.700]  怎麼可能有兩個
[00:12:01.700 --> 00:12:03.200]  是大家都是首先
[00:12:03.200 --> 00:12:04.300]  大家都是末後呢?
[00:12:04.300 --> 00:12:05.500]  怎麼可能呢?
[00:12:05.500 --> 00:12:06.800]  是不可能的
[00:12:06.800 --> 00:12:10.700]  雙胞胎都要相差一兩分鐘
[00:12:10.700 --> 00:12:11.600]  是不是?
[00:12:11.600 --> 00:12:13.700]  所以從聖經裡面看得到
[00:12:13.700 --> 00:12:16.700]  就是聖父、聖子、聖靈
[00:12:16.700 --> 00:12:19.800]  這個我們叫基督教的核心的教義
[00:12:19.800 --> 00:12:21.200]  核心的信仰
[00:12:21.200 --> 00:12:24.400]  是有聖經的根據存在的
[00:12:24.400 --> 00:12:26.000]  有聖經根據存在的
[00:12:26.000 --> 00:12:26.700]  好了
[00:12:26.700 --> 00:12:28.000]  講完這個E
[00:12:28.000 --> 00:12:31.000]  我們回到A
[00:12:31.000 --> 00:12:31.900]  A是什麼呢?
[00:12:31.900 --> 00:12:36.700]  A就是說天父神和主耶穌基督是相似的
[00:12:36.700 --> 00:12:38.100]  什麼叫相似呢?
[00:12:38.100 --> 00:12:38.900]  當然了
[00:12:38.900 --> 00:12:40.500]  聖父、聖子、聖靈
[00:12:40.500 --> 00:12:41.600]  如果一個是爸爸
[00:12:41.600 --> 00:12:42.400]  一個是兒子
[00:12:42.400 --> 00:12:45.200]  大家假設用人的角度來說
[00:12:45.200 --> 00:12:47.900]  他們相似絕對是合理的
[00:12:47.900 --> 00:12:48.500]  是不是?
[00:12:48.500 --> 00:12:52.000]  如果你旁邊的小朋友像你多過像他爸爸
[00:12:52.000 --> 00:12:54.000]  或者多過像他媽媽的話
[00:12:54.000 --> 00:12:55.500]  你就想為什麼會這樣呢?
[00:12:55.500 --> 00:12:57.000]  為什麼會像我多過像他們呢?
[00:12:57.000 --> 00:12:57.700]  很奇怪吧?
[00:12:57.700 --> 00:12:59.300]  你會覺得這些奇怪
[00:12:59.300 --> 00:13:00.200]  不過也不奇怪
[00:13:00.200 --> 00:13:01.800]  這個世界什麼都可以發生
[00:13:01.800 --> 00:13:05.800]  但是這裡講到天父神和主耶穌基督是相似
[00:13:05.800 --> 00:13:08.300]  我們從《但義理書》第七章第九節
[00:13:08.300 --> 00:13:17.500]  「我正觀看的時候,在有寶座設立,上面坐著耿古常在者」
[00:13:17.500 --> 00:13:19.700]  什麼叫耿古常在者呢?
[00:13:19.700 --> 00:13:23.000]  耿古就是在很古老很古老的古老到
[00:13:23.000 --> 00:13:24.600]  你都沒有講到那個時間
[00:13:24.600 --> 00:13:28.400]  就是說在很久很久之前
[00:13:28.400 --> 00:13:30.200]  其實就是永恆那裡
[00:13:30.200 --> 00:13:32.100]  有一位叫耿古常在者
[00:13:32.100 --> 00:13:32.900]  這個就是誰呢?
[00:13:32.900 --> 00:13:34.900]  這個就是天父神
[00:13:34.900 --> 00:13:36.700]  我們可以用一個名稱叫天父神
[00:13:36.700 --> 00:13:47.200]  「他的衣服潔白如雪,頭髮如純淨的羊毛,寶座設火焰麒麟為烈火」
[00:13:47.200 --> 00:13:49.000]  大家首先要小心一件事
[00:13:49.000 --> 00:13:54.900]  就是這些是我們用人能夠理解能夠明白的語言
[00:13:54.900 --> 00:14:01.100]  讓我們去看見去仿佛去了解一下神是怎麼樣的
[00:14:01.100 --> 00:14:03.400]  因為神是零根本是沒有辦法看得到的
[00:14:03.400 --> 00:14:07.100]  神是零是怎麼會有頭髮的呢?
[00:14:07.100 --> 00:14:08.100]  怎麼會有頭髮?
[00:14:08.100 --> 00:14:10.600]  但是這個就是讓我們知道
[00:14:10.600 --> 00:14:15.900]  神、天上的父親的形象是怎麼樣的呢?
[00:14:15.900 --> 00:14:17.300]  所以這個是形容
[00:14:17.300 --> 00:14:21.700]  他的形容裡面就是頭髮如純淨的羊毛
[00:14:21.700 --> 00:14:24.800]  但是當我們看到啟示錄第一章第十四字那裡
[00:14:24.800 --> 00:14:25.500]  形容誰呢?
[00:14:25.500 --> 00:14:26.900]  形容耶穌的時候是什麼呢?
[00:14:26.900 --> 00:14:33.200]  「他的頭與髮皆白,如白羊毛如雪,他的眼睛好像火焰」
[00:14:33.200 --> 00:14:34.000]  看到嗎?
[00:14:34.000 --> 00:14:36.500]  所以當形容主耶穌基督的時候
[00:14:36.500 --> 00:14:38.500]  在啟示錄的第一章十四字
[00:14:38.500 --> 00:14:40.300]  形容主耶穌基督的時候
[00:14:40.300 --> 00:14:45.300]  他的形容和舊約是讓你彈耳看見天上的寶座
[00:14:45.300 --> 00:14:48.000]  看見那個耿鼓常存者
[00:14:48.000 --> 00:14:52.000]  看見那個創造宇宙萬物的獨一的耶和華神
[00:14:52.000 --> 00:14:54.100]  是相似的
[00:14:54.100 --> 00:14:56.200]  我現在回來
[00:14:56.200 --> 00:15:00.500]  6月2號我就開始跟大家說啟示錄的
[00:15:00.500 --> 00:15:04.700]  你們是看第一章第七字而已
[00:15:04.700 --> 00:15:06.100]  早堂是快先的
[00:15:06.100 --> 00:15:07.300]  快一次的
[00:15:07.300 --> 00:15:10.800]  早堂我就會開始跟大家說啟示錄的第一章
[00:15:10.800 --> 00:15:13.300]  由第九節一直看到第二十節
[00:15:13.300 --> 00:15:16.900]  這是一個整體的段落
[00:15:16.900 --> 00:15:20.900]  一章九至到第二十節整體的段落
[00:15:20.900 --> 00:15:25.100]  那裡就會讓我們看見這位主在來的時候
[00:15:25.100 --> 00:15:28.100]  耶穌基督的形象是怎麼樣的
[00:15:28.100 --> 00:15:32.500]  這一章第十四節不是說耶穌在地上
[00:15:32.500 --> 00:15:34.100]  第一次來的時候的樣子
[00:15:34.100 --> 00:15:36.100]  耶穌第一次來的時候的樣子是怎麼樣的
[00:15:36.100 --> 00:15:40.900]  他的頭髮應該不是像畫裡的金毛的
[00:15:40.900 --> 00:15:42.700]  其實他的頭髮是什麼顏色我不知道
[00:15:42.700 --> 00:15:45.500]  不過如果你說他的頭髮是黑色的也有可能
[00:15:45.500 --> 00:15:48.500]  大家有沒有看過猶太人的頭髮是黑色的
[00:15:48.500 --> 00:15:49.300]  有沒有
[00:15:49.300 --> 00:15:50.300]  有的
[00:15:50.300 --> 00:15:52.500]  其實很多猶太人的頭髮是很黑的
[00:15:52.500 --> 00:15:54.100]  這個不是很重要的
[00:15:54.100 --> 00:15:55.100]  其實他的頭髮是黑的
[00:15:55.100 --> 00:15:55.700]  是金的
[00:15:55.700 --> 00:15:56.500]  是什麼顏色
[00:15:56.500 --> 00:15:59.300]  但是總之第一次耶穌來這個世上的時候
[00:15:59.300 --> 00:16:01.900]  肯定不是白色好像羊毛一樣
[00:16:01.900 --> 00:16:02.500]  是不是
