
[00:00:00.000 --> 00:00:05.180]  今天是母親節,所以今天講的訊息一定是跟母親有關的
[00:01:20.320 --> 00:01:24.400]  母親節我們是很著緊的,父親節是寥寥一格
[00:01:24.400 --> 00:01:27.520]  我們要接受一件事,即是母親是偉大很多
[00:01:27.520 --> 00:01:30.160]  但有時不是很值得,做母親的那些
[00:01:30.160 --> 00:01:32.480]  你有沒有留意到做母親的那些
[00:01:32.480 --> 00:01:36.400]  你小時候未必會喜歡母親多於父親
[00:01:36.400 --> 00:01:38.080]  反而是喜歡父親多一點
[00:01:38.080 --> 00:01:40.800]  是甚麼原因呢?物以罕為貴
[00:01:40.800 --> 00:01:45.000]  因為上一代的父親經常都要出去工作,很少回來
[00:01:45.000 --> 00:01:47.120]  做父親的有時會比較豁達
[00:01:47.120 --> 00:01:48.920]  因為媽媽經常照顧子女
[00:01:48.920 --> 00:01:53.600]  有時又不讀書,又不收拾這些東西
[00:01:53.600 --> 00:01:57.400]  小朋友會覺得很煩,但男人是豁達很多
[00:01:57.400 --> 00:02:00.040]  回來的時候還看到太太在哭的時候
[00:02:00.040 --> 00:02:04.480]  算了,隨她吧,所以比較輕鬆
[00:02:04.480 --> 00:02:06.200]  所以不是很值得
[00:02:06.200 --> 00:02:09.880]  師母現在都跟人說,她最近打這份工挺舒服的
[00:02:09.880 --> 00:02:13.240]  只是一三五,星期六星期日不用上班
[00:02:13.240 --> 00:02:16.240]  連假日也不用上班,一個星期上班三天
[00:02:16.240 --> 00:02:18.120]  做甚麼呢?就是照顧孫子
[00:02:18.120 --> 00:02:22.440]  由早上照顧到晚上,黃昏或者七點鐘
[00:02:22.440 --> 00:02:27.480]  我不會照顧孫子,我只是去玩孫子
[00:02:27.480 --> 00:02:29.640]  所以很真實地說
[00:02:29.640 --> 00:02:33.360]  似乎他們兩個孫女是比較喜歡我
[00:02:33.360 --> 00:02:38.920]  我一來到的時候,因為我每次都會跟他們說故事
[00:02:38.920 --> 00:02:43.040]  每次都會來帶點東西給他們吃
[00:02:43.040 --> 00:02:45.640]  所以不會怎麼罵
[00:02:45.640 --> 00:02:47.760]  所以自然會喜歡你多一點
[00:02:47.760 --> 00:02:52.120]  但告訴大家,長大之後會逆轉的
[00:02:52.120 --> 00:02:54.840]  特別是一些十多歲以上的人
[00:02:54.840 --> 00:02:57.520]  又會開始喜歡媽媽多於喜歡爸爸
[00:02:57.520 --> 00:02:59.680]  特別是女兒的時候,為甚麼呢?
[00:02:59.680 --> 00:03:01.200]  因為可以在公司上班
[00:03:01.200 --> 00:03:04.800]  你幾何會跟著你爸爸在公司上班四、五個小時
[00:03:04.800 --> 00:03:06.640]  我們男人很奇怪的
[00:03:06.640 --> 00:03:08.800]  在公司上班四、五個小時是沒事的
[00:03:08.800 --> 00:03:11.760]  但在公司上班四、五個小時已經會抽筋了
[00:03:11.760 --> 00:03:14.200]  但媽媽可以跟你一起上班
[00:03:14.200 --> 00:03:15.840]  大家可以互相支持
[00:03:15.840 --> 00:03:18.480]  在公司上班四、五個小時是沒有問題的
[00:03:18.480 --> 00:03:21.920]  所以往往有時候去到某一個年齡
[00:03:21.920 --> 00:03:26.200]  我們會喜歡媽媽多於喜歡爸爸
[00:03:26.200 --> 00:03:29.000]  無論如何,我想提醒一件事
[00:03:29.000 --> 00:03:31.960]  特別是我們當中很多年輕的夫婦
[00:03:31.960 --> 00:03:35.440]  記住,你要愛惜你的兒女
[00:03:35.440 --> 00:03:39.480]  但你的配偶才是你生命中最重要的一個
[00:03:39.480 --> 00:03:42.320]  因為跟你走回人生最後那段路
[00:03:42.320 --> 00:03:45.840]  是你的配偶,不是你的兒女
[00:03:45.840 --> 00:03:49.400]  所以你不可以因為你的兒女的緣故
[00:03:49.400 --> 00:03:53.360]  而令彼此之間的關係出問題
[00:03:53.360 --> 00:03:55.040]  但很不幸
[00:03:55.040 --> 00:03:57.600]  我見過有不少的家庭
[00:03:57.600 --> 00:03:59.600]  是因為有了兒女之後
[00:03:59.600 --> 00:04:02.000]  而產生問題的
[00:04:02.000 --> 00:04:04.640]  原來葵涌堂已經十年了
[00:04:04.640 --> 00:04:07.880]  我回想起剛開始葵涌堂的時候
[00:04:07.880 --> 00:04:10.680]  我去探望一些幼稚園的家長
[00:04:10.680 --> 00:04:14.360]  有一個家庭當著我的面罵我老公
[00:04:14.360 --> 00:04:15.560]  說我老公壞
[00:04:15.560 --> 00:04:19.440]  常常上網看一些壞事、好色的東西
[00:04:19.440 --> 00:04:22.960]  但後來我發現其實這個妻子也有責任
[00:04:22.960 --> 00:04:24.680]  當然我不會接受
[00:04:24.680 --> 00:04:27.200]  看好色的東西就好了
[00:04:27.200 --> 00:04:29.200]  原來這個家長是怎樣呢
[00:04:29.200 --> 00:04:30.800]  她有兩個小孩
[00:04:30.800 --> 00:04:33.360]  兒子已經讀五年級
[00:04:33.360 --> 00:04:36.480]  但兒子跟媽媽睡覺
[00:04:36.480 --> 00:04:40.280]  丈夫被趕去睡梳化椅
[00:04:40.280 --> 00:04:42.640]  他們很著緊這個孩子
[00:04:42.640 --> 00:04:47.400]  原來跟丈夫沒有在一起睡很久
[00:04:47.400 --> 00:04:49.400]  如果你看聖經裡面的教導
[00:04:49.400 --> 00:04:51.400]  就是除了要祈禱之外
[00:04:51.400 --> 00:04:53.760]  是不應該分房來睡
[00:04:53.760 --> 00:04:56.200]  但很多年輕的父母
[00:04:56.200 --> 00:04:57.320]  特別是母親
[00:04:57.320 --> 00:04:58.760]  母愛很偉大
[00:04:58.760 --> 00:05:00.760]  很著緊這個孩子
[00:05:00.760 --> 00:05:05.000]  於是有時候要丈夫去另一個房間或出廳睡
[00:05:05.000 --> 00:05:09.120]  甚至很可能是為了愛的緣故
[00:05:09.120 --> 00:05:11.760]  而忽略了自己的配偶
[00:05:11.760 --> 00:05:14.480]  因而產生了這個問題
[00:05:14.480 --> 00:05:16.480]  所以我們要很小心
[00:05:16.480 --> 00:05:20.880]  還有就是如果我們是不止一個小孩的時候
[00:05:20.880 --> 00:05:24.760]  有時候我們愛的程度是有不同的
[00:05:24.760 --> 00:05:27.360]  可能爸爸就愛一隻多一點
[00:05:27.360 --> 00:05:28.880]  媽媽就疼另外一個
[00:05:28.880 --> 00:05:31.760]  於是也會產生很多的衝突
[00:05:31.760 --> 00:05:35.440]  當父母有不同的愛惜的時候
[00:05:35.440 --> 00:05:37.960]  有時候就會因此而產生爭拗
[00:05:37.960 --> 00:05:40.240]  我們看一個新聞的時候
[00:05:40.240 --> 00:05:43.560]  有一個女孩子晚上很晚回家
[00:05:43.560 --> 00:05:45.560]  爸爸就來罵她
[00:05:45.560 --> 00:05:47.560]  但媽媽就要維護她
[00:05:47.560 --> 00:05:49.560]  讓她吧,她都長大了
[00:05:49.560 --> 00:05:52.560]  結果就惹怒了丈夫
[00:05:52.560 --> 00:05:54.960]  丈夫就立刻給她澆漂白水
[00:05:54.960 --> 00:05:56.960]  但並不是想給她漂白
[00:05:56.960 --> 00:05:58.960]  還要點火
[00:05:58.960 --> 00:06:03.960]  原來兩夫婦很可能為了兒女而爭拗
[00:06:03.960 --> 00:06:08.360]  所以有時候兒女未必能夠維繫到家庭
[00:06:08.360 --> 00:06:11.160]  反而如果我們處理得不好的時候
[00:06:11.160 --> 00:06:14.160]  是會破壞了家庭的關係
[00:06:14.160 --> 00:06:18.560]  今天我會和大家來看《創世紀》裡面一件大家很熟悉的事
[00:06:18.560 --> 00:06:20.960]  但裡面有很多真理是我們輕忽了
[00:06:20.960 --> 00:06:22.160]  我們會去探索
[00:06:22.160 --> 00:06:23.960]  還有我自己有很深的感受
[00:06:23.960 --> 00:06:25.960]  說到原來不只是說道理
[00:06:25.960 --> 00:06:27.960]  原來都是你生命裡面的經歷
[00:06:27.960 --> 00:06:31.560]  當我現在又做了爺爺之後
[00:06:31.560 --> 00:06:33.160]  我有兩個孫子
[00:06:33.160 --> 00:06:34.760]  我讀這段經文的時候
[00:06:34.760 --> 00:06:36.360]  我的感受會特別深的
[00:06:36.360 --> 00:06:39.960]  我先來看看婚姻是怎麼回事
[00:06:39.960 --> 00:06:41.960]  我相信是佳偶天成
[00:06:41.960 --> 00:06:43.360]  背景是什麼呢?
[00:06:43.360 --> 00:06:45.160]  大家都很熟悉一個人叫阿伯拉罕
[00:06:45.160 --> 00:06:46.760]  被稱為信心之父
[00:06:46.760 --> 00:06:50.760]  他一百歲的時候才有一個兒子叫以撒
[00:06:50.760 --> 00:06:53.560]  當他的兒子慢慢長大的時候
[00:06:53.560 --> 00:06:55.560]  他因為身在外地
[00:06:55.560 --> 00:06:57.960]  他就和他自己的管家說
[00:06:57.960 --> 00:06:59.560]  一個老瀑人
[00:06:59.560 --> 00:07:01.560]  他說你回到我的故鄉
[00:07:01.560 --> 00:07:03.160]  護衛我這個兒子
[00:07:03.160 --> 00:07:05.960]  你帶他去找一個配偶
[00:07:05.960 --> 00:07:07.960]  相信神會引導你
[00:07:07.960 --> 00:07:10.760]  他為這個瀑人祝福
[00:07:10.760 --> 00:07:12.360]  這個瀑人也倚靠神
[00:07:12.360 --> 00:07:14.960]  他就求神來為他的少主人
[00:07:14.960 --> 00:07:16.760]  有一個合適的妻子
[00:07:16.760 --> 00:07:17.960]  求神來引導
[00:07:17.960 --> 00:07:19.560]  當他回到故鄉的時候
[00:07:19.560 --> 00:07:21.160]  在井旁有一個女士
[00:07:21.160 --> 00:07:23.360]  他選擇了一個
[00:07:23.360 --> 00:07:25.160]  神這是不是呢?
[00:07:25.160 --> 00:07:26.760]  於是就和這個女士說
[00:07:26.760 --> 00:07:29.960]  這個女士的名字叫做李百嘉
[00:07:29.960 --> 00:07:31.960]  不是開財務公司的
[00:07:31.960 --> 00:07:33.360]  她叫李百嘉
[00:07:33.360 --> 00:07:39.160]  他就和她說我是從外地回來的
[00:07:39.160 --> 00:07:42.360]  我為我的少主人來帶他去想娶妻
[00:07:42.360 --> 00:07:44.960]  於是當然有描繪一下少主人是怎樣
[00:07:44.960 --> 00:07:46.760]  但不要忘記那個年代
[00:07:46.760 --> 00:07:48.760]  是沒有照片看的
[00:07:48.760 --> 00:07:51.560]  但這個女士竟然是怎樣呢?
[00:07:51.560 --> 00:07:52.560]  她說好啊
[00:07:52.560 --> 00:07:54.360]  我願意嫁給他
[00:07:54.360 --> 00:07:55.760]  是不是很出奇呢?
[00:07:55.760 --> 00:07:57.160]  但其實不出奇的
[00:07:57.160 --> 00:07:59.360]  你想一下你祖母那個年代
[00:07:59.360 --> 00:08:01.160]  可能是盲婚啞嫁的
[00:08:01.160 --> 00:08:02.760]  是沒有見過面的
[00:08:02.760 --> 00:08:04.360]  但這樣也肯去嫁
[00:08:04.360 --> 00:08:09.560]  李百嘉原來是一個挺行動型的人
[00:08:09.560 --> 00:08:13.360]  但是他當機立斷了一些事情
[00:08:13.360 --> 00:08:14.760]  他說這樣就這樣了
[00:08:14.760 --> 00:08:16.360]  他說好我願意嫁
[00:08:16.360 --> 00:08:19.360]  於是這個老僕人馬上跟他回家
[00:08:19.360 --> 00:08:23.360]  向他的哥哥拉班來提親
[00:08:23.360 --> 00:08:25.160]  哥哥說妹妹你想清楚了沒有?
[00:08:25.160 --> 00:08:26.160]  想清楚了
[00:08:26.160 --> 00:08:29.160]  我願意嫁去外邦做國寶新娘
[00:08:29.160 --> 00:08:30.960]  哥哥說既然你決定這樣
[00:08:30.960 --> 00:08:33.160]  那好吧我們多住十幾天之後
[00:08:33.160 --> 00:08:34.760]  然後再為你準備
[00:08:34.760 --> 00:08:36.560]  這個老僕人跟他說
[00:08:36.560 --> 00:08:37.360]  不是啊
[00:08:37.360 --> 00:08:38.760]  我出來了很久了
[00:08:38.760 --> 00:08:40.160]  不可以再等了
[00:08:40.160 --> 00:08:41.160]  如果是這樣的話
[00:08:41.160 --> 00:08:42.560]  趕緊趁地臨吧
[00:08:42.560 --> 00:08:44.560]  不如跟我一起走吧
[00:08:44.560 --> 00:08:47.360]  竟然呢
[00:08:47.360 --> 00:08:48.360]  李百嘉說好啊
[00:08:48.360 --> 00:08:49.960]  跟他馬上走
[00:08:49.960 --> 00:08:53.560]  接著就離開了自己的故鄉
[00:08:53.560 --> 00:08:55.160]  跟他回去了
[00:08:55.160 --> 00:08:57.360]  如果我們看聖經的時候
[00:08:57.360 --> 00:09:01.160]  當李百嘉第一次見以撒的時候
[00:09:01.160 --> 00:09:03.760]  其實是非常浪漫的
[00:09:03.760 --> 00:09:05.760]  聖經裡面記載什麼呢?
[00:09:05.760 --> 00:09:07.160]  黃昏日落
[00:09:07.160 --> 00:09:09.360]  大家可以想想這幅圖畫
[00:09:09.360 --> 00:09:10.360]  哇
[00:09:10.360 --> 00:09:13.160]  就是金黃色的太陽慢慢下來的時候
[00:09:13.160 --> 00:09:14.960]  紅霞滿天
[00:09:14.960 --> 00:09:16.760]  微風吹送
[00:09:16.760 --> 00:09:20.360]  有些雀鳥預備回到林中休息
[00:09:20.360 --> 00:09:22.960]  而在一個麥田上面
[00:09:22.960 --> 00:09:25.960]  以撒是一個很沉靜的人
[00:09:25.960 --> 00:09:29.360]  聖經記載他剛剛在田間走
[00:09:29.360 --> 00:09:31.160]  在千麥的路上
[00:09:31.160 --> 00:09:32.560]  在麥田走
[00:09:32.560 --> 00:09:34.760]  在麥上
[00:09:34.760 --> 00:09:36.560]  以撒原來是一個很沉靜的人
[00:09:36.560 --> 00:09:38.360]  原來婚姻有時候很特別
[00:09:38.360 --> 00:09:40.160]  是互相補足的
[00:09:40.160 --> 00:09:42.360]  李百嘉是一個行動型的人
[00:09:42.360 --> 00:09:43.160]  剛剛配合
[00:09:43.160 --> 00:09:43.960]  好了
[00:09:43.960 --> 00:09:44.960]  這個老僕人
[00:09:44.960 --> 00:09:46.960]  離遠看到自己少主人
[00:09:46.960 --> 00:09:49.160]  在田間走的時候跟他說
[00:09:49.160 --> 00:09:52.560]  你要嫁的就是在那裡了
[00:09:52.560 --> 00:09:53.160]  哇
[00:09:53.160 --> 00:09:54.360]  他也有少女的矜持
[00:09:54.360 --> 00:09:57.160]  立刻帶他去蒙著自己的臉
[00:09:57.160 --> 00:10:01.560]  接著主管帶他在田間裡面
[00:10:01.560 --> 00:10:04.360]  大家在田間相遇
[00:10:04.360 --> 00:10:06.360]  當我們一相遇的時候
[00:10:06.360 --> 00:10:09.960]  以撒一看到李百嘉的時候
[00:10:09.960 --> 00:10:11.960]  他一見鍾情
[00:10:11.960 --> 00:10:13.360]  很可愛
[00:10:13.360 --> 00:10:15.160]  於是他們就結婚了
[00:10:15.160 --> 00:10:16.960]  當他們結婚的時候
[00:10:16.960 --> 00:10:18.360]  他就帶他去
[00:10:18.360 --> 00:10:20.360]  有一段經文很特別的
[00:10:20.360 --> 00:10:22.360]  《創世紀》二十四章的六十七節
[00:10:22.360 --> 00:10:23.960]  我們一起來讀出好嗎
[00:10:23.960 --> 00:10:29.160]  以撒便令李百嘉進了他母親撒拉的帳篷
[00:10:29.160 --> 00:10:30.960]  娶了她為妻
[00:10:30.960 --> 00:10:32.560]  並且愛她
[00:10:32.560 --> 00:10:35.360]  以撒自從他母親不在了
[00:10:35.360 --> 00:10:38.360]  這才得了安慰
[00:10:38.360 --> 00:10:39.760]  原來以撒
[00:10:39.760 --> 00:10:42.160]  他自己很愛自己的媽媽
[00:10:42.160 --> 00:10:43.360]  但是不要忘記
[00:10:43.360 --> 00:10:45.760]  剛剛我說阿伯朗一百歲的時候
[00:10:45.760 --> 00:10:47.760]  才生以撒
[00:10:47.760 --> 00:10:49.360]  所以後來
[00:10:49.360 --> 00:10:51.960]  以撒還沒有結婚的時候
[00:10:51.960 --> 00:10:54.760]  他媽媽就離開了世界
[00:10:54.760 --> 00:10:57.160]  他很愛這位母親
[00:10:57.160 --> 00:10:58.160]  所以他心靈裡邊
[00:10:58.160 --> 00:11:00.960]  一直都有一種空虛
[00:11:00.960 --> 00:11:02.760]  但是後來當他結婚的時候
[00:11:02.760 --> 00:11:03.360]  聖經說到
[00:11:03.360 --> 00:11:05.360]  因為得到另外一份的愛
[00:11:05.360 --> 00:11:07.360]  於是就填補了他
[00:11:07.360 --> 00:11:10.560]  心靈上的一些空虛
[00:11:10.560 --> 00:11:11.960]  不過我讀到這段經文的時候
[00:11:11.960 --> 00:11:13.760]  也有一些感慨
[00:11:13.760 --> 00:11:16.160]  所以我特別提醒我們的年輕人
[00:11:16.160 --> 00:11:19.160]  你要好好的去珍惜
[00:11:19.160 --> 00:11:21.560]  你還在世的父母
[00:11:21.560 --> 00:11:22.560]  中國人有一句話
[00:11:22.560 --> 00:11:23.560]  大家都很熟悉的
[00:11:23.560 --> 00:11:25.760]  樹欲靜時風不息
[00:11:25.760 --> 00:11:28.160]  子欲養時親不在
[00:11:28.160 --> 00:11:29.160]  我們往往有時候
[00:11:29.160 --> 00:11:30.160]  我們擁有的時候
[00:11:30.160 --> 00:11:31.560]  我們不去珍惜
[00:11:31.560 --> 00:11:32.760]  但是我們失去的時候
[00:11:32.760 --> 00:11:34.960]  就會感到可惜
[00:11:34.960 --> 00:11:37.360]  我媽媽四十二歲離開世界
[00:11:37.360 --> 00:11:38.960]  其實現在五月中這些時間
[00:11:38.960 --> 00:11:41.760]  就是我媽媽最病重的時間
[00:11:41.760 --> 00:11:43.560]  我媽媽由三月廿四日入醫院
[00:11:43.560 --> 00:11:44.960]  六月六日離開世界
[00:11:44.960 --> 00:11:46.960]  不足三個月
[00:11:46.960 --> 00:11:48.760]  她搶硬離開
[00:11:48.760 --> 00:11:50.960]  那時候我還在讀神學
[00:11:50.960 --> 00:11:52.760]  我還沒有結婚
[00:11:52.760 --> 00:11:54.760]  我是媽媽離開了世界之後
[00:11:54.760 --> 00:11:56.160]  兩年之後
[00:11:56.160 --> 00:11:58.360]  我才離開結婚
[00:11:58.360 --> 00:12:01.360]  我仍然很懷念我媽媽
[00:12:01.360 --> 00:12:03.960]  但是當結婚之後
[00:12:03.960 --> 00:12:06.160]  有妻子愛的時候
[00:12:06.160 --> 00:12:08.360]  是可以來到某個程度上
[00:12:08.360 --> 00:12:09.960]  補了一個不足
[00:12:09.960 --> 00:12:13.160]  特別我相信這句聖經是很真
[00:12:13.160 --> 00:12:14.560]  做丈夫的有時候
[00:12:14.560 --> 00:12:15.560]  你覺不覺得
[00:12:15.560 --> 00:12:17.560]  你的妻子真的可以延續
[00:12:17.560 --> 00:12:20.160]  你媽媽的工作
[00:12:20.160 --> 00:12:21.560]  你的妻子都會來到
[00:12:21.560 --> 00:12:23.960]  好像你媽媽那樣去服侍你
[00:12:23.960 --> 00:12:25.960]  但同樣會管教你
[00:12:25.960 --> 00:12:28.360]  提醒你和責備你
[00:12:28.360 --> 00:12:29.560]  所以有時候你覺得
[00:12:29.560 --> 00:12:31.160]  你的妻子就好像你媽媽
[00:12:31.160 --> 00:12:33.160]  延伸下去
[00:12:33.160 --> 00:12:34.960]  是不是很有同感呢
[00:12:34.960 --> 00:12:36.760]  所以你要留意到
[00:12:36.760 --> 00:12:40.360]  以撒見到李百嘉之後
[00:12:40.360 --> 00:12:41.760]  和他結婚的時候
[00:12:41.760 --> 00:12:43.160]  於是怎樣呢
[00:12:43.160 --> 00:12:46.160]  得到一個很好的安慰
[00:12:46.160 --> 00:12:47.560]  這是很特別的
[00:12:47.560 --> 00:12:50.160]  當然我們不可以拿這個作為一個
[00:12:50.160 --> 00:12:51.360]  如常的
[00:12:51.360 --> 00:12:52.960]  今天一個原則
[00:12:52.960 --> 00:12:54.360]  有人突然之間說
[00:12:54.360 --> 00:12:55.760]  神差派我們想娶你
[00:12:55.760 --> 00:12:56.760]  那好吧,我嫁給你吧
[00:12:56.760 --> 00:12:58.760]  你真的要考慮清楚
[00:12:58.760 --> 00:13:00.560]  但是我經常都說
[00:13:00.560 --> 00:13:01.560]  我仍然相信
[00:13:01.560 --> 00:13:04.760]  佳偶是天成的
[00:13:04.760 --> 00:13:08.360]  但是要令到一段婚姻美滿
[00:13:08.360 --> 00:13:10.760]  是要你自己努力的
[00:13:10.760 --> 00:13:12.360]  昨天也很特別
[00:13:12.360 --> 00:13:15.560]  昨天我和師母上了西麗湖那邊
[00:13:15.560 --> 00:13:17.760]  我們沒有去那邊十多年了
[00:13:17.760 --> 00:13:20.560]  去主持一個婚禮
[00:13:20.560 --> 00:13:22.760]  當我們教會剛開堂的時候
[00:13:22.760 --> 00:13:23.560]  有一位姐妹
[00:13:23.560 --> 00:13:24.560]  有些人都記得的
[00:13:24.560 --> 00:13:25.760]  就是陳秋琴
[00:13:25.760 --> 00:13:26.960]  從國內下來的
[00:13:26.960 --> 00:13:29.560]  有些朋友就在西麗湖那邊工作
[00:13:29.560 --> 00:13:30.960]  那時候剛開堂的時候
[00:13:30.960 --> 00:13:33.360]  都沒有那麼多事情要做的時候
[00:13:33.360 --> 00:13:35.360]  我放假就會上西麗湖
[00:13:35.360 --> 00:13:36.160]  和這群人查經
[00:13:36.160 --> 00:13:37.760]  這群人信了耶穌
[00:13:37.760 --> 00:13:39.560]  這個家庭是信得住的
[00:13:39.560 --> 00:13:41.160]  當年這個家庭裏面
[00:13:41.160 --> 00:13:44.560]  那個細蚊仔還是兩三歲
[00:13:44.560 --> 00:13:46.160]  但是前幾個月他找我的時候
[00:13:46.160 --> 00:13:47.360]  跟我說:牧師
[00:13:47.360 --> 00:13:48.360]  我兒子已經長大了
[00:13:48.360 --> 00:13:49.360]  他要結婚了
[00:13:49.360 --> 00:13:50.160]  你可不可以上來
[00:13:50.160 --> 00:13:53.560]  來為他祈禱、祝福和分享
[00:13:53.560 --> 00:13:54.560]  我昨天上去的時候
[00:13:54.560 --> 00:13:55.560]  只是想祈禱、祝福
[00:13:55.560 --> 00:13:56.960]  原來還要證婚的
[00:13:56.960 --> 00:13:58.560]  要他們立誓
[00:13:58.560 --> 00:14:01.160]  說我馬上要寫那個誓詞
[00:14:01.160 --> 00:14:02.760]  這個時候就帶他上去
[00:14:02.760 --> 00:14:03.960]  我也很感恩的
[00:14:03.960 --> 00:14:05.560]  在很多親友面前
[00:14:05.560 --> 00:14:07.560]  我可以分享到訊息
[00:14:07.560 --> 00:14:09.760]  但是我也仍然說這句話
[00:14:09.760 --> 00:14:11.960]  我很相信婚姻
[00:14:11.960 --> 00:14:12.960]  如果我們是神的兒女
[00:14:12.960 --> 00:14:15.360]  神一定會為我們來引導
[00:14:15.360 --> 00:14:17.560]  佳偶是天成
[00:14:17.560 --> 00:14:20.360]  但是要維繫著一個好的婚姻
[00:14:20.360 --> 00:14:21.560]  是需要我們自己
[00:14:21.560 --> 00:14:23.960]  盡上我們的責任
[00:14:23.960 --> 00:14:25.560]  我經常說基督徒這三個字
[00:14:25.560 --> 00:14:27.560]  是沒有任何保證的
[00:14:27.560 --> 00:14:30.160]  基督徒一樣可以婚姻出問題
[00:14:30.160 --> 00:14:32.360]  一樣會有離婚
[00:14:32.360 --> 00:14:33.960]  最簡單
[00:14:33.960 --> 00:14:35.160]  四月的時候
[00:14:35.160 --> 00:14:36.360]  我在紐西蘭
[00:14:36.360 --> 00:14:38.160]  留意到香港
[00:14:38.160 --> 00:14:41.360]  一件新聞令我很慨嘆
[00:14:41.360 --> 00:14:44.160]  在將軍澳有一個女士
[00:14:44.160 --> 00:14:46.360]  因為丈夫跟她提出離婚
[00:14:46.360 --> 00:14:49.160]  她寫下遺書跳樓自殺
[00:14:49.160 --> 00:14:52.160]  但是她也鼓勵了自己十歲的女兒
[00:14:52.160 --> 00:14:53.560]  女兒也寫下遺書
[00:14:53.560 --> 00:14:56.560]  同樣的跳樓自殺
[00:14:56.560 --> 00:14:58.960]  原來丈夫是一個高層人士
[00:14:58.960 --> 00:15:01.160]  但是跟一個女職員
[00:15:01.160 --> 00:15:03.160]  是有一個親密的關係
[00:15:03.160 --> 00:15:05.360]  於是她提出離婚
[00:15:05.360 --> 00:15:06.560]  但是一個最大的問題
[00:15:06.560 --> 00:15:08.960]  原來這個家庭是一個基督徒的家庭
[00:15:08.960 --> 00:15:11.560]  他們每個星期都照樣回教會
[00:15:11.560 --> 00:15:13.760]  回灣仔一間的教會
[00:15:13.760 --> 00:15:16.160]  是座堂式的教會
[00:15:16.160 --> 00:15:17.760]  但是問題是很可能
[00:15:17.760 --> 00:15:19.960]  所以我後來在永善論壇也說
[00:15:19.960 --> 00:15:21.960]  當我們留意到
[00:15:21.960 --> 00:15:24.160]  可能我們身邊一些你熟悉的弟兄姊妹
[00:15:24.160 --> 00:15:26.360]  他們婚姻出了一點點問題的時候
[00:15:26.360 --> 00:15:27.560]  你要去守望
[00:15:27.560 --> 00:15:29.360]  你要去關心他
[00:15:29.360 --> 00:15:31.960]  教會的目者更加要來做一些介入
[00:15:31.960 --> 00:15:34.360]  希望可以解決到
[00:15:34.360 --> 00:15:35.760]  就是這個丈夫提出離婚
[00:15:35.760 --> 00:15:37.360]  這個妻子接受不到的時候
[00:15:37.360 --> 00:15:38.760]  於是他跳樓自殺
[00:15:38.760 --> 00:15:41.560]  也叫自己的女兒自殺
[00:15:41.560 --> 00:15:43.560]  所以今天我仍然很強調
[00:15:43.560 --> 00:15:45.760]  婚姻是神所預備
[00:15:45.760 --> 00:15:47.960]  但是我們要維繫一個好的婚姻
[00:15:47.960 --> 00:15:51.560]  是很需要我們自己盡了自己的力量
[00:15:51.560 --> 00:15:56.160]  這一對夫婦是彼此愛對方
[00:15:56.160 --> 00:15:58.360]  但是當他們有了孩子之後
[00:15:58.360 --> 00:16:00.560]  就產生問題了
[00:16:00.560 --> 00:16:04.160]  因為他們原來各有所好
[00:16:04.160 --> 00:16:07.160]  當李百嘉去懷孕的時候
[00:16:07.160 --> 00:16:11.160]  神跟他說你懷的是媽胎
[00:16:11.160 --> 00:16:14.160]  是孫子
