
[00:00:00.000 --> 00:00:02.720]  我今天的題目是「職場理我他」
[00:09:04.160 --> 00:09:07.880]  那些人之所以成為奴隸其實有很多原因
[00:09:07.880 --> 00:09:13.480]  第一其中一個原因就是他們是奴隸家庭生出來的
[00:09:13.480 --> 00:09:14.640]  他們的父母也是奴隸
[00:09:14.640 --> 00:09:16.720]  生出來自然是奴隸
[00:09:16.720 --> 00:09:21.560]  或者他們的父母將他們賣了做奴隸
[00:09:21.560 --> 00:09:23.440]  其實我們中國人都有
[00:09:23.440 --> 00:09:29.600]  我們11代很多都說生了很多子女
[00:09:29.600 --> 00:09:32.640]  賣這些給別人因為窮
[00:09:32.640 --> 00:09:35.480]  或者被遺棄
[00:09:35.480 --> 00:09:41.120]  打仗打輸了做了俘虜做奴隸
[00:09:41.120 --> 00:09:44.800]  或者欠債無力償還
[00:09:44.800 --> 00:09:48.080]  都會做人的奴隸
[00:09:48.080 --> 00:09:52.400]  有一個特別的就是有些人會賣了自己來做奴隸
[00:09:52.400 --> 00:09:55.360]  自己自願去賣就是來改善生活
[00:09:55.360 --> 00:09:57.160]  因為你沒得吃
[00:09:57.160 --> 00:10:00.120]  不如賣了給別人也有餐吃
[00:10:00.120 --> 00:10:02.040]  有阿姐頭
[00:10:02.040 --> 00:10:06.040]  還有原來當時的奴隸不一定是做一些卑微工作
[00:10:06.040 --> 00:10:08.640]  有些是有教育的
[00:10:08.640 --> 00:10:10.560]  有教育水平都頗高
[00:10:10.560 --> 00:10:13.160]  做專業甚至是做管理階層
[00:10:13.160 --> 00:10:15.880]  他們自己擁有自己的奴隸
[00:10:15.880 --> 00:10:18.200]  奴隸擁有自己的奴隸
[00:10:18.200 --> 00:10:21.920]  其實這些都視乎你的主人怎樣對待你
[00:10:21.920 --> 00:10:25.040]  他對待你好的你就有好日子過
[00:10:25.040 --> 00:10:27.560]  但其實這些都是屬於少數的
[00:10:27.560 --> 00:10:35.200]  絕大多數的奴隸都是被視作是主人的財產和工具
[00:10:35.200 --> 00:10:39.280]  奴隸本身是沒有自主權的
[00:10:39.280 --> 00:10:42.320]  保羅在這段經文裏面說的僕人
[00:10:42.320 --> 00:10:44.040]  其實可以解作僕人之外
[00:10:44.040 --> 00:10:47.480]  也可以解作奴隸
[00:10:47.480 --> 00:10:51.960]  但是我們看看第八節那裏
[00:10:51.960 --> 00:10:54.680]  他說為奴的自主
[00:10:54.680 --> 00:10:56.640]  即是不論是為奴的還是自主的
[00:10:56.640 --> 00:10:59.600]  這個自主就是自由的意思
[00:10:59.600 --> 00:11:05.320]  跟自由來相對的就是奴隸比較適合
[00:11:05.320 --> 00:11:09.400]  所以這段經文應該是在說
[00:11:09.400 --> 00:11:15.720]  僕人應該是指奴隸應該是指奴隸比較適切一些
[00:11:15.720 --> 00:11:22.920]  其實保羅在教導主僕關係的時候是頗為顛覆性
[00:11:22.920 --> 00:11:24.360]  其實不單止主僕關係
[00:11:24.360 --> 00:11:27.600]  他講到夫妻父母子女關係的時候
[00:11:27.600 --> 00:11:29.760]  其實都是頗為顛覆性的
[00:11:29.760 --> 00:11:31.880]  大家是否記得在這段經文之前
[00:11:31.880 --> 00:11:34.440]  那裏講到保羅教導夫妻關係
[00:11:34.440 --> 00:11:38.040]  他教那些妻子怎樣對待丈夫
[00:11:38.040 --> 00:11:40.920]  要順服你的丈夫
[00:11:40.920 --> 00:11:43.560]  其實當時在一個男性中心的社會
[00:11:43.560 --> 00:11:46.960]  你教導妻子順服丈夫是很自然的事
[00:11:46.960 --> 00:11:48.440]  理所當然
[00:11:48.440 --> 00:11:53.120]  但是他對丈夫怎樣對待妻子
[00:11:53.120 --> 00:11:55.560]  愛你的妻子 怎樣愛法
[00:11:55.560 --> 00:12:00.160]  好像基督愛教會為教會捨己那樣
[00:12:00.160 --> 00:12:03.480]  即是說做丈夫的你要捨己地去愛你的妻子
[00:12:03.480 --> 00:12:05.080]  這個就不得了
[00:12:05.080 --> 00:12:08.120]  我想問你 基督和教會
[00:12:08.120 --> 00:12:12.320]  你猜教會對基督付出多一些
[00:12:12.320 --> 00:12:14.800]  還是基督對教會付出多一些
[00:12:14.800 --> 00:12:17.360]  當然基督付出多一些
[00:12:17.360 --> 00:12:19.200]  基督是神
[00:12:19.200 --> 00:12:21.120]  書中降跪成為人
[00:12:21.120 --> 00:12:23.280]  甚至釘在十字架的上面
[00:12:23.280 --> 00:12:25.960]  犧牲了自己
[00:12:25.960 --> 00:12:31.360]  做丈夫的就是要好像基督那樣去愛你的妻子
[00:12:31.360 --> 00:12:33.960]  這樣去捨己
[00:12:33.960 --> 00:12:37.440]  不是說我是這樣的
[00:12:37.440 --> 00:12:42.400]  基督所講的捨己就是你要改變自己
[00:12:42.400 --> 00:12:45.520]  你要犧牲自己的好處去愛對方
[00:12:45.520 --> 00:12:48.200]  這是一個革命性的
[00:12:48.200 --> 00:12:50.800]  講到父母和子女都是一樣
[00:12:50.800 --> 00:12:53.720]  做子女就要孝敬父母這個天經地義
[00:12:53.720 --> 00:12:55.760]  做父母的
[00:12:55.760 --> 00:12:57.320]  保羅怎樣教導
[00:12:57.320 --> 00:12:59.200]  上次Wilson全隊有跟我們講
[00:12:59.200 --> 00:13:02.640]  父母要怎樣對兒女
[00:13:02.640 --> 00:13:05.600]  不可惹兒女的氣
[00:13:05.600 --> 00:13:08.160]  甚麼叫做不可惹兒女的氣
[00:13:08.160 --> 00:13:10.080]  就是不要惹怒她
[00:13:10.080 --> 00:13:13.360]  不要惹怒她就不是說你不買玩具給她玩
[00:13:13.360 --> 00:13:15.640]  她哭不開心 不是說那種
[00:13:15.640 --> 00:13:19.560]  而是你不要用一種太過強
[00:13:19.560 --> 00:13:23.800]  太過嚴苛的態度去對待你的兒女
[00:13:23.800 --> 00:13:29.760]  否則她就會引起她對你的那種對抗
[00:13:29.760 --> 00:13:32.720]  即是你這麼惡的時候
[00:13:32.720 --> 00:13:36.960]  那些兒女不喜歡就反抗你
[00:13:36.960 --> 00:13:40.720]  大家都沒有好日子過
[00:13:40.720 --> 00:13:43.320]  好像Wilson上次舉的例子
[00:13:43.320 --> 00:13:47.360]  做父母的把自己的怒氣發洩在兒女身上
[00:13:47.360 --> 00:13:49.080]  那就是不好的
[00:13:49.080 --> 00:13:53.520]  來到主角關係的時候同樣是顛覆性的
[00:13:53.520 --> 00:13:56.680]  在這段經文裏面有一個字出現了好幾次
[00:13:56.680 --> 00:13:59.160]  大家知不知道是哪個字
[00:13:59.160 --> 00:14:01.720]  「好象」或「象」
[00:14:01.720 --> 00:14:06.600]  象是甚麼呢
[00:14:06.600 --> 00:14:10.400]  就是好象聽從基督一般
[00:14:10.400 --> 00:14:12.440]  要象基督的僕人
[00:14:12.440 --> 00:14:15.080]  好象服侍主
[00:14:15.080 --> 00:14:19.040]  不要象侍討人的喜歡
[00:14:19.040 --> 00:14:21.160]  不象服侍人
[00:14:21.160 --> 00:14:23.840]  這個象是重複的出現
[00:14:23.840 --> 00:14:27.600]  其實告訴我們做僕人要有一種態度
[00:14:27.600 --> 00:14:29.400]  就是我們所做的
[00:14:29.400 --> 00:14:35.160]  我們要看為好像是為基督而做的那樣
[00:14:35.160 --> 00:14:36.960]  而不是去討好人
[00:14:36.960 --> 00:14:39.840]  或者是做給人看
[00:14:39.840 --> 00:14:42.080]  做門面功夫
[00:14:42.080 --> 00:14:45.120]  換句話說
[00:14:45.120 --> 00:14:49.600]  基督才是這些僕人真正的主人
[00:14:49.600 --> 00:14:56.840]  僕人不再是地上那個所謂主人的專屬
[00:14:56.840 --> 00:15:02.760]  地上的主人不再是僕人唯一的主人
[00:15:02.760 --> 00:15:07.720]  真正的主人是上帝自己
[00:15:07.720 --> 00:15:11.600]  還有這裏說到
[00:15:11.600 --> 00:15:13.600]  不論是為奴的
[00:15:13.600 --> 00:15:15.480]  是自主的
[00:15:15.480 --> 00:15:19.760]  都必按所行得主的賞賜
[00:15:19.760 --> 00:15:24.760]  這裏所說的就是不單止奴隸要以基督為主
[00:15:24.760 --> 00:15:26.840]  還要連主人都是
[00:15:26.840 --> 00:15:29.480]  主人都不是自己絕對的主人
[00:15:29.480 --> 00:15:31.600]  他都要以基督為主
[00:15:31.600 --> 00:15:35.800]  因為他都要接受基督的審判
[00:15:35.800 --> 00:15:40.800]  在這五節裏面我們看到
[00:15:40.800 --> 00:15:44.240]  五六七節都是對什麼人說
[00:15:44.240 --> 00:15:46.400]  僕人
[00:15:46.400 --> 00:15:49.840]  第八節是對什麼人說
[00:15:49.840 --> 00:15:53.160]  又對僕人又對主人說
[00:15:53.160 --> 00:15:59.400]  第九節就是對主人說的
[00:15:59.400 --> 00:16:01.560]  其實我們驟眼看下去
[00:16:01.560 --> 00:16:06.840]  是不是好像對僕人的要求多過對主人
[00:16:06.840 --> 00:16:08.320]  是不是
[00:16:08.320 --> 00:16:10.400]  但其實原來不是的
[00:16:10.400 --> 00:16:13.120]  因為這裏說到
[00:16:13.120 --> 00:16:15.960]  作主人的對
[00:16:15.960 --> 00:16:19.600]  你們作主人的對僕人也是一理
[00:16:19.600 --> 00:16:22.200]  就是說同上
[00:16:22.200 --> 00:16:27.200]  即是上面這五至七節對僕人說的
[00:16:27.200 --> 00:16:31.560]  你對主人同樣適用
[00:16:31.560 --> 00:16:35.360]  你做僕人的要怎樣怎樣做
[00:16:35.360 --> 00:16:37.520]  現在你作為主人的
[00:16:37.520 --> 00:16:39.720]  都同樣要做那些
[00:16:39.720 --> 00:16:40.640]  還不單止
[00:16:40.640 --> 00:16:43.080]  這裏說到還要做多樣
[00:16:43.080 --> 00:16:46.000]  你還不可以威嚇他們
[00:16:46.000 --> 00:16:49.880]  所以這個同樣都是一個顛覆性
[00:16:49.880 --> 00:16:54.120]  作為主人的不是最大
[00:16:54.120 --> 00:16:57.880]  要像這裏所說的
[00:16:57.880 --> 00:17:00.640]  要懼怕戰經
[00:17:00.640 --> 00:17:05.000]  所以我們看到保羅的顛覆性就是這裏
[00:17:05.000 --> 00:17:09.080]  對主人的教導是告訴他
[00:17:09.080 --> 00:17:10.600]  你不是至高無上
[00:17:10.600 --> 00:17:12.240]  喜歡怎樣就怎樣
[00:17:12.240 --> 00:17:13.840]  在主僕的關係之上
[00:17:13.840 --> 00:17:16.480]  還有一個的主
[00:17:16.480 --> 00:17:19.800]  我們又看回其實保羅在教導夫妻父母
[00:17:19.800 --> 00:17:21.760]  兒女和主僕關係的時候
[00:17:21.760 --> 00:17:23.160]  其實都有一個特點
[00:17:23.160 --> 00:17:25.560]  就是雙方面都說的
[00:17:25.560 --> 00:17:26.960]  他不是只說一個
[00:17:26.960 --> 00:17:29.600]  妻子你只順服丈夫就行
[00:17:29.600 --> 00:17:30.680]  丈夫不用做事
[00:17:30.680 --> 00:17:31.520]  不是的
[00:17:31.520 --> 00:17:32.600]  雙方都要
[00:17:32.600 --> 00:17:36.680]  而且他是針對每一個角色
[00:17:36.680 --> 00:17:38.880]  有的那種限制軟弱
[00:17:38.880 --> 00:17:41.080]  針對他來說的
[00:17:41.080 --> 00:17:43.080]  比如說做妻子的
[00:17:43.080 --> 00:17:47.000]  結婚之前就是小鳥依人
[00:17:47.000 --> 00:17:50.440]  結了婚之後通常小鳥就變了什麼
[00:17:50.440 --> 00:17:51.880]  變了大鳥
[00:17:51.880 --> 00:17:54.840]  還會越來越惡
[00:17:54.840 --> 00:17:59.160]  慢慢都不懂得尊重丈夫
[00:17:59.160 --> 00:18:01.240]  所以保羅就教導
[00:18:01.240 --> 00:18:05.200]  做妻子的我們要順服丈夫
[00:18:05.200 --> 00:18:06.800]  丈夫又怎樣呢
[00:18:06.800 --> 00:18:09.400]  丈夫打算結了婚
[00:18:09.400 --> 00:18:10.400]  家庭建立了
[00:18:10.400 --> 00:18:13.000]  現在要建立事業
[00:18:13.000 --> 00:18:16.400]  於是慢慢就會冷漠冷淡了
[00:18:16.400 --> 00:18:17.440]  忘記了
[00:18:17.440 --> 00:18:21.320]  或者不懂得向太太表達愛意
[00:18:21.320 --> 00:18:24.480]  所以保羅對丈夫的教導
[00:18:24.480 --> 00:18:27.960]  就是你要捨己地去愛你的妻子
[00:18:27.960 --> 00:18:30.720]  說到主僕關係的時候同樣
[00:18:30.720 --> 00:18:32.920]  僕人最容易犯錯是什麼
[00:18:32.920 --> 00:18:34.920]  犯什麼錯
[00:18:34.920 --> 00:18:36.600]  偷懶
[00:18:36.600 --> 00:18:38.520]  不誠實
[00:18:38.520 --> 00:18:39.800]  做些門面事
[00:18:39.800 --> 00:18:41.640]  陽奉陰違
[00:18:41.640 --> 00:18:44.480]  所以保羅在這裡教導做僕人的
[00:18:44.480 --> 00:18:46.840]  要以敬畏的心
[00:18:46.840 --> 00:18:48.800]  敬畏的態度
[00:18:48.800 --> 00:18:50.120]  誠實的
[00:18:50.120 --> 00:18:52.680]  《懼怕戰經》用誠實的心
[00:18:52.680 --> 00:18:59.720]  來對待我們的主人
[00:18:59.720 --> 00:19:03.880]  保羅在這裡說的就是
[00:19:03.880 --> 00:19:08.280]  特別他說的是針對已經信主的
[00:19:08.280 --> 00:19:11.160]  這些僕人主人其實都是信了主
[00:19:11.160 --> 00:19:15.080]  保羅的教導其實就是對這些信徒來說
[00:19:15.080 --> 00:19:17.800]  你想像一下當時的僕人
[00:19:17.800 --> 00:19:20.320]  他們信了主之後
[00:19:20.320 --> 00:19:21.800]  他們的主人
[00:19:21.800 --> 00:19:22.800]  大家都是信主的
[00:19:22.800 --> 00:19:25.960]  他可能就覺得大家是弟兄姊妹
[00:19:25.960 --> 00:19:29.200]  於是會不會輕視了他的主人
[00:19:29.200 --> 00:19:31.160]  又或者這些僕人就
[00:19:31.160 --> 00:19:32.080]  我現在信了主
[00:19:32.080 --> 00:19:33.640]  我是自由人
[00:19:33.640 --> 00:19:35.480]  不受拘束了
[00:19:35.480 --> 00:19:39.320]  會不會慢慢就不聽肉身的主人的話
[00:19:39.320 --> 00:19:41.280]  所以保羅的教導
[00:19:41.280 --> 00:19:43.120]  其實對當時的僕人來說
[00:19:43.120 --> 00:19:46.080]  是非常色切的
[00:19:46.080 --> 00:19:49.000]  神是我們看不見的
[00:19:49.000 --> 00:19:51.480]  他無處不在我們看不見
[00:19:51.480 --> 00:19:53.960]  所以其實我們是容易傾向
[00:19:53.960 --> 00:19:57.040]  去懼怕那些我們看得到的人
[00:19:57.040 --> 00:19:58.880]  或者是事
[00:19:58.880 --> 00:19:59.800]  我們做事的時候
[00:19:59.800 --> 00:20:04.520]  亦都會想一下別人會怎樣看我們
[00:20:04.520 --> 00:20:07.040]  我記得我做第一份工作的時候
[00:20:07.040 --> 00:20:09.480]  有一件事因為我初出茅廬
[00:20:09.480 --> 00:20:10.240]  不太懂事
[00:20:10.240 --> 00:20:12.600]  有一件事我不太明白為甚麼
[00:20:12.600 --> 00:20:15.640]  就是我看到一些同事下班的時候
[00:20:15.640 --> 00:20:18.160]  總是將文件夾的檔案
[00:20:18.160 --> 00:20:20.480]  攤開了整個桌子
[00:20:20.480 --> 00:20:21.440]  我就想
[00:20:21.440 --> 00:20:23.520]  不是應該收拾好
[00:20:23.520 --> 00:20:25.440]  放在一旁整整齊齊的嗎
[00:20:25.440 --> 00:20:26.360]  為甚麼會這樣呢
[00:20:26.360 --> 00:20:28.960]  你們知不知道為甚麼
[00:20:28.960 --> 00:20:30.640]  知不知道
[00:20:30.640 --> 00:20:35.320]  就是不要讓老闆不知道他下班了
[00:20:35.320 --> 00:20:38.520]  或者是將來老闆早點回來的時候
[00:20:38.520 --> 00:20:40.640]  就以為他已經下班了
[00:20:40.640 --> 00:20:41.600]  我起初不知道
