
[00:00:00.000 --> 00:00:01.920]  讓我一起來讀一段神的話語
[00:01:32.240 --> 00:01:37.440]  這位滿有屬靈父親為父的新的聖經人物
[00:01:37.440 --> 00:01:41.720]  他怎麼樣來興起和栽培使徒保羅
[00:01:41.720 --> 00:01:43.080]  這樣的一個過程
[00:01:43.080 --> 00:01:46.760]  我們一起來學習和預備
[00:01:46.760 --> 00:01:50.960]  如何迎接傳承和興起下一代
[00:01:50.960 --> 00:01:52.840]  事實上我今天對在座的每一位
[00:01:52.840 --> 00:01:54.960]  有一個禱告和一個祝福
[00:01:54.960 --> 00:01:56.360]  就是讓我們每一個人
[00:01:56.360 --> 00:01:59.440]  都能夠成為屬靈的父親和母親
[00:01:59.440 --> 00:02:01.680]  Amen
[00:02:01.680 --> 00:02:06.240]  我上一堂講這個話也沒什麼人阿們
[00:02:06.240 --> 00:02:07.440]  我不但要祝福你們
[00:02:07.440 --> 00:02:09.320]  成為屬靈的父親和母親
[00:02:09.320 --> 00:02:10.680]  我要祝福你們
[00:02:10.680 --> 00:02:14.240]  成為生養屬靈父親母親的
[00:02:14.240 --> 00:02:15.640]  屬靈的父親母親
[00:02:15.640 --> 00:02:17.200]  Amen
[00:02:17.200 --> 00:02:22.000]  如果你阿們 你相信你要大聲一點阿們
[00:02:22.000 --> 00:02:25.120]  你可能很少聽到有人講這樣的一個祝福
[00:02:25.120 --> 00:02:27.240]  你不只是要做屬靈的父母親
[00:02:27.240 --> 00:02:31.520]  你要成為能夠生養屬靈父母親的
[00:02:31.520 --> 00:02:33.040]  這樣的屬靈父母
[00:02:33.040 --> 00:02:35.840]  這其實是有點複雜
[00:02:35.840 --> 00:02:37.480]  其實是非常合乎聖經的
[00:02:37.480 --> 00:02:40.120]  我們一起來往下看
[00:02:40.120 --> 00:02:43.480]  先簡單來介紹一下巴拿巴這樣一個人物
[00:02:43.480 --> 00:02:45.520]  巴拿巴其實他是在初代教會
[00:02:45.520 --> 00:02:48.640]  就已經是領袖的一個元老
[00:02:48.640 --> 00:02:51.000]  我們可以說叫做OG
[00:02:51.000 --> 00:02:52.880]  他從一開始就在
[00:02:52.880 --> 00:02:55.560]  他也是個非常慷慨大方的人
[00:02:55.560 --> 00:02:56.640]  初代教會的時候
[00:02:56.640 --> 00:02:58.800]  許多人因為信主而遭逼迫
[00:02:58.800 --> 00:03:00.400]  被逐出家門
[00:03:00.400 --> 00:03:01.880]  而巴拿巴是個地主
[00:03:01.880 --> 00:03:05.920]  他就把田產變賣放在使徒腳前
[00:03:05.920 --> 00:03:08.000]  周濟窮人
[00:03:08.000 --> 00:03:12.160]  同時他也是一個非常會鼓勵安慰人的
[00:03:12.160 --> 00:03:13.320]  這樣的一個角色
[00:03:13.320 --> 00:03:15.640]  因為他的名字其實不叫巴拿巴
[00:03:15.640 --> 00:03:17.240]  他其實叫約瑟
[00:03:17.240 --> 00:03:18.440]  是一位定位人
[00:03:18.440 --> 00:03:20.840]  但是因為他太會鼓勵人了
[00:03:20.840 --> 00:03:22.280]  所以有人給他取一個名字
[00:03:22.280 --> 00:03:25.200]  叫做Son of Encouragement
[00:03:25.200 --> 00:03:27.320]  中文叫做勸慰子
[00:03:27.320 --> 00:03:30.520]  勸慰的人的所生的
[00:03:30.520 --> 00:03:32.400]  所以巴拿巴其實是希伯來文
[00:03:32.400 --> 00:03:34.640]  就是Son of Encouragement
[00:03:34.640 --> 00:03:37.840]  他是個非常樂意鼓勵人的這樣一個人
[00:03:37.840 --> 00:03:41.360]  同時他更是代表教會的人物
[00:03:41.360 --> 00:03:43.800]  我們常覺得巴拿巴好像是很
[00:03:43.800 --> 00:03:46.560]  非常和善非常友善的人
[00:03:46.560 --> 00:03:48.560]  但事實上他在當時
[00:03:48.560 --> 00:03:50.040]  耶路撒冷教會
[00:03:50.040 --> 00:03:53.240]  聽到遠方的安提亞有一個復興運動的時候
[00:03:53.240 --> 00:03:56.120]  他事實上是被教會委派
[00:03:56.120 --> 00:03:59.600]  去代表教會去觀察
[00:03:59.600 --> 00:04:02.000]  去關心連結這樣的一個
[00:04:02.000 --> 00:04:03.840]  宣教的一個
[00:04:03.840 --> 00:04:06.720]  好像執行者的一個角色
[00:04:06.720 --> 00:04:10.320]  所以巴拿巴是一個非常有影響力
[00:04:10.320 --> 00:04:12.120]  也有地位的一個人
[00:04:12.120 --> 00:04:14.200]  其實雖然在聖經當中
[00:04:14.200 --> 00:04:17.080]  巴拿巴沒有太多的所謂的嚴教
[00:04:17.080 --> 00:04:18.440]  沒有巴拿巴的書卷
[00:04:18.440 --> 00:04:20.400]  也沒有巴拿巴的經據
[00:04:20.400 --> 00:04:25.080]  但是他卻帶出了兩位聖經的作者
[00:04:25.080 --> 00:04:26.720]  你可能沒有這樣想過
[00:04:26.720 --> 00:04:28.200]  巴拿巴帶過兩位聖經作者
[00:04:28.200 --> 00:04:29.040]  一個是保羅
[00:04:29.040 --> 00:04:30.400]  另外是誰
[00:04:30.400 --> 00:04:31.360]  馬可
[00:04:31.360 --> 00:04:32.920]  你可以想像如果沒有巴拿巴
[00:04:32.920 --> 00:04:36.760]  聖經的新約就少了至少十四卷書
[00:04:36.760 --> 00:04:42.880]  哇 所以巴拿巴是相當重要的一個人物
[00:04:42.880 --> 00:04:47.840]  那這個人就是保羅亦師亦友的屬靈夥伴
[00:04:47.840 --> 00:04:49.720]  那我想接下來介紹一下保羅
[00:04:49.720 --> 00:04:50.760]  這是大家都
[00:04:50.760 --> 00:04:52.800]  我想是更加熟悉的人物
[00:04:52.800 --> 00:04:55.120]  他是北辰大大重用的使徒
[00:04:55.120 --> 00:04:58.000]  他寫了十三卷新約的書卷
[00:04:58.000 --> 00:04:59.920]  他是一位神學家
[00:04:59.920 --> 00:05:03.520]  他也是滿有為復的心的屬靈父親
[00:05:03.520 --> 00:05:04.800]  可是你知道嗎
[00:05:04.800 --> 00:05:06.400]  在保羅服侍的初期
[00:05:06.400 --> 00:05:09.240]  他是毫不被任何人接納的
[00:05:09.240 --> 00:05:11.480]  因為他在成為基督徒之前
[00:05:11.480 --> 00:05:15.320]  他事實上是逼迫殺害基督徒的
[00:05:15.320 --> 00:05:16.440]  所以呢
[00:05:16.440 --> 00:05:19.520]  他在服侍的初期沒有人接納他
[00:05:19.520 --> 00:05:21.560]  甚至他在服侍的中期
[00:05:21.560 --> 00:05:23.520]  已經開始有侍奉
[00:05:23.520 --> 00:05:25.480]  但是他也是滿有靈角
[00:05:25.480 --> 00:05:26.800]  不給人勤勉
[00:05:26.800 --> 00:05:29.360]  不給人犯錯的空間
[00:05:29.360 --> 00:05:32.720]  所以巴拿巴是如何帶領保羅
[00:05:32.720 --> 00:05:36.680]  從一位沒有人接納的落選新秀
[00:05:36.680 --> 00:05:39.920]  到後來成為一個建造教會
[00:05:39.920 --> 00:05:41.120]  改變世界
[00:05:41.120 --> 00:05:45.840]  並且成為屬靈的父親的MVP
[00:05:45.840 --> 00:05:47.000]  我們一起來看
[00:05:47.000 --> 00:05:49.000]  是怎麼樣能夠發聲
[00:05:49.000 --> 00:05:51.480]  並且盼望我們也可以一起來學習
[00:05:51.480 --> 00:05:55.840]  兩代同行以及傳承的美好
[00:05:55.840 --> 00:05:59.880]  首先巴拿巴他發掘了未來的苗
[00:05:59.880 --> 00:06:02.240]  因為他用父親的眼光
[00:06:02.240 --> 00:06:04.040]  看見盼望
[00:06:04.040 --> 00:06:08.920]  我們一起來說父親的眼光
[00:06:08.920 --> 00:06:11.680]  保羅在服侍的初期是被排擠
[00:06:11.680 --> 00:06:14.080]  我們看使徒刑段九章二十六節
[00:06:14.080 --> 00:06:15.840]  就是說掃羅到了耶路撒冷
[00:06:15.840 --> 00:06:16.960]  想與門徒結交
[00:06:16.960 --> 00:06:18.480]  他們卻怎麼樣
[00:06:18.480 --> 00:06:20.120]  都怕他
[00:06:20.120 --> 00:06:22.400]  不信他是門徒
[00:06:22.400 --> 00:06:22.960]  沒有辦法
[00:06:22.960 --> 00:06:23.720]  因為在不久之前
[00:06:23.720 --> 00:06:25.720]  他還在殺害基督徒
[00:06:25.720 --> 00:06:28.000]  可是這個時候我們看到二十七節
[00:06:28.000 --> 00:06:32.560]  唯有巴拿巴卻接待他
[00:06:32.560 --> 00:06:33.560]  領他去見使徒
[00:06:33.560 --> 00:06:35.040]  把他在路上怎麼看見主主
[00:06:35.040 --> 00:06:36.560]  怎麼向他說話等等
[00:06:36.560 --> 00:06:39.000]  都訴說出來
[00:06:39.000 --> 00:06:41.320]  巴拿巴透過父親的眼光
[00:06:41.320 --> 00:06:42.960]  相信對方
[00:06:42.960 --> 00:06:47.360]  即使對方還在沒有成功的時候
[00:06:47.360 --> 00:06:48.800]  哇 很可惜
[00:06:48.800 --> 00:06:50.600]  雖然巴拿巴有這樣為父的眼光
[00:06:50.600 --> 00:06:53.960]  要來引薦保羅給他機會
[00:06:53.960 --> 00:06:54.880]  可是我們看到
[00:06:54.880 --> 00:06:56.280]  繼續往下看的話
[00:06:56.280 --> 00:06:59.880]  在使徒刑段九章三十節那邊說
[00:06:59.880 --> 00:07:01.400]  門徒都拒絕他
[00:07:01.400 --> 00:07:04.640]  甚至想要把保羅給殺掉
[00:07:04.640 --> 00:07:06.680]  所以他只好暫時被冷凍在
[00:07:06.680 --> 00:07:08.680]  大樹有十年之久
[00:07:08.680 --> 00:07:11.840]  大樹是保羅的家鄉
[00:07:11.840 --> 00:07:14.640]  當人們看到保羅的過去
[00:07:14.640 --> 00:07:17.000]  著重在他不成熟的現在
[00:07:17.000 --> 00:07:18.840]  巴拿巴卻用父親的眼光
[00:07:18.840 --> 00:07:21.520]  看見了他的未來
[00:07:21.520 --> 00:07:23.360]  其實耶穌基督也是這樣
[00:07:23.360 --> 00:07:26.560]  他在看見保羅的時候
[00:07:26.560 --> 00:07:27.800]  他說你現在是蘆葦
[00:07:27.800 --> 00:07:31.000]  但是你要作為盤石
[00:07:31.000 --> 00:07:31.960]  耶穌對彼得說
[00:07:31.960 --> 00:07:33.000]  你現在是漁夫
[00:07:33.000 --> 00:07:37.200]  但是有一天你要得人如得魚
[00:07:37.200 --> 00:07:38.240]  弟兄姊妹
[00:07:38.240 --> 00:07:40.880]  有一個為父的胸襟的第一步
[00:07:40.880 --> 00:07:42.480]  就是我們需要學習
[00:07:42.480 --> 00:07:45.360]  戴起父神的眼鏡
[00:07:45.360 --> 00:07:47.160]  來看你周圍的人
[00:07:47.160 --> 00:07:49.040]  要用父神的眼光
[00:07:49.040 --> 00:07:51.800]  來看見神在他生命中的創造
[00:07:51.800 --> 00:07:53.960]  神在他生命中的計劃
[00:07:53.960 --> 00:07:55.760]  所以人的前 過去
[00:07:55.760 --> 00:07:57.040]  人的現在
[00:07:57.040 --> 00:07:59.080]  是有非常多可以挑剔的
[00:07:59.080 --> 00:08:01.040]  你也有很多你可以來指責
[00:08:01.040 --> 00:08:02.560]  或是否定的
[00:08:02.560 --> 00:08:03.360]  甚至很多時候
[00:08:03.360 --> 00:08:05.320]  我們是這樣來看自己的
[00:08:05.320 --> 00:08:09.720]  但是有一個為父的眼光
[00:08:09.720 --> 00:08:11.080]  讓我們看見
[00:08:11.080 --> 00:08:13.520]  即使我們還在雕琢的時候
[00:08:13.520 --> 00:08:14.920]  神已經看見
[00:08:14.920 --> 00:08:18.760]  他未來神的應許和使用
[00:08:18.760 --> 00:08:20.800]  其實我很感謝我的父親
[00:08:20.800 --> 00:08:23.920]  他就是用為父的眼光來看我
[00:08:23.920 --> 00:08:25.040]  不是因為他是我父親
[00:08:25.040 --> 00:08:26.400]  就用他的眼睛來看
[00:08:26.400 --> 00:08:29.280]  他是透過父神的眼光來看我
[00:08:29.280 --> 00:08:30.040]  我跟大家分享過
[00:08:30.040 --> 00:08:32.480]  我從小成績都非常不好
[00:08:32.480 --> 00:08:34.680]  所以我每次拿成績單回家的時候
[00:08:34.680 --> 00:08:37.560]  他就是用信心喊話
[00:08:37.560 --> 00:08:40.680]  他說你以後一定會變成大大使用
[00:08:40.680 --> 00:08:41.440]  我現在回想
[00:08:41.440 --> 00:08:45.360]  他可能更是在對自己信心喊話
[00:08:45.360 --> 00:08:46.560]  但是你知道嗎
[00:08:46.560 --> 00:08:49.640]  這些信心喊話一直到如今
[00:08:49.640 --> 00:08:54.120]  都是在我心中有源源不絕的動力
[00:08:54.120 --> 00:08:57.400]  並且非常的溫暖和窩心
[00:08:57.400 --> 00:08:59.000]  我非常的感謝他
[00:08:59.000 --> 00:09:01.400]  雖然那時候也還是有揍一下
[00:09:01.400 --> 00:09:03.400]  但是他的祝福
[00:09:03.400 --> 00:09:06.560]  是我現在印象更深刻的
[00:09:06.560 --> 00:09:07.320]  所以各位姐妹
[00:09:07.320 --> 00:09:10.120]  當我們在帶我們的兒女
[00:09:10.120 --> 00:09:11.480]  帶門徒
[00:09:11.480 --> 00:09:12.560]  甚至在工作上面
[00:09:12.560 --> 00:09:15.320]  帶領我們的員工的時候
[00:09:15.320 --> 00:09:16.280]  我們是否
[00:09:16.280 --> 00:09:17.920]  是的 是需要實際
[00:09:17.920 --> 00:09:20.040]  但是否也可以帶上屬靈的
[00:09:20.040 --> 00:09:22.960]  為父的眼光來欣賞他們
[00:09:22.960 --> 00:09:25.200]  來對他們信心喊話
[00:09:25.200 --> 00:09:27.720]  雖然信心喊話是免費的
[00:09:27.720 --> 00:09:29.960]  但是這更是一個無價的
[00:09:29.960 --> 00:09:32.560]  有可能因為你的信心喊話
[00:09:32.560 --> 00:09:34.880]  這個人他裡面的一個盼望
[00:09:34.880 --> 00:09:36.240]  就被點燃了
[00:09:36.240 --> 00:09:38.200]  這個人裡面的一個價值
[00:09:38.200 --> 00:09:40.920]  就被好像打開來了
[00:09:40.920 --> 00:09:42.200]  所以這第一點
[00:09:42.200 --> 00:09:43.840]  就是我們要透過為父的
[00:09:43.840 --> 00:09:45.480]  父親的眼光
[00:09:45.480 --> 00:09:48.440]  要能夠來相信對方
[00:09:48.440 --> 00:09:50.920]  那在為父的眼光當中
[00:09:50.920 --> 00:09:54.440]  我們要來建立關係
[00:09:54.440 --> 00:09:55.560]  我們看到巴拿巴
[00:09:55.560 --> 00:09:57.800]  他就是一個樂意主動與人
[00:09:57.800 --> 00:10:01.920]  建立關係的這樣的一個角色
[00:10:01.920 --> 00:10:03.000]  我們看到使徒行傳
[00:10:03.000 --> 00:10:05.280]  十一章二十二到二十四節
[00:10:05.280 --> 00:10:08.960]  當時安提亞教會進了一個復興
[00:10:08.960 --> 00:10:09.960]  所以這風聲傳到
[00:10:09.960 --> 00:10:12.240]  耶路撒冷教會人的耳中
[00:10:12.240 --> 00:10:14.080]  他們就打發巴拿巴出去
[00:10:14.080 --> 00:10:16.680]  走到安提亞為止
[00:10:16.680 --> 00:10:18.560]  什麼叫做耶路撒冷教會
[00:10:18.560 --> 00:10:20.160]  打發巴拿巴去
[00:10:20.160 --> 00:10:21.600]  其實說穿了
[00:10:21.600 --> 00:10:23.680]  是要去做監督的工作
[00:10:23.680 --> 00:10:25.960]  去確定這個復興傳的
[00:10:25.960 --> 00:10:27.600]  到底是不是正確的
[00:10:27.600 --> 00:10:29.480]  他們有沒有亂搞一通
[00:10:29.480 --> 00:10:33.080]  其實不是一個好像很
[00:10:33.080 --> 00:10:34.680]  有點像什麼上司
[00:10:34.680 --> 00:10:36.840]  上司來巡查的一個概念
[00:10:36.840 --> 00:10:38.160]  但是我們看到巴拿巴
[00:10:38.160 --> 00:10:40.680]  他不是去樹立強援
[00:10:40.680 --> 00:10:42.640]  而是建立橋樑
[00:10:42.640 --> 00:10:43.520]  我們繼續往下看
[00:10:43.520 --> 00:10:46.040]  他到那裡看見神所賜的恩
[00:10:46.040 --> 00:10:47.560]  就歡喜
[00:10:47.560 --> 00:10:49.360]  並且勸勉眾人
[00:10:49.360 --> 00:10:51.920]  立定心智很久靠主
[00:10:51.920 --> 00:10:53.520]  這巴拿巴原是個好人
[00:10:53.520 --> 00:10:54.960]  被聖靈充滿大有信心
[00:10:54.960 --> 00:10:58.320]  於是許多人歸服了主
[00:10:58.320 --> 00:11:01.120]  我們看到他是一個監督
[00:11:01.120 --> 00:11:02.320]  但是他去那邊
[00:11:02.320 --> 00:11:04.000]  讓安提亞的教會
[00:11:04.000 --> 00:11:07.360]  不是說被限制
[00:11:07.360 --> 00:11:09.600]  而是能夠更強化
[00:11:09.600 --> 00:11:13.640]  能夠發揮神在他們當中的託付
[00:11:13.640 --> 00:11:15.680]  這樣一個建立關係的人
[00:11:15.680 --> 00:11:17.240]  他同樣的
[00:11:17.240 --> 00:11:19.200]  他是在這樣一個建立關係中
[00:11:19.200 --> 00:11:21.800]  他主動的去保羅
[00:11:21.800 --> 00:11:23.240]  來建立關係
[00:11:23.240 --> 00:11:26.120]  我們看到十字經十一章二十五節
[00:11:26.120 --> 00:11:27.520]  剛才我們看到說
[00:11:27.520 --> 00:11:28.720]  巴拿巴去安提亞
[00:11:28.720 --> 00:11:29.480]  發現這個地方
[00:11:29.480 --> 00:11:31.040]  哇 滿有神的同在
[00:11:31.040 --> 00:11:32.760]  滿有神的工作
[00:11:32.760 --> 00:11:35.760]  他就想到了十年前
[00:11:35.760 --> 00:11:39.800]  被冷凍在安提亞的保羅
[00:11:39.800 --> 00:11:43.200]  他記得這個滿有熱情
[00:11:43.200 --> 00:11:45.080]  願意為主服侍
[00:11:45.080 --> 00:11:52.320]  卻時機懷才不遇的保羅
[00:11:52.320 --> 00:11:57.640]  巴拿巴主動的去找他
[00:11:57.640 --> 00:11:58.960]  我們看到十一章二十六節說
[00:11:58.960 --> 00:12:00.600]  找著了
[00:12:00.600 --> 00:12:03.080]  二十五節他又往大樹去掃羅
[00:12:03.080 --> 00:12:06.600]  找著了就帶他到安提亞去
[00:12:06.600 --> 00:12:08.160]  弟兄姊妹
[00:12:08.160 --> 00:12:10.680]  當他主動去找保羅
[00:12:10.680 --> 00:12:13.000]  他又主動的引薦保羅
[00:12:13.000 --> 00:12:16.280]  和他自己有的人際關係
[00:12:16.280 --> 00:12:18.960]  他的侍奉來連結的時候
[00:12:18.960 --> 00:12:20.040]  弟兄姊妹
[00:12:20.040 --> 00:12:22.880]  這是保羅他能夠成為
[00:12:22.880 --> 00:12:24.680]  被稱重用的使徒
[00:12:24.680 --> 00:12:27.680]  非常重要的一步
[00:12:27.680 --> 00:12:32.320]  其實自從我十六歲來北美
[00:12:32.320 --> 00:12:35.200]  那時候跟我妹妹移民來美國
[00:12:35.200 --> 00:12:38.040]  事實上是覺得很惶恐
[00:12:38.040 --> 00:12:38.960]  很不安
[00:12:38.960 --> 00:12:40.800]  也是覺得很陌生
[00:12:40.800 --> 00:12:42.480]  但是在那個時刻
[00:12:42.480 --> 00:12:45.600]  我經歷到人生一種溫暖
[00:12:45.600 --> 00:12:49.080]  叫做教會中大哥大姐
[00:12:49.080 --> 00:12:51.720]  主動關心的溫暖
[00:12:51.720 --> 00:12:53.640]  就是當時那時候我們人生地不熟
[00:12:53.640 --> 00:12:56.360]  可是教會就有幾位大哥大姐
[00:12:56.360 --> 00:12:58.080]  現在如果提出他們年齡
[00:12:58.080 --> 00:12:59.920]  已經不是大哥大姐了
[00:12:59.920 --> 00:13:02.680]  在我心目中他們永遠是大哥大姐
[00:13:02.680 --> 00:13:04.960]  那時候他們就來關心我跟我妹妹
[00:13:04.960 --> 00:13:06.880]  還帶我們去吃晚餐
[00:13:06.880 --> 00:13:09.080]  然後還記得去看一個電影
[00:13:09.080 --> 00:13:10.400]  叫做什麼
[00:13:10.400 --> 00:13:11.960]  Hunchback of Notre Dame
[00:13:11.960 --> 00:13:14.200]  什麼鐘樓怪人
[00:13:14.200 --> 00:13:15.280]  當時我一坐到電影院
[00:13:15.280 --> 00:13:17.840]  我就說天哪這怎麼沒有字幕
[00:13:17.840 --> 00:13:19.440]  根本看不懂
[00:13:19.440 --> 00:13:22.360]  這是我這一輩子看過最看不懂的電影
[00:13:22.360 --> 00:13:23.840]  但是卻又是我這一生
[00:13:23.840 --> 00:13:26.840]  印象最深刻的一次電影
[00:13:26.840 --> 00:13:27.440]  為什麼
[00:13:27.440 --> 00:13:30.360]  因為當我們在最無助的時候
[00:13:30.360 --> 00:13:34.920]  有教會的大哥大姐來關心我們
[00:13:34.920 --> 00:13:39.840]  哇 所以在我們當中
[00:13:39.840 --> 00:13:41.880]  作為大哥大姐或叔叔阿姨的
[00:13:41.880 --> 00:13:44.080]  其實你知道你們有一種溫暖
[00:13:44.080 --> 00:13:46.000]  是沒有人可以取代的
[00:13:46.000 --> 00:13:49.600]  就是去關心周圍的弟弟妹妹
[00:13:49.600 --> 00:13:51.360]  或者是有需要
[00:13:51.360 --> 00:13:52.760]  正在惶恐中
[00:13:52.760 --> 00:13:55.360]  正在摸索中的這些
[00:13:55.360 --> 00:13:58.520]  可能神放在你生命當中的一些屬靈的兒女
[00:13:58.520 --> 00:14:01.440]  或是一些要你關心的人
[00:14:01.440 --> 00:14:03.000]  所以鼓勵我們當中
[00:14:03.000 --> 00:14:04.720]  如果你是願意的話
[00:14:04.720 --> 00:14:06.760]  真的不妨可以來
[00:14:06.760 --> 00:14:09.040]  把神放在你心中的這些負擔
[00:14:09.040 --> 00:14:12.160]  可以去作為行動來邀請
[00:14:12.160 --> 00:14:14.680]  也許有一些年輕人
[00:14:14.680 --> 00:14:16.960]  或是也許剛來到灣區的一些朋友
[00:14:16.960 --> 00:14:18.800]  因此 哇
[00:14:18.800 --> 00:14:22.400]  他們就被神的愛所觸摸了
[00:14:22.400 --> 00:14:25.040]  在這邊順便跟大家分享一個好消息
[00:14:25.040 --> 00:14:28.360]  感謝神 飛揚的留學生牧區
[00:14:28.360 --> 00:14:30.440]  最近和 Santa Clara University
[00:14:30.440 --> 00:14:32.800]  中國同學社聯繫上了
[00:14:32.800 --> 00:14:35.960]  他們提出了一些留學的新生
[00:14:35.960 --> 00:14:38.040]  需要接機的服務
[00:14:38.040 --> 00:14:39.640]  我們教會已經正式成為
[00:14:39.640 --> 00:14:41.840]  他們接機服務的單位之一了
[00:14:41.840 --> 00:14:43.960]  這其實是個大問題 你知道嗎
[00:14:43.960 --> 00:14:46.160]  因為在疫情之前
[00:14:46.160 --> 00:14:49.760]  Santa Clara和全灣區的中國同學會
[00:14:49.760 --> 00:14:53.600]  他們都有非常充足的自己的資源
[00:14:53.600 --> 00:14:55.920]  也根本輪不到教會去服務
[00:14:55.920 --> 00:14:56.920]  而且教會要去服務
[00:14:56.920 --> 00:14:59.400]  他們說 你們一定是有什麼
[00:14:59.400 --> 00:15:03.000]  後面有什麼計劃
[00:15:03.000 --> 00:15:05.960]  當然是有計劃了
[00:15:05.960 --> 00:15:11.840]  希望他們能夠被神的愛所充滿 是不是
[00:15:11.840 --> 00:15:13.440]  但是很奇妙的
[00:15:13.440 --> 00:15:15.200]  因為疫情的關係
[00:15:15.200 --> 00:15:17.040]  Santa Clara中國同學會
[00:15:17.040 --> 00:15:18.320]  已經換了一批人
[00:15:18.320 --> 00:15:19.920]  他們也在重新尋找
[00:15:19.920 --> 00:15:23.760]  能夠和同學會一起合作的單位
[00:15:23.760 --> 00:15:24.600]  而在這個時刻
[00:15:24.600 --> 00:15:27.480]  我們有機會能夠來服務他們
[00:15:27.480 --> 00:15:29.240]  盼望我們能夠透過
[00:15:29.240 --> 00:15:31.040]  這樣的一個校園的服飾
[00:15:31.040 --> 00:15:33.160]  能夠祝福到許多人
[00:15:33.160 --> 00:15:34.200]  我相信我們當時
[00:15:34.200 --> 00:15:35.600]  其實許多的弟兄姐妹
[00:15:35.600 --> 00:15:39.120]  也是在當年校園生活的時候
[00:15:39.120 --> 00:15:41.520]  被一些關心你的團體裡面的
[00:15:41.520 --> 00:15:44.000]  大哥大姐甚至你的host family
[00:15:44.000 --> 00:15:46.160]  深深的祝福
[00:15:46.160 --> 00:15:47.200]  甚至到現在
[00:15:47.200 --> 00:15:48.160]  因此他們的榜樣
[00:15:48.160 --> 00:15:49.880]  我們繼續在服飾著
[00:15:49.880 --> 00:15:52.680]  願神來祝福這樣的工作
[00:15:52.680 --> 00:15:54.240]  所以呢
[00:15:54.240 --> 00:15:57.920]  巴拿巴他是在為父的眼光當中
[00:15:57.920 --> 00:15:59.840]  來相信保羅
[00:15:59.840 --> 00:16:02.080]  主動和他聯絡
[00:16:02.080 --> 00:16:05.000]  並且也給予機會
[00:16:05.000 --> 00:16:07.400]  巴拿巴是樂意給人機會
[00:16:07.400 --> 00:16:09.840]  並且預備道路的
[00:16:09.840 --> 00:16:14.280]  我們看到石竹行傳11章28到30節
[00:16:14.280 --> 00:16:19.400]  這邊說有一位先知名叫雅加布
[00:16:19.400 --> 00:16:20.360]  他當時站起來
[00:16:20.360 --> 00:16:24.160]  接著聖靈指明天下將有大饑荒
[00:16:24.160 --> 00:16:28.200]  這事到格爾老丟年間果然有了
[00:16:28.200 --> 00:16:30.840]  也是門徒定義照個人的力量捐獻
[00:16:30.840 --> 00:16:34.840]  送去供給住在猶太的弟兄
[00:16:34.840 --> 00:16:36.400]  他們就這樣行
[00:16:36.400 --> 00:16:38.000]  把捐項託誰
[00:16:38.000 --> 00:16:43.000]  巴拿巴和掃羅送到眾長老那裡
[00:16:43.000 --> 00:16:48.240]  這是一個非常榮譽的一項使命
[00:16:48.240 --> 00:16:50.440]  非常有使命感的工作
[00:16:50.440 --> 00:16:53.240]  就是把弟兄姊妹的奉獻
[00:16:53.240 --> 00:16:58.280]  送到猶太的有需要的弟兄姊妹當中
[00:16:58.280 --> 00:16:59.920]  弟兄姊妹你想像一下
[00:16:59.920 --> 00:17:03.720]  事實上巴拿巴他可以找任何其他的人
