
[00:00:00.000 --> 00:00:05.840]  今天我們要繼續講《使徒行傳》第十章和第十一章
[00:02:15.600 --> 00:02:20.200]  這三段的故事都和外邦人信主有關
[00:02:20.200 --> 00:02:21.600]  你說為什麼?
[00:02:21.600 --> 00:02:23.240]  今天的故事《歌利樓》
[00:02:23.240 --> 00:02:26.360]  就是第一個外邦人信主
[00:02:26.360 --> 00:02:28.960]  你說使提反遇害呢?
[00:02:28.960 --> 00:02:30.640]  門徒四散
[00:02:30.640 --> 00:02:32.040]  去到不同的地方
[00:02:32.040 --> 00:02:33.080]  去到撒瑪利亞
[00:02:33.080 --> 00:02:34.640]  去到外邦的地方
[00:02:34.640 --> 00:02:36.640]  來到傳福音
[00:02:36.640 --> 00:02:38.880]  你說掃羅的改變呢?
[00:02:38.880 --> 00:02:43.200]  掃羅就是被神指定他是外邦人的使徒
[00:02:43.200 --> 00:02:46.480]  就是要將福音傳到外邦
[00:02:46.480 --> 00:02:50.720]  所以三件事都和外邦人信主有關
[00:02:50.720 --> 00:02:53.320]  在聖經中篇幅越長
[00:02:53.320 --> 00:02:55.560]  就是越重要的訊息
[00:02:55.560 --> 00:02:58.240]  所以福音傳給外邦人
[00:02:58.240 --> 00:03:02.320]  在《使徒行傳》中是非常非常重要的
[00:03:02.320 --> 00:03:05.440]  神拯救外邦人之前
[00:03:05.440 --> 00:03:09.680]  首先是要預備彼得去傳福音的訊息
[00:03:09.680 --> 00:03:14.760]  他亦都會準備《歌利樓》的心來接受福音
[00:03:14.760 --> 00:03:17.560]  《歌利樓》在樹蓋撒利亞
[00:03:17.560 --> 00:03:21.840]  在樹耶路撒冷西北大概六十五里
[00:03:21.840 --> 00:03:25.760]  在樹約柏北邊的三十里
[00:03:25.760 --> 00:03:31.760]  那時候蓋撒利亞是羅馬政府指定又大的首都
[00:03:31.760 --> 00:03:35.760]  在那裡有很多很宏偉的建築物
[00:03:35.760 --> 00:03:40.960]  城裡面有一個羅馬的百夫長叫做《歌利樓》
[00:03:40.960 --> 00:03:43.400]  在《使徒行傳》的十章二節
[00:03:43.400 --> 00:03:45.480]  說他是一個虔誠人
[00:03:45.480 --> 00:03:48.000]  他和他全家都敬畏神
[00:03:48.000 --> 00:03:53.480]  多多周濟百姓常常禱告
[00:03:53.480 --> 00:03:55.880]  在《使徒行傳》的十三章十六節
[00:03:55.880 --> 00:03:59.560]  說當時有很多人都是敬畏神
[00:03:59.560 --> 00:04:01.520]  但是《歌利樓》很不同
[00:04:01.520 --> 00:04:06.120]  他知道他自己不能夠靠自己來得救
[00:04:06.120 --> 00:04:12.160]  《歌利樓》他禱告求神指示他怎樣才能夠得救
[00:04:12.160 --> 00:04:18.240]  在《使徒行傳》的十一章十三至十四節
[00:04:18.240 --> 00:04:21.680]  《歌利樓》和現代人不同的地方
[00:04:21.680 --> 00:04:25.400]  就是他知道他做好事他敬畏神
[00:04:25.400 --> 00:04:29.440]  單單靠這些不能使他得救
[00:04:29.440 --> 00:04:34.040]  這個和現代很多的人都很不同
[00:04:34.040 --> 00:04:38.120]  其實現在在世上除了基督教以外
[00:04:38.120 --> 00:04:44.320]  所有的宗教都是認為做好事就能夠上天堂
[00:04:44.320 --> 00:04:46.600]  就能夠得救
[00:04:46.600 --> 00:04:50.360]  唯有基督教告訴我們不是這樣
[00:04:50.360 --> 00:04:54.200]  很可惜 連很多天主教的信徒
[00:04:54.200 --> 00:04:58.200]  都是相信做好事就能夠上天堂
[00:04:58.200 --> 00:05:01.200]  這個其實是錯誤
[00:05:01.200 --> 00:05:05.440]  很可惜 這些人都不能夠認識自己的罪
[00:05:05.440 --> 00:05:09.040]  不能夠明白神的恩典
[00:05:09.040 --> 00:05:11.400]  當《歌利樓》禱告的時候
[00:05:11.400 --> 00:05:16.200]  神就差派了一位天使和《歌利樓》說話
[00:05:16.200 --> 00:05:18.360]  告訴他應該怎樣做
[00:05:18.360 --> 00:05:20.920]  《歌利樓》就立刻服從了神
[00:05:20.920 --> 00:05:25.000]  他差派使者去請彼得麗
[00:05:25.000 --> 00:05:27.280]  這件事很有趣
[00:05:27.280 --> 00:05:30.160]  你記不記得肥力這個執事
[00:05:30.160 --> 00:05:33.520]  在《使徒行傳》的八章四十節告訴我們
[00:05:33.520 --> 00:05:39.280]  其實肥力當時已經在蓋薩利亞的地方
[00:05:39.280 --> 00:05:42.160]  為何不請肥力和他傳福音
[00:05:42.160 --> 00:05:45.440]  要去找彼得在約柏
[00:05:45.440 --> 00:05:50.680]  離開蓋薩利亞三十里路程的地方
[00:05:50.680 --> 00:05:52.200]  原因很簡單
[00:05:52.200 --> 00:05:55.520]  這位神不單止在正確的時間
[00:05:55.520 --> 00:05:57.440]  將福音傳給人
[00:05:57.440 --> 00:06:03.320]  他也是找正確的人選來將福音傳開去
[00:06:03.320 --> 00:06:07.320]  彼得就是他挑選的這位使者
[00:06:07.320 --> 00:06:11.640]  因為彼得身上也有很多東西需要學習
[00:06:11.640 --> 00:06:13.800]  因為彼得當時是一個
[00:06:13.800 --> 00:06:18.680]  非常注重猶太人傳統的使徒
[00:06:18.680 --> 00:06:22.200]  我們怎樣知道他是著重猶太人的律法
[00:06:22.200 --> 00:06:23.920]  猶太人的傳統
[00:06:23.920 --> 00:06:26.840]  《使徒行傳》的十章二十八節
[00:06:26.840 --> 00:06:29.920]  說他見到《歌利樓》時說
[00:06:29.920 --> 00:06:35.120]  「你們知道猶太人和別國的人親近來往
[00:06:35.120 --> 00:06:38.120]  本是不合例的」
[00:06:38.120 --> 00:06:40.480]  你看到他的思想是怎樣
[00:06:40.480 --> 00:06:43.600]  他是非常著重傳統
[00:06:43.600 --> 00:06:46.920]  其實摩西的禮義律法
[00:06:46.920 --> 00:06:52.080]  正是猶太人和外邦人之間的一道牆
[00:06:52.080 --> 00:06:57.800]  這道牆是隔開了外邦人和猶太人
[00:06:57.800 --> 00:07:01.240]  但是因為耶穌基督在十字架上所成就
[00:07:01.240 --> 00:07:03.840]  將這道牆拆毀了
[00:07:03.840 --> 00:07:08.320]  本來是被猶太人認為不聖潔的外邦人
[00:07:08.320 --> 00:07:11.120]  現在因為耶穌基督替他們贖罪
[00:07:11.120 --> 00:07:14.920]  他們也能夠變為聖潔
[00:07:14.920 --> 00:07:20.040]  所以外邦人本來在以色列國以外
[00:07:20.040 --> 00:07:24.880]  本來是和神的國 神的約無緣
[00:07:24.880 --> 00:07:28.000]  現在因為耶穌基督所做的
[00:07:28.000 --> 00:07:31.000]  他們能夠在基督耶穌裡面
[00:07:31.000 --> 00:07:34.000]  藉著福音得以同為後至
[00:07:34.000 --> 00:07:36.840]  同為一體 同夢應許
[00:07:36.840 --> 00:07:40.880]  都能夠和猶太人一樣成為一體
[00:07:40.880 --> 00:07:45.680]  在《爾忽所書》的三章六節
[00:07:45.680 --> 00:07:48.720]  神給彼得見到了一個異象
[00:07:48.720 --> 00:07:51.560]  這個異象就是天打開了
[00:07:51.560 --> 00:07:55.080]  有一塊很大的好像布一樣的東西
[00:07:55.080 --> 00:07:59.560]  四隻角是綁著降臨在地上
[00:07:59.560 --> 00:08:01.680]  裡面裝了些什麼?
[00:08:01.680 --> 00:08:06.480]  裡面有各樣四足的走獸和昆蟲
[00:08:06.480 --> 00:08:08.280]  並天上的飛鳥
[00:08:08.280 --> 00:08:10.240]  又有聲音向祂說
[00:08:10.240 --> 00:08:13.440]  彼得 起來 宰鳥吃
[00:08:13.440 --> 00:08:17.000]  這些食物都是猶太人的律例典章裡面
[00:08:17.000 --> 00:08:20.280]  說不能吃的 不潔淨的動物
[00:08:20.280 --> 00:08:24.280]  而家神說 你起來 你吃了它
[00:08:24.280 --> 00:08:28.480]  彼得立刻說 主啊 者是不可的
[00:08:28.480 --> 00:08:30.280]  很有趣的一節經文
[00:08:30.280 --> 00:08:33.000]  《使徒行傳》的十章十四節
[00:08:33.000 --> 00:08:35.280]  令我想起有一個故事
[00:08:35.280 --> 00:08:37.400]  有一個基督徒
[00:08:37.400 --> 00:08:40.520]  他很想做宣教士
[00:08:40.520 --> 00:08:44.760]  但是他俗世的那份工作的入息實在太好
[00:08:44.760 --> 00:08:47.920]  他實在不捨得離開這份工作
[00:08:47.920 --> 00:08:49.680]  所以他有很大的掙扎
[00:08:49.680 --> 00:08:51.800]  究竟是去侍奉神
[00:08:51.800 --> 00:08:54.000]  還是我繼續在這裏工作
[00:08:54.000 --> 00:08:56.600]  他就去找一位老的宣教士
[00:08:56.600 --> 00:09:00.160]  來幫他解答這個難題
[00:09:00.160 --> 00:09:01.680]  這個老的宣教士
[00:09:01.680 --> 00:09:04.600]  就將《使徒行傳》的十章十四節
[00:09:04.600 --> 00:09:06.360]  寫在一張紙上
[00:09:06.360 --> 00:09:09.360]  就是主啊 者是不可的
[00:09:09.360 --> 00:09:11.320]  這個老宣教士說
[00:09:11.320 --> 00:09:14.080]  主啊和者是不可的
[00:09:14.080 --> 00:09:16.560]  不可以放在一起
[00:09:16.560 --> 00:09:19.280]  兩件事你不可以放在一起
[00:09:19.280 --> 00:09:22.280]  給得後來都有改變
[00:09:22.280 --> 00:09:24.280]  所以他就給了一枝筆
[00:09:24.280 --> 00:09:27.200]  給這個年輕的基督徒
[00:09:27.200 --> 00:09:29.920]  他說你剷除了其中一樣
[00:09:29.920 --> 00:09:31.720]  如果你剷除了主啊
[00:09:31.720 --> 00:09:33.960]  你就留下者是不可的
[00:09:33.960 --> 00:09:36.080]  那你就不要做宣教士了
[00:09:36.080 --> 00:09:38.760]  你留下來做你的工作
[00:09:38.760 --> 00:09:41.800]  但是如果你剷除了者是不可的
[00:09:41.800 --> 00:09:43.920]  留下主啊
[00:09:43.920 --> 00:09:46.200]  就是你要服從主
[00:09:46.200 --> 00:09:49.440]  我不知道這個基督徒
[00:09:49.440 --> 00:09:51.200]  究竟剷除了哪一樣
[00:09:51.200 --> 00:09:55.800]  但我希望他是作出正確的簡寸
[00:09:55.800 --> 00:09:57.920]  見到了這些不潔的食物
[00:09:57.920 --> 00:10:00.520]  彼得又聽見有聲音跟他說
[00:10:00.520 --> 00:10:04.960]  神所潔淨的你不可當作族物
[00:10:04.960 --> 00:10:09.200]  同樣的事出現三次在他面前
[00:10:09.200 --> 00:10:11.800]  這個其實是代表什麼
[00:10:11.800 --> 00:10:13.520]  本來不潔淨的食物
[00:10:13.520 --> 00:10:15.840]  現在變成潔淨
[00:10:15.840 --> 00:10:19.800]  本來被猶太人認為不潔淨的外邦人
[00:10:19.800 --> 00:10:22.600]  現在因為耶穌基督為他們贖罪
[00:10:22.600 --> 00:10:25.640]  他們都能夠成為聖潔
[00:10:25.640 --> 00:10:31.040]  這就是這個異象的意義
[00:10:31.040 --> 00:10:35.880]  為什麼神要用食物來成為這個異象
[00:10:35.880 --> 00:10:38.400]  來教導彼得
[00:10:38.400 --> 00:10:42.200]  原來當時經文說彼得肚子餓
[00:10:42.200 --> 00:10:44.320]  在《說使徒行傳》的十章十節說
[00:10:44.320 --> 00:10:47.400]  彼得想吃東西他肚子餓
[00:10:47.400 --> 00:10:48.960]  另外一個原因
[00:10:48.960 --> 00:10:51.520]  潔淨和不潔淨的食物
[00:10:51.520 --> 00:10:54.640]  成為猶太人和外邦人之間
[00:10:54.640 --> 00:10:58.320]  一個很大的分歧點
[00:10:58.320 --> 00:11:00.640]  彼得 我們稍後
[00:11:00.640 --> 00:11:02.560]  在這篇道我們會見到
[00:11:02.560 --> 00:11:04.520]  在《使徒行傳》的十一章
[00:11:04.520 --> 00:11:08.800]  被猶太人的基督徒攻擊他
[00:11:08.800 --> 00:11:12.680]  說他和外邦人一起來吃飯
[00:11:12.680 --> 00:11:14.520]  所以我們見到這一點
[00:11:14.520 --> 00:11:17.920]  在猶太人的心目中是很重要
[00:11:17.920 --> 00:11:23.040]  另外 耶穌在世的時候曾經教門徒
[00:11:23.040 --> 00:11:26.560]  在馬太福音的十五和馬可的第七章
[00:11:26.560 --> 00:11:30.200]  都說食物不能使人污穢
[00:11:30.200 --> 00:11:33.080]  食物本身不能令人污穢
[00:11:33.080 --> 00:11:36.080]  彼得當時不明白這個道理
[00:11:36.080 --> 00:11:38.640]  但是現在經過這個異象
[00:11:38.640 --> 00:11:40.360]  他開始明白
[00:11:40.360 --> 00:11:43.800]  為何耶穌基督會這樣說
[00:11:43.800 --> 00:11:47.880]  神不是要改變彼得飲食的習慣
[00:11:47.880 --> 00:11:50.720]  神是要改變彼得的思想
[00:11:50.720 --> 00:11:54.320]  他的思想是猶太人才是聖潔的
[00:11:54.320 --> 00:11:56.840]  外邦人是不潔的
[00:11:56.840 --> 00:12:00.760]  其實 猶太人也好 外邦人也好
[00:12:00.760 --> 00:12:03.160]  在神的面前都是不潔淨
[00:12:03.160 --> 00:12:05.400]  因為我們都是罪人
[00:12:05.400 --> 00:12:08.600]  都是需要耶穌基督的救贖
[00:12:08.600 --> 00:12:12.280]  這一點其實猶太人也看不到
[00:12:12.280 --> 00:12:15.320]  他們就是認為猶太人是潔淨
[00:12:15.320 --> 00:12:17.080]  外邦人不潔淨
[00:12:17.080 --> 00:12:19.320]  他們就認為神給他們律法
[00:12:19.320 --> 00:12:22.160]  仍然要將他們分別為聖
[00:12:22.160 --> 00:12:25.280]  將他們從外邦人那裡分別出來
[00:12:25.280 --> 00:12:27.520]  所以等一會我們會見到
[00:12:27.520 --> 00:12:31.600]  他們仍然會堅持任何人接受耶穌基督
[00:12:31.600 --> 00:12:37.280]  仍然都要遵守猶太人的律例典章
[00:12:37.280 --> 00:12:41.120]  神不單止是準備彼得
[00:12:41.120 --> 00:12:44.400]  也給他一個信息來宣佈
[00:12:44.400 --> 00:12:48.040]  神的時間星永遠都是最完美的
[00:12:48.040 --> 00:12:50.320]  就在彼得心裡在想
[00:12:50.320 --> 00:12:53.280]  究竟這個異象是什麼意思呢
[00:12:53.280 --> 00:12:56.560]  神就差派了三個外邦人
[00:12:56.560 --> 00:13:02.000]  從蓋薩利亞來找彼得敲門
[00:13:02.000 --> 00:13:09.480]  這三個人就是哥尼留派去迎接彼得去他家的三個使者
[00:13:09.480 --> 00:13:12.160]  若果不是因為有這個異象
[00:13:12.160 --> 00:13:17.080]  彼得絕對不會跟這三個人去見哥尼留
[00:13:17.080 --> 00:13:19.800]  因為天色已經是很晚
[00:13:19.800 --> 00:13:23.000]  所以彼得容許這三個外邦人
[00:13:23.000 --> 00:13:25.640]  在他家裡住了一夜
[00:13:25.640 --> 00:13:28.160]  這件事也是很特別
[00:13:28.160 --> 00:13:32.120]  因為我們知道猶太人絕對不會容許外邦人
[00:13:32.120 --> 00:13:34.000]  在他們家裡居住
[00:13:34.000 --> 00:13:37.560]  因為他們認為外邦人是不潔淨
[00:13:37.560 --> 00:13:41.560]  這件事和我上次還記不記得跟大家說過
[00:13:41.560 --> 00:13:46.400]  彼得在蕭皮象或者甲皮象的家裡
[00:13:46.400 --> 00:13:49.080]  住了很長一段日子
[00:13:49.080 --> 00:13:53.960]  所以蕭皮象也被猶太人認為是不潔淨
[00:13:53.960 --> 00:13:57.400]  所以我們見到彼得對潔與不潔的觀念
[00:13:57.400 --> 00:14:00.160]  已經開始有改變
[00:14:00.160 --> 00:14:03.640]  他也挑選了六個猶太人
[00:14:03.640 --> 00:14:05.800]  成為見證人
[00:14:05.800 --> 00:14:08.960]  和他一起去到蓋薩利亞
[00:14:08.960 --> 00:14:13.440]  聖經只需要兩三個見證人
[00:14:13.440 --> 00:14:16.840]  但我們見到彼得帶了六個見證人去
[00:14:16.840 --> 00:14:22.240]  是遠遠超過兩三個見證人的需要
[00:14:22.240 --> 00:14:26.040]  我們說約距離蓋薩利亞是三十里
[00:14:26.040 --> 00:14:29.200]  大概需要兩天的路程
[00:14:29.200 --> 00:14:31.720]  當哥尼樓一見到彼得
[00:14:31.720 --> 00:14:36.400]  他就立刻俯伏了在地上敬拜彼得
[00:14:36.400 --> 00:14:38.600]  彼得就說你不要拜我
[00:14:38.600 --> 00:14:40.280]  我和你都是一樣
[00:14:40.280 --> 00:14:42.160]  我也是人來的
[00:14:42.160 --> 00:14:45.600]  這件事我上次也有跟大家說過
[00:14:45.600 --> 00:14:49.640]  也發生在保羅和巴拿巴身上
[00:14:49.640 --> 00:14:51.760]  在《使徒行卷》的十四章
[00:14:51.760 --> 00:14:56.720]  那些人都以為保羅和巴拿巴是神
[00:14:56.720 --> 00:15:00.520]  當彼得宣佈外邦人是結證
[00:15:00.520 --> 00:15:04.360]  所有在場的外邦人我相信都很驚訝
[00:15:04.360 --> 00:15:07.160]  甚至是很感恩
[00:15:07.160 --> 00:15:11.000]  猶太人是很鄙視外邦人
[00:15:11.000 --> 00:15:12.720]  說他們是不結
[00:15:12.720 --> 00:15:15.280]  甚至說他們是狗
[00:15:15.280 --> 00:15:17.960]  所以這個宣佈對猶太人
[00:15:17.960 --> 00:15:21.080]  也是一個很驚訝的一件事
[00:15:21.080 --> 00:15:23.800]  哥尼樓就問彼得
[00:15:23.800 --> 00:15:25.720]  既然我們是聖結
[00:15:25.720 --> 00:15:29.400]  我們怎樣才能夠得到結證
[00:15:29.400 --> 00:15:32.920]  怎樣才能夠得救
[00:15:32.920 --> 00:15:36.560]  在離開這個段落的時候
[00:15:36.560 --> 00:15:40.920]  想和大家看看有三點是很重要的
[00:15:40.920 --> 00:15:45.080]  第一就是在聖經裡面告訴我們
[00:15:45.080 --> 00:15:49.440]  所有尋求主的就必尋見
[00:15:49.440 --> 00:15:52.600]  所有尋求主的都能夠是尋見
[00:15:52.600 --> 00:15:54.760]  盧伽福音的十九章十節
[00:15:54.760 --> 00:15:58.440]  和耶利米書的二十九章十三節
[00:15:58.440 --> 00:16:02.280]  這個信息在《述聖經》裡面重複出現
[00:16:02.280 --> 00:16:05.480]  記不記得約書亞記的第二章
[00:16:05.480 --> 00:16:08.280]  妓女拉合她尋求神
[00:16:08.280 --> 00:16:11.360]  神就帶領使者探子
[00:16:11.360 --> 00:16:14.240]  去到她的家和她傳福音
[00:16:14.240 --> 00:16:17.160]  記不記得《使徒行卷》的第八章
[00:16:17.160 --> 00:16:20.720]  當埃提阿伯的太監拒尋求神
[00:16:20.720 --> 00:16:23.880]  神就差派肥力去和他解經
[00:16:23.880 --> 00:16:26.160]  和他來施洗
[00:16:26.160 --> 00:16:28.680]  今天的經文就是
[00:16:28.680 --> 00:16:31.120]  哥尼樓拒尋求神
[00:16:31.120 --> 00:16:33.880]  神就差派彼得去到他那裡
[00:16:33.880 --> 00:16:35.960]  和他來傳福音
[00:16:35.960 --> 00:16:37.400]  第二點
[00:16:37.400 --> 00:16:41.160]  有很多人都說所有宗教都是一樣的
[00:16:41.160 --> 00:16:43.920]  其實不是 這是錯誤的
[00:16:43.920 --> 00:16:46.120]  也有很多人說
[00:16:46.120 --> 00:16:49.000]  你信什麼你就信
[00:16:49.000 --> 00:16:51.120]  你喜歡敬拜誰都好
[00:16:51.120 --> 00:16:54.560]  但你不要就是意圖改變別人的宗教
[00:16:54.560 --> 00:16:57.840]  別人喜歡敬拜誰就敬拜誰
[00:16:57.840 --> 00:17:00.800]  這也是錯誤的教導
[00:17:00.800 --> 00:17:04.720]  哥尼樓他就知道只有一位的真神
[00:17:04.720 --> 00:17:06.880]  世上只有一位的真神
[00:17:06.880 --> 00:17:11.080]  除了聽到福音接受耶穌基督之外
[00:17:11.080 --> 00:17:13.960]  哥尼樓根本沒有其他辦法
[00:17:13.960 --> 00:17:16.920]  是能夠得救
[00:17:16.920 --> 00:17:19.000]  第三點
[00:17:19.000 --> 00:17:23.640]  第三點就是哥尼樓是一個無犯的會眾
[00:17:23.640 --> 00:17:26.600]  是一個無犯的基督徒
[00:17:26.600 --> 00:17:29.400]  在《使徒行傳》十章二節
[00:17:29.400 --> 00:17:32.880]  說哥尼樓全家都敬畏神
[00:17:32.880 --> 00:17:36.880]  哥尼樓是有很大的影響力在他的家人面前
[00:17:36.880 --> 00:17:40.000]  可以帶領全家來敬畏神
[00:17:40.000 --> 00:17:42.560]  還有在書三十三節
[00:17:42.560 --> 00:17:45.760]  說他知道彼得快要來到他家的時候
[00:17:45.760 --> 00:17:48.920]  他請了他的家人 請了他的朋友
[00:17:48.920 --> 00:17:51.120]  來聽神的話語
[00:17:51.120 --> 00:17:53.480]  你想想我們月月堂玉
[00:17:53.480 --> 00:17:55.960]  每個人都帶了他們的家人
[00:17:55.960 --> 00:17:58.960]  帶了他們的朋友來聽神的話語
[00:17:58.960 --> 00:18:01.040]  這樣就真的好
[00:18:01.040 --> 00:18:05.680]  所以哥尼樓真是牧師夢未已求的一個會眾
[00:18:05.680 --> 00:18:08.080]  一個基督徒
[00:18:08.080 --> 00:18:12.600]  彼得不單止是給神準備他
[00:18:12.600 --> 00:18:14.960]  來傳達訊息
[00:18:14.960 --> 00:18:19.120]  他還給他口才來回答哥尼樓的問題
[00:18:19.120 --> 00:18:21.440]  就是怎樣能夠得救
[00:18:21.440 --> 00:18:25.040]  F.F.Bruce曾經說過
[00:18:25.040 --> 00:18:27.040]  他說彼得的這篇道
[00:18:27.040 --> 00:18:31.800]  在《使徒行傳》裡面是最完整的使徒的訊息
[00:18:31.800 --> 00:18:35.680]  彼得說神是不偏待人
[00:18:35.680 --> 00:18:38.360]  不理你的國籍 不理你的種族
[00:18:38.360 --> 00:18:40.320]  神不偏待人
[00:18:40.320 --> 00:18:42.920]  彼得說在各國當中
[00:18:42.920 --> 00:18:45.400]  敬畏神而恆意的人
[00:18:45.400 --> 00:18:48.120]  都為神所悅納
[00:18:48.120 --> 00:18:52.280]  這一節的經文《使徒行傳》的十章三十五節
[00:18:52.280 --> 00:18:57.160]  被很多人說是用行為來得救
[00:18:57.160 --> 00:18:58.080]  為什麼呢
[00:18:58.080 --> 00:19:00.840]  因為說所有恆意的人
[00:19:00.840 --> 00:19:02.800]  都為神所悅納
[00:19:02.800 --> 00:19:05.200]  其實這裡不是這樣的解釋
[00:19:05.200 --> 00:19:09.400]  如果真的用行為就能夠得救的話
[00:19:09.400 --> 00:19:14.240]  神都不需要差派彼得去跟哥尼樓傳福音
[00:19:14.240 --> 00:19:15.920]  因為聖經告訴我們
[00:19:15.920 --> 00:19:18.960]  哥尼樓本身已經是敬畏神
[00:19:18.960 --> 00:19:22.680]  而且是一個有好行為的人
[00:19:22.680 --> 00:19:29.160]  其實我們的行為只不過是我們信心的表現
[00:19:29.160 --> 00:19:32.400]  彼得總結了耶穌基督的申評
[00:19:32.400 --> 00:19:35.240]  講出祂的侍功
[00:19:35.240 --> 00:19:38.840]  講出祂的死和復活
[00:19:38.840 --> 00:19:42.160]  其實這些都是哥尼樓的親戚朋友
[00:19:42.160 --> 00:19:44.120]  已經知道的事
[00:19:44.120 --> 00:19:47.640]  正如《使徒行傳》的二十六章二十六節
[00:19:47.640 --> 00:19:51.160]  耶穌基督所行的事都是公開的
[00:19:51.160 --> 00:19:52.360]  每個人都知道
[00:19:52.360 --> 00:19:55.960]  不是在背地裡所做的
[00:19:55.960 --> 00:19:57.920]  彼得也指出
[00:19:57.920 --> 00:20:02.160]  最初猶太人是彼神指定他們
[00:20:02.160 --> 00:20:06.640]  要將和平的福音傳到全世界
[00:20:06.640 --> 00:20:09.720]  但是耶穌基督也是萬有的主
[00:20:09.720 --> 00:20:13.360]  所以祂不單單是以色列人的主
[00:20:13.360 --> 00:20:14.560]  其實這一點
[00:20:14.560 --> 00:20:18.880]  在《創世紀》的十二章一至三節
[00:20:18.880 --> 00:20:20.640]  在阿伯拉罕的時候
[00:20:20.640 --> 00:20:22.120]  神就已經說
[00:20:22.120 --> 00:20:26.960]  萬族都要因以色列來得福
[00:20:26.960 --> 00:20:31.320]  就是要以色列人將這個好消息傳開去
[00:20:31.320 --> 00:20:34.640]  接著彼得就告訴哥尼樓
[00:20:34.640 --> 00:20:37.480]  好消息如何能夠得救
[00:20:37.480 --> 00:20:39.480]  凡信他的人
[00:20:39.480 --> 00:20:43.160]  必因他的名得夢赦罪
[00:20:43.160 --> 00:20:46.320]  《使徒行傳》的十章四十三節
[00:20:46.320 --> 00:20:48.080]  這節經文是不是說
[00:20:48.080 --> 00:20:50.720]  你有好行為你就能夠得救
[00:20:50.720 --> 00:20:52.520]  不是
[00:20:52.520 --> 00:20:54.560]  凡信他的人
[00:20:54.560 --> 00:20:56.240]  因他的名
[00:20:56.240 --> 00:21:01.040]  得赦罪就能夠得救
[00:21:01.040 --> 00:21:02.840]  哥尼樓問彼得
[00:21:02.840 --> 00:21:04.800]  如何能夠得救
[00:21:04.800 --> 00:21:12.320]  彼得就很清楚地回答了他
[00:21:12.320 --> 00:21:15.640]  當彼得還沒說完他那邊
[00:21:15.640 --> 00:21:20.800]  哥尼樓的家人和哥尼樓就已經相信了
[00:21:20.800 --> 00:21:24.960]  在座的人都見到有聖靈降臨在他們身上
[00:21:24.960 --> 00:21:28.240]  那六位的見證人亦都是在場
[00:21:28.240 --> 00:21:30.360]  見證所有這些外邦人
