
[00:00:00.000 --> 00:00:04.600]  每次來都懷著感恩的心
[00:02:14.800 --> 00:02:17.800]  這種的禱告
[00:02:17.800 --> 00:02:22.100]  我當時已經在柴灣浸信會
[00:02:22.100 --> 00:02:25.400]  當時還未是牧師
[00:02:25.400 --> 00:02:31.200]  就有一個少年人患了血癌
[00:02:31.200 --> 00:02:34.600]  他在馬來醫院留醫
[00:02:34.600 --> 00:02:37.600]  他家族很想我去探
[00:02:37.600 --> 00:02:41.500]  於是我就走去探
[00:02:41.500 --> 00:02:45.600]  探的時候真的對我很大的挑戰
[00:02:45.600 --> 00:02:49.300]  你想一想大概四十年前
[00:02:49.300 --> 00:02:52.200]  這個少年人患血癌
[00:02:52.200 --> 00:02:55.200]  是幾乎已經注定
[00:02:55.200 --> 00:03:01.700]  他的生命的完結的時間
[00:03:01.700 --> 00:03:04.000]  我就走上去
[00:03:04.000 --> 00:03:08.700]  他的家人圍著這個少年人禱告
[00:03:08.700 --> 00:03:10.100]  在我的禱告當中
[00:03:10.100 --> 00:03:13.000]  就不斷為這個少年人
[00:03:13.000 --> 00:03:19.800]  得存異、得康復來禱告
[00:03:19.800 --> 00:03:21.800]  我祈禱之後
[00:03:21.800 --> 00:03:27.100]  就坐回二十三號巴士去中環
[00:03:27.100 --> 00:03:30.200]  當我要坐到堅島的時候
[00:03:30.200 --> 00:03:34.300]  我心裏面覺得不安心
[00:03:34.300 --> 00:03:39.500]  我這個禱告只是單單為這個少年人的康復
[00:03:39.500 --> 00:03:41.500]  我似乎失去了一樣東西
[00:03:41.500 --> 00:03:43.500]  是要這個家屬
[00:03:43.500 --> 00:03:49.600]  他們有信心去接受上帝可能的安排
[00:03:49.600 --> 00:03:51.700]  這個上帝的安排
[00:03:51.700 --> 00:03:57.500]  可能是跟我們的祈願不一樣
[00:03:57.500 --> 00:03:59.700]  我是不是也需要準備
[00:03:59.700 --> 00:04:02.200]  去讓父母有這個信心
[00:04:02.200 --> 00:04:08.500]  去接受不同的結果的可能呢?
[00:04:08.500 --> 00:04:11.200]  我馬上就下車
[00:04:11.200 --> 00:04:14.300]  再返回醫院
[00:04:14.300 --> 00:04:17.500]  我跟他的親屬說
[00:04:17.500 --> 00:04:20.000]  我們是將這個少年人交在手中
[00:04:20.000 --> 00:04:22.500]  但我願意將這個家屬
[00:04:22.500 --> 00:04:26.000]  每一位家屬都帶到神的面前
[00:04:26.000 --> 00:04:29.700]  去讓我們會知道無論任何結果
[00:04:29.700 --> 00:04:34.300]  我們都知道上帝與我們同在
[00:04:34.300 --> 00:04:38.800]  我們都應該要對上帝有信心
[00:04:38.800 --> 00:04:45.300]  去接受這個結果可能不是我們所預期的一個結果
[00:04:45.300 --> 00:04:48.400]  我再第二次返去祈禱完之後
[00:04:48.400 --> 00:04:52.400]  我心裏面就似乎釋放了
[00:04:52.400 --> 00:04:57.200]  我一樣將這個少年人交在上帝的手中
[00:04:57.200 --> 00:05:03.400]  我同樣要鼓勵這對父母都有信心
[00:05:03.400 --> 00:05:11.600]  去接受可能與我們的心意不一樣的結果
[00:05:11.600 --> 00:05:13.300]  《馬太福音》第六章
[00:05:13.300 --> 00:05:17.200]  耶穌基督教我們禱告的時候
[00:05:17.200 --> 00:05:19.000]  祂是教我們禱告
[00:05:19.000 --> 00:05:23.600]  而這個禱告一定是門徒才可以做的
[00:05:23.600 --> 00:05:27.000]  是一個決心跟隨耶穌基督的人
[00:05:27.000 --> 00:05:29.500]  才能夠作這份禱告
[00:05:29.500 --> 00:05:34.300]  而這份禱告就是以上帝為中心
[00:05:34.300 --> 00:05:37.300]  是以我們以信賴決定
[00:05:37.300 --> 00:05:40.700]  去專心跟隨耶穌基督的人
[00:05:40.700 --> 00:05:43.700]  才能夠可以作的一個禱告
[00:05:43.700 --> 00:05:49.200]  這個禱告不是讓我們去節細就好像兒童的禱文
[00:05:49.200 --> 00:05:55.100]  或者隨便去背誦的一個禱文
[00:05:55.100 --> 00:05:59.200]  而這個禱文是警惕上上的幫助我們
[00:05:59.200 --> 00:06:05.600]  我們的禱告究竟是以甚麼作為內容呢?
[00:06:05.600 --> 00:06:08.600]  很多人都評論我們的借辦禱告
[00:06:08.600 --> 00:06:12.700]  很多人評論我們睡覺前的簡單的禱告
[00:06:12.700 --> 00:06:17.100]  這種評論都是幫助我們去反思
[00:06:17.100 --> 00:06:23.100]  我們每日禱告的內容究竟是包括甚麼呢?
[00:06:23.100 --> 00:06:24.700]  主禱文就說
[00:06:24.700 --> 00:06:29.800]  願上帝的名為聖,願上帝的國降臨
[00:06:29.800 --> 00:06:36.600]  願上帝的旨意行在地上,兒童行在天上
[00:06:36.600 --> 00:06:43.100]  如果假如這個禱告是以我的父的事為念的話
[00:06:43.100 --> 00:06:45.100]  那我們還要區分一下
[00:06:45.100 --> 00:06:49.600]  我們今天每日的禱告究竟以甚麼為念呢?
[00:06:49.600 --> 00:06:55.200]  以我的生活,以我的健康,以我的孩子的讀書
[00:06:55.200 --> 00:06:57.500]  以我有份好的職業
[00:06:57.500 --> 00:07:03.200]  以我能夠在工作當中愉快不受壓力
[00:07:03.200 --> 00:07:08.400]  還是我的生活,每天的生活的開始
[00:07:08.400 --> 00:07:11.400]  就現人到尊上帝的名為聖
[00:07:11.400 --> 00:07:19.700]  讓這個福音是以今天所有的人,和我生活的人都能夠同在
[00:07:19.700 --> 00:07:25.000]  然後願上帝的旨意行在地上,兒童行在天上
[00:07:25.000 --> 00:07:29.700]  這個就是我們基督徒每日生活的心意
[00:07:29.700 --> 00:07:33.900]  我們每日的禱告,我們每日生活的方向
[00:07:33.900 --> 00:07:39.100]  就在上帝的心意裏面去活著
[00:07:39.100 --> 00:07:47.200]  而這個心意擴大,就對我們今天的生活非常重大的意義
[00:07:47.200 --> 00:07:49.400]  我今天只是分享第一節
[00:07:49.400 --> 00:07:53.500]  我們在天上的父
[00:07:53.500 --> 00:07:58.800]  如果這個聖經本身,這個是我的禱告的開始
[00:07:58.800 --> 00:08:02.900]  可能對我們整個人的生活,每一天的工作
[00:08:02.900 --> 00:08:06.300]  就有一種新的看法
[00:08:06.300 --> 00:08:09.800]  我們在天上的父
[00:08:09.800 --> 00:08:14.400]  這個說話對我們來說,我們所尊敬,我們所崇拜
[00:08:14.400 --> 00:08:21.400]  我們將我們的生命所寄交在一位全能者的手中
[00:08:21.400 --> 00:08:29.500]  常常都有人問我:牧師,你對香港有沒有盼望?
[00:08:29.500 --> 00:08:36.400]  我就跟他們說,我是灰暗
[00:08:36.400 --> 00:08:42.500]  但是我們不單是看今天的世情這一種暗淡
[00:08:42.500 --> 00:08:49.200]  我們是看我們活在全能者的這一種任避之下
[00:08:49.200 --> 00:08:56.400]  如果假如我們每日都沒有想到一位至高的全能者在我們當中
[00:08:56.400 --> 00:09:00.100]  那我們真是灰心
[00:09:00.100 --> 00:09:06.800]  我昨天得知一個好的朋友
[00:09:06.800 --> 00:09:12.700]  萬鑑正
[00:09:12.700 --> 00:09:15.800]  我非常難過
[00:09:15.800 --> 00:09:23.600]  但如果我們每日都碰到這些難過、痛苦的事
[00:09:23.600 --> 00:09:28.400]  如果我們不想到有一位全能者在我們當中
[00:09:28.400 --> 00:09:32.900]  那我們每日都沒有辦法生活下去
[00:09:32.900 --> 00:09:36.400]  就是因為我們在天上的父
[00:09:36.400 --> 00:09:41.600]  這位天上的父是一位全能者
[00:09:41.600 --> 00:09:45.600]  是會成為我們每一個人的保護
[00:09:45.600 --> 00:09:51.300]  是成為我們活在今天艱難的世界當中的帶領者
[00:09:51.300 --> 00:09:54.000]  我就有信心了
[00:09:54.000 --> 00:09:58.200]  因為在天上的父是創造萬物的主宰
[00:09:58.200 --> 00:10:02.800]  是保護、是救贖我們的主
[00:10:02.800 --> 00:10:05.400]  所以一旦我們祈求的時候
[00:10:05.400 --> 00:10:09.800]  就想起這位全能者在我們當中
[00:10:09.800 --> 00:10:14.500]  成為我們的任避、成為我們的山寨、成為我們的依靠
[00:10:14.500 --> 00:10:18.000]  那我就充滿了信心
[00:10:18.000 --> 00:10:24.800]  充滿了勇氣來面對我們的生活
[00:10:24.800 --> 00:10:28.400]  我們在天上的父
[00:10:28.400 --> 00:10:33.100]  他是任避我們、是保護我們
[00:10:33.100 --> 00:10:36.700]  是上在我們的身旁
[00:10:36.700 --> 00:10:40.700]  當我們軟弱、灰心跌倒的時候
[00:10:40.700 --> 00:10:45.800]  他就會在旁邊去扶我們一把
[00:10:45.800 --> 00:10:47.400]  弟兄姊妹
[00:10:47.400 --> 00:10:50.100]  為什麼每天都要禱告啊?
[00:10:50.100 --> 00:10:51.800]  每天需要禱告
[00:10:51.800 --> 00:10:54.400]  就是想到我們這位全能者
[00:10:54.400 --> 00:10:58.700]  在今天這個艱苦、困難的世代當中
[00:10:58.700 --> 00:11:02.200]  是成為我們的依靠和成為我們的幫助
[00:11:02.200 --> 00:11:07.000]  就將我們全面的交託在這位上帝的手中
[00:11:07.000 --> 00:11:08.900]  如果每一次的禱告
[00:11:08.900 --> 00:11:12.200]  就激勵起我們對上帝的依靠
[00:11:12.200 --> 00:11:16.200]  對於我們自己的生命這種的託付
[00:11:16.200 --> 00:11:20.200]  那我們就有信心了
[00:11:20.200 --> 00:11:24.800]  我們在天上的父
[00:11:24.800 --> 00:11:29.600]  在天上的父是聖潔的
[00:11:29.600 --> 00:11:32.400]  當每一次我們要禱告
[00:11:32.400 --> 00:11:35.200]  我們在天上的父這種大能
[00:11:35.200 --> 00:11:38.200]  同時他是一位聖潔的主
[00:11:38.200 --> 00:11:41.600]  就讓我們能夠在禱告的當中
[00:11:41.600 --> 00:11:43.600]  去警惕我們自己
[00:11:43.600 --> 00:11:47.400]  怎樣能夠幸在公義的當中
[00:11:47.400 --> 00:11:51.000]  怎樣能夠尚存一個慈憐的心
[00:11:51.000 --> 00:11:53.400]  去對別人
[00:11:53.400 --> 00:11:55.700]  去對待這個世界
[00:11:55.700 --> 00:11:59.300]  我們要懷有這一種的心腸
[00:11:59.300 --> 00:12:00.900]  以致我們的生活
[00:12:00.900 --> 00:12:06.600]  能夠可以在這個世界裏面區分
[00:12:06.600 --> 00:12:09.300]  我們在天上的父
[00:12:09.300 --> 00:12:11.700]  有時候我們會說聖潔似乎
[00:12:11.700 --> 00:12:14.700]  一個不可觸摸之物
[00:12:14.700 --> 00:12:19.000]  聖潔是好像一個人的生命裏面有光環
[00:12:19.000 --> 00:12:22.100]  但聖潔另外一個最重要的解釋
[00:12:22.100 --> 00:12:26.300]  是我們怎樣在這個世界裏面被區分出來
[00:12:26.300 --> 00:12:27.700]  這種區別
[00:12:27.700 --> 00:12:31.400]  就是我們作為一個基督徒的生活的區別
[00:12:31.400 --> 00:12:32.900]  是我們作為一個基督徒
[00:12:32.900 --> 00:12:37.200]  在今天這個世界裏面作炎作光的區別
[00:12:37.200 --> 00:12:39.900]  是在這個混亂的世界的當中
[00:12:39.900 --> 00:12:45.700]  我們過一種和這個世界不一樣的生活
[00:12:45.700 --> 00:12:49.100]  我們生活在這個世界當中
[00:12:49.100 --> 00:12:53.900]  我們不會信奉、信從這個世界
[00:12:53.900 --> 00:12:58.000]  我們要心意更新而變化
[00:12:58.000 --> 00:13:00.200]  是讓我們每一次禱告的時候
[00:13:00.200 --> 00:13:03.400]  是想到一位大能的神去蔭庇我們
[00:13:03.400 --> 00:13:05.000]  但如果想到
[00:13:05.000 --> 00:13:10.200]  聖潔的神使我們在今天這個世界裏面被區分出來
[00:13:10.200 --> 00:13:13.200]  是另外一個不同生活的人
[00:13:13.200 --> 00:13:17.100]  是上帝的子民
[00:13:17.100 --> 00:13:21.800]  是常懷愛意、心存慈憐
[00:13:21.800 --> 00:13:26.800]  一個這樣的心在這個地上的生活
[00:13:26.800 --> 00:13:30.400]  如果我們會想到這樣的時候
[00:13:30.400 --> 00:13:32.500]  我們還會在今天這個世界裏面
[00:13:32.500 --> 00:13:37.900]  不會被同化,而是能夠每想到神
[00:13:37.900 --> 00:13:39.600]  每一次的禱告
[00:13:39.600 --> 00:13:42.200]  除了祈求上帝的蔭庇之外
[00:13:42.200 --> 00:13:46.900]  是讓我們能夠過一種以別不同的生活
[00:13:46.900 --> 00:13:50.800]  我們真的可以奉獻我們的時間
[00:13:50.800 --> 00:13:52.400]  奉獻我們的金錢
[00:13:52.400 --> 00:13:57.600]  為別人而甘心勞苦
[00:13:57.600 --> 00:14:01.500]  當今天人人都追求自己的利益
[00:14:01.500 --> 00:14:04.300]  去追求自我的滿足的時候
[00:14:04.300 --> 00:14:06.400]  我們這一群人可以對社會
[00:14:06.400 --> 00:14:08.300]  去對別人
[00:14:08.300 --> 00:14:10.400]  去對今天這個世界
[00:14:10.400 --> 00:14:13.400]  是一種力量的貢獻
[00:14:13.400 --> 00:14:16.500]  不是自畫地界
[00:14:16.500 --> 00:14:20.700]  自己關閉在這個禮拜堂之內
[00:14:20.700 --> 00:14:22.600]  是讓我們能夠夠膽出去
[00:14:22.600 --> 00:14:24.400]  我們就是炎就是光
[00:14:24.400 --> 00:14:27.000]  去光照今天這個黑暗的世代
[00:14:27.000 --> 00:14:32.100]  去輔助一些軟弱跌倒的人
[00:14:32.100 --> 00:14:36.100]  我們在天上的父
[00:14:36.100 --> 00:14:39.900]  當我們祈求我們在天上的父
[00:14:39.900 --> 00:14:41.900]  我們和上帝的關係
[00:14:41.900 --> 00:14:43.700]  一種父的時候
[00:14:43.700 --> 00:14:47.100]  就內心裏面充滿了愛
[00:14:47.100 --> 00:14:50.200]  我們想到父親雖然是嚴苛
[00:14:50.200 --> 00:14:51.800]  很嚴肅
[00:14:51.800 --> 00:14:53.900]  但是當我們想到我們的家庭
[00:14:53.900 --> 00:14:56.200]  想到我們的父親的時候
[00:14:56.200 --> 00:14:59.900]  你就心裏面充滿了一種被關懷
[00:14:59.900 --> 00:15:03.900]  被愛護的一種幸福
[00:15:03.900 --> 00:15:05.800]  你想到我們在天上的父
[00:15:05.800 --> 00:15:09.400]  然而這位聖潔這位大能的
[00:15:09.400 --> 00:15:11.800]  這位耶和華上主
[00:15:11.800 --> 00:15:13.500]  是我們的父親
[00:15:13.500 --> 00:15:18.100]  而這種關係就何等的密切
[00:15:18.100 --> 00:15:19.900]  雖然我們有敬畏
[00:15:19.900 --> 00:15:23.000]  雖然我們對他有一種的
[00:15:23.000 --> 00:15:25.300]  這一種的不可侵犯
[00:15:25.300 --> 00:15:26.900]  但是一想到
[00:15:26.900 --> 00:15:31.200]  然而這位聖潔大能的天父
[00:15:31.200 --> 00:15:34.200]  其實就是我們的父親
[00:15:34.200 --> 00:15:40.400]  這位創造主是我們的父親
[00:15:40.400 --> 00:15:42.100]  從來沒有人見過
[00:15:42.100 --> 00:15:47.900]  明白什麼叫愛
[00:15:47.900 --> 00:15:50.900]  約翰一書就告訴我們
[00:15:50.900 --> 00:15:54.300]  上帝就是愛
[00:15:54.300 --> 00:15:57.800]  如果我們能夠擁有這位上帝
[00:15:57.800 --> 00:16:00.800]  其實是擁有一份愛
[00:16:00.800 --> 00:16:02.800]  而這一份愛
[00:16:02.800 --> 00:16:06.000]  如果用之於社會今天的形容
[00:16:06.000 --> 00:16:08.300]  就是天父
[00:16:08.300 --> 00:16:10.000]  這位創造主
[00:16:10.000 --> 00:16:12.000]  這位大能的主
[00:16:12.000 --> 00:16:14.700]  是我們的天父
[00:16:14.700 --> 00:16:16.800]  這一種信仰的關係
[00:16:16.800 --> 00:16:19.500]  就和這位威權聖潔的主
[00:16:19.500 --> 00:16:24.400]  就拉在一起
[00:16:24.400 --> 00:16:27.600]  在我小時候
[00:16:27.600 --> 00:16:31.100]  我們鄉下都有些廟
[00:16:31.100 --> 00:16:32.200]  這些廟
[00:16:32.200 --> 00:16:33.100]  有些人看過
[00:16:33.100 --> 00:16:38.500]  那些菩薩都很嚇人的
[00:16:38.500 --> 00:16:43.800]  以前在胡文虎公園
[00:16:43.800 --> 00:16:47.000]  以前就有一些十八層地獄
[00:16:47.000 --> 00:16:48.800]  這些描述
[00:16:48.800 --> 00:16:52.200]  人死後會怎樣
[00:16:52.200 --> 00:16:55.000]  其實很多的廟
[00:16:55.000 --> 00:16:57.000]  這些廟宇的菩薩
[00:16:57.000 --> 00:16:58.800]  其實是很恐怕的
[00:16:58.800 --> 00:17:00.800]  很恐懼
[00:17:00.800 --> 00:17:02.000]  他們的燈光
[00:17:02.000 --> 00:17:03.700]  鄉下現在沒有燈光
[00:17:03.700 --> 00:17:05.000]  怎知道有蠟燭
[00:17:05.000 --> 00:17:08.600]  很陰森恐怖
[00:17:08.600 --> 00:17:11.100]  如果假如
[00:17:11.100 --> 00:17:14.000]  我們所拜的這位神
[00:17:14.000 --> 00:17:16.000]  好像我們見到的偶像
[00:17:16.000 --> 00:17:17.800]  這一種的形態
[00:17:17.800 --> 00:17:21.300]  其實我們是恐懼的
[00:17:21.300 --> 00:17:22.500]  但今日
[00:17:22.500 --> 00:17:23.700]  這一個圖文就說
[00:17:23.700 --> 00:17:26.000]  我們在天上的父
[00:17:26.000 --> 00:17:29.300]  其實是將我們信仰的對象
[00:17:29.300 --> 00:17:30.600]  這一位創造主
[00:17:30.600 --> 00:17:33.100]  拉近在我們日常生活
[00:17:33.100 --> 00:17:36.300]  所可以了解的關係當中
[00:17:36.300 --> 00:17:38.400]  何等的親切
[00:17:38.400 --> 00:17:41.100]  所以你回家都怕怕老爸
[00:17:41.100 --> 00:17:45.600]  但你要想想他就是你爸爸
[00:17:45.600 --> 00:17:50.700]  你有很多東西就會在那處理了他
[00:17:50.700 --> 00:17:53.300]  所以這個圖文裏面
[00:17:53.300 --> 00:17:55.700]  是讓我們在今日
[00:17:55.700 --> 00:17:57.700]  這個世界當中
[00:17:57.700 --> 00:18:00.500]  我們面對很多的恐嚇
[00:18:00.500 --> 00:18:03.400]  很多的衝擊
[00:18:03.400 --> 00:18:05.900]  所以我們會看到這個世界裏面
[00:18:05.900 --> 00:18:08.800]  有很多恐怖的地方
[00:18:08.800 --> 00:18:10.000]  但是要知道
[00:18:10.000 --> 00:18:12.300]  我們和上帝的關係
[00:18:12.300 --> 00:18:15.000]  是很密切的
[00:18:15.000 --> 00:18:19.300]  在祂裏面毫無恐懼
[00:18:19.300 --> 00:18:20.800]  當我們要禱告
[00:18:20.800 --> 00:18:23.400]  我們在天上的父的時候
[00:18:23.400 --> 00:18:25.600]  就在內心裏面
[00:18:25.600 --> 00:18:30.100]  清除了恐懼
[00:18:30.100 --> 00:18:35.000]  因為祂是我們的天父
[00:18:35.000 --> 00:18:38.000]  大家都唱過一首詩
[00:18:38.000 --> 00:18:40.600]  「這是天父世界」
[00:18:40.600 --> 00:18:43.200]  「這是天父世界」這首歌
[00:18:43.200 --> 00:18:44.400]  真是美妙
[00:18:44.400 --> 00:18:45.900]  去描述這個世界
[00:18:45.900 --> 00:18:49.200]  我們所見到的花草樹木
[00:18:49.200 --> 00:18:52.000]  鳥語花香
[00:18:52.000 --> 00:18:55.000]  這是天父的世界
[00:18:55.000 --> 00:18:57.600]  但怎樣才能夠讓這個世界
[00:18:57.600 --> 00:19:01.300]  成為天父的世界呢?
[00:19:01.300 --> 00:19:03.800]  這一節的圖文
[00:19:03.800 --> 00:19:06.300]  是將我們會確立了
[00:19:06.300 --> 00:19:09.000]  我們和上帝
[00:19:09.000 --> 00:19:12.300]  和這位大能者的關係之外
[00:19:12.300 --> 00:19:18.800]  其實就看我們要怎樣待人
[00:19:18.800 --> 00:19:20.800]  在上個月
[00:19:20.800 --> 00:19:22.600]  在某區的區議會
[00:19:22.600 --> 00:19:26.000]  有條這樣的提案
[00:19:26.000 --> 00:19:28.500]  這個提案就說
[00:19:28.500 --> 00:19:30.400]  在他們的區裏面
[00:19:30.400 --> 00:19:36.200]  有很多老人家在撿紙皮
[00:19:36.200 --> 00:19:41.700]  於是這條案就拿到區議會討論
[00:19:41.700 --> 00:19:43.400]  有些區議員就說
[00:19:43.400 --> 00:19:45.900]  這些老人家撿紙皮
[00:19:45.900 --> 00:19:48.500]  其實有損市容
[00:19:48.500 --> 00:19:53.900]  應該禁止他們撿紙皮
[00:19:53.900 --> 00:19:56.200]  我聽完之後都覺得
[00:19:56.200 --> 00:20:00.700]  雖然是一個很小的區議員
[00:20:00.700 --> 00:20:03.500]  但區議員講出這些說話
[00:20:03.500 --> 00:20:06.700]  都是很涼薄的
[00:20:06.700 --> 00:20:10.500]  有哪一個八十多歲的人
[00:20:10.500 --> 00:20:15.700]  願意在隨街撿紙皮過生活?
[00:20:15.700 --> 00:20:19.700]  我每次駕車到柴灣道
[00:20:19.700 --> 00:20:24.100]  見到那些老人家推著一輛木頭車
[00:20:24.100 --> 00:20:28.100]  滿滿的載著紙皮的時候
[00:20:28.100 --> 00:20:31.300]  我心裏面都難過
[00:20:31.300 --> 00:20:36.100]  後來有本雜誌就訪問了很多85歲
[00:20:36.100 --> 00:20:38.400]  83歲的老人家
[00:20:38.400 --> 00:20:43.000]  撿紙皮,為甚麼撿紙皮?
[00:20:43.000 --> 00:20:46.800]  這個社會對一些貧窮的人
[00:20:46.800 --> 00:20:51.600]  對一些老人家,甚至兒童
[00:20:51.600 --> 00:20:56.500]  我們都不正確地去對待
[00:20:56.500 --> 00:20:59.900]  我們對於今日的社會的不公
[00:20:59.900 --> 00:21:02.300]  其實我們冷漠視之
[00:21:02.300 --> 00:21:08.400]  但當我們去禱告「我們在天上的乎」
[00:21:08.400 --> 00:21:11.200]  這種關係,這種對人的態度
[00:21:11.200 --> 00:21:14.600]  就立刻會改變
[00:21:14.600 --> 00:21:17.000]  原來活在這個世界的人
[00:21:17.000 --> 00:21:21.400]  都是我的兄弟姊妹
[00:21:21.400 --> 00:21:25.800]  都是上帝按照他的形象所創造的人
[00:21:25.800 --> 00:21:29.100]  都是我的兄弟姊妹
[00:21:29.100 --> 00:21:34.300]  如果我視之他人是我的兄弟姊妹
[00:21:34.300 --> 00:21:41.700]  這樣今日的世界就少些冷漠,多些溫情
[00:21:41.700 --> 00:21:44.900]  我們生活在這個世社會當中
[00:21:44.900 --> 00:21:49.200]  我們應該是情同手足地生活
[00:21:49.200 --> 00:21:53.400]  我們應該怎樣能夠幫助這些老人家
[00:21:53.400 --> 00:21:58.500]  可以過一種好的生活
[00:21:58.500 --> 00:22:05.600]  就發現基督教教會在1984年
[00:22:05.600 --> 00:22:12.300]  都曾經發表一些聲明和信念
[00:22:12.300 --> 00:22:14.800]  當我們翻查歷史的文獻
[00:22:14.800 --> 00:22:20.300]  在當時教會面對要回歸這種震盪的時候
[00:22:20.300 --> 00:22:25.700]  其中一點是和民生絕大關係
[00:22:25.700 --> 00:22:28.900]  其實在1984年我們教會本身
[00:22:28.900 --> 00:22:34.700]  已經提出全民退休保障
[00:22:34.700 --> 00:22:37.100]  30年了
[00:22:37.100 --> 00:22:39.100]  30年了
[00:22:39.100 --> 00:22:41.900]  教會其實是有先見的
[00:22:41.900 --> 00:22:44.700]  教會是知道未來的社會當中
[00:22:44.700 --> 00:22:48.700]  需要照顧的一群老人家
[00:22:48.700 --> 00:22:50.700]  所以在84年
[00:22:50.700 --> 00:22:54.300]  我們的教會領袖還向政府提出
[00:22:54.300 --> 00:22:58.900]  包括向中央政府和未來的政府
[00:22:58.900 --> 00:23:03.900]  已經提出全民退休保障
[00:23:03.900 --> 00:23:08.900]  如果這個政策一旦成功
[00:23:08.900 --> 00:23:11.300]  政府一旦實施
[00:23:11.300 --> 00:23:19.100]  今天老人家的執子皮就可以消除
[00:23:19.100 --> 00:23:22.300]  而我們容忍這種制度下去
[00:23:22.300 --> 00:23:24.100]  我們容許這種制度
[00:23:24.100 --> 00:23:29.300]  我們不能夠讓政府去改變它的政策
[00:23:29.300 --> 00:23:34.500]  今天不是壓抑這些老人家的執子皮就可以改變
[00:23:34.500 --> 00:23:37.300]  他可以去其他區
[00:23:37.300 --> 00:23:39.700]  正的問題是
[00:23:39.700 --> 00:23:46.300]  有很多老人未能夠受到照顧
[00:23:46.300 --> 00:23:51.100]  老人家是未受到幫助
[00:23:51.100 --> 00:23:55.900]  如果我們的禱告轉向於
[00:23:55.900 --> 00:23:58.500]  我們在天上的父
[00:23:58.500 --> 00:24:00.700]  我們和別人的關係
[00:24:00.700 --> 00:24:04.700]  就即刻都同樣會拉近
[00:24:04.700 --> 00:24:06.700]  我見到別人的需要
[00:24:06.700 --> 00:24:09.300]  我見到別人的困難
[00:24:09.300 --> 00:24:12.700]  我就可以自然地給予援手
[00:24:12.700 --> 00:24:14.900]  給予關心
[00:24:14.900 --> 00:24:17.900]  給予照顧
[00:24:17.900 --> 00:24:24.100]  我們今天必須要能夠在這個禱告裏面提醒我們
[00:24:24.100 --> 00:24:28.900]  我們以甚麼態度去對待人
[00:24:28.900 --> 00:24:32.100]  特別是弱勢社群的人
[00:24:32.100 --> 00:24:36.100]  我們怎樣能夠從他們當中
[00:24:36.100 --> 00:24:38.500]  去為他們表達意見
