
[00:00:00.000 --> 00:00:02.000]  各位來賓主我們是大興姐妹平安
[00:02:11.320 --> 00:02:15.520]  當耶穌 當耶穌升天復活之後
[00:02:15.520 --> 00:02:20.080]  有個使者就叫那三位姊妹
[00:02:20.080 --> 00:02:21.320]  都是門徒來的
[00:02:21.320 --> 00:02:24.560]  那三位門徒去go and tell
[00:02:24.560 --> 00:02:27.240]  去承受這個傳福音
[00:02:27.240 --> 00:02:30.040]  將這個好的訊息告訴別人的時候
[00:02:30.040 --> 00:02:31.800]  我們會怎樣處理呢
[00:02:31.800 --> 00:02:34.440]  我們真的要怎樣去承受一個使命
[00:02:34.440 --> 00:02:35.880]  做門徒的使命呢
[00:02:35.880 --> 00:02:37.920]  明明聖經就鼓勵我們
[00:02:37.920 --> 00:02:40.120]  就算當時的天使白衣人
[00:02:40.120 --> 00:02:42.800]  就說你go and tell
[00:02:42.800 --> 00:02:44.400]  讓其他人知道吧
[00:02:44.400 --> 00:02:46.200]  但是都很害怕
[00:02:46.200 --> 00:02:49.240]  那我們怎樣去面對這個恐懼情況呢
[00:02:49.240 --> 00:02:53.160]  明明這個社會就各樣的政策
[00:02:53.160 --> 00:02:58.200]  都開始有些反對基督徒的信仰的行為出來
[00:02:58.200 --> 00:03:00.880]  學校就算小學也是
[00:03:00.880 --> 00:03:04.200]  小學裡面如果大家留意小學裡面的情況
[00:03:04.200 --> 00:03:07.680]  就說慶祝聖誕節又不准有什麼顏色
[00:03:07.680 --> 00:03:11.200]  有隻windy或者有某種東西就不准的
[00:03:11.200 --> 00:03:11.880]  某種動物
[00:03:11.880 --> 00:03:13.640]  根本上在小學裡面
[00:03:13.640 --> 00:03:19.240]  已經滲透了反基督徒信仰的行為出來
[00:03:19.240 --> 00:03:22.000]  那我們在這個環境當中
[00:03:22.000 --> 00:03:27.320]  我們怎樣去承受這個基督徒應有的使命
[00:03:27.320 --> 00:03:33.240]  我們怎樣教導子女在這個環境當中
[00:03:33.240 --> 00:03:37.000]  去信賴我們三為一體的真神
[00:03:37.000 --> 00:03:38.520]  愛我們主耶穌
[00:03:38.520 --> 00:03:42.880]  我們一起從今天的經文十六章去看
[00:03:42.880 --> 00:03:45.680]  去明白我們怎樣去承受這個使命
[00:03:45.680 --> 00:03:47.320]  我們低頭祈禱
[00:03:47.320 --> 00:03:50.120]  我們天父上帝我們存著滿心的感謝
[00:03:50.120 --> 00:03:52.040]  因為你賜下了救人的計劃
[00:03:52.040 --> 00:03:54.520]  藉著主耶穌基督我們已經看到
[00:03:54.520 --> 00:03:57.600]  已經可以經歷到神的信實大愛
[00:03:57.600 --> 00:03:58.720]  求神你幫助我們
[00:03:58.720 --> 00:04:01.000]  藉著你給我們的經文
[00:04:01.000 --> 00:04:03.760]  在馬赫福音到最後的時候
[00:04:03.760 --> 00:04:06.440]  去教導我們怎樣去跟隨著你
[00:04:06.440 --> 00:04:08.120]  求聖靈幫助我們
[00:04:08.120 --> 00:04:09.720]  捆綁撒旦的作為
[00:04:09.720 --> 00:04:11.320]  好使我們聽得清楚
[00:04:11.320 --> 00:04:12.600]  看得明白
[00:04:12.600 --> 00:04:14.280]  明白你的心意
[00:04:14.280 --> 00:04:15.360]  圖稿是奉主耶穌
[00:04:15.360 --> 00:04:17.160]  得聖子祈禱
[00:04:17.160 --> 00:04:19.520]  我們開始看今天的經文
[00:04:19.520 --> 00:04:21.320]  我們今天的經文看到
[00:04:21.320 --> 00:04:24.600]  耶穌是被釘十字架
[00:04:24.600 --> 00:04:26.200]  在第十五章的時候
[00:04:26.200 --> 00:04:28.800]  如果大家打開聖經第十五章的時候
[00:04:28.800 --> 00:04:30.760]  大家都會看到
[00:04:30.760 --> 00:04:31.760]  在第十五章的時候
[00:04:31.760 --> 00:04:34.440]  耶穌已經是被釘十字架
[00:04:34.440 --> 00:04:36.960]  已經被埋葬
[00:04:36.960 --> 00:04:39.560]  當中有三位婦女
[00:04:39.560 --> 00:04:43.240]  在遠遠地看著耶穌被釘十字架
[00:04:43.240 --> 00:04:45.080]  就是這三位
[00:04:45.080 --> 00:04:46.520]  穆大拉的瑪利亞
[00:04:46.520 --> 00:04:48.440]  阿克的母親瑪利亞
[00:04:48.440 --> 00:04:50.760]  還有撒羅米
[00:04:50.760 --> 00:04:52.320]  這三位姐妹
[00:04:52.320 --> 00:04:55.240]  如果你看回馬赫福音的記載
[00:04:55.240 --> 00:04:56.640]  原來這三位姐妹
[00:04:56.640 --> 00:05:00.120]  都在加利利海的侍宮上面
[00:05:00.120 --> 00:05:02.560]  耶穌用了很多時間在加利利海
[00:05:02.560 --> 00:05:05.560]  用了三年多的時間在加利利海的侍宮上面
[00:05:05.560 --> 00:05:07.280]  她在傳福音
[00:05:07.280 --> 00:05:08.760]  分享見證的時候
[00:05:08.760 --> 00:05:10.440]  行各樣神蹟的時候
[00:05:10.440 --> 00:05:15.800]  這三位姐妹都在她身邊服侍神
[00:05:15.800 --> 00:05:18.440]  去照顧主耶穌基督
[00:05:18.440 --> 00:05:21.360]  我們在十五章四十至四十一節
[00:05:21.360 --> 00:05:23.440]  遠遠地看著她
[00:05:23.440 --> 00:05:25.800]  這三位姐妹
[00:05:25.800 --> 00:05:27.560]  在第二天的清晨
[00:05:27.560 --> 00:05:29.480]  過了安息日
[00:05:29.480 --> 00:05:30.320]  即是過了三天
[00:05:30.320 --> 00:05:31.160]  第五晚
[00:05:31.160 --> 00:05:32.960]  第五、第六、第日
[00:05:32.960 --> 00:05:35.800]  第三天的清早
[00:05:35.800 --> 00:05:37.680]  過了安息禮拜日
[00:05:37.680 --> 00:05:41.560]  她們終於可以工作了
[00:05:41.560 --> 00:05:43.240]  因為她們的安息日是星期六
[00:05:43.240 --> 00:05:46.160]  如果大家有猶太人的朋友的時候
[00:05:46.160 --> 00:05:47.320]  猶太人的社區
[00:05:47.320 --> 00:05:49.960]  星期六她們就住的社區
[00:05:49.960 --> 00:05:50.680]  真的不搭車
[00:05:50.680 --> 00:05:52.680]  走到她們的會堂當中
[00:05:52.680 --> 00:05:54.720]  去敬拜耶和華
[00:05:54.720 --> 00:05:56.480]  她們過了那天安息日
[00:05:56.480 --> 00:05:59.600]  這三位姐妹
[00:05:59.600 --> 00:06:01.040]  這三位門徒
[00:06:01.040 --> 00:06:05.600]  就去墳墓上高耶穌
[00:06:05.600 --> 00:06:08.360]  真的好像木乃伊那樣高
[00:06:08.360 --> 00:06:09.480]  真的用了香料
[00:06:09.480 --> 00:06:11.280]  屍體真的會發臭
[00:06:11.280 --> 00:06:12.600]  就帶香蕉去高
[00:06:12.600 --> 00:06:14.400]  去保存她們的身體
[00:06:14.400 --> 00:06:17.000]  但是她們去到清早
[00:06:17.000 --> 00:06:18.480]  太陽一出
[00:06:18.480 --> 00:06:20.680]  她們就起行去到墳墓那裡
[00:06:20.680 --> 00:06:23.240]  這個墳墓不是一個簡單的墳墓
[00:06:23.240 --> 00:06:25.400]  如果大家看到
[00:06:25.400 --> 00:06:28.640]  經文看到十五章的時候
[00:06:28.640 --> 00:06:30.600]  看到尾部那裡說
[00:06:30.600 --> 00:06:33.040]  當耶穌在十字架上
[00:06:33.040 --> 00:06:36.680]  斷氣的時候
[00:06:36.680 --> 00:06:40.120]  之後馬利馬太
[00:06:40.120 --> 00:06:42.040]  這個尊貴的
[00:06:42.040 --> 00:06:44.600]  如果看回十五章的時候說
[00:06:44.600 --> 00:06:49.720]  這個是猶太人的重要領袖
[00:06:49.720 --> 00:06:52.200]  他就自己有個墳墓
[00:06:52.200 --> 00:06:53.800]  他就將她
[00:06:53.800 --> 00:06:56.240]  經文形容她為一個尊貴的義士
[00:06:56.240 --> 00:06:57.680]  是一個council member
[00:06:57.680 --> 00:06:59.200]  很尊貴的身份
[00:06:59.200 --> 00:07:00.680]  他就讓了自己
[00:07:00.680 --> 00:07:02.560]  預備給自己的墳墓
[00:07:02.560 --> 00:07:04.560]  讓耶穌進去安葬
[00:07:04.560 --> 00:07:06.560]  所以他就去到這個墳墓當中
[00:07:06.560 --> 00:07:07.440]  二未尋找
[00:07:07.440 --> 00:07:08.640]  每個人都看到在那裡
[00:07:08.640 --> 00:07:10.320]  他們不會get lost
[00:07:10.320 --> 00:07:11.240]  不會迷路
[00:07:11.240 --> 00:07:12.280]  就一早起床
[00:07:12.280 --> 00:07:13.560]  就自己走去
[00:07:13.560 --> 00:07:18.240]  但是這個當冰丁回報給比拉多的時候
[00:07:18.240 --> 00:07:19.800]  證實是不是真的死了
[00:07:19.800 --> 00:07:20.520]  耶穌
[00:07:20.520 --> 00:07:23.240]  那不就不用把他的腳攀斷了嗎
[00:07:23.240 --> 00:07:24.880]  他的身體依然是
[00:07:24.880 --> 00:07:27.760]  骨頭仍然是健全
[00:07:27.760 --> 00:07:33.360]  那麼瑪利瑪太就問
[00:07:33.360 --> 00:07:34.800]  很大勇氣
[00:07:34.800 --> 00:07:39.200]  我可不可以將耶穌安葬到我的墳墓裡
[00:07:39.200 --> 00:07:42.000]  釘十字架是一個羞辱的記號
[00:07:42.000 --> 00:07:43.000]  不是這麼多人
[00:07:43.000 --> 00:07:46.680]  是 我願意拿那個囚犯
[00:07:46.680 --> 00:07:48.680]  就是他們定耶穌為囚犯
[00:07:48.680 --> 00:07:50.840]  我領那條屍體進去墳墓裡
[00:07:50.840 --> 00:07:52.680]  本來應該留在十字架上面
[00:07:52.680 --> 00:07:56.280]  給那些飛鳥去吃
[00:07:56.280 --> 00:07:57.840]  但是他很大勇氣
[00:07:57.840 --> 00:08:00.200]  讓自己的墳墓去到那個墳墓
[00:08:00.200 --> 00:08:03.800]  這三位門徒 姐妹門徒
[00:08:03.800 --> 00:08:08.760]  一早起床就去那個墳墓裡找耶穌
[00:08:08.760 --> 00:08:11.400]  他們去到的時候就想
[00:08:11.400 --> 00:08:13.200]  在走路的當中就想
[00:08:13.200 --> 00:08:14.960]  嘩 怎麼辦
[00:08:14.960 --> 00:08:19.800]  我雖然願意去闖這個墳墓
[00:08:19.800 --> 00:08:21.840]  已經立了規矩
[00:08:21.840 --> 00:08:23.680]  如果他立了規矩的話
[00:08:23.680 --> 00:08:25.600]  給一塊大石子封住
[00:08:25.600 --> 00:08:27.400]  還貼了告示
[00:08:27.400 --> 00:08:29.640]  經文提到 馬太福也提到
[00:08:29.640 --> 00:08:32.120]  他們不是就這樣用大石子封住
[00:08:32.120 --> 00:08:35.040]  還貼了告示說 將它封住
[00:08:35.040 --> 00:08:36.360]  燒了
[00:08:36.360 --> 00:08:37.840]  燒了甚麼SGCAL
[00:08:37.840 --> 00:08:39.600]  就說 連了告示
[00:08:39.600 --> 00:08:40.560]  閒人免進
[00:08:40.560 --> 00:08:41.840]  不就是現代
[00:08:41.840 --> 00:08:44.160]  一定要是羅馬的政權
[00:08:44.160 --> 00:08:46.720]  得到政府的同意才可以進去
[00:08:46.720 --> 00:08:47.800]  當我們去
[00:08:47.800 --> 00:08:51.440]  好像我以前是收回我的樓層的時候
[00:08:51.440 --> 00:08:54.560]  就是在馬里蘭的房子收回樓層
[00:08:54.560 --> 00:08:56.440]  趕走不交租的租客
[00:08:56.440 --> 00:08:58.760]  也要去警察局
[00:08:58.760 --> 00:09:00.880]  還要有一張告示貼在上面
[00:09:00.880 --> 00:09:01.800]  閒人免進
[00:09:01.800 --> 00:09:04.880]  只是已經被接管了
[00:09:04.880 --> 00:09:07.120]  其實也有類似的告示在當中
[00:09:07.120 --> 00:09:09.000]  經文提到在馬太福那裡說
[00:09:09.000 --> 00:09:10.560]  不只是給石頭那麼簡單
[00:09:10.560 --> 00:09:12.240]  已經貼了告示在那裡
[00:09:12.240 --> 00:09:14.320]  封住了 不准人進去
[00:09:14.320 --> 00:09:15.640]  這幫姐妹就說
[00:09:15.640 --> 00:09:17.120]  我不怕 我進去
[00:09:17.120 --> 00:09:18.480]  但是那塊石頭很大
[00:09:18.480 --> 00:09:20.320]  我們三個怎麼搞得定
[00:09:20.320 --> 00:09:22.560]  我們彼此討論的時候
[00:09:22.560 --> 00:09:23.280]  去到的時候
[00:09:23.280 --> 00:09:24.520]  原來這塊石頭
[00:09:24.520 --> 00:09:26.760]  看得原來已經滾開了
[00:09:26.760 --> 00:09:28.440]  滾開了
[00:09:28.440 --> 00:09:30.600]  這塊石頭封住了門口
[00:09:30.600 --> 00:09:37.320]  但是已經被人搬開了
[00:09:37.320 --> 00:09:39.560]  其實我知道是被神搬開了
[00:09:39.560 --> 00:09:40.800]  大得那麼厲害
[00:09:40.800 --> 00:09:41.280]  一頭一汗
[00:09:41.280 --> 00:09:42.200]  哇 已經滾開了
[00:09:42.200 --> 00:09:44.200]  感謝主
[00:09:44.200 --> 00:09:49.440]  他們進入了墳墓裡面
[00:09:49.440 --> 00:09:54.920]  就是墳墓下面有一些房間
[00:09:54.920 --> 00:09:57.000]  進去的時候
[00:09:57.000 --> 00:09:59.320]  就看到一個白衣人
[00:09:59.320 --> 00:10:01.040]  這個白衣人就是那位天使
[00:10:01.040 --> 00:10:02.440]  是神的使者
[00:10:02.440 --> 00:10:03.840]  神的使者
[00:10:03.840 --> 00:10:04.640]  他們看到了
[00:10:04.640 --> 00:10:05.720]  哇 為什麼不是耶穌
[00:10:05.720 --> 00:10:07.880]  有一個人在等他們
[00:10:07.880 --> 00:10:09.480]  是不是糟糕了
[00:10:09.480 --> 00:10:11.160]  被羅馬政府發現
[00:10:11.160 --> 00:10:13.160]  一來真的會沒命的
[00:10:13.160 --> 00:10:16.400]  還有為什麼有一個白衣人在旁邊呢
[00:10:16.400 --> 00:10:18.840]  明明我們是第一個來的
[00:10:18.840 --> 00:10:20.560]  我們想著是第一個來的
[00:10:20.560 --> 00:10:21.800]  誰知道有一個不是耶穌的
[00:10:21.800 --> 00:10:22.800]  坐在旁邊
[00:10:22.800 --> 00:10:25.840]  就非常害怕
[00:10:25.840 --> 00:10:26.720]  害怕到什麼
[00:10:26.720 --> 00:10:29.840]  他說 驚恐
[00:10:29.840 --> 00:10:31.600]  是不是 很害怕
[00:10:31.600 --> 00:10:32.520]  害怕到很厲害
[00:10:32.520 --> 00:10:34.080]  他說 非常
[00:10:34.080 --> 00:10:34.960]  是神的
[00:10:34.960 --> 00:10:36.240]  不是害怕那麼簡單
[00:10:36.240 --> 00:10:37.320]  是神的
[00:10:37.320 --> 00:10:39.000]  驚恐
[00:10:39.000 --> 00:10:40.600]  他害怕到一個地方
[00:10:40.600 --> 00:10:44.120]  那個少年人的使者叫他什麼
[00:10:44.120 --> 00:10:44.680]  這個明明就說
[00:10:44.680 --> 00:10:46.440]  你不要害怕了
[00:10:46.440 --> 00:10:49.040]  那撒人耶穌已經復活了
[00:10:49.040 --> 00:10:50.880]  不是在這裡了
[00:10:50.880 --> 00:10:52.440]  你看看 你進來看看
[00:10:52.440 --> 00:10:55.440]  再進去內室看看
[00:10:55.440 --> 00:10:59.320]  剩下這些布在這裡
[00:10:59.320 --> 00:11:00.840]  看看
[00:11:00.840 --> 00:11:01.880]  你去吧
[00:11:01.880 --> 00:11:03.120]  就命令他說
[00:11:03.120 --> 00:11:07.040]  你去告訴其他使者
[00:11:07.040 --> 00:11:08.800]  其他的門徒
[00:11:08.800 --> 00:11:10.480]  這個消息
[00:11:10.480 --> 00:11:15.920]  因為主耶穌基督會在加利利海等他們
[00:11:15.920 --> 00:11:17.320]  我們看到這個情況的時候
[00:11:17.320 --> 00:11:21.680]  當我們看到主耶穌復活的時候
[00:11:21.680 --> 00:11:23.240]  我們有什麼反應呢
[00:11:23.240 --> 00:11:25.440]  我們明白到主耶穌基督在十字架上
[00:11:25.440 --> 00:11:28.880]  為我們罪受死 流血 埋葬
[00:11:28.880 --> 00:11:30.800]  接著復活
[00:11:30.800 --> 00:11:34.880]  我們的反應是會怎麼樣呢
[00:11:34.880 --> 00:11:38.600]  當時這三位的姐妹門徒就說
[00:11:38.600 --> 00:11:41.320]  他們就說 逃走啊 選擇
[00:11:41.320 --> 00:11:42.760]  不敢說話
[00:11:42.760 --> 00:11:44.000]  哇 這麼大件事
[00:11:44.000 --> 00:11:46.560]  我說出來 有沒有人相信呢
[00:11:46.560 --> 00:11:47.720]  一來
[00:11:47.720 --> 00:11:50.000]  我們只是婦女而已 有沒有人相信呢
[00:11:50.000 --> 00:11:52.280]  又不見了屍體 是不是被人偷了呢
[00:11:52.280 --> 00:11:53.560]  其實很多人說
[00:11:53.560 --> 00:11:57.240]  哇 我們有些不接受耶穌
[00:11:57.240 --> 00:11:58.720]  是不是屍體被人偷了呢
[00:11:58.720 --> 00:12:01.400]  或者他們說謊而已
[00:12:01.400 --> 00:12:05.320]  但是這個故事一直傳下去的時候
[00:12:05.320 --> 00:12:11.400]  都是說
[00:12:11.400 --> 00:12:13.160]  是不是婦女偷了呢
[00:12:13.160 --> 00:12:14.880]  如果是說婦女偷了
[00:12:14.880 --> 00:12:17.400]  怎麼會找這麼沒有誠信的人
[00:12:17.400 --> 00:12:21.800]  當時他們當中的文化就說
[00:12:21.800 --> 00:12:27.480]  女姐妹說話是沒有男性弟兄說話這麼有份量的
[00:12:27.480 --> 00:12:28.520]  如果是說謊
[00:12:28.520 --> 00:12:32.160]  都會找一個重要的人物出來說
[00:12:32.160 --> 00:12:34.160]  會找一個男士出來說
[00:12:34.160 --> 00:12:37.680]  怎麼會找一個姐妹出來說這個消息呢
[00:12:37.680 --> 00:12:39.600]  所以說不通
[00:12:39.600 --> 00:12:41.680]  屍體又找不到屍體
[00:12:41.680 --> 00:12:43.520]  那是不是真的復活了呢
[00:12:43.520 --> 00:12:45.080]  是當真復活了
[00:12:45.080 --> 00:12:47.760]  但是我們看到這件事
[00:12:47.760 --> 00:12:49.400]  我們明白到原來
[00:12:49.400 --> 00:12:52.400]  我們承受門徒這個使命的時候
[00:12:52.400 --> 00:12:55.040]  我們真的要讓人認識神
[00:12:55.040 --> 00:12:59.920]  讓人知道原來是主耶穌基督是一個復活的主
[00:12:59.920 --> 00:13:01.600]  我們在傳福音的時候
[00:13:01.600 --> 00:13:03.840]  我們都有恐懼
[00:13:03.840 --> 00:13:06.120]  我們在三年前
[00:13:06.120 --> 00:13:11.040]  我們重開教會 重開門的時候
[00:13:11.040 --> 00:13:12.480]  疫情
[00:13:12.480 --> 00:13:15.680]  我們就一起去禱告
[00:13:15.680 --> 00:13:17.800]  我們復活至三年前
[00:13:17.800 --> 00:13:19.640]  復活至之前的主人
[00:13:19.640 --> 00:13:24.960]  我們就開始重開教會這個房間
[00:13:24.960 --> 00:13:26.320]  去敬拜神
[00:13:26.320 --> 00:13:28.360]  因為每個人都怕回來敬拜
[00:13:28.360 --> 00:13:31.240]  那時候剛剛疫情開始知道
[00:13:31.240 --> 00:13:32.600]  開始發生什麼事
[00:13:32.600 --> 00:13:34.840]  開始有疫苗打
[00:13:34.840 --> 00:13:37.000]  那好不好再進來呢
[00:13:37.000 --> 00:13:39.680]  大家可能記得我們在外面
[00:13:39.680 --> 00:13:41.520]  開始到外面有敬拜
[00:13:41.520 --> 00:13:42.480]  就在停車場
[00:13:42.480 --> 00:13:45.200]  接著進來的主日就是復活節
[00:13:45.200 --> 00:13:46.320]  我們都明白到
[00:13:46.320 --> 00:13:47.920]  原來我們傳福音
[00:13:47.920 --> 00:13:49.440]  我們要讓人知道
[00:13:49.440 --> 00:13:51.440]  無論在疫情期間裡面
[00:13:51.440 --> 00:13:55.640]  我們都要將復活的信息傳遞出去
[00:13:55.640 --> 00:13:58.840]  這個是我們要做的責任
[00:13:58.840 --> 00:13:59.920]  所以第一件事
[00:13:59.920 --> 00:14:01.680]  我們是on mission的
[00:14:01.680 --> 00:14:03.520]  我們是有個使命在當中
[00:14:03.520 --> 00:14:06.240]  我們做門徒既然聽得到
[00:14:06.240 --> 00:14:09.960]  原來主耶穌基督告訴我們
[00:14:09.960 --> 00:14:11.760]  他已經復活了
[00:14:11.760 --> 00:14:13.880]  藉著經文告訴我們他已經復活了
[00:14:13.880 --> 00:14:16.680]  我們就有這個責任去介紹
[00:14:16.680 --> 00:14:19.280]  給我們身邊的朋友
[00:14:19.280 --> 00:14:22.280]  告訴他們我們要認識神
[00:14:22.280 --> 00:14:25.520]  那是不是每個人都要上台開報道會呢
[00:14:25.520 --> 00:14:27.800]  說我都沒開過報道會
[00:14:27.800 --> 00:14:29.440]  你們說我自己難道說
[00:14:29.440 --> 00:14:31.200]  走上台去做見證嗎
[00:14:31.200 --> 00:14:32.960]  不只是說做見證這麼簡單
[00:14:32.960 --> 00:14:34.960]  說一定要上台做見證
[00:14:34.960 --> 00:14:36.240]  大家可以知道
[00:14:36.240 --> 00:14:37.880]  原來我們在生活當中
[00:14:37.880 --> 00:14:40.760]  我們有很多機會
[00:14:40.760 --> 00:14:42.680]  神安排了很多朋友
[00:14:42.680 --> 00:14:45.000]  親人在我們身邊
[00:14:45.000 --> 00:14:48.240]  無論我們在學校裡的子女
[00:14:48.240 --> 00:14:51.800]  我做家長經常都會遇到家長在聊天
[00:14:51.800 --> 00:14:54.040]  帶個女兒去帶個兒子去游泳
[00:14:54.040 --> 00:14:56.200]  突然間坐在旁邊有個人
[00:14:56.200 --> 00:15:00.560]  有個人在游泳比賽中聊天
[00:15:00.560 --> 00:15:03.360]  你不會坐三個小時四個小時
[00:15:03.360 --> 00:15:05.640]  你不會自己帶本書去看什麼
[00:15:05.640 --> 00:15:08.160]  都會開口聊天的時候
[00:15:08.160 --> 00:15:10.120]  身邊的人在你身邊的時候
[00:15:10.120 --> 00:15:11.840]  都會有些話題
[00:15:11.840 --> 00:15:14.600]  就算我們上個主日
[00:15:14.600 --> 00:15:17.960]  我們慶祝這個的前一個主日
[00:15:17.960 --> 00:15:21.080]  我們慶祝這個的新年期間
[00:15:21.080 --> 00:15:24.800]  原來是這樣的
[00:15:24.800 --> 00:15:26.280]  神很奇妙
[00:15:26.280 --> 00:15:27.400]  就叫我們去
[00:15:27.400 --> 00:15:29.480]  我們告訴他們這個使命
[00:15:29.480 --> 00:15:31.040]  去傳遞這個使命當中
[00:15:31.040 --> 00:15:35.400]  我們要在自己的文化背景當中
[00:15:35.400 --> 00:15:38.880]  去傳遞救恩的福音
[00:15:38.880 --> 00:15:43.760]  你說農曆新年和教會有什麼關係
[00:15:43.760 --> 00:15:44.800]  有沒有關係
[00:15:44.800 --> 00:15:46.000]  我們中國人教會
[00:15:46.000 --> 00:15:48.640]  中國人當然要慶祝新年
[00:15:48.640 --> 00:15:50.440]  但是我們慶祝的原因
[00:15:50.440 --> 00:15:51.360]  我們明白到
[00:15:51.360 --> 00:15:53.600]  原來當中我們是
[00:15:53.600 --> 00:15:56.600]  說我們在有個家庭的關聯當中
[00:15:56.600 --> 00:15:57.760]  對嗎
[00:15:57.760 --> 00:15:59.840]  我們傳統團年的時候
[00:15:59.840 --> 00:16:02.160]  我們很著重家庭的氣氛
[00:16:02.160 --> 00:16:03.440]  我們聚在一起吃東西
[00:16:03.440 --> 00:16:06.000]  聚在一起去慶祝聚會的時候
[00:16:06.000 --> 00:16:08.960]  我們同樣都可以將這個家庭的訊息
[00:16:08.960 --> 00:16:09.920]  去傳遞出去
[00:16:09.920 --> 00:16:11.680]  藉著這個機會
[00:16:11.680 --> 00:16:12.880]  慶祝新年的機會
[00:16:12.880 --> 00:16:13.600]  去傳遞出去
[00:16:13.600 --> 00:16:15.960]  原來主裡面的家庭
[00:16:15.960 --> 00:16:18.440]  有個家庭的關係
[00:16:18.440 --> 00:16:19.800]  我們很多人心目中
[00:16:19.800 --> 00:16:22.280]  很多可能有破碎的家庭
[00:16:22.280 --> 00:16:24.320]  可能有些單親的家庭
[00:16:24.320 --> 00:16:27.680]  又有可能有些所謂Blended Family
[00:16:27.680 --> 00:16:32.120]  就是有前度的丈夫妻子配偶
[00:16:32.120 --> 00:16:34.840]  有前度的子女在我們當中
[00:16:34.840 --> 00:16:37.360]  在同一個屋簷當中
[00:16:37.360 --> 00:16:39.160]  我們的家庭的觀念
[00:16:39.160 --> 00:16:40.720]  主侶的家庭的觀念
[00:16:40.720 --> 00:16:46.240]  我們可以藉著我們中國文化當中
[00:16:46.240 --> 00:16:49.120]  的家庭觀念慶祝的機會
[00:16:49.120 --> 00:16:50.680]  例如農曆新年
[00:16:50.680 --> 00:16:52.400]  我們將這個家庭的訊息
[00:16:52.400 --> 00:16:55.080]  去跟朋友分享
[00:16:55.080 --> 00:16:57.640]  所以我們慶祝農曆新年的時候
[00:16:57.640 --> 00:17:01.840]  我們不要讓我們非基督徒的信仰
[00:17:01.840 --> 00:17:04.480]  被他們佔領了
[00:17:04.480 --> 00:17:08.360]  我們反而藉著這個機會
[00:17:08.360 --> 00:17:12.680]  去將主耶穌基督的愛去傳遞出去
[00:17:12.680 --> 00:17:15.280]  所以我們在這個文化背景當中
[00:17:15.280 --> 00:17:17.240]  我們有一種配合
[00:17:17.240 --> 00:17:21.880]  但同時有一種不認同的心態當中
