
[00:00:00.000 --> 00:00:02.000]  頂姊妹主啊平安
[00:04:09.600 --> 00:04:11.600]  哎
[00:04:11.600 --> 00:04:13.600]  就是每一張圖都是我的兒子
[00:04:13.600 --> 00:04:15.600]  祝大家知足常樂
[00:04:15.600 --> 00:04:17.600]  哎
[00:04:17.600 --> 00:04:19.600]  哈哈
[00:04:19.600 --> 00:04:21.600]  大家知足
[00:04:21.600 --> 00:04:23.600]  好
[00:04:23.600 --> 00:04:25.600]  這個容易了
[00:04:25.600 --> 00:04:27.600]  大家能不能想到這是什麼
[00:04:27.600 --> 00:04:29.600]  好
[00:04:29.600 --> 00:04:31.600]  對
[00:04:31.600 --> 00:04:33.600]  五福臨門
[00:04:33.600 --> 00:04:35.600]  祝大家五福臨門
[00:04:35.600 --> 00:04:37.600]  五福臨門
[00:04:37.600 --> 00:04:39.600]  很多福都臨門了
[00:04:39.600 --> 00:04:41.600]  好 接著這個呢
[00:04:41.600 --> 00:04:43.600]  祝大家
[00:04:43.600 --> 00:04:45.600]  福杯滿日
[00:04:45.600 --> 00:04:47.600]  要說什麼
[00:04:47.600 --> 00:04:49.600]  祝大家
[00:04:49.600 --> 00:04:51.600]  祝大家什麼
[00:04:51.600 --> 00:04:53.600]  祝大家福杯滿日
[00:04:53.600 --> 00:04:55.600]  好 最後一條
[00:04:55.600 --> 00:04:57.600]  應該是最難的
[00:04:57.600 --> 00:04:59.600]  耶和華
[00:04:59.600 --> 00:05:01.600]  所賜的福使人富足
[00:05:01.600 --> 00:05:03.600]  並不加上憂慮
[00:05:03.600 --> 00:05:05.600]  祝大家什麼呢
[00:05:05.600 --> 00:05:07.600]  什麼
[00:05:07.600 --> 00:05:09.600]  哇
[00:05:09.600 --> 00:05:11.600]  好有淑靈智慧
[00:05:11.600 --> 00:05:13.600]  沒錯
[00:05:13.600 --> 00:05:15.600]  今天的題目就是祝大家
[00:05:15.600 --> 00:05:17.600]  屬神有福
[00:05:17.600 --> 00:05:19.600]  真聰明
[00:05:19.600 --> 00:05:21.600]  今天的經文就是
[00:05:21.600 --> 00:05:23.600]  祝大家屬神有福
[00:05:23.600 --> 00:05:25.600]  希望今天
[00:05:25.600 --> 00:05:27.600]  藉著這段聖經
[00:05:27.600 --> 00:05:29.600]  看看屬神如何讓我們有福
[00:05:29.600 --> 00:05:31.600]  是這樣的
[00:05:31.600 --> 00:05:33.600]  屬神有福
[00:05:33.600 --> 00:05:35.600]  在今天這段聖經裡
[00:05:35.600 --> 00:05:37.600]  跟大家思想
[00:05:37.600 --> 00:05:39.600]  這裡原來說了福氣
[00:05:39.600 --> 00:05:41.600]  這段經文
[00:05:41.600 --> 00:05:43.600]  今天我們試一下有三個
[00:05:43.600 --> 00:05:45.600]  屬神有三福
[00:05:45.600 --> 00:05:47.600]  我們報道有三福
[00:05:47.600 --> 00:05:49.600]  屬神都有三福
[00:05:49.600 --> 00:05:51.600]  想和大家思考一下
[00:05:51.600 --> 00:05:53.600]  第一個是什麼呢
[00:05:53.600 --> 00:05:55.600]  就是叫做
[00:05:55.600 --> 00:05:57.600]  走不掉的福
[00:05:57.600 --> 00:05:59.600]  第一個福叫做走不掉的福
[00:05:59.600 --> 00:06:01.600]  我英文嘗試作了一個名字叫
[00:06:01.600 --> 00:06:03.600]  Never fail blessing
[00:06:03.600 --> 00:06:05.600]  聽得明白嗎
[00:06:05.600 --> 00:06:07.600]  Never fail blessing
[00:06:07.600 --> 00:06:09.600]  這裡為什麼會這樣說呢
[00:06:09.600 --> 00:06:11.600]  就是
[00:06:11.600 --> 00:06:13.600]  這裡幫我們想到
[00:06:13.600 --> 00:06:15.600]  在我們農曆新年的時候
[00:06:15.600 --> 00:06:17.600]  常常都說一些
[00:06:17.600 --> 00:06:19.600]  功學說話
[00:06:19.600 --> 00:06:21.600]  我們剛才也說了很多
[00:06:21.600 --> 00:06:23.600]  那你有沒有想到一個很有趣的問題
[00:06:23.600 --> 00:06:25.600]  就是你試一下今年
[00:06:25.600 --> 00:06:27.600]  2024年這個二月的時間
[00:06:27.600 --> 00:06:29.600]  你和別人
[00:06:29.600 --> 00:06:31.600]  恭祝了
[00:06:31.600 --> 00:06:33.600]  今年你講了很多龍的說話
[00:06:33.600 --> 00:06:35.600]  什麼龍連大吉
[00:06:35.600 --> 00:06:37.600]  什麼龍轉乾坤
[00:06:37.600 --> 00:06:39.600]  什麼龍飛鳳舞
[00:06:39.600 --> 00:06:41.600]  總之那些
[00:06:41.600 --> 00:06:43.600]  你想一想
[00:06:43.600 --> 00:06:45.600]  當你今年講完這些說話之後
[00:06:45.600 --> 00:06:47.600]  去到下一年
[00:06:47.600 --> 00:06:49.600]  和你說這些說話的人
[00:06:49.600 --> 00:06:51.600]  你見到他的時候
[00:06:51.600 --> 00:06:53.600]  你想一想
[00:06:53.600 --> 00:06:55.600]  他去年恭喜你發財
[00:06:55.600 --> 00:06:57.600]  但是你去年如果沒有發財
[00:06:57.600 --> 00:06:59.600]  那怎麼辦呢
[00:06:59.600 --> 00:07:01.600]  你有沒有想一想他恭喜你發財
[00:07:01.600 --> 00:07:03.600]  如果沒有發財
[00:07:03.600 --> 00:07:05.600]  你會不會找他算帳呢
[00:07:05.600 --> 00:07:07.600]  在2025年的時候
[00:07:07.600 --> 00:07:09.600]  叫他賠錢
[00:07:09.600 --> 00:07:11.600]  你恭喜我發財
[00:07:11.600 --> 00:07:13.600]  沒有發到財
[00:07:13.600 --> 00:07:15.600]  那不就是他欠你的東西嗎
[00:07:15.600 --> 00:07:17.600]  是不是要賠錢
[00:07:17.600 --> 00:07:19.600]  是不是要賠錢
[00:07:19.600 --> 00:07:21.600]  對不對
[00:07:21.600 --> 00:07:23.600]  他抓你
[00:07:23.600 --> 00:07:25.600]  他成不了事
[00:07:25.600 --> 00:07:27.600]  這個是一個
[00:07:27.600 --> 00:07:29.600]  很重要的問題
[00:07:29.600 --> 00:07:31.600]  但是你去年
[00:07:31.600 --> 00:07:33.600]  沒有發財
[00:07:33.600 --> 00:07:35.600]  去年看見他再抓你
[00:07:35.600 --> 00:07:37.600]  恭喜發財
[00:07:37.600 --> 00:07:39.600]  他繼續這麼窮
[00:07:39.600 --> 00:07:41.600]  是不是
[00:07:41.600 --> 00:07:43.600]  每年抓你每年都這樣
[00:07:43.600 --> 00:07:45.600]  你真的很不行
[00:07:45.600 --> 00:07:47.600]  但是有一個習慣
[00:07:47.600 --> 00:07:49.600]  我們聽完這些說話之後
[00:07:49.600 --> 00:07:51.600]  我們都沒有要求賠償
[00:07:51.600 --> 00:07:53.600]  或者要求賠償
[00:07:53.600 --> 00:07:55.600]  很奇怪
[00:07:55.600 --> 00:07:57.600]  但我們人不是這樣的
[00:07:57.600 --> 00:07:59.600]  這是屬於美國佛羅里達的新聞
[00:07:59.600 --> 00:08:01.600]  也是屬於香港的新聞
[00:08:01.600 --> 00:08:03.600]  就是什麼
[00:08:03.600 --> 00:08:05.600]  我們在佛羅里達的美斯
[00:08:05.600 --> 00:08:07.600]  去了香港
[00:08:07.600 --> 00:08:09.600]  參加一場足球的表演賽
[00:08:09.600 --> 00:08:11.600]  結果怎麼樣
[00:08:11.600 --> 00:08:13.600]  結果美斯
[00:08:13.600 --> 00:08:15.600]  九十分鐘都沒有出場
[00:08:15.600 --> 00:08:17.600]  結果觀眾叫什麼
[00:08:17.600 --> 00:08:19.600]  回水
[00:08:19.600 --> 00:08:21.600]  賠錢
[00:08:21.600 --> 00:08:23.600]  為什麼我們會這樣說
[00:08:23.600 --> 00:08:25.600]  因為我們期望著
[00:08:25.600 --> 00:08:27.600]  你來到這個球場
[00:08:27.600 --> 00:08:29.600]  就是要見到美斯踢球
[00:08:29.600 --> 00:08:31.600]  但是見不到的時候
[00:08:31.600 --> 00:08:33.600]  不是值回票價
[00:08:33.600 --> 00:08:35.600]  就是什麼回水
[00:08:35.600 --> 00:08:37.600]  那人家和你祝福你
[00:08:37.600 --> 00:08:39.600]  恭喜發財身體健康
[00:08:39.600 --> 00:08:41.600]  你不健康
[00:08:41.600 --> 00:08:43.600]  那是不是那個人要賠償給你
[00:08:43.600 --> 00:08:45.600]  給你保險費
[00:08:45.600 --> 00:08:47.600]  我們大人我們又不會這樣做
[00:08:47.600 --> 00:08:49.600]  那問題是什麼呢
[00:08:49.600 --> 00:08:51.600]  因為原來我們心裡都不知不覺知道
[00:08:51.600 --> 00:08:53.600]  那個人祝福你的東西
[00:08:53.600 --> 00:08:55.600]  他是很有心祝福你
[00:08:55.600 --> 00:08:57.600]  不過他講的東西
[00:08:57.600 --> 00:08:59.600]  都不是必然能夠成事
[00:08:59.600 --> 00:09:01.600]  對不對
[00:09:01.600 --> 00:09:03.600]  不一定會發生
[00:09:03.600 --> 00:09:05.600]  他說的東西
[00:09:05.600 --> 00:09:07.600]  當下是令你舒服的
[00:09:07.600 --> 00:09:09.600]  但是他沒有
[00:09:09.600 --> 00:09:11.600]  答應過你一定會發生
[00:09:11.600 --> 00:09:13.600]  但是
[00:09:13.600 --> 00:09:15.600]  我們有心甘情願
[00:09:15.600 --> 00:09:17.600]  他不發生你會繼續給他利是
[00:09:17.600 --> 00:09:19.600]  但是很有趣的
[00:09:19.600 --> 00:09:21.600]  原來我們人的
[00:09:21.600 --> 00:09:23.600]  神的福氣就是這樣去祝福別人
[00:09:23.600 --> 00:09:25.600]  但是原來
[00:09:25.600 --> 00:09:27.600]  上帝給我們又不一樣
[00:09:27.600 --> 00:09:29.600]  你想想
[00:09:29.600 --> 00:09:31.600]  這裡第一個的祝福是什麼
[00:09:31.600 --> 00:09:33.600]  走不掉的福是因為
[00:09:33.600 --> 00:09:35.600]  賜福的是什麼
[00:09:35.600 --> 00:09:37.600]  耶和華賜福
[00:09:37.600 --> 00:09:39.600]  我們今天說的
[00:09:39.600 --> 00:09:41.600]  我們在神的福氣是什麼
[00:09:41.600 --> 00:09:43.600]  是耶和華所賜的福是神給你福氣
[00:09:43.600 --> 00:09:45.600]  那你想想
[00:09:45.600 --> 00:09:47.600]  那個人就不是我們了
[00:09:47.600 --> 00:09:49.600]  我們說了之後
[00:09:49.600 --> 00:09:51.600]  但是神說了
[00:09:51.600 --> 00:09:53.600]  就一定要找數
[00:09:53.600 --> 00:09:55.600]  為什麼呢
[00:09:55.600 --> 00:09:57.600]  因為神的屬性本身就是這樣
[00:09:57.600 --> 00:09:59.600]  我用一個反面的例子
[00:09:59.600 --> 00:10:01.600]  你就明白
[00:10:01.600 --> 00:10:03.600]  神怎樣去有這個屬性
[00:10:03.600 --> 00:10:05.600]  聖經這樣說
[00:10:05.600 --> 00:10:07.600]  聖經說
[00:10:07.600 --> 00:10:09.600]  不輕易發露並有豐盛的慈愛
[00:10:09.600 --> 00:10:11.600]  赦免罪孽和過犯
[00:10:11.600 --> 00:10:13.600]  但是跟著說什麼
[00:10:13.600 --> 00:10:15.600]  萬不以有罪的為無罪
[00:10:15.600 --> 00:10:17.600]  必追討他的罪
[00:10:17.600 --> 00:10:19.600]  自父及子直到三四代
[00:10:19.600 --> 00:10:23.600]  這裡說的這段聖經說的就是
[00:10:23.600 --> 00:10:25.600]  神對於那種罪的反應是什麼
[00:10:25.600 --> 00:10:29.600]  有罪的就不會當你沒有罪
[00:10:29.600 --> 00:10:31.600]  懂不懂
[00:10:31.600 --> 00:10:33.600]  有罪不會當你沒有罪是什麼
[00:10:33.600 --> 00:10:35.600]  神就要每一個犯罪的
[00:10:35.600 --> 00:10:37.600]  都要面對上帝的追討
[00:10:37.600 --> 00:10:39.600]  上帝要清算一下你的罪
[00:10:39.600 --> 00:10:41.600]  所以我們被神赦罪
[00:10:41.600 --> 00:10:43.600]  就很重要了
[00:10:43.600 --> 00:10:45.600]  因為神會自父及子直到三四代
[00:10:45.600 --> 00:10:47.600]  留意這段聖經說的是什麼
[00:10:47.600 --> 00:10:49.600]  不是說
[00:10:49.600 --> 00:10:51.600]  父親犯罪
[00:10:51.600 --> 00:10:53.600]  然後兒子
[00:10:53.600 --> 00:10:55.600]  又要承受罪的咒助
[00:10:55.600 --> 00:10:57.600]  孫子又要承受罪的咒助
[00:10:57.600 --> 00:10:59.600]  因為有些人
[00:10:59.600 --> 00:11:01.600]  某些人
[00:11:01.600 --> 00:11:03.600]  會這樣理解
[00:11:03.600 --> 00:11:05.600]  所以一個人犯罪
[00:11:05.600 --> 00:11:07.600]  全家都受咒助
[00:11:07.600 --> 00:11:09.600]  幾代都沒有幸福
[00:11:09.600 --> 00:11:11.600]  這段聖經不是這樣解釋的
[00:11:11.600 --> 00:11:13.600]  這段聖經說什麼
[00:11:13.600 --> 00:11:15.600]  沒有罪的為沒有罪
[00:11:15.600 --> 00:11:17.600]  就是說
[00:11:17.600 --> 00:11:19.600]  必追討他的罪
[00:11:19.600 --> 00:11:21.600]  就是犯罪那個人
[00:11:21.600 --> 00:11:23.600]  他得罪了上帝的話
[00:11:23.600 --> 00:11:25.600]  神會追討他的罪是什麼呢
[00:11:25.600 --> 00:11:27.600]  一直一代一代一代
[00:11:27.600 --> 00:11:29.600]  直到你由一個年輕人
[00:11:29.600 --> 00:11:31.600]  到你有子女
[00:11:31.600 --> 00:11:33.600]  到你做了爺爺阿嬤
[00:11:33.600 --> 00:11:35.600]  做了太爺太嬤
[00:11:35.600 --> 00:11:37.600]  原來你一直
[00:11:37.600 --> 00:11:39.600]  去到這麼多年之後
[00:11:39.600 --> 00:11:41.600]  如果你在神的裡面
[00:11:41.600 --> 00:11:43.600]  神赦免你的罪
[00:11:43.600 --> 00:11:45.600]  神仍然追討你的罪
[00:11:45.600 --> 00:11:47.600]  就是說什麼
[00:11:47.600 --> 00:11:49.600]  神是對於罪一直追
[00:11:49.600 --> 00:11:51.600]  要你討你的罪債
[00:11:51.600 --> 00:11:53.600]  這是神的屬性
[00:11:53.600 --> 00:11:55.600]  正正因為神有這種屬性
[00:11:55.600 --> 00:11:57.600]  就是有罪
[00:11:57.600 --> 00:11:59.600]  祂要追討到底
[00:11:59.600 --> 00:12:01.600]  所以神的屬性的另一個反面是什麼
[00:12:01.600 --> 00:12:03.600]  神有祝福
[00:12:03.600 --> 00:12:05.600]  要祝福到你到底
[00:12:05.600 --> 00:12:07.600]  所以如果你是蒙神祝福的人
[00:12:07.600 --> 00:12:09.600]  而神又答應了
[00:12:09.600 --> 00:12:11.600]  耶和華要賜福給你的話
[00:12:11.600 --> 00:12:13.600]  神就要祝福你
[00:12:13.600 --> 00:12:15.600]  祝福你到底
[00:12:15.600 --> 00:12:17.600]  所以是一個什麼
[00:12:17.600 --> 00:12:19.600]  never fail 不會停 不會失敗
[00:12:19.600 --> 00:12:21.600]  因為答應了就必然會做
[00:12:21.600 --> 00:12:23.600]  那種福氣
[00:12:23.600 --> 00:12:25.600]  就不是我們口說的那種福氣
[00:12:25.600 --> 00:12:27.600]  這裡怎麼說呢
[00:12:27.600 --> 00:12:29.600]  聖經說想賜的是耶和華
[00:12:29.600 --> 00:12:31.600]  收取的都是耶和華
[00:12:31.600 --> 00:12:33.600]  耶和華的名是應當稱眾的
[00:12:33.600 --> 00:12:35.600]  約伯記裡面說
[00:12:35.600 --> 00:12:37.600]  約伯很清楚的是神
[00:12:37.600 --> 00:12:39.600]  是祂 祂當要決定賜福給你
[00:12:39.600 --> 00:12:41.600]  你必然能夠承受福氣
[00:12:41.600 --> 00:12:43.600]  丁姐妹你有沒有試過
[00:12:43.600 --> 00:12:45.600]  上帝追著要賜福給你
[00:12:45.600 --> 00:12:47.600]  你想逃避上帝
[00:12:47.600 --> 00:12:49.600]  但上帝都硬是要賜福給你
[00:12:49.600 --> 00:12:51.600]  你不斷要走
[00:12:51.600 --> 00:12:53.600]  祂不斷要追著你
[00:12:53.600 --> 00:12:55.600]  那種狀況真的
[00:12:55.600 --> 00:12:57.600]  你真的以為你欠他錢
[00:12:57.600 --> 00:12:59.600]  但其實上帝說
[00:12:59.600 --> 00:13:01.600]  我要給你錢 我要給你福氣
[00:13:01.600 --> 00:13:03.600]  是這樣的
[00:13:03.600 --> 00:13:05.600]  聖經裡面最明顯哪個人物是一個這樣的例子
[00:13:05.600 --> 00:13:07.600]  你就知道上帝是
[00:13:07.600 --> 00:13:09.600]  答應要賜福就必定
[00:13:09.600 --> 00:13:11.600]  走不掉的要給你福氣
[00:13:11.600 --> 00:13:13.600]  就是亞伯拉罕
[00:13:13.600 --> 00:13:15.600]  亞伯拉罕或者我們叫亞伯拉罕
[00:13:15.600 --> 00:13:17.600]  就是聖經在創世紀第十二章的時候
[00:13:17.600 --> 00:13:19.600]  一開始
[00:13:19.600 --> 00:13:21.600]  由亞伯蘭七十五歲的時候
[00:13:21.600 --> 00:13:23.600]  在一至二至
[00:13:23.600 --> 00:13:25.600]  一至三節神就已經說
[00:13:25.600 --> 00:13:27.600]  應許亞伯蘭怎麼樣
[00:13:27.600 --> 00:13:29.600]  哇 要兒孫遍地
[00:13:29.600 --> 00:13:31.600]  成為大國
[00:13:31.600 --> 00:13:33.600]  又有很多土地 又有很多子女
[00:13:33.600 --> 00:13:35.600]  要成為一個大的國家
[00:13:35.600 --> 00:13:37.600]  而當時亞伯蘭是沒有子女的
[00:13:37.600 --> 00:13:39.600]  而當時
[00:13:39.600 --> 00:13:41.600]  他老婆是生不出的
[00:13:41.600 --> 00:13:43.600]  但是神答應了之後
[00:13:43.600 --> 00:13:45.600]  亞伯蘭就想著
[00:13:45.600 --> 00:13:47.600]  哎 怎麼辦怎麼辦
[00:13:47.600 --> 00:13:49.600]  要想辦法用自己的方法
[00:13:49.600 --> 00:13:51.600]  去得到這種福氣
[00:13:51.600 --> 00:13:53.600]  結果很多方法 娶妾
[00:13:53.600 --> 00:13:55.600]  找另一個女人生等等等等
[00:13:55.600 --> 00:13:57.600]  很多方法 結果神都說
[00:13:57.600 --> 00:13:59.600]  不是啊 不是啊 不是啊
[00:13:59.600 --> 00:14:01.600]  我要給你的福氣 不是這種
[00:14:01.600 --> 00:14:03.600]  神要堅持要送上帝
[00:14:03.600 --> 00:14:05.600]  指導明的是你
[00:14:05.600 --> 00:14:07.600]  和你的妻子撒內所生的
[00:14:07.600 --> 00:14:09.600]  那一個 才有福氣
[00:14:09.600 --> 00:14:11.600]  所以呢
[00:14:11.600 --> 00:14:13.600]  很有趣的就是亞伯蘭呢
[00:14:13.600 --> 00:14:15.600]  過了一些日子又忘記了上帝賜福
[00:14:15.600 --> 00:14:17.600]  又用自己的方法搞 一段時間又忘記了
[00:14:17.600 --> 00:14:19.600]  用自己的方法搞 但是神就
[00:14:19.600 --> 00:14:21.600]  當你忘記了 神就提醒你
[00:14:21.600 --> 00:14:23.600]  在十五章四節五節神就說
[00:14:23.600 --> 00:14:25.600]  你要信耶和華
[00:14:25.600 --> 00:14:27.600]  這個就是你的意了
[00:14:27.600 --> 00:14:29.600]  所以神要賜福給你 提醒你
[00:14:29.600 --> 00:14:31.600]  幫你 在你的妻子裡面生
[00:14:31.600 --> 00:14:33.600]  那個 要成為大國
[00:14:33.600 --> 00:14:35.600]  而賜你
[00:14:35.600 --> 00:14:37.600]  賜你的福 是什麼
[00:14:37.600 --> 00:14:39.600]  拿一個美地
[00:14:39.600 --> 00:14:41.600]  接著到了第十七章的時候
[00:14:41.600 --> 00:14:43.600]  到了九十九歲
[00:14:43.600 --> 00:14:45.600]  神又再提醒他
[00:14:45.600 --> 00:14:47.600]  隔了二十多年了 神就再提醒他
[00:14:47.600 --> 00:14:49.600]  我是要答應了你這個福氣
[00:14:49.600 --> 00:14:51.600]  我一定給你 你不要理他
[00:14:51.600 --> 00:14:53.600]  走掉了 是我要賜福給你
[00:14:53.600 --> 00:14:55.600]  直至到一百歲
[00:14:55.600 --> 00:14:57.600]  他看到他終於生了他的
[00:14:57.600 --> 00:14:59.600]  一個獨生的愛子
[00:14:59.600 --> 00:15:01.600]  阿爾薩
[00:15:01.600 --> 00:15:03.600]  弟兄姊妹
[00:15:03.600 --> 00:15:05.600]  所以今天第一個值得去思考的
[00:15:05.600 --> 00:15:07.600]  就是
[00:15:07.600 --> 00:15:09.600]  我們要知道
[00:15:09.600 --> 00:15:11.600]  今天我們要找哪一個賜福
[00:15:11.600 --> 00:15:13.600]  你找我 一會兒祝福你
[00:15:13.600 --> 00:15:15.600]  也沒有用的 唯有
[00:15:15.600 --> 00:15:17.600]  我們知道找那個上帝
[00:15:17.600 --> 00:15:19.600]  耶和華賜福給你的人 他答應了你
[00:15:19.600 --> 00:15:21.600]  一定不會走數的
