
[00:00:00.000 --> 00:00:03.920]  今天講的題目就是「誰是我的鄰舍」
[00:03:46.320 --> 00:03:50.220]  這樣就能夠滿足了律法上的要求
[00:03:50.220 --> 00:03:56.920]  這個對話並沒有在大家問答的過程當中停下來
[00:03:56.920 --> 00:04:00.920]  反而第一輪的結束是這樣結束的
[00:04:00.920 --> 00:04:03.420]  耶穌說你照著去做吧
[00:04:03.420 --> 00:04:06.420]  是照著去做才是這段經文的結束
[00:04:06.420 --> 00:04:08.120]  這是第一輪的對話
[00:04:08.120 --> 00:04:10.920]  第二輪對話可能有時候我們忽略了
[00:04:10.920 --> 00:04:14.320]  原來他那個模式、那個pattern
[00:04:14.320 --> 00:04:17.620]  是跟第一輪的對話是完全一樣的
[00:04:17.620 --> 00:04:18.320]  即是怎樣呢?
[00:04:18.320 --> 00:04:23.320]  第二輪的對話是29節到37節
[00:04:23.320 --> 00:04:26.920]  同樣地,開始的時間律法師問這個問題
[00:04:26.920 --> 00:04:28.520]  那誰才是鄰舍?
[00:04:28.520 --> 00:04:32.920]  既然上一個回合就說愛神、愛人
[00:04:32.920 --> 00:04:40.520]  當然了,如果你要知道愛神的教導是怎樣呢?
[00:04:40.520 --> 00:04:43.820]  你看,接著來的經文38到42節
[00:04:43.820 --> 00:04:45.820]  就是《馬大馬利亞》那個經文是說
[00:04:45.820 --> 00:04:48.120]  怎樣愛神才是真正神所月立的
[00:04:48.120 --> 00:04:49.920]  不過這段經文他就問
[00:04:49.920 --> 00:04:51.420]  誰是鄰舍?
[00:04:51.420 --> 00:04:53.320]  就問愛神、愛人
[00:04:53.320 --> 00:04:55.120]  那哪些人才是我要愛的呢?
[00:04:55.120 --> 00:05:00.120]  將他第一輪的討論變成另一個新的問題
[00:05:00.120 --> 00:05:03.420]  那耶穌同樣地,耶穌沒有回答他
[00:05:03.420 --> 00:05:05.120]  耶穌先講一個故事給他聽
[00:05:05.120 --> 00:05:07.520]  接著耶穌的故事結束的時候
[00:05:07.520 --> 00:05:09.320]  就反問他一個問題
[00:05:09.320 --> 00:05:11.720]  同樣要律法師回答的
[00:05:11.720 --> 00:05:16.420]  就是瑞士那個落在強盜手中的鄰舍
[00:05:16.420 --> 00:05:20.020]  誰是受傷者的人的鄰舍?
[00:05:20.020 --> 00:05:25.220]  同樣地,律法師由問問題變成要答問題
[00:05:25.220 --> 00:05:27.220]  他一定要答什麼呢?
[00:05:27.220 --> 00:05:29.520]  是憐憫人那個
[00:05:29.520 --> 00:05:31.420]  那對話也沒有在這裏停下來
[00:05:31.420 --> 00:05:34.420]  對話最後是怎麼結束的呢?
[00:05:34.420 --> 00:05:36.620]  那你照著做吧
[00:05:36.620 --> 00:05:41.720]  那就是說兩輪的對話都指向一個高峰
[00:05:41.720 --> 00:05:43.420]  就是你不單止聽了
[00:05:43.420 --> 00:05:47.720]  甚至不單止你熟讀聖經、熟讀神學
[00:05:47.720 --> 00:05:52.020]  你最後要做的那個才是上帝的心意
[00:05:52.020 --> 00:05:54.320]  不過第二輪對話比較難看到的原因
[00:05:54.320 --> 00:05:57.220]  就是因為中間放了一個比較長的經文
[00:05:57.220 --> 00:05:59.320]  《法馬利亞人的故事》
[00:05:59.320 --> 00:06:02.220]  所以我看起來第二輪對話沒那麼容易看到的
[00:06:02.220 --> 00:06:04.220]  不過事實上當你這樣去比較的時候
[00:06:04.220 --> 00:06:06.420]  你發現是用這樣的模式
[00:06:06.420 --> 00:06:10.120]  將經文表達了出來
[00:06:10.120 --> 00:06:12.020]  這個鳥瞰的形式之後
[00:06:12.020 --> 00:06:15.120]  我們試試看經文的一些細節
[00:06:15.120 --> 00:06:16.620]  這個聖經說有一個律法師
[00:06:16.620 --> 00:06:18.220]  很熟悉聖經的
[00:06:18.220 --> 00:06:20.520]  或者有時候我們叫做問師
[00:06:20.520 --> 00:06:21.620]  很熟悉聖經的人
[00:06:21.620 --> 00:06:23.020]  他們問耶穌
[00:06:23.020 --> 00:06:25.920]  但問耶穌的聖經說他是試探耶穌
[00:06:25.920 --> 00:06:27.420]  就是說他問問題的時候
[00:06:27.420 --> 00:06:29.920]  不是真的想謙虛學道的
[00:06:29.920 --> 00:06:33.420]  反而是想試一下耶穌會不會答得出
[00:06:33.420 --> 00:06:35.420]  甚至有時候是捉他把柄
[00:06:35.420 --> 00:06:37.920]  這裡大概要顯出律法師
[00:06:37.920 --> 00:06:41.120]  他的功力對聖經、對神學的認識
[00:06:41.120 --> 00:06:45.120]  可能比這個很出名的耶穌更高一層次
[00:06:45.120 --> 00:06:46.220]  所以問他問題
[00:06:46.220 --> 00:06:48.920]  希望耶穌答得沒那麼理想的
[00:06:48.920 --> 00:06:51.620]  他問我該做些什麼
[00:06:51.620 --> 00:06:53.720]  才可以承受永生
[00:06:53.720 --> 00:06:56.220]  這個差不多所有宗教最後要問這個問題
[00:06:56.220 --> 00:06:57.720]  我做那麼多宗教活動
[00:06:57.720 --> 00:07:01.320]  最後我怎樣能夠上天堂呢?
[00:07:01.320 --> 00:07:04.120]  怎樣得到永生呢?
[00:07:04.120 --> 00:07:07.520]  大家當中都有很多是我們主裡面的弟兄姊妹
[00:07:07.520 --> 00:07:09.120]  如果有個朋友問你
[00:07:09.120 --> 00:07:11.520]  我做些什麼才可以得到永生
[00:07:11.520 --> 00:07:13.120]  照你對聖經的認識
[00:07:13.120 --> 00:07:16.520]  你會怎麼答呢?
[00:07:16.520 --> 00:07:20.720]  答案應該是什麼呢?
[00:07:20.720 --> 00:07:23.520]  做些什麼才可以得到永生
[00:07:23.520 --> 00:07:26.620]  我做些什麼才可以得到永生呢?
[00:07:26.620 --> 00:07:28.820]  答案大概是
[00:07:28.820 --> 00:07:32.320]  你做什麼都得不到永生
[00:07:32.320 --> 00:07:33.920]  你做什麼都得不到永生
[00:07:33.920 --> 00:07:37.620]  因為永生不是我們賺取回來的
[00:07:37.620 --> 00:07:39.520]  永生是因信稱義的
[00:07:39.520 --> 00:07:41.520]  不過好像經文不是這麼說的
[00:07:41.520 --> 00:07:42.920]  你想想這裡
[00:07:42.920 --> 00:07:46.720]  經文就是這個律法師就說
[00:07:46.720 --> 00:07:48.420]  要盡心盡性盡力
[00:07:48.420 --> 00:07:49.720]  盡以愛神
[00:07:49.720 --> 00:07:51.120]  然後愛侖赤
[00:07:51.120 --> 00:07:52.320]  他這個答案之後
[00:07:52.320 --> 00:07:54.620]  耶穌說這個答案是對的
[00:07:54.620 --> 00:07:56.620]  甚至叫他照著去做
[00:07:56.620 --> 00:07:59.420]  你這樣做就得永生了
[00:07:59.420 --> 00:08:02.920]  就好像真的做了一些事情才可以得到永生
[00:08:02.920 --> 00:08:04.220]  跟我剛才說
[00:08:04.220 --> 00:08:05.420]  你做什麼都得不到永生
[00:08:05.420 --> 00:08:06.320]  會不會有矛盾
[00:08:06.320 --> 00:08:09.120]  或者我們捉錯用神呢?
[00:08:09.120 --> 00:08:13.820]  這個問題今天沒有太多時間去處理、解釋
[00:08:13.820 --> 00:08:15.720]  我試試用一節聖經去回應
[00:08:15.720 --> 00:08:18.220]  剛才這個表面的矛盾
[00:08:18.220 --> 00:08:20.820]  我先前兩堂都問了一個問題
[00:08:20.820 --> 00:08:22.620]  看看這堂會不會比較聰明
[00:08:22.620 --> 00:08:25.320]  就是今天是神學主日
[00:08:25.320 --> 00:08:26.920]  就是要考考試才行
[00:08:26.920 --> 00:08:28.720]  就是神學主日考試
[00:08:28.720 --> 00:08:30.220]  我出一個上戀
[00:08:30.220 --> 00:08:32.320]  你回答下戀
[00:08:32.320 --> 00:08:34.820]  就是我說的聖經上半部分
[00:08:34.820 --> 00:08:36.020]  你回答下面那部分
[00:08:36.020 --> 00:08:37.720]  試試從這節聖經裡面
[00:08:37.720 --> 00:08:41.720]  我們回應剛才這個表面的矛盾
[00:08:41.720 --> 00:08:44.620]  上面那句話是這麼說的
[00:08:44.620 --> 00:08:46.720]  在舊學聖經傳道書
[00:08:46.720 --> 00:08:47.720]  我不說哪一章哪一節
[00:08:47.720 --> 00:08:48.920]  你不用揭露了
[00:08:48.920 --> 00:08:52.120]  傳道書是這麼說的
[00:08:52.120 --> 00:08:59.120]  它說「事上恆善,而不犯罪的義人」
[00:08:59.120 --> 00:09:05.320]  下面那句
[00:09:05.320 --> 00:09:06.820]  再來一次
[00:09:06.820 --> 00:09:11.420]  「事上恆善,而不犯罪的義人」
[00:09:11.420 --> 00:09:14.020]  下面那句是什麼呢?
[00:09:14.020 --> 00:09:15.220]  如果你答不到
[00:09:15.220 --> 00:09:17.220]  或者不肯定
[00:09:17.220 --> 00:09:20.120]  請你報名參加部落神學院的課程
[00:09:20.120 --> 00:09:20.520]  不好意思
[00:09:20.520 --> 00:09:24.920]  這是直入式的廣告
[00:09:24.920 --> 00:09:26.620]  「事上恆善,而不犯罪的義人」
[00:09:26.620 --> 00:09:29.620]  下面那句是
[00:09:29.620 --> 00:09:32.620]  「世上實在沒有」
[00:09:32.620 --> 00:09:37.320]  傳道書七章二十節
[00:09:37.320 --> 00:09:38.420]  就是說
[00:09:38.420 --> 00:09:41.520]  理論上你可以靠行為
[00:09:41.520 --> 00:09:44.820]  由你有認知能力到你一生裡面
[00:09:44.820 --> 00:09:47.420]  「事上恆善,而不犯罪的義人」
[00:09:47.420 --> 00:09:49.320]  那你可以得永生
[00:09:49.320 --> 00:09:51.320]  但事實上聖經說
[00:09:51.320 --> 00:09:53.120]  世上實在沒有
[00:09:53.120 --> 00:09:54.820]  這跟羅馬書裡面說
[00:09:54.820 --> 00:09:57.220]  「沒有義人,連一個也沒有」
[00:09:57.220 --> 00:10:00.920]  可以說是完全一樣的一個信息
[00:10:00.920 --> 00:10:01.720]  所以
[00:10:01.720 --> 00:10:03.820]  剛才我們「恩信清」是唯一的救恩
[00:10:03.820 --> 00:10:07.220]  是因為每一個世上的人都受罪的影響
[00:10:07.220 --> 00:10:08.220]  如果我們夠誠實的話
[00:10:08.220 --> 00:10:10.820]  我們都會承認這件事情
[00:10:10.820 --> 00:10:13.420]  除非靠耶穌基督補血
[00:10:13.420 --> 00:10:14.520]  我們才能夠得救
[00:10:14.520 --> 00:10:15.920]  但理論上
[00:10:15.920 --> 00:10:17.520]  神賜下律法
[00:10:17.520 --> 00:10:19.020]  好像是一個標準
[00:10:19.020 --> 00:10:20.920]  讓我們看到上帝心願
[00:10:20.920 --> 00:10:22.620]  如果我們能夠做的話
[00:10:22.620 --> 00:10:23.820]  我們就得救了
[00:10:23.820 --> 00:10:24.920]  但事實上
[00:10:24.920 --> 00:10:29.920]  「事上恆善,而不犯罪的義人」
[00:10:29.920 --> 00:10:31.120]  所倫門說
[00:10:31.120 --> 00:10:33.120]  世上實在沒有
[00:10:33.120 --> 00:10:33.620]  好了
[00:10:33.620 --> 00:10:36.420]  其他的地方我想我這裡不多發揮了
[00:10:36.420 --> 00:10:37.720]  我就在這裡停下來
[00:10:37.720 --> 00:10:38.420]  所以
[00:10:38.420 --> 00:10:40.020]  這位律法師
[00:10:40.020 --> 00:10:41.920]  當他問這個問題之後
[00:10:41.920 --> 00:10:42.620]  耶穌問
[00:10:42.620 --> 00:10:46.020]  那你熟悉聖經怎麼說呢?
[00:10:46.020 --> 00:10:46.920]  他答得出
[00:10:46.920 --> 00:10:48.720]  答得非常準確
[00:10:48.720 --> 00:10:49.620]  非常準確
[00:10:49.620 --> 00:10:50.920]  哇 他很厲害
[00:10:50.920 --> 00:10:53.620]  而這個這樣的神學生
[00:10:53.620 --> 00:10:57.020]  大概他是一個優異成績畢業的人
[00:10:57.020 --> 00:11:00.420]  為甚麼呢?
[00:11:00.420 --> 00:11:01.220]  這個聖經
[00:11:01.220 --> 00:11:03.220]  又問問大家
[00:11:03.220 --> 00:11:06.020]  你要盡心、盡性、盡力、盡意
[00:11:06.020 --> 00:11:07.120]  愛主你的神
[00:11:07.120 --> 00:11:08.820]  又要愛倫如己
[00:11:08.820 --> 00:11:09.920]  出自舊約
[00:11:09.920 --> 00:11:16.420]  那一節聖經呢?
[00:11:16.420 --> 00:11:17.620]  對了 大家都答對了
[00:11:17.620 --> 00:11:18.520]  是沒有的
[00:11:18.520 --> 00:11:20.820]  所以你們不回答是對的
[00:11:20.820 --> 00:11:25.520]  舊約聖經並沒有一段將這些經文全部說出來
[00:11:25.520 --> 00:11:29.320]  舊約聖經在生命記六章第五節
[00:11:29.320 --> 00:11:30.920]  他說你要盡心、盡性、盡力
[00:11:30.920 --> 00:11:32.420]  愛耶和華你的神
[00:11:32.420 --> 00:11:34.720]  聖經通常是敬虔的猶太人
[00:11:34.720 --> 00:11:35.720]  到今天為止都是
[00:11:35.720 --> 00:11:37.120]  每一天都背誦
[00:11:37.120 --> 00:11:40.020]  甚至當一個金巨俠這樣擺在他的額頭上
[00:11:40.020 --> 00:11:42.520]  一些敬虔的猶太人
[00:11:42.520 --> 00:11:43.420]  叫Shema
[00:11:43.420 --> 00:11:46.520]  是一個希伯來文的音譯
[00:11:46.520 --> 00:11:47.520]  那個字的意思就是
[00:11:47.520 --> 00:11:48.420]  聽啊
[00:11:48.420 --> 00:11:49.920]  以色列人要聽啊
[00:11:49.920 --> 00:11:50.920]  就是這個意思了
[00:11:50.920 --> 00:11:52.220]  要愛神
[00:11:52.220 --> 00:11:53.520]  獨一的神
[00:11:53.520 --> 00:11:56.720]  那個一神的觀念
[00:11:56.720 --> 00:12:00.120]  很早已經在聖經裡面教導
[00:12:00.120 --> 00:12:01.720]  不過下面那一句
[00:12:01.720 --> 00:12:03.620]  要愛倫如己
[00:12:03.620 --> 00:12:06.020]  不是來自生命記六章那一段聖經的
[00:12:06.020 --> 00:12:07.120]  來自哪裡呢?
[00:12:07.120 --> 00:12:09.320]  來自利美記
[00:12:09.320 --> 00:12:10.320]  利美記說
[00:12:10.320 --> 00:12:11.120]  你不要報仇
[00:12:11.120 --> 00:12:13.420]  不可埋怨你本國的子民
[00:12:13.420 --> 00:12:16.120]  你要愛倫如己
[00:12:16.120 --> 00:12:18.920]  是來自利美記十九章的經文
[00:12:18.920 --> 00:12:19.820]  換言之
[00:12:19.820 --> 00:12:23.720]  這律法師不只是熟悉聖經背金句
[00:12:23.720 --> 00:12:25.320]  這律法師是能夠
[00:12:25.320 --> 00:12:29.020]  很知道整個舊約的精髓
[00:12:29.020 --> 00:12:32.320]  並且能夠將不同的經文串在一起
[00:12:32.320 --> 00:12:34.920]  成為一個精準的答案
[00:12:34.920 --> 00:12:36.120]  如果用今次的說法
[00:12:36.120 --> 00:12:38.220]  舊約神學是很精通的
[00:12:38.220 --> 00:12:42.920]  這律法師不只是熟悉聖經的經文內容
[00:12:42.920 --> 00:12:45.220]  並且能夠將它貫通了
[00:12:45.220 --> 00:12:49.120]  成為一個有意義的神學體系
[00:12:49.120 --> 00:12:50.920]  所以耶穌說
[00:12:50.920 --> 00:12:53.220]  你說得對
[00:12:53.220 --> 00:12:54.620]  你這樣做
[00:12:54.620 --> 00:12:56.420]  就能得到永生
[00:12:56.420 --> 00:12:57.820]  本來這律法師
[00:12:57.820 --> 00:12:59.420]  如果他夠謙卑的話
[00:12:59.420 --> 00:13:00.420]  他應該跟耶穌說
[00:13:00.420 --> 00:13:01.920]  我就是做不到
[00:13:01.920 --> 00:13:02.720]  我知道
[00:13:02.720 --> 00:13:03.720]  但是我做不到
[00:13:03.720 --> 00:13:04.720]  所以我才問你
[00:13:04.720 --> 00:13:06.820]  我做什麼才能得到永生
[00:13:06.820 --> 00:13:08.720]  他早就有答案了
[00:13:08.720 --> 00:13:09.620]  但是很明顯
[00:13:09.620 --> 00:13:11.420]  他自己不能夠
[00:13:11.420 --> 00:13:15.120]  將他的答案跟他的生命連得上
[00:13:15.120 --> 00:13:16.620]  不過很可惜
[00:13:16.620 --> 00:13:18.620]  他不是採取這個路線
[00:13:18.620 --> 00:13:23.220]  他反而繼續要顯出自己有理
[00:13:23.220 --> 00:13:25.020]  在二十九節裡面說
[00:13:25.020 --> 00:13:27.720]  那人要顯明自己有理
[00:13:27.720 --> 00:13:28.520]  很多人都是這樣
[00:13:28.520 --> 00:13:31.620]  他問問題不是真的想知道答案的
[00:13:31.620 --> 00:13:35.120]  他問問題只是想顯示出他的IQ有多高
[00:13:35.120 --> 00:13:37.420]  或者他的推理能力有多強
[00:13:37.420 --> 00:13:38.420]  我不知道大家有沒有認識
[00:13:38.420 --> 00:13:39.620]  一些微信主的朋友
[00:13:39.620 --> 00:13:41.920]  很喜歡問一些刁難的問題
[00:13:41.920 --> 00:13:43.120]  其實你答什麼都沒什麼用
[00:13:43.120 --> 00:13:44.320]  因為你說什麼
[00:13:44.320 --> 00:13:46.320]  他馬上已經在想別的問題
[00:13:46.320 --> 00:13:48.220]  所以他不是真的想知道答案
[00:13:48.220 --> 00:13:49.620]  他只是顯出有理
[00:13:49.620 --> 00:13:50.620]  你答不出就很高興
[00:13:50.620 --> 00:13:51.220]  是多好
[00:13:51.220 --> 00:13:53.820]  他答不出
[00:13:53.820 --> 00:13:56.820]  所以這個律法師也是
[00:13:56.820 --> 00:13:58.320]  第一個問題似乎
[00:13:58.320 --> 00:14:01.320]  好像耶穌處理了
[00:14:01.320 --> 00:14:03.820]  他要顯出自己有理
[00:14:03.820 --> 00:14:07.620]  既然答案是愛神愛人
[00:14:07.620 --> 00:14:11.620]  他就問誰是我的鱗蛇
[00:14:11.620 --> 00:14:13.420]  猶太人有很多觀念
[00:14:13.420 --> 00:14:15.220]  在舊約聖經裡面說了之後
[00:14:15.220 --> 00:14:18.120]  有不同年代的拉比一些老師
[00:14:18.120 --> 00:14:19.920]  甚至是耶穌時代的法律書人
[00:14:19.920 --> 00:14:23.420]  不停的將這些舊約律法去演繹
[00:14:23.420 --> 00:14:25.120]  加一些
[00:14:25.120 --> 00:14:26.620]  那裡又再加一些
[00:14:26.620 --> 00:14:29.820]  慢慢成為一個非常沉重的
[00:14:29.820 --> 00:14:32.420]  一些律法主義的包袱
[00:14:32.420 --> 00:14:34.920]  稍後我會再指出這方面的事
[00:14:34.920 --> 00:14:37.020]  但當他答完之後
[00:14:37.020 --> 00:14:40.220]  耶穌沒有立刻有回應他的問題
[00:14:40.220 --> 00:14:41.820]  先說一個故事給他聽
[00:14:41.820 --> 00:14:45.020]  那個故事是一個場景這樣說的
[00:14:45.020 --> 00:14:47.020]  耶穌在新約聖經裡面
[00:14:47.020 --> 00:14:50.520]  他所說的比喻 故事
[00:14:50.520 --> 00:14:54.420]  全部都是和當時日常生活
[00:14:54.420 --> 00:14:56.020]  那些猶太人可以接觸到的
[00:14:56.020 --> 00:14:57.520]  是息息相關的
[00:14:57.520 --> 00:14:59.020]  空中的飛鳥
[00:14:59.020 --> 00:15:00.820]  去魚邊的殺亡
[00:15:00.820 --> 00:15:02.320]  怎樣去殺種
[00:15:02.320 --> 00:15:05.920]  有一個有錢的人 有一個兒子等等
[00:15:05.920 --> 00:15:08.120]  都是當時他們可以理解得到的
[00:15:08.120 --> 00:15:09.920]  所以耶穌很厲害的
[00:15:09.920 --> 00:15:13.020]  一草一木都可以成為真理教導的工具
[00:15:13.020 --> 00:15:14.820]  同樣地 現在耶穌說的故事
[00:15:14.820 --> 00:15:16.120]  在一個場景裡面
[00:15:16.120 --> 00:15:21.320]  就是有一個人從耶路撒冷下耶利哥
[00:15:21.320 --> 00:15:23.920]  大家都看到耶路撒冷
[00:15:23.920 --> 00:15:26.020]  在一個小的山坡上面
[00:15:26.020 --> 00:15:29.520]  耶利哥你看到是約旦河谷
[00:15:29.520 --> 00:15:31.520]  可能大家都看到這個地方
[00:15:31.520 --> 00:15:33.620]  上面是加利利湖約旦河
[00:15:33.620 --> 00:15:35.820]  接著去到死海
[00:15:35.820 --> 00:15:37.020]  我們試一下這樣來看
[00:15:37.020 --> 00:15:39.020]  在一個橫切面看
[00:15:39.020 --> 00:15:43.420]  耶路撒冷大概在海拔的七百多米
[00:15:43.420 --> 00:15:45.720]  一個這樣的小山坡
[00:15:45.720 --> 00:15:50.320]  那耶利哥在地平線以下的約旦河谷
[00:15:50.320 --> 00:15:54.320]  所以是負二百多米的一個這樣的地方
[00:15:54.320 --> 00:15:59.320]  就是相差大約一千公尺的高度
[00:15:59.320 --> 00:16:02.320]  就是從耶路撒冷下耶利哥
[00:16:02.320 --> 00:16:04.120]  真的下去的
[00:16:04.120 --> 00:16:07.520]  不知道大家有沒有去過以色列旅行
[00:16:07.520 --> 00:16:08.920]  如果有機會去一下 真的要去一下
[00:16:08.920 --> 00:16:12.320]  當一個大型一點的退休會
[00:16:12.320 --> 00:16:14.120]  這樣就住了去過三次了
[00:16:14.120 --> 00:16:15.620]  最後那次今年六月
[00:16:15.620 --> 00:16:17.320]  接下來這次是今年十月
[00:16:17.320 --> 00:16:18.520]  你去兩次 那麼好的
[00:16:18.520 --> 00:16:21.420]  是啊 做院長是這樣的
[00:16:21.420 --> 00:16:24.020]  你可以試一下考慮一下
[00:16:24.020 --> 00:16:25.220]  因為今年慶祝九十週年
[00:16:25.220 --> 00:16:27.820]  所以我會再去一次
[00:16:27.820 --> 00:16:30.320]  跟一些校友去一次
[00:16:30.320 --> 00:16:33.320]  有一次有一個導遊帶我們去以色列旅行
[00:16:33.320 --> 00:16:35.120]  他真的想讓我們體會一下
[00:16:35.120 --> 00:16:38.020]  什麼叫做從耶路撒冷下耶利哥
[00:16:38.020 --> 00:16:41.620]  所以他把旅遊巴士開到山的一半
[00:16:41.620 --> 00:16:42.920]  然後停下來
[00:16:42.920 --> 00:16:48.420]  我們真的從山谷一半的地方走下耶利哥
[00:16:48.420 --> 00:16:51.620]  耶利哥現在是巴勒斯坦的自治區
[00:16:51.620 --> 00:16:55.720]  是屬於稍為自由一點的東邊的一個
[00:16:55.720 --> 00:16:57.520]  巴勒斯坦的自治區
[00:16:57.520 --> 00:17:01.820]  那麼到今天為止
[00:17:01.820 --> 00:17:05.020]  這條路從耶路撒冷下耶利哥
[00:17:05.020 --> 00:17:07.320]  都是比較荒蕪的
[00:17:07.320 --> 00:17:10.420]  周圍完全沒有人煙的
[00:17:10.420 --> 00:17:13.920]  然後側邊有很多山洞的
[00:17:13.920 --> 00:17:15.220]  在這樣的環境之下
[00:17:15.220 --> 00:17:17.120]  如果有人走過
[00:17:17.120 --> 00:17:21.320]  是很容易成為盜賊攻擊的對象
[00:17:21.320 --> 00:17:26.320]  所以經文說
[00:17:26.320 --> 00:17:28.620]  有一個人從耶路撒冷下耶利哥
[00:17:28.620 --> 00:17:31.920]  然後他落在強盜手中
[00:17:31.920 --> 00:17:33.120]  被打到半死
[00:17:33.120 --> 00:17:36.220]  脫了他的衣服就丟下他
[00:17:36.220 --> 00:17:39.420]  這個完全無助的人
[00:17:39.420 --> 00:17:40.820]  後來在經文說
[00:17:40.820 --> 00:17:42.020]  有兩個人走過
[00:17:42.020 --> 00:17:44.120]  一個祭司 一個利美人
[00:17:44.120 --> 00:17:46.120]  但是大家的反應一樣
[00:17:46.120 --> 00:17:48.520]  他從耶路撒冷下耶利哥
