
[00:00:00.000 --> 00:00:03.020]  在新年的時候,很多時候都會說富貴
[00:04:43.020 --> 00:04:46.020]  是從祂而來的
[00:04:46.020 --> 00:04:49.020]  並且就算在提摩太那段經文裡面
[00:04:49.020 --> 00:04:52.020]  其實都是說如果你貪慰自己就不好
[00:04:52.020 --> 00:04:55.020]  但是如果你的財富
[00:04:55.020 --> 00:04:58.020]  你的金錢是以神為中心的時候
[00:04:58.020 --> 00:05:01.020]  它是可以善,但是如果我們
[00:05:01.020 --> 00:05:04.020]  將這些錢,或者我們只是依賴金錢的時候
[00:05:04.020 --> 00:05:07.020]  就變成是惡
[00:05:07.020 --> 00:05:10.020]  讓我們都有一個正確的金錢觀
[00:05:10.020 --> 00:05:13.020]  以至到當我進門口看到你
[00:05:13.020 --> 00:05:16.020]  今年也可以,因為今天只是初五
[00:05:16.020 --> 00:05:19.020]  就在門口說,恭喜發財,建堂大喜大吉
[00:05:19.020 --> 00:05:22.020]  這樣行不行?
[00:05:22.020 --> 00:05:25.020]  希望大家聽完這堂課之後
[00:05:25.020 --> 00:05:28.020]  大家都恭喜發財
[00:05:28.020 --> 00:05:31.020]  並且發財之後建堂大吉
[00:05:31.020 --> 00:05:34.020]  建堂大喜,建堂快點完成
[00:05:34.020 --> 00:05:37.020]  讓我們一起同心低頭祈禱
[00:05:37.020 --> 00:05:40.020]  希望天父我們求祢憐憫我們
[00:05:40.020 --> 00:05:43.020]  求聖靈在我們的心裡面動工
[00:05:43.020 --> 00:05:46.020]  打開我們的心門,改變我們的心思意念
[00:05:46.020 --> 00:05:49.020]  以至我們知道金錢的價值觀
[00:05:49.020 --> 00:05:52.020]  亦都我們知道
[00:05:52.020 --> 00:05:55.020]  神在我們心裡面真正的地位
[00:05:55.020 --> 00:05:58.020]  主要我們將以下時間交給天父
[00:05:58.020 --> 00:06:01.020]  聖靈求祢在我們每一個人的心裡面
[00:06:01.020 --> 00:06:04.020]  無論是在現場實體的
[00:06:04.020 --> 00:06:07.020]  或者在線上崇拜的弟兄姊妹朋友
[00:06:07.020 --> 00:06:10.020]  我們都能夠有一個正確的價值觀
[00:06:10.020 --> 00:06:13.020]  讓我們知道如何在主理裡面運用金錢
[00:06:13.020 --> 00:06:16.020]  我們將以下時間恭敬的仰望給天父
[00:06:16.020 --> 00:06:19.020]  祈禱奉主耶穌的名求,下門
[00:06:19.020 --> 00:06:22.020]  今天的經文是很直接講的
[00:06:22.020 --> 00:06:25.020]  其實這兩句就是今天
[00:06:25.020 --> 00:06:28.020]  唯一需要很深入解釋的經文
[00:06:28.020 --> 00:06:31.020]  所以今天都挺好講的,很簡單講的
[00:06:31.020 --> 00:06:34.020]  就是卑微的弟兄要高聲
[00:06:34.020 --> 00:06:37.020]  要因為高聲而誇耀
[00:06:37.020 --> 00:06:40.020]  富足的卻要因被降卑而誇耀
[00:06:40.020 --> 00:06:43.020]  為什麼這麼有趣呢
[00:06:43.020 --> 00:06:46.020]  在這段經文講到卑微的
[00:06:46.020 --> 00:06:49.020]  和富足的,是一個對比
[00:06:49.020 --> 00:06:52.020]  但是對比得來就是
[00:06:52.020 --> 00:06:55.020]  卑微的弟兄是不是因為升職
[00:06:55.020 --> 00:06:58.020]  所以被誇耀呢
[00:06:58.020 --> 00:07:01.020]  那個高聲是什麼意思呢
[00:07:01.020 --> 00:07:04.020]  又或者富足為什麼要被降卑
[00:07:04.020 --> 00:07:07.020]  才會被神誇耀,或者在神裡面
[00:07:07.020 --> 00:07:10.020]  是值得誇耀呢
[00:07:10.020 --> 00:07:13.020]  今天我們就想去看看這個課題
[00:07:13.020 --> 00:07:16.020]  其實這兩字的經文給這個對比
[00:07:16.020 --> 00:07:19.020]  就正正幫助到我和你
[00:07:19.020 --> 00:07:22.020]  我們基督徒應該怎樣去面對呢
[00:07:22.020 --> 00:07:25.020]  其實
[00:07:25.020 --> 00:07:28.020]  在馬太坊第五章三節
[00:07:28.020 --> 00:07:31.020]  特別講到
[00:07:31.020 --> 00:07:34.020]  心靈貧窮的人有福
[00:07:34.020 --> 00:07:37.020]  因為天國是他們的
[00:07:37.020 --> 00:07:40.020]  其實卑微這裡是指兩方面
[00:07:40.020 --> 00:07:43.020]  一個就是卑微的人
[00:07:43.020 --> 00:07:46.020]  這裡是直接講到一些貧困的
[00:07:46.020 --> 00:07:49.020]  物質上缺乏的人
[00:07:49.020 --> 00:07:52.020]  在當時那個第一世紀的社會
[00:07:52.020 --> 00:07:55.020]  當時的貧窮人
[00:07:55.020 --> 00:07:58.020]  很多時候往往就是親近神愛神的人
[00:07:58.020 --> 00:08:01.020]  因為他們覺得自己是沒有能力
[00:08:01.020 --> 00:08:04.020]  他是需要依靠神
[00:08:04.020 --> 00:08:07.020]  他知道自己不能夠靠自己
[00:08:07.020 --> 00:08:10.020]  又不能夠靠物質,於是他就純粹依靠神
[00:08:10.020 --> 00:08:13.020]  所以這些卑微的人
[00:08:13.020 --> 00:08:16.020]  在物質上是很貧困
[00:08:16.020 --> 00:08:19.020]  也在屬靈上是心靈貧窮的人
[00:08:19.020 --> 00:08:22.020]  就因為他這份心靈的貧窮
[00:08:22.020 --> 00:08:25.020]  竟然在馬太福音裡面
[00:08:25.020 --> 00:08:28.020]  八福當中就說有福的你
[00:08:28.020 --> 00:08:31.020]  在新年裡面我祝福大家
[00:08:31.020 --> 00:08:34.020]  心靈貧窮,因為如果你心靈裡面有貧窮
[00:08:34.020 --> 00:08:37.020]  天國是你的
[00:08:37.020 --> 00:08:40.020]  天國是信復神的地方
[00:08:40.020 --> 00:08:43.020]  天國就是被神搶權的地方
[00:08:43.020 --> 00:08:46.020]  天國就是一個人跟隨神的時候
[00:08:46.020 --> 00:08:49.020]  就是我和你,當我們跟隨神
[00:08:49.020 --> 00:08:52.020]  回應神,按著祂的心意而行的時候
[00:08:52.020 --> 00:08:55.020]  那個就是天國在人間
[00:08:55.020 --> 00:08:58.020]  你和我就可以將天國
[00:08:58.020 --> 00:09:01.020]  就活現出來,天國就在你的生命裡面
[00:09:01.020 --> 00:09:04.020]  去彰顯
[00:09:04.020 --> 00:09:07.020]  你見不見到天國在你生命裡面
[00:09:07.020 --> 00:09:10.020]  因為你心靈裡面貧窮
[00:09:10.020 --> 00:09:13.020]  所以你今天才坐在這裡聽聽神的話語
[00:09:13.020 --> 00:09:16.020]  敬拜神的時候就與神相遇
[00:09:16.020 --> 00:09:19.020]  你是渴慕神,我相信你來到崇拜
[00:09:19.020 --> 00:09:22.020]  你就有這份渴慕的心,都是一個心靈貧窮的表現
[00:09:22.020 --> 00:09:25.020]  但這份心靈貧窮的表現
[00:09:25.020 --> 00:09:28.020]  需要回到我們平日
[00:09:28.020 --> 00:09:31.020]  是需要回到我們生活當中的
[00:09:31.020 --> 00:09:34.020]  所以我恭喜你,如果你是靈女貧窮
[00:09:34.020 --> 00:09:37.020]  你是大喜
[00:09:37.020 --> 00:09:40.020]  因為神是說天國就是被你彰顯
[00:09:40.020 --> 00:09:43.020]  你就正在經歷天國
[00:09:43.020 --> 00:09:46.020]  因為儘管你環境上
[00:09:46.020 --> 00:09:49.020]  是物質貧窮
[00:09:49.020 --> 00:09:52.020]  但你仍然心靈滿足
[00:09:52.020 --> 00:09:55.020]  因為有神在你生命裡面
[00:09:55.020 --> 00:09:58.020]  無論富貧
[00:09:58.020 --> 00:10:01.020]  你心靈貧窮的時候
[00:10:01.020 --> 00:10:04.020]  不是因為物質而影響你
[00:10:04.020 --> 00:10:07.020]  不容易的,對不對?
[00:10:07.020 --> 00:10:10.020]  星期六才講這個消息
[00:10:10.020 --> 00:10:13.020]  琴琴加我們加拿大25%稅
[00:10:13.020 --> 00:10:16.020]  真的有點震撼
[00:10:16.020 --> 00:10:19.020]  我也馬上問一下CHECKGBT
[00:10:19.020 --> 00:10:22.020]  究竟對我們經濟有什麼影響
[00:10:22.020 --> 00:10:25.020]  對建築有什麼影響,我馬上問一下
[00:10:25.020 --> 00:10:28.020]  問完之後,真的會通貨膨脹
[00:10:28.020 --> 00:10:31.020]  是依靠金錢,我們依靠的是政府
[00:10:31.020 --> 00:10:34.020]  依靠的人,我們害怕嗎?當然害怕
[00:10:34.020 --> 00:10:37.020]  腳都軟了,看完CHECKGBT,看完GOOGLE
[00:10:37.020 --> 00:10:40.020]  建築是不是應該再延誤三年
[00:10:40.020 --> 00:10:43.020]  等八年就是環保
[00:10:43.020 --> 00:10:46.020]  等十年就是儲錢
[00:10:46.020 --> 00:10:49.020]  是不是這樣?儲完之後
[00:10:49.020 --> 00:10:52.020]  都是因為已經通貨膨脹
[00:10:52.020 --> 00:10:55.020]  又弄另一個琴琴
[00:10:55.020 --> 00:10:58.020]  就算我們富有
[00:10:58.020 --> 00:11:01.020]  我們也是依靠神,如果我們是貧窮
[00:11:01.020 --> 00:11:04.020]  我們也是依靠神,我這個心境
[00:11:04.020 --> 00:11:07.020]  是有的時候,我的內心有平安
[00:11:07.020 --> 00:11:10.020]  因為我依靠的是神,不是我
[00:11:10.020 --> 00:11:13.020]  計算我有多少的財富
[00:11:13.020 --> 00:11:16.020]  因為背後的是那個有錢的神
[00:11:16.020 --> 00:11:19.020]  有祝福,有能力,有供應的神
[00:11:19.020 --> 00:11:22.020]  其實你看到那個窮寡婦的故事
[00:11:22.020 --> 00:11:25.020]  很熟悉的了,是不是?這個窮寡婦
[00:11:25.020 --> 00:11:28.020]  在聖經裡面說到的時候
[00:11:28.020 --> 00:11:31.020]  耶穌在看著這個窮寡婦,她捐了她
[00:11:31.020 --> 00:11:34.020]  僅有的兩個銅錢
[00:11:34.020 --> 00:11:37.020]  是她的整副家產
[00:11:37.020 --> 00:11:40.020]  我想問你一個問題,如果這個窮寡婦
[00:11:40.020 --> 00:11:43.020]  不是窮
[00:11:43.020 --> 00:11:46.020]  她會不會捐了她的
[00:11:46.020 --> 00:11:49.020]  整副家產呢?
[00:11:49.020 --> 00:11:52.020]  其實這個也反映了財富在你心中的地位
[00:11:52.020 --> 00:11:55.020]  很難的,其實越不窮
[00:11:55.020 --> 00:11:58.020]  越難捐了整副家產
[00:11:58.020 --> 00:12:01.020]  窮就去捐了整副家產
[00:12:01.020 --> 00:12:04.020]  但是捐了整副家產反映什麼?
[00:12:04.020 --> 00:12:07.020]  就是她相信德國神,剛才亞歷斯弟兄
[00:12:07.020 --> 00:12:10.020]  帶領我們的主土文怎麼說呢?
[00:12:10.020 --> 00:12:13.020]  我們日用的飲食
[00:12:13.020 --> 00:12:16.020]  今日賜給我們
[00:12:16.020 --> 00:12:19.020]  她的信心就是明天就像這個窮寡婦一樣
[00:12:19.020 --> 00:12:22.020]  她相信德國神,昨天供應她
[00:12:22.020 --> 00:12:25.020]  今天她捐了兩個銅錢
[00:12:25.020 --> 00:12:28.020]  後天神又再一次供應她,好像瑪娜一樣
[00:12:28.020 --> 00:12:31.020]  在我自己的生命經歷裡面
[00:12:31.020 --> 00:12:34.020]  也是一樣是這樣
[00:12:34.020 --> 00:12:37.020]  多次的,無論是做生意的時候
[00:12:37.020 --> 00:12:40.020]  或者做牧者之後,大家不要看牧師
[00:12:40.020 --> 00:12:43.020]  現在你也挺舒服,諸如此類的
[00:12:43.020 --> 00:12:46.020]  有錢人試過,窮人試過
[00:12:46.020 --> 00:12:49.020]  在香港六個人住六七百呎都試過
[00:12:49.020 --> 00:12:52.020]  你說其實奧巴薩州很大,你就試一下
[00:12:52.020 --> 00:12:55.020]  六七百呎,在香港
[00:12:55.020 --> 00:12:58.020]  香港六七百呎其實只剩三四百呎
[00:12:58.020 --> 00:13:01.020]  因為香港沒有什麼實用面積
[00:13:01.020 --> 00:13:04.020]  當你去面對各種危機可能性
[00:13:04.020 --> 00:13:07.020]  貧和賤的時候
[00:13:07.020 --> 00:13:10.020]  其實就好像保羅一樣
[00:13:10.020 --> 00:13:13.020]  財經不是因為股票升就升
[00:13:13.020 --> 00:13:16.020]  不是股票跌就跌,你的心情就是
[00:13:16.020 --> 00:13:19.020]  神啊你給我多少東西,我就是用我最好的能力
[00:13:19.020 --> 00:13:22.020]  才幹智慧,從你而來的
[00:13:22.020 --> 00:13:25.020]  去求你給我智慧做好的管家
[00:13:25.020 --> 00:13:28.020]  忠心的管家,將你給我的
[00:13:28.020 --> 00:13:31.020]  能夠獻給神
[00:13:31.020 --> 00:13:34.020]  於是你能夠去和別人分享,好像這個寡婦一樣
[00:13:34.020 --> 00:13:37.020]  她將她所有的,就是和別人分享
[00:13:37.020 --> 00:13:40.020]  有一份這樣,凌女貧窮
[00:13:40.020 --> 00:13:43.020]  就會是天國是她們
[00:13:43.020 --> 00:13:46.020]  天國是她們的時候,她們信得過神的供應
[00:13:46.020 --> 00:13:49.020]  也都信得過她們依靠的神
[00:13:49.020 --> 00:13:52.020]  也都回應神對她的吩咐
[00:13:52.020 --> 00:13:55.020]  和感動,這個就是天國
[00:13:55.020 --> 00:13:58.020]  就是人間,也是貧窮
[00:13:58.020 --> 00:14:01.020]  就是凌女貧窮,的而且確
[00:14:01.020 --> 00:14:04.020]  是我和你今天追求的大喜
[00:14:04.020 --> 00:14:07.020]  就在我們新的一年裏,你有哪一份的心
[00:14:07.020 --> 00:14:10.020]  其實在我們的教會裏面
[00:14:10.020 --> 00:14:13.020]  都有很多弟兄姊妹,我見到
[00:14:13.020 --> 00:14:16.020]  有時聽到,不是見到,而是聽到
[00:14:16.020 --> 00:14:19.020]  一些見證,分享,有一次我聽到一位姊妹說
[00:14:19.020 --> 00:14:22.020]  她退休了,她都是做一些家務
[00:14:22.020 --> 00:14:25.020]  幫人家找一些外快
[00:14:25.020 --> 00:14:28.020]  但其實她都是,基本上兒女
[00:14:28.020 --> 00:14:31.020]  供養她,但是她很緊張
[00:14:31.020 --> 00:14:34.020]  她是將她的兒女
[00:14:34.020 --> 00:14:37.020]  給她的供養,她耍奉獻一定要做
[00:14:37.020 --> 00:14:40.020]  並且她有一個很好的見證就是
[00:14:40.020 --> 00:14:43.020]  她有甚麼外快供,她覺得是神格外給她
[00:14:43.020 --> 00:14:46.020]  她又大大的捐獻
[00:14:46.020 --> 00:14:49.020]  其實是寡婦的兩個童錢,是她的心
[00:14:49.020 --> 00:14:52.020]  不是她的錢有多少錢
[00:14:52.020 --> 00:14:55.020]  神是越納的,這個姊妹是蒙福的
[00:14:55.020 --> 00:14:58.020]  其實我自己的學習都是自小開始
[00:14:58.020 --> 00:15:01.020]  我覺得她一輩子都沒有做過事
[00:15:01.020 --> 00:15:04.020]  因為她的身體很軟弱,不是因為不想做事
[00:15:04.020 --> 00:15:07.020]  她的身體真的很軟弱,是病煲,是藥煲
[00:15:07.020 --> 00:15:10.020]  所以她一直都沒有做事,但是她在教會裡釋放
[00:15:10.020 --> 00:15:13.020]  爸爸每個月給她一些家用
[00:15:13.020 --> 00:15:16.020]  她就按著家用,其實我自小
[00:15:16.020 --> 00:15:19.020]  爸爸給家用給媽媽,媽媽給零用錢給我
[00:15:19.020 --> 00:15:22.020]  所以一層一層,這個功課
[00:15:22.020 --> 00:15:25.020]  是讓我學習到一個很重要的功課
[00:15:25.020 --> 00:15:28.020]  媽媽從來不儲錢的,我發覺
[00:15:28.020 --> 00:15:31.020]  是她去世之後,我才知道她不儲錢
[00:15:31.020 --> 00:15:34.020]  她有多少捐多少,她去世之後沒有遺產
[00:15:34.020 --> 00:15:37.020]  我覺得是挺好的,挺對的
[00:15:37.020 --> 00:15:40.020]  這個只是我媽媽
[00:15:40.020 --> 00:15:43.020]  這個不是一個絕對原則,這是她
[00:15:43.020 --> 00:15:46.020]  她的慷慨就是她令她貧窮
[00:15:46.020 --> 00:15:49.020]  總而言之,丈夫給我多少錢
[00:15:49.020 --> 00:15:52.020]  我爸爸也有高有低,家用有時多有時少
[00:15:52.020 --> 00:15:55.020]  因為我都感覺到的
[00:15:55.020 --> 00:15:58.020]  零用錢少了很多,只剩下
[00:15:58.020 --> 00:16:01.020]  由10元變成2元,以後媽媽也可能少了很多
[00:16:01.020 --> 00:16:04.020]  所以,其實我覺得
[00:16:04.020 --> 00:16:07.020]  這個就是那個零女貧窮,她很喜樂
[00:16:07.020 --> 00:16:10.020]  我媽媽教我的就是,很喜樂的
[00:16:10.020 --> 00:16:13.020]  有多少用多少,然後分多少給我們
[00:16:13.020 --> 00:16:16.020]  然後她又捐錢給教會
[00:16:16.020 --> 00:16:19.020]  然後很多事情她又捐獻
[00:16:19.020 --> 00:16:22.020]  所以她不儲錢,只剩下那些捐了
[00:16:22.020 --> 00:16:25.020]  所以
[00:16:25.020 --> 00:16:28.020]  在這個學習上我就看到,如果我媽媽
[00:16:28.020 --> 00:16:31.020]  對我爸爸有這份信心,其實她都是源於
[00:16:31.020 --> 00:16:34.020]  她相信得過神的供應
[00:16:34.020 --> 00:16:37.020]  我們直接有神的供應的時候
[00:16:37.020 --> 00:16:40.020]  究竟我們對富貴,對金錢的地位
[00:16:40.020 --> 00:16:43.020]  在我們心目中是怎樣想的呢
[00:16:43.020 --> 00:16:46.020]  是怎樣去思考的呢
[00:16:46.020 --> 00:16:49.020]  經文裡面繼續說
[00:16:49.020 --> 00:16:52.020]  就是,我打錯了,應該是雅各書第一章
[00:16:52.020 --> 00:16:55.020]  第一章十節的下面
[00:16:55.020 --> 00:16:58.020]  十節到第十一節
[00:16:58.020 --> 00:17:01.020]  就說,因為富足的人是要消逝
[00:17:01.020 --> 00:17:04.020]  如同草上的花一樣
[00:17:04.020 --> 00:17:07.020]  太陽出來,熱風刮起,草就枯乾
[00:17:07.020 --> 00:17:10.020]  花也凋謝,他美麗的樣子就消失了
[00:17:10.020 --> 00:17:13.020]  那富足的人在他一生的奔波中
[00:17:13.020 --> 00:17:16.020]  也要這樣衰殘
[00:17:16.020 --> 00:17:19.020]  一生奔波的意思就是
[00:17:19.020 --> 00:17:22.020]  在人生的旅途上,形形易易
[00:17:22.020 --> 00:17:25.020]  做事做事做事
[00:17:25.020 --> 00:17:28.020]  賺錢賺錢賺錢,做來做去
[00:17:28.020 --> 00:17:31.020]  周而復始
[00:17:31.020 --> 00:17:34.020]  但其實最終都是衰殘
[00:17:34.020 --> 00:17:37.020]  因為其實最終我們都要像花一樣
[00:17:37.020 --> 00:17:40.020]  會凋謝,是會消失的
[00:17:40.020 --> 00:17:43.020]  究竟我們知不知道人生的短暫
[00:17:43.020 --> 00:17:46.020]  究竟我們知不知道財富的不可靠
[00:17:46.020 --> 00:17:49.020]  其實很容易知道,因為最近
[00:17:49.020 --> 00:17:52.020]  太多事發生讓我們知道,也不只是加拿大
[00:17:52.020 --> 00:17:55.020]  加了25%關稅給美國,只是看看
[00:17:55.020 --> 00:17:58.020]  洛杉磯的大火,轟一聲
[00:17:58.020 --> 00:18:01.020]  還有最有錢的區,馬里布,如果你去過羅省
[00:18:01.020 --> 00:18:04.020]  馬里布是很美的,街上
[00:18:04.020 --> 00:18:07.020]  最貴的區
[00:18:07.020 --> 00:18:10.020]  加拿大最貴的區
[00:18:10.020 --> 00:18:13.020]  最靚的區,最貴的地方
[00:18:13.020 --> 00:18:16.020]  最近
[00:18:16.020 --> 00:18:19.020]  其中有十幾二十間,三十幾間
[00:18:19.020 --> 00:18:22.020]  有錢人,包括特別的明星
[00:18:22.020 --> 00:18:25.020]  巨擇由千五萬到三千萬美金
[00:18:25.020 --> 00:18:28.020]  等於我們加拿大
[00:18:28.020 --> 00:18:31.020]  多1.4,就是
[00:18:31.020 --> 00:18:34.020]  很大的
[00:18:34.020 --> 00:18:37.020]  屋的錢
[00:18:37.020 --> 00:18:40.020]  米勞吉遜
[00:18:40.020 --> 00:18:43.020]  大家可能也聽過這個明星,也是影帝
[00:18:43.020 --> 00:18:46.020]  他剛剛去了另一個地方
[00:18:46.020 --> 00:18:49.020]  被電台節目訪問
[00:18:49.020 --> 00:18:52.020]  訪問他,不是訪問他的屋
[00:18:52.020 --> 00:18:55.020]  訪問他的時候
[00:18:55.020 --> 00:18:58.020]  訪問他的時候,他都不知道
[00:18:58.020 --> 00:19:01.020]  他的屋正在燒,訪問完之後
[00:19:01.020 --> 00:19:04.020]  屋原來沒有了,變了平地
[00:19:04.020 --> 00:19:07.020]  變得沒有了
[00:19:07.020 --> 00:19:10.020]  原來富足,要消逝
[00:19:10.020 --> 00:19:13.020]  要枯乾凋謝,消失,衰殘
[00:19:13.020 --> 00:19:16.020]  實際是這樣,我自己有一個很深刻的經歷
[00:19:16.020 --> 00:19:19.020]  就是當我讀神學,1996年
[00:19:19.020 --> 00:19:22.020]  的時候去加拿大讀神學的時候
[00:19:22.020 --> 00:19:25.020]  其實已經存夠錢,打算一生無憂
[00:19:25.020 --> 00:19:28.020]  養四個小孩應該不用擔心
[00:19:28.020 --> 00:19:31.020]  有些大膽一點的
[00:19:31.020 --> 00:19:34.020]  就去讀神學,有些沒那麼大膽
[00:19:34.020 --> 00:19:37.020]  就存錢,存了十八年
[00:19:37.020 --> 00:19:40.020]  一去就1997年,1997年什麼都沒有了
[00:19:40.020 --> 00:19:43.020]  蒸發了
[00:19:43.020 --> 00:19:46.020]  真的變成了負資產
[00:19:46.020 --> 00:19:49.020]  所以這個經歷給我三位的印象就是
[00:19:49.020 --> 00:19:52.020]  你存多少錢都好
