
[00:00:00.000 --> 00:00:07.000]  今天和大家一起討論另一個在聖經裡極為重要的人物
[00:11:04.280 --> 00:11:07.040]  不過我相信阿伯蘭也有心去
[00:11:07.040 --> 00:11:10.280]  不然就像我剛才講的,阿伯蘭說你去吧,我不去了
[00:11:10.280 --> 00:11:13.160]  這裡吳爾這麼好,我不走
[00:11:13.160 --> 00:11:15.640]  我的存款在這裡,物業在那裡
[00:11:15.640 --> 00:11:17.000]  打都不走
[00:11:17.000 --> 00:11:20.920]  但他也願意跟他父親一起去
[00:11:20.920 --> 00:11:22.640]  於是就這樣去
[00:11:22.640 --> 00:11:23.320]  第一
[00:11:23.320 --> 00:11:24.960]  我們要多謝
[00:11:24.960 --> 00:11:26.640]  欣賞一下塔拉
[00:11:26.640 --> 00:11:29.200]  竟然離開這個地方
[00:11:29.200 --> 00:11:32.560]  本來他就住宅在
[00:11:32.560 --> 00:11:34.080]  吳爾
[00:11:34.080 --> 00:11:35.680]  他的名字叫住宅地
[00:11:35.680 --> 00:11:37.000]  住宅在吳爾
[00:11:37.000 --> 00:11:39.040]  不過竟然願意出去
[00:11:39.040 --> 00:11:41.560]  第二是要往迦南
[00:11:41.560 --> 00:11:43.080]  就是今天的題目
[00:11:43.080 --> 00:11:47.200]  去一個不太好的地方
[00:11:47.200 --> 00:11:49.040]  但這裡是神叫
[00:11:49.040 --> 00:11:49.920]  他就去了
[00:11:49.920 --> 00:11:51.560]  這一點真是很好
[00:11:51.560 --> 00:11:53.040]  神叫他就去了
[00:11:53.040 --> 00:11:55.880]  這一點很值得欣賞
[00:11:55.880 --> 00:11:57.360]  神叫他就去了
[00:11:57.360 --> 00:11:59.520]  這個要往迦南
[00:11:59.520 --> 00:12:03.080]  不過很可惜走到哈蘭
[00:12:03.080 --> 00:12:05.760]  走到一個交叉路
[00:12:05.760 --> 00:12:08.320]  神叫他由火焰之城
[00:12:08.320 --> 00:12:11.040]  這麼火紅的地方出發去一個低地
[00:12:11.040 --> 00:12:12.120]  他也願意去
[00:12:12.120 --> 00:12:13.160]  塔拉也厲害
[00:12:13.160 --> 00:12:14.520]  阿伯蘭也厲害
[00:12:14.520 --> 00:12:17.440]  不過要去的時候
[00:12:17.440 --> 00:12:19.960]  去到哈蘭一個交叉路
[00:12:19.960 --> 00:12:21.680]  他就停了
[00:12:21.680 --> 00:12:23.880]  就住在那裡
[00:12:23.880 --> 00:12:25.800]  第三點要和大家分享的
[00:12:25.800 --> 00:12:29.600]  就是塔拉去到這裡停了步
[00:12:29.600 --> 00:12:33.360]  這個如果我這樣說
[00:12:33.360 --> 00:12:37.560]  可能是塔拉不夠好的地方
[00:12:37.560 --> 00:12:39.360]  沒有繼續走
[00:12:39.360 --> 00:12:43.560]  去到人生交叉點
[00:12:43.560 --> 00:12:44.760]  那怎麼辦呢?
[00:12:44.760 --> 00:12:46.760]  先停一停
[00:12:46.760 --> 00:12:49.000]  人生交叉點
[00:12:49.000 --> 00:12:51.760]  有沒有經歷過人生交叉點?
[00:12:51.760 --> 00:12:53.400]  去到那裡
[00:12:53.400 --> 00:12:54.400]  不知怎樣走
[00:12:54.400 --> 00:12:55.800]  不如你會怎樣做呢?
[00:12:55.800 --> 00:12:57.200]  不如停步
[00:12:57.200 --> 00:12:58.280]  不要再走
[00:12:58.280 --> 00:13:00.240]  再下去真的不知怎樣
[00:13:00.240 --> 00:13:04.000]  左右不是右又不是,左右有壓力又有壓力
[00:13:04.000 --> 00:13:09.440]  前無退路,後有追兵
[00:13:09.440 --> 00:13:11.440]  前無退路,後有追兵
[00:13:11.440 --> 00:13:12.240]  那怎麼辦呢?
[00:13:12.240 --> 00:13:16.240]  不如停下來先看清楚
[00:13:16.240 --> 00:13:17.440]  一路去
[00:13:17.440 --> 00:13:19.040]  由火焰之城
[00:13:19.040 --> 00:13:20.440]  火紅的城市去
[00:13:20.440 --> 00:13:21.440]  要去一個低地
[00:13:21.440 --> 00:13:22.440]  很有心智
[00:13:22.440 --> 00:13:23.440]  去
[00:13:23.440 --> 00:13:24.440]  神叫我去的
[00:13:24.440 --> 00:13:28.440]  誰知來到人生交叉點停了
[00:13:28.440 --> 00:13:29.440]  不再去了
[00:13:29.440 --> 00:13:31.440]  住在那裡
[00:13:31.440 --> 00:13:38.440]  結果塔拉住在那裡
[00:13:38.440 --> 00:13:40.440]  活了205歲
[00:13:40.440 --> 00:13:42.440]  死在哈蘭
[00:13:42.440 --> 00:13:43.440]  真慘
[00:13:43.440 --> 00:13:47.440]  這是塔拉結局的描述
[00:13:47.440 --> 00:13:50.440]  塔拉活了205歲
[00:13:50.440 --> 00:13:52.440]  死在哈蘭
[00:13:52.440 --> 00:13:55.440]  這也是她的墳墓所寫的
[00:13:55.440 --> 00:13:59.440]  這個人塔拉在墳墓上寫著205歲
[00:13:59.440 --> 00:14:01.440]  死在哈蘭
[00:14:01.440 --> 00:14:04.440]  不是本地人士
[00:14:04.440 --> 00:14:06.440]  可能是這樣
[00:14:06.440 --> 00:14:07.440]  這裏差了一點
[00:14:07.440 --> 00:14:08.440]  她沒有繼續去
[00:14:08.440 --> 00:14:09.440]  但我想告訴你
[00:14:09.440 --> 00:14:10.440]  不知道
[00:14:10.440 --> 00:14:13.440]  因為聖經的記載是這麼少
[00:14:13.440 --> 00:14:18.440]  譬如她會不會去到交叉點
[00:14:18.440 --> 00:14:20.440]  交叉點可能是人生交叉點
[00:14:20.440 --> 00:14:23.440]  不過剛剛用哈蘭這個名字來表達
[00:14:23.440 --> 00:14:25.440]  去到交叉點
[00:14:25.440 --> 00:14:27.440]  可能病
[00:14:27.440 --> 00:14:29.440]  可能老
[00:14:29.440 --> 00:14:31.440]  可能腰骨很痛
[00:14:31.440 --> 00:14:33.440]  都會繼續去
[00:14:33.440 --> 00:14:34.440]  騎駱駝
[00:14:34.440 --> 00:14:36.440]  怎麼騎呢
[00:14:36.440 --> 00:14:37.440]  可能體力不計
[00:14:37.440 --> 00:14:39.440]  可能身體欠佳
[00:14:39.440 --> 00:14:41.440]  可能有很多原因
[00:14:41.440 --> 00:14:45.440]  她就想住在那裡
[00:14:45.440 --> 00:14:52.440]  不如阿仔阿伯蘭你自己和羅德去吧
[00:14:52.440 --> 00:14:55.440]  我身體受不了
[00:14:55.440 --> 00:14:57.440]  或者有很多原因
[00:14:57.440 --> 00:14:59.440]  我想在那裡休息
[00:14:59.440 --> 00:15:02.440]  如果你是阿伯蘭你會怎樣
[00:15:02.440 --> 00:15:03.440]  那好吧
[00:15:03.440 --> 00:15:04.440]  你繼續休息
[00:15:04.440 --> 00:15:05.440]  看醫生吧
[00:15:05.440 --> 00:15:06.440]  我們先走了
[00:15:06.440 --> 00:15:07.440]  如果阿伯蘭會
[00:15:07.440 --> 00:15:09.440]  很有可能
[00:15:09.440 --> 00:15:10.440]  聖經沒有說
[00:15:10.440 --> 00:15:11.440]  我只是作這些故事
[00:15:11.440 --> 00:15:13.440]  很有可能阿伯蘭是這樣
[00:15:13.440 --> 00:15:14.440]  爸爸既然是這樣
[00:15:14.440 --> 00:15:17.440]  我們在這裏住陪你吧
[00:15:17.440 --> 00:15:19.440]  看看怎樣
[00:15:19.440 --> 00:15:22.440]  交叉路
[00:15:22.440 --> 00:15:24.440]  不如我們在這裏等一等
[00:15:24.440 --> 00:15:27.440]  可能文說前路有很多強盜
[00:15:27.440 --> 00:15:29.440]  如果去會有死傷
[00:15:29.440 --> 00:15:32.440]  我有幾十個壯丁怕什麼
[00:15:32.440 --> 00:15:35.440]  都不想一個人受傷
[00:15:35.440 --> 00:15:37.440]  不如歇一歇
[00:15:37.440 --> 00:15:39.440]  很多種原因去到交叉點
[00:15:39.440 --> 00:15:40.440]  你停了
[00:15:40.440 --> 00:15:43.440]  結果他拉死在那裡
[00:15:43.440 --> 00:15:45.440]  205歲
[00:15:45.440 --> 00:15:47.440]  我們很難評價
[00:15:47.440 --> 00:15:51.440]  哈拉是否不敢不肯不想再前行
[00:15:51.440 --> 00:15:53.440]  而住在那裏呢
[00:15:53.440 --> 00:15:55.440]  不過有些事我想說的是
[00:15:55.440 --> 00:15:57.440]  有些事是沒有辦法的
[00:15:57.440 --> 00:16:00.440]  去到某些交叉路
[00:16:00.440 --> 00:16:03.440]  你是會停一停
[00:16:03.440 --> 00:16:05.440]  不過我想說的
[00:16:05.440 --> 00:16:06.440]  我鼓勵的就是
[00:16:06.440 --> 00:16:08.440]  不要停在那裏太久
[00:16:08.440 --> 00:16:11.440]  如果停就會住落了
[00:16:11.440 --> 00:16:12.440]  不肯動
[00:16:12.440 --> 00:16:14.440]  那你要繼續走
[00:16:14.440 --> 00:16:17.440]  神帶我從火鴻城市去一個低地
[00:16:17.440 --> 00:16:19.440]  我的使命就是去那裏
[00:16:19.440 --> 00:16:20.440]  神叫我去
[00:16:20.440 --> 00:16:21.440]  我就去
[00:16:21.440 --> 00:16:22.440]  遇到交叉點
[00:16:22.440 --> 00:16:23.440]  休息一休息
[00:16:23.440 --> 00:16:24.440]  我繼續去
[00:16:24.440 --> 00:16:26.440]  這是很重要的
[00:16:26.440 --> 00:16:30.440]  記載第32節可能就不同了
[00:16:30.440 --> 00:16:34.440]  如果哈蘭死在半路
[00:16:34.440 --> 00:16:37.440]  205歲死在半路
[00:16:37.440 --> 00:16:40.440]  這個塔拉都厲害
[00:16:40.440 --> 00:16:41.440]  死都去
[00:16:41.440 --> 00:16:42.440]  真的不錯
[00:16:42.440 --> 00:16:45.440]  死在哈蘭是否很差
[00:16:45.440 --> 00:16:46.440]  那又不是
[00:16:46.440 --> 00:16:48.440]  因為我不知道
[00:16:48.440 --> 00:16:50.440]  將來去到天上
[00:16:50.440 --> 00:16:51.440]  應該都會見到塔拉
[00:16:51.440 --> 00:16:52.440]  問問他
[00:16:52.440 --> 00:16:56.440]  塔拉你當時在哈蘭不走住在那裏
[00:16:56.440 --> 00:16:58.440]  可能他會告訴你
[00:16:58.440 --> 00:17:00.440]  我騎駱駝騎得久
[00:17:00.440 --> 00:17:02.440]  腰骨塌了
[00:17:02.440 --> 00:17:03.440]  我不行得了
[00:17:03.440 --> 00:17:05.440]  哎呀
[00:17:05.440 --> 00:17:07.440]  你都厲害
[00:17:07.440 --> 00:17:09.440]  肯由火鴻城市出來
[00:17:09.440 --> 00:17:10.440]  其實都幾好的
[00:17:10.440 --> 00:17:13.440]  在這個故事裏我們學到一些東西
[00:17:13.440 --> 00:17:14.440]  都幾好
[00:17:14.440 --> 00:17:16.440]  看看今句
[00:17:16.440 --> 00:17:21.440]  他們出了迦勒底的吾爾火鴻城市
[00:17:21.440 --> 00:17:23.440]  要往迦南地區低地
[00:17:23.440 --> 00:17:25.440]  走到哈蘭交叉點
[00:17:25.440 --> 00:17:27.440]  就住在那裏
[00:17:27.440 --> 00:17:28.440]  大家要留意
[00:17:28.440 --> 00:17:30.440]  第一
[00:17:30.440 --> 00:17:32.440]  如果神帶領你出來
[00:17:32.440 --> 00:17:35.440]  我雖然是在迦勒底破土
[00:17:35.440 --> 00:17:36.440]  即是說
[00:17:36.440 --> 00:17:38.440]  我開始建設我的第一步
[00:17:38.440 --> 00:17:40.440]  破土然後入住
[00:17:40.440 --> 00:17:41.440]  不過
[00:17:41.440 --> 00:17:43.440]  神就說你離開這個火鴻城市
[00:17:43.440 --> 00:17:45.440]  跟我去一個低地
[00:17:45.440 --> 00:17:46.440]  好啊我去
[00:17:46.440 --> 00:17:48.440]  去到交叉點
[00:17:48.440 --> 00:17:49.440]  就停了
[00:17:49.440 --> 00:17:52.440]  我希望大家不會去到交叉點停了
[00:17:52.440 --> 00:17:53.440]  是困難的
[00:17:53.440 --> 00:17:55.440]  我鼓勵你繼續前進
[00:17:55.440 --> 00:17:57.440]  無論你的交叉點是什麼
[00:17:57.440 --> 00:17:59.440]  我們祈禱
[00:17:59.440 --> 00:18:02.440]  多謝我們的主
[00:18:02.440 --> 00:18:04.440]  想不到你這麼精密
[00:18:04.440 --> 00:18:05.440]  你這麼厲害
[00:18:05.440 --> 00:18:07.440]  用一些地方名
[00:18:07.440 --> 00:18:09.440]  幾個地方名
[00:18:09.440 --> 00:18:12.440]  表達了我們人生的一個
[00:18:12.440 --> 00:18:14.440]  發展與路向
[00:18:14.440 --> 00:18:16.440]  我們每一個人
[00:18:16.440 --> 00:18:18.440]  都有自己破土的地方
[00:18:18.440 --> 00:18:21.440]  就是我們原先建立的地方
[00:18:21.440 --> 00:18:23.440]  最開始的地方
[00:18:23.440 --> 00:18:24.440]  然後
[00:18:24.440 --> 00:18:26.440]  那個地方發展得多好
[00:18:26.440 --> 00:18:28.440]  我們的人生發展得多好
[00:18:28.440 --> 00:18:30.440]  變成火鴻到不一樣
[00:18:30.440 --> 00:18:32.440]  在這個時候主叫我們
[00:18:32.440 --> 00:18:34.440]  放下這個火鴻的事業
[00:18:34.440 --> 00:18:36.440]  叫我們去一個低地
[00:18:36.440 --> 00:18:38.440]  在那裡重新來過
[00:18:38.440 --> 00:18:40.440]  其實我們的主耶穌也是這樣
[00:18:40.440 --> 00:18:41.440]  從天而來
[00:18:41.440 --> 00:18:43.440]  在馬槽裡出生在一個低地
[00:18:43.440 --> 00:18:46.440]  來到醜惡的人世間
[00:18:46.440 --> 00:18:48.440]  然後來這裡生活
[00:18:48.440 --> 00:18:49.440]  就去一個低地
[00:18:49.440 --> 00:18:52.440]  是有些工作有些任務
