
[00:00:00.000 --> 00:00:09.000]  弟兄姊妹,亦都激發幼稚園和激發小學的家長、老師,還有校長,願你們平安。
[00:13:55.000 --> 00:14:15.000]  在耶利米書裡面,如果大家有聖經的話,可以看看聖經。在耶利米書的二十八章,八至九節裡面,先知耶利米和哈拿尼亞先知在祭司百姓面前,他們有一個這樣的對話。
[00:14:15.000 --> 00:14:40.000]  耶利米先知這樣說,他說,從古以來,在你我以前的眾先知,向多國和大邦說預言,輪到戰爭災禍瘟疫的事,至於那預言平安的先知,到先知的話應言的時候,人就知道他真是耶和華所猜來的。
[00:14:40.000 --> 00:14:59.000]  什麼意思呢?就是說,怎樣明白或者理解,那個先知所說的是來自上帝的話,就是那個先知他預言去說上帝的審判,勸人悔改的信息,那個說話就是來自上帝的話。
[00:14:59.000 --> 00:15:15.000]  如果那個說話是安慰平安的信息,就要等到那個安慰平安應驗了之後,才可以確定那些說話是來自上帝的。
[00:15:15.000 --> 00:15:36.000]  說審判,說壞人,你有罪,要悔改,說這些信息的先知,會不會受歡迎呢?不會啊,是不會受歡迎的。說悔改,說壞人有罪的先知是不會受歡迎的,甚至會引來仇視。
[00:15:36.000 --> 00:15:56.000]  說平安,說安慰的信息的先知,當然是受歡迎的。但是,當我們說受歡迎的,說這些受歡迎說話的先知,他所說的話,是否對受眾是最好的呢?
[00:15:56.000 --> 00:16:17.000]  我也是一個爸爸,我有一個三歲八個月的兒子。有一段時間,其實學爸爸是不斷地學習的,是一個學習的過程。我每天都發現自己是覺得自己是不是這樣做是最好的,總之有一些掙扎。
[00:16:17.000 --> 00:16:39.000]  但是有一段時間,當我兒子不開心,他哭了,或者是扭計的時候,我就會做些什麼呢?我就會跟他說,不如爸爸和你去買車,然後呢,期望做什麼呢?就是期望他可以開心,就是等他停下來哭。
[00:16:39.000 --> 00:17:08.000]  還有呢,不要扭計。這樣做的話,兒子是很開心的。我試過有一次帶著我的兒子去澳門的宣教師退休營,在三天兩夜裡面,他其實是不斷地扭計的。我就在三天兩夜裡面買了五輛車給他。我已經聽到他哭了。
[00:17:08.000 --> 00:17:23.000]  其實我知道這是不好的,這個方法當然是不好的,對不對?這個方法當然是不好的,但是我知道這個是最簡單,還有最快可以處理到當一刻兒子扭計和他的情緒的方法。
[00:17:23.000 --> 00:17:49.000]  還有,我有時候自己都會想,自己都想做好人,就是好人,所以就想用這個方法去處理一下兒子的情緒。但是我後來,其實自己都反省的,其實真正愛惜兒子的方法,不是應該教他好好表達自己的需要,
[00:17:49.000 --> 00:18:09.000]  還有幫他衡量哪一個需要是合理的,就是他扭計是否合理,有時候他說他餓了,那麼他扭計也是合理的,對不對?但是有時候他扭計純粹覺得悶,所以他要到處玩,但是有些場合不是讓他玩的,那我也要制止他,所以我應該要幫助他去處理這件事。
[00:18:09.000 --> 00:18:35.000]  但是這個過程其實是需要恩威並施的,還要考智慧,考功夫,考耐性,還有考我們有多愛這個人,有多愛我的兒子,我們有多愛教育的那個人。
[00:18:35.000 --> 00:18:56.000]  聖經裡面的智慧其實是讓人去認識上帝,兼且知道上帝的要求,如果是離開了上帝的要求是會有後果的,大家會不會覺得其實上帝都好嚴,又好惡,真是好令人畏懼,其實不是的,其實不是的。
[00:18:56.000 --> 00:19:25.000]  正如如果我的兒子是要什麼我就給他什麼,對他來說都不是一件好事,天從人緣從來不是一件好事來的,所以智慧讓人知道上帝的要求,以及讓人知道不跟隨這些要求的結果,其實目的是想人因為聽到雜鼻,就好像二十三節,聽到雜鼻而及時回轉,免於死亡。
[00:19:25.000 --> 00:19:48.000]  就好像一個小朋友,他好奇伸手去電掣那裡,大家會做什麼?制止他,你會怎樣制止他呢?有些可能會嚇著他,喂,不要,有些就立刻拍他的手,我昨天聽到有個年輕女生就說,拍他的手。
[00:19:48.000 --> 00:20:09.000]  他不開心的,被人制止去做那件事,他不開心的,他一定會問為什麼,為什麼你不讓我這樣做,以及為什麼我們要這麼大反應去回應他,要制止他,其實目的就是希望他免於死亡,智慧都一樣。
[00:20:09.000 --> 00:20:24.000]  他為什麼這麼嚴厲,這麼惡地去說出這一番經文,這一段的說話呢?其實他都是想引領我們及時回轉,回到上帝那裡。
[00:20:24.000 --> 00:20:41.000]  基督教的教育不是以恐懼、高壓去做教育,也不是以一個單純的正向心理,你看看耶穌愛我們,怎樣愛怎樣愛,怎樣平安怎樣平安,這一種正向的心理教育,不是,基督教教育都不是這樣。
[00:20:41.000 --> 00:21:09.000]  基督教教育是引領人去學會怎樣辨明上帝在他生命裡面的旨意和作為的教育,是和上帝建立關係的教育,是讓人聯繫上帝的教育,在上帝的帶領之下,讓人可以和自己,和他人,和社會,和這個世界去聯繫。
[00:21:09.000 --> 00:21:25.000]  上帝是一個怎樣的上帝呢?上帝是一個賜人生命的上帝,他也是我們每一個人的父親以及母親,上帝有他的母姓,有他的父姓。
[00:21:25.000 --> 00:21:50.000]  他在每個人的生命當中的指引和作為,有時候可能在人眼中覺得是嚴厲,有時候是會帶給我們平安,喜樂,有時候是會覺得為什麼上帝會這樣教導我們,但是他的教導總是離不開生命,慈愛,信心,和勇氣。
[00:21:50.000 --> 00:22:19.000]  當一個人去忽視上帝的指引和作為,我們每一個人就會被自己的罪性,愚昧,和驕傲所累,而致食其果。就好像古時的以色列人,他正正就是因為忽視了上帝的旨意,而國破家亡。聖經裡面也有很多很多的人,因為忽視上帝,他的結局都是悲哀的。
[00:22:19.000 --> 00:22:32.000]  但是問題是,我們說基督教教育是引領人去聯繫上帝的教育,但是怎樣令人願意聯繫這個賜人生命的上帝呢?
[00:22:32.000 --> 00:22:50.000]  幾年前我和一位將要受洗禮的年輕人去談,那時候我的兒子剛剛出生,那個年輕人就問我,趙孫,你想你的兒子將來做些什麼?
[00:22:50.000 --> 00:23:08.000]  其實我從來都沒有想過我的兒子會成為一個什麼專業人士,我也沒有想過他要成為教牧,教牧就是看上帝的呼召,所以我也沒有想過這些事情。
[00:23:08.000 --> 00:23:25.000]  我當時覺得他想兒子成為一個什麼專業人士,我就這樣回答他,其實我沒有想過兒子會成為什麼專業人士,只是希望兒子一輩子都相信耶穌,以及視耶穌是生命的主,我就覺得可以了。
[00:23:25.000 --> 00:23:54.000]  接著那個年輕人其實一向都是比較內向的,他很懶懶地說了一句,很懶的,我當時因為作為一個傳道人,我仍然要保持一個傳道人的微笑,但我心裡就在想,怎樣啊,我分享給你聽,為什麼你這樣潑我冷水呢?
[00:23:54.000 --> 00:24:19.000]  但後來我仔細想一想,其實都是很難的事情,因為要令人和上帝有聯繫,有關係,我自己作為一個教牧,我知道難處在哪裡,更何況是在家裡,家裡的人,正正最看得到我們的真正的本相是怎樣。
[00:24:19.000 --> 00:24:45.000]  但是呢,難就不代表不做,所以我也不敢捨包單說我兒子會一輩子和上帝有聯繫,我不敢捨包單的,但是我知道如果我們,我和太太,或者是他身邊的人,在他生活當中能夠見證到這個信仰是一個真正的信仰,
[00:24:45.000 --> 00:24:59.000]  我們所聯繫的上帝是一個又真又活的上帝,我想對我的兒子能不能夠成為一生聯繫上帝的人,是有幫助,是有幫助。
[00:24:59.000 --> 00:25:28.000]  那怎樣見證呢?我想首先第一點其實是,我們要承認自己也是一個軟弱的人,我們也是人,我們不是要說我們要飛黃騰達,或者我們要成為一個很成功,看似很率領的人,才去大人相信耶穌,而是我們要成為一個有血,有肉,活生生的人。
[00:25:28.000 --> 00:25:51.000]  我們承認我們也曾經失敗過,承認曾經我們也有痛苦無助的時候,我們承認我們曾經也看不見上帝在我們生命的作為,但是我們願意回傳,我想這個見證是我們可以先做到的第一點。
[00:25:51.000 --> 00:26:17.000]  另外就是,我們是不是在展現我們真的有智慧地去安排我們自己,甚至是安排我們子女的生活呢?這種智慧不是說要讓他在他的升學就業上的那條路能夠很通順,不是不想,但是是不是最重要呢?
[00:26:17.000 --> 00:26:46.000]  最重要的,是不是我們應該讓我們的子女,或者讓我們自己,是能夠與這個上帝連結?我們反問自己一句,我們有沒有因為子女要學某些東西,或者另一些東西,而導致他沒有辦法去崇拜上帝,沒有辦法去參與和弟兄姊妹建立關係的團契呢?
[00:26:46.000 --> 00:27:02.000]  我們有沒有智慧地去做選擇,在我們行事為人裡面,去選取基督信仰的價值觀,愛上帝,又愛人如己。
[00:27:02.000 --> 00:27:18.000]  是在這個場景,我們回到禮拜堂的當中,是一個樣子,出到社會,出到家庭,出到和我們身邊的人,是同一個樣子,表裡如一呢?
[00:27:18.000 --> 00:27:42.000]  曾經我認識一個年輕人,他小時候就回教會了,我想是幼稚園的時候,他的親戚就帶他回教會,這個親戚跟他很親密的,一起住,帶他回學校放學。
[00:27:42.000 --> 00:28:02.000]  但是這個年輕人去到大概中學,高中的時候,他再很少回教會了,我也有約他吃飯,約他吃飯聊聊天的時候,他問我為什麼不回教會,其實他對信仰是怎麼看的。
[00:28:02.000 --> 00:28:21.000]  他就說,帶他回教會的那個親戚,其實都是雙面人,他在教會一個樣子,他回到家裡另一個樣子,他表面對人笑嘻嘻,笑口常開,不要用笑嘻嘻,笑嘻嘻變成放毒舌。
[00:28:21.000 --> 00:28:50.000]  表面是對人笑嘻嘻常開,但是背後其實是說人壞話,說過的人壞話,他見到的就是一個這樣的見證,他見到的就是一個表裡不一的信仰,所以他覺得這個信仰其實都不是真的,關他什麼事呢?倒不如我出去約一下朋友,喝一下酒,好過了。
[00:28:50.000 --> 00:29:10.000]  所以其實今天我們教育主義,梁法堂,以我所知梁法堂每年都會有教育主義的崇拜,可見其實我們對教育是很重視的,始終正如我開頭所說的宗教,我們離不開教育在我們的環境。
[00:29:10.000 --> 00:29:28.000]  但是基督教教育並不止於是在禮拜堂,或者是學校的宗教課裡面發生,其實也是我們每一個基督徒,所以我說這一次的講道,其實我們每一個基督徒都是有關係的,是每一個基督徒在我們的生活場景裡面發生。
[00:29:28.000 --> 00:29:57.000]  其實這樣的話,其實是在考驗我們每一個基督徒,我們作父母,作別人的上司下屬,作別人的丈夫太太,或者有不同的身份角色,我們是在考驗我們的價值,是不是真的忠於上帝的旨意,聯繫上帝,講得出,做得到,而不是講一套做一套。
[00:29:57.000 --> 00:30:15.000]  所以基督教教育的責任也不是只在於教目,學校的宗教老師,我經常都會聽到有些家長說,我的兒子不信耶穌,不回教會,孫教師,牧師,你來看看他。
[00:30:15.000 --> 00:30:41.000]  其實我通常心想,最長時間影響他信仰的從來不是教目,我們有我們的責任,但是最重要的其實是家長的角色,一個子女信不信耶穌,真的好看的不是教目,是他的家人,是他的家長。
[00:30:41.000 --> 00:30:50.000]  所以基督教教育的責任不是只在於教目和學校的宗教老師,而是我們每一個基督徒的責任。
[00:30:50.000 --> 00:31:19.000]  願上帝都幫助我們接受智慧給我們的呼喊,讓我們能夠從上帝而來的智慧,也將這個智慧在我們的生活裡面彰顯出來,令到自己和他人,以及這個社會和世界,是能夠藉著教會我們一點一點的慢慢吹向連繫上帝那裡,下門。
