
[00:00:00.000 --> 00:00:04.800]  加油站現在這個29不是一段經文的
[00:02:14.100 --> 00:02:17.620]  以致帶到這一套電影的
[00:02:17.620 --> 00:02:21.340]  不是說你沒看過就看不明白那套電影
[00:02:21.340 --> 00:02:24.940]  就算你第一次看《復仇者聯盟》
[00:02:24.940 --> 00:02:27.100]  你完全沒看過前面21張
[00:02:27.100 --> 00:02:29.780]  你都可以、都有可能
[00:02:29.780 --> 00:02:31.300]  你都看明白的
[00:02:31.300 --> 00:02:34.660]  你都會挺開心的
[00:02:34.660 --> 00:02:37.140]  或者你會覺得都很精彩
[00:02:37.140 --> 00:02:39.540]  但是中間有些微妙的
[00:02:39.540 --> 00:02:44.120]  甚至有些對話
[00:02:44.120 --> 00:02:45.660]  你就不會知道
[00:02:45.660 --> 00:02:49.500]  除非你真的回去看回這21套
[00:02:49.500 --> 00:02:53.700]  也有人說其實不用看21套電影的
[00:02:53.700 --> 00:02:56.660]  不過有8套你一定最要緊的看
[00:02:56.660 --> 00:02:59.700]  不然的話你可能看這套電影的時候
[00:02:59.700 --> 00:03:02.280]  可能會看得一塌糊塗
[00:03:02.280 --> 00:03:05.900]  當然如果你真的要看到整套電影的精髓
[00:03:05.900 --> 00:03:07.740]  可能你真的要回去看完
[00:03:07.740 --> 00:03:09.420]  《聖經》是一樣的
[00:03:09.420 --> 00:03:12.060]  我們會說舊的《聖經》裡面39本
[00:03:12.060 --> 00:03:14.900]  不是每個本本大家都這麼熟的
[00:03:14.900 --> 00:03:16.700]  但是有一些重要的
[00:03:16.700 --> 00:03:18.980]  比如《創世記》、《出埃及記》
[00:03:18.980 --> 00:03:20.700]  《耳塞》、《書》這些
[00:03:20.700 --> 00:03:23.180]  有些重要的片段你一定要知道
[00:03:23.180 --> 00:03:24.860]  不然你去到新約的時候
[00:03:24.860 --> 00:03:26.020]  你就這樣看
[00:03:26.020 --> 00:03:27.900]  你是沒有辦法看得明白的
[00:03:27.900 --> 00:03:29.500]  所以我都是鼓勵大家
[00:03:29.500 --> 00:03:31.780]  儘管如果你開始讀《聖經》的時候
[00:03:31.780 --> 00:03:33.460]  可能你先看新約
[00:03:33.460 --> 00:03:34.340]  但是你看著看著
[00:03:34.340 --> 00:03:36.260]  你可能要回去看舊約
[00:03:36.260 --> 00:03:37.820]  接著再去看新約
[00:03:37.820 --> 00:03:40.740]  當然其實你看一次
[00:03:40.740 --> 00:03:43.460]  你都是看不完很多東西
[00:03:43.460 --> 00:03:47.060]  你可能需要不斷重複的去看很多次
[00:03:47.060 --> 00:03:48.580]  接著你再看新約
[00:03:48.580 --> 00:03:52.100]  舊約的影子在新約裡面都出來了
[00:03:52.100 --> 00:03:54.980]  正如我家裡的小朋友
[00:03:54.980 --> 00:03:58.380]  他們已經看完前面的21部電影
[00:03:58.380 --> 00:04:01.660]  甚至是看過幾次了
[00:04:01.660 --> 00:04:03.660]  有些他們喜歡的
[00:04:03.660 --> 00:04:05.540]  所以他們很期待
[00:04:05.540 --> 00:04:09.300]  帶著他們之前已經看過的故事
[00:04:09.300 --> 00:04:10.860]  去看這個新的片
[00:04:10.860 --> 00:04:15.620]  當然我們家裡不是強調要去看《Avengers》的
[00:04:15.620 --> 00:04:18.540]  他們同時也已經看了很多次
[00:04:18.540 --> 00:04:20.140]  新舊約、《聖經》
[00:04:20.140 --> 00:04:22.620]  現在你越看得多舊約的時候
[00:04:22.620 --> 00:04:23.860]  你去看新約
[00:04:23.860 --> 00:04:25.660]  你就越明白新約
[00:04:25.660 --> 00:04:29.700]  看到那個不同章節的深度
[00:04:29.700 --> 00:04:32.620]  所以鼓勵大家用這樣的比喻
[00:04:32.620 --> 00:04:36.380]  一定要好好地看舊約、《聖經》
[00:04:36.380 --> 00:04:38.020]  以致我們有一天
[00:04:38.020 --> 00:04:39.980]  我們去學習新約的時候
[00:04:39.980 --> 00:04:41.980]  就更加有味道
