
[00:00:00.000 --> 00:00:07.000]  題目是『不信有你』,不是不信有你,是有個文化在裡面的。
[00:03:36.000 --> 00:03:39.000]  是不是呢?
[00:03:39.000 --> 00:03:42.000]  再給你看多一次。
[00:03:42.000 --> 00:03:55.000]  你要集中精神看,你相信我。
[00:03:55.000 --> 00:03:59.000]  對了,對了,看到沒有?
[00:03:59.000 --> 00:04:05.000]  還有沒有人沒看到的?
[00:04:05.000 --> 00:04:10.000]  我不明白。
[00:04:10.000 --> 00:04:15.000]  看不明白的不要緊,你再看上面那幅。
[00:04:15.000 --> 00:04:18.000]  這是一幅很有名的圖畫。
[00:04:18.000 --> 00:04:24.000]  上面那幅,你會看到有兩個人在樓梯走。
[00:04:24.000 --> 00:04:32.000]  你發覺這兩個人同一條樓梯,不同的方向,但是永遠都看不到。
[00:04:32.000 --> 00:04:36.000]  一個好像是上,一個好像是下,但其實不是。
[00:04:36.000 --> 00:04:40.000]  再看下去的時候,你會發覺,怎麼會這樣?
[00:04:40.000 --> 00:04:44.000]  於是你就說,我有沒有看錯?
[00:04:44.000 --> 00:04:48.000]  是不是?你沒有看錯,只是那幅圖畫。
[00:04:48.000 --> 00:04:52.000]  你回去慢慢看。
[00:04:52.000 --> 00:04:58.000]  所以那些科學家告訴你,你看到的東西未必是真的。
[00:04:58.000 --> 00:05:05.000]  所以他們用一個字話,你看到的東西,英文叫perception,是你的觀感。
[00:05:05.000 --> 00:05:09.000]  未必是真的,可能是一部分真,可能是假的。
[00:05:09.000 --> 00:05:11.000]  你看到的東西未必是真的。
[00:05:11.000 --> 00:05:14.000]  所以有很多人跟我說,我看到我就相信了。
[00:05:14.000 --> 00:05:19.000]  但是我告訴大家,看到你都不會相信的。
[00:05:19.000 --> 00:05:21.000]  看到未必真的相信的。
[00:05:21.000 --> 00:05:24.000]  以色列人看到多少神蹟?
[00:05:24.000 --> 00:05:26.000]  耶穌的時代,多少人看到耶穌行神蹟?
[00:05:26.000 --> 00:05:28.000]  他們信不信?他們不信的。
[00:05:28.000 --> 00:05:32.000]  耶穌復活的時候,多瑪說,我不信你復活。
[00:05:32.000 --> 00:05:34.000]  耶穌來摸摸。
[00:05:34.000 --> 00:05:37.000]  於是多瑪摸了,耶穌接著說了一句,
[00:05:37.000 --> 00:05:42.000]  你看到才相信,你看不到就相信,就有福了。
[00:05:42.000 --> 00:05:44.000]  這是第一個錯誤。
[00:05:44.000 --> 00:05:50.000]  第二個錯誤,就是很多人以為相信要立即的,不能等的。
[00:05:50.000 --> 00:05:53.000]  我相信你,你就要給我看。
[00:05:53.000 --> 00:05:57.000]  說一個很簡單的例子,我告訴大家。
[00:05:57.000 --> 00:06:01.000]  你知不知道,你信不信我,我有隔山打牛的能力。
[00:06:01.000 --> 00:06:06.000]  最近長江漂流了在上海,有一萬隻死豬。
[00:06:06.000 --> 00:06:11.000]  是曾經我舉一舉手,一萬隻豬死了,於是就漂了下去了。
[00:06:11.000 --> 00:06:15.000]  你信不信?你當然不信了。
[00:06:15.000 --> 00:06:17.000]  於是你說,展示給我看看。
[00:06:17.000 --> 00:06:20.000]  我說行,一百年之後我會展示給你看。
[00:06:20.000 --> 00:06:23.000]  你知不知道,說謊話的。
[00:06:23.000 --> 00:06:26.000]  因為我們不能等那麼久。
[00:06:26.000 --> 00:06:29.000]  所以有一次我去醫院探病。
[00:06:29.000 --> 00:06:36.000]  有一位仁兄,很有趣的仁兄,他經歷了很多很多事情。
[00:06:36.000 --> 00:06:41.000]  後來患上了胃癌,他去2018年醫院醫治。
[00:06:41.000 --> 00:06:43.000]  是一個很聰明很厲害的人。
[00:06:43.000 --> 00:06:49.000]  我去醫院探他,他對福音很有興趣,我和他查經查了很久。
[00:06:49.000 --> 00:06:51.000]  我問他信不信?
[00:06:51.000 --> 00:06:54.000]  他說很有道理,我不信。
[00:06:54.000 --> 00:06:57.000]  我問他為什麼不信?
[00:06:57.000 --> 00:07:00.000]  他說因為我信賭馬,我不信耶穌。
[00:07:00.000 --> 00:07:05.000]  我問他賭馬和信耶穌兩件事是怎麼相連的?
[00:07:05.000 --> 00:07:07.000]  你信賭馬,賭馬你也不信?
[00:07:07.000 --> 00:07:11.000]  他說不是的,我賭馬一會兒就有成績出了。
[00:07:11.000 --> 00:07:13.000]  是中就不中,很快就出現了。
[00:07:13.000 --> 00:07:16.000]  信耶穌要等我死了之後才知道是否有永生。
[00:07:16.000 --> 00:07:20.000]  我等了這麼久,所以我不信,我恍然大悟。
[00:07:20.000 --> 00:07:28.000]  原來這個世代的人對信很重要,就是不等,不等得。
[00:07:28.000 --> 00:07:31.000]  如果有個醫生告訴你,你信我,我醫好你。
[00:07:31.000 --> 00:07:35.000]  三十年後才醫好你,你怎麼會等得這麼久?
[00:07:35.000 --> 00:07:38.000]  我要立即的,要馬上的。
[00:07:38.000 --> 00:07:42.000]  所以這個世代的人是不等得的。
[00:07:42.000 --> 00:07:46.000]  但是聖經告訴你,信是什麼?
[00:07:46.000 --> 00:07:49.000]  信是未見之時的實體。
[00:07:49.000 --> 00:07:51.000]  就算看不到,但你知道是實體。
[00:07:51.000 --> 00:07:54.000]  是將來之時的確具,是要等的。
[00:07:54.000 --> 00:07:57.000]  信有兩個很重要的元素在裡面。
[00:07:57.000 --> 00:08:00.000]  第一,不是要看見你才信。
[00:08:00.000 --> 00:08:04.000]  第二,你需要有盼望去等。
[00:08:04.000 --> 00:08:09.000]  因為信是未見之時的實體,是將來之時的確具。
[00:08:09.000 --> 00:08:13.000]  看來好像很矛盾。
[00:08:13.000 --> 00:08:16.000]  沒錯,什麼叫信?
[00:08:16.000 --> 00:08:20.000]  信當然是有一些不能確定的元素在裡面。
[00:08:20.000 --> 00:08:22.000]  如果是確定的元素,就不用信。
[00:08:22.000 --> 00:08:24.000]  你信不信我是站在這裡?
[00:08:24.000 --> 00:08:26.000]  信不信我是人?
[00:08:26.000 --> 00:08:28.000]  那你當然不用信。
[00:08:28.000 --> 00:08:31.000]  但如果問你,你信不信下一屆特首是我?
[00:08:31.000 --> 00:08:35.000]  你就需要很大很大極之大的信心才信。
[00:08:35.000 --> 00:08:38.000]  是有一個不能確定的元素在裡面,
[00:08:38.000 --> 00:08:40.000]  才需要有信。
[00:08:40.000 --> 00:08:42.000]  但聖經的矛盾就在這裡了。
[00:08:42.000 --> 00:08:47.000]  信是將來的事,是未見之時,但又是確具。
[00:08:47.000 --> 00:08:49.000]  有很多人有第三個誤解。
[00:08:49.000 --> 00:08:51.000]  因為信是什麼呢?
[00:08:51.000 --> 00:08:55.000]  信就是一些頭腦的知識,頭腦的認順。
[00:08:55.000 --> 00:08:57.000]  好,我信得你說。
[00:08:57.000 --> 00:08:59.000]  好,我信這個樣。
[00:08:59.000 --> 00:09:02.000]  我信得這個飛機會飛到我去上海。
[00:09:02.000 --> 00:09:04.000]  我信得我吃了這些藥之後,
[00:09:04.000 --> 00:09:07.000]  我就立刻不會胃痛。
[00:09:07.000 --> 00:09:09.000]  我信做了這個手術之後,
[00:09:09.000 --> 00:09:11.000]  不會有腸炎。
[00:09:11.000 --> 00:09:13.000]  你信,頭腦上信。
[00:09:13.000 --> 00:09:16.000]  但你不肯去做有什麼用?
[00:09:16.000 --> 00:09:19.000]  你不肯去做沒有用。
[00:09:19.000 --> 00:09:21.000]  你看醫生,
[00:09:21.000 --> 00:09:23.000]  看一千次醫生,
[00:09:23.000 --> 00:09:25.000]  所有名醫,醫生給藥你吃,
[00:09:25.000 --> 00:09:27.000]  你說我不吃。
[00:09:27.000 --> 00:09:29.000]  你信不信這個醫生?
[00:09:29.000 --> 00:09:31.000]  我信這個醫生。
[00:09:31.000 --> 00:09:34.000]  但你不吃藥,看來就是你浪費錢。
[00:09:34.000 --> 00:09:37.000]  同樣,你來到教會裡面,
[00:09:37.000 --> 00:09:39.000]  我聽一千次道,
[00:09:39.000 --> 00:09:41.000]  我頭腦都信,
[00:09:41.000 --> 00:09:43.000]  但你不去行動,你不去信的時候,
[00:09:43.000 --> 00:09:45.000]  有什麼用?
[00:09:45.000 --> 00:09:47.000]  所以聖經裡面有一個很有趣的字,
[00:09:47.000 --> 00:09:49.000]  信字後面當然有一個,
[00:09:49.000 --> 00:09:51.000]  我們叫preposition,
[00:09:51.000 --> 00:09:53.000]  a,就是into。
[00:09:53.000 --> 00:09:57.000]  信是進入,歸入基督。
[00:09:57.000 --> 00:10:00.000]  是將生命交給他。
[00:10:00.000 --> 00:10:03.000]  約翰福音就是一個很有趣的書。
[00:10:03.000 --> 00:10:05.000]  為什麼有趣呢?
[00:10:05.000 --> 00:10:09.000]  約翰福音是講信的一本福音書,
[00:10:09.000 --> 00:10:13.000]  但是他講信是信得很有趣的。
[00:10:13.000 --> 00:10:18.000]  所有在約翰福音裡面講到信字的,
[00:10:18.000 --> 00:10:20.000]  都是用動詞的,
[00:10:20.000 --> 00:10:23.000]  一個名詞都沒有出現過,
[00:10:23.000 --> 00:10:26.000]  pictures這個字從沒有出現過,
[00:10:26.000 --> 00:10:28.000]  全部是動詞的,
[00:10:28.000 --> 00:10:31.000]  九十八次這麼多。
[00:10:31.000 --> 00:10:35.000]  如果你比較其他福音書,
[00:10:35.000 --> 00:10:39.000]  馬太福音動詞的信字出現過十一次,
[00:10:39.000 --> 00:10:41.000]  馬可福音出現過十次,
[00:10:41.000 --> 00:10:43.000]  勞加福音出現過九次,
[00:10:43.000 --> 00:10:47.000]  唯獨約翰福音一支獨秀出現過九十八次。
[00:10:47.000 --> 00:10:51.000]  十九次是信得人過,
[00:10:51.000 --> 00:10:53.000]  三十六次是信耶穌,
[00:10:53.000 --> 00:10:56.000]  三十次是信上帝,
[00:10:56.000 --> 00:10:58.000]  而且不是頭腦上的信,
[00:10:58.000 --> 00:11:00.000]  是跟隨的信。
[00:11:00.000 --> 00:11:02.000]  剛才我說的preposition叫做
[00:11:02.000 --> 00:11:04.000]  into,
[00:11:04.000 --> 00:11:06.000]  believing into Christ,
[00:11:06.000 --> 00:11:11.000]  是將你的生命用行動去交給耶穌。
[00:11:11.000 --> 00:11:13.000]  於是我們會問,
[00:11:13.000 --> 00:11:15.000]  為什麼其他的三本書,
[00:11:15.000 --> 00:11:17.000]  又不是像約翰福音那樣講這麼多動詞呢?
[00:11:17.000 --> 00:11:19.000]  一般的解經家就認為,
[00:11:19.000 --> 00:11:21.000]  當約翰寫成的時候,
[00:11:21.000 --> 00:11:23.000]  大概是公元後八十年,
[00:11:23.000 --> 00:11:25.000]  當時有一個叫洛斯底派的出現,
[00:11:25.000 --> 00:11:28.000]  這個異端的洛斯底派就以為,
[00:11:28.000 --> 00:11:30.000]  是真的信了,
[00:11:30.000 --> 00:11:32.000]  約翰就說錯了,
[00:11:32.000 --> 00:11:34.000]  很簡單的一件事,
[00:11:34.000 --> 00:11:36.000]  你相信飛機飛到你去上海,
[00:11:36.000 --> 00:11:38.000]  但你永遠都不上飛機,
[00:11:38.000 --> 00:11:40.000]  飛機跟你沒有關係,
[00:11:40.000 --> 00:11:42.000]  你相信醫生告訴你,
[00:11:42.000 --> 00:11:44.000]  你是盲腸炎需要做手術,
[00:11:44.000 --> 00:11:46.000]  但你不肯簽名,
[00:11:46.000 --> 00:11:48.000]  這個跟你沒有關係,
[00:11:48.000 --> 00:11:50.000]  一個很簡單的道理,
[00:11:50.000 --> 00:11:52.000]  告訴我們,
[00:11:52.000 --> 00:11:56.000]  信是一個投身。
[00:11:56.000 --> 00:11:58.000]  我們看看,
[00:11:58.000 --> 00:12:00.000]  在約翰福音,
[00:12:00.000 --> 00:12:02.000]  那些猶太人為什麼會不信呢?
[00:12:02.000 --> 00:12:04.000]  不信有沒有理呢?
[00:12:04.000 --> 00:12:06.000]  是沒有理的,
[00:12:06.000 --> 00:12:08.000]  我們看看有五個原因,
[00:12:08.000 --> 00:12:10.000]  他們所謂不信的道理是什麼呢?
[00:12:10.000 --> 00:12:12.000]  首先我們看看,
[00:12:12.000 --> 00:12:14.000]  三十一至三十五節,
[00:12:14.000 --> 00:12:16.000]  我讀一讀,
[00:12:16.000 --> 00:12:18.000]  是和合本給大家聽,
[00:12:18.000 --> 00:12:20.000]  你可以比較一下和修本,
[00:12:20.000 --> 00:12:22.000]  我要為自己做見證,
[00:12:22.000 --> 00:12:24.000]  我的見證就不是真,
[00:12:24.000 --> 00:12:26.000]  另有一位給我做見證,
[00:12:26.000 --> 00:12:28.000]  我也知道他給我做的見證是真的,
[00:12:28.000 --> 00:12:30.000]  你們當警察到約翰那裡,
[00:12:30.000 --> 00:12:32.000]  他為真理做見證,
[00:12:32.000 --> 00:12:34.000]  其實我所受的見證,
[00:12:34.000 --> 00:12:36.000]  不是從人來的,
[00:12:36.000 --> 00:12:38.000]  然而我說這些話,
[00:12:38.000 --> 00:12:40.000]  為要叫你們得救,
[00:12:40.000 --> 00:12:42.000]  約翰是點著的明燈,
[00:12:42.000 --> 00:12:44.000]  你們情願暫時喜歡他的綱,
[00:12:44.000 --> 00:12:46.000]  喜歡他的綱,
[00:12:46.000 --> 00:12:48.000]  這個和修本,
[00:12:48.000 --> 00:12:50.000]  和修本就譯得正確,
[00:12:50.000 --> 00:12:56.000]  和修版就譯得比這個字更好,
[00:12:56.000 --> 00:13:02.000]  他說你們情願因他的綱歡欣一時,
[00:13:02.000 --> 00:13:06.000]  這個和修本譯得好些,
[00:13:06.000 --> 00:13:08.000]  為什麼這樣說呢?耶穌開始說,
[00:13:08.000 --> 00:13:12.000]  約他只是為他自己做見證,
[00:13:12.000 --> 00:13:14.000]  好像江湖人賣藥,
[00:13:14.000 --> 00:13:16.000]  自稱自讚,
[00:13:16.000 --> 00:13:18.000]  就好像你看告白,
[00:13:18.000 --> 00:13:20.000]  看電視的時候,
[00:13:20.000 --> 00:13:22.000]  看告白,
[00:13:22.000 --> 00:13:24.000]  有沒有搞錯,
[00:13:24.000 --> 00:13:26.000]  吃那些藥什麼都可以,
[00:13:26.000 --> 00:13:28.000]  吃那些不是藥,
[00:13:28.000 --> 00:13:30.000]  奶粉可以叫你聰明些,
[00:13:30.000 --> 00:13:32.000]  幾乎樣樣都可以,
[00:13:32.000 --> 00:13:34.000]  吃某種奶粉,
[00:13:34.000 --> 00:13:36.000]  怪不得人們不斷搶,
[00:13:36.000 --> 00:13:38.000]  你都會奇怪,
[00:13:38.000 --> 00:13:40.000]  但原來他自己說自己,
[00:13:40.000 --> 00:13:42.000]  所以耶穌說自己說自己,
[00:13:42.000 --> 00:13:44.000]  是有問題的,
[00:13:44.000 --> 00:13:46.000]  所以耶穌一開始說,
[00:13:46.000 --> 00:13:48.000]  我約為自己做見證,
[00:13:48.000 --> 00:13:50.000]  我的見證就不真,
[00:13:50.000 --> 00:13:52.000]  事實上猶太人的律法是這樣的說法,
[00:13:52.000 --> 00:13:54.000]  最低限度有兩個見證人,
[00:13:54.000 --> 00:13:56.000]  和他做見證,
[00:13:56.000 --> 00:13:58.000]  才叫有證有據,
[00:13:58.000 --> 00:14:00.000]  生命紀第十七章第六節,
[00:14:00.000 --> 00:14:02.000]  要憑兩三個人做見證,
[00:14:02.000 --> 00:14:04.000]  就因為這樣,
[00:14:04.000 --> 00:14:06.000]  很多國家都需要兩個見證人,
[00:14:06.000 --> 00:14:08.000]  結婚,
[00:14:08.000 --> 00:14:10.000]  簽婚書,
[00:14:10.000 --> 00:14:12.000]  結婚,
[00:14:12.000 --> 00:14:14.000]  都需要有兩個見證人,
[00:14:14.000 --> 00:14:16.000]  簽三項名,
[00:14:16.000 --> 00:14:18.000]  這就叫結婚證書,
[00:14:18.000 --> 00:14:20.000]  你需要有兩個見證人,
[00:14:20.000 --> 00:14:22.000]  耶穌說我也有兩個見證人,
[00:14:22.000 --> 00:14:24.000]  是哪兩個見證人呢?
[00:14:24.000 --> 00:14:26.000]  第一,三十一節,
[00:14:26.000 --> 00:14:28.000]  另一位,就是父神,
[00:14:28.000 --> 00:14:30.000]  上帝自己,
[00:14:30.000 --> 00:14:32.000]  第三十三節,就是約翰,
[00:14:32.000 --> 00:14:34.000]  約翰為真理做個見證,
[00:14:34.000 --> 00:14:36.000]  約翰是點著的明燈,
[00:14:36.000 --> 00:14:38.000]  你們情願暫時喜歡太剛,
[00:14:38.000 --> 00:14:40.000]  你們情願暫時喜歡太剛,
[00:14:40.000 --> 00:14:42.000]  耶穌說我有兩個見證人,
[00:14:42.000 --> 00:14:44.000]  為我做見證,
[00:14:44.000 --> 00:14:46.000]  第一個,是上帝為我做見證,
[00:14:46.000 --> 00:14:48.000]  第二個,是約翰為我做見證,
[00:14:48.000 --> 00:14:50.000]  第二個,是約翰為我做見證,
[00:14:50.000 --> 00:14:52.000]  你的見證人是值得信,
[00:14:52.000 --> 00:14:54.000]  你的見證人是值得信,
[00:14:54.000 --> 00:14:56.000]  見證人有quality,
[00:14:56.000 --> 00:14:58.000]  見證人是有地位可信的,
[00:14:58.000 --> 00:15:00.000]  見證人是有地位可信的,
[00:15:00.000 --> 00:15:02.000]  你的公信力就大很多,
[00:15:02.000 --> 00:15:04.000]  你的公信力就大很多,
[00:15:04.000 --> 00:15:06.000]  那有誰比上帝大呢?
[00:15:06.000 --> 00:15:08.000]  上帝為耶穌做見證,
[00:15:08.000 --> 00:15:10.000]  然後是約翰當時一個
[00:15:10.000 --> 00:15:12.000]  很受歡迎的一個人,
[00:15:12.000 --> 00:15:14.000]  約翰為他做見證,
[00:15:14.000 --> 00:15:16.000]  我想起我自己,
[00:15:16.000 --> 00:15:18.000]  年底,
[00:15:18.000 --> 00:15:20.000]  我打算退而不休,
[00:15:20.000 --> 00:15:22.000]  我打算退而不休,
[00:15:22.000 --> 00:15:24.000]  我不是說我自己退休,
[00:15:24.000 --> 00:15:26.000]  我是說退而不休,
[00:15:26.000 --> 00:15:28.000]  換個另外一個崗位,
[00:15:28.000 --> 00:15:30.000]  另外一個崗位,
[00:15:30.000 --> 00:15:32.000]  我想我怎樣去使用我的餘生呢?
[00:15:32.000 --> 00:15:34.000]  我想到一個方法,
[00:15:34.000 --> 00:15:36.000]  讀書,
[00:15:36.000 --> 00:15:38.000]  始終讀書是最爽的,
[00:15:38.000 --> 00:15:40.000]  於是我決定
[00:15:40.000 --> 00:15:42.000]  報名
[00:15:42.000 --> 00:15:44.000]  去讀書,
[00:15:44.000 --> 00:15:46.000]  讀什麼書呢?
[00:15:46.000 --> 00:15:48.000]  就去香港大學讀書,
[00:15:48.000 --> 00:15:50.000]  我母校,
[00:15:50.000 --> 00:15:52.000]  香港大學讀書,
[00:15:52.000 --> 00:15:54.000]  申請入學的,
[00:15:54.000 --> 00:15:56.000]  申請入學需要兩個見證人,
[00:15:56.000 --> 00:15:58.000]  是一樣的,
[00:15:58.000 --> 00:16:00.000]  需要兩個諮詢人,
[00:16:00.000 --> 00:16:02.000]  我想想我找誰做諮詢人呢?
[00:16:02.000 --> 00:16:04.000]  就找我的舊同學,
[00:16:04.000 --> 00:16:06.000]  找我兩個舊同學,
[00:16:06.000 --> 00:16:08.000]  就是我大學的同學做見證人,
[00:16:08.000 --> 00:16:10.000]  他們兩個
[00:16:10.000 --> 00:16:12.000]  都在香港大學裡面做教授,
[00:16:12.000 --> 00:16:14.000]  所以他們跟我做諮詢人的時候,
[00:16:14.000 --> 00:16:16.000]  他們的學校
[00:16:16.000 --> 00:16:18.000]  又不需要見我面,又不需要面試,
[00:16:18.000 --> 00:16:20.000]  就已經收了我,
[00:16:20.000 --> 00:16:22.000]  很簡單一件事,
[00:16:22.000 --> 00:16:24.000]  就是因為他們兩個見證人有quality,
[00:16:24.000 --> 00:16:26.000]  更何況
[00:16:26.000 --> 00:16:28.000]  不是因為我,
[00:16:28.000 --> 00:16:30.000]  是因為他們兩個見證人,
[00:16:30.000 --> 00:16:32.000]  所以我們可以看到一件事,
[00:16:32.000 --> 00:16:34.000]  很重要的一件事,
[00:16:34.000 --> 00:16:36.000]  我告訴你,有兩個人可以做見證,
[00:16:36.000 --> 00:16:38.000]  是傅臣和約翰,
[00:16:38.000 --> 00:16:40.000]  約翰為真理做見證,
[00:16:40.000 --> 00:16:42.000]  接著他就說約翰,
[00:16:42.000 --> 00:16:44.000]  約翰是什麼呢?
[00:16:44.000 --> 00:16:46.000]  很有趣,
[00:16:46.000 --> 00:16:48.000]  約翰是點著的明燈,
[00:16:48.000 --> 00:16:50.000]  原文有兩個動詞,
[00:16:50.000 --> 00:16:52.000]  第一個是點,
[00:16:52.000 --> 00:16:54.000]  第二個是著,
[00:16:54.000 --> 00:16:56.000]  中文是點著,
[00:16:56.000 --> 00:16:58.000]  以為是一個動詞,
[00:16:58.000 --> 00:17:00.000]  原文是兩個,一個是點,一個是著,
[00:17:00.000 --> 00:17:02.000]  點是被動的,
[00:17:02.000 --> 00:17:04.000]  那盞燈不會自己點自己,
[00:17:04.000 --> 00:17:06.000]  是被人點的,
[00:17:06.000 --> 00:17:08.000]  然後著就是
[00:17:08.000 --> 00:17:10.000]  active voice,
[00:17:10.000 --> 00:17:12.000]  不是passive voice,
[00:17:12.000 --> 00:17:14.000]  他自己就會著,
[00:17:14.000 --> 00:17:16.000]  但這盞燈不是光,
[00:17:16.000 --> 00:17:18.000]  耶穌沒有說
[00:17:18.000 --> 00:17:20.000]  約翰是光,
[00:17:20.000 --> 00:17:22.000]  耶穌沒有說約翰是光,
[00:17:22.000 --> 00:17:24.000]  耶穌只說約翰是明燈,
[00:17:24.000 --> 00:17:28.000]  耶穌才是光,
[00:17:28.000 --> 00:17:30.000]  約翰是被人點著的光,
[00:17:30.000 --> 00:17:32.000]  被人引路,
[00:17:32.000 --> 00:17:34.000]  又發出溫暖,
[00:17:34.000 --> 00:17:36.000]  給人溫暖,
[00:17:36.000 --> 00:17:38.000]  但他本身不是光,
[00:17:38.000 --> 00:17:40.000]  約翰只不過是一個
[00:17:40.000 --> 00:17:42.000]  借回來的光,
[00:17:42.000 --> 00:17:44.000]  然後藉著他
[00:17:44.000 --> 00:17:46.000]  去照亮一些人,
[00:17:46.000 --> 00:17:48.000]  然後給予人溫暖,
[00:17:48.000 --> 00:17:50.000]  但是,油用完了,
[00:17:50.000 --> 00:17:54.000]  他就會熄滅,
[00:17:54.000 --> 00:17:56.000]  是短暫的,
[00:17:56.000 --> 00:17:58.000]  是短暫的,
[00:17:58.000 --> 00:18:00.000]  所有傳道人
[00:18:00.000 --> 00:18:02.000]  都不是光,
[00:18:02.000 --> 00:18:04.000]  是燈,
[00:18:04.000 --> 00:18:06.000]  可能有些
[00:18:06.000 --> 00:18:08.000]  比較光,有些比較暗,
[00:18:08.000 --> 00:18:10.000]  但都是光,都是燈,
[00:18:10.000 --> 00:18:12.000]  是照亮人,
[00:18:12.000 --> 00:18:14.000]  賜溫暖給人,
[00:18:14.000 --> 00:18:16.000]  這班人的問題在哪裡呢?
[00:18:16.000 --> 00:18:18.000]  35字,耶穌說出他們不信的原因,
[00:18:18.000 --> 00:18:22.000]  你們暫時喜歡他的光,
[00:18:22.000 --> 00:18:24.000]  或者你們
[00:18:24.000 --> 00:18:26.000]  是喜歡一時
[00:18:26.000 --> 00:18:28.000]  歡欣一時
[00:18:28.000 --> 00:18:30.000]  之遂,
[00:18:30.000 --> 00:18:32.000]  留意兩個字,
[00:18:32.000 --> 00:18:34.000]  第一個字就是喜歡,
[00:18:34.000 --> 00:18:36.000]  或者華本喜歡歡欣,
[00:18:36.000 --> 00:18:38.000]  為什麼說歡欣是好一點呢?
[00:18:38.000 --> 00:18:40.000]  因為這個字的本身意思
[00:18:40.000 --> 00:18:42.000]  是歡樂今宵的意思,
[00:18:42.000 --> 00:18:44.000]  就好像小孩子,
[00:18:44.000 --> 00:18:46.000]  好像
[00:18:46.000 --> 00:18:48.000]  我的外孫,
[00:18:48.000 --> 00:18:50.000]  Lilliana,
[00:18:50.000 --> 00:18:52.000]  一開了電視,
[00:18:52.000 --> 00:18:54.000]  芝麻街那些
[00:18:54.000 --> 00:18:56.000]  唱歌的時候,
