
[00:00:00.000 --> 00:00:06.000]  歲末年終 一年又要過去了 好快
[00:03:14.000 --> 00:03:17.000]  祂所記的四個很重要的人物
[00:03:17.000 --> 00:03:20.000]  亞伯拉罕 以撒 雅各 約瑟
[00:03:20.000 --> 00:03:24.000]  所以從創世紀一路到啟示錄
[00:03:24.000 --> 00:03:27.000]  老約翰在巴魔島上面的意象
[00:03:27.000 --> 00:03:29.000]  還有到將來
[00:03:29.000 --> 00:03:33.000]  彌賽亞掌權的新天新地
[00:03:33.000 --> 00:03:35.000]  在這所有裡面
[00:03:35.000 --> 00:03:38.000]  都只是在彰顯一件事情
[00:03:38.000 --> 00:03:40.000]  一個人 一個信息
[00:03:40.000 --> 00:03:43.000]  就是我們的耶穌基督
[00:03:43.000 --> 00:03:47.000]  這位生在伯利恆的馬槽
[00:03:47.000 --> 00:03:50.000]  微不足道的嬰兒
[00:03:50.000 --> 00:03:53.000]  這位牧羊人在曠野裡面
[00:03:53.000 --> 00:03:57.000]  天使天君爭先傳報的大喜信息的
[00:03:57.000 --> 00:04:00.000]  是關乎萬民的救主基督
[00:04:00.000 --> 00:04:04.000]  所以我們看到這位耶穌基督
[00:04:04.000 --> 00:04:06.000]  是生在伯利恆的馬槽裡面
[00:04:06.000 --> 00:04:08.000]  那個微不足道的嬰兒
[00:04:08.000 --> 00:04:10.000]  是在牧羊人在曠野中
[00:04:10.000 --> 00:04:14.000]  天使天君就這樣子爭先報大喜信息
[00:04:14.000 --> 00:04:19.000]  關乎萬民的是救主基督
[00:04:19.000 --> 00:04:24.000]  還有這位被記在先知書上面的
[00:04:24.000 --> 00:04:27.000]  在猶大的伯利恆的君王
[00:04:27.000 --> 00:04:30.000]  舉世歡騰的主
[00:04:30.000 --> 00:04:32.000]  你記不記得前幾年
[00:04:32.000 --> 00:04:34.000]  我們教會在演戲
[00:04:34.000 --> 00:04:39.000]  演那個話劇《三棵小樹》的故事
[00:04:39.000 --> 00:04:42.000]  大家還記得那個《三棵小樹》的大志向嗎?
[00:04:42.000 --> 00:04:44.000]  第一棵它說
[00:04:44.000 --> 00:04:47.000]  它要成為建造聖殿的材料
[00:04:47.000 --> 00:04:50.000]  要成為萬民敬拜的居所
[00:04:50.000 --> 00:04:52.000]  那第二棵樹說
[00:04:52.000 --> 00:04:55.000]  我要成為一條飄洋過海
[00:04:55.000 --> 00:04:57.000]  乘風破浪的商船
[00:04:57.000 --> 00:05:00.000]  到全世界去發展我的志向
[00:05:00.000 --> 00:05:03.000]  瞻仰世界的繁華
[00:05:03.000 --> 00:05:05.000]  那第三棵樹說
[00:05:05.000 --> 00:05:06.000]  哪裡都不去
[00:05:06.000 --> 00:05:10.000]  我就要在這裡天天頭舉得高高的
[00:05:10.000 --> 00:05:13.000]  來看到神創造的奇妙
[00:05:13.000 --> 00:05:16.000]  結果沒有多久我們都知道
[00:05:16.000 --> 00:05:18.000]  砍伐的工人來啦
[00:05:18.000 --> 00:05:20.000]  三棵樹都砍下來啦
[00:05:20.000 --> 00:05:23.000]  第一棵就去做成
[00:05:23.000 --> 00:05:30.000]  馬槽裡面的餵牛餵羊的飼料桶
[00:05:30.000 --> 00:05:35.000]  第二棵樹就是做成一隻小小的船
[00:05:35.000 --> 00:05:39.000]  在嘉麗的湖邊給漁夫捕魚的
[00:05:39.000 --> 00:05:44.000]  第三棵樹就被羅馬的軍人選去
[00:05:44.000 --> 00:05:46.000]  做了十字架
[00:05:46.000 --> 00:05:48.000]  要來專門釘死球的
[00:05:48.000 --> 00:05:50.000]  記得吧
[00:05:50.000 --> 00:05:55.000]  但是什麼事情在神的手中
[00:05:55.000 --> 00:05:58.000]  事情就變化了對不對
[00:05:58.000 --> 00:06:02.000]  後來那一個叫什麼
[00:06:02.000 --> 00:06:10.000]  放飼料桶成為我們主耶穌基督的小搖籃
[00:06:10.000 --> 00:06:13.000]  Hallelujah
[00:06:13.000 --> 00:06:21.000]  而且那個在嘉麗的湖邊晃來晃去的小船
[00:06:21.000 --> 00:06:26.000]  後來成為我們主耶穌在裡面教導門徒
[00:06:26.000 --> 00:06:31.000]  訓練這些門徒的一個小船
[00:06:31.000 --> 00:06:35.000]  甚至在船上他平靜風浪
[00:06:35.000 --> 00:06:36.000]  記得吧
[00:06:36.000 --> 00:06:39.000]  那第三棵小樹呢
[00:06:39.000 --> 00:06:45.000]  他本來是做成一個羞辱的十字架
[00:06:45.000 --> 00:06:47.000]  但是在那一天
[00:06:47.000 --> 00:06:51.000]  當他把我們的耶穌高高的舉起的時候
[00:06:51.000 --> 00:06:55.000]  那棵樹就吸引萬人來跪向主
[00:06:55.000 --> 00:06:57.000]  Hallelujah
[00:06:57.000 --> 00:07:02.000]  所以我們的主耶穌基督
[00:07:02.000 --> 00:07:06.000]  他才是聖誕節的主角
[00:07:06.000 --> 00:07:13.000]  他才是使我們的生命由水變為酒
[00:07:13.000 --> 00:07:19.000]  他使我們的價值成為黃金、墨藥跟乳香
[00:07:19.000 --> 00:07:22.000]  他是生命的光
[00:07:22.000 --> 00:07:25.000]  他是道路、真理與生命
[00:07:25.000 --> 00:07:28.000]  他使黑暗變為光明
[00:07:28.000 --> 00:07:30.000]  使人心被改變
[00:07:30.000 --> 00:07:32.000]  他在曠野開道路
[00:07:32.000 --> 00:07:34.000]  他在沙漠開江河
[00:07:34.000 --> 00:07:37.000]  他是神的羔羊
[00:07:37.000 --> 00:07:40.000]  他除去世人的罪孽
[00:07:40.000 --> 00:07:42.000]  他是彌賽亞
[00:07:42.000 --> 00:07:44.000]  他是受羔者
[00:07:44.000 --> 00:07:48.000]  是先知、是君王、是祭司
[00:07:48.000 --> 00:07:49.000]  Hallelujah
[00:07:49.000 --> 00:07:52.000]  感謝讚美主
[00:07:52.000 --> 00:07:57.000]  新約聖經記載耶穌基督誕生的細節
[00:07:57.000 --> 00:08:00.000]  在馬太福音跟路加福音兩本福音書裡面
[00:08:00.000 --> 00:08:05.000]  很詳細地去記載我們耶穌基督的家譜
[00:08:05.000 --> 00:08:08.000]  祂的家世和祂的背景
[00:08:08.000 --> 00:08:09.000]  對一個基督徒而言
[00:08:09.000 --> 00:08:12.000]  信耶穌進入神的家中
[00:08:12.000 --> 00:08:18.000]  你應該要很清楚地認識我們的神
[00:08:18.000 --> 00:08:22.000]  馬太福音裡面說耶穌是一個君王
[00:08:22.000 --> 00:08:26.000]  祂從君王的角度來形容我們的耶穌
[00:08:26.000 --> 00:08:27.000]  在路加福音裡面
[00:08:27.000 --> 00:08:29.000]  祂從人的立場
[00:08:29.000 --> 00:08:33.000]  把耶穌的家譜很清楚地介紹出來
[00:08:33.000 --> 00:08:35.000]  耶穌是亞伯拉罕的後裔
[00:08:35.000 --> 00:08:37.000]  大衛的子孫
[00:08:37.000 --> 00:08:40.000]  祂既是君尊的祭司
[00:08:40.000 --> 00:08:46.000]  祂也是借瑪利亞聖靈受孕所生的
[00:08:46.000 --> 00:08:50.000]  是一個神跡的彰顯
[00:08:50.000 --> 00:08:54.000]  我們的耶穌祂是一個完全的神
[00:08:54.000 --> 00:08:57.000]  祂也是一個完全的人
[00:08:57.000 --> 00:09:01.000]  祂是預言中的彌賽亞
[00:09:01.000 --> 00:09:05.000]  彌賽亞必須是由大資派出來的
[00:09:05.000 --> 00:09:07.000]  必須要是大衛的子孫
[00:09:07.000 --> 00:09:11.000]  而且祂一定要生在伯利恆
[00:09:11.000 --> 00:09:14.000]  這個是四福音的記載
[00:09:14.000 --> 00:09:19.000]  但是這些事卻早在舊約先知書裡面
[00:09:19.000 --> 00:09:22.000]  就一而再再而三地預言了
[00:09:22.000 --> 00:09:25.000]  我們耶穌基督的生平
[00:09:25.000 --> 00:09:30.000]  有一齣舉世聞名的歌劇神劇彌賽亞
[00:09:30.000 --> 00:09:35.000]  是在聖誕期間世界的各大的歌劇院
[00:09:35.000 --> 00:09:37.000]  甚至在教會裡面
[00:09:37.000 --> 00:09:40.000]  都要推出的一個重頭的戲
[00:09:40.000 --> 00:09:45.000]  這齣戲是由韓德爾創造的
[00:09:45.000 --> 00:09:48.000]  韓德爾的彌賽亞
[00:09:48.000 --> 00:09:54.000]  這一大首的曲子是家戶育小的民曲
[00:09:54.000 --> 00:10:00.000]  常常在各類重要的合唱、獨唱的演唱會、音樂會裡面
[00:10:00.000 --> 00:10:05.000]  都是很安排這首歌曲
[00:10:05.000 --> 00:10:12.000]  但是很少有人去認識這個寫作的作者韓德爾
[00:10:12.000 --> 00:10:17.000]  韓德爾他是一個生在德國的作曲家
[00:10:17.000 --> 00:10:22.000]  他是以寫歌劇起家的
[00:10:22.000 --> 00:10:30.000]  他後來在他的生命中就面臨了很大的難處與挑戰
[00:10:30.000 --> 00:10:37.000]  弟兄姊妹 我們的生命一定要有難處和挑戰
[00:10:37.000 --> 00:10:39.000]  我們才能夠成長
[00:10:39.000 --> 00:10:46.000]  當韓德爾面臨他精靈歌劇院破產之後
[00:10:46.000 --> 00:10:49.000]  他壓力很重 他就中風了
[00:10:49.000 --> 00:10:54.000]  之後他甚至精神都有很大的問題 錯亂
[00:10:54.000 --> 00:10:56.000]  但是在這個過程中
[00:10:56.000 --> 00:11:01.000]  他卻是經歷了很多的刻骨銘心的掙扎
[00:11:01.000 --> 00:11:03.000]  弟兄姊妹 不要小看
[00:11:03.000 --> 00:11:07.000]  不要小看那個刻骨銘心的掙扎
[00:11:07.000 --> 00:11:12.000]  因為每一個難處 神都可以使用來祝福你
[00:11:12.000 --> 00:11:15.000]  當韓德爾病好了之後
[00:11:15.000 --> 00:11:19.000]  他的創作的方向就開始改了 巨變
[00:11:19.000 --> 00:11:23.000]  他由世俗的歌劇 他開始寫神劇
[00:11:23.000 --> 00:11:28.000]  後來他所寫的都是教會裡面的人物
[00:11:28.000 --> 00:11:31.000]  他來寫歌劇
[00:11:31.000 --> 00:11:35.000]  他寫彌賽亞的過程
[00:11:35.000 --> 00:11:41.000]  是他很多生命的改變 靈修
[00:11:41.000 --> 00:11:44.000]  他被神摸著 他帶著敬畏的心
[00:11:44.000 --> 00:11:48.000]  還有敬畏主的一個態度
[00:11:48.000 --> 00:11:51.000]  他每天就在那邊作曲的時候
[00:11:51.000 --> 00:11:53.000]  他也不斷地禱告
[00:11:53.000 --> 00:11:55.000]  而且他被聖靈充滿
[00:11:55.000 --> 00:11:59.000]  所以他的這首歌劇
[00:11:59.000 --> 00:12:03.000]  彌賽亞 24天就寫完了
[00:12:03.000 --> 00:12:04.000]  這是不可能的
[00:12:04.000 --> 00:12:09.000]  24天他寫完了文明全世界的彌賽亞
[00:12:09.000 --> 00:12:11.000]  他寫作的過程中
[00:12:11.000 --> 00:12:14.000]  他常常被神的愛 被神的能力 被神的偉大
[00:12:14.000 --> 00:12:16.000]  感動得淚流滿面
[00:12:16.000 --> 00:12:23.000]  所以他整個淚水都滴在他的手稿上面
[00:12:23.000 --> 00:12:29.000]  尤其是當他在寫哈雷路揚那首詩歌的時候
[00:12:29.000 --> 00:12:31.000]  那首歌曲的時候
[00:12:31.000 --> 00:12:34.000]  他常常就跪在地上面
[00:12:34.000 --> 00:12:36.000]  雙手舉著天說
[00:12:36.000 --> 00:12:39.000]  我看到天開了
[00:12:39.000 --> 00:12:43.000]  我們最近有一首詩歌 天開了
[00:12:43.000 --> 00:12:47.000]  彌賽亞在寫 寒德爾在寫彌賽亞的時候
[00:12:47.000 --> 00:12:52.000]  他親身地經歷到神為他把天開了
[00:12:52.000 --> 00:12:55.000]  所以他的譜稿出來一出
[00:12:55.000 --> 00:12:56.000]  剛出爐的時候
[00:12:56.000 --> 00:12:58.000]  人家拿到手上看的時候
[00:12:58.000 --> 00:13:05.000]  就覺得那稿子上面都是眼淚的痕跡在上面
[00:13:05.000 --> 00:13:09.000]  所以當彌賽亞這首歌劇
[00:13:09.000 --> 00:13:12.000]  到倫敦去演出的時候
[00:13:12.000 --> 00:13:15.000]  就有一個現象到今天
[00:13:15.000 --> 00:13:19.000]  大家仍然在傳的不停的就是
[00:13:19.000 --> 00:13:22.000]  那一天英國的皇帝喬治
[00:13:22.000 --> 00:13:26.000]  也在那邊蒞臨那邊聽這個歌劇
[00:13:26.000 --> 00:13:30.000]  所以當唱到哈雷路亞的時候
[00:13:30.000 --> 00:13:32.000]  他就非常的感動
[00:13:32.000 --> 00:13:34.000]  他就整個人就站起來
[00:13:34.000 --> 00:13:36.000]  所以從此以後
[00:13:36.000 --> 00:13:40.000]  彌賽亞只要一唱哈雷路亞的時候
[00:13:40.000 --> 00:13:43.000]  他們所有全場都會站立
[00:13:43.000 --> 00:13:46.000]  這個變成一個英國的傳統
[00:13:46.000 --> 00:13:48.000]  這個神句彌賽亞
[00:13:48.000 --> 00:13:51.000]  他改變了寒德爾的一生
[00:13:51.000 --> 00:13:53.000]  神也使
[00:13:53.000 --> 00:13:57.000]  甚至寫彌賽亞這個事情
[00:13:57.000 --> 00:14:02.000]  神也使用寒德爾成為他計畫中的一部分
[00:14:02.000 --> 00:14:05.000]  所以當寒德爾從失敗中
[00:14:05.000 --> 00:14:08.000]  來轉眼仰望耶穌的時候
[00:14:08.000 --> 00:14:11.000]  這首曲子的傳說
[00:14:11.000 --> 00:14:13.000]  表明了這首曲子的偉大
[00:14:13.000 --> 00:14:16.000]  這首曲子在寫的過程中有很多的故事
[00:14:16.000 --> 00:14:18.000]  很多的傳說
[00:14:18.000 --> 00:14:23.000]  但是這些傳說和故事
[00:14:23.000 --> 00:14:25.000]  只有一件事
[00:14:25.000 --> 00:14:28.000]  就在表明我們上帝的偉大
[00:14:28.000 --> 00:14:34.000]  在傳達我們神的故事
[00:14:34.000 --> 00:14:37.000]  我們的聖經有一個很大的特色
[00:14:37.000 --> 00:14:39.000]  就是寓言
[00:14:39.000 --> 00:14:42.000]  整本聖經裡面有超過四分之一的部分
[00:14:42.000 --> 00:14:47.000]  都是在間接的直接的與寓言有關係
[00:14:47.000 --> 00:14:51.000]  剛才我們牧師也給我們念了一些
[00:14:51.000 --> 00:14:54.000]  寓言中彌賽亞講的寓言
[00:14:54.000 --> 00:14:59.000]  但是聖經的第一個關於彌賽亞的寓言
[00:14:59.000 --> 00:15:03.000]  是在《創世紀》第三章十五節裡面
[00:15:03.000 --> 00:15:07.000]  他講到說天父上帝
[00:15:07.000 --> 00:15:12.000]  對墮落的人的第一個聖誕節的應許
[00:15:12.000 --> 00:15:16.000]  他就是說到
[00:15:16.000 --> 00:15:21.000]  撒旦必要跟女人的後裔
[00:15:21.000 --> 00:15:23.000]  不停地征戰
[00:15:23.000 --> 00:15:25.000]  這是我們每天都經歷到的
[00:15:25.000 --> 00:15:28.000]  撒旦在跟我們人征戰
[00:15:28.000 --> 00:15:29.000]  跟我們女人的
[00:15:29.000 --> 00:15:33.000]  但是女人的後裔就是耶穌基督
[00:15:33.000 --> 00:15:35.000]  就是這寓言中的彌賽亞
[00:15:35.000 --> 00:15:39.000]  所以上帝在《創世紀》三章十五節的時候
[00:15:39.000 --> 00:15:42.000]  他就已經寓言有一天
[00:15:42.000 --> 00:15:47.000]  一個救世主耶穌基督彌賽亞
[00:15:47.000 --> 00:15:49.000]  要來拯救我們的罪
[00:15:49.000 --> 00:15:52.000]  所以那是神的計畫
[00:15:52.000 --> 00:15:56.000]  是神對人第一個祝福
[00:15:56.000 --> 00:15:59.000]  那之後我們剛才也讀到的
[00:15:59.000 --> 00:16:05.000]  在彌賽亞書裡面講到說
[00:16:05.000 --> 00:16:08.000]  必有同女生子要給他起名
[00:16:08.000 --> 00:16:10.000]  叫做以馬內利
[00:16:10.000 --> 00:16:12.000]  還有講到說
[00:16:12.000 --> 00:16:14.000]  有一嬰孩為我們而生
[00:16:14.000 --> 00:16:16.000]  有一子賜給我們
[00:16:16.000 --> 00:16:19.000]  政權必要擔在他的肩頭
[00:16:19.000 --> 00:16:21.000]  他必稱為奇妙的策士
[00:16:21.000 --> 00:16:26.000]  全能的神 永在的父 和平的君
[00:16:26.000 --> 00:16:27.000]  Hallelujah
[00:16:27.000 --> 00:16:30.000]  還有在彌賽亞書十一章第一節裡面
[00:16:30.000 --> 00:16:31.000]  也講到耶穌基督
[00:16:31.000 --> 00:16:34.000]  是從耶希的本必發一條
[00:16:34.000 --> 00:16:39.000]  從他根生出的子子必結果子
[00:16:39.000 --> 00:16:40.000]  當然第二節裡面也講到
[00:16:40.000 --> 00:16:42.000]  非常有名的經句說
[00:16:42.000 --> 00:16:46.000]  耶和華的靈必住在他的身上
[00:16:46.000 --> 00:16:48.000]  就是他有智慧和聰明的靈
[00:16:48.000 --> 00:16:53.000]  謀略的靈 知識和敬畏耶穌的靈
[00:16:53.000 --> 00:16:57.000]  弟兄姊妹 這些靈我們都要
[00:16:57.000 --> 00:17:00.000]  上帝如何的祝福耶穌基督
[00:17:00.000 --> 00:17:04.000]  那些的祝福也要在我們的身上
[00:17:04.000 --> 00:17:05.000]  Hallelujah
[00:17:05.000 --> 00:17:08.000]  在彌加書五章第二節裡面也講到說
[00:17:08.000 --> 00:17:10.000]  彌賽亞要生於伯利恆
[00:17:10.000 --> 00:17:12.000]  並且他的根源
[00:17:12.000 --> 00:17:16.000]  從耿骨 從太初就有
[00:17:16.000 --> 00:17:17.000]  Hallelujah
[00:17:17.000 --> 00:17:20.000]  所以這些的預言
[00:17:20.000 --> 00:17:23.000]  都一一的在告訴我們
[00:17:23.000 --> 00:17:29.000]  耶穌基督 預備耶穌基督
[00:17:29.000 --> 00:17:34.000]  但是從這些預言開始
[00:17:34.000 --> 00:17:36.000]  到耶穌基督誕生中間
[00:17:36.000 --> 00:17:41.000]  是一條很漫長的歲月
[00:17:41.000 --> 00:17:44.000]  有人會覺得說
[00:17:44.000 --> 00:17:46.000]  怎麼會那麼久
[00:17:46.000 --> 00:17:49.000]  但是弟兄姊妹你要了解一件事情
[00:17:49.000 --> 00:17:53.000]  我們的上帝絕非遲言
[00:17:53.000 --> 00:17:54.000]  絕非遲言
[00:17:54.000 --> 00:17:56.000]  我講到這句話絕非遲言的時候
[00:17:56.000 --> 00:17:58.000]  我就一直在想說
[00:17:58.000 --> 00:18:03.000]  我們的神那麼的有恩典有憐憫
[00:18:03.000 --> 00:18:07.000]  祂在等你
[00:18:07.000 --> 00:18:09.000]  祂在等你
[00:18:09.000 --> 00:18:11.000]  不是說祂要遲言
[00:18:11.000 --> 00:18:15.000]  而是祂在等你
[00:18:15.000 --> 00:18:20.000]  所以從這些先知們的預言
[00:18:20.000 --> 00:18:23.000]  到耶穌基督誕生中間這麼長的時間
[00:18:23.000 --> 00:18:25.000]  是因為神有祂的計劃
[00:18:25.000 --> 00:18:29.000]  祂有祂的主權和祂的全能
[00:18:29.000 --> 00:18:33.000]  所以祂的啟示是照著祂的時間
[00:18:33.000 --> 00:18:35.000]  慢慢的來到我們中間的
[00:18:35.000 --> 00:18:40.000]  所以這些舊約的先知們
[00:18:40.000 --> 00:18:45.000]  他們憑著信心上帝給他們的啟示
[00:18:45.000 --> 00:18:48.000]  來講這些話的時候
[00:18:48.000 --> 00:18:50.000]  他們自己都不知道
[00:18:50.000 --> 00:18:54.000]  這個整幅圖畫是一個什麼樣子
[00:18:54.000 --> 00:18:56.000]  但是很有趣的
[00:18:56.000 --> 00:19:00.000]  就是在希伯來書十一章第三節裡面講到說
[00:19:00.000 --> 00:19:02.000]  他說這些人
[00:19:02.000 --> 00:19:07.000]  他們都是憑著信心在講這些預言
[00:19:07.000 --> 00:19:09.000]  甚至在他們活著的時候
[00:19:09.000 --> 00:19:12.000]  他們都沒有看到這些預言成就
[00:19:12.000 --> 00:19:18.000]  但是他們卻是願意這樣子來講
[00:19:18.000 --> 00:19:22.000]  指著以賽亞來發預言
[00:19:22.000 --> 00:19:27.000]  所以這樣子
[00:19:27.000 --> 00:19:29.000]  耶穌基督誕生
[00:19:29.000 --> 00:19:33.000]  這樣一步一步的走過來
[00:19:33.000 --> 00:19:35.000]  這些先知們的預言
[00:19:35.000 --> 00:19:40.000]  都是因為他們知道在天上
[00:19:40.000 --> 00:19:44.000]  有一個永恆的更美的假象
[00:19:44.000 --> 00:19:47.000]  所以他們的盼望不是在地上
[00:19:47.000 --> 00:19:49.000]  是在天上
[00:19:49.000 --> 00:19:52.000]  所以一經傳道
[00:19:52.000 --> 00:19:54.000]  他會把他的金飯碗放掉
[00:19:54.000 --> 00:19:57.000]  因為他知道我們每一個人
[00:19:57.000 --> 00:20:00.000]  在天上都有金飯碗
[00:20:00.000 --> 00:20:01.000]  弟兄姊妹
[00:20:01.000 --> 00:20:04.000]  你要相信神在天上
[00:20:04.000 --> 00:20:07.000]  為我們每一個人都預備一個金飯碗
[00:20:07.000 --> 00:20:09.000]  Hallelujah
[00:20:09.000 --> 00:20:12.000]  上個禮拜天晚上
[00:20:12.000 --> 00:20:16.000]  是一個神的榮耀的夜晚
[00:20:16.000 --> 00:20:18.000]  這個禮拜裡面
[00:20:18.000 --> 00:20:20.000]  我們不論是在小組裡面
[00:20:20.000 --> 00:20:21.000]  禱告會裡面
[00:20:21.000 --> 00:20:24.000]  弟兄姊妹電話打來打去的
[00:20:24.000 --> 00:20:27.000]  大家的交談中
[00:20:27.000 --> 00:20:32.000]  都是聽到很多的讚美
[00:20:32.000 --> 00:20:36.000]  他們說你們教會那麼小
[00:20:36.000 --> 00:20:38.000]  人這麼少
[00:20:38.000 --> 00:20:42.000]  但是每一個人都用在對的地方
[00:20:42.000 --> 00:20:47.000]  而且不論是以旺的見證
[00:20:47.000 --> 00:20:51.000]  還有我們小園參與的敬拜團
[00:20:51.000 --> 00:20:53.000]  都Catch a lot of eyes
[00:20:53.000 --> 00:20:56.000]  很多人都在注意
[00:20:56.000 --> 00:20:58.000]  很多人都在看我們
[00:20:58.000 --> 00:21:02.000]  大家都說你們辦得很成功
[00:21:02.000 --> 00:21:03.000]  感謝主
[00:21:03.000 --> 00:21:06.000]  弟兄姊妹每一個人都是盡心盡力的
[00:21:06.000 --> 00:21:08.000]  不論是在台上服侍的
[00:21:08.000 --> 00:21:11.000]  還是在台下默默地跑來跑去的
[00:21:11.000 --> 00:21:13.000]  神在每一件事上
[00:21:13.000 --> 00:21:15.000]  在每一個人的身上
[00:21:15.000 --> 00:21:19.000]  都彰顯了他的榮美
[00:21:19.000 --> 00:21:21.000]  我去網上面複習
[00:21:21.000 --> 00:21:23.000]  劉同木師的信息
[00:21:23.000 --> 00:21:24.000]  他的講道
[00:21:24.000 --> 00:21:26.000]  他一開始的時候
[00:21:26.000 --> 00:21:28.000]  他講到一開始的時候
[00:21:28.000 --> 00:21:29.000]  他就驚嘆說
[00:21:29.000 --> 00:21:31.000]  這個堂真美
[00:21:31.000 --> 00:21:33.000]  我想這是我們每一個人的
[00:21:33.000 --> 00:21:35.000]  每一個人的進來的impression
[00:21:35.000 --> 00:21:37.000]  這個堂真美
[00:21:37.000 --> 00:21:40.000]  但是他說
[00:21:40.000 --> 00:21:42.000]  上面大堂美
[00:21:42.000 --> 00:21:47.000]  下面地下室也美
[00:21:47.000 --> 00:21:51.000]  我說劉木師真的很有眼光
[00:21:51.000 --> 00:21:53.000]  大堂美是沒話說
[00:21:53.000 --> 00:21:55.000]  因為本來就很美
[00:21:55.000 --> 00:21:56.000]  但是你必須要了解
[00:21:56.000 --> 00:22:01.000]  樓下美是我們同工的心血
[00:22:01.000 --> 00:22:03.000]  我們同工的心血
[00:22:03.000 --> 00:22:05.000]  感謝讚美主
[00:22:05.000 --> 00:22:07.000]  你知道感恩節的第二天
[00:22:07.000 --> 00:22:09.000]  我們就開始搬家
[00:22:09.000 --> 00:22:11.000]  那清晨外面下大雨
[00:22:11.000 --> 00:22:13.000]  裡面四周圍都是水
[00:22:13.000 --> 00:22:15.000]  都在淹水
[00:22:15.000 --> 00:22:18.000]  木師跟我在外面通水溝
[00:22:18.000 --> 00:22:21.000]  裡面Allison Yvonne
[00:22:21.000 --> 00:22:22.000]  就跪在地上面
[00:22:22.000 --> 00:22:25.000]  拿毛巾一直擦
[00:22:25.000 --> 00:22:28.000]  然後Kevin Justin跟Billy
