
[00:00:00.000 --> 00:00:04.500]  前布魯頓博道會的一個牧師叫Charles Vendore
[00:08:24.500 --> 00:08:27.500]  你們裡面卻是貪婪和邪惡
[00:08:27.500 --> 00:08:29.500]  無知的人做外面的
[00:08:29.500 --> 00:08:31.500]  不也做裡面嗎
[00:08:31.500 --> 00:08:35.500]  只要杯盤裡面施捨給人
[00:08:35.500 --> 00:08:39.500]  對你們來說一切都乾淨了
[00:08:39.500 --> 00:08:42.500]  耶穌跟他說一個很簡單
[00:08:42.500 --> 00:08:44.500]  又很真的問題
[00:08:44.500 --> 00:08:48.500]  不是看外面做了什麼
[00:08:48.500 --> 00:08:51.500]  而是看你裡面是怎樣
[00:08:51.500 --> 00:08:52.500]  基督教的真理
[00:08:52.500 --> 00:08:53.500]  基督教的核心
[00:08:53.500 --> 00:08:56.500]  不是看外面的移民
[00:08:56.500 --> 00:08:59.500]  不是看宗教的活動
[00:08:59.500 --> 00:09:01.500]  而是看你裡面的生命
[00:09:01.500 --> 00:09:03.500]  裡面的本質
[00:09:03.500 --> 00:09:05.500]  於是耶穌就用
[00:09:05.500 --> 00:09:08.500]  吃飯的杯和盤來做個比喻
[00:09:08.500 --> 00:09:10.500]  正如我剛才所說
[00:09:10.500 --> 00:09:12.500]  那些猶太人
[00:09:12.500 --> 00:09:16.500]  他們以為外面的潔淨
[00:09:16.500 --> 00:09:18.500]  裡面就潔淨了
[00:09:18.500 --> 00:09:19.500]  為什麼呢
[00:09:19.500 --> 00:09:21.500]  有時候我都想想
[00:09:21.500 --> 00:09:23.500]  為什麼外面潔淨又裡面潔淨呢
[00:09:23.500 --> 00:09:25.500]  為什麼猶太人會這樣呢
[00:09:25.500 --> 00:09:28.500]  我想想我們中國人也是這樣
[00:09:28.500 --> 00:09:30.500]  我想問一問
[00:09:30.500 --> 00:09:32.500]  有多少人喝茶
[00:09:32.500 --> 00:09:34.500]  你先拿那些水來
[00:09:34.500 --> 00:09:36.500]  拿那些杯子
[00:09:36.500 --> 00:09:38.500]  拿那些盤
[00:09:38.500 --> 00:09:40.500]  拿那些筷子
[00:09:40.500 --> 00:09:42.500]  有多少人是這樣做
[00:09:42.500 --> 00:09:45.500]  每個人都是這樣做
[00:09:45.500 --> 00:09:49.500]  有沒有用呢
[00:09:49.500 --> 00:09:50.500]  能不能殺菌呢
[00:09:50.500 --> 00:09:52.500]  我要問一問你醫生
[00:09:52.500 --> 00:09:54.500]  能不能殺菌呢
[00:09:54.500 --> 00:09:56.500]  但是能不能殺菌
[00:09:56.500 --> 00:10:01.500]  最低限度我心裡覺得是乾淨了
[00:10:01.500 --> 00:10:04.500]  做了這個移民
[00:10:04.500 --> 00:10:06.500]  做了這個儀式之後就乾淨了
[00:10:06.500 --> 00:10:07.500]  我想問一問大家
[00:10:07.500 --> 00:10:09.500]  有多少人呢
[00:10:09.500 --> 00:10:11.500]  你煮完飯吃飯
[00:10:11.500 --> 00:10:12.500]  裝飯的時候
[00:10:12.500 --> 00:10:14.500]  是攪鬆飯才裝的
[00:10:14.500 --> 00:10:16.500]  有多少人攪鬆飯
[00:10:16.500 --> 00:10:19.500]  在電飯煲攪鬆飯才裝飯
[00:10:19.500 --> 00:10:23.500]  為什麼呢
[00:10:23.500 --> 00:10:25.500]  好吃一點嗎
[00:10:25.500 --> 00:10:29.500]  是好吃一點嗎
[00:10:29.500 --> 00:10:33.500]  沒那麼濕嗎
[00:10:33.500 --> 00:10:34.500]  我真的不知道
[00:10:34.500 --> 00:10:35.500]  我結婚的時候
[00:10:35.500 --> 00:10:37.500]  我媽媽教我一向是這樣
[00:10:37.500 --> 00:10:38.500]  就攪鬆飯
[00:10:38.500 --> 00:10:39.500]  我看看你做什麼
[00:10:39.500 --> 00:10:40.500]  我就攪鬆飯
[00:10:40.500 --> 00:10:41.500]  怎樣攪鬆飯
[00:10:41.500 --> 00:10:42.500]  好吃一點
[00:10:42.500 --> 00:10:44.500]  真的好吃一點
[00:10:44.500 --> 00:10:45.500]  我不知道
[00:10:45.500 --> 00:10:46.500]  因為為什麼呢
[00:10:46.500 --> 00:10:48.500]  我攪鬆飯
[00:10:48.500 --> 00:10:49.500]  就裝飯
[00:10:49.500 --> 00:10:50.500]  但我不想整天裝飯
[00:10:50.500 --> 00:10:53.500]  就壓實它
[00:10:53.500 --> 00:10:56.500]  是好了還是不好一點
[00:10:56.500 --> 00:11:00.500]  我們覺得攪鬆了的飯不飯
[00:11:00.500 --> 00:11:02.500]  那些飯就香一點
[00:11:02.500 --> 00:11:04.500]  或者你用什麼來吃都好
[00:11:04.500 --> 00:11:05.500]  其實呢
[00:11:05.500 --> 00:11:07.500]  我們以為外面乾淨了
[00:11:07.500 --> 00:11:10.500]  裡面就會好一點
[00:11:10.500 --> 00:11:13.500]  那時候我在新界住
[00:11:13.500 --> 00:11:15.500]  去市場買雞蛋
[00:11:15.500 --> 00:11:17.500]  那時候不是超級市場
[00:11:17.500 --> 00:11:18.500]  在街市買
[00:11:18.500 --> 00:11:20.500]  我當然拿雞蛋在電燈
[00:11:20.500 --> 00:11:22.500]  它當然有個電燈照一下
[00:11:22.500 --> 00:11:26.500]  但我永遠不知道自己照什麼
[00:11:26.500 --> 00:11:28.500]  但我是要照的
[00:11:28.500 --> 00:11:30.500]  因為覺得不照那些蛋
[00:11:30.500 --> 00:11:32.500]  一定是壞蛋
[00:11:32.500 --> 00:11:34.500]  好像照一照這東西
[00:11:34.500 --> 00:11:36.500]  就有些魔術性在裡面
[00:11:36.500 --> 00:11:38.500]  一照一照就知道是乾淨
[00:11:38.500 --> 00:11:39.500]  我就會明白那些猶太人
[00:11:39.500 --> 00:11:40.500]  為什麼會這樣做
[00:11:40.500 --> 00:11:42.500]  原來我們都是這樣的
[00:11:42.500 --> 00:11:43.500]  我們都是這樣
[00:11:43.500 --> 00:11:45.500]  照一照就以為乾淨了
[00:11:45.500 --> 00:11:46.500]  以為搞定了
[00:11:46.500 --> 00:11:47.500]  其實你想想
[00:11:47.500 --> 00:11:48.500]  它是壞蛋
[00:11:48.500 --> 00:11:52.500]  我不知道他們照了什麼
[00:11:52.500 --> 00:11:53.500]  到我們教會的時候
[00:11:53.500 --> 00:11:55.500]  我是領師
[00:11:55.500 --> 00:11:57.500]  領師就動手動腳
[00:11:57.500 --> 00:11:58.500]  人家在指揮
[00:11:58.500 --> 00:12:00.500]  但我不懂得指揮
[00:12:00.500 --> 00:12:02.500]  我只是手動來動去
[00:12:02.500 --> 00:12:04.500]  一不動就覺得很牛
[00:12:04.500 --> 00:12:05.500]  就站在那裡
[00:12:05.500 --> 00:12:06.500]  你想想
[00:12:06.500 --> 00:12:08.500]  這些全部是禮儀
[00:12:08.500 --> 00:12:10.500]  好像禮儀一樣
[00:12:10.500 --> 00:12:11.500]  你不明白意思的時候
[00:12:11.500 --> 00:12:12.500]  好像禮儀
[00:12:12.500 --> 00:12:13.500]  我會明白那些猶太人
[00:12:13.500 --> 00:12:15.500]  為什麼會有這樣的想法
[00:12:15.500 --> 00:12:17.500]  但耶穌告訴你
[00:12:17.500 --> 00:12:20.500]  裡面才重要
[00:12:20.500 --> 00:12:22.500]  如果你吃叉燒包
[00:12:22.500 --> 00:12:24.500]  叉燒包有菌
[00:12:24.500 --> 00:12:25.500]  你洗多少
[00:12:25.500 --> 00:12:27.500]  你都會肚瀉
[00:12:27.500 --> 00:12:29.500]  是裡面
[00:12:29.500 --> 00:12:30.500]  不是外面
[00:12:30.500 --> 00:12:33.500]  所以耶穌就告訴你
[00:12:33.500 --> 00:12:35.500]  上帝做外面
[00:12:35.500 --> 00:12:37.500]  也是做裡面
[00:12:37.500 --> 00:12:39.500]  然後他就說一句話
[00:12:39.500 --> 00:12:41.500]  如果你將裡面的杯
[00:12:41.500 --> 00:12:42.500]  和盤裡面的
[00:12:42.500 --> 00:12:45.500]  施捨給人
[00:12:45.500 --> 00:12:46.500]  你全身就潔淨
[00:12:46.500 --> 00:12:48.500]  什麼意思呢
[00:12:48.500 --> 00:12:49.500]  舊約裡面有說過
[00:12:49.500 --> 00:12:51.500]  何西亞書第六章
[00:12:51.500 --> 00:12:52.500]  第六句
[00:12:52.500 --> 00:12:53.500]  我喜愛良善
[00:12:53.500 --> 00:12:54.500]  不喜愛濟自
[00:12:54.500 --> 00:12:55.500]  喜愛認識神
[00:12:55.500 --> 00:12:57.500]  勝於凡濟
[00:12:57.500 --> 00:12:58.500]  耶穌是將兩樣東西分開來
[00:12:58.500 --> 00:13:00.500]  凡濟是外表
[00:13:00.500 --> 00:13:02.500]  良善是裡面的
[00:13:02.500 --> 00:13:05.500]  神說我不喜歡外表的凡濟
[00:13:05.500 --> 00:13:07.500]  你做多少外表的東西是沒用的
[00:13:07.500 --> 00:13:10.500]  我是喜歡你裡面有良善
[00:13:10.500 --> 00:13:12.500]  如果你裡面有良善的時候
[00:13:12.500 --> 00:13:14.500]  你就不只是裡面有
[00:13:14.500 --> 00:13:16.500]  你是付諸於行動
[00:13:16.500 --> 00:13:17.500]  當你有良善的時候
[00:13:17.500 --> 00:13:19.500]  你見到有人有需要的時候
[00:13:19.500 --> 00:13:21.500]  你就去施捨
[00:13:21.500 --> 00:13:24.500]  施捨是基於你裡面的良善
[00:13:24.500 --> 00:13:26.500]  如果你能夠裡面有良善
[00:13:26.500 --> 00:13:28.500]  又付諸於行動的時候
[00:13:28.500 --> 00:13:29.500]  你全身就潔淨
[00:13:29.500 --> 00:13:31.500]  這個就是耶穌的意思
[00:13:31.500 --> 00:13:33.500]  耶穌的意思就是說
[00:13:33.500 --> 00:13:36.500]  如果你是這樣去做
[00:13:36.500 --> 00:13:39.500]  只要把杯和盤裡面
[00:13:39.500 --> 00:13:40.500]  施捨給別人
[00:13:40.500 --> 00:13:42.500]  就是你的良善化諸於行動
[00:13:42.500 --> 00:13:44.500]  施捨給別人的時候
[00:13:44.500 --> 00:13:45.500]  對你們來說
[00:13:45.500 --> 00:13:48.500]  一切都潔淨了
[00:13:48.500 --> 00:13:50.500]  是看裡面
[00:13:50.500 --> 00:13:51.500]  不是看外面
[00:13:51.500 --> 00:13:55.500]  不是看你在禮拜堂參加了多少個小時
[00:13:55.500 --> 00:13:59.500]  也不是看你讀了多少個小時的聖經
[00:13:59.500 --> 00:14:01.500]  而是看你裡面
[00:14:01.500 --> 00:14:04.500]  是不是真的有一個心在裡面
[00:14:04.500 --> 00:14:06.500]  然後耶穌在42至44節
[00:14:06.500 --> 00:14:08.500]  就對著法地才人說
[00:14:08.500 --> 00:14:10.500]  但是你們法地才人有禍了
[00:14:10.500 --> 00:14:14.500]  因為你們將薄荷、芸香和各樣蔬菜十分之一
[00:14:14.500 --> 00:14:18.500]  卻忽略了公義和愛神的事
[00:14:18.500 --> 00:14:20.500]  這樣事該做的
[00:14:20.500 --> 00:14:22.500]  甚至其他也不可忽略
[00:14:22.500 --> 00:14:24.500]  你們法地才人有禍了
[00:14:24.500 --> 00:14:26.500]  因為你們喜愛會堂裡的高位
[00:14:26.500 --> 00:14:29.500]  又喜歡人們在街市向你們問安
[00:14:29.500 --> 00:14:30.500]  你們有禍了
[00:14:30.500 --> 00:14:32.500]  因為你們如同不顯露的墳墓
[00:14:32.500 --> 00:14:35.500]  走在上面的人並不知道
[00:14:35.500 --> 00:14:39.500]  法地才人第一個禍就是耶穌延續在21節所說
[00:14:39.500 --> 00:14:43.500]  你們只顧著祭祀而不著重良善
[00:14:43.500 --> 00:14:46.500]  你們只顧著外面的制度、教條
[00:14:46.500 --> 00:14:50.500]  而沒有裡面的公義和愛神的心
[00:14:50.500 --> 00:14:52.500]  你們輕重不分
[00:14:52.500 --> 00:14:53.500]  重的你不理
[00:14:53.500 --> 00:14:57.500]  輕的你就花了很多時間
[00:14:57.500 --> 00:14:59.500]  照舊約的聖經所說
[00:14:59.500 --> 00:15:05.500]  你們要將十分之一獻上給那些祭祀利美人和窮人
[00:15:05.500 --> 00:15:07.500]  支持耶路撒冷的士工
[00:15:07.500 --> 00:15:10.500]  但是猶太人就將這個稅制搞得複複雜雜
[00:15:10.500 --> 00:15:12.500]  複雜到你都不知道要說什麼
[00:15:12.500 --> 00:15:14.500]  在Mishnah即是猶太人的典籍裡
[00:15:14.500 --> 00:15:17.500]  有十二層的稅制
[00:15:17.500 --> 00:15:19.500]  在耶穌的時侯Josephus記載
[00:15:19.500 --> 00:15:22.500]  猶太人有十四層的獻祭
[00:15:22.500 --> 00:15:24.500]  獻完之後還繁複過
[00:15:24.500 --> 00:15:27.500]  你找個專家報稅也不知道報什麼
[00:15:27.500 --> 00:15:29.500]  搞得繁繁複複
[00:15:29.500 --> 00:15:31.500]  但是他搞外面很多這些教條
