
[00:00:00.000 --> 00:00:04.000]  捉到老鼠就是好貓 這些叫實用主義
[00:05:03.000 --> 00:05:05.000]  他晚上來見耶穌
[00:05:05.000 --> 00:05:07.000]  問什麼呢
[00:05:07.000 --> 00:05:09.000]  喂 老師 拉給老師
[00:05:09.000 --> 00:05:11.000]  我們知道
[00:05:11.000 --> 00:05:13.000]  你是由神那裏來的
[00:05:13.000 --> 00:05:15.000]  做我們的師傅 因爲如果不是
[00:05:15.000 --> 00:05:17.000]  神蹟不會那麼厲害
[00:05:17.000 --> 00:05:19.000]  耶穌就回答他
[00:05:19.000 --> 00:05:21.000]  人需要重生
[00:05:21.000 --> 00:05:23.000]  在這裏我想和大家看兩樣東西
[00:05:23.000 --> 00:05:25.000]  然後我們去反省
[00:05:25.000 --> 00:05:27.000]  第一個問題
[00:05:27.000 --> 00:05:31.000]  這個人
[00:05:31.000 --> 00:05:33.000]  我叫他認真 勇於求真
[00:05:33.000 --> 00:05:35.000]  告訴大家
[00:05:35.000 --> 00:05:37.000]  他認真 又勇於求真
[00:05:37.000 --> 00:05:39.000]  即是什麼
[00:05:39.000 --> 00:05:41.000]  什麼叫認真
[00:05:41.000 --> 00:05:43.000]  有些人認真
[00:05:43.000 --> 00:05:45.000]  有沒有看過一套西片
[00:05:45.000 --> 00:05:47.000]  叫做Mr
[00:05:47.000 --> 00:05:49.000]  不是邊
[00:05:49.000 --> 00:05:51.000]  忘記了
[00:05:51.000 --> 00:05:53.000]  那個偵探
[00:05:53.000 --> 00:05:55.000]  Mr.Mung
[00:05:55.000 --> 00:05:57.000]  這個Mr.Mung很可愛
[00:05:57.000 --> 00:05:59.000]  他坐一個
[00:05:59.000 --> 00:06:01.000]  人家坐一張凳子就像那些阿婆
[00:06:01.000 --> 00:06:03.000]  不坐着
[00:06:03.000 --> 00:06:05.000]  然後拿東西
[00:06:05.000 --> 00:06:07.000]  擦一下
[00:06:07.000 --> 00:06:09.000]  然後坐下 因爲他怕前手有些菌在
[00:06:09.000 --> 00:06:11.000]  所以Mr.Mung很認真
[00:06:11.000 --> 00:06:13.000]  對什麼呢
[00:06:13.000 --> 00:06:15.000]  譬如他擺一本聖經在這裏
[00:06:15.000 --> 00:06:17.000]  有人這樣動過
[00:06:17.000 --> 00:06:19.000]  他一看到有人動過
[00:06:19.000 --> 00:06:21.000]  他要這樣擺
[00:06:21.000 --> 00:06:23.000]  這樣不行 還要量度
[00:06:23.000 --> 00:06:25.000]  量度到每次正正
[00:06:25.000 --> 00:06:27.000]  認真是對每一件事很細微
[00:06:27.000 --> 00:06:29.000]  不過你說 用不用這樣
[00:06:29.000 --> 00:06:31.000]  這個就是
[00:06:31.000 --> 00:06:33.000]  他的態度問題
[00:06:33.000 --> 00:06:35.000]  他不認真 他不知道他要找
[00:06:35.000 --> 00:06:37.000]  我們看看這個人物裏面
[00:06:37.000 --> 00:06:39.000]  叫做尼哥底姆
[00:06:39.000 --> 00:06:41.000]  你不要理他什麼名字
[00:06:41.000 --> 00:06:43.000]  叫他做阿里
[00:06:43.000 --> 00:06:45.000]  尼哥底姆是一個
[00:06:45.000 --> 00:06:47.000]  猶太人的名字
[00:06:47.000 --> 00:06:49.000]  猶太人
[00:06:49.000 --> 00:06:51.000]  因爲他是一個法利塞人
[00:06:51.000 --> 00:06:53.000]  聖經說他是法利塞人
[00:06:53.000 --> 00:06:55.000]  我想和大家說
[00:06:55.000 --> 00:06:57.000]  什麼叫法利塞人呢
[00:06:57.000 --> 00:06:59.000]  他們是相信猶太教
[00:06:59.000 --> 00:07:01.000]  猶太教是相信
[00:07:01.000 --> 00:07:03.000]  我們看聖經是66卷
[00:07:03.000 --> 00:07:05.000]  他就是39卷
[00:07:05.000 --> 00:07:07.000]  只是舊約 因爲他不看新約
[00:07:07.000 --> 00:07:09.000]  這個人裏面
[00:07:09.000 --> 00:07:11.000]  聖經說他是猶太人的官
[00:07:11.000 --> 00:07:13.000]  晚上來見耶穌
[00:07:13.000 --> 00:07:15.000]  晚上來見耶穌
[00:07:15.000 --> 00:07:17.000]  我想問大家
[00:07:17.000 --> 00:07:19.000]  他爲什麼晚上來呢
[00:07:19.000 --> 00:07:21.000]  你猜猜
[00:07:21.000 --> 00:07:23.000]  偉林
[00:07:23.000 --> 00:07:25.000]  爲什麼他晚上來找耶穌
[00:07:25.000 --> 00:07:27.000]  你猜猜
[00:07:27.000 --> 00:07:29.000]  你怎麼猜都行
[00:07:29.000 --> 00:07:31.000]  怎麼猜都行
[00:07:31.000 --> 00:07:33.000]  可能耶穌早上很忙
[00:07:33.000 --> 00:07:35.000]  和答案其中一樣
[00:07:35.000 --> 00:07:37.000]  可能很忙
[00:07:37.000 --> 00:07:39.000]  你又有意見反映
[00:07:39.000 --> 00:07:41.000]  你又覺得他爲什麼晚上來呢
[00:07:41.000 --> 00:07:43.000]  可能他晚上纔有空
[00:07:43.000 --> 00:07:45.000]  都是很忙
[00:07:45.000 --> 00:07:47.000]  晚上有空
[00:07:47.000 --> 00:07:49.000]  有沒有其他意見
[00:07:49.000 --> 00:07:51.000]  有沒有人晚上找人呢
[00:07:51.000 --> 00:07:53.000]  因爲很急
[00:07:53.000 --> 00:07:55.000]  這個問題很想找
[00:07:55.000 --> 00:07:57.000]  突然問你這個機怎麼打
[00:07:57.000 --> 00:07:59.000]  晚上都要敲門
[00:07:59.000 --> 00:08:01.000]  可能很急
[00:08:01.000 --> 00:08:03.000]  可能他白天很忙
[00:08:03.000 --> 00:08:05.000]  第三樣
[00:08:05.000 --> 00:08:07.000]  他可能很怕人說
[00:08:07.000 --> 00:08:09.000]  因爲聖經說他是法利塞人的官
[00:08:09.000 --> 00:08:11.000]  不過我想告訴你
[00:08:11.000 --> 00:08:13.000]  法利塞人很守律法
[00:08:13.000 --> 00:08:15.000]  什麼都有規條
[00:08:15.000 --> 00:08:17.000]  但耶穌經常破壞律法
[00:08:17.000 --> 00:08:19.000]  現在我們說的是按照第三章
[00:08:19.000 --> 00:08:21.000]  如果大家看聖經
[00:08:21.000 --> 00:08:23.000]  第二章就說到耶穌
[00:08:23.000 --> 00:08:25.000]  一次進入聖殿
[00:08:25.000 --> 00:08:27.000]  把那些人
[00:08:27.000 --> 00:08:29.000]  在賣那些
[00:08:29.000 --> 00:08:31.000]  那些叫什麼
[00:08:31.000 --> 00:08:33.000]  白雞啊羊啊牛啊
[00:08:33.000 --> 00:08:35.000]  拖到聖殿買
[00:08:35.000 --> 00:08:37.000]  那耶穌就很生氣
[00:08:37.000 --> 00:08:39.000]  你想想今天
[00:08:39.000 --> 00:08:41.000]  你拖一隻牛在這
[00:08:41.000 --> 00:08:43.000]  他又拖一隻羊在這
[00:08:43.000 --> 00:08:45.000]  你大家去過大陸玩沒有
[00:08:45.000 --> 00:08:47.000]  你見過那些馬
[00:08:47.000 --> 00:08:49.000]  坐馬車
[00:08:49.000 --> 00:08:51.000]  有馬拖着車
[00:08:51.000 --> 00:08:53.000]  馬後面有什麼
[00:08:53.000 --> 00:08:55.000]  知不知道
[00:08:55.000 --> 00:08:57.000]  有個袋子
[00:08:57.000 --> 00:08:59.000]  裝着馬放出來的東西
[00:08:59.000 --> 00:09:01.000]  你沒見過
[00:09:01.000 --> 00:09:03.000]  下次去大陸看
[00:09:03.000 --> 00:09:05.000]  在馬車之間有個袋子
[00:09:05.000 --> 00:09:07.000]  這個袋子裝什麼
[00:09:07.000 --> 00:09:09.000]  裝馬屎
[00:09:09.000 --> 00:09:11.000]  因爲馬經常放
[00:09:11.000 --> 00:09:13.000]  你想想牛和羊都一樣
[00:09:13.000 --> 00:09:15.000]  如果全部來的時候
[00:09:15.000 --> 00:09:17.000]  這個殿會變成什麼
[00:09:17.000 --> 00:09:19.000]  很臭
[00:09:19.000 --> 00:09:21.000]  我想告訴大家
[00:09:21.000 --> 00:09:23.000]  我想講
[00:09:23.000 --> 00:09:25.000]  猶太人和耶穌很不同
[00:09:25.000 --> 00:09:27.000]  所以猶太人
[00:09:27.000 --> 00:09:29.000]  習慣在殿賣東西
[00:09:29.000 --> 00:09:31.000]  耶穌反面
[00:09:31.000 --> 00:09:33.000]  因爲這個殿是土國的殿
[00:09:33.000 --> 00:09:35.000]  所以
[00:09:35.000 --> 00:09:37.000]  這個黎哥帝
[00:09:37.000 --> 00:09:39.000]  不想讓人知道他找耶穌
[00:09:39.000 --> 00:09:41.000]  你們在學校
[00:09:41.000 --> 00:09:43.000]  有沒有人埋堆
[00:09:43.000 --> 00:09:45.000]  舉個例子
[00:09:45.000 --> 00:09:47.000]  這三個埋堆
[00:09:47.000 --> 00:09:49.000]  他就想找他聊天
[00:09:49.000 --> 00:09:51.000]  他不想讓他知道
[00:09:51.000 --> 00:09:53.000]  他就偷偷地
[00:09:53.000 --> 00:09:55.000]  在放學跟着他
[00:09:55.000 --> 00:09:57.000]  不想讓人知道
[00:09:57.000 --> 00:09:59.000]  現在就是了
[00:09:59.000 --> 00:10:01.000]  法利尊人不想讓耶穌
[00:10:01.000 --> 00:10:03.000]  或者其他法利尊人知道
[00:10:03.000 --> 00:10:05.000]  所以晚上來
[00:10:05.000 --> 00:10:07.000]  不過再加上不想讓人知道
[00:10:07.000 --> 00:10:09.000]  他來找耶穌
[00:10:09.000 --> 00:10:11.000]  他怕
[00:10:11.000 --> 00:10:13.000]  他問耶穌一個問題
[00:10:13.000 --> 00:10:15.000]  你是上帝來的
[00:10:15.000 --> 00:10:17.000]  如果不是有上帝
[00:10:17.000 --> 00:10:19.000]  他不可能行這些神蹟
[00:10:19.000 --> 00:10:21.000]  其實說這句話
[00:10:21.000 --> 00:10:23.000]  他在說他自己
[00:10:23.000 --> 00:10:25.000]  他在貶低他信仰
[00:10:25.000 --> 00:10:27.000]  他們是法利尊人
[00:10:27.000 --> 00:10:29.000]  他相信是一神
[00:10:29.000 --> 00:10:31.000]  現在說耶穌的神
[00:10:31.000 --> 00:10:33.000]  有神同在
[00:10:33.000 --> 00:10:35.000]  他就想到底我的神大
[00:10:35.000 --> 00:10:37.000]  法利尊人所相信
[00:10:37.000 --> 00:10:39.000]  還是耶穌的神大
[00:10:39.000 --> 00:10:41.000]  其實在他這樣問的問題裏
[00:10:41.000 --> 00:10:43.000]  其實他覺得耶穌會更厲害
[00:10:43.000 --> 00:10:45.000]  不過他又愛於面子
[00:10:45.000 --> 00:10:47.000]  又不可以貶低
[00:10:47.000 --> 00:10:49.000]  所以他要認真去問
[00:10:49.000 --> 00:10:51.000]  和勇於去問
[00:10:51.000 --> 00:10:53.000]  如果分分鐘
[00:10:53.000 --> 00:10:55.000]  耶穌說我的神大過你的神
[00:10:55.000 --> 00:10:57.000]  他就真的不知道怎麼辦
[00:10:57.000 --> 00:10:59.000]  而事實上
[00:10:59.000 --> 00:11:01.000]  耶穌怎麼回答他呢
[00:11:01.000 --> 00:11:03.000]  記不記得
[00:11:03.000 --> 00:11:05.000]  耶穌說如果人不從水
[00:11:05.000 --> 00:11:07.000]  和聖靈重生就不行
[00:11:07.000 --> 00:11:09.000]  我想在這裏說一件事
[00:11:09.000 --> 00:11:11.000]  就是
[00:11:11.000 --> 00:11:13.000]  這個人
[00:11:13.000 --> 00:11:15.000]  他認真
[00:11:15.000 --> 00:11:17.000]  他又很有勇氣
[00:11:17.000 --> 00:11:19.000]  其實今天
[00:11:19.000 --> 00:11:21.000]  大家認識黃之鋒嗎
[00:11:21.000 --> 00:11:23.000]  認不認識黃之鋒
[00:11:23.000 --> 00:11:25.000]  你猜黃之鋒
[00:11:25.000 --> 00:11:27.000]  配不配這個題目呢
[00:11:27.000 --> 00:11:29.000]  認真又勇於求真
[00:11:29.000 --> 00:11:31.000]  哎呀
[00:11:31.000 --> 00:11:33.000]  你不知道
[00:11:33.000 --> 00:11:35.000]  爲什麼要站出來
[00:11:35.000 --> 00:11:37.000]  知不知道
[00:11:37.000 --> 00:11:39.000]  爲什麼你不站出來呢
[00:11:39.000 --> 00:11:41.000]  站出來是因爲
[00:11:41.000 --> 00:11:43.000]  他覺得
[00:11:43.000 --> 00:11:45.000]  現在有一個人或一個政府
[00:11:45.000 --> 00:11:47.000]  所做的事
[00:11:47.000 --> 00:11:49.000]  其實很埋沒人的良心
[00:11:49.000 --> 00:11:51.000]  什麼叫831
[00:11:51.000 --> 00:11:53.000]  知不知道
[00:11:53.000 --> 00:11:55.000]  我們在這十億人裏
[00:11:55.000 --> 00:11:57.000]  全部都不行的時候
[00:11:57.000 --> 00:11:59.000]  隨便選兩個
[00:11:59.000 --> 00:12:01.000]  隨便選
[00:12:01.000 --> 00:12:03.000]  做我們的領袖
[00:12:03.000 --> 00:12:05.000]  選兩個不如
[00:12:05.000 --> 00:12:07.000]  其實我想選海哥和Elky
[00:12:07.000 --> 00:12:09.000]  推兩個出來讓我選
[00:12:09.000 --> 00:12:11.000]  所以有個朋友就說
[00:12:11.000 --> 00:12:13.000]  鍾思敬出來,不行
[00:12:13.000 --> 00:12:15.000]  小型黃之鋒,鍾思敬
[00:12:15.000 --> 00:12:17.000]  不行,他是勇於
[00:12:17.000 --> 00:12:19.000]  認真和求真
[00:12:19.000 --> 00:12:21.000]  所以這個尼哥底母
[00:12:21.000 --> 00:12:23.000]  就是這樣出來
[00:12:23.000 --> 00:12:25.000]  他想找
[00:12:25.000 --> 00:12:27.000]  一個真理
[00:12:27.000 --> 00:12:29.000]  所以今天我想借他這個
[00:12:29.000 --> 00:12:31.000]  故事告訴我們
[00:12:31.000 --> 00:12:33.000]  我們真的要找一些
[00:12:33.000 --> 00:12:35.000]  真的真理
[00:12:35.000 --> 00:12:37.000]  借這個故事
[00:12:37.000 --> 00:12:39.000]  讓大家去想想
[00:12:39.000 --> 00:12:41.000]  什麼叫重申
[00:12:41.000 --> 00:12:43.000]  因爲剛纔這一段他勇於求真
[00:12:43.000 --> 00:12:45.000]  耶穌回答他
[00:12:45.000 --> 00:12:47.000]  就是重申
[00:12:47.000 --> 00:12:49.000]  所以下一章
[00:12:49.000 --> 00:12:51.000]  是啦
[00:12:51.000 --> 00:12:53.000]  因爲耶穌說過兩次
[00:12:53.000 --> 00:12:55.000]  關於重申的東西
[00:12:55.000 --> 00:12:57.000]  第一次耶穌回答說第三章三字
[00:12:57.000 --> 00:12:59.000]  我實實在在告訴你
[00:12:59.000 --> 00:13:01.000]  人若不重申就不能
[00:13:01.000 --> 00:13:03.000]  見神的國
[00:13:03.000 --> 00:13:05.000]  那是不是尼哥底母說
[00:13:05.000 --> 00:13:07.000]  裏面的土生出來呢
[00:13:07.000 --> 00:13:09.000]  不是嘛
[00:13:09.000 --> 00:13:11.000]  然後耶穌又再問
[00:13:11.000 --> 00:13:13.000]  我老了怎麼重申呢
[00:13:13.000 --> 00:13:15.000]  不能回媽媽那裏嘛
[00:13:15.000 --> 00:13:17.000]  耶穌說人若不重水和聖靈生
[00:13:17.000 --> 00:13:19.000]  就是不能
[00:13:19.000 --> 00:13:21.000]  見神的國
[00:13:21.000 --> 00:13:23.000]  盡神的國
[00:13:23.000 --> 00:13:25.000]  那我先問什麼叫重申
[00:13:25.000 --> 00:13:27.000]  我給大家一個定義
[00:13:27.000 --> 00:13:29.000]  白色這個字
[00:13:29.000 --> 00:13:31.000]  重申不是量的改變
[00:13:31.000 --> 00:13:33.000]  而是質的改變
[00:13:33.000 --> 00:13:35.000]  也就是在本質上
[00:13:35.000 --> 00:13:37.000]  變得完全不同
[00:13:37.000 --> 00:13:39.000]  不知道深不深
[00:13:39.000 --> 00:13:41.000]  再說一次
[00:13:41.000 --> 00:13:43.000]  重申
[00:13:43.000 --> 00:13:45.000]  不是量的改變
[00:13:45.000 --> 00:13:47.000]  即使我剛纔進來看到
[00:13:47.000 --> 00:13:49.000]  楊禮元和楊洛森
[00:13:49.000 --> 00:13:51.000]  嚇我一跳
[00:13:51.000 --> 00:13:53.000]  爲什麼禮元高過姐姐呢
[00:13:53.000 --> 00:13:55.000]  我差點以爲他是哥哥
[00:13:55.000 --> 00:13:57.000]  這個叫量的改變
[00:13:57.000 --> 00:13:59.000]  現在不是這些改變
[00:13:59.000 --> 00:14:01.000]  是質的改變
[00:14:01.000 --> 00:14:03.000]  質就是
[00:14:03.000 --> 00:14:05.000]  有一天
[00:14:05.000 --> 00:14:07.000]  禮元比姐姐還溫柔
[00:14:07.000 --> 00:14:09.000]  就是改變了
[00:14:09.000 --> 00:14:11.000]  現在他還在改變
[00:14:11.000 --> 00:14:13.000]  所以他還沒有質的改變
[00:14:13.000 --> 00:14:15.000]  我們希望有一天
[00:14:15.000 --> 00:14:17.000]  禮元和洛森都一樣
[00:14:17.000 --> 00:14:19.000]  質的改變
[00:14:19.000 --> 00:14:21.000]  變得更被耶穌所得着
[00:14:21.000 --> 00:14:23.000]  所以這個就是
[00:14:23.000 --> 00:14:25.000]  有個完全的不同
[00:14:25.000 --> 00:14:27.000]  我舉個例子
[00:14:27.000 --> 00:14:29.000]  誰讀過化學
[00:14:29.000 --> 00:14:31.000]  我考你下一張powerpoint
[00:14:31.000 --> 00:14:33.000]  看你行不行
[00:14:33.000 --> 00:14:35.000]  我怕你們不明白
[00:14:35.000 --> 00:14:41.000]  有些人知道
[00:14:41.000 --> 00:14:43.000]  有些人不知道
[00:14:43.000 --> 00:14:45.000]  這個NA
[00:14:45.000 --> 00:14:47.000]  叫做sodium
[00:14:47.000 --> 00:14:49.000]  我拍了powerpoint
[00:14:49.000 --> 00:14:51.000]  是這些金色軟的物體
[00:14:51.000 --> 00:14:53.000]  以後看到這些東西
[00:14:53.000 --> 00:14:55.000]  千萬不要用手碰
[00:14:55.000 --> 00:14:57.000]  一碰即燒焦
[00:14:57.000 --> 00:14:59.000]  因爲它是很敏感的
[00:14:59.000 --> 00:15:01.000]  會發熱的
[00:15:01.000 --> 00:15:03.000]  我在實驗室做過
[00:15:03.000 --> 00:15:05.000]  真的切過出來
[00:15:05.000 --> 00:15:07.000]  真是實驗室
[00:15:07.000 --> 00:15:09.000]  緊緊扎那些
[00:15:09.000 --> 00:15:11.000]  旁邊有叫做choline
[00:15:11.000 --> 00:15:13.000]  即是氯氣
[00:15:13.000 --> 00:15:15.000]  我又試過一次
[00:15:15.000 --> 00:15:17.000]  就是metal加acid
[00:15:17.000 --> 00:15:19.000]  就會放出choline
[00:15:19.000 --> 00:15:21.000]  真的放出來
[00:15:21.000 --> 00:15:23.000]  我真的試過聞
[00:15:23.000 --> 00:15:25.000]  聞完之後
[00:15:25.000 --> 00:15:27.000]  真的嗅到喉嚨很辛苦
[00:15:27.000 --> 00:15:29.000]  不斷聞
[00:15:29.000 --> 00:15:31.000]  所以這是很毒的氣體
[00:15:31.000 --> 00:15:33.000]  當一個鈉
[00:15:33.000 --> 00:15:35.000]  叫做sodium
[00:15:35.000 --> 00:15:37.000]  它本身會發光
[00:15:37.000 --> 00:15:39.000]  發火
[00:15:39.000 --> 00:15:41.000]  辣人的
[00:15:41.000 --> 00:15:43.000]  choline就好似很毒
[00:15:43.000 --> 00:15:45.000]  更厲害地放出來那些
[00:15:45.000 --> 00:15:47.000]  不說那些了
[00:15:47.000 --> 00:15:49.000]  但是你放出來那些
[00:15:49.000 --> 00:15:51.000]  這些聞了會死的
[00:15:51.000 --> 00:15:53.000]  是毒氣
[00:15:53.000 --> 00:15:55.000]  加起來之後
[00:15:55.000 --> 00:15:57.000]  亮的不是他們的變化
[00:15:57.000 --> 00:15:59.000]  是因爲經過化學作用
[00:15:59.000 --> 00:16:01.000]  他們的質都變了
[00:16:01.000 --> 00:16:03.000]  當兩個很激烈的東西
[00:16:03.000 --> 00:16:05.000]  經過化學作用之後就變了什麼
[00:16:05.000 --> 00:16:07.000]  大家喫的鹽
[00:16:07.000 --> 00:16:09.000]  所以上面就是分子符號
