
[00:00:00.000 --> 00:00:05.080]  我們繼續看我們這個跨月的系列
[00:02:21.600 --> 00:02:25.600]  要求發信給大馬士革的國會堂
[00:02:25.600 --> 00:02:29.600]  並若是找著信奉這道的人
[00:02:29.600 --> 00:02:32.600]  無論男女都准他捆綁帶到耶路撒冷
[00:02:32.600 --> 00:02:34.600]  蘇羅在途中
[00:02:34.600 --> 00:02:36.600]  將到大馬士革的時候
[00:02:36.600 --> 00:02:40.600]  忽然有一道光從天上下來
[00:02:40.600 --> 00:02:42.600]  四面照著他
[00:02:42.600 --> 00:02:44.600]  他就撲倒在地上
[00:02:44.600 --> 00:02:46.600]  聽見有聲音對他說
[00:02:46.600 --> 00:02:50.600]  蘇羅,蘇羅,你為什麼迫害我?
[00:02:50.600 --> 00:02:53.600]  他說主啊你是誰?
[00:02:53.600 --> 00:02:57.600]  主說我就是你所迫害的耶穌
[00:02:57.600 --> 00:02:59.600]  起來進城去
[00:02:59.600 --> 00:03:02.600]  你應當做的事必有人告訴你
[00:03:02.600 --> 00:03:05.600]  同行的人站在那裡說不出話來
[00:03:05.600 --> 00:03:09.600]  因為他們聽見聲音卻看不見人
[00:03:09.600 --> 00:03:12.600]  蘇羅從地上起來睜開眼睛
[00:03:12.600 --> 00:03:14.600]  竟不能看見什麼
[00:03:14.600 --> 00:03:16.600]  有人拉他的手
[00:03:16.600 --> 00:03:18.600]  令他到大馬士革
[00:03:18.600 --> 00:03:20.600]  他三天什麼都看不見
[00:03:20.600 --> 00:03:23.600]  也不渴也不吃
[00:03:23.600 --> 00:03:27.600]  這就是所謂蘇羅或保羅歸主的故事
[00:03:27.600 --> 00:03:28.600]  他如何信主
[00:03:28.600 --> 00:03:30.600]  有什麼經歷
[00:03:30.600 --> 00:03:32.600]  在聖經裡曾經提過
[00:03:32.600 --> 00:03:34.600]  基督死裡復活後
[00:03:34.600 --> 00:03:37.600]  他向門徒顯現有好幾次
[00:03:37.600 --> 00:03:38.600]  四本福音書
[00:03:38.600 --> 00:03:40.600]  馬太、馬可、路加和約翰
[00:03:40.600 --> 00:03:43.600]  都有記載耶穌基督榮耀的顯現
[00:03:43.600 --> 00:03:47.600]  這次士郎傳第九章
[00:03:47.600 --> 00:03:49.600]  可以算是最後一次
[00:03:49.600 --> 00:03:52.600]  他榮耀的顯現去彰顯
[00:03:52.600 --> 00:03:54.600]  彰顯在一個人身上
[00:03:54.600 --> 00:03:56.600]  這個人就叫做蘇羅
[00:03:56.600 --> 00:03:58.600]  之後我們叫他做保羅
[00:03:58.600 --> 00:04:01.600]  這個人信主
[00:04:01.600 --> 00:04:02.600]  蘇羅或保羅
[00:04:02.600 --> 00:04:05.600]  其實在歷史裡
[00:04:05.600 --> 00:04:07.600]  無論你說聖經的歷史
[00:04:07.600 --> 00:04:09.600]  或世界的歷史
[00:04:09.600 --> 00:04:12.600]  都是一個很重要的故事
[00:04:12.600 --> 00:04:15.600]  因為這個人本身是一個怎樣的人
[00:04:15.600 --> 00:04:18.600]  我們大概可以去到形容
[00:04:18.600 --> 00:04:21.600]  這個人是一個
[00:04:21.600 --> 00:04:23.600]  可能大家都見過這種人
[00:04:23.600 --> 00:04:26.600]  穿黑衣服、穿白衣服的
[00:04:26.600 --> 00:04:28.600]  超正統的猶太人
[00:04:28.600 --> 00:04:30.600]  有沒有見過
[00:04:30.600 --> 00:04:32.600]  我們芝加哥如果上去北面
[00:04:32.600 --> 00:04:33.600]  Skokie
[00:04:33.600 --> 00:04:35.600]  一些倫社
[00:04:35.600 --> 00:04:37.600]  猶太人的倫社
[00:04:37.600 --> 00:04:42.600]  你就可以大概接觸到一些這樣的人
[00:04:42.600 --> 00:04:44.600]  一些超正統的猶太人
[00:04:44.600 --> 00:04:47.600]  他們的服飾全部都是黑白的
[00:04:47.600 --> 00:04:50.600]  他們是嚴守律法的
[00:04:50.600 --> 00:04:54.600]  他們猶太人會叫做Kosher
[00:04:54.600 --> 00:04:58.600]  即是一些食物的條例等等
[00:04:58.600 --> 00:05:05.600]  這些是當時第一世紀猶太人的世界裡
[00:05:05.600 --> 00:05:09.600]  有很多這樣的猶太人
[00:05:09.600 --> 00:05:11.600]  當然猶太人有很多種
[00:05:11.600 --> 00:05:13.600]  好像華人有很多種
[00:05:13.600 --> 00:05:18.600]  有些住在南洋
[00:05:18.600 --> 00:05:21.600]  有些在香港、中國大陸等等
[00:05:21.600 --> 00:05:23.600]  華人都有很多種
[00:05:23.600 --> 00:05:25.600]  猶太人都是一樣
[00:05:25.600 --> 00:05:30.600]  有一種猶太人我們可以叫做超正統的猶太人
[00:05:30.600 --> 00:05:32.600]  在第一世紀裡都是一樣
[00:05:32.600 --> 00:05:39.600]  這種猶太人是非常保守的猶太人
[00:05:39.600 --> 00:05:41.600]  我們叫他們做法利賽人
[00:05:41.600 --> 00:05:43.600]  法利賽是什麼意思呢?
[00:05:43.600 --> 00:05:47.600]  法利賽其實是舊約和新約之間有幾百年的時候
[00:05:47.600 --> 00:05:51.600]  他們湧現出來的一個教派
[00:05:51.600 --> 00:05:53.600]  他們是什麼意思呢?
[00:05:53.600 --> 00:05:54.600]  什麼叫法利賽呢?
[00:05:54.600 --> 00:05:59.600]  法利賽其實意思大概是分別出來的意思
[00:05:59.600 --> 00:06:01.600]  和其他人分別出來
[00:06:01.600 --> 00:06:05.600]  而且這些人的意識形態是非常保守
[00:06:05.600 --> 00:06:08.600]  甚至可以是很激進的
[00:06:08.600 --> 00:06:11.600]  可以當是一種
[00:06:11.600 --> 00:06:13.600]  用今天的說話來說
[00:06:13.600 --> 00:06:19.600]  就是一些極右的激進的組織等等
[00:06:19.600 --> 00:06:23.600]  保羅或索羅大概就是一種這樣的人
[00:06:23.600 --> 00:06:25.600]  我一開始看聖經的時候
[00:06:25.600 --> 00:06:26.600]  很多年前
[00:06:26.600 --> 00:06:27.600]  我看到這段的時候
[00:06:27.600 --> 00:06:28.600]  第一節
[00:06:28.600 --> 00:06:30.600]  我就不太明白為什麼他會這樣
[00:06:30.600 --> 00:06:32.600]  這裡說到索羅是做什麼呢?
[00:06:32.600 --> 00:06:36.600]  他說不斷用威嚇和凶悍的說話
[00:06:36.600 --> 00:06:40.600]  向主的門徒說話等等
[00:06:40.600 --> 00:06:42.600]  我一開始接觸聖經的時候
[00:06:42.600 --> 00:06:44.600]  或者看史蘭傳的時候
[00:06:44.600 --> 00:06:46.600]  都不太明白為什麼索羅
[00:06:46.600 --> 00:06:50.600]  如果是一個這麼宗教的味道的人
[00:06:50.600 --> 00:06:52.600]  為什麼他可以對主的門徒
[00:06:52.600 --> 00:06:54.600]  就是當時初代的教會
[00:06:54.600 --> 00:06:55.600]  當時他未信主的時候
[00:06:55.600 --> 00:06:57.600]  他就去迫害他們
[00:06:57.600 --> 00:07:00.600]  他就用一個威嚇或者凶悍的態度
[00:07:00.600 --> 00:07:01.600]  來出現
[00:07:01.600 --> 00:07:06.600]  這個都很難摸不著頭腦
[00:07:06.600 --> 00:07:09.600]  你會不會想像一個很愛主的人
[00:07:09.600 --> 00:07:13.600]  他用凶悍和威嚇的說話跟你說話
[00:07:13.600 --> 00:07:15.600]  會不會?
[00:07:15.600 --> 00:07:17.600]  我們應該不會吧
[00:07:17.600 --> 00:07:21.600]  應該是比較溫柔的人
[00:07:21.600 --> 00:07:23.600]  在我們印象中
[00:07:23.600 --> 00:07:26.600]  如果你是一個很愛神的人
[00:07:26.600 --> 00:07:29.600]  很為上帝的話語著緊的人
[00:07:29.600 --> 00:07:33.600]  應該不會說凶悍和黑社會吧
[00:07:33.600 --> 00:07:35.600]  這裡有一點這樣的味道
[00:07:35.600 --> 00:07:37.600]  因為我們摸不著頭腦
[00:07:37.600 --> 00:07:40.600]  直到我們明白背景的時候
[00:07:40.600 --> 00:07:44.600]  我們才知道為什麼他會有這種姿態出現
[00:07:44.600 --> 00:07:47.600]  或者用這樣的方法來面對
[00:07:47.600 --> 00:07:49.600]  處理其他人
[00:07:49.600 --> 00:07:51.600]  當時的背景
[00:07:51.600 --> 00:07:52.600]  法利賽人
[00:07:52.600 --> 00:07:55.600]  他們是有一種這樣的熱心的
[00:07:55.600 --> 00:08:00.600]  他們的熱心就是捍衛自己的祖宗
[00:08:00.600 --> 00:08:03.600]  一直傳下來的信仰的傳統
[00:08:03.600 --> 00:08:05.600]  就是那些猶太人
[00:08:05.600 --> 00:08:06.600]  猶太人有很多種
[00:08:06.600 --> 00:08:12.600]  但我們說的這種超級宗教的猶太人
[00:08:12.600 --> 00:08:16.600]  他們是為了捍衛他們有的傳統
[00:08:16.600 --> 00:08:20.600]  他們的意識形態其實就是這樣的
[00:08:20.600 --> 00:08:24.600]  他們認為上帝的國度為什麼還沒有到呢?
[00:08:24.600 --> 00:08:26.600]  你記得那個背景嗎?
[00:08:26.600 --> 00:08:28.600]  當時的猶太人住在巴勒斯坦地
[00:08:28.600 --> 00:08:30.600]  或者有很多在海外的
[00:08:30.600 --> 00:08:33.600]  他們有沒有自己的政治獨立?
[00:08:33.600 --> 00:08:35.600]  有還是沒有?
[00:08:35.600 --> 00:08:36.600]  他們沒有的
[00:08:36.600 --> 00:08:42.600]  他們一直幾百年受其他的帝國欺凌他們
[00:08:42.600 --> 00:08:44.600]  他們就覺得在聖經裡面
[00:08:44.600 --> 00:08:46.600]  舊約聖經裡面
[00:08:46.600 --> 00:08:48.600]  說到上帝的國度會來到的時候
[00:08:48.600 --> 00:08:49.600]  為什麼還沒有到呢?
[00:08:49.600 --> 00:08:51.600]  因為上帝的國度來到的時候
[00:08:51.600 --> 00:08:54.600]  好像大衛的君王會再駕臨
[00:08:54.600 --> 00:08:56.600]  然後會管治他們
[00:08:56.600 --> 00:08:58.600]  他們就不會被這些外邦
[00:08:58.600 --> 00:09:02.600]  或者世俗的帝國去管治他們
[00:09:02.600 --> 00:09:04.600]  所以他們有一種
[00:09:04.600 --> 00:09:09.600]  用今天的華語去形容
[00:09:09.600 --> 00:09:13.600]  有些宗教文化的戰爭
[00:09:13.600 --> 00:09:15.600]  這樣的口吻
[00:09:15.600 --> 00:09:17.600]  因為他們覺得這個國度
[00:09:17.600 --> 00:09:19.600]  上帝的國度一定會來到
[00:09:19.600 --> 00:09:20.600]  為什麼還沒有到呢?
[00:09:20.600 --> 00:09:23.600]  就是因為有些人阻礙著地球轉
[00:09:23.600 --> 00:09:25.600]  有些什麼人阻礙著地球轉呢?
[00:09:25.600 --> 00:09:27.600]  就是他們自己的同胞
[00:09:27.600 --> 00:09:29.600]  有些同胞不謹守律法
[00:09:29.600 --> 00:09:31.600]  不像保羅索羅他們那樣
[00:09:31.600 --> 00:09:34.600]  謹守著上帝每一條的律法
[00:09:34.600 --> 00:09:36.600]  down to the letter
[00:09:36.600 --> 00:09:39.600]  就是因為那幫人他們太relax
[00:09:39.600 --> 00:09:42.600]  所以就搞到我們上帝的國度
[00:09:42.600 --> 00:09:45.600]  一直都是遲延了,還沒有到
[00:09:45.600 --> 00:09:47.600]  遲了又還沒有到,遲了又還沒有到
[00:09:47.600 --> 00:09:51.600]  就是因為他們同胞裡的一些不謹守律法
[00:09:51.600 --> 00:09:53.600]  所以因為這樣的熱心
[00:09:53.600 --> 00:09:56.600]  有一種激進的態度
[00:09:56.600 --> 00:09:59.600]  你就明白為什麼索羅或者保羅
[00:09:59.600 --> 00:10:07.600]  他們要千方百計去殲滅當時的教會
[00:10:07.600 --> 00:10:10.600]  因為當時的教會大部分都是猶太人
[00:10:10.600 --> 00:10:12.600]  他們和其他猶太人有什麼分別呢?
[00:10:12.600 --> 00:10:14.600]  就是他們相信耶穌
[00:10:14.600 --> 00:10:20.600]  就是舊約聖經裡面所預言應許的那個救主
[00:10:20.600 --> 00:10:22.600]  對嗎?
[00:10:22.600 --> 00:10:24.600]  這個就是初期教會
[00:10:24.600 --> 00:10:26.600]  但是對於索羅來說
[00:10:26.600 --> 00:10:32.600]  我們怎麼可能接受到一個十字架上面死的人
[00:10:32.600 --> 00:10:34.600]  為我們救主呢?
[00:10:34.600 --> 00:10:36.600]  這是一個很羞辱的事情
[00:10:36.600 --> 00:10:38.600]  是不是被帝國欺負八百年之後
[00:10:38.600 --> 00:10:40.600]  判他死刑
[00:10:40.600 --> 00:10:42.600]  因為他無辜死了
[00:10:42.600 --> 00:10:44.600]  我們怎麼可能接受他是我們的君王呢?
[00:10:44.600 --> 00:10:46.600]  所以對於保羅來說
[00:10:46.600 --> 00:10:49.600]  初期教會他自己的同胞也是猶太人
[00:10:49.600 --> 00:10:51.600]  他們去歸主的時候
[00:10:51.600 --> 00:10:53.600]  這個就真的阻礙地球轉了
[00:10:53.600 --> 00:10:57.600]  所以他就一定要去將他們剷除
[00:10:57.600 --> 00:10:59.600]  所以為什麼保羅這裡
[00:10:59.600 --> 00:11:01.600]  是有一種這樣的姿態出現
[00:11:01.600 --> 00:11:07.600]  或者是一種極右的激進的態度
[00:11:07.600 --> 00:11:11.600]  來對待初期的教會
[00:11:11.600 --> 00:11:14.600]  你記得在第九章之前發生什麼事嗎?
[00:11:14.600 --> 00:11:17.600]  再回到七章最後的時候
[00:11:17.600 --> 00:11:19.600]  你記得第七章發生什麼事嗎?
[00:11:19.600 --> 00:11:21.600]  就是史提反
[00:11:21.600 --> 00:11:23.600]  港獨嘛
[00:11:23.600 --> 00:11:27.600]  史提反是當時猶太的信徒其中一個
[00:11:27.600 --> 00:11:29.600]  港獨完了之後
[00:11:29.600 --> 00:11:31.600]  那些人很不喜歡聽他講道
[00:11:31.600 --> 00:11:33.600]  然後就將他打死了
[00:11:33.600 --> 00:11:35.600]  記得嗎?
[00:11:35.600 --> 00:11:37.600]  因為史提反的港獨
[00:11:37.600 --> 00:11:38.600]  講道什麼呢?
[00:11:38.600 --> 00:11:40.600]  上帝榮耀的彰顯
[00:11:40.600 --> 00:11:41.600]  每一個地方都有
[00:11:41.600 --> 00:11:43.600]  但是偏偏就不在聖殿
[00:11:43.600 --> 00:11:45.600]  所以他們最喜歡那個聖殿
[00:11:45.600 --> 00:11:46.600]  最覺得神聖的聖殿
[00:11:46.600 --> 00:11:48.600]  偏偏史提反就說上帝的榮耀
[00:11:48.600 --> 00:11:52.600]  不是住在人造的石頭的殿裡面
[00:11:52.600 --> 00:11:55.600]  所以那些猶太人就非常之憤怒
[00:11:55.600 --> 00:11:59.600]  然後就將史提反殺死了
[00:11:59.600 --> 00:12:01.600]  七章第57節
[00:12:01.600 --> 00:12:03.600]  眾人大聲喊叫
[00:12:03.600 --> 00:12:04.600]  不想再聽他講道
[00:12:04.600 --> 00:12:06.600]  然後想衝上去
[00:12:06.600 --> 00:12:08.600]  然後將他推出去城外
[00:12:08.600 --> 00:12:10.600]  然後就將他處決
[00:12:10.600 --> 00:12:11.600]  這裡講道
[00:12:11.600 --> 00:12:13.600]  作見證的人就將他們的衣裳
[00:12:13.600 --> 00:12:15.600]  就是處決一個人的時候
[00:12:15.600 --> 00:12:20.600]  就是當時的一些禮儀
[00:12:20.600 --> 00:12:22.600]  他們就將他們的外套脫下
[00:12:22.600 --> 00:12:24.600]  然後就放在一個
[00:12:24.600 --> 00:12:27.600]  名叫素羅的青年的腳前
[00:12:27.600 --> 00:12:29.600]  這個是當時的一種儀式
[00:12:29.600 --> 00:12:31.600]  就是當時他們本地的
[00:12:31.600 --> 00:12:32.600]  法庭的一種儀式
[00:12:32.600 --> 00:12:34.600]  但是八章第一節
[00:12:34.600 --> 00:12:36.600]  素羅也都贊同
[00:12:36.600 --> 00:12:39.600]  去處死史提反
[00:12:39.600 --> 00:12:41.600]  贊同不是說你們這樣做
[00:12:41.600 --> 00:12:43.600]  其實他好像官一樣
[00:12:43.600 --> 00:12:45.600]  他是給approval
[00:12:45.600 --> 00:12:47.600]  就是說他們認為
[00:12:47.600 --> 00:12:49.600]  這個人是不是應該要處死
[00:12:49.600 --> 00:12:51.600]  去到侮辱我們的聖殿
[00:12:51.600 --> 00:12:54.600]  素羅是當時的官
[00:12:54.600 --> 00:12:57.600]  是當時他們本地的領袖
[00:12:57.600 --> 00:12:59.600]  素羅就說OK
[00:12:59.600 --> 00:13:01.600]  先處決他
[00:13:01.600 --> 00:13:03.600]  從那一天起
[00:13:03.600 --> 00:13:05.600]  耶路撒冷的教會就遭受
[00:13:05.600 --> 00:13:07.600]  大迫害
[00:13:07.600 --> 00:13:09.600]  素羅就卻殘害教會
[00:13:09.600 --> 00:13:11.600]  然後逐家逐戶的上去
[00:13:11.600 --> 00:13:14.600]  將男與女關在監獄裡面
[00:13:14.600 --> 00:13:16.600]  這個就是表明
[00:13:16.600 --> 00:13:18.600]  當時的素羅不是一個
[00:13:18.600 --> 00:13:21.600]  他不是淡散來的
[00:13:21.600 --> 00:13:25.600]  不是一些簡單的人
[00:13:25.600 --> 00:13:27.600]  他是當時那個教派裡面
[00:13:27.600 --> 00:13:29.600]  其中一個的領袖
[00:13:29.600 --> 00:13:31.600]  你可以看到他們就是想
[00:13:31.600 --> 00:13:32.600]  不擇手段
[00:13:32.600 --> 00:13:35.600]  甚至於訴諸於暴力
[00:13:35.600 --> 00:13:40.600]  就要阻礙教會的發展
[00:13:40.600 --> 00:13:42.600]  阻礙教會的發展
[00:13:42.600 --> 00:13:44.600]  所以為什麼在第九章
[00:13:44.600 --> 00:13:46.600]  講到他信主的經歷裡面
[00:13:46.600 --> 00:13:48.600]  他就上路
[00:13:48.600 --> 00:13:50.600]  從耶路撒冷去到哪裡
[00:13:50.600 --> 00:13:53.600]  去大馬士革
[00:13:53.600 --> 00:13:55.600]  你們看到地圖在左邊
[00:13:55.600 --> 00:13:57.600]  就是他從耶路撒冷起步
[00:13:57.600 --> 00:14:00.600]  然後他一直向北走
[00:14:00.600 --> 00:14:03.600]  大概應該繞過薩馬利亞地
[00:14:03.600 --> 00:14:05.600]  因為正統的猶太人
[00:14:05.600 --> 00:14:07.600]  是不會去薩馬利亞地的
[00:14:07.600 --> 00:14:09.600]  因為又是歷史的背景
[00:14:09.600 --> 00:14:11.600]  當時薩馬利亞人和猶太人
[00:14:11.600 --> 00:14:13.600]  是不瓜葛的
[00:14:13.600 --> 00:14:15.600]  我們不喜歡經過他們的地方
[00:14:15.600 --> 00:14:17.600]  因為不會和他們同桌吃飯
[00:14:17.600 --> 00:14:19.600]  因為那些人在猶太人眼中
[00:14:19.600 --> 00:14:21.600]  特別是超正統的猶太人眼中
[00:14:21.600 --> 00:14:23.600]  這些人是該死的
[00:14:23.600 --> 00:14:25.600]  因為他們是雜種的
[00:14:25.600 --> 00:14:27.600]  所以保羅大概應該繞過
[00:14:27.600 --> 00:14:29.600]  薩馬利亞山地
[00:14:29.600 --> 00:14:31.600]  然後上到加利利的地方
[00:14:31.600 --> 00:14:33.600]  然後再上到今天我們叫
[00:14:33.600 --> 00:14:35.600]  高蘭高山的地方
[00:14:35.600 --> 00:14:37.600]  一直上到右上角
[00:14:37.600 --> 00:14:39.600]  就是東北邊
[00:14:39.600 --> 00:14:43.600]  然後就去到大馬士革
[00:14:43.600 --> 00:14:50.600]  為什麼大馬士革這麼重要呢
[00:14:50.600 --> 00:14:54.600]  為什麼要長途跋涉離開耶路撒冷
[00:14:54.600 --> 00:14:56.600]  因為教會已經散播在不同的地方
[00:14:56.600 --> 00:14:58.600]  為什麼一定要上到大馬士革
[00:14:58.600 --> 00:15:02.600]  去殲滅初期的教會呢
[00:15:02.600 --> 00:15:06.600]  原因就是地理
[00:15:06.600 --> 00:15:08.600]  因為你知道大馬士革
[00:15:08.600 --> 00:15:12.600]  在今天的敘利亞
[00:15:12.600 --> 00:15:14.600]  而且今天也在敘利亞
[00:15:14.600 --> 00:15:16.600]  現代的敘利亞有一個很大的地方
[00:15:16.600 --> 00:15:18.600]  當時的大馬士革
[00:15:18.600 --> 00:15:22.600]  是通往世界各地的地方
[00:15:22.600 --> 00:15:24.600]  就是十字路口
[00:15:24.600 --> 00:15:28.600]  就是我們9094和290的交界
[00:15:28.600 --> 00:15:30.600]  就是你要去其他地方
[00:15:30.600 --> 00:15:32.600]  你一定要經過那個地方
[00:15:32.600 --> 00:15:34.600]  那個是會點
[00:15:34.600 --> 00:15:36.600]  為什麼呢 因為到了大馬士革的時候
[00:15:36.600 --> 00:15:38.600]  你往右邊就是
[00:15:38.600 --> 00:15:40.600]  今天的伊拉克
[00:15:40.600 --> 00:15:42.600]  東敘利亞等等的地方
[00:15:42.600 --> 00:15:44.600]  然後你轉左
[00:15:44.600 --> 00:15:46.600]  就是去到今天的土耳其
[00:15:46.600 --> 00:15:48.600]  以前叫做小亞細亞
[00:15:48.600 --> 00:15:50.600]  直到歐洲的地方
[00:15:50.600 --> 00:15:52.600]  所以如果教會
[00:15:52.600 --> 00:15:54.600]  散播去這個地方的話
[00:15:54.600 --> 00:15:56.600]  他就一定要
[00:15:56.600 --> 00:15:58.600]  這個叫pre-emptive strike
[00:15:58.600 --> 00:16:00.600]  就是首先做一個
[00:16:00.600 --> 00:16:04.600]  就是先做一個攻擊
[00:16:04.600 --> 00:16:06.600]  然後就去到阻止
[00:16:06.600 --> 00:16:08.600]  基督教的散播
[00:16:08.600 --> 00:16:10.600]  所以保羅就趕路
[00:16:10.600 --> 00:16:12.600]  應該可能是騎馬
[00:16:12.600 --> 00:16:14.600]  騎馬趕路
[00:16:14.600 --> 00:16:16.600]  他就要去到大馬士革
[00:16:16.600 --> 00:16:18.600]  然後將這些人全部抓起來
[00:16:18.600 --> 00:16:20.600]  那這個初來的教會
[00:16:20.600 --> 00:16:22.600]  才不會繼續散播開去
[00:16:22.600 --> 00:16:24.600]  當他上路的時候
[00:16:24.600 --> 00:16:26.600]  我們都要了解
[00:16:26.600 --> 00:16:28.600]  當時訴羅保羅
[00:16:28.600 --> 00:16:30.600]  在想什麼
[00:16:30.600 --> 00:16:32.600]  右邊這個圖就告訴我們
[00:16:32.600 --> 00:16:34.600]  當時那些超正統的猶太人
[00:16:34.600 --> 00:16:36.600]  他們怎樣去想像
[00:16:36.600 --> 00:16:38.600]  不同的空間
[00:16:38.600 --> 00:16:40.600]  等於我們今天
[00:16:40.600 --> 00:16:42.600]  頭腦裡面都有一個地圖
[00:16:42.600 --> 00:16:44.600]  對不對
[00:16:44.600 --> 00:16:46.600]  有些地方我們不去
[00:16:46.600 --> 00:16:48.600]  為什麼呢 因為有些地方我們不喜歡
[00:16:48.600 --> 00:16:50.600]  或者那裡的人我們不喜歡
[00:16:50.600 --> 00:16:52.600]  或者是
[00:16:52.600 --> 00:16:54.600]  你千萬不要去
[00:16:54.600 --> 00:16:56.600]  那些地帶等等
[00:16:56.600 --> 00:16:58.600]  在你的mind map那裡都有
[00:16:58.600 --> 00:17:00.600]  這個就是猶太人
[00:17:00.600 --> 00:17:02.600]  他的mind map
[00:17:02.600 --> 00:17:04.600]  猶太人的mind map是怎樣的呢
[00:17:04.600 --> 00:17:06.600]  特別是超正統的猶太人
[00:17:06.600 --> 00:17:08.600]  世界裡面
[00:17:08.600 --> 00:17:10.600]  有很多地方
[00:17:10.600 --> 00:17:12.600]  但最神聖的地方就在哪裡
[00:17:12.600 --> 00:17:14.600]  當然就是耶路撒冷聖殿
[00:17:14.600 --> 00:17:16.600]  the most holiest place
[00:17:16.600 --> 00:17:18.600]  就是耶路撒冷
[00:17:18.600 --> 00:17:20.600]  然後耶路撒冷以外
[00:17:20.600 --> 00:17:22.600]  就是聖城
[00:17:22.600 --> 00:17:24.600]  聖城以外
[00:17:24.600 --> 00:17:26.600]  就是聖地
[00:17:26.600 --> 00:17:28.600]  聖地就是以色列巴勒斯坦地
[00:17:28.600 --> 00:17:30.600]  上帝所允許
[00:17:30.600 --> 00:17:32.600]  給他們的地方
[00:17:32.600 --> 00:17:34.600]  然後就是其他的地方
[00:17:34.600 --> 00:17:36.600]  所以他是由耶路撒冷
[00:17:36.600 --> 00:17:38.600]  趕路去大馬士革的時候
[00:17:38.600 --> 00:17:40.600]  其實在他的mind map
[00:17:40.600 --> 00:17:42.600]  他就是由一個最神聖的地方
