
[00:00:00.000 --> 00:00:04.360]  今天的題目是教會有多厲害
[00:02:27.560 --> 00:02:30.200]  我煮食是零分的
[00:02:30.200 --> 00:02:32.000]  Kat也認識我
[00:02:32.000 --> 00:02:33.800]  甚至是負分的
[00:02:33.800 --> 00:02:35.680]  如果不相信
[00:02:35.680 --> 00:02:39.000]  我家裡連飯鍋和米都沒有
[00:02:39.000 --> 00:02:43.120]  但是如果我煮到五餐一湯出來給你們吃
[00:02:43.120 --> 00:02:44.400]  你說我厲害嗎
[00:02:44.400 --> 00:02:46.200]  你看看你煮食多好
[00:02:46.200 --> 00:02:48.720]  馬上抖頭
[00:02:48.720 --> 00:02:49.840]  厲害
[00:02:49.840 --> 00:02:52.840]  不過我猜你們沒有機會這樣稱讚我
[00:02:52.840 --> 00:02:55.120]  因為我根本沒有去學習
[00:02:55.120 --> 00:02:56.640]  我又沒有去煮
[00:02:56.640 --> 00:03:00.000]  我怎麼有機會這樣給你們稱讚呢
[00:03:00.000 --> 00:03:01.520]  不過我在想
[00:03:01.520 --> 00:03:05.760]  有時真的很有天分的天才
[00:03:05.760 --> 00:03:08.920]  其實也需要後天的努力、配合
[00:03:08.920 --> 00:03:11.680]  他們才可以真正成為一個勁人
[00:03:11.680 --> 00:03:12.720]  我想起誰
[00:03:12.720 --> 00:03:14.360]  我想起他
[00:03:14.360 --> 00:03:16.040]  貝多芬
[00:03:16.040 --> 00:03:19.080]  一個天才的音樂家
[00:03:19.080 --> 00:03:20.880]  他四歲已經學鋼琴
[00:03:20.880 --> 00:03:24.200]  八歲已經在台上演奏
[00:03:24.200 --> 00:03:25.480]  是的
[00:03:25.480 --> 00:03:27.280]  不過
[00:03:27.280 --> 00:03:29.360]  你知不知道他是聾的
[00:03:29.360 --> 00:03:30.080]  是的
[00:03:30.080 --> 00:03:31.600]  他還有缺陷
[00:03:31.600 --> 00:03:35.080]  他最終成為世界上
[00:03:35.080 --> 00:03:38.640]  最具影響力的音樂家之一
[00:03:38.640 --> 00:03:39.560]  原因是什麼
[00:03:39.560 --> 00:03:42.400]  其實他也經歷了很多認真的學習
[00:03:42.400 --> 00:03:44.560]  以及不斷的努力
[00:03:44.560 --> 00:03:46.400]  不只是天才
[00:03:46.400 --> 00:03:50.280]  有很多的努力在他的成長中放進去
[00:03:50.280 --> 00:03:56.600]  甚至乎跨越這個殘障的遺憾
[00:03:56.600 --> 00:03:57.640]  是的
[00:03:57.640 --> 00:04:00.880]  原來我們有這樣的天分
[00:04:00.880 --> 00:04:02.680]  是要加上努力的
[00:04:02.680 --> 00:04:05.880]  但是今天保羅跟我們說
[00:04:05.880 --> 00:04:08.400]  教會也可以很厲害
[00:04:08.400 --> 00:04:10.280]  教會可以多厲害
[00:04:10.280 --> 00:04:13.320]  但是我們有沒有做好自己的本分呢
[00:04:13.320 --> 00:04:15.520]  我們今天會繼續看二筆傻書
[00:04:15.520 --> 00:04:17.360]  一位很厲害的牧者
[00:04:17.360 --> 00:04:19.240]  保羅就要提醒教會
[00:04:19.240 --> 00:04:21.640]  教會的本質是什麼
[00:04:21.640 --> 00:04:25.400]  究竟教會可以有多厲害呢
[00:04:25.400 --> 00:04:26.880]  教會
[00:04:26.880 --> 00:04:28.440]  教會說誰
[00:04:28.440 --> 00:04:30.240]  當然不是四幅牆
[00:04:30.240 --> 00:04:31.680]  你看看你旁邊
[00:04:31.680 --> 00:04:36.120]  說教會就是說你和我
[00:04:36.120 --> 00:04:37.600]  既然說你和我
[00:04:37.600 --> 00:04:40.520]  究竟我們要學習怎樣回應
[00:04:40.520 --> 00:04:42.480]  上帝跟我們說的話呢
[00:04:42.480 --> 00:04:46.200]  就讓我們今天從三個方向去學習
[00:04:46.200 --> 00:04:47.800]  第一個方向
[00:04:47.800 --> 00:04:49.720]  保羅跟我們說
[00:04:49.720 --> 00:04:52.360]  教會究竟是一個什麼群體呢
[00:04:52.360 --> 00:04:55.680]  原來教會是一個跟隨神
[00:04:55.680 --> 00:04:57.880]  又彼此相愛的群體
[00:04:57.880 --> 00:04:58.560]  我們一起讀
[00:04:58.560 --> 00:05:00.200]  接著兩句兩次聖經號碼
[00:05:00.200 --> 00:05:01.240]  一二三
[00:05:01.240 --> 00:05:05.600]  有時我們經歷的悶順從此結束
[00:05:05.600 --> 00:05:07.360]  身亡也成道
[00:05:07.360 --> 00:05:10.320]  就為你不遜也感濟世
[00:05:10.320 --> 00:05:13.840]  保護歷史下上帝的永恆
[00:05:13.840 --> 00:05:14.480]  是啊
[00:05:14.480 --> 00:05:19.040]  原來真正信從耶穌的教會
[00:05:19.040 --> 00:05:22.720]  不僅是頭腦上的信主
[00:05:22.720 --> 00:05:26.000]  更加是要信靠和跟隨主
[00:05:26.000 --> 00:05:27.920]  我相信阿根堂的第一節
[00:05:27.920 --> 00:05:29.880]  應該沒什麼意義了
[00:05:29.880 --> 00:05:33.040]  還要是親愛眾聖徒
[00:05:33.040 --> 00:05:34.640]  彼此相愛
[00:05:34.640 --> 00:05:36.040]  究竟我們教會
[00:05:36.040 --> 00:05:38.240]  有沒有給神掌管呢
[00:05:38.240 --> 00:05:40.560]  我們是不是給神掌管呢
[00:05:40.560 --> 00:05:43.360]  我們是不是真的信靠和跟隨主
[00:05:43.360 --> 00:05:45.960]  彼此相愛的群體呢
[00:05:45.960 --> 00:05:50.040]  上星期梁牧師在這裡提醒我們
[00:05:50.040 --> 00:05:50.720]  我們是什麼
[00:05:50.720 --> 00:05:56.200]  我們是夢簡選得拯救上帝的兒女
[00:05:56.200 --> 00:05:58.920]  可以得著神的認許
[00:05:58.920 --> 00:06:00.080]  中敬啊
[00:06:00.080 --> 00:06:03.400]  有人為我們作引證
[00:06:03.400 --> 00:06:04.840]  那個是誰
[00:06:04.840 --> 00:06:06.360]  聖靈
[00:06:06.360 --> 00:06:08.040]  聖靈為我們作引證
[00:06:08.040 --> 00:06:10.840]  我每次讀到聖靈為我們作引證
[00:06:10.840 --> 00:06:12.360]  我都很感動
[00:06:12.360 --> 00:06:15.520]  因為今天我們可以成為神的後製
[00:06:15.520 --> 00:06:17.800]  得著神的產業
[00:06:17.800 --> 00:06:21.240]  竟然有聖靈作保證
[00:06:21.240 --> 00:06:25.480]  就是說保證書上的簽名或蓋章
[00:06:25.480 --> 00:06:28.000]  竟然是神自己
[00:06:28.000 --> 00:06:30.920]  是聖靈的名字
[00:06:30.920 --> 00:06:33.320]  太厲害了
[00:06:33.320 --> 00:06:36.000]  我就覺得很震撼和感動
[00:06:36.000 --> 00:06:38.800]  我們只是被造的
[00:06:38.800 --> 00:06:41.720]  竟然有這樣的恩典
[00:06:41.720 --> 00:06:45.320]  忽然之間我覺得自己升價千百萬倍
[00:06:45.320 --> 00:06:47.880]  不知你呢
[00:06:47.880 --> 00:06:50.640]  不要以為我們懂得愛很厲害
[00:06:50.640 --> 00:06:52.080]  因為我們懂得愛
[00:06:52.080 --> 00:06:55.720]  原是因為神
[00:06:55.720 --> 00:06:57.360]  我們一起讀這段聖經吧
[00:06:57.360 --> 00:07:00.360]  《若凡一書》四章十九至二十節
[00:07:00.360 --> 00:07:16.000]  《若凡一書》四章十九至二十節
[00:07:16.000 --> 00:07:20.360]  原來我們愛是因為神才愛我們
[00:07:20.360 --> 00:07:23.040]  如果我們說愛
[00:07:23.040 --> 00:07:27.400]  不過我們連身邊看得見的弟兄姊妹都不懂得愛
[00:07:27.400 --> 00:07:30.120]  我們就不要說我們懂得愛
[00:07:30.120 --> 00:07:31.640]  看不見的上帝
[00:07:31.640 --> 00:07:34.360]  對嗎
[00:07:34.360 --> 00:07:36.000]  還有很特別的
[00:07:36.000 --> 00:07:38.440]  不知道你剛才有沒有留意到
[00:07:38.440 --> 00:07:40.480]  保羅說的是
[00:07:40.480 --> 00:07:42.400]  他禱告的時候
[00:07:42.400 --> 00:07:45.840]  常常都提到以忽所教會的人
[00:07:45.840 --> 00:07:50.800]  就是說其實他們順從主耶穌
[00:07:50.800 --> 00:07:52.880]  親愛眾聖徒
[00:07:52.880 --> 00:07:54.960]  不是做一天
[00:07:54.960 --> 00:07:56.480]  不是做兩天
[00:07:56.480 --> 00:07:57.960]  不是做三天
[00:07:57.960 --> 00:08:00.120]  而是常常都這樣做
[00:08:00.120 --> 00:08:03.600]  所以保羅就常常為他們感恩
[00:08:03.600 --> 00:08:05.480]  真的很棒
[00:08:05.480 --> 00:08:08.960]  這間教會的門徒都不錯
[00:08:08.960 --> 00:08:09.960]  預備到這裡
[00:08:09.960 --> 00:08:13.040]  你猜我想起誰了
[00:08:13.040 --> 00:08:16.040]  不知道你猜我想起誰了
[00:08:16.040 --> 00:08:17.760]  我想起你們
[00:08:17.760 --> 00:08:20.160]  我想起阿根堂
[00:08:20.160 --> 00:08:23.040]  阿根堂今年已經九周年了
[00:08:23.040 --> 00:08:24.920]  明年我們是十周年了
[00:08:24.920 --> 00:08:27.240]  很感謝陳牧師一直帶領著教會
[00:08:27.240 --> 00:08:30.560]  堅守教會的核心使命
[00:08:30.560 --> 00:08:31.680]  兩個核心使命
[00:08:31.680 --> 00:08:34.640]  第一是使人作主的門徒
[00:08:34.640 --> 00:08:36.880]  第二是關愛扶貧
[00:08:36.880 --> 00:08:39.720]  我們定義是遵守大誡命
[00:08:39.720 --> 00:08:42.560]  就行出大使命
[00:08:42.560 --> 00:08:44.760]  各個牧區在這麼多年以來
[00:08:44.760 --> 00:08:47.080]  是不斷地建立門徒
[00:08:47.080 --> 00:08:50.560]  西岳牧區已經開到第九屆了
[00:08:50.560 --> 00:08:53.640]  加勒牧區正在做的是門祿
[00:08:53.640 --> 00:08:55.640]  老家牧區是門死
[00:08:55.640 --> 00:08:58.560]  少年牧區到第五屆了
[00:08:58.560 --> 00:09:00.760]  我們長者牧區厲害了
[00:09:00.760 --> 00:09:03.520]  長者牧區已經開了第二屆了
[00:09:03.520 --> 00:09:05.680]  我們給掌聲耶穌吧
[00:09:05.680 --> 00:09:08.720]  真的很厲害
[00:09:08.720 --> 00:09:10.720]  今年的年尾
[00:09:10.720 --> 00:09:13.640]  加勒牧區就開門七了
[00:09:13.640 --> 00:09:15.600]  我在受洗班的時候
[00:09:15.600 --> 00:09:17.280]  有肢體知道
[00:09:17.280 --> 00:09:20.040]  原來年尾才可以有洗禮
[00:09:20.040 --> 00:09:22.160]  我們聖誕節才有洗禮
[00:09:22.160 --> 00:09:25.080]  於是他們就覺得很失望
[00:09:25.080 --> 00:09:26.160]  很不開心
[00:09:26.160 --> 00:09:28.480]  很擔心來跟我說
[00:09:28.480 --> 00:09:29.800]  原因是什麼?
[00:09:29.800 --> 00:09:31.800]  原因是年尾才有洗禮
[00:09:31.800 --> 00:09:34.760]  我怕門七不收我
[00:09:34.760 --> 00:09:36.120]  我覺得很開心
[00:09:36.120 --> 00:09:39.160]  因為他們為了要成為門徒
[00:09:39.160 --> 00:09:42.120]  很渴望裝備成為門徒
[00:09:42.120 --> 00:09:45.160]  而很著急這件事
[00:09:45.160 --> 00:09:46.480]  我牧區門
[00:09:46.480 --> 00:09:47.520]  老家區
[00:09:47.520 --> 00:09:49.640]  今個月在月底的時候
[00:09:49.640 --> 00:09:52.520]  有一對夫婦要離開香港
[00:09:52.520 --> 00:09:54.160]  一家移民
[00:09:54.160 --> 00:09:56.080]  不過他們上的最後一課
[00:09:56.080 --> 00:09:58.040]  他們來跟我說
[00:09:58.040 --> 00:10:01.760]  他說我真的不是為了畢業
[00:10:01.760 --> 00:10:04.920]  但是我們真的很想用Zoom
[00:10:04.920 --> 00:10:07.440]  繼續看到你們上課
[00:10:07.440 --> 00:10:09.560]  我們會繼續做功課
[00:10:09.560 --> 00:10:12.120]  不過你不用回應我們
[00:10:12.120 --> 00:10:13.000]  在課堂上
[00:10:13.000 --> 00:10:13.720]  因為我們說了
[00:10:13.720 --> 00:10:15.560]  我們不可以同一時間
[00:10:15.560 --> 00:10:17.480]  又要兼顧實體
[00:10:17.480 --> 00:10:19.400]  又要回應網上的那些
[00:10:19.400 --> 00:10:20.600]  但是他很強調
[00:10:20.600 --> 00:10:21.520]  你真的不用回應
[00:10:21.520 --> 00:10:23.280]  我們只是想學而已
[00:10:23.280 --> 00:10:24.880]  所以你讓我看到
[00:10:24.880 --> 00:10:26.120]  我已經很開心
[00:10:26.120 --> 00:10:28.480]  我也不需要要求畢業
[00:10:28.480 --> 00:10:30.360]  我這個很感動
[00:10:30.360 --> 00:10:31.760]  因為弟兄姊妹
[00:10:31.760 --> 00:10:34.160]  真的想學做一個門徒
[00:10:34.160 --> 00:10:36.120]  無論他們去到哪裡
[00:10:36.120 --> 00:10:37.920]  他們都想學做一個
[00:10:37.920 --> 00:10:40.200]  真正耶穌基督的門徒
[00:10:40.200 --> 00:10:41.600]  因為我們深信
[00:10:41.600 --> 00:10:43.360]  作主的真門徒
[00:10:43.360 --> 00:10:45.720]  我們才可以真正經歷
[00:10:45.720 --> 00:10:48.040]  生命的轉化
[00:10:48.040 --> 00:10:48.760]  因為什麼
[00:10:48.760 --> 00:10:50.560]  因為有耶穌的寶貝
[00:10:50.560 --> 00:10:52.640]  在我們牙器裡面
[00:10:52.640 --> 00:10:56.000]  我們才可以有莫大的能力
[00:10:56.000 --> 00:11:00.320]  持久喜樂地愛神愛人
[00:11:00.320 --> 00:11:02.320]  Amen
[00:11:02.320 --> 00:11:03.480]  所以弟兄姊妹
[00:11:03.480 --> 00:11:08.160]  我很想請你們先為雅庚堂感謝上帝
[00:11:08.160 --> 00:11:11.880]  感謝祂一直以來的看顧帶領
[00:11:11.880 --> 00:11:15.600]  並且給教會一切的恩典
[00:11:15.600 --> 00:11:16.840]  但是同樣
[00:11:16.840 --> 00:11:20.720]  我很想請弟兄姊妹為教會祈禱
[00:11:20.720 --> 00:11:25.560]  是因為我們要常存警醒的心
[00:11:25.560 --> 00:11:28.160]  不可以偏離主的道
[00:11:28.160 --> 00:11:30.040]  如果我們偏離主的道
[00:11:30.040 --> 00:11:32.960]  我們就有麻煩了
[00:11:32.960 --> 00:11:34.920]  接著我很想請你們
[00:11:34.920 --> 00:11:38.400]  常常為自己的心檢視一下
[00:11:38.400 --> 00:11:39.280]  好不好
[00:11:39.280 --> 00:11:44.800]  究竟愛主愛人的心有沒有冷卻呢
[00:11:44.800 --> 00:11:46.880]  溫度夠不夠呢
[00:11:46.880 --> 00:11:49.440]  如果冷卻了的話
[00:11:49.440 --> 00:11:51.920]  可能第二點
[00:11:51.920 --> 00:11:55.120]  保羅教我們為教會祈禱的方向
[00:11:55.120 --> 00:11:56.600]  就幫到大家了
[00:11:56.600 --> 00:11:58.480]  我們一起看第二點好不好
[00:11:58.480 --> 00:12:02.840]  究竟我們怎麼可以常常為教會作合儀的禱告
[00:12:02.840 --> 00:12:04.480]  我們一起讀下面三次聖經吧
[00:12:04.480 --> 00:12:05.680]  一二三
[00:12:05.680 --> 00:12:08.600]  吾以祈禱基督的神
[00:12:08.600 --> 00:12:09.960]  吾以祈禱祈禱
[00:12:09.960 --> 00:12:12.840]  吾將下私人智慧和諦私利
[00:12:12.840 --> 00:12:14.400]  賞禱祈禱
[00:12:14.400 --> 00:12:16.440]  使你無親之道客
[00:12:16.440 --> 00:12:19.520]  亦使小弟的心中的感性
[00:12:19.520 --> 00:12:20.960]  使你無私道客
[00:12:20.960 --> 00:12:23.440]  亦因私慾而何等自我
[00:12:23.440 --> 00:12:25.680]  吾在聖母的聖徒的祭儀
[00:12:25.680 --> 00:12:28.200]  亦有何等聖聖聖的榮耀
[00:12:28.200 --> 00:12:29.640]  以祈禱祈禱
[00:12:29.640 --> 00:12:31.280]  吾為聖聖聖人
[00:12:31.280 --> 00:12:34.600]  所演的祭禱是何等無敵
[00:12:34.600 --> 00:12:35.520]  謝謝
[00:12:35.520 --> 00:12:38.400]  原來一開始保羅求什麼呢
[00:12:38.400 --> 00:12:41.680]  他求神賜聖靈
[00:12:41.680 --> 00:12:45.120]  將智慧和啟示賜給教會
[00:12:45.120 --> 00:12:48.960]  叫我們可以真知道
[00:12:48.960 --> 00:12:50.960]  真知道上帝
[00:12:50.960 --> 00:12:54.480]  這裡說的是更深認識神
[00:12:54.480 --> 00:12:57.080]  原來要真知道上帝
[00:12:57.080 --> 00:12:59.800]  不只是頭腦上的認識
[00:12:59.800 --> 00:13:04.840]  更加包括了整個人的馴服和尊崇
[00:13:04.840 --> 00:13:07.440]  在這個世代
[00:13:07.440 --> 00:13:10.720]  我們常常都說高舉個人主義
[00:13:10.720 --> 00:13:15.120]  連消費主義都入侵教會
[00:13:15.120 --> 00:13:18.400]  這個更深的馴服上帝
[00:13:18.400 --> 00:13:21.280]  是否就是我們作主門徒
[00:13:21.280 --> 00:13:24.320]  更應該要學的功課呢
[00:13:24.320 --> 00:13:28.080]  恩卓聖靈的同在和光照
[00:13:28.080 --> 00:13:30.520]  為我們帶來三個幫助
[00:13:30.520 --> 00:13:31.600]  真的嗎
[00:13:31.600 --> 00:13:32.200]  是呀
[00:13:32.200 --> 00:13:33.880]  原來我們會發現
[00:13:33.880 --> 00:13:36.240]  恩兆有何等的指望
[00:13:36.240 --> 00:13:39.400]  基業有何等的豐盛的榮耀
[00:13:39.400 --> 00:13:42.080]  還有能力是何等的浩大
[00:13:42.080 --> 00:13:45.040]  不如我們逐一看看好不好
[00:13:45.040 --> 00:13:47.080]  聖靈為我們帶來三個幫助
[00:13:47.080 --> 00:13:49.280]  第一個知道神的恩兆
[00:13:49.280 --> 00:13:52.000]  是有終極的盼望的
[00:13:52.000 --> 00:13:53.360]  如果大家很記性
[00:13:53.360 --> 00:13:54.840]  剛才在第一點的時候
[00:13:54.840 --> 00:13:57.440]  你們讀第十五和第十六節
[00:13:57.440 --> 00:14:00.840]  現在所教會時時都給保羅感恩
[00:14:00.840 --> 00:14:01.960]  讚賞他們
[00:14:01.960 --> 00:14:06.320]  是因為他們的信和愛似乎都做得不錯
[00:14:06.320 --> 00:14:10.240]  所以保羅經常都為他們感恩
[00:14:10.240 --> 00:14:13.120]  不過可能因為第一世紀的時候
[00:14:13.120 --> 00:14:16.160]  教徒時時都被逼迫
[00:14:16.160 --> 00:14:18.560]  日子都不容易過
[00:14:18.560 --> 00:14:22.120]  所以在信望愛三個功課底下
[00:14:22.120 --> 00:14:25.440]  盼望可能顯得不是很足夠
[00:14:25.440 --> 00:14:30.680]  所以保羅就要徹徹為他們求盼望
[00:14:30.680 --> 00:14:33.600]  無論眼前的光景是怎樣
[00:14:33.600 --> 00:14:36.400]  生活有多少困難和挑戰
[00:14:36.400 --> 00:14:38.920]  我們心裏面都要確信
[00:14:38.920 --> 00:14:42.360]  在基督裏面有終極的盼望
[00:14:42.360 --> 00:14:49.360]  所以接撒羅尼加前書四章十三節後半段這樣說
[00:14:49.360 --> 00:14:51.600]  恐怕你們憂傷
[00:14:51.600 --> 00:14:55.480]  好象那些沒有指望的人一樣
[00:14:55.480 --> 00:14:57.680]  甚麼是沒有指望的人
[00:14:57.680 --> 00:15:00.440]  未信主的人
[00:15:00.440 --> 00:15:01.120]  對
[00:15:01.120 --> 00:15:03.120]  那你們信了耶穌沒有
[00:15:03.120 --> 00:15:06.880]  信了所以你們是要有盼望
[00:15:06.880 --> 00:15:09.280]  你們是要有指望的
[00:15:09.280 --> 00:15:11.680]  今天二十一世紀
[00:15:11.680 --> 00:15:14.640]  無論你身處哪個地方
[00:15:14.640 --> 00:15:18.200]  末後的種種挑戰我們都要面對
[00:15:18.200 --> 00:15:19.440]  包括甚麼
[00:15:19.440 --> 00:15:22.160]  天災人禍
[00:15:22.160 --> 00:15:24.800]  瘟疫戰爭
[00:15:24.800 --> 00:15:27.000]  鯉魚餓炸
[00:15:27.000 --> 00:15:28.960]  道德淪亡
[00:15:28.960 --> 00:15:31.960]  是否充滿著我們周圍
[00:15:31.960 --> 00:15:36.480]  所以終極的盼望不單對第一世紀的信徒重要
[00:15:36.480 --> 00:15:40.800]  對我們今天二十一世紀的信徒一樣重要
[00:15:40.800 --> 00:15:42.000]  明白嗎
[00:15:42.000 --> 00:15:44.520]  但我們有終極的盼望
[00:15:44.520 --> 00:15:48.280]  因為主必在來
[00:15:48.280 --> 00:15:52.360]  這個終極的盼望是非常真實的
[00:15:52.360 --> 00:15:55.800]  第二個幫助
[00:15:55.800 --> 00:15:57.400]  聖靈可以讓我們知道
[00:15:57.400 --> 00:16:01.520]  神機業豐盛的榮耀
[00:16:01.520 --> 00:16:05.200]  如果上帝呼召我們成為祂的兒女
[00:16:05.200 --> 00:16:06.320]  成為祂的選民
[00:16:06.320 --> 00:16:08.320]  成為祂的後子
[00:16:08.320 --> 00:16:10.680]  是一個很榮耀的呼召
[00:16:10.680 --> 00:16:18.480]  這個呼召似乎是我們得救生命的起點
[00:16:18.480 --> 00:16:23.400]  而上帝的基業可能就是我們的終點
[00:16:23.400 --> 00:16:26.320]  這個終點是多麼豐盛
[00:16:26.320 --> 00:16:28.920]  多麼榮耀
[00:16:28.920 --> 00:16:32.440]  我們看看彼得前書一章四節怎麼說
[00:16:32.440 --> 00:16:33.880]  一起讀吧
[00:16:33.880 --> 00:16:36.440]  「可以得著,不能留壞」
[00:16:36.440 --> 00:16:39.000]  「不能玷污,不能衰殘」
[00:16:39.000 --> 00:16:42.480]  「為了祢存在,延長世紀」
[00:16:42.480 --> 00:16:46.840]  這個基業真是很榮耀的
[00:16:46.840 --> 00:16:50.800]  不能留壞、不能玷污、不能衰殘
[00:16:50.800 --> 00:16:54.280]  既豐富又榮耀的基業
[00:16:54.280 --> 00:16:58.200]  上帝是希望我們終極都可以得到
[00:16:58.200 --> 00:17:01.680]  而第三個聖靈為我們帶來的幫助
[00:17:01.680 --> 00:17:05.800]  就是經歷神能力的浩大
[00:17:05.800 --> 00:17:09.000]  如果神呼召是那個起點
[00:17:09.000 --> 00:17:12.360]  神的基業是那個終點的話
[00:17:12.360 --> 00:17:16.080]  神的能力就是將我們由起點
[00:17:16.080 --> 00:17:21.680]  平安地帶到終點的重要元素
[00:17:21.680 --> 00:17:24.200]  就是那個關鍵所在
[00:17:24.200 --> 00:17:30.120]  如果我們帶著盼望、願意順服、跟隨耶穌的話
[00:17:30.120 --> 00:17:33.960]  聖靈會讓我們每一個親身經歷
[00:17:33.960 --> 00:17:36.840]  神同在的能力有多厲害
[00:17:36.840 --> 00:17:38.280]  是嗎?
[00:17:38.280 --> 00:17:42.880]  這三個保羅衛教會禱告的元素
[00:17:42.880 --> 00:17:45.280]  而教會需要的元素
[00:17:45.280 --> 00:17:47.840]  在平靜、安穩的時候
[00:17:47.840 --> 00:17:50.040]  當然是很棒的
[00:17:50.040 --> 00:17:52.360]  不過在危難的日子
[00:17:52.360 --> 00:17:56.080]  這三樣東西就更加重要了
[00:17:56.080 --> 00:17:58.000]  因為在危難的日子
[00:17:58.000 --> 00:18:02.600]  我們的信仰就見真章
[00:18:02.600 --> 00:18:06.120]  在鎮蓋一個很出名的神學家潘霍華
[00:18:06.120 --> 00:18:08.840]  就是其中的表表者
[00:18:08.840 --> 00:18:12.680]  潘霍華在1939年
[00:18:12.680 --> 00:18:15.280]  「碎玻璃之夜」就開啟了
[00:18:15.280 --> 00:18:18.960]  遍滿德國瘋狂的反猶太暴動
[00:18:18.960 --> 00:18:22.200]  當時的潘霍華其實已經很出名了
[00:18:22.200 --> 00:18:23.760]  雖然他很年輕
[00:18:23.760 --> 00:18:26.640]  他寫的《基督論》、《追隨基督》
[00:18:26.640 --> 00:18:28.720]  《團契生活》等等
[00:18:28.720 --> 00:18:30.520]  已經很有名了
[00:18:30.520 --> 00:18:34.520]  不過他帶著對德國教會的失望
[00:18:34.520 --> 00:18:38.560]  就去了紐約協和神學會任教
[00:18:38.560 --> 00:18:44.000]  本來其實他可以安然避過被捕的危險
[00:18:44.000 --> 00:18:46.200]  不過他離開了一個月之後
[00:18:46.200 --> 00:18:49.400]  他就決定回到自己的國家
[00:18:49.400 --> 00:18:52.960]  他說在祖國最困難的時刻
[00:18:52.960 --> 00:18:57.080]  他很想跟自己的弟兄姊妹站在一起
[00:18:57.080 --> 00:19:01.280]  最後潘霍華在1945年的4月9日
[00:19:01.280 --> 00:19:04.080]  就被處死在集中營裡面
[00:19:04.080 --> 00:19:07.520]  也就是德國解放前的幾天
