
[00:00:00.000 --> 00:00:05.640]  各位聽眾好,今天主要讓我們回到崇拜的當中
[00:02:37.860 --> 00:02:45.860]  以致很多的問題出現在一章第八至十節
[00:02:45.860 --> 00:02:50.860]  其實講到有不認識弱勢的新王,來自尼埃及
[00:02:50.860 --> 00:02:57.860]  對他的百姓說「看看,以色列民比我們還要多,又比我們強盛」
[00:02:57.860 --> 00:03:01.860]  「好,我們不如用考計、詭計來代替他們」
[00:03:01.860 --> 00:03:05.860]  「恐怕他們多起來,日後如果遇到甚麼戰爭的情況」
[00:03:05.860 --> 00:03:10.860]  「他們就跟外敵夾在一起,攻擊我們離開這個地方」
[00:03:10.860 --> 00:03:16.860]  我們知道以色列民因為弱勢奇妙的經歷
[00:03:16.860 --> 00:03:19.860]  輾轉全家人只有七十人
[00:03:19.860 --> 00:03:26.860]  四百多年前七十人移民到了埃及
[00:03:26.860 --> 00:03:30.860]  一個殖民地,一個新移民
[00:03:30.860 --> 00:03:33.860]  但過了幾百年他們很大的人群
[00:03:33.860 --> 00:03:36.860]  在後面的經文講到南丁有六十萬人
[00:03:36.860 --> 00:03:41.860]  估計婦女兒童和老人家共有二百萬人
[00:03:41.860 --> 00:03:45.860]  一個很大的群體,原本只有七十人移民,變了二百萬人
[00:03:45.860 --> 00:03:47.860]  很厲害,很厲害
[00:03:47.860 --> 00:03:51.860]  過了幾百年,原本很尊重他們
[00:03:51.860 --> 00:03:55.860]  因為早期的埃及法老王得到弱勢的幫助
[00:03:55.860 --> 00:03:58.860]  原本很饑荒,遇到問題
[00:03:58.860 --> 00:04:02.860]  但因為弱勢來到之後,將一個很大的危難
[00:04:02.860 --> 00:04:07.860]  化成了很大的祝福,可以這麼說,成為了一個很富有的國家
[00:04:07.860 --> 00:04:12.860]  收了人家的田產,抵押給他們換糧食
[00:04:12.860 --> 00:04:15.860]  所以成為了一個很大的國家,很富有
[00:04:15.860 --> 00:04:20.860]  但過了幾百年,這個群體變了很多
[00:04:20.860 --> 00:04:24.860]  但新的法老王卻是有一種懼怕
[00:04:24.860 --> 00:04:27.860]  他出於怕這些人會變心
[00:04:27.860 --> 00:04:32.860]  調轉槍頭對付自己,所以他想出了一個方式
[00:04:32.860 --> 00:04:35.860]  就是要用惡計去代替他們
[00:04:35.860 --> 00:04:38.860]  我相信大家讀聖經就知道惡計是什麼
[00:04:38.860 --> 00:04:41.860]  主要其中有幾方面
[00:04:41.860 --> 00:04:46.860]  包括了殺害他們的男嬰
[00:04:46.860 --> 00:04:49.860]  他們出生以後慢慢沒有男的,只有女的
[00:04:49.860 --> 00:04:52.860]  女的不能結婚,就好像基督徒
[00:04:52.860 --> 00:04:55.860]  基督徒姐妹有時候都有這個考驗
[00:04:55.860 --> 00:04:58.860]  基督徒可以選擇,可能選擇一些不信的
[00:04:58.860 --> 00:05:02.860]  其實這個也是魔鬼的詭計
[00:05:02.860 --> 00:05:09.860]  他想這些以色列女士不能嫁給自己的以色列人
[00:05:09.860 --> 00:05:11.860]  所以嫁給埃及人
[00:05:11.860 --> 00:05:14.860]  慢慢在一個男性為主導的社會裡
[00:05:14.860 --> 00:05:19.860]  這些以色列人慢慢就同化了,成為了埃及人的一部分
[00:05:19.860 --> 00:05:24.860]  因為男性比較主導在較弱的社會
[00:05:24.860 --> 00:05:27.860]  今天某個程度很多社會都是
[00:05:27.860 --> 00:05:32.860]  另一方面,在摩西跟他們相遇之後
[00:05:32.860 --> 00:05:36.860]  更加變本加厲,說他們都是空閒沒事做
[00:05:36.860 --> 00:05:38.860]  做事做得不夠辛苦
[00:05:38.860 --> 00:05:40.860]  原本做磚,原本給他們做草
[00:05:40.860 --> 00:05:43.860]  後來草也不給他們,原材料也不給他們
[00:05:43.860 --> 00:05:46.860]  要自己去拿草來做磚
[00:05:46.860 --> 00:05:50.860]  似乎在他們的生活裡,要他們很忙碌
[00:05:50.860 --> 00:05:54.860]  日以繼夜地做事,忘記了離開埃及
[00:05:54.860 --> 00:05:58.860]  埃及多好,有魚吃,去礦業沒有魚吃
[00:05:58.860 --> 00:06:01.860]  魚很美,尼羅河的魚很美
[00:06:01.860 --> 00:06:04.860]  其他的美食,因為有很美的河
[00:06:04.860 --> 00:06:10.860]  很多都出產到半沙漠,去到其他地方沒那麼好
[00:06:10.860 --> 00:06:13.860]  在這裡好吃好住,忙碌做事
[00:06:13.860 --> 00:06:20.860]  找到食物安居就好了,忘記了離開這個地方
[00:06:20.860 --> 00:06:25.860]  去找到真正的自由,去牢籠他們
[00:06:25.860 --> 00:06:31.860]  所以這是當權者的一種懼怕
[00:06:31.860 --> 00:06:37.860]  或者一種心思想牢籠一些屬於神的人
[00:06:37.860 --> 00:06:39.860]  於是他們叫苦連天
[00:06:39.860 --> 00:06:45.860]  沒了自己的角色,沒了自己的生命
[00:06:45.860 --> 00:06:47.860]  不知道我們作為香港人的一部分
[00:06:47.860 --> 00:06:52.860]  是不是每天都很忙碌,忙到沒時間想上帝的事情
[00:06:52.860 --> 00:06:55.860]  因為神是揀選了以色列文
[00:06:55.860 --> 00:06:58.860]  有一個命定,我們說有一個命定讓他們成為一個大國
[00:06:58.860 --> 00:07:00.860]  他們的命定不是做奴隸
[00:07:00.860 --> 00:07:06.860]  他們的命定不是同化在這個社會一個不屬神的國度裡
[00:07:06.860 --> 00:07:10.860]  他們不是要同化,被同化成為了那一群人
[00:07:10.860 --> 00:07:13.860]  教徒或者以色列文有一個獨特的角色
[00:07:13.860 --> 00:07:16.860]  是代表上帝彰顯他的榮耀
[00:07:16.860 --> 00:07:20.860]  今天在我們的生活,在我們的信仰,在我們的人生裡面
[00:07:20.860 --> 00:07:23.860]  有沒有一些東西是被同化危機
[00:07:23.860 --> 00:07:27.860]  如果你出到這個社會,這個世界去行事
[00:07:27.860 --> 00:07:30.860]  別人說你跟外面的人沒什麼分別的話
[00:07:30.860 --> 00:07:35.860]  可能對我們一種的指控
[00:07:35.860 --> 00:07:40.860]  他說你跟我們沒什麼分別,你都是說髒話,你都是買六合彩
[00:07:40.860 --> 00:07:44.860]  你都是做事這麼奸狡,你都是這麼自私
[00:07:44.860 --> 00:07:47.860]  你都是這麼做這些事情
[00:07:47.860 --> 00:07:49.860]  如果我們的生命是這樣的話
[00:07:49.860 --> 00:07:52.860]  這個我們的生命已經被同化了
[00:07:52.860 --> 00:07:58.860]  我們說這些法老王的詭計,魔鬼的一些詭計
[00:07:58.860 --> 00:08:00.860]  可能在我們生命中中了
[00:08:00.860 --> 00:08:03.860]  你都是這麼看重錢的,你都是這麼看重享受
[00:08:03.860 --> 00:08:06.860]  你都是這麼看重這些人的東西
[00:08:06.860 --> 00:08:08.860]  神的東西你看重多少呢?
[00:08:08.860 --> 00:08:11.860]  因為以色列人命定
[00:08:11.860 --> 00:08:15.860]  神跟阿伯拉罕納約的時候選定了這個民族
[00:08:15.860 --> 00:08:17.860]  所以剛才所讀的經文說到
[00:08:17.860 --> 00:08:21.860]  神紀念他跟阿伯拉罕以實瓦國所納的約
[00:08:21.860 --> 00:08:24.860]  要聽他們的呼求,要拯救他們
[00:08:24.860 --> 00:08:30.860]  那麼我們的生命都落在一種被奴役還是真正的自由呢?
[00:08:30.860 --> 00:08:32.860]  有時候我們都分不清楚
[00:08:32.860 --> 00:08:35.860]  在人生中我們以為這樣享受就是自由
[00:08:35.860 --> 00:08:37.860]  但是這種享受慢慢的過程中
[00:08:37.860 --> 00:08:40.860]  變成了一種被牢籠都不知道
[00:08:40.860 --> 00:08:41.860]  正如我們要飲食
[00:08:41.860 --> 00:08:43.860]  我們都知道我們有自由
[00:08:43.860 --> 00:08:46.860]  去飲食,吃著吃著,哎呀,過重了
[00:08:46.860 --> 00:08:47.860]  吃著吃著不健康
[00:08:47.860 --> 00:08:49.860]  或者某些事情很喜歡做
[00:08:49.860 --> 00:08:51.860]  做一做,開始的時候很過癮
[00:08:51.860 --> 00:08:53.860]  但是做一做,原來自己被牢籠
[00:08:53.860 --> 00:08:56.860]  我們用的手機都很容易被牢籠
[00:08:56.860 --> 00:08:59.860]  我們用的時間,我們用的金錢
[00:08:59.860 --> 00:09:01.860]  我們用在人的身上
[00:09:01.860 --> 00:09:04.860]  很容易由享受變成一種被牢籠
[00:09:04.860 --> 00:09:07.860]  在這麼多年,當然我接觸很多人
[00:09:07.860 --> 00:09:09.860]  軟性毒品或者一些硬性毒品
[00:09:09.860 --> 00:09:11.860]  一開始吃是很過癮的
[00:09:11.860 --> 00:09:12.860]  吃煙等等等等
[00:09:12.860 --> 00:09:14.860]  慢慢慢慢成為了牢籠
[00:09:14.860 --> 00:09:17.860]  成為一種生命很大的控制
[00:09:17.860 --> 00:09:19.860]  我們落在一種什麼光景
[00:09:19.860 --> 00:09:21.860]  我們知不知道呢?
[00:09:21.860 --> 00:09:23.860]  這個是魔鬼撒旦
[00:09:23.860 --> 00:09:26.860]  這個是法老王的一種詭計
[00:09:26.860 --> 00:09:29.860]  他要牢籠人的生命
[00:09:29.860 --> 00:09:34.860]  但是聖經這裡說到神是垂聽的
[00:09:34.860 --> 00:09:36.860]  垂聽呼聲的
[00:09:36.860 --> 00:09:38.860]  這裡說神看顧以色人
[00:09:38.860 --> 00:09:40.860]  也知道他們的苦情
[00:09:40.860 --> 00:09:43.860]  神聆聽以色人的呼聲
[00:09:43.860 --> 00:09:51.860]  剛才說到神聽人並且他有回應
[00:09:51.860 --> 00:09:53.860]  我們作為領袖
[00:09:53.860 --> 00:09:57.860]  我們無論在世界各地的領袖都要聆聽
[00:09:57.860 --> 00:10:00.860]  我自己作為三個兒子的父母
[00:10:00.860 --> 00:10:03.860]  其實我覺得我很用心在家裡工作
[00:10:03.860 --> 00:10:07.860]  家裡基本上是不需要請人裝修的
[00:10:07.860 --> 00:10:10.860]  你知不知道我家裡維修裝修是不需要請人的
[00:10:10.860 --> 00:10:13.860]  因為請人來又要等他又要給錢
[00:10:13.860 --> 00:10:15.860]  我當然不捨得
[00:10:15.860 --> 00:10:16.860]  我自己做,全部都是我自己做
[00:10:16.860 --> 00:10:18.860]  一手一腳都是我做的
[00:10:18.860 --> 00:10:20.860]  凡是什麼爛了壞了的我都會修
[00:10:20.860 --> 00:10:21.860]  修到的我都會修
[00:10:21.860 --> 00:10:23.860]  我修過雪櫃,修過洗衣機
[00:10:23.860 --> 00:10:27.860]  修過梳化,修過布,修過車
[00:10:27.860 --> 00:10:31.860]  任何壞了的水電我都會修
[00:10:31.860 --> 00:10:35.860]  不過,我兒女覺得我很忙
[00:10:35.860 --> 00:10:38.860]  但你不常聽我說話
[00:10:38.860 --> 00:10:40.860]  有時兒女也會這樣說
[00:10:40.860 --> 00:10:41.860]  你有沒有聽我說話
[00:10:41.860 --> 00:10:42.860]  你明不明白我
[00:10:42.860 --> 00:10:44.860]  你知不知道我怎樣
[00:10:44.860 --> 00:10:47.860]  因為到了青少年不同的階段
[00:10:47.860 --> 00:10:48.860]  年輕人也會這樣說
[00:10:48.860 --> 00:10:50.860]  你有沒有聽我說話
[00:10:50.860 --> 00:10:51.860]  現在我女兒也是這樣
[00:10:51.860 --> 00:10:53.860]  快點來聽我說話
[00:10:53.860 --> 00:10:55.860]  她有很多事情很想跟別人說
[00:10:55.860 --> 00:10:56.860]  很想跟別人分享
[00:10:56.860 --> 00:10:58.860]  有時做了很多事情覺得
[00:10:58.860 --> 00:11:02.860]  做完好像沒什麼功效
[00:11:02.860 --> 00:11:03.860]  屋子可以維持
[00:11:03.860 --> 00:11:05.860]  但家人呢,能不能維持呢
[00:11:05.860 --> 00:11:07.860]  在我們跟別人的關係裡
[00:11:07.860 --> 00:11:11.860]  有沒有學會一種聆聽
[00:11:11.860 --> 00:11:13.860]  或者突然回到你
[00:11:13.860 --> 00:11:18.860]  你有沒有聆聽到身邊人的心聲
[00:11:18.860 --> 00:11:21.860]  最近我們也有討論在五間團
[00:11:21.860 --> 00:11:23.860]  我不認識誰,我不認識誰
[00:11:23.860 --> 00:11:25.860]  其實這裡只有很少人
[00:11:25.860 --> 00:11:27.860]  原來大家都不認識另外的人
[00:11:27.860 --> 00:11:28.860]  名字也叫不出
[00:11:28.860 --> 00:11:30.860]  說到名字也不知道是誰
[00:11:30.860 --> 00:11:31.860]  接著再說深一點
[00:11:31.860 --> 00:11:32.860]  其實他有什麼需要
[00:11:32.860 --> 00:11:33.860]  你知不知道
[00:11:33.860 --> 00:11:34.860]  不知道,我根本不認識他
[00:11:34.860 --> 00:11:35.860]  怎麼知道他有什麼需要
[00:11:35.860 --> 00:11:37.860]  我鼓勵弟兄姊妹
[00:11:37.860 --> 00:11:39.860]  起碼跟你同年紀同性別的人
[00:11:39.860 --> 00:11:41.860]  嘗試認識一下他
[00:11:41.860 --> 00:11:42.860]  由那裡去到那裡
[00:11:42.860 --> 00:11:44.860]  也只是走十步就到了
[00:11:44.860 --> 00:11:46.860]  大步一點,十步就到了
[00:11:46.860 --> 00:11:47.860]  不是那麼遙遠
[00:11:47.860 --> 00:11:50.860]  不過有時候我們不知道別人的苦情
[00:11:50.860 --> 00:11:55.860]  因為我們跟別人的生命很遙遠
[00:11:55.860 --> 00:11:58.860]  在家庭裡,在教會裡
[00:11:58.860 --> 00:12:01.860]  我們也需要彼此的聆聽
[00:12:01.860 --> 00:12:04.860]  為對方著想
[00:12:04.860 --> 00:12:07.860]  去看看對方的命定是什麼
[00:12:07.860 --> 00:12:09.860]  看看他的恩賜財幹是什麼
[00:12:09.860 --> 00:12:11.860]  讓他去發揮
[00:12:11.860 --> 00:12:13.860]  為了對方去加值增值
[00:12:13.860 --> 00:12:15.860]  好像一張八達通沒了錢就增值
[00:12:15.860 --> 00:12:18.860]  有些自動增值,有些真的用一百塊去增值
[00:12:18.860 --> 00:12:20.860]  為了對方去增值
[00:12:20.860 --> 00:12:24.860]  你看一下這個不是很大的群眾
[00:12:24.860 --> 00:12:25.860]  這個會眾
[00:12:25.860 --> 00:12:26.860]  大家看看好不好
[00:12:26.860 --> 00:12:27.860]  你看一下所有人
[00:12:27.860 --> 00:12:29.860]  你嘗試看一下所有人
[00:12:29.860 --> 00:12:31.860]  你嘗試看一下所有人
[00:12:31.860 --> 00:12:33.860]  你認不認識他
[00:12:33.860 --> 00:12:35.860]  你知不知道他是誰
[00:12:35.860 --> 00:12:36.860]  你知不知道他有什麼需要
[00:12:36.860 --> 00:12:39.860]  他有沒有那種吶喊在他生命裡
[00:12:39.860 --> 00:12:41.860]  我家庭很多的需要
[00:12:41.860 --> 00:12:42.860]  我父母病患
[00:12:42.860 --> 00:12:45.860]  我兒女很多的需要
[00:12:45.860 --> 00:12:46.860]  很不長進
[00:12:46.860 --> 00:12:47.860]  很痛苦
[00:12:47.860 --> 00:12:49.860]  我經濟有些張力
[00:12:49.860 --> 00:12:51.860]  我的學業有些困難
[00:12:51.860 --> 00:12:56.860]  我的工作有一定的不順暢的地方
[00:12:56.860 --> 00:12:59.860]  你有沒有聆聽
[00:12:59.860 --> 00:13:01.860]  還是我聽不到
[00:13:01.860 --> 00:13:04.860]  神是聆聽的上帝
[00:13:04.860 --> 00:13:05.860]  在聖經裡面
[00:13:05.860 --> 00:13:09.860]  其中另外一個經文比我深刻一點就是
[00:13:09.860 --> 00:13:12.860]  以實瑪利
[00:13:12.860 --> 00:13:16.860]  以實瑪利是一個很特別的兒子
[00:13:16.860 --> 00:13:18.860]  阿伯拉罕生了他是長子
[00:13:18.860 --> 00:13:22.860]  但是後來生回一個正室的大兒子的時候
[00:13:22.860 --> 00:13:25.860]  以實瑪利和他媽媽下甲就被趕離開了
[00:13:25.860 --> 00:13:29.860]  不過神一早就知道他們面對的苦情
[00:13:29.860 --> 00:13:32.860]  所以改了一個名字叫做聽見
[00:13:32.860 --> 00:13:33.860]  神聽見
[00:13:33.860 --> 00:13:35.860]  後來他真的被趕了出去
[00:13:35.860 --> 00:13:37.860]  在那裡差不多死了
[00:13:37.860 --> 00:13:38.860]  兩個相對而泣
[00:13:38.860 --> 00:13:40.860]  神再接聽到
[00:13:40.860 --> 00:13:42.860]  他的父親給了一袋餅
[00:13:42.860 --> 00:13:44.860]  給了一點水就趕他們走
[00:13:44.860 --> 00:13:47.860]  在一個半沙漠的地方根本不生存到多久
[00:13:47.860 --> 00:13:50.860]  但是神賜了一個水井給他們
[00:13:50.860 --> 00:13:51.860]  神聽見
[00:13:51.860 --> 00:13:53.860]  賜了豐富的資源給他們
[00:13:53.860 --> 00:13:56.860]  聽見就是祝福對方
[00:13:56.860 --> 00:13:57.860]  去幫助對方
[00:13:57.860 --> 00:13:59.860]  在聖經裡面一而再的強調
[00:13:59.860 --> 00:14:03.860]  神聽見有需要的人的呼聲
[00:14:03.860 --> 00:14:04.860]  被俘虜的
[00:14:04.860 --> 00:14:05.860]  被囚禁的
[00:14:05.860 --> 00:14:06.860]  失去自由的
[00:14:06.860 --> 00:14:08.860]  人生迷失方向的
[00:14:08.860 --> 00:14:09.860]  沒有資源的
[00:14:09.860 --> 00:14:10.860]  缺乏的
[00:14:10.860 --> 00:14:11.860]  落在貧窮裡
[00:14:11.860 --> 00:14:12.860]  落在戰禍的當中
[00:14:12.860 --> 00:14:14.860]  心靈迷失的
[00:14:14.860 --> 00:14:15.860]  失喪的
[00:14:15.860 --> 00:14:16.860]  上帝聽見
[00:14:16.860 --> 00:14:19.860]  這種聽見是有行動的
[00:14:19.860 --> 00:14:21.860]  聽見就好像剛才說到
[00:14:21.860 --> 00:14:23.860]  大部分是人聽見神
[00:14:23.860 --> 00:14:24.860]  是一種信服
[00:14:24.860 --> 00:14:26.860]  有回應的聽見
[00:14:26.860 --> 00:14:27.860]  而上帝聽到的人
[00:14:27.860 --> 00:14:29.860]  都是同樣有行動的
[00:14:29.860 --> 00:14:31.860]  並不是聽完就算
[00:14:31.860 --> 00:14:33.860]  就好像剛才我們說
[00:14:33.860 --> 00:14:37.860]  I have heard you loud and clear
[00:14:37.860 --> 00:14:39.860]  不過可能不是真的這樣
[00:14:39.860 --> 00:14:40.860]  只是說是這樣
[00:14:40.860 --> 00:14:42.860]  究竟我們聽不聽到
[00:14:42.860 --> 00:14:44.860]  別人的心聲
[00:14:44.860 --> 00:14:46.860]  還是我們每天都懷疑自己
[00:14:46.860 --> 00:14:48.860]  我自己的東西就很需要
[00:14:48.860 --> 00:14:50.860]  很集中在自己的身上
[00:14:50.860 --> 00:14:51.860]  我明白
[00:14:51.860 --> 00:14:52.860]  我聽到
[00:14:52.860 --> 00:14:54.860]  看重的都是自己的需要
[00:14:54.860 --> 00:14:56.860]  但是別人的需要
[00:14:56.860 --> 00:14:59.860]  有沒有看到、聽到
[00:14:59.860 --> 00:15:02.860]  這也反映我們禱告的生活裡面
[00:15:02.860 --> 00:15:05.860]  禱告裡面常常都是為了自己的祈求
[00:15:05.860 --> 00:15:07.860]  因為我們都不明白別人的需要
[00:15:07.860 --> 00:15:08.860]  我們聽不到別人的需要
[00:15:08.860 --> 00:15:11.860]  根本就沒有了解別人的需要
[00:15:11.860 --> 00:15:13.860]  你怎麼會知道呢?
[00:15:13.860 --> 00:15:14.860]  你怎麼可以禱告呢?
[00:15:14.860 --> 00:15:16.860]  我們需要聆聽
[00:15:16.860 --> 00:15:18.860]  多問兩句
[00:15:18.860 --> 00:15:19.860]  多了解兩句
[00:15:19.860 --> 00:15:20.860]  我不認識你
[00:15:20.860 --> 00:15:22.860]  你回來多久了?你是哪位?
[00:15:22.860 --> 00:15:23.860]  或者去到街邊
[00:15:23.860 --> 00:15:25.860]  去到社區的當中
[00:15:25.860 --> 00:15:27.860]  去到鄰舍的裡面
[00:15:27.860 --> 00:15:29.860]  都是聽見
[00:15:29.860 --> 00:15:31.860]  第三
[00:15:31.860 --> 00:15:33.860]  還有他工作請求的時間
[00:15:33.860 --> 00:15:35.860]  因為在經文裡面提到
[00:15:35.860 --> 00:15:37.860]  是經過了幾百年
[00:15:37.860 --> 00:15:39.860]  《春埃及記》十二章這裡說到
[00:15:39.860 --> 00:15:42.860]  以色列人住在埃及四百三十年
[00:15:42.860 --> 00:15:44.860]  在剛剛滿四百三十年那一天
[00:15:44.860 --> 00:15:48.860]  耶和華的軍隊從埃及地出來
[00:15:48.860 --> 00:15:51.860]  被牢籠了四百三十年
[00:15:51.860 --> 00:15:54.860]  《史唐傳》說了四百年
[00:15:54.860 --> 00:15:55.860]  是一個約數
[00:15:55.860 --> 00:15:58.860]  應該照舊約
[00:15:58.860 --> 00:16:04.860]  是比較準確的說到四百三十年
[00:16:04.860 --> 00:16:05.860]  在聖經裡面
[00:16:05.860 --> 00:16:09.860]  大家知道四十這個字眼是一個
[00:16:09.860 --> 00:16:11.860]  試驗試探的日子
[00:16:11.860 --> 00:16:13.860]  故此在摩西人生裡面
[00:16:13.860 --> 00:16:15.860]  有幾個四十年
[00:16:15.860 --> 00:16:16.860]  第一個四十年
[00:16:16.860 --> 00:16:18.860]  做了一個埃及的王子
[00:16:18.860 --> 00:16:20.860]  學習了很多鍛鍊
[00:16:20.860 --> 00:16:22.860]  不過他第一個測試
[00:16:22.860 --> 00:16:24.860]  有一點肥佬
[00:16:24.860 --> 00:16:25.860]  勸交
[00:16:25.860 --> 00:16:28.860]  殺死一個人然後要著草走路
[00:16:28.860 --> 00:16:29.860]  第二個四十年
[00:16:29.860 --> 00:16:32.860]  在曠野裡面去牧羊
[00:16:32.860 --> 00:16:37.860]  去做一些不是那麼輝煌的工作
[00:16:37.860 --> 00:16:38.860]  以他的鍛鍊來說
[00:16:38.860 --> 00:16:40.860]  以他的背景訓練
[00:16:40.860 --> 00:16:42.860]  絕對可以做大將軍
[00:16:42.860 --> 00:16:44.860]  或者他是王子
[00:16:44.860 --> 00:16:46.860]  可以言語
[00:16:46.860 --> 00:16:51.860]  他的功能力去掌管一些軍隊
[00:16:51.860 --> 00:16:53.860]  絕對沒有問題
[00:16:53.860 --> 00:16:56.860]  但是神給他的鍛鍊是四十年在曠野
[00:16:56.860 --> 00:16:58.860]  最後的四十年
[00:16:58.860 --> 00:16:59.860]  都是在曠野
[00:16:59.860 --> 00:17:02.860]  帶著以色列文是一個迷失的一代
[00:17:02.860 --> 00:17:04.860]  在曠野裡面走了四十年
[00:17:04.860 --> 00:17:06.860]  對他也是一個考驗
[00:17:06.860 --> 00:17:08.860]  對他的脾性
[00:17:08.860 --> 00:17:09.860]  對他忍耐的能力
[00:17:09.860 --> 00:17:11.860]  領袖的訓練
[00:17:11.860 --> 00:17:13.860]  都是一種考驗
[00:17:13.860 --> 00:17:18.860]  所以四十或四百都是一種考驗
[00:17:18.860 --> 00:17:20.860]  在他兩次上到西乃山
[00:17:20.860 --> 00:17:21.860]  都是四十天
[00:17:21.860 --> 00:17:22.860]  都是一種考驗
[00:17:22.860 --> 00:17:25.860]  對以色列文的考驗
[00:17:25.860 --> 00:17:26.860]  他上了山
[00:17:26.860 --> 00:17:27.860]  那些人就說沒有領袖
[00:17:27.860 --> 00:17:29.860]  我們的領袖消失了
[00:17:29.860 --> 00:17:30.860]  沒有人
[00:17:30.860 --> 00:17:32.860]  那我們自己弄一個金牛獨
[00:17:32.860 --> 00:17:36.860]  所以阿倫就失敗了
[00:17:36.860 --> 00:17:38.860]  跟他們做了一個金牛獨
[00:17:38.860 --> 00:17:40.860]  在我們人生裡面
[00:17:40.860 --> 00:17:42.860]  其實都有很多的考驗
[00:17:42.860 --> 00:17:44.860]  很多的等候
[00:17:44.860 --> 00:17:47.860]  很多的預備功夫
[00:17:47.860 --> 00:17:53.860]  兄弟姐妹你們有沒有走過這些考驗的日子?
[00:17:53.860 --> 00:17:57.860]  當你越不願意被神去考驗的時候
[00:17:57.860 --> 00:17:58.860]  你每一次肥佬
[00:17:58.860 --> 00:18:00.860]  又加長一個時期
[00:18:00.860 --> 00:18:01.860]  又要考多一次
[00:18:01.860 --> 00:18:03.860]  就正如有些人考車
[00:18:03.860 --> 00:18:04.860]  不知道考了多少次
[00:18:04.860 --> 00:18:07.860]  不知道有誰成績比較高
[00:18:07.860 --> 00:18:09.860]  考了很多次車
[00:18:09.860 --> 00:18:11.860]  我聽過有些人考了十次八次
[00:18:11.860 --> 00:18:13.860]  都有
[00:18:13.860 --> 00:18:16.860]  我就比較少一點
[00:18:16.860 --> 00:18:18.860]  不過不要說我牙刷
[00:18:18.860 --> 00:18:19.860]  我考了一次就考到
[00:18:19.860 --> 00:18:20.860]  開貨車
[00:18:20.860 --> 00:18:22.860]  我學了十八個小時
[00:18:22.860 --> 00:18:23.860]  十八個小時就考到
[00:18:23.860 --> 00:18:24.860]  很勉強地考到
[00:18:24.860 --> 00:18:25.860]  原本肥佬的
