
[00:00:00.000 --> 00:00:02.000]  主要是我們等了很久
[00:05:39.000 --> 00:05:41.000]  於是我們會說
[00:05:41.000 --> 00:05:45.000]  我們作為一個不可殺人的這條誡命
[00:05:45.000 --> 00:05:48.000]  背後的意思就是我們要保衛生命
[00:05:48.000 --> 00:05:52.000]  我們從最年幼的 我們要保護年幼的
[00:05:52.000 --> 00:05:56.000]  當然是媽媽抱腹裏面的嬰孩
[00:05:56.000 --> 00:05:59.000]  到最年長的 快將老死的人
[00:05:59.000 --> 00:06:01.000]  我們都要保衛
[00:06:01.000 --> 00:06:04.000]  於是作為基督徒 我們反對墮胎
[00:06:04.000 --> 00:06:06.000]  我們反對安樂死
[00:06:06.000 --> 00:06:09.000]  因為這個是上主的命令
[00:06:09.000 --> 00:06:13.000]  甚至有人再進一步
[00:06:13.000 --> 00:06:16.000]  他說所有的基督徒其實都應該是
[00:06:16.000 --> 00:06:20.000]  和平主義者 pacifist 的意思就是說
[00:06:20.000 --> 00:06:23.000]  我們不會使用任何的暴力
[00:06:23.000 --> 00:06:25.000]  我們不會用武器
[00:06:25.000 --> 00:06:27.000]  我們不會參軍
[00:06:27.000 --> 00:06:29.000]  我們不會參加戰爭
[00:06:29.000 --> 00:06:33.000]  我們也都不贊同有死刑
[00:06:33.000 --> 00:06:37.000]  這樣說來好像是很清晰的
[00:06:37.000 --> 00:06:39.000]  第六屆的應用
[00:06:39.000 --> 00:06:42.000]  然而當你翻閱舊約聖經的時候
[00:06:42.000 --> 00:06:46.000]  你會讀到很多有關聖戰和殺戮
[00:06:46.000 --> 00:06:50.000]  當中有各種各樣的天災人禍
[00:06:50.000 --> 00:06:52.000]  全部都是出於上帝
[00:06:52.000 --> 00:06:55.000]  於是你發現聖經裏面的上帝
[00:06:55.000 --> 00:07:00.000]  他好像是容許有殺人的發生
[00:07:00.000 --> 00:07:04.000]  因此不可殺人其實並不代表
[00:07:04.000 --> 00:07:07.000]  在任何情況之下都不可殺人
[00:07:07.000 --> 00:07:13.000]  於是我們要重新去理解這個解明
[00:07:13.000 --> 00:07:16.000]  另一方面聖經學者告訴我們
[00:07:16.000 --> 00:07:19.000]  在希伯來文裏面至少有八個不同的動詞
[00:07:19.000 --> 00:07:23.000]  去形容攻擊殺害的動作
[00:07:23.000 --> 00:07:28.000]  在這裏作者揀選了一個很獨特的希伯來文
[00:07:28.000 --> 00:07:30.000]  叫Razzaat
[00:07:30.000 --> 00:07:35.000]  用Razzaat來代表不可殺人這條解明
[00:07:35.000 --> 00:07:39.000]  Razzaat所代表的不是在戰場上的殺戮
[00:07:39.000 --> 00:07:42.000]  亦都不是代表在一個公義審判裏面
[00:07:42.000 --> 00:07:47.000]  有個人被判死刑的那種死亡
[00:07:47.000 --> 00:07:50.000]  Razzaat所代表的是一個惡人
[00:07:50.000 --> 00:07:55.000]  對無辜的異人有預謀的殺害
[00:07:55.000 --> 00:08:01.000]  於是一個更恰當的翻譯可能是這樣
[00:08:01.000 --> 00:08:04.000]  不可不義殺人
[00:08:04.000 --> 00:08:07.000]  不是不可殺人那麼簡單
[00:08:07.000 --> 00:08:10.000]  而是不可不義地去殺人
[00:08:10.000 --> 00:08:12.000]  有了這個定義之後
[00:08:12.000 --> 00:08:14.000]  我們可以繼續去思想
[00:08:14.000 --> 00:08:18.000]  不可殺人在十誡裏面的位置
[00:08:18.000 --> 00:08:22.000]  很多人會將十誡分為兩半
[00:08:22.000 --> 00:08:25.000]  頭一半是盡心愛神
[00:08:25.000 --> 00:08:28.000]  後一半是盡心愛人
[00:08:28.000 --> 00:08:31.000]  但其實又不是那麼簡單
[00:08:31.000 --> 00:08:35.000]  是不是前面那四個誡命
[00:08:35.000 --> 00:08:37.000]  五個誡命就是愛神
[00:08:37.000 --> 00:08:41.000]  後面那五個六個誡命就是愛人
[00:08:41.000 --> 00:08:43.000]  其實又不是那麼簡單
[00:08:43.000 --> 00:08:48.000]  正如之前我們研讀第五誡孝敬父母的時候
[00:08:48.000 --> 00:08:50.000]  我們發現一樣很獨特的東西
[00:08:50.000 --> 00:08:54.000]  表面上誡命的對象是地上的父母
[00:08:54.000 --> 00:08:56.000]  你們當孝敬父母
[00:08:56.000 --> 00:08:58.000]  接著我們就停了
[00:08:58.000 --> 00:09:03.000]  但是當你去整全的去演繹第五誡的時候
[00:09:03.000 --> 00:09:08.000]  你會發現實際上真正要孝敬的不是父母是上帝
[00:09:08.000 --> 00:09:13.000]  要把重量放在上帝話語之上
[00:09:13.000 --> 00:09:17.000]  這樣看來無論是在第五誡或者第六誡
[00:09:17.000 --> 00:09:22.000]  第七誡 第八誡很有可能都是關於盡心愛神
[00:09:22.000 --> 00:09:28.000]  而你不可以將每條誡命跟盡心愛神這個主題分開
[00:09:28.000 --> 00:09:33.000]  所有的誡命其實都是互相的連貫
[00:09:33.000 --> 00:09:37.000]  接著第一個誡命去行
[00:09:37.000 --> 00:09:39.000]  好像一個多字的火車
[00:09:39.000 --> 00:09:40.000]  有個火車頭
[00:09:40.000 --> 00:09:42.000]  火車頭就是第一個誡命
[00:09:42.000 --> 00:09:44.000]  除我以外 別無他神
[00:09:44.000 --> 00:09:50.000]  接著其他九個卡車全部都是跟著這個火車頭而走
[00:09:50.000 --> 00:09:53.000]  於是我們回到十誡裏面
[00:09:53.000 --> 00:09:55.000]  除我以外 不可有別的神
[00:09:55.000 --> 00:09:59.000]  接著第二誡 不可為自己雕塑偶像
[00:09:59.000 --> 00:10:00.000]  雕刻偶像
[00:10:00.000 --> 00:10:03.000]  第三誡 不可妄清堯華上帝的名
[00:10:03.000 --> 00:10:07.000]  第四誡 當紀念安息日 守為聖日
[00:10:07.000 --> 00:10:13.000]  接著第五誡 當孝敬父母 是這日子得而長久
[00:10:13.000 --> 00:10:16.000]  正如我之前不斷的強調
[00:10:16.000 --> 00:10:20.000]  十誡可以被總結為一神九誡
[00:10:20.000 --> 00:10:23.000]  就是第一誡 別無他神
[00:10:23.000 --> 00:10:30.000]  接著再加上九個圍繞著上帝關乎盡心愛神的注腳
[00:10:30.000 --> 00:10:37.000]  即是我們不應該將十條誡命分為愛神和愛人的兩部份
[00:10:37.000 --> 00:10:43.000]  而是每一條誡命其實都是叫我們去盡心愛神
[00:10:43.000 --> 00:10:48.000]  如果第五條誡命是叫我們盡心愛神的話
[00:10:48.000 --> 00:10:51.000]  那麼有沒有可能去到第六條的誡命
[00:10:51.000 --> 00:10:55.000]  其實都是在說要我們盡心愛神
[00:10:55.000 --> 00:10:59.000]  因為第六條誡命和第五條誡命是緊緊相扣
[00:10:59.000 --> 00:11:03.000]  和之前幾個卡車都是緊緊相扣
[00:11:03.000 --> 00:11:07.000]  他們都是跟緊同一個火車頭 那個火車頭是
[00:11:07.000 --> 00:11:11.000]  除我意外不可有別的神
[00:11:11.000 --> 00:11:15.000]  我想將第五誡幫你放大
[00:11:15.000 --> 00:11:19.000]  去幫你溫習我們在研讀第五誡的時候
[00:11:19.000 --> 00:11:23.000]  發現最後的結果是怎樣
[00:11:23.000 --> 00:11:28.000]  第五誡是當孝敬父母 使你這日子長久
[00:11:28.000 --> 00:11:31.000]  將你將它擴展放大的時候
[00:11:31.000 --> 00:11:33.000]  它應該是這樣的
[00:11:33.000 --> 00:11:37.000]  當孝敬耶和華 把重量給你父母的話
[00:11:37.000 --> 00:11:42.000]  就是敬畏上帝教導你上帝華語的父母
[00:11:42.000 --> 00:11:46.000]  使你在應許之地 家南地
[00:11:46.000 --> 00:11:49.000]  日子得而長久
[00:11:49.000 --> 00:11:51.000]  表面上第五誡是叫你孝敬父母
[00:11:51.000 --> 00:11:54.000]  孝敬的意思是給你父母重量
[00:11:54.000 --> 00:11:57.000]  給你父母教你的東西重量
[00:11:57.000 --> 00:11:59.000]  但實際上重要的地方是
[00:11:59.000 --> 00:12:02.000]  它假設你父母是敬畏上帝的父母
[00:12:02.000 --> 00:12:07.000]  假設你父母每天很努力地教導你上帝華語
[00:12:07.000 --> 00:12:10.000]  於是叫你將重量放在父母的說話
[00:12:10.000 --> 00:12:14.000]  其實就是叫你將重量放在上帝的說話裏面
[00:12:14.000 --> 00:12:18.000]  當你將重量放在上帝的說話裏面
[00:12:18.000 --> 00:12:22.000]  你就會在這應許之地日子得而長久
[00:12:22.000 --> 00:12:27.000]  我們知道以色列人沒有在那個地方得而長久
[00:12:27.000 --> 00:12:30.000]  他們被放逐去了巴比倫
[00:12:30.000 --> 00:12:31.000]  為甚麼呢
[00:12:31.000 --> 00:12:37.000]  因為他們沒有將重量放在上帝的說話裏面
[00:12:37.000 --> 00:12:39.000]  如果這個是第五誡的圖畫
[00:12:39.000 --> 00:12:43.000]  我們問第六誡不可殺人
[00:12:43.000 --> 00:12:46.000]  又是一幅怎樣的圖畫呢
[00:12:46.000 --> 00:12:47.000]  我給大家一個答案
[00:12:47.000 --> 00:12:52.000]  如果有人問我第六誡所勾畫的圖畫是一個怎樣的圖畫呢
[00:12:52.000 --> 00:12:54.000]  這個是我的答案
[00:12:54.000 --> 00:12:56.000]  圖畫是這樣
[00:12:56.000 --> 00:13:01.000]  不可不義謀害愛上帝的義人
[00:13:01.000 --> 00:13:06.000]  不可不義地謀害愛上帝的義人
[00:13:06.000 --> 00:13:07.000]  可能有人會問
[00:13:07.000 --> 00:13:12.000]  林牧師你怎樣去想到這幅圖畫
[00:13:12.000 --> 00:13:14.000]  你的靈感從哪裏來
[00:13:14.000 --> 00:13:17.000]  我的答案是我的靈感從聖經而來
[00:13:17.000 --> 00:13:23.000]  我的靈感從人類歷史中第一個謀殺案而來
[00:13:23.000 --> 00:13:27.000]  第一個謀殺案發生在《創世紀》第四章
[00:13:27.000 --> 00:13:30.000]  該引亞伯的故事
[00:13:30.000 --> 00:13:34.000]  原來當以色列人想到第六誡的時候不可殺人的時候
[00:13:34.000 --> 00:13:37.000]  他們很自然地會想起一個故事
[00:13:37.000 --> 00:13:39.000]  你想想你小時候
[00:13:39.000 --> 00:13:40.000]  我媽媽已經教你那個故事
[00:13:40.000 --> 00:13:42.000]  跟著你讀到《出埃及記》
[00:13:42.000 --> 00:13:44.000]  你第六誡的時候不可殺人
[00:13:44.000 --> 00:13:45.000]  跟著你立刻舉手
[00:13:45.000 --> 00:13:47.000]  我知道你在講甚麼
[00:13:47.000 --> 00:13:49.000]  你在講那個故事
[00:13:49.000 --> 00:13:52.000]  那個故事不是香港十大謀殺案
[00:13:52.000 --> 00:13:56.000]  那個故事是聖經裏面第一個謀殺案
[00:13:56.000 --> 00:13:59.000]  人類歷史裏面第一個謀殺案
[00:13:59.000 --> 00:14:03.000]  那個故事是該引和亞伯的故事
[00:14:03.000 --> 00:14:04.000]  是一個怎樣的故事
[00:14:04.000 --> 00:14:09.000]  不可不以謀害愛上帝的義人的故事
[00:14:09.000 --> 00:14:14.000]  我帶你去看看《創世紀》該引亞伯的故事
[00:14:14.000 --> 00:14:16.000]  《創世紀》第四章第一節
[00:14:16.000 --> 00:14:20.000]  夏娃懷孕生了該引
[00:14:20.000 --> 00:14:23.000]  他有生了該引的弟弟亞伯
[00:14:23.000 --> 00:14:25.000]  亞伯是牧羊的
[00:14:25.000 --> 00:14:28.000]  該引是耕地的
[00:14:28.000 --> 00:14:29.000]  過了一些日子
[00:14:29.000 --> 00:14:34.000]  該引拿地裡的出產為貢物獻給耶和華
[00:14:34.000 --> 00:14:42.000]  亞伯也把投生的和羊的脂肪獻賞給耶和華
[00:14:42.000 --> 00:14:45.000]  這個是人類墮落之後的第二代
[00:14:45.000 --> 00:14:47.000]  感謝主
[00:14:47.000 --> 00:14:50.000]  兩個都是信義代
[00:14:50.000 --> 00:14:53.000]  你會發現無論是該引或亞伯
[00:14:53.000 --> 00:14:55.000]  兩個都獻祭給上帝
[00:14:55.000 --> 00:14:56.000]  兩個都認識上帝
[00:14:56.000 --> 00:14:59.000]  雖然他們不在伊甸園裏面
[00:14:59.000 --> 00:15:00.000]  被趕出伊甸園
[00:15:00.000 --> 00:15:03.000]  然而在伊甸園的門口
[00:15:03.000 --> 00:15:06.000]  這兩個第二代是信義代
[00:15:06.000 --> 00:15:07.000]  他們認識上帝
[00:15:07.000 --> 00:15:10.000]  他們獻祭給耶和華
[00:15:10.000 --> 00:15:12.000]  然而他們的獻祭當中
[00:15:12.000 --> 00:15:15.000]  有一個很獨特的分別
[00:15:15.000 --> 00:15:18.000]  該引是耕地的
[00:15:18.000 --> 00:15:22.000]  他拿出地裡的出產獻給耶和華
[00:15:22.000 --> 00:15:25.000]  亞伯是牧羊的
[00:15:25.000 --> 00:15:31.000]  他把羊群中的投生和羊的脂肪獻給上帝
[00:15:31.000 --> 00:15:33.000]  你看不看到這個分別
[00:15:33.000 --> 00:15:34.000]  分別在哪裏
[00:15:34.000 --> 00:15:38.000]  一個給投生和羊的肥高
[00:15:38.000 --> 00:15:40.000]  你今天給我肥高當然不好
[00:15:40.000 --> 00:15:43.000]  你看低我你才給我肥高
[00:15:43.000 --> 00:15:46.000]  但是什麼叫做將脂肪給上帝
[00:15:46.000 --> 00:15:49.000]  將最好的給上帝
[00:15:49.000 --> 00:15:55.000]  這個阿伯他想了他要將他出產
[00:15:55.000 --> 00:15:59.000]  他所有的最好的投生和脂肪給上帝
[00:15:59.000 --> 00:16:02.000]  另外一個都有獻祭
[00:16:02.000 --> 00:16:05.000]  但是他在地裡拿了些東西給上帝
[00:16:05.000 --> 00:16:09.000]  他沒有拿初熟的果子
[00:16:09.000 --> 00:16:12.000]  如果你看他英文其實就很清晰
[00:16:12.000 --> 00:16:15.000]  因為英文的投生叫First Born
[00:16:15.000 --> 00:16:18.000]  First Born應該對比First Fruits
[00:16:18.000 --> 00:16:21.000]  First Fruits就是初熟的果子
[00:16:21.000 --> 00:16:23.000]  應該First Born對First Fruits
[00:16:23.000 --> 00:16:25.000]  然而有一個給First Born
[00:16:25.000 --> 00:16:27.000]  另外一個沒有給First Fruits
[00:16:27.000 --> 00:16:29.000]  只是給Some Fruits
[00:16:29.000 --> 00:16:32.000]  你看到兩個人的對比
[00:16:32.000 --> 00:16:36.000]  原來阿伯是真信的二代
[00:16:36.000 --> 00:16:40.000]  而該引是不信的二代
[00:16:40.000 --> 00:16:42.000]  但是我想倒過來
[00:16:42.000 --> 00:16:44.000]  該人就不應該叫他不信二代
[00:16:44.000 --> 00:16:47.000]  叫他做未信二代
[00:16:47.000 --> 00:16:48.000]  他還未信
[00:16:48.000 --> 00:16:50.000]  但是他有機會信
[00:16:50.000 --> 00:16:53.000]  而且耶和華很想他信
[00:16:53.000 --> 00:16:55.000]  我們怎麼知道
[00:16:55.000 --> 00:17:01.000]  因為接下來耶和華要找該人向他說話
[00:17:01.000 --> 00:17:04.000]  叫他悔改相信
[00:17:04.000 --> 00:17:08.000]  《創世紀》第四章第四節
[00:17:08.000 --> 00:17:11.000]  耶和華看中了阿伯和他的共物
[00:17:11.000 --> 00:17:12.000]  當然是最好的
[00:17:12.000 --> 00:17:15.000]  耶和華看不中該引和他的共物
[00:17:15.000 --> 00:17:17.000]  不是不夠好的問題
[00:17:17.000 --> 00:17:23.000]  而是共物反映了他自己心裡的狀態
[00:17:23.000 --> 00:17:26.000]  當耶和華看中看不中的時候
[00:17:26.000 --> 00:17:27.000]  不是代表耶和華喜悅一個
[00:17:27.000 --> 00:17:29.000]  耶和華厭惡另一個
[00:17:29.000 --> 00:17:31.000]  而是耶和華喜悅一個
[00:17:31.000 --> 00:17:33.000]  耶和華擔心另一個
[00:17:33.000 --> 00:17:35.000]  耶和華看不中耶和華
[00:17:35.000 --> 00:17:37.000]  知道該引的心有問題
[00:17:37.000 --> 00:17:39.000]  如果該引是很窮的
[00:17:39.000 --> 00:17:41.000]  只是兩文錢給耶和華
[00:17:41.000 --> 00:17:43.000]  耶和華已經開心到死
[00:17:43.000 --> 00:17:44.000]  你明不明白
[00:17:44.000 --> 00:17:47.000]  因為耶和華不是看他給他的東西
[00:17:47.000 --> 00:17:48.000]  而是看他的心
[00:17:48.000 --> 00:17:52.000]  耶和華看穿了該引的心
[00:17:52.000 --> 00:17:55.000]  耶和華為他的心而擔憂
[00:17:55.000 --> 00:17:58.000]  該引就非常生氣
[00:17:58.000 --> 00:18:00.000]  沉下念來
[00:18:00.000 --> 00:18:02.000]  耶和華對該引說
[00:18:02.000 --> 00:18:07.000]  你為什麼生氣 你為什麼沉下念來
[00:18:07.000 --> 00:18:08.000]  我們繼續讀
[00:18:08.000 --> 00:18:11.000]  第七節 你若做得對
[00:18:11.000 --> 00:18:14.000]  豈不仰起頭來嗎
[00:18:14.000 --> 00:18:18.000]  你若做得不對 罪就伏在門前
[00:18:18.000 --> 00:18:21.000]  他想要控制你 最想要控制你
[00:18:21.000 --> 00:18:25.000]  你卻必須要制伏罪
[00:18:25.000 --> 00:18:28.000]  在這裡耶和華向該引所說的話
[00:18:28.000 --> 00:18:30.000]  不是一個冷漠的警告
[00:18:30.000 --> 00:18:32.000]  我快要審判你
[00:18:32.000 --> 00:18:34.000]  如果上帝要審判他
[00:18:34.000 --> 00:18:36.000]  立即可以就地正法
[00:18:36.000 --> 00:18:40.000]  但是上帝不是一個冷漠的警告者
[00:18:40.000 --> 00:18:43.000]  他是一個恩惠的勸告者
[00:18:43.000 --> 00:18:45.000]  上帝在勸告他
[00:18:45.000 --> 00:18:47.000]  他說如果你知錯能改
[00:18:47.000 --> 00:18:48.000]  我必饒恕
[00:18:48.000 --> 00:18:51.000]  他說罪已經在你的門前
[00:18:51.000 --> 00:18:53.000]  你要控制他
[00:18:53.000 --> 00:18:55.000]  你不可以不控制他
[00:18:55.000 --> 00:18:56.000]  你不可以拒絕他
[00:18:56.000 --> 00:18:57.000]  你拒絕他
[00:18:57.000 --> 00:18:59.000]  你就可以控制他
[00:18:59.000 --> 00:19:00.000]  你不拒絕他
[00:19:00.000 --> 00:19:02.000]  你就會被罪所控制
[00:19:02.000 --> 00:19:03.000]  甚至耶和華說
[00:19:03.000 --> 00:19:04.000]  我們可以這樣思想
[00:19:04.000 --> 00:19:05.000]  耶和華跟他說
[00:19:05.000 --> 00:19:06.000]  你若呼求我
[00:19:06.000 --> 00:19:09.000]  我必來幫你
[00:19:09.000 --> 00:19:13.000]  幫你制伏你的罪
[00:19:13.000 --> 00:19:17.000]  可惜該引沒有聽上帝的話
[00:19:17.000 --> 00:19:21.000]  於是該引胡語弟弟阿伯說話
[00:19:21.000 --> 00:19:24.000]  而人正在田間的時
[00:19:24.000 --> 00:19:26.000]  該引起來
[00:19:26.000 --> 00:19:29.000]  攻擊他弟弟阿伯
[00:19:29.000 --> 00:19:31.000]  把他殺了
[00:19:31.000 --> 00:19:32.000]  我想你留意
[00:19:32.000 --> 00:19:36.000]  該引是怎樣謀殺阿伯的
[00:19:36.000 --> 00:19:38.000]  他是跟他說話
[00:19:38.000 --> 00:19:40.000]  然後將他殺了
[00:19:40.000 --> 00:19:42.000]  這個是很重要的一個線索
[00:19:42.000 --> 00:19:43.000]  因為在聖經裏面
[00:19:43.000 --> 00:19:47.000]  有另外一個人都是說話殺害
[00:19:47.000 --> 00:19:48.000]  說話殺害
[00:19:48.000 --> 00:19:49.000]  是誰
[00:19:49.000 --> 00:19:51.000]  是撒旦
[00:19:51.000 --> 00:19:53.000]  就在前一章裏面
[00:19:53.000 --> 00:19:54.000]  在伊甸園裏面
[00:19:54.000 --> 00:19:57.000]  撒旦做了一個謀殺案
[00:19:57.000 --> 00:19:58.000]  他怎樣做
[00:19:58.000 --> 00:20:00.000]  他靠說話來謀殺
[00:20:00.000 --> 00:20:03.000]  是一個說話的謀殺案
[00:20:03.000 --> 00:20:06.000]  創世紀第三章第四節
[00:20:06.000 --> 00:20:09.000]  蛇對女人說話
[00:20:09.000 --> 00:20:11.000]  你們不一定死
[00:20:11.000 --> 00:20:13.000]  因為上帝知道你們吃的日子
[00:20:13.000 --> 00:20:15.000]  眼睛就開了
[00:20:15.000 --> 00:20:18.000]  你們就像上帝一樣知善知惡
[00:20:18.000 --> 00:20:22.000]  於是女人見那棵樹好作食物
[00:20:22.000 --> 00:20:24.000]  又越人的眼目
[00:20:24.000 --> 00:20:26.000]  那樹令人歡喜
[00:20:26.000 --> 00:20:28.000]  能使人有智慧
[00:20:28.000 --> 00:20:30.000]  他就摘下果子吃了又吸了
[00:20:30.000 --> 00:20:34.000]  他一起的丈夫他也吃了
[00:20:34.000 --> 00:20:39.000]  創世紀第三章記載了兩宗謀殺案
[00:20:39.000 --> 00:20:42.000]  第一宗叫做意圖謀殺失敗了
[00:20:42.000 --> 00:20:44.000]  那個意圖謀殺是甚麼呢
[00:20:44.000 --> 00:20:47.000]  就是蛇或者撒旦
[00:20:47.000 --> 00:20:50.000]  女人跟阿當說
[00:20:50.000 --> 00:20:52.000]  如果你犯罪
[00:20:52.000 --> 00:20:54.000]  如果你不聽上帝的話
[00:20:54.000 --> 00:20:56.000]  你就可以像上帝
[00:20:56.000 --> 00:20:58.000]  意思是甚麼呢
[00:20:58.000 --> 00:21:01.000]  好像上帝那樣知道善與惡
[00:21:01.000 --> 00:21:03.000]  原來在遠古的世界裏面
[00:21:03.000 --> 00:21:07.000]  只有君王才可以有立法權
