
[00:00:00.000 --> 00:00:04.020]  轉眼間 《使徒行傳》的講章就來到第九章了
[00:07:17.880 --> 00:07:21.400]  他可能你和我都是這麼高明的
[00:07:21.400 --> 00:07:22.600]  他就說主啊
[00:07:22.600 --> 00:07:26.080]  我聽見很多人說
[00:07:26.080 --> 00:07:27.640]  訴羅啊
[00:07:27.640 --> 00:07:28.680]  不是我說的
[00:07:28.680 --> 00:07:29.720]  不是我想的
[00:07:29.720 --> 00:07:32.120]  很多人都是這樣說的
[00:07:32.120 --> 00:07:33.160]  然後呢
[00:07:33.160 --> 00:07:36.640]  他說祂以前輔待你的聖徒
[00:07:36.640 --> 00:07:39.280]  現在祂有權柄來捆綁
[00:07:39.280 --> 00:07:40.720]  求告你的人
[00:07:40.720 --> 00:07:41.680]  誰損失了
[00:07:41.680 --> 00:07:42.720]  是你損失了
[00:07:42.720 --> 00:07:45.040]  不是我啊
[00:07:45.040 --> 00:07:47.480]  聰明的阿娜尼亞
[00:07:47.480 --> 00:07:51.560]  祂的反應其實和你和我一樣
[00:07:51.560 --> 00:07:55.040]  展現著我們內心信仰
[00:07:55.040 --> 00:07:59.480]  和現實恐懼的交戰交織
[00:07:59.480 --> 00:08:01.560]  激烈的碰撞
[00:08:01.560 --> 00:08:05.800]  這種人性的自我保護邏輯
[00:08:05.800 --> 00:08:09.640]  催迫著他要提醒耶穌
[00:08:09.640 --> 00:08:12.800]  他很擔心主耶穌不知道某些訊息
[00:08:12.800 --> 00:08:14.520]  或者祂知道
[00:08:14.520 --> 00:08:16.480]  不過祂太高了
[00:08:16.480 --> 00:08:20.440]  祂不太明白我們這些平凡人的想法
[00:08:20.440 --> 00:08:21.760]  我們的邏輯
[00:08:21.760 --> 00:08:23.800]  所以祂很希望主耶穌
[00:08:23.800 --> 00:08:25.040]  我告訴你
[00:08:25.040 --> 00:08:28.400]  其他人都知道的東西
[00:08:28.400 --> 00:08:29.760]  不過
[00:08:29.760 --> 00:08:31.880]  你這個思想太無盡了
[00:08:31.880 --> 00:08:32.880]  太激進了
[00:08:32.880 --> 00:08:34.440]  不如你放棄吧
[00:08:34.440 --> 00:08:37.880]  這個計劃太冒險了
[00:08:37.880 --> 00:08:39.720]  他信靠什麼?
[00:08:39.720 --> 00:08:42.640]  他信靠的是自己的判斷
[00:08:42.640 --> 00:08:46.240]  勝過他信靠主的引領
[00:08:46.240 --> 00:08:48.920]  他的主權在哪裡?
[00:08:48.920 --> 00:08:51.080]  雖然交了出去
[00:08:51.080 --> 00:08:53.200]  但仍然握著一大半
[00:08:53.200 --> 00:08:54.520]  所以經文說
[00:08:54.520 --> 00:08:56.360]  你只管去吧
[00:08:56.360 --> 00:08:59.440]  這個命令動詞
[00:08:59.440 --> 00:09:01.480]  聖經的作者
[00:09:01.480 --> 00:09:04.240]  用了一個很巧妙的方式
[00:09:04.240 --> 00:09:06.800]  語態的轉變
[00:09:06.800 --> 00:09:10.120]  這個轉變顛覆了安娜尼亞的邏輯
[00:09:10.120 --> 00:09:13.600]  又引導她熟練生命成長
[00:09:13.600 --> 00:09:16.880]  你說什麼語態轉變?
[00:09:16.880 --> 00:09:19.000]  第十一節我們讀的時候
[00:09:19.000 --> 00:09:21.240]  不是耶穌叫她去的嗎?
[00:09:21.240 --> 00:09:25.600]  那個「去」跟十五節的「去」是同一個字
[00:09:25.600 --> 00:09:27.920]  大家都是命令動詞
[00:09:27.920 --> 00:09:29.000]  不過十一節
[00:09:29.000 --> 00:09:33.000]  他用的是被動語態
[00:09:33.000 --> 00:09:34.400]  象徵的是什麼呢?
[00:09:34.400 --> 00:09:38.760]  象徵的是安娜尼亞被動的接受命令而行動
[00:09:38.760 --> 00:09:39.720]  所以基本上
[00:09:39.720 --> 00:09:42.680]  這個是普遍性所有記錄
[00:09:42.680 --> 00:09:47.120]  一個客觀接受命令的描述
[00:09:47.120 --> 00:09:49.160]  一般都是這樣描述的
[00:09:49.160 --> 00:09:51.160]  然後到了第十五節
[00:09:51.160 --> 00:09:53.600]  他不是用被動語態
[00:09:53.600 --> 00:09:56.400]  他用的是關心語態
[00:09:56.400 --> 00:09:58.240]  語帶相關
[00:09:58.240 --> 00:09:59.560]  這個語帶相關
[00:09:59.560 --> 00:10:04.200]  如果你研讀聖經你懂得多一點元文的意思
[00:10:04.200 --> 00:10:06.400]  他可以主動也可以被動
[00:10:06.400 --> 00:10:08.600]  但是他更重要的是
[00:10:08.600 --> 00:10:11.120]  他可以關心也可以被動
[00:10:11.120 --> 00:10:12.800]  但是根據上下文
[00:10:12.800 --> 00:10:14.400]  他就一定是關心
[00:10:14.400 --> 00:10:16.320]  所以他的關心語態
[00:10:16.320 --> 00:10:19.840]  令我們知道一個接受命令者
[00:10:19.840 --> 00:10:25.880]  他需要自發、自主、自願、自動的行動
[00:10:25.880 --> 00:10:30.480]  所以他不是停在被動的被接受命令
[00:10:30.480 --> 00:10:32.480]  被動的行動
[00:10:32.480 --> 00:10:36.480]  而是他接到命令之後還要做一些事
[00:10:36.480 --> 00:10:40.760]  他需要更新他自己舊有的邏輯
[00:10:40.760 --> 00:10:44.320]  他需要消除自己的疑惑
[00:10:44.320 --> 00:10:48.520]  然後將他自己個人的主權交出來
[00:10:48.520 --> 00:10:51.280]  甘心情願動身
[00:10:51.280 --> 00:10:52.880]  所以我們說信服
[00:10:52.880 --> 00:10:55.600]  不只是交主權這麼簡單
[00:10:55.600 --> 00:10:58.280]  信服不是盲從
[00:10:58.280 --> 00:11:03.040]  信服是先有內在認同的轉變
[00:11:03.040 --> 00:11:09.000]  你才會願意、自願、參與、毀身
[00:11:09.000 --> 00:11:10.160]  我們會問
[00:11:10.160 --> 00:11:13.200]  為甚麼耶穌說你只管去呢?
[00:11:13.200 --> 00:11:16.320]  這個命令究竟想顛覆甚麼呢?
[00:11:16.320 --> 00:11:23.760]  阿拿利亞的生命又有甚麼地方需要成長和更新呢?
[00:11:23.760 --> 00:11:28.640]  首先我們從經文的內文可以看到
[00:11:28.640 --> 00:11:31.800]  最少有三重顛覆
[00:11:31.800 --> 00:11:34.960]  第一個就是我們剛剛才說過的
[00:11:34.960 --> 00:11:38.600]  就是他顛覆了我自我保護的抗拒本能
[00:11:38.600 --> 00:11:42.120]  他剛剛抗拒了、剛剛反駁了
[00:11:42.120 --> 00:11:45.880]  很聰明地呈現他的智慧
[00:11:45.880 --> 00:11:50.000]  他其實不太明白甚麼是信仰的真諦
[00:11:50.000 --> 00:11:53.000]  信仰的真諦你和我都知道的
[00:11:53.000 --> 00:11:56.000]  就是信靠神的保守
[00:11:56.000 --> 00:11:59.800]  不過很多時候我們拔出來
[00:11:59.800 --> 00:12:06.440]  然後他說我自己有一些保護自己的機制
[00:12:06.440 --> 00:12:08.120]  安全界限
[00:12:08.120 --> 00:12:11.000]  上帝你不要叫我跨出去了
[00:12:11.000 --> 00:12:12.120]  其次
[00:12:12.120 --> 00:12:16.000]  顛覆著憑眼見利定罪的習慣
[00:12:16.000 --> 00:12:17.240]  他需要學習
[00:12:17.240 --> 00:12:19.920]  神的恩典是能夠將一個罪人
[00:12:19.920 --> 00:12:24.000]  重塑成為一個神聖的器皿
[00:12:24.000 --> 00:12:25.280]  最後
[00:12:25.280 --> 00:12:27.440]  他最少還有一個顛覆
[00:12:27.440 --> 00:12:30.960]  就是誰配、誰不配的問題
[00:12:30.960 --> 00:12:34.600]  這種判斷顛覆了
[00:12:34.600 --> 00:12:41.200]  讓他知識神沉覓那個被我們判為不配的人
[00:12:41.200 --> 00:12:43.320]  並且最奇妙的
[00:12:43.320 --> 00:12:49.720]  是神差顯那些自以為不配的我們
[00:12:49.720 --> 00:12:53.280]  成為神的使者
[00:12:53.280 --> 00:12:55.280]  先是阿娜尼亞
[00:12:55.280 --> 00:12:58.440]  後是索羅
[00:12:58.440 --> 00:13:01.080]  你知道接下來是說誰吧
[00:13:01.080 --> 00:13:03.680]  是我和你
[00:13:03.680 --> 00:13:06.000]  所以今天
[00:13:06.000 --> 00:13:09.120]  神繼續的吩咐我們
[00:13:09.120 --> 00:13:11.360]  你只管去
[00:13:11.360 --> 00:13:15.400]  去接觸那個你一直想迴避的鄰舍
[00:13:15.400 --> 00:13:18.280]  去接納那個跟你價值觀會異
[00:13:18.280 --> 00:13:21.320]  令你感到不自在的親友
[00:13:21.320 --> 00:13:23.840]  去饒恕那個曾經在你生命裏面
[00:13:23.840 --> 00:13:25.760]  劃低一次又一次
[00:13:25.760 --> 00:13:28.360]  深刻的傷痕的親人
[00:13:28.360 --> 00:13:30.800]  或者弟兄姊妹
[00:13:30.800 --> 00:13:33.640]  這個正是我們按著本能
[00:13:33.640 --> 00:13:35.320]  會抗拒、會遠離
[00:13:35.320 --> 00:13:38.560]  甚至會定罪的人
[00:13:38.560 --> 00:13:42.320]  你和我生命裏面是不是不缺這些人
[00:13:42.320 --> 00:13:45.720]  有沒有人說我生命裏面沒有這些人
[00:13:45.720 --> 00:13:48.160]  有我感謝主
[00:13:48.160 --> 00:13:50.960]  不過可能是你看不見
[00:13:50.960 --> 00:13:54.800]  然而神繼續的呼召我們
[00:13:54.800 --> 00:13:57.600]  我們既然身邊充滿這些人
[00:13:57.600 --> 00:14:00.720]  我們是不是應該跨出那一步呢
[00:14:00.720 --> 00:14:02.560]  信心的步伐呢
[00:14:02.560 --> 00:14:05.000]  抑或每一次呼召臨到的時候
[00:14:05.000 --> 00:14:09.680]  我們一次又一次用阿娜尼亞的聰明
[00:14:09.680 --> 00:14:11.960]  主啊,其他人都是這樣說的
[00:14:11.960 --> 00:14:14.520]  主啊,這樣做你有傷害的
[00:14:14.520 --> 00:14:16.320]  你有損失的
[00:14:16.320 --> 00:14:18.320]  我們用很多合理的標準
[00:14:18.320 --> 00:14:19.640]  合理的理由
[00:14:19.640 --> 00:14:21.000]  作為無法信服
[00:14:21.000 --> 00:14:23.000]  無法應召
[00:14:23.000 --> 00:14:25.320]  回應上帝的呼召
[00:14:25.320 --> 00:14:29.520]  無法夢召的經驗
[00:14:29.520 --> 00:14:31.360]  弟兄姊妹
[00:14:31.360 --> 00:14:35.040]  如果我們說個人主權的顛覆
[00:14:35.040 --> 00:14:37.880]  是超越我們的抗拒
[00:14:37.880 --> 00:14:40.800]  看見神沉覓與差遣
[00:14:40.800 --> 00:14:42.680]  這樣神聖的使命
[00:14:42.680 --> 00:14:49.200]  就一定是開始在我們敢於放低自己的抵抗
[00:14:49.200 --> 00:14:57.800]  然後進而看見神正在主動地沉覓與差遣
[00:14:57.800 --> 00:14:59.680]  阿娜尼亞祂的信服
[00:14:59.680 --> 00:15:00.880]  祂的志願
[00:15:00.880 --> 00:15:02.440]  祂的甘心
[00:15:02.440 --> 00:15:04.240]  其實標誌著
[00:15:04.240 --> 00:15:07.320]  祂已經超越了祂內心的抗拒
[00:15:07.320 --> 00:15:09.640]  並且在信服裡面
[00:15:09.640 --> 00:15:12.880]  祂經歷了被神的引領
[00:15:12.880 --> 00:15:14.920]  被神的改變
[00:15:14.920 --> 00:15:19.400]  甚至生命因此而產生蛻變
[00:15:19.400 --> 00:15:22.120]  活出與祂明智相稱
[00:15:22.120 --> 00:15:24.600]  又說是因為
[00:15:24.600 --> 00:15:26.680]  成為眾人
[00:15:26.680 --> 00:15:28.320]  成為掃羅
[00:15:28.320 --> 00:15:32.320]  經歷神慈愛流通的管治
[00:15:32.320 --> 00:15:34.400]  親愛的弟兄姊妹
[00:15:34.400 --> 00:15:40.840]  神正對著你和我每一個在座的人說
[00:15:40.840 --> 00:15:47.400]  神要沉覓那個願意降服的人
[00:15:47.400 --> 00:15:48.520]  就是你
[00:15:48.520 --> 00:15:49.800]  就是我
[00:15:49.800 --> 00:15:52.320]  並且差遣你
[00:15:52.320 --> 00:15:54.000]  差遣我
[00:15:54.000 --> 00:15:55.400]  超出
[00:15:55.400 --> 00:15:58.160]  跨出我們個人的標準
[00:15:58.160 --> 00:16:00.240]  我們劃低的安恕區
[00:16:00.240 --> 00:16:02.200]  劃低的保護圈
[00:16:02.200 --> 00:16:05.120]  這是信仰旅程的第一步
[00:16:05.120 --> 00:16:06.320]  這一第一步
[00:16:06.320 --> 00:16:11.280]  是始於看見神的作為
[00:16:11.280 --> 00:16:14.560]  在進入下一個分題之前
[00:16:14.560 --> 00:16:18.200]  我覺得一定需要和大家釐清一下
[00:16:18.200 --> 00:16:20.480]  剛剛我們說過
[00:16:20.480 --> 00:16:22.880]  亞拿利亞信服
[00:16:22.880 --> 00:16:24.040]  不過我想問
[00:16:24.040 --> 00:16:26.880]  你知不知道她信服的本質是什麼
[00:16:26.880 --> 00:16:27.920]  如果我們說
[00:16:27.920 --> 00:16:31.000]  掃羅是那位破壞者
[00:16:31.000 --> 00:16:34.480]  是一個殘害教會的人
[00:16:34.480 --> 00:16:37.280]  神要亞拿利亞向她傳福音
[00:16:37.280 --> 00:16:39.360]  她怎麼理解呢
[00:16:39.360 --> 00:16:41.240]  你怎麼理解的
[00:16:41.240 --> 00:16:45.000]  可能你會理解為神愛世人
[00:16:45.000 --> 00:16:46.400]  日光照好人
[00:16:46.400 --> 00:16:48.120]  也照歹人
[00:16:48.120 --> 00:16:51.480]  所以神用公平對待壞分子
[00:16:51.480 --> 00:16:54.320]  壞人都有福音可聽
[00:16:54.320 --> 00:16:58.280]  所以神可能是這樣對亞拿利亞說的
[00:16:58.280 --> 00:17:01.240]  你去吧,我愛她
[00:17:01.240 --> 00:17:03.000]  也給她一個機會
[00:17:03.000 --> 00:17:05.120]  能夠信耶穌
[00:17:05.120 --> 00:17:08.400]  如果亞拿利亞是這樣信服
[00:17:08.400 --> 00:17:11.960]  那她只是完成一個有危險
[00:17:11.960 --> 00:17:14.880]  卻是有愛心的行動
[00:17:14.880 --> 00:17:19.520]  或者她去關懷一個神都憐憫的罪人
[00:17:19.520 --> 00:17:21.440]  這樣的信服
[00:17:21.440 --> 00:17:23.760]  對亞拿利亞的眼光
[00:17:23.760 --> 00:17:26.960]  本質上沒有任何的轉變
[00:17:26.960 --> 00:17:29.560]  在她的眼中,在她的心中
[00:17:29.560 --> 00:17:31.840]  在她的視野底下
[00:17:31.840 --> 00:17:36.760]  掃羅仍然是一個需要被憐憫的對象
[00:17:36.760 --> 00:17:38.520]  不過,接下來
[00:17:38.520 --> 00:17:41.000]  神的說話,主的說話
[00:17:41.000 --> 00:17:45.720]  卻徹底地顛覆了這種眼光
[00:17:45.720 --> 00:17:47.840]  主耶穌並沒有說
[00:17:47.840 --> 00:17:49.560]  你只管去
[00:17:49.560 --> 00:17:51.920]  因為她是一個可憐的罪人
[00:17:51.920 --> 00:17:54.200]  主耶穌說你只管去
[00:17:54.200 --> 00:17:57.120]  她是我所揀選的器皿
[00:17:57.120 --> 00:17:58.600]  這句說話
[00:17:58.600 --> 00:18:03.920]  擊碎了亞拿利亞內心那份定罪的系統
[00:18:03.920 --> 00:18:06.320]  所以我第二個分題帶來的
[00:18:06.320 --> 00:18:09.200]  是個人認知的顛覆
[00:18:09.200 --> 00:18:10.760]  超越定罪
[00:18:10.760 --> 00:18:14.240]  信任神的塑造和使用
[00:18:14.240 --> 00:18:17.320]  亞拿利亞陳述的是否事實?
[00:18:17.320 --> 00:18:19.920]  是,是事實來的
[00:18:19.920 --> 00:18:24.000]  掃羅過去的傷害是事實來的
[00:18:24.000 --> 00:18:25.680]  所以我們很多時候
[00:18:25.680 --> 00:18:29.120]  我們都實牙實齒地說
[00:18:29.120 --> 00:18:32.360]  我們憑著一個人過去的行為
[00:18:32.360 --> 00:18:34.480]  他曾經做的錯事
[00:18:34.480 --> 00:18:36.840]  為他生命的價值和本質
[00:18:36.840 --> 00:18:38.160]  雖然他未死
[00:18:38.160 --> 00:18:40.520]  但我們幫他蓋棺定論
[00:18:40.520 --> 00:18:42.480]  甚至以後
[00:18:42.480 --> 00:18:45.560]  我們持續的第二次定罪
[00:18:45.560 --> 00:18:46.880]  第三次定罪
[00:18:46.880 --> 00:18:48.400]  第四次定罪
[00:18:48.400 --> 00:18:50.840]  持續地定罪
[00:18:50.840 --> 00:18:52.080]  因此
[00:18:52.080 --> 00:18:53.680]  在亞拿利亞的眼中
[00:18:53.680 --> 00:18:55.760]  或者很多人的眼中
[00:18:55.760 --> 00:19:00.960]  是掃羅一生只配被防罰
[00:19:00.960 --> 00:19:03.160]  因為一切不忠
[00:19:03.160 --> 00:19:06.000]  後面不用說了
[00:19:06.000 --> 00:19:08.840]  若果不配
[00:19:08.840 --> 00:19:13.800]  這個想法繼續在亞拿利亞心中
[00:19:13.800 --> 00:19:17.520]  那麼掃羅的悔改之後
[00:19:17.520 --> 00:19:21.760]  他就不配被神大大地使用
[00:19:21.760 --> 00:19:24.560]  但是復活的主給宣告
[00:19:24.560 --> 00:19:27.960]  掃羅他未來的可塑性
[00:19:27.960 --> 00:19:31.520]  他將要在徹底悔改之後
[00:19:31.520 --> 00:19:34.320]  能夠為主作大事
[00:19:34.320 --> 00:19:35.520]  在這裡
[00:19:35.520 --> 00:19:39.760]  主耶穌親手撕掉
[00:19:39.760 --> 00:19:44.520]  掃羅身上惡人、壞人的標籤
[00:19:44.520 --> 00:19:46.520]  用神聖的主權
