
[00:00:00.000 --> 00:00:03.320]  我再次恭祝大家新年快樂
[00:08:20.900 --> 00:08:22.900]  為什麼我們會覺得很奇怪
[00:08:22.900 --> 00:08:25.900]  為什麼阿保羅一來到就問了這麼有趣的問題
[00:08:25.900 --> 00:08:27.900]  他問這班門徒什麼
[00:08:27.900 --> 00:08:30.900]  你信的時候你受聖靈了嗎
[00:08:30.900 --> 00:08:33.900]  很奇怪 無端端問這個問題
[00:08:33.900 --> 00:08:36.900]  有剛才背景你就明白了
[00:08:36.900 --> 00:08:41.900]  有一班門徒說我們連什麼是聖靈都沒有聽過
[00:08:41.900 --> 00:08:45.900]  阿保羅又問這樣你們所受的是什麼洗呢
[00:08:45.900 --> 00:08:47.900]  他說是約翰的洗
[00:08:47.900 --> 00:08:52.900]  阿保羅說約翰所施的洗是悔改的洗禮
[00:08:52.900 --> 00:08:56.900]  他告訴百姓 他就是指約翰
[00:08:56.900 --> 00:09:00.900]  約翰也告訴百姓應該是當時受洗的人
[00:09:00.900 --> 00:09:04.900]  告訴他們以後要來的那一位
[00:09:04.900 --> 00:09:08.900]  你們更加要信他 他就是耶穌
[00:09:08.900 --> 00:09:12.900]  這裡所說的約翰不是使徒約翰
[00:09:12.900 --> 00:09:16.900]  不要搞錯 是施洗約翰 是另一個人
[00:09:16.900 --> 00:09:19.900]  這個約翰是耶穌的先鋒
[00:09:19.900 --> 00:09:23.900]  福音書裡面每一卷都有提過他
[00:09:23.900 --> 00:09:26.900]  他所傳的信息很簡單
[00:09:26.900 --> 00:09:32.900]  一個信息就是人要悔改 洗罪得到赦免
[00:09:32.900 --> 00:09:38.900]  約翰的悔改洗禮的信息對當時的猶太人來說
[00:09:38.900 --> 00:09:42.900]  不單是猶太地區 影響應該非常深遠
[00:09:42.900 --> 00:09:48.900]  有研究說這個影響去到主後四世紀都還有
[00:09:48.900 --> 00:09:54.900]  而如果我們留意路加福音第三章的時候
[00:09:54.900 --> 00:09:58.900]  其實當中約翰 施洗約翰說
[00:09:58.900 --> 00:10:01.900]  我是要用水幫你們施洗
[00:10:01.900 --> 00:10:05.900]  但是有一位能力比我更加大的要來
[00:10:05.900 --> 00:10:08.900]  我就是幫他解鞋帶 也不配
[00:10:08.900 --> 00:10:14.900]  而他是要用聖靈和火來幫你們施洗
[00:10:14.900 --> 00:10:17.900]  這個場景出現了沒有
[00:10:17.900 --> 00:10:20.900]  在《史獨行傳》第二章
[00:10:20.900 --> 00:10:22.900]  我們現在所看的第十九章
[00:10:22.900 --> 00:10:24.900]  其實第二章已經出現了
[00:10:24.900 --> 00:10:27.900]  那個就是聖靈降臨的場景
[00:10:27.900 --> 00:10:34.900]  有火像蝕頭一樣從降臨到使徒的身上
[00:10:34.900 --> 00:10:38.900]  約翰這個洗禮很重要
[00:10:38.900 --> 00:10:47.900]  他為耶穌準備人一個悔改的心
[00:10:47.900 --> 00:10:51.900]  使人可以在他裡面先謙卑下來
[00:10:51.900 --> 00:10:55.900]  讓人懂得開放他的心去接受耶穌
[00:10:55.900 --> 00:10:58.900]  所以這個也是一個很重要的洗禮
[00:10:58.900 --> 00:11:02.900]  不過之後有一個更加重要的
[00:11:02.900 --> 00:11:08.900]  如果單單是接受約翰的洗禮
[00:11:08.900 --> 00:11:14.900]  問題是這個人也可以純粹悔改
[00:11:14.900 --> 00:11:17.900]  他可以不認識誰是耶穌
[00:11:17.900 --> 00:11:19.900]  其實當時的處境很合理
[00:11:19.900 --> 00:11:21.900]  很多猶太人都是這樣
[00:11:21.900 --> 00:11:22.900]  很多猶太人不認識耶穌
[00:11:22.900 --> 00:11:24.900]  但是他們接受了約翰的洗禮
[00:11:24.900 --> 00:11:27.900]  連耶穌自己也接受了約翰的洗禮
[00:11:27.900 --> 00:11:32.900]  所以這個仍然是有所欠缺的
[00:11:32.900 --> 00:11:34.900]  如果用一個比喻
[00:11:34.900 --> 00:11:36.900]  你吃過煎釀三寶
[00:11:36.900 --> 00:11:40.900]  煎釀三寶一定有一個很重要的就是青椒
[00:11:40.900 --> 00:11:42.900]  如果你想一下
[00:11:42.900 --> 00:11:44.900]  如果你挖空了那隻青椒
[00:11:44.900 --> 00:11:48.900]  但是你還沒有釀那些很好的魚肉進去
[00:11:48.900 --> 00:11:50.900]  然後就丟進去煎了
[00:11:50.900 --> 00:11:52.900]  怎麼辦?
[00:11:52.900 --> 00:11:57.900]  很大的遺憾
[00:11:57.900 --> 00:11:59.900]  路加福音第五章裏面
[00:11:59.900 --> 00:12:07.900]  門徒約翰的門徒
[00:12:07.900 --> 00:12:11.900]  他們經常禁食禱告
[00:12:11.900 --> 00:12:13.900]  於是有些人就問
[00:12:13.900 --> 00:12:15.900]  為什麼約翰的門徒禁食
[00:12:15.900 --> 00:12:19.900]  但是耶穌的門徒又吃又喝呢?
[00:12:19.900 --> 00:12:23.900]  當時耶穌的解釋就是
[00:12:23.900 --> 00:12:28.900]  其實雖然他們有犯罪
[00:12:28.900 --> 00:12:30.900]  但是他們悔改
[00:12:30.900 --> 00:12:33.900]  不過他們現在看到的就是
[00:12:33.900 --> 00:12:37.900]  那個赦罪的主已經在他們眼前
[00:12:37.900 --> 00:12:39.900]  新郎已經來到的時候
[00:12:39.900 --> 00:12:41.900]  恩典已經來到
[00:12:41.900 --> 00:12:42.900]  就不需要
[00:12:42.900 --> 00:12:44.900]  也不應該繼續禁食
[00:12:44.900 --> 00:12:46.900]  而是要去喜樂
[00:12:46.900 --> 00:12:50.900]  因為主已經來到
[00:12:50.900 --> 00:12:53.900]  一個人他需要的是主的道
[00:12:53.900 --> 00:12:56.900]  主的靈去充滿在他裏面
[00:12:56.900 --> 00:12:59.900]  而不是挖空了的青椒
[00:12:59.900 --> 00:13:04.900]  這個人才能夠親上福音裏的喜樂
[00:13:04.900 --> 00:13:06.900]  這個才能算是福音
[00:13:06.900 --> 00:13:10.900]  耶穌要給我們的福音就是這樣的福音
[00:13:10.900 --> 00:13:12.900]  希望剛才這個比喻不會令他們太餓
[00:13:12.900 --> 00:13:16.900]  因為我們是耶穌的門徒
[00:13:16.900 --> 00:13:19.900]  保羅一定是現在發現
[00:13:19.900 --> 00:13:23.900]  這群已忽所的門徒欠缺了一些東西
[00:13:23.900 --> 00:13:26.900]  所以他就問這群門徒
[00:13:26.900 --> 00:13:29.900]  你們受了聖靈了嗎?
[00:13:29.900 --> 00:13:34.900]  當然是懷疑他們還沒有受聖靈
[00:13:34.900 --> 00:13:37.900]  但是保羅發現他們欠缺了什麼呢?
[00:13:37.900 --> 00:13:39.900]  經文沒有特別提及
[00:13:39.900 --> 00:13:41.900]  不過我們可以去想像
[00:13:41.900 --> 00:13:44.900]  會不會他發現這群門徒
[00:13:44.900 --> 00:13:47.900]  雖然他們犯罪
[00:13:47.900 --> 00:13:49.900]  但是他們悔改
[00:13:49.900 --> 00:13:53.900]  但是他們沒有領受到那份赦罪的喜樂呢?
[00:13:53.900 --> 00:13:56.900]  罪得赦免的喜樂呢?
[00:13:56.900 --> 00:13:59.900]  會不會他們有永生的把握
[00:13:59.900 --> 00:14:01.900]  但是他們沒有那份平安呢?
[00:14:01.900 --> 00:14:04.900]  會不會他們缺少了那份
[00:14:04.900 --> 00:14:07.900]  知道因為有主常常和他們一起的時候
[00:14:07.900 --> 00:14:09.900]  那種安全感呢?
[00:14:09.900 --> 00:14:13.900]  又或者保羅會不會發現他們認識真理
[00:14:13.900 --> 00:14:17.900]  但是好像還欠缺一些智慧去明白呢?
[00:14:17.900 --> 00:14:20.900]  又或者會不會見到他們
[00:14:20.900 --> 00:14:23.900]  在門徒身邊在周圍的人當中
[00:14:23.900 --> 00:14:31.900]  他們缺少了那份可以對主有信心能力
[00:14:31.900 --> 00:14:34.900]  那份勇氣去為他作見證呢?
[00:14:34.900 --> 00:14:36.900]  可能保羅就是見到這些
[00:14:36.900 --> 00:14:39.900]  所以就問了剛才那些問題
[00:14:39.900 --> 00:14:42.900]  之後第六節就提到保羅和他們按手
[00:14:42.900 --> 00:14:45.900]  於是聖靈就降臨在他們身上
[00:14:45.900 --> 00:14:49.900]  於是他們就開始講方言和說語言
[00:14:49.900 --> 00:14:52.900]  在這時候行主是誰的主角呢?
[00:14:52.900 --> 00:14:57.900]  聖靈是誰呢?
[00:14:57.900 --> 00:14:58.900]  聖靈是誰呢?
[00:14:58.900 --> 00:15:01.900]  聖靈是上帝的其中一個位格
[00:15:01.900 --> 00:15:06.900]  也是聖父上帝和聖子耶穌所差離的
[00:15:06.900 --> 00:15:08.900]  在約翰第三章曾經提過
[00:15:08.900 --> 00:15:11.900]  風隨著意思吹
[00:15:11.900 --> 00:15:13.900]  你聽到風的聲音的時候
[00:15:13.900 --> 00:15:15.900]  你不知道他從何而來
[00:15:15.900 --> 00:15:17.900]  也不知道他要去那裡
[00:15:17.900 --> 00:15:20.900]  這個就是風就是靈
[00:15:20.900 --> 00:15:25.900]  在希伯來文風就是靈
[00:15:25.900 --> 00:15:27.900]  是同一個字來的
[00:15:27.900 --> 00:15:31.900]  所以聖靈所生的也是一樣
[00:15:31.900 --> 00:15:34.900]  聖靈有自己的心意和時間
[00:15:34.900 --> 00:15:36.900]  不是我們人可以控制的
[00:15:36.900 --> 00:15:38.900]  所以在當時
[00:15:38.900 --> 00:15:42.900]  聖靈的降臨不一定隨著洗禮
[00:15:42.900 --> 00:15:47.900]  就馬上發生在那個人身上
[00:15:47.900 --> 00:15:49.900]  所以我們千萬不要解讀
[00:15:49.900 --> 00:15:52.900]  現在保羅和他類似
[00:15:52.900 --> 00:15:53.900]  按手的時候
[00:15:53.900 --> 00:15:56.900]  聖靈也要馬上因為他按手
[00:15:56.900 --> 00:15:59.900]  所以就要馬上在那些人身上
[00:15:59.900 --> 00:16:03.900]  這個按手不是一個必然必需的動作
[00:16:03.900 --> 00:16:05.900]  聖靈才可以在當中臨到
[00:16:05.900 --> 00:16:08.900]  洗禮或者按手這個動作
[00:16:08.900 --> 00:16:10.900]  我們可以看成是人的見證
[00:16:10.900 --> 00:16:13.900]  是人的祝福和祈禱
[00:16:13.900 --> 00:16:15.900]  而上帝在當中的應允
[00:16:15.900 --> 00:16:18.900]  這裡提到講方言和預言
[00:16:18.900 --> 00:16:22.900]  也是當時聖靈臨在一個很明顯的證據
[00:16:22.900 --> 00:16:27.900]  當中講什麼其實老家作者也沒有特別去提
[00:16:27.900 --> 00:16:30.900]  相信也不是這裡最關心的事情
[00:16:30.900 --> 00:16:33.900]  我們知道聖靈在士徒行者裡面
[00:16:33.900 --> 00:16:35.900]  經歷了不同的階段
[00:16:35.900 --> 00:16:36.900]  而在不同的時期
[00:16:36.900 --> 00:16:38.900]  在不同的地方裡面
[00:16:38.900 --> 00:16:42.900]  聖靈的工作都好像挺不同的
[00:16:42.900 --> 00:16:45.900]  而保羅在這裡他最關心的
[00:16:45.900 --> 00:16:47.900]  不是方法是怎樣
[00:16:47.900 --> 00:16:50.900]  他們怎樣領受聖靈
[00:16:50.900 --> 00:16:52.900]  最重要的是有沒有領受聖靈
[00:16:52.900 --> 00:16:55.900]  這個就是保羅在這裡最關注的事情
[00:16:55.900 --> 00:16:57.900]  而這12位門徒
[00:16:57.900 --> 00:17:00.900]  他們當時不認識聖靈
[00:17:00.900 --> 00:17:02.900]  聽都沒有聽過
[00:17:02.900 --> 00:17:04.900]  可能我們會問
[00:17:04.900 --> 00:17:06.900]  他們算不算基督徒
[00:17:06.900 --> 00:17:08.900]  你覺得算不算
[00:17:08.900 --> 00:17:10.900]  尤其是這個問題
[00:17:10.900 --> 00:17:12.900]  學者都眾說紛紜
[00:17:12.900 --> 00:17:14.900]  都有很多不同的看法
[00:17:14.900 --> 00:17:17.900]  有人說是有人說不是
[00:17:17.900 --> 00:17:19.900]  我自己覺得都算是
[00:17:19.900 --> 00:17:21.900]  不過我們不可以用
[00:17:21.900 --> 00:17:24.900]  我們今天的眼光去看
[00:17:24.900 --> 00:17:26.900]  而是要用當時
[00:17:26.900 --> 00:17:28.900]  士徒行者是一個很特別
[00:17:28.900 --> 00:17:31.900]  在一個不同的進程裡的處境
[00:17:31.900 --> 00:17:32.900]  在當時
[00:17:32.900 --> 00:17:34.900]  或者我們可以理解
[00:17:34.900 --> 00:17:37.900]  當時這十幾位門徒
[00:17:37.900 --> 00:17:40.900]  他們未領受聖靈的情況
[00:17:40.900 --> 00:17:44.900]  類似在士徒行者第二章
[00:17:44.900 --> 00:17:46.900]  聖靈降臨之前
[00:17:46.900 --> 00:17:50.900]  那些門徒的情況
[00:17:50.900 --> 00:17:52.900]  差不多都不一樣
[00:17:52.900 --> 00:17:55.900]  你記得耶穌的門徒
[00:17:55.900 --> 00:17:57.900]  先說彼得
[00:17:57.900 --> 00:18:00.900]  耶穌當被人抓了的時候
[00:18:00.900 --> 00:18:02.900]  彼得是怎樣的
[00:18:02.900 --> 00:18:04.900]  彼得很害怕
[00:18:04.900 --> 00:18:08.900]  彼得害怕到連耶穌都不認
[00:18:08.900 --> 00:18:10.900]  但是轉身
[00:18:10.900 --> 00:18:12.900]  我們看是轉身
[00:18:12.900 --> 00:18:14.900]  到士徒行者第二章之後
[00:18:14.900 --> 00:18:16.900]  那個彼得是怎樣的
[00:18:16.900 --> 00:18:18.900]  你還記不記得
[00:18:18.900 --> 00:18:20.900]  大大壯膽
[00:18:20.900 --> 00:18:24.900]  四出為主作見證
[00:18:24.900 --> 00:18:28.900]  一次過向幾千人宣講
[00:18:28.900 --> 00:18:30.900]  然後又順著
[00:18:30.900 --> 00:18:32.900]  我們看到那個彼得
[00:18:32.900 --> 00:18:34.900]  好像完全判若兩人一樣
[00:18:34.900 --> 00:18:36.900]  這個聖經告訴我們
[00:18:36.900 --> 00:18:38.900]  或者作者士徒行者
[00:18:38.900 --> 00:18:40.900]  就是告訴我們是聖靈的作為
[00:18:40.900 --> 00:18:42.900]  就是聖靈在當中的工作
[00:18:42.900 --> 00:18:45.900]  以致他們有這些改變
[00:18:45.900 --> 00:18:47.900]  已忽了這些門徒
[00:18:47.900 --> 00:18:50.900]  他們應該已經悔改跟隨了耶穌
[00:18:50.900 --> 00:18:52.900]  他們不是不認識耶穌
[00:18:52.900 --> 00:18:54.900]  他們只是不認識聖靈
[00:18:54.900 --> 00:18:56.900]  他們不知道原來
[00:18:56.900 --> 00:18:58.900]  耶穌應許了有聖靈
[00:18:58.900 --> 00:19:00.900]  並且這個聖靈
[00:19:00.900 --> 00:19:04.900]  已經可以進入他們的心裡
[00:19:04.900 --> 00:19:06.900]  他們不知道原來
[00:19:06.900 --> 00:19:08.900]  有一個這樣的應許
[00:19:08.900 --> 00:19:10.900]  情況可能像什麼
[00:19:10.900 --> 00:19:12.900]  可能像一個人
[00:19:12.900 --> 00:19:16.900]  他中了行為大抽獎
[00:19:16.900 --> 00:19:20.900]  有一間大屋在等他居住
[00:19:20.900 --> 00:19:23.900]  但他又不知道原來他中了獎
[00:19:23.900 --> 00:19:25.900]  他一直沒有收到電話
[00:19:25.900 --> 00:19:26.900]  沒有收到通知
[00:19:26.900 --> 00:19:28.900]  可能他不在家
[00:19:28.900 --> 00:19:30.900]  他一直都不知道
[00:19:30.900 --> 00:19:34.900]  繼續住在他本來的屋裡
[00:19:34.900 --> 00:19:36.900]  情況可能類似差不多
[00:19:36.900 --> 00:19:38.900]  在這方面提到
[00:19:38.900 --> 00:19:40.900]  耶穌說過祂求父
[00:19:40.900 --> 00:19:41.900]  我要求父
[00:19:41.900 --> 00:19:43.900]  父就賜給你們另一位保衛師
[00:19:43.900 --> 00:19:47.900]  使祂永遠與你們同在
[00:19:47.900 --> 00:19:48.900]  但這個保衛師
[00:19:48.900 --> 00:19:50.900]  就是父因我的命
[00:19:50.900 --> 00:19:52.900]  所要差來的聖靈
[00:19:52.900 --> 00:19:55.900]  祂要將一切的事教導你們
[00:19:55.900 --> 00:19:57.900]  並且要使你們想起
[00:19:57.900 --> 00:19:59.900]  我對你們所說的一切話
[00:19:59.900 --> 00:20:01.900]  這就是聖靈的工作
[00:20:01.900 --> 00:20:03.900]  耶穌繼續說
[00:20:03.900 --> 00:20:05.900]  我如果不去
[00:20:05.900 --> 00:20:08.900]  那保衛師就不會來到你們當中
[00:20:08.900 --> 00:20:10.900]  但如果我去
[00:20:10.900 --> 00:20:13.900]  去就是離開的意思
[00:20:13.900 --> 00:20:14.900]  祂就會猜
[00:20:14.900 --> 00:20:17.900]  這個聖靈就來到你們這裡
[00:20:17.900 --> 00:20:22.900]  所以在耶穌整個的救恩計劃裡面
[00:20:22.900 --> 00:20:23.900]  祂的復活升天
[00:20:23.900 --> 00:20:26.900]  不是整個計劃就這樣停了
[00:20:26.900 --> 00:20:28.900]  而是去到那個位置
[00:20:28.900 --> 00:20:29.900]  耶穌自己離開
[00:20:29.900 --> 00:20:30.900]  但祂猜派聖靈
[00:20:30.900 --> 00:20:32.900]  就是說一個聖靈
[00:20:32.900 --> 00:20:33.900]  臨在一個新的時代
[00:20:33.900 --> 00:20:34.900]  現在來到
[00:20:34.900 --> 00:20:36.900]  聖靈就是耶穌離開之前
[00:20:36.900 --> 00:20:38.900]  給這些使徒
[00:20:38.900 --> 00:20:40.900]  一個很重要的禮物
[00:20:40.900 --> 00:20:42.900]  我們會問
[00:20:42.900 --> 00:20:43.900]  禮物就有了
[00:20:43.900 --> 00:20:45.900]  但誰可以有呢
[00:20:45.900 --> 00:20:47.900]  在第二章裡
[00:20:47.900 --> 00:20:51.900]  在38、39節當中
[00:20:51.900 --> 00:20:54.900]  那句聖經就很重要了
[00:20:54.900 --> 00:20:55.900]  在彼得說
[00:20:55.900 --> 00:20:57.900]  這個人要悔改
[00:20:57.900 --> 00:21:00.900]  奉耶穌的名受洗
[00:21:00.900 --> 00:21:06.900]  你們的聚得舍就必受所賜的聖靈
[00:21:06.900 --> 00:21:09.900]  因為這個的應許是給誰的
[00:21:09.900 --> 00:21:11.900]  因為這應許是給你們
[00:21:11.900 --> 00:21:12.900]  和你們的兒女
[00:21:12.900 --> 00:21:14.900]  並一切在遠方的人
[00:21:14.900 --> 00:21:18.900]  就是主我們的神所召來的
