
[00:00:00.000 --> 00:00:03.300]  弟兄姊妹平安 新年猛福
[00:07:25.000 --> 00:07:26.000]  就是一些
[00:07:26.000 --> 00:07:32.000]  讓你感覺到成功 尊榮 榮耀 快樂的事情
[00:07:32.000 --> 00:07:33.000]  首先我們
[00:07:33.000 --> 00:07:34.000]  第一方面
[00:07:34.000 --> 00:07:36.000]  我們不可以停滯在過去
[00:07:36.000 --> 00:07:39.000]  這些失敗跟羞辱的當中
[00:07:39.000 --> 00:07:41.000]  每個人都有很多
[00:07:41.000 --> 00:07:43.000]  不少失敗的經驗
[00:07:43.000 --> 00:07:45.000]  這些失敗的經驗
[00:07:45.000 --> 00:07:47.000]  的確很痛苦
[00:07:47.000 --> 00:07:49.000]  甚至是很難忘的
[00:07:49.000 --> 00:07:50.000]  但是當我們一想起
[00:07:50.000 --> 00:07:51.000]  這些失敗的事情
[00:07:51.000 --> 00:07:54.000]  就會感到虧心懼怕的時候
[00:07:54.000 --> 00:07:59.000]  這就阻礙了我們繼續往前奔跑
[00:07:59.000 --> 00:08:01.000]  保羅人生當中有很多的事情
[00:08:01.000 --> 00:08:03.000]  很多的經歷提醒我們
[00:08:03.000 --> 00:08:06.000]  保羅本身是一個專門逼迫
[00:08:06.000 --> 00:08:09.000]  殺害基督徒的這樣一個人
[00:08:09.000 --> 00:08:13.000]  他的生命並不光彩
[00:08:13.000 --> 00:08:15.000]  如果大家看聖經的時候會發現
[00:08:15.000 --> 00:08:18.000]  當斯蒂凡被石頭打死的時候
[00:08:18.000 --> 00:08:22.000]  他的外袍就放在一個角落
[00:08:22.000 --> 00:08:24.000]  而這個角落
[00:08:24.000 --> 00:08:27.000]  看守這個袍子的人就是保羅
[00:08:27.000 --> 00:08:29.000]  保羅過去的人生
[00:08:29.000 --> 00:08:31.000]  對於基督來說
[00:08:31.000 --> 00:08:34.000]  沒有什麼光輝的歷史
[00:08:34.000 --> 00:08:38.000]  反而像很多很多不光彩的過去
[00:08:38.000 --> 00:08:39.000]  但是保羅並沒有被
[00:08:39.000 --> 00:08:44.000]  這些過去的失敗所捆綁
[00:08:44.000 --> 00:08:46.000]  這些過去的失敗對我們來說
[00:08:46.000 --> 00:08:50.000]  也許是我們過去活在罪惡過犯當中
[00:08:50.000 --> 00:08:53.000]  讓我們不堪回首的一些事情
[00:08:53.000 --> 00:08:57.000]  也許是一段破裂的人際關係
[00:08:57.000 --> 00:09:00.000]  我們是否曾經恨過一個人
[00:09:00.000 --> 00:09:03.000]  說過我不會再原諒他
[00:09:03.000 --> 00:09:07.000]  我們的喜怒哀樂都可以跟著這個人走
[00:09:07.000 --> 00:09:10.000]  即便是一個很好的大晴天
[00:09:10.000 --> 00:09:12.000]  只要我們看到他的出現
[00:09:12.000 --> 00:09:16.000]  我們的心情就掉在了黑暗的當中
[00:09:16.000 --> 00:09:18.000]  如果是這樣的話
[00:09:18.000 --> 00:09:22.000]  我們就被這些失敗所困擾而殘復
[00:09:22.000 --> 00:09:26.000]  讓我們不能繼續奔跑前面的路
[00:09:26.000 --> 00:09:30.000]  另外我們也不能夠被過去的成功
[00:09:30.000 --> 00:09:32.000]  尊榮所阻礙
[00:09:32.000 --> 00:09:34.000]  失敗固然難忘
[00:09:34.000 --> 00:09:38.000]  成功也許更加的難忘
[00:09:38.000 --> 00:09:40.000]  在成功上面徘徊
[00:09:40.000 --> 00:09:43.000]  原來是睽違無窮的
[00:09:43.000 --> 00:09:46.000]  每當回憶起一些成功的事情
[00:09:46.000 --> 00:09:49.000]  就會覺得自己非常的了不起
[00:09:49.000 --> 00:09:54.000]  甚至覺得神對自己的祝福比其他人更多
[00:09:54.000 --> 00:09:59.000]  這樣的自我陶醉會帶來驕傲
[00:09:59.000 --> 00:10:03.000]  慢慢的就覺得自己不需要再向前努力了
[00:10:03.000 --> 00:10:04.000]  在成功的事上面
[00:10:04.000 --> 00:10:07.000]  如果看不到神的恩典跟憐憫
[00:10:07.000 --> 00:10:08.000]  這些成功的事
[00:10:08.000 --> 00:10:15.000]  就會變成我們驕傲痴滿的一個阻礙
[00:10:15.000 --> 00:10:17.000]  我們要脫去這些的捆綁
[00:10:17.000 --> 00:10:20.000]  我們要忘記它們 擺脫它們
[00:10:20.000 --> 00:10:23.000]  這些成功的事情也許是我們的學歷
[00:10:23.000 --> 00:10:25.000]  也許是我們在職場的成就
[00:10:25.000 --> 00:10:29.000]  甚至是我們在侍奉當中為神所做的事情
[00:10:29.000 --> 00:10:32.000]  我花了很多時間為主服事
[00:10:32.000 --> 00:10:34.000]  我帶領了很多人信主
[00:10:34.000 --> 00:10:36.000]  造就了很多門徒
[00:10:36.000 --> 00:10:41.000]  但如果這成為我繼續奔跑的捆綁
[00:10:41.000 --> 00:10:44.000]  我們要忘記它們 擺脫它們的影響
[00:10:44.000 --> 00:10:50.000]  這就是保羅所說的忘記背後
[00:10:50.000 --> 00:10:54.000]  第二方面 我們在經文的當中
[00:10:54.000 --> 00:10:56.000]  我們學習到要向前
[00:10:56.000 --> 00:11:00.000]  要努力向前 向著標竿追求
[00:11:00.000 --> 00:11:03.000]  向著目標追趕
[00:11:03.000 --> 00:11:05.000]  怎麼樣理解這樣的一句話
[00:11:05.000 --> 00:11:08.000]  我們需要想像一個場景
[00:11:08.000 --> 00:11:10.000]  一個競技場的場景
[00:11:10.000 --> 00:11:12.000]  在保羅的時代
[00:11:12.000 --> 00:11:14.000]  當時的賽跑的冠軍
[00:11:14.000 --> 00:11:19.000]  都會有士兵的陪同之下帶進一個競技場
[00:11:19.000 --> 00:11:23.000]  當時的傳場人都歡喜沸騰
[00:11:23.000 --> 00:11:25.000]  當他進去的時候
[00:11:25.000 --> 00:11:29.000]  凱撒皇帝就坐在主席臺上面等著他
[00:11:29.000 --> 00:11:32.000]  另外有人會宣佈這個得獎的名單
[00:11:32.000 --> 00:11:34.000]  比如說某某
[00:11:34.000 --> 00:11:38.000]  然後再說這個人是來自哪個地方 哪個城市的
[00:11:38.000 --> 00:11:41.000]  這個冠軍就走上去
[00:11:41.000 --> 00:11:46.000]  他並不在乎旁邊的人有多少的歡呼聲
[00:11:46.000 --> 00:11:50.000]  只在乎臺上凱撒手裡的那個冠冕
[00:11:50.000 --> 00:11:53.000]  他只看見凱撒
[00:11:53.000 --> 00:11:56.000]  這就是保羅所描寫當時
[00:11:56.000 --> 00:11:59.000]  他說這句話的一個背景
[00:11:59.000 --> 00:12:01.000]  那我們再問
[00:12:01.000 --> 00:12:03.000]  這個冠冕 這個凱撒
[00:12:03.000 --> 00:12:06.000]  在經文當中到底是指什麼呢
[00:12:06.000 --> 00:12:10.000]  這個標竿 這個目標到底是指什麼呢
[00:12:10.000 --> 00:12:15.000]  絕對不是指任何人的 任何個人的成就
[00:12:15.000 --> 00:12:19.000]  那是不是指我們帶領了多少人信主
[00:12:19.000 --> 00:12:22.000]  造就了多少人成為基督的門徒呢
[00:12:22.000 --> 00:12:26.000]  在保羅眼中也不是這些
[00:12:26.000 --> 00:12:31.000]  如果我們看菲律賓書三章八到十節的時候
[00:12:31.000 --> 00:12:33.000]  我們會發現答案就在裡面
[00:12:33.000 --> 00:12:36.000]  我們一起來讀這幾節的經文
[00:12:36.000 --> 00:12:40.000]  這三期不但這樣
[00:12:40.000 --> 00:12:51.000]  為了他我把萬事都拋棄了
[00:12:51.000 --> 00:12:55.000]  看作廢物 為要得著基督
[00:12:55.000 --> 00:12:58.000]  並且得以在他裡面
[00:12:58.000 --> 00:13:01.000]  不是有自己因律法而得的義
[00:13:01.000 --> 00:13:05.000]  而是有因信基督而得的義
[00:13:05.000 --> 00:13:10.000]  就是基於信心 從神而來的義
[00:13:10.000 --> 00:13:14.000]  使我認識基督和他復國的大人
[00:13:14.000 --> 00:13:17.000]  在他所受的苦上有份
[00:13:17.000 --> 00:13:22.000]  藉此在他史上與他相識
[00:13:22.000 --> 00:13:24.000]  那我們在這裡看到有三個部分
[00:13:24.000 --> 00:13:26.000]  有三個地方就講到
[00:13:26.000 --> 00:13:28.000]  用一些因果的關係
[00:13:28.000 --> 00:13:31.000]  用一些目標的詞語來表達
[00:13:31.000 --> 00:13:36.000]  保羅的人生改變之後 他的目的是什麼
[00:13:36.000 --> 00:13:38.000]  紅色字底到底告訴我們
[00:13:38.000 --> 00:13:42.000]  認識我主耶穌基督 得著基督
[00:13:42.000 --> 00:13:45.000]  認識基督和他復國的大人
[00:13:45.000 --> 00:13:48.000]  所以接著保羅就說到
[00:13:48.000 --> 00:13:50.000]  我們剛才讀的那句經文
[00:13:50.000 --> 00:13:52.000]  記不記得那三句話
[00:13:52.000 --> 00:13:59.000]  忘記背後 努力面前 向著標竿馳跑
[00:13:59.000 --> 00:14:02.000]  這個標竿是指什麼呢
[00:14:02.000 --> 00:14:05.000]  就是剛才我們經文當中看到的
[00:14:05.000 --> 00:14:11.000]  就是認識基督和他復國的大人
[00:14:11.000 --> 00:14:13.000]  保羅在這裡所指的目標
[00:14:13.000 --> 00:14:17.000]  就是認識基督和他復國的大人
[00:14:17.000 --> 00:14:20.000]  保羅非常專注 而且獨一的專注在
[00:14:20.000 --> 00:14:25.000]  那位為我們降生 為我們死的那位耶穌基督
[00:14:25.000 --> 00:14:30.000]  他把每天的生活的焦點 都放在耶穌基督的身上
[00:14:30.000 --> 00:14:35.000]  專心於耶穌基督 成為他的人生的目標
[00:14:35.000 --> 00:14:37.000]  就好像保羅所說的
[00:14:37.000 --> 00:14:42.000]  無論是生是死 總叫基督在我的身上顯大
[00:14:42.000 --> 00:14:48.000]  因為我活著就是基督 我死了就有一處
[00:14:48.000 --> 00:14:51.000]  當很多人的人生目標
[00:14:51.000 --> 00:14:55.000]  依然是在地上短暫的事物的時候
[00:14:55.000 --> 00:14:59.000]  保羅說 我們的人生的焦點
[00:14:59.000 --> 00:15:01.000]  應該是透過所有的事情
[00:15:01.000 --> 00:15:06.000]  去更深更深的認識基督和他復國的大人
[00:15:06.000 --> 00:15:09.000]  因此曉得怎麼樣榮耀基督
[00:15:09.000 --> 00:15:15.000]  怎麼樣彰顯基督 怎麼樣傳揚他
[00:15:15.000 --> 00:15:17.000]  在任何的事情上面
[00:15:17.000 --> 00:15:20.000]  我們都有機會更深的認識基督
[00:15:20.000 --> 00:15:25.000]  在過去這個星期 我有幾天休假在家裡
[00:15:25.000 --> 00:15:27.000]  我要處理不同的事情
[00:15:27.000 --> 00:15:30.000]  當然包括今天預備的講章
[00:15:30.000 --> 00:15:35.000]  預備講到的確可以幫助我 更深的認識耶穌基督
[00:15:35.000 --> 00:15:40.000]  但另外一方面 我也經歷很多其他的事情
[00:15:40.000 --> 00:15:43.000]  我太太剛生了一個孩子 培育培了一個月
[00:15:43.000 --> 00:15:46.000]  剛好結束了她的培育的工作
[00:15:46.000 --> 00:15:53.000]  那上個星期 我就在家裡複習了大部分做家務的工作
[00:15:53.000 --> 00:15:56.000]  而且剛好這個星期 我跟我大女兒都病了
[00:15:56.000 --> 00:16:01.000]  帶著病的我在家裡做飯 做家務
[00:16:01.000 --> 00:16:05.000]  為小女兒換尿片 洗澡
[00:16:05.000 --> 00:16:11.000]  還要陪女兒去看醫生 監督她吃藥 是非常不容易的
[00:16:11.000 --> 00:16:15.000]  晚上的時候還要面對小女兒整天的哭
[00:16:15.000 --> 00:16:17.000]  我的小女兒一個晚上可以哭
[00:16:17.000 --> 00:16:22.000]  幾十分鐘上至上小時 上一個小時
[00:16:22.000 --> 00:16:25.000]  有時候我為了太太可以更好的休息
[00:16:25.000 --> 00:16:27.000]  我要照顧好女兒
[00:16:27.000 --> 00:16:31.000]  昨天晚上我就照顧到她兩點多三點
[00:16:31.000 --> 00:16:37.000]  讓小女兒可以安然入睡 我才可以去睡
[00:16:37.000 --> 00:16:41.000]  這些事情對我來說 看上去並不輕鬆
[00:16:41.000 --> 00:16:44.000]  但很奇怪 在經歷這些事情的時候
[00:16:44.000 --> 00:16:46.000]  我並沒有覺得很難過
[00:16:46.000 --> 00:16:49.000]  因為我看到基督在這些事情上面
[00:16:49.000 --> 00:16:53.000]  讓我學習基督的忍耐
[00:16:53.000 --> 00:16:58.000]  學習在軟弱中依靠祂 學習基督無條件的愛
[00:16:58.000 --> 00:17:04.000]  因為父親母親愛兒女 就是一種無條件的愛
[00:17:04.000 --> 00:17:08.000]  所以我們知道 除了我們服侍 除了我們傳福音
[00:17:08.000 --> 00:17:12.000]  除了我們侍奉 其實我們經歷的所有的事情
[00:17:12.000 --> 00:17:19.000]  都能夠幫助我們更深的認識基督和祂復活的大人
[00:17:19.000 --> 00:17:22.000]  因為基督已經改變了我們的人生
[00:17:22.000 --> 00:17:26.000]  基督已經換了一個新的心在我們的裡面
[00:17:26.000 --> 00:17:29.000]  祂可以讓我們看事情不再一樣
[00:17:29.000 --> 00:17:32.000]  不是再用我們舊的眼光去看待事物
[00:17:32.000 --> 00:17:36.000]  而是用一個新的眼光 是一個基督的眼光
[00:17:36.000 --> 00:17:38.000]  去面對這所有的事情
[00:17:38.000 --> 00:17:43.000]  保羅告訴我們 要忘記背後 努力面前
[00:17:43.000 --> 00:17:49.000]  這個目標就是更深的認識基督和祂復活的大人
[00:17:49.000 --> 00:17:53.000]  第三方面 我們要看到
[00:17:53.000 --> 00:17:57.000]  保羅不單只是把這個方向告訴我們
[00:17:57.000 --> 00:18:00.000]  他也提供了一個標準給我們
[00:18:00.000 --> 00:18:05.000]  那個標準除了基督之外 就是一些前人的榜樣
[00:18:05.000 --> 00:18:08.000]  讓我們追求成熟的生命
[00:18:08.000 --> 00:18:11.000]  我們一起來讀15到16節
[00:18:11.000 --> 00:18:30.000]  不過我們到了什麼程度 就要照著什麼程度去行
[00:18:30.000 --> 00:18:32.000]  保羅在這裡告訴我們
[00:18:32.000 --> 00:18:35.000]  忘記背後向著標竿直跑
[00:18:35.000 --> 00:18:40.000]  這是一個屬靈生命成熟的一個很重要的特質
[00:18:40.000 --> 00:18:43.000]  他也同樣指到 神會在當中指引我們
[00:18:43.000 --> 00:18:47.000]  讓我們在不同的階段 慢慢慢慢地變得更加成熟
[00:18:47.000 --> 00:18:51.000]  但是有一點是很重要的 是沒有終點的
[00:18:51.000 --> 00:18:54.000]  他說 我們在追求的路上
[00:18:54.000 --> 00:18:58.000]  不要以為自己已經完全不需要再進步了
[00:18:58.000 --> 00:19:01.000]  保羅在三章十二節是這樣形容自己的
[00:19:01.000 --> 00:19:02.000]  我們一起來讀
[00:19:02.000 --> 00:19:07.000]  並不是說我已經得著了 已經完全了
[00:19:07.000 --> 00:19:12.000]  而是竭力追求 好使我得著基督耶穌
[00:19:12.000 --> 00:19:14.000]  所以找我的
[00:19:14.000 --> 00:19:16.000]  保羅提醒我們
[00:19:16.000 --> 00:19:20.000]  我們每一個信靠他的人 都應該有一個態度
[00:19:20.000 --> 00:19:26.000]  要意識到自己還不夠完全 還不夠成熟
[00:19:26.000 --> 00:19:30.000]  不能達到耶穌基督對我們愛的期待
[00:19:30.000 --> 00:19:36.000]  我們每個信徒都應該不斷地渴望更多的認識基督
[00:19:36.000 --> 00:19:42.000]  讓我們的屬靈生命可以不斷地成熟
[00:19:42.000 --> 00:19:46.000]  有一位我很敬愛的牧師 他這樣說道
[00:19:46.000 --> 00:19:57.000]  意思就是說
[00:19:57.000 --> 00:19:59.000]  我們怎麼知道我們認識基督呢?
[00:19:59.000 --> 00:20:02.000]  就是我們不斷不斷有這樣的渴望
[00:20:02.000 --> 00:20:06.000]  強烈的渴望去更多的認識基督
[00:20:06.000 --> 00:20:12.000]  這樣我們的生命就可以不斷不斷地成熟
[00:20:12.000 --> 00:20:16.000]  保羅還用了兩個群體的比較來說明
[00:20:16.000 --> 00:20:23.000]  除此之外還有其他的特徵表達生命成熟
[00:20:23.000 --> 00:20:26.000]  我們一起來讀三章十七到十八節
[00:20:26.000 --> 00:20:30.000]  請弟兄們你們要一同效法我
[00:20:30.000 --> 00:20:36.000]  也要留意那些照我們給你們的榜樣而行的人
[00:20:36.000 --> 00:20:38.000]  我們常常告訴你們
[00:20:38.000 --> 00:20:43.000]  現在又流著淚說有許多人行事為人
[00:20:43.000 --> 00:20:47.000]  是基督十字架的仇敵
[00:20:47.000 --> 00:20:49.000]  有兩方面的一個群體
[00:20:49.000 --> 00:20:51.000]  一個是應當效法的榜樣
[00:20:51.000 --> 00:20:55.000]  另外是一個應當防備的群體
[00:20:55.000 --> 00:21:01.000]  保羅說他們是基督十字架的仇敵
[00:21:01.000 --> 00:21:04.000]  如果有人希望成為投資的專家
[00:21:04.000 --> 00:21:08.000]  他很有可能要研究巴菲特的人生
[00:21:08.000 --> 00:21:11.000]  如果有人希望成為科技家
[00:21:11.000 --> 00:21:14.000]  在科技界有所作為
[00:21:14.000 --> 00:21:17.000]  那比爾蓋茨或者喬布斯
[00:21:17.000 --> 00:21:20.000]  也許是一個理想的學習的榜樣
[00:21:20.000 --> 00:21:22.000]  但是作為基督的門徒
[00:21:22.000 --> 00:21:25.000]  我們剛才說過我們的目標應當是
[00:21:25.000 --> 00:21:28.000]  更深的認識基督和他復國的大人
