
[00:00:00.000 --> 00:00:03.080]  各位早晨 今天很開心的來
[00:07:25.220 --> 00:07:29.780]  你問醫生 醫生都會用一個相對的方式告訴你
[00:07:29.780 --> 00:07:34.420]  他最流行說的是十分一 五分一 三分一 二分一那些字眼
[00:07:34.420 --> 00:07:36.820]  他一定不會說你一定會死
[00:07:36.820 --> 00:07:39.180]  當然他自己都不可以這樣說
[00:07:39.180 --> 00:07:40.780]  第二就是你一定不會死
[00:07:40.780 --> 00:07:42.580]  他一定不能說這句話
[00:07:42.580 --> 00:07:45.060]  所以你會說他每次說什麼
[00:07:45.060 --> 00:07:47.380]  其實都是技巧跟你說的
[00:07:47.380 --> 00:07:53.140]  譬如他會說你有沒有宗教信仰
[00:07:53.140 --> 00:08:00.020]  如果你說有 他就會說你要虔誠一點
[00:08:00.020 --> 00:08:01.620]  這樣就講完了
[00:08:01.620 --> 00:08:05.140]  如果他說你沒有宗教信仰
[00:08:05.140 --> 00:08:10.140]  他就會說你有沒有人可以幫你鎮定一點
[00:08:10.140 --> 00:08:12.540]  你說有 你找他吧
[00:08:12.540 --> 00:08:14.540]  這樣就講完了
[00:08:14.540 --> 00:08:16.180]  如果你說沒有
[00:08:16.180 --> 00:08:18.460]  他就會說那就糟糕了
[00:08:18.460 --> 00:08:20.540]  你只欠這個
[00:08:20.540 --> 00:08:25.060]  如果你睡不著 我最多給你一些鎮靜藥吃
[00:08:25.060 --> 00:08:30.060]  但是你最好都找到一些地方可以幫你寧靜一點
[00:08:30.060 --> 00:08:34.540]  不過我就不可以用我的身份介紹你去哪裡
[00:08:34.540 --> 00:08:38.180]  不如你的朋友幫助你吧
[00:08:38.180 --> 00:08:40.780]  其實到最後你會發現
[00:08:40.780 --> 00:08:45.940]  他的答案都是這三個裡面選一個
[00:08:45.940 --> 00:08:48.140]  這樣就跟你談完了
[00:08:48.140 --> 00:08:51.820]  接著就不要談這些了 談你的病吧
[00:08:51.820 --> 00:08:55.700]  所以你會發現你出去拿到一些資料
[00:08:55.700 --> 00:08:58.620]  就是現在病成怎樣的那種資料
[00:08:58.620 --> 00:09:01.900]  但根本上他心理上可以幫你的是沒有的
[00:09:01.900 --> 00:09:03.900]  差不多是零的
[00:09:03.900 --> 00:09:07.540]  只不過他的很溫柔的聲音 語氣
[00:09:07.540 --> 00:09:09.540]  他可以鼓勵你
[00:09:09.540 --> 00:09:12.460]  最大的鼓勵是什麼 就是要用心休息
[00:09:12.460 --> 00:09:14.460]  這四個字一定要講
[00:09:14.460 --> 00:09:15.980]  但是你有沒有用心呢
[00:09:15.980 --> 00:09:17.980]  休息不了就真的不知道了
[00:09:17.980 --> 00:09:20.820]  所以你看到那些診所
[00:09:20.820 --> 00:09:22.140]  腫瘤科的診所
[00:09:22.140 --> 00:09:26.140]  很多人的 隨時有四十人三十人的
[00:09:26.140 --> 00:09:29.060]  但是個個都是浮雲慘霧的
[00:09:29.060 --> 00:09:32.380]  個個都坐在那裏 很靜 真的很靜
[00:09:32.380 --> 00:09:34.380]  大聲一點都沒有人說話
[00:09:34.380 --> 00:09:38.940]  一看醫生那個房間出來
[00:09:38.940 --> 00:09:41.740]  全部人的頭馬上看過去
[00:09:41.740 --> 00:09:44.060]  看那個專用怎麼樣
[00:09:44.060 --> 00:09:48.260]  因為個個都在想 我就是你下一個了
[00:09:48.260 --> 00:09:52.260]  那個感覺就是如果那個人很沉重出來
[00:09:52.260 --> 00:09:55.660]  家人牽著他的手 低著頭
[00:09:55.660 --> 00:09:59.060]  嘩 全場的人沒有人會說話的
[00:09:59.060 --> 00:10:01.180]  就是感覺到很感慨
[00:10:01.180 --> 00:10:03.460]  同時天涯淪落人
[00:10:03.460 --> 00:10:08.140]  但是如果那個人歡天喜地出來
[00:10:08.140 --> 00:10:11.060]  嘩 那班人比娛樂記者更厲害
[00:10:11.060 --> 00:10:14.740]  那些狗仔隊馬上說 什麼 醫生怎麼說
[00:10:14.740 --> 00:10:17.140]  什麼事 你說什麼事
[00:10:17.140 --> 00:10:20.620]  就是說你看到其實人人的心情
[00:10:20.620 --> 00:10:22.940]  都想找一些好的參考
[00:10:22.940 --> 00:10:26.220]  好的 不好的就不問了
[00:10:26.220 --> 00:10:29.100]  一來問都沒有什麼禮貌
[00:10:29.100 --> 00:10:33.340]  二來知道了更壞 搞到自己不安心
[00:10:33.340 --> 00:10:37.220]  所以我去了兩年這樣的診所
[00:10:37.220 --> 00:10:38.060]  我太太很好
[00:10:38.060 --> 00:10:41.180]  我太太每次早上一個小時去
[00:10:41.180 --> 00:10:42.540]  因為知道要等
[00:10:42.540 --> 00:10:44.460]  因為打完針驗完血
[00:10:44.460 --> 00:10:47.620]  驗完血可以打針就等
[00:10:47.620 --> 00:10:51.500]  通常我太太就跟那些病人聊天
[00:10:51.500 --> 00:10:54.660]  醫生說你什麼癌症
[00:10:54.660 --> 00:10:56.140]  那些人就說了一大堆
[00:10:56.140 --> 00:10:58.940]  我太太就說 我是護士的
[00:10:58.940 --> 00:11:00.660]  我都可以給你一點意見
[00:11:00.660 --> 00:11:02.620]  那個醫生我很熟的
[00:11:02.620 --> 00:11:03.700]  那些人就聊了一大堆
[00:11:03.700 --> 00:11:05.220]  接著就問我太太
[00:11:05.220 --> 00:11:07.300]  你陪誰來看
[00:11:07.300 --> 00:11:09.540]  我太太就說我就是
[00:11:09.540 --> 00:11:10.740]  你什麼癌症
[00:11:10.740 --> 00:11:11.740]  肺炎啊 胰臟啊
[00:11:11.740 --> 00:11:14.940]  哇 死了 你怎麼這麼可怕
[00:11:14.940 --> 00:11:16.660]  後來為什麼你這麼安定
[00:11:16.660 --> 00:11:18.660]  為什麼你這麼開心
[00:11:18.660 --> 00:11:21.500]  所以這兩年我們每次去診所
[00:11:21.500 --> 00:11:24.620]  是很多病人的好朋友
[00:11:24.620 --> 00:11:26.980]  到我太太離開了世界
[00:11:26.980 --> 00:11:29.180]  那些人經常都還找我
[00:11:29.180 --> 00:11:31.100]  經常都說很想念你太太
[00:11:31.100 --> 00:11:33.900]  那時候她給我鼓勵很大
[00:11:33.900 --> 00:11:34.900]  但是很奇怪
[00:11:34.900 --> 00:11:36.780]  你太太好像沒有病似的
[00:11:36.780 --> 00:11:39.820]  因為我太太的臉又沒有變得灰灰黑黑
[00:11:39.820 --> 00:11:41.300]  又沒有掉頭髮
[00:11:41.300 --> 00:11:43.500]  看完醫生就下午去游泳
[00:11:43.500 --> 00:11:45.620]  游三十堂 游泳
[00:11:45.620 --> 00:11:47.780]  那些人就說 哇 你這麼厲害
[00:11:47.780 --> 00:11:49.780]  所以很多時候那個醫生
[00:11:49.780 --> 00:11:51.100]  就經常抓住我太太
[00:11:51.100 --> 00:11:52.780]  喂 你有空嗎
[00:11:52.780 --> 00:11:54.220]  你看完我之後不要走
[00:11:54.220 --> 00:11:56.180]  出去跟那些人聊一下
[00:11:56.180 --> 00:11:59.300]  很多時候我太太就做了義工
[00:11:59.300 --> 00:12:00.900]  所以對我來說
[00:12:00.900 --> 00:12:03.380]  我太太離開了世界八年
[00:12:03.380 --> 00:12:06.100]  這八年我都有很多突發的事件
[00:12:06.100 --> 00:12:07.900]  因為我自己在訓練中心
[00:12:07.900 --> 00:12:10.860]  差不多每一季 不是每個月
[00:12:10.860 --> 00:12:14.300]  都有家長去世 因為癌症
[00:12:14.300 --> 00:12:16.940]  下個星期一我又跟幾個導師
[00:12:16.940 --> 00:12:19.860]  去陪一個小朋友在殯儀館
[00:12:19.860 --> 00:12:23.220]  每一次我都見到很多家庭
[00:12:23.220 --> 00:12:24.580]  很多不開心的事情
[00:12:24.580 --> 00:12:26.100]  就是他下一代
[00:12:26.100 --> 00:12:29.300]  小朋友 有些是十歲都還沒有
[00:12:29.300 --> 00:12:32.420]  他們看到爸爸或者媽媽去世
[00:12:32.420 --> 00:12:35.420]  但是我發現我有一個很好的工作
[00:12:35.420 --> 00:12:37.220]  我們曾經經歷過的人
[00:12:37.220 --> 00:12:40.060]  可以跟別人聊一下究竟怎樣
[00:12:40.060 --> 00:12:42.060]  可能你今天想問我
[00:12:42.060 --> 00:12:45.900]  怎樣維持好的心境面對一個病呢
[00:12:45.900 --> 00:12:50.700]  這些是跟讀心理剛剛相反的答案
[00:12:50.700 --> 00:12:52.900]  如果你讀醫科
[00:12:52.900 --> 00:13:00.020]  醫生就強調增加病人和家人的自信心
[00:13:00.020 --> 00:13:02.700]  你的信心越大
[00:13:02.700 --> 00:13:05.380]  你對食藥 醫療 甚至入院
[00:13:05.380 --> 00:13:09.660]  出院就會有幫助
[00:13:09.660 --> 00:13:11.660]  但是如果用信仰的角度來看
[00:13:11.660 --> 00:13:13.660]  你今天來教會聽
[00:13:13.660 --> 00:13:16.260]  其實是剛好相反的
[00:13:16.260 --> 00:13:20.860]  就是你的信心越小越好
[00:13:20.860 --> 00:13:23.180]  有沒有搞錯 怎麼這樣說
[00:13:23.180 --> 00:13:27.580]  你的自信心越小越好
[00:13:27.580 --> 00:13:28.340]  為什麼這樣說呢
[00:13:28.340 --> 00:13:30.740]  因為你的自信心越小
[00:13:30.740 --> 00:13:33.660]  你越覺得希望不在自己那裡
[00:13:33.660 --> 00:13:35.660]  你是最大的希望
[00:13:35.660 --> 00:13:37.660]  是相反的 你是最大的希望
[00:13:37.660 --> 00:13:41.100]  如果你覺得自己有些厲害
[00:13:41.100 --> 00:13:43.340]  我可以走路 吃東西 打架
[00:13:43.340 --> 00:13:44.500]  不過有癌症
[00:13:44.500 --> 00:13:47.340]  我想我是最快康復的一個
[00:13:47.340 --> 00:13:49.980]  看著吧 像外面的病貓一樣
[00:13:49.980 --> 00:13:51.980]  多棒啊
[00:13:51.980 --> 00:13:53.980]  最危險的是你
[00:13:53.980 --> 00:13:58.500]  因為你會不聽一些勸你的說話
[00:13:58.500 --> 00:14:00.500]  你會說我不用 我不用
[00:14:00.500 --> 00:14:01.300]  吃什麼藥呢
[00:14:01.300 --> 00:14:04.900]  醫生啊 我兩下就康復了 我免得看他
[00:14:04.900 --> 00:14:07.460]  我看中醫 免得看西醫
[00:14:07.460 --> 00:14:10.380]  甚至有些人說自然療法更好
[00:14:10.380 --> 00:14:12.380]  不過自然到不自然更好
[00:14:12.380 --> 00:14:14.380]  不毒不醫更好
[00:14:14.380 --> 00:14:17.140]  那些人死得很快
[00:14:17.140 --> 00:14:19.820]  因為那些人太信自己
[00:14:19.820 --> 00:14:23.660]  甚至我見到有些人還在喝酒
[00:14:23.660 --> 00:14:26.900]  還不戒口 還在夜睡
[00:14:26.900 --> 00:14:29.300]  還說反正遲早死了
[00:14:29.300 --> 00:14:31.660]  吃死他比較好
[00:14:31.660 --> 00:14:34.100]  有些人包心切肚照吃
[00:14:34.100 --> 00:14:35.620]  所以你會見到
[00:14:35.620 --> 00:14:38.620]  在病人的世界裏面
[00:14:38.620 --> 00:14:41.620]  自信是最危險的東西
[00:14:41.620 --> 00:14:43.620]  連醫生都怕他
[00:14:43.620 --> 00:14:45.620]  醫生經常說你合作吧
[00:14:45.620 --> 00:14:47.620]  你不要這樣
[00:14:47.620 --> 00:14:48.940]  你當幫幫我吧
[00:14:48.940 --> 00:14:50.260]  有些醫生真的很好
[00:14:50.260 --> 00:14:52.500]  像媽媽那樣勸他
[00:14:52.500 --> 00:14:54.740]  差點跪在那裏
[00:14:54.740 --> 00:14:56.500]  你當幫幫我吧
[00:14:56.500 --> 00:14:57.860]  但是那些人是不聽的
[00:14:57.860 --> 00:14:59.860]  照舊吸煙都有
[00:14:59.860 --> 00:15:01.380]  所以你會想到
[00:15:01.380 --> 00:15:02.700]  這些是危險的所在
[00:15:02.700 --> 00:15:04.420]  你越沒有自信
[00:15:04.420 --> 00:15:07.020]  你會覺得我靠不到甚麼
[00:15:07.020 --> 00:15:10.020]  我自己無能為力
[00:15:10.020 --> 00:15:12.780]  根本上我沒有東西可以掌握
[00:15:12.780 --> 00:15:14.100]  你說我有沒有明天
[00:15:14.100 --> 00:15:16.100]  我都不敢說
[00:15:16.100 --> 00:15:16.900]  我唯一的東西就是
[00:15:16.900 --> 00:15:19.420]  我想做一個聽話的病人
[00:15:19.420 --> 00:15:20.740]  聽話而已
[00:15:20.740 --> 00:15:24.180]  這種病人最好醫
[00:15:24.180 --> 00:15:26.340]  我太太就是那種病人
[00:15:26.340 --> 00:15:28.940]  真是很聽話的
[00:15:28.940 --> 00:15:31.060]  第二 如果你有信仰
[00:15:31.060 --> 00:15:32.940]  你聽上帝的話
[00:15:32.940 --> 00:15:36.140]  你會發覺到你的病是有
[00:15:36.140 --> 00:15:38.140]  不過你不像病人
[00:15:38.140 --> 00:15:39.060]  就是這個分別
[00:15:39.060 --> 00:15:39.940]  你不像病人
[00:15:39.940 --> 00:15:42.940]  好像那些在診所的人
[00:15:42.940 --> 00:15:44.460]  覺得我太太是騙他的
[00:15:44.460 --> 00:15:46.140]  你哪裏有癌症
[00:15:46.140 --> 00:15:48.660]  直至看到病歷表就嚇死他們
[00:15:48.660 --> 00:15:51.620]  即是說如果你沒有自信
[00:15:51.620 --> 00:15:53.420]  反而是好事
[00:15:53.420 --> 00:15:55.220]  因為你不會爭辯
[00:15:55.220 --> 00:15:56.460]  你同意你的方法
[00:15:56.460 --> 00:15:57.740]  你不會爭辯
[00:15:57.740 --> 00:15:58.900]  所以有些人說
[00:15:58.900 --> 00:16:01.100]  病人最慘就是駁嘴
[00:16:01.100 --> 00:16:03.700]  駁嘴真是都不知如何是好
[00:16:03.700 --> 00:16:05.260]  當然如果有信仰
[00:16:05.260 --> 00:16:06.300]  你相信
[00:16:06.300 --> 00:16:08.700]  一樣很重要的事就是
[00:16:08.700 --> 00:16:10.020]  主權在哪裏
[00:16:10.020 --> 00:16:11.700]  今日我搞錯了
[00:16:11.700 --> 00:16:13.660]  我以為十點半講
[00:16:13.660 --> 00:16:16.300]  所以我通常都習慣了半小時前去
[00:16:16.300 --> 00:16:17.060]  我十點半坐在那裏
[00:16:17.060 --> 00:16:19.300]  沒有人 原來今天不搞
[00:16:19.300 --> 00:16:21.020]  坐在那裏
[00:16:21.020 --> 00:16:22.500]  這樣就好了
[00:16:22.500 --> 00:16:23.980]  撞到一個女士
[00:16:23.980 --> 00:16:26.140]  那個女士是來撞我
[00:16:26.140 --> 00:16:27.260]  她不是來參加
[00:16:27.260 --> 00:16:31.580]  她趕著去醫院見她昏迷的兒子
[00:16:31.580 --> 00:16:32.620]  昏迷的女兒
[00:16:32.620 --> 00:16:37.420]  她和我有機會談了三個字
[00:16:37.420 --> 00:16:38.500]  她是很慘的
[00:16:38.500 --> 00:16:40.900]  因為她的兒子已經是老幹
[00:16:40.900 --> 00:16:44.300]  有時差不多是植物人
[00:16:44.300 --> 00:16:46.580]  甚至都會在兩天內
[00:16:46.580 --> 00:16:48.940]  可能會去世
[00:16:48.940 --> 00:16:50.940]  她今天來這個教會
[00:16:50.940 --> 00:16:52.580]  她想來撞一下我
[00:16:52.580 --> 00:16:55.740]  原因就是她的同事是我的朋友
[00:16:55.740 --> 00:16:57.100]  我介紹她來
[00:16:57.100 --> 00:16:59.420]  知道我今天在這裏
[00:16:59.420 --> 00:17:00.780]  她問我
[00:17:00.780 --> 00:17:04.180]  她說我是基督徒
[00:17:04.180 --> 00:17:08.300]  她說我想上帝醫我的女兒
[00:17:08.300 --> 00:17:13.140]  我願意用信心祈禱
[00:17:13.140 --> 00:17:14.380]  接著她問我
[00:17:14.380 --> 00:17:18.060]  余先生 我還欠甚麼呢
[00:17:18.060 --> 00:17:20.700]  我說你的出發點很好
[00:17:20.700 --> 00:17:22.340]  你的傾向也很好
[00:17:22.340 --> 00:17:25.300]  不過我覺得有個疑問我想問你
[00:17:25.300 --> 00:17:28.380]  就是你跟我說話
[00:17:28.380 --> 00:17:32.260]  老實說 你很「騰雞」
[00:17:32.260 --> 00:17:36.220]  她說是的 我的信心有點飄忽
[00:17:36.220 --> 00:17:40.340]  我說這樣就打了個折頭
[00:17:40.340 --> 00:17:43.660]  如果你有九成的信心
[00:17:43.660 --> 00:17:47.300]  你的危險就是欠了那一成
[00:17:47.300 --> 00:17:50.420]  她說那怎樣決定我有信心呢
[00:17:50.420 --> 00:17:52.540]  我決定有信心就是一句話
[00:17:52.540 --> 00:17:56.500]  你覺得生命的主權
[00:17:56.500 --> 00:18:00.180]  在上帝那裏就證明你有信心
[00:18:00.180 --> 00:18:02.900]  如果你覺得生命的主權
[00:18:02.900 --> 00:18:08.940]  是包括上帝 包括醫院
[00:18:08.940 --> 00:18:11.940]  還包括你女兒的命運
[00:18:11.940 --> 00:18:13.780]  你加起來
[00:18:13.780 --> 00:18:16.460]  那你就欠了一些東西
[00:18:16.460 --> 00:18:19.380]  因為你還要看多幾個因素
[00:18:19.380 --> 00:18:22.460]  我覺得你會很害怕的原因
[00:18:22.460 --> 00:18:25.940]  她說是的 我一直在想
[00:18:25.940 --> 00:18:28.100]  醫生說不能治療
[00:18:28.100 --> 00:18:29.580]  還欠一兩天
[00:18:29.580 --> 00:18:32.180]  我在想這些因素
[00:18:32.180 --> 00:18:33.100]  我說欠這個
[00:18:33.100 --> 00:18:36.980]  因為如果你相信上帝有全部主權
[00:18:36.980 --> 00:18:40.020]  上帝用甚麼方式治療
[00:18:40.020 --> 00:18:42.700]  甚至不用治療的方式
[00:18:42.700 --> 00:18:44.540]  全部都有可能
[00:18:44.540 --> 00:18:47.140]  那你就是上帝的主權的意思
[00:18:47.140 --> 00:18:50.180]  如果你說能治療我就真的靈
[00:18:50.180 --> 00:18:53.740]  我就真的相信你十足十
[00:18:53.740 --> 00:18:55.380]  如果治療不了我
[00:18:55.380 --> 00:18:57.980]  可能我都不太相信
[00:18:57.980 --> 00:19:01.140]  那就是你對上帝的主權
[00:19:01.140 --> 00:19:03.020]  你還是很有條件來看的
[00:19:03.020 --> 00:19:04.860]  我就覺得你欠了一些東西
[00:19:04.860 --> 00:19:06.300]  所以你現在這麼害怕
[00:19:06.300 --> 00:19:07.780]  她說是的 我就是知道這些
[00:19:07.780 --> 00:19:10.420]  今天我聽到這件事很重要
[00:19:10.420 --> 00:19:12.100]  後來我跟她祈禱她走了
[00:19:12.100 --> 00:19:13.060]  她很開心走了
[00:19:13.060 --> 00:19:16.300]  回去見她兒子 回去見女兒
