
[00:00:00.000 --> 00:00:06.820]  我認識一位中學的學生
[00:02:01.560 --> 00:02:05.120]  但這個學校也有些基督徒
[00:02:05.120 --> 00:02:09.920]  你知道你想會不會發生也好
[00:02:09.920 --> 00:02:14.240]  同學總是會幾班人幾班人圍在一起
[00:02:14.240 --> 00:02:18.560]  有一組就是一班基督徒
[00:02:18.560 --> 00:02:22.800]  有一個不是 全部都是基督徒
[00:02:22.800 --> 00:02:27.400]  他們觀察到這個女同學很孤單
[00:02:27.400 --> 00:02:30.800]  不如我們走去跟她認識一下
[00:02:30.800 --> 00:02:32.800]  鼓勵一下她 讓她開心一點
[00:02:32.800 --> 00:02:35.280]  有個伴 我們有個伴多好
[00:02:35.280 --> 00:02:38.600]  不如一起去吧 大家一起去
[00:02:38.600 --> 00:02:44.800]  很好 約她出街走走 去玩玩
[00:02:44.800 --> 00:02:49.160]  你笑多一點 真是有一點慢慢改變
[00:02:49.160 --> 00:02:54.760]  但這個女同學仍然覺得基督教很不可信
[00:02:54.760 --> 00:02:57.720]  有一次學校舉辦了一個營會
[00:02:57.720 --> 00:03:01.400]  請一個港元港婚姻 即男女
[00:03:01.400 --> 00:03:03.240]  說要開正她那個
[00:03:03.240 --> 00:03:05.360]  一路聽的時候她很生氣
[00:03:05.360 --> 00:03:08.360]  說了這麼沉腐的話 很生氣激氣
[00:03:08.360 --> 00:03:11.720]  激憤得非常暴跳如雷
[00:03:11.720 --> 00:03:15.960]  有一位很好的姐妹抱著她
[00:03:15.960 --> 00:03:18.080]  我愛你 不要緊 不要緊
[00:03:18.080 --> 00:03:20.600]  我們慢慢來 慢慢來
[00:03:20.600 --> 00:03:24.960]  如是者 慢慢慢慢這班幾個少女
[00:03:24.960 --> 00:03:27.280]  就跟她成為一個群組
[00:03:27.280 --> 00:03:29.280]  大家彼此很融洽的相處
[00:03:29.280 --> 00:03:31.680]  後來慢慢很有愛心
[00:03:31.680 --> 00:03:33.200]  慢慢看到那一刻
[00:03:33.200 --> 00:03:37.000]  大家畢業了 去了不同的地方
[00:03:37.000 --> 00:03:40.200]  她就去了外國
[00:03:40.200 --> 00:03:43.520]  後來慢慢開始畢業
[00:03:43.520 --> 00:03:45.120]  大學也差不多結束
[00:03:45.120 --> 00:03:47.120]  你講一下很多年的時候
[00:03:47.120 --> 00:03:49.440]  突然間打電話給她的朋友
[00:03:49.440 --> 00:03:51.560]  這幾個女生
[00:03:51.560 --> 00:03:53.280]  我想去教會
[00:03:53.280 --> 00:03:55.680]  你可不可以介紹我一些教會
[00:03:55.680 --> 00:03:59.520]  我突然間有個心很想認識這個基督教
[00:03:59.520 --> 00:04:01.520]  我發覺我上網看看
[00:04:01.520 --> 00:04:03.440]  基督教的婚姻觀都不錯
[00:04:03.440 --> 00:04:06.840]  其實都幾保障女性 其實都是好的
[00:04:06.840 --> 00:04:08.640]  覺得慢慢改變
[00:04:08.640 --> 00:04:11.560]  她慢慢對基督教的觀念改觀
[00:04:11.560 --> 00:04:16.000]  她慢慢因為這幾個同學
[00:04:16.000 --> 00:04:17.520]  基督教的同學這麼有愛心
[00:04:17.520 --> 00:04:22.720]  慢慢讓她踏上尋找基督教信仰的第一步
[00:04:22.720 --> 00:04:24.400]  慢慢去認識
[00:04:24.400 --> 00:04:28.080]  現在還沒有信 但這個故事還在發展
[00:04:28.080 --> 00:04:30.280]  真事來的
[00:04:30.280 --> 00:04:33.640]  我想都要為這位同學禱告
[00:04:33.640 --> 00:04:34.680]  人生就是這樣
[00:04:34.680 --> 00:04:37.480]  我們基督徒去傳福音
[00:04:37.480 --> 00:04:41.920]  其實真真正正讓人去認識福音
[00:04:41.920 --> 00:04:43.440]  沒錯 我們是要講福音
[00:04:43.440 --> 00:04:46.720]  但是我們整個人的生命
[00:04:46.720 --> 00:04:48.080]  是去感染一個人
[00:04:48.080 --> 00:04:51.760]  才可以成為一個真正的信徒
[00:04:51.760 --> 00:04:53.040]  是很有具體的看到
[00:04:53.040 --> 00:04:56.000]  因為我們的生命融合了
[00:04:56.000 --> 00:04:58.240]  福音的內容在裡面
[00:04:58.240 --> 00:05:01.040]  有愛 有神的恩典
[00:05:01.040 --> 00:05:02.320]  有人做了這個統計
[00:05:02.320 --> 00:05:04.760]  有些人 哪些人信耶穌呢
[00:05:04.760 --> 00:05:06.440]  去報道會決志的
[00:05:06.440 --> 00:05:09.000]  那些跟著去信主的 多少多少
[00:05:09.000 --> 00:05:11.600]  發覺一個一個跌了出來
[00:05:11.600 --> 00:05:14.640]  其實那個比率不是很多
[00:05:14.640 --> 00:05:16.840]  最多的比率大概七成
[00:05:16.840 --> 00:05:17.560]  是什麼呢
[00:05:17.560 --> 00:05:20.800]  是朋友與朋友之間 親友與親友之間
[00:05:20.800 --> 00:05:22.440]  一個個人的接觸
[00:05:22.440 --> 00:05:25.000]  然後帶回來教會
[00:05:25.000 --> 00:05:27.040]  所以我們今天說傳恩慰禮
[00:05:27.040 --> 00:05:29.280]  其實我們說口傳是重要
[00:05:29.280 --> 00:05:33.080]  但是生命的流露更加重要
[00:05:33.080 --> 00:05:35.360]  或者我們這段經文其實是在說
[00:05:35.360 --> 00:05:37.560]  彼得前書有一本書很有趣的
[00:05:37.560 --> 00:05:38.880]  就是在說
[00:05:38.880 --> 00:05:42.360]  彼得在說基督徒在一些外邦人
[00:05:42.360 --> 00:05:45.280]  未信神的環境底下
[00:05:45.280 --> 00:05:47.920]  怎樣自處 怎樣去為主做見證
[00:05:47.920 --> 00:05:50.000]  我想今天很能夠提醒我們
[00:05:50.000 --> 00:05:52.240]  應該怎樣去注意 怎樣去傳福音
[00:05:52.240 --> 00:05:53.560]  或者我們看看這段經文
[00:05:53.560 --> 00:05:58.600]  是彼得前書第三章
[00:05:58.600 --> 00:06:01.520]  13至17節 幾節的經文
[00:06:01.520 --> 00:06:03.800]  或者我們從兩方面去看
[00:06:03.800 --> 00:06:06.200]  第一方面 神告訴我們
[00:06:06.200 --> 00:06:08.560]  我們要一個公義的行為
[00:06:08.560 --> 00:06:09.960]  我們要一個好行為
[00:06:09.960 --> 00:06:11.720]  這個是我們一貫
[00:06:11.720 --> 00:06:13.760]  我們基督徒的一個特質
[00:06:13.760 --> 00:06:17.080]  第二就是去生命的見證
[00:06:17.080 --> 00:06:19.120]  去作見證
[00:06:19.120 --> 00:06:20.360]  其實沒得分的
[00:06:20.360 --> 00:06:22.760]  我們的生命就是我們的見證
[00:06:22.760 --> 00:06:24.680]  我們首先請大家一起讀
[00:06:24.680 --> 00:06:27.120]  13節和14節 好嗎
[00:06:27.120 --> 00:06:28.760]  請大家一起讀
[00:06:28.760 --> 00:06:30.440]  你們若熱心行善
[00:06:30.440 --> 00:06:32.480]  有誰會害你們呢
[00:06:32.480 --> 00:06:34.840]  即使你們為義受苦
[00:06:34.840 --> 00:06:36.240]  也是有福的
[00:06:36.240 --> 00:06:37.800]  不要怕人的威嚇
[00:06:37.800 --> 00:06:39.720]  也不要驚慌
[00:06:39.720 --> 00:06:41.240]  這個講道話
[00:06:41.240 --> 00:06:43.200]  他說你熱心行善
[00:06:43.200 --> 00:06:46.520]  行善這個字的意思是good
[00:06:46.520 --> 00:06:52.520]  就是你去一個很熱切的心去做一些好事
[00:06:52.520 --> 00:06:54.440]  你說這裡很空泛
[00:06:54.440 --> 00:06:57.200]  如果我們內文看一看
[00:06:57.200 --> 00:06:58.400]  彼得前書也說了
[00:06:58.400 --> 00:07:00.320]  信徒要有好的品行
[00:07:00.320 --> 00:07:04.760]  或者我讀一些給大家具體的看一下
[00:07:04.760 --> 00:07:06.240]  行善是什麼意思
[00:07:06.240 --> 00:07:08.360]  第三章第九節就說
[00:07:08.360 --> 00:07:09.400]  和那些人說
[00:07:09.400 --> 00:07:11.120]  不要以惡報惡
[00:07:11.120 --> 00:07:12.600]  以辱罵還辱罵
[00:07:12.600 --> 00:07:13.840]  都要祝福
[00:07:13.840 --> 00:07:16.640]  因為你們正是為此夢照的
[00:07:16.640 --> 00:07:19.000]  好使你們承受福氣
[00:07:19.000 --> 00:07:21.200]  即是說人家罵你的時候
[00:07:21.200 --> 00:07:22.320]  你是祝福
[00:07:22.320 --> 00:07:24.280]  原來這個就是生命
[00:07:24.280 --> 00:07:26.640]  你這個是要熱切地去做的
[00:07:26.640 --> 00:07:28.840]  然後在第十一節說
[00:07:28.840 --> 00:07:29.960]  三章十一節說
[00:07:29.960 --> 00:07:31.680]  也要棄惡行善
[00:07:31.680 --> 00:07:32.720]  尋求和睦
[00:07:32.720 --> 00:07:33.880]  一心追趕
[00:07:33.880 --> 00:07:34.520]  簡單來說
[00:07:34.520 --> 00:07:37.320]  你對人有一個和善的心腸
[00:07:37.320 --> 00:07:39.680]  我們要好好的去愛別人
[00:07:39.680 --> 00:07:41.760]  我們不要特別說到嘴巴
[00:07:41.760 --> 00:07:43.040]  不要傷害別人
[00:07:43.040 --> 00:07:44.960]  這個就是我們會這樣做
[00:07:44.960 --> 00:07:45.920]  如果我們這樣做
[00:07:45.920 --> 00:07:46.880]  你想一下
[00:07:46.880 --> 00:07:47.720]  沒有什麼錯的
[00:07:47.720 --> 00:07:49.680]  如果你這樣對著所有的人
[00:07:49.680 --> 00:07:52.160]  很多人都會很喜歡你的
[00:07:52.160 --> 00:07:53.920]  所以這裡說
[00:07:53.920 --> 00:07:56.600]  有誰會傷害你們呢
[00:07:56.600 --> 00:07:58.160]  照你這樣做應該
[00:07:58.160 --> 00:07:58.800]  一般來說
[00:07:58.800 --> 00:08:00.800]  沒有說結仇口
[00:08:00.800 --> 00:08:02.360]  沒有什麼傷害你
[00:08:02.360 --> 00:08:04.440]  但是第十四節說
[00:08:04.440 --> 00:08:06.480]  即使你們為義受苦
[00:08:06.480 --> 00:08:08.000]  也是有福的
[00:08:08.000 --> 00:08:08.600]  什麼意思呢
[00:08:08.600 --> 00:08:10.840]  就算我們這樣做好人
[00:08:10.840 --> 00:08:12.640]  未必有好的回應
[00:08:12.640 --> 00:08:15.400]  都會受到傷害的
[00:08:15.400 --> 00:08:18.160]  我們要了解
[00:08:18.160 --> 00:08:19.280]  彼得前書的內容
[00:08:19.280 --> 00:08:20.800]  就說到我們很多
[00:08:20.800 --> 00:08:21.640]  美信主義的人
[00:08:21.640 --> 00:08:23.400]  他們的文化和我們不同
[00:08:23.400 --> 00:08:25.520]  想法和信念
[00:08:25.520 --> 00:08:27.560]  又或者行事為人都很不同
[00:08:27.560 --> 00:08:30.600]  譬如在四章
[00:08:30.600 --> 00:08:32.000]  或者我讀一讀
[00:08:32.000 --> 00:08:35.360]  第三節和第四節這裡提到
[00:08:35.360 --> 00:08:38.560]  所說到那些信徒以前的生命是怎樣呢
[00:08:38.560 --> 00:08:42.880]  因為你們從前隨從外邦人的心智
[00:08:42.880 --> 00:08:48.600]  生活在放蕩、情慾、醉酒、謊言、狂飲
[00:08:48.600 --> 00:08:51.440]  和可憎的偶像崇拜中
[00:08:51.440 --> 00:08:52.800]  我們都會拜偶像
[00:08:52.800 --> 00:08:55.680]  我們的生命都是吃喝喝喝
[00:08:55.680 --> 00:08:57.680]  當然不是所有
[00:08:57.680 --> 00:09:00.080]  但這裡就說到當時的文化
[00:09:00.080 --> 00:09:01.280]  是不同的
[00:09:01.280 --> 00:09:02.960]  在這些事情上
[00:09:02.960 --> 00:09:05.520]  他們見到你們與他們不同
[00:09:05.520 --> 00:09:08.400]  奔放蕩無道的路
[00:09:08.400 --> 00:09:09.520]  就會以為怪
[00:09:09.520 --> 00:09:10.320]  覺得你很奇怪
[00:09:10.320 --> 00:09:12.440]  你不埋堆的
[00:09:12.440 --> 00:09:14.840]  總之是古怪
[00:09:14.840 --> 00:09:17.800]  總之是異類
[00:09:17.800 --> 00:09:22.920]  有一次有一位弟兄跟家人說
[00:09:22.920 --> 00:09:24.440]  我不是很好很多
[00:09:24.440 --> 00:09:25.520]  我生活很簡單
[00:09:25.520 --> 00:09:29.120]  我又不喜歡去買音響
[00:09:29.120 --> 00:09:29.720]  什麼Hi-Fi
[00:09:29.720 --> 00:09:31.080]  我不需要這些
[00:09:31.080 --> 00:09:32.400]  這樣就說你怪
[00:09:32.400 --> 00:09:34.560]  所以就說你什麼都不喜歡
[00:09:34.560 --> 00:09:36.680]  只喜歡聖經
[00:09:36.680 --> 00:09:40.280]  我們基督徒很怪
[00:09:40.280 --> 00:09:43.480]  在弟兄眼中我們是特別的怪
[00:09:43.480 --> 00:09:45.760]  這裡就說他誹謗你們
[00:09:45.760 --> 00:09:48.880]  雖然這裡聖經不是說一般是這樣
[00:09:48.880 --> 00:09:50.680]  但有時是這樣的時候
[00:09:50.680 --> 00:09:52.520]  就算是這樣你們都是有福的
[00:09:52.520 --> 00:09:54.040]  聖經裡面說
[00:09:54.040 --> 00:09:57.760]  你們若為基督的名受辱
[00:09:57.760 --> 00:09:58.960]  是有福的
[00:09:58.960 --> 00:10:00.200]  因為榮耀的靈
[00:10:00.200 --> 00:10:02.680]  就是神的靈在你們身上
[00:10:02.680 --> 00:10:06.800]  就算是被人對我們不利
[00:10:06.800 --> 00:10:08.480]  仍然是有福的
[00:10:08.480 --> 00:10:10.200]  所以這裡就讓我們說到
[00:10:10.200 --> 00:10:14.520]  我們一定要把持一個好的基督徒品格
[00:10:14.520 --> 00:10:18.080]  我聽過一些弟兄姊妹跟我分享
[00:10:18.080 --> 00:10:20.040]  有時你們努力做工
[00:10:20.040 --> 00:10:21.280]  因為聖經裡面說
[00:10:21.280 --> 00:10:22.040]  你要努力
[00:10:22.040 --> 00:10:24.160]  你侍奉的不是地上的主
[00:10:24.160 --> 00:10:25.440]  是天上的主
[00:10:25.440 --> 00:10:27.440]  所以拼命做事
[00:10:27.440 --> 00:10:29.360]  但拼命做事的時候
[00:10:29.360 --> 00:10:31.520]  得出來未必是最好的
[00:10:31.520 --> 00:10:35.360]  因為老闆就見到你這麼做得到
[00:10:35.360 --> 00:10:37.320]  多給你一些工作
[00:10:37.320 --> 00:10:42.680]  就變成不公平的情況出現
[00:10:42.680 --> 00:10:44.520]  我聽過一個弟兄這麼說
[00:10:44.520 --> 00:10:48.600]  他說我見到一個地方做工的人
[00:10:48.600 --> 00:10:49.600]  就亂七八糟
[00:10:49.600 --> 00:10:51.400]  遲到早退
[00:10:51.400 --> 00:10:54.400]  但是那些管工
[00:10:54.400 --> 00:10:56.880]  因為他們上班下班要打卡
[00:10:56.880 --> 00:10:57.960]  要報到
[00:10:57.960 --> 00:10:59.720]  這個管工就幫他們
[00:10:59.720 --> 00:11:02.680]  當是總時上班下班去打卡
[00:11:02.680 --> 00:11:05.360]  你說這個世界怎麼搞
[00:11:05.360 --> 00:11:07.480]  所以我們要什麼都行事為人
[00:11:07.480 --> 00:11:09.600]  要去根據神的方式
[00:11:09.600 --> 00:11:12.000]  你會發覺有很多撞板
[00:11:12.000 --> 00:11:16.600]  我聽過有一個很負責任的姐妹做上司
[00:11:16.600 --> 00:11:19.480]  我見到下屬如果有些不對
[00:11:19.480 --> 00:11:21.760]  我一定要去跟她談
[00:11:21.760 --> 00:11:24.440]  因為我都想那個機構好
[00:11:24.440 --> 00:11:26.280]  但往往當我這樣做的時候
[00:11:26.280 --> 00:11:28.000]  我就做了什麼角色呢
[00:11:28.000 --> 00:11:30.560]  我就做了黑人憎那個
[00:11:30.560 --> 00:11:31.920]  沒有好處的
[00:11:31.920 --> 00:11:33.800]  但你為了神的好處
[00:11:33.800 --> 00:11:36.040]  你就可能會面對很多的難處
[00:11:36.040 --> 00:11:39.080]  但你會不會堅持呢
[00:11:39.080 --> 00:11:42.120]  有個弟兄跟我說
[00:11:42.120 --> 00:11:44.000]  公司裏面的一些男同事
[00:11:44.000 --> 00:11:47.720]  一到周末就走去一些不正當的地方
[00:11:47.720 --> 00:11:48.760]  邀請我去
[00:11:48.760 --> 00:11:50.560]  其實都不容易
[00:11:50.560 --> 00:11:52.240]  在我的世界裏面
[00:11:52.240 --> 00:11:55.720]  你想想我們能夠去堅持這個熱心行善
[00:11:55.720 --> 00:11:57.640]  而又不讓別人覺得
[00:11:57.640 --> 00:11:59.960]  我們覺得異類
[00:11:59.960 --> 00:12:01.360]  我們繼續去堅持
[00:12:01.360 --> 00:12:03.360]  這個一點都不容易
[00:12:03.360 --> 00:12:05.400]  有時我想我們基督徒那個危機
[00:12:05.400 --> 00:12:08.280]  我們反而慢慢不敢出聲太多
[00:12:08.280 --> 00:12:10.880]  算了算了我們的價值觀不要說太多了
[00:12:10.880 --> 00:12:12.680]  慢慢就隨波逐流了
[00:12:12.680 --> 00:12:15.440]  慢慢我們的信仰一說出來
[00:12:15.440 --> 00:12:18.680]  算了別人不喜歡聽我們就不說了
[00:12:18.680 --> 00:12:20.480]  行善當然包括好好的行為
[00:12:20.480 --> 00:12:23.160]  也都將我們的福音去跟別人傳講
[00:12:23.160 --> 00:12:25.400]  我記得以前我讀神學院的時候
[00:12:25.400 --> 00:12:30.160]  我是做一個半職的part time的工作
[00:12:30.160 --> 00:12:33.520]  我就跟那些同事去傳福音
[00:12:33.520 --> 00:12:36.200]  我覺得很難得機會可以接觸到外面的
[00:12:36.200 --> 00:12:37.560]  外面做工的人
[00:12:37.560 --> 00:12:40.160]  我記得有一次在車上我們一起吃飯
[00:12:40.160 --> 00:12:41.480]  就跟幾個同事
[00:12:41.480 --> 00:12:45.240]  我就講起一些信仰的問題
[00:12:45.240 --> 00:12:47.680]  我想跟一位同事說
[00:12:47.680 --> 00:12:49.600]  一講這個話題的時候
[00:12:49.600 --> 00:12:50.400]  他馬上就跟我說
[00:12:50.400 --> 00:12:53.000]  對不起我對信仰沒有興趣
[00:12:53.000 --> 00:12:54.200]  就已經停了
[00:12:54.200 --> 00:12:57.440]  沒什麼可以再講的議題
[00:12:57.440 --> 00:12:59.920]  很多很多我跟另一個同行說
[00:12:59.920 --> 00:13:04.160]  我發覺基督教都不是很科學的
[00:13:04.160 --> 00:13:05.560]  我看到很多的
[00:13:05.560 --> 00:13:07.960]  那個宇宙怎麼形成這些
[00:13:07.960 --> 00:13:09.440]  你是神創造
[00:13:09.440 --> 00:13:12.880]  很多很多的質疑質疑
[00:13:12.880 --> 00:13:15.320]  我們要堅持我們的信仰
[00:13:15.320 --> 00:13:16.400]  我們堅持我們的行為
[00:13:16.400 --> 00:13:17.960]  其實一點都不容易
[00:13:17.960 --> 00:13:20.840]  但如果我們看回在彼得前書
[00:13:20.840 --> 00:13:23.520]  我們的身份無論你做不做見證
[00:13:23.520 --> 00:13:26.080]  我們都是有一個神給我們的身份的
[00:13:26.080 --> 00:13:29.200]  譬如在彼得前書這裡說
[00:13:29.200 --> 00:13:30.960]  你們要聖潔
[00:13:30.960 --> 00:13:34.640]  因為我是神聖的
[00:13:34.640 --> 00:13:35.680]  神是聖潔的
[00:13:35.680 --> 00:13:36.560]  我們是聖潔
[00:13:36.560 --> 00:13:38.360]  我們是與人分別出來的
[00:13:38.360 --> 00:13:40.080]  我們和人是不同的
[00:13:40.080 --> 00:13:41.280]  所以我們的身份
[00:13:41.280 --> 00:13:43.880]  還有一個身份是很特別的
[00:13:43.880 --> 00:13:45.480]  這裡講到在第二章講到
[00:13:45.480 --> 00:13:47.400]  我們有一個祭司的身份
[00:13:47.400 --> 00:13:49.560]  他說是有君尊的祭司的
[00:13:49.560 --> 00:13:51.160]  二章第九節
[00:13:51.160 --> 00:13:52.560]  什麼叫祭司
[00:13:52.560 --> 00:13:54.680]  將人帶到神那裡
[00:13:54.680 --> 00:13:55.320]  舉個例子
[00:13:55.320 --> 00:13:58.480]  如果你去到一間戲院裡面
[00:13:58.480 --> 00:13:59.320]  你很自然
[00:13:59.320 --> 00:14:00.600]  黑漆漆的時候
[00:14:00.600 --> 00:14:02.520]  你見到一個大飛猿
[00:14:02.520 --> 00:14:04.800]  這個人你不用問他怎樣
[00:14:04.800 --> 00:14:06.680]  他都會帶你走的
[00:14:06.680 --> 00:14:09.240]  現在基督徒每個人都有一個身份
[00:14:09.240 --> 00:14:11.000]  不過我們有沒有將
[00:14:11.000 --> 00:14:13.920]  我們周圍的人帶到神的面前
[00:14:13.920 --> 00:14:16.280]  這個是我們很重要的
[00:14:16.280 --> 00:14:17.640]  我們這個見證
[00:14:17.640 --> 00:14:20.480]  神擺在我們眾人面前
[00:14:20.480 --> 00:14:22.040]  眾人看在眼裡
[00:14:22.040 --> 00:14:23.640]  無論你口講不講
[00:14:23.640 --> 00:14:27.160]  人家都會看著我們基督徒的一個見證
[00:14:27.160 --> 00:14:28.520]  如果我們這樣看的時候
[00:14:28.520 --> 00:14:31.440]  我們要面對一個挑戰的時候
[00:14:31.440 --> 00:14:34.360]  彼得就提出四方面我們要注意
[00:14:34.360 --> 00:14:35.640]  怎樣去做這個見證
[00:14:35.640 --> 00:14:37.120]  怎樣去行善
[00:14:37.120 --> 00:14:38.840]  熱心行善
[00:14:38.840 --> 00:14:39.640]  我們一起看
[00:14:39.640 --> 00:14:41.280]  剛才我們講了
[00:14:41.280 --> 00:14:42.360]  是第十四節
[00:14:42.360 --> 00:14:46.400]  講到不要怕人的威嚇
[00:14:46.400 --> 00:14:47.680]  也不要驚慌
[00:14:47.680 --> 00:14:49.280]  這是第一方面
[00:14:49.280 --> 00:14:51.840]  然後接著第二三四方面
[00:14:51.840 --> 00:14:52.680]  請我們一起讀
[00:14:52.680 --> 00:14:54.280]  第十五節去到第十七節
[00:14:54.280 --> 00:14:56.480]  我們一起讀
[00:14:56.480 --> 00:14:58.880]  「照心裡奉主基督為聖
[00:14:58.880 --> 00:15:00.360]  尊他為主
[00:15:00.360 --> 00:15:03.520]  有人問你們心中盼望的理由
[00:15:03.520 --> 00:15:05.920]  要隨時準備回答
[00:15:05.920 --> 00:15:09.400]  不過要以溫柔敬畏的心回答
[00:15:09.400 --> 00:15:11.600]  要存無愧的良心
[00:15:11.600 --> 00:15:14.280]  使你們在何善上被毀謗
[00:15:14.280 --> 00:15:18.080]  就在何善上使那些凌辱你們在基督裡
[00:15:18.080 --> 00:15:21.040]  有好品行的人自覺羞愧
[00:15:21.040 --> 00:15:25.440]  神的旨意若是要你們行善受苦
[00:15:25.440 --> 00:15:28.400]  這種比因行惡受苦好」
[00:15:28.400 --> 00:15:30.720]  這就是基督徒的生命
[00:15:30.720 --> 00:15:34.160]  我們大家都是經歷剛才那些經文
[00:15:34.160 --> 00:15:35.200]  我們一起學習
[00:15:35.200 --> 00:15:39.400]  首先講到面對這些受苦
[00:15:39.400 --> 00:15:40.960]  就算唯二都受苦
[00:15:40.960 --> 00:15:42.680]  我們第一件事不要怕
[00:15:42.680 --> 00:15:44.240]  不要怕別人的威嚇
[00:15:44.240 --> 00:15:45.640]  也不要驚慌
[00:15:45.640 --> 00:15:47.000]  不需要驚慌
[00:15:47.000 --> 00:15:49.800]  用兩個形容詞代表你不要受煩
[00:15:49.800 --> 00:15:52.600]  這個驚慌代表擾亂
[00:15:52.600 --> 00:15:55.720]  心被人搞動很煩躁
[00:15:55.720 --> 00:15:56.920]  這樣的意思
[00:15:56.920 --> 00:15:59.080]  當人有這些情況
[00:15:59.080 --> 00:16:01.000]  我們不要擔心不要怕
[00:16:01.000 --> 00:16:04.640]  仍然繼續以熱心為善
[00:16:04.640 --> 00:16:05.880]  我們不要退縮
[00:16:05.880 --> 00:16:08.600]  這不代表我們不理情由
[00:16:08.600 --> 00:16:11.040]  毫不敏感地死沖
[00:16:11.040 --> 00:16:12.320]  不是的
[00:16:12.320 --> 00:16:14.680]  但是我們要堅持
[00:16:14.680 --> 00:16:18.160]  最重要的是我們不要怕
[00:16:18.160 --> 00:16:20.680]  有些我們傳福音某些對象
[00:16:20.680 --> 00:16:22.720]  可能我們都有點怕
[00:16:22.720 --> 00:16:25.520]  有一個姐妹跟我分享
[00:16:25.520 --> 00:16:28.320]  她說她想和上司去傳福音
[00:16:28.320 --> 00:16:30.880]  你知道和上司傳福音有些危機
[00:16:30.880 --> 00:16:33.960]  如果你講得好一點就好一點
[00:16:33.960 --> 00:16:38.760]  不好的時候可能有些什麼後果
[00:16:38.760 --> 00:16:42.320]  這個姐妹很想和上司去禱告
[00:16:42.320 --> 00:16:45.120]  去為她禱告 為她信諸禱告
[00:16:45.120 --> 00:16:47.000]  有一次他們一起去公幹
[00:16:47.000 --> 00:16:48.240]  這個姐妹心想
[00:16:48.240 --> 00:16:50.040]  對了 這次長程
[00:16:50.040 --> 00:16:52.280]  老闆不能夠逃脫
[00:16:52.280 --> 00:16:55.600]  長程裏面一直講 我計劃
[00:16:55.600 --> 00:16:57.680]  我計劃一開始這個行程
[00:16:57.680 --> 00:16:59.480]  這個旅程就開始講
[00:16:59.480 --> 00:17:03.480]  我預計都會有很長的時間講
[00:17:03.480 --> 00:17:06.040]  怎知當這個姐妹一講的時候
[00:17:06.040 --> 00:17:07.600]  被老闆罵她
[00:17:07.600 --> 00:17:11.200]  不單止是反感 直接罵她
[00:17:11.200 --> 00:17:13.200]  你不要講這些
[00:17:13.200 --> 00:17:14.400]  結果沒聲音出
[00:17:14.400 --> 00:17:17.040]  全程就失了大預算
[00:17:17.040 --> 00:17:18.920]  完全沒得講
[00:17:18.920 --> 00:17:21.600]  結果這個姐妹真的不要再和老闆講
[00:17:21.600 --> 00:17:25.200]  因為上次那個很凌厲的反應
[00:17:25.200 --> 00:17:27.600]  結果很多年很多年
[00:17:27.600 --> 00:17:30.800]  這個老闆經歷了人生一些事情
[00:17:30.800 --> 00:17:33.160]  差不多很長的時間
[00:17:33.160 --> 00:17:36.680]  再和老闆講 講這個信仰
[00:17:36.680 --> 00:17:38.200]  結果老闆就說
[00:17:38.200 --> 00:17:41.280]  我都發覺你們信仰都有些好處
