
[00:00:00.000 --> 00:00:07.000]  今天我們會一起分享一個其實在神學上比較難的題目
[00:03:16.000 --> 00:03:18.000]  失去聯絡
[00:03:18.000 --> 00:03:20.000]  不能動
[00:03:20.000 --> 00:03:22.000]  所以又聽人說
[00:03:22.000 --> 00:03:27.000]  一定要靠律法守得住
[00:03:27.000 --> 00:03:30.000]  這個是他一路根深蒂固觀念
[00:03:30.000 --> 00:03:32.000]  基督徒有沒有一些根深蒂固觀念呢
[00:03:32.000 --> 00:03:34.000]  我先問問你
[00:03:34.000 --> 00:03:39.000]  你理解什麼叫論斷
[00:03:39.000 --> 00:03:41.000]  批評
[00:03:41.000 --> 00:03:43.000]  說人家
[00:03:43.000 --> 00:03:45.000]  從小到大我在教會
[00:03:45.000 --> 00:03:47.000]  都有長輩告訴我
[00:03:47.000 --> 00:03:49.000]  不要論斷人
[00:03:49.000 --> 00:03:52.000]  你們在一起這樣論斷人是不對的
[00:03:52.000 --> 00:03:55.000]  我們應該怎樣
[00:03:55.000 --> 00:03:58.000]  謙虛溫柔忍耐用愛心互相寬容
[00:03:58.000 --> 00:04:00.000]  所以這個金句對於我來說很熟
[00:04:00.000 --> 00:04:02.000]  基本上我做錯了什麼
[00:04:02.000 --> 00:04:04.000]  他都差不多用這一句
[00:04:04.000 --> 00:04:06.000]  論斷這個字
[00:04:06.000 --> 00:04:08.000]  在這裡用得比較多
[00:04:08.000 --> 00:04:10.000]  當然前文已經在討論
[00:04:10.000 --> 00:04:12.000]  剛才我講的東西
[00:04:12.000 --> 00:04:14.000]  所以上文下理我不再多講
[00:04:14.000 --> 00:04:16.000]  但是這個主要
[00:04:16.000 --> 00:04:18.000]  對象是和教會裏面的猶太人講
[00:04:18.000 --> 00:04:20.000]  你真的論斷人嗎
[00:04:20.000 --> 00:04:22.000]  你是誰
[00:04:22.000 --> 00:04:24.000]  你不能說不關你的事
[00:04:24.000 --> 00:04:26.000]  你在什麼事上論斷人
[00:04:26.000 --> 00:04:28.000]  在什麼事上定自己是誰
[00:04:28.000 --> 00:04:30.000]  猶太人聽到這一句
[00:04:30.000 --> 00:04:32.000]  火都來了
[00:04:32.000 --> 00:04:34.000]  因為猶太人一直以守行為
[00:04:34.000 --> 00:04:36.000]  守律法
[00:04:36.000 --> 00:04:38.000]  引以自豪
[00:04:38.000 --> 00:04:40.000]  例如當中有長輩
[00:04:40.000 --> 00:04:42.000]  以天天祈禱讀經
[00:04:42.000 --> 00:04:44.000]  那個自豪是有價值的
[00:04:44.000 --> 00:04:46.000]  不是說騙人的
[00:04:46.000 --> 00:04:48.000]  不是扮你的自豪
[00:04:48.000 --> 00:04:50.000]  但是你居然說我
[00:04:50.000 --> 00:04:52.000]  我這樣說人的時候
[00:04:52.000 --> 00:04:54.000]  自己都中了這個罪
[00:04:54.000 --> 00:04:56.000]  在這裡其實
[00:04:56.000 --> 00:04:58.000]  你看完第一二三節
[00:04:58.000 --> 00:05:00.000]  就會理解
[00:05:00.000 --> 00:05:02.000]  普羅本身用了這三節
[00:05:02.000 --> 00:05:04.000]  做了一個辯論
[00:05:04.000 --> 00:05:06.000]  第一節其實就想和你講
[00:05:06.000 --> 00:05:08.000]  你和其他人
[00:05:08.000 --> 00:05:10.000]  都是一樣的
[00:05:10.000 --> 00:05:12.000]  你這樣罵人的時候
[00:05:12.000 --> 00:05:14.000]  我們中國人都會說
[00:05:14.000 --> 00:05:16.000]  你罵人先看看自己
[00:05:16.000 --> 00:05:18.000]  你又是這樣
[00:05:18.000 --> 00:05:20.000]  不過這裡有少少分別
[00:05:20.000 --> 00:05:22.000]  到第二節
[00:05:22.000 --> 00:05:24.000]  因為你和你罵的人都是一樣
[00:05:24.000 --> 00:05:26.000]  那究竟有什麼一樣
[00:05:26.000 --> 00:05:28.000]  第二節回答了我們
[00:05:28.000 --> 00:05:30.000]  你看一看
[00:05:30.000 --> 00:05:32.000]  有什麼我們將會和
[00:05:32.000 --> 00:05:34.000]  我們罵的人是一樣的
[00:05:34.000 --> 00:05:38.000]  受誰
[00:05:38.000 --> 00:05:40.000]  受上帝的審判
[00:05:40.000 --> 00:05:42.000]  原來他和中國人
[00:05:42.000 --> 00:05:44.000]  剛才我講的有少少分別
[00:05:44.000 --> 00:05:46.000]  例如看到年輕人亂罵
[00:05:46.000 --> 00:05:48.000]  有一天你發現他
[00:05:48.000 --> 00:05:50.000]  手機的資訊
[00:05:50.000 --> 00:05:52.000]  罵政府罵到狗血淋頭
[00:05:52.000 --> 00:05:54.000]  罵罵下都不知道自己在罵什麼
[00:05:54.000 --> 00:05:56.000]  這個年代很流行
[00:05:56.000 --> 00:05:58.000]  事實上某程度
[00:05:58.000 --> 00:06:00.000]  都是我們教出來的
[00:06:00.000 --> 00:06:02.000]  你有沒有試過聽過一些說話
[00:06:02.000 --> 00:06:04.000]  要從政府某個部門投訴
[00:06:04.000 --> 00:06:06.000]  投訴到狗血淋頭
[00:06:06.000 --> 00:06:08.000]  他才理睬我
[00:06:08.000 --> 00:06:10.000]  不兇一點都不幫我做事
[00:06:10.000 --> 00:06:12.000]  有時候真是
[00:06:12.000 --> 00:06:14.000]  你罵他多罵
[00:06:14.000 --> 00:06:16.000]  找吳牧師是浪費力氣
[00:06:16.000 --> 00:06:20.000]  要站在他面前
[00:06:20.000 --> 00:06:22.000]  牧師你現在就找我
[00:06:22.000 --> 00:06:24.000]  這些人
[00:06:24.000 --> 00:06:26.000]  不對著他直接講是不行的
[00:06:26.000 --> 00:06:28.000]  我們會有一種
[00:06:28.000 --> 00:06:30.000]  某程度
[00:06:30.000 --> 00:06:32.000]  為了爭取自己的權益
[00:06:32.000 --> 00:06:34.000]  或者是責勝
[00:06:34.000 --> 00:06:36.000]  我要這樣去罵
[00:06:36.000 --> 00:06:38.000]  才
[00:06:38.000 --> 00:06:40.000]  得到我們想得到的東西
[00:06:40.000 --> 00:06:42.000]  當猶太人
[00:06:42.000 --> 00:06:44.000]  去罵那些外邦人
[00:06:44.000 --> 00:06:46.000]  你憑什麼
[00:06:46.000 --> 00:06:48.000]  可以得罪這個狗血淋頭
[00:06:48.000 --> 00:06:50.000]  保羅說
[00:06:50.000 --> 00:06:52.000]  你看看你自己
[00:06:52.000 --> 00:06:54.000]  其實你和其他人都是怎樣
[00:06:54.000 --> 00:06:56.000]  照真理
[00:06:56.000 --> 00:06:58.000]  被什麼
[00:06:58.000 --> 00:07:00.000]  你相信審判
[00:07:00.000 --> 00:07:02.000]  審判這個字的原文
[00:07:02.000 --> 00:07:04.000]  原來和論斷
[00:07:04.000 --> 00:07:06.000]  是非常非常
[00:07:06.000 --> 00:07:08.000]  非常接近的
[00:07:08.000 --> 00:07:10.000]  是改了一點點的東西
[00:07:10.000 --> 00:07:12.000]  換句話說
[00:07:12.000 --> 00:07:14.000]  我們可以大概來說
[00:07:14.000 --> 00:07:16.000]  你用你的嘴巴審判別人
[00:07:16.000 --> 00:07:18.000]  你是誰
[00:07:18.000 --> 00:07:20.000]  最後你和他一樣
[00:07:20.000 --> 00:07:22.000]  被上帝審判
[00:07:22.000 --> 00:07:24.000]  換句話說
[00:07:24.000 --> 00:07:26.000]  你憑什麼去審判別人
[00:07:26.000 --> 00:07:28.000]  就不是你的
[00:07:28.000 --> 00:07:30.000]  罵人的文化情操高不高
[00:07:30.000 --> 00:07:32.000]  原來不是說你的
[00:07:32.000 --> 00:07:34.000]  言語或者手段
[00:07:34.000 --> 00:07:36.000]  是說你的心
[00:07:36.000 --> 00:07:38.000]  究竟憑著什麼
[00:07:38.000 --> 00:07:40.000]  去說別人
[00:07:40.000 --> 00:07:42.000]  於是第三節
[00:07:42.000 --> 00:07:44.000]  就是總結
[00:07:44.000 --> 00:07:46.000]  你論辯這樣的情況的人
[00:07:46.000 --> 00:07:48.000]  你和其他人一樣
[00:07:48.000 --> 00:07:50.000]  你以為能夠逃脫
[00:07:50.000 --> 00:07:52.000]  上帝的審判嗎
[00:07:52.000 --> 00:07:54.000]  最後一句的意思
[00:07:54.000 --> 00:07:56.000]  走得甩還是走不甩
[00:07:56.000 --> 00:07:58.000]  走不甩
[00:07:58.000 --> 00:08:00.000]  結論就是
[00:08:00.000 --> 00:08:02.000]  你和我柏招君體也相同
[00:08:02.000 --> 00:08:04.000]  我也是上到去
[00:08:04.000 --> 00:08:06.000]  比神審到你一棟都沒有
[00:08:06.000 --> 00:08:08.000]  所以不要去審判人
[00:08:08.000 --> 00:08:10.000]  原來呢
[00:08:10.000 --> 00:08:12.000]  這段經文不是叫你不要罵人
[00:08:12.000 --> 00:08:14.000]  原來不是不可以罵人
[00:08:14.000 --> 00:08:16.000]  我小時候某程度
[00:08:16.000 --> 00:08:18.000]  我都好像聽到論斷
[00:08:18.000 --> 00:08:20.000]  就等同罵人
[00:08:20.000 --> 00:08:22.000]  反而那個是說
[00:08:22.000 --> 00:08:24.000]  一個基督徒的氣質和情操
[00:08:24.000 --> 00:08:26.000]  是另一些的經文
[00:08:26.000 --> 00:08:28.000]  提醒我們
[00:08:28.000 --> 00:08:30.000]  罵都要罵得有道理
[00:08:30.000 --> 00:08:32.000]  溫柔些有多些體諒等等
[00:08:32.000 --> 00:08:34.000]  如果說論斷這個道理
[00:08:34.000 --> 00:08:36.000]  是提醒我們
[00:08:36.000 --> 00:08:38.000]  不要用我們的標準
[00:08:38.000 --> 00:08:40.000]  去審死人
[00:08:40.000 --> 00:08:42.000]  有時我都會
[00:08:42.000 --> 00:08:44.000]  在家裏
[00:08:44.000 --> 00:08:46.000]  見到小朋友
[00:08:46.000 --> 00:08:48.000]  做一些懷疑犯罪行為
[00:08:48.000 --> 00:08:50.000]  我們會怎樣
[00:08:50.000 --> 00:08:52.000]  你又是這樣
[00:08:52.000 --> 00:08:54.000]  你又是這樣的情況
[00:08:54.000 --> 00:08:56.000]  你又做錯事
[00:08:56.000 --> 00:08:58.000]  我說過你
[00:08:58.000 --> 00:09:00.000]  可能罵完一輪之後
[00:09:00.000 --> 00:09:02.000]  小朋友跟你說
[00:09:02.000 --> 00:09:04.000]  你誤會了
[00:09:04.000 --> 00:09:06.000]  我沒有這件事的發生
[00:09:06.000 --> 00:09:08.000]  罵是不是好事呢
[00:09:08.000 --> 00:09:10.000]  牧師特別在這幾年
[00:09:10.000 --> 00:09:12.000]  牧會見到很多
[00:09:12.000 --> 00:09:14.000]  罵的事件
[00:09:14.000 --> 00:09:16.000]  基本上這個社會
[00:09:16.000 --> 00:09:18.000]  是不是越來越喜歡罵人
[00:09:18.000 --> 00:09:20.000]  我在華僑
[00:09:20.000 --> 00:09:22.000]  大家都很愛惜我
[00:09:22.000 --> 00:09:24.000]  見到我這個樣子
[00:09:24.000 --> 00:09:26.000]  大家給我一個反應
[00:09:26.000 --> 00:09:28.000]  就說我好像WhatsApp的公仔
[00:09:28.000 --> 00:09:30.000]  光頭 戴口罩
[00:09:30.000 --> 00:09:32.000]  照一下鏡頭
[00:09:32.000 --> 00:09:34.000]  真的很像
[00:09:34.000 --> 00:09:36.000]  你們是很接納
[00:09:36.000 --> 00:09:38.000]  很接納
[00:09:38.000 --> 00:09:40.000]  很幽默
[00:09:40.000 --> 00:09:42.000]  很互相的體諒
[00:09:42.000 --> 00:09:44.000]  但要罵
[00:09:44.000 --> 00:09:46.000]  很容易
[00:09:46.000 --> 00:09:48.000]  很多事都可以去罵
[00:09:48.000 --> 00:09:50.000]  我覺得我是一個
[00:09:50.000 --> 00:09:52.000]  何等的人
[00:09:52.000 --> 00:09:54.000]  我不是一個
[00:09:54.000 --> 00:09:56.000]  很懂得去追求
[00:09:56.000 --> 00:09:58.000]  一絲不苟的人
[00:09:58.000 --> 00:10:00.000]  你問我有沒有人情味
[00:10:00.000 --> 00:10:02.000]  都尚有少少
[00:10:02.000 --> 00:10:04.000]  你知道冷血無情
[00:10:04.000 --> 00:10:06.000]  感謝主給我一班
[00:10:06.000 --> 00:10:08.000]  很好的弟兄姊妹
[00:10:08.000 --> 00:10:10.000]  但為什麼你會不是罵我呢
[00:10:10.000 --> 00:10:12.000]  是一個接納呢
[00:10:12.000 --> 00:10:14.000]  當然啦 我希望你心底都沒有罵我
[00:10:14.000 --> 00:10:16.000]  沒有一個人喜歡
[00:10:16.000 --> 00:10:18.000]  對方心底罵自己
[00:10:18.000 --> 00:10:20.000]  再加上在道理上
[00:10:20.000 --> 00:10:22.000]  如果你發現
[00:10:22.000 --> 00:10:24.000]  你是用你的審判準則
[00:10:24.000 --> 00:10:26.000]  去審判我 或者教會其他的人
[00:10:26.000 --> 00:10:28.000]  我們都要小心
[00:10:28.000 --> 00:10:30.000]  不是不能罵
[00:10:30.000 --> 00:10:32.000]  不過不能用自己的標準
[00:10:32.000 --> 00:10:34.000]  只有一個標準
[00:10:34.000 --> 00:10:36.000]  以上的標準
[00:10:36.000 --> 00:10:38.000]  去罵人
[00:10:38.000 --> 00:10:40.000]  我們再繼續講下去
[00:10:40.000 --> 00:10:42.000]  但感謝主
[00:10:42.000 --> 00:10:44.000]  因為你和我認識
[00:10:44.000 --> 00:10:46.000]  因為你和我有那種關係
[00:10:46.000 --> 00:10:48.000]  因此
[00:10:48.000 --> 00:10:50.000]  有些事做得更好
[00:10:50.000 --> 00:10:52.000]  或者有些事做得未如理想
[00:10:52.000 --> 00:10:54.000]  你可能會考慮
[00:10:54.000 --> 00:10:56.000]  用愛心包容
[00:10:56.000 --> 00:10:58.000]  你可能會考慮
[00:10:58.000 --> 00:11:00.000]  不出聲
[00:11:00.000 --> 00:11:02.000]  因為稍後的時間
[00:11:02.000 --> 00:11:04.000]  再提醒這個領袖
[00:11:04.000 --> 00:11:06.000]  讓他做得更加好
[00:11:06.000 --> 00:11:08.000]  但是
[00:11:08.000 --> 00:11:10.000]  如果那個人
[00:11:10.000 --> 00:11:12.000]  和你的關係
[00:11:12.000 --> 00:11:14.000]  不是這樣
[00:11:14.000 --> 00:11:16.000]  有些關係太深
[00:11:16.000 --> 00:11:18.000]  論斷的機會
[00:11:18.000 --> 00:11:20.000]  會大很多
[00:11:20.000 --> 00:11:22.000]  論斷的機會
[00:11:22.000 --> 00:11:24.000]  會大很多
[00:11:24.000 --> 00:11:26.000]  有一次
[00:11:26.000 --> 00:11:28.000]  我定期都會和我
[00:11:28.000 --> 00:11:30.000]  弟妹吃飯
[00:11:30.000 --> 00:11:32.000]  我們叫家庭聚會
[00:11:32.000 --> 00:11:34.000]  我們那一層的家庭聚會
[00:11:34.000 --> 00:11:36.000]  我們三兄弟姊妹的關係
[00:11:36.000 --> 00:11:38.000]  很好
[00:11:38.000 --> 00:11:40.000]  有一次
[00:11:40.000 --> 00:11:42.000]  我約吃飯
[00:11:42.000 --> 00:11:44.000]  我這些是
[00:11:44.000 --> 00:11:46.000]  大家都用WhatsApp
[00:11:46.000 --> 00:11:48.000]  去哪裏好不好
[00:11:48.000 --> 00:11:50.000]  不知去哪裏好
[00:11:50.000 --> 00:11:52.000]  你決定
[00:11:52.000 --> 00:11:54.000]  沒所謂
[00:11:54.000 --> 00:11:56.000]  去這間
[00:11:56.000 --> 00:11:58.000]  最後終於決定
[00:11:58.000 --> 00:12:00.000]  去一間餐廳
[00:12:00.000 --> 00:12:02.000]  於是我就在
[00:12:02.000 --> 00:12:04.000]  旺角Van仔站
[00:12:04.000 --> 00:12:06.000]  站在那裏
[00:12:06.000 --> 00:12:08.000]  我接著打個電話
[00:12:08.000 --> 00:12:10.000]  給我其中一個弟妹
[00:12:10.000 --> 00:12:12.000]  我妹妹的大哥
[00:12:12.000 --> 00:12:14.000]  喂 甚麼事
[00:12:14.000 --> 00:12:16.000]  記得幾點在哪裏吃
[00:12:16.000 --> 00:12:18.000]  有這件事嗎
[00:12:18.000 --> 00:12:20.000]  有這件事
[00:12:20.000 --> 00:12:22.000]  那一刻
[00:12:22.000 --> 00:12:24.000]  我的摩打快過Van仔
[00:12:24.000 --> 00:12:26.000]  有這件事
[00:12:26.000 --> 00:12:28.000]  我是一個
[00:12:28.000 --> 00:12:30.000]  會容易遲下班的人
[00:12:30.000 --> 00:12:32.000]  所以我有約會
[00:12:32.000 --> 00:12:34.000]  我要強迫自己
[00:12:34.000 --> 00:12:36.000]  去快點離開
[00:12:36.000 --> 00:12:38.000]  對我來說不自在
[00:12:38.000 --> 00:12:40.000]  師母經常很生氣
[00:12:40.000 --> 00:12:42.000]  你究竟知不知道家裏幾點開飯
[00:12:42.000 --> 00:12:44.000]  她經常會用這句說話
[00:12:44.000 --> 00:12:46.000]  去溫柔地提醒我
[00:12:46.000 --> 00:12:48.000]  我辛辛苦苦
[00:12:48.000 --> 00:12:50.000]  趕到Van仔站
[00:12:50.000 --> 00:12:52.000]  打算順便打個電話
[00:12:52.000 --> 00:12:54.000]  但是大家都緊張
[00:12:54.000 --> 00:12:56.000]  這個聚會
[00:12:56.000 --> 00:12:58.000]  你居然回答我
[00:12:58.000 --> 00:13:00.000]  有這件事嗎
[00:13:00.000 --> 00:13:02.000]  去到
[00:13:02.000 --> 00:13:04.000]  我真的變了一個很兇的大哥
[00:13:04.000 --> 00:13:06.000]  敦尼的款
[00:13:06.000 --> 00:13:08.000]  一路
[00:13:08.000 --> 00:13:10.000]  你講一句我就得你一句
[00:13:10.000 --> 00:13:12.000]  你講一句我就得你一句
[00:13:12.000 --> 00:13:14.000]  你知道我其實可以很
[00:13:14.000 --> 00:13:16.000]  很壞的說話
[00:13:16.000 --> 00:13:18.000]  很絕的一路得
[00:13:18.000 --> 00:13:20.000]  一路得
[00:13:20.000 --> 00:13:22.000]  得到他們都出聲
[00:13:22.000 --> 00:13:24.000]  你可不可以不要再
[00:13:24.000 --> 00:13:26.000]  鬧下去
[00:13:26.000 --> 00:13:28.000]  我冷靜下來
[00:13:28.000 --> 00:13:30.000]  我想一想
[00:13:30.000 --> 00:13:32.000]  為什麼我這麼生氣呢
[00:13:32.000 --> 00:13:34.000]  我再想一想
[00:13:34.000 --> 00:13:36.000]  是喔
[00:13:36.000 --> 00:13:38.000]  原來我罵那個人
[00:13:38.000 --> 00:13:40.000]  是準時來的
[00:13:40.000 --> 00:13:42.000]  我沒有罵那個
[00:13:42.000 --> 00:13:44.000]  是遲到
[00:13:44.000 --> 00:13:46.000]  為什麼我這麼生氣
[00:13:46.000 --> 00:13:48.000]  我不是應該生氣遲到嗎
[00:13:48.000 --> 00:13:50.000]  遲到最多的
[00:13:50.000 --> 00:13:54.000]  是真的
[00:13:54.000 --> 00:13:56.000]  為什麼我這次難得準時
[00:13:56.000 --> 00:13:58.000]  就是難得準時
[00:13:58.000 --> 00:14:00.000]  站在小巴站
[00:14:00.000 --> 00:14:02.000]  我難得準時
[00:14:02.000 --> 00:14:04.000]  看到旺角小巴駛過來
[00:14:04.000 --> 00:14:06.000]  馬上打電話
[00:14:06.000 --> 00:14:08.000]  你知道旺角小巴有時半小時都沒有車
[00:14:08.000 --> 00:14:10.000]  看到有個小巴車
[00:14:10.000 --> 00:14:12.000]  心定了
[00:14:12.000 --> 00:14:14.000]  拿著公義的電話
[00:14:14.000 --> 00:14:16.000]  撥號999
[00:14:16.000 --> 00:14:18.000]  你還不死
[00:14:18.000 --> 00:14:20.000]  會不會更加親密的關係
[00:14:20.000 --> 00:14:22.000]  在我們家庭甚至
[00:14:22.000 --> 00:14:24.000]  團契裏面
[00:14:24.000 --> 00:14:26.000]  會成為一種
[00:14:26.000 --> 00:14:28.000]  磨心呢
[00:14:28.000 --> 00:14:30.000]  願主提醒我們
[00:14:30.000 --> 00:14:32.000]  不要有這種論斷
[00:14:32.000 --> 00:14:34.000]  這個社會論斷的聲音太多了
[00:14:34.000 --> 00:14:36.000]  真的
[00:14:36.000 --> 00:14:38.000]  有時牧師
[00:14:38.000 --> 00:14:40.000]  很坦白說我真的沒有足夠的
[00:14:40.000 --> 00:14:42.000]  精神和時間
[00:14:42.000 --> 00:14:44.000]  每一件罵的事
[00:14:44.000 --> 00:14:46.000]  都細心分析
[00:14:46.000 --> 00:14:48.000]  而作出一個判斷
[00:14:48.000 --> 00:14:50.000]  然後怎樣做
[00:14:50.000 --> 00:14:52.000]  還有
[00:14:52.000 --> 00:14:54.000]  做牧師很慘的
[00:14:54.000 --> 00:14:56.000]  你判斷是A的時候
[00:14:56.000 --> 00:14:58.000]  就會怎樣
[00:14:58.000 --> 00:15:00.000]  B的人就會問你
[00:15:00.000 --> 00:15:02.000]  為什麼你選A
[00:15:02.000 --> 00:15:04.000]  有些就容易一點
[00:15:04.000 --> 00:15:06.000]  舉個例子
[00:15:06.000 --> 00:15:08.000]  我印象中近年
[00:15:08.000 --> 00:15:10.000]  真的罵不停的
[00:15:10.000 --> 00:15:12.000]  國民教育
[00:15:12.000 --> 00:15:14.000]  有時我都覺得
[00:15:14.000 --> 00:15:16.000]  都不知道怎樣判斷
[00:15:16.000 --> 00:15:18.000]  有一間學校
[00:15:18.000 --> 00:15:20.000]  帶一些小朋友
[00:15:20.000 --> 00:15:22.000]  去一些
[00:15:22.000 --> 00:15:24.000]  餐桌禮儀的訓練
[00:15:24.000 --> 00:15:26.000]  但那個機構
[00:15:26.000 --> 00:15:28.000]  是和推行國民教育
[00:15:28.000 --> 00:15:30.000]  有一脈相連的
[00:15:30.000 --> 00:15:32.000]  就已經被人
[00:15:32.000 --> 00:15:34.000]  做起文章
[00:15:34.000 --> 00:15:36.000]  我都開始留意我們去旅行
[00:15:36.000 --> 00:15:38.000]  會不會中這些
[00:15:38.000 --> 00:15:40.000]  會不會有些不同的報紙
[00:15:40.000 --> 00:15:42.000]  水果
[00:15:42.000 --> 00:15:44.000]  來找我們
[00:15:44.000 --> 00:15:46.000]  我不知道
[00:15:46.000 --> 00:15:48.000]  同志運動相對容易一點
[00:15:48.000 --> 00:15:50.000]  因為我看
[00:15:50.000 --> 00:15:52.000]  我們的教會
[00:15:52.000 --> 00:15:54.000]  都是傾向傳統的
[00:15:54.000 --> 00:15:56.000]  家庭核心價值
[00:15:56.000 --> 00:15:58.000]  但是
[00:15:58.000 --> 00:16:00.000]  不知道
[00:16:00.000 --> 00:16:02.000]  有時可能裡面
[00:16:02.000 --> 00:16:04.000]  惡虎藏龍
[00:16:04.000 --> 00:16:06.000]  我們應該怎樣判斷
[00:16:06.000 --> 00:16:08.000]  究竟你是用自己
[00:16:08.000 --> 00:16:10.000]  那樣東西
[00:16:10.000 --> 00:16:12.000]  不喜好那樣東西
[00:16:12.000 --> 00:16:14.000]  你習慣那樣東西
[00:16:14.000 --> 00:16:16.000]  不習慣那樣東西
[00:16:16.000 --> 00:16:18.000]  你習慣了戴有色眼鏡
[00:16:18.000 --> 00:16:20.000]  來判斷
[00:16:20.000 --> 00:16:22.000]  還是按照上帝的公義來做
[00:16:22.000 --> 00:16:24.000]  因為在
[00:16:24.000 --> 00:16:26.000]  第六節至第十一節
[00:16:26.000 --> 00:16:28.000]  其實保羅就延伸著
[00:16:28.000 --> 00:16:30.000]  第一節第五節
[00:16:30.000 --> 00:16:32.000]  來講道理
[00:16:32.000 --> 00:16:34.000]  我們最簡單看
[00:16:34.000 --> 00:16:36.000]  第九第十第十一節
[00:16:36.000 --> 00:16:38.000]  這裡是一個
[00:16:38.000 --> 00:16:40.000]  類同詩篇的文筆
[00:16:40.000 --> 00:16:42.000]  你一拍就明白
[00:16:42.000 --> 00:16:44.000]  你發現第九和第十節
[00:16:44.000 --> 00:16:46.000]  最後都是講
[00:16:46.000 --> 00:16:48.000]  先是什麼人
[00:16:48.000 --> 00:16:50.000]  猶太人後世
[00:16:50.000 --> 00:16:52.000]  希利里人
[00:16:52.000 --> 00:16:54.000]  審判由家開始
[00:16:54.000 --> 00:16:56.000]  就是說
