
[00:00:00.000 --> 00:00:06.760]  羅亞入方舟嘅故事,我相信係絕大部分嘅人都可能會聽過嘅故事。
[00:03:39.320 --> 00:03:42.520]  喺Sherfield亦都有非常之嚴重嘅水浸。
[00:03:42.520 --> 00:03:48.760]  水不斷湧入去Meadow Hall嗰度,大家有冇見過Meadow Hall,竟然間入到去裏面呢,係全部都係水嚟㗎。
[00:03:48.760 --> 00:03:51.160]  造成幾嚴重嘅損失呢?
[00:03:51.160 --> 00:03:54.760]  喺羅亞嘅時代,你知唔知,連續落雨落咗幾多日呀?
[00:03:54.760 --> 00:03:57.560]  根據《創世記》第七章第十一節,
[00:03:57.560 --> 00:04:01.160]  當羅亞六百歲,二月十七日嗰一日,
[00:04:01.160 --> 00:04:06.280]  大淵嘅泉源到裂開,天上嘅窗戶到塘海。
[00:04:06.280 --> 00:04:14.280]  呢一場嘅雨,係個天打開咗個窗,落咗足足四十日嘅雨。
[00:04:14.280 --> 00:04:16.040]  四十日呀!
[00:04:16.040 --> 00:04:19.400]  可想而知,當時嘅水係幾咁犀利。
[00:04:19.400 --> 00:04:22.600]  你冇試過出街唔記得關窗?
[00:04:22.600 --> 00:04:26.120]  有冇試過唔記得咗去關門?
[00:04:26.120 --> 00:04:27.960]  以致啲水係咁湧入嚟呢?
[00:04:27.960 --> 00:04:33.480]  我以前係比較窮困,住啲屋都唔喺啲好好嘅地方去住啦。
[00:04:33.480 --> 00:04:38.680]  所以呢啲窗一打封嘅時候,全部都要打曬嗰啲膠紙交叉。
[00:04:38.680 --> 00:04:43.000]  都不特止呀,甚至乎連嗰啲邊都要貼曬膠紙。
[00:04:43.000 --> 00:04:47.960]  試過有一次唔貼呢,即刻啲水係咁湧入嚟。
[00:04:47.960 --> 00:04:51.880]  記得細細個時候,喺唐樓嘅呢一個經歷呢,
[00:04:51.880 --> 00:04:54.440]  令我都非常之有深刻嘅印象。
[00:04:54.440 --> 00:04:59.480]  所以你可以見到,整整四十日,天上嘅窗戶打開咗,
[00:04:59.480 --> 00:05:03.640]  大雨到一個地步呀,連山都被水遮蓋曬。
[00:05:03.640 --> 00:05:06.920]  地上嘅人類、生畜、植物、昆蟲,
[00:05:06.920 --> 00:05:12.920]  全部都被洪水嚟到去掩沒,除咗一家百口嘅羅亞。
[00:05:12.920 --> 00:05:16.920]  洪水喺地上面一共逗留咗一百五十日,
[00:05:16.920 --> 00:05:21.880]  到咗羅亞六百零一歲,正月初一先至水乾咗。
[00:05:21.880 --> 00:05:26.600]  加起嚟嘅日子,一共係三百七十五日嘅水災。
[00:05:26.600 --> 00:05:29.080]  真係太過得人驚。
[00:05:29.080 --> 00:05:33.160]  前幾日香港係咪先至有呢一個暴雨警告呀?
[00:05:33.160 --> 00:05:35.400]  係黑雨呀,又或者係紅雨,我都唔好知啦。
[00:05:35.400 --> 00:05:38.520]  總言之呢,就使唔使返工㗎?
[00:05:38.520 --> 00:05:41.320]  紅雨係好似要返工㗎嘛,係咪?
[00:05:41.320 --> 00:05:42.840]  黑雨就唔使返工。
[00:05:42.840 --> 00:05:45.320]  聽聞話國內呢,情況都係好嚴重喎,
[00:05:45.320 --> 00:05:49.400]  特別係北京嗰啲地方,有唔少地方呢,嚟到去水災。
[00:05:49.400 --> 00:05:52.920]  所以你會發現,水浸真係唔講得笑。
[00:05:52.920 --> 00:05:57.640]  所以你買樓嘅時候呢,好多人都會check下到底有冇水浸嘅一個危機。
[00:05:57.640 --> 00:06:03.560]  最近呢,我哋都幫我哋嘅呢個起點呢,嚟到去嘗試買呢個保險啦。
[00:06:03.560 --> 00:06:07.960]  原來先要發展呢,嗰度係一個高風險水浸嘅地方嚟㗎喎。
[00:06:07.960 --> 00:06:09.400]  睇都睇唔出啦係咪?
[00:06:09.400 --> 00:06:11.800]  大家知唔知前面有條河㗎?
[00:06:11.800 --> 00:06:13.720]  喺城記對出有條河㗎。
[00:06:13.720 --> 00:06:17.640]  唔知乾咗,仲有冇水啦,總言之,嗰度下面有條河㗎。
[00:06:17.640 --> 00:06:22.760]  其實,大淵嘅泉源都裂開,天上嘅窗戶都躺開,
[00:06:22.760 --> 00:06:26.520]  就反映咗以色列人嗰種創造嘅觀念。
[00:06:26.520 --> 00:06:31.160]  佢哋認為,我哋依家嘅世界係被大水包圍住㗎。
[00:06:31.160 --> 00:06:36.440]  你記唔記得創世紀第一章第一節,我哋要落落下個power point㗎喇。
[00:06:36.440 --> 00:06:41.880]  喺嗰度有提到,起初神創造天地,地系空虛混沌,
[00:06:41.880 --> 00:06:47.000]  冤面黑暗,冤面嘅意思就係全部都系水。
[00:06:47.000 --> 00:06:52.760]  雖然喺創世紀嘅裏面,神嘅靈將充滿咗大地嘅水撤一半,
[00:06:52.760 --> 00:06:55.640]  分成咗天上同埋地下嘅水,
[00:06:55.640 --> 00:06:59.240]  於是乎中間嘅空間就係畀我哋嚟度去居住。
[00:06:59.240 --> 00:07:04.840]  依家,羅亞嘅時代,天上嘅大淵,即係話嗰個泉源,
[00:07:04.840 --> 00:07:08.680]  大淵嘅泉源裂開咗,意思就係打開咗一個缺口,
[00:07:08.680 --> 00:07:12.520]  將原本喺天上嘅水匯合返嚟,
[00:07:12.520 --> 00:07:17.640]  及返當時嘅好似創世紀第一章第一節,嗰個融合返埋一齊,
[00:07:17.640 --> 00:07:21.160]  四十日嘅不停喺度落雨,不停喺度落水。
[00:07:21.160 --> 00:07:25.240]  結果呢,嗰個時代,只得羅亞同埋佢一家八口,
[00:07:25.240 --> 00:07:29.560]  可以得到平安,完全冇事。
[00:07:29.560 --> 00:07:32.760]  羅亞喺當時係一個非常之突出嘅人物,
[00:07:32.760 --> 00:07:34.840]  佢被譽為完全人。
[00:07:34.840 --> 00:07:37.720]  而希伯來書第十一章第七節頭先我哋讀嘅時候,
[00:07:37.720 --> 00:07:40.360]  佢更加被稱為信心嘅偉人。
[00:07:40.360 --> 00:07:43.160]  到底創世紀或者希伯來書,
[00:07:43.160 --> 00:07:47.320]  有冇啲嘅提示俾我哋見到佢點有信心呢?
[00:07:47.320 --> 00:07:50.760]  第一樣嘢,喺黑暗嘅世代裏面,
[00:07:50.760 --> 00:07:54.280]  佢仍然因為信嚟到去敬畏神。
[00:07:54.280 --> 00:07:58.280]  喺黑暗嘅世代裏面,佢仍然因為信嚟到去敬畏神。
[00:07:58.280 --> 00:08:02.280]  其實呢一場舉世嘅浩劫嘅開始,
[00:08:02.280 --> 00:08:05.160]  係根據創世紀第六章第一節。
[00:08:05.160 --> 00:08:08.280]  我哋不如睇一睇第六章第一節好唔好,請讀。
[00:08:08.280 --> 00:08:16.360]  神多喜的幼生兒子看見人的女子美貌,
[00:08:16.360 --> 00:08:19.400]  就隨意挑選,取來為妻。
[00:08:19.400 --> 00:08:23.640]  第三節,耶和華說,人既俗負血氣,
[00:08:23.640 --> 00:08:26.920]  我的靈就永住在他裏面,
[00:08:26.920 --> 00:08:31.080]  然而他的日子還可成一百二十年。
[00:08:31.080 --> 00:08:33.640]  那時候,有偉人在地上,
[00:08:33.640 --> 00:08:38.280]  後來神的兒子們與人的女子交合生子,
[00:08:38.280 --> 00:08:43.000]  那就是上古英武有名的偉人。
[00:08:43.000 --> 00:08:47.400]  這一段聖經提到神的兒子與人的女子結合,
[00:08:47.400 --> 00:08:51.320]  於是直接導致世界與人的敗壞,
[00:08:51.320 --> 00:08:55.160]  最後引發了摧毀這個世界的洪水。
[00:08:55.160 --> 00:08:59.160]  問題就是,神的兒子到底是什麼人?
[00:08:59.160 --> 00:09:01.160]  比較可取的有兩個看法。
[00:09:01.160 --> 00:09:05.880]  第一個看法就是,他們就是亞當另一個兒子的後代,
[00:09:05.880 --> 00:09:07.880]  這個兒子叫做塞特。
[00:09:07.880 --> 00:09:09.880]  塞特就是亞當的兒子,
[00:09:09.880 --> 00:09:12.920]  根據聖經告訴我們,
[00:09:12.920 --> 00:09:18.520]  就是亞伯死後,由夏娃與亞當再生的另一個兒子。
[00:09:18.520 --> 00:09:20.840]  從塞特這條線發展出來的,
[00:09:20.840 --> 00:09:25.720]  是完美的、敬虔的、神喜歡的後代。
[00:09:25.720 --> 00:09:31.080]  但是相對於蓋忍這位殺死兄弟的兇手,
[00:09:31.080 --> 00:09:33.960]  塞特的後代就敬虔得多。
[00:09:33.960 --> 00:09:36.760]  所以說當時的世代有兩種後代,
[00:09:36.760 --> 00:09:40.360]  一種是蓋忍的後代,一種是塞特的後代。
[00:09:40.360 --> 00:09:44.120]  而從塞特的後代開始,
[00:09:44.120 --> 00:09:48.600]  人對神就產生了敬畏上帝的心。
[00:09:48.600 --> 00:09:53.160]  所以沒錯,神的兒子有人說是指塞特的後人,
[00:09:53.160 --> 00:09:54.680]  那麼人的女子呢?
[00:09:54.680 --> 00:09:59.320]  不就是指蓋忍的後代的兒女嗎?
[00:09:59.320 --> 00:10:04.840]  這個通婚就引發了對神的叛變,
[00:10:04.840 --> 00:10:08.280]  驕傲帶來的就是被塞特的後代
[00:10:08.280 --> 00:10:11.320]  種下了一個重要的禍根,
[00:10:11.320 --> 00:10:14.680]  結果呢,就是用洪水來毀滅這個世界。
[00:10:14.680 --> 00:10:16.520]  這個說法是什麼問題呢?
[00:10:16.520 --> 00:10:18.360]  這個說法的問題是在於,
[00:10:18.360 --> 00:10:19.800]  六章第一節告訴我們,
[00:10:19.800 --> 00:10:23.800]  原來當時世界的人越來越多,
[00:10:23.800 --> 00:10:25.000]  用今時今日的角度說,
[00:10:25.000 --> 00:10:28.120]  就是人口越來越多,人口膨脹。
[00:10:28.120 --> 00:10:29.640]  因為第五章告訴我們,
[00:10:29.640 --> 00:10:33.240]  從亞當去到羅亞的時代總共有十代,
[00:10:33.240 --> 00:10:37.480]  而且大部分的人的歲數都是非常長命的。
[00:10:37.480 --> 00:10:40.040]  記不記得那些人是九百多歲,是不是?
[00:10:40.040 --> 00:10:42.680]  我想問問大家,你用腦想一想,
[00:10:42.680 --> 00:10:45.480]  你可以在街上看到任何一個人,
[00:10:45.480 --> 00:10:47.400]  你怎麼知道他是哪一個人的後代呢?
[00:10:47.400 --> 00:10:51.160]  是羅亞還是塞特還是那個人呢?
[00:10:51.160 --> 00:10:54.760]  那麼多人,你怎麼確認到那個是誰的後代呢?
[00:10:54.760 --> 00:10:57.000]  其實很難確認的。
[00:10:57.000 --> 00:10:59.080]  再加上,第二件事就是,
[00:10:59.080 --> 00:11:01.880]  如果神的兒子是代表塞特的後代的話,
[00:11:01.880 --> 00:11:03.640]  他們是晉乾人的話,
[00:11:03.640 --> 00:11:06.600]  如果說前後文的話,
[00:11:06.600 --> 00:11:10.440]  為什麼前面沒有說人是神的兒子呢?
[00:11:10.440 --> 00:11:16.280]  又或者塞特那個全部都是晉乾的人呢?
[00:11:16.280 --> 00:11:17.960]  用今日的字眼來說,
[00:11:17.960 --> 00:11:20.120]  其實他們只是基督徒而已,是不是?
[00:11:20.120 --> 00:11:23.400]  而光的後代就是非基督徒?
[00:11:23.400 --> 00:11:27.400]  他們走在一起,結婚、生小孩?
[00:11:27.400 --> 00:11:29.880]  錯,沒錯,當然是不理想,
[00:11:29.880 --> 00:11:31.560]  信的跟未信走在一起。
[00:11:31.560 --> 00:11:36.440]  但是這個有必要將整個世界毀滅嗎?
[00:11:36.440 --> 00:11:39.400]  還要包括動物、植物、昆蟲,
[00:11:39.400 --> 00:11:41.000]  死剩八個人,
[00:11:41.000 --> 00:11:44.200]  上帝用不用這麼狠狠的毒手呢?
[00:11:44.200 --> 00:11:45.640]  在聖經其他地方,
[00:11:45.640 --> 00:11:49.240]  似乎再沒有這樣大規模的災難。
[00:11:49.240 --> 00:11:51.160]  請我們留意第六章第四節,
[00:11:51.160 --> 00:11:53.880]  給我們一個小小的提示。
[00:11:53.880 --> 00:11:55.080]  六章第四節說:
[00:11:55.080 --> 00:11:57.080]  那時候有偉人在地上,
[00:11:57.080 --> 00:12:01.560]  後來神的兒子們和人的女子們交合生子,
[00:12:01.560 --> 00:12:05.480]  那就是上古有名的鸚鵡為人。
[00:12:05.480 --> 00:12:08.760]  這句話在原文的排列是這樣的,
[00:12:08.760 --> 00:12:12.120]  偉人在地上開始,
[00:12:12.120 --> 00:12:16.920]  然後上古鸚鵡有名的人就放在全句的結束。
[00:12:16.920 --> 00:12:23.880]  中間包著的就是神的兒子和人的女子結合生子。
[00:12:23.880 --> 00:12:25.800]  這個排列出來,
[00:12:25.800 --> 00:12:29.480]  就突顯了這兩類人他們生子。
[00:12:29.480 --> 00:12:30.840]  生了什麼呢?
[00:12:30.840 --> 00:12:32.280]  就是巨人,
[00:12:32.280 --> 00:12:36.120]  就是上古鸚鵡有名的人。
[00:12:36.120 --> 00:12:40.760]  如果只是塞特的後人和哥人生出來的,
[00:12:40.760 --> 00:12:44.200]  大概都是普通人,對不對?
[00:12:44.200 --> 00:12:46.040]  無論他是多麼敬虔也好,
[00:12:46.040 --> 00:12:47.560]  多麼不敬虔也好,
[00:12:47.560 --> 00:12:49.480]  他生的都是一個字,
[00:12:49.480 --> 00:12:51.960]  人,都是一個人。
[00:12:51.960 --> 00:12:55.960]  但是經文用了「巨人」這個字,
[00:12:55.960 --> 00:12:57.560]  Lefebvre這個字呢,
[00:12:57.560 --> 00:13:01.000]  其實這個字在舊約裡面出現了三次。
[00:13:01.000 --> 00:13:02.040]  聖經都是說,
[00:13:02.040 --> 00:13:04.680]  用這個字都是說身體巨大,
[00:13:04.680 --> 00:13:06.760]  就是指巨人,巨無霸。
[00:13:06.760 --> 00:13:08.040]  有人就說,
[00:13:08.040 --> 00:13:09.880]  其實這個字是指墮落者,
[00:13:09.880 --> 00:13:11.640]  可以是解作墮落的人,
[00:13:11.640 --> 00:13:15.640]  他們本來敬虔的和不敬虔的走在一起,
[00:13:15.640 --> 00:13:17.960]  所以敬虔的人都墮落了,
[00:13:17.960 --> 00:13:20.760]  或者生出來的成為了墮落的人。
[00:13:20.760 --> 00:13:24.120]  但是這個字在聖經裡面從來都沒有這樣用過。
[00:13:24.120 --> 00:13:26.440]  反而我們可以說他們是,
[00:13:26.440 --> 00:13:30.440]  這幫人在身形上面是巨大的,
[00:13:30.440 --> 00:13:31.800]  是巨大的。
[00:13:31.800 --> 00:13:34.440]  所以就塞特出另一個說法就是,
[00:13:34.440 --> 00:13:37.400]  原來他們有可能就是指天使,
[00:13:37.400 --> 00:13:40.280]  這些天使就是邪惡的一群,
[00:13:40.280 --> 00:13:44.520]  他們打破了他們不應該畫過的界限,
[00:13:44.520 --> 00:13:48.520]  來和人的女子結合生兒女,
[00:13:48.520 --> 00:13:50.600]  結果生出一些巨人出來。
[00:13:50.600 --> 00:13:52.360]  可能你會覺得會不會有些矛盾呢?
[00:13:52.360 --> 00:13:55.320]  因為在新的聖經裡面耶穌明明說過,
[00:13:55.320 --> 00:13:58.760]  天使是不嫁也不娶,
[00:13:58.760 --> 00:14:01.800]  不過他們是墮落天使嘛,
[00:14:01.800 --> 00:14:03.400]  他們是不守界的,
[00:14:03.400 --> 00:14:05.400]  不守這個規矩的天使,
[00:14:05.400 --> 00:14:08.120]  所以這個未必可以應用在他們身上面。
[00:14:08.120 --> 00:14:09.960]  再加上最重要的就是,
[00:14:09.960 --> 00:14:12.680]  在彼得厚書和在尤大書裡面,
[00:14:12.680 --> 00:14:16.760]  都有清楚講到一個次序的典故,
[00:14:16.760 --> 00:14:20.360]  那裡提到不守本位的天使,
[00:14:20.360 --> 00:14:22.360]  而且這些講到天使的時候,
[00:14:22.360 --> 00:14:26.040]  都是按照創世紀的次序來記載的,
[00:14:26.040 --> 00:14:30.360]  而那段時間剛好就是洪水的時間,
[00:14:30.360 --> 00:14:35.000]  這些不守本位的天使最後被神拘禁起來,
[00:14:35.000 --> 00:14:37.320]  所以猶太人的傳統,
[00:14:37.320 --> 00:14:39.240]  相信創世紀第六章,
[00:14:39.240 --> 00:14:44.440]  有可能其實是在講天使,而不是講人。
[00:14:44.440 --> 00:14:46.280]  如果這個講法是合理的話,
[00:14:46.280 --> 00:14:49.480]  天使和人結合是最有可能的話,
[00:14:49.480 --> 00:14:51.880]  所以就能夠解釋到為什麼,
[00:14:51.880 --> 00:14:55.000]  上帝要出手摧毀這個世界。
[00:14:55.000 --> 00:14:59.560]  人竟然喜愛這種越界的關係,
[00:14:59.560 --> 00:15:02.760]  人竟然喜愛看到這種越界,
[00:15:02.760 --> 00:15:05.480]  地上的事情出現了。
[00:15:05.480 --> 00:15:08.120]  這種就是延續了創世紀第一章開始,
[00:15:08.120 --> 00:15:12.360]  人想成為神的慾望的野心。
[00:15:12.360 --> 00:15:14.520]  延續了創世紀一開始的時候,
[00:15:14.520 --> 00:15:17.640]  人想成為神慾望的這種野心。
[00:15:17.640 --> 00:15:18.520]  所以你明白了,
[00:15:18.520 --> 00:15:20.280]  為什麼羅亞的時代,
[00:15:20.280 --> 00:15:22.600]  人要與天使混在一起?
[00:15:22.600 --> 00:15:26.680]  因為他們都想成為神一樣。
[00:15:26.680 --> 00:15:31.240]  難怪上帝就指控人類是屬乎血氣。
[00:15:31.240 --> 00:15:32.360]  不只是這樣,
[00:15:32.360 --> 00:15:33.400]  當時代的人,
[00:15:33.400 --> 00:15:35.400]  他們的思想都是,
[00:15:35.400 --> 00:15:37.000]  想的都是罪。
[00:15:37.000 --> 00:15:39.400]  思想這個字根據第六章第五節,
[00:15:39.400 --> 00:15:40.520]  思想這個字,
[00:15:40.520 --> 00:15:43.000]  其實是在說心裡面的那種計劃。
[00:15:43.000 --> 00:15:44.120]  不過這個字呢,
[00:15:44.120 --> 00:15:45.480]  原來不說你不知道,
[00:15:45.480 --> 00:15:47.880]  也是創世紀第二章第七節,
[00:15:47.880 --> 00:15:54.280]  上帝造人的造成的這個字。
[00:15:54.280 --> 00:15:55.000]  分別,
[00:15:55.000 --> 00:15:57.720]  當然分別只是名詞和動詞之分,
[00:15:57.720 --> 00:15:59.480]  第二章第七節那個是動詞,
[00:15:59.480 --> 00:16:00.280]  來到這裡,
[00:16:00.280 --> 00:16:03.880]  第六章這裡說的是一個名詞。
[00:16:03.880 --> 00:16:08.360]  第二章就提到上帝造人類造成動物。
[00:16:08.360 --> 00:16:10.920]  上帝創世紀的作者,
[00:16:10.920 --> 00:16:15.480]  就用了上帝創造人類的這個字,
[00:16:15.480 --> 00:16:18.360]  來用在第六章這裡,
[00:16:18.360 --> 00:16:20.680]  暗示到原來人所計劃,
[00:16:20.680 --> 00:16:21.960]  人所謀算的,
[00:16:21.960 --> 00:16:24.040]  就是可以自己成為神。
[00:16:24.040 --> 00:16:25.960]  人再需要上帝,
[00:16:25.960 --> 00:16:27.960]  人不需要依靠上帝。
[00:16:27.960 --> 00:16:30.520]  人既然可以與天使結合,
[00:16:30.520 --> 00:16:32.760]  人既然可以生下超級的巨人,
[00:16:32.760 --> 00:16:35.320]  還有什麼人不可以做的?
[00:16:35.320 --> 00:16:38.120]  你想想現在人類已經發展到機械人,
[00:16:38.120 --> 00:16:40.280]  AI的一個這樣的時勢,
[00:16:40.280 --> 00:16:41.480]  不知道多少年之後,
[00:16:41.480 --> 00:16:46.680]  真的有機械人取代所有的生產力勞動的線的人都未定,
[00:16:46.680 --> 00:16:54.360]  人可以去到一個這麼厲害的一個科技這麼高超的地步。
[00:16:54.360 --> 00:16:55.640]  事實上,
[00:16:55.640 --> 00:16:57.480]  上帝見到這樣的情況,
[00:16:57.480 --> 00:16:59.080]  上帝怎麼樣呢?
[00:16:59.080 --> 00:17:00.360]  經聲明告訴我們,
[00:17:00.360 --> 00:17:04.760]  六章第五節,神看見的不是人的美,
[00:17:04.760 --> 00:17:07.800]  而是看見人的邪惡。
[00:17:07.800 --> 00:17:10.200]  與上帝創造這個世界的好,
[00:17:10.200 --> 00:17:11.800]  剛剛調轉了。
[00:17:11.800 --> 00:17:12.600]  不僅如此,
[00:17:12.600 --> 00:17:15.640]  羅亞時代的人更加有強暴。
[00:17:15.640 --> 00:17:16.920]  強暴這個字,
[00:17:16.920 --> 00:17:18.840]  是指一個人無法無天,
[00:17:18.840 --> 00:17:21.080]  喜歡做什麼就做什麼,
[00:17:21.080 --> 00:17:22.440]  包括欺壓人,
[00:17:22.440 --> 00:17:24.440]  傷害其他人。
[00:17:24.440 --> 00:17:26.440]  值得留意的就是在第六章這裡,
[00:17:26.440 --> 00:17:28.920]  一連三次用敗壞這個字,
[00:17:28.920 --> 00:17:31.000]  提到人,提到全地,
[00:17:31.000 --> 00:17:33.160]  這個世代都是敗壞的。
[00:17:33.160 --> 00:17:35.640]  在洪水記載這個典故裡面,
[00:17:35.640 --> 00:17:38.920]  總共用了七次敗壞這個字,
[00:17:38.920 --> 00:17:41.800]  或者譯做毀滅的這個字。
[00:17:41.800 --> 00:17:43.480]  所以你見到這個世界,
[00:17:43.480 --> 00:17:45.800]  真是敗壞到無論。
[00:17:45.800 --> 00:17:49.080]  不知道大家最近有沒有看過一條片,
[00:17:49.080 --> 00:17:50.760]  中學生的女生,
[00:17:50.760 --> 00:17:52.840]  在某個地方點名欺凌,
[00:17:52.840 --> 00:17:54.520]  同齡的人。
[00:17:54.520 --> 00:17:56.200]  當我看到這條片的時候,
[00:17:56.200 --> 00:17:58.440]  我簡直覺得很離譜。
[00:17:58.440 --> 00:18:00.680]  怎樣可以這樣對一個人,
[00:18:00.680 --> 00:18:02.440]  可以這樣狠下毒手,
[00:18:02.440 --> 00:18:03.720]  幾個圍著他,
[00:18:03.720 --> 00:18:05.640]  來給他蓋面子,
[00:18:05.640 --> 00:18:06.520]  踢他,
[00:18:06.520 --> 00:18:08.840]  甚至要他脫衣服。
[00:18:08.840 --> 00:18:11.880]  這些是什麼狀況呢?
[00:18:11.880 --> 00:18:14.280]  十三四歲的小朋友而已,
[00:18:14.280 --> 00:18:16.360]  可以做到這樣的局面,
[00:18:16.360 --> 00:18:18.680]  不要以為是一兩件這樣的事情。
[00:18:18.680 --> 00:18:19.480]  欺凌的事情,
[00:18:19.480 --> 00:18:21.320]  怎麼會是某個國家有呢?
[00:18:21.320 --> 00:18:23.000]  英國也有吧?
[00:18:23.000 --> 00:18:24.840]  最近澳洲也爆了一件事出來,
[00:18:24.840 --> 00:18:25.880]  就是說一個,
[00:18:25.880 --> 00:18:29.080]  大家都是去一個留學的兩個女學生,
[00:18:29.080 --> 00:18:30.360]  都是很年輕的,
[00:18:30.360 --> 00:18:31.080]  其中一個,
[00:18:31.080 --> 00:18:32.840]  也是同一個國家的人,
[00:18:32.840 --> 00:18:36.040]  就用刀殺了那個女生。
[00:18:36.040 --> 00:18:37.320]  都是一些情緒的問題,
[00:18:37.320 --> 00:18:39.480]  而導致這樣。
[00:18:39.480 --> 00:18:40.840]  年紀可以很小的,
[00:18:40.840 --> 00:18:43.080]  就已經開始行惡,
[00:18:43.080 --> 00:18:44.440]  敗壞。
[00:18:44.440 --> 00:18:46.280]  其實在創世紀裡面,
[00:18:46.280 --> 00:18:48.840]  不是只有創世紀才有的,
[00:18:48.840 --> 00:18:49.960]  其實來到今時今日,
[00:18:49.960 --> 00:18:52.680]  我們可以說是越來越敗壞。
[00:18:52.680 --> 00:18:53.960]  而就是這個時間,
[00:18:53.960 --> 00:18:55.160]  在這個世代裡面,
[00:18:55.160 --> 00:18:57.080]  罪惡滔天的環境之中,
[00:18:57.080 --> 00:18:58.360]  聖經告訴我們,
[00:18:58.360 --> 00:19:00.760]  有一個與眾不同的人,
[00:19:00.760 --> 00:19:02.600]  這個就是羅亞。
[00:19:02.600 --> 00:19:04.840]  在一個這麼敗壞的世代裡面,
[00:19:04.840 --> 00:19:07.320]  羅亞可以說是脫穎而出,
[00:19:07.320 --> 00:19:08.760]  完全不一樣。
[00:19:08.760 --> 00:19:10.520]  你留意六章第八節,
[00:19:10.520 --> 00:19:11.320]  經文說,
[00:19:11.320 --> 00:19:13.160]  唯有,
[00:19:13.160 --> 00:19:15.240]  唯有羅亞。
