
[00:00:00.000 --> 00:00:02.000]  弟兄姊妹 主你們平安
[00:05:26.000 --> 00:05:28.000]  耶穌來到拿撒勒
[00:05:28.000 --> 00:05:30.000]  就是祂長大的地方
[00:05:30.000 --> 00:05:34.000]  在安息日照平常的規矩進了會堂
[00:05:34.000 --> 00:05:37.000]  站起來要唸聖經
[00:05:37.000 --> 00:05:41.000]  有人將先知爾賽亞的書交給祂
[00:05:41.000 --> 00:05:50.000]  祂就打開找到一處寫著書
[00:05:50.000 --> 00:05:54.000]  可見耶穌讀經不是隨意
[00:05:54.000 --> 00:05:56.000]  是精選
[00:05:56.000 --> 00:05:58.000]  原來文字的意思是
[00:05:58.000 --> 00:06:02.000]  祂繼續在剪開書卷
[00:06:02.000 --> 00:06:07.000]  以前在會堂裡面的書卷
[00:06:07.000 --> 00:06:11.000]  不像我們今天去白紙黑字
[00:06:11.000 --> 00:06:14.000]  去釘裝一本這樣打開
[00:06:14.000 --> 00:06:18.000]  而是一卷這樣的書卷
[00:06:18.000 --> 00:06:22.000]  耶穌繼續在剪開書卷
[00:06:22.000 --> 00:06:25.000]  慢慢在打開的時候
[00:06:25.000 --> 00:06:31.000]  直到祂找到祂所要的地方
[00:06:31.000 --> 00:06:34.000]  祂所讀的是混合的經文
[00:06:34.000 --> 00:06:39.000]  是來自爾賽亞書六十一章一到二節
[00:06:39.000 --> 00:06:43.000]  和爾賽亞書五十八章六節
[00:06:43.000 --> 00:06:45.000]  當祂讀完這段聖經的時候
[00:06:45.000 --> 00:06:48.000]  將書卷捲起來
[00:06:48.000 --> 00:06:51.000]  交還給執事就坐下了
[00:06:51.000 --> 00:06:55.000]  會堂的人都定睛看祂
[00:06:55.000 --> 00:06:57.000]  耶穌對他們說
[00:06:57.000 --> 00:07:02.000]  今天這經仍然在你們耳中
[00:07:02.000 --> 00:07:05.000]  耶穌宣告將要發生的事
[00:07:05.000 --> 00:07:08.000]  先知爾賽亞書的預言
[00:07:08.000 --> 00:07:11.000]  今天要成就
[00:07:11.000 --> 00:07:14.000]  耶穌去宣告
[00:07:14.000 --> 00:07:17.000]  祂要完成經上所要寫的
[00:07:17.000 --> 00:07:21.000]  有關於祂的一切
[00:07:21.000 --> 00:07:25.000]  耶穌宣讀祂要完成的工作
[00:07:25.000 --> 00:07:27.000]  這是祂的選擇
[00:07:27.000 --> 00:07:29.000]  這是祂的立場
[00:07:29.000 --> 00:07:32.000]  是祂存在的使命
[00:07:32.000 --> 00:07:34.000]  祂生存的目標
[00:07:34.000 --> 00:07:37.000]  就好像動物的本能
[00:07:37.000 --> 00:07:40.000]  森直在祂的記憶裡面
[00:07:40.000 --> 00:07:42.000]  好像三文魚
[00:07:42.000 --> 00:07:44.000]  在淡水的環境下出生
[00:07:44.000 --> 00:07:49.000]  之後會移到海上來生長
[00:07:49.000 --> 00:07:53.000]  又會回游到淡水來繁殖
[00:07:53.000 --> 00:07:58.000]  三文魚會利用太陽和地球的磁場引渡
[00:07:58.000 --> 00:08:04.000]  游回自己出生的地裡進行繁殖
[00:08:04.000 --> 00:08:07.000]  這是三文魚的本能
[00:08:07.000 --> 00:08:09.000]  與生俱來
[00:08:09.000 --> 00:08:13.000]  沒有人來教授無私自通
[00:08:13.000 --> 00:08:16.000]  耶穌有強烈的使命感
[00:08:16.000 --> 00:08:19.000]  祂清楚自己的使命
[00:08:19.000 --> 00:08:24.000]  就好像手提電話的地圖功能
[00:08:24.000 --> 00:08:26.000]  輸入你要去的地方
[00:08:26.000 --> 00:08:30.000]  祂會一步一步帶領到目的地
[00:08:30.000 --> 00:08:32.000]  祂還會告訴你
[00:08:32.000 --> 00:08:35.000]  你離這個目標距離多遠
[00:08:35.000 --> 00:08:37.000]  還要走多久
[00:08:37.000 --> 00:08:42.000]  耶穌清楚祂自己的使命身份
[00:08:42.000 --> 00:08:44.000]  面對魔鬼試探的時間
[00:08:44.000 --> 00:08:46.000]  祂不需要行神跡
[00:08:46.000 --> 00:08:49.000]  來證明自己是神的兒子
[00:08:49.000 --> 00:08:54.000]  不需要從聖殿頂部跳下來
[00:08:54.000 --> 00:08:57.000]  來吸引群眾的注意
[00:08:57.000 --> 00:08:59.000]  祂不需要走捷徑
[00:08:59.000 --> 00:09:03.000]  當同鄉的人稱讚祂的時候
[00:09:03.000 --> 00:09:06.000]  祂會說出
[00:09:06.000 --> 00:09:11.000]  祂同鄉的村民的期望
[00:09:11.000 --> 00:09:18.000]  這群人很想在二十三節裡說
[00:09:18.000 --> 00:09:25.000]  我聽見你們在加伯隆所行的事
[00:09:25.000 --> 00:09:30.000]  也當行在你自己的家鄉裡
[00:09:30.000 --> 00:09:36.000]  這是當耶穌宣告自己的方使命
[00:09:36.000 --> 00:09:39.000]  這群回眾當時在場的人
[00:09:39.000 --> 00:09:41.000]  來聽到耶穌所說的時候
[00:09:41.000 --> 00:09:43.000]  就說「拜託」
[00:09:43.000 --> 00:09:45.000]  翻炒再例一個
[00:09:45.000 --> 00:09:48.000]  我聽到你在其他地方所做的神蹟
[00:09:48.000 --> 00:09:52.000]  拜託都在這裡出現和發生
[00:09:52.000 --> 00:09:56.000]  耶穌在二十五到二十七節
[00:09:56.000 --> 00:09:59.000]  說了兩個事蹟
[00:09:59.000 --> 00:10:03.000]  先知以利亞和以利山的事蹟
[00:10:03.000 --> 00:10:05.000]  來解釋
[00:10:05.000 --> 00:10:11.000]  先知在自己家裡不受歡迎
[00:10:11.000 --> 00:10:16.000]  你也是說去醫治自己吧
[00:10:16.000 --> 00:10:18.000]  背後就說
[00:10:18.000 --> 00:10:22.000]  醫生你能醫不自醫
[00:10:22.000 --> 00:10:26.000]  會堂裡的人聽見就馬上反臉
[00:10:26.000 --> 00:10:28.000]  可謂一句話
[00:10:28.000 --> 00:10:30.000]  得罪了所有的人
[00:10:30.000 --> 00:10:32.000]  招來殺身之禍
[00:10:32.000 --> 00:10:34.000]  群眾怒氣滿胸
[00:10:34.000 --> 00:10:39.000]  但耶穌到城外要將他們推下山崖
[00:10:39.000 --> 00:10:43.000]  他卻在他們當中直行過去
[00:10:43.000 --> 00:10:46.000]  他敢於說不
[00:10:46.000 --> 00:10:48.000]  不是為掌聲
[00:10:48.000 --> 00:10:52.000]  不是為滿足其他人的期望
[00:10:52.000 --> 00:10:56.000]  而放棄自己的身份和使命
[00:10:56.000 --> 00:11:04.000]  接續的經文在三十節後
[00:11:04.000 --> 00:11:07.000]  來記述耶穌來到加柏林
[00:11:07.000 --> 00:11:10.000]  在會堂裡趕出污鬼
[00:11:10.000 --> 00:11:13.000]  他的名聲傳遍了周圍地方
[00:11:13.000 --> 00:11:16.000]  很多人都找他醫病
[00:11:16.000 --> 00:11:20.000]  他沒有被掌聲、沒有被讚賞、蒙蔽
[00:11:20.000 --> 00:11:22.000]  耶穌來到宣稱
[00:11:22.000 --> 00:11:24.000]  在天未亮的時候
[00:11:24.000 --> 00:11:27.000]  耶穌出到城外
[00:11:27.000 --> 00:11:29.000]  來到他的曠野裡
[00:11:29.000 --> 00:11:32.000]  耶穌說
[00:11:32.000 --> 00:11:37.000]  我必須在別城裡傳神國的福音
[00:11:37.000 --> 00:11:42.000]  因我奉差原來是為此
[00:11:42.000 --> 00:11:45.000]  耶穌很清楚自己的使命
[00:11:45.000 --> 00:11:49.000]  以致面對困難
[00:11:49.000 --> 00:11:51.000]  險阻他沒有退縮
[00:11:51.000 --> 00:11:54.000]  當他面對誘惑
[00:11:54.000 --> 00:11:59.000]  面對人的期望和呼聲讚賞的時候
[00:11:59.000 --> 00:12:02.000]  他不會在當中迷失
[00:12:02.000 --> 00:12:08.000]  更加在路加福音記述到尾段的時候
[00:12:08.000 --> 00:12:10.000]  這個使命
[00:12:10.000 --> 00:12:14.000]  耶穌來到他託付了給當時的門徒
[00:12:14.000 --> 00:12:18.000]  同樣是託付了給我們每一個
[00:12:18.000 --> 00:12:25.000]  在路加福音24章44-49節這樣說
[00:12:48.000 --> 00:13:14.000]  我將要將我所應許的降在你們身上
[00:13:14.000 --> 00:13:16.000]  你們要在城裡等候
[00:13:16.000 --> 00:13:21.000]  直到你們領受從上頭來的能力
[00:13:21.000 --> 00:13:28.000]  我們就是耶穌基督復活的見證人
[00:13:28.000 --> 00:13:30.000]  耶穌基督復活升天
[00:13:30.000 --> 00:13:33.000]  對門徒頒下使命
[00:13:33.000 --> 00:13:36.000]  這個使命都傳遞給我們
[00:13:36.000 --> 00:13:39.000]  我們要奮力完成
[00:13:39.000 --> 00:13:43.000]  傳道不是傳道目者的專利
[00:13:43.000 --> 00:13:47.000]  也是每一個信徒的責任
[00:13:47.000 --> 00:13:52.000]  今天傳福音不是說感動
[00:13:52.000 --> 00:13:54.000]  說有沒有異象
[00:13:54.000 --> 00:13:56.000]  有沒有心情
[00:13:56.000 --> 00:13:59.000]  這個是沒有選擇的
[00:13:59.000 --> 00:14:03.000]  報告定了宣講的內容
[00:14:03.000 --> 00:14:06.000]  今天得罪說一句
[00:14:06.000 --> 00:14:08.000]  在方主日結束的時候
[00:14:08.000 --> 00:14:11.000]  都會有人來問
[00:14:11.000 --> 00:14:16.000]  傳道有沒有多少人信主
[00:14:16.000 --> 00:14:19.000]  今天有多少人來回應
[00:14:19.000 --> 00:14:22.000]  沒有人舉手
[00:14:22.000 --> 00:14:24.000]  這個報道會方主日
[00:14:24.000 --> 00:14:28.000]  不單是傳道講完的責任
[00:14:28.000 --> 00:14:30.000]  我們有沒有努力
[00:14:30.000 --> 00:14:34.000]  來邀請人來赴會
[00:14:34.000 --> 00:14:37.000]  我們有沒有恆常迫切地
[00:14:37.000 --> 00:14:40.000]  為我們所邀請的對象
[00:14:40.000 --> 00:14:45.000]  為了講完、為了聚會來祈禱
[00:14:45.000 --> 00:14:49.000]  耶穌在祂的一生裡
[00:14:49.000 --> 00:14:52.000]  正如祂所說的宣言
[00:14:52.000 --> 00:14:54.000]  因為祂強烈的使命感
[00:14:54.000 --> 00:14:58.000]  祂找到自己的方向
[00:14:58.000 --> 00:15:01.000]  找到祂要走的路
[00:15:01.000 --> 00:15:08.000]  今天我們的生存是為了什麼
[00:15:08.000 --> 00:15:14.000]  為了福音我們又可以去到多盡
[00:15:14.000 --> 00:15:18.000]  而耶穌在這個方宣言裡
[00:15:18.000 --> 00:15:20.000]  祂表達了
[00:15:20.000 --> 00:15:23.000]  祂是實踐這個整全使命
[00:15:23.000 --> 00:15:29.000]  祂強調宣講的即是配合關懷行動
[00:15:29.000 --> 00:15:31.000]  這是第二點的訊息
[00:15:31.000 --> 00:15:34.000]  耶穌是實踐整全使命
[00:15:34.000 --> 00:15:39.000]  是強調宣講的即是配合關懷行動
[00:15:39.000 --> 00:15:41.000]  簡單來說
[00:15:41.000 --> 00:15:43.000]  福音是不離地的
[00:15:43.000 --> 00:15:48.000]  福音不會不理民間疾苦
[00:15:48.000 --> 00:15:52.000]  福音是應該對症下藥
[00:15:52.000 --> 00:15:55.000]  貧窮人有福音亭
[00:15:55.000 --> 00:16:00.000]  這是勞家福音重要的主題之一
[00:16:00.000 --> 00:16:03.000]  在勞家福音裡
[00:16:03.000 --> 00:16:12.000]  有超過十個地方解釋或講述貧窮
[00:16:12.000 --> 00:16:15.000]  也有多段的記述
[00:16:15.000 --> 00:16:19.000]  是勞家福音特別有
[00:16:19.000 --> 00:16:20.000]  其他福音書沒有說
[00:16:20.000 --> 00:16:26.000]  是有關於貧窮這個題目的討論和言說
[00:16:26.000 --> 00:16:30.000]  可見貧窮人有福音亭
[00:16:30.000 --> 00:16:35.000]  是勞家福音裡的主題之一
[00:16:35.000 --> 00:16:40.000]  而貧窮問題是歷史以來存在的問題
[00:16:40.000 --> 00:16:46.000]  很多人去研究尋找解決的方法
[00:16:46.000 --> 00:16:51.000]  2019年諾貝爾經濟學獎頒給
[00:16:51.000 --> 00:17:01.000]  巴勒吉、狄弗洛和克雷默
[00:17:01.000 --> 00:17:09.000]  表彰他們在減輕全球貧窮方面所提出的實驗性方案
[00:17:09.000 --> 00:17:12.000]  其中兩位寫了一本書
[00:17:12.000 --> 00:17:14.000]  講述他們研究的結果
[00:17:14.000 --> 00:17:16.000]  是貧窮的本質
[00:17:16.000 --> 00:17:19.000]  為什麼我們擺脫不了貧窮
[00:17:19.000 --> 00:17:23.000]  而其中一個重點是
[00:17:23.000 --> 00:17:28.000]  我們要去扔下一個黑板的印象
[00:17:28.000 --> 00:17:33.000]  就以為貧窮人的貧窮
[00:17:33.000 --> 00:17:35.000]  為什麼他們會貧窮呢?
[00:17:35.000 --> 00:17:37.000]  是因為他們懶惰
[00:17:37.000 --> 00:17:39.000]  為什麼人們會貧窮呢?
[00:17:39.000 --> 00:17:42.000]  是因為貧窮的人懶惰
[00:17:42.000 --> 00:17:47.000]  他們在研究的結果裡說
[00:17:47.000 --> 00:17:50.000]  他們發現貧窮人的狀況
[00:17:50.000 --> 00:17:54.000]  和普通人的慾望弱點和理性層面
[00:17:54.000 --> 00:17:58.000]  實際上相差不大
[00:17:58.000 --> 00:18:02.000]  那麼香港有沒有貧窮的問題呢?
[00:18:02.000 --> 00:18:05.000]  有沒有呢?
[00:18:05.000 --> 00:18:09.000]  香港統計署最新的資料是
[00:18:09.000 --> 00:18:11.000]  去到2018年、2019年
[00:18:11.000 --> 00:18:13.000]  不知道為什麼不出
[00:18:13.000 --> 00:18:18.000]  其實上香港統計署的網站就會找到
[00:18:18.000 --> 00:18:25.000]  根據香港統計署2018年的資料
[00:18:25.000 --> 00:18:33.000]  香港有102萬7千1百名18歲以下的兒童
[00:18:33.000 --> 00:18:35.000]  是當年的數字
[00:18:35.000 --> 00:18:41.000]  當中有23萬7千1百的兒童
[00:18:41.000 --> 00:18:50.000]  生活在住戶入息中位數以下一半的貧窮家庭
[00:18:50.000 --> 00:18:52.000]  簡單來說
[00:18:52.000 --> 00:18:57.000]  一百個18歲以下的兒童
[00:18:57.000 --> 00:19:00.000]  有23個人
[00:19:00.000 --> 00:19:09.000]  他們的家庭收入是中位數一半以下
[00:19:09.000 --> 00:19:17.000]  這個數字是非常之大
[00:19:17.000 --> 00:19:23.000]  而扶貧委員會在2018年香港貧窮情況中表示
[00:19:23.000 --> 00:19:29.000]  貧窮兒童的數字達到23萬5千
[00:19:29.000 --> 00:19:33.000]  貧窮率是23.3%
[00:19:33.000 --> 00:19:36.000]  略高於2017年
[00:19:36.000 --> 00:19:40.000]  雖然政府政策介入
[00:19:40.000 --> 00:19:44.000]  貧窮率減至16.8%
[00:19:44.000 --> 00:19:50.000]  但兒童貧窮人口比率持續高企
[00:19:50.000 --> 00:19:56.000]  每4個兒童中就有1個在貧窮的警戒中
[00:19:56.000 --> 00:20:03.000]  估計2019甚至2020的情況會更加惡化
[00:20:03.000 --> 00:20:10.000]  根據特區政府公佈的2018年香港貧窮情況報告
[00:20:10.000 --> 00:20:19.000]  2018年全港有140.6萬人收入低於貧窮線
[00:20:19.000 --> 00:20:24.000]  貧窮率為20.4%
[00:20:24.000 --> 00:20:30.000]  較1997年的100萬上升40.6萬
[00:20:33.000 --> 00:20:38.000]  可能有人在看直播的弟兄姊妹
[00:20:38.000 --> 00:20:43.000]  甚至將來錄播的弟兄姊妹就會問
[00:20:43.000 --> 00:20:46.000]  王全道這不是新聞報告
[00:20:46.000 --> 00:20:49.000]  怎會說這些數字
[00:20:49.000 --> 00:20:52.000]  但我可以在這裡回應
[00:20:52.000 --> 00:20:57.000]  這就是一個真實的狀況
[00:20:57.000 --> 00:21:02.000]  貧窮人有福音亭
[00:21:02.000 --> 00:21:06.000]  這不是一個假設
[00:21:06.000 --> 00:21:08.000]  貧窮人有福音亭
[00:21:08.000 --> 00:21:11.000]  貧窮人就在我們當中
[00:21:11.000 --> 00:21:14.000]  如果我們不理會不體會
[00:21:14.000 --> 00:21:16.000]  我們受眾的需要
[00:21:16.000 --> 00:21:19.000]  香港現時的狀況
[00:21:19.000 --> 00:21:23.000]  我們所說的福音
[00:21:23.000 --> 00:21:27.000]  或者我們所表達我們呈現的服務
[00:21:27.000 --> 00:21:30.000]  都只是隔靴素養
[00:21:30.000 --> 00:21:34.000]  甚至不能對症下藥
[00:21:34.000 --> 00:21:37.000]  被人覺得離地
[00:21:37.000 --> 00:21:41.000]  被人覺得高言大志
[00:21:41.000 --> 00:21:44.000]  但只說不做
[00:21:44.000 --> 00:21:46.000]  因為疫情的緣故
[00:21:46.000 --> 00:21:49.000]  全球經濟受到嚴重衝擊
[00:21:49.000 --> 00:21:51.000]  有機構來表達
[00:21:51.000 --> 00:21:54.000]  如果沒有緊急措施
[00:21:54.000 --> 00:22:01.000]  全球將會有5億人陷入貧困
[00:22:01.000 --> 00:22:04.000]  有人說
[00:22:04.000 --> 00:22:10.000]  2018年世界銀行的報告
[00:22:10.000 --> 00:22:16.000]  全球有34億人每日活在貧窮線之下
[00:22:16.000 --> 00:22:23.000]  每天的生活低於5.5美元
[00:22:23.000 --> 00:22:33.000]  每人一日的洗費大約是0.99美元
[00:22:33.000 --> 00:22:36.000]  簡單來說
[00:22:36.000 --> 00:22:38.000]  用香港的數字來計算
[00:22:38.000 --> 00:22:41.000]  買個菠蘿包都不夠錢
[00:22:41.000 --> 00:22:48.000]  全球有34億人活在貧窮線之下
[00:22:48.000 --> 00:22:51.000]  耶穌視人為一個生命體
[00:22:51.000 --> 00:22:55.000]  不單止數字、號碼、個案
[00:22:55.000 --> 00:22:58.000]  不會離開群眾
[00:22:58.000 --> 00:23:01.000]  不會不知道很多人要上班
[00:23:01.000 --> 00:23:03.000]  不會任由人們在馬路邊
[00:23:03.000 --> 00:23:09.000]  一邊食塵、一邊吸廢氣、一邊吃飯
[00:23:09.000 --> 00:23:10.000]  有人說
[00:23:10.000 --> 00:23:14.000]  口袋(銀包)限制了想像力
[00:23:14.000 --> 00:23:20.000]  富有限制了同理心
[00:23:20.000 --> 00:23:23.000]  耶穌說貧窮人有福音聽
[00:23:23.000 --> 00:23:29.000]  因為耶穌本身自己就是一個窮人
[00:23:29.000 --> 00:23:32.000]  耶穌在聖經上說
[00:23:32.000 --> 00:23:35.000]  耶穌因著他的貧窮
[00:23:35.000 --> 00:23:38.000]  讓我們富足
[00:23:38.000 --> 00:23:41.000]  可以說耶穌是身無長物
[00:23:41.000 --> 00:23:45.000]  他深刻經歷飢餓、疲倦
[00:23:45.000 --> 00:23:48.000]  耶穌自己來自稱
[00:23:48.000 --> 00:23:50.000]  天空的飛鳥有窩
[00:23:50.000 --> 00:23:51.000]  狐狸有洞
[00:23:51.000 --> 00:23:54.000]  人子連枕首的地方都沒有
[00:23:54.000 --> 00:23:59.000]  耶穌受死埋葬在其他人的墳墓裡
[00:23:59.000 --> 00:24:02.000]  耶穌視人為一個整體
[00:24:02.000 --> 00:24:05.000]  不單止宣講天國的福音
[00:24:05.000 --> 00:24:09.000]  關心靈魂永恆的歸宿
[00:24:09.000 --> 00:24:13.000]  也顧及人當下的需要軟弱
[00:24:13.000 --> 00:24:18.000]  不會只講不做閉門做居
[00:24:18.000 --> 00:24:19.000]  耶穌的宣講
[00:24:19.000 --> 00:24:22.000]  賦予三方面的服事
[00:24:22.000 --> 00:24:26.000]  去真正視人為一個整體
[00:24:26.000 --> 00:24:28.000]  在經文裡說
[00:24:28.000 --> 00:24:30.000]  而主的靈在我身上
[00:24:30.000 --> 00:24:32.000]  這是第十六節
[00:24:32.000 --> 00:24:34.000]  因祂用高我
[00:24:34.000 --> 00:24:36.000]  叫我傳福音給貧窮人
[00:24:36.000 --> 00:24:37.000]  差遣我報告
[00:24:37.000 --> 00:24:39.000]  被牢的得釋放
[00:24:39.000 --> 00:24:40.000]  癢癢的得自由
[00:24:40.000 --> 00:24:43.000]  叫受壓制的得自由
[00:24:43.000 --> 00:24:48.000]  報告神月立人的欺凌
[00:24:48.000 --> 00:24:50.000]  這個傳福音給貧窮人
[00:24:50.000 --> 00:24:53.000]  用三句子句
[00:24:53.000 --> 00:24:55.000]  來解釋
[00:24:55.000 --> 00:24:59.000]  輔助宣講
[00:24:59.000 --> 00:25:03.000]  這個傳福音給貧窮人
[00:25:03.000 --> 00:25:05.000]  地牢的得釋放
[00:25:05.000 --> 00:25:07.000]  一方面是指利未記
[00:25:07.000 --> 00:25:10.000]  二十五章八到十七節
[00:25:10.000 --> 00:25:14.000]  當人來遵守欺凌的命令
[00:25:14.000 --> 00:25:18.000]  在遍地給一切居民宣告自由
[00:25:18.000 --> 00:25:20.000]  財富再分配
[00:25:20.000 --> 00:25:22.000]  債項寬減
[00:25:22.000 --> 00:25:24.000]  奴隸得以自由
[00:25:24.000 --> 00:25:27.000]  為受屈的人伸冤
[00:25:27.000 --> 00:25:29.000]  欺凌的出現
[00:25:29.000 --> 00:25:31.000]  是人回應命令
[00:25:31.000 --> 00:25:34.000]  讓人和地休息
[00:25:34.000 --> 00:25:37.000]  去供應寄居者
[00:25:37.000 --> 00:25:39.000]  照顧有需要的人
[00:25:39.000 --> 00:25:43.000]  惟有我們這群去信耶穌的人
[00:25:43.000 --> 00:25:46.000]  去篤信歷行淺行信仰
[00:25:46.000 --> 00:25:48.000]  天國在人間
[00:25:48.000 --> 00:25:52.000]  欺凌先會在我們當中出現
[00:25:52.000 --> 00:25:55.000]  這個也是指耶穌戰勝仇敵
[00:25:55.000 --> 00:25:58.000]  從罪裡面釋放我們
[00:25:58.000 --> 00:26:01.000]  都是所指終末的救恩
[00:26:01.000 --> 00:26:04.000]  「而乞眼得看見」
[00:26:04.000 --> 00:26:06.000]  可以說是說到
[00:26:06.000 --> 00:26:09.000]  「塗保羅在哥倫多後書四章四節講
[00:26:09.000 --> 00:26:11.000]  賜等不信之人
[00:26:11.000 --> 00:26:15.000]  被這世界的神弄乞了心眼」
[00:26:15.000 --> 00:26:17.000]  心眼
[00:26:17.000 --> 00:26:24.000]  就好像我們去七十一
[00:26:24.000 --> 00:26:26.000]  或者是便利店
[00:26:26.000 --> 00:26:29.000]  報紙檔
[00:26:29.000 --> 00:26:33.000]  我見到煙民來買煙
[00:26:33.000 --> 00:26:36.000]  我見到煙包的印刷
[00:26:36.000 --> 00:26:38.000]  越來越恐怖
[00:26:38.000 --> 00:26:43.000]  印的公仔或警示的巨乳
[00:26:43.000 --> 00:26:48.000]  他們知不知道吸煙危害健康嗎?
[00:26:48.000 --> 00:26:51.000]  知
[00:26:51.000 --> 00:26:55.000]  不過心眼無明
[00:26:55.000 --> 00:27:01.000]  他們被世界的神弄乞了心眼
[00:27:01.000 --> 00:27:04.000]  在這個狀況裡面
[00:27:04.000 --> 00:27:06.000]  除非有人解救
