
[00:00:00.000 --> 00:00:02.560]  好 鄧小妹 讓我們聽神的話語
[00:01:22.840 --> 00:01:25.680]  我們再次把這段時間恭敬交上
[00:01:25.680 --> 00:01:27.040]  求你的聖靈
[00:01:27.040 --> 00:01:28.600]  諸間其中
[00:01:28.600 --> 00:01:32.040]  幫助我們讓主耶穌的話語
[00:01:32.040 --> 00:01:36.320]  你在俞一世的名言所說的話語當中
[00:01:36.320 --> 00:01:38.440]  怎樣做成你的工作
[00:01:38.440 --> 00:01:44.400]  使我們重新審視我們今天的生命生活
[00:01:44.400 --> 00:01:46.720]  我們大家奉主耶穌的名作
[00:01:46.720 --> 00:01:47.640]  Amen
[00:01:47.640 --> 00:01:53.800]  在聖經的裏面
[00:01:53.800 --> 00:01:55.520]  在聖經裏面
[00:01:55.520 --> 00:02:00.040]  特別在《馬太福音》第五章第三十三節
[00:02:00.040 --> 00:02:02.600]  《馬太福音》第五章第三十三節
[00:02:02.600 --> 00:02:06.440]  耶穌曾經很清楚地跟我們說
[00:02:06.440 --> 00:02:09.000]  耶穌曾經很清楚地告訴我們
[00:02:09.000 --> 00:02:12.600]  我們一切的事都不可起
[00:02:12.600 --> 00:02:15.680]  我們一切事都不可取
[00:02:15.680 --> 00:02:17.560]  耶穌為甚麼要這樣說呢
[00:02:17.560 --> 00:02:18.880]  耶穌為甚麼這麼說呢
[00:02:18.880 --> 00:02:21.920]  這句經文也誘發了今天很多的基督徒
[00:02:21.920 --> 00:02:26.200]  對於起誓的矛盾和猶豫
[00:02:26.200 --> 00:02:31.400]  這句經文也引起了今天很多基督徒起誓的猶豫和矛盾
[00:02:31.400 --> 00:02:36.160]  究竟今天基督徒還應不應該在一些環節上
[00:02:36.160 --> 00:02:38.280]  譬如法庭
[00:02:38.280 --> 00:02:41.760]  或者是我們做一些文件宣誓的時候
[00:02:41.760 --> 00:02:43.160]  我們發誓呢
[00:02:43.160 --> 00:02:45.200]  所以特別在有一些環節
[00:02:45.200 --> 00:02:51.200]  譬如法庭或者是文件上要不要發誓呢
[00:02:51.200 --> 00:02:53.200]  因為我們讀過一句這樣的經文
[00:02:53.200 --> 00:02:55.400]  因為我們讀了這麼一句經文
[00:02:55.400 --> 00:03:00.840]  於是很多基督徒就對著很多人就覺得應不應該這樣做呢
[00:03:00.840 --> 00:03:04.880]  當然有些基督徒對著很多人說該不該起誓呢
[00:03:04.880 --> 00:03:10.040]  其實這種矛盾是出自於我們對耶穌基督的講話的不了解
[00:03:10.040 --> 00:03:14.160]  這個矛盾是出自於我們對耶穌的講話的不了解
[00:03:14.160 --> 00:03:18.560]  在馬太福音的五章第三十三節這一段落的經文裏面
[00:03:18.560 --> 00:03:21.560]  在馬太福音的五章第三十三節這一段落的經文裏面
[00:03:21.560 --> 00:03:26.800]  主要耶穌要談及的就是很多人去禱告起誓的時候
[00:03:26.800 --> 00:03:30.800]  就是很多人在禱告起誓的時候
[00:03:30.800 --> 00:03:33.960]  根本就沒有想過要去履行的
[00:03:33.960 --> 00:03:35.800]  沒有想過要去履行
[00:03:35.800 --> 00:03:38.760]  這個是聖經所講的前設
[00:03:38.760 --> 00:03:40.640]  這就是聖經所講的前設
[00:03:40.640 --> 00:03:42.640]  而人去發誓呢
[00:03:42.640 --> 00:03:43.720]  人要去發誓呢
[00:03:43.720 --> 00:03:48.000]  很多時候只不過借上帝的訣竅而已
[00:03:48.000 --> 00:03:50.240]  就是借上帝的名
[00:03:50.240 --> 00:03:51.400]  這麼說
[00:03:51.400 --> 00:03:53.040]  或者簡單一點來說
[00:03:53.040 --> 00:03:57.120]  是利用上帝來增強自己講的話的說服力
[00:03:57.120 --> 00:04:00.120]  就是利用上帝來增加自己說法的說服力
[00:04:00.120 --> 00:04:02.120]  而達到自己個人目標而已
[00:04:02.120 --> 00:04:04.240]  而達到自己個人的目標
[00:04:04.240 --> 00:04:05.600]  手他就沒有想過了
[00:04:05.600 --> 00:04:07.440]  他有沒有手他沒有想過
[00:04:07.440 --> 00:04:11.480]  不過這樣講的時候人家無法去推諉或者去拒絕
[00:04:11.480 --> 00:04:14.640]  就大家這麼說的時候別人沒法推諉和拒絕
[00:04:14.640 --> 00:04:15.720]  所以換句話來說
[00:04:15.720 --> 00:04:19.120]  耶穌講這句話呢
[00:04:19.120 --> 00:04:21.120]  其實就是說叫我們
[00:04:21.120 --> 00:04:23.440]  起得的誓你就好好做
[00:04:23.440 --> 00:04:25.200]  耶穌的意思是說
[00:04:25.200 --> 00:04:27.400]  你能起的誓就要好好的去做
[00:04:27.400 --> 00:04:28.640]  既然你都會做了
[00:04:28.640 --> 00:04:30.360]  就何必還要去起誓呢
[00:04:30.360 --> 00:04:31.840]  如果你既然都會去做
[00:04:31.840 --> 00:04:33.160]  為什麼要起誓呢
[00:04:33.160 --> 00:04:34.200]  並不代表我們
[00:04:34.200 --> 00:04:36.920]  如果人家要以一座禮儀的儀式
[00:04:36.920 --> 00:04:37.760]  要我們去發誓
[00:04:37.760 --> 00:04:42.440]  我們去承認我們所做的事是真真實實的話
[00:04:42.440 --> 00:04:43.440]  我們可以不做
[00:04:43.440 --> 00:04:44.560]  不是這樣的意思
[00:04:44.560 --> 00:04:46.960]  就是這個意義上需要我們起誓
[00:04:46.960 --> 00:04:49.440]  說表明我們自己會去履行的話
[00:04:49.440 --> 00:04:50.720]  並不是這個意思
[00:04:50.720 --> 00:04:54.160]  是強調做的事
[00:04:54.160 --> 00:04:55.960]  立誓的人
[00:04:55.960 --> 00:04:57.840]  立了一定去做的意思
[00:04:57.840 --> 00:04:59.520]  就是強調
[00:04:59.520 --> 00:05:00.680]  發誓的人
[00:05:00.680 --> 00:05:03.120]  如果他一旦發誓就一定要去做
[00:05:03.120 --> 00:05:05.280]  如果立了你不做的話
[00:05:05.280 --> 00:05:06.960]  如果立誓而不做的話
[00:05:06.960 --> 00:05:08.240]  那麼立了也是多餘
[00:05:08.240 --> 00:05:10.720]  那發誓是不是多餘
[00:05:10.720 --> 00:05:12.080]  另一個層次
[00:05:12.080 --> 00:05:13.240]  另外一個層次
[00:05:13.240 --> 00:05:15.000]  另外一個更重要的層次
[00:05:15.000 --> 00:05:16.520]  更重要的層次
[00:05:16.520 --> 00:05:18.800]  就是耶穌這樣的講話
[00:05:18.800 --> 00:05:19.800]  耶穌這樣的講話
[00:05:19.800 --> 00:05:22.400]  是免得你和我得罪上帝
[00:05:22.400 --> 00:05:24.280]  免得你和我得罪上帝
[00:05:24.280 --> 00:05:27.360]  拉上帝下水的意思
[00:05:27.360 --> 00:05:30.960]  就是說把上帝綁在一起
[00:05:30.960 --> 00:05:32.320]  換句話來說
[00:05:32.320 --> 00:05:33.920]  就是如果我們壞
[00:05:33.920 --> 00:05:35.120]  如果我們壞
[00:05:35.120 --> 00:05:36.480]  你自己壞好了
[00:05:36.480 --> 00:05:37.480]  你自己壞好了
[00:05:37.480 --> 00:05:39.400]  不要牽連上帝
[00:05:39.400 --> 00:05:40.480]  不要牽連上帝
[00:05:40.480 --> 00:05:42.040]  你牽連上帝的話
[00:05:42.040 --> 00:05:43.160]  你牽連上帝的話
[00:05:43.160 --> 00:05:45.640]  上帝就不下手處理不行了
[00:05:45.640 --> 00:05:48.480]  上帝出手處理不行了
[00:05:48.480 --> 00:05:50.000]  司徒華人傳第二十三章
[00:05:50.000 --> 00:05:53.040]  我們從第十二節已經看到
[00:05:53.040 --> 00:05:57.200]  有一批四十多個人的猶太人
[00:05:57.200 --> 00:05:58.800]  有四十多個猶太人
[00:05:58.800 --> 00:06:02.160]  他們根本立心就一定要整死保羅
[00:06:02.160 --> 00:06:04.040]  他們立心要整死保羅
[00:06:04.040 --> 00:06:05.560]  他無論怎樣都好
[00:06:05.560 --> 00:06:06.560]  他無論怎樣都好
[00:06:06.560 --> 00:06:08.160]  他一定要害死保羅
[00:06:08.160 --> 00:06:09.320]  他一定要害死保羅
[00:06:09.320 --> 00:06:10.760]  於是乎他們立誓
[00:06:10.760 --> 00:06:12.280]  於是他們立誓
[00:06:12.280 --> 00:06:13.720]  立誓的意思是什麼?
[00:06:13.720 --> 00:06:15.800]  就是想拉上帝下水
[00:06:15.800 --> 00:06:17.560]  就是想拉上帝下水
[00:06:17.560 --> 00:06:18.960]  將自己所做的
[00:06:18.960 --> 00:06:21.480]  縱然是一些不合上帝心意的事
[00:06:21.480 --> 00:06:24.640]  都希望上帝在這個過程當中參與其中
[00:06:24.640 --> 00:06:26.800]  就是即使不合上帝心意的事
[00:06:26.800 --> 00:06:28.760]  也希望上帝能參與其中
[00:06:28.760 --> 00:06:30.080]  既然你這麼做
[00:06:30.080 --> 00:06:31.000]  既然你這麼做
[00:06:31.000 --> 00:06:33.680]  上帝就不能夠不參與了
[00:06:33.680 --> 00:06:35.320]  上帝就不能夠不參與
[00:06:35.320 --> 00:06:36.480]  不過上帝怎麼參與
[00:06:36.480 --> 00:06:37.840]  就不是你決定了
[00:06:37.840 --> 00:06:40.080]  上帝怎麼參與不是由你所決定的
[00:06:40.080 --> 00:06:41.720]  上帝參與的方式
[00:06:41.720 --> 00:06:43.640]  就是用他決定的方式
[00:06:43.640 --> 00:06:46.040]  上帝參與的方式是由他所決定的
[00:06:46.040 --> 00:06:47.040]  所以鄧英前輩
[00:06:47.040 --> 00:06:48.440]  當我們讀這段聖經的時候
[00:06:48.440 --> 00:06:50.200]  當我們讀到這段聖經的時候
[00:06:50.200 --> 00:06:52.200]  其實如果我們再重新檢視一下
[00:06:52.200 --> 00:06:53.520]  我們今天的信
[00:06:53.520 --> 00:06:55.920]  我們可以直接解讀我們今天的信
[00:06:55.920 --> 00:06:56.720]  我們的信
[00:06:56.720 --> 00:06:59.320]  是不是真的源自於上帝而來的呢?
[00:06:59.320 --> 00:07:01.160]  我們是不是源自於上帝呢?
[00:07:01.160 --> 00:07:02.360]  如果是源自上帝的
[00:07:02.360 --> 00:07:04.320]  一定是和上帝所想
[00:07:04.320 --> 00:07:06.680]  所說的話是有連結的
[00:07:06.680 --> 00:07:08.480]  能夠是我們英文叫做
[00:07:08.480 --> 00:07:10.000]  能夠有聯繫的
[00:07:10.000 --> 00:07:11.160]  能夠連起來
[00:07:11.160 --> 00:07:12.360]  有對應的
[00:07:12.360 --> 00:07:14.400]  所以我們如果說
[00:07:14.400 --> 00:07:17.120]  這就是和上帝連結起來
[00:07:17.120 --> 00:07:19.080]  是有相應的對應的
[00:07:19.080 --> 00:07:20.360]  但是如果你做的事
[00:07:20.360 --> 00:07:23.040]  不和上帝所說的事有對應的話呢?
[00:07:23.040 --> 00:07:25.640]  如果你所做的和上帝所說的
[00:07:25.640 --> 00:07:26.600]  不對應的話
[00:07:26.600 --> 00:07:28.240]  上帝做事的時候呢?
[00:07:28.240 --> 00:07:29.560]  上帝做事的時候
[00:07:29.560 --> 00:07:30.800]  使你出其不意
[00:07:30.800 --> 00:07:31.680]  你都猜不到
[00:07:31.680 --> 00:07:33.560]  這樣就會出其不意
[00:07:33.560 --> 00:07:34.960]  讓人猜想不到
[00:07:34.960 --> 00:07:36.760]  於是四十個人立完誓之後
[00:07:36.760 --> 00:07:38.560]  在四十個人立完誓之後
[00:07:38.560 --> 00:07:40.400]  他們不知道原來這件事
[00:07:40.400 --> 00:07:43.040]  竟然是被保羅的外甥聽到
[00:07:43.040 --> 00:07:44.400]  他們在立這個誓
[00:07:44.400 --> 00:07:47.000]  居然不知道被保羅的外甥聽到
[00:07:47.000 --> 00:07:49.680]  他們想用上帝的名去殺人
[00:07:49.680 --> 00:07:51.760]  他們想用上帝的名去殺人
[00:07:51.760 --> 00:07:54.160]  於是乎這個外甥就將這件事
[00:07:54.160 --> 00:07:55.440]  轉達給保羅知道
[00:07:55.440 --> 00:07:56.920]  然後有時候
[00:07:56.920 --> 00:07:59.240]  保羅的外甥將這件事
[00:07:59.240 --> 00:08:00.560]  轉達給保羅知道
[00:08:00.560 --> 00:08:02.800]  上星期上一堂課我已經講過了
[00:08:02.800 --> 00:08:03.960]  上一堂課已經講過了
[00:08:03.960 --> 00:08:05.160]  有信的人
[00:08:05.160 --> 00:08:06.040]  有信的人
[00:08:06.040 --> 00:08:07.760]  有從上帝而來的信的人
[00:08:07.760 --> 00:08:09.160]  有從上帝而來的信的人
[00:08:09.160 --> 00:08:10.560]  好像這裡講的保羅
[00:08:10.560 --> 00:08:11.640]  好像說保羅
[00:08:11.640 --> 00:08:12.880]  在這一刻他怎麼處理呢?
[00:08:12.880 --> 00:08:14.120]  在這一刻他怎麼處理呢?
[00:08:14.120 --> 00:08:15.480]  是不是用自己的方法呢?
[00:08:15.480 --> 00:08:17.480]  是啊,用自己的方法呢
[00:08:17.480 --> 00:08:20.480]  一般人今天就會這樣了
[00:08:20.480 --> 00:08:22.200]  今天一般人都會這樣
[00:08:22.200 --> 00:08:24.080]  這些事不需要上帝搞了吧
[00:08:24.080 --> 00:08:25.000]  讓我來
[00:08:25.000 --> 00:08:26.320]  這些事情不需要上帝去做
[00:08:26.320 --> 00:08:28.280]  我自己會辦好
[00:08:28.280 --> 00:08:30.080]  既然我外甥知道的話
[00:08:30.080 --> 00:08:31.560]  既然我外甥知道的話
[00:08:31.560 --> 00:08:33.280]  而保羅在這個狀態
[00:08:33.280 --> 00:08:34.760]  保羅在這個狀態
[00:08:34.760 --> 00:08:35.720]  怎麼處理好呢?
[00:08:35.720 --> 00:08:36.760]  怎麼處理好呢?
[00:08:36.760 --> 00:08:38.800]  如果一般的人今天就會說
[00:08:38.800 --> 00:08:40.080]  不如這樣吧,外甥
[00:08:40.080 --> 00:08:41.240]  不如這樣吧,外甥
[00:08:41.240 --> 00:08:42.600]  你給我安排一下
[00:08:42.600 --> 00:08:43.320]  你給我安排一下
[00:08:43.320 --> 00:08:44.560]  既然他們想殺我
[00:08:44.560 --> 00:08:45.400]  既然他們想殺我
[00:08:45.400 --> 00:08:47.680]  那我們就設計一個營救我的行動
[00:08:47.680 --> 00:08:50.160]  那麼你設計一個營救我的行動
[00:08:50.160 --> 00:08:52.840]  然後趁著我被押送的時候
[00:08:52.840 --> 00:08:53.840]  趁著我被押送的時候
[00:08:53.840 --> 00:08:55.600]  又還沒被劫的時候
[00:08:55.600 --> 00:08:56.240]  求生被劫的時候
[00:08:56.240 --> 00:08:57.920]  先進行一個獄獄的過程
[00:08:57.920 --> 00:08:59.240]  先進行一個獄獄的過程
[00:08:59.240 --> 00:09:00.400]  或者逃跑的過程
[00:09:00.400 --> 00:09:01.360]  或者逃跑的過程
[00:09:01.360 --> 00:09:02.840]  一般人可能是這樣想的
[00:09:02.840 --> 00:09:04.320]  一般人可能會這麼想
[00:09:04.320 --> 00:09:05.640]  但是保羅有沒有這麼做?
[00:09:05.640 --> 00:09:06.360]  保羅有沒有這麼做?
[00:09:06.360 --> 00:09:10.200]  在聖經裏面記載的是零
[00:09:10.200 --> 00:09:14.120]  在聖經裏面記載的是零
[00:09:14.120 --> 00:09:16.400]  保羅任何的計劃都沒有
[00:09:16.400 --> 00:09:18.360]  保羅沒有任何計劃
[00:09:18.360 --> 00:09:20.920]  今天有人說這樣真的很傻
[00:09:20.920 --> 00:09:24.640]  但是保羅沒有設計過這些東西去逃走
[00:09:24.640 --> 00:09:27.320]  保羅沒有設計任何去逃走
[00:09:27.320 --> 00:09:28.760]  保羅只是做了一件事
[00:09:28.760 --> 00:09:30.160]  保羅只是做了一件事
[00:09:30.160 --> 00:09:32.760]  叫外甥去轉達這件事給前副長知道
[00:09:32.760 --> 00:09:32.760]  叫外甥去轉達這件事給前副長知道
[00:09:32.760 --> 00:09:32.760]  叫外甥去轉達這件事給前副長知道
[00:09:32.760 --> 00:09:32.760]  叫外甥去轉達這件事給前副長知道
[00:09:32.760 --> 00:09:32.760]  叫外甥去轉達這件事給前副長知道
[00:09:32.760 --> 00:09:32.760]  叫外甥去轉達這件事給前副長知道
[00:09:32.760 --> 00:09:36.360]  叫外甥去轉達這件事給前副長知道
[00:09:36.360 --> 00:09:37.360]  詳細記錄了這件事
[00:09:37.360 --> 00:09:37.400]  詳細記錄了這件事
[00:09:37.400 --> 00:09:38.680]  詳細記錄了這件事
[00:09:38.680 --> 00:09:40.480]  前副長
[00:09:40.480 --> 00:09:41.480]  前副長
[00:09:41.480 --> 00:09:43.160]  他的安排是怎樣?
[00:09:43.160 --> 00:09:43.160]  前副長的安排是怎樣?
[00:09:43.160 --> 00:09:44.200]  前副長的安排是怎樣?
[00:09:44.200 --> 00:09:45.320]  我們從經文裏面
[00:09:45.320 --> 00:09:46.800]  我們有些微妙看到
[00:09:46.800 --> 00:09:49.760]  前副長在這個時候怎樣對待保羅
[00:09:49.760 --> 00:09:52.040]  他唯一的地方可以看到
[00:09:52.040 --> 00:09:53.720]  前副長是怎樣對待保羅
[00:09:53.720 --> 00:09:55.960]  保羅在營樓裏面
[00:09:55.960 --> 00:09:57.320]  保羅在營樓裏面
[00:09:57.320 --> 00:10:00.600]  似乎前副長不是監禁他
[00:10:00.600 --> 00:10:00.640]  似乎前副長並沒有監禁保羅
[00:10:00.640 --> 00:10:03.840]  似乎前副長並沒有監禁保羅
[00:10:03.840 --> 00:10:03.840]  前副長只不過是一種庇護的過程
[00:10:03.840 --> 00:10:07.760]  前副長只不過是一種庇護的過程
[00:10:07.760 --> 00:10:07.800]  前副長只不過是一種庇護的過程
[00:10:07.800 --> 00:10:10.480]  前副長只不過是一種庇護的過程
[00:10:10.480 --> 00:10:12.720]  希望保羅不會受到傷害
[00:10:12.720 --> 00:10:12.760]  希望保羅不會受到傷害
[00:10:12.760 --> 00:10:14.480]  希望保羅不會受到傷害
[00:10:14.480 --> 00:10:15.800]  於是怎樣呢?
[00:10:15.800 --> 00:10:15.840]  於是怎樣呢?
[00:10:15.840 --> 00:10:16.600]  於是怎樣呢?
[00:10:16.600 --> 00:10:21.400]  就靜靜地
[00:10:21.400 --> 00:10:23.040]  拆走了保羅的外甥
[00:10:23.040 --> 00:10:26.040]  他就是要保羅的外甥走了
[00:10:26.040 --> 00:10:29.200]  叫他不要跟其他人說
[00:10:29.200 --> 00:10:30.960]  報告這件事給我知道
[00:10:30.960 --> 00:10:32.640]  讓別人知道
[00:10:32.640 --> 00:10:32.640]  他報告這件事給我知道
[00:10:32.640 --> 00:10:34.520]  他報告這件事給我知道
[00:10:34.520 --> 00:10:34.520]  然後就是今天我們看的經文第23節
[00:10:34.520 --> 00:10:36.960]  然後就是今天我們看的經文第23節
[00:10:36.960 --> 00:10:36.960]  我們今天熟悉的經文第23節
[00:10:36.960 --> 00:10:40.080]  我們今天熟悉的經文第23節
[00:10:40.080 --> 00:10:44.280]  前副長就叫了他們兩個白副長來
[00:10:44.280 --> 00:10:46.360]  前副長叫了兩個白副長
[00:10:46.360 --> 00:10:49.120]  剛才我們衛忠同學讀的時候
[00:10:49.120 --> 00:10:50.800]  剛才讀的時候
[00:10:50.800 --> 00:10:55.800]  讀到從第23節到25節裏面
[00:10:55.800 --> 00:10:55.840]  讀到從第23節到25節裏面
[00:10:55.840 --> 00:10:57.240]  讀到從第23節到25節裏面
[00:10:57.240 --> 00:10:58.480]  或者24節
[00:10:58.480 --> 00:11:01.240]  就說了前副長怎樣叫這兩個白副長
[00:11:01.240 --> 00:11:03.080]  為保羅安排一些東西
[00:11:03.080 --> 00:11:06.200]  就是前副長叫這兩個白副長
[00:11:06.200 --> 00:11:09.040]  怎麼為保羅安排一些事
[00:11:09.040 --> 00:11:10.520]  在保羅的角度來看
[00:11:10.520 --> 00:11:11.600]  保羅根本就不知道
[00:11:11.600 --> 00:11:14.120]  接著前副長會有什麼安排
[00:11:14.120 --> 00:11:15.600]  因為保羅根本不知道
[00:11:15.600 --> 00:11:17.120]  前副長會有什麼安排
[00:11:17.120 --> 00:11:19.360]  但是前副長卻在這個時候
[00:11:19.360 --> 00:11:23.120]  被上帝參與在其中的時候
[00:11:23.120 --> 00:11:25.160]  有一些特別的工作開始做
[00:11:25.160 --> 00:11:27.480]  因為前副長在上帝參與的過程當中
[00:11:27.480 --> 00:11:28.800]  有一些事情要做
[00:11:28.800 --> 00:11:30.000]  兩個白副長來到
[00:11:30.000 --> 00:11:31.200]  前副長跟他講
[00:11:31.200 --> 00:11:32.200]  兩個白副長來到
[00:11:32.200 --> 00:11:32.760]  前副長說
[00:11:32.760 --> 00:11:35.000]  你現在先預備步兵200
[00:11:35.000 --> 00:11:36.200]  預備步兵200
[00:11:36.200 --> 00:11:37.400]  馬兵70
[00:11:37.400 --> 00:11:38.320]  馬兵70
[00:11:38.320 --> 00:11:39.840]  長槍手200
[00:11:39.840 --> 00:11:40.880]  長槍手200
[00:11:40.880 --> 00:11:42.680]  今夜駭車
[00:11:42.680 --> 00:11:43.960]  今夜駭車
[00:11:43.960 --> 00:11:46.120]  往撒...
[00:11:46.120 --> 00:11:47.600]  往撒尼亞去
[00:11:47.600 --> 00:11:50.600]  往凱撒尼亞去
[00:11:50.600 --> 00:11:51.440]  然後怎麼樣
[00:11:51.440 --> 00:11:54.560]  然後要預備牲口叫保羅騎上
[00:11:54.560 --> 00:11:56.480]  然後預備牲口叫保羅騎上
[00:11:56.480 --> 00:11:57.600]  留意
[00:11:57.600 --> 00:12:01.080]  誤送到巡撫菲利斯那裡去
[00:12:01.080 --> 00:12:05.680]  誤送到巡撫菲利斯那裡去
[00:12:05.680 --> 00:12:07.320]  在這裡我們知道
[00:12:07.320 --> 00:12:10.720]  前副長被上帝所使用
[00:12:10.720 --> 00:12:12.920]  之前已經拯救過保羅一次了
[00:12:12.920 --> 00:12:15.440]  我們知道前副長被上帝所用
[00:12:15.440 --> 00:12:17.680]  已經拯救過保羅一次
[00:12:17.680 --> 00:12:21.240]  現在前副長再進行第二次的拯救
[00:12:21.240 --> 00:12:23.840]  前副長進行第二次拯救
[00:12:23.840 --> 00:12:26.920]  我們要留意陣容很龐大的
[00:12:26.920 --> 00:12:29.000]  陣容非常龐大
[00:12:29.000 --> 00:12:30.800]  步兵200
[00:12:30.800 --> 00:12:31.480]  步兵200
[00:12:31.480 --> 00:12:32.520]  馬兵70
[00:12:32.520 --> 00:12:33.200]  馬兵70
[00:12:33.200 --> 00:12:34.600]  長槍手200
[00:12:34.600 --> 00:12:35.560]  長槍手200
[00:12:35.560 --> 00:12:37.400]  今夜駭車即是什麼時候
[00:12:37.400 --> 00:12:38.200]  今夜駭車
[00:12:38.200 --> 00:12:39.360]  知不知道駭車是什麼時候
[00:12:39.360 --> 00:12:40.960]  駭車是
[00:12:40.960 --> 00:12:42.640]  晚上9點
[00:12:42.640 --> 00:12:43.760]  晚上9點
[00:12:43.760 --> 00:12:46.520]  就出發
[00:12:46.520 --> 00:12:47.040]  出發
[00:12:47.040 --> 00:12:48.240]  出發的時候怎麼樣
[00:12:48.240 --> 00:12:48.960]  出發的時候怎麼樣
[00:12:48.960 --> 00:12:51.760]  就預備牲口叫保羅騎上
[00:12:51.760 --> 00:12:53.400]  預備牲口叫保羅騎上
[00:12:53.400 --> 00:12:56.280]  然後護送他去到菲律賓
[00:12:56.280 --> 00:12:57.480]  護送他去到菲律賓
[00:12:57.480 --> 00:12:58.440]  菲律賓在哪裡
[00:12:58.440 --> 00:13:01.120]  菲律賓原來當時是駐守在
[00:13:01.120 --> 00:13:03.480]  凱撒尼亞的
[00:13:03.480 --> 00:13:05.480]  當時的巡撫
[00:13:05.480 --> 00:13:08.240]  駐守在凱撒尼亞的巡撫
[00:13:08.240 --> 00:13:10.240]  巡撫比前副長高級
[00:13:10.240 --> 00:13:12.040]  巡撫比前副長高級
[00:13:12.040 --> 00:13:15.680]  巡撫基本上是中央特派專員
[00:13:15.680 --> 00:13:17.720]  現在巡撫是中央特派專員
[00:13:17.720 --> 00:13:19.800]  換句話說這個區是總督
[00:13:19.800 --> 00:13:21.920]  加大於總督
[00:13:21.920 --> 00:13:23.840]  巡撫長這個安排
[00:13:23.840 --> 00:13:26.800]  巡撫長這個安排有什麼目的
[00:13:26.800 --> 00:13:28.600]  有什麼目的
[00:13:28.600 --> 00:13:30.360]  我們暫時都不知道
[00:13:30.360 --> 00:13:32.520]  我們看下這封信
[00:13:32.520 --> 00:13:34.000]  我們就會明白了
[00:13:34.000 --> 00:13:36.000]  我們看這封信就會明白
[00:13:36.000 --> 00:13:39.040]  司徒行尊教授在路加很特別
[00:13:39.040 --> 00:13:41.040]  司徒行尊教授在路加非常特別
[00:13:41.040 --> 00:13:42.000]  他記載事情
[00:13:42.000 --> 00:13:43.600]  不只是單面記載
[00:13:43.600 --> 00:13:45.160]  不是單面記載
[00:13:45.160 --> 00:13:49.600]  他記載人怎樣在過程當中的思想
[00:13:49.600 --> 00:13:52.760]  他記載人怎樣在過程當中的思想
[00:13:52.760 --> 00:13:54.280]  不如我們讀下這封信
[00:13:54.280 --> 00:13:55.520]  我很喜歡讀信的
[00:13:55.520 --> 00:13:57.880]  我們不如讀下這封信
[00:13:57.880 --> 00:13:59.800]  因為我比較古老
[00:13:59.800 --> 00:14:01.240]  也有自己比較古老
[00:14:01.240 --> 00:14:06.120]  以前我家附近有很多寫信佬和讀信佬
[00:14:06.120 --> 00:14:11.400]  家附近有很多幫別人寫信的和讀信的
[00:14:11.400 --> 00:14:13.000]  以前讀書的人很少
[00:14:13.000 --> 00:14:14.360]  以前讀書的人很少
[00:14:14.360 --> 00:14:16.360]  懂得寫幾個字的人都不多
[00:14:16.360 --> 00:14:19.080]  認識能吃字的人都不多
[00:14:19.080 --> 00:14:23.200]  所以我經常乘巴士站在讀信佬旁邊
[00:14:23.200 --> 00:14:28.040]  經常聽他讀信給那些從鄉下寄出來的信
