
[00:00:00.000 --> 00:00:03.000]  我們今天的題目是聖徒的奉獻
[00:01:08.000 --> 00:01:12.000]  有衣有食就當知足
[00:01:12.000 --> 00:01:13.000]  第四個
[00:01:13.000 --> 00:01:14.000]  祂告訴我們
[00:01:14.000 --> 00:01:15.000]  神給我們財物
[00:01:15.000 --> 00:01:16.000]  神讓我們知道
[00:01:16.000 --> 00:01:19.000]  祂給我們財物賺錢的機會
[00:01:19.000 --> 00:01:23.000]  祂要我們不要依靠錢財
[00:01:23.000 --> 00:01:24.000]  我不詳細講
[00:01:24.000 --> 00:01:27.000]  這是我們複習一下
[00:01:27.000 --> 00:01:29.000]  第五個
[00:01:29.000 --> 00:01:30.000]  神給我們金錢
[00:01:30.000 --> 00:01:31.000]  給我們財物
[00:01:31.000 --> 00:01:35.000]  祂要使祂自己的教會不缺乏
[00:01:35.000 --> 00:01:38.000]  這是我們上次所講
[00:01:38.000 --> 00:01:40.000]  神要供給祂的僕人
[00:01:40.000 --> 00:01:42.000]  神給我們財物
[00:01:42.000 --> 00:01:44.000]  神是要供給祂的僕人
[00:01:44.000 --> 00:01:46.000]  所謂祂的僕人就是
[00:01:46.000 --> 00:01:48.000]  比方說我們講說傳道人
[00:01:48.000 --> 00:01:50.000]  或者是宣教士
[00:01:50.000 --> 00:01:53.000]  那神既然呼召了他們
[00:01:53.000 --> 00:01:55.000]  神要供應他們
[00:01:55.000 --> 00:01:57.000]  讓他們可以專心的傳道
[00:01:57.000 --> 00:01:58.000]  專心的禱告
[00:01:58.000 --> 00:02:02.000]  專心的服侍
[00:02:02.000 --> 00:02:04.000]  第七個
[00:02:04.000 --> 00:02:05.000]  神要我們供給
[00:02:05.000 --> 00:02:08.000]  輔助需要的人
[00:02:08.000 --> 00:02:09.000]  在我們當中
[00:02:09.000 --> 00:02:11.000]  有的人可能不一定像你那麼
[00:02:11.000 --> 00:02:13.000]  有賺錢的能力
[00:02:13.000 --> 00:02:16.000]  但是他們也需要
[00:02:16.000 --> 00:02:17.000]  我們才從聖經裡面
[00:02:17.000 --> 00:02:19.000]  我們也看到
[00:02:19.000 --> 00:02:20.000]  上次我跟你們講的時候
[00:02:20.000 --> 00:02:22.000]  沒有七個
[00:02:22.000 --> 00:02:24.000]  我後來再去看聖經的時候
[00:02:24.000 --> 00:02:25.000]  我發現
[00:02:25.000 --> 00:02:26.000]  還有好幾項
[00:02:26.000 --> 00:02:28.000]  所以我就把它加上去了
[00:02:28.000 --> 00:02:29.000]  如果你有以前的筆記的話
[00:02:29.000 --> 00:02:30.000]  你對照一下
[00:02:30.000 --> 00:02:32.000]  我又加了幾項
[00:02:32.000 --> 00:02:36.000]  這是我們所看到的
[00:02:36.000 --> 00:02:37.000]  那麼現在呢
[00:02:37.000 --> 00:02:38.000]  我們今天我們就要談到
[00:02:38.000 --> 00:02:40.000]  奉獻的原則
[00:02:40.000 --> 00:02:42.000]  其實我一直在講菲律賓書
[00:02:42.000 --> 00:02:44.000]  然後等到我們
[00:02:44.000 --> 00:02:48.000]  教睦同工要到每一個
[00:02:48.000 --> 00:02:50.000]  語言部去講的時候
[00:02:50.000 --> 00:02:51.000]  我就把它停下來
[00:02:51.000 --> 00:02:53.000]  其實我覺得菲律賓書
[00:02:53.000 --> 00:02:54.000]  我們今天所念的
[00:02:54.000 --> 00:02:56.000]  從第四章十四節
[00:02:56.000 --> 00:02:57.000]  一直到第二十節
[00:02:57.000 --> 00:02:59.000]  其實跟我們在主裡面
[00:02:59.000 --> 00:03:01.000]  做一個中心的管家
[00:03:01.000 --> 00:03:02.000]  或者是說
[00:03:02.000 --> 00:03:03.000]  我們在奉獻上
[00:03:03.000 --> 00:03:05.000]  做一個中心的管家
[00:03:05.000 --> 00:03:06.000]  是很有關聯的
[00:03:06.000 --> 00:03:08.000]  所以我今天定的題目
[00:03:08.000 --> 00:03:10.000]  就是一個奉獻的原則
[00:03:10.000 --> 00:03:11.000]  一個聖徒
[00:03:11.000 --> 00:03:12.000]  我們做神的聖徒
[00:03:12.000 --> 00:03:15.000]  我們奉獻的原則是什麼
[00:03:15.000 --> 00:03:16.000]  在這個之前呢
[00:03:16.000 --> 00:03:18.000]  我想我們還是一樣
[00:03:18.000 --> 00:03:19.000]  請大家
[00:03:19.000 --> 00:03:21.000]  你就跟你左鄰右舍的
[00:03:21.000 --> 00:03:22.000]  兩到三個人
[00:03:22.000 --> 00:03:23.000]  你們一起
[00:03:23.000 --> 00:03:25.000]  為我們今天的信息禱告
[00:03:25.000 --> 00:03:27.000]  為講信息的人禱告
[00:03:27.000 --> 00:03:28.000]  為我們自己禱告
[00:03:28.000 --> 00:03:29.000]  在神的面前
[00:03:29.000 --> 00:03:30.000]  真的跟神說
[00:03:30.000 --> 00:03:31.000]  神啊
[00:03:31.000 --> 00:03:33.000]  我定義要聽你的話
[00:03:33.000 --> 00:03:34.000]  好嗎
[00:03:34.000 --> 00:03:35.000]  所以現在就開始
[00:03:35.000 --> 00:03:36.000]  跟你左右鄰舍
[00:03:50.000 --> 00:03:51.000]  好
[00:03:51.000 --> 00:03:52.000]  我們一起禱告
[00:03:52.000 --> 00:03:54.000]  我們在天上的父神
[00:03:54.000 --> 00:03:56.000]  愛我們的主耶穌基督
[00:03:56.000 --> 00:03:58.000]  我們滿心的感謝讚美你
[00:03:58.000 --> 00:03:59.000]  在這樣的天氣之下
[00:03:59.000 --> 00:04:01.000]  祝你仍然賜給我們
[00:04:01.000 --> 00:04:02.000]  一個新的一天
[00:04:02.000 --> 00:04:04.000]  讓我們能夠為你而活
[00:04:04.000 --> 00:04:05.000]  讓我們也能夠
[00:04:05.000 --> 00:04:06.000]  立下心智
[00:04:06.000 --> 00:04:07.000]  我們能夠更深的
[00:04:07.000 --> 00:04:08.000]  能夠認識你
[00:04:08.000 --> 00:04:09.000]  我們謝謝你
[00:04:09.000 --> 00:04:10.000]  你保守我們
[00:04:10.000 --> 00:04:11.000]  能夠平安的到這裡
[00:04:11.000 --> 00:04:12.000]  我們弟兄姊妹
[00:04:12.000 --> 00:04:13.000]  一起在這裡
[00:04:13.000 --> 00:04:14.000]  在你的面前
[00:04:14.000 --> 00:04:15.000]  敬拜你
[00:04:15.000 --> 00:04:16.000]  歌頌你 讚美你
[00:04:16.000 --> 00:04:17.000]  我們也為著當中
[00:04:17.000 --> 00:04:18.000]  我們當中
[00:04:18.000 --> 00:04:21.000]  有些人不能來到我們中間的
[00:04:21.000 --> 00:04:23.000]  如果他們還在路上
[00:04:23.000 --> 00:04:25.000]  祝你自己保護保守他們
[00:04:25.000 --> 00:04:26.000]  祝如果他們在家裡
[00:04:26.000 --> 00:04:27.000]  祝你也自己
[00:04:27.000 --> 00:04:29.000]  真的是與他們同在
[00:04:29.000 --> 00:04:31.000]  讓他們自己能夠敬拜你
[00:04:31.000 --> 00:04:33.000]  自己能夠親近你
[00:04:33.000 --> 00:04:34.000]  我們謝謝你
[00:04:34.000 --> 00:04:35.000]  我們把今天這一段時間
[00:04:35.000 --> 00:04:37.000]  仰望在你的手中
[00:04:37.000 --> 00:04:38.000]  願你自己的話語
[00:04:38.000 --> 00:04:39.000]  你用你的話
[00:04:39.000 --> 00:04:40.000]  接著你的聖靈
[00:04:40.000 --> 00:04:41.000]  來充滿我們
[00:04:41.000 --> 00:04:42.000]  我們感謝禱告
[00:04:42.000 --> 00:04:44.000]  奉耶穌基督的聖靈
[00:04:44.000 --> 00:04:54.000]  阿門
[00:04:54.000 --> 00:04:55.000]  今天我們要從
[00:04:55.000 --> 00:04:57.000]  菲律賓書第四章
[00:04:57.000 --> 00:04:58.000]  第四十節
[00:04:58.000 --> 00:04:59.000]  一直到第二十節
[00:04:59.000 --> 00:05:01.000]  或者是十九節
[00:05:01.000 --> 00:05:03.000]  其實也是從第十節開始
[00:05:03.000 --> 00:05:05.000]  因為我們看這一段經文的時候
[00:05:05.000 --> 00:05:07.000]  我們就發現一件事情
[00:05:07.000 --> 00:05:09.000]  就是保羅他是一個很知足的
[00:05:09.000 --> 00:05:10.000]  或是換句話講
[00:05:10.000 --> 00:05:11.000]  他在生活當中
[00:05:11.000 --> 00:05:13.000]  他在每天的生活當中
[00:05:13.000 --> 00:05:15.000]  他是一個很滿足的人
[00:05:15.000 --> 00:05:17.000]  我們從聖經上面看到
[00:05:17.000 --> 00:05:20.000]  他寫信給哥林多教會
[00:05:20.000 --> 00:05:22.000]  他寫信給貼薩羅尼加教會
[00:05:22.000 --> 00:05:23.000]  我們能夠看見保羅
[00:05:23.000 --> 00:05:24.000]  其實他的生活
[00:05:24.000 --> 00:05:27.000]  並不是像我們所想像的那個樣子
[00:05:27.000 --> 00:05:28.000]  對不對
[00:05:28.000 --> 00:05:29.000]  他到什麼地方
[00:05:29.000 --> 00:05:30.000]  他都要走路
[00:05:30.000 --> 00:05:31.000]  然後他過的生活
[00:05:31.000 --> 00:05:32.000]  非常非常簡樸
[00:05:32.000 --> 00:05:35.000]  以後我們也會談到這些事情
[00:05:35.000 --> 00:05:36.000]  但是保羅
[00:05:36.000 --> 00:05:38.000]  他卻是一個非常非常知足的人
[00:05:38.000 --> 00:05:41.000]  他是一個非常滿足的人
[00:05:41.000 --> 00:05:43.000]  所以我們從這一段經文
[00:05:43.000 --> 00:05:45.000]  我們今天就會找到一些
[00:05:45.000 --> 00:05:47.000]  基督徒或者是聖徒
[00:05:47.000 --> 00:05:50.000]  我覺得我們應該稱為聖徒
[00:05:50.000 --> 00:05:52.000]  下次我們主日的時候
[00:05:52.000 --> 00:05:54.000]  彼此問安的時候
[00:05:54.000 --> 00:05:57.000]  我們就用聖徒彼此問安
[00:05:57.000 --> 00:05:59.000]  因為二十節
[00:05:59.000 --> 00:06:01.000]  從二十一節一直到二十三節
[00:06:01.000 --> 00:06:03.000]  就是在講這些事情
[00:06:03.000 --> 00:06:05.000]  我們下次會看到更豐富的東西
[00:06:05.000 --> 00:06:06.000]  在這裡呢
[00:06:06.000 --> 00:06:08.000]  我想我們今天就要看
[00:06:08.000 --> 00:06:11.000]  一個聖徒他奉獻的原則
[00:06:11.000 --> 00:06:12.000]  在這一段經文裡面
[00:06:12.000 --> 00:06:13.000]  剛才我們念過
[00:06:13.000 --> 00:06:15.000]  從十四節一直到第二十節
[00:06:15.000 --> 00:06:17.000]  我們講一個教會
[00:06:17.000 --> 00:06:20.000]  怎樣支持一位傳道人
[00:06:20.000 --> 00:06:21.000]  或者是說一個教會
[00:06:21.000 --> 00:06:23.000]  怎麼樣支持一個人
[00:06:23.000 --> 00:06:26.000]  那這個人呢就是保羅
[00:06:26.000 --> 00:06:27.000]  然後我們也能夠看見
[00:06:27.000 --> 00:06:30.000]  保羅他怎麼樣接受
[00:06:30.000 --> 00:06:37.000]  他們在金錢上和在服事上支持他
[00:06:37.000 --> 00:06:40.000]  接受別人的金錢是不容易的
[00:06:40.000 --> 00:06:42.000]  當然有的人是很高興
[00:06:42.000 --> 00:06:43.000]  不過呢
[00:06:43.000 --> 00:06:44.000]  在一般來講
[00:06:44.000 --> 00:06:46.000]  我們都不是那麼容易
[00:06:46.000 --> 00:06:47.000]  但是我們看見保羅
[00:06:47.000 --> 00:06:48.000]  我們看見保羅
[00:06:48.000 --> 00:06:51.000]  他真的是一個很滿足的人
[00:06:51.000 --> 00:06:54.000]  他真的是一個很知足的人
[00:06:54.000 --> 00:06:56.000]  所以他說我不是因為缺乏
[00:06:56.000 --> 00:06:57.000]  他說我無論在什麼情況
[00:06:57.000 --> 00:06:58.000]  我都可以知足
[00:06:58.000 --> 00:07:00.000]  這是我已經學會的
[00:07:00.000 --> 00:07:02.000]  我知道怎麼樣處非賤
[00:07:02.000 --> 00:07:04.000]  也知道怎麼樣處豐富
[00:07:04.000 --> 00:07:05.000]  或飽足或飢餓
[00:07:05.000 --> 00:07:06.000]  或有餘或缺乏
[00:07:06.000 --> 00:07:07.000]  誰是誰在
[00:07:07.000 --> 00:07:09.000]  我都得了秘訣
[00:07:09.000 --> 00:07:10.000]  然後他說我靠著他
[00:07:10.000 --> 00:07:11.000]  加給我力量的
[00:07:11.000 --> 00:07:13.000]  我凡事都能做
[00:07:13.000 --> 00:07:14.000]  很多時候
[00:07:14.000 --> 00:07:15.000]  我們用後面這一句話
[00:07:15.000 --> 00:07:17.000]  可是我們沒有想到
[00:07:17.000 --> 00:07:19.000]  保羅他前面他的景況
[00:07:19.000 --> 00:07:20.000]  保羅真的是
[00:07:20.000 --> 00:07:21.000]  他讓我們看見
[00:07:21.000 --> 00:07:22.000]  他是一個很知足
[00:07:22.000 --> 00:07:25.000]  他是一個完全滿足的人
[00:07:25.000 --> 00:07:26.000]  他從哪裡得到滿足
[00:07:26.000 --> 00:07:28.000]  我們從他的書信裡面
[00:07:28.000 --> 00:07:30.000]  我們看見他跟主耶穌的關係
[00:07:30.000 --> 00:07:31.000]  他跟神的關係
[00:07:31.000 --> 00:07:32.000]  他從他那邊
[00:07:32.000 --> 00:07:33.000]  他能夠得到
[00:07:33.000 --> 00:07:35.000]  他在樹林上面的豐富
[00:07:35.000 --> 00:07:40.000]  他在樹林上面的滿足
[00:07:40.000 --> 00:07:43.000]  主耶穌在世界上的時候
[00:07:43.000 --> 00:07:44.000]  他也講過一句話
[00:07:44.000 --> 00:07:46.000]  他說叫人活著的是靈
[00:07:46.000 --> 00:07:48.000]  肉體是沒有益處的
[00:07:48.000 --> 00:07:49.000]  或者是說肉體的益處
[00:07:49.000 --> 00:07:51.000]  不是很大
[00:07:51.000 --> 00:07:52.000]  但是他讓我們知道
[00:07:52.000 --> 00:07:54.000]  當我們在靈裡面
[00:07:54.000 --> 00:07:55.000]  能夠得到主耶穌
[00:07:55.000 --> 00:07:56.000]  能夠跟主耶穌的關係
[00:07:56.000 --> 00:07:58.000]  很親密的時候
[00:07:58.000 --> 00:08:00.000]  我們就能夠知足
[00:08:00.000 --> 00:08:01.000]  當我們在靈裡面
[00:08:01.000 --> 00:08:02.000]  得到知足之後
[00:08:02.000 --> 00:08:03.000]  後面的事情
[00:08:03.000 --> 00:08:05.000]  我們其他方面
[00:08:05.000 --> 00:08:09.000]  我們都能夠知足了
[00:08:09.000 --> 00:08:10.000]  為什麼呢
[00:08:10.000 --> 00:08:11.000]  因為主耶穌說
[00:08:11.000 --> 00:08:15.000]  叫人活著的是靈
[00:08:15.000 --> 00:08:17.000]  那保羅因為他的心情
[00:08:17.000 --> 00:08:19.000]  然後他也看見菲律賓教會
[00:08:19.000 --> 00:08:20.000]  菲律賓教會的人
[00:08:20.000 --> 00:08:21.000]  為什麼支持他
[00:08:21.000 --> 00:08:22.000]  菲律賓教會的人支持他
[00:08:22.000 --> 00:08:23.000]  也是出於他們
[00:08:23.000 --> 00:08:25.000]  在靈裡面的滿足
[00:08:25.000 --> 00:08:27.000]  保羅真的就是這樣講
[00:08:27.000 --> 00:08:28.000]  保羅也說
[00:08:28.000 --> 00:08:30.000]  這是出於他們的愛心
[00:08:30.000 --> 00:08:32.000]  所以在第一章第九節的時候
[00:08:32.000 --> 00:08:33.000]  保羅就為他們禱告
[00:08:33.000 --> 00:08:34.000]  他說教他們的愛心
[00:08:34.000 --> 00:08:36.000]  在知識和見識上
[00:08:36.000 --> 00:08:41.000]  多而又多
[00:08:41.000 --> 00:08:44.000]  所以保羅的這個話裡面
[00:08:44.000 --> 00:08:45.000]  不但是表露出
[00:08:45.000 --> 00:08:46.000]  他自己的心態
[00:08:46.000 --> 00:08:47.000]  他也表露出
[00:08:47.000 --> 00:08:48.000]  菲律賓教會的
[00:08:48.000 --> 00:08:50.000]  他們的情形
[00:08:50.000 --> 00:08:51.000]  所以讓我們看見
[00:08:51.000 --> 00:08:55.000]  神怎樣看聖徒的奉獻
[00:08:55.000 --> 00:08:56.000]  保羅他怎麼樣
[00:08:56.000 --> 00:08:57.000]  看聖徒的奉獻
[00:08:57.000 --> 00:08:58.000]  其實我覺得
[00:08:58.000 --> 00:09:00.000]  就是因為聖靈感動他
[00:09:00.000 --> 00:09:01.000]  聖靈感動他
[00:09:01.000 --> 00:09:02.000]  他寫下來
[00:09:02.000 --> 00:09:03.000]  所以我們也能夠看見
[00:09:03.000 --> 00:09:08.000]  神怎麼樣看聖徒的奉獻
[00:09:08.000 --> 00:09:10.000]  這就是我們奉獻的原則
[00:09:10.000 --> 00:09:11.000]  從這一段經文
[00:09:11.000 --> 00:09:13.000]  當然從其他的經文還有
[00:09:13.000 --> 00:09:15.000]  但是從這一段經文
[00:09:15.000 --> 00:09:18.000]  我們今天就來看
[00:09:18.000 --> 00:09:28.000]  奉獻的原則
[00:09:28.000 --> 00:09:35.000]  我不知道要point這個還是point那個
[00:09:35.000 --> 00:09:37.000]  第一個我們要看見的
[00:09:37.000 --> 00:09:38.000]  在十九節
[00:09:38.000 --> 00:09:40.000]  十九節這邊他告訴我們
[00:09:40.000 --> 00:09:42.000]  他說我的神
[00:09:42.000 --> 00:09:44.000]  十八節
[00:09:44.000 --> 00:09:46.000]  他說我樣樣都有
[00:09:46.000 --> 00:09:47.000]  並且有餘
[00:09:47.000 --> 00:09:48.000]  我已經充足
[00:09:48.000 --> 00:09:50.000]  因為我從以巴伏提
[00:09:50.000 --> 00:09:51.000]  受了你們的饋送
[00:09:51.000 --> 00:09:53.000]  當作極美的香氣
[00:09:53.000 --> 00:09:55.000]  為神所收納
[00:09:55.000 --> 00:09:57.000]  所喜悅的祭物
[00:09:57.000 --> 00:09:59.000]  應該是十八節
[00:09:59.000 --> 00:10:00.000]  在這裡就告訴我們
[00:10:00.000 --> 00:10:04.000]  聖徒的奉獻是神聖的
[00:10:04.000 --> 00:10:05.000]  為什麼
[00:10:05.000 --> 00:10:07.000]  因為我們是奉獻給神
[00:10:07.000 --> 00:10:09.000]  而且保羅在這裡就講
[00:10:09.000 --> 00:10:12.000]  好像是一個極美的香氣
[00:10:12.000 --> 00:10:13.000]  我自己把它
[00:10:13.000 --> 00:10:14.000]  弄了一個花紅
[00:10:14.000 --> 00:10:16.000]  心香之氣
[00:10:16.000 --> 00:10:17.000]  在神的
[00:10:17.000 --> 00:10:19.000]  當然神不像我們有一個鼻子
[00:10:19.000 --> 00:10:20.000]  要聞這些東西
[00:10:20.000 --> 00:10:22.000]  但是他就是告訴我們
[00:10:22.000 --> 00:10:25.000]  在神的面前是多寶貴
[00:10:25.000 --> 00:10:26.000]  然後他也告訴我們
[00:10:26.000 --> 00:10:28.000]  是神所喜悅的祭物
[00:10:28.000 --> 00:10:29.000]  所以我們在這裡
[00:10:29.000 --> 00:10:31.000]  我們能夠看見一個原則是什麼
[00:10:31.000 --> 00:10:34.000]  當我們把我們的金錢奉獻給神
[00:10:34.000 --> 00:10:36.000]  納入神的倉庫
[00:10:36.000 --> 00:10:38.000]  或者是庫房
[00:10:38.000 --> 00:10:40.000]  我們把我們的金錢奉獻
[00:10:40.000 --> 00:10:42.000]  在教會裡面的時候
[00:10:42.000 --> 00:10:44.000]  就是他的了
[00:10:44.000 --> 00:10:46.000]  不再是你的了
[00:10:46.000 --> 00:10:48.000]  也不再是我的了
[00:10:48.000 --> 00:10:49.000]  是他的
[00:10:49.000 --> 00:10:51.000]  所以既然是這樣子
[00:10:51.000 --> 00:10:53.000]  那我們就要有一個心態
[00:10:53.000 --> 00:10:57.000]  我們怎麼樣看我們奉獻的錢
[00:10:57.000 --> 00:10:59.000]  因為是神的了
[00:10:59.000 --> 00:11:02.000]  所以為什麼我們常常在這裡提到
[00:11:02.000 --> 00:11:03.000]  受奉獻的時候
[00:11:03.000 --> 00:11:07.000]  很多帶領我們的禱告就是說
[00:11:07.000 --> 00:11:10.000]  希望神給教會裡面管錢的這些人
[00:11:10.000 --> 00:11:12.000]  有智慧
[00:11:12.000 --> 00:11:13.000]  有聰明
[00:11:13.000 --> 00:11:16.000]  知道怎麼樣使用神的金錢
[00:11:16.000 --> 00:11:17.000]  的的確確是這樣子
[00:11:17.000 --> 00:11:20.000]  我們需要為他們禱告
[00:11:20.000 --> 00:11:22.000]  因為這錢是神的
[00:11:22.000 --> 00:11:26.000]  不再是我們的了
[00:11:26.000 --> 00:11:28.000]  這是管錢的
[00:11:28.000 --> 00:11:29.000]  第二個
[00:11:29.000 --> 00:11:31.000]  我們要為奉獻的人
[00:11:31.000 --> 00:11:32.000]  我們奉獻的人
[00:11:32.000 --> 00:11:33.000]  要明白
[00:11:33.000 --> 00:11:34.000]  要知道
[00:11:34.000 --> 00:11:35.000]  當我把我的金錢
[00:11:35.000 --> 00:11:37.000]  奉獻給神的時候
[00:11:37.000 --> 00:11:38.000]  當我把我的金錢
[00:11:38.000 --> 00:11:39.000]  放在奉獻箱裡面
[00:11:39.000 --> 00:11:41.000]  奉獻給教會的時候
[00:11:41.000 --> 00:11:43.000]  就是屬於神的
[00:11:43.000 --> 00:11:46.000]  不再是我
[00:11:46.000 --> 00:11:48.000]  我過去碰到一些教會
[00:11:48.000 --> 00:11:50.000]  其實我自己成長的一個教會
[00:11:50.000 --> 00:11:51.000]  就是這個樣子
[00:11:51.000 --> 00:11:53.000]  那就是有人
[00:11:53.000 --> 00:11:54.000]  因為教會裡面
[00:11:54.000 --> 00:11:56.000]  大家都是很窮的
[00:11:56.000 --> 00:11:58.000]  所以奉獻的只有少數人
[00:11:58.000 --> 00:12:00.000]  那中間有一個人
[00:12:00.000 --> 00:12:02.000]  他奉獻特別多
[00:12:02.000 --> 00:12:04.000]  但是他就覺得
[00:12:04.000 --> 00:12:06.000]  教會怎麼樣花錢
[00:12:06.000 --> 00:12:09.000]  他有最大的聲音可以講話
[00:12:09.000 --> 00:12:13.000]  他有最高的一票可以否定
[00:12:13.000 --> 00:12:15.000]  可以贊成
[00:12:15.000 --> 00:12:16.000]  造成了教會裡面
[00:12:16.000 --> 00:12:19.000]  很多很多的問題
[00:12:19.000 --> 00:12:21.000]  所以當我們把我們的金錢
[00:12:21.000 --> 00:12:22.000]  奉獻給神的時候
[00:12:22.000 --> 00:12:25.000]  我們要明白這一點
[00:12:25.000 --> 00:12:26.000]  然後呢
[00:12:26.000 --> 00:12:28.000]  我們這些使用的人
[00:12:28.000 --> 00:12:29.000]  我們要明白
[00:12:29.000 --> 00:12:31.000]  這些錢是神的
[00:12:31.000 --> 00:12:32.000]  是弟兄姊妹奉獻的
[00:12:32.000 --> 00:12:33.000]  沒有錯
[00:12:33.000 --> 00:12:35.000]  但是是屬於神的錢
[00:12:35.000 --> 00:12:37.000]  所以我們在使用的時候
[00:12:37.000 --> 00:12:41.000]  我們一定要很小心
[00:12:41.000 --> 00:12:42.000]  很多時候
[00:12:42.000 --> 00:12:43.000]  我們在教會裡面
[00:12:43.000 --> 00:12:45.000]  我也發現有一個現象
[00:12:45.000 --> 00:12:48.000]  就是當我們快要到年終的時候
[00:12:48.000 --> 00:12:49.000]  就好像說
[00:12:49.000 --> 00:12:51.000]  今年的預算還有很多
[00:12:51.000 --> 00:12:52.000]  要趕快把它花掉
[00:12:52.000 --> 00:12:55.000]  這是政府的情況
[00:12:55.000 --> 00:12:57.000]  在教會裡面不是這個樣子
[00:12:57.000 --> 00:13:00.000]  所以我自己是這麼多年在這裡
[00:13:00.000 --> 00:13:02.000]  我自己蠻感謝神的
[00:13:02.000 --> 00:13:04.000]  就是我們過去這麼多年
[00:13:04.000 --> 00:13:05.000]  從我來到這裡之後
[00:13:05.000 --> 00:13:06.000]  我自己觀察
[00:13:06.000 --> 00:13:08.000]  我自己發現我們教會
[00:13:08.000 --> 00:13:11.000]  神真的是一直提供給我們
[00:13:11.000 --> 00:13:13.000]  很多忠心的管家
[00:13:13.000 --> 00:13:16.000]  他們在管理錢財的時候
[00:13:16.000 --> 00:13:18.000]  真的是非常非常小心
[00:13:18.000 --> 00:13:20.000]  非常非常嚴
[00:13:20.000 --> 00:13:21.000]  所以有的時候
[00:13:21.000 --> 00:13:23.000]  你就會聽到有的人抱怨
[00:13:23.000 --> 00:13:24.000]  這麼嚴幹嘛嘛
[00:13:24.000 --> 00:13:25.000]  對不對
[00:13:25.000 --> 00:13:27.000]  但是我覺得這是他們忠心
[00:13:27.000 --> 00:13:29.000]  這是他們真的是知道
[00:13:29.000 --> 00:13:30.000]  這是神的錢
[00:13:30.000 --> 00:13:33.000]  我們不可以隨隨便便的
[00:13:33.000 --> 00:13:36.000]  那每年在做預算的時候
[00:13:36.000 --> 00:13:38.000]  這些執事們他們要做預算
[00:13:38.000 --> 00:13:40.000]  然後就請各個團企
[00:13:40.000 --> 00:13:43.000]  各個團企
[00:13:43.000 --> 00:13:45.000]  你們要做預算的時候
[00:13:45.000 --> 00:13:48.000]  他們要求我們一定要算得很準
[00:13:48.000 --> 00:13:49.000]  我是不懂
[00:13:49.000 --> 00:13:51.000]  這些東西我真的是很糟糕
[00:13:51.000 --> 00:13:54.000]  但是我們真的是要想到
[00:13:54.000 --> 00:13:56.000]  就是這些錢是神的錢
[00:13:56.000 --> 00:13:58.000]  那我們要怎麼樣去預算
[00:13:58.000 --> 00:14:00.000]  怎麼樣去花
[00:14:00.000 --> 00:14:03.000]  是花在什麼樣的事情上面
[00:14:03.000 --> 00:14:05.000]  這些我覺得有一個原則
[00:14:05.000 --> 00:14:08.000]  就是我們知道我們所奉獻的金錢
[00:14:08.000 --> 00:14:09.000]  是奉獻給神
[00:14:09.000 --> 00:14:11.000]  像新香之氣一樣
[00:14:11.000 --> 00:14:14.000]  像一個神聖的祭物
[00:14:14.000 --> 00:14:16.000]  獻在祂的手裡
[00:14:16.000 --> 00:14:18.000]  是屬於祂的
[00:14:18.000 --> 00:14:21.000]  那我們當中在執事會裡面管錢的
