
[00:00:00.000 --> 00:00:06.000]  我們來讀一段聖經,在獵王記下十三章第十四到第十九節
[00:01:51.000 --> 00:01:56.000]  其中的大選,我們看見也是帶來意想不到的結果
[00:01:56.000 --> 00:02:00.000]  共和黨超乎期望的大獲全勝
[00:02:00.000 --> 00:02:06.000]  連媒體新聞都用一夜變天這樣的方式來報導
[00:02:06.000 --> 00:02:13.000]  這個月我們看見多少人的心情是上上下下充滿了危機感
[00:02:13.000 --> 00:02:19.000]  為什麼有危機感?因為環境改變了嘛
[00:02:19.000 --> 00:02:26.000]  以前一切都是按照所預期的在進行,一切都按部就班
[00:02:26.000 --> 00:02:32.000]  現在環境一改變,忽然間我們好像無所依靠
[00:02:32.000 --> 00:02:35.000]  不知道應當如何去面對
[00:02:35.000 --> 00:02:41.000]  而偏偏現今的時代,我們看見是個不斷改變的世代
[00:02:41.000 --> 00:02:46.000]  不但不斷改變,而且快速在改變
[00:02:46.000 --> 00:02:54.000]  難怪我們的心很容易落入到憂慮、恐懼、失望跟沮喪當中
[00:02:54.000 --> 00:03:01.000]  事實上depression是最常見的一個現代病
[00:03:01.000 --> 00:03:06.000]  就好像今天的經文裡面我們讀到約阿斯王
[00:03:06.000 --> 00:03:11.000]  他的情況也是這樣,當他得知到說
[00:03:11.000 --> 00:03:15.000]  以利沙不久要被主接去要離開世界
[00:03:15.000 --> 00:03:19.000]  他的心就落入憂慮跟哀愁當中
[00:03:19.000 --> 00:03:25.000]  為什麼呢?因為以前以利沙是他的依靠
[00:03:25.000 --> 00:03:29.000]  以色列國每一場戰爭都是靠以利沙打贏的
[00:03:29.000 --> 00:03:32.000]  所以當以利沙要走的時候才呼喚說
[00:03:32.000 --> 00:03:37.000]  以色列的戰車、馬兵、或者說他所依靠的
[00:03:37.000 --> 00:03:41.000]  現在已經無所依靠了
[00:03:41.000 --> 00:03:44.000]  難怪他的心落入到哀愁當中
[00:03:44.000 --> 00:03:50.000]  而以利沙就在這個時候提醒他要做四件事情
[00:03:50.000 --> 00:03:54.000]  而這四件事情我相信都是做一個基督徒
[00:03:54.000 --> 00:04:00.000]  當我們面對危機的時候是可以勝過危機很重要的原則
[00:04:00.000 --> 00:04:07.000]  所以今天早上要從四方面來講怎麼樣得勝生命中的危機
[00:04:07.000 --> 00:04:09.000]  第一件事情你需要做的
[00:04:09.000 --> 00:04:13.000]  在危機當中是不要忘記神的恩典
[00:04:13.000 --> 00:04:17.000]  跟你朋友說不要忘記神的恩典
[00:04:17.000 --> 00:04:21.000]  在這裡第一件事情以利沙要約阿斯做的
[00:04:21.000 --> 00:04:24.000]  就是要取弓與箭來
[00:04:24.000 --> 00:04:27.000]  你要知道以利沙在這裡沒有告訴
[00:04:27.000 --> 00:04:31.000]  以利約阿斯要取新的弓箭沒有
[00:04:31.000 --> 00:04:35.000]  只是要他去取他的弓與箭來
[00:04:35.000 --> 00:04:42.000]  我相信這裡的弓與箭是指的神所已經賜給我們的恩典
[00:04:42.000 --> 00:04:44.000]  不是我們所沒有的
[00:04:44.000 --> 00:04:48.000]  而是主所已經賞賜給我們的
[00:04:48.000 --> 00:04:52.000]  換句話說不要忘記神所給你
[00:04:52.000 --> 00:04:56.000]  已經給你一切的恩典跟恩賜
[00:04:56.000 --> 00:05:00.000]  第二點作為一個神的兒女我們一定要明白一件事情
[00:05:00.000 --> 00:05:04.000]  聖靈已經降臨與我們同在了
[00:05:04.000 --> 00:05:08.000]  神的恩高也已經降臨在你身上了
[00:05:08.000 --> 00:05:12.000]  你說真的嗎在我身上真的有神的恩高了嗎
[00:05:12.000 --> 00:05:14.000]  當然有的
[00:05:14.000 --> 00:05:18.000]  約翰福音約翰一書第二章27節怎麼說呢
[00:05:18.000 --> 00:05:23.000]  約翰在這裡說你們從主所受的恩高常存在你們心裡
[00:05:23.000 --> 00:05:25.000]  這裡你們是指誰啊
[00:05:25.000 --> 00:05:27.000]  誰是這裡的你們啊
[00:05:27.000 --> 00:05:29.000]  就是我們
[00:05:29.000 --> 00:05:32.000]  我們從主所受的恩高常存在我們心裡
[00:05:32.000 --> 00:05:34.000]  並不用人教訓我們
[00:05:34.000 --> 00:05:37.000]  自有主的恩高在凡事上教訓我們
[00:05:37.000 --> 00:05:39.000]  然後接下來說很有意思
[00:05:39.000 --> 00:05:41.000]  這恩高是什麼
[00:05:41.000 --> 00:05:42.000]  是什麼
[00:05:42.000 --> 00:05:44.000]  真的不是什麼
[00:05:44.000 --> 00:05:47.000]  哇你看約翰把我們當小孩子這樣看
[00:05:47.000 --> 00:05:49.000]  這是真的不是假的
[00:05:49.000 --> 00:05:53.000]  換句話說約翰知道我們心中常常有個懷疑
[00:05:53.000 --> 00:05:56.000]  這真的有恩高在我身上嗎
[00:05:56.000 --> 00:05:58.000]  真的在我的身上嗎
[00:05:58.000 --> 00:06:01.000]  約翰說是的在你身上是有神的恩高
[00:06:01.000 --> 00:06:04.000]  而這恩高是真的不是假的
[00:06:04.000 --> 00:06:07.000]  所以約翰說你們要按照這恩高的教訓
[00:06:07.000 --> 00:06:08.000]  住在主的裡面
[00:06:08.000 --> 00:06:10.000]  換句話說今天作為神的兒女
[00:06:10.000 --> 00:06:13.000]  我們每一個神的兒女在我們身上
[00:06:13.000 --> 00:06:17.000]  神早已經賜下不同的恩高了
[00:06:17.000 --> 00:06:21.000]  我們的責任就是好好來為主運用
[00:06:21.000 --> 00:06:24.000]  神所給我們的恩典以及恩賜
[00:06:24.000 --> 00:06:27.000]  我們就要看見神在我們的生命當中
[00:06:27.000 --> 00:06:30.000]  就要為我們帶來突破
[00:06:30.000 --> 00:06:32.000]  但聽說很多時候
[00:06:32.000 --> 00:06:34.000]  我們常常覺得我們所擁有的
[00:06:34.000 --> 00:06:37.000]  好像算不得什麼不是嗎
[00:06:37.000 --> 00:06:41.000]  所以我們常常把神的恩典埋藏起來
[00:06:41.000 --> 00:06:44.000]  好像不讓神有機會來使用
[00:06:44.000 --> 00:06:46.000]  神所給我們的恩賜
[00:06:46.000 --> 00:06:49.000]  因為我們常常覺得算不得什麼
[00:06:49.000 --> 00:06:52.000]  這就好像你還記得主講到一個
[00:06:52.000 --> 00:06:54.000]  按柴授銀的比喻嗎
[00:06:54.000 --> 00:06:59.000]  講到主人給不同的銀子給不同的僕人
[00:06:59.000 --> 00:07:02.000]  你還記得那個有拿一千兩銀子的
[00:07:02.000 --> 00:07:05.000]  那個拿一千兩銀子的僕人
[00:07:05.000 --> 00:07:08.000]  當他看見那個拿五千兩的
[00:07:08.000 --> 00:07:11.000]  賺回五千兩的時候
[00:07:11.000 --> 00:07:14.000]  我心裡想他心裡在想什麼
[00:07:14.000 --> 00:07:16.000]  這個拿一千兩心裡一直在想
[00:07:16.000 --> 00:07:18.000]  他當然可以
[00:07:18.000 --> 00:07:20.000]  他拿五千兩
[00:07:20.000 --> 00:07:22.000]  五千兩再賺五千兩很容易
[00:07:22.000 --> 00:07:24.000]  他當然可以做得到
[00:07:24.000 --> 00:07:26.000]  當他看見那個兩千兩
[00:07:26.000 --> 00:07:28.000]  所以賺了兩千兩
[00:07:28.000 --> 00:07:29.000]  他心裡也這樣想
[00:07:29.000 --> 00:07:31.000]  那個兩千兩當然可以
[00:07:31.000 --> 00:07:32.000]  他兩千兩很容易
[00:07:32.000 --> 00:07:35.000]  兩千兩再賺兩千兩就可以很容易
[00:07:35.000 --> 00:07:36.000]  但我呢
[00:07:36.000 --> 00:07:38.000]  我有多少呢
[00:07:38.000 --> 00:07:39.000]  只有什麼
[00:07:39.000 --> 00:07:41.000]  一千兩
[00:07:41.000 --> 00:07:44.000]  一千兩能做什麼呢
[00:07:44.000 --> 00:07:46.000]  什麼都不能做
[00:07:46.000 --> 00:07:50.000]  所以他就把那一千兩埋藏在地裡了
[00:07:50.000 --> 00:07:53.000]  你知道今天很多基督徒正是這樣
[00:07:53.000 --> 00:07:56.000]  我們把神的恩典埋藏起來
[00:07:56.000 --> 00:07:57.000]  我們常常覺得
[00:07:57.000 --> 00:08:00.000]  神給我們那個算不得什麼
[00:08:00.000 --> 00:08:03.000]  所以我們常常忽略了神的恩典
[00:08:03.000 --> 00:08:05.000]  而且我們也錯過了
[00:08:05.000 --> 00:08:08.000]  神使用我們的機會
[00:08:08.000 --> 00:08:10.000]  第二點事實上我深深的相信
[00:08:10.000 --> 00:08:13.000]  如果那個拿一千兩銀子的僕人
[00:08:13.000 --> 00:08:16.000]  他也照樣憑信心
[00:08:16.000 --> 00:08:18.000]  出去運用他的一千兩的話
[00:08:18.000 --> 00:08:21.000]  他就照樣能夠賺得另外的一千兩
[00:08:21.000 --> 00:08:24.000]  正如另外兩個僕人一樣
[00:08:24.000 --> 00:08:29.000]  所以你千萬不要輕忽神所給你的恩典
[00:08:29.000 --> 00:08:32.000]  不要輕忽神給你的恩典跟他說
[00:08:32.000 --> 00:08:35.000]  提摩太后書第一章第六節
[00:08:35.000 --> 00:08:37.000]  你看保羅怎麼勸勉提摩太呢
[00:08:37.000 --> 00:08:38.000]  保羅勸勉提摩太
[00:08:38.000 --> 00:08:40.000]  為此我提醒你
[00:08:40.000 --> 00:08:43.000]  使你將神藉著我
[00:08:43.000 --> 00:08:47.000]  按手給你的恩賜在如火眺望起來
[00:08:47.000 --> 00:08:49.000]  換句話說提摩太有同樣的問題
[00:08:49.000 --> 00:08:51.000]  圖通會覺得說
[00:08:51.000 --> 00:08:52.000]  他身上沒什麼神的恩典
[00:08:52.000 --> 00:08:54.000]  神的恩賜沒有
[00:08:54.000 --> 00:08:56.000]  就算有也算不得什麼
[00:08:56.000 --> 00:08:58.000]  可保羅我提醒你
[00:08:58.000 --> 00:09:00.000]  是神所已經給你的
[00:09:00.000 --> 00:09:03.000]  不是你沒有已經給你的
[00:09:03.000 --> 00:09:05.000]  把神所已經給你的恩賜跟恩典
[00:09:05.000 --> 00:09:09.000]  在如火怎麼樣眺望起來
[00:09:09.000 --> 00:09:13.000]  不要輕忽神所給你一切的恩典
[00:09:13.000 --> 00:09:15.000]  不但不要輕忽
[00:09:15.000 --> 00:09:20.000]  而且不要去羨慕別人的恩典
[00:09:20.000 --> 00:09:22.000]  你知道在靈恩的領域裡面
[00:09:22.000 --> 00:09:25.000]  我們常常容易羨慕別人的恩典
[00:09:25.000 --> 00:09:27.000]  羨慕別人的恩綱
[00:09:27.000 --> 00:09:29.000]  所以每一次任何培靈會
[00:09:29.000 --> 00:09:31.000]  我們都希望講員給我們
[00:09:31.000 --> 00:09:33.000]  double portion anointing
[00:09:33.000 --> 00:09:34.000]  我們羨慕別人
[00:09:34.000 --> 00:09:36.000]  我們要你的恩綱
[00:09:36.000 --> 00:09:39.000]  所以這些年當我越服侍神
[00:09:39.000 --> 00:09:42.000]  我越來越明白一件事情
[00:09:42.000 --> 00:09:44.000]  你一點都不需要
[00:09:44.000 --> 00:09:46.000]  借用別人的恩綱的
[00:09:46.000 --> 00:09:48.000]  Amen
[00:09:48.000 --> 00:09:50.000]  你還記得有一次
[00:09:50.000 --> 00:09:52.000]  當掃羅王
[00:09:52.000 --> 00:09:53.000]  他們在做王的時候
[00:09:53.000 --> 00:09:56.000]  以色列人跟菲律賓人在打仗
[00:09:56.000 --> 00:09:58.000]  菲律賓人就派了哥利亞
[00:09:58.000 --> 00:10:01.000]  出來跟以色列人征戰
[00:10:01.000 --> 00:10:04.000]  當時以色列人就沒有人敢去應戰
[00:10:04.000 --> 00:10:06.000]  因為哥利亞是個巨人
[00:10:06.000 --> 00:10:08.000]  沒有人敢跟他征戰
[00:10:08.000 --> 00:10:11.000]  剛好那個時候大衛來到戰場
[00:10:11.000 --> 00:10:12.000]  為什麼來
[00:10:12.000 --> 00:10:14.000]  因為他要跟哥哥送飯
[00:10:14.000 --> 00:10:16.000]  他來到戰場看到這個景象
[00:10:16.000 --> 00:10:18.000]  他怎麼有一個外邦人
[00:10:18.000 --> 00:10:20.000]  可以這樣褻瀆耶和華的名呢
[00:10:20.000 --> 00:10:22.000]  怎麼可以這樣
[00:10:22.000 --> 00:10:24.000]  所以一個無比神聖的勇敢
[00:10:24.000 --> 00:10:27.000]  在他裡面說我要出去應戰
[00:10:27.000 --> 00:10:30.000]  哇 旁邊人看見他要去應戰
[00:10:30.000 --> 00:10:32.000]  旁邊人比他還著急
[00:10:32.000 --> 00:10:34.000]  你這個人怎麼去打仗
[00:10:34.000 --> 00:10:36.000]  一個小孩怎麼去打仗
[00:10:36.000 --> 00:10:37.000]  起碼要穿個軍裝嘛
[00:10:37.000 --> 00:10:38.000]  人家這麼大的軍裝
[00:10:38.000 --> 00:10:39.000]  你怎麼會沒有軍裝
[00:10:39.000 --> 00:10:41.000]  怎麼可以打仗呢
[00:10:41.000 --> 00:10:43.000]  那要穿誰的軍裝呢
[00:10:43.000 --> 00:10:44.000]  有誰的軍裝
[00:10:44.000 --> 00:10:48.000]  比掃羅王的軍裝更有恩高呢
[00:10:48.000 --> 00:10:49.000]  怎麼想 哇 太棒了
[00:10:49.000 --> 00:10:52.000]  如果穿上掃羅王的軍裝多棒啊
[00:10:52.000 --> 00:10:54.000]  所以就把掃羅王的軍裝
[00:10:54.000 --> 00:10:56.000]  放在大衛的身上
[00:10:56.000 --> 00:10:58.000]  當大衛穿上掃羅王的軍裝
[00:10:58.000 --> 00:11:01.000]  一穿上去就垮下來了
[00:11:01.000 --> 00:11:04.000]  為什麼 太重了
[00:11:04.000 --> 00:11:05.000]  你可知道
[00:11:05.000 --> 00:11:07.000]  你不需要借用別人的軍裝嗎
[00:11:07.000 --> 00:11:08.000]  你們
[00:11:08.000 --> 00:11:09.000]  跟你們說你不需要
[00:11:09.000 --> 00:11:13.000]  借用別人的軍裝的
[00:11:13.000 --> 00:11:15.000]  後來大衛怎麼去征戰
[00:11:15.000 --> 00:11:17.000]  大衛怎麼去面對戈利亞
[00:11:17.000 --> 00:11:20.000]  他就用他本來就有的
[00:11:20.000 --> 00:11:23.000]  甩石機玄
[00:11:23.000 --> 00:11:25.000]  那個他用在曠野裡面
[00:11:25.000 --> 00:11:27.000]  為了保護他的羊群
[00:11:27.000 --> 00:11:30.000]  打熊打獅子那個武器
[00:11:30.000 --> 00:11:32.000]  是他很熟悉的武器
[00:11:32.000 --> 00:11:35.000]  是神所已經給他的恩典
[00:11:35.000 --> 00:11:37.000]  是神所已經給他的能力
[00:11:37.000 --> 00:11:39.000]  是他本來就擁有的恩典
[00:11:39.000 --> 00:11:41.000]  神就讓他用那個
[00:11:41.000 --> 00:11:42.000]  神所已經給他的恩典
[00:11:42.000 --> 00:11:45.000]  去迎戰戈利亞
[00:11:45.000 --> 00:11:48.000]  你們 其實說真的
[00:11:48.000 --> 00:11:50.000]  從人的角度來講
[00:11:50.000 --> 00:11:51.000]  那個甩石機玄
[00:11:51.000 --> 00:11:53.000]  到底有什麼用啊
[00:11:53.000 --> 00:11:55.000]  那怎麼能夠去打仗啊
[00:11:55.000 --> 00:11:58.000]  哪有人看到用甩石機玄去打仗的
[00:11:58.000 --> 00:12:00.000]  難怪那個戈利亞看到
[00:12:00.000 --> 00:12:02.000]  大衛拿著甩石機玄來
[00:12:02.000 --> 00:12:03.000]  就藐視他
[00:12:03.000 --> 00:12:05.000]  你把我當狗啊
[00:12:05.000 --> 00:12:07.000]  你怎麼拿這個來跟我打仗呢
[00:12:07.000 --> 00:12:08.000]  我是軍人啊
[00:12:08.000 --> 00:12:09.000]  你怎麼拿這個
[00:12:09.000 --> 00:12:12.000]  怎麼可以贏得過我嘛
[00:12:12.000 --> 00:12:13.000]  但是什麼時候
[00:12:13.000 --> 00:12:17.000]  大衛用神所已經給他的恩典
[00:12:17.000 --> 00:12:19.000]  已經給他的能力
[00:12:19.000 --> 00:12:21.000]  來迎戰戈利亞的時候
[00:12:21.000 --> 00:12:22.000]  我告訴你
[00:12:22.000 --> 00:12:25.000]  有一件奇妙的事情就發生了
[00:12:25.000 --> 00:12:28.000]  當大衛用神所已經給他的恩典
[00:12:28.000 --> 00:12:29.000]  來迎戰的時候
[00:12:29.000 --> 00:12:32.000]  神自己就為大衛興起
[00:12:32.000 --> 00:12:34.000]  神自己為大衛征戰
[00:12:34.000 --> 00:12:36.000]  Hallelujah
[00:12:36.000 --> 00:12:37.000]  我常常說啊
[00:12:37.000 --> 00:12:40.000]  說真的 當大衛去迎戰戈利亞
[00:12:40.000 --> 00:12:43.000]  用那個小石頭去迎戰戈利亞的時候
[00:12:43.000 --> 00:12:45.000]  請問你 一個teenager
[00:12:45.000 --> 00:12:46.000]  一個青少年
[00:12:46.000 --> 00:12:49.000]  請問你 他真的瞄得那麼準嗎
[00:12:49.000 --> 00:12:51.000]  你以為大衛真的那麼厲害嗎
[00:12:51.000 --> 00:12:54.000]  你以為大衛真的這麼有力嗎
[00:12:54.000 --> 00:12:55.000]  這麼一瞄這麼準
[00:12:55.000 --> 00:12:58.000]  就是剛好射中這個戈利亞的額頭
[00:12:58.000 --> 00:12:59.000]  而且就算
[00:12:59.000 --> 00:13:00.000]  我說就算射中額頭
[00:13:00.000 --> 00:13:02.000]  一個青少年那個力量有這麼大嗎
[00:13:02.000 --> 00:13:05.000]  難道青少年丟個石頭到戈利亞額頭
[00:13:05.000 --> 00:13:07.000]  不會砰一聲彈回去嗎
[00:13:07.000 --> 00:13:10.000]  Think about it
[00:13:10.000 --> 00:13:12.000]  你以為大衛真的那麼厲害嗎
[00:13:12.000 --> 00:13:13.000]  No no no
[00:13:13.000 --> 00:13:16.000]  事實上當大衛在甩這個石頭出去的時候
[00:13:16.000 --> 00:13:18.000]  當他憑著信心來征戰
[00:13:18.000 --> 00:13:20.000]  甩這個石頭出去的時候
[00:13:20.000 --> 00:13:22.000]  聖靈的能力就降臨在石頭上
[00:13:22.000 --> 00:13:23.000]  Hallelujah
[00:13:23.000 --> 00:13:26.000]  聖靈就能屬於你的導航器
[00:13:26.000 --> 00:13:27.000]  有引導這個石頭
[00:13:27.000 --> 00:13:30.000]  震中戈利亞的額頭
[00:13:30.000 --> 00:13:32.000]  我們看戈利亞就應聲而倒
[00:13:32.000 --> 00:13:33.000]  倒地而死
[00:13:33.000 --> 00:13:35.000]  Hallelujah
[00:13:35.000 --> 00:13:40.000]  第二點 你一點不需要羨慕別人的恩高達
[00:13:40.000 --> 00:13:42.000]  你一點不需要羨慕別人的恩典
[00:13:42.000 --> 00:13:46.000]  神已經給你夠用的恩典
[00:13:46.000 --> 00:13:48.000]  我現在常常為人禱告
[00:13:48.000 --> 00:13:50.000]  我常常是為他做一個禱告
[00:13:50.000 --> 00:13:55.000]  你要活出神所給你的那一份恩典
[00:13:55.000 --> 00:13:56.000]  你不需要別人的恩典
[00:13:56.000 --> 00:13:57.000]  說真的
[00:13:57.000 --> 00:14:00.000]  很多人說牧師給我double portion
[00:14:00.000 --> 00:14:01.000]  說老實話
[00:14:01.000 --> 00:14:03.000]  我怎麼可以給你double portion
[00:14:03.000 --> 00:14:06.000]  我最多給你我的portion
[00:14:06.000 --> 00:14:09.000]  你asking too much
[00:14:09.000 --> 00:14:10.000]  說真的
[00:14:10.000 --> 00:14:12.000]  只有上帝能夠給你
[00:14:12.000 --> 00:14:14.000]  不是我能夠給你
[00:14:14.000 --> 00:14:16.000]  更何況你拿我的恩典幹什麼
[00:14:16.000 --> 00:14:18.000]  拿我的恩高幹什麼
[00:14:18.000 --> 00:14:20.000]  沒有用的啦
[00:14:20.000 --> 00:14:23.000]  神給你是夠用的那一份
[00:14:23.000 --> 00:14:24.000]  我要怎麼為你禱告
[00:14:24.000 --> 00:14:25.000]  我應該為你禱告
[00:14:25.000 --> 00:14:29.000]  活出神所給你那一份的恩典就夠了
[00:14:29.000 --> 00:14:30.000]  Amen
[00:14:30.000 --> 00:14:31.000]  Hallelujah
[00:14:31.000 --> 00:14:33.000]  你就能夠經歷神的突破
[00:14:33.000 --> 00:14:34.000]  Amen
[00:14:34.000 --> 00:14:35.000]  第二
[00:14:35.000 --> 00:14:37.000]  你要舉目仰望神的幫助
[00:14:37.000 --> 00:14:41.000]  跟你媽說 舉目仰望神的幫助
[00:14:41.000 --> 00:14:42.000]  第二件事情
[00:14:42.000 --> 00:14:44.000]  以利沙約阿斯做的
[00:14:44.000 --> 00:14:47.000]  就要打開朝東的窗戶
[00:14:47.000 --> 00:14:49.000]  為什麼要朝東的窗戶
[00:14:49.000 --> 00:14:52.000]  東邊就是象徵著神的意思
[00:14:52.000 --> 00:14:53.000]  換句話說
[00:14:53.000 --> 00:14:56.000]  當你在面對危機的時候
[00:14:56.000 --> 00:15:00.000]  你千萬不要把自己封閉起來啦
[00:15:00.000 --> 00:15:02.000]  你一定要向神敞開你自己
[00:15:02.000 --> 00:15:06.000]  舉目來仰望神的幫助
[00:15:06.000 --> 00:15:08.000]  很多時候當我們面對危機的時候
[00:15:08.000 --> 00:15:09.000]  我看見我們很多人
[00:15:09.000 --> 00:15:12.000]  總是想依靠自己的聰明才幹
[00:15:12.000 --> 00:15:14.000]  來解決我們自己的問題
[00:15:14.000 --> 00:15:19.000]  所以我們常常把自己關在自己的小天地裡面
[00:15:19.000 --> 00:15:21.000]  我們不想去面對人
[00:15:21.000 --> 00:15:23.000]  我們也不想去面對神
[00:15:23.000 --> 00:15:26.000]  但事實上當你越是在危機的時刻
[00:15:26.000 --> 00:15:27.000]  讓我告訴你
[00:15:27.000 --> 00:15:31.000]  你越是需要向神敞開你自己
[00:15:31.000 --> 00:15:32.000]  為什麼呢
[00:15:32.000 --> 00:15:35.000]  好叫你能夠看見神在你身上
[00:15:35.000 --> 00:15:37.000]  所能成就的工作
[00:15:37.000 --> 00:15:38.000]  Amen
[00:15:38.000 --> 00:15:41.000]  如果你只是關在你自己的小天地裡面
[00:15:41.000 --> 00:15:42.000]  我告訴你
[00:15:42.000 --> 00:15:45.000]  你怎麼看你都看不見神的作為來了
[00:15:45.000 --> 00:15:46.000]  你怎麼想
[00:15:46.000 --> 00:15:50.000]  你都想不出神能夠成就什麼奇妙的事情
[00:15:50.000 --> 00:15:54.000]  只有當你向神敞開你自己的時候
[00:15:54.000 --> 00:15:56.000]  你就要一次又一次看見
[00:15:56.000 --> 00:15:58.000]  你的神是在你生命當中
[00:15:58.000 --> 00:16:00.000]  親自為你開路的神
[00:16:00.000 --> 00:16:02.000]  Hallelujah
[00:16:02.000 --> 00:16:04.000]  事實上如果你仔細看整本聖經
[00:16:04.000 --> 00:16:07.000]  你就看見在整本聖經裡面
[00:16:07.000 --> 00:16:09.000]  讓我們認識我們所信的神
[00:16:09.000 --> 00:16:12.000]  就是能夠叫人在絕望當中
[00:16:12.000 --> 00:16:15.000]  重新恢復希望的神
[00:16:15.000 --> 00:16:16.000]  Hallelujah
[00:16:16.000 --> 00:16:19.000]  在創世紀當中我們看見亞伯拉罕跟撒拉
[00:16:19.000 --> 00:16:21.000]  年紀老邁
[00:16:21.000 --> 00:16:24.000]  已經過了生育的年齡
[00:16:24.000 --> 00:16:27.000]  聖經說在無可指望的時候
[00:16:27.000 --> 00:16:30.000]  神賜給他們一個兒子
[00:16:30.000 --> 00:16:32.000]  取名叫以撒
[00:16:32.000 --> 00:16:35.000]  你知道以撒這個字的意思是什麼嗎
[00:16:35.000 --> 00:16:40.000]  以撒的意思是神使我喜笑
[00:16:40.000 --> 00:16:42.000]  在無可指望的時候
[00:16:42.000 --> 00:16:45.000]  我們的神能夠重新讓我們的心
[00:16:45.000 --> 00:16:48.000]  能夠喜笑起來的
[00:16:48.000 --> 00:16:50.000]  在摩西的時代
[00:16:50.000 --> 00:16:52.000]  以色列人在紅海的邊緣
[00:16:52.000 --> 00:16:55.000]  前面是紅海後面是追兵
[00:16:55.000 --> 00:16:58.000]  在無路可走的時候
[00:16:58.000 --> 00:17:02.000]  神說我的道路卻在深海當中
[00:17:02.000 --> 00:17:05.000]  神就是紅海打開
[00:17:05.000 --> 00:17:08.000]  使以色列人在乾地上能夠走過去
[00:17:08.000 --> 00:17:09.000]  Hallelujah
[00:17:09.000 --> 00:17:11.000]  在無路可走的時候
[00:17:11.000 --> 00:17:14.000]  神就為我們開路
[00:17:14.000 --> 00:17:15.000]  在世紀裡面
[00:17:15.000 --> 00:17:20.000]  當以色列人面對夏索王的鐵車馬兵
[00:17:20.000 --> 00:17:23.000]  那個時候以色列人根本連個鐵車都沒有
[00:17:23.000 --> 00:17:25.000]  步兵怎麼跟鐵車打
[00:17:25.000 --> 00:17:27.000]  沒辦法打
[00:17:27.000 --> 00:17:31.000]  聖經說當以色列人疲乏的時候
[00:17:31.000 --> 00:17:35.000]  你看見軍隊疲乏是多悲慘的事情
[00:17:35.000 --> 00:17:37.000]  沒有指望
[00:17:37.000 --> 00:17:39.000]  以色列人疲乏的時候
[00:17:39.000 --> 00:17:42.000]  神降下大雨
[00:17:42.000 --> 00:17:45.000]  使所有這些馬車
[00:17:45.000 --> 00:17:48.000]  敵人的馬車陷在泥漿當中
[00:17:48.000 --> 00:17:52.000]  這些馬車陷在泥漿當中動彈不得
[00:17:52.000 --> 00:17:54.000]  本來是最厲害的武器
[00:17:54.000 --> 00:17:59.000]  忽然間變成英雄無用武之地的廢物
[00:17:59.000 --> 00:18:03.000]  神率領以色列人就得勝所有的仇敵
[00:18:03.000 --> 00:18:05.000]  Hallelujah
[00:18:05.000 --> 00:18:07.000]  在約沙法時代
[00:18:07.000 --> 00:18:10.000]  當摩押人來攻擊以色列人的時候
[00:18:10.000 --> 00:18:14.000]  約沙法叫所有的詩歌隊走在軍隊的前面
[00:18:14.000 --> 00:18:17.000]  聖經說當詩歌隊在歌唱的時候
