
[00:00:00.000 --> 00:00:02.800]  今天我們要討論的題目是
[00:07:06.100 --> 00:07:08.500]  好啊,為你祈禱
[00:07:08.500 --> 00:07:09.500]  接著他說一句
[00:07:09.500 --> 00:07:11.800]  你幫我祈禱
[00:07:11.800 --> 00:07:14.500]  祈禱我給你十萬元
[00:07:14.500 --> 00:07:18.800]  我心想我好像做了道士
[00:07:18.800 --> 00:07:22.000]  我們的職份不是這樣的
[00:07:22.000 --> 00:07:23.300]  我覺得有點奇怪
[00:07:23.300 --> 00:07:25.900]  我就問我為你祈禱什麼?
[00:07:25.900 --> 00:07:32.400]  他說我有批貨在美國海關鎖住了
[00:07:32.400 --> 00:07:35.400]  我心想是軍火還是白粉?
[00:07:35.400 --> 00:07:37.200]  又不是很敢問
[00:07:37.200 --> 00:07:39.500]  那你想我怎樣為你祈禱呢?
[00:07:39.500 --> 00:07:44.000]  你幫我祈禱拿那批貨出來
[00:07:44.000 --> 00:07:46.100]  我有沒有這樣的能力?
[00:07:46.100 --> 00:07:48.900]  當然沒有
[00:07:48.900 --> 00:07:49.900]  接著我就跟他祈禱
[00:07:49.900 --> 00:07:52.700]  主你讓他跟從你的真理
[00:07:52.700 --> 00:07:54.400]  你是道路真理生命
[00:07:54.400 --> 00:07:55.200]  讓他跟從你
[00:07:55.200 --> 00:07:56.200]  按你的旨意
[00:07:56.200 --> 00:07:57.300]  你幫助他
[00:07:57.300 --> 00:08:01.400]  讓他真正認識你是誰
[00:08:01.400 --> 00:08:02.500]  當然我們要禱告
[00:08:02.500 --> 00:08:05.200]  我深信真是貼近神的心意
[00:08:05.200 --> 00:08:09.900]  只不過能力是上帝自己所分配
[00:08:09.900 --> 00:08:11.300]  很重要
[00:08:11.300 --> 00:08:12.800]  認清
[00:08:12.800 --> 00:08:15.300]  而且這句還有一句話
[00:08:15.300 --> 00:08:16.900]  他說不要貶低
[00:08:16.900 --> 00:08:17.700]  為什麼?
[00:08:17.700 --> 00:08:19.000]  如果剛才讀第二節
[00:08:19.000 --> 00:08:21.200]  他說我們是管家
[00:08:21.200 --> 00:08:23.100]  而且對神忠心
[00:08:23.100 --> 00:08:26.100]  和神忠心有其中一方面的事
[00:08:26.100 --> 00:08:28.900]  他會責備
[00:08:28.900 --> 00:08:30.200]  聖經說
[00:08:30.200 --> 00:08:31.600]  當責備的時候
[00:08:31.600 --> 00:08:32.600]  在第三節
[00:08:32.600 --> 00:08:35.100]  他就被人論斷
[00:08:35.100 --> 00:08:35.600]  為什麼?
[00:08:35.600 --> 00:08:37.000]  中國人有句說話
[00:08:37.000 --> 00:08:38.900]  忠言是什麼?
[00:08:38.900 --> 00:08:40.200]  忠言是什麼?
[00:08:40.200 --> 00:08:42.400]  亦義
[00:08:42.400 --> 00:08:43.200]  很難聽
[00:08:43.200 --> 00:08:44.100]  所以有人評擊你
[00:08:44.100 --> 00:08:44.800]  你為什麼這樣說?
[00:08:44.800 --> 00:08:45.600]  你有什麼權柄?
[00:08:45.600 --> 00:08:46.800]  你是誰?
[00:08:46.800 --> 00:08:47.600]  不僅如此
[00:08:47.600 --> 00:08:49.200]  或被別人論斷
[00:08:49.200 --> 00:08:49.600]  剛才讀
[00:08:49.600 --> 00:08:50.900]  什麼叫別人論斷?
[00:08:50.900 --> 00:08:51.900]  直譯是
[00:08:51.900 --> 00:08:54.500]  人民的法庭
[00:08:54.500 --> 00:08:55.500]  你人也好
[00:08:55.500 --> 00:08:56.100]  法庭也好
[00:08:56.100 --> 00:08:57.000]  都論斷我什麼?
[00:08:57.000 --> 00:08:59.200]  我捍衛極為小事
[00:08:59.200 --> 00:08:59.900]  對我沒有影響
[00:08:59.900 --> 00:09:01.800]  為什麼?
[00:09:01.800 --> 00:09:05.000]  因為我最終的審判
[00:09:05.000 --> 00:09:07.400]  是主
[00:09:07.400 --> 00:09:08.000]  大家都知道
[00:09:08.000 --> 00:09:09.400]  保羅當日
[00:09:09.400 --> 00:09:11.000]  不僅他教導
[00:09:11.000 --> 00:09:12.600]  責備弟兄姊妹
[00:09:12.600 --> 00:09:13.200]  他說的話
[00:09:13.200 --> 00:09:14.500]  根本每天都犯法
[00:09:14.500 --> 00:09:17.000]  他當時的法律根本不傳到福音
[00:09:17.000 --> 00:09:18.800]  所以你找那樣來
[00:09:18.800 --> 00:09:19.400]  沒用的
[00:09:19.400 --> 00:09:20.700]  我坐牢不要緊
[00:09:20.700 --> 00:09:22.800]  連我自己也不論斷
[00:09:22.800 --> 00:09:24.300]  小事
[00:09:24.300 --> 00:09:25.500]  不要搞錯
[00:09:25.500 --> 00:09:26.600]  我們的權柄
[00:09:26.600 --> 00:09:27.600]  不是在人的手
[00:09:27.600 --> 00:09:29.000]  是在上帝的手
[00:09:29.000 --> 00:09:29.700]  而且很重要
[00:09:29.700 --> 00:09:31.100]  他要說第四節
[00:09:31.100 --> 00:09:31.900]  第五節
[00:09:31.900 --> 00:09:32.600]  他這樣提
[00:09:32.600 --> 00:09:33.200]  我們一起讀
[00:09:33.200 --> 00:09:34.000]  一二三
[00:09:34.000 --> 00:09:35.600]  我雖不覺得自己有錯
[00:09:35.600 --> 00:09:38.500]  卻也不能因此得以稱義
[00:09:38.500 --> 00:09:55.200]  是要再說一件事
[00:09:55.200 --> 00:09:55.600]  真的
[00:09:55.600 --> 00:09:58.200]  我們很多事情是很黑白很明白的
[00:09:58.200 --> 00:09:59.100]  是不是?
[00:09:59.100 --> 00:10:00.000]  貪婪
[00:10:00.000 --> 00:10:00.600]  詭詐
[00:10:00.600 --> 00:10:01.000]  犯奸
[00:10:01.000 --> 00:10:02.000]  都不知道的
[00:10:02.000 --> 00:10:04.000]  不過有些事情在表面看不到
[00:10:04.000 --> 00:10:05.000]  他很深奧
[00:10:05.000 --> 00:10:06.100]  保羅
[00:10:06.100 --> 00:10:08.500]  他說我有時覺得自己沒有錯
[00:10:08.500 --> 00:10:10.100]  但是最終我沒有看錯
[00:10:10.100 --> 00:10:12.400]  我都要交給主去審判
[00:10:12.400 --> 00:10:15.400]  並且有些隱藏的事
[00:10:15.400 --> 00:10:17.300]  主到時會怎樣?
[00:10:17.300 --> 00:10:18.500]  顯明出來
[00:10:18.500 --> 00:10:19.400]  什麼叫隱藏?
[00:10:19.400 --> 00:10:19.900]  很簡單
[00:10:19.900 --> 00:10:21.000]  例如
[00:10:21.000 --> 00:10:23.600]  我們去幫人去服侍
[00:10:23.600 --> 00:10:24.600]  我們都可能是真
[00:10:24.600 --> 00:10:27.100]  可能是假的
[00:10:27.100 --> 00:10:27.900]  是不是?
[00:10:27.900 --> 00:10:29.800]  可能真是帶愛心
[00:10:29.800 --> 00:10:30.600]  但是有些人怎樣?
[00:10:30.600 --> 00:10:32.600]  很想表演
[00:10:32.600 --> 00:10:34.000]  很想讓別人認識
[00:10:34.000 --> 00:10:35.800]  很想比較
[00:10:35.800 --> 00:10:36.400]  在裏面
[00:10:36.400 --> 00:10:37.800]  他說最終
[00:10:37.800 --> 00:10:39.600]  你究竟是幫人為主
[00:10:39.600 --> 00:10:40.800]  還是被需要
[00:10:40.800 --> 00:10:41.500]  你覺得
[00:10:41.500 --> 00:10:43.300]  我心安理得幫了人
[00:10:43.300 --> 00:10:44.600]  或者我幫人
[00:10:44.600 --> 00:10:45.500]  我被需要
[00:10:45.500 --> 00:10:48.800]  感覺很舒服
[00:10:48.800 --> 00:10:49.500]  被人見到
[00:10:49.500 --> 00:10:50.100]  被人讚
[00:10:50.100 --> 00:10:50.800]  被人稱讚
[00:10:50.800 --> 00:10:51.600]  等等
[00:10:51.600 --> 00:10:53.600]  主最後都知道
[00:10:53.600 --> 00:10:55.100]  很清楚
[00:10:55.100 --> 00:10:57.600]  所以我們看神的僕人
[00:10:57.600 --> 00:11:01.800]  我們要看得合二
[00:11:01.800 --> 00:11:04.500]  並且第六節講得很清楚
[00:11:04.500 --> 00:11:05.300]  我們繼續看下去
[00:11:05.300 --> 00:11:05.600]  第一點
[00:11:05.600 --> 00:11:06.100]  一起讀
[00:11:06.100 --> 00:11:06.700]  一二三
[00:11:06.700 --> 00:11:07.200]  弟兄們
[00:11:07.200 --> 00:11:09.100]  我為你們的緣故
[00:11:09.100 --> 00:11:10.700]  拿這些事
[00:11:10.700 --> 00:11:13.000]  (主要是給自己發財)
[00:11:13.000 --> 00:11:14.800]  (要領大眾)
[00:11:14.800 --> 00:11:16.900]  (不可以承認)
[00:11:16.900 --> 00:11:18.900]  (因為要支持好自己)
[00:11:18.900 --> 00:11:20.200]  (可以甚至是說)
[00:11:20.200 --> 00:11:21.400]  (英國人)
[00:11:21.400 --> 00:11:22.500]  本來也很直接說
[00:11:22.500 --> 00:11:26.900]  你要效法領袖
[00:11:26.900 --> 00:11:27.900]  不過你效法的時候
[00:11:27.900 --> 00:11:30.800]  又不要過於聖經
[00:11:30.800 --> 00:11:31.600]  我一生中
[00:11:31.600 --> 00:11:32.800]  我進入了三十三年
[00:11:32.800 --> 00:11:34.400]  當我想起過去
[00:11:34.400 --> 00:11:38.800]  我真的有很多榜樣幫到我
[00:11:38.800 --> 00:11:41.300]  無論我初信主頭那幾年
[00:11:41.300 --> 00:11:42.200]  然後我見到很多
[00:11:42.200 --> 00:11:44.100]  屬靈的生命的品格
[00:11:44.100 --> 00:11:45.100]  我不單只是說
[00:11:45.100 --> 00:11:46.900]  它活了出來
[00:11:46.900 --> 00:11:47.600]  每一年
[00:11:47.600 --> 00:11:48.600]  每一段日子
[00:11:48.600 --> 00:11:51.000]  甚至很多的書本
[00:11:51.000 --> 00:11:52.300]  你們是不是
[00:11:52.300 --> 00:11:53.000]  很多的
[00:11:53.000 --> 00:11:54.200]  明白嗎?
[00:11:54.200 --> 00:11:55.400]  甚至我太太
[00:11:55.400 --> 00:11:56.800]  其實也有很大的激勵
[00:11:56.800 --> 00:11:58.400]  你們的生命
[00:11:58.400 --> 00:11:59.500]  有時的分享
[00:11:59.500 --> 00:12:00.500]  令我很大的鼓勵
[00:12:00.500 --> 00:12:02.200]  我們的同工
[00:12:02.200 --> 00:12:05.700]  令我是一個效法的對象
[00:12:05.700 --> 00:12:07.500]  但是種種效法對象
[00:12:07.500 --> 00:12:08.800]  都不要大於聖經
[00:12:08.800 --> 00:12:11.400]  不要自高自大
[00:12:11.400 --> 00:12:12.500]  看重者過,貴重者過
[00:12:12.500 --> 00:12:13.300]  有人說
[00:12:13.300 --> 00:12:14.700]  這個人比較聰明
[00:12:14.700 --> 00:12:15.500]  我跟他
[00:12:15.500 --> 00:12:16.200]  NO
[00:12:16.200 --> 00:12:18.800]  你可以學習他
[00:12:18.800 --> 00:12:20.100]  但不要比較
[00:12:20.100 --> 00:12:22.200]  沒有這間教會說NO
[00:12:22.200 --> 00:12:24.400]  很危險
[00:12:24.400 --> 00:12:28.000]  當我們剛剛在同工會開始討論
[00:12:28.000 --> 00:12:30.200]  我們知道這幾個月都很難
[00:12:30.200 --> 00:12:31.200]  可能這兩三個月
[00:12:31.200 --> 00:12:33.700]  我們都可以給人工
[00:12:33.700 --> 00:12:36.400]  可能去到五月、六月
[00:12:36.400 --> 00:12:38.600]  我們相信都可能會減人工
[00:12:38.600 --> 00:12:40.400]  如果疫情沒有改變
[00:12:40.400 --> 00:12:45.300]  首先說資深的同工
[00:12:45.300 --> 00:12:46.500]  資深的木者
[00:12:46.500 --> 00:12:49.300]  減三到五成
[00:12:49.300 --> 00:12:50.600]  基層的木者不減
[00:12:50.600 --> 00:12:52.500]  基層的同工不減
[00:12:52.500 --> 00:12:55.600]  中層的減十到十五個百分比
[00:12:55.600 --> 00:12:56.500]  當我分享的時候
[00:12:56.500 --> 00:12:57.000]  很多同工說
[00:12:57.000 --> 00:12:57.700]  是呀,要呀
[00:12:57.700 --> 00:12:58.600]  我們一起去行
[00:12:58.600 --> 00:13:00.100]  但是很感動
[00:13:00.100 --> 00:13:01.300]  同時我看到
[00:13:01.300 --> 00:13:02.500]  同工的回應
[00:13:02.500 --> 00:13:04.400]  和弟兄姊妹聽到
[00:13:04.400 --> 00:13:07.000]  有些退休了
[00:13:07.000 --> 00:13:08.700]  我還是出來找一份工作
[00:13:08.700 --> 00:13:10.500]  我問你為什麼
[00:13:10.500 --> 00:13:13.600]  他說我還有能力奉獻
[00:13:13.600 --> 00:13:15.000]  叫我很感動
[00:13:15.000 --> 00:13:17.200]  有些弟兄姊妹申請
[00:13:17.200 --> 00:13:19.200]  想不想來這裡服侍
[00:13:19.200 --> 00:13:19.700]  我說可以
[00:13:19.700 --> 00:13:21.600]  我們都需要這個位置
[00:13:21.600 --> 00:13:24.600]  但我給不了你薪金
[00:13:24.600 --> 00:13:26.000]  八折、七折
[00:13:26.000 --> 00:13:28.300]  有些兩折、三折
[00:13:28.300 --> 00:13:28.900]  他說肯
[00:13:28.900 --> 00:13:30.200]  我說為什麼
[00:13:30.200 --> 00:13:35.000]  他說因為服侍主是負上代價
[00:13:35.000 --> 00:13:38.600]  這是我學習的榜樣
[00:13:38.600 --> 00:13:40.800]  每一仗都是圍著我們
[00:13:40.800 --> 00:13:42.400]  但是保祿說得很清楚
[00:13:42.400 --> 00:13:44.400]  不需要高舉誰
[00:13:44.400 --> 00:13:49.000]  也不可以貶低誰
[00:13:49.000 --> 00:13:50.900]  同時不要比較
[00:13:50.900 --> 00:13:52.000]  忠心於主
[00:13:52.000 --> 00:13:53.000]  我為你祈禱一樣
[00:13:53.000 --> 00:13:56.600]  你的生命怎麼去行
[00:13:56.600 --> 00:13:57.800]  第二點
[00:13:57.800 --> 00:14:00.600]  保祿說出他的心聲
[00:14:00.600 --> 00:14:02.500]  他要交正自己
[00:14:02.500 --> 00:14:05.800]  願意、自願、謙卑
[00:14:05.800 --> 00:14:08.100]  這是保祿對我們的要求
[00:14:08.100 --> 00:14:08.700]  我們看下去
[00:14:08.700 --> 00:14:09.900]  看他想說什麼
[00:14:09.900 --> 00:14:11.600]  第四章七折、八折
[00:14:11.600 --> 00:14:12.300]  我們一起讀
[00:14:12.300 --> 00:14:13.200]  一二三
[00:14:13.200 --> 00:14:33.800]  此你們與人不同的是誰
[00:14:33.800 --> 00:14:34.900]  四章八折
[00:14:34.900 --> 00:14:36.700]  我們很早前看過
[00:14:36.700 --> 00:14:38.400]  一開始第一次說
[00:14:38.400 --> 00:14:39.600]  說這麼多
[00:14:39.600 --> 00:14:41.000]  他說你們已經跑足了
[00:14:41.000 --> 00:14:41.600]  很厲害了
[00:14:41.600 --> 00:14:42.400]  看自己
[00:14:42.400 --> 00:14:43.800]  很有智慧
[00:14:43.800 --> 00:14:45.400]  很多東西
[00:14:45.400 --> 00:14:46.300]  已經豐富了
[00:14:46.300 --> 00:14:47.300]  不用我們再教
[00:14:47.300 --> 00:14:48.100]  不過
[00:14:48.100 --> 00:14:49.800]  他這樣說
