
[00:00:00.000 --> 00:00:03.920]  中國人7月有兩個的節期
[00:02:46.160 --> 00:02:49.240]  不單單是要將福音講明
[00:02:49.240 --> 00:02:51.320]  讓人頭腦明白
[00:02:51.320 --> 00:02:53.000]  意志接受
[00:02:53.000 --> 00:02:54.360]  更加其實
[00:02:54.360 --> 00:02:55.880]  聖經給我們見到一幅圖畫
[00:02:55.880 --> 00:02:59.480]  就是我們眼見不到的世界裏面
[00:02:59.480 --> 00:03:01.160]  靈界是存在
[00:03:01.160 --> 00:03:02.960]  而且是活躍
[00:03:02.960 --> 00:03:05.080]  撒旦和他的差役
[00:03:05.080 --> 00:03:08.240]  都用盡他的方法去阻擋人信主
[00:03:08.240 --> 00:03:10.760]  甚至亦都將已經信主的人
[00:03:10.760 --> 00:03:12.800]  嘗試將他們拉下來
[00:03:12.800 --> 00:03:15.480]  不信 背離神
[00:03:15.480 --> 00:03:17.080]  這段經文提醒我們
[00:03:17.080 --> 00:03:18.120]  其實現實世界裏面
[00:03:18.120 --> 00:03:18.920]  我們不可以忽略
[00:03:18.920 --> 00:03:23.240]  眼見不到這個屬靈的世界
[00:03:23.240 --> 00:03:24.680]  這裏一開始的時候
[00:03:24.680 --> 00:03:27.560]  在第六章的第十節
[00:03:27.560 --> 00:03:29.320]  保羅是這樣去講
[00:03:29.320 --> 00:03:30.600]  「我還有沒你的話
[00:03:30.600 --> 00:03:32.040]  你們要靠著主
[00:03:32.040 --> 00:03:33.480]  依賴祂的大能大力
[00:03:33.480 --> 00:03:34.520]  作剛強的人
[00:03:34.520 --> 00:03:37.360]  要穿戴上帝所賜全副的軍裝
[00:03:37.360 --> 00:03:39.560]  就能夠抵擋魔鬼的詭計
[00:03:39.560 --> 00:03:42.440]  因為我們並不是
[00:03:42.440 --> 00:03:44.280]  與屬血氣的爭前
[00:03:44.280 --> 00:03:47.000]  而是與那些執政的掌權的
[00:03:47.000 --> 00:03:49.000]  管轄者幽暗世界的
[00:03:49.000 --> 00:03:53.320]  以及天空屬靈氣的惡魔爭戰」
[00:03:53.320 --> 00:03:54.840]  首先保羅要提醒我們
[00:03:54.840 --> 00:03:58.160]  要穿戴神所賜的全副軍裝
[00:03:58.160 --> 00:04:03.120]  才能夠抵擋魔鬼的詭計
[00:04:03.120 --> 00:04:05.560]  我們所面對的仇敵是甚麼人呢?
[00:04:05.560 --> 00:04:06.480]  保羅繼續說
[00:04:06.480 --> 00:04:09.680]  是那些執政的掌權的
[00:04:09.680 --> 00:04:11.200]  如果我們就這樣讀到這裏
[00:04:11.200 --> 00:04:13.000]  執政的 掌權的
[00:04:13.000 --> 00:04:16.360]  保羅是否在說那些在政的人
[00:04:16.360 --> 00:04:17.760]  是否過馬路
[00:04:17.760 --> 00:04:18.720]  在政府部門
[00:04:18.720 --> 00:04:22.440]  這幾天有人出席 抗爭中呢?
[00:04:22.440 --> 00:04:23.680]  要留意
[00:04:23.680 --> 00:04:26.520]  保羅在很多書信裏都引用到
[00:04:26.520 --> 00:04:28.640]  執政的 掌權的這些字眼
[00:04:28.640 --> 00:04:31.920]  但是保羅所針對的
[00:04:31.920 --> 00:04:34.920]  不是那些地上
[00:04:34.920 --> 00:04:37.840]  在上位作王作官的人
[00:04:37.840 --> 00:04:39.760]  不是
[00:04:39.760 --> 00:04:41.400]  這裏保羅更加說得清楚
[00:04:41.400 --> 00:04:42.600]  他是那些管轄者
[00:04:42.600 --> 00:04:47.280]  擁有暗世界以及天空屬靈氣的惡魔
[00:04:47.280 --> 00:04:51.000]  原來保羅按著《但以理書》第十章
[00:04:51.000 --> 00:04:52.680]  說到原來
[00:04:52.680 --> 00:04:55.880]  連地上的國家
[00:04:55.880 --> 00:04:58.440]  都受天空靈氣
[00:04:58.440 --> 00:05:01.240]  眼見不到的邪靈搞擾
[00:05:01.240 --> 00:05:04.320]  因為《但以理書》第十章說到
[00:05:04.320 --> 00:05:07.400]  當時的以色列國
[00:05:07.400 --> 00:05:12.680]  被波斯和後來的希臘國威脅
[00:05:12.680 --> 00:05:15.880]  背後原來有屬靈的邪靈
[00:05:15.880 --> 00:05:17.720]  在天空爭戰
[00:05:17.720 --> 00:05:18.520]  但是感謝神
[00:05:18.520 --> 00:05:21.280]  神亦都差派天使長米加勒
[00:05:21.280 --> 00:05:22.280]  米加勒
[00:05:22.280 --> 00:05:24.920]  和這些惡魔邪靈
[00:05:24.920 --> 00:05:27.240]  去爭戰保護以色列
[00:05:27.240 --> 00:05:28.600]  在《說徒畫》裏見到
[00:05:28.600 --> 00:05:32.400]  原來地上的國家尚且是受
[00:05:32.400 --> 00:05:35.440]  撒旦的制控
[00:05:35.440 --> 00:05:37.080]  今日我們向人傳福音
[00:05:37.080 --> 00:05:39.440]  和我們在世的生活
[00:05:39.440 --> 00:05:42.760]  我們不可以忽略這一點
[00:05:42.760 --> 00:05:44.160]  更加我又看回
[00:05:44.160 --> 00:05:45.440]  之前我讀過的經文
[00:05:45.440 --> 00:05:47.920]  就是第二章的二弗所書
[00:05:47.920 --> 00:05:50.160]  第二章一至到第三節
[00:05:50.160 --> 00:05:53.920]  我們看回二章一至到第三節
[00:05:53.920 --> 00:05:55.280]  這裏說的是甚麼
[00:05:55.280 --> 00:05:57.360]  原來我們行事為人
[00:05:57.360 --> 00:06:00.800]  尤其是以前我們死在過犯罪惡之中的時候
[00:06:00.800 --> 00:06:04.800]  有三大元素是影響世人
[00:06:04.800 --> 00:06:06.680]  陷在罪裏面的
[00:06:06.680 --> 00:06:08.080]  聖經說第二節
[00:06:08.080 --> 00:06:11.120]  「那時你們在其中行事為人
[00:06:11.120 --> 00:06:15.640]  第一 隨從今世的風俗」
[00:06:15.640 --> 00:06:16.760]  這裏是第一樣
[00:06:16.760 --> 00:06:20.200]  「第二 信服空中掌權的首領
[00:06:20.200 --> 00:06:24.040]  就是現今在背役之子心中運行的邪靈」
[00:06:24.040 --> 00:06:25.160]  然後繼續第三
[00:06:25.160 --> 00:06:27.240]  「我們從前也都在他們中間
[00:06:27.240 --> 00:06:29.040]  放縱肉體的思慾
[00:06:29.040 --> 00:06:32.080]  除罪肉體和心中所喜好的去行」
[00:06:32.080 --> 00:06:33.560]  不過這裏說到原來一個人
[00:06:33.560 --> 00:06:37.200]  陷在罪裏面是有三個元素導致的
[00:06:37.200 --> 00:06:38.720]  第一就是今世的風俗
[00:06:38.720 --> 00:06:40.600]  你出生 學校 社會氣氛
[00:06:40.600 --> 00:06:42.200]  教你的是甚麼
[00:06:42.200 --> 00:06:44.280]  若是一個無神論的國家長大
[00:06:44.280 --> 00:06:47.400]  世教告訴你 這是參考神的
[00:06:47.400 --> 00:06:50.520]  另一個佛教國家長大告訴你
[00:06:50.520 --> 00:06:53.120]  你死了 不是人死了燈滅
[00:06:53.120 --> 00:06:53.920]  而是你很冧悔
[00:06:53.920 --> 00:06:58.520]  所以你今世要做好 即善
[00:06:58.520 --> 00:06:59.600]  除了今世風俗之外
[00:06:59.600 --> 00:07:01.360]  第二件事保羅說到
[00:07:01.360 --> 00:07:03.440]  是天空屬靈氣的掌權者
[00:07:03.440 --> 00:07:08.040]  在人心裏面搞人的這些邪靈
[00:07:08.040 --> 00:07:10.000]  第三就是我們人的思慾
[00:07:10.000 --> 00:07:16.400]  罪性三樣東西去影響我們陷在罪裏面
[00:07:16.400 --> 00:07:17.960]  甚至我們信一主
[00:07:17.960 --> 00:07:23.520]  是否代表了這些沒有跟我們有關係呢
[00:07:23.520 --> 00:07:29.160]  今日我見到有時甚至我們基督徒
[00:07:29.160 --> 00:07:31.760]  一說到這些邪靈的事情
[00:07:31.760 --> 00:07:34.680]  就跟西人有些相同
[00:07:34.680 --> 00:07:36.680]  看電影的那些殭屍片
[00:07:36.680 --> 00:07:41.000]  那些牧師 神父怎樣驅魔的
[00:07:41.000 --> 00:07:43.680]  做一個墨室似的 大的
[00:07:43.680 --> 00:07:46.080]  天主教還多些 有些聖水灑下去
[00:07:46.080 --> 00:07:47.280]  然後還有甚麼
[00:07:47.280 --> 00:07:49.720]  放聖經在那裏 用來做甚麼
[00:07:49.720 --> 00:07:51.120]  要平邪一下
[00:07:51.120 --> 00:07:53.000]  然後連咒語 咒語是甚麼呢
[00:07:53.000 --> 00:07:56.440]  主禱文 聖經的一些經典
[00:07:56.440 --> 00:07:58.320]  甚至我認識一位朋友
[00:07:58.320 --> 00:08:02.600]  他去外國很多的酒店 旅館都找到一樣東西
[00:08:02.600 --> 00:08:03.640]  就是甚麼呢
[00:08:03.640 --> 00:08:05.400]  有一本聖經在那裏
[00:08:05.400 --> 00:08:06.760]  他的理解是甚麼呢
[00:08:06.760 --> 00:08:11.160]  當然啦 旅館 酒店有很多鬼的
[00:08:11.160 --> 00:08:12.440]  所有鬼佬都知道的
[00:08:12.440 --> 00:08:15.000]  那些聖經在那裏是用來辟邪的
[00:08:15.000 --> 00:08:16.720]  那些叫做基邊聖經
[00:08:16.720 --> 00:08:18.600]  人家用來傳福音 不是用來辟邪的
[00:08:18.600 --> 00:08:20.040]  不要搞錯
[00:08:20.040 --> 00:08:23.640]  但是呢 我們若果以為
[00:08:23.640 --> 00:08:26.480]  用這些工具 例如十字架出來
[00:08:26.480 --> 00:08:29.280]  那不就辟邪了嗎 以前的微信主旨是打一粒玉
[00:08:29.280 --> 00:08:31.320]  現在想要打一粒十字架
[00:08:31.320 --> 00:08:34.080]  這樣是不是就可以安全些呢
[00:08:34.080 --> 00:08:37.600]  我們其實都陷入了撒旦的詭計裏面
[00:08:37.600 --> 00:08:39.920]  這些是異教徒
[00:08:39.920 --> 00:08:42.320]  想著用密切界的方式
[00:08:42.320 --> 00:08:45.560]  就能夠去抵擋靈界的勢力
[00:08:45.560 --> 00:08:47.400]  這個是愚蠢的
[00:08:47.400 --> 00:08:48.600]  今日保留給你知道
[00:08:48.600 --> 00:08:50.920]  我們所面對的仇敵
[00:08:50.920 --> 00:08:54.480]  不是血氣的
[00:08:54.480 --> 00:08:56.920]  而是靈界的
[00:08:56.920 --> 00:08:59.120]  所以保羅繼續跟我們講
[00:08:59.120 --> 00:09:03.040]  就是要穿戴神所賜的全副軍裝
[00:09:03.040 --> 00:09:05.520]  才能夠抵擋
[00:09:05.520 --> 00:09:07.080]  所以我們要知道
[00:09:07.080 --> 00:09:11.280]  我們要知己知彼 百戰百勝
[00:09:11.280 --> 00:09:13.240]  由講到今日
[00:09:13.240 --> 00:09:16.360]  我見到教會有時在教會界
[00:09:16.360 --> 00:09:20.600]  有兩個極端去面對著人很多的問題
[00:09:20.600 --> 00:09:22.520]  甚至是基督徒
[00:09:22.520 --> 00:09:24.120]  一般基督徒有性格問題
[00:09:24.120 --> 00:09:25.000]  情緒問題
[00:09:25.000 --> 00:09:27.200]  或者婚姻
[00:09:27.200 --> 00:09:29.440]  一對夫婦出現問題
[00:09:29.440 --> 00:09:32.840]  有些教會強調要去輔導
[00:09:32.840 --> 00:09:34.840]  留意我不是反對輔導
[00:09:34.840 --> 00:09:36.480]  我們有目者都很專注輔導
[00:09:36.480 --> 00:09:37.120]  做得很好
[00:09:37.120 --> 00:09:38.920]  很幫到弟兄姊妹
[00:09:38.920 --> 00:09:40.280]  但是若果所講的
[00:09:40.280 --> 00:09:43.160]  就是若果我們將我們焦點單一
[00:09:43.160 --> 00:09:46.200]  擺在一個精神和理性的狀態
[00:09:46.200 --> 00:09:48.080]  心理狀態去處理
[00:09:48.080 --> 00:09:51.040]  想著就幫到他的話
[00:09:51.040 --> 00:09:57.240]  我們就將撒旦的影響力忽略了
[00:09:57.240 --> 00:10:00.640]  見到現在整行城市在教會界裏面
[00:10:00.640 --> 00:10:02.680]  那些NLP課程
[00:10:02.680 --> 00:10:03.800]  不知道大家有沒有聽過
[00:10:03.800 --> 00:10:04.720]  甚至上過
[00:10:04.720 --> 00:10:07.080]  我都覺得那些人很大洗
[00:10:07.080 --> 00:10:08.440]  或者很捨得洗
[00:10:08.440 --> 00:10:09.400]  課程多少錢
[00:10:09.400 --> 00:10:11.480]  萬多元一課
[00:10:11.480 --> 00:10:13.200]  上完之後又繼續上
[00:10:13.200 --> 00:10:15.400]  不就扔很多錢下去
[00:10:15.400 --> 00:10:16.440]  不單止這樣
[00:10:16.440 --> 00:10:17.760]  你又便宜一點
[00:10:17.760 --> 00:10:20.920]  近十多年又流行九型人格
[00:10:20.920 --> 00:10:22.400]  有沒有留意你是一兒子
[00:10:22.400 --> 00:10:25.520]  二兒子三兒子還是甚麼九兒子
[00:10:25.520 --> 00:10:27.360]  其實那些問題
[00:10:27.360 --> 00:10:29.760]  是因為你不清楚自己是哪一種兒子
[00:10:29.760 --> 00:10:32.160]  你是一兒子和三兒子走在一起
[00:10:32.160 --> 00:10:33.960]  這些性格就有問題
[00:10:33.960 --> 00:10:35.560]  你應該要怎樣處理
[00:10:35.560 --> 00:10:38.760]  那本書這樣講就可以了
[00:10:38.760 --> 00:10:40.680]  我們真的太矮化了
[00:10:40.680 --> 00:10:43.000]  不單止撒旦的問題
[00:10:43.000 --> 00:10:44.280]  有時候我們人的罪性
[00:10:44.280 --> 00:10:46.840]  我們沒有去留意針對的時候
[00:10:46.840 --> 00:10:49.280]  我們不能完全幫助人
[00:10:49.280 --> 00:10:51.040]  但除了這些有些教會
[00:10:51.040 --> 00:10:52.080]  或者有些教會界的人
[00:10:52.080 --> 00:10:54.720]  過分強調以為用輔導心理的方法
[00:10:54.720 --> 00:10:56.120]  才能夠處理人的問題
[00:10:56.120 --> 00:10:57.200]  另一個極端就是
[00:10:57.200 --> 00:11:01.040]  也有一些教會甚麼都是「奶哂鬼」
[00:11:01.040 --> 00:11:02.280]  你今早起不了床
[00:11:02.280 --> 00:11:02.960]  這麼懶睡
[00:11:02.960 --> 00:11:03.960]  聽到又睡著了
[00:11:03.960 --> 00:11:04.760]  為甚麼
[00:11:04.760 --> 00:11:08.800]  因為你心上有隻「懶睡鬼」
[00:11:08.800 --> 00:11:10.400]  為甚麼你這麼喜歡吃飲食
[00:11:10.400 --> 00:11:14.360]  因為有隻「餵食鬼」跟著你
[00:11:14.360 --> 00:11:16.560]  在雪區教會甚麼聚會崇拜
[00:11:16.560 --> 00:11:20.560]  經常都跟他驅趕鬼 驅魔
[00:11:20.560 --> 00:11:22.200]  又調轉到一個極端
[00:11:22.200 --> 00:11:25.640]  就是將撒旦的勢力過分擴大
[00:11:25.640 --> 00:11:27.680]  令我覺得孫耶穌好像沒甚麼安全感
[00:11:27.680 --> 00:11:30.680]  孫耶穌那麼多鬼跟著我
[00:11:30.680 --> 00:11:32.480]  我們要小心
[00:11:32.480 --> 00:11:35.440]  不過是這樣
[00:11:35.440 --> 00:11:38.080]  如果我們相信基督徒應該安全
[00:11:38.080 --> 00:11:39.400]  不會被鬼附的話
[00:11:39.400 --> 00:11:41.640]  如果他清楚信主得救
[00:11:41.640 --> 00:11:43.320]  但我有問
[00:11:43.320 --> 00:11:49.080]  基督徒會不會被鬼 被撒旦影響呢?
[00:11:49.080 --> 00:11:54.280]  基督徒會不會被魔鬼 撒旦影響呢?
[00:11:54.280 --> 00:11:56.480]  根據聖經的記載
[00:11:56.480 --> 00:11:58.480]  我們是會的
[00:11:58.480 --> 00:12:00.560]  魔鬼撒旦怎會影響基督徒
[00:12:00.560 --> 00:12:02.160]  當然魔鬼撒旦影響基督徒的方法
[00:12:02.160 --> 00:12:04.760]  也是影響世人
[00:12:04.760 --> 00:12:13.640]  起碼第一 用謊言去欺騙
[00:12:13.640 --> 00:12:16.000]  耶穌基督在約翰福音第八章
[00:12:16.000 --> 00:12:17.560]  去描述撒旦的時候
[00:12:17.560 --> 00:12:20.080]  稱撒旦為甚麼
[00:12:20.080 --> 00:12:24.120]  「說謊話之人的父」
[00:12:24.120 --> 00:12:25.280]  簡單來說
[00:12:25.280 --> 00:12:26.600]  撒旦就是說謊話之父
[00:12:26.600 --> 00:12:28.480]  由創世開始已經是
[00:12:28.480 --> 00:12:31.480]  當撒旦在伊甸園時化妝為一條蛇
[00:12:31.480 --> 00:12:33.520]  跟我們似早說多巧
[00:12:33.520 --> 00:12:36.600]  怎會哄他們吃禁果
[00:12:36.600 --> 00:12:37.840]  他問夏娃
[00:12:37.840 --> 00:12:40.040]  「神是否不讓你吃那些果子?」
[00:12:40.040 --> 00:12:42.640]  夏娃說「神不讓你吃那棵
[00:12:42.640 --> 00:12:44.000]  分別算我樹的果子
[00:12:44.000 --> 00:12:46.120]  吃了我們會死」
[00:12:46.120 --> 00:12:49.520]  撒旦怎麼說呢?
[00:12:49.520 --> 00:12:52.520]  蛇說「你們不一定死」
[00:12:52.520 --> 00:12:54.000]  這是和本的翻譯
[00:12:54.000 --> 00:12:56.920]  但更加準確的翻譯應該怎樣翻譯呢?
[00:12:56.920 --> 00:12:58.560]  蛇正確的說法是
[00:12:58.560 --> 00:13:02.480]  「你們一定不死」
[00:13:02.480 --> 00:13:08.360]  首先已經將人對犯罪的意識降低了
[00:13:08.360 --> 00:13:09.640]  然後繼續說
[00:13:09.640 --> 00:13:10.680]  「為甚麼神不讓你吃呢?
[00:13:10.680 --> 00:13:12.840]  因為神知道當你吃的日子
[00:13:12.840 --> 00:13:14.960]  你的眼睛明亮又如何?
[00:13:14.960 --> 00:13:19.720]  你就如神可以分辨善惡了」
[00:13:19.720 --> 00:13:22.880]  即是說神害怕你像他那麼聰明
[00:13:22.880 --> 00:13:24.200]  你吃了之後
[00:13:24.200 --> 00:13:26.320]  你和他都是一樣的智慧
[00:13:26.320 --> 00:13:29.320]  所以神嚇你不讓你吃而已
[00:13:29.320 --> 00:13:31.800]  於是撒旦就這樣
[00:13:31.800 --> 00:13:33.520]  人就說當夏娃犯罪
[00:13:33.520 --> 00:13:36.920]  降低了他的警戒
[00:13:36.920 --> 00:13:40.720]  從此人就犯罪半逆生
[00:13:40.720 --> 00:13:44.000]  世人到今天都仍被撒旦的謊言影響
[00:13:44.000 --> 00:13:47.080]  剛才說到這個世界沒有神
[00:13:47.080 --> 00:13:48.440]  人死如燈滅
[00:13:48.440 --> 00:13:50.560]  或者其他宗教所說的神靈
[00:13:50.560 --> 00:13:53.440]  多神論等等
[00:13:53.440 --> 00:13:57.800]  這些都是撒旦給人的謊言
[00:13:57.800 --> 00:13:59.000]  欺控人
[00:13:59.000 --> 00:14:01.880]  但是我們基督徒
[00:14:01.880 --> 00:14:05.240]  信主仍然會被撒旦引誘
[00:14:05.240 --> 00:14:06.560]  只不過一會兒我會說到
[00:14:06.560 --> 00:14:09.200]  我們寸大神所賜全副軍裝
[00:14:09.200 --> 00:14:11.160]  就能夠抵擋
[00:14:11.160 --> 00:14:12.080]  另外一件事
[00:14:12.080 --> 00:14:13.440]  當然撒旦都很清楚
[00:14:13.440 --> 00:14:14.680]  我們有一個私慾
[00:14:14.680 --> 00:14:16.240]  我們的罪性
[00:14:16.240 --> 00:14:18.000]  就勾引引誘我們犯罪
[00:14:18.000 --> 00:14:22.400]  主要是透過財、色和針錢
[00:14:22.400 --> 00:14:23.840]  去引誘人犯罪
[00:14:23.840 --> 00:14:27.640]  但是撒旦亦都用我們的好奇
[00:14:27.640 --> 00:14:29.520]  去引誘我們犯罪
[00:14:29.520 --> 00:14:31.520]  說起靈界這些事
[00:14:31.520 --> 00:14:33.640]  我們很好奇的時候想知道多些
[00:14:33.640 --> 00:14:37.000]  但是我們覺得聖經說話沒有趣
[00:14:37.000 --> 00:14:38.880]  看多些鬼故事
[00:14:38.880 --> 00:14:42.280]  看多些講鬼的電影
[00:14:42.280 --> 00:14:46.040]  甚至參與一些靈界的活動
[00:14:46.040 --> 00:14:48.440]  我小時候比較老套
[00:14:48.440 --> 00:14:53.480]  我那個年代就玩北仙、碟仙、銀仙
[00:14:53.480 --> 00:14:56.520]  可能在座都試過不出奇
[00:14:56.520 --> 00:14:58.880]  不過不要試 未試過
[00:14:58.880 --> 00:15:01.320]  現在才算新潮些
[00:15:01.320 --> 00:15:03.680]  今天他們不只是玩這些
[00:15:03.680 --> 00:15:06.920]  近十年來流行一種甚麼牌
[00:15:06.920 --> 00:15:08.520]  塔羅牌
[00:15:08.520 --> 00:15:14.400]  都是一種占卜算命的做法
[00:15:14.400 --> 00:15:16.160]  我不管是中國人的
[00:15:16.160 --> 00:15:17.160]  是外國人的
[00:15:17.160 --> 00:15:17.840]  是古代的
[00:15:17.840 --> 00:15:18.520]  是現今的
[00:15:18.520 --> 00:15:19.240]  是潮流的
[00:15:19.240 --> 00:15:21.720]  是老土的
[00:15:21.720 --> 00:15:26.640]  總之凡是這些交鬼的、占卜的
[00:15:26.640 --> 00:15:31.160]  這些活動新教的聖經都禁止
[00:15:31.160 --> 00:15:33.640]  但是撒旦就透過這些活動
[00:15:33.640 --> 00:15:37.320]  亦都是透過這些活動帶來的謊言去欺騙我們
[00:15:37.320 --> 00:15:39.800]  甚至有些基督徒想耶穌也好
[00:15:39.800 --> 00:15:41.080]  自己有些不開心
[00:15:41.080 --> 00:15:43.240]  又看看星座
[00:15:43.240 --> 00:15:44.480]  甚至玩塔羅牌
[00:15:44.480 --> 00:15:46.920]  看看那些又講些甚麼
[00:15:46.920 --> 00:15:50.320]  撒旦就透過那些方法跟他們講謊言
[00:15:50.320 --> 00:15:55.640]  以為自己的命就是這樣的
[00:15:55.640 --> 00:16:00.240]  更加聖經已不所書第四章26、27節
[00:16:00.240 --> 00:16:04.640]  保羅說生氣卻不可犯罪
[00:16:04.640 --> 00:16:07.800]  不可含怒都日落
[00:16:07.800 --> 00:16:09.320]  然後繼續下一句
[00:16:09.320 --> 00:16:10.560]  原因是甚麼
[00:16:10.560 --> 00:16:14.680]  不可給魔鬼留地步
[00:16:14.680 --> 00:16:16.200]  為甚麼我們不可以生氣犯罪
[00:16:16.200 --> 00:16:19.840]  為甚麼我們日落全部搞定我們不開心的事
[00:16:19.840 --> 00:16:22.600]  原來魔鬼撒旦是透過我們心裏面犯罪
[00:16:22.600 --> 00:16:24.080]  我們懷恨在心
[00:16:24.080 --> 00:16:28.520]  不肯去解怨一些我們可以說是比較極端的情緒
[00:16:28.520 --> 00:16:33.560]  我們發怒、憤怒
[00:16:33.560 --> 00:16:37.600]  令到撒旦在我們身上的影響力是可以放大的
[00:16:37.600 --> 00:16:38.840]  又或者另一個極端就是
[00:16:38.840 --> 00:16:42.720]  我們沉在一個非常低沉的情緒裏面
[00:16:42.720 --> 00:16:44.480]  不能夠靠著神去得幫助
[00:16:44.480 --> 00:16:46.720]  或者自己都自己陷在裏面
[00:16:46.720 --> 00:16:50.240]  不能自拔、不能自救
[00:16:50.240 --> 00:16:56.240]  同樣撒旦會透過這些情緒去影響我們
[00:16:56.240 --> 00:16:57.400]  又或者更加
[00:16:57.400 --> 00:17:00.240]  保羅說到在提摩太書信裏面
[00:17:00.240 --> 00:17:03.200]  以忽所教人去存疑端
[00:17:03.200 --> 00:17:05.240]  保羅怎樣形容這班人呢
[00:17:05.240 --> 00:17:08.480]  他說這些人已經被魔鬼去擄掠了
[00:17:08.480 --> 00:17:11.440]  原來人如果陷在罪裏面
[00:17:11.440 --> 00:17:15.240]  或者被撒旦的謊言欺騙
[00:17:15.240 --> 00:17:18.480]  以為自己在傳福音或者在講真理
[00:17:18.480 --> 00:17:20.840]  但其實他所傳的是異端
[00:17:20.840 --> 00:17:23.880]  又或者懷著怒氣帶來的憎恨
[00:17:23.880 --> 00:17:27.400]  帶來的破壞他自己以為在做正確的事
[00:17:27.400 --> 00:17:29.000]  他不肯去悔改
[00:17:29.000 --> 00:17:30.840]  不肯去以真理去矯正自己
[00:17:30.840 --> 00:17:33.000]  不肯聽人說的時候
