
[00:00:00.000 --> 00:00:03.560]  詩篇第十九篇,第一節
[00:01:59.240 --> 00:02:03.040]  神聖榮耀的耶和華,你們要去敬拜。
[00:02:03.040 --> 00:02:09.360]  你聽到這些說話的時候,你大概好像今天我們一起敬拜的時候,
[00:02:09.360 --> 00:02:17.240]  那個敬拜的帶領那個,他就給一個叫喚,給一個呼召給你,
[00:02:17.240 --> 00:02:20.920]  就是呼召你,叫喚你,醒一醒你。
[00:02:20.920 --> 00:02:25.480]  我們這裡來到聚會的時候,最主要做些什麼?
[00:02:25.480 --> 00:02:26.840]  就是要去敬拜。
[00:02:26.840 --> 00:02:29.840]  如果你進來的時候,是因為不同的原因,
[00:02:29.840 --> 00:02:34.400]  或者這個星期你因為生活裡面不同的挑戰,
[00:02:34.400 --> 00:02:36.160]  有很多問題你要處理。
[00:02:36.160 --> 00:02:39.960]  來到敬拜的時候,就會有一個call to worship,
[00:02:39.960 --> 00:02:45.080]  一個宣召所謂,就是其實叫我們叫醒你,
[00:02:45.080 --> 00:02:48.680]  喂,你現在醒一醒,最主要你來到敬拜的時候,
[00:02:48.680 --> 00:02:52.240]  那個目的,或者那個主角是哪一個?
[00:02:52.240 --> 00:02:53.480]  耶和華。
[00:02:53.480 --> 00:02:56.000]  你有沒有想到耶和華出現了多少次?
[00:02:56.000 --> 00:02:58.960]  耶和華出現了四次在這兩次裡面。
[00:02:58.960 --> 00:03:05.680]  其實整篇詩篇出現了十幾次,都是講到耶和華一夏會。
[00:03:05.680 --> 00:03:09.080]  神的子民來到上帝的面前,來到去敬拜的時候,
[00:03:09.080 --> 00:03:17.800]  他知道,喂,到底我們真正的對象,audience,真正的那個聽我們敬拜,
[00:03:17.800 --> 00:03:22.160]  去接納我們敬拜的人,只有一位,就是耶和華。
[00:03:22.160 --> 00:03:26.120]  神的子民你們要將榮耀能力歸給他。
[00:03:26.120 --> 00:03:30.720]  其實那個原文,中文可能為了讀者不要誤會,
[00:03:30.720 --> 00:03:33.640]  就翻譯了神的子民。
[00:03:33.640 --> 00:03:36.120]  其實原文是什麼意思呢?
[00:03:36.120 --> 00:03:38.000]  Heavenly beings,
[00:03:38.000 --> 00:03:43.040]  天上的使者,天上的天使。
[00:03:43.040 --> 00:03:44.920]  他第一個的call to worship,
[00:03:44.920 --> 00:03:49.920]  就是神的使者,神的使者們。
[00:03:49.920 --> 00:03:52.000]  就好像上帝是一個君王,
[00:03:52.000 --> 00:03:55.200]  然後他前面就是一群神仔,
[00:03:55.200 --> 00:03:56.960]  那群神仔就是去服侍祂,
[00:03:56.960 --> 00:03:59.200]  以及為祂作功的,
[00:03:59.200 --> 00:04:03.600]  去差遣祂去做些什麼,報信也好,去打仗也好。
[00:04:03.600 --> 00:04:08.680]  那個assembly of God,神的天使,
[00:04:08.680 --> 00:04:10.280]  你們要去敬拜他。
[00:04:10.280 --> 00:04:12.920]  所以每次一講到call to worship的時候,
[00:04:12.920 --> 00:04:17.360]  其實就是說不只是我們作為神的子民去敬拜,
[00:04:17.360 --> 00:04:20.080]  而是天使也一起去敬拜。
[00:04:20.080 --> 00:04:23.640]  稍後你會見到天和地是一起合在一起,
[00:04:23.640 --> 00:04:25.960]  是一起去敬拜耶和華的,
[00:04:25.960 --> 00:04:28.400]  就在這篇詩篇二十九篇裡面所說的。
[00:04:28.400 --> 00:04:31.120]  如果你繼續看下去,第三節到第九節,
[00:04:31.120 --> 00:04:33.720]  耶和華的聲音在眾水之上,
[00:04:33.720 --> 00:04:36.240]  榮耀的神打雷,
[00:04:36.240 --> 00:04:39.200]  耶和華打雷在大水之上。
[00:04:39.200 --> 00:04:40.680]  耶和華的聲音大有能力,
[00:04:40.680 --> 00:04:42.760]  耶和華的聲音滿有威嚴,
[00:04:42.760 --> 00:04:45.320]  耶和華的聲音震碎香柏木,
[00:04:45.320 --> 00:04:49.360]  耶和華震碎黎巴嫩的香柏木。
[00:04:49.360 --> 00:04:52.800]  他使黎巴嫩跳躍如牛犢,
[00:04:52.800 --> 00:04:57.000]  使西連跳躍如野牛犢。
[00:04:57.000 --> 00:04:59.880]  他的聲音使火焰昏起,
[00:04:59.880 --> 00:05:02.320]  耶和華的聲音震動曠野,
[00:05:02.320 --> 00:05:06.240]  耶和華震動加底斯的曠野。
[00:05:06.240 --> 00:05:09.400]  耶和華的聲音震動母鹿落胎,
[00:05:09.400 --> 00:05:12.880]  樹林也脫落靜光。
[00:05:12.880 --> 00:05:14.680]  凡在他殿中的,
[00:05:14.680 --> 00:05:18.840]  都要述說他的榮耀。
[00:05:18.840 --> 00:05:20.920]  我以前讀大學的時候,
[00:05:20.920 --> 00:05:23.400]  我本身開頭想,
[00:05:23.400 --> 00:05:25.640]  我讀理科的人,
[00:05:25.640 --> 00:05:28.520]  我開頭想有幾個選項,
[00:05:28.520 --> 00:05:29.800]  其中一個選項,
[00:05:29.800 --> 00:05:33.640]  就是氣象學,
[00:05:33.640 --> 00:05:35.320]  即是天氣報告那些,
[00:05:35.320 --> 00:05:36.640]  你有沒有想過讀這些?
[00:05:36.640 --> 00:05:38.080]  Atmospheric Science,
[00:05:38.080 --> 00:05:39.480]  因為那時候我在大學的時候,
[00:05:39.480 --> 00:05:40.640]  九零年代的時候,
[00:05:40.640 --> 00:05:44.320]  那個大學有一些這樣的學科給我讀,
[00:05:44.320 --> 00:05:46.880]  我就對這件事頗有興趣,
[00:05:46.880 --> 00:05:50.040]  即是天氣報告,
[00:05:50.040 --> 00:05:52.160]  即是好像剛才報告那樣說,
[00:05:52.160 --> 00:05:55.560]  我們現在那個季節換了開始,
[00:05:55.560 --> 00:05:56.560]  你都感覺到了,
[00:05:56.560 --> 00:05:57.960]  那為什麼呢?
[00:05:57.960 --> 00:05:59.960]  什麼叫高氣壓的系統,
[00:05:59.960 --> 00:06:02.080]  什麼叫Low Pressure System等等,
[00:06:02.080 --> 00:06:03.080]  那些都頗有興趣,
[00:06:03.080 --> 00:06:04.280]  雖然我沒有讀,
[00:06:04.280 --> 00:06:05.720]  所以你們就見到我,
[00:06:05.720 --> 00:06:07.320]  我現在在港島,
[00:06:07.320 --> 00:06:09.520]  我就不是天氣報告,
[00:06:09.520 --> 00:06:11.520]  以前就有這樣的選項,
[00:06:11.520 --> 00:06:12.240]  但我沒有選擇,
[00:06:12.240 --> 00:06:14.440]  我選擇了讀Toxicology,
[00:06:14.440 --> 00:06:17.720]  即是讀那些幫人解毒的東西,
[00:06:17.720 --> 00:06:19.560]  不是毒人的東西,
[00:06:19.560 --> 00:06:20.760]  anyways都是那一範,
[00:06:20.760 --> 00:06:22.520]  都是科學那一範,
[00:06:22.520 --> 00:06:24.560]  我那時候沒有選擇氣象學,
[00:06:24.560 --> 00:06:26.200]  沒有選擇Atmospheric Science,
[00:06:26.200 --> 00:06:28.040]  然後我慢慢慢慢才明白,
[00:06:28.040 --> 00:06:33.440]  原來聖經裏面講很多和這些Atmospheric Science有關的東西,
[00:06:33.440 --> 00:06:34.320]  你留意一下,
[00:06:34.320 --> 00:06:35.800]  二十九篇,
[00:06:35.800 --> 00:06:37.720]  三節到第九節,
[00:06:37.720 --> 00:06:40.680]  其實這裏就是描述當時,
[00:06:40.680 --> 00:06:44.960]  特別是巴勒斯坦的氣象,
[00:06:44.960 --> 00:06:46.240]  那些氣候,
[00:06:46.240 --> 00:06:47.840]  每年到時到後,
[00:06:47.840 --> 00:06:51.480]  差不多現在我們八月,
[00:06:51.480 --> 00:06:52.680]  到九月尾,
[00:06:52.680 --> 00:06:53.880]  十月的時候,
[00:06:53.880 --> 00:06:57.000]  會有一些氣象的變化,
[00:06:57.000 --> 00:07:00.080]  在講一些地中海的氣候,
[00:07:00.080 --> 00:07:02.160]  Mediterranean climate,
[00:07:02.160 --> 00:07:04.120]  大家去過歐洲玩,
[00:07:04.120 --> 00:07:05.760]  現在有開關,
[00:07:05.760 --> 00:07:08.120]  個個都說要去歐洲,
[00:07:08.120 --> 00:07:10.320]  地中海的氣候是這樣的,
[00:07:10.320 --> 00:07:12.200]  它的水或者雨雲,
[00:07:12.200 --> 00:07:13.840]  就是由西至東,
[00:07:13.840 --> 00:07:14.880]  如果北面在上面,
[00:07:14.880 --> 00:07:16.320]  就是由左至右,
[00:07:16.320 --> 00:07:18.680]  它不斷這樣移動,
[00:07:18.680 --> 00:07:21.680]  特別是去到夏天完結的時候,
[00:07:21.680 --> 00:07:23.920]  即是開始秋天來到的時候,
[00:07:23.920 --> 00:07:25.600]  雨季就會到,
[00:07:25.600 --> 00:07:27.360]  因為那些 low pressure system,
[00:07:27.360 --> 00:07:32.520]  就在哪個海洋那裏 build up,
[00:07:32.520 --> 00:07:34.360]  大西洋是吧,
[00:07:34.360 --> 00:07:35.160]  大西洋,
[00:07:35.160 --> 00:07:37.720]  然後一路由左至右,
[00:07:37.720 --> 00:07:38.760]  西至東,
[00:07:38.760 --> 00:07:39.680]  它一路這樣,
[00:07:39.680 --> 00:07:44.240]  這些水或者雨雲,
[00:07:44.240 --> 00:07:48.360]  就會不斷向葡萄牙,
[00:07:48.360 --> 00:07:50.920]  法國,意大利,希臘,
[00:07:50.920 --> 00:07:53.520]  然後最後去到中東,
[00:07:53.520 --> 00:07:55.800]  雖然你只是看巴勒斯坦地,
[00:07:55.800 --> 00:07:56.960]  這裏你看到,
[00:07:56.960 --> 00:07:58.800]  一個長長的地方,
[00:07:58.800 --> 00:08:00.360]  就是今日見識,
[00:08:00.360 --> 00:08:01.960]  那些白色的箭嘴,
[00:08:01.960 --> 00:08:04.120]  就是大概九月尾,十月,
[00:08:04.120 --> 00:08:07.680]  第一次所謂風雨的季節,
[00:08:07.680 --> 00:08:09.840]  會臨到的時候,
[00:08:09.840 --> 00:08:11.800]  這些雨雲,黑雲,
[00:08:11.800 --> 00:08:13.800]  就會從地中海的地方,
[00:08:13.800 --> 00:08:19.200]  邁向巴勒斯坦地的岸邊,
[00:08:19.200 --> 00:08:20.920]  你見到那裏有個地方,
[00:08:20.920 --> 00:08:23.000]  你見不見到加密山,
[00:08:23.000 --> 00:08:24.200]  加密山,
[00:08:24.200 --> 00:08:26.840]  大概雨雲第一次著陸,
[00:08:26.840 --> 00:08:28.720]  九月尾,十月初,
[00:08:28.720 --> 00:08:29.960]  就說是在加密山,
[00:08:29.960 --> 00:08:34.880]  你記得以利亞和巴力加先知,
[00:08:34.880 --> 00:08:36.480]  對抗的時候,
[00:08:36.480 --> 00:08:39.840]  就是選加密山,
[00:08:39.840 --> 00:08:43.080]  第一個著陸就會是沿海的平原,
[00:08:43.080 --> 00:08:44.640]  然後慢慢慢慢,
[00:08:44.640 --> 00:08:48.720]  它就會向東去遷移,
[00:08:48.720 --> 00:08:50.760]  這個就是Midterranean climate,
[00:08:50.760 --> 00:08:54.400]  我知道我們芝加哥就不是Midterranean climate,
[00:08:54.400 --> 00:08:56.000]  如果你住過加州的話,
[00:08:56.000 --> 00:08:57.080]  California,
[00:08:57.080 --> 00:08:59.040]  加州,特別南加州,
[00:08:59.040 --> 00:09:00.920]  就是Midterranean climate,
[00:09:00.920 --> 00:09:01.880]  其實你住在加州,
[00:09:01.880 --> 00:09:04.080]  差不多天氣,氣候,
[00:09:04.080 --> 00:09:06.400]  其實就是以色列巴勒斯坦地的氣候,
[00:09:06.400 --> 00:09:09.280]  大概雨季是十月開始,
[00:09:09.280 --> 00:09:12.400]  然後到第二年的三月,
[00:09:12.400 --> 00:09:14.280]  所以那些去旅遊的人,
[00:09:14.280 --> 00:09:16.440]  就很少選這幾個月去的,
[00:09:16.440 --> 00:09:17.120]  因為去到的時候,
[00:09:17.120 --> 00:09:20.080]  下雨的時候出入就比較難,
[00:09:20.080 --> 00:09:21.440]  等到雨季過了,
[00:09:21.440 --> 00:09:22.360]  三月過了,
[00:09:22.360 --> 00:09:23.120]  四月到,
[00:09:23.120 --> 00:09:24.280]  然後Passover,
[00:09:24.280 --> 00:09:26.640]  Good Friday,
[00:09:26.640 --> 00:09:28.160]  Easter等等,
[00:09:28.160 --> 00:09:29.400]  四月尾,五月開始,
[00:09:29.400 --> 00:09:31.000]  就開始乾爽,
[00:09:31.000 --> 00:09:35.880]  所以那時候就開始有所謂夏季,
[00:09:35.880 --> 00:09:38.880]  夏季就是乾和熱的,
[00:09:38.880 --> 00:09:41.920]  跟牛和香港或者芝加哥是很不同的,
[00:09:41.920 --> 00:09:43.760]  因為這裡是濕熱的,
[00:09:43.760 --> 00:09:45.040]  但是在巴勒斯坦地,
[00:09:45.040 --> 00:09:48.360]  就是乾和熱的,
[00:09:48.360 --> 00:09:51.840]  雨季十月尾至到下一年的十月,
[00:09:51.840 --> 00:09:53.920]  十月至到三月,
[00:09:53.920 --> 00:09:58.360]  就是濕和冷的,
[00:09:58.360 --> 00:10:00.240]  所以詩篇二十九篇,
[00:10:00.240 --> 00:10:05.720]  其實是去到形容這個雨季的來臨,
[00:10:05.720 --> 00:10:07.320]  雨季來到的時候的景色,
[00:10:07.320 --> 00:10:09.280]  或者情況會是怎樣,
[00:10:09.280 --> 00:10:11.600]  大概這個時候也是駐彭節的時候,
[00:10:11.600 --> 00:10:13.400]  駐彭節的最後那一天,
[00:10:13.400 --> 00:10:15.600]  到今天為止,
[00:10:15.600 --> 00:10:17.800]  猶太人都在最後那一節,
[00:10:17.800 --> 00:10:19.480]  所謂High Holiday的時候,
[00:10:19.480 --> 00:10:20.960]  Feast of Booth,
[00:10:20.960 --> 00:10:21.880]  School,
[00:10:21.880 --> 00:10:23.560]  或者Feast of Tabernacle,
[00:10:23.560 --> 00:10:24.480]  駐彭節的時候,
[00:10:24.480 --> 00:10:25.560]  最後那一天,
[00:10:25.560 --> 00:10:26.320]  他們都是祈禱,
[00:10:26.320 --> 00:10:27.320]  祈禱什麼呢?
[00:10:27.320 --> 00:10:30.720]  祈禱上帝會賜雨水來落去中間,
[00:10:30.720 --> 00:10:34.440]  因為這個就是雨季會kick in的時間,
[00:10:34.440 --> 00:10:35.400]  所以留意一下,
[00:10:35.400 --> 00:10:37.160]  這裡二十九篇,
[00:10:37.160 --> 00:10:40.880]  他說這些打雷或者大有聲音,
[00:10:40.880 --> 00:10:45.000]  這些全部都是在說雷雨,雨雲來到,
[00:10:45.000 --> 00:10:47.040]  把雨灑在地上,
[00:10:47.040 --> 00:10:50.400]  然後慢慢向東遷移的時候,
[00:10:50.400 --> 00:10:53.000]  就會去到黎巴嫩上面,
[00:10:53.000 --> 00:10:54.080]  那個地圖上面,
[00:10:54.080 --> 00:10:57.400]  就是黎巴嫩的香柏木的森林,
[00:10:57.400 --> 00:10:59.200]  Sea of Lebanon,
[00:10:59.200 --> 00:11:00.960]  然後再過一點,
[00:11:00.960 --> 00:11:03.720]  就是東面的曠野,
[00:11:03.720 --> 00:11:04.640]  所以你要這樣看的時候,
[00:11:04.640 --> 00:11:09.000]  三篇二十九篇其實就是在報告天氣,
[00:11:09.000 --> 00:11:11.880]  就是在說十月的時候,
[00:11:11.880 --> 00:11:17.280]  那些黑雲會帶著雨來在沿海平原著陸,
[00:11:17.280 --> 00:11:19.400]  然後一直向東去到曠野,
[00:11:19.400 --> 00:11:23.320]  然後雨水就會沒了,
[00:11:23.320 --> 00:11:24.320]  第三十四節,
[00:11:24.320 --> 00:11:25.360]  你記得,
[00:11:25.360 --> 00:11:27.160]  中水,
[00:11:27.160 --> 00:11:30.520]  大水,
[00:11:30.520 --> 00:11:32.840]  就是在說這些雨雲來到,
[00:11:32.840 --> 00:11:34.960]  神的聲音,
[00:11:34.960 --> 00:11:36.920]  聽見有雷聲,
[00:11:36.920 --> 00:11:38.720]  很大的敲響的時候,
[00:11:38.720 --> 00:11:40.280]  就是大有能力的去見到,
[00:11:40.280 --> 00:11:41.760]  就是這些黑雲,
[00:11:41.760 --> 00:11:42.640]  密佈,
[00:11:42.640 --> 00:11:45.000]  然後行雷閃電的時候,
[00:11:45.000 --> 00:11:45.960]  十月尾,
[00:11:45.960 --> 00:11:47.560]  駐鵬節最後一個月,
[00:11:47.560 --> 00:11:50.080]  之後希望這些雨水能夠來到,
[00:11:50.080 --> 00:11:55.720]  我不知道你有沒有試過被雷劈的,
[00:11:55.720 --> 00:11:58.160]  我就幾乎有一次,
[00:11:58.160 --> 00:11:59.880]  差一點我想都被雷劈了,
[00:11:59.880 --> 00:12:00.720]  我就在市中心,
[00:12:00.720 --> 00:12:01.800]  在西加哥市中心,
[00:12:01.800 --> 00:12:04.440]  你知道我們夏天都有很多下雨,
[00:12:04.440 --> 00:12:07.160]  我記得那次吃完飯之後,
[00:12:07.160 --> 00:12:08.440]  我和我太太,
[00:12:08.440 --> 00:12:11.200]  就在丹坦那裡準備走,
[00:12:11.200 --> 00:12:14.880]  誰知道有一個很大的分子送,
[00:12:14.880 --> 00:12:16.680]  丹坦,
[00:12:16.680 --> 00:12:18.160]  那次我第一次,
[00:12:18.160 --> 00:12:20.120]  感受到打雷的時候,
[00:12:20.120 --> 00:12:20.920]  是多麼近,
[00:12:20.920 --> 00:12:23.600]  它幾乎在我頭頂打雷,
[00:12:23.600 --> 00:12:25.720]  你有沒有試過,
[00:12:25.720 --> 00:12:27.640]  沒試過,
[00:12:27.640 --> 00:12:28.920]  大家都是善人,
[00:12:28.920 --> 00:12:30.800]  很少被雷劈,
[00:12:30.800 --> 00:12:33.400]  那次我就沒什麼事,
[00:12:33.400 --> 00:12:37.080]  但我真的感受到那種震撼是怎樣,
[00:12:37.080 --> 00:12:40.160]  那種打雷閃電,
[00:12:40.160 --> 00:12:42.600]  在你頭頂,
[00:12:42.600 --> 00:12:47.200]  那種的聲音,
[00:12:47.200 --> 00:12:49.720]  榮耀的神打雷,
[00:12:49.720 --> 00:12:51.880]  榮耀的神打雷的事,
[00:12:51.880 --> 00:12:54.120]  發生了什麼事,
[00:12:54.120 --> 00:12:55.200]  它說這些雨雲,
[00:12:55.200 --> 00:12:57.400]  去到黎巴嫩的森林,
[00:12:57.400 --> 00:12:59.000]  香柏木,
[00:12:59.000 --> 00:13:01.440]  是當時最高,
[00:13:01.440 --> 00:13:04.800]  和最壯的樹木,
[00:13:04.800 --> 00:13:05.640]  如果你住在加州,
[00:13:05.640 --> 00:13:08.760]  特別北加州,你去過Redwood Forest,
[00:13:08.760 --> 00:13:10.400]  那些紅木,
[00:13:10.400 --> 00:13:13.160]  幾十個人都圍不住,
[00:13:13.160 --> 00:13:14.520]  那棵紅木,
[00:13:14.520 --> 00:13:16.080]  這些就是香柏木,
[00:13:16.080 --> 00:13:17.240]  最好的木材,
[00:13:17.240 --> 00:13:18.680]  都是在黎巴嫩的森林,
[00:13:18.680 --> 00:13:20.200]  森林那裡出來的,
[00:13:20.200 --> 00:13:21.560]  連見聖殿的木材,
[00:13:21.560 --> 00:13:24.160]  都是在那裡出來的,
[00:13:24.160 --> 00:13:27.080]  連這些最強壯的,
[00:13:27.080 --> 00:13:29.640]  大的樹木,
[00:13:29.640 --> 00:13:33.080]  都會被抖震,
[00:13:33.080 --> 00:13:33.960]  震到一個地方,
[00:13:33.960 --> 00:13:37.560]  它說像牛一樣,跳起來,
[00:13:37.560 --> 00:13:38.760]  然後到最後,
[00:13:38.760 --> 00:13:39.640]  它說這些雨水,
[00:13:39.640 --> 00:13:43.160]  就會去到曠野,
[00:13:43.160 --> 00:13:45.480]  但是我想告訴你,
[00:13:45.480 --> 00:13:46.960]  CP29篇,
[00:13:46.960 --> 00:13:51.480]  不是主要去到報告天氣,
[00:13:51.480 --> 00:13:53.960]  不是只是想報告天氣,
[00:13:53.960 --> 00:13:55.720]  先說說駐棚節,
[00:13:55.720 --> 00:13:57.280]  大概可能CP29篇,
[00:13:57.280 --> 00:14:00.680]  就是在駐棚節那裡使用的,
[00:14:00.680 --> 00:14:04.680]  每次當然春夏秋冬,
[00:14:04.680 --> 00:14:07.360]  詩篇會在不同的節日,
[00:14:07.360 --> 00:14:10.760]  或者不同的情況產生出來,
[00:14:10.760 --> 00:14:11.600]  傳統的詩歌,
[00:14:11.600 --> 00:14:13.160]  現代的詩歌都是一樣,
[00:14:13.160 --> 00:14:14.600]  可能有不同的情況,
[00:14:14.600 --> 00:14:15.760]  不同的季節,
[00:14:15.760 --> 00:14:18.080]  有人寫了一首詩,
[00:14:18.080 --> 00:14:20.360]  他就去到描述他的心境也好,
[00:14:20.360 --> 00:14:21.960]  或者去帶領人去敬拜神,
[00:14:21.960 --> 00:14:23.280]  去感謝神也好,
[00:14:23.280 --> 00:14:24.520]  都有他的背景,
[00:14:24.520 --> 00:14:25.960]  CP29篇大概,
[00:14:25.960 --> 00:14:28.600]  可能就是這樣的情況,
[00:14:28.600 --> 00:14:30.200]  就是駐棚節最後的時候,
[00:14:30.200 --> 00:14:32.320]  他們希望求到有雨水,
[00:14:32.320 --> 00:14:33.320]  上帝的榮耀,
[00:14:33.320 --> 00:14:34.360]  上帝的聲音,
[00:14:34.360 --> 00:14:37.320]  打雷的聲音能夠來到,
[00:14:37.320 --> 00:14:40.440]  在這裡就很奇怪,
[00:14:40.440 --> 00:14:43.760]  每年四季循環,
[00:14:43.760 --> 00:14:44.880]  每逢到雨季的時候,
[00:14:44.880 --> 00:14:47.360]  都應該有雨,
[00:14:47.360 --> 00:14:48.680]  那為什麼要寫一篇詩篇,
[00:14:48.680 --> 00:14:52.000]  或者為什麼要去到祈禱呢?
[00:14:52.000 --> 00:14:55.080]  正如我們住在芝加哥的人,
[00:14:55.080 --> 00:14:58.840]  我們什麼時候開始下雪呢?
[00:14:58.840 --> 00:15:01.480]  大概年底的時候,
[00:15:01.480 --> 00:15:06.520]  我們會不會祈禱希望下雪呢?
[00:15:06.520 --> 00:15:11.400]  反而我們會反過來祈禱不要下雪,
[00:15:11.400 --> 00:15:12.960]  但是我想問,
[00:15:12.960 --> 00:15:13.880]  四季的循環,
[00:15:13.880 --> 00:15:15.320]  天氣的循環,
[00:15:15.320 --> 00:15:16.840]  有什麼很奇怪呢?
[00:15:16.840 --> 00:15:20.600]  因為它只不過是天然的循環,
[00:15:20.600 --> 00:15:23.000]  始終都會到達的,
[00:15:23.000 --> 00:15:24.920]  正如我們不會祈求下雪,
[00:15:24.920 --> 00:15:27.080]  或者祈求不下雪,
[00:15:27.080 --> 00:15:28.400]  始終都會到達的,
[00:15:28.400 --> 00:15:30.080]  有很多時候這些氣象,
[00:15:30.080 --> 00:15:31.360]  或者這些氣候,
[00:15:31.360 --> 00:15:33.320]  我們都是「take it for granted」,
[00:15:33.320 --> 00:15:37.520]  我們覺得是一定必然會發生的,
[00:15:37.520 --> 00:15:40.680]  至多我們看一下天氣報告,
[00:15:40.680 --> 00:15:43.440]  第29篇就是挑戰我們,
[00:15:43.440 --> 00:15:45.720]  這些眾矢,
[00:15:45.720 --> 00:15:48.520]  是所謂「take it for granted」,
[00:15:48.520 --> 00:15:51.520]  一定,所謂必然會發生的事情,
[00:15:51.520 --> 00:15:54.240]  其實不一定會發生,
[00:15:54.240 --> 00:15:56.960]  是背後這位創造主,
[00:15:56.960 --> 00:16:00.240]  去控制著所有的東西,
[00:16:00.240 --> 00:16:02.040]  每一滴水,
[00:16:02.040 --> 00:16:04.400]  每一塊的雨雲,
[00:16:04.400 --> 00:16:05.400]  我想問現代人,
[00:16:05.400 --> 00:16:08.920]  我們通常不會因為天氣而做人,
[00:16:08.920 --> 00:16:11.920]  我們會因為股市,
[00:16:11.920 --> 00:16:12.800]  市場,
[00:16:12.800 --> 00:16:14.240]  市場,
[00:16:14.240 --> 00:16:16.480]  經濟,
[00:16:16.480 --> 00:16:17.320]  我想問,
[00:16:17.320 --> 00:16:18.320]  起的就會跌,
[00:16:18.320 --> 00:16:19.240]  跌的就會起,
[00:16:19.240 --> 00:16:20.000]  對嗎?
[00:16:20.000 --> 00:16:21.440]  特別最近,
[00:16:21.440 --> 00:16:26.920]  大家都應該很感受到這種現象,
[00:16:26.920 --> 00:16:30.000]  是否必然?
[00:16:30.000 --> 00:16:32.280]  不是必然,
[00:16:32.280 --> 00:16:32.880]  好,
[00:16:32.880 --> 00:16:35.200]  其實你最多越來越掌握到更多的因素,
[00:16:35.200 --> 00:16:38.680]  我們知道市場的走向,
[00:16:38.680 --> 00:16:43.040]  但是都不是你所控制的,
[00:16:43.040 --> 00:16:44.080]  近這兩三年,
[00:16:44.080 --> 00:16:46.680]  我們更加意會到一件事,
[00:16:46.680 --> 00:16:49.000]  就是我們的「sense of security」,
[00:16:49.000 --> 00:16:51.280]  無論你在香港也好,
[00:16:51.280 --> 00:16:53.240]  你在北美也好,
[00:16:53.240 --> 00:16:57.200]  我們都總是有一種「loss of control」,
[00:16:57.200 --> 00:16:59.120]  不知道控制到什麼程度,
[00:16:59.120 --> 00:17:01.720]  所以為什麼那些群體的集會,
[00:17:01.720 --> 00:17:02.960]  開始,
[00:17:02.960 --> 00:17:06.520]  那些人忘記了那個意義,
[00:17:06.520 --> 00:17:07.920]  因為在我們「loss of control」的時候,
[00:17:07.920 --> 00:17:13.320]  我們第一個反應是做什麼?
[00:17:13.320 --> 00:17:14.920]  我們就是保住自己,
[00:17:14.920 --> 00:17:16.240]  對嗎?
[00:17:16.240 --> 00:17:17.240]  因為有恐懼的時候,
[00:17:17.240 --> 00:17:18.760]  我們就要保住自己,
[00:17:18.760 --> 00:17:20.240]  保住我們家裡,
[00:17:20.240 --> 00:17:22.600]  保住我們不死就好了,
[00:17:22.600 --> 00:17:24.600]  不染病就好了,
[00:17:24.600 --> 00:17:25.560]  所以我們就孤立,
[00:17:25.560 --> 00:17:28.520]  慢慢將自己孤立下來,
[00:17:28.520 --> 00:17:30.800]  CP29篇就是告訴我們,
[00:17:30.800 --> 00:17:34.240]  你不要以為那些四季重環那麼簡單的東西,
[00:17:34.240 --> 00:17:35.480]  或者我們今天現代人,
