
[00:00:00.000 --> 00:00:03.640]  很高興今天在六月的第一個主餐
[00:01:24.920 --> 00:01:25.920]  一主
[00:01:25.920 --> 00:01:26.640]  一信
[00:01:26.640 --> 00:01:27.680]  一浸一神
[00:01:27.680 --> 00:01:29.400]  這個就是合一的基礎
[00:01:29.400 --> 00:01:31.840]  我們就是在這個合一的基礎裡面
[00:01:31.840 --> 00:01:33.360]  我們成為一個多元
[00:01:33.360 --> 00:01:35.840]  以及我們有不同的意見的一個群體
[00:01:35.840 --> 00:01:38.280]  所以我們有大家不同的看法
[00:01:38.280 --> 00:01:39.640]  我們大家有不同的背景
[00:01:39.640 --> 00:01:40.760]  大家有不同的立場
[00:01:40.760 --> 00:01:42.360]  但是我們要堅持合一
[00:01:42.360 --> 00:01:43.800]  堅持的合一是什麼呢?
[00:01:43.800 --> 00:01:44.840]  就是這個七個一
[00:01:44.840 --> 00:01:46.880]  在這個七個一之外
[00:01:46.880 --> 00:01:48.160]  我們很多事情都可以談的
[00:01:48.160 --> 00:01:52.520]  但是我們要維持著一個以基督心為生的群體
[00:01:52.520 --> 00:01:55.120]  我們要分辨大家有不同的看法
[00:01:55.240 --> 00:01:57.640]  我們要去審查性靈的帶領
[00:01:57.640 --> 00:02:00.640]  我們要一個同心的去禱告
[00:02:00.640 --> 00:02:02.040]  以及更加重要
[00:02:02.040 --> 00:02:03.520]  我們要去聆聽
[00:02:03.520 --> 00:02:06.600]  先去聆聽我們身邊的弟兄姊妹
[00:02:06.600 --> 00:02:08.360]  我們身邊人的一些聲音
[00:02:08.360 --> 00:02:10.720]  今天我會放大了這個題目
[00:02:10.720 --> 00:02:12.040]  以聆聽
[00:02:12.040 --> 00:02:13.400]  在今天的信息裡面
[00:02:13.400 --> 00:02:15.040]  希望大家能夠聽得到
[00:02:15.040 --> 00:02:18.040]  上帝透過我要跟大家說的話
[00:02:18.040 --> 00:02:22.480]  聽這個字其實中國人很有智慧
[00:02:22.480 --> 00:02:24.560]  聽這個字是怎麼拆開的?
[00:02:24.840 --> 00:02:27.360]  "以王十目一心"
[00:02:27.360 --> 00:02:28.560]  不是十四一心
[00:02:28.560 --> 00:02:29.880]  我小時候就叫他十四一心
[00:02:29.880 --> 00:02:30.680]  原來是四字
[00:02:30.680 --> 00:02:32.360]  原來是眼睛的目
[00:02:32.360 --> 00:02:33.440]  眼睛的目字
[00:02:33.440 --> 00:02:35.120]  "以王"是什麼意思呢?
[00:02:35.120 --> 00:02:38.320]  就是當你聽的時候要尊重那個人
[00:02:38.320 --> 00:02:41.680]  當他是皇帝那樣去聽他
[00:02:41.680 --> 00:02:43.520]  那就是"以王"了
[00:02:43.520 --> 00:02:45.280]  "十目"是什麼意思呢?
[00:02:45.280 --> 00:02:46.120]  就是說
[00:02:46.120 --> 00:02:47.240]  兩隻眼睛都不夠
[00:02:47.240 --> 00:02:50.360]  要十隻眼睛專注在說話的對象裡面
[00:02:50.360 --> 00:02:52.000]  留心聽他說話
[00:02:52.000 --> 00:02:53.240]  這個就是專注了
[00:02:53.680 --> 00:02:54.840]  而"一心"呢
[00:02:54.840 --> 00:02:56.080]  應該是不用解釋了
[00:02:56.080 --> 00:02:56.880]  知道了
[00:02:56.880 --> 00:02:58.200]  我們不要多心
[00:02:58.200 --> 00:03:00.880]  一邊聽話的時候又在想
[00:03:00.880 --> 00:03:03.680]  待會去哪裡吃中午飯
[00:03:03.680 --> 00:03:06.320]  或者昨天我去了哪裡
[00:03:06.320 --> 00:03:07.520]  明天我打算去哪裡
[00:03:07.520 --> 00:03:09.040]  這樣就心不專注了
[00:03:09.040 --> 00:03:13.280]  所以我們聽的時候就要一心專心
[00:03:13.280 --> 00:03:15.400]  所以我現在邀請大家
[00:03:15.400 --> 00:03:17.880]  現在大家準備要做什麼呢?
[00:03:17.880 --> 00:03:19.480]  去聽道
[00:03:19.480 --> 00:03:20.840]  都是一個"聽"字
[00:03:20.840 --> 00:03:24.240]  希望大家都能夠帶著一個尊重
[00:03:24.240 --> 00:03:25.400]  專注
[00:03:25.400 --> 00:03:26.960]  專心去聽神的話語
[00:03:26.960 --> 00:03:27.920]  我們同心同意
[00:03:27.920 --> 00:03:29.400]  再次多謝你
[00:03:29.400 --> 00:03:31.960]  讓我們今天能夠一起回來教會
[00:03:31.960 --> 00:03:35.680]  坐得很舒服
[00:03:35.680 --> 00:03:37.400]  有一點點冷氣
[00:03:37.400 --> 00:03:40.720]  又看到我們一群很久沒見的弟兄姊妹
[00:03:40.720 --> 00:03:43.000]  我們每個星期一起能夠聚集
[00:03:43.000 --> 00:03:44.200]  去敬拜你
[00:03:44.200 --> 00:03:47.080]  我們也為了網上崇拜的弟兄姊妹同樣祈禱
[00:03:47.080 --> 00:03:49.360]  我們能夠在自己的家中
[00:03:49.360 --> 00:03:52.520]  透過網絡去聽道
[00:03:52.520 --> 00:03:54.360]  都是上帝的恩典
[00:03:54.360 --> 00:03:55.640]  都是上帝的安排
[00:03:55.640 --> 00:03:59.160]  求主讓我們能夠打開我們的耳朵
[00:03:59.160 --> 00:04:02.840]  帶著尊心、專注和尊重
[00:04:02.840 --> 00:04:05.280]  去聆聽上帝的話語
[00:04:05.280 --> 00:04:09.160]  願我們聽得到祢的話語之後
[00:04:09.160 --> 00:04:10.560]  能夠走出來
[00:04:10.560 --> 00:04:13.560]  以致我們能夠成為一個真誠的群體
[00:04:13.560 --> 00:04:15.160]  求主你幫助我們
[00:04:15.160 --> 00:04:16.200]  禱告、教託
[00:04:16.200 --> 00:04:17.680]  奉耶穌、基督明教
[00:04:17.680 --> 00:04:18.160]  阿們
[00:04:19.640 --> 00:04:21.120]  多謝麗雲執事
[00:04:21.120 --> 00:04:23.120]  幫我們讀出了今天的經文
[00:04:23.120 --> 00:04:24.960]  經文是在亞國書
[00:04:24.960 --> 00:04:28.280]  一章十九至二十五節
[00:04:28.280 --> 00:04:31.240]  不過我不會完全跟足經文去講
[00:04:31.240 --> 00:04:32.600]  我透過這段經文
[00:04:32.600 --> 00:04:33.960]  最吸引我的是哪一句呢?
[00:04:33.960 --> 00:04:35.560]  我相信很多人都是
[00:04:35.560 --> 00:04:36.840]  就是第十九節
[00:04:36.840 --> 00:04:38.320]  快快地聽
[00:04:38.320 --> 00:04:40.160]  慢慢地說
[00:04:40.160 --> 00:04:42.360]  慢慢地動腦
[00:04:42.360 --> 00:04:46.440]  作者好像假設了
[00:04:48.080 --> 00:04:51.880]  正在收聽亞國書的這群人
[00:04:51.880 --> 00:04:54.000]  他們很容易生氣的
[00:04:54.000 --> 00:04:56.520]  為什麼要跟他們說
[00:04:56.520 --> 00:04:57.240]  快快地聽
[00:04:57.240 --> 00:04:58.080]  慢慢地說
[00:04:58.080 --> 00:04:59.240]  慢慢地動腦呢?
[00:04:59.240 --> 00:05:01.400]  是不是一聽就會有些不滿意的
[00:05:01.400 --> 00:05:03.440]  所以就要反駁他
[00:05:03.440 --> 00:05:05.960]  要動腦了
[00:05:05.960 --> 00:05:07.280]  要發脾氣了
[00:05:07.280 --> 00:05:10.920]  如果看回收信人是什麼人
[00:05:10.920 --> 00:05:15.040]  原來在亞國書的第一章一節就說
[00:05:15.040 --> 00:05:18.080]  神和主耶穌基督的僕人亞國
[00:05:18.080 --> 00:05:21.640]  問候散居在各處的十二個支派的人
[00:05:21.640 --> 00:05:27.560]  原來這本書是給散居於不同地方的
[00:05:27.560 --> 00:05:30.120]  猶太人、亞國的後裔
[00:05:30.120 --> 00:05:32.840]  應該說是耶穌基督的僕人亞國
[00:05:32.840 --> 00:05:35.200]  作者就是耶穌基督的僕人亞國
[00:05:35.200 --> 00:05:37.600]  問候散居於各處的十二支派的人
[00:05:37.600 --> 00:05:39.960]  十二支派就是指猶太人、以色列人
[00:05:39.960 --> 00:05:45.000]  當時以色列人已經散居在歐洲、亞洲、非洲
[00:05:45.000 --> 00:05:47.480]  就是在不同的地方、不同的民族
[00:05:47.480 --> 00:05:49.560]  不同的語言、不同的文化裡面
[00:05:49.560 --> 00:05:53.600]  經歷了百多二百年的歷史
[00:05:53.600 --> 00:05:55.200]  所以的確
[00:05:55.200 --> 00:05:58.600]  這群猶太人可能有很多不同的背景
[00:05:58.600 --> 00:06:01.520]  有不同的立場、有不同的看法
[00:06:01.520 --> 00:06:02.480]  所以
[00:06:02.480 --> 00:06:05.440]  可能聽到不同的人在旁邊說話的時候
[00:06:05.440 --> 00:06:06.960]  很容易就想反駁了
[00:06:06.960 --> 00:06:11.400]  有不同的想法、有不同的情緒出現了
[00:06:11.760 --> 00:06:15.840]  辛亥儀館亦用這句快快地聽、慢慢地說、慢慢地動
[00:06:15.840 --> 00:06:18.320]  就是說你要敏銳地聽
[00:06:18.320 --> 00:06:20.160]  不要輕易說話
[00:06:20.160 --> 00:06:22.080]  不要輕易動腦
[00:06:22.080 --> 00:06:23.240]  其實在今天
[00:06:23.240 --> 00:06:25.080]  就算說我們教會
[00:06:25.080 --> 00:06:27.560]  教會也可能會有很多不同的聲音
[00:06:27.560 --> 00:06:29.560]  譬如唱現代詩歌
[00:06:29.560 --> 00:06:32.320]  還是唱傳統詩歌
[00:06:32.320 --> 00:06:33.840]  又有很多不同的看法
[00:06:33.840 --> 00:06:36.200]  基要神學、治要神學
[00:06:36.200 --> 00:06:37.480]  又有不同的看法
[00:06:37.480 --> 00:06:39.560]  有些人說我們先顧及內部
[00:06:39.560 --> 00:06:41.200]  然後再顧及外面的東西
[00:06:41.200 --> 00:06:42.320]  或者我們
[00:06:42.320 --> 00:06:44.960]  總之教會一定要去宣教
[00:06:44.960 --> 00:06:46.480]  大家都有不同的看法
[00:06:46.480 --> 00:06:48.760]  有不同的意見、有不同的聲音
[00:06:48.760 --> 00:06:50.600]  在今天我們香港也是
[00:06:50.600 --> 00:06:52.760]  打針啊,不打針好呢?
[00:06:52.760 --> 00:06:55.000]  或者一些價值觀的問題
[00:06:55.000 --> 00:06:58.800]  自由、民主、愛國、國安
[00:06:58.800 --> 00:07:00.520]  大家同一件事
[00:07:00.520 --> 00:07:02.160]  可以有南轅北轍
[00:07:02.160 --> 00:07:04.160]  不同的意見、不同的看法
[00:07:04.160 --> 00:07:06.560]  所以更加顯明一件事
[00:07:06.560 --> 00:07:09.040]  就是聽是很重要的
[00:07:09.040 --> 00:07:11.040]  聽是很重要的
[00:07:11.040 --> 00:07:13.040]  聽有多重要呢?
[00:07:13.040 --> 00:07:14.320]  經文告訴你
[00:07:14.320 --> 00:07:15.840]  要快快地聽
[00:07:15.840 --> 00:07:18.680]  意思不是叫你聽得很快
[00:07:18.680 --> 00:07:21.280]  意思是你要很敏銳、很主動
[00:07:21.280 --> 00:07:25.960]  很願意用你的積極、主動性去聆聽
[00:07:25.960 --> 00:07:27.960]  不是隨意去聽
[00:07:27.960 --> 00:07:30.200]  或者勉強去聽
[00:07:30.200 --> 00:07:31.840]  而是要專注
[00:07:31.840 --> 00:07:33.040]  有一節說
[00:07:33.040 --> 00:07:35.360]  能救你們靈魂
[00:07:35.360 --> 00:07:38.360]  後面是新漢譯本的翻譯
[00:07:38.360 --> 00:07:40.760]  能夠拯救你們的生命
[00:07:40.760 --> 00:07:42.760]  原來聽
[00:07:42.760 --> 00:07:44.920]  阿國說可以救你的靈魂
[00:07:44.920 --> 00:07:46.920]  救你的命,這麼重要
[00:07:46.920 --> 00:07:48.920]  聽可以救你的靈魂
[00:07:48.920 --> 00:07:50.920]  23節說
[00:07:50.920 --> 00:07:54.480]  可以對著鏡子觀看自己本來的面目
[00:07:54.480 --> 00:07:56.480]  察看天生的容貌
[00:07:56.480 --> 00:07:58.480]  然後有時聽東西
[00:07:58.480 --> 00:08:00.480]  聽神的聲音
[00:08:00.480 --> 00:08:02.480]  聽別人給你的意見
[00:08:02.480 --> 00:08:03.960]  就好像一塊鏡子
[00:08:03.960 --> 00:08:05.960]  能夠反照自己的面貌
[00:08:05.960 --> 00:08:07.960]  可能你自己看不到一些東西
[00:08:07.960 --> 00:08:10.280]  透過別人跟你說話的時候
[00:08:10.280 --> 00:08:11.560]  你就聽得到
[00:08:11.560 --> 00:08:13.560]  你就知道自己的面貌
[00:08:13.560 --> 00:08:15.560]  自己的面目有什麼問題
[00:08:15.560 --> 00:08:17.040]  所以聽是很重要的
[00:08:17.040 --> 00:08:19.520]  在聖經裡面給我們很多的教導
[00:08:19.520 --> 00:08:21.520]  再說遠一點
[00:08:21.520 --> 00:08:25.080]  大家看到這幅圖畫想起什麼?
[00:08:25.080 --> 00:08:28.720]  哪一本書?
[00:08:28.720 --> 00:08:30.240]  《創世紀》,沒錯
[00:08:30.240 --> 00:08:31.760]  亞當
[00:08:31.760 --> 00:08:34.640]  當我想聽有多重要的時候
[00:08:34.640 --> 00:08:35.920]  我想起亞當
[00:08:35.920 --> 00:08:37.680]  在《創世紀》二章十六十七節
[00:08:37.680 --> 00:08:39.280]  耶和華神吩咐他說
[00:08:39.280 --> 00:08:41.280]  圓中各樣樹上的果子
[00:08:41.280 --> 00:08:43.680]  你可以隨意吃
[00:08:43.680 --> 00:08:46.200]  只要分辨善惡樹上的果子
[00:08:46.200 --> 00:08:47.080]  你不可吃
[00:08:47.080 --> 00:08:49.080]  因為你吃的日子必定死
[00:08:49.080 --> 00:08:49.960]  我在想
[00:08:49.960 --> 00:08:51.960]  如果亞當當時
[00:08:51.960 --> 00:08:54.640]  肯聽耶和華的說話
[00:08:54.640 --> 00:08:56.640]  亞當夏娃沒有吃那個果子
[00:08:56.640 --> 00:08:59.160]  可能這個世界就不會這麼多混亂了
[00:08:59.160 --> 00:09:03.680]  Speak not for your servant
[00:09:03.680 --> 00:09:04.360]  Hears
[00:09:04.360 --> 00:09:05.560]  知道哪一本書嗎?
[00:09:05.560 --> 00:09:07.560]  英文,我沒有翻譯成中文
[00:09:07.560 --> 00:09:09.560]  只是考考大家
[00:09:09.560 --> 00:09:10.520]  哪一本書?
[00:09:10.520 --> 00:09:12.520]  《獨人傾聽》
[00:09:12.520 --> 00:09:14.120]  撒姆爾記
[00:09:14.120 --> 00:09:16.120]  上三章十節
[00:09:16.120 --> 00:09:20.120]  撒姆爾就是學習去聆聽上帝的說話
[00:09:20.120 --> 00:09:23.120]  就是他在做小孩的時候
[00:09:23.120 --> 00:09:24.200]  在聖殿當中
[00:09:24.200 --> 00:09:26.200]  聽到晚上睡覺的時候
[00:09:26.200 --> 00:09:27.560]  上帝向他說話
[00:09:27.560 --> 00:09:29.880]  他的師父以利格說
[00:09:29.880 --> 00:09:31.000]  你聽到的時候就說
[00:09:31.000 --> 00:09:33.000]  請說「獨人傾聽」
[00:09:33.000 --> 00:09:35.000]  後來撒姆爾就做了
[00:09:35.000 --> 00:09:37.000]  以色列最後一位士師
[00:09:37.000 --> 00:09:39.000]  成為一位很著名的祭司
[00:09:39.000 --> 00:09:40.520]  更加高納了
[00:09:40.520 --> 00:09:42.280]  素羅王和大衛王
[00:09:42.280 --> 00:09:43.640]  所以原來
[00:09:43.640 --> 00:09:45.640]  「傾聽」是多麼重要呢?
[00:09:45.640 --> 00:09:46.760]  跳快一點
[00:09:46.760 --> 00:09:48.000]  這句
[00:09:48.000 --> 00:09:51.840]  「凡有意的就應當聽,啟示祿」
[00:09:51.840 --> 00:09:52.840]  三章二十二節
[00:09:52.840 --> 00:09:57.600]  遲些黃子傑傳道會和我們說七教會
[00:09:57.600 --> 00:09:59.000]  每個七教會最後
[00:09:59.000 --> 00:10:01.400]  耶穌都和教會說要怎樣?
[00:10:01.400 --> 00:10:03.720]  「凡有意的就應當聽,啟示祿」
[00:10:03.720 --> 00:10:05.720]  由創世紀到啟示祿
[00:10:05.720 --> 00:10:07.720]  上帝都在教導我們
[00:10:07.720 --> 00:10:09.720]  「聽」是很重要
[00:10:09.720 --> 00:10:12.560]  我們又看看一些屬世的教導
[00:10:12.560 --> 00:10:14.560]  雖然說屬世也不行
[00:10:14.560 --> 00:10:16.400]  屬世也有民間的智慧
[00:10:16.400 --> 00:10:17.400]  但也很現實
[00:10:17.400 --> 00:10:19.400]  我們就在這個屬世當中
[00:10:19.400 --> 00:10:23.000]  在網上我找了有六點
[00:10:23.000 --> 00:10:24.400]  我現在不一次過展示
[00:10:24.400 --> 00:10:25.040]  逐點來
[00:10:25.040 --> 00:10:26.040]  先出兩點
[00:10:26.040 --> 00:10:27.560]  原來一個聆聽
[00:10:27.560 --> 00:10:29.560]  是對人表示尊重
[00:10:29.560 --> 00:10:31.560]  是一個最基本的禮貌
[00:10:31.560 --> 00:10:33.760]  當你想和人建立關係的時候
[00:10:33.760 --> 00:10:36.000]  你必須學習去專心聆聽別人
[00:10:36.000 --> 00:10:40.600]  聆聽亦幫助我們建立同人的關係
[00:10:40.600 --> 00:10:43.560]  如果一個人只關心自己的事
[00:10:43.560 --> 00:10:44.920]  只在說自己的事
[00:10:44.920 --> 00:10:46.360]  只說自己有興趣的事
[00:10:46.360 --> 00:10:47.720]  不理會其他人
[00:10:47.720 --> 00:10:50.440]  你很難和人有穩固的關係建立
[00:10:50.440 --> 00:10:51.920]  第三
[00:10:51.920 --> 00:10:53.720]  原來你有一個聆聽
[00:10:53.720 --> 00:10:55.840]  亦能幫助你增長知識
[00:10:55.840 --> 00:10:56.760]  很明白
[00:10:56.760 --> 00:10:58.600]  因為你願意聽別人的意見
[00:10:58.600 --> 00:11:00.200]  你會透過在你的朋友
[00:11:00.200 --> 00:11:01.080]  在你的家庭
[00:11:01.080 --> 00:11:01.760]  在你的工作
[00:11:01.760 --> 00:11:03.280]  在你身處的環境當中
[00:11:03.280 --> 00:11:05.280]  你聽到一些你不懂的事
[00:11:05.280 --> 00:11:06.840]  你就增長了你的知識
[00:11:06.840 --> 00:11:09.360]  對你是有很多好處
[00:11:09.360 --> 00:11:11.080]  第四
[00:11:11.080 --> 00:11:13.840]  聆聽能夠產生創意
[00:11:13.840 --> 00:11:16.520]  原來很多一些很有創意的機構
[00:11:16.520 --> 00:11:18.720]  無論是蘋果電腦
[00:11:18.720 --> 00:11:19.560]  Microsoft
[00:11:19.560 --> 00:11:20.640]  Amazon
[00:11:20.640 --> 00:11:22.600]  或者很多大的機構
[00:11:22.600 --> 00:11:24.760]  都鼓勵他們員工要聆聽
[00:11:24.760 --> 00:11:26.040]  在聆聽當中
[00:11:26.040 --> 00:11:27.440]  大家有一個開放的心
[00:11:27.440 --> 00:11:29.480]  一班職員想到一些新事
[00:11:29.480 --> 00:11:30.600]  無論是好事
[00:11:30.600 --> 00:11:35.320]  或者是一些很天方夜譚的事
[00:11:35.320 --> 00:11:36.280]  大家都願意說出來
[00:11:36.280 --> 00:11:37.080]  大家願意聆聽
[00:11:37.080 --> 00:11:38.000]  大家願意想
[00:11:38.000 --> 00:11:39.680]  源源不絕就有很多新的創意
[00:11:39.680 --> 00:11:40.800]  新的想法出來
[00:11:40.800 --> 00:11:43.000]  一擊中一樣東西是甜的話
[00:11:43.000 --> 00:11:45.920]  這個新的創意就能夠帶給那間公司
[00:11:45.920 --> 00:11:47.400]  一個很大的進步
[00:11:47.400 --> 00:11:52.080]  很大的創意的產業出來
[00:11:52.080 --> 00:11:53.400]  所以原來
[00:11:53.400 --> 00:11:54.920]  你有一個聆聽的心
[00:11:54.920 --> 00:11:56.680]  分分鐘能夠幫你賺錢
[00:11:56.680 --> 00:11:57.680]  賺大錢
[00:11:57.680 --> 00:11:59.600]  第五
[00:11:59.600 --> 00:12:01.000]  建立忠誠
[00:12:01.000 --> 00:12:04.440]  當你持續不斷地有一個聆聽的耳朵
[00:12:04.440 --> 00:12:07.000]  去聽你身邊的伴侶、家人
[00:12:07.000 --> 00:12:08.800]  你的員工、同事
[00:12:08.800 --> 00:12:10.560]  你身邊的教會的弟兄、姐妹
[00:12:10.560 --> 00:12:12.960]  一起去你一直這樣聆聽的時候
[00:12:12.960 --> 00:12:14.120]  大家就喜歡你
[00:12:14.120 --> 00:12:16.360]  你的關係能夠建立得更加穩固
[00:12:16.360 --> 00:12:19.360]  而他都信任你是一個願意聆聽的人
[00:12:19.360 --> 00:12:20.880]  他就會對你忠誠
[00:12:20.880 --> 00:12:22.280]  他就會對你忠誠
[00:12:22.280 --> 00:12:24.840]  這個忠誠能夠令到你的關係
[00:12:24.840 --> 00:12:29.600]  比那些上司和下屬更加穩固
[00:12:29.600 --> 00:12:31.800]  所以建立一個聆聽的耳朵
[00:12:31.800 --> 00:12:33.040]  能夠建立忠誠
[00:12:33.040 --> 00:12:36.520]  聆聽是助人利己的
[00:12:36.520 --> 00:12:37.760]  聽完之後都知道
[00:12:37.760 --> 00:12:39.760]  聆聽能夠對自己有益
[00:12:39.760 --> 00:12:40.680]  增長知識
[00:12:40.680 --> 00:12:41.720]  有創意
[00:12:41.720 --> 00:12:43.040]  更加能夠建立關係
[00:12:43.040 --> 00:12:44.360]  有忠誠的關係
[00:12:44.360 --> 00:12:46.880]  所以你聽到聆聽是多麼重要
[00:12:46.880 --> 00:12:48.720]  我們有第二節很聰明
[00:12:48.720 --> 00:12:49.600]  知道剛剛這裡
[00:12:49.600 --> 00:12:50.360]  說了六點
[00:12:50.360 --> 00:12:51.440]  在這裡拍一張照
[00:12:51.440 --> 00:12:52.840]  好,下一頁
[00:12:54.400 --> 00:12:55.440]  說了那麼久
[00:12:55.440 --> 00:12:59.480]  聆聽和聽有什麼分別呢?
[00:12:59.480 --> 00:13:01.680]  先不要說聆聽和聽
[00:13:01.680 --> 00:13:02.640]  先說說話
[00:13:02.640 --> 00:13:04.600]  說話要學的
[00:13:04.600 --> 00:13:06.400]  我們小時候都要教小朋友
[00:13:06.400 --> 00:13:07.680]  你要怎麼說話
[00:13:07.680 --> 00:13:09.160]  怎麼發音
[00:13:09.160 --> 00:13:10.800]  通常可能到了一歲半
[00:13:10.800 --> 00:13:12.640]  兩歲就懂得說話了
[00:13:12.640 --> 00:13:14.360]  我不是說唉咿嗡嗡
[00:13:14.360 --> 00:13:16.600]  是說爸爸媽媽
[00:13:16.600 --> 00:13:17.360]  走路
[00:13:17.360 --> 00:13:18.000]  吃飯
[00:13:18.000 --> 00:13:18.880]  這樣懂得說話
[00:13:18.880 --> 00:13:20.640]  聽東西需要教嗎?
[00:13:20.640 --> 00:13:22.480]  需要教聽東西嗎?
[00:13:22.480 --> 00:13:23.760]  是不需要的
[00:13:23.760 --> 00:13:25.960]  天生就是耳朵懂得聽東西
[00:13:25.960 --> 00:13:28.960]  那我今天還需要上聽道嗎?
[00:13:28.960 --> 00:13:29.920]  都不用說了
[00:13:29.920 --> 00:13:31.280]  原來聽不用教的
[00:13:31.280 --> 00:13:33.960]  聽好像不用教
[00:13:33.960 --> 00:13:35.320]  天生就懂得
[00:13:35.320 --> 00:13:38.080]  但是聽
[00:13:38.080 --> 00:13:40.840]  就好像將一堆聲音
[00:13:40.840 --> 00:13:43.480]  進入你的耳殼那裡
[00:13:43.480 --> 00:13:44.760]  透過你的耳道
[00:13:44.760 --> 00:13:45.960]  進入你的耳膜
[00:13:45.960 --> 00:13:47.960]  就是將一堆的聲音
[00:13:47.960 --> 00:13:50.400]  進入了你的耳朵裡面
[00:13:50.400 --> 00:13:52.600]  有些人說左耳入
[00:13:52.600 --> 00:13:53.480]  下一句是什麼?
[00:13:53.760 --> 00:13:54.480]  右耳出
[00:13:54.480 --> 00:13:55.160]  沒錯了
[00:13:55.160 --> 00:13:57.400]  根本就是聽完都沒有入腦
[00:13:57.400 --> 00:13:58.360]  沒有入心的
[00:13:58.360 --> 00:14:00.000]  而聆聽不同
[00:14:00.000 --> 00:14:02.920]  聆聽不單只是將聲音
[00:14:02.920 --> 00:14:04.040]  進入了你的耳朵
[00:14:04.040 --> 00:14:05.360]  進入了你的耳道、耳膜
[00:14:05.360 --> 00:14:07.600]  而是入腦、入心
[00:14:07.600 --> 00:14:11.920]  更加能夠去做出一個恰當的回應
[00:14:11.920 --> 00:14:14.080]  這就是一個理想的聆聽
[00:14:14.080 --> 00:14:15.760]  代表你對人的尊重
[00:14:15.760 --> 00:14:17.080]  代表一個人的禮貌
[00:14:17.080 --> 00:14:20.000]  所以聆聽其實是一門藝術
[00:14:20.000 --> 00:14:22.440]  真正的聆聽是真的要學的
[00:14:22.440 --> 00:14:23.800]  不是這麼容易掌握
[00:14:23.800 --> 00:14:25.840]  好像很容易
[00:14:25.840 --> 00:14:28.080]  但也不容易
[00:14:28.080 --> 00:14:28.640]  是很難
[00:14:28.640 --> 00:14:29.720]  每個人都不同
[00:14:29.720 --> 00:14:31.200]  有些人聆聽很厲害
[00:14:31.200 --> 00:14:33.320]  有些人真的要學
[00:14:33.320 --> 00:14:35.120]  所以又回到經文那裡
[00:14:35.120 --> 00:14:36.320]  快快地聽
[00:14:36.320 --> 00:14:37.560]  慢慢地說
[00:14:37.560 --> 00:14:38.840]  慢慢地動腦
[00:14:38.840 --> 00:14:41.280]  意思就是說我們很積極、主動、敏銳
[00:14:41.280 --> 00:14:43.600]  願意去聽別人的聲音
[00:14:43.600 --> 00:14:45.200]  但是不要聽完就想著
[00:14:45.200 --> 00:14:46.720]  我其實是為了反對你
[00:14:46.720 --> 00:14:47.880]  我為了反駁你
[00:14:47.880 --> 00:14:48.680]  我就是聽著
[00:14:48.680 --> 00:14:51.440]  一直想怎樣去駁斥你每一句說話
