
[00:00:00.000 --> 00:00:05.000]  在中世紀的教會裡面流傳了一句話
[00:05:06.000 --> 00:05:09.000]  你看過他經歷很多的困難
[00:05:09.000 --> 00:05:12.000]  經歷很多的艱難
[00:05:12.000 --> 00:05:14.000]  很多的叛變
[00:05:14.000 --> 00:05:16.000]  又有追殺
[00:05:16.000 --> 00:05:18.000]  亦有很多的誘惑
[00:05:18.000 --> 00:05:22.000]  但你都發覺他都是尋求神的心意
[00:05:22.000 --> 00:05:24.000]  順從神的帶領
[00:05:24.000 --> 00:05:27.000]  他繼續避神去建造 建立自己
[00:05:27.000 --> 00:05:32.000]  正處於人生生命的高峰
[00:05:32.000 --> 00:05:35.000]  但是在這節經文裡面
[00:05:35.000 --> 00:05:41.000]  好像他的前言似乎留了一些伏筆給我們看到
[00:05:41.000 --> 00:05:44.000]  當他們出戰的時候
[00:05:44.000 --> 00:05:46.000]  打勝仗了
[00:05:46.000 --> 00:05:48.000]  但是加了一句
[00:05:48.000 --> 00:05:50.000]  第一節最後一句話
[00:05:50.000 --> 00:05:54.000]  大衛仍然留在耶路撒冷
[00:05:54.000 --> 00:05:56.000]  仍然
[00:05:56.000 --> 00:06:02.000]  仍然這個字某方面是暗示了他沒有出征
[00:06:02.000 --> 00:06:04.000]  沒有出戰
[00:06:04.000 --> 00:06:06.000]  但是通常從肅靈的角度
[00:06:06.000 --> 00:06:09.000]  也會暗示他再沒有長進
[00:06:09.000 --> 00:06:11.000]  再沒有前行
[00:06:11.000 --> 00:06:13.000]  寧願退縮
[00:06:13.000 --> 00:06:17.000]  但是本來應該是和軍隊一起並肩作戰
[00:06:17.000 --> 00:06:19.000]  但是這次留在後方
[00:06:19.000 --> 00:06:21.000]  這次多次留在後方
[00:06:21.000 --> 00:06:24.000]  他在自己的地位已經很鞏固
[00:06:24.000 --> 00:06:25.000]  一國之軍
[00:06:25.000 --> 00:06:29.000]  不再需要在戰場裡面證明自己的能力
[00:06:29.000 --> 00:06:32.000]  當時古時的皇帝
[00:06:32.000 --> 00:06:35.000]  面對這個戰爭
[00:06:35.000 --> 00:06:37.000]  一定是領軍作戰
[00:06:37.000 --> 00:06:40.000]  當然不同今天的國家
[00:06:40.000 --> 00:06:42.000]  今天的情況
[00:06:42.000 --> 00:06:44.000]  但是作為一國之軍
[00:06:44.000 --> 00:06:46.000]  是要帶領的
[00:06:46.000 --> 00:06:48.000]  他沒有出征
[00:06:48.000 --> 00:06:51.000]  選擇留在這個舒適的皇宮裡面
[00:06:51.000 --> 00:06:53.000]  慢慢和他們的同袍
[00:06:53.000 --> 00:06:56.000]  這些將士漸行漸遠
[00:06:56.000 --> 00:06:58.000]  但是在另一個角度
[00:06:58.000 --> 00:07:01.000]  其實也看到他
[00:07:01.000 --> 00:07:05.000]  在神交付他的使命職責裡面
[00:07:05.000 --> 00:07:09.000]  他也是漸行漸遠
[00:07:09.000 --> 00:07:13.000]  包括了從心靈上的鬆懈開始
[00:07:13.000 --> 00:07:15.000]  所以第二節開始就說
[00:07:15.000 --> 00:07:17.000]  黃昏的時候
[00:07:17.000 --> 00:07:21.000]  或者說本日是日頭平西的時候
[00:07:21.000 --> 00:07:23.000]  大衛就床上起來
[00:07:23.000 --> 00:07:25.000]  宮中散步
[00:07:25.000 --> 00:07:27.000]  你想想是不是很晚睡呢
[00:07:27.000 --> 00:07:29.000]  空少達旦
[00:07:29.000 --> 00:07:33.000]  搞得一起來已經是黃昏了
[00:07:33.000 --> 00:07:36.000]  但是他沒什麼做
[00:07:36.000 --> 00:07:38.000]  睡一下午覺
[00:07:38.000 --> 00:07:40.000]  什麼都好
[00:07:40.000 --> 00:07:42.000]  當然以一個形容
[00:07:42.000 --> 00:07:45.000]  某個情況來說
[00:07:45.000 --> 00:07:48.000]  不是單單形容時間的敘述
[00:07:48.000 --> 00:07:49.000]  就好像剛才
[00:07:49.000 --> 00:07:51.000]  仍然一段長的時間
[00:07:51.000 --> 00:07:53.000]  或者現在說的是
[00:07:53.000 --> 00:07:56.000]  日頭平西黃昏的時候
[00:07:56.000 --> 00:07:59.000]  不是單單形容時間
[00:07:59.000 --> 00:08:02.000]  是反映他心靈的光景
[00:08:02.000 --> 00:08:04.000]  一些縮影
[00:08:04.000 --> 00:08:07.000]  陽光漸落
[00:08:07.000 --> 00:08:09.000]  夕陽西斜
[00:08:09.000 --> 00:08:12.000]  象徵他和神那種光明
[00:08:12.000 --> 00:08:15.000]  同在是漸漸的漸行漸遠
[00:08:15.000 --> 00:08:18.000]  在外面的光線慢慢暗淡
[00:08:18.000 --> 00:08:21.000]  裡面內心的屬靈
[00:08:21.000 --> 00:08:23.000]  那個光芒
[00:08:23.000 --> 00:08:26.000]  也是走向幽暗的時候
[00:08:26.000 --> 00:08:28.000]  大衛在人生高峰的時候
[00:08:28.000 --> 00:08:30.000]  停下腳步
[00:08:30.000 --> 00:08:32.000]  和這些戰友
[00:08:32.000 --> 00:08:34.000]  再沒有一起
[00:08:34.000 --> 00:08:36.000]  出征並肩作戰
[00:08:36.000 --> 00:08:39.000]  和他昔日與神同行
[00:08:39.000 --> 00:08:42.000]  一個年少的木童
[00:08:42.000 --> 00:08:45.000]  去牧養這些羊群
[00:08:45.000 --> 00:08:47.000]  竟然變成一個
[00:08:47.000 --> 00:08:51.000]  依靠自己的地位去參與
[00:08:51.000 --> 00:08:57.000]  去做一個安逸的王
[00:08:57.000 --> 00:09:02.000]  當然聖經只是簡單
[00:09:02.000 --> 00:09:04.000]  少少的形容
[00:09:04.000 --> 00:09:06.000]  就已經給我看到
[00:09:06.000 --> 00:09:12.000]  這算是大衛靈性滑坡
[00:09:12.000 --> 00:09:15.000]  讓我們值得深思
[00:09:15.000 --> 00:09:17.000]  雖然我未開始講到
[00:09:17.000 --> 00:09:19.000]  遇見什麼事情
[00:09:19.000 --> 00:09:20.000]  不過大家都知道
[00:09:20.000 --> 00:09:22.000]  犯了姦淫
[00:09:22.000 --> 00:09:25.000]  見到一個婦人沐浴
[00:09:25.000 --> 00:09:30.000]  她就停留在一個
[00:09:30.000 --> 00:09:32.000]  一個的目光
[00:09:32.000 --> 00:09:35.000]  一個情慾的裡面
[00:09:35.000 --> 00:09:37.000]  但是罪的跌倒
[00:09:37.000 --> 00:09:40.000]  不是我看是一次突然間
[00:09:40.000 --> 00:09:43.000]  那個的出現
[00:09:43.000 --> 00:09:46.000]  而是反而是一連串
[00:09:46.000 --> 00:09:49.000]  對屬靈生命的鬆懈
[00:09:49.000 --> 00:09:51.000]  慢慢的放縱
[00:09:51.000 --> 00:09:53.000]  從開始不祈禱
[00:09:53.000 --> 00:09:54.000]  不讀經
[00:09:54.000 --> 00:09:56.000]  不回教會
[00:09:56.000 --> 00:09:57.000]  不再投身侍奉
[00:09:57.000 --> 00:10:00.000]  或者是不尋求神的心意
[00:10:00.000 --> 00:10:04.000]  不再去凡事仰望神
[00:10:04.000 --> 00:10:07.000]  開始慢慢是用自己的方法
[00:10:07.000 --> 00:10:09.000]  用自己的經驗
[00:10:09.000 --> 00:10:10.000]  用自己的想法
[00:10:10.000 --> 00:10:13.000]  去做每一件事情
[00:10:13.000 --> 00:10:15.000]  就會和神慢慢遠離
[00:10:15.000 --> 00:10:17.000]  和信徒
[00:10:17.000 --> 00:10:20.000]  和弟兄姊妹慢慢遠離
[00:10:20.000 --> 00:10:22.000]  最後遠離了一個真理
[00:10:22.000 --> 00:10:25.000]  步向沉淪裡面
[00:10:25.000 --> 00:10:27.000]  所以來到第二方面
[00:10:27.000 --> 00:10:31.000]  提及大衛的一意孤行
[00:10:31.000 --> 00:10:34.000]  我選了三道第五節裡面講
[00:10:34.000 --> 00:10:37.000]  簡單一些的情境
[00:10:37.000 --> 00:10:40.000]  大衛派人去打聽這個婦人是誰
[00:10:40.000 --> 00:10:42.000]  後來知道這個是拔舌巴
[00:10:42.000 --> 00:10:45.000]  她的丈夫叫烏利亞
[00:10:45.000 --> 00:10:47.000]  是在當時參軍
[00:10:47.000 --> 00:10:49.000]  在前線裡面
[00:10:49.000 --> 00:10:52.000]  大衛就要去請這個婦人過來
[00:10:52.000 --> 00:10:54.000]  接到她那裡
[00:10:54.000 --> 00:10:58.000]  就和她同寢
[00:10:58.000 --> 00:11:02.000]  接著這個婦人
[00:11:02.000 --> 00:11:06.000]  後來陪家發覺懷了孕
[00:11:06.000 --> 00:11:07.000]  就通知大衛說
[00:11:07.000 --> 00:11:11.000]  我現在懷了孕怎麼辦呢
[00:11:11.000 --> 00:11:13.000]  其實在這段經文裡面
[00:11:13.000 --> 00:11:17.000]  你看到大衛一開始
[00:11:17.000 --> 00:11:20.000]  一個眼目的情慾
[00:11:20.000 --> 00:11:22.000]  開始了
[00:11:22.000 --> 00:11:24.000]  本來一時的跌倒
[00:11:24.000 --> 00:11:28.000]  但是他沒有謹慎自首
[00:11:28.000 --> 00:11:36.000]  他繼續留在腦海裡面
[00:11:36.000 --> 00:11:38.000]  接著他就會想
[00:11:38.000 --> 00:11:42.000]  不如打聽一下這個婦人是誰
[00:11:42.000 --> 00:11:46.000]  這個是用她的權勢去打聽
[00:11:46.000 --> 00:11:49.000]  滿足她自己的情慾
[00:11:49.000 --> 00:11:51.000]  這個拔舌巴
[00:11:51.000 --> 00:11:57.000]  丈夫在前面打仗
[00:11:57.000 --> 00:12:00.000]  你會記得大衛
[00:12:00.000 --> 00:12:03.000]  很多時都會打聽很多敵人的消息
[00:12:03.000 --> 00:12:05.000]  很多時會打聽
[00:12:05.000 --> 00:12:09.000]  一些外在的環境情況
[00:12:09.000 --> 00:12:11.000]  但是他每一次打聽的時候
[00:12:11.000 --> 00:12:13.000]  或者每一次遇到困難的時候
[00:12:13.000 --> 00:12:17.000]  要尋求怎樣走出路
[00:12:17.000 --> 00:12:21.000]  《聖經》通常形容
[00:12:21.000 --> 00:12:24.000]  以往就是去求問耶和華
[00:12:24.000 --> 00:12:28.000]  但是這次是求問自己的感官
[00:12:28.000 --> 00:12:31.000]  求問自己的情慾
[00:12:31.000 --> 00:12:33.000]  如果從十一章裡面
[00:12:33.000 --> 00:12:37.000]  我想再簡單說回這件事情的發生
[00:12:37.000 --> 00:12:39.000]  首先大衛看到拔舌巴
[00:12:39.000 --> 00:12:41.000]  看到她的美貌
[00:12:41.000 --> 00:12:43.000]  看到她的沐浴
[00:12:43.000 --> 00:12:46.000]  於是停留在腦海裡面
[00:12:46.000 --> 00:12:49.000]  很想親近她
[00:12:49.000 --> 00:12:52.000]  於是大衛就從這個想法成為行動
[00:12:52.000 --> 00:12:56.000]  於是就去差派一些人
[00:12:56.000 --> 00:12:59.000]  知道了拔舌巴丈夫不在身邊
[00:12:59.000 --> 00:13:01.000]  於是召她入宮
[00:13:01.000 --> 00:13:03.000]  要跟她同房
[00:13:03.000 --> 00:13:06.000]  接著就送她走
[00:13:06.000 --> 00:13:08.000]  但是拔舌巴又跟大衛說
[00:13:08.000 --> 00:13:12.000]  她已經懷孕了怎麼辦呢
[00:13:12.000 --> 00:13:17.000]  大衛就試圖掩蓋
[00:13:17.000 --> 00:13:20.000]  她自己一個懷孕
[00:13:20.000 --> 00:13:24.000]  懷孕嬰兒的父親的身份
[00:13:24.000 --> 00:13:26.000]  於是就想了一個方法
[00:13:26.000 --> 00:13:29.000]  召回烏利亞回來
[00:13:29.000 --> 00:13:34.000]  讓她能夠回到家裡
[00:13:34.000 --> 00:13:38.000]  要跟拔舌巴同房
[00:13:38.000 --> 00:13:43.000]  就要承認她成為烏利亞的
[00:13:43.000 --> 00:13:47.000]  作為孩子的父親
[00:13:47.000 --> 00:13:51.000]  但是這個做法不得逞
[00:13:51.000 --> 00:13:54.000]  因為烏利亞是一個軍人
[00:13:54.000 --> 00:13:56.000]  她知道軍人的身份
[00:13:56.000 --> 00:13:58.000]  不可以隨時回家
[00:13:58.000 --> 00:14:01.000]  就算她回到後方
[00:14:01.000 --> 00:14:04.000]  都不是在家裡在後面
[00:14:04.000 --> 00:14:05.000]  都是在軍隊裡面
[00:14:05.000 --> 00:14:08.000]  所以她拒絕了大衛的要求
[00:14:08.000 --> 00:14:11.000]  回到自己的家裡
[00:14:11.000 --> 00:14:13.000]  這是軍人的本色
[00:14:13.000 --> 00:14:16.000]  正好一個寫照
[00:14:16.000 --> 00:14:21.000]  烏利亞就算回到家門
[00:14:21.000 --> 00:14:24.000]  她都不會進去裡面
[00:14:24.000 --> 00:14:26.000]  她仍然是一個軍人
[00:14:26.000 --> 00:14:33.000]  隨時後命一種負責任的態度
[00:14:33.000 --> 00:14:35.000]  相反大衛
[00:14:35.000 --> 00:14:39.000]  他應該是在後方
[00:14:39.000 --> 00:14:41.000]  在皇宮裡面
[00:14:41.000 --> 00:14:43.000]  他是高床軟枕
[00:14:43.000 --> 00:14:47.000]  他充滿歪想
[00:14:47.000 --> 00:14:52.000]  充滿一些情慾的作樂
[00:14:52.000 --> 00:14:57.000]  後來大衛就將烏利亞
[00:14:57.000 --> 00:14:59.000]  再送回戰場
[00:14:59.000 --> 00:15:01.000]  要送到最前線
[00:15:01.000 --> 00:15:03.000]  作的就是借刀殺人
[00:15:03.000 --> 00:15:07.000]  最終烏利亞死於敵人的刀上
[00:15:07.000 --> 00:15:14.000]  他就逃過了自己這個姦淫的責任
[00:15:14.000 --> 00:15:19.000]  或者逃過了這個被人看到的眼目
[00:15:19.000 --> 00:15:22.000]  但是真的沒有辦法去相信
[00:15:22.000 --> 00:15:25.000]  大衛會做這些事情
[00:15:25.000 --> 00:15:28.000]  本來是一時的欲念的衝動
[00:15:28.000 --> 00:15:32.000]  後來一再錯
[00:15:32.000 --> 00:15:36.000]  形成了一個屠式謀殺的事件
[00:15:36.000 --> 00:15:39.000]  究竟這些罪是怎樣發生的呢
[00:15:39.000 --> 00:15:42.000]  怎樣從他心裡
[00:15:42.000 --> 00:15:46.000]  從他身上滋生出來的呢
[00:15:46.000 --> 00:15:51.000]  可以覺得大衛因為已經上了高位
[00:15:51.000 --> 00:15:54.000]  他能夠隨時去操控別人
[00:15:54.000 --> 00:15:58.000]  他隨時是可以自己知道是成為王
[00:15:58.000 --> 00:16:04.000]  但是他又覺得自己好像成為神一樣
[00:16:04.000 --> 00:16:10.000]  他逐漸失去了他對神那種愛心的信服
[00:16:10.000 --> 00:16:14.000]  成為了冷酷的謀算
[00:16:14.000 --> 00:16:18.000]  所以大衛以往是對人有同情心
[00:16:18.000 --> 00:16:20.000]  剛剛上次才說
[00:16:20.000 --> 00:16:26.000]  他對掃羅、約拿丹的兒子米菲波切
[00:16:26.000 --> 00:16:30.000]  那個的憐憫
[00:16:30.000 --> 00:16:32.000]  那種的慈悲的心
[00:16:32.000 --> 00:16:35.000]  接他回來這個皇宮裡面
[00:16:35.000 --> 00:16:43.000]  但是稍後他竟然是會殺害一個無辜的人
[00:16:43.000 --> 00:16:45.000]  這裡十一章裡面
[00:16:45.000 --> 00:16:48.000]  其實有好幾節的經文裡面
[00:16:48.000 --> 00:16:50.000]  看到一個動詞
[00:16:50.000 --> 00:16:56.000]  是給我們看到大衛那種濫用自己的權位
[00:16:56.000 --> 00:16:58.000]  那種勢力
[00:16:58.000 --> 00:17:01.000]  已經充斥了自己的生命
[00:17:01.000 --> 00:17:07.000]  已經好像覺得無需要再去看哪一個頭
[00:17:07.000 --> 00:17:14.000]  連神自己對神的敬畏都失卻了
[00:17:14.000 --> 00:17:16.000]  因為什麼字眼呢
[00:17:16.000 --> 00:17:19.000]  十一章第一節一開始已經有了
[00:17:19.000 --> 00:17:26.000]  大衛就差派約拿去率領這些軍隊去應戰
[00:17:26.000 --> 00:17:29.000]  這個是原文裡面的差派
[00:17:29.000 --> 00:17:32.000]  這個字當然正常
[00:17:32.000 --> 00:17:39.000]  一個的軍王差遣他的將領去出征是正常
[00:17:39.000 --> 00:17:43.000]  接著很多的差遣這個字繼續出現
[00:17:43.000 --> 00:17:49.000]  接著第三節他就差遣人去打聽匹士巴是誰
[00:17:49.000 --> 00:17:58.000]  打聽他自己情慾而生所關心的人
[00:17:58.000 --> 00:18:03.000]  他差遣人去將匹士巴帶來皇宮
[00:18:03.000 --> 00:18:08.000]  以他的權勢去佔有這個匹士巴
[00:18:08.000 --> 00:18:14.000]  他差遣人去召烏里亞回來後方
[00:18:14.000 --> 00:18:20.000]  企圖用他的勢力遮蓋他的罪行
[00:18:20.000 --> 00:18:26.000]  最終他又差遣人將一封信交給約拿
[00:18:26.000 --> 00:18:31.000]  將烏里亞送死
[00:18:31.000 --> 00:18:34.000]  可以看到每一個差遣
[00:18:34.000 --> 00:18:41.000]  本來是軍王一個公義和憐憫的一個實行
[00:18:41.000 --> 00:18:44.000]  或者是施政的做法
[00:18:44.000 --> 00:18:51.000]  但是這個差遣卻是成為犯罪
[00:18:51.000 --> 00:18:55.000]  一些命令謀殺的一些設計
[00:18:55.000 --> 00:18:57.000]  他用這些政治的手段
[00:18:57.000 --> 00:19:00.000]  用這些軍事的權柄甚至人際的關係
[00:19:00.000 --> 00:19:03.000]  編織了一個死亡的劇本
[00:19:03.000 --> 00:19:08.000]  種種看到他自己那種深的高傲
[00:19:08.000 --> 00:19:11.000]  以致成為一個濫權
[00:19:11.000 --> 00:19:15.000]  用一連串的罪行發生
[00:19:15.000 --> 00:19:20.000]  然後又遮掩他自己這些罪行
[00:19:20.000 --> 00:19:23.000]  所以這段經文是給我們看到
[00:19:23.000 --> 00:19:27.000]  當我們人自己有更多的資源
[00:19:27.000 --> 00:19:31.000]  有更多的地位 有更多的關係
[00:19:31.000 --> 00:19:40.000]  我們可以好像我們能夠很多事情呼風喚雨
[00:19:40.000 --> 00:19:43.000]  或者在我們的身份角色裡面
[00:19:43.000 --> 00:19:46.000]  我們有一定的力量
[00:19:46.000 --> 00:19:49.000]  以致我們有風駛進來
[00:19:49.000 --> 00:19:52.000]  甚至可能我們在家庭裡面我們的角色
[00:19:52.000 --> 00:19:54.000]  我們做父母做兒女
[00:19:54.000 --> 00:20:02.000]  也可能我們會因為我們自己的私慾
[00:20:02.000 --> 00:20:04.000]  我們自己的想法
[00:20:04.000 --> 00:20:09.000]  可能我們會放棄家人的好處
[00:20:09.000 --> 00:20:13.000]  或者我們會做一些傷害家人的事情
[00:20:13.000 --> 00:20:15.000]  傷害配偶的事情
[00:20:15.000 --> 00:20:17.000]  傷害兒女的事情
[00:20:17.000 --> 00:20:20.000]  傷害父母的事情
[00:20:20.000 --> 00:20:27.000]  令到工作 令到人際 更加會常常發生這些事情
[00:20:27.000 --> 00:20:31.000]  因為我們都是為了我們自己的私慾
[00:20:31.000 --> 00:20:35.000]  當我們有這些能力 越大的能力
[00:20:35.000 --> 00:20:39.000]  我們所做的 我們能夠所犯錯的
[00:20:39.000 --> 00:20:46.000]  是更加的恐怖 更加的可能是惡劣
[00:20:46.000 --> 00:20:53.000]  但是這個大衛讓我們看到他自己走上一個濫權的道路
[00:20:53.000 --> 00:20:57.000]  面對神交付給他的影響力
[00:20:57.000 --> 00:21:00.000]  但是他不是按著神的心意
[00:21:00.000 --> 00:21:10.000]  而是用自己的私慾去呼風喚雨
[00:21:10.000 --> 00:21:14.000]  這個一意孤行的大衛
[00:21:14.000 --> 00:21:22.000]  最終都走向一個神的揭示
[00:21:22.000 --> 00:21:24.000]  神的介入
[00:21:24.000 --> 00:21:28.000]  所以第三方面我想提的是罪還可赦
[00:21:28.000 --> 00:21:32.000]  去到十二章十三到十四節
[00:21:32.000 --> 00:21:37.000]  大衛對拿丹說我得罪了耶和華
[00:21:37.000 --> 00:21:39.000]  拿丹說耶和華已經除去你的罪
[00:21:39.000 --> 00:21:41.000]  你不至於死
[00:21:41.000 --> 00:21:45.000]  只是這些事 你大大藐視了耶和華
[00:21:45.000 --> 00:21:52.000]  因此你生的孩子必定要死
[00:21:52.000 --> 00:21:56.000]  其實十一章尾有一個總結
[00:21:56.000 --> 00:22:01.000]  大衛做的事情在神眼中看為惡
[00:22:01.000 --> 00:22:05.000]  你就記得很多時候在聶王記上下
[00:22:05.000 --> 00:22:09.000]  我們經常說這個王神眼中看為惡
[00:22:09.000 --> 00:22:18.000]  原來大衛同樣曾經被神判定
[00:22:18.000 --> 00:22:27.000]  你做了耶和華眼中看為惡的事情
[00:22:27.000 --> 00:22:29.000]  神是洞察一切
[00:22:29.000 --> 00:22:33.000]  不是看著表面所做的事情
[00:22:33.000 --> 00:22:36.000]  似乎解決了所有難題
[00:22:36.000 --> 00:22:39.000]  甚至最後他被人覺得
[00:22:39.000 --> 00:22:41.000]  這個君王真是好
[00:22:41.000 --> 00:22:46.000]  這個士兵出外戰死沙場
[00:22:46.000 --> 00:22:51.000]  他竟然去關心他的遺孀
[00:22:51.000 --> 00:22:57.000]  他的家人還接到皇宮裡面
[00:22:57.000 --> 00:23:03.000]  其實這個表面的虛偽 確是罪惡
[00:23:03.000 --> 00:23:09.000]  但神卻不是看人的外表
[00:23:09.000 --> 00:23:13.000]  而是看人的內心是否誠實和公義
[00:23:13.000 --> 00:23:22.000]  所以十二章出現了一個很決定性的差遣
[00:23:22.000 --> 00:23:25.000]  這兩段經文裡很多差遣這個字
[00:23:25.000 --> 00:23:30.000]  十二章第一節 這個很決定性的差遣
[00:23:30.000 --> 00:23:35.000]  這次是來自耶和華神的差遣
[00:23:35.000 --> 00:23:40.000]  耶和華差遣那單道大衛那類
[00:23:40.000 --> 00:23:47.000]  這裏表示能夠去掌握人的
[00:23:47.000 --> 00:23:51.000]  能夠去用權力去操控人的
[00:23:51.000 --> 00:23:53.000]  不是大衛王
[00:23:53.000 --> 00:23:58.000]  而是神自己顯示祂主權的介入
[00:23:58.000 --> 00:24:04.000]  大衛可以用盡一種手法 手段去遮蓋自己的罪行
[00:24:04.000 --> 00:24:11.000]  或者用盡手段去滿足他自己的那種情慾
[00:24:11.000 --> 00:24:17.000]  但是神的差遣 神的主權
[00:24:17.000 --> 00:24:23.000]  是不會被大衛能夠去賄賂
[00:24:23.000 --> 00:24:28.000]  可以被他去影響
[00:24:28.000 --> 00:24:31.000]  正如當日大公教會
[00:24:31.000 --> 00:24:34.000]  你不可以因為這些贖罪券
[00:24:34.000 --> 00:24:41.000]  換來這些金錢的交易
[00:24:41.000 --> 00:24:45.000]  賄賂這位正義的神
[00:24:45.000 --> 00:24:47.000]  因為在贖罪券裏面
[00:24:47.000 --> 00:24:49.000]  這件事情發生去到最高峰
[00:24:49.000 --> 00:24:52.000]  所謂最惡劣的情況是怎樣呢
[00:24:52.000 --> 00:24:58.000]  那些人是買定贖罪券去犯罪
[00:24:58.000 --> 00:25:00.000]  你想想
[00:25:00.000 --> 00:25:03.000]  你可以買兇殺人一樣
[00:25:03.000 --> 00:25:10.000]  但是已經買定贖罪券
[00:25:10.000 --> 00:25:12.000]  神不會被人這樣賄賂
[00:25:12.000 --> 00:25:16.000]  也不會被人的計謀可以去成就
[00:25:16.000 --> 00:25:22.000]  一國之君都不能夠
[00:25:22.000 --> 00:25:28.000]  於是神就差遣拿丹去見大衛
[00:25:28.000 --> 00:25:30.000]  拿丹講了一個很好的比喻
[00:25:30.000 --> 00:25:33.000]  大家有機會去看十二章一到四節
[00:25:33.000 --> 00:25:41.000]  他說一個有錢人掠奪了窮人的羊羔
[00:25:41.000 --> 00:25:43.000]  喚醒了大衛的良知
[00:25:43.000 --> 00:25:48.000]  大衛就覺得這個有錢人這樣做是錯
