
[00:00:00.000 --> 00:00:02.000]  好,各位大英節目,你們好!
[00:01:52.000 --> 00:01:56.000]  第二,猶大也是用30兩銀幣出賣耶穌嘛
[00:01:56.000 --> 00:01:58.000]  如果那些錢是少的話
[00:01:58.000 --> 00:02:01.000]  猶大就不會來得去心動了
[00:02:01.000 --> 00:02:04.000]  所以你留意到的時候
[00:02:04.000 --> 00:02:09.000]  就是為什麼瑪利亞會拿這些錢出來
[00:02:09.000 --> 00:02:11.000]  我相信她們儲了很久很久
[00:02:11.000 --> 00:02:15.000]  但是一不過,就沒有了
[00:02:15.000 --> 00:02:17.000]  如果你喜歡的東西
[00:02:17.000 --> 00:02:22.000]  你是很難明白那些人怎麼會這樣做
[00:02:22.000 --> 00:02:25.000]  有些人說要看Mirror
[00:02:25.000 --> 00:02:26.000]  你有沒有看Mirror?
[00:02:26.000 --> 00:02:28.000]  我有啊,我每天都照鏡子的
[00:02:28.000 --> 00:02:32.000]  不過,如果你要看香港的Mirror演唱會
[00:02:32.000 --> 00:02:35.000]  哇,幾千元,甚至是很貴的票
[00:02:35.000 --> 00:02:36.000]  那些人都喜歡買的
[00:02:36.000 --> 00:02:37.000]  因為他們喜歡
[00:02:37.000 --> 00:02:39.000]  我那些人不會買這些東西
[00:02:39.000 --> 00:02:41.000]  甚至有些人喜歡吃東西
[00:02:41.000 --> 00:02:42.000]  你留意到,哇
[00:02:42.000 --> 00:02:45.000]  我不知道你有沒有吃過一蘭拉麵
[00:02:45.000 --> 00:02:46.000]  在日本很出名
[00:02:46.000 --> 00:02:49.000]  不過都是多數香港人或中國人去的
[00:02:49.000 --> 00:02:50.000]  那時候在香港
[00:02:50.000 --> 00:02:52.000]  一開始吃一蘭拉麵的時候
[00:02:52.000 --> 00:02:55.000]  那些人等四個多小時
[00:02:55.000 --> 00:02:58.000]  三十度高溫都要來
[00:02:58.000 --> 00:02:59.000]  但是他們怎樣呢?
[00:02:59.000 --> 00:03:00.000]  等一碗麵
[00:03:00.000 --> 00:03:02.000]  我都不是很明白的
[00:03:02.000 --> 00:03:03.000]  我在英國住的那一區
[00:03:03.000 --> 00:03:05.000]  有全美國
[00:03:05.000 --> 00:03:10.000]  就是,美國你們是不是有Wendy的漢堡包?
[00:03:10.000 --> 00:03:11.000]  英國沒有的
[00:03:11.000 --> 00:03:12.000]  後來我住的那一區
[00:03:12.000 --> 00:03:16.000]  就開了全英國第一間Wendy漢堡包
[00:03:16.000 --> 00:03:17.000]  哇,那些人在排隊
[00:03:17.000 --> 00:03:18.000]  瘋了
[00:03:18.000 --> 00:03:20.000]  排了兩個多小時
[00:03:20.000 --> 00:03:22.000]  是為了要吃一個漢堡包
[00:03:22.000 --> 00:03:25.000]  但是斜對面就是麥當勞
[00:03:25.000 --> 00:03:26.000]  他們不是去麥當勞吃
[00:03:26.000 --> 00:03:28.000]  但是排了兩個多小時
[00:03:28.000 --> 00:03:29.000]  去吃漢堡包
[00:03:29.000 --> 00:03:30.000]  他喜歡嗎?
[00:03:30.000 --> 00:03:31.000]  那沒得好說的
[00:03:31.000 --> 00:03:33.000]  那為什麼馬尼亞
[00:03:33.000 --> 00:03:35.000]  他會找三十兩香膏高耶穌呢?
[00:03:35.000 --> 00:03:37.000]  原來第一節
[00:03:37.000 --> 00:03:42.000]  是有一個伏線在那裡
[00:03:42.000 --> 00:03:45.000]  他說到如月節前六天
[00:03:45.000 --> 00:03:47.000]  耶穌來到伯大利
[00:03:47.000 --> 00:03:49.000]  就是他叫拉撒路
[00:03:49.000 --> 00:03:52.000]  從死裡復活的地方
[00:03:52.000 --> 00:03:54.000]  原來這裡有兩個伏線
[00:03:54.000 --> 00:03:56.000]  第一個伏線是什麼呢?
[00:03:56.000 --> 00:03:58.000]  馬尼亞有個弟弟
[00:03:58.000 --> 00:04:00.000]  就叫拉撒路
[00:04:00.000 --> 00:04:01.000]  拉撒路
[00:04:01.000 --> 00:04:02.000]  如果大家記得
[00:04:02.000 --> 00:04:04.000]  他死了四天
[00:04:04.000 --> 00:04:07.000]  然後耶穌就叫他從死裡面復活
[00:04:07.000 --> 00:04:10.000]  原來猶太人那個心目中
[00:04:10.000 --> 00:04:12.000]  原來你死了三天
[00:04:12.000 --> 00:04:14.000]  那個靈魂還附著在你的身體
[00:04:14.000 --> 00:04:17.000]  死了四天就沒得救了
[00:04:17.000 --> 00:04:18.000]  所以如果下次我會說
[00:04:18.000 --> 00:04:20.000]  拉撒路復活計劃
[00:04:20.000 --> 00:04:21.000]  我題目就會叫什麼呢?
[00:04:21.000 --> 00:04:22.000]  一套很厲害的電影
[00:04:22.000 --> 00:04:23.000]  不知道大家有沒有看過
[00:04:23.000 --> 00:04:25.000]  是很多集的
[00:04:25.000 --> 00:04:27.000]  就叫《呆黑4.0》
[00:04:27.000 --> 00:04:29.000]  是布魯斯威爾斯做的
[00:04:29.000 --> 00:04:31.000]  就是布施韋利士
[00:04:31.000 --> 00:04:32.000]  《虎膽龍威》
[00:04:32.000 --> 00:04:35.000]  那套有一套第一集叫《呆黑4.0》
[00:04:35.000 --> 00:04:36.000]  意思是什麼呢?
[00:04:36.000 --> 00:04:37.000]  你死了四天
[00:04:37.000 --> 00:04:40.000]  一定是沒有機會再復活的了
[00:04:40.000 --> 00:04:42.000]  但是耶穌竟然叫拉撒路
[00:04:42.000 --> 00:04:44.000]  從死裡面復活
[00:04:44.000 --> 00:04:45.000]  所以他們很深體會到
[00:04:45.000 --> 00:04:48.000]  耶穌那種能力、尊貴
[00:04:48.000 --> 00:04:49.000]  但是最重要
[00:04:49.000 --> 00:04:51.000]  去感受到耶穌的愛
[00:04:51.000 --> 00:04:53.000]  於是有這份愛的時候
[00:04:53.000 --> 00:04:57.000]  他就不介意他所付出的
[00:04:57.000 --> 00:04:59.000]  就來情人節了
[00:04:59.000 --> 00:05:01.000]  我不知道你們會做些什麼
[00:05:01.000 --> 00:05:02.000]  我提醒那些男士
[00:05:02.000 --> 00:05:04.000]  無論如何都要做事的
[00:05:04.000 --> 00:05:06.000]  我自己也買了一份情人節禮物
[00:05:06.000 --> 00:05:07.000]  價錢就不要說了
[00:05:07.000 --> 00:05:08.000]  不過在這裡可以說的
[00:05:08.000 --> 00:05:10.000]  師母聽不到
[00:05:10.000 --> 00:05:11.000]  不用兩鎊
[00:05:11.000 --> 00:05:12.000]  是一個很漂亮的相架
[00:05:12.000 --> 00:05:14.000]  寫著很漂亮的字的
[00:05:14.000 --> 00:05:15.000]  我收起了
[00:05:15.000 --> 00:05:17.000]  預備那天送給她的
[00:05:17.000 --> 00:05:19.000]  但是你記住
[00:05:19.000 --> 00:05:21.000]  愛是要用表達的
[00:05:21.000 --> 00:05:24.000]  我有一個會友跟我說
[00:05:24.000 --> 00:05:25.000]  他跟一個男生在拍拖
[00:05:25.000 --> 00:05:27.000]  但是這個男生很壞的
[00:05:27.000 --> 00:05:29.000]  不知道為什麼
[00:05:29.000 --> 00:05:31.000]  逢親和我去街用了多少錢
[00:05:31.000 --> 00:05:32.000]  他就會記下來
[00:05:32.000 --> 00:05:34.000]  但是沒有問我拿回來的
[00:05:34.000 --> 00:05:35.000]  但是他不斷地說
[00:05:35.000 --> 00:05:36.000]  我用了多少錢給你
[00:05:36.000 --> 00:05:39.000]  他又不肯送花給我
[00:05:39.000 --> 00:05:40.000]  他又說到
[00:05:40.000 --> 00:05:42.000]  他好像很熟悉聖經
[00:05:42.000 --> 00:05:43.000]  那些花會凋殘的
[00:05:43.000 --> 00:05:45.000]  上來幹什麼呢
[00:05:45.000 --> 00:05:46.000]  又不肯和他看戲
[00:05:46.000 --> 00:05:48.000]  他看完笑完就沒有了
[00:05:48.000 --> 00:05:49.000]  看來幹什麼呢
[00:05:49.000 --> 00:05:50.000]  那我跟他說
[00:05:50.000 --> 00:05:52.000]  不如你叫他不要吃飯
[00:05:52.000 --> 00:05:53.000]  吃完飯
[00:05:53.000 --> 00:05:54.000]  餓完又吃
[00:05:54.000 --> 00:05:56.000]  一樣的道理
[00:05:56.000 --> 00:05:57.000]  那時候
[00:05:57.000 --> 00:05:59.000]  我當然說到
[00:05:59.000 --> 00:06:00.000]  其實愛你
[00:06:00.000 --> 00:06:02.000]  不一定要送很多禮物給你
[00:06:02.000 --> 00:06:03.000]  但都應該有些表示
[00:06:03.000 --> 00:06:05.000]  原來當你愛一個人的時候
[00:06:05.000 --> 00:06:09.000]  不是去計算你負上了多少
[00:06:09.000 --> 00:06:12.000]  我們不如一起看一段聖經
[00:06:12.000 --> 00:06:14.000]  這段聖經是羅馬書的
[00:06:14.000 --> 00:06:16.000]  第十三章的第八節
[00:06:16.000 --> 00:06:18.000]  全部都說到
[00:06:18.000 --> 00:06:21.000]  凡事都不可虧欠人
[00:06:21.000 --> 00:06:23.000]  唯有彼此相愛
[00:06:23.000 --> 00:06:26.000]  要常以為虧欠
[00:06:26.000 --> 00:06:29.000]  但愛人的就完全了律法
[00:06:29.000 --> 00:06:30.000]  意思是什麼呢
[00:06:30.000 --> 00:06:31.000]  就是說
[00:06:31.000 --> 00:06:35.000]  我覺得我還欠你很多
[00:06:35.000 --> 00:06:37.000]  愛你不夠
[00:06:37.000 --> 00:06:39.000]  我還要做多些事
[00:06:39.000 --> 00:06:41.000]  我舉一個例子
[00:06:41.000 --> 00:06:43.000]  我媽媽43歲離開世界
[00:06:43.000 --> 00:06:46.000]  當我媽媽進了醫院的時候
[00:06:46.000 --> 00:06:47.000]  她本來很健康
[00:06:47.000 --> 00:06:49.000]  但後來有腸癌
[00:06:49.000 --> 00:06:51.000]  我很想服侍她多些
[00:06:51.000 --> 00:06:54.000]  我很想為她做更多的事
[00:06:54.000 --> 00:06:56.000]  因為我覺得我欠了她很多
[00:06:56.000 --> 00:06:58.000]  但我沒有這樣的機會
[00:06:58.000 --> 00:07:02.000]  雖然愛是常以為虧欠
[00:07:02.000 --> 00:07:03.000]  但我很擔心
[00:07:03.000 --> 00:07:04.000]  有時候記錄圖
[00:07:04.000 --> 00:07:06.000]  我們是否慣常了
[00:07:06.000 --> 00:07:07.000]  說為了責任
[00:07:07.000 --> 00:07:08.000]  為了責任也好
[00:07:08.000 --> 00:07:10.000]  很多人不負責任
[00:07:10.000 --> 00:07:15.000]  但是如果沒有了這個責任之外
[00:07:15.000 --> 00:07:17.000]  沒有了這份愛
[00:07:17.000 --> 00:07:19.000]  你是做得很苦澀的
[00:07:19.000 --> 00:07:20.000]  你記不記得
[00:07:20.000 --> 00:07:24.000]  在啟示錄裡第二章
[00:07:24.000 --> 00:07:26.000]  第二到第四節
[00:07:26.000 --> 00:07:28.000]  神對義忽所教會怎麼說
[00:07:28.000 --> 00:07:30.000]  讚賞了五樣東西
[00:07:30.000 --> 00:07:32.000]  有兩次是重複的
[00:07:32.000 --> 00:07:34.000]  我知道你的行為牢牢忍耐
[00:07:34.000 --> 00:07:36.000]  也知道你不能容忍惡人
[00:07:36.000 --> 00:07:39.000]  也曾試驗那次稱為假仕途
[00:07:39.000 --> 00:07:41.000]  但不是仕途的
[00:07:41.000 --> 00:07:43.000]  看出他們是假的耐
[00:07:43.000 --> 00:07:45.000]  你也要忍耐
[00:07:45.000 --> 00:07:47.000]  曾為我的名勞苦並不罰券
[00:07:47.000 --> 00:07:48.000]  看到嗎
[00:07:48.000 --> 00:07:50.000]  有兩次講到
[00:07:50.000 --> 00:07:52.000]  他們很努力地去工作
[00:07:52.000 --> 00:07:53.000]  牢牢的
[00:07:53.000 --> 00:07:54.000]  也為我的名勞苦
[00:07:54.000 --> 00:07:56.000]  是否很勤力
[00:07:56.000 --> 00:07:58.000]  但很奇怪
[00:07:58.000 --> 00:08:02.000]  你失去了起初的愛心
[00:08:02.000 --> 00:08:03.000]  即是沒有愛心
[00:08:03.000 --> 00:08:05.000]  但你仍然可以很努力去做事
[00:08:05.000 --> 00:08:07.000]  如果你的老闆看著你
[00:08:07.000 --> 00:08:08.000]  你就要努力去做事
[00:08:08.000 --> 00:08:10.000]  或者是慣常的
[00:08:10.000 --> 00:08:12.000]  但你就變得很苦澀
[00:08:12.000 --> 00:08:15.000]  但如果你有愛的時候
[00:08:15.000 --> 00:08:17.000]  你就不覺得苦澀了
[00:08:17.000 --> 00:08:19.000]  我想問大家
[00:08:19.000 --> 00:08:22.000]  《聖經》裡最出名的老婆奴
[00:08:22.000 --> 00:08:23.000]  是誰呢
[00:08:23.000 --> 00:08:25.000]  大兄們不要抱怨
[00:08:25.000 --> 00:08:26.000]  是我
[00:08:26.000 --> 00:08:27.000]  我是講《聖經》的
[00:08:27.000 --> 00:08:29.000]  《聖經》裡的老婆奴
[00:08:29.000 --> 00:08:31.000]  最出名是誰呢
[00:08:31.000 --> 00:08:32.000]  有人知道嗎
[00:08:32.000 --> 00:08:35.000]  是雅閣
[00:08:35.000 --> 00:08:38.000]  雅閣想娶表妹
[00:08:38.000 --> 00:08:39.000]  見到小表妹
[00:08:39.000 --> 00:08:41.000]  小表妹很漂亮
[00:08:41.000 --> 00:08:43.000]  可不可以娶她
[00:08:43.000 --> 00:08:47.000]  她的舅父
[00:08:47.000 --> 00:08:49.000]  不是拉登
[00:08:49.000 --> 00:08:51.000]  是拉班
[00:08:51.000 --> 00:08:52.000]  說可以
[00:08:52.000 --> 00:08:53.000]  沒問題
[00:08:53.000 --> 00:08:54.000]  你有沒有錢
[00:08:54.000 --> 00:08:56.000]  拿禮金來
[00:08:56.000 --> 00:08:58.000]  我們剛剛走出來
[00:08:58.000 --> 00:08:59.000]  我沒有錢
[00:08:59.000 --> 00:09:00.000]  不要緊
[00:09:00.000 --> 00:09:03.000]  你和我做七年的功夫
[00:09:03.000 --> 00:09:05.000]  做完七年事後
[00:09:05.000 --> 00:09:07.000]  你就可以娶我女兒
[00:09:07.000 --> 00:09:09.000]  這段經文
[00:09:09.000 --> 00:09:13.000]  每一個姊妹都很渴望
[00:09:13.000 --> 00:09:16.000]  不如請一位姊妹給我讀出來
[00:09:16.000 --> 00:09:18.000]  雅閣就說
[00:09:18.000 --> 00:09:21.000]  拉結復少年七年
[00:09:21.000 --> 00:09:23.000]  因為心愛拉結
[00:09:23.000 --> 00:09:26.000]  就看這七年如同幾天
[00:09:26.000 --> 00:09:27.000]  看到嗎
[00:09:27.000 --> 00:09:29.000]  姊妹你心不心很甜
[00:09:29.000 --> 00:09:31.000]  原來雅閣很愛拉結
[00:09:31.000 --> 00:09:33.000]  所以這七年
[00:09:33.000 --> 00:09:36.000]  她只是覺得幾天而已
[00:09:36.000 --> 00:09:39.000]  我不知道今天是中國情人節
[00:09:39.000 --> 00:09:41.000]  做妻子會問丈夫
[00:09:41.000 --> 00:09:42.000]  你說
[00:09:42.000 --> 00:09:44.000]  你對著我這幾年
[00:09:44.000 --> 00:09:47.000]  會如同幾天
[00:09:47.000 --> 00:09:49.000]  很可能你的丈夫就說
[00:09:49.000 --> 00:09:53.000]  我對著你這幾天如同幾年
[00:09:53.000 --> 00:09:55.000]  當我跟你在的時候
[00:09:55.000 --> 00:09:56.000]  時間好像很長
[00:09:56.000 --> 00:09:57.000]  很享受
[00:09:57.000 --> 00:09:59.000]  你有沒有留意到
[00:09:59.000 --> 00:10:02.000]  雅閣很愛拉結
[00:10:02.000 --> 00:10:04.000]  七年如同幾天
[00:10:04.000 --> 00:10:06.000]  最慘就是
[00:10:06.000 --> 00:10:08.000]  後來洞房花燭
[00:10:08.000 --> 00:10:10.000]  原來不是我喜歡小的
[00:10:10.000 --> 00:10:11.000]  還是大那個
[00:10:11.000 --> 00:10:13.000]  要做多七年
[00:10:13.000 --> 00:10:15.000]  不過後來可以拿優惠的
[00:10:15.000 --> 00:10:17.000]  可以娶了以後再做
[00:10:17.000 --> 00:10:19.000]  結果做了十四年
[00:10:19.000 --> 00:10:21.000]  為了娶所愛的妻子
[00:10:21.000 --> 00:10:23.000]  所以當我們有愛的時候
[00:10:23.000 --> 00:10:25.000]  我們就不覺得辛苦
[00:10:25.000 --> 00:10:29.000]  我自己已經釋放了四十多年
[00:10:29.000 --> 00:10:31.000]  我很享受釋放
[00:10:31.000 --> 00:10:35.000]  我星期五晚才從別處回英國
[00:10:35.000 --> 00:10:37.000]  十二點多才回家
[00:10:37.000 --> 00:10:38.000]  還要繼續做一些事情
[00:10:38.000 --> 00:10:39.000]  十點多睡覺
[00:10:39.000 --> 00:10:41.000]  但是我六點鐘就要起床
[00:10:41.000 --> 00:10:42.000]  為什麼呢
[00:10:42.000 --> 00:10:45.000]  我就要去英國另一個城市
[00:10:45.000 --> 00:10:47.000]  我要早上坐火車去港島
[00:10:47.000 --> 00:10:49.000]  十點鐘說完
[00:10:49.000 --> 00:10:50.000]  就一路見人
[00:10:50.000 --> 00:10:51.000]  晚上十點多
[00:10:51.000 --> 00:10:52.000]  還沒停過
[00:10:52.000 --> 00:10:54.000]  我今天繼續來大海復市
[00:10:54.000 --> 00:10:56.000]  累不累呢
[00:10:56.000 --> 00:10:57.000]  其實真的不累
[00:10:57.000 --> 00:11:00.000]  但是辛苦不辛苦呢
[00:11:00.000 --> 00:11:01.000]  在我字典裡面
[00:11:01.000 --> 00:11:03.000]  永遠沒有辛苦這個字
[00:11:03.000 --> 00:11:04.000]  只有辛樂
[00:11:04.000 --> 00:11:06.000]  辛勞大快樂
[00:11:06.000 --> 00:11:07.000]  因為我每一天都感受到
[00:11:07.000 --> 00:11:08.000]  神給我很多恩典
[00:11:08.000 --> 00:11:10.000]  給我很多祝福
[00:11:10.000 --> 00:11:11.000]  於是這個敬我
[00:11:11.000 --> 00:11:13.000]  就成了一個很大的動力
[00:11:13.000 --> 00:11:14.000]  叫我去復仙
[00:11:14.000 --> 00:11:16.000]  所以弟兄姊妹
[00:11:16.000 --> 00:11:17.000]  你去侍奉
[00:11:17.000 --> 00:11:18.000]  不是為了幫牧師
[00:11:18.000 --> 00:11:20.000]  不是為了要幫某個執事
[00:11:20.000 --> 00:11:22.000]  你是要好好的數算
[00:11:22.000 --> 00:11:23.000]  神給你的恩典
[00:11:23.000 --> 00:11:25.000]  神單救贖你
[00:11:25.000 --> 00:11:27.000]  每一天給你有祝福
[00:11:27.000 --> 00:11:29.000]  給你有很多不同的恩典
[00:11:29.000 --> 00:11:31.000]  基本上我們要做敏感的人
[00:11:31.000 --> 00:11:33.000]  敏銳於神的恩典
[00:11:33.000 --> 00:11:34.000]  然後怎樣呢
[00:11:34.000 --> 00:11:36.000]  然後就是去回應
[00:11:36.000 --> 00:11:38.000]  於是這個是怎樣呢
[00:11:38.000 --> 00:11:41.000]  你就會有這個祝福
[00:11:41.000 --> 00:11:44.000]  那時候你就會有這個動力
[00:11:44.000 --> 00:11:45.000]  你就會有這份愛
[00:11:45.000 --> 00:11:47.000]  愛就是一個最大的動力
[00:11:47.000 --> 00:11:48.000]  你就去復仙了
[00:11:48.000 --> 00:11:52.000]  所以瑪利亞感受到神對她的愛
[00:11:52.000 --> 00:11:54.000]  體會到主耶穌可以叫
[00:11:54.000 --> 00:11:56.000]  死一死的弟弟都復活
[00:11:56.000 --> 00:11:58.000]  於是愛就是一個很大的動力
[00:11:58.000 --> 00:12:00.000]  三十兩銀子的香高高耶穌
[00:12:00.000 --> 00:12:01.000]  我覺得沒有所謂
[00:12:01.000 --> 00:12:02.000]  第二
[00:12:02.000 --> 00:12:04.000]  愛就是動力
[00:12:04.000 --> 00:12:06.000]  那知識是什麼呢
[00:12:06.000 --> 00:12:09.000]  侍奉的知識就是謙卑
[00:12:09.000 --> 00:12:11.000]  不是吧牧師
[00:12:11.000 --> 00:12:16.000]  謙卑是一種態度
[00:12:16.000 --> 00:12:18.000]  哪算是知識呢
[00:12:18.000 --> 00:12:21.000]  其實不是
[00:12:21.000 --> 00:12:24.000]  中國人是很可悲
[00:12:24.000 --> 00:12:26.000]  有時候是很虛假的
[00:12:26.000 --> 00:12:28.000]  懶是什麼呢
[00:12:28.000 --> 00:12:29.000]  懶謙卑
[00:12:29.000 --> 00:12:30.000]  新年呢
[00:12:30.000 --> 00:12:32.000]  我沒有機會去講
[00:12:32.000 --> 00:12:34.000]  我很懷念小時候的新年
[00:12:34.000 --> 00:12:36.000]  因為我們那時候窮
[00:12:36.000 --> 00:12:38.000]  新年就有新衣新鞋穿
[00:12:38.000 --> 00:12:39.000]  平時沒有的
[00:12:39.000 --> 00:12:41.000]  還有新年就有親戚來
[00:12:41.000 --> 00:12:43.000]  會帶一些糖果來
[00:12:43.000 --> 00:12:45.000]  我二叔來探望我們的時候
[00:12:45.000 --> 00:12:46.000]  和我們拜年一年一次
[00:12:46.000 --> 00:12:47.000]  還會帶一些玩具給我們
[00:12:47.000 --> 00:12:49.000]  但是親戚來親很特別的
[00:12:49.000 --> 00:12:51.000]  當然是查家查貴
[00:12:51.000 --> 00:12:52.000]  不知道你的親戚怎樣呢
[00:12:52.000 --> 00:12:54.000]  女兒這麼大有沒有男朋友
[00:12:54.000 --> 00:12:56.000]  在哪裡工作
[00:12:56.000 --> 00:12:58.000]  收多少錢工資
[00:12:58.000 --> 00:12:59.000]  稅務局嗎
[00:12:59.000 --> 00:13:01.000]  我小時候
[00:13:01.000 --> 00:13:03.000]  親戚都會問我爸爸媽媽
[00:13:03.000 --> 00:13:05.000]  永善讀書讀得怎麼樣
[00:13:05.000 --> 00:13:08.000]  他們當然是統一了口徑
[00:13:08.000 --> 00:13:09.000]  有什麼用呢
[00:13:09.000 --> 00:13:11.000]  他們很蠢的
[00:13:11.000 --> 00:13:12.000]  蠢
[00:13:12.000 --> 00:13:13.000]  你知道我考第幾嗎
[00:13:13.000 --> 00:13:15.000]  我除了五年班
[00:13:15.000 --> 00:13:17.000]  上學期考第七之外
[00:13:17.000 --> 00:13:20.000]  我全部都是五名之內
[00:13:20.000 --> 00:13:22.000]  那時候我們一班四十二人
[00:13:22.000 --> 00:13:25.000]  我考第三第四都差三十幾人
[00:13:25.000 --> 00:13:27.000]  但是父母不可以驕傲的
[00:13:27.000 --> 00:13:29.000]  他很蠢的
[00:13:29.000 --> 00:13:33.000]  幸好親戚不滿足於這些答案
[00:13:33.000 --> 00:13:34.000]  那今早考第幾呢
[00:13:34.000 --> 00:13:36.000]  我考第三
[00:13:36.000 --> 00:13:39.000]  這些叫謙卑
[00:13:39.000 --> 00:13:41.000]  你知不知道中國人很壞
[00:13:41.000 --> 00:13:42.000]  叫自己子女
[00:13:42.000 --> 00:13:44.000]  幸好現在在香港
[00:13:44.000 --> 00:13:45.000]  你不進去
[00:13:45.000 --> 00:13:48.000]  這個乞丐來的
[00:13:48.000 --> 00:13:50.000]  丐幫幫主
[00:13:50.000 --> 00:13:52.000]  乞丐兒子
[00:13:52.000 --> 00:13:53.000]  是不是
[00:13:53.000 --> 00:13:55.000]  他真的做乞丐你就死了
[00:13:55.000 --> 00:13:58.000]  這個好用的
[00:13:58.000 --> 00:14:00.000]  斯文一點更壞
[00:14:00.000 --> 00:14:02.000]  犬兒 犬女
[00:14:02.000 --> 00:14:04.000]  自己的兒子
[00:14:04.000 --> 00:14:05.000]  狗兒
[00:14:05.000 --> 00:14:07.000]  自己不就是狗公狗母
[00:14:07.000 --> 00:14:08.000]  神經病
[00:14:08.000 --> 00:14:10.000]  說自己的老婆是賤內
[00:14:10.000 --> 00:14:11.000]  賤人
[00:14:11.000 --> 00:14:13.000]  這些是假謙卑
[00:14:13.000 --> 00:14:15.000]  真正的謙卑是什麼呢
[00:14:15.000 --> 00:14:17.000]  是一種知識
[00:14:17.000 --> 00:14:18.000]  而不是一種態度
[00:14:18.000 --> 00:14:21.000]  以前林耀外經常說自己謙卑
[00:14:21.000 --> 00:14:23.000]  但他經常覺得自己是最厲害的那個
[00:14:23.000 --> 00:14:24.000]  好了 我們看看
[00:14:24.000 --> 00:14:26.000]  聖經裡面說什麼呢
[00:14:26.000 --> 00:14:28.000]  詩篇十六篇的第二節
[00:14:28.000 --> 00:14:29.000]  我的心啊
[00:14:29.000 --> 00:14:30.000]  你曾對耶和華說
[00:14:30.000 --> 00:14:32.000]  你是我的主
[00:14:32.000 --> 00:14:35.000]  我的好處不在你以外
[00:14:35.000 --> 00:14:37.000]  原來我們一切的好處
[00:14:37.000 --> 00:14:39.000]  是神賜給我們
[00:14:39.000 --> 00:14:40.000]  所以呢
[00:14:40.000 --> 00:14:42.000]  我們是要怎麼樣呢
[00:14:42.000 --> 00:14:44.000]  我們是要有一個謙卑的心
[00:14:44.000 --> 00:14:45.000]  還有
[00:14:45.000 --> 00:14:46.000]  不單舊約 新約
[00:14:46.000 --> 00:14:49.000]  哥林頓前書第二章的第一節
[00:14:49.000 --> 00:14:51.000]  使你與人不同的是誰呢
[00:14:51.000 --> 00:14:53.000]  你有什麼不是領受的呢
[00:14:53.000 --> 00:14:54.000]  若是領受
[00:14:54.000 --> 00:14:55.000]  為何自誇
[00:14:55.000 --> 00:14:57.000]  彷彿不是領受的呢
[00:14:57.000 --> 00:14:59.000]  所以你留意到很重要
[00:14:59.000 --> 00:15:01.000]  就是我們知道
[00:15:01.000 --> 00:15:02.000]  原來有這個知識
