
[00:00:00.000 --> 00:00:03.040]  假如你剛剛進入中年
[00:02:34.820 --> 00:02:38.060]  一半的日子是自由
[00:02:38.060 --> 00:02:40.060]  但無論他被鎖或者自由
[00:02:40.060 --> 00:02:41.700]  保羅的整個人生
[00:02:41.700 --> 00:02:45.020]  無論生與死都是為了福音的緣故
[00:02:47.180 --> 00:02:48.900]  而這本羅馬書
[00:02:48.900 --> 00:02:53.740]  正正是表明了保羅對福音的熱誠
[00:02:53.740 --> 00:02:57.180]  保羅說他寫羅馬書
[00:02:57.180 --> 00:02:58.980]  因為他很希望有一天
[00:02:58.980 --> 00:03:01.100]  盡快地可以去到羅馬
[00:03:01.100 --> 00:03:04.420]  他想見這班他從來未見過的弟兄姊妹
[00:03:04.420 --> 00:03:09.060]  他想將聖靈的恩賜分給他們
[00:03:09.060 --> 00:03:12.700]  他想用福音去兼顧他們的信仰
[00:03:12.700 --> 00:03:15.580]  於是他寫了羅馬書作為商旗
[00:03:16.900 --> 00:03:19.460]  希望我很快就會再到你們當中
[00:03:19.460 --> 00:03:22.180]  我要將上帝的天國
[00:03:22.180 --> 00:03:26.180]  完完全全地傳講在羅馬
[00:03:26.180 --> 00:03:27.820]  但不單止這樣
[00:03:27.820 --> 00:03:29.580]  他不單止想去羅馬
[00:03:29.580 --> 00:03:30.820]  他想去西班牙
[00:03:30.820 --> 00:03:33.060]  他想要去
[00:03:33.060 --> 00:03:36.420]  沒有人傳過福音的地方
[00:03:36.420 --> 00:03:41.460]  這是羅馬書中的保羅
[00:03:41.460 --> 00:03:43.060]  當你讀羅馬書的時候
[00:03:43.060 --> 00:03:45.020]  你必須要提醒自己
[00:03:45.020 --> 00:03:49.220]  你正在讀的不是單單一本神學巨著
[00:03:49.220 --> 00:03:52.540]  你正在讀的是保羅的鐵血丹心
[00:03:52.540 --> 00:03:56.220]  為了福音的緣故
[00:03:56.220 --> 00:03:58.980]  保羅願意付上一切的代價
[00:03:58.980 --> 00:04:02.380]  保羅要將這個福音傳到地極
[00:04:02.380 --> 00:04:04.300]  這是保羅
[00:04:04.300 --> 00:04:08.140]  這是我們讀羅馬書背後的時候
[00:04:08.140 --> 00:04:10.620]  一定要記得的精神
[00:04:10.620 --> 00:04:13.820]  在羅馬書裏面
[00:04:13.820 --> 00:04:17.380]  我們遇見一個不為這個世界而活的人
[00:04:17.380 --> 00:04:20.100]  這個人為另外一個世界而活
[00:04:20.100 --> 00:04:22.700]  這個人不為今生而活
[00:04:22.700 --> 00:04:25.780]  這個人為了永生而活
[00:04:25.780 --> 00:04:27.140]  而通過羅馬書
[00:04:27.140 --> 00:04:29.020]  通過保羅的羅馬書
[00:04:29.020 --> 00:04:32.060]  保羅呼召每一個讀者
[00:04:32.060 --> 00:04:34.700]  來跟隨保羅自己的腳步
[00:04:34.700 --> 00:04:42.100]  正如保羅自己跟隨主耶穌基督的腳步
[00:04:44.420 --> 00:04:47.140]  羅馬書的主題
[00:04:47.140 --> 00:04:49.700]  羅馬書第一章第十六、十七節
[00:04:49.700 --> 00:04:51.460]  「我不以福音為始
[00:04:51.460 --> 00:04:53.460]  這福音本是神的大能
[00:04:53.460 --> 00:04:54.940]  要救一切相信的
[00:04:54.940 --> 00:04:56.820]  先是猶太人
[00:04:56.820 --> 00:04:58.660]  後是希臘人
[00:04:58.660 --> 00:05:03.220]  因為神的義在這福音上顯明出來
[00:05:03.220 --> 00:05:05.180]  這義本於信
[00:05:05.180 --> 00:05:07.420]  以至於信如經上記著
[00:05:07.420 --> 00:05:09.740]  二人必因信得生」
[00:05:09.740 --> 00:05:13.100]  這是羅馬書的主旨
[00:05:13.100 --> 00:05:15.420]  這是羅馬書的精髓
[00:05:15.420 --> 00:05:18.580]  羅馬書的靈魂
[00:05:18.580 --> 00:05:19.860]  聖經學者告訴我們
[00:05:19.860 --> 00:05:24.100]  在這裡保羅特意用了神的義
[00:05:24.100 --> 00:05:27.100]  作為醒悟羅馬書的主幹
[00:05:27.100 --> 00:05:30.220]  我可以這樣說
[00:05:30.220 --> 00:05:34.620]  保羅用神的義這個主題
[00:05:34.620 --> 00:05:36.860]  將十六章的羅馬書
[00:05:36.860 --> 00:05:39.100]  不同的部分連貫在一起
[00:05:39.100 --> 00:05:42.500]  於是在開場的時候
[00:05:42.500 --> 00:05:44.740]  在羅馬書一章一至十七節裡面
[00:05:44.740 --> 00:05:48.500]  我們看到神的義在福音中顯明
[00:05:48.500 --> 00:05:52.700]  但如果你繼續讀下去的時候
[00:05:52.700 --> 00:05:56.980]  你會看到神的義不斷在每一個地方出現
[00:05:56.980 --> 00:06:00.380]  一章十八節到三章二十節
[00:06:00.380 --> 00:06:03.340]  神的義在憤怒中顯明
[00:06:03.340 --> 00:06:10.260]  上帝的義在上帝對罪惡世界的憤怒裡面被顯明
[00:06:11.780 --> 00:06:15.300]  三章二十一節到四章二十五節
[00:06:15.300 --> 00:06:18.820]  上帝的義在恩典中顯明
[00:06:18.820 --> 00:06:23.420]  上帝的義在耶穌基督救贖的恩典中顯明
[00:06:23.420 --> 00:06:25.340]  人恩信稱義
[00:06:25.340 --> 00:06:27.700]  但是不因為他自己的義行
[00:06:27.700 --> 00:06:31.420]  而是完全因為耶穌基督完美的義行
[00:06:31.420 --> 00:06:35.460]  神的義在耶穌基督的恩典裡面顯明
[00:06:35.460 --> 00:06:37.220]  但保羅繼續
[00:06:37.220 --> 00:06:40.220]  神的義在釋放中顯明
[00:06:40.580 --> 00:06:44.860]  羅馬書第五章一至八章三十九節
[00:06:44.860 --> 00:06:49.820]  保羅說罪人在罪惡捆綁中被主耶穌基督釋放
[00:06:49.820 --> 00:06:54.300]  恩典掌管這個新人
[00:06:54.300 --> 00:06:57.900]  而這個罪人曾經是罪人
[00:06:57.900 --> 00:07:00.340]  現在成為公義的奴僕
[00:07:00.340 --> 00:07:06.780]  神的義在罪人被釋放成為公義奴僕當中被顯明
[00:07:08.380 --> 00:07:10.580]  繼續第九章、十章、十一章
[00:07:10.580 --> 00:07:13.460]  神的義在奧秘當中被顯明
[00:07:13.460 --> 00:07:19.460]  神的義在外邦人、猶太人合一的奧秘當中顯明
[00:07:19.460 --> 00:07:22.100]  不單止是猶太人可以恩信稱義
[00:07:22.100 --> 00:07:28.180]  外邦人、中國人、香港人可以恩信稱義
[00:07:28.180 --> 00:07:30.780]  全世界的罪人
[00:07:30.780 --> 00:07:35.580]  在耶穌基督裡面我們合而為一
[00:07:36.820 --> 00:07:38.540]  這個還沒完
[00:07:38.540 --> 00:07:40.020]  到了十二章
[00:07:40.020 --> 00:07:42.980]  神的義在活祭中顯明
[00:07:42.980 --> 00:07:45.060]  十二章至十五章
[00:07:45.060 --> 00:07:53.580]  神的義在教會成為活祭傾倒在世界當中顯明
[00:07:53.580 --> 00:08:00.700]  最後神的義在福音的宣揚當中顯明
[00:08:00.700 --> 00:08:04.380]  第十五章十四節到最後十六章二十七節
[00:08:04.380 --> 00:08:06.860]  在整本《羅馬書》裡面
[00:08:06.860 --> 00:08:12.580]  神的義是受死復活的基督和祂的教會當中顯明
[00:08:12.580 --> 00:08:15.620]  這個保羅的夢想
[00:08:15.620 --> 00:08:19.380]  上帝的義在全世界被顯明
[00:08:19.380 --> 00:08:21.580]  通過耶穌基督的福音
[00:08:21.580 --> 00:08:25.860]  通過耶穌基督的教會
[00:08:25.860 --> 00:08:31.140]  這個保羅的福音
[00:08:31.140 --> 00:08:34.300]  我可以說他是一個福音的萬花筒
[00:08:34.300 --> 00:08:36.260]  福音的三菱鏡
[00:08:36.260 --> 00:08:39.860]  保羅將一個我們覺得很簡單的福音
[00:08:39.860 --> 00:08:41.980]  變成了一個色彩繽紛
[00:08:41.980 --> 00:08:44.540]  好像一個彩虹那樣
[00:08:44.540 --> 00:08:46.460]  如果有人問你福音是什麼
[00:08:46.460 --> 00:08:48.980]  你可能都是說那幾句
[00:08:48.980 --> 00:08:50.300]  但是保羅說
[00:08:50.300 --> 00:08:54.780]  我寫的整本書是在講上帝的福音
[00:08:54.780 --> 00:08:59.860]  這個福音是色彩繽紛的
[00:08:59.860 --> 00:09:02.500]  這個福音可以改變人的生命
[00:09:02.500 --> 00:09:09.020]  這個福音必須要傳講到最極
[00:09:09.020 --> 00:09:12.380]  對於一個講道的人來說
[00:09:12.380 --> 00:09:14.860]  有幸講《羅馬書》
[00:09:14.860 --> 00:09:17.980]  實在是夢寐以求
[00:09:17.980 --> 00:09:20.380]  不過然而天意弄人
[00:09:20.380 --> 00:09:22.940]  我們教會頭半年講《羅馬書》
[00:09:22.940 --> 00:09:23.980]  一章至十一章
[00:09:23.980 --> 00:09:28.220]  我只有講了一次
[00:09:28.220 --> 00:09:31.140]  就是母親節那一次
[00:09:31.140 --> 00:09:34.660]  不過不要緊 我下半年
[00:09:34.660 --> 00:09:38.740]  竟然安排了我講十次
[00:09:38.740 --> 00:09:39.740]  十次《羅馬書》
[00:09:39.740 --> 00:09:41.420]  於是我計算一下
[00:09:41.420 --> 00:09:45.060]  剛剛好十次夠我調整一下經文
[00:09:45.060 --> 00:09:47.300]  可以講完十二章至十六節
[00:09:47.300 --> 00:09:49.420]  所以今天你看到
[00:09:49.420 --> 00:09:52.700]  你有張答案
[00:09:52.700 --> 00:09:56.700]  是我今年下半年有機會
[00:09:56.700 --> 00:10:01.300]  講完《羅馬書》下半章 通過十次的講道
[00:10:01.300 --> 00:10:03.140]  當然不是每次都是日課
[00:10:03.140 --> 00:10:04.340]  不是每次都是早課
[00:10:04.340 --> 00:10:06.380]  所以你有興趣的
[00:10:06.380 --> 00:10:09.060]  你可以上我的YouTube
[00:10:09.060 --> 00:10:17.380]  聽十次《羅馬書》的下半節
[00:10:17.380 --> 00:10:21.260]  如果你有機會回去
[00:10:21.260 --> 00:10:23.580]  看《羅馬書》一章至十一章
[00:10:23.580 --> 00:10:27.260]  如果你有機會回到重複的複雜
[00:10:27.260 --> 00:10:30.100]  去思想《羅馬書》一章至十一章
[00:10:30.100 --> 00:10:32.860]  你可能會意識到
[00:10:32.860 --> 00:10:34.700]  《羅馬書》一章至十一章裏面
[00:10:34.700 --> 00:10:38.500]  有一個很不尋常的現象
[00:10:38.500 --> 00:10:40.060]  很不尋常的現象
[00:10:40.060 --> 00:10:42.180]  現象就是保羅彷彿在
[00:10:42.180 --> 00:10:45.420]  《羅馬書》一章至十一章裏面
[00:10:45.420 --> 00:10:47.980]  在那裏儲子彈
[00:10:47.980 --> 00:10:49.300]  死亡者告訴我們
[00:10:49.300 --> 00:10:51.660]  在整整十一章的《羅馬書》
[00:10:51.660 --> 00:10:56.220]  頭十一章有三百一十五節的經節
[00:10:56.220 --> 00:10:57.980]  當中有命令式
[00:10:57.980 --> 00:10:59.780]  有應用式的動詞的出現
[00:10:59.780 --> 00:11:01.660]  只有三個地方
[00:11:01.660 --> 00:11:02.980]  你明白嗎?
[00:11:02.980 --> 00:11:05.300]  應用式、命令式的動詞
[00:11:05.300 --> 00:11:07.380]  只是出現過三次
[00:11:07.380 --> 00:11:08.180]  很不尋常
[00:11:08.180 --> 00:11:11.020]  在三百一十五節聖經裏面
[00:11:11.020 --> 00:11:13.460]  保羅是不應用的
[00:11:13.460 --> 00:11:15.700]  或者很少應用的
[00:11:15.700 --> 00:11:16.740]  但是相反
[00:11:16.740 --> 00:11:20.340]  當我們進入《羅馬書》第十二章的時候
[00:11:20.340 --> 00:11:22.460]  突然間保羅縮了
[00:11:22.460 --> 00:11:25.500]  在保羅的十二章裏面
[00:11:25.500 --> 00:11:30.260]  就出現過三十六次的命令式和應用式
[00:11:30.260 --> 00:11:32.580]  接著還有十三章、十四章、十五章
[00:11:32.580 --> 00:11:35.940]  保羅好像前面十一章儲子彈
[00:11:35.940 --> 00:11:38.460]  接著去到十二章
[00:11:38.460 --> 00:11:42.580]  拿支機關槍出來掃
[00:11:42.580 --> 00:11:44.220]  在前面十一章
[00:11:44.220 --> 00:11:46.580]  保羅在那裏餵我們吃東西
[00:11:46.580 --> 00:11:49.260]  吃到我們飽、吃到我們窒
[00:11:49.260 --> 00:11:52.260]  保羅在那裏為我們加油
[00:11:52.260 --> 00:11:53.540]  接著去到十二章
[00:11:53.540 --> 00:11:55.900]  保羅將我們發動
[00:11:55.900 --> 00:11:58.700]  叫我們一飛沖天
[00:11:58.700 --> 00:12:00.460]  帶我們進入
[00:12:00.460 --> 00:12:02.740]  今天我們要看的那兩節聖經
[00:12:02.740 --> 00:12:05.900]  《羅馬書》第十二章第一節
[00:12:05.900 --> 00:12:07.780]  《羅馬書》第十二章第一節
[00:12:07.780 --> 00:12:09.340]  保羅放我們出籠
[00:12:09.340 --> 00:12:10.500]  叫我們上升
[00:12:10.500 --> 00:12:12.540]  叫我們起飛
[00:12:12.540 --> 00:12:14.100]  叫我們升空
[00:12:14.100 --> 00:12:15.980]  保羅說:所以弟兄們
[00:12:15.980 --> 00:12:18.620]  我以神的慈悲勸你們
[00:12:18.620 --> 00:12:20.940]  將身體獻上
[00:12:20.940 --> 00:12:22.980]  當作活祭
[00:12:22.980 --> 00:12:24.740]  如果你熟悉《羅馬書》後半句
[00:12:24.740 --> 00:12:25.660]  你就知道
[00:12:25.660 --> 00:12:27.700]  十二章第一節、第二節
[00:12:27.700 --> 00:12:32.540]  是《羅馬書》第十二章至十六章裏面的一個大旗幟
[00:12:32.540 --> 00:12:36.860]  保羅好像在揮動這個大旗幟
[00:12:36.860 --> 00:12:39.220]  為要號召帶領我們
[00:12:39.220 --> 00:12:43.060]  進入一場榮耀的征戰
[00:12:43.060 --> 00:12:44.540]  對於保羅來說
[00:12:44.540 --> 00:12:47.780]  《羅馬書》第十二章一至二節
[00:12:47.780 --> 00:12:51.780]  是整個基督徒人生的總綱
[00:12:51.780 --> 00:12:53.860]  《羅馬書》第十二章一至二節
[00:12:53.860 --> 00:13:00.020]  代表了每一個真基督徒的呼召與生命
[00:13:00.020 --> 00:13:05.140]  這兩節聖經應該是在反映著你和我的生命
[00:13:05.140 --> 00:13:06.740]  是怎樣的生命呢?
[00:13:06.740 --> 00:13:08.900]  是一個全然為你的生命
[00:13:08.900 --> 00:13:12.020]  全然為著上帝的生命
[00:13:12.020 --> 00:13:14.380]  是一個威力無窮的生命
[00:13:14.380 --> 00:13:18.820]  是一個充滿爆炸力的生命
[00:13:18.820 --> 00:13:21.300]  保羅說:弟兄們
[00:13:21.300 --> 00:13:22.860]  保羅和他們打人情牌
[00:13:22.860 --> 00:13:25.180]  保羅和他們打親情牌
[00:13:25.180 --> 00:13:29.500]  因為保羅接下來要講的教導是非常之重要
[00:13:29.500 --> 00:13:30.780]  他說:弟兄們
[00:13:30.780 --> 00:13:33.500]  我以神的慈悲勸你們
[00:13:33.500 --> 00:13:37.300]  我懇切地勸告你們
[00:13:37.300 --> 00:13:38.220]  聖學者告訴我們
[00:13:38.220 --> 00:13:42.220]  他這個所謂勸告其實是帶有命令
[00:13:42.220 --> 00:13:43.380]  我懇切地勸告
[00:13:43.380 --> 00:13:44.980]  但是其實我在主內裡面
[00:13:44.980 --> 00:13:46.900]  我正在命令你們
[00:13:46.900 --> 00:13:48.860]  是必須要做的
[00:13:48.860 --> 00:13:52.700]  要將你們的身體獻上
[00:13:52.700 --> 00:13:55.100]  當作活祭
[00:13:55.100 --> 00:13:58.500]  保羅用了一個很獨特的圖畫來形容基督徒的人生
[00:13:58.500 --> 00:14:01.660]  保羅說他們是活祭
[00:14:01.660 --> 00:14:04.100]  因為基督徒是一個活祭
[00:14:04.100 --> 00:14:05.380]  從某一個方面來說
[00:14:05.380 --> 00:14:08.700]  這個人是活生生在這個世界上的
[00:14:08.700 --> 00:14:12.700]  我們每天照樣做我們平時人會做的事情
[00:14:12.700 --> 00:14:14.380]  但是從另一個角度來說
[00:14:14.380 --> 00:14:18.540]  這個基督徒已經被燒死了
[00:14:18.540 --> 00:14:20.740]  這個基督徒已經被燒盡了
[00:14:20.740 --> 00:14:26.540]  他是一個燒死了燒盡了的祭物
[00:14:26.540 --> 00:14:29.900]  整個圖畫意味著
[00:14:29.900 --> 00:14:32.700]  作一個基督徒就是要將我們的餘生
[00:14:32.700 --> 00:14:35.660]  所有的一切奉上
[00:14:35.660 --> 00:14:38.900]  傳言為上帝
[00:14:38.900 --> 00:14:40.780]  是100%的奉上
[00:14:40.780 --> 00:14:42.820]  不是11%的奉獻
[00:14:42.820 --> 00:14:44.620]  甚至不是19%的奉獻
[00:14:44.620 --> 00:14:45.940]  是10%的奉獻
[00:14:45.940 --> 00:14:47.580]  完全的奉上
[00:14:47.580 --> 00:14:49.580]  一個真正基督徒的生命
[00:14:49.580 --> 00:14:54.180]  是一個完全空白的賣身契
[00:14:54.180 --> 00:14:56.020]  沒有上限
[00:14:56.020 --> 00:14:58.660]  沒有底線
[00:14:58.660 --> 00:15:02.340]  全人的奉上
[00:15:02.340 --> 00:15:04.180]  但我想你們留意一件事
[00:15:04.180 --> 00:15:09.100]  保羅的這個All In的命令勸誡
[00:15:09.100 --> 00:15:14.340]  不是處於一個真空的狀態裡面
[00:15:14.340 --> 00:15:15.460]  保羅的勸誡
[00:15:15.460 --> 00:15:16.980]  保羅的命令是有個前提
[00:15:16.980 --> 00:15:21.380]  保羅說我以神的慈悲勸你們
[00:15:21.380 --> 00:15:23.140]  保羅不只是勸你們
[00:15:23.140 --> 00:15:24.660]  保羅不只是命令你們
[00:15:24.660 --> 00:15:29.180]  保羅說當你接受這個命令的時候
[00:15:29.180 --> 00:15:33.540]  你要看著上帝的慈悲
[00:15:33.540 --> 00:15:35.660]  另外一個翻譯可以說
[00:15:35.660 --> 00:15:36.540]  神的憐憫
[00:15:36.540 --> 00:15:38.420]  甚至我們說神的恩典
[00:15:38.420 --> 00:15:40.540]  你要看著上帝的慈悲
[00:15:40.540 --> 00:15:41.780]  上帝的憐憫
[00:15:41.780 --> 00:15:44.980]  上帝的恩典
[00:15:44.980 --> 00:15:45.900]  去接旨
[00:15:45.900 --> 00:15:48.300]  去接令
[00:15:48.300 --> 00:15:50.740]  那什麼是慈悲
[00:15:50.740 --> 00:15:53.340]  什麼是憐憫
[00:15:53.340 --> 00:15:55.460]  什麼是恩典呢
[00:15:55.460 --> 00:15:58.780]  如果你今天有機會去教會
[00:15:58.780 --> 00:16:00.580]  去訪問一下基督徒
[00:16:00.580 --> 00:16:01.740]  我知道
[00:16:01.740 --> 00:16:02.740]  上帝很慈悲
[00:16:02.740 --> 00:16:03.700]  上帝很憐憫
[00:16:03.700 --> 00:16:06.540]  上帝很有恩典
[00:16:06.540 --> 00:16:09.580]  我早前病得五顏六色 快要死了
[00:16:09.580 --> 00:16:10.980]  上帝慈悲臨到我
[00:16:10.980 --> 00:16:13.300]  我現在沒有死 回來了
[00:16:13.300 --> 00:16:15.940]  早前我兒子考DSE很不濟
[00:16:15.940 --> 00:16:16.740]  上帝憐憫
[00:16:16.740 --> 00:16:19.260]  他竟然考入了港大
[00:16:19.260 --> 00:16:21.060]  早前
[00:16:21.060 --> 00:16:22.500]  我在這裡很頭痛
[00:16:22.500 --> 00:16:23.500]  一身債
[00:16:23.500 --> 00:16:24.580]  買不到房子
[00:16:24.580 --> 00:16:27.180]  上帝很有恩典幫我搞定了
[00:16:27.180 --> 00:16:29.500]  我們說的慈悲
[00:16:29.500 --> 00:16:30.980]  我們說的憐憫
[00:16:30.980 --> 00:16:32.220]  我們說的恩典
[00:16:32.220 --> 00:16:37.700]  往往就是所謂生活上的事
[00:16:37.700 --> 00:16:40.340]  而我們覺得這樣就是見證了
[00:16:40.340 --> 00:16:44.740]  這樣就是好了
[00:16:44.740 --> 00:16:50.700]  這樣的討論經常在基督徒的圈子裡發生
[00:16:50.700 --> 00:16:53.100]  但是容許我講一句
[00:16:53.100 --> 00:16:55.500]  這些一切都是一派胡言
[00:16:55.500 --> 00:16:57.020]  是歪理
[00:16:57.020 --> 00:16:59.380]  屬靈的毒藥
[00:16:59.380 --> 00:17:03.020]  有時候我覺得我們把耶穌基督的慈悲
[00:17:03.020 --> 00:17:05.620]  變成了佛家的慈悲
[00:17:05.620 --> 00:17:08.460]  好像耶穌來就是要普渡眾生
[00:17:08.460 --> 00:17:09.420]  我佛慈悲
[00:17:09.420 --> 00:17:11.460]  阿彌陀佛
[00:17:11.460 --> 00:17:15.180]  保羅根本不是在說這些
[00:17:15.180 --> 00:17:16.780]  保羅所說的慈悲
[00:17:16.780 --> 00:17:18.820]  和這些完全是沒有關係的
[00:17:18.820 --> 00:17:20.180]  待會我告訴你們
[00:17:20.180 --> 00:17:22.940]  很清楚保羅所說的慈悲
[00:17:22.940 --> 00:17:24.820]  保羅所說的憐憫
[00:17:24.820 --> 00:17:26.420]  保羅所說的恩典
[00:17:26.420 --> 00:17:31.180]  全部都已經在羅馬書1至11章裡面
[00:17:31.180 --> 00:17:33.420]  如果你要知道什麼是上帝的慈悲
[00:17:33.420 --> 00:17:34.780]  什麼是上帝的憐憫
[00:17:34.780 --> 00:17:36.380]  什麼是上帝的恩典
[00:17:36.380 --> 00:17:41.940]  請你打開羅馬書1至11章
[00:17:41.940 --> 00:17:44.420]  在那裡上帝告訴他的憐憫
[00:17:44.420 --> 00:17:45.340]  他的恩典是什麼
[00:17:45.340 --> 00:17:48.420]  是當我們還作罪人的時候
[00:17:48.420 --> 00:17:51.540]  當我們在上帝律法裡面被上帝審判
[00:17:51.540 --> 00:17:58.820]  當我們的未來只有地獄的火焰等著我們的時候
[00:17:58.820 --> 00:18:02.580]  上帝參拜他的獨生兒子
[00:18:02.580 --> 00:18:05.220]  來到這個世界為我們上十字架
[00:18:05.220 --> 00:18:09.700]  為我們出兇墳墓
[00:18:09.700 --> 00:18:14.140]  而這個就是真正的慈悲
[00:18:14.140 --> 00:18:15.900]  真正的恩典
[00:18:15.900 --> 00:18:16.580]  真慈悲
[00:18:16.580 --> 00:18:18.780]  真正的慈悲
[00:18:18.780 --> 00:18:19.740]  真正的恩典
[00:18:19.740 --> 00:18:20.740]  大大的慈悲
[00:18:20.740 --> 00:18:21.860]  大大的恩典
[00:18:21.860 --> 00:18:22.940]  Mega Mercy
[00:18:22.940 --> 00:18:24.580]  Mega Grace
[00:18:24.580 --> 00:18:25.660]  超級的慈悲
[00:18:25.660 --> 00:18:26.620]  超級的恩典
[00:18:26.620 --> 00:18:27.740]  Super Mercy
[00:18:27.740 --> 00:18:33.140]  Super Grace
[00:18:33.140 --> 00:18:35.860]  保羅說因為上帝的慈悲
[00:18:35.860 --> 00:18:40.020]  所以你們要成為活祭
[00:18:40.020 --> 00:18:41.740]  你明不明白保羅的邏輯
[00:18:41.740 --> 00:18:45.420]  因為上帝的慈悲
[00:18:45.420 --> 00:18:47.980]  所以我們要成為活祭
[00:18:47.980 --> 00:18:49.260]  你的「因為」有多大
[00:18:49.260 --> 00:18:51.620]  你的「活祭」就有多大
[00:18:51.620 --> 00:18:52.540]  你的「因為」小
[00:18:52.540 --> 00:18:56.260]  你的「所以」一定會小
[00:18:56.260 --> 00:18:57.260]  所以如果你說
[00:18:57.260 --> 00:18:59.340]  因為上帝救了我
[00:18:59.340 --> 00:19:01.540]  那我就回教會
[00:19:01.540 --> 00:19:03.620]  你說因為上帝憐憫我的兒子
[00:19:03.620 --> 00:19:04.660]  讓他進了香港醫院
[00:19:04.660 --> 00:19:08.260]  那我就在香港醫院做一點點侍奉
[00:19:08.260 --> 00:19:09.820]  因為上帝的恩典
[00:19:09.820 --> 00:19:11.020]  讓我買到房子
[00:19:11.020 --> 00:19:14.180]  那我就去教會捐一點點
[00:19:14.180 --> 00:19:17.180]  但是這些東西沒辦法讓你成為活祭
[00:19:17.180 --> 00:19:18.260]  你明不明白
[00:19:18.260 --> 00:19:21.260]  因為你的「因為」太小了
[00:19:21.260 --> 00:19:23.260]  這麼小的「因為」
[00:19:23.260 --> 00:19:29.660]  只可以支持到一個小小的「所以」
[00:19:29.660 --> 00:19:31.660]  保羅的「所以」是活祭
[00:19:31.660 --> 00:19:36.100]  所以保羅的「因為」是大大的憐憫
[00:19:36.100 --> 00:19:39.340]  大大的慈悲
[00:19:39.340 --> 00:19:42.300]  保羅說如果你知道上帝的慈悲的時候
[00:19:42.300 --> 00:19:44.980]  你只有可能回應一件事
[00:19:44.980 --> 00:19:47.580]  就是將自己變成活祭
[00:19:47.580 --> 00:19:51.460]  保羅說你要將你的身體獻上當作活祭
